par	pour	par	pour		ADP
hit	frappé	hit	frapper		V;MASC;SG;PST;V.PTCP
hit	frapper	hit	frapper		V;NFIN
korpuss	hull	korpuss	hull	N;NOM;MASC;SG	PROPN
korpuss	coques	korpuss	coque	N;NOM;MASC;SG	N;FEM;PL
solo	solo	solo	solo	N	ADJ;MASC;SG
leģiona	légions	leģions	légion	N;GEN;MASC;SG	N;FEM;PL
grēda	dorsale	grēst	dorsal	N;NOM;FEM;SG	ADJ;FEM;SG
grēda	ridge	grēst	ridge	N;NOM;FEM;SG	PROPN
vilks	loup	vilks	loup	PROPN;NOM;MASC;SG	N;MASC;SG
vilks	loups	vilks	loup	PROPN;NOM;MASC;SG	N;MASC;PL
vilks	wolf	vilks	wolf	PROPN;NOM;MASC;SG	PROPN
vilks	louve	vilks	louve	PROPN;NOM;MASC;SG	N;FEM;SG
plūsmas	flux	plūsma	flux	N;NOM;FEM;PL	N;MASC;SG
spiediens	pressions	spiediens	pression	N;NOM;MASC;SG	N;FEM;PL
spiediens	pressions	spiediens	pression	N;NOM;MASC;SG	N;FEM;PL
david	alain	david	alain		PROPN
david	laurent	david	laurer		PROPN
david	sylvie	david	sylvie		PROPN
david	david	david	david		PROPN
melna	noires	melna	noir	ADJ;NOM;FEM;SG	ADJ;FEM;PL
melna	noir	melna	noir	ADJ;NOM;FEM;SG	N;MASC;SG
melna	noirs	melna	noir	ADJ;NOM;FEM;SG	ADJ;MASC;PL
abc	abc	abc	abc	N	PROPN
parīze	paris	parīze	pari	PROPN;NOM;FEM;SG	N;MASC;PL
out	sortir	out	sortir		V;NFIN
out	sortie	out	sortir		V;FEM;SG;PST;V.PTCP
out	dehors	out	dehors		ADV
out	out	out	out		PROPN
atrod	trouvailles	atrast	trouvaille	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;PL
īss	courts	īss	court	ADJ;NOM;MASC;SG	ADJ;MASC;PL
īss	courtes	īss	court	ADJ;NOM;MASC;SG	ADJ;FEM;PL
sēklas	graine	sēkla	graine	N;NOM;FEM;PL	N;FEM;SG
sēklas	seed	sēkla	seed	N;NOM;FEM;PL	PROPN
sēklas	semence	sēkla	semence	N;NOM;FEM;PL	N;FEM;SG
navigācijas	navigation	navigācija	navigation	N;NOM;FEM;PL	N;FEM;SG
izlaists	ignorées	izlaist	ignorer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
daniels	daniels	daniels	daniel	N;NOM;MASC;SG	PROPN
daniels	daniel	daniels	daniel	N;NOM;MASC;SG	PROPN
wikitext	wikitext	wikitext	wikitext		PROPN
barība	nourrir	barība	nourrir	N;NOM;FEM;SG	V;NFIN
barība	nourrit	barība	nourrir	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
pieaug	hausse	pieaugt	hausse	V;FH;IND;3;POS;PRS;FIN;ACT	N;FEM;SG
pieaug	rising	pieaugt	rising	V;FH;IND;3;POS;PRS;FIN;ACT	PROPN
pieaug	montante	pieaugt	montant	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG
pieaug	croissante	pieaugt	croissant	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;FEM;SG
acu	oculaire	acs	oculaire	N;ACC;FEM;PL	ADJ;MASC;SG
acu	oeil	acs	oeil	N;ACC;FEM;PL	N;MASC;SG
acu	œil	acs	œil	N;ACC;FEM;PL	N;MASC;SG
attīstīta	développées	attīstīt	développer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
attīstīta	développés	attīstīt	développer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
kukaiņu	insecte	kukains	insecte	N;GEN;MASC;PL	N;MASC;SG
kukaiņu	insecte	kukains	insecte	N;GEN;MASC;PL	N;MASC;SG
orgānu	organes	orgāns	organe	N;ACC;MASC;SG	N;MASC;PL
via	via	via	via		ADP
fantastikas	fiction	fantastika	fiction	N;NOM;FEM;PL	N;FEM;SG
autobusi	bus	autobuss	bus	N;NOM;MASC;PL	N;MASC;SG
autobusi	autobus	autobuss	autobus	N;NOM;MASC;PL	N;MASC;SG
minerālu	minéraux	minerāla	minéral	N;ACC;MASC;SG	N;MASC;PL
minerālu	minérales	minerāla	minéral	N;ACC;MASC;SG	ADJ;FEM;PL
pazīstami	familières	pazīstami	familier	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;FEM;PL
pazīstami	familière	pazīstami	familier	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;FEM;SG
pazīstami	familier	pazīstami	familier	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;MASC;SG
pazīstami	familiers	pazīstami	familier	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	ADJ;MASC;PL
cska	cska	cska	cska		N;MASC;SG
laiki	fois	laiks	fois	N;NOM;MASC;PL	N;FEM;SG
pareizi	droite	pareizi	droite	ADV	N;FEM;SG
pareizi	droit	pareizi	droit	ADV	N;MASC;SG
pareizi	exact	pareizi	exact	ADV	ADJ;MASC;SG
pareizi	corriger	pareizi	corriger	ADV	V;NFIN
pareizi	corrigez	pareizi	corriger	ADV	V;IMP;PL;2;PRS;FIN
pareizi	correct	pareizi	correct	ADV	ADJ;MASC;SG
pareizi	correcte	pareizi	correct	ADV	ADJ;FEM;SG
palielinās	croissante	palielināties	croissant	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	ADJ;FEM;SG
ligzda	nids	ligzda	nid	N;NOM;FEM;SG	N;MASC;PL
ligzda	nest	ligzda	nest	N;NOM;FEM;SG	
neviena	néant	neviens	néant	PRO;NOM;MASC;SG	N;MASC;SG
neviena	aucune	neviens	aucun	PRO;NOM;MASC;SG	DET;FEM;SG;NEG
iespējama	possibles	iespējama	possible	ADJ;NOM;FEM;SG	ADJ;MASC;PL
gif	gif	gif	gif		N;MASC;SG
net	net	net	net		ADJ;MASC;SG
net	filets	net	filet		N;MASC;PL
net	filet	net	filet		N;MASC;SG
slēgta	fermés	slēgta	fermer	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
slēgta	clos	slēgta	clore	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
augs	végétal	augt	végétal	N;NOM;MASC;SG	ADJ;MASC;SG
nāve	death	nāve	death	N;NOM;FEM;SG	PROPN
nāve	mort	nāve	mourir	N;NOM;FEM;SG	V;MASC;SG;PST;V.PTCP
martin	martín	martin	martín		PROPN
martin	martine	martin	martine		N;FEM;SG
martin	martin	martin	martin		PROPN
atstāt	congés	atstāt	congé	V;POS;NFIN	N;MASC;PL
atstāt	congé	atstāt	congé	V;POS;NFIN	N;MASC;SG
noslēguma	fermer	noslēgums	fermer	N;GEN;MASC;SG	V;NFIN
dzelzceļš	ferroviaire	dzelzceļš	ferroviaire	N;NOM;MASC;SG	ADJ;MASC;SG
dzelzceļš	ferroviaire	dzelzceļš	ferroviaire	N;NOM;MASC;SG	ADJ;MASC;SG
dzelzceļš	railroad	dzelzceļš	railroad	N;NOM;MASC;SG	PROPN
dzelzceļš	ferroviaire	dzelzceļš	ferroviaire	N;NOM;MASC;SG	ADJ;MASC;SG
pīters	peter	pīters	peter	N;NOM;MASC;SG	PROPN
domāju	réfléchi	domāt	réfléchir	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
domāju	pensais	domāt	penser	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IND;SG;1;IPFV;FIN
domāju	pensé	domāt	pensé	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
domāju	pensée	domāt	pensée	V;FH;IND;SG;1;POS;PRS;FIN;ACT	N;FEM;SG
domāju	pense	domāt	penser	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
domāju	pensez	domāt	penser	V;FH;IND;SG;1;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
domāju	réfléchis	domāt	réfléchire	V;FH;IND;SG;1;POS;PRS;FIN;ACT	ADJ;MASC;PL
tvaika	vapeurs	tvaika	vapeur	N;NOM;MASC;SG	N;FEM;PL
tvaika	vapeurs	tvaika	vapeur	N;NOM;MASC;SG	N;FEM;PL
astoņas	eight	astoņas	eight	NUM;NOM;FEM;PL	PROPN
somija	finlande	somija	finlande	PROPN;NOM;FEM;SG	ADJ;FEM;SG
skaidrs	effacer	skaidrs	effacer	ADJ;NOM;MASC;SG	V;NFIN
drupas	ruine	drupa	ruine	N;NOM;FEM;PL	N;FEM;SG
dārza	jardins	dārzs	jardin	N;GEN;MASC;SG	N;MASC;PL
luiss	lewis	luiss	lewi	N;NOM;MASC;SG	PROPN
luiss	luis	luiss	lui	N;NOM;MASC;SG	PROPN
jāni	jaani	jānis	jaani		PROPN
silēzijas	silésie	silēzija	silésie	PROPN;NOM;FEM;SG	PROPN
silēzijas	silésie	silēzija	silésie	PROPN;NOM;FEM;SG	PROPN
dominē	dominée	dominēt	dominer	V;FH;IND;3;POS;PRS;FIN;ACT	V;FEM;SG;PST;V.PTCP
dominē	dominés	dominēt	dominer	V;FH;IND;3;POS;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
dominē	dominé	dominēt	dominer	V;FH;IND;3;POS;PRS;FIN;ACT	V;MASC;SG;PST;V.PTCP
dominē	dominées	dominēt	dominer	V;FH;IND;3;POS;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
ainavu	paysages	ainava	paysage	N;ACC;FEM;SG	N;MASC;PL
preces	marchandise	prece	marchandiser	N;NOM;FEM;PL	N;FEM;SG
preces	marchandise	prece	marchandiser	N;NOM;FEM;PL	N;FEM;SG
iegūts	obtenues	iegūt	obtenir	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
iegūts	obtenus	iegūt	obtenir	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
mēģinājums	tenter	mēģinājums	tenter	N;NOM;MASC;SG	V;NFIN
mēģinājums	essayé	mēģinājums	essayer	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
mēģinājums	tentatives	mēģinājums	tentative	N;NOM;MASC;SG	N;FEM;PL
mēģinājums	tentée	mēģinājums	tenter	N;NOM;MASC;SG	V;FEM;SG;PST;V.PTCP
mēģinājums	tenté	mēģinājums	tenter	N;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
mēģinājums	répétitions	mēģinājums	répétition	N;NOM;MASC;SG	N;FEM;PL
nolemts	décidés	nolemt	décider	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
tirgotājs	revendeurs	tirgotājs	revendeur	N;NOM;MASC;SG	N;MASC;PL
turpināt	continue	turpināt	continu	V;POS;NFIN	ADJ;FEM;SG
ievēlēta	élues	ievēlēt	élire	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ievēlēta	élus	ievēlēt	élire	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
ieguvējs	gagnants	ieguvējs	gagnant	N;NOM;MASC;SG	ADJ;MASC;PL
ieguvējs	gagnante	ieguvējs	gagnant	N;NOM;MASC;SG	ADJ;FEM;SG
ieguvējs	gagnant	ieguvējs	gagner	N;NOM;MASC;SG	V;PRS;V.PTCP
lidostas	aéroport	lidosta	aéroport	N;NOM;FEM;PL	N;MASC;SG
raķetes	roquette	raķete	roquette	N;NOM;FEM;PL	N;FEM;SG
patīk	comme	patikt	comme	V;FH;IND;3;POS;PRS;FIN;ACT	ADP
patīk	genre	patikt	genre	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;SG
patīk	aimez	patikt	aimer	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
augstienes	highland	augstiene	highland	N;NOM;FEM;PL	N;MASC;SG
apollo	apollo	apolot	apollo		N;MASC;SG
apollo	apollon	apolot	apollon		PROPN
vācietis	allemands	vācietis	allemand	N;NOM;MASC;SG	ADJ;MASC;PL
vācietis	allemande	vācietis	allemand	N;NOM;MASC;SG	ADJ;FEM;SG
horvātijas	croates	horvātija	croate	N;NOM;FEM;PL	ADJ;MASC;PL
horvātijas	croate	horvātija	croate	N;NOM;FEM;PL	ADJ;MASC;SG
izstāde	expositions	izstāde	exposition	N;NOM;FEM;SG	N;FEM;PL
ārkārtas	urgence	ārkārta	urgence	N;NOM;FEM;PL	N;FEM;SG
ārkārtas	exceptionnel	ārkārta	exceptionnel	N;NOM;FEM;PL	ADJ;MASC;SG
ārkārtas	exceptionnels	ārkārta	exceptionnel	N;NOM;FEM;PL	ADJ;MASC;PL
ārkārtas	exceptionnelle	ārkārta	exceptionnel	N;NOM;FEM;PL	ADJ;FEM;SG
ārkārtas	exceptionnelles	ārkārta	exceptionnel	N;NOM;FEM;PL	ADJ;FEM;PL
ārkārtas	extraordinaire	ārkārta	extraordinaire	N;NOM;FEM;PL	ADJ;MASC;SG
ārkārtas	extraordinaires	ārkārta	extraordinaire	N;NOM;FEM;PL	ADJ;MASC;PL
skatītāji	audience	skatītājs	audience	N;NOM;MASC;PL	N;FEM;SG
skatītāji	auditoire	skatītājs	auditoire	N;NOM;MASC;PL	N;MASC;SG
klāt	actuel	klāt	actuel	ADV	ADJ;MASC;SG
klāt	présent	klāt	présent	ADV	ADJ;MASC;SG
klāt	présents	klāt	présent	ADV	ADJ;MASC;PL
klāt	présente	klāt	présent	ADV	ADJ;FEM;SG
klāt	présenter	klāt	présenter	ADV	V;NFIN
brigādes	brigadier	brigāde	brigadier	N;NOM;FEM;PL	N;MASC;SG
skaidri	limpide	skaidri	limpide	ADV	ADJ;MASC;SG
skaidri	clair	skaidri	clair	ADV	ADJ;MASC;SG
skaidri	effacer	skaidri	effacer	ADV	V;NFIN
skaidri	explicite	skaidri	explicite	ADV	ADJ;MASC;SG
skaidri	explicites	skaidri	explicite	ADV	ADJ;MASC;PL
detroitas	détroit	detroita	détroit	N;NOM;FEM;PL	N;MASC;SG
detroitas	detroit	detroita	detroit	N;NOM;FEM;PL	PROPN
mašīnas	machinerie	mašīna	machinerie	N;NOM;FEM;PL	N;FEM;SG
itāliešu	italiennes	itālietis	italien	N;GEN;MASC;PL	ADJ;FEM;PL
itāliešu	italienne	itālietis	italien	N;GEN;MASC;PL	ADJ;FEM;SG
itāliešu	italien	itālietis	italien	N;GEN;MASC;PL	ADJ;MASC;SG
itāliešu	italiens	itālietis	italien	N;GEN;MASC;PL	ADJ;MASC;PL
iezīmes	caractéristiques	iezīme	caractéristique	N;NOM;FEM;PL	ADJ;FEM;PL
ahl	ahl	ahl	ahl	N	
izmēri	dimension	izmēre	dimension	N;NOM;MASC;PL	N;FEM;SG
izmēri	taille	izmēre	taille	N;NOM;MASC;PL	N;FEM;SG
hugo	hugo	hugs	hugo	PROPN	PROPN
rosa	rosa	rosa	rosa	PROPN;NOM;FEM;SG	PROPN
rosa	ross	rosa	ross	PROPN;NOM;FEM;SG	PROPN
virsotne	apex	virsotne	apex	N;NOM;FEM;SG	PROPN
gulbis	cygnus	gulbis	cygnus	N;NOM;MASC;SG	PROPN
gulbis	swan	gulbis	swan	N;NOM;MASC;SG	PROPN
gulbis	cygnes	gulbis	cygne	N;NOM;MASC;SG	N;MASC;PL
malu	edge	mala	edge	N;ACC;FEM;SG	PROPN
sākotnējā	initiales	sākotnēja	initial	ADJ;ESS;FEM;SG	ADJ;FEM;PL
sākotnējā	originaux	sākotnēja	original	ADJ;ESS;FEM;SG	ADJ;MASC;PL
siltuma	thermique	siltums	thermique	N;GEN;MASC;SG	ADJ;MASC;SG
siltuma	chauffer	siltums	chauffer	N;GEN;MASC;SG	V;NFIN
vienotība	unity	vienotība	unity	N;NOM;FEM;SG	PROPN
alas	grotte	ala	grotte	N;NOM;FEM;PL	N;FEM;SG
alas	burrows	ala	burrow	N;NOM;FEM;PL	PROPN
alas	caverne	ala	caverne	N;NOM;FEM;PL	N;FEM;SG
alas	grotte	ala	grotte	N;NOM;FEM;PL	N;FEM;SG
alas	cave	ala	cave	N;NOM;FEM;PL	N;FEM;SG
art	art	art	art		N;MASC;SG
art	artistique	art	artistique		ADJ;MASC;SG
pretinieku	opposant	pretinieks	opposer	N;ACC;MASC;SG	V;PRS;V.PTCP
vadītāji	gestionnaires	vadītājs	gestionnaire	N;NOM;MASC;PL	ADJ;MASC;PL
vadītāji	conducteur	vadītājs	conducteur	N;NOM;MASC;PL	N;MASC;SG
vilis	willis	vilis	willis	PROPN;NOM;MASC;SG	PROPN
panamas	panama	panama	panama	PROPN;NOM;FEM;PL	PROPN
panamas	panamá	panama	panamá	PROPN;NOM;FEM;PL	PROPN
pievienot	ajout	pievienot	ajout	V;POS;NFIN	N;MASC;SG
bavārijas	bavaroise	bavārija	bavarois	PROPN;NOM;FEM;SG	ADJ;FEM;SG
bavārijas	bavière	bavārija	bavière	PROPN;NOM;FEM;SG	PROPN
bavārijas	bavarois	bavārija	bavarois	PROPN;NOM;FEM;SG	ADJ;MASC;SG
bavārijas	bavière	bavārija	bavière	PROPN;NOM;FEM;SG	PROPN
div	div	div	div	N;NOM;MASC;SG	
nacistu	nazie	nacist	nazi	N;ACC;MASC;SG	ADJ;FEM;SG
nacistu	nazis	nacist	nazi	N;ACC;MASC;SG	N;MASC;PL
inc	inc	inc	inc		
stars	ray	stars	ray	N;NOM;MASC;SG	PROPN
michael	alain	michael	alain		PROPN
michael	michael	michael	michael		PROPN
michael	michel	michael	michel		PROPN
operators	exploitant	operators	exploiter	N;NOM;MASC;SG	V;PRS;V.PTCP
bbc	bbc	bbc	bbc	PROPN	N;MASC;SG
katrīna	katrina	katrīns	katrina	PROPN;NOM;FEM;SG	PROPN
katrīna	catherine	katrīns	catherine	PROPN;NOM;FEM;SG	N;FEM;SG
saimes	troupeau	saime	troupeau	N;NOM;FEM;PL	N;MASC;SG
prāgas	prague	prāga	prague	PROPN;NOM;FEM;SG	PROPN
ārvalstu	étranger	ārvalsts	étranger	N;GEN;FEM;PL	N;MASC;SG
ārvalstu	etranger	ārvalsts	etranger	N;GEN;FEM;PL	N;MASC;SG
ārvalstu	étrangère	ārvalsts	étranger	N;GEN;FEM;PL	ADJ;FEM;SG
ārvalstu	étrangères	ārvalsts	étranger	N;GEN;FEM;PL	ADJ;FEM;PL
ekonomiskā	economiques	ekonomiska	economique	ADJ;NOM;FEM;SG	ADJ;MASC;PL
federālais	fédéraux	federāls	fédéral	ADJ;NOM;MASC;SG	ADJ;MASC;PL
federālais	fédérales	federāls	fédéral	ADJ;NOM;MASC;SG	ADJ;FEM;PL
sadraudzības	commonwealth	sadraudzība	commonwealth	N;NOM;FEM;PL	N;MASC;SG
fricis	fritz	fricis	fritz	PROPN;NOM;MASC;SG	PROPN
modes	mode	mode	mode	N;NOM;FEM;PL	N;FEM;SG
vēlētāji	électorat	vēlētājs	électorat	N;NOM;MASC;PL	N;MASC;SG
signālu	signaux	signāls	signal	N;ACC;MASC;SG	N;MASC;PL
mežā	woods	mežs	wood	N;ESS;MASC;SG	PROPN
veltīta	dédiés	veltīt	dédier	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
nopietni	sérieux	nopietni	sérieux	ADV	ADJ;MASC;SG
nopietni	serieux	nopietni	serieux	ADV	ADJ;MASC;SG
nopietni	graves	nopietni	grave	ADV	ADJ;MASC;PL
nopietni	grave	nopietni	grave	ADV	ADJ;MASC;SG
nopietni	sérieuse	nopietni	sérieux	ADV	ADJ;FEM;SG
nopietni	sérieux	nopietni	sérieux	ADV	ADJ;MASC;SG
nopietni	serieux	nopietni	serieux	ADV	ADJ;MASC;SG
fox	renard	fox	renard		N;MASC;SG
fox	fox	fox	fox		PROPN
fox	renards	fox	renard		N;MASC;PL
col	col	col	col		N;MASC;SG
mazie	petit	mazs	petit	ADJ;NOM;MASC;PL	ADJ;MASC;SG
mazie	petite	mazs	petit	ADJ;NOM;MASC;PL	ADJ;FEM;SG
klostera	monastères	klosteris	monastère	N;GEN;MASC;SG	N;MASC;PL
mazas	petit	maza	petit	ADJ;NOM;FEM;PL	ADJ;MASC;SG
mazas	petite	maza	petit	ADJ;NOM;FEM;PL	ADJ;FEM;SG
virziens	axes	virziens	axe	N;NOM;MASC;SG	N;MASC;PL
pērnavas	pärnu	pērnava	pärnu	PROPN;NOM;FEM;PL	PROPN
delta	delta	delts	delta		N;MASC;SG
fabrika	fabrique	fabrika	fabrique	N;NOM;FEM;SG	ADJ;FEM;SG
spēcīga	forts	spēcīga	fort	ADJ;NOM;FEM;SG	ADJ;MASC;PL
spēcīga	strong	spēcīga	strong	ADJ;NOM;FEM;SG	PROPN
spēcīga	fort	spēcīga	fort	ADJ;NOM;FEM;SG	ADV
meklēt	recherche	meklēt	recherche	V;POS;NFIN	N;FEM;SG
meklēt	recherches	meklēt	recherche	V;POS;NFIN	N;FEM;PL
elizabetes	elizabeth	elizabete	elizabeth	N;NOM;FEM;PL	ADJ;MASC;SG
elizabetes	élisabeth	elizabete	élisabeth	N;NOM;FEM;PL	N;FEM;SG
maksimālais	maximales	maksimāls	maximal	ADJ;NOM;MASC;SG	ADJ;FEM;PL
renesanses	renaissance	renesanses	renaissance	N;NOM;FEM;PL	N;FEM;SG
zemestrīce	séismes	zemestrīce	séisme	N;NOM;FEM;SG	N;MASC;PL
raksturojums	caractéristiques	raksturojums	caractéristique	N;NOM;MASC;SG	ADJ;FEM;PL
lasīt	lecture	lasīt	lecture	V;POS;NFIN	N;FEM;SG
formāli	formels	formāli	formel	ADV	ADJ;MASC;PL
formāli	formel	formāli	formel	ADV	ADJ;MASC;SG
formāli	formelle	formāli	formel	ADV	ADJ;FEM;SG
hanss	hans	hanss	hans	PROPN;NOM;MASC;SG	PROPN
nīderlandiešu	hollandaise	nīderlandietis	hollandais	N;GEN;MASC;PL	ADJ;FEM;SG
nīderlandiešu	néerlandaise	nīderlandietis	néerlandais	N;GEN;MASC;PL	ADJ;FEM;SG
nīderlandiešu	néerlandais	nīderlandietis	néerlandais	N;GEN;MASC;PL	ADJ;MASC;SG
nīderlandiešu	hollandais	nīderlandietis	hollandais	N;GEN;MASC;PL	ADJ;MASC;SG
īru	irlandaise	īrs	irlandais	N;NOM;MASC;SG	ADJ;FEM;SG
īru	irlandais	īrs	irlandais	N;NOM;MASC;SG	ADJ;MASC;SG
baltic	baltique	balticēt	baltique		ADJ;MASC;SG
baltic	baltes	balticēt	balte		ADJ;MASC;PL
zināmi	connues	zināt	connaître	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zināmi	connue	zināt	connaître	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
zināmi	connus	zināt	connaître	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zināmi	connu	zināt	connaître	V;NOM;INDF;MASC;PL;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
lēni	ralentir	lēni	ralentir	ADV	V;NFIN
lēni	lenteur	lēni	lenteur	ADV	N;FEM;SG
lēni	lent	lēni	lent	ADV	ADJ;MASC;SG
lēni	lente	lēni	lent	ADV	ADJ;FEM;SG
balsošanas	voter	balsošana	voter	N;NOM;FEM;SG	V;NFIN
balsošanas	votants	balsošana	votant	N;NOM;FEM;SG	N;MASC;PL
svarīgi	importante	svarīgi	important	ADV	ADJ;FEM;SG
svarīgi	important	svarīgi	important	ADV	ADJ;MASC;SG
svarīgi	importantes	svarīgi	important	ADV	ADJ;FEM;PL
svarīgi	importants	svarīgi	important	ADV	ADJ;MASC;PL
ivanovs	ivanov	ivanovs	ivanov	PROPN;NOM;MASC;SG	PROPN
analīzes	analyse	analīze	analyse	N;NOM;FEM;PL	N;FEM;SG
parāda	présentoirs	parādīt	présentoir	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
parāda	affichages	parādīt	affichage	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
parāda	spectacles	parādīt	spectacle	V;FH;IND;3;POS;PRS;FIN;ACT	N;MASC;PL
nākotnē	future	nākotne	futur	N;ESS;FEM;SG	ADJ;FEM;SG
nākotnē	futures	nākotne	futur	N;ESS;FEM;SG	ADJ;FEM;PL
nākotnē	futur	nākotne	futur	N;ESS;FEM;SG	ADJ;MASC;SG
nākotnē	futurs	nākotne	futur	N;ESS;FEM;SG	ADJ;MASC;PL
korejas	coréens	koreja	coréen	PROPN;NOM;FEM;SG	ADJ;MASC;PL
korejas	coréen	koreja	coréen	PROPN;NOM;FEM;SG	N;MASC;SG
korejas	coréenne	koreja	coréen	PROPN;NOM;FEM;SG	ADJ;FEM;SG
korejas	corée	koreja	corée	PROPN;NOM;FEM;SG	PROPN
korejas	coréenne	koreja	coréen	PROPN;NOM;FEM;SG	ADJ;FEM;SG
vladislavs	vladislav	vladislavs	vladislav	ADJ;NOM;MASC;SG	N;MASC;SG
media	média	media	média		N;MASC;SG
media	médias	media	média		N;MASC;PL
mazs	petits	mazs	petit	ADJ;NOM;MASC;SG	ADJ;MASC;PL
mazs	petites	mazs	petit	ADJ;NOM;MASC;SG	ADJ;FEM;PL
mazs	basses	mazs	bas	ADJ;NOM;MASC;SG	ADJ;FEM;PL
mazs	faibles	mazs	faible	ADJ;NOM;MASC;SG	ADJ;MASC;PL
manchester	manchester	manchester	manchester		V;NFIN
baltkrievu	biélorusses	baltkrievs	biélorusse	PROPN;GEN;MASC;SG	ADJ;MASC;PL
baltkrievu	biélorusse	baltkrievs	biélorusse	PROPN;GEN;MASC;SG	ADJ;MASC;SG
portugāļu	portugaise	portugālis	portugais	N;GEN;MASC;PL	ADJ;FEM;SG
portugāļu	portugais	portugālis	portugais	N;GEN;MASC;PL	ADJ;MASC;SG
sākotnējais	initiales	sākotnējs	initial	ADJ;NOM;MASC;SG	ADJ;FEM;PL
sākotnējais	originaux	sākotnējs	original	ADJ;NOM;MASC;SG	ADJ;MASC;PL
vaboles	coccinelle	Vabole	coccinel	N;NOM;FEM;PL	N;FEM;SG
vaboles	scarabée	Vabole	scaraber	N;NOM;FEM;PL	N;MASC;SG
divdesmit	twenty	divdesmit	twenty	NUM;PL	PROPN
madrid	madrid	madrid	madrid		PROPN
biafra	biafra	biafra	biafra		PROPN
esošie	existantes	būt	existant	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS	ADJ;FEM;PL
esošie	existants	būt	existant	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS	ADJ;MASC;PL
fotogrāfija	photographier	fotogrāfija	photographier	N;NOM;FEM;SG	V;NFIN
fotogrāfija	photographique	fotogrāfija	photographique	N;NOM;FEM;SG	ADJ;MASC;SG
reģistrēts	inscrits	reģistrēt	inscrire	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
reģistrēts	enregistrés	reģistrēt	enregistrer	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
apstrādes	maniabilité	apstrāde	maniabilité	N;NOM;FEM;PL	N;FEM;SG
apstrādes	manipulation	apstrāde	manipulation	N;NOM;FEM;PL	N;FEM;SG
apstrādes	manutention	apstrāde	manutention	N;NOM;FEM;PL	N;FEM;SG
kopa	définir	kopt	définir	N;NOM;FEM;SG	V;NFIN
kārtību	modalités	kārtība	modalité	N;ACC;FEM;SG	N;FEM;PL
