πολύχρωμα	رنگین	πολύχρωμα	رنگین	ADJ;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
απόλαυση	تفریح	απόλαυση	تفریح	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόλαυση	اطمینان	απόλαυση	اطمینان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόλαυση	عشرت	απόλαυση	عشرت	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
απόλαυση	عیش	απόλαυση	عیش	N;ACC;FEM;SG	
απόλαυση	مزیداری.	απόλαυση	مزیداری.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
απόλαυση	مدّعا	απόλαυση	مدّعا	N;ACC;FEM;SG	
απόλαυση	ارادہ	απόλαυση	ارادہ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόλαυση	تفریح	απόλαυση	تفریح	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόλαυση	اطمینان	απόλαυση	اطمینان	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόλαυση	عشرت	απόλαυση	عشرت	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
απόλαυση	مرضی	απόλαυση	مرضی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόλαυση	عیش	απόλαυση	عیش	N;ACC;FEM;SG	
απόλαυση	مزیداری.	απόλαυση	مزیداری.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
απόλαυση	مدّعا	απόλαυση	مدّعا	N;ACC;FEM;SG	
απόλαυση	ارادہ	απόλαυση	ارادہ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
απόλαυση	عیش	απόλαυση	عیش	N;ACC;FEM;SG	
απόλαυση	لطف	απόλαυση	لطف	N;ACC;FEM;SG	ADJ
οπλοστάσιο	ہتھیاروں	οπλοστάσιο	ہتھیار	N;NOM;NEUT;SG	N;ACC;MASC;PL;3
μαγκούστα	نیولا	μαγκόύστα	نیولا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τζίντζερ	تحرک	τζίντζερ	تحرک		
τζίντζερ	جذبہ.	τζίντζερ	جذبہ.		PROPN;NOM;MASC;SG;3
τζίντζερ	جوش	τζίντζερ	جوش		N;NOM;MASC;SG;3
παρεμπόδιση	رکاوٹ	παρεμπόδιση	رکاوٹ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
παρεμπόδιση	مزاحمت	παρεμπόδιση	مزاحمت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
παρεμπόδιση	بندش	παρεμπόδιση	بندش	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
παρεμπόδιση	رکاوٹ	παρεμπόδιση	رکاوٹ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
παρεμπόδιση	مزاحمت	παρεμπόδιση	مزاحمت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
γράψε	مضمون	γράφω	مضمون	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG;3
γράψε	لکھوانا.	γράφω	لکھوان	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;NOM;MASC;SG;3
γράψε	علامت	γράφω	علامت	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG;3
γράψε	متن	γράφω	متن	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG;3
γράψε	قلم	γράφω	قلم	V;IPFV;IND;SG;1;PRS;FIN;ACT	
γράψε	(	γράφω	(	V;IPFV;IND;SG;1;PRS;FIN;ACT	
γράψε	فقرہ	γράφω	فقرہ	V;IPFV;IND;SG;1;PRS;FIN;ACT	
σόουλ	روح	σόουλ	روح		N;NOM;MASC;SG;3
πατριαρχία	پدرسری	πατριαρχία	پدرسری	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
καταχώριση	رجسٹری	καταχώριση	رجسٹری	N;ACC;FEM;SG	N;NOM;MASC;SG;3
καινοτομίας	اختراع	καινοτομία	اختراع	N;GEN;FEM;SG	N;NOM;MASC;SG;3
καινοτομίας	جدّت	καινοτομία	جدّت	N;GEN;FEM;SG	N;NOM;MASC;SG;3
εαυτός	yourself	εαυτός	yourself	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
εαυτός	آپ	εαυτός	آپ	N;NOM;MASC;SG	PRO;ACC
εαυτός	آپا	εαυτός	آپا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
εαυτός	yourself	εαυτός	yourself	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
απόγνωση	چھوڑنا	απόγνωση	چھوڑ	N;ACC;FEM;SG	V;NFIN
εφιάλτη	ہول	εφιάλτης	ہول	N;ACC;MASC;SG	N;NOM;MASC;SG;3
εφιάλτη	ہراس	εφιάλτης	ہراس	N;ACC;MASC;SG	N;NOM;MASC;SG;3
εφιάλτη	دہشت.	εφιάλτης	دہشت.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
σταφίδα	کشمش-	σταφίδα	کشمش-	N;NOM;FEM;SG	ADJ
κιτ	تھیلا	κιτ	تھیلا		N;NOM;MASC;SG;3
κιτ	سامان	κιτ	سامان		N;NOM;MASC;SG;3
πρωτογενούς	ابتدائی	πρωτογενής	ابتدائی	N;GEN;MASC;SG	ADJ
πρωτογενούς	اصلی	πρωτογενής	اصلی	N;GEN;MASC;SG	ADJ
πρωτογενούς	اساسی.	πρωτογενής	اساسی.	N;GEN;MASC;SG	PROPN;NOM;MASC;SG;3
απεσταλμένο	نمائندہ	απεσταλμένος	نمائندہ	N;ACC;MASC;SG	ADJ
μελαγχολία	دلگیری.	μελαγχολία	دلگیری.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μελαγχολία	افسردہ	μελαγχολία	افسردہ	N;NOM;FEM;SG	ADJ
μελαγχολία	غمگینی	μελαγχολία	غمگینی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μελαγχολία	پژمردگی	μελαγχολία	پژمردگی	N;NOM;FEM;SG	ADJ
μελαγχολία	سودا.	μελαγχολία	سودا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
έχθρα	بیر	έχθρο	بیر	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
έχθρα	دشمنی	έχθρο	دشمنی	N;NOM;FEM;SG	ADJ
μέτριο	معقول	μέτριο	معقول	N;NOM;NEUT;SG	ADJ
μέτριο	ہیٹا.	μέτριο	ہیٹا.	N;NOM;NEUT;SG	
μέτριο	ہیٹا.	μέτριο	ہیٹا.	N;NOM;NEUT;SG	
μέτριο	گھٹیا	μέτριο	گھٹیا	N;NOM;NEUT;SG	ADJ
βάζο	دھکّا.	βάζο	دھکّا.	N;NOM;NEUT;SG	
βάζο	نامربوطی.	βάζο	نامربوطی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
βάζο	کرخت	βάζο	کرخت	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
βάζο	کریہہ	βάζο	کریہہ	N;NOM;NEUT;SG	
οργανωτής	بستہ	οργανωτής	بستہ	N;NOM;MASC;SG	
ελεγκτής	محاسب	ελεγκτής	محاسب	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
κατακόρυφο	راسی	κατακόρυφο	راسی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κατακόρυφο	انتصابی	κατακόρυφο	انتصابی	N;NOM;NEUT;SG	ADJ
κατακόρυφο	عمودیہ	κατακόρυφο	عمودیہ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κατακόρυφο	عمودی	κατακόρυφο	عمودی	N;NOM;NEUT;SG	ADJ
κατακόρυφο	مفرقی	κατακόρυφο	مفرقی	N;NOM;NEUT;SG	ADJ
κατακόρυφο	راسی	κατακόρυφο	راسی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κατακόρυφο	انتصابی	κατακόρυφο	انتصابی	N;NOM;NEUT;SG	ADJ
κατακόρυφο	کھڑا	κατακόρυφο	کھڑا	N;NOM;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
κατακόρυφο	عمودیہ	κατακόρυφο	عمودیہ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
κατακόρυφο	عمودی	κατακόρυφο	عمودی	N;NOM;NEUT;SG	ADJ
κατακόρυφο	مفرقی	κατακόρυφο	مفرقی	N;NOM;NEUT;SG	ADJ
σουν	بچنا	σε	بچ	N	V;MASC;SG;NFIN;ACT
σουν	سینکنا.	σε	سینکنا.	N	PROPN;NOM;MASC;SG;3
σουν	شمس	σε	شمس	N	PROPN;NOM;MASC;SG;3
γυμνός	کھلا	γυμνός	کھل	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
γυμνός	مبرّا.	γυμνός	مبرّا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γυμνός	سادہ	γυμνός	سادہ	N;NOM;MASC;SG	ADJ
γυμνός	پتّیوں	γυμνός	پتلی	N;NOM;MASC;SG	N;ACC;MASC;PL;3
γυμνός	(	γυμνός	(	N;NOM;MASC;SG	
γυμνός	آشکارا	γυμνός	آشکارا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γυμνός	بالوں	γυμνός	بال	N;NOM;MASC;SG	N;ACC;MASC;PL;3
γυμνός	کھلا.	γυμνός	کھلا.	N;NOM;MASC;SG	
γυμνός	عریاں.	γυμνός	عریاںؤ	N;NOM;MASC;SG	V;MASC;PL;FIN;ACT
γυμνός	کھلا	γυμνός	کھل	N;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
γυμνός	مبرّا.	γυμνός	مبرّا.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γυμνός	سادہ	γυμνός	سادہ	N;NOM;MASC;SG	ADJ
γυμνός	پتّیوں	γυμνός	پتلی	N;NOM;MASC;SG	N;ACC;MASC;PL;3
γυμνός	عاری	γυμνός	عاری	N;NOM;MASC;SG	ADJ
γυμνός	برہنہ	γυμνός	برہنہ	N;NOM;MASC;SG	ADJ
γυμνός	(	γυμνός	(	N;NOM;MASC;SG	
γυμνός	آشکارا	γυμνός	آشکارا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γυμνός	بالوں	γυμνός	بال	N;NOM;MASC;SG	N;ACC;MASC;PL;3
γυμνός	کھلا.	γυμνός	کھلا.	N;NOM;MASC;SG	
γυμνός	عریاں.	γυμνός	عریاںؤ	N;NOM;MASC;SG	V;MASC;PL;FIN;ACT
γυμνός	عور.	γυμνός	عور.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γυμνός	عور.	γυμνός	عور.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γυμνός	برہنہ	γυμνός	برہنہ	N;NOM;MASC;SG	ADJ
ορθού	مستقیمی.	ορθός	مستقیمی.	ADJ;GEN;NEUT;SG	PROPN;NOM;MASC;SG;3
γονέας	جدّاعلیٰ.	γονέας	جدّاعلیٰ.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γονέας	پُرکھا	γονέας	پُرکھا	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
γονέας	بانی	γονέας	بانی	N;NOM;MASC;SG	ADJ
γονέας	اصل	γονέας	اصل	N;NOM;MASC;SG	ADJ
επιδεξιότητα	براقی	επιδεξιότητα	براقی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
επιδεξιότητα	تیزی	επιδεξιότητα	تیزی	N;ACC;FEM;SG	N;NOM;MASC;SG;3
επιδεξιότητα	یمینیت	επιδεξιότητα	یمینیت	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ομόφωνη	متفقہ	ομόφωνος	متفقہ	N;NOM;FEM;SG	ADJ
κατάσχεση	ضبطی	κατάσχεση	ضبطی	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
κατάσχεση	بندش	κατάσχεση	بندش	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
κατάσχεση	قبضہ	κατάσχεση	قبضہ	N;ACC;FEM;SG	N;NOM;MASC;SG;3
κατάσχεση	پکڑ	κατάσχεση	پکڑ	N;ACC;FEM;SG	V;ACT
κατάσχεση	تسلط.	κατάσχεση	تسلط.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
εύκρατες	درمیانہ.	εύκρατος	درمیانہ.	ADJ;NOM;CMPR;FEM;PL	PROPN;NOM;MASC;SG;3
εύκρατες	محترز	εύκρατος	محترز	ADJ;NOM;CMPR;FEM;PL	PROPN;NOM;MASC;SG;3
υγρός	رواں.	υγρός	رواں.	ADJ;NOM;MASC;SG	
υγρός	کھلا	υγρός	کھل	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
υγρός	ترل	υγρός	ترل	ADJ;NOM;MASC;SG	
υγρός	ہوا	υγρός	ہو	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
υγρός	ہائڈروجن	υγρός	ہائڈروجن	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
υγρός	رواں.	υγρός	رواں.	ADJ;NOM;MASC;SG	
υγρός	سیّال	υγρός	سیّال	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	کھلا	υγρός	کھل	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
υγρός	ترل	υγρός	ترل	ADJ;NOM;MASC;SG	
υγρός	رقیق	υγρός	رقیق	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	ہوا	υγρός	ہو	ADJ;NOM;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
υγρός	ہائڈروجن	υγρός	ہائڈروجن	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
υγρός	بھیگا	υγρός	بھیگ	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	شراب	υγρός	شراب	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
υγρός	(	υγρός	(	ADJ;NOM;MASC;SG	
υγρός	تری	υγρός	تری	ADJ;NOM;MASC;SG	
υγρός	متوڑا	υγρός	متوڑا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	برسات	υγρός	برسات	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
υγρός	مریل	υγρός	مریل	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	فضول.	υγρός	فضول.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	(	υγρός	(	ADJ;NOM;MASC;SG	
υγρός	بھگونا	υγρός	بھگونا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	رطوبت.	υγρός	رطوبت.	ADJ;NOM;MASC;SG	ADP
υγρός	مشروب.	υγρός	مشروب.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	گیلا	υγρός	گیلا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
υγρός	نمی	υγρός	نمی	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
συμβατικές	رواجی	συμβατικός	رواجی	ADJ;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
πηνίο	مروڑنا	πηνίο	مروڑ	N;NOM;NEUT;SG	V;NFIN
πηνίο	کنڈل	πηνίο	کنڈل	N;NOM;NEUT;SG	
πηνίο	مرغولہ	πηνίο	مرغولہ	N;NOM;NEUT;SG	ADJ
πηνίο	کنڈلی	πηνίο	کنڈلی	N;NOM;NEUT;SG	
πηνίο	لچّھا	πηνίο	لچّھ	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ενθουσιασμός	تہیج	ενθουσιασμός	تہیج	N;NOM;MASC;SG	
ενθουσιασμός	برانگیختگی	ενθουσιασμός	برانگیختگی	N;NOM;MASC;SG	ADJ
συγκόλληση	جوڑنا	συγκόλληση	جوڑ	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
συγκόλληση	جوڑ	συγκόλληση	جوڑ	N;NOM;FEM;SG	V;ACT
συγκόλληση	(	συγκόλληση	(	N;NOM;FEM;SG	
συγκόλληση	ٹانکا.	συγκόλληση	ٹانکا.	N;NOM;FEM;SG	
προσωρινές	وقتی	προσωρινός	وقتی	ADJ;NOM;FEM;PL	N;NOM;MASC;SG;3
φόρα	off	φόρα	off	ADV	
φόρα	رگڑجانا.	φόρα	رگڑجاناؤ	ADV	N;NOM;MASC;SG;3
φόρα	اوڑھنا	φόρα	اوڑھنا	ADV	V;MASC;SG;NFIN;ACT
φόρα	away	φόρα	away	ADV	PROPN;NOM;MASC;SG;3
φόρα	(	φόρα	(	ADV	
φόρα	well	φόρα	well	ADV	PROPN;NOM;MASC;SG;3
φόρα	اجیرن	φόρα	اجیرن	ADV	ADJ
φόρα	پہناوا	φόρα	پہناوا	ADV	V;PFV;MASC;SG;V.PTCP;ACT
φόρα	off	φόρα	off	ADV	
φόρα	رگڑجانا.	φόρα	رگڑجاناؤ	ADV	N;NOM;MASC;SG;3
φόρα	اوڑھنا	φόρα	اوڑھنا	ADV	V;MASC;SG;NFIN;ACT
φόρα	away	φόρα	away	ADV	PROPN;NOM;MASC;SG;3
φόρα	(	φόρα	(	ADV	
φόρα	well	φόρα	well	ADV	PROPN;NOM;MASC;SG;3
φόρα	اجیرن	φόρα	اجیرن	ADV	ADJ
φόρα	پہناوا	φόρα	پہناوا	ADV	V;PFV;MASC;SG;V.PTCP;ACT
φόρα	پہننا	φόρα	پہن	ADV	V;MASC;SG;NFIN;ACT
τριτοβάθμια	pliocene	τριτοβάθμιος	pliocene	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τριτοβάθμια	سوم	τριτοβάθμιος	سوم	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τριτοβάθμια	eocene	τριτοβάθμιος	eocene	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
νταλ	دال	νταλ	دال		V;MASC;SG;ACT
κούπα	بدمعاش	κούπα	بدمعاش	N;NOM;FEM;SG	V;ACT
κούπα	ٹھگ.	κούπα	ٹھگ.	N;NOM;FEM;SG	
κούπα	دہانہ.	κούπα	دہانہ.	N;NOM;FEM;SG	
κούπα	بھاگ	κούπα	بھاگ	N;NOM;FEM;SG	V;ACT
κούπα	پیالہ	κούπα	پیالہ	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
χτες	دیروز.	χτε	دیروز.	ADV	N;NOM;MASC;SG;3
τρόλεϊ	کشتی	τρόλεϊ	کشتی	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
παρασύρει	فوائد.	παράσυραι	فوائد.	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;MASC;SG;3
παρασύρει	رغبت	παράσυραι	رغبت	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG;3
σεληνιακή	(	σεληνιακός	(	ADJ;NOM;FEM;SG	
σεληνιακή	رونق	σεληνιακός	رونق	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
σεληνιακή	مدّھم.	σεληνιακός	مدّھم.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
σεληνιακή	قمری.	σεληνιακός	قمری.	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
φαλακρός	سپاٹ	φαλακρός	سپاٹ	N;NOM;MASC;SG	
φαλακρός	واضح	φαλακρός	واضح	N;NOM;MASC;SG	ADJ
αποτύπωμα	چھاپا.	αποτύπωμα	چھاپا.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
δυστυχία	بدقسمتی	δυστυχία	بدقسمتی	N;NOM;FEM;SG	V;FEM;SG;V.PTCP;ACT
δυστυχία	نحوست	δυστυχία	نحوست	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
ποντικός	بھگوڑا	ποντικός	بھگوڑا	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
ποντικός	(	ποντικός	(	ADJ;NOM;MASC;SG	
ποντικός	موش	ποντικός	موش	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
τύψεις	پچھتاوا.	τύψη	پچھتاو	N;NOM;FEM;PL	PROPN;NOM;MASC;SG;3
τύψεις	رحم	τύψη	رحم	N;NOM;FEM;PL	N;NOM;MASC;SG;3
τύψεις	جرم	τύψη	جرم	N;NOM;FEM;PL	N;NOM;MASC;SG;3
υπερασπιστής	حامی	υπερασπιστής	حامی	N;NOM;MASC;SG	ADJ
μάγο	جادوگر.	μάγος	جادوگر.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
μάγο	ساحر	μάγος	ساحر	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
κλέφτη	سارق	κλέφτομαι	سارق	N;ACC;MASC;SG	
κλέφτη	دزد.	κλέφτομαι	دزد.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
κλέφτη	اچکا	κλέφτομαι	اچکا	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
κλέφτη	سارق	κλέφτομαι	سارق	N;ACC;MASC;SG	
κλέφτη	دزد.	κλέφτομαι	دزد.	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
κλέφτη	اچکا	κλέφτομαι	اچکا	N;ACC;MASC;SG	PROPN;NOM;MASC;SG;3
κλέφτη	چور	κλέφτομαι	چور	N;ACC;MASC;SG	V;ACT
ιέρεια	راہبہ.	ιέρεια	راہبہ.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
τίμιος	واقعی.	τίμιος	واقعی.	ADJ;NOM;MASC;SG	N;SG
τίμιος	مخلص.	τίμιος	مخلص.	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
τίμιος	دھوکے	τίμιος	دھوکا	ADJ;NOM;MASC;SG	V;PFV;MASC;PL;V.PTCP;ACT
τίμιος	خالص	τίμιος	خالص	ADJ;NOM;MASC;SG	N;NOM;MASC;SG;3
έκπτωση	منہائی	έκπτωση	منہائی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
έκπτωση	بٹا	έκπτωση	بٹا	N;NOM;FEM;SG	
έκπτωση	بٹائی	έκπτωση	بٹائی	N;NOM;FEM;SG	V;PFV;FEM;SG;V.PTCP;ACT
μύγα	کتا.	μύγα	کتا.	N;NOM;FEM;SG	
μύγα	سیانا	μύγα	سیانا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	ہشیار	μύγα	ہشیار	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	اڑنا	μύγα	اڑنا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
μύγα	لانگنا.	μύγα	لانگنا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	مکھی	μύγα	مکھی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	طیران	μύγα	طیران	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	کتا.	μύγα	کتا.	N;NOM;FEM;SG	
μύγα	مگس	μύγα	مگس	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	سیانا	μύγα	سیانا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	ہشیار	μύγα	ہشیار	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	اڑنا	μύγα	اڑنا	N;NOM;FEM;SG	V;MASC;SG;NFIN;ACT
μύγα	لانگنا.	μύγα	لانگنا.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	مکھی	μύγα	مکھی	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μύγα	طیران	μύγα	طیران	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
μετρικό	میڑی.	μετρικό	میڑی.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
ασημί	سیم	ασημί	سیم	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ασημί	نقرہ	ασημί	نقرہ	N;NOM;NEUT;PL	
ασημί	نقدی.	ασημί	نقدی.	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
ασημί	پکنا.	ασημί	پکنا.	N;NOM;NEUT;PL	V;PFV;MASC;SG;V.PTCP;ACT
ασημί	نقرئی	ασημί	نقرئی	N;NOM;NEUT;PL	
ασημί	سفید	ασημί	سفید	N;NOM;NEUT;PL	ADJ
ασημί	سیم	ασημί	سیم	N;NOM;NEUT;PL	N;NOM;MASC;SG;3
ασημί	چاندی	ασημί	چاندی	N;NOM;NEUT;PL	N;NOM;FEM;SG;3
ασημί	نقرہ	ασημί	نقرہ	N;NOM;NEUT;PL	
ασημί	نقدی.	ασημί	نقدی.	N;NOM;NEUT;PL	PROPN;NOM;MASC;SG;3
ασημί	پکنا.	ασημί	پکنا.	N;NOM;NEUT;PL	V;PFV;MASC;SG;V.PTCP;ACT
ασημί	نقرئی	ασημί	نقرئی	N;NOM;NEUT;PL	
ασημί	سفید	ασημί	سفید	N;NOM;NEUT;PL	ADJ
αντιμεταθετική	استبدالی	αντιμεταθετικός	استبدالی	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
άχρηστη	نکمّا	άχρηστος	نکمیا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
άχρηστη	بیکار	άχρηστος	بیکار	ADJ;NOM;FEM;SG	
άχρηστη	فضول	άχρηστος	فضول	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
άχρηστη	نکمّا	άχρηστος	نکمیا	ADJ;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
άχρηστη	بیکار	άχρηστος	بیکار	ADJ;NOM;FEM;SG	
βεβαίωση	شہادت	βεβαίωση	شہادت	N;ACC;FEM;SG	N;NOM;MASC;SG;3
βεβαίωση	ثبوت.	βεβαίωση	ثبوت.	N;ACC;FEM;SG	PROPN;NOM;MASC;SG;3
ουρία	یوریا	ουρία	یوریا	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	معمّا	αίνιγμα	معمّا	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	بجھارت.	αίνιγμα	بجھارت.	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	چیستان	αίνιγμα	چیستان	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	چکرانے	αίνιγμα	چکرا	N;NOM;NEUT;SG	V;ACC;NFIN
αίνιγμα	مشکل	αίνιγμα	مشکل	N;NOM;NEUT;SG	ADJ
αίνιγμα	چیستاں	αίνιγμα	چیستاں	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	پہیلی	αίνιγμα	پہیلی	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	مشکل	αίνιγμα	مشکل	N;NOM;NEUT;SG	ADJ
αίνιγμα	چیستاں	αίνιγμα	چیستاں	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	چیستاں	αίνιγμα	چیستاں	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;3
αίνιγμα	متناقضہ.	αίνιγμα	متناقضہ.	N;NOM;NEUT;SG	ADJ
πλακέτα	لوحین.	πλακέτα	لوحین.	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;3
άκυρη	اپاہج	άκυρος	اپاہج	ADJ;NOM;FEM;SG	N;NOM;MASC;SG;3
ρυθμιστής	ضابط	ρυθμιστής	ضابط	ADJ;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
επιστάτης	دربان.	επιστάτης	دربان.	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
επιστάτης	نگراں	επιστάτης	نگراں	N;NOM;MASC;SG	PROPN;NOM;MASC;SG;3
