から	din	から	din	CONJ	ADP;ACC
降格	retrogradat	降格	retrograda	V	ADJ;INDF;MASC;SG
真実	adevarul	真実	adevar	ADJ	N;DEF;MASC;SG
真実	adevar	真実	adevar	ADJ	N;INDF;MASC;SG
真実	adevărul	真実	adevăr	ADJ	N;DEF;MASC;SG
真実	adevăr	真実	adevăr	ADJ	N;INDF;MASC;SG
佐野	sano	佐野	sano	PROPN	
オレンジ	portocaliu	オレンジ	portocaliu	N	ADV
派生	derivat	派生	derivat	V	ADJ;INDF;MASC;SG
派生	derivate	派生	derivat	V	ADJ;INDF;FEM;PL
派生	derivare	派生	derivare	V	N;INDF;FEM;SG
半島	peninsular	半島	peninsular	N	ADJ;INDF;MASC;SG
無視	ignorate	無視	ignora	V	ADJ;INDF;FEM;PL
無視	ignorat	無視	ignora	V	ADJ;INDF;MASC;SG
無視	ignorată	無視	ignora	V	ADJ;INDF;FEM;SG
モハ	moha	モハ	mohă	PROPN	
テッド	ted	テッド	ted	PROPN	PROPN
歌う	canto	歌う	canto	V	N;INDF;MASC;SG
歌う	cantand	歌う	cantand	V	
室町	muromachi	室町	muromachi	PROPN	
エリザベス	elizabeth	エリザベス	elizabeth	PROPN	PROPN
エリザベス	elisabeta	エリザベス	elisabetă	PROPN	N;DEF;FEM;SG
原子	atomice	原子	atomic	N	ADJ;INDF;FEM;PL
原子	atomic	原子	atomic	N	ADJ;INDF;MASC;SG
原子	atomică	原子	atomic	N	ADJ;INDF;FEM;SG
スマート	destept	スマート	destept	ADJ	
スマート	smart	スマート	smart	ADJ	N;INDF;MASC;SG
カトリック	catolică	カトリック	catolic	N	ADJ;INDF;FEM;SG
カトリック	catolic	カトリック	catolic	N	ADJ;INDF;MASC;SG
推測	ghicitul	推測	ghicit	V	N;DEF;MASC;SG
推測	ghici	推測	ghic	V	
秀吉	hideyoshi	秀吉	hideyoshi	PROPN	PROPN
配備	desfășurare	配備	desfășurare	V	N;INDF;FEM;SG
配備	desfășurarea	配備	desfășurare	V	N;DEF;FEM;SG
二郎	jiro	二郎	jiro	PROPN	
パイ	pie	パイ	pie	N	
フロリダ	florida	フロリダ	florida	PROPN	N;DEF;FEM;SG
野田	noda	野田	noda	PROPN	
ロイヤル	regal	ロイヤル	regal	N	ADJ;INDF;MASC;SG
ロイヤル	regală	ロイヤル	regal	N	ADJ;INDF;FEM;SG
歌舞伎	kabuki	歌舞伎	kabuki	N	
柴田	shibata	柴田	shibată	PROPN	N;DEF;FEM;SG
高原	platou	高原	platou	PROPN	N;INDF;MASC;SG
高原	platoul	高原	platou	PROPN	N;DEF;MASC;SG
ショート	scurt	ショート	scurt	N	ADV
ショート	scurta	ショート	scurta	N	ADJ;DEF;FEM;SG
ショート	scurtă	ショート	scurt	N	ADJ;INDF;FEM;SG
ショート	scurte	ショート	scurt	N	ADJ;INDF;FEM;PL
出席	prezență	出席	prezență	V	N;INDF;FEM;SG
ポップ	pop	ポップ	pop	N	
気候	climatice	気候	climatic	N	ADJ;INDF;FEM;PL
気候	climate	気候	climat	N	ADJ;INDF;FEM;PL
宮本	miyamoto	宮本	miyamoto	PROPN	N;INDF;MASC;SG
中華民国	taiwan	中華民国	taiwan	PROPN	PROPN
出会い	dating	出会う	datinge	V	N;INDF;MASC;SG
出会い	intalniri	出会う	intalnire	V	N;INDF;FEM;PL
抗議	protestează	抗議	protesta	N	V;IND;3;PRS;FIN
ワイン	vin	ワイン	veni	N	V;IND;PL;3;PRS;FIN
姫路	himeji	姫路	himeji	PROPN	
ベルク	berg	ベルク	berg	PROPN	PROPN
バージニア	virginia	バージニア	virginie	PROPN	N;DEF;FEM;SG
講演	prelegere	講演	prelegere	V	N;INDF;FEM;SG
講演	prelegeri	講演	prelegere	V	N;INDF;FEM;PL
ラリー	larry	ラリー	larry	N	PROPN
天国	rai	天国	rai	N	
応用	aplicate	応用	aplicat	V	ADJ;INDF;FEM;PL
応用	aplicat	応用	aplicat	V	ADJ;INDF;MASC;SG
応用	aplicată	応用	aplica	V	ADJ;INDF;FEM;SG
タグ	etichetează	タグ	eticheta	N	V;IND;3;PRS;FIN
タグ	tag	タグ	tag	N	
直線	line	直線	line	N	
ダーク	întuneric	ダーク	întuneric	N	ADV
ダーク	întunecat	ダーク	întuneca	N	ADJ;INDF;MASC;SG
ダウンロード	descărcare	ダウンロード	descărcare	V	N;INDF;FEM;SG
ダウンロード	descărcarea	ダウンロード	descărcare	V	N;DEF;FEM;SG
ダウンロード	descărcat	ダウンロード	descărca	V	ADJ;INDF;MASC;SG
ダウンロード	descarcat	ダウンロード	descarca	V	ADJ;INDF;MASC;SG
ダウンロード	descărcată	ダウンロード	descărca	V	ADJ;INDF;FEM;SG
ダウンロード	descărcate	ダウンロード	descărca	V	ADJ;INDF;FEM;PL
ダウンロード	descărcări	ダウンロード	descărcare	V	N;INDF;FEM;PL
ダウンロード	descărcare	ダウンロード	descărcare	V	N;INDF;FEM;SG
ダウンロード	descărcarea	ダウンロード	descărcare	V	N;DEF;FEM;SG
論理	logic	論理	logic	N	ADV
論理	logic	論理	logic	N	ADV
発掘	excavare	発掘	excavare	V	N;INDF;FEM;SG
発掘	săpăturile	発掘	săpătură	V	N;DEF;FEM;PL
発掘	săpături	発掘	săpătură	V	N;INDF;FEM;PL
小泉	koizumi	小泉	koizumi	PROPN	
外伝	gaiden	外伝	gaiden	N	
事前	avansează	事前	avansa	N	V;IND;3;PRS;FIN
共有	partajate	共有	partaja	V	ADJ;INDF;FEM;PL
共有	distribuit	共有	distribui	V	ADJ;INDF;MASC;SG
共有	distribuite	共有	distribuit	V	ADJ;INDF;FEM;PL
共有	distribuită	共有	distribui	V	ADJ;INDF;FEM;SG
共有	partajarea	共有	partajare	V	N;DEF;FEM;SG
共有	partajare	共有	partajare	V	N;INDF;FEM;SG
共有	cota	共有	cotă	V	N;DEF;FEM;SG
共有	share	共有	share	V	
タカ	taka	タカ	takă	PROPN	PROPN
タカ	hawk	タカ	hawk	PROPN	N;INDF;MASC;SG
アラン	allan	アラン	allan	PROPN	PROPN
アラン	alan	アラン	alan	PROPN	PROPN
季節	sezoniere	季節	sezonier	N	ADJ;INDF;FEM;PL
ウェア	ware	ウェア	ware	N	PROPN
島田	shimada	島田	shimada	PROPN	N;DEF;FEM;SG
黒田	kuroda	黒田	kuroda	PROPN	
請求	facturare	請求	facturare	V	N;INDF;FEM;SG
請求	solicitare	請求	solicitare	V	N;INDF;FEM;SG
請求	cererea	請求	cerere	V	N;DEF;FEM;SG
請求	cerere	請求	cerere	V	N;INDF;FEM;SG
要約	sumar	要約	sumar	V	N;INDF;MASC;SG
要約	rezumatul	要約	rezumat	V	N;DEF;MASC;SG
要約	rezumat	要約	rezumat	V	N;INDF;MASC;SG
家康	ieyasu	家康	ieyasu	PROPN	PROPN
ライダー	rider	ライダー	rider	PROPN	N;INDF;MASC;SG
ライダー	ryder	ライダー	ryder	PROPN	N;INDF;MASC;SG
安田	yasuda	安田	yasuda	PROPN	N;DEF;FEM;SG
マジック	magice	マジック	magic	N	ADJ;INDF;FEM;PL
マジック	magic	マジック	magic	N	ADJ;INDF;MASC;SG
マジック	magică	マジック	magic	N	ADJ;INDF;FEM;SG
酒井	sakai	酒井	sakai	PROPN	PROPN
フェア	echitabil	フェア	echitabil	N	ADJ;INDF;MASC;SG
フェア	corect	フェア	corect	N	ADV
要塞	cetate	要塞	cetate	N	
バカ	idiot	バカ	idiot		ADJ;INDF;MASC;SG
バカ	prost	バカ	prost		ADV
バカ	stupid	バカ	stupid		ADJ;INDF;MASC;SG
バカ	prostie	バカ	prostie		N;INDF;FEM;SG
証言	mărturie	証言	mărturie	V	N;INDF;FEM;SG
証言	marturie	証言	marturie	V	N;INDF;FEM;SG
証言	marturia	証言	marturia	V	N;DEF;FEM;SG
証言	mărturia	証言	mărturie	V	N;DEF;FEM;SG
証言	mărturii	証言	mărturie	V	N;INDF;FEM;PL
有料	plătite	有料	plătit	N	ADJ;INDF;FEM;PL
有料	platit	有料	platit	N	ADJ;INDF;MASC;SG
有料	plătit	有料	plătit	N	ADJ;INDF;MASC;SG
有料	plătită	有料	plăti	N	ADJ;INDF;FEM;SG
ダービー	derby	ダービー	derby	PROPN	N;INDF;MASC;SG
子孫	descendent	子孫	descendent	N	ADJ;INDF;MASC;SG
子孫	descendentă	子孫	descendent	N	ADJ;INDF;FEM;SG
コミュニケーション	comunică	コミュニケーション	comunica	N	V;IND;SG;3;PST;FIN
コミュニケーション	comunica	コミュニケーション	comunica	N	V;IND;SG;3;IPFV;FIN
ステップ	pasi	ステップ	pas	N	
佐伯	saeki	佐伯	saek	PROPN	
高山	takayama	高山	takayamă	PROPN	
高山	alpine	高山	alpin	PROPN	N;INDF;FEM;PL
内田	uchida	内田	uchidă	PROPN	N;DEF;FEM;SG
浜田	hamada	浜田	hamadă	PROPN	N;DEF;FEM;SG
インドネシア	indonezia	インドネシア	indonezie	PROPN	PROPN
ユナイテッド	unită	ユナイテッド	unit	PROPN	ADJ;INDF;FEM;SG
ユナイテッド	united	ユナイテッド	united	PROPN	N;INDF;MASC;SG
ユナイテッド	unite	ユナイテッド	unit	PROPN	ADJ;INDF;FEM;PL
ユナイテッド	unit	ユナイテッド	unit	PROPN	ADJ;INDF;MASC;SG
短縮	scurtat	短縮	scurta	V	ADJ;INDF;MASC;SG
短縮	scurtarea	短縮	scurtare	V	N;DEF;FEM;SG
電化	electrificat	電化	electrificat	N	ADJ;INDF;MASC;SG
バイエルン	bavaria	バイエルン	bavarie	PROPN	PROPN
妖怪	yokai	妖怪	yokai	N	
安藤	ando	安藤	ando	PROPN	PROPN
キャッチ	catch	キャッチ	catch	V	
キャッチ	captura	キャッチ	captură	V	N;DEF;FEM;SG
キャッチ	captură	キャッチ	captură	V	N;INDF;FEM;SG
コロンビア	columbia	コロンビア	columbie	PROPN	PROPN
コロンビア	columbian	コロンビア	columbian	PROPN	ADJ;INDF;MASC;SG
コロンビア	columbia	コロンビア	columbie	PROPN	PROPN
イースト	east	イースト	east	N	PROPN
メガ	mega	メガ	mega	N	
シネマ	cinematograf	シネマ	cinematograf	PROPN	N;INDF;MASC;SG
シネマ	cinema	シネマ	cinema	PROPN	N;INDF;MASC;SG
山脈	munti	山脈	munti	N	
カフェ	café	カフェ	café	N	
北方	northern	北方	northern	N	PROPN
満州	manciuria	満州	manciurie	PROPN	N;DEF;FEM;SG
木曜日	joi	木曜日	joi	N	
上級	avansată	上級	avansa	N	ADJ;INDF;FEM;SG
上級	avansate	上級	avansat	N	ADJ;INDF;FEM;PL
上級	avansat	上級	avansa	N	ADJ;INDF;MASC;SG
マルチ	multi	マルチ	mult	N	
トラブル	belea	トラブル	belea	N	
石原	ishihara	石原	ishihară	PROPN	N;DEF;FEM;SG
比例	proporțional	比例	proporțional	N	ADV
比例	proporțională	比例	proporțional	N	ADJ;INDF;FEM;SG
比例	proporționale	比例	proporțional	N	ADJ;INDF;FEM;PL
チェック	verificare	チェック	verificare	V	N;INDF;FEM;SG
チェック	bifat	チェック	bifa	V	N;INDF;MASC;SG
ヒト	umane	ヒト	uman	N	ADJ;INDF;FEM;PL
ヒト	umană	ヒト	uman	N	ADJ;INDF;FEM;SG
ヒト	uman	ヒト	uman	N	ADJ;INDF;MASC;SG
実装	implementarea	実装	implementare	V	N;DEF;FEM;SG
実装	implementare	実装	implementare	V	N;INDF;FEM;SG
実装	implementarea	実装	implementare	V	N;DEF;FEM;SG
アラブ	arab	アラブ	arab	PROPN	ADJ;INDF;MASC;SG
アラブ	arabă	アラブ	arab	PROPN	N;INDF;FEM;SG
アラブ	arabe	アラブ	arab	PROPN	ADJ;INDF;FEM;PL
探検	explorarea	探検	explorare	V	N;DEF;FEM;SG
探検	explorare	探検	explorare	V	N;INDF;FEM;SG
探検	explorarea	探検	explorare	V	N;DEF;FEM;SG
探検	explorare	探検	explorare	V	N;INDF;FEM;SG
探検	exploratori	探検	explorator	V	N;INDF;MASC;PL
探検	expeditie	探検	expeditie	V	N;INDF;FEM;SG
探検	expediție	探検	expediție	V	N;INDF;FEM;SG
定数	constant	定数	constant	N	ADV
定数	constantă	定数	constant	N	ADJ;INDF;FEM;SG
定数	constante	定数	constant	N	ADJ;INDF;FEM;PL
細川	hosokawa	細川	hosokawa	PROPN	
少数	puține	少数	puțin	N	PRO;FEM;PL;3
少数	puțini	少数	puțin	N	PRO;MASC;PL;3
少数	putini	少数	putin	N	
少数	minoritar	少数	minoritar	N	ADJ;INDF;MASC;SG
アプリ	app	アプリ	app	N	
ピンク	roz	ピンク	roz	N	
伊東	itō	伊東	itō	PROPN	
ジャクソン	jackson	ジャクソン	jackson	PROPN	PROPN
中国語	chineză	中国語	chinez	N	ADJ;INDF;FEM;SG
中国語	chinezesc	中国語	chinezesc	N	ADJ;INDF;MASC;SG
中国語	chinez	中国語	chinez	N	ADJ;INDF;MASC;SG
中国語	chinezi	中国語	chinez	N	ADJ;INDF;MASC;PL
吉本	yoshimoto	吉本	yoshimoto	PROPN	
ジョンソン	johnson	ジョンソン	johnson	PROPN	PROPN
竹内	takeuchi	竹内	takeuchi	PROPN	
タッチ	atinge	タッチ	atinge	N	V;IND;SG;3;PRS;FIN
サラ	sarah	サラ	sarah	PROPN	PROPN
明石	akashi	明石	akashi	PROPN	
小島	kojima	小島	kojimă	PROPN	N;DEF;FEM;SG
ソル	sol	ソル	sol	PROPN	N;INDF;MASC;SG
訴訟	litigii	訴訟	litigiu	V	N;INDF;FEM;PL
訴訟	litigiile	訴訟	litigiu	V	N;DEF;FEM;PL
訴訟	litigiu	訴訟	litigiu	V	N;INDF;MASC;SG
訴訟	litigiul	訴訟	litigiu	V	N;DEF;MASC;SG
訴訟	procese	訴訟	proces	V	N;INDF;FEM;PL
サンタ	santa	サンタ	santă	PROPN	N
キャプテン	căpitan	キャプテン	căpitan	PROPN	N;INDF;MASC;SG
ユニバーサル	universală	ユニバーサル	universal	PROPN	ADJ;INDF;FEM;SG
ユニバーサル	universal	ユニバーサル	universal	PROPN	ADJ;INDF;MASC;SG
ユニバーサル	universale	ユニバーサル	universal	PROPN	ADJ;INDF;FEM;PL
かおり	kaori	かおり	kaori	N	
ジャーナリスト	jurnalistă	ジャーナリスト	jurnalist	N	ADJ;INDF;FEM;SG
シャン	adi	シャン	adi	N	PROPN
オムニバス	omnibus	オムニバス	omnibus	PROPN	N;INDF;MASC;SG
ポリス	poliție	ポリス	poliție	PROPN	N;INDF;FEM;SG
ポリス	politia	ポリス	politie	PROPN	N;DEF;FEM;SG
ポリス	poliția	ポリス	poliție	PROPN	N;DEF;FEM;SG
フェリー	bac	フェリー	bac	N	
皇后	împărăteasă	皇后	împărăti		ADJ;INDF;FEM;SG
皇后	împărăteasa	皇后	împărăteasă		N;DEF;FEM;SG
ベースボール	baseball	ベースボール	baseball	PROPN	N;INDF;MASC;SG
創造	crearea	創造	creare	V	N;DEF;FEM;SG
創造	creatie	創造	creatie	V	N;INDF;FEM;SG
創造	creare	創造	creare	V	N;INDF;FEM;SG
スー	sue	スー	sue	PROPN	
スー	soo	スー	soo	PROPN	N;INDF;MASC;SG
シリア	siria	シリア	sirie	PROPN	N;DEF;FEM;SG
シリア	sirian	シリア	sirian	PROPN	ADJ;INDF;MASC;SG
ジョーンズ	jones	ジョーンズ	jones	PROPN	PROPN
特性	caracteristic	特性	caracteristic	N	ADV
雇用	angajare	雇用	angajare	V	N;INDF;FEM;SG
本田	honda	本田	hondă	PROPN	PROPN
岩崎	iwasaki	岩崎	iwasaki	PROPN	PROPN
変形	deformat	変形	deforma	V	ADJ;INDF;MASC;SG
変形	tulpină	変形	tulpină	V	N;INDF;FEM;SG
変形	tulpina	変形	tulpină	V	N;DEF;FEM;SG
トニー	tony	トニー	tony	PROPN	PROPN
スコット	scott	スコット	scoate	PROPN	PROPN
診断	diagnosticare	診断	diagnosticare	V	N;INDF;FEM;SG
診断	diagnosticarea	診断	diagnosticare	V	N;DEF;FEM;SG
診断	diagnosticul	診断	diagnostic	V	N;DEF;MASC;SG
診断	diagnostic	診断	diagnostic	V	N;INDF;MASC;SG
診断	diagnosticare	診断	diagnosticare	V	N;INDF;FEM;SG
診断	diagnostice	診断	diagnostic	V	N;INDF;FEM;PL
想定	presupunere	想定	presupunere	V	N;INDF;FEM;SG
想定	presupunerea	想定	presupunere	V	N;DEF;FEM;SG
マンガ	manga	マンガ	manga	N	
キャップ	pac	キャップ	pac	N	
分解	descompunerea	分解	descompunere	V	N;DEF;FEM;SG
分解	descompunere	分解	descompunere	V	N;INDF;FEM;SG
正しい	corectează	正しい	corecta	ADJ	V;IND;3;PRS;FIN
正しい	corect	正しい	corect	ADJ	ADV
リトル	mic	リトル	mic	PROPN	ADJ;INDF;MASC;SG
リトル	puțin	リトル	puțin	PROPN	ADV
圧縮	compresie	圧縮	compresie	V	N;INDF;FEM;SG
圧縮	comprimat	圧縮	comprimat	V	N;INDF;MASC;SG
月間	lunare	月間	lunar	N	ADJ;INDF;FEM;PL
月間	lunar	月間	lunar	N	ADJ;INDF;MASC;SG
月間	lunară	月間	lunar	N	ADJ;INDF;FEM;SG
観察	observare	観察	observare	V	N;INDF;FEM;SG
観察	observație	観察	observație	V	N;INDF;FEM;SG
キム	kim	キム	kim	PROPN	PROPN
セントラル	centrala	セントラル	centrală	PROPN	ADJ;DEF;FEM;SG
セントラル	centrale	セントラル	centrală	PROPN	N;INDF;FEM;PL
セントラル	centrală	セントラル	central	PROPN	ADJ;INDF;FEM;SG
セントラル	central	セントラル	central	PROPN	ADJ;INDF;MASC;SG
勉強	studii	勉強	studiu	V	N;INDF;FEM;PL
勉強	studiul	勉強	studiu	V	N;DEF;MASC;SG
勉強	studiu	勉強	studiu	V	N;INDF;MASC;SG
星野	hoshino	星野	hoshino	PROPN	
演技	hotărând	演技	hotărî	N	V;V.MSDR
奇跡	miraculos	奇跡	miraculos	N	ADJ;INDF;MASC;SG
奇跡	miraculoase	奇跡	miraculos	N	ADJ;INDF;FEM;PL
奇跡	miraculoasă	奇跡	miraculos	N	ADJ;INDF;FEM;SG
奇跡	minune	奇跡	minune	N	
ストーン	stone	ストーン	stonă	N	PROPN
受信	primite	受信	primit	V	ADJ;INDF;FEM;PL
受信	primită	受信	primi	V	ADJ;INDF;FEM;SG
受信	primirea	受信	primire	V	N;DEF;FEM;SG
農林	forestiere	農林	forestiere	N	ADJ;INDF;FEM;PL
佐世保	sasebo	佐世保	sasebo	PROPN	
依存	dependentă	依存	dependent	V	ADJ;INDF;FEM;SG
依存	dependente	依存	dependent	V	ADJ;INDF;FEM;PL
依存	dependenta	依存	dependenta	V	N;DEF;FEM;SG
依存	dependența	依存	dependență	V	N;DEF;FEM;SG
依存	dependențe	依存	dependență	V	N;INDF;FEM;PL
荒川	arakawa	荒川	arakawa	PROPN	PROPN
ミラー	miller	ミラー	miller	N	PROPN
モノ	mono	モノ	monă	N	
打ち上げ	lansare	打ち上げる	lansare	V	N;INDF;FEM;SG
打ち上げ	lansarea	打ち上げる	lansare	V	N;DEF;FEM;SG
撤去	îndepărtare	撤去	îndepărtare	V	N;INDF;FEM;SG
撤去	îndepărtarea	撤去	îndepărtare	V	N;DEF;FEM;SG
それ	atunci	それ	atunci	PRO	ADV
それ	apoi	それ	apoi	PRO	ADV
支社	branch	支社	branch	N	PROPN
オスマン	osman	オスマン	osman	PROPN	PROPN
省略	omisiune	省略	omisiune	V	N;INDF;FEM;SG
島津	shimazu	島津	shimazuc	PROPN	
犠牲	sacrificiu	犠牲	sacrificiu	V	N;INDF;MASC;SG
犠牲	jertfa	犠牲	jertfa	V	N;DEF;FEM;SG
犠牲	sacrificii	犠牲	sacrificiu	V	N;INDF;FEM;PL
犠牲	sacrificiul	犠牲	sacrificiu	V	N;DEF;MASC;SG
飯田	iida	飯田	iidă	PROPN	
移植	transplantul	移植	transplant	V	N;DEF;MASC;SG
移植	transplant	移植	transplant	V	N;INDF;MASC;SG
四郎	shiro	四郎	shiro	PROPN	
ショット	împușcat	ショット	împușca	N	ADJ;INDF;MASC;SG
ショット	impuscat	ショット	impusca	N	ADJ;INDF;MASC;SG
黄色	galben	黄色	galben	N	ADV
黄色	galbenă	黄色	galben	N	ADJ;INDF;FEM;SG
山城	yamashiro	山城	yamashiro	PROPN	PROPN
ヴィルヘルム	wilhelm	ヴィルヘルム	wilhelm	PROPN	PROPN
川上	kawakami	川上	kawakam	PROPN	PROPN
若者	tinerete	若者	tânera	N	
ラヴ	iubire	ラヴ	iubire	PROPN	N;INDF;FEM;SG
ラヴ	iubesc	ラヴ	iubi	PROPN	V;IND;PL;3;PRS;FIN
ラヴ	iubirea	ラヴ	iubire	PROPN	N;DEF;FEM;SG
ラヴ	dragoste	ラヴ	dragoste	PROPN	N;INDF;MASC
ラヴ	dragostea	ラヴ	dragoste	PROPN	N;DEF;FEM;SG
入場	admiterea	入場	admitere	V	N;DEF;FEM;SG
入場	internare	入場	internare	V	N;INDF;FEM;SG
入場	admitere	入場	admitere	V	N;INDF;FEM;SG
生きる	live	生きる	livă	V	
力士	rikishi	力士	rikishi	N	
ヤマト	yamato	ヤマト	yamato	PROPN	PROPN
二	dubla	二	dublu	NUM	ADJ;DEF;FEM;SG
二	dublă	二	dublu	NUM	ADJ;INDF;FEM;SG
二	dublu	二	dublu	NUM	ADJ;INDF;MASC;SG
二	duble	二	dublu	NUM	N;INDF;FEM;PL
全般	generale	全般	general	N	ADJ;INDF;FEM;PL
全般	general	全般	general	N	ADJ;INDF;MASC;SG
チェス	sah	チェス	sah	N	
チェス	șah	チェス	șah	N	
ナポレオン	napoleon	ナポレオン	napoleon	PROPN	N;INDF;MASC;SG
正解	corectează	正解	corecta		V;IND;3;PRS;FIN
正解	corectă	正解	corect		ADJ;INDF;FEM;SG
正解	corecta	正解	corecta		ADJ;DEF;FEM;SG
正解	corect	正解	corect		ADV
めい	nepoată	めく	nepoată	V	N;INDF;FEM;SG
めい	nepoata	めく	nepoată	V	N;DEF;FEM;SG
軍隊	militară	軍隊	militar	N	ADJ;INDF;FEM;SG
軍隊	militar	軍隊	militar	N	ADJ;INDF;MASC;SG
軍隊	armate	軍隊	armat	N	ADJ;INDF;FEM;PL
みなみ	minami	みなむ	minam	N	
無効	dezactiva	無効	dezactiva	ADJ	V;IND;SG;3;IPFV;FIN
無効	dezactivează	無効	dezactiva	ADJ	V;IND;3;PRS;FIN
無効	incorect	無効	incorect	ADJ	ADV
薩摩	satsuma	薩摩	satsuma	PROPN	
前者	fosta	前者	fost	N	ADJ;DEF;FEM;SG
シドニー	sidney	シドニー	sidney	PROPN	PROPN
シドニー	sydney	シドニー	sydney	PROPN	PROPN
医薬品	farmaceutice	医薬品	farmaceutic	N	ADJ;INDF;FEM;PL
双子	geamăn	双子	geamăn	N	ADJ;INDF;MASC;SG
双子	gemeni	双子	gemen	N	
大津	otsu	大津	otsu	PROPN	
損傷	daune	損傷	daună	V	N;INDF;FEM;PL
損傷	pagube	損傷	pagubă	V	N;INDF;FEM;PL
損傷	avarii	損傷	avarie	V	N;INDF;FEM;PL
損傷	stricăciuni	損傷	stricăciune	V	N;INDF;FEM;PL
グッド	bine	グッド	bine	N	ADV
グッド	buna	グッド	bun	N	ADJ;DEF;FEM;SG
グッド	bun	グッド	bun	N	ADJ;INDF;MASC;SG
バルセロナ	barcelona	バルセロナ	barcelonă	PROPN	N;DEF;FEM;PL
リスナー	ascultător	リスナー	ascultător	N	ADJ;INDF;MASC;SG
リスナー	ascultători	リスナー	ascultător	N	ADJ;INDF;MASC;PL
ブルガリア	bulgar	ブルガリア	bulgar	PROPN	ADJ;INDF;MASC;SG
ブルガリア	bulgari	ブルガリア	bulgar	PROPN	ADJ;INDF;MASC;PL
ブルガリア	bulgară	ブルガリア	bulgar	PROPN	ADJ;INDF;FEM;SG
ブルガリア	bulgaria	ブルガリア	bulgarie	PROPN	PROPN
アンナ	anna	アンナ	anna	PROPN	PROPN
厳しい	greu	厳しい	greu	ADJ	ADV
厳しい	aspru	厳しい	aspru	ADJ	ADV
暴力	violentă	暴力	violentă	N	ADJ;INDF;FEM;SG
ミル	mill	ミル	mill	PROPN	N;INDF;MASC;SG
ミル	moară	ミル	muri	PROPN	V;SBJV;3;PRS;FIN
ミル	moara	ミル	moară	PROPN	N;DEF;FEM;SG
プロイセン	prusiei	プロイセン	prusie	N	PROPN;DEF;FEM;SG
ペット	pet	ペット	pet	N	
エンド	sfarsit	エンド	sfarsi	N	
フラ	fra	フラ	fră	PROPN	
フラ	hula	フラ	hula	PROPN	
ピエール	pierre	ピエール	pierre	PROPN	PROPN
亡命	exil	亡命	exil	V	N;INDF;MASC;SG
亡命	exilul	亡命	exil	V	N;DEF;MASC;SG
不適切	abuziv	不適切	abuziv	ADJ	ADV
限界	limitează	限界	limita	N	V;IND;3;PRS;FIN
チベット	tibet	チベット	tibet	PROPN	N;INDF;MASC;SG
朝倉	asakura	朝倉	asakura	PROPN	N;DEF;FEM;SG
アーケード	arcade	アーケード	arcade	PROPN	N;INDF;FEM;PL
毎月	lunare	毎月	lunar	N	ADJ;INDF;FEM;PL
毎月	lunar	毎月	lunar	N	ADJ;INDF;MASC;SG
毎月	lunară	毎月	lunar	N	ADJ;INDF;FEM;SG
ルーマニア	romania	ルーマニア	romanie	PROPN	N;DEF;FEM;SG
ルーマニア	românia	ルーマニア	românia	PROPN	PROPN
急速	urgenta	急速	urgent	ADJ	N;DEF;FEM;SG
急速	urgență	急速	urgență	ADJ	N;INDF;FEM;SG
ロマン	romană	ロマン	roman	N	ADJ;INDF;FEM;SG
ウィリアムズ	williams	ウィリアムズ	williams	PROPN	PROPN
倉敷	kurashiki	倉敷	kurashiki	PROPN	N;INDF;MASC;SG
別れ	adio	別れ	adio	V	
大山	oyama	大山	oyamă	PROPN	PROPN
努力	eforturi	努力	efort	V	N;INDF;FEM;PL
努力	eforturile	努力	efort	V	N;DEF;FEM;PL
努力	efort	努力	efort	V	N;INDF;MASC;SG
努力	efortul	努力	efort	V	N;DEF;MASC;SG
再会	reunite	再会	reuni	V	ADJ;INDF;FEM;PL
再会	reunit	再会	reuni	V	ADJ;INDF;MASC;SG
再会	reuniunea	再会	reuniune	V	N;DEF;FEM;SG
再会	reuniune	再会	reuniune	V	N;INDF;FEM;SG
出雲	izumo	出雲	izumo	PROPN	
ライナー	rainer	ライナー	rainer	N	PROPN
怒り	furia	怒り	furie	V	N;DEF;FEM;SG
怒り	mânia	怒り	mânia	V	N;DEF;FEM;SG
怒り	furie	怒り	furie	V	N;INDF;FEM;SG
怒り	mânie	怒り	mânie	V	N;INDF;FEM;SG
怒り	suparat	怒り	supara	V	ADJ;INDF;MASC;SG
怒り	furioasă	怒り	furios	V	ADJ;INDF;FEM;SG
怒り	supărată	怒り	supăra	V	ADJ;INDF;FEM;SG
怒り	furios	怒り	furios	V	ADJ;INDF;MASC;SG
怒り	supărat	怒り	supărat	V	ADJ;INDF;MASC;SG
ブー	bau	ブー	baue	PROPN	
ブー	boo	ブー	boo	PROPN	N;INDF;MASC;SG
トレード	comerțul	トレード	comerț	V	N;DEF;MASC;SG
トレード	comerț	トレード	comerț	V	N;INDF;MASC;SG
神田	kanda	神田	kanda	PROPN	
外観	uite	外観	uita	N	
近衛	konoe	近衛	konoe	PROPN	
エイト	opt	エイト	opt	PROPN	NUM;PL
エイト	eight	エイト	eight	PROPN	N;INDF;MASC;SG
奨励	încurajări	奨励	încurajare	V	N;INDF;FEM;PL
奨励	încurajare	奨励	încurajare	V	N;INDF;FEM;SG
奨励	încurajarea	奨励	încurajare	V	N;DEF;FEM;SG
セラ	sera	セラ	sera	PROPN	N;DEF;FEM;SG
シャルル	charles	シャルル	charles	PROPN	PROPN
救助	salvare	救助	salvare	V	N;INDF;FEM;SG
