auseinander	בנפרד	auseinander	בנפרד	ADV	PROPN
fein	פיין	fein	פיין	ADJ	PROPN
fein	קנס	fein	קנס	ADJ	PROPN
pole	קוטב	polen	קוטב		PROPN
pole	מוטות	polen	מוט		N;MASC;PL
pole	פולנים	polen	פולני		N;MASC;PL
herman	הרמן	herman	הרמן	PROPN;NOM;MASC;SG	PROPN
besiegt	כבש	besiegen	כבש	V;V.PTCP	PROPN
besiegt	מוכה	besiegen	מוכה	V;V.PTCP	
besiegt	תבוסה	besiegen	תבוסה	V;V.PTCP	N;FEM;SG
krause	קראוס	kraus	קראוס	PROPN;NOM;SG	PROPN
bindung	הקשירות	bindung	הקשירות	N;NOM;FEM;SG	N;FEM;PL
bindung	מחייבת	bindung	חייב	N;NOM;FEM;SG	V;FEM;SG;V.PTCP;ACT
bindung	מחייב	bindung	חייב	N;NOM;FEM;SG	V;MASC;SG;V.PTCP;ACT
bindung	מתחברים	bindung	התחבר	N;NOM;FEM;SG	V;MASC;PL;V.PTCP
bindung	בונד	bindung	בונד	N;NOM;FEM;SG	PROPN
entwürfe	שרטוט	entwürfen	שרטוט	N;NOM;MASC;PL	N;MASC;SG
schwimmen	שחייה	schwimmen	שחייה	V;NFIN	N;FEM;SG
schwimmen	שחיה	schwimmen	שחייה	V;NFIN	N;FEM;SG
early	ארלי	early	ארלי	PROPN	PROPN
early	תחילת	early	תחילה	PROPN	N;PSSD;FEM;SG
early	מוקדם	early	מוקדם	PROPN	ADV
abkürzungen	קיצורים	abkürzingen	קיצורים	V;NFIN	N;MASC;PL
protest	המחאה	protest	המחאה	N	PROPN
messina	מסינה	messina	מסינה	PROPN	PROPN
organisierten	מאורגן	organisieren	מאורגן	V;IND;PL;3;PST;FIN	ADJ;MASC;SG
organisierten	מאורגנת	organisieren	אורגן	V;IND;PL;3;PST;FIN	V;FEM;SG;V.PTCP;PASS
organisierten	מאורגן	organisieren	מאורגן	V;IND;PL;3;PST;FIN	ADJ;MASC;SG
organisierten	מסודרת	organisieren	מסודר	V;IND;PL;3;PST;FIN	ADJ;FEM;SG
organisierten	מאורגנת	organisieren	אורגן	V;IND;PL;3;PST;FIN	V;FEM;SG;V.PTCP;PASS
organisierten	מאורגנים	organisieren	אורגן	V;IND;PL;3;PST;FIN	V;MASC;PL;V.PTCP;PASS
kugel	כדור	kugeln	כדור		N;MASC;SG
kugel	ספירה	kugeln	ספירה		N;FEM;SG
kugel	גלובוס	kugeln	גלובוס		PROPN
kugel	הגלובוס	kugeln	הגלובוס		PROPN
kugel	כדור	kugeln	כדור		N;MASC;SG
kugel	קליע	kugeln	קליע		N;MASC;SG
kugel	כדור	kugeln	כדור		N;MASC;SG
kosovo	קוסובו	kosovo	קוסובו	PROPN;NOM;SG	
delegation	משלחת	delegation	משלחת		N;FEM;SG
trophy	גביע	trophy	גביע	PROPN	N;MASC;SG
trophy	הגביע	trophy	הגביע	PROPN	PROPN
ausstrahlung	השידור	ausstrahlung	השידור	N;NOM;FEM;SG	PROPN
pest	מזיקים	pest	מזיק		N;MASC;PL
pest	המגפה	pest	המגפה		N;FEM;SG
pest	מגפה	pest	גיפה		N;FEM;SG
indischer	הודית	indisch	הודי	ADJ	ADV
indischer	אינדיאני	indisch	אינדיאני	ADJ	PROPN
indischer	הודי	indisch	הודי	ADJ	
genehmigt	אשרי	hehmigen	אשר	V;V.PTCP	
genehmigt	מאושר	hehmigen	מאושר	V;V.PTCP	ADJ;MASC;SG
genehmigt	אושר	hehmigen	אושר	V;V.PTCP	PROPN
genehmigt	גושפנקא	hehmigen	גושפנקא	V;V.PTCP	PROPN
universum	יקום	universum	יקום	ADV	PROPN
universum	היקום	universum	היקום	ADV	
gespräche	שיחות	gespräch	שיחה	ADJ	N;FEM;PL
gespräche	ראיונות	gespräch	ריאיון	ADJ	N;MASC;PL
gespräche	דיונים	gespräch	דיון	ADJ	N;MASC;PL
biathlon	ביאתלון	biathlon	ביאתלון	ADJ	PROPN
wärme	תרמית	wärm	תרמית		N;FEM;SG
wärme	תרמי	wärm	תרם		PROPN
wärme	חימום	wärm	חימום		N;MASC;SG
wärme	היט	wärm	היט		PROPN
wärme	חמים	wärm	חם		ADJ;MASC;PL
wärme	חמה	wärm	חם		PROPN
wärme	חמימות	wärm	חמימות		N;FEM;SG
wärme	חימום	wärm	חימום		N;MASC;SG
kommerzielle	מסחרית	kommerziell	מסחרי	ADJ;NOM;FEM;PL	ADV
kommerzielle	מסחרי	kommerziell	מסחרי	ADJ;NOM;FEM;PL	ADJ;MASC;SG
kommerzielle	פרסומת	kommerziell	פרסומת	ADJ;NOM;FEM;PL	N;FEM;SG
korrigieren	תיקון	korrigieren	תיקון	V;NFIN	N;MASC;SG
korrigieren	תקן	korrigieren	תקן	V;NFIN	N;MASC;SG
mechanische	מכני	mechanisch	מכאני	ADJ;NOM;FEM;PL	PROPN
mechanische	מכנית	mechanisch	מכנית	ADJ;NOM;FEM;PL	N;FEM;SG
moor	מארש	moor	מארש		PROPN
moor	מורים	moor	מורה		N;MASC;PL
moor	בוג	moor	בוג		PROPN
bezeugt	העיד	bezeugen	העיד	ADJ;V.PTCP	V;MASC;SG;3;PST;ACT
bezeugt	העידה	bezeugen	העיד	ADJ;V.PTCP	V;FEM;SG;3;PST;ACT
erfüllung	מגשים	Erfüllung	הגשים	N;SG	N;MASC;PL
schach	שחמט	schach	שחמט	ADJ	N;MASC;SG
schach	שח	schach	שח	ADJ	
hauptquartier	מטה	hauptquartier	מטה		N;MASC;SG
hauptquartier	המפקדה	hauptquartier	המפקד		PROPN
hauptquartier	מפקדה	hauptquartier	מפקדה		N;FEM;SG
ward	וורד	werden	ורד		PROPN
vieles	הרבה	viel	הרבה	PRO;NOM;INDF;NEUT;SG	ADV
vieles	רבות	viel	רב	PRO;NOM;INDF;NEUT;SG	N;FEM;PL
vieles	רבים	viel	רב	PRO;NOM;INDF;NEUT;SG	V;MASC;PL;V.PTCP;ACT
vieles	הרבה	viel	הרבה	PRO;NOM;INDF;NEUT;SG	ADV
einheitlich	אוניטרית	einheitlich	אוניטרי	ADJ	PROPN
einheitlich	המדים	einheitlich	המדים	ADJ	V;MASC;SG;3;PST;ACT
einheitlich	מדים	einheitlich	מדים	ADJ	N;MASC;PL
ehrungen	המיועדים	ehringen	המיועד	V;NFIN	N;MASC;PL
steinen	אבנים	stein	אבן	V;NFIN	N;FEM;PL
breitengrad	רוחב	breitengrad	רוחב	ADJ	N;MASC;SG
breitengrad	מקביל	breitengrad	הקביל	ADJ	V;MASC;SG;V.PTCP;ACT
breitengrad	מקבילים	breitengrad	הקביל	ADJ	V;MASC;PL;V.PTCP;ACT
breitengrad	במקביל	breitengrad	במקביל	ADJ	ADV
breitengrad	מקבילה	breitengrad	מקביל	ADJ	V;FEM;SG;V.PTCP;ACT
silberne	כסף	silbern	כסף	ADJ;NOM;FEM;PL	N;MASC;SG
silberne	סילבר	silbern	סילבר	ADJ;NOM;FEM;PL	PROPN
silberne	כסופה	silbern	כסוף	ADJ;NOM;FEM;PL	
silberne	כסוף	silbern	כסוף	ADJ;NOM;FEM;PL	
silberne	מכסף	silbern	מכסף	ADJ;NOM;FEM;PL	N;MASC;SG
commonwealth	cac	commonwealth	cac	ADJ	
hohenzollern	הוהנצולרן	hohenzollern	הוהנצולרן	ADJ;PL	PROPN
klang	צליל	klingen	צליל		N;MASC;SG
klang	סאונד	klingen	סאונד		PROPN
klang	נשמעה	klingen	נשמע		V;FEM;SG;3;PST;MID
malta	מלטה	malta	מלט		PROPN
sitzung	יושבים	sitzung	ישב	N;SG	V;MASC;PL;V.PTCP;ACT
sitzung	יושבת	sitzung	ישב	N;SG	V;FEM;SG;V.PTCP;ACT
séance	סיאנס	séance	סיאנס		PROPN
bolivien	בוליביה	bolivien	בוליביה	PROPN;NOM;NEUT;SG	PROPN
bolivien	בוליביה	bolivien	בוליביה	PROPN;NOM;NEUT;SG	PROPN
schwerpunkte	מדגיש	schwerpunkt	הדגיש	ADJ;SG	V;MASC;SG;V.PTCP;ACT
schwerpunkte	גוונים	schwerpunkt	גוון	ADJ;SG	N;MASC;PL
schwerpunkte	להתרכז	schwerpunkt	התרכז	ADJ;SG	V;NFIN
schwerpunkte	מיקוד	schwerpunkt	מיקוד	ADJ;SG	
schwerpunkte	פוקוס	schwerpunkt	פוקוס	ADJ;SG	PROPN
schwerpunkte	עדיפויות	schwerpunkt	עדיפות	ADJ;SG	N;FEM;PL
seoul	סיאול	seoul	סיאול	PROPN;NOM;MASC;SG	PROPN
relevanter	רלוונטיות	relevant	רלוונטיה	ADJ	N;FEM;SG
handels	חלוקתי	handels	חלוקתי	PROPN;SG	PROPN
verpflichtung	האמנה	verpflichtung	האמנה	V;IND;SG;3;PRS;FIN	N;FEM;SG
verpflichtung	מחוייבות	verpflichtung	מחוייבות	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;PASS
verpflichtung	התחייבות	verpflichtung	התחייבות	V;IND;SG;3;PRS;FIN	N;FEM;SG
verpflichtung	מחויבות	verpflichtung	מחויבות	V;IND;SG;3;PRS;FIN	N;FEM;SG
verpflichtung	מחויבויות	verpflichtung	מחויבות	V;IND;SG;3;PRS;FIN	N;FEM;PL
verpflichtung	התחייבויות	verpflichtung	התחייבות	V;IND;SG;3;PRS;FIN	N;FEM;PL
teilnahmen	השתתפה	teilnehmen	השתתף	V;IND;PL;3;PST;FIN	V;FEM;SG;3;PST
teilnahmen	השתתפתי	teilnehmen	השתתף	V;IND;PL;3;PST;FIN	V;SG;1;PST
teilnahmen	השתתף	teilnehmen	השתתף	V;IND;PL;3;PST;FIN	V;MASC;SG;3;PST
teilnahmen	השתתף	teilnehmen	השתתף	V;IND;PL;3;PST;FIN	V;MASC;SG;3;PST
teilnahmen	נכח	teilnehmen	נכח	V;IND;PL;3;PST;FIN	V;MASC;SG;3;PST;ACT
leiche	גווייה	leiche	גווייה	ADJ;NOM;FEM;SG	N;FEM;SG
leiche	גוויה	leiche	גוויה	ADJ;NOM;FEM;SG	
leiche	גופה	leiche	גופה	ADJ;NOM;FEM;SG	N;FEM;SG
leiche	גווייה	leiche	גווייה	ADJ;NOM;FEM;SG	N;FEM;SG
leiche	גוויה	leiche	גוויה	ADJ;NOM;FEM;SG	
warner	וורנר	warn	וורנר	PROPN	PROPN
nordsee	צפונה	nordsee	צפון	PROPN;NOM;SG	ADV
nordsee	הצפון	nordsee	הצפון	PROPN;NOM;SG	PROPN
nordsee	צפון	nordsee	צפון	PROPN;NOM;SG	N;MASC;SG
abschied	פרידות	abscheiden	פרידה		N;FEM;PL
abschied	פרידה	abscheiden	פרידה		N;FEM;SG
abschied	להתראות	abscheiden	התראה		V;NFIN
perfekt	מושלמות	perfekt	הושלם	ADJ	V;FEM;PL;V.PTCP;PASS
perfekt	מושלמים	perfekt	הושלם	ADJ	V;MASC;PL;V.PTCP;PASS
perfekt	מושלמת	perfekt	הושלם	ADJ	V;FEM;SG;V.PTCP;PASS
burgruine	הריסות	burgruin	הריסה	PROPN;NOM;SG	N;FEM;PL
burgruine	חורבות	burgruin	חורבות	PROPN;NOM;SG	
burgruine	הורסת	burgruin	הורסה	PROPN;NOM;SG	V;FEM;SG;V.PTCP;ACT
kommunisten	קומוניסטית	kommunist	קומוניסטי	N;PL	ADV
kommunisten	קומוניסט	kommunist	קומוניסט	N;PL	N;MASC;SG
ngc	ngc	ngc	ngc	PROPN;NOM;SG	ADV
definieren	הגדר	definieren	הגדר	V;NFIN	
augustin	אוגוסטין	augusten	אוגוסטין	PROPN;NOM;MASC;SG	PROPN
augustin	אוגוסטין	augusten	אוגוסטין	PROPN;NOM;MASC;SG	PROPN
gotischen	גותי	gotisch	גותי	ADJ	PROPN
werdegang	קריירה	werdegang	קריירה		N;FEM;SG
werdegang	הקריירה	werdegang	הקריירה		N
werdegang	היסטוריה	werdegang	היסטוריה		N;FEM;SG
werdegang	ההיסטוריה	werdegang	ההיסטוריה		N;FEM;SG
organ	איברים	organ	איבר		N;MASC;PL
organ	איבר	organ	איבר		N;MASC;SG
organ	איבר	organ	איבר		N;MASC;SG
organ	אורגן	organ	אורגן		PROPN
konto	החשבון	konto	החשבון	N;NOM;SG	PROPN
inhaftiert	כלוא	inhaftieren	כלוא	V;V.PTCP	PROPN
inhaftiert	נכלא	inhaftieren	נכלא	V;V.PTCP	
inhaftiert	כלוא	inhaftieren	כלוא	V;V.PTCP	PROPN
inhaftiert	כלואה	inhaftieren	כלואה	V;V.PTCP	N;FEM;SG
inhaftiert	נכלא	inhaftieren	נכלא	V;V.PTCP	
busse	אוטובוס	büssen	אוטובוס		N;MASC;SG
busse	האוטובוס	büssen	האוטובוס		PROPN
busse	מאמנים	büssen	מאמן		N;MASC;PL
busse	המאמנים	büssen	המאמן		N;MASC;PL
busse	אוטובוסים	büssen	אוטובוס		N;MASC;PL
busse	אוטובוסים	büssen	אוטובוס		N;MASC;PL
mineral	מינרל	mineral	מינרל	PROPN	N;MASC;SG
mineral	מינרלים	mineral	מינרלי	PROPN	N;MASC;PL
mixed	מעורב	mixed	מעורב	PROPN	ADJ;MASC;SG
mixed	מעורבים	mixed	מעורב	PROPN	ADJ;MASC;PL
mixed	מעורבב	mixed	מעורבב	PROPN	ADJ;MASC;SG
konzerten	קונצרטים	konzern	קונצרט	V;FIN	N;MASC;PL
konzerten	הופעות	konzern	הופעה	V;FIN	N;FEM;PL
holger	הולגר	holger	הולגר		PROPN
kommissar	בלשית	kommissar	בלשית	PROPN	PROPN
kommissar	בלש	kommissar	בלש	PROPN	N;MASC;SG
kommissar	המפקח	kommissar	המפקח	PROPN	PROPN
kommissar	מפקח	kommissar	מפקח	PROPN	N;MASC;SG
kommissar	מפקחת	kommissar	פיקח	PROPN	V;FEM;SG;V.PTCP;ACT
kommissar	קומיסר	kommissar	קומיסר	PROPN	PROPN
kommissar	הנציב	kommissar	הנציב	PROPN	PROPN
kommissar	ניצב	kommissar	ניצב	PROPN	N;MASC;SG
kommissar	נציב	kommissar	נציב	PROPN	
erlernte	למדתי	erlernen	למד	V;IND;SG;3;PST;FIN	V;SG;1;PST
dream	חלום	dream	חלום		N;MASC;SG
dream	החלום	dream	החלום		PROPN
dream	לחלום	dream	חלם		V;NFIN;ACT
aktien	מניות	akteinen	מנייה		N;FEM;PL
aktien	סטוק	akteinen	סטוק		PROPN
aktien	מניות	akteinen	מנייה		N;FEM;PL
aktien	שיתופים	akteinen	שיתוף		N;MASC;PL
aktien	מניות	akteinen	מנייה		N;FEM;PL
grammatik	בלשנות	grammatik	בלשנות	ADJ	
grammatik	דקדוק	grammatik	דקדוק	ADJ	N;MASC;SG
grammatik	דקדוק	grammatik	דקדוק	ADJ	N;MASC;SG
lustig	כיף	lustig	כיף	ADJ	
lustig	כיפית	lustig	כיפית	ADJ	ADV
lustig	בכיף	lustig	בכיף	ADJ	
lustig	מהנה	lustig	מהנה	ADJ	
lustig	מצחיק	lustig	מצחיק	ADJ	
lustig	מצחיקים	lustig	מצחיק	ADJ	N;MASC;PL
lustig	מצחיקה	lustig	מצחיק	ADJ	N;FEM;SG
lustig	מצחיק	lustig	מצחיק	ADJ	
lustig	קורע	lustig	קרע	ADJ	V;MASC;SG;V.PTCP;ACT
fernseh	טלוויזיה	fernseh	טלוויזיה		N;FEM;SG
fernseh	טלויזיה	fernseh	טלויזיה		N
silver	כסף	silver	כסף	PROPN	N;MASC;SG
silver	סילבר	silver	סילבר	PROPN	PROPN
silver	כסופה	silver	כסוף	PROPN	
silver	כסוף	silver	כסוף	PROPN	
silver	מכסף	silver	מכסף	PROPN	N;MASC;SG
case	תיק	case	תיק		N;MASC;SG
case	קייס	case	קייס		PROPN
case	מקרה	case	מקרה		N;MASC;SG
spanier	ספרדי	spanier	ספרדי		PROPN
spanier	ספרדים	spanier	ספרדי		N;MASC;PL
upper	עליון	upper	עליון		ADJ;MASC;SG
upper	העליונה	upper	העליונה		PROPN
filter	מסנן	filter	מסנן	ADJ	N;MASC;SG
filter	פילטר	filter	פילטר	ADJ	PROPN
filter	סינון	filter	סינון	ADJ	N;MASC;SG
filter	מסננים	filter	מסנה	ADJ	N;MASC;PL
filter	פילטר	filter	פילטר	ADJ	PROPN
hölle	גיהנום	höllen	גיהינום		N;MASC;SG
hölle	הלפייר	höllen	הלפייר		PROPN
beat	פעימה	beaten	פעים	PROPN;SG	N;FEM;SG
meta	מטה	meta	מטה	PROPN;NOM;SG	N;MASC;SG
charakteristisch	המאפיין	charakteristisch	המאפיין	ADJ	N;MASC;SG
grade	מעלות	grad	מעלה		N;FEM;PL
grade	תארים	grad	תואר		N;MASC;PL
mönch	מונק	mönch	מונק	PROPN;SG	PROPN
mönch	נזיר	mönch	נזיר	PROPN;SG	
mathematischen	מתמטית	mathematisch	מתמטי	ADJ;NOM;PL	N;FEM;SG
mathematischen	מתמטי	mathematisch	מתמיט	ADJ;NOM;PL	N;MASC;SG
amateur	חובבנית	amateur	חובבני	PROPN	ADV
amateur	חובבן	amateur	חובבן	PROPN	PROPN
amateur	חובבני	amateur	חובבני	PROPN	ADJ;MASC;SG
amateur	חובבים	amateur	חובב	PROPN	N;MASC;PL
nachbarschaft	שכנות	nachbarschaft	שכנות	ADJ	N;FEM;SG
nachbarschaft	שכנים	nachbarschaft	שכן	ADJ	N;MASC;PL
nachbarschaft	השכנים	nachbarschaft	השכן	ADJ	N;MASC;PL
nachbarschaft	שכנים	nachbarschaft	שכן	ADJ	N;MASC;PL
nachbarschaft	שכונת	nachbarschaft	שכונה	ADJ	PROPN
nachbarschaft	השכונה	nachbarschaft	השכונה	ADJ	
nachbarschaft	שכונה	nachbarschaft	שכונה	ADJ	N;FEM;SG
nachbarschaft	שכונה	nachbarschaft	שכונה	ADJ	N;FEM;SG
staatsanwaltschaft	תביעה	staatsanwaltschaft	תביעה	ADJ	N;FEM;SG
staatsanwaltschaft	התביעה	staatsanwaltschaft	התביע	ADJ	PROPN
staatsanwaltschaft	תובעת	staatsanwaltschaft	תבע	ADJ	V;FEM;SG;V.PTCP;ACT
staatsanwaltschaft	התובע	staatsanwaltschaft	התובע	ADJ	
staatsanwaltschaft	תובע	staatsanwaltschaft	תבע	ADJ	V;MASC;SG;V.PTCP;ACT
popularität	הפופולריות	popularität	הפופולריות	ADJ	N;FEM;SG
popularität	פופולריות	popularität	פופולריות	ADJ	N;FEM;SG
oberhausen	אוברהאוזן	oberhausen	אוברהאוזן	PROPN;NOM;NEUT;SG	PROPN
laurent	לורן	laurent	לורן	PROPN;NOM;SG	PROPN
laurent	לירון	laurent	לירון	PROPN;NOM;SG	PROPN
laurent	לורנט	laurent	לורנט	PROPN;NOM;SG	PROPN
konsequenzen	השלכות	konsequenz	השלכה	V;NFIN	N;FEM;PL
belgische	בלגי	belgisch	בלגי	ADJ;NOM;FEM;PL	PROPN
belgische	בלגיה	belgisch	בלגיה	ADJ;NOM;FEM;PL	PROPN
rechtsprechung	שיפוט	rechtsprechung	שיפוט	ADJ	N;MASC;SG
bakterien	חיידקי	bakterien	חיידקי	N;NOM;PL	PROPN
bakterien	חיידק	bakterien	חיידק	N;NOM;PL	N;MASC;SG
martha	מרתה	martha	מרתה	PROPN;NOM;SG	PROPN
pan	פאן	pan	פאן	PROPN;NOM;MASC;SG	
pan	פן	pan	פן	PROPN;NOM;MASC;SG	
pan	מחבת	pan	מחבת	PROPN;NOM;MASC;SG	N;FEM;SG
channel	ערוץ	channel	ערוץ	PROPN;NOM;SG	
übersetzen	מתרגם	übersetzen	מתרגם	V;NFIN	N;MASC;SG
übersetzen	התרגום	übersetzen	התרגום	V;NFIN	
übersetzen	תרגום	übersetzen	תרגום	V;NFIN	N;MASC;SG
übersetzen	תרגם	übersetzen	תרגם	V;NFIN	PROPN
erhard	ארהארד	erherden	ארהארד	PROPN;NOM;MASC;SG	PROPN
trainiert	מאומנת	trainieren	מאומן	V;V.PTCP	ADJ;FEM;SG
trainiert	הכשרה	trainieren	הכשרה	V;V.PTCP	N;FEM;SG
börse	החלפה	börsen	החלפה		N;FEM;SG
kings	המלכים	kings	המלך	PROPN;NOM;SG	N;MASC;PL
kings	מלכים	kings	מלך	PROPN;NOM;SG	N;MASC;PL
angefangen	התחלת	anfangen	התחלה	V;V.PTCP	N;FEM;SG
angefangen	החל	anfangen	None	V;V.PTCP	ADP
damm	סכר	damm	סכר		N;MASC;SG
genua	גנואה	genua	גנואה	PROPN;NOM;SG	PROPN
cook	קוק	cook	קוק	PROPN;NOM;SG	PROPN
cook	טבח	cook	טבח	PROPN;NOM;SG	N;MASC;SG
exzellent	מעולה	exzellent	מעולה	ADJ	
exzellent	מצויין	exzellent	צוין	ADJ	V;MASC;SG;V.PTCP;PASS
rum	רום	rum	רום		PROPN
preisgeld	פרס	preisgeld	פרס		PROPN
sekunde	שניות	sekunde	שנייה		N;FEM;PL
sekunde	שניה	sekunde	שניה		NUM;FEM;SG
sekunde	שנייה	sekunde	שנייה		NUM;FEM;SG
sekunde	שני	sekunde	שני		NUM;MASC;PL
sekunde	שנייה	sekunde	שנייה		NUM;FEM;SG
warren	וורן	warr	וורן		PROPN
nigeria	הניגרי	nigeria	הניגרי	PROPN;NOM;NEUT;SG	PROPN
nigeria	ניגריה	nigeria	ניגריה	PROPN;NOM;NEUT;SG	PROPN
fuhren	נסעתי	fahren	נסע	V;IND;PL;3;PST;FIN	V;SG;1;PST;ACT
orient	אוריינט	orient	אוריינט		PROPN
benötigen	צורך	benötigen	צורך	V;NFIN	N;MASC;SG
benötigen	זקוקה	benötigen	זקוק	V;NFIN	ADJ;FEM;SG
benötigen	צריך	benötigen	צריך	V;NFIN	V;MASC;SG
benötigen	צריכה	benötigen	צריך	V;NFIN	ADJ;FEM;SG
benötigen	זקוק	benötigen	None	V;NFIN	ADJ;MASC;SG
benötigen	דרוש	benötigen	דרש	V;NFIN	PROPN
benötigen	צורך	benötigen	צורך	V;NFIN	N;MASC;SG
gespeichert	שמורים	speichern	שמור	V;V.PTCP	ADJ;MASC;PL
gespeichert	שמורה	speichern	שמורה	V;V.PTCP	N;FEM;SG
gültige	תקף	gültig	תקף	ADJ;NOM;FEM;PL	V;MASC;SG;3;PST;ACT
gültige	בתוקף	gültig	בתוקף	ADJ;NOM;FEM;PL	
gültige	תקפה	gültig	תקפה	ADJ;NOM;FEM;PL	N;FEM;SG
bezirke	מחוזות	bezirken	מחוז		N;MASC;PL
bezirke	מחוזות	bezirken	מחוז		N;MASC;PL
bezirke	הרבעים	bezirken	הרבע		N;MASC;PL
paare	זוגי	paaren	זוג		
paare	זוגות	paaren	זוג		N;MASC;PL
paare	זוג	paaren	זוג		
paare	זוגות	paaren	זוג		N;MASC;PL
blood	דם	blood	דם	PROPN	N;MASC;SG
mathematische	מתמטית	mathematisch	מתמטי	ADJ;NOM;FEM;PL	N;FEM;SG
mathematische	מתמטי	mathematisch	מתמיט	ADJ;NOM;FEM;PL	N;MASC;SG
mathematische	מתמטיקה	mathematisch	מתמטיקה	ADJ;NOM;FEM;PL	N;FEM;SG
mathematische	מתמטיקה	mathematisch	מתמטיקה	ADJ;NOM;FEM;PL	N;FEM;SG
gefasst	תפס	fassen	תפס	V;V.PTCP	PROPN
set	קבע	set	קבע		N;MASC;SG
störung	הפרעות	störung	הפרעה	N;FEM;SG	N;FEM;PL
administratoren	מנהלים	administratoren	ניהל	N;NOM;PL	V;MASC;PL;V.PTCP;ACT
administratoren	מנהל	administratoren	מנהל	N;NOM;PL	N;MASC;SG
administratoren	מנהלים	administratoren	ניהל	N;NOM;PL	V;MASC;PL;V.PTCP;ACT
administratoren	מנהל	administratoren	מנהל	N;NOM;PL	N;MASC;SG
gefüllt	ממולא	füllen	ממולא	V;V.PTCP	PROPN
gefüllt	ממולאים	füllen	מולא	V;V.PTCP	N;MASC;PL
gefüllt	מילא	füllen	מילא	V;V.PTCP	N;MASC;SG
auslegung	פרשנויות	auslegung	פרשנות	ADV	N;FEM;PL
auslegung	פירוש	auslegung	פירוש	ADV	N;MASC;SG
auslegung	פרשנות	auslegung	פרשנות	ADV	N;FEM;SG
haushalt	התקציב	haushalt	התקציב		PROPN
haushalt	תקציב	haushalt	תקציב		N;MASC;SG
haushalt	חדרנית	haushalt	חדרני		N;FEM;SG
marschall	מארשל	marschall	ארשל	ADJ	PROPN
marschall	מרשל	marschall	מרשל	ADJ	PROPN
marschall	מרשל	marschall	מרשל	ADJ	PROPN
prediger	מטיף	prediger	מטיף	ADJ	N;MASC;SG
prediger	מטיפים	prediger	הטיף	ADJ	N;MASC;PL
installation	התקן	installation	התקן	N;SG	
installation	להתקין	installation	התקין	N;SG	V;NFIN;ACT
schöner	יפה	schön	יפה	ADJ	
schöner	ניס	schön	ניס	ADJ	PROPN
ecken	פינות	ecken	פינות		N;FEM;PL
ecken	קצוות	ecken	קצה		N;MASC;PL
ecken	קודקודים	ecken	קודקודים		N;MASC;PL
ecken	פינת	ecken	פינה		N;FEM;SG
speichern	שמרי	speichern	שמר	V;NFIN	PROPN
speichern	שמור	speichern	שמור	V;NFIN	
speichern	חיסכון	speichern	חיסכון	V;NFIN	N;MASC;SG
speichern	חנות	speichern	חנות	V;NFIN	N;FEM;SG
speichern	החנות	speichern	החנה	V;NFIN	N;FEM;PL
schuss	יריה	schassen	יריה	ADJ	N;FEM;SG
schuss	ירייה	schassen	ירייה	ADJ	N;FEM;SG
schuss	ירי	schassen	ירי	ADJ	PROPN
schuss	יריה	schassen	יריה	ADJ	N;FEM;SG
schuss	זריקה	schassen	זריקה	ADJ	N;FEM;SG
schuss	ירייה	schassen	ירייה	ADJ	N;FEM;SG
schuss	שוט	schassen	שוט	ADJ	
schuss	נורה	schassen	נורה	ADJ	V;MASC;SG;3;PST;MID
schuss	ירה	schassen	ירה	ADJ	V;MASC;SG;3;PST;ACT
freundlich	באדיבות	freundlich	באדיבות	ADJ	PROPN
freundlich	סוג	freundlich	סוג	ADJ	N;MASC;SG
freundlich	אדיב	freundlich	אדיב	ADJ	PROPN
freundlich	ידידותית	freundlich	ידידותי	ADJ	ADV
freundlich	ידידותיות	freundlich	ידידותיות	ADJ	N;FEM;PL
gehäuse	דיור	gehäus	דיור		N;MASC;SG
gehäuse	התרמילים	gehäus	התרמיל		N;MASC;PL
gehäuse	תרמילים	gehäus	תרמיל		N;MASC;PL
zylinder	הגליל	zylinder	הגליל		PROPN
zylinder	גליל	zylinder	גליל		N;MASC;SG
zylinder	צילינדרים	zylinder	צילינדר		N;MASC;PL
zylinder	חבית	zylinder	חבית		N;FEM;SG
vorschlagen	הצע	vorschlagen	הצע	V;NFIN	PROPN
vorschlagen	הצע	vorschlagen	הצע	V;NFIN	PROPN
portugiesisch	פורטוגזית	portugiesisch	פורטוגזי	ADJ	PROPN
portugiesisch	בפורטוגזית	portugiesisch	בפורטוגזית	ADJ	PROPN
wähler	הבוחר	wählern	הבוחר		ADV
wähler	מצביעים	wählern	הצביע		V;MASC;PL;V.PTCP;ACT
wähler	בוחרים	wählern	בוחר		N;MASC;PL
reduzieren	צמצום	reduzieren	צמצום	V;NFIN	N;MASC;SG
reduzieren	הפחתת	reduzieren	הפחתה	V;NFIN	N;PSSD;FEM;SG
populär	הפופולריות	populär	הפופולריות	ADJ	N;FEM;SG
populär	פופולריות	populär	פופולריות	ADJ	N;FEM;SG
filmmusik	פסקול	filmmusik	פסקול	N	PROPN
filmmusik	ציון	filmmusik	ציון	N	PROPN
gewinnung	חילוץ	gewinnung	חילוץ	ADJ	N;MASC;SG
fotografien	תצלומים	fotografien	תצלום		N;MASC;PL
fotografien	תמונות	fotografien	תמונה		N;FEM;PL
fotografien	צילום	fotografien	צילום		PROPN
fotografien	תצלום	fotografien	תצלום		N;MASC;SG
