伴侶	partenere	伴侶	partenere	N	ADJ;INDF;FEM;PL
合法	legitimitate	合法	legitimitate	V	N;INDF;FEM;SG
合法	legalitatea	合法	legalitate	V	N;DEF;FEM;SG
合法	legalitate	合法	legalitate	V	N;INDF;FEM;SG
合法	legalitatea	合法	legalitate	V	N;DEF;FEM;SG
竇	câine	竇	câine	PROPN	N;INDF;MASC;SG
竇	dog	竇	dogă	PROPN	N;INDF;MASC;SG
竇	caine	竇	caină	PROPN	N;INDF;MASC;SG
同源	omoloage	同源	omolog	N	ADJ;INDF;FEM;PL
吸引	atractivitatea	吸引	atractivitate	V	N;DEF;FEM;SG
吸引	atractie	吸引	atractie	V	N;INDF;FEM;SG
吸引	atrăgătoare	吸引	atrăgător	V	ADJ;INDF;FEM
吸引	atrăgător	吸引	atrăgător	V	ADJ;INDF;MASC;SG
吸引	atractiv	吸引	atractiv	V	ADV
吸引	atrăgătoare	吸引	atrăgător	V	ADJ;INDF;FEM
吸引	atractivă	吸引	atractivă	V	ADJ;INDF;FEM;SG
吸引	atractive	吸引	atractiv	V	ADJ;INDF;FEM;PL
吸引	atrăgător	吸引	atrăgător	V	ADJ;INDF;MASC;SG
甘蔗	cane	甘蔗	cane	N	
哭	plânsul	哭	plâns	V	N;DEF;MASC;SG
口服	orală	口服	oral	N	ADJ;INDF;FEM;SG
廣東	cantoneză	廣東	cantoneză	PROPN	V;IND;SG;3;PST;FIN
嚴謹	strict	嚴謹	strict	ADJ	ADV
三	trident	三	trident	NUM	N;INDF;MASC;SG
仰光	yangon	仰光	yangon	PROPN	N;INDF;MASC;SG
豁免	scutire	豁免	scutire		N;INDF;FEM;SG
豁免	scutirea	豁免	scutire		N;DEF;FEM;SG
豁免	imunitate	豁免	imunitate		N;INDF;FEM;SG
豁免	imunitatea	豁免	imunitate		N;DEF;FEM;SG
豁免	scutirile	豁免	scutire		N;DEF;FEM;PL
豁免	excepții	豁免	excepție		N;INDF;FEM;PL
豁免	scutiri	豁免	scutire		N;INDF;FEM;PL
豁免	derogări	豁免	derogare		N;INDF;FEM;PL
史詩	epică	史詩	epic	N	ADJ;INDF;FEM;SG
推斷	extrapolarea	推斷	extrapolare	V	N;DEF;FEM;SG
推斷	dedus	推斷	deduce	V	ADJ;INDF;MASC;SG
暹羅	siamezi	暹羅	siamez	PROPN	N;INDF;MASC;PL
暹羅	siam	暹羅	siam	PROPN	N;INDF;MASC;SG
鑄造	turnare	鑄造	turnare	V	N;INDF;FEM;SG
鑄造	casting	鑄造	casting	V	N;INDF;MASC;SG
刪去	ștergere	刪去	ștergere	V	N;INDF;FEM;SG
礦物	minerală	礦物	mineral	N	ADJ;INDF;FEM;SG
麻醉	anestezic	麻醉	anestezic	N	ADJ;INDF;MASC;SG
麻醉	anestezic	麻醉	anestezic	N	ADJ;INDF;MASC;SG
加深	aprofundarea	加深	aprofundare	V	N;DEF;FEM;SG
加深	adâncit	加深	adânci	V	ADJ;INDF;MASC;SG
芳香	aromatice	芳香	aromatic	N	ADJ;INDF;FEM;PL
明文	explicite	明文	explicit	N	ADJ;INDF;FEM;PL
明文	explicit	明文	explicit	N	ADV
明文	explicită	明文	explicit	N	ADJ;INDF;FEM;SG
服務	servicii	服務	serviciu	V	N;INDF;FEM;PL
守衛	gărzi	守衛	gardă	V	N;INDF;FEM;PL
守衛	paznici	守衛	paznic	V	N;INDF;MASC;PL
守衛	gardian	守衛	gardian	V	N;INDF;MASC;SG
守衛	garda	守衛	gardă	V	N;DEF;FEM;SG
守衛	paznic	守衛	paznic	V	N;INDF;MASC;SG
籃板	reb	籃板	reb	N	
遣返	repatrierea	遣返	repatriere	V	N;DEF;FEM;SG
遣返	repatriere	遣返	repatriere	V	N;INDF;FEM;SG
倫理	etice	倫理	etic	N	ADJ;INDF;FEM;PL
倫理	etic	倫理	etic	N	ADJ;INDF;MASC;SG
一	scena	一	scenă	NUM	N;DEF;FEM;SG
一	scenă	一	scenă	NUM	N;INDF;FEM;SG
摸	touch	摸	touch	V	N;INDF;MASC;SG
摸	atingere	摸	atingere	V	N;INDF;FEM;SG
推論	corolar	推論	corolar	V	N;INDF;MASC;SG
投放	livrarea	投放	livrare	V	N;DEF;FEM;SG
投放	livrare	投放	livrare	V	N;INDF;FEM;SG
憲政	constituționale	憲政	constituțional	N	ADJ;INDF;FEM;PL
瀋陽	shenyang	瀋陽	shenyang	PROPN	PROPN
艾瑪	emma	艾瑪	emma	PROPN	PROPN
雅加達	jakarta	雅加達	jakarta	PROPN	PROPN
對照	contrast	對照	contrast		N;INDF;MASC;SG
膨脹	expansiune	膨脹	expansiune	V	N;INDF;FEM;SG
膨脹	extinderea	膨脹	extindere	V	N;DEF;FEM;SG
膨脹	expansiunea	膨脹	expansiune	V	N;DEF;FEM;SG
膨脹	extindere	膨脹	extindere	V	N;INDF;FEM;SG
招標	licitație	招標	licitație	V	N;INDF;FEM;SG
招標	tandru	招標	tandru	V	ADJ;INDF;MASC;SG
波羅	baltică	波羅	baltic	PROPN	ADJ;INDF;FEM;SG
波羅	baltice	波羅	baltic	PROPN	ADJ;INDF;FEM;PL
削減	tăiere	削減	tăiere	V	N;INDF;FEM;SG
削減	tăiat	削減	tăia	V	ADJ;INDF;MASC;SG
削減	tăieturi	削減	tăietură	V	N;INDF;FEM;PL
視察	inspecții	視察	inspecție	V	N;INDF;FEM;PL
視察	inspecțiile	視察	inspecție	V	N;DEF;FEM;PL
視察	inspecția	視察	inspecție	V	N;DEF;FEM;SG
視察	inspecție	視察	inspecție	V	N;INDF;FEM;SG
髮型	par	髮型	părea	N	V;IND;PL;3;PRS;FIN
里根	reagan	里根	reagan	PROPN	PROPN
殘酷	cruzimea	殘酷	cruzime	ADJ	N;DEF;FEM;SG
殘酷	cruzime	殘酷	cruzime	ADJ	N;INDF;FEM;SG
殘酷	brutal	殘酷	brutal	ADJ	ADV
單身	singură	單身	singur	N	ADJ;INDF;FEM;SG
單身	singur	單身	singur	N	ADJ;INDF;MASC;SG
大	natură	大	natură	ADJ	N;INDF;FEM;SG
大	natura	大	natură	ADJ	N;DEF;FEM;SG
九	nouă	九	nou	NUM	
九	nine	九	nine	NUM	N;INDF;MASC;SG
雇用	închiriere	雇用	închiriere	V	N;INDF;FEM;SG
雇用	angajare	雇用	angajare	V	N;INDF;FEM;SG
雇用	angajarea	雇用	angajare	V	N;DEF;FEM;SG
雇用	angajări	雇用	angajare	V	N;INDF;FEM;PL
悲傷	trista	悲傷	trist	N	ADJ;DEF;FEM;SG
悲傷	tristă	悲傷	tristă	N	ADJ;INDF;FEM;SG
悲傷	triste	悲傷	trist	N	ADJ;INDF;FEM;PL
悲傷	trist	悲傷	trist	N	ADJ;INDF;MASC;SG
僧侶	monk	僧侶	monk	N	PROPN
沒收	confiscarea	沒收	confiscare	V	N;DEF;FEM;SG
沒收	confiscate	沒收	confisca	V	ADJ;INDF;FEM;PL
沒收	confiscat	沒收	confisca	V	ADJ;INDF;MASC;SG
沒收	confiscată	沒收	confisca	V	ADJ;INDF;FEM;SG
粉紅	roz	粉紅	roz	N	
反向	inversă	反向	invers	N	ADJ;INDF;FEM;SG
反向	inversa	反向	inversa	N	
反向	invers	反向	invers	N	ADV
反向	inversează	反向	inversa	N	V;IND;3;PRS;FIN
反向	reverse	反向	reverse	N	
原油	brută	原油	brut	N	ADJ;INDF;FEM;SG
原油	brut	原油	brut	N	ADJ;INDF;MASC;SG
浴	scăldat	浴	scălda	N	ADJ;INDF;MASC;SG
感恩	recunoscător	感恩	recunoscător		ADJ;INDF;MASC;SG
感恩	recunoscătoare	感恩	recunoaștător		ADJ;INDF;FEM
感恩	recunoscator	感恩	recunoscator		N;INDF;MASC;SG
感恩	recunoscător	感恩	recunoscător		ADJ;INDF;MASC;SG
感恩	recunoscătoare	感恩	recunoaștător		ADJ;INDF;FEM
感恩	recunoscători	感恩	recunoaștăre		V;IND;PL;2;IPFV;FIN
生氣	suparat	生氣	supara	N	ADJ;INDF;MASC;SG
生氣	furioasă	生氣	furios	N	ADJ;INDF;FEM;SG
生氣	supărată	生氣	supăra	N	ADJ;INDF;FEM;SG
生氣	furios	生氣	furios	N	ADJ;INDF;MASC;SG
生氣	supărat	生氣	supărat	N	ADJ;INDF;MASC;SG
平滑	netede	平滑	neted	N	ADJ;INDF;FEM;PL
平滑	neted	平滑	neted	N	ADJ;INDF;MASC;SG
平滑	lină	平滑	lin	N	ADJ;INDF;FEM;SG
平滑	netedă	平滑	neted	N	ADJ;INDF;FEM;SG
加速	accelerator	加速	accelerator	V	N;INDF;MASC;SG
加速	acceleratorul	加速	accelerator	V	N;DEF;MASC;SG
穆爾	moore	穆爾	muor	PROPN	PROPN
薄弱	slabiciune	薄弱	slabiciune	ADJ	N;INDF;FEM;SG
薄弱	slăbiciune	薄弱	slăbiciune	ADJ	N;INDF;FEM;SG
薄弱	slăbiciunea	薄弱	slăbiciune	ADJ	N;DEF;FEM;SG
薄弱	slab	薄弱	slab	ADJ	ADV
指明	specifica	指明	specifica	V	N;DEF;FEM;SG
諸葛	zhuge	諸葛	zhugă	PROPN	
宙斯	zeus	宙斯	zeu	PROPN	N;INDF;MASC;SG
填充	umplutură	填充	umplutură	V	N;INDF;FEM;SG
填充	umplere	填充	umplere	V	N;INDF;FEM;SG
填充	umple	填充	umple	V	
填充	umplere	填充	umplere	V	N;INDF;FEM;SG
縫	coase	縫	coagă	N	V;IND;SG;3;PRS;FIN
高	polimer	高	polimer	PART	N;INDF;MASC;SG
反省	reflexie	反省	reflexie	V	N;INDF;FEM;SG
反省	reflexia	反省	reflexie	V	N;DEF;FEM;SG
敲	knock	敲	knock	V	N;INDF;MASC;SG
淋巴	limfatice	淋巴	limfatic	N	ADJ;INDF;FEM;PL
淋巴	limfatic	淋巴	limfatic	N	ADJ;INDF;MASC;SG
郵輪	cruise	郵輪	crui	N	V;IND;SG;3;PST+PRF;FIN
燈光	light	燈光	light	N	
瑪利亞	maria	瑪利亞	maria	PROPN	N;DEF;FEM;SG
抗衡	contrabalansa	抗衡	contrabalansa	V	N;DEF;FEM;SG
太陽	solară	太陽	sola	N	ADJ;INDF;FEM;SG
儲備	rezervă	儲備	rezerva	N	V;IND;SG;3;PST;FIN
反對	opoziția	反對	opoziție	V	N;DEF;FEM;SG
反對	opozitie	反對	opozitie	V	N;INDF;FEM;SG
反對	opoziție	反對	opoziție	V	N;INDF;FEM;SG
激發	excitație	激發	excitație	V	N;INDF;FEM;SG
禁忌	interzis	禁忌	interzice	N	ADJ;INDF;MASC;SG
禁忌	interzisă	禁忌	interzice	N	ADJ;INDF;FEM;SG
禁忌	interzise	禁忌	interzice	N	V;IND;SG;3;PST;FIN
醚	eter	醚	eter	N	
孢子	spori	孢子	spori	N	
噴	spray	噴	spray	V	N;INDF;MASC;SG
噴	pulverizare	噴	pulverizare	V	N;INDF;FEM;SG
偽裝	deghizarea	偽裝	deghizare	V	N;DEF;FEM;SG
偽裝	deghizare	偽裝	deghizare	V	N;INDF;FEM;SG
偽裝	camuflajul	偽裝	camuflaj	V	N;DEF;MASC;SG
偽裝	camuflare	偽裝	camuflare	V	N;INDF;FEM;SG
偽裝	camuflaj	偽裝	camuflaj	V	N;INDF;MASC;SG
偽裝	deghizări	偽裝	deghizare	V	N;INDF;FEM;PL
鳩	porumbel	鳩	porumbel	PROPN	N;INDF;MASC;SG
鳩	dove	鳩	dovă	PROPN	
叛軍	rebel	叛軍	rebel	N	ADJ;INDF;MASC;SG
叛軍	rebelă	叛軍	rebel	N	ADJ;INDF;FEM;SG
家園	patriei	家園	patrie	N	PROPN;DEF;FEM;SG
波動	volatile	波動	volatil	N	ADJ;INDF;FEM;PL
匹茲堡	pittsburgh	匹茲堡	pittsburgh	PROPN	PROPN
笨	prost	笨	prost	PART	ADV
笨	stupid	笨	stupid	PART	ADJ;INDF;MASC;SG
康復	vindecare	康復	vindecare	V	N;INDF;FEM;SG
康復	vindecarea	康復	vindecare	V	N;DEF;FEM;SG
康復	reabilitare	康復	reabilitare	V	N;INDF;FEM;SG
康復	reabilitarea	康復	reabilitare	V	N;DEF;FEM;SG
康復	recuperarea	康復	recuperare	V	N;DEF;FEM;SG
康復	redresare	康復	redresare	V	N;INDF;FEM;SG
康復	redresarea	康復	redresare	V	N;DEF;FEM;SG
康復	recuperare	康復	recuperare	V	N;INDF;FEM;SG
大院	compus	大院	compus	N	ADJ;INDF;MASC;SG
布希	bush	布希	bush	PROPN	PROPN
欺騙	inselat	欺騙	inselat	V	ADJ;INDF;MASC;SG
磁性	magnetic	磁性	magnetic	N	ADJ;INDF;MASC;SG
磁性	magnetică	磁性	magnetic	N	ADJ;INDF;FEM;SG
磁性	magnetice	磁性	magnetic	N	ADJ;INDF;FEM;PL
內政	interioare	內政	interior	N	ADJ;INDF;FEM;PL
造訪	vizită	造訪	vizită	V	N;INDF;FEM;SG
炸藥	explozivă	炸藥	exploziv	N	ADJ;INDF;FEM;SG
炸藥	explozive	炸藥	exploziv	N	ADJ;INDF;FEM;PL
炸藥	exploziv	炸藥	exploziv	N	ADJ;INDF;MASC;SG
炸藥	explozive	炸藥	exploziv	N	ADJ;INDF;FEM;PL
牛仔	cowboys	牛仔	cowboys	N	PROPN
親戚	relativ	親戚	relativ	N	ADV
親戚	relative	親戚	relativ	N	ADJ;INDF;FEM;PL
親戚	relativă	親戚	relativ	N	ADJ;INDF;FEM;SG
結晶	cristalizare	結晶	cristalizare	V	N;INDF;FEM;SG
橢	oval	橢	oval	PART	ADJ;INDF;MASC;SG
疑慮	îndoiala	疑慮	îndoială	V	N;DEF;FEM;SG
疑慮	îndoială	疑慮	îndoială	V	N;INDF;FEM;SG
疑慮	indoiala	疑慮	indoială	V	ADJ;DEF;FEM;SG
疑慮	dubii	疑慮	dubiu	V	N;INDF;FEM;PL
疑慮	îndoieli	疑慮	îndoieli	V	N;INDF;FEM;PL
疑慮	îndoielile	疑慮	îndoieală	V	N;DEF;FEM;PL
上學	scoala	上學	scoală	V	N;DEF;FEM;SG
上學	școala	上學	școală	V	N;DEF;FEM;SG
上學	şcoala	上學	pcoală	V	N;DEF;FEM;SG
上學	școală	上學	școală	V	N;INDF;FEM;SG
上學	şcoală	上學	şcoală	V	N;INDF;FEM;SG
窯	ware	窯	ware	N	PROPN
紅十	cicr	紅十	cicr	PROPN	N;INDF;MASC;SG
正宗	autentic	正宗	autentic	N	ADV
正宗	autentice	正宗	autentic	N	ADJ;INDF;FEM;PL
正宗	autentică	正宗	autentic	N	ADJ;INDF;FEM;SG
流血	sângerare	流血	sângerare	V	N;INDF;FEM;SG
流血	sângerări	流血	sângerare	V	N;INDF;FEM;PL
流血	hemoragie	流血	hemoragie	V	N;INDF;FEM;SG
諾亞	noe	諾亞	nou	PROPN	PROPN
諾亞	noah	諾亞	noah	PROPN	PROPN
歸屬	atribuirea	歸屬	atribuire	V	N;DEF;FEM;SG
歸屬	atribuire	歸屬	atribuire	V	N;INDF;FEM;SG
感	interesate	感	interesat	N	ADJ;INDF;FEM;PL
感	interesat	感	interesat	N	ADJ;INDF;MASC;SG
感	interesați	感	interesat	N	V;IND;PL;2;IPFV;FIN
感	interesată	感	interesat	N	ADJ;INDF;FEM;SG
骨折	fracturat	骨折	fractura	N	ADJ;INDF;MASC;SG
舉例	exemple	舉例	exemplu	V	N;INDF;FEM;PL
切除	excizie	切除	excizie	V	N;INDF;FEM;SG
黏	lipicioasă	黏	lipicios	N	ADJ;INDF;FEM;SG
黏	lipicios	黏	lipicios	N	ADJ;INDF;MASC;SG
黏	lipicioase	黏	lipicios	N	ADJ;INDF;FEM;PL
牙買加	jamaica	牙買加	jamaică	PROPN	PROPN
主宰	domina	主宰	domina	N	V;IND;SG;3;IPFV;FIN
主宰	domină	主宰	domina	N	V;IND;SG;3;PST;FIN
迦太基	cartagina	迦太基	cartagina	PROPN	N;DEF;FEM;SG
渡假	vacanța	渡假	vacanță	V	N;DEF;FEM;SG
渡假	vacanta	渡假	vacanta	V	N;DEF;FEM;SG
渡假	concediu	渡假	concediu	V	N;INDF;MASC;SG
渡假	vacanță	渡假	vacanță	V	N;INDF;FEM;SG
偏差	prejudecată	偏差	prejudeca	N	ADJ;INDF;FEM;SG
驚訝	surprins	驚訝	surprins	N	ADJ;INDF;MASC;SG
驚訝	surprinsă	驚訝	surprinde	N	ADJ;INDF;FEM;SG
幾內亞	guinee	幾內亞	guinee	PROPN	N;INDF;FEM;SG
幾內亞	guineea	幾內亞	guinee	PROPN	N;INDF;FEM;SG
籽	seminte	籽	semânt	N	
付款	plățile	付款	plată	V	N;DEF;FEM;PL
付款	plăți	付款	plată	V	N;INDF;FEM;PL
付款	plata	付款	plată	V	N;DEF;FEM;SG
付款	plată	付款	plată	V	N;INDF;FEM;SG
白	argint	白	argint	PROPN	N;INDF;MASC;SG
白	silver	白	silver	PROPN	N;INDF;MASC;SG
白	argintiu	白	argintiu	PROPN	N;INDF;MASC;SG
面部	faciale	面部	facial	N	ADJ;INDF;FEM;PL
面部	facială	面部	facial	N	ADJ;INDF;FEM;SG
面部	facial	面部	facial	N	ADJ;INDF;MASC;SG
共生	simbiotică	共生	simbiotic	V	ADJ;INDF;FEM;SG
共生	simbioză	共生	simbioză	V	N;INDF;FEM;SG
厭惡	dezgustat	厭惡	dezgusta	V	ADJ;INDF;MASC;SG
厭惡	dezgust	厭惡	dezgust	V	N;INDF;MASC;SG
厭惡	aversiune	厭惡	aversiune	V	N;INDF;FEM;SG
師父	maestre	師父	maestru	N	
瑞穗	mizuho	瑞穗	mizuho	PROPN	
寶寶	baby	寶寶	baby	N	
寶寶	bebe	寶寶	bebe	N	
無畏	neînfricat	無畏	neînfricat	V	ADJ;INDF;MASC;SG
精華	esență	精華	esență		N;INDF;FEM;SG
精華	esenta	精華	esent		N;DEF;FEM;SG
口語	vorbit	口語	vorbi	N	ADJ;INDF;MASC;SG
口語	vorbite	口語	vorbi	N	ADJ;INDF;FEM;PL
口語	vorbită	口語	vorbit	N	ADJ;INDF;FEM;SG
力學	mecanici	力學	mecanic	N	ADJ;INDF;MASC;PL
力學	mecanică	力學	mecanic	N	ADJ;INDF;FEM;SG
工匠	artizani	工匠	artizan	N	ADJ;INDF;MASC;PL
代理	agenția	代理	agenție	V	N;DEF;FEM;SG
代理	agentie	代理	agentie	V	N;INDF;FEM;SG
代理	agenție	代理	agenție	V	N;INDF;FEM;SG
代理	agentia	代理	agentie	V	N;DEF;FEM;SG
代理	agenții	代理	agent	V	N;DEF;MASC;PL
代理	agenți	代理	agent	V	N;INDF;MASC;PL
代理	agentii	代理	agent	V	N;DEF;MASC;PL
代理	agenti	代理	agent	V	N;INDF;MASC;PL
代理	agent	代理	agent	V	N;INDF;MASC;SG
代理	agentul	代理	agent	V	N;DEF;MASC;SG
舒適	confort	舒適	confort	ADJ	N;INDF;MASC;SG
舒適	comfort	舒適	comfort	ADJ	N;INDF;MASC;SG
舒適	confortul	舒適	confort	ADJ	N;DEF;MASC;SG
舒適	alinare	舒適	alinare	ADJ	N;INDF;FEM;SG
舒適	confortabil	舒適	confortabil	ADJ	ADV
舒適	comod	舒適	comod	ADJ	ADV
舒適	confortabil	舒適	confortabil	ADJ	ADV
舒適	confortabil	舒適	confortabil	ADJ	ADV
充電	încărcare	充電	încărcare	V	N;INDF;FEM;SG
哲也	tetsu	哲也	tetsu	PROPN	
飛翔	fly	飛翔	fly	N	
飛翔	zboara	飛翔	zboară	N	V;IND;SG;3;IPFV;FIN
飛翔	zboară	飛翔	zbura	N	V;IND;3;PRS;FIN
飛翔	zburând	飛翔	zbura	N	V;V.MSDR
礦業	miniere	礦業	minier	N	ADJ;INDF;FEM;PL
谷地	valley	谷地	valley	N	PROPN
桃子	piersici	桃子	piersice	N	
桃子	momoko	桃子	momoko	N	
桃子	piersici	桃子	piersice	N	
腐敗	corupte	腐敗	corupt	N	ADJ;INDF;FEM;PL
腐敗	coruptă	腐敗	corupt	N	ADJ;INDF;FEM;SG
腐敗	corupt	腐敗	corupt	N	ADJ;INDF;MASC;SG
少數	minoritatea	少數	minoritate	ADJ	N;DEF;FEM;SG
少數	minoritate	少數	minoritate	ADJ	N;INDF;FEM;SG
少數	minorităților	少數	minoritate	ADJ	N;DEF;FEM;PL
無聊	plictisitoare	無聊	plictisitor	V	ADJ;INDF;FEM
無聊	plictisitor	無聊	plictisitor	V	ADJ;INDF;MASC;SG
無聊	plictisită	無聊	plictisit	V	ADJ;INDF;FEM;SG
無聊	plictisit	無聊	plictisi	V	ADJ;INDF;MASC;SG
女	iubită	女	iubit	N	ADJ;INDF;FEM;SG
政治	politică	政治	politic	N	ADJ;INDF;FEM;SG
草甸	meadows	草甸	meadows	N	PROPN
供給	furnizare	供給	furnizare	V	N;INDF;FEM;SG
供給	aprovizionare	供給	aprovizionare	V	N;INDF;FEM;SG
先天	congenitală	先天	congenital	N	ADJ;INDF;FEM;SG
先天	înnăscută	先天	înnăscut	N	ADJ;INDF;FEM;SG
偽造	făurit	偽造	fauri	V	ADJ;INDF;MASC;SG
偽造	falsificate	偽造	falsifica	V	ADJ;INDF;FEM;PL
偽造	falsificat	偽造	falsifica	V	ADJ;INDF;MASC;SG
偽造	falsificarea	偽造	falsificare	V	N;DEF;FEM;SG
鹿特丹	rotterdam	鹿特丹	rotterdam	PROPN	PROPN
好奇	curios	好奇	curios	ADJ	ADV
好奇	curiozitatea	好奇	curiozitate	ADJ	N;DEF;FEM;SG
好奇	curiozitate	好奇	curiozitate	ADJ	N;INDF;FEM;SG
放逐	exil	放逐	exil	V	N;INDF;MASC;SG
放逐	exilul	放逐	exil	V	N;DEF;MASC;SG
口述	dictat	口述	dicta	N	ADJ;INDF;MASC;SG
打壓	reprimarea	打壓	reprimare	V	N;DEF;FEM;SG
打壓	represiune	打壓	represiune	V	N;INDF;FEM;SG
打壓	represiunea	打壓	represiune	V	N;DEF;FEM;SG
耦合	cuplare	耦合	cuplare		N;INDF;FEM;SG
耦合	cupla	耦合	cuple		V;IND;SG;3;IPFV;FIN
波浪	ondulat	波浪	ondula	N	ADJ;INDF;MASC;SG
波浪	undei	波浪	undei	N	
超	supranatural	超	supranatural	PROPN	ADJ;INDF;MASC;SG
超	supernatural	超	supernatural	PROPN	N;INDF;MASC;SG
超	supranaturale	超	supranatural	PROPN	ADJ;INDF;FEM;PL
成龍	jackie	成龍	jackie	PROPN	PROPN
猶太	evreică	猶太	evreic	PROPN	ADJ;INDF;FEM;SG
猶太	evreu	猶太	evreu	PROPN	N;INDF;MASC;SG
猶太	evreiesc	猶太	evreiesc	PROPN	ADJ;INDF;MASC;SG
猶太	iudaism	猶太	iudaism	PROPN	N;INDF;MASC;SG
小澤	ozawa	小澤	ozawa	PROPN	PROPN
凜	rin	凜	rin	PROPN	N;INDF;MASC;SG
愛人	iubitori	愛人	iubitor	N	ADJ;INDF;MASC;PL
愛人	iubiți	愛人	iubi	N	V;IND;PL;2;IPFV;FIN
前	prostată	前	prosta	N	ADJ;INDF;FEM;SG
無奈	neajutorată	無奈	neajutorat	N	ADJ;INDF;FEM;SG
無奈	neajutorat	無奈	neajutorat	N	ADJ;INDF;MASC;SG
演示	demo	演示	demo	V	N;INDF;MASC;SG
演示	demonstrație	演示	demonstrație	V	N;INDF;FEM;SG
演示	demonstrație	演示	demonstrație	V	N;INDF;FEM;SG
定罪	condamnat	定罪	condamna	V	ADJ;INDF;MASC;SG
定罪	convingeri	定罪	convingere	V	N;INDF;FEM;PL
定罪	condamnări	定罪	condamnare	V	N;INDF;FEM;PL
定罪	condamnare	定罪	condamnare	V	N;INDF;FEM;SG
定罪	convingere	定罪	convingere	V	N;INDF;FEM;SG
定罪	condamnarea	定罪	condamnare	V	N;DEF;FEM;SG
定罪	convingerea	定罪	convingere	V	N;DEF;FEM;SG
聘用	angajare	聘用	angajare	V	N;INDF;FEM;SG
聘用	angajarea	聘用	angajare	V	N;DEF;FEM;SG
聘用	angajări	聘用	angajare	V	N;INDF;FEM;PL
孟子	mencius	孟子	mencius	PROPN	
液態	lichidă	液態	lichidă	N	ADJ;INDF;FEM;SG
博弈	joc	博弈	joc	V	N;INDF;MASC;SG
博弈	jocul	博弈	joc	V	N;DEF;MASC;SG
製造	fabricare	製造	fabricare	V	N;INDF;FEM;SG
製造	fabricarea	製造	fabricare	V	N;DEF;FEM;SG
製造	fabricație	製造	fabricație	V	N;INDF;FEM;SG
製造	fabricare	製造	fabricare	V	N;INDF;FEM;SG
製造	fabricarea	製造	fabricare	V	N;DEF;FEM;SG
製造	fabricație	製造	fabricație	V	N;INDF;FEM;SG
解雇	concedierea	解雇	concediere	V	N;DEF;FEM;SG
解雇	demiterea	解雇	demitere	V	N;DEF;FEM;SG
解雇	concediere	解雇	concediere	V	N;INDF;FEM;SG
狙擊	lunetistul	狙擊	lunetist	V	N;DEF;MASC;SG
狙擊	lunetist	狙擊	lunetist	V	N;INDF;MASC;SG
評判	judecând	評判	judeca	N	V;V.MSDR
沙丘	dune	沙丘	dune	N	
沙丘	dune	沙丘	dune	N	
會津	aizu	會津	aizi	PROPN	
奉獻	dedicată	奉獻	dedica	N	ADJ;INDF;FEM;SG
奉獻	dedicate	奉獻	dedica	N	ADJ;INDF;FEM;PL
奉獻	dedicat	奉獻	dedica	N	ADJ;INDF;MASC;SG
川	kawakami	川	kawakam	PROPN	PROPN
清新	proaspătă	清新	proaspăt	N	ADJ;INDF;FEM;SG
清新	proaspat	清新	proaspa	N	
清新	proaspăt	清新	proaspăt	N	ADV
寧	ningbo	寧	ningbo	PROPN	N;INDF;MASC;SG
憂鬱	melancolic	憂鬱	melancolic	N	ADV
憂鬱	sumbru	憂鬱	sumbru	N	ADJ;INDF;MASC;SG
憂鬱	sumbre	憂鬱	sumbru	N	ADJ;INDF;FEM;PL
創始	fondarea	創始	fondare	V	N;DEF;FEM;SG
創始	fondator	創始	fondator	V	N;INDF;MASC;SG
詐騙	fraude	詐騙	fraudă	V	N;INDF;FEM;PL
詐騙	frauda	詐騙	fraudă	V	N;DEF;FEM;SG
詐騙	fraudă	詐騙	fraudă	V	N;INDF;FEM;SG
詐騙	escrocherie	詐騙	escrocherie	V	N;INDF;FEM;SG
偷渡	contrabanda	偷渡	contrabandă	V	N;DEF;FEM;SG
偷渡	contrabandă	偷渡	contrabandă	V	N;INDF;FEM;SG
任用	numiri	任用	numire	V	N;INDF;FEM;PL
任用	programare	任用	programare	V	N;INDF;FEM;SG
任用	numire	任用	numire	V	N;INDF;FEM;SG
任用	numirea	任用	numire	V	N;DEF;FEM;SG
煙火	pirotehnice	煙火	pirotehnic	N	ADJ;INDF;FEM;PL
有序	ordonată	有序	ordona	V	ADJ;INDF;FEM;SG
有序	infirmier	有序	infirmier	V	N;INDF;MASC;SG
反彈	backlash	反彈	backlash	V	N;INDF;MASC;SG
姿勢	pozează	姿勢	poza	N	V;IND;3;PRS;FIN
離散	discrete	離散	discret	N	ADJ;INDF;FEM;PL
離散	discret	離散	discret	N	ADJ;INDF;MASC;SG
離散	discretă	離散	discret	N	ADJ;INDF;FEM;SG
週	thu	週	thu	N	
週	joi	週	joi	N	
希伯	ebraică	希伯	ebraic	PROPN	N;INDF;FEM;SG
寶座	tron	寶座	tron	N	
高能	energic	高能	energic	N	ADV
高能	energică	高能	energic	N	ADJ;INDF;FEM;SG
招聘	recrutări	招聘	recrutare	V	N;INDF;FEM;PL
招聘	recrutarea	招聘	recrutare	V	N;DEF;FEM;SG
招聘	recrutare	招聘	recrutare	V	N;INDF;FEM;SG
招聘	recrutări	招聘	recrutare	V	N;INDF;FEM;PL
招聘	recrutarea	招聘	recrutare	V	N;DEF;FEM;SG
招聘	recrutare	招聘	recrutare	V	N;INDF;FEM;SG
招聘	angajare	招聘	angajare	V	N;INDF;FEM;SG
