til	برای	til	برای	ADV	ADP
belgiske	بلژیکی	belgisk	بلژیکی	ADJ;PL	N;SG
belgiske	بلژیک	belgisk	بلژیک	ADJ;PL	N;SG
pludselig	یهویی	pludselig	یهویی	ADV	
pludselig	ناگهانی	pludselig	ناگهانی	ADV	N;SG
sejren	پیروز	sejr	پیروز	N;DEF;MASC+FEM;SG	ADJ
carsten	کارستن	carsten	کارستن	PROPN	N;SG
rev	آبسنگ	rive	آبسنگ	V;IND;PST;FIN;ACT	N;SG
rammer	فریم	ramme	فریم	V;IND;PRS;FIN;ACT	N;SG
rammer	چارچوب	ramme	چارچوب	V;IND;PRS;FIN;ACT	N;SG
rammer	چهارچوب	ramme	چهارچوب	V;IND;PRS;FIN;ACT	N;SG
juan	خوان	juan	خوان		N;SG
juan	خوآن	juan	خوآن		N;SG
free	free	free	free		N;SG
free	آزادی	free	آزادی		N;SG
free	رایگان	free	None		N;SG
free	آزاده	free	آزاده		N;SG
free	آزاد	free	آزاد		ADJ
konflikt	درگیریهای	konflikt	درگیری	N;INDF;MASC+FEM;SG	N;PL
ansvarlig	مسئول	ansvarlig	مسئول	ADJ;INDF;MASC+FEM;SG	N;SG
ansvarlig	مسول	ansvarlig	مسول	ADJ;INDF;MASC+FEM;SG	N;SG
ansvarlig	مسئولیت	ansvarlig	مسئولیت	ADJ;INDF;MASC+FEM;SG	N;SG
interesseret	علاقمندی	interessere	علاقمندی	V;INDF;SG;PST;V.PTCP	N;SG
interesseret	علاقه	interessere	علاقه	V;INDF;SG;PST;V.PTCP	N;SG
interesseret	علاقمند	interessere	علاقمند	V;INDF;SG;PST;V.PTCP	ADJ
hvornår	وقتی	hvornår	وقتی	ADV	CONJ
hvornår	چون	hvornår	چون	ADV	CONJ
sun	آفتاب	sun	آفتاب		N;SG
sun	خورشید	sun	خورشید		N;SG
sun	سون	sun	سون		N;SG
sun	سان	sun	سان		
hår	موها	hår	مو	N;INDF;NEUT;SG	N;PL
østrigsk	اتریش	østrigsk	اتریش	ADJ;INDF;SG	N;SG
østrigsk	اتریشی	østrigsk	اتریشی	ADJ;INDF;SG	N;SG
forlænget	گسترده	forlænge	گسترده	V;INDF;SG;PST;V.PTCP	ADJ
forlænget	درازا	forlænge	درازا	V;INDF;SG;PST;V.PTCP	N;SG
allan	آلان	allan	آلان		
irske	ایرلند	irsk	ایرلند	ADJ;PL	N;SG
irske	ایرلندی	irsk	ایرلندی	ADJ;PL	N;SG
sender	فرستادن	sende	None	V;IND;PRS;FIN;ACT	N;SG
sender	ارسال	sende	ارسال	V;IND;PRS;FIN;ACT	N;SG
sender	ارسال	sende	ارسال	V;IND;PRS;FIN;ACT	N;SG
party	مهمانی	party	مهمان		N;SG
party	پارتی	party	پارت		N;SG
party	مهمونی	party	مهمونی		N;SG
party	حزب	party	حزب		N;SG
party	جشن	party	جشن		N;SG
bemærk	یادداشت	bemærke	یادداشت	V;IMP	N;SG
bemærk	نکته	bemærke	نکته	V;IMP	N;SG
bemærk	نوت	bemærke	نوت	V;IMP	N;SG
america	آمریکای	america	آمریکا		N;SG
america	امریکا	america	امریکا		N;SG
america	آمریکا	america	آمریکا		N;SG
daglige	روزانه	daglig	روزانه	ADJ;PL	ADV
daglige	daily	daglig	daily	ADJ;PL	
daglige	دیلی	daglig	دیلی	ADJ;PL	N;SG
daglige	هروز	daglig	هروز	ADJ;PL	ADV
fox	فاکس	fox	فاکس	PROPN	N;SG
fox	روباه	fox	روباه	PROPN	N;SG
passende	مناسبه	passende	مناسبه	ADJ	N;SG
dance	dance	dance	dance		N;SG
dance	رقص	dance	رقص		N;SG
arts	arts	art	arts		N;SG
arts	هنر	art	هنر		N;SG
arts	هنرهای	art	هنر		N;PL
etablere	برپا	etablere	برپا	V;NFIN;ACT	N;SG
indførte	معرفی	indføre	معرفی	V;IND;PST;FIN;ACT	N;SG
dahl	دال	dahl	دال		
davis	دیویس	davis	دیویس		N;SG
gyldne	زرین	gylden	None	ADJ;PL	N;SG
gyldne	گلدن	gylden	گلدن	ADJ;PL	N;SG
gyldne	طلائی	gylden	طلایی	ADJ;PL	N;SG
douglas	داگلاس	douglas	داگلاس		N;SG
billy	بیلی	billy	بیلی		N;SG
hermann	هرمان	hermann	هرمان		N;SG
uafhængigt	مستقل	uafhængig	مستقل	ADV	ADJ
uafhængigt	مستقل	uafhængig	مستقل	ADV	ADJ
islandske	ایسلندی	islandsk	ایسلندی	ADJ;PL	N;SG
helle	پناهگاه	helle	پناهگاه		N;SG
helle	محراب	helle	None		N;SG
helle	حرم	helle	حرم		N;SG
helle	هله	helle	هله		N;SG
hænder	دست	hånd	دست	N;INDF;MASC+FEM;PL	N;SG
forsøgt	تلاش	forsøge	تلاش	V;INDF;SG;PST;V.PTCP	N;SG
andy	اندی	andy	None	PROPN	N;SG
rødt	رد	rød	رد	ADJ;INDF;NEUT;SG	N;SG
rødt	قرمز	rød	قرمز	ADJ;INDF;NEUT;SG	N;SG
rødt	سرخ	rød	سرخ	ADJ;INDF;NEUT;SG	N;SG
forladt	متروکه	forlade	متروکه	V;INDF;SG;PST;V.PTCP	N;SG
indsætte	درج	indsætte	درج	V;NFIN;ACT	N;SG
foreslog	پیشنهاد	foreslå	پیشنهاد	V;IND;PST;FIN;ACT	N;SG
flydende	شناور	flydende	None	ADJ	N;SG
flydende	مایع	flydende	مایع	ADJ	N;SG
vind	بادها	vind	باد	N;INDF;MASC+FEM;SG	N;PL
vind	بادهای	vind	باده	N;INDF;MASC+FEM;SG	N;PL
vind	پیروز	vind	پیروز	N;INDF;MASC+FEM;SG	ADJ
vind	برد	vind	برد#بر	N;INDF;MASC+FEM;SG	V;SG;3;PST
slår	تپش	slå	None	V;IND;PRS;FIN;ACT	N;SG
slår	لت	slå	لت	V;IND;PRS;FIN;ACT	N;SG
medaljer	مدال	medalje	مدال	N;INDF;MASC+FEM;PL	N;SG
fremad	جلو	fremad	جلو	ADV	N;SG
original	اصیل	original	None	ADJ;INDF;MASC+FEM;SG	N;SG
original	اوریجینال	original	اوریجینال	ADJ;INDF;MASC+FEM;SG	N;SG
daglig	daily	daglig	daily	ADV	
daglig	دیلی	daglig	دیلی	ADV	N;SG
leo	لئو	leo	لئو		N;SG
leo	leo	leo	leo		N;SG
jon	jon	jon	jon	PROPN	N;SG
hurtigere	تندتر	hurtigere	تند	ADV;CMPR	ADJ;CMPR
bremen	برمن	brem	برمن	PROPN	N;SG
ideer	ایده	ide	ایده	N;INDF;MASC+FEM;PL	N;SG
civil	civil	civil	civil		N;SG
civil	مدنی	civil	مدنی		N;SG
civil	غیرنظامی	civil	غیرنظامی		N;SG
ivan	ایوان	ivan	ایوان		N;SG
generelle	ژنرال	generel	ژنرال	ADJ;PL	N;SG
generelle	جنرال	generel	جنرال	ADJ;PL	N;SG
erhverv	مستمر	erhverv	مستمر	N;INDF;NEUT;SG	ADJ
erhverv	صنایع	erhverv	صنعت	N;INDF;NEUT;SG	N;PL
microsoft	مایکروسافت	microsoft	مایکروسافت		N;SG
microsoft	microsoft	microsoft	microsoft		N;SG
tyrkiske	ترکیه	tyrkisk	ترکیه	ADJ;PL	N;SG
tyrkiske	ترکی	tyrkisk	ترکی	ADJ;PL	N;SG
tunge	سنگینی	tung	سنگینی	ADJ;PL	N;SG
tunge	زبون	tung	زبون	ADJ;PL	N;SG
tunge	زبان	tung	زبان	ADJ;PL	N;SG
håb	امیدهای	håb	None	N;INDF;NEUT;SG	N;PL
håb	امیدوارم	håb	امتدوارم	N;INDF;NEUT;SG	V;SG;1;PRS
hannover	هانوفر	hannover	هانوفر		N;SG
hannover	هانوفر	hannover	هانوفر		N;SG
girl	دختری	girl	None		N;SG
girl	دختر	girl	دختر		N;SG
girl	girl	girl	girl		
oplevede	تجربه	opleve	تجربه	V;IND;PST;FIN;ACT	N;SG
luxembourg	لوکزامبورگ	luxembourg	لوکزامبورگ		N;SG
speciel	مخصوص	speciel	مخصوص	ADJ;INDF;MASC+FEM;SG	N;SG
speciel	خاص	speciel	خاص	ADJ;INDF;MASC+FEM;SG	N;SG
speciel	استثنایی	speciel	استثنایی	ADJ;INDF;MASC+FEM;SG	N;SG
speciel	خاصه	speciel	خاصه	ADJ;INDF;MASC+FEM;SG	N;SG
hænger	آویزان	hænge	آویزان	V;IND;PRS;FIN;ACT	N;SG
udbredte	گسترده	udbrede	گسترده	V;PL;PST;V.PTCP	ADJ
benjamin	بنجامین	benjamin	بنجامین		N;SG
benjamin	بنیامین	benjamin	بنیامین		N;SG
tales	داستانها	tale	داستان	V;IND;PRS;FIN;PASS	N;PL
traditionel	سنتی	traditionel	سنت	ADJ;INDF;MASC+FEM;SG	N;SG
hårde	سخت	hård	سخت	ADJ;PL	ADV
hårde	عالیست	hård	عالیست	ADJ;PL	N;SG
hårde	زننده	hård	None	ADJ;PL	N;SG
uafhængig	استقلال	uafhængig	استقلال	ADJ;INDF;MASC+FEM;SG	N;SG
uafhængig	استقلالی	uafhængig	استقلالی	ADJ;INDF;MASC+FEM;SG	N;SG
afdelinger	چمبرز	afdeling	چمبرز	N;INDF;MASC+FEM;PL	N;SG
afdelinger	شعبه	afdeling	شعبه	N;INDF;MASC+FEM;PL	N;SG
afdelinger	شاخه	afdeling	شاخه	N;INDF;MASC+FEM;PL	N;SG
parker	پارکر	park	None	N;INDF;MASC+FEM;PL	N;SG
adams	آدامز	adams	آدامز		N;SG
adams	ادامز	adams	ادامز		N;SG
geografiske	جغرافیایی	geografisk	None	ADJ;PL	N;SG
geografiske	جغرافی	geografisk	جغرافی	ADJ;PL	N;SG
heavy	سنگین	heavy	سنگین	N;INDF;NEUT;SG	ADJ
body	بدن	body	بدن		N;SG
body	بدنی	body	بدنی		N;SG
body	بدنه	body	بدنه		N;SG
body	جسم	body	جسم		N;SG
body	b	body	b		N;SG
henrettet	اعدام	henrette	None	V;INDF;SG;PST;V.PTCP	N;SG
talent	استعدادها	talent	استعداد	N;INDF;NEUT;SG	N;PL
mord	قتلهای	mord	قتل	N;INDF;NEUT;SG	N;PL
administrativt	اداری	administrativt	None	ADV	N;SG
godkendt	مجاز	godkende	مجاز	V;INDF;SG;PST;V.PTCP	ADJ
godkendt	تأیید	godkende	تأیید	V;INDF;SG;PST;V.PTCP	N;SG
godkendt	مجاز	godkende	مجاز	V;INDF;SG;PST;V.PTCP	ADJ
light	سبک	light	سبک		N;SG
light	روشنایی	light	None		N;SG
light	نور	light	نور		N;SG
light	روشن	light	روشن		ADJ
light	نوری	light	نوری		N;SG
forhandlinger	مذاکره	forhandling	مذاکره	N;INDF;MASC+FEM;PL	N;SG
forhandlinger	مناظره	forhandling	مناظره	N;INDF;MASC+FEM;PL	N;SG
hugo	هوگو	hugo	هوگو		N;SG
hugo	هیوگو	hugo	هیوگو		N;SG
dark	دارک	dark	دارک		N;SG
dark	تاریک	dark	None		N;SG
dark	تیره	dark	تیره		N;SG
kommunikation	ارتباطات	kommunikation	ارتباط	N;INDF;MASC+FEM;SG	N;PL
kommunikation	ارتباطات	kommunikation	ارتباط	N;INDF;MASC+FEM;SG	N;PL
kommunikation	آیات	kommunikation	None	N;INDF;MASC+FEM;SG	N;PL
smukke	زیباست	smukke	زیباست	ADJ;PL	N;SG
smukke	خوشگل	smukke	خوشگل	ADJ;PL	N;SG
smukke	خوشگل	smukke	خوشگل	ADJ;PL	N;SG
smukke	خوشگله	smukke	خوشگله	ADJ;PL	N;SG
smukke	خیلی	smukke	خیلی	ADJ;PL	ADV
smukke	خوشگله	smukke	خوشگله	ADJ;PL	N;SG
smukke	مجلل	smukke	مجلل	ADJ;PL	N;SG
forkert	نادرست	forkert	نادرست	ADJ;INDF;SG	N;SG
forkert	اشتباه	forkert	اشتباه	ADJ;INDF;SG	N;SG
forkert	نادرست	forkert	نادرست	ADJ;INDF;SG	N;SG
aab	aab	aab	aab	PROPN	N;SG
media	رسانه	media	رسانه		N;SG
canadiske	کانادایی	canadisk	کانادایی	ADJ;PL	N;SG
canadiske	کانادا	canadisk	کانادا	ADJ;PL	N;SG
bevægelser	جنبش	bevægelse	جنبش	N;INDF;MASC+FEM;PL	N;SG
bevægelser	تحرک	bevægelse	تحرک	N;INDF;MASC+FEM;PL	N;SG
bevægelser	نهضت	bevægelse	نهضت	N;INDF;MASC+FEM;PL	N;SG
double	دابل	doubel	دابل		N;SG
double	دونفره	doubel	دونفره		N;SG
besætning	سرنشینان	besætning	سرنشین	N;INDF;MASC+FEM;SG	N;PL
jødisk	یهود	jødisk	یهود	ADJ;INDF;SG	N;SG
jødisk	یهودیان	jødisk	یهودی	ADJ;INDF;SG	N;PL
jødisk	یهودی	jødisk	یهودی	ADJ;INDF;SG	N;SG
california	california	california	california		N;SG
california	کالیفرنیا	california	None		N;SG
genstande	مقاله	genstand	مقاله	N;INDF;MASC+FEM;PL	N;SG
erstatning	آسیبهای	erstatning	آسیب	N;INDF;MASC+FEM;SG	N;PL
erstatning	صدمات	erstatning	صدمه	N;INDF;MASC+FEM;SG	N;PL
erstatning	جایگزین	erstatning	جایگزین	N;INDF;MASC+FEM;SG	ADJ
sygdomme	بیماری	sygdom	بیماری	N;INDF;MASC+FEM;PL	N;SG
arkæologiske	باستانشناسی	arkæologisk	باستانشناسی	ADJ;PL	N;SG
sjette	ششمی	sjette	ششمی	ADJ	N;SG
sendes	ارسالی	sende	ارسالی	V;IND;PRS;FIN;PASS	N;SG
stående	قیام	stå	قیام	V;PRS;V.PTCP	N;SG
stående	ایستادن	stå	None	V;PRS;V.PTCP	N;SG
menneskelige	انسان	menneskelig	انسان	ADJ;PL	N;SG
menneskelige	انسانی	menneskelig	انسانی	ADJ;PL	N;SG
menneskelige	بشر	menneskelig	بشر	ADJ;PL	N;SG
absolut	مطلق	absolut	مطلق	ADV	N;SG
josé	جوز	josé	جوز		N;SG
josé	خوزه	josé	خوزه		N;SG
josé	خسه	josé	خسه		N;SG
josé	ژوزه	josé	ژوزه		N;SG
josé	خوزه	josé	خوزه		N;SG
stig	استیگ	stig	استیگ		N;SG
book	کتاب	book	کتاب	V;IMP	N;SG
book	b	book	b	V;IMP	INTJ
book	کتابی	book	کتاب	V;IMP	N;SG
hot	گرم	hot	گرم	N;INDF;NEUT;SG	ADJ
off	خاموش	off	خاموش		N;SG
bogstav	نامهای	bogstav	نامه	N;INDF;NEUT;SG	N;PL
aktivt	فعالانه	aktiv	فعالانه	ADJ;INDF;NEUT;SG	ADV
bund	تهش	bund	تهش	N;INDF;MASC+FEM;SG	
bund	پایین	bund	پایین	N;INDF;MASC+FEM;SG	ADV;ESS
solo	سولو	solo	سولو		N;SG
hævder	ادعا	hævde	ادعا	V;IND;PRS;FIN;ACT	N;SG
tegner	ترسیم	tegne	ترسیم	V;IND;PRS;FIN;ACT	N;SG
tegner	نقاشی	tegne	نقاشی	V;IND;PRS;FIN;ACT	N;SG
tegner	کشیدن	tegne	کشیدن	V;IND;PRS;FIN;ACT	N;SG
rester	مانده	rest	ماند#مان	N;INDF;MASC+FEM;PL	V;SG;3;V.PTCP
sjældne	نادره	sjælden	نادره	ADJ;PL	N;SG
sjældne	کمیاب	sjælden	کمیاب	ADJ;PL	N;SG
sjældne	نادر	sjælden	نادر	ADJ;PL	N;SG
sjældne	نادری	sjælden	نادری	ADJ;PL	N;SG
fanget	دستگیر	fange	دستگیر	V;INDF;SG;PST;V.PTCP	ADJ
fanget	اسیر	fange	اسیر	V;INDF;SG;PST;V.PTCP	N;SG
redde	نجات	redde	نجات	V;NFIN;ACT	N;SG
redde	ذخیره	redde	ذخیره	V;NFIN;ACT	N;SG
redde	ذخیرۀ	redde	ذخیرۀ	V;NFIN;ACT	N;SG
redde	نجات	redde	نجات	V;NFIN;ACT	N;SG
nævner	مخرج	nævne	مخرج	V;IND;PRS;FIN;ACT	N;SG
nævner	یادی	nævne	یادی	V;IND;PRS;FIN;ACT	N;SG
sven	اسون	sven	اسون		N;SG
sven	سون	sven	سون		N;SG
flygte	گریز	flygte	گریز	V;NFIN;ACT	N;SG
flygte	فرار	flygte	فرار	V;NFIN;ACT	N;SG
kant	مرزبانی	kant	مرزبانی	N;INDF;MASC+FEM;SG	N;PL
boys	پسران	boys	پسر		N;PL
boys	پسرها	boys	پسر		N;PL
boys	پسرا	boys	پسرا		N;PL
hvidt	سپید	hvid	سپید	ADJ;INDF;NEUT;SG	N;SG
hvidt	وایت	hvid	وایت	ADJ;INDF;NEUT;SG	N;SG
dead	مرده	dead	مرده		N;SG
dead	مردن	dead	مردن		N;SG
dead	مُرده	dead	مُرده		ADJ
dead	مردگان	dead	مرده		N;PL
tøj	لباسها	tøj	لباس	N;INDF;NEUT;SG	N;PL
tøj	لباسهای	tøj	لباس	N;INDF;NEUT;SG	N;PL
aspx	aspx	aspx	aspx		N;SG
motorer	موتورز	motor	موتورز	N;INDF;MASC+FEM;PL	N;SG
navngivet	نامدار	navngivet	نامدار	V;INDF;SG;PST;V.PTCP	N;SG
boy	پسر	boy	پسر		N;SG
boy	boy	boy	boy		
ali	علی	ali	علی	PROPN	N;SG
ali	ali	ali	ali	PROPN	N;SG
offentligheden	عمومی	offentlighed	عمومی	N;DEF;MASC+FEM;SG	ADJ
offentligheden	علنی	offentlighed	None	N;DEF;MASC+FEM;SG	ADJ
prag	پراگ	prag	پراگ	PROPN	N;SG
grå	خاکستری	grå	خاکستری	ADJ;INDF;SG	N;SG
grå	گری	grå	گری	ADJ;INDF;SG	
grå	خاکستری	grå	خاکستری	ADJ;INDF;SG	N;SG
baby	جیگر	baby	جیگر	N;INDF;MASC+FEM;SG	
baby	عزیزم	baby	عزیزم	N;INDF;MASC+FEM;SG	INTJ
wwf	wwf	wwf	wwf	PROPN	N;SG
plader	بشقاب	plade	بشقاب	N;INDF;MASC+FEM;PL	N;SG
plader	ورقه	plade	None	N;INDF;MASC+FEM;PL	N;SG
plader	برگه	plade	برگه	N;INDF;MASC+FEM;PL	N;SG
plader	رکوردز	plade	رکوردز	N;INDF;MASC+FEM;PL	N;SG
plader	ملافه	plade	ملافه	N;INDF;MASC+FEM;PL	N;SG
plader	پلاک	plade	None	N;INDF;MASC+FEM;PL	N;SG
plader	بشقاب	plade	بشقاب	N;INDF;MASC+FEM;PL	N;SG
nogenlunde	اعتدالی	nogenlunde	اعتدالی	ADV	N;SG
rio	ریو	rio	ریو		N;SG
jersey	نیوجرسی	jersey	نیوجرسی		N;SG
jersey	جرسی	jersey	جرسی		N;SG
jersey	جرزی	jersey	جرزی		N;SG
bære	حمل	bære	حمل	V;NFIN;ACT	N;SG
bære	پوشیدن	bære	پوشیدن	V;NFIN;ACT	N;SG
bære	خرس	bære	None	V;NFIN;ACT	N;SG
bære	بیر	bære	بیر	V;NFIN;ACT	INTJ
bære	خرسی	bære	خرسی	V;NFIN;ACT	N;SG
rig	ثروتمند	rig	ثروتمند	ADJ;INDF;MASC+FEM;SG	N;SG
rig	ثروتمندان	rig	ثروتمند	ADJ;INDF;MASC+FEM;SG	N;PL
rig	پولدار	rig	None	ADJ;INDF;MASC+FEM;SG	N;SG
rig	پولداری	rig	پولداری	ADJ;INDF;MASC+FEM;SG	N;SG
rig	ریچ	rig	ریچ	ADJ;INDF;MASC+FEM;SG	N;SG
global	سراسری	global	سراسری	ADJ;INDF;MASC+FEM;SG	N;SG
global	جهانی	global	جهانی	ADJ;INDF;MASC+FEM;SG	N;SG
global	گلوبال	global	گلوبال	ADJ;INDF;MASC+FEM;SG	N;SG
varianter	variant	variant	None	N;INDF;MASC+FEM;PL	N;SG
queen	queen	que	queen		N;SG
queen	ملکه	que	ملکه		N;SG
queen	بیبی	que	بیبی		N;SG
tidligste	معنى	tidlig	معنى	ADJ;DEF;RL	N;SG
rækker	صف	række	صف	N;INDF;MASC+FEM;PL	N;SG
horn	صور	horn	صورت	N;INDF;MASC+FEM;SG	N;PL
foregående	پیشین	foregående	پیشین	ADJ	N;SG
liberale	لیبرالها	liberal	لیبرال	ADJ;PL	N;PL
liberale	لیبرال	liberal	لیبرال	ADJ;PL	N;SG
liberale	آزادیخواه	liberal	آزادیخواه	ADJ;PL	N;SG
henri	آنری	henri	آنری		N;SG
trommeslager	درامر	trommeslag	درامر	N;INDF;MASC+FEM;PL	N;SG
amalie	آمالی	amalie	آمالی		N;SG
skotsk	اسکاتلندی	skotsk	اسکاتلندی	ADJ;INDF;SG	N;SG
skotsk	اسکاتلند	skotsk	اسکاتلند	ADJ;INDF;SG	N;SG
skotsk	اسکاتلندی	skotsk	اسکاتلندی	ADJ;INDF;SG	N;SG
manuel	مانوئل	manuel	مانوئل		N;SG
manuel	دستی	manuel	دست		N;SG
manuel	راهنما	manuel	None		N;SG
krydser	صلیب	krydse	صلیب	V;IND;PRS;FIN;ACT	N;SG
krydser	کراس	krydse	کراس	V;IND;PRS;FIN;ACT	N;SG
krydser	عبور	krydse	عبور	V;IND;PRS;FIN;ACT	N;SG
krydser	ناو	krydse	ناو	V;IND;PRS;FIN;ACT	N;SG
krydser	رزمناو	krydse	رزمناو	V;IND;PRS;FIN;ACT	N;SG
bjergene	کوهستان	bjerg	کوهستان	N;DEF;NEUT;PL	N;SG
jacques	ژاک	jacque	ژاک		N;SG
erobre	تسخیر	erobre	تسخیر	V;NFIN;ACT	N;SG
erobre	فتح	erobre	فتح	V;NFIN;ACT	N;SG
erobre	غلبه	erobre	غلبه	V;NFIN;ACT	N;SG
carlos	کارلوس	carlos	کارلوس		N;SG
carlos	اوس	carlos	اوس		N;SG
alvorligt	جدی	alvorligt	جدی	ADV	ADJ
alvorligt	شدید	alvorligt	شدید	ADV	N;SG
boliger	مسکن	bolig	مسکن	N;INDF;MASC+FEM;PL	N;SG
boliger	کاشانه	bolig	کاشانه	N;INDF;MASC+FEM;PL	N;SG
fritz	فریتس	fritz	فریتس		N;SG
fritz	فریتز	fritz	فریتز		N;SG
lån	قرض	lån	قرض	N;INDF;NEUT;PL	N;SG
lån	وام	lån	وام	N;INDF;NEUT;PL	N;SG
reklame	تبلیغات	reklame	تبلیغ	N;INDF;MASC+FEM;SG	N;PL
non	عدم	non	عدم		N;SG
non	غیر	non	غیر		ADV;NEG
centralt	سنترال	centralt	سنترال	ADJ;INDF;NEUT;SG	N;SG
centralt	مرکز	centralt	مرکز	ADJ;INDF;NEUT;SG	N;SG
nationer	ملت	nation	ملت	N;INDF;MASC+FEM;PL	N;SG
riga	ریگا	riga	ریگا		N;SG
mærke	احساس	mærke	احساس	V;NFIN;ACT	N;SG
mærke	حس	mærke	حس	V;NFIN;ACT	N;SG
mærke	برچسب	mærke	برچسب	V;NFIN;ACT	
mærke	تگ	mærke	تگ	V;NFIN;ACT	N;SG
mærke	برچسب	mærke	برچسب	V;NFIN;ACT	
mærke	مارک	mærke	مارک	V;NFIN;ACT	N;SG
højst	اکثر	højst	اکثر	ADV	ADJ
højst	بیشتر	højst	بیش	ADV	ADJ;CMPR
højst	بیشترین	højst	بیش	ADV	ADJ;RL
krone	سرها	krone	سر	N;INDF;MASC+FEM;SG	N;PL
krone	سرهای	krone	سر	N;INDF;MASC+FEM;SG	N;PL
trin	گامهای	trin	گام	N;INDF;NEUT;SG	N;PL
vers	آیات	vers	None	N;INDF;NEUT;SG	N;PL
kredsløb	مدارهای	kredsløb	مدار	N;INDF;NEUT;SG	N;PL
english	انگلیسی	english	انگلیسی		N;SG
english	english	english	english		N;SG
mortensen	مورتنسن	mortensen	مورتنسن	PROPN	N;SG
fortællinger	داستان	fortælling	داستان	N;INDF;MASC+FEM;PL	N;SG
beskyttet	محفوظ	beskytte	None	V;INDF;SG;PST;V.PTCP	ADJ
berg	برگ	berg	برگ		N;SG
interessant	جالبی	interessant	جالب	ADJ;INDF;SG	N;SG
interessant	جالبه	interessant	جالبه	ADJ;INDF;SG	N;SG
israelske	اسرائیلی	israelsk	اسرائیلی	ADJ;PL	N;SG
israelske	اسراییل	israelsk	اسراییل	ADJ;PL	N;SG
israelske	اسرائیل	israelsk	اسرائیل	ADJ;PL	N;SG
orange	پرتقال	orange	پرتقال	ADJ	N;SG
orange	نارنجی	orange	نارنجی	ADJ	N;SG
orange	اورنج	orange	اورنج	ADJ	N;SG
besøgende	مهمان	besøge	مهمان	V;PRS;V.PTCP	N;SG
køn	خیلی	køn	خیلی	N;INDF;MASC+FEM;SG	ADV
skotske	اسکاتلند	skotsk	اسکاتلند	ADJ;PL	N;SG
skotske	اسکاتلندی	skotsk	اسکاتلندی	ADJ;PL	N;SG
floder	ریورز	flode	ریورز	N;INDF;MASC+FEM;PL	N;SG
religiøs	دینی	religiøs	دین	ADJ;INDF;MASC+FEM;SG	N;SG
modtage	دریافت	modtage	دریافت	V;NFIN;ACT	N;SG
sky	آسمان	sky	آسمان		N;SG
sky	اسکای	sky	اسکا		N;SG
sky	ابری	sky	ابری		N;SG
sky	ابر	sky	ابر		N;SG
lejligheder	یت	lejlighed	هست	N;INDF;MASC+FEM;PL	
omdannet	مسخ	omdanne	مسخ	V;INDF;SG;PST;V.PTCP	N;SG
tillader	اجازۀ	tillade	اجازۀ	V;IND;PRS;FIN;ACT	N;SG
tillader	اجازه	tillade	اجازه	V;IND;PRS;FIN;ACT	N;SG
beijing	پکن	beijing	پکن		N;SG
passerer	برود	passere	رفت#رو	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS
passerer	گذشتن	passere	گذشتن	V;IND;PRS;FIN;ACT	N;SG
passerer	وفات	passere	وفات	V;IND;PRS;FIN;ACT	N;SG
passerer	گذر	passere	None	V;IND;PRS;FIN;ACT	N;SG
rene	رنه	ren	رنه	ADJ;PL	N;SG
rene	خالص	ren	خالص	ADJ;PL	N;SG
rene	ناب	ren	ناب	ADJ;PL	N;SG
rene	پاکم	ren	پاکم	ADJ;PL	N;SG
alvorlige	شدید	alvorlig	شدید	ADJ;PL	N;SG
guild	صنف	guild	صنف		N;PL
skandinavien	اسکاندیناوی	skandinavien	اسکاندیناوی		N;SG
skandinavien	اسکاندیناوی	skandinavien	اسکاندیناوی		N;SG
kaj	kaj	kaj	kaj	PROPN	
kaj	کاج	kaj	کاج	PROPN	N;SG
kaj	اسکله	kaj	اسکله	PROPN	N;SG
tidende	ژورنال	tidende	ژورنال	V;PRS;V.PTCP	N;SG
tidende	مجله	tidende	مجله	V;PRS;V.PTCP	N;SG
tidende	نشریه	tidende	نشریه	V;PRS;V.PTCP	N;SG
auf	auf	auf	auf	V;IND;PST;FIN;ACT	N;SG
story	داستان	story	داستان		N;SG
story	داستانی	story	داستان		N;SG
story	قصه	story	None		N;SG
berører	رسد	berøre	رسید#رس	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS
tommy	تامی	tommy	تامی		N;SG
skridt	گامهای	skridt	گام	N;INDF;NEUT;SG	N;PL
teorier	نظریه	teori	نظریه	N;INDF;MASC+FEM;PL	N;SG
fredede	محفوظ	frede	None	V;PL;PST;V.PTCP	ADJ
revet	آبسنگ	rive	آبسنگ	V;INDF;SG;PST;V.PTCP	N;SG
bulgarien	بلغارستان	bulgarie	بلغارستان	PROPN	N;SG
font	قلم	font	قلم		N;SG
følelser	عاطفه	følelse	عاطفه	N;INDF;MASC+FEM;PL	N;SG
følelser	هیجانی	følelse	هیجانی	N;INDF;MASC+FEM;PL	N;SG
følelser	احساس	følelse	احساس	N;INDF;MASC+FEM;PL	N;SG
følelser	احساساتی	følelse	None	N;INDF;MASC+FEM;PL	N;SG
administrativ	اداری	administrativ	None	ADJ;INDF;MASC+FEM;SG	N;SG
kemisk	شیمیایی	kemisk	شیمیایی	ADJ;INDF;SG	N;SG
fattige	فقیران	fattig	فقیر	ADJ;PL	N;PL
fattige	فقیر	fattig	None	ADJ;PL	N;SG
fattige	فقیری	fattig	فقیری	ADJ;PL	N;SG
fattige	بیچاره	fattig	بیچاره	ADJ;PL	N;SG
