של	shel	של	shel	PART;GEN	N;NOM;INDF;MASC+FEM;SG
החליף	bytt	החליף	byta	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הסכמה	medgivande	הסכמה	medgivande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
מחיר	price	מחיר	price	N;MASC;SG	PROPN;NOM
מחיר	kostnader	מחיר	kostnad	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
מחיר	kosta	מחיר	kosta	N;MASC;SG	V;IMP;FIN;ACT
צעד	kliv	צעד	kliv	N;MASC;SG	V;IMP;FIN;ACT
אוצר	skatter	אוצר	skatt	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
דובר	talesman	דובר	talesman	PROPN	N;NOM;INDF;MASC+FEM;SG
דובר	dover	דובר	dover	PROPN	PROPN;NOM
דעה	åsikter	דעה	åsikt	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
דעה	yttranden	דעה	yttrande	N;FEM;SG	N;NOM;INDF;NEUT;PL
מחזות	spelar	מחזה	spela	N;MASC;PL	V;IND;PRS;FIN;ACT
קווין	quinn	קווין	quinn	PROPN	PROPN;NOM
קווין	kevin	קווין	kevin	PROPN	PROPN;NOM
העביר	vidarebefordrade	העביר	vidarebefordra	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
אליפויות	mästerskap	אליפות	mästerskap	N;FEM;PL	N;NOM;INDF;NEUT;SG
אליפויות	championships	אליפות	championships	N;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ובפרט	specifikt	ובפרט	specifikt	PROPN	ADV
נוצרו	bildas	נוצר	bilda	V;PL;3;PST;MID	V;IND;FIN;PASS
נוצרו	bildade	נוצר	bilda	V;PL;3;PST;MID	V;IND;PST;FIN;ACT
נוצרו	bildats	נוצר	bilda	V;PL;3;PST;MID	V;V.CVB;PASS
נוצרו	bildat	נוצר	bilda	V;PL;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נוצרו	bildades	נוצר	bilda	V;PL;3;PST;MID	V;IND;PST;FIN;PASS
נוצרו	skapad	נוצר	skapa	V;PL;3;PST;MID	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נוצרו	skapat	נוצר	skapa	V;PL;3;PST;MID	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נוצרו	skapade	נוצר	skapa	V;PL;3;PST;MID	V;IND;PST;FIN;ACT
נוצרו	skapats	נוצר	skapa	V;PL;3;PST;MID	V;V.CVB;PASS
נוצרו	skapades	נוצר	skapa	V;PL;3;PST;MID	V;IND;PST;FIN;PASS
גדי	capricorn	גדי	capricor	PROPN	N;NOM;INDF;NEUT;SG
מוסלמים	muslimskt	מוסלמי	muslimsk	N;MASC;PL	ADJ;NOM;INDF;NEUT;SG
מוסלמים	muslim	מוסלמי	muslim	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
מוסלמים	muslimska	מוסלמי	muslimsk	N;MASC;PL	ADJ;NOM;PL
מוסלמים	muslimsk	מוסלמי	muslimsk	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
מבוא	introduktion	מבוא	introduktion		N;NOM;INDF;MASC+FEM;SG
מבוא	inledning	מבוא	inledning		N;NOM;INDF;MASC+FEM;SG
מבוא	införande	מבוא	införande		N;NOM;INDF;NEUT;SG
מבוא	införsel	מבוא	införsel		N;NOM;INDF;NEUT;SG
מבוא	introduktion	מבוא	introduktion		N;NOM;INDF;MASC+FEM;SG
מבוא	intro	מבוא	intro		N;NOM;INDF;NEUT;SG
מבוא	förord	מבוא	förord		N;NOM;INDF;NEUT;SG
הרוב	most	הרוב	most		N;NOM;INDF;MASC+FEM;SG
הרוב	mest	הרוב	mycket		ADV;RL
הרוב	majoriteten	הרוב	majoritet		N;NOM;DEF;MASC+FEM;SG
הרוב	majoritet	הרוב	majoritet		N;NOM;INDF;MASC+FEM;SG
משימות	uppdrag	משימה	uppdrag	N;FEM;PL	N;NOM;INDF;NEUT;SG
משימות	uppdrag	משימה	uppdrag	N;FEM;PL	N;NOM;INDF;NEUT;SG
הודיעה	meddelat	הודיע	meddela	V;FEM;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הודיעה	aviserat	הודיע	avisera	V;FEM;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
למידה	studier	למידה	studie	PROPN	N;NOM;INDF;MASC+FEM;PL
למידה	studie	למידה	studium	PROPN	N;NOM;INDF;MASC+FEM;SG
למידה	studera	למידה	studera	PROPN	V;IMP;FIN;ACT
למידה	lära	למידה	lära	PROPN	V;IMP;FIN;ACT
למידה	lärande	למידה	lärande	PROPN	N;NOM;INDF;NEUT;SG
למידה	inlärning	למידה	inlärning	PROPN	N;NOM;INDF;MASC+FEM;SG
פוסט	inlägg	פוסט	inlägg	PROPN	N;NOM;INDF;NEUT;SG
פוסט	publicera	פוסט	publicera	PROPN	V;IMP;FIN;ACT
פוסט	inlägget	פוסט	inlägg	PROPN	N;NOM;DEF;NEUT;SG
פוסט	post	פוסט	post	PROPN	N;NOM;INDF;MASC+FEM;SG
ניר	nir	ניר	nir	PROPN	N;NOM;INDF;MASC+FEM;SG
שחר	gryning	שחר	gryning	PROPN	N;NOM;INDF;MASC+FEM;SG
שחר	dawn	שחר	da	PROPN	PROPN;NOM
שחר	gryningen	שחר	gryning	PROPN	N;NOM;DEF;MASC+FEM;SG
שחר	shahar	שחר	shaha	PROPN	N;NOM;INDF;MASC+FEM;SG
סבל	vånda	סבל	vånda		N;NOM;INDF;MASC+FEM;SG
סבל	plågor	סבל	plåga		N;NOM;INDF;MASC+FEM;PL
סבל	lidande	סבל	lidande		N;NOM;INDF;NEUT;SG
סבל	lidanden	סבל	lidande		N;NOM;INDF;NEUT;PL
סבל	misär	סבל	misär		N;NOM;INDF;MASC+FEM;SG
סבל	elände	סבל	elände		N;NOM;INDF;NEUT;SG
אחים	brothers	אח	broth	N;PL	N;GEN;INDF;MASC+FEM;SG
אחים	bros	אח	bros	N;PL	PROPN;NOM
אתונה	aten	אתונה	aten	PROPN	PROPN;NOM
נס	ness	נס	ness		PROPN;NOM
נס	mirakel	נס	mirakel		N;NOM;INDF;NEUT;SG
בנוי	strukturerade	בנה	strukturera	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
בנוי	strukturerat	בנה	strukturerad	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בנוי	strukturerad	בנה	strukturerad	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
בנוי	byggt	בנה	bygga	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בנוי	byggda	בנה	bygga	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
בנוי	byggd	בנה	bygga	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
בנוי	konstruerade	בנה	konstruerad	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PL;PST;V.PTCP
בנוי	konstruerat	בנה	konstruerad	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בנוי	konstruerad	בנה	konstruerad	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ילדה	barn	ילד	barn	N;FEM;SG	N;NOM;INDF;NEUT;PL
משפטי	juridiska	משפטי	juridisk	ADJ;MASC;SG	ADJ;NOM;PL
משפטי	rättsliga	משפטי	rättslig	ADJ;MASC;SG	ADJ;NOM;PL
אופ	ope	אופ	ope		PROPN;NOM
ובמקום	istället	ובמקום	istället	PROPN	ADV
לפתור	lös	פתר	lö	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
אמי	emmy	אמי	emmy		N;NOM;INDF;MASC+FEM;SG
מושב	sittplatser	מושב	sittplats		N;NOM;INDF;MASC+FEM;PL
מושב	platser	מושב	plats		N;NOM;INDF;MASC+FEM;PL
מושב	säten	מושב	sät		N;NOM;INDF;NEUT;PL
מושב	säte	מושב	säte		N;NOM;INDF;NEUT;SG
מושב	sittplats	מושב	sittplats		V;V.CVB;PASS
עתיד	framtida	עתיד	framtida	N;MASC;SG	ADJ;NOM
עתיד	blivande	עתיד	blivande	N;MASC;SG	ADJ;NOM;PRS;V.PTCP
חכמים	smarta	חכם	smart	N;MASC;PL	ADJ;NOM;PL
חכמים	smart	חכם	smar	N;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
אייל	hjortar	אייל	hjort	PROPN	N;NOM;INDF;MASC+FEM;PL
אייל	rådjur	אייל	rådjur	PROPN	N;NOM;INDF;NEUT;PL
אייל	hjort	אייל	hjort	PROPN	N;NOM;INDF;MASC+FEM;SG
השישית	sexan	השישית	sexan	ADV	N;NOM;DEF;MASC+FEM;SG
השישית	sjätte	השישית	sjätte	ADV	ADJ;NOM
תארים	grader	תואר	grad	N;MASC;PL	N;NOM;INDF;MASC+FEM;SG
שנית	sekund	שנית	sekund		N;NOM;INDF;MASC+FEM;SG
שנית	andra	שנית	annan		PRO;INDF;PL
מלווה	åtföljda	ליווה	åtföljd		ADJ;NOM;PL;PST;V.PTCP
מלווה	åtföljs	ליווה	åtfölja		V;IND;PRS;FIN;PASS
מלווה	åtföljdes	ליווה	åtfölja		V;IND;PST;FIN;PASS
מלווה	medföljer	ליווה	medfölja		V;IND;PRS;FIN;ACT
מלווה	medföljande	ליווה	medfölja		ADJ;NOM;PRS;V.PTCP
מלווה	förkläde	ליווה	förkläde		N;NOM;INDF;NEUT;SG
מלווה	kompanjon	ליווה	kompanjon		N;NOM;INDF;MASC+FEM;SG
מלווה	följeslagare	ליווה	följeslagare		N;NOM;INDF;MASC+FEM;PL
קרני	carney	קרני	carney		PROPN;NOM
קרני	strålar	קרני	stråla		N;NOM;INDF;MASC+FEM;PL
קרני	kearney	קרני	kearney		PROPN;NOM
איטלקי	italienare	איטלקי	italienare	PROPN	N;NOM;INDF;MASC+FEM;PL
איטלקי	italienska	איטלקי	italiensk	PROPN	ADJ;NOM;PL
איטלקי	italienskt	איטלקי	italiensk	PROPN	ADJ;NOM;INDF;NEUT;SG
איטלקי	italiensk	איטלקי	italiensk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
עסקה	transaktioner	עסקה	transaktion	N;FEM;SG	N;NOM;INDF;MASC+FEM;PL
עסקה	erbjudande	עסקה	erbjudande	N;FEM;SG	ADJ;NOM;PRS;V.PTCP
מעוניין	intresserade	מעוניין	intresserad	ADJ;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
תקף	giltigt	תקף	giltig	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG
תקף	giltiga	תקף	giltig	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL
תקף	giltig	תקף	giltig	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG
תקף	attackerad	תקף	attackerad	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
תקף	attackerade	תקף	attackera	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
תקף	överfallen	תקף	överfall	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC+FEM;SG
המקומיים	lokalbefolkningen	המקום	lokalbefolkning	N;MASC;DU	N;NOM;DEF;MASC+FEM;SG
הוסיף	tillagda	הוסיף	tillagd	V;MASC;SG;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
הוסיף	tillagt	הוסיף	tillägga	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הוסיף	tillagd	הוסיף	tillagd	V;MASC;SG;3;PST;ACT	N;NOM;INDF;MASC+FEM;SG
הוסיף	tillsatt	הוסיף	tillsatt	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
אליס	ellis	אליס	ellis	PROPN	PROPN;NOM
אליס	alice	אליס	alice	PROPN	PROPN;NOM
מסר	messer	מסר	mess	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
ממוקמת	ligger	מוקם	ligga	V;FEM;SG;V.PTCP;PASS	V;IND;PRS;FIN;ACT
ממוקמת	lokaliserad	מוקם	lokaliserad	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ממוקמת	belägen	מוקם	belägen	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
ממוקמת	lokaliserat	מוקם	lokalisera	V;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
עיקרי	primärt	עיקרי	primär	ADJ;MASC;SG	ADV
עיקרי	primära	עיקרי	primär	ADJ;MASC;SG	ADJ;NOM;PL
בנפרד	separat	בנפרד	separat	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
בנפרד	individuellt	בנפרד	individuell	PROPN	ADV
בנפרד	isär	בנפרד	isär	PROPN	ADV
בנפרד	bortsett	בנפרד	bortsett	PROPN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
בנפרד	separat	בנפרד	separat	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
בנפרד	separata	בנפרד	separat	PROPN	ADJ;NOM;PL
בנפרד	separera	בנפרד	separera	PROPN	V;IMP;NFIN;ACT
עדן	aden	עדן	aden		PROPN;NOM
עדן	himmel	עדן	himmel		N;NOM;INDF;MASC+FEM;SG
עדן	heaven	עדן	heav		N;NOM;DEF;MASC+FEM;SG
עדן	himlen	עדן	himle		N;NOM;DEF;MASC+FEM;SG
עדן	himmelriket	עדן	himmelrik		N;NOM;DEF;NEUT;SG
עדן	himmelen	עדן	himmel		N;NOM;DEF;MASC+FEM;SG
עדן	eden	עדן	eden		N;NOM;INDF;MASC+FEM;SG
לצפות	klocka	None	klocka	V;NFIN	N;NOM;INDF;MASC+FEM;SG
מכר	såld	מכר	såld	N;MASC;SG	V;NOM;SG;PST;V.PTCP
מכר	sålda	מכר	såld	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
מכר	säljs	מכר	sälja	N;MASC;SG	V;IND;PRS;FIN;PASS
מכר	sålt	מכר	sålt	N;MASC;SG	V;V.CVB;ACT
מכר	bekanta	מכר	bekant	N;MASC;SG	ADJ;NOM;PL
מכר	bekant	מכר	bekant	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG
פטרבורג	petersburg	פטרבורג	petersburg	PROPN	PROPN;NOM
ביקורות	omdömen	ביקורת	omdöm	N;FEM;PL	V;IMP;FIN;ACT
מחלקה	departement	מחלקה	departement	N;FEM;SG	N;NOM;INDF;NEUT;PL
בורה	okunniga	בורה	okunnig	PROPN	ADJ;NOM;PL
בורה	ovetande	בורה	ovetande	PROPN	ADJ;NOM;PRS;V.PTCP
בורה	okunnig	בורה	okunnig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
בורה	bora	בורה	bora	PROPN	N;NOM;INDF;NEUT;SG
הממוצע	genomsnitt	הממוצע	genomsnitt	PROPN	N;NOM;INDF;NEUT;SG
הממוצע	genomsnittligt	הממוצע	genomsnittlig	PROPN	ADJ;NOM;INDF;NEUT;SG
הממוצע	medelvärde	הממוצע	medelvärde	PROPN	N;NOM;INDF;MASC+FEM;SG
הממוצע	genomsnittliga	הממוצע	genomsnittlig	PROPN	ADJ;NOM;PL
הממוצע	genomsnittlig	הממוצע	genomsnittlig	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
מוזכר	nämnt	הוזכר	nämna	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
מוזכר	nämnde	הוזכר	nämna	V;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
מוזכר	nämner	הוזכר	namn	V;MASC;SG;V.PTCP;PASS	V;IND;PRS;FIN;ACT
תרמו	donerade	תרם	donera	V;PL;3;PST;ACT	ADJ;NOM;PL;PST;V.PTCP
תרמו	donerat	תרם	donera	V;PL;3;PST;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הסמוך	intilliggande	הסמוך	intilliggande		ADJ;NOM;PRS;V.PTCP
הסמוך	angränsande	הסמוך	angränsande		ADJ;NOM;PRS;V.PTCP
מוצג	uppvisar	הוצג	uppvisa	V;MASC;SG;V.PTCP;PASS	V;IND;PRS;FIN;ACT
מוצג	utställning	הוצג	utställning	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;MASC+FEM;SG
מוצג	utställningen	הוצג	utställning	V;MASC;SG;V.PTCP;PASS	N;NOM;DEF;MASC+FEM;SG
מוצג	visat	הוצג	visa	V;MASC;SG;V.PTCP;PASS	V;V.CVB;ACT
מוצג	visade	הוצג	visa	V;MASC;SG;V.PTCP;PASS	V;IND;PST;FIN;ACT
מוצג	visat	הוצג	visa	V;MASC;SG;V.PTCP;PASS	V;V.CVB;ACT
מוצג	visad	הוצג	visa	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
דורש	krävande	דרש	krävande	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
דורש	efterfrågan	דרש	efterfrågan	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
האמן	konstnär	האמן	konstnär		N;NOM;INDF;MASC+FEM;SG
האמן	artist	האמן	artist		N;NOM;INDF;MASC+FEM;SG
גיא	kille	גיא	kille	PROPN	N;NOM;INDF;MASC+FEM;SG
גיא	guy	גיא	guy	PROPN	PROPN;NOM
גיא	killen	גיא	kill	PROPN	N;NOM;DEF;MASC+FEM;SG
כספים	medel	כסף	medel	N;MASC;PL	N;NOM;INDF;NEUT;SG
יתרון	fördelar	יתרון	fördel	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
הוחלף	ersatta	הוחלף	ersätta	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
הוחלף	ersätts	הוחלף	ersätta	V;MASC;SG;3;PST;PASS	V;IND;PRS;FIN;PASS
הוחלף	ersatte	הוחלף	ersätta	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN;ACT
הוחלף	ersatt	הוחלף	ersatt	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הוחלף	utbytt	הוחלף	utbytt	V;MASC;SG;3;PST;PASS	N;NOM;INDF;MASC+FEM;SG
הוחלף	bytt	הוחלף	byta	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
הוחלף	bytte	הוחלף	byta	V;MASC;SG;3;PST;PASS	V;IND;PST;FIN;ACT
פיתח	utvecklat	פיתח	utvecklad	N;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
פיתח	utvecklad	פיתח	utvecklad	N;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
פיתח	utvecklades	פיתח	utvecklad	N;MASC;SG	V;IND;PST;FIN;PASS
פיתח	utvecklade	פיתח	utvecklad	N;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
פיתח	utvecklats	פיתח	utveckla	N;MASC;SG	V;V.CVB;PASS
גופים	organ	גוף	organ	N;MASC;PL	N;NOM;INDF;NEUT;SG
רמי	remy	רמי	remy	PROPN	PROPN;NOM
רמי	rami	רמי	rami	PROPN	PROPN;NOM
רמי	remi	רמי	remi	PROPN	PROPN;NOM
משבר	kriser	משבר	krisa	N;MASC;SG	N;NOM;INDF;NEUT;PL
משבר	kriser	משבר	krisa	N;MASC;SG	N;NOM;INDF;NEUT;PL
האולימפי	olympic	האולימפי	olympic	PROPN	N;NOM;INDF;NEUT;SG
האולימפי	olympiska	האולימפי	olympisk	PROPN	ADJ;NOM;PL
קילומטר	kilometer	קילומטר	kilomet	N;MASC;SG	N;NOM;INDF;MASC+FEM;PL
אמונה	faith	אמונה	faith	N;FEM;SG	PROPN;NOM
אמונה	tro	אמונה	tro	N;FEM;SG	V;IMP;FIN;ACT
אמונה	tro	אמונה	tro	N;FEM;SG	V;IMP;FIN;ACT
הגל	hegel	הגל	hegel		PROPN;NOM
פופולרי	popular	פופולרי	popul	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
פופולרי	populära	פופולרי	populär	ADJ;MASC;SG	ADJ;NOM;PL
אנא	snälla	אנא	snälla		ADJ;NOM;PL
אנא	vänligen	אנא	vänligen		ADV
הראל	harel	הראל	harel	PROPN	N;NOM;INDF;MASC+FEM;SG
גרעיני	nukleära	גרעיני	nukleära	ADJ;MASC;SG	ADJ;NOM;PL
גרעיני	kärnkraft	גרעיני	kärnkraft	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
גרעיני	kärnvapen	גרעיני	kärnvapen	ADJ;MASC;SG	N;NOM;DEF;NEUT;PL
גרעיני	nukleär	גרעיני	nukleär	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
גרעיני	kärnenergi	גרעיני	kärnenergi	ADJ;MASC;SG	N;NOM;INDF;MASC+FEM;SG
נא	rå	None	rå		N;NOM;INDF;MASC+FEM;SG
נא	råa	None	råa		ADJ;NOM;PL
נא	rått	None	råda		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
נא	obehandlad	None	obehandlad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
נא	raw	None	raw		N;NOM;INDF;NEUT;SG
נא	sällsynta	None	sällsynta		ADJ;NOM;PL
נא	sällsynt	None	sällsynt		ADJ;NOM;INDF;NEUT;SG
ברי	barry	ברי	barry		PROPN;NOM
ברי	bree	ברי	bree		N;NOM;INDF;MASC+FEM;SG
ברי	berry	ברי	berry		N;NOM;INDF;MASC+FEM;SG
ברי	bär	ברי	bära		V;IMP;FIN;ACT
ברי	brie	ברי	brie		N;NOM;INDF;MASC+FEM;SG
ניסוי	experiment	ניסוי	experiment	N;MASC;SG	N;NOM;INDF;NEUT;PL
ניסוי	experimentera	ניסוי	experimentera	N;MASC;SG	V;IMP;FIN;ACT
רובין	rubin	רובין	rubin	PROPN	PROPN;NOM
רובין	robin	רובין	robin	PROPN	PROPN;NOM
רובין	robyn	רובין	robyn	PROPN	PROPN;NOM
החלוקה	delning	החלוקה	delning	PROPN	N;NOM;INDF;MASC+FEM;SG
החלוקה	partition	החלוקה	partition	PROPN	N;NOM;INDF;MASC+FEM;SG
יוגוסלביה	jugoslavien	יוגוסלביה	jugoslavi	PROPN	PROPN;NOM
המולד	christmas	המולד	christma		N;NOM;INDF;MASC+FEM;SG
המולד	jul	המולד	jul		N;NOM;INDF;MASC+FEM;SG
המולד	julen	המולד	jul		N;NOM;DEF;MASC+FEM;SG
סינגל	enda	סינגל	enda	PROPN	ADJ;NOM
סינגל	ensamstående	סינגל	ensamstående	PROPN	ADJ;NOM
סינגל	single	סינגל	singel	PROPN	N;NOM;INDF;MASC+FEM;SG
סינגל	singel	סינגל	singel	PROPN	N;NOM;INDF;MASC+FEM;SG
סינגל	enstaka	סינגל	enstaka	PROPN	ADJ;NOM
אפס	noll	אפס	noll		N;NOM;INDF;MASC+FEM;SG
אפס	zero	אפס	zero		N;NOM;INDF;MASC+FEM;SG
אפס	nolla	אפס	nolla		N;NOM;INDF;MASC+FEM;SG
הוצג	presenterade	הוצג	presentera	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
הוצג	framlagda	הוצג	framlagd	V;MASC;SG;3;PST;PASS	ADJ;NOM;PL;PST;V.PTCP
הוצג	presenteras	הוצג	presentera	V;MASC;SG;3;PST;PASS	V;IND;PRS;FIN;PASS
הוצג	presenterad	הוצג	presentera	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
הוצג	presenterat	הוצג	presentera	V;MASC;SG;3;PST;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
משל	liknelse	משל	liknelse		N;NOM;INDF;MASC+FEM;SG
משל	äga	משל	äga		V;IMP;FIN;ACT
משל	eget	משל	egen		ADJ;NOM;NEUT;SG
משל	egen	משל	egen		ADJ;NOM;MASC+FEM;SG
משל	egna	משל	egen		ADJ;NOM;PL
אפשרויות	alternativ	אפשרות	alternativ	N;FEM;PL	N;NOM;INDF;NEUT;SG
אילת	eilat	אילת	eilat	PROPN	PROPN;NOM
גור	valpen	גור	valpen	PROPN	N;NOM;DEF;MASC+FEM;SG
גור	valp	גור	valp	PROPN	N;NOM;INDF;MASC+FEM;SG
גור	gore	גור	gore	PROPN	PROPN;NOM
צודק	höger	צדק	höger	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
צודק	rätt	צדק	rätt	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;MASC+FEM;SG
בריטית	brittisk	בריטי	brittisk	PROPN	ADJ;NOM;INDF;MASC+FEM;SG
בריטית	brittiska	בריטי	brittisk	PROPN	ADJ;NOM;PL
בריטית	britter	בריטי	britt	PROPN	N;NOM;INDF;MASC+FEM;PL
בריטית	brittiskt	בריטי	brittisk	PROPN	ADJ;NOM;INDF;NEUT;SG
אפל	mörkt	אפל	mörk		ADJ;NOM;INDF;NEUT;SG
אפל	mörk	אפל	mörk		ADJ;NOM;INDF;MASC+FEM;SG
אפל	mörka	אפל	mörka		ADJ;NOM;PL
אפל	äpple	אפל	äpple		N;NOM;INDF;NEUT;SG
אפל	apple	אפל	apple		PROPN;NOM
יליד	infödda	יליד	infödd	PROPN	ADJ;NOM;PL;PST;V.PTCP
יליד	inhemska	יליד	inhemsk	PROPN	ADJ;NOM;PL
סוס	hästen	סוס	häst		N;NOM;DEF;MASC+FEM;SG
סוס	häst	סוס	häst		N;NOM;INDF;MASC+FEM;SG
שיער	hair	שיער	hai	PROPN	N;NOM;INDF;MASC+FEM;SG
שיער	hår	שיער	hår	PROPN	N;NOM;INDF;NEUT;SG
שיער	håret	שיער	hår	PROPN	N;NOM;DEF;NEUT;SG
ביתן	paviljong	ביתן	paviljong		N;NOM;INDF;MASC+FEM;SG
ביתן	hytt	ביתן	hytt		N;NOM;INDF;MASC+FEM;SG
ביתן	stugan	ביתן	stuga		N;NOM;DEF;MASC+FEM;SG
ביתן	stuga	ביתן	stuga		N;NOM;INDF;MASC+FEM;SG
תעלת	canal	תעלת	canal	PROPN	N;NOM;INDF;MASC+FEM;SG
תעלת	kanal	תעלת	kanal	PROPN	N;NOM;INDF;MASC+FEM;SG
תעלת	kanalen	תעלת	kanal	PROPN	N;NOM;DEF;MASC+FEM;SG
נשמע	ljud	נשמע	ljud	V;MASC;SG;MID	N;NOM;INDF;NEUT;SG
נשמע	låter	נשמע	låta	V;MASC;SG;MID	V;IND;PRS;FIN;ACT
אותיות	brev	אות	brev	N;FEM;PL	N;NOM;INDF;NEUT;SG
מאני	manny	מאני	manny		PROPN;NOM
תלויה	beroende	תלה	beroende	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
תלויה	avhängiga	תלה	avhängig	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;PL
המכיל	innehållande	המכיל	innehålla	V;MASC;SG;3;PST;ACT	ADJ;NOM;PRS;V.PTCP
ישירה	direkta	ישיר	direkt	ADV	ADJ;NOM;PL
ישירה	regissera	ישיר	regissera	ADV	V;IMP;FIN;ACT
ישירה	direct	ישיר	direct	ADV	N;NOM;INDF;MASC+FEM;SG
ירידה	släpp	ירידה	släpp	N;FEM;SG	V;IMP;FIN;ACT
