stein	stein	star	stein	PROPN	PROPN
kathy	kathy	kathy	kathy	PROPN	PROPN
magali	magali	magali	magali	PROPN	PROPN
parisinos	parisiens	parisino	parisien	N	ADJ;MASC;PL
won	gagné	won	gagner	N	V;MASC;SG;PST;V.PTCP
won	gagnée	won	gagner	N	V;FEM;SG;PST;V.PTCP
won	gagnées	won	gagnée	N	V;FEM;PL;PST;V.PTCP
won	won	won	won	N	
won	gagnés	won	gagner	N	V;MASC;PL;PST;V.PTCP
heavy	heavy	heavy	heavy	PROPN	N;MASC;SG
heavy	lourde	heavy	lourd	PROPN	ADJ;FEM;SG
heavy	lourd	heavy	lourd	PROPN	ADJ;MASC;SG
heavy	lourds	heavy	lourd	PROPN	ADJ;MASC;PL
wey	wei	wey	wei	PROPN	PROPN
farhad	farhad	farhad	farhad	V	PROPN
cora	cora	cora	cora	PROPN	PROPN
cora	caro	cora	caro	PROPN	
conquistar	conquête	conquistar	conquête	V	N;FEM;SG
procede	du	proceder	du	V	DET;MASC;SG
procede	de	proceder	de	V	ADP
procede	depuis	proceder	depuis	V	ADP
vise	saw	visir	saw	V	N;MASC;SG
vise	scie	visir	scie	V	N;FEM;SG
utilidade	utiliser	utilidade	utiliser	N	V;NFIN
utilidade	utilise	utilidade	utiliser	N	V;IND;SG;3;PRS;FIN
utilidade	utilisez	utilidade	utiliser	N	V;IMP;PL;2;PRS;FIN
diapositiva	glisser	diapositivo	glisser	N	V;NFIN
soben	que	sober	que	V	CONJ
soben	cela	sober	cela	V	PRO;SG
vense	sont	vense	être	PROPN	V;IND;PL;3;PRS;FIN
favoritos	préféré	favorito	préférer	N	V;MASC;SG;PST;V.PTCP
favoritos	préférée	favorito	préféré	N	V;FEM;SG;PST;V.PTCP
favoritos	favori	favorito	favori	N	ADJ;MASC;SG
favoritos	favoris	favorito	favori	N	V;MASC;PL;PST;V.PTCP
favoritos	préférés	favorito	préféré	N	ADJ;MASC;PL
favoritos	favoris	favorito	favori	N	V;MASC;PL;PST;V.PTCP
comparten	partage	compartir	partage	V	N;MASC;SG
comparten	share	compartir	share	V	N;FEM;SG
comparten	part	compartir	part	V	N;FEM;SG
volvía	dos	volvía	dos	V	N;MASC;SG
volvía	arrière	volvía	arrière	V	N;MASC;SG
volvía	retour	volvía	retour	V	N;MASC;SG
musical	musiques	musical	musique	ADJ	N;FEM;PL
musical	musique	musical	musique	ADJ	N;FEM;SG
funcionamento	comment	funcionamento	comment	N	ADV
illado	que	illar	que	V	CONJ
illado	cela	illar	cela	V	PRO;SG
bate	rythmes	bate	rythme	V	N;MASC;PL
bate	battements	bate	battement	V	N;MASC;PL
substituír	remplacement	substituír	remplacement	V	N;MASC;SG
substituír	suppléant	substituír	suppléent	V	N;MASC;SG
substituír	remplaçants	substituír	remplaçant	V	N;MASC;PL
substituír	pour	substituír	pour	V	ADP
debuxo	dessiner	debuxo	dessiner	N	V;NFIN
manipulación	manipuler	manipulación	manipuler	N	V;NFIN
sentirse	sentir	sentirse	sentir	N	V;NFIN
sentirse	ressentir	sentirse	ressentir	N	V;NFIN
campá	bell	campá	bell	N	PROPN
saíde	obtenez	saíde	obtenir	PROPN	V;IMP;PL;2;PRS;FIN
saíde	obtenir	saíde	obtenir	PROPN	V;NFIN
saíde	sortir	saíde	sortir	PROPN	V;NFIN
saíde	sortie	saíde	sortir	PROPN	V;FEM;SG;PST;V.PTCP
saíde	dehors	saíde	dehors	PROPN	ADV
saíde	out	saíde	out	PROPN	PROPN
entras	viens	entra	venir	PROPN	V;IND;SG;1;PRS;FIN
entras	venez	entra	venir	PROPN	V;IMP;PL;2;PRS;FIN
entras	come	entra	come	PROPN	V
entras	venir	entra	venir	PROPN	V;NFIN
elo	que	elo	que	PROPN	CONJ
elo	cela	elo	cela	PROPN	PRO;SG
preguntarnos	demander	preguntarno	demander	N	V;NFIN
preguntarnos	demandez	preguntarno	demander	N	V;IMP;PL;2;PRS;FIN
poñamos	let	poñar	let	V	
persoais	personnel	persoal	personnel	ADJ	N;MASC;SG
eléctrica	puissance	eléctrico	puissance	ADJ	N;FEM;SG
eléctrica	pouvoir	eléctrico	pouvoir	ADJ	V;NFIN
traxes	orientale	traxe	oriental	N	ADJ;FEM;SG
traxes	oriental	traxe	oriental	N	ADJ;MASC;SG
limitado	limitée	limitado	limiter	ADJ	V;FEM;SG;PST;V.PTCP
limitado	limitées	limitado	limiter	ADJ	V;FEM;PL;PST;V.PTCP
limitado	limité	limitado	limiter	ADJ	V;MASC;SG;PST;V.PTCP
limitado	limités	limitado	limiter	ADJ	V;MASC;PL;PST;V.PTCP
ancián	ancienne	ancián	ancien	N	ADJ;FEM;SG
ancián	anciens	ancián	ancien	N	ADJ;MASC;PL
ancián	ancien	ancián	ancien	N	ADJ;MASC;SG
ancián	vieux	ancián	vieux	N	ADJ;MASC;SG
ancián	vieille	ancián	vieux	N	ADJ;FEM;SG
radicais	radicaux	radical	radical	N	ADJ;MASC;PL
radicais	radical	radical	radical	N	ADJ;MASC;SG
radicais	radicaux	radical	radical	N	ADJ;MASC;PL
radicais	radicale	radical	radical	N	ADJ;FEM;SG
ouviu	vous	ouviu	vous	V	PRO;PL;2
ouviu	tu	ouviu	il	V	PRO;SG;2
ouviu	toi	ouviu	soi	V	PRO;SG;2
ouviu	you	ouviu	you	V	PRO;SG;2
jamie	jamie	jamie	jamie	PROPN	PROPN
ido	partis	ido	partir	ADV	V;MASC;PL;PST;V.PTCP
ido	parti	ido	partir	ADV	V;MASC;SG;PST;V.PTCP
ido	gone	ido	gone	ADV	PROPN
arruinar	ruine	arruinar	ruine	V	N;FEM;SG
toquei	touché	toquei	toucher	PROPN	V;MASC;SG;PST;V.PTCP
toquei	touchée	toquei	toucher	PROPN	V;FEM;SG;PST;V.PTCP
toquei	toucher	toquei	toucher	PROPN	V;NFIN
toquei	touchez	toquei	toucher	PROPN	V;IMP;PL;2;PRS;FIN
toquei	touch	toquei	touch	PROPN	N;MASC;SG
toquei	touche	toquei	touche	PROPN	N;FEM;SG
pecho	fermer	pecho	fermer	PROPN	V;NFIN
pecho	proche	pecho	proche	PROPN	ADJ;MASC;SG
prácticas	pratique	práctica	pratique	N	ADJ;FEM;SG
axuden	aide	axudar	aide	V	N;FEM;SG
hackers	pirates	hacker	pirate	PROPN	N;MASC;PL
hackers	hackers	hacker	hacker	PROPN	N;MASC;PL
éramos	étaient	éramo	être	V	V;IND;PL;3;IPFV;FIN
acabará	end	acabar	end	V	N;MASC;SG
acabará	fin	acabar	fin	V	N;FEM;SG
acabará	will	acabar	will	V	PROPN
acabará	volonté	acabar	volonté	V	N;FEM;SG
acabará	sera	acabar	être	V	V;IND;SG;3;FUT;FIN
mortas	morts	morto	mourir	N	V;MASC;PL;PST;V.PTCP
mortas	morte	morto	mourir	N	V;FEM;SG;PST;V.PTCP
mortas	mort	morto	mourir	N	V;MASC;SG;PST;V.PTCP
egoísta	égoïstes	egoísta	égoïste	N	ADJ;MASC;PL
egoísta	égoïste	egoísta	égoïste	N	ADJ;MASC;SG
crecín	élevé	crecín	élevé	PROPN	ADJ;MASC;SG
crecín	soulevées	crecín	soulever	PROPN	V;FEM;PL;PST;V.PTCP
camiñas	marcher	camiña	marcher	N	V;NFIN
camiñas	vous	camiña	vous	N	PRO;PL;2
camiñas	tu	camiña	il	N	PRO;SG;2
camiñas	toi	camiña	soi	N	PRO;SG;2
camiñas	you	camiña	you	N	PRO;SG;2
camiñas	marcher	camiña	marcher	N	V;NFIN
claridade	manifestement	claridade	manifestement	N	ADV
claridade	clairement	claridade	clairement	N	ADV
disposta	prête	disposta	prêt	V	ADJ;FEM;SG
disposta	pret	disposta	pret	V	ADJ;MASC;SG
disposta	prêtes	disposta	prêt	V	ADJ;FEM;PL
disposta	prêt	disposta	prêt	V	ADJ;MASC;SG
disposta	prêts	disposta	prêt	V	ADJ;MASC;PL
grecia	grece	grecio	grece	N	PROPN
xove	jeunes	xover	jeune	N	ADJ;MASC;PL
xove	jeune	xover	jeune	N	ADJ;MASC;SG
demáis	autres	demáis	autre	ADV	PRO;PL
frecuencia	fréquent	frecuencia	fréquent	N	ADJ;MASC;SG
frecuencia	souvent	frecuencia	souvent	N	ADV
frecuencia	fréquemment	frecuencia	fréquemment	N	ADV
frecuencia	souvent	frecuencia	souvent	N	ADV
caeron	ont	caer	avoir	V	V;IND;PL;3;PRS;FIN
agradecido	reconnaissants	agradecer	reconnaissant	V	ADJ;MASC;PL
agradecido	reconnaissante	agradecer	reconnaissant	V	ADJ;FEM;SG
aburrida	ennui	aburrido	ennui	ADJ	N;MASC;SG
aburrida	ennuyé	aburrido	ennuyer	ADJ	V;MASC;SG;PST;V.PTCP
aburrida	ennuie	aburrido	ennuyer	ADJ	V;IND;SG;3;PRS;FIN
aburrida	blasé	aburrido	blaser	ADJ	V;MASC;SG;PST;V.PTCP
aburrida	ennuyer	aburrido	ennuyer	ADJ	V;NFIN
aburrida	rasoir	aburrido	rasoir	ADJ	N;MASC;SG
tentan	elles	tentar	il	V	PRO;FEM;PL;3
tentan	ils	tentar	il	V	PRO;MASC;PL;3
tentan	eux	tentar	soi	V	PRO;MASC;PL;3
motel	motel	motel	motel	PROPN	N;MASC;SG
responsables	responsable	responsable	responsable	N	ADJ;MASC;SG
responsables	responsables	responsable	responsable	N	ADJ;MASC;PL
responsables	pour	responsable	pour	N	ADP
responsables	qui	responsable	qui	N	PRO
responsables	who	responsable	who	N	PROPN
sentiu	did	sentiu	did	V	
sentiu	sentis	sentiu	sentir	V	ADJ;MASC;PL
sentiu	feutre	sentiu	feutre	V	N;MASC;SG
sentiu	elles	sentiu	il	V	PRO;FEM;PL;3
sentiu	ils	sentiu	il	V	PRO;MASC;PL;3
sentiu	eux	sentiu	soi	V	PRO;MASC;PL;3
industriais	industrielle	industrial	industriel	N	ADJ;FEM;SG
industriais	industriels	industrial	industriel	N	ADJ;MASC;PL
industriais	industrielles	industrial	industriel	N	ADJ;FEM;PL
industriais	industriel	industrial	industriel	N	ADJ;MASC;SG
industriais	fabrique	industrial	fabrique	N	ADJ;FEM;SG
belfast	belfast	belfast	belfast	PROPN	PROPN
poderiades	vous	poderiade	vous	N	PRO;PL;2
poderiades	tu	poderiade	il	N	PRO;SG;2
poderiades	toi	poderiade	soi	N	PRO;SG;2
poderiades	you	poderiade	you	N	PRO;SG;2
poderiades	pourrais	poderiade	pouvoir	N	V;COND;SG;1;PRS;FIN
poderiades	pouvait	poderiade	pouvoir	N	V;IND;SG;3;IPFV;FIN
poderiades	pourrait	poderiade	pouvoir	N	V;COND;SG;3;PRS;FIN
poderiades	pourraient	poderiade	pouvoir	N	V;COND;PL;3;PRS;FIN
poderiades	pourrait	poderiade	pouvoir	N	V;COND;SG;3;PRS;FIN
curva	tourne	curvar	tourner	N	V;IND;SG;3;PRS;FIN
curva	tourner	curvar	tourner	N	V;NFIN
curva	tournez	curvar	tourner	N	V;IMP;PL;2;PRS;FIN
pasas	vous	pasa	vous	N	PRO;PL;2
pasas	tu	pasa	il	N	PRO;SG;2
pasas	toi	pasa	soi	N	PRO;SG;2
pasas	you	pasa	you	N	PRO;SG;2
pasas	dépenser	pasa	dépenser	N	V;NFIN
tratamentos	sont	tratamento	être	N	V;IND;PL;3;PRS;FIN
almacéns	stocker	almacén	stocker	N	V;NFIN
meteu	got	meteu	got	V	
taylor	taylor	taylor	taylor	PROPN	PROPN
quinto	hell	quinto	hell	ADJ	PROPN
quinto	enfer	quinto	enfer	ADJ	N;MASC;SG
divino	divine	divino	divin	N	ADJ;FEM;SG
divino	divin	divino	divin	N	ADJ;MASC;SG
divino	divins	divino	divin	N	ADJ;MASC;PL
cambiaron	ont	cambiar	avoir	V	V;IND;PL;3;PRS;FIN
encargo	commander	encargo	commander	N	V;NFIN
encargo	prend	encargo	prendre	N	V;IND;SG;3;PRS;FIN
encargo	prendre	encargo	prendre	N	V;NFIN
encargo	prenez	encargo	prendre	N	V;IMP;PL;2;PRS;FIN
encargo	prends	encargo	prendre	N	V;IND;SG;1;PRS;FIN
empece	strike	empecer	strike	V	N;MASC;SG
empece	grève	empecer	grève	V	N;FEM;SG
empece	dehors	empecer	dehors	V	ADV
empece	out	empecer	out	V	PROPN
factor	factor	factor	factor	N	PROPN
labor	travailler	labor	travailler	N	V;NFIN
déronlle	elles	déronle	il	PROPN	PRO;FEM;PL;3
déronlle	ils	déronle	il	PROPN	PRO;MASC;PL;3
déronlle	eux	déronle	soi	PROPN	PRO;MASC;PL;3
déronlle	fut	déronle	être	PROPN	V;IND;SG;3;PST;FIN
déronlle	etait	déronle	etever	PROPN	V;IND;SG;3;IPFV;FIN
déronlle	était	déronle	être	PROPN	V;IND;SG;3;IPFV;FIN
perpetua	perpétuelle	perpetuar	perpétuel	N	ADJ;FEM;SG
perpetua	perpétuellement	perpetuar	perpétuellement	N	ADV
perpetua	perpétuel	perpetuar	perpétuel	N	ADJ;MASC;SG
aparencia	regardez	aparencia	regarder	N	V;IMP;PL;2;PRS;FIN
aparencia	regarde	aparencia	regarder	N	V;IND;SG;3;PRS;FIN
aparencia	regardes	aparencia	regarde	N	V;IMP;PL;2;PRS;FIN
abraham	abraham	abraham	abraham	PROPN	PROPN
temer	peur	temer	peur	ADV	N;FEM;SG
temer	fear	temer	fear	ADV	PROPN
temer	crainte	temer	crainte	ADV	N;FEM;SG
temer	craintes	temer	crainte	ADV	N;FEM;PL
temer	peur	temer	peur	ADV	N;FEM;SG
temer	effrayée	temer	effrayer	ADV	V;FEM;SG;PST;V.PTCP
temer	effrayé	temer	effrayer	ADV	V;MASC;SG;PST;V.PTCP
cinto	belt	cinto	belt	N	PROPN
camiñamos	marche	camiñar	marche	V	N;FEM;SG
camiñamos	promenade	camiñar	promenade	V	N;FEM;SG
camiñamos	balade	camiñar	balade	V	N;FEM;SG
lectura	reading	lectura	reading	N	V
lectura	lire	lectura	lire	N	V;NFIN
lectura	lisez	lectura	lire	N	V;IMP;PL;2;PRS;FIN
lectura	lire	lectura	lire	N	V;NFIN
lectura	lis	lectura	lire	N	V;IND;SG;1;PRS;FIN
bendiga	bénis	bendiga	bénir	PROPN	V;MASC;PL;PST;V.PTCP
bendiga	bénir	bendiga	bénir	PROPN	V;NFIN
bendiga	bénisse	bendiga	bénir	PROPN	V;IND;SG;3;PRS;FIN
bendiga	vous	bendiga	vous	PROPN	PRO;PL;2
bendiga	tu	bendiga	il	PROPN	PRO;SG;2
bendiga	toi	bendiga	soi	PROPN	PRO;SG;2
bendiga	you	bendiga	you	PROPN	PRO;SG;2
bonitos	beau	bonito	beau	N	ADJ;MASC;SG
bonitos	superbe	bonito	superbe	N	ADJ;MASC;SG
bonitos	magnifiques	bonito	magnifique	N	ADJ;MASC;PL
bonitos	magnifique	bonito	magnifique	N	ADJ;MASC;SG
bonitos	belle	bonito	beau	N	ADJ;FEM;SG
bonitos	sympa	bonito	sympa	N	ADJ;MASC;SG
bonitos	gentil	bonito	gentil	N	ADJ;MASC;SG
bonitos	joli	bonito	joli	N	ADJ;MASC;SG
bonitos	jolie	bonito	joli	N	ADJ;FEM;SG
bonitos	nice	bonito	nice	N	PROPN
esperade	attendre	esperade	attendre	N	V;NFIN
esperade	attends	esperade	attendre	N	V;IMP;PL;1;PRS;FIN
esperade	attendez	esperade	attendre	N	V;IMP;PL;2;PRS;FIN
esperade	pour	esperade	pour	N	ADP
ida	aid	ida	aid	PROPN	PROPN
ida	ida	ida	ida	PROPN	PROPN
matamos	tuerie	matar	tuerie	V	N;FEM;SG
sentou	sat	sentar	sattre	V	N;MASC;SG
mates	kill	mate	kill	N	PROPN
mates	tuez	mate	tuer	N	V;IMP;PL;2;PRS;FIN
mates	tuer	mate	tuer	N	V;NFIN
mates	tue	mate	tuer	N	V;IND;SG;3;PRS;FIN
mates	mathématique	mate	mathématique	N	ADJ;MASC;SG
carl	carl	carl	carl	PROPN	PROPN
furgoneta	van	furgonetar	van	N	PROPN
numerosos	beaucoup	numeroso	beaucoup	ADJ	ADV
numerosos	plusieurs	numeroso	plusieurs	ADJ	PRO;PL
reforma	réformer	reforma	réformer	N	V;NFIN
estuda	etude	estudar	etude	V	N;FEM;SG
estuda	étude	estudar	étude	V	N;FEM;SG
decepción	décevant	decepción	décevant	N	ADJ;MASC;SG
reportaxe	signaler	reportaxe	signaler	N	V;NFIN
ooh	ooh	ooh	ooh	PROPN	INTJ
móvese	déménagement	móvese	déménagement	V	N;MASC;SG
hola	bonjour	hola	bonjour	PROPN	INTJ
hola	coucou	hola	coucou	PROPN	INTJ
hola	hello	hola	hello	PROPN	INTJ
hola	salut	hola	salut	PROPN	N;MASC;SG
hola	bjr	hola	bjr	PROPN	INTJ
elvis	elvis	elvis	elvis	PROPN	PROPN
mona	mona	mona	mona	N	PROPN
ruína	ruiner	ruína	ruiner	N	V;NFIN
ruína	gâcher	ruína	gâcher	N	V;NFIN
ruína	brisé	ruína	briser	N	V;MASC;SG;PST;V.PTCP
ruína	fauché	ruína	faucher	N	V;MASC;SG;PST;V.PTCP
ruína	cassé	ruína	cassé	N	V;MASC;SG;PST;V.PTCP
ruína	rompu	ruína	rompre	N	V;MASC;SG;PST;V.PTCP
ruína	cassée	ruína	casser	N	V;FEM;SG;PST;V.PTCP
remedio	avoir	remedio	avoir	N	V;NFIN
remedio	ont	remedio	avoir	N	V;IND;PL;3;PRS;FIN
marco	marco	marco	marco	N	PROPN
viena	vienne	viena	venir	PROPN	ADJ;FEM;SG
modesto	modestes	modesto	modeste	N	ADJ;MASC;PL
modesto	modestement	modesto	modestement	N	ADV
modesto	modeste	modesto	modeste	N	ADJ;MASC;SG
burguesa	bourgeoise	burguesa	bourgeois	N	ADJ;FEM;SG
ave	bird	ave	bird	N	PROPN
ave	ave	ave	avoir	N	
voa	mouches	voar	mouche	V	N;FEM;PL
higgs	higgs	higgs	higg	PROPN	N;MASC;SG
chegado	avec	chegar	avec	V	ADP
cosmos	cosmos	cosmo	cosmos	V	N;MASC;SG
paulo	paulo	paulo	paulo	PROPN	PROPN
atopaba	fut	atopar	être	V	V;IND;SG;3;PST;FIN
atopaba	était	atopar	être	V	V;IND;SG;3;IPFV;FIN
permitirei	will	permitir	will	V	PROPN
permitirei	volonté	permitir	volonté	V	N;FEM;SG
permitirei	sera	permitir	être	V	V;IND;SG;3;FUT;FIN
permitirei	not	permitir	not	V	PRO;SG;3
permitirei	non	permitir	non	V	ADV
permitirei	pas	permitir	pas	V	ADV;NEG
permitirei	let	permitir	let	V	
permitirei	won	permitir	won	V	
permitirei	her	permitir	her	V	PRO;SG;3
iii	iii	iii	iii	PROPN	NUM
levareite	prend	levareite	prendre	PROPN	V;IND;SG;3;PRS;FIN
levareite	prendre	levareite	prendre	PROPN	V;NFIN
levareite	prenez	levareite	prendre	PROPN	V;IMP;PL;2;PRS;FIN
levareite	prends	levareite	prendre	PROPN	V;IND;SG;1;PRS;FIN
levareite	vous	levareite	vous	PROPN	PRO;PL;2
levareite	tu	levareite	il	PROPN	PRO;SG;2
levareite	toi	levareite	soi	PROPN	PRO;SG;2
levareite	you	levareite	you	PROPN	PRO;SG;2
prométocho	promettre	prométocho	promettre	N	V;NFIN
prométocho	promis	prométocho	promettre	N	V;MASC;SG;PST;V.PTCP
prométocho	promets	prométocho	promet	N	V;IMP;PL;1;PRS;FIN
prométocho	vous	prométocho	vous	N	PRO;PL;2
prométocho	tu	prométocho	il	N	PRO;SG;2
prométocho	toi	prométocho	soi	N	PRO;SG;2
prométocho	you	prométocho	you	N	PRO;SG;2
choras	sont	chora	être	N	V;IND;PL;3;PRS;FIN
choras	vous	chora	vous	N	PRO;PL;2
choras	tu	chora	il	N	PRO;SG;2
choras	toi	chora	soi	N	PRO;SG;2
choras	you	chora	you	N	PRO;SG;2
choras	pleurer	chora	pleurer	N	V;NFIN
choras	pleurant	chora	pleurer	N	V;PRS;V.PTCP
choras	pleure	chora	pleure	N	V;IND;SG;3;PRS;FIN
choras	pleurer	chora	pleurer	N	V;NFIN
choras	pleure	chora	pleure	N	V;IND;SG;3;PRS;FIN
pagalo	paye	pagalo	payer	PROPN	V;IND;SG;3;PRS;FIN
pagalo	payez	pagalo	payer	PROPN	V;IMP;PL;2;PRS;FIN
pagalo	payer	pagalo	payer	PROPN	V;NFIN
pagalo	paie	pagalo	payer	PROPN	V;IND;SG;3;PRS;FIN
pagalo	pour	pagalo	pour	PROPN	ADP
peste	peste	peste	peste	PROPN	N;FEM;SG
peste	fléau	peste	fléau	PROPN	N;MASC;SG
peste	ravageurs	peste	ravageur	PROPN	N;MASC;PL
peste	parasite	peste	parasite	PROPN	N;MASC;SG
peste	peste	peste	peste	PROPN	N;FEM;SG
peste	pest	peste	pest	PROPN	PROPN
peste	nuisibles	peste	nuisible	PROPN	ADJ;MASC;PL
estrañas	strange	estraña	strange	ADJ	PROPN
representantes	délégués	representante	déléguer	N	V;MASC;PL;PST;V.PTCP
envexa	envier	envexa	envier	N	V;NFIN
envexa	envieux	envexa	envieu	N	ADJ;MASC;SG
vente	viens	vente	venir	PROPN	V;IND;SG;1;PRS;FIN
vente	venez	vente	venir	PROPN	V;IMP;PL;2;PRS;FIN
vente	come	vente	come	PROPN	V
vente	venir	vente	venir	PROPN	V;NFIN
calmo	calme	calmo	calme	N	ADJ;MASC;SG
calmo	calmes	calmo	calme	N	ADJ;MASC;PL
coide	soins	coidar	soin	V	N;MASC;PL
coide	soin	coidar	soin	V	N;MASC;SG
disparan	shoot	disparar	shoot	V	N;MASC;SG
disparan	feu	disparar	feu	V	N;MASC;SG
disparan	incendie	disparar	incendie	V	N;MASC;SG
disparan	incendies	disparar	incendie	V	N;MASC;PL
entendiches	comprenez	entendiches	comprendre	N	V;IMP;PL;2;PRS;FIN
entendiches	comprendre	entendiches	comprendre	N	V;NFIN
entendiches	comprends	entendiches	comprendre	N	V;IMP;SG;1;PRS;FIN
entendiches	got	entendiches	got	N	
pálida	pale	pálida	pale	ADJ	N;FEM;SG
continúe	continue	continuír	continu	V	ADJ;FEM;SG
fresca	frais	frescar	frais	N	ADJ;MASC;SG
fresca	fraiche	frescar	fraiche	N	ADJ;FEM;SG
fresca	fraîche	frescar	frais	N	ADJ;FEM;SG
fresca	cool	frescar	cool	N	ADJ;MASC;SG
alice	alice	alice	alice	PROPN	N;FEM;SG
volverás	vous	volver	vous	V	PRO;PL;2
volverás	tu	volver	il	V	PRO;SG;2
volverás	toi	volver	soi	V	PRO;SG;2
volverás	you	volver	you	V	PRO;SG;2
volverás	encore	volver	encore	V	ADV
las	le	la	le	N	DET;DEF;MASC;SG
las	les	la	le	N	DET;DEF;PL
las	la	la	le	N	DET;DEF;FEM;SG
honrado	honnête	honrar	honnête	V	ADJ;MASC;SG
honrado	honnêtes	honrar	honnête	V	ADJ;MASC;PL
braun	braun	braun	braun	PROPN	PROPN
valen	sont	valar	être	V	V;IND;PL;3;PRS;FIN
valen	worth	valar	worth	V	PROPN
strand	volet	strand	volet	PROPN	N;MASC;SG
strand	brin	strand	brin	PROPN	N;MASC;SG
garrett	garrett	garrett	garrett	PROPN	PROPN
garrett	garret	garrett	garret	PROPN	N;MASC;SG
víchelo	saw	víchelo	saw	PROPN	N;MASC;SG
víchelo	scie	víchelo	scie	PROPN	N;FEM;SG
víchelo	lui	víchelo	lui	PROPN	PRO;SG;3
víchelo	vous	víchelo	vous	PROPN	PRO;PL;2
víchelo	tu	víchelo	il	PROPN	PRO;SG;2
víchelo	toi	víchelo	soi	PROPN	PRO;SG;2
víchelo	you	víchelo	you	PROPN	PRO;SG;2
walter	walter	walter	walter	PROPN	PROPN
bebo	boire	bebo	boire	N	V;NFIN
dicides	say	dicidir	say	V	
dicides	dis	dicidir	dire	V	INTJ
dicides	vous	dicidir	vous	V	PRO;PL;2
dicides	tu	dicidir	il	V	PRO;SG;2
dicides	toi	dicidir	soi	V	PRO;SG;2
dicides	you	dicidir	you	V	PRO;SG;2
paras	vous	para	vous	N	PRO;PL;2
paras	tu	para	il	N	PRO;SG;2
paras	toi	para	soi	N	PRO;SG;2
paras	you	para	you	N	PRO;SG;2
paras	stop	para	stop	N	
paras	arrêter	para	arrêter	N	V;NFIN
paras	arrête	para	arrêter	N	V;IND;SG;3;PRS;FIN
paras	arrêtez	para	arrêter	N	V;IMP;PL;2;PRS;FIN
pelota	ball	pelota	ball	N	PROPN
chamaches	vous	chamaches	vous	N	PRO;PL;2
chamaches	tu	chamaches	il	N	PRO;SG;2
chamaches	toi	chamaches	soi	N	PRO;SG;2
chamaches	you	chamaches	you	N	PRO;SG;2
chamaches	appelée	chamaches	appeler	N	V;FEM;SG;PST;V.PTCP
chamaches	appelé	chamaches	appeler	N	V;MASC;SG;PST;V.PTCP
chamaches	appelés	chamaches	appeler	N	V;MASC;PL;PST;V.PTCP
cheminea	cheminée	chemineo	cheminée	N	V;FEM;SG;PST;V.PTCP
peggy	peggy	peggy	peggy	PROPN	PROPN
semellas	vous	semella	vous	N	PRO;PL;2
semellas	tu	semella	il	N	PRO;SG;2
semellas	toi	semella	soi	N	PRO;SG;2
semellas	you	semella	you	N	PRO;SG;2
semellas	regardez	semella	regarder	N	V;IMP;PL;2;PRS;FIN
semellas	regarde	semella	regarder	N	V;IND;SG;3;PRS;FIN
semellas	regardes	semella	regarde	N	V;IMP;PL;2;PRS;FIN
estragar	ruine	estragar	ruine	V	N;FEM;SG
debiches	vous	debiches	vous	PROPN	PRO;PL;2
debiches	tu	debiches	il	PROPN	PRO;SG;2
debiches	toi	debiches	soi	PROPN	PRO;SG;2
debiches	you	debiches	you	PROPN	PRO;SG;2
debiches	avoir	debiches	avoir	PROPN	V;NFIN
debiches	ont	debiches	avoir	PROPN	V;IND;PL;3;PRS;FIN
debiches	devrait	debiches	devoir	PROPN	V;COND;SG;3;PRS;FIN
debiches	devraient	debiches	devoir	PROPN	V;COND;PL;3;PRS;FIN
debiches	devrais	debiches	devoir	PROPN	V;COND;SG;1;PRS;FIN
debiches	doit	debiches	devoir	PROPN	V;IND;SG;3;PRS;FIN
debiches	moût	debiches	moût	PROPN	N;MASC;SG
debiches	doivent	debiches	devoir	PROPN	V;IND;PL;3;PRS;FIN
debiches	devez	debiches	devoir	PROPN	V;IMP;PL;2;PRS;FIN
patrulla	patrouiller	patrulla	patrouiller	N	V;NFIN
£	quart	£	quart	PROPN	N;MASC;SG
£	trimestre	£	trimestre	PROPN	N;MASC;SG
£	million	£	million	PROPN	N;MASC;SG
£	millions	£	million	PROPN	N;MASC;PL
salta	sauter	salta	sauter	N	V;NFIN
salta	saute	salta	sauter	N	V;IND;SG;3;PRS;FIN
rematará	end	rematar	end	V	N;MASC;SG
rematará	fin	rematar	fin	V	N;FEM;SG
rematará	will	rematar	will	V	PROPN
rematará	volonté	rematar	volonté	V	N;FEM;SG
rematará	sera	rematar	être	V	V;IND;SG;3;FUT;FIN
alabama	alabama	alabamar	alabama	PROPN	PROPN
desexas	vous	desexa	vous	V	PRO;PL;2
desexas	tu	desexa	il	V	PRO;SG;2
desexas	toi	desexa	soi	V	PRO;SG;2
desexas	you	desexa	you	V	PRO;SG;2
desexas	envie	desexa	envie	V	N;FEM;SG
morrese	die	morrer	der	V	
morrese	meurs	morrer	meur	V	INTJ
norton	norton	norton	norton	PROPN	PROPN
serea	souffler	ser	souffler	N	V;NFIN
prepara	vous	preparar	vous	V	PRO;PL;2
prepara	tu	preparar	il	V	PRO;SG;2
prepara	toi	preparar	soi	V	PRO;SG;2
prepara	you	preparar	you	V	PRO;SG;2
gustouche	did	gustouche	did	V	
gustouche	vous	gustouche	vous	V	PRO;PL;2
gustouche	tu	gustouche	il	V	PRO;SG;2
gustouche	toi	gustouche	soi	V	PRO;SG;2
gustouche	you	gustouche	you	V	PRO;SG;2
gustouche	comme	gustouche	comme	V	ADP
