ίκαρος	icarus	ίκαρος	icarus	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ήπια	pil	ήπιος	piti	ADJ;NOM;FEM;SG	V;IPFV;MASC;SG;V.PTCP
ήπια	spil	ήπιος	spiti	ADJ;NOM;FEM;SG	V;PFV;MASC;SG;V.PTCP
προσωρινός	začasno	προσωρινός	začasno	ADJ;NOM;MASC;SG	ADV
χειμώνας	zimska	χειμώνας	zimski	N;NOM;MASC;SG	ADJ;NOM;FEM;SG
χειμώνας	zimsko	χειμώνας	zimski	N;NOM;MASC;SG	ADJ;NOM;NEUT;SG
χειμώνας	zimo	χειμώνας	zima	N;NOM;MASC;SG	N;ACC;FEM;SG
ανέβασε	naloženo	αναβάζω	naložen	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
ανέβασε	naložene	αναβάζω	naložen	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;PL;V.PTCP
όνειρα	dream	όνειρα	dream	N;NOM;NEUT;PL	N;NOM;MASC;SG
όνειρα	sanjsko	όνειρα	sanjski	N;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
όνειρα	sanj	όνειρα	sanja	N;NOM;NEUT;PL	N;GEN;FEM;PL
βασικού	osnovno	βασικός	osnoven	ADJ;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
βασικού	osnovni	βασικός	osnoven	ADJ;GEN;NEUT;SG	ADJ;NOM;MASC;PL
αποκαταστάθηκε	obnovljeno	αποκαθιστώ	obnovljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
αποκαταστάθηκε	obnovljen	αποκαθιστώ	obnovljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
αποκαταστάθηκε	obnovljena	αποκαθιστώ	obnovljen	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
σιβηρία	sibiriji	σιβηρία	sibirij	N;ACC;FEM;SG	N;DAT;FEM;SG
απορρόφηση	absorpcija	απορρόφηση	absorpcija	N;ACC;FEM;SG	N;NOM;FEM;SG
αναβάθμιση	nadgradnja	αναβάθμιση	nadgradnja	N;ACC;FEM;SG	N;NOM;FEM;SG
αναβάθμιση	nadgradnja	αναβάθμιση	nadgradnja	N;ACC;FEM;SG	N;NOM;FEM;SG
μογγολία	mongoliji	μογγολία	mongolija	N;ACC;FEM;SG	N;NOM;FEM;SG
διαλύεται	raztopi	διαλύω	raztop	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;SG;3;PRS;FIN
διαλύεται	raztopi	διαλύω	raztop	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;SG;3;PRS;FIN
τελικοί	finale	τελικός	finale	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
χωριστά	ločeno	χωριστώ	ločen	ADV	ADJ;NOM;NEUT;SG;V.PTCP
χωριστά	ločena	χωριστώ	ločen	ADV	ADJ;NOM;FEM;SG;V.PTCP
χωριστά	ločeni	χωριστώ	ločen	ADV	ADJ;NOM;MASC;PL;V.PTCP
χωριστά	ločeno	χωριστώ	ločen	ADV	ADJ;NOM;NEUT;SG;V.PTCP
φίσερ	fisher	φίσερ	fisher		N;NOM;MASC;SG
φίσερ	fischer	φίσερ	fischer		N;NOM;MASC;SG
πολωνικά	poljsko	πολωνικός	poljski	ADV	ADJ;NOM;NEUT;SG
πολωνικά	poljskega	πολωνικός	poljski	ADV	ADJ;GEN;NEUT;SG
πολωνικά	poljski	πολωνικός	poljski	ADV	ADJ;NOM;DEF;MASC;SG
κέιν	cain	κέιν	cain		PROPN;NOM;MASC;SG
κέιν	kane	κέιν	kan		N;NOM;MASC;SG
κέιν	kana	κέιν	kan		N;ACC;MASC;SG
κέιν	caine	κέιν	cain		N;NOM;MASC;SG
κατηγοριοποιούνται	razvrščena	κατηγοριοποιώ	razvrščen	V;IPFV;IND;PL;3;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
ορθογώνιο	pravokotnik	ορθογώνιο	pravokotnik	N;GEN;FEM;PL	N;NOM;MASC;SG
ορθογώνιο	pravokotna	ορθογώνιο	pravokoten	N;GEN;FEM;PL	ADJ;NOM;FEM;SG
ορθογώνιο	pravokotnih	ορθογώνιο	pravokoten	N;GEN;FEM;PL	ADJ;GEN;MASC;PL
ορθογώνιο	pravokotno	ορθογώνιο	pravokotno	N;GEN;FEM;PL	ADV
λάος	laosu	λάος	laos	PROPN;NOM;NEUT;SG	N;DAT;MASC;SG
πανοραμική	panoramski	πανοραμικός	panoramski	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
πανοραμική	panorama	πανοραμικός	panorama	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
φτωχή	ubogi	φτωχή	ubog	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
φτωχή	revni	φτωχή	reven	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
στίχο	verz	στίχος	verz	N;ACC;NEUT;SG	N;NOM;MASC;SG
φρανκφούρτη	frankfurtu	φρανκφούρτης	frankfurt	PROPN;NOM;FEM;SG	N;DAT;MASC;SG
φρανκφούρτη	frankfurt	φρανκφούρτης	frankfurt	PROPN;NOM;FEM;SG	N;NOM;MASC;SG
ιουστινιανού	justinijan	ιουστινιανός	justinijan	N;GEN;MASC;SG	N;NOM;MASC;SG
κύριε	gospod	κύριος	gospod	N;VOC;MASC;SG	N;NOM;MASC;SG
μυστήρια	skrivnosti	μυστήριος	skrivnost	ADV	N;NOM;FEM;PL
θάλαμο	dvorani	θάλαμος	dvorana	N;ACC;MASC;SG	N;NOM;FEM;SG
θάλαμο	komora	θάλαμος	komor	N;ACC;MASC;SG	N;NOM;FEM;SG
καταδίκασε	obsojeni	καταδικάζω	obsojen	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
καταδίκασε	obsojen	καταδικάζω	obsojen	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
καταδίκασε	obsojena	καταδικάζω	obsojen	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
καταδίκασε	obsojeni	καταδικάζω	obsojen	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
καταδίκασε	obsojen	καταδικάζω	obsojen	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
περιφερειακά	regionalno	περιφερειακός	regionalen	ADV	ADJ;NOM;NEUT;SG
περιφερειακά	regionalna	περιφερειακός	regionalen	ADV	ADJ;NOM;FEM;SG
περιφερειακά	regionalni	περιφερειακός	regionalen	ADV	ADJ;NOM;MASC;SG
κάμερα	kamero	κάμερα	kamera	N;NOM;FEM;SG	N;ACC;FEM;SG
βαβυλώνα	babilon	βαβυλώνας	babilon	PROPN;GEN;MASC;PL	N;NOM;MASC;SG
τραγικό	tragične	τραγικός	tragičen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
δίκης	sojenje	δίκη	sojenje	N;GEN;FEM;SG	N;NOM;NEUT;SG
ανθρωπότητα	človečnost	ανθρωπότητα	človečnost	N;ACC;FEM;SG	N;NOM;FEM;SG
ανθρωπότητα	človeštvo	ανθρωπότητα	človeštvo	N;ACC;FEM;SG	N;NOM;NEUT;SG
ανθρωπότητα	človeštvo	ανθρωπότητα	človeštvo	N;ACC;FEM;SG	N;NOM;NEUT;SG
παπά	pridigar	παπά	pridigar	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
παπά	svečenik	παπά	svečenik	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
παπά	župnik	παπά	župnik	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
παπά	duhovnik	παπά	duhovnik	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
επιβεβαιώνεται	potrjen	επιβεβαιώνω	potrjen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
επιβεβαιώνεται	potrjeno	επιβεβαιώνω	potrjen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
επιβεβαιώνεται	potrjeni	επιβεβαιώνω	potrjen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
επιβεβαιώνεται	potrjena	επιβεβαιώνω	potrjen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
ζυρίχη	zürichu	ζυρίχη	züriche	PROPN;ACC;FEM;SG	PROPN;DAT;MASC;SG
ζυρίχη	zürichu	ζυρίχη	züriche	PROPN;ACC;FEM;SG	PROPN;DAT;MASC;SG
συγνώμη	žal	συγνώμη	žal	N;VOC;FEM;SG	ADV
σχετικότητας	relativnost	σχετικότητα	relativnost	N;GEN;FEM;SG	N;NOM;FEM;SG
στέψη	kronanje	στέψη	kronanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
βομβαρδισμό	bombardiranje	βομβαρδισμός	bombardiranje	N;ACC;MASC;SG	N;NOM;NEUT;SG
βομβαρδισμό	bombardiranje	βομβαρδισμός	bombardiranje	N;ACC;MASC;SG	N;NOM;NEUT;SG
βίαιη	nasilen	βίαιη	nasilen	N;NOM;FEM;SG	ADJ;NOM;INDF;MASC;SG
βίαιη	nasilna	βίαιη	nasilen	N;NOM;FEM;SG	ADJ;NOM;FEM;SG
βίαιη	nasilne	βίαιη	nasilen	N;NOM;FEM;SG	ADJ;NOM;FEM;PL
βίαιη	nasilni	βίαιη	nasilen	N;NOM;FEM;SG	ADJ;NOM;MASC;PL
βίαιη	nasilno	βίαιη	nasilen	N;NOM;FEM;SG	ADV
τρένα	vlake	τρένος	vlak	N;NOM;NEUT;PL	N;ACC;MASC;PL
ιονίου	jonsko	ιονίος	jonski	PROPN;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
καπετάνιος	stotnik	καπετάνιος	stotnik	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
καπετάνιος	kapitan	καπετάνιος	kapitan	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
καπετάνιος	kapitan	καπετάνιος	kapitan	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
καπετάνιος	skipper	καπετάνιος	skipper	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
φίλε	stari	φίλομαι	star	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ;NOM;MASC;PL
φίλε	frajer	φίλομαι	frajer	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG
φίλε	moški	φίλομαι	moški	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;PL
φίλε	mož	φίλομαι	mož	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG
φίλε	človek	φίλομαι	človek	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;MASC;SG
ηφαιστειακή	vulkanskega	ηφαιστειακός	vulkanski	ADJ;NOM;FEM;SG	ADJ;GEN;NEUT;SG
παπούτσια	čevlje	παπούτσι	čevelj	N;NOM;NEUT;PL	N;ACC;MASC;PL
παπούτσια	čevljev	παπούτσι	čevelj	N;NOM;NEUT;PL	N;GEN;MASC;PL
ηθικά	moralno	ηθικός	moralen	ADV	ADJ;NOM;NEUT;SG
χόφμαν	hoffmann	χόφμαν	hoffmann		N;NOM;MASC;SG
χόφμαν	hoffman	χόφμαν	hoffman		N;NOM;MASC;SG
οντάριο	ontario	οντάριο	ontari	PROPN;NOM;FEM;SG	PROPN;NOM;NEUT;SG
πρωτεύουσες	prestolnicah	πρωτεύουσα	prestolnica	N;NOM;FEM;PL	N;ESS;FEM;PL
βατικανό	vatikanu	βατικανός	vatikan	N;NOM;NEUT;SG	N;DAT;MASC;SG
χρησιμότητα	uporabnost	χρησιμότητα	uporabnost	N;ACC;FEM;SG	N;NOM;FEM;SG
χρησιμότητα	uporabnost	χρησιμότητα	uporabnost	N;ACC;FEM;SG	N;NOM;FEM;SG
χρησιμότητα	pripomoček	χρησιμότητα	pripomoček	N;ACC;FEM;SG	N;NOM;MASC;SG
γουίλσον	wilson	γουίλσον	wilson	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
ηρώδη	herod	ηρώδη	herod	N;ACC;MASC;SG	N;NOM;MASC;SG
υποψηφίων	kandidati	υποψήφιος	kandidat	ADJ;GEN;FEM;PL	N;NOM;MASC;PL
υποψηφίων	kandidatov	υποψήφιος	kandidat	ADJ;GEN;FEM;PL	N;GEN;MASC;PL
υποψηφίων	kandidatke	υποψήφιος	kandidatka	ADJ;GEN;FEM;PL	N;NOM;FEM;PL
υποψηφίων	kandidata	υποψήφιος	kandidat	ADJ;GEN;FEM;PL	N;NOM;MASC;SG
υποψηφίων	kandidate	υποψήφιος	kandidat	ADJ;GEN;FEM;PL	N;ACC;MASC;PL
στηβ	steve	στηβ	steva		PROPN;NOM;MASC;SG
στηβ	steva	στηβ	stev		N;NOM;MASC;SG
πολύτιμα	dragoceno	πολύτιμα	dragocen	ADV	ADJ;NOM;NEUT;SG
πολύτιμα	dragocena	πολύτιμα	dragocen	ADV	ADJ;NOM;FEM;SG
πολύτιμα	dragocen	πολύτιμα	dragocen	ADV	ADJ;NOM;INDF;MASC;SG
πολύτιμα	dragoceni	πολύτιμα	dragocen	ADV	ADJ;NOM;MASC;PL
ομοιότητα	podobnost	ομοιότητα	podobnost	N;ACC;FEM;SG	N;NOM;FEM;SG
ομοιότητα	podobnost	ομοιότητα	podobnost	N;ACC;FEM;SG	N;NOM;FEM;SG
ομοιότητα	podobnosti	ομοιότητα	podobnost	N;ACC;FEM;SG	N;GEN;FEM;SG
οπλισμό	oborožitve	οπλισμός	oborožitev	N;ACC;MASC;SG	N;NOM;FEM;PL
φυσιολογική	običajno	φυσιολογικός	običajno	ADJ;NOM;FEM;SG	ADV
δεκαετιών	desetletji	δεκαετία	desetletje	N;GEN;FEM;PL	N;NOM;NEUT;PL
δεκαετιών	desetletjih	δεκαετία	desetletje	N;GEN;FEM;PL	N;ESS;NEUT;PL
δεκαετιών	desetletja	δεκαετία	desetletje	N;GEN;FEM;PL	N;NOM;NEUT;PL
σταυροφόροι	križarji	σταυροφόρος	križar	ADJ;NOM;MASC;PL	N;NOM;MASC;PL
γουόλτερ	walterja	γουόλτερ	walter	PROPN;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
γουόλτερ	walter	γουόλτερ	walter	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
άνετα	udobni	άνετα	udoben	ADV	ADJ;NOM;MASC;SG
άνετα	udoben	άνετα	udoben	ADV	ADJ;NOM;INDF;MASC;SG
άνετα	udoben	άνετα	udoben	ADV	ADJ;NOM;INDF;MASC;SG
τζούλια	giulia	τζούλιο	giulia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
τζούλια	julijo	τζούλιο	juliti	N;NOM;FEM;SG	N;ACC;FEM;SG
τζούλια	julia	τζούλιο	julia	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
τζούλια	julija	τζούλιο	julij	N;NOM;FEM;SG	N;GEN;MASC;SG
οξφόρδη	oxford	οξφόρδη	osford	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
οξφόρδη	oxfordu	οξφόρδη	onford	PROPN;NOM;FEM;SG	N;DAT;MASC;SG
ατλάντα	atlanti	ατλάντα	atlant	PROPN;NOM;NEUT;SG	N;NOM;FEM;SG
ατλάντα	atlanto	ατλάντα	atlanto	PROPN;NOM;NEUT;SG	N;ACC;FEM;SG
μον	mont	μον	mont	N	PROPN;NOM;MASC;SG
μον	mon	μον	mon	N	
γνωριμία	znanec	γνωριμία	znanec	N;ACC;FEM;SG	N;NOM;MASC;SG
προσωρινό	začasno	προσωρινός	začasno	ADJ;NOM;NEUT;SG	ADV
λιοντάρια	levi	λιοντάριο	lev	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
λιοντάρια	leve	λιοντάριο	lev	N;NOM;NEUT;PL	ADJ;NOM;FEM;PL
μαρίνο	marino	μαρίνο	marina	PROPN;NOM;MASC;SG	N;ACC;FEM;SG
έντυπο	obliko	έντυπο	oblika	N;NOM;NEUT;SG	N;ACC;FEM;SG
τριλογία	trilogije	τριλογία	trilogija	N;NOM;FEM;SG	N;NOM;FEM;PL
μονοπάτια	poti	μονοπάτι	pot	N;NOM;NEUT;PL	N;NOM;FEM;SG
μονοπάτια	poteh	μονοπάτι	pot	N;NOM;NEUT;PL	N;ESS;FEM;PL
πακέτα	pakete	πακέτα	paket	N;NOM;NEUT;PL	N;ACC;MASC;PL
πακέτα	paketov	πακέτα	paket	N;NOM;NEUT;PL	N;GEN;MASC;PL
πακέτα	pakete	πακέτα	paket	N;NOM;NEUT;PL	N;ACC;MASC;PL
συνεχές	neprekinjeno	συνεχής	neprekinjen	ADJ;NOM;NEUT;SG	ADV
συνεχές	kontinuum	συνεχής	kontinuum	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
επιφανειακή	površinske	επιφανειακός	površinski	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
πνεύματα	duhov	πνεύμα	duh	N;NOM;NEUT;PL	N;GEN;MASC;PL
αντουάν	antoine	αντούα	antoin	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
λοίμωξη	okužbe	λοίμωξη	okužba	N;ACC;FEM;SG	N;NOM;FEM;PL
λοίμωξη	okužba	λοίμωξη	okužba	N;ACC;FEM;SG	N;NOM;FEM;SG
εμίλ	emile	εγίλος	emiti	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
εμίλ	emil	εγίλος	emiti	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
επαρκή	ustrezna	επαρκής	ustrezen	ADV	ADJ;NOM;FEM;SG
επαρκή	ustrezen	επαρκής	ustrezen	ADV	ADJ;NOM;INDF;MASC;SG
επαρκή	zadostno	επαρκής	zadostno	ADV	ADJ;NOM;NEUT;SG
επαρκή	zadostna	επαρκής	zadosten	ADV	ADJ;NOM;FEM;SG
εβραϊκά	hebrejsko	εβραϊκά	hebrejski	ADV	ADJ;NOM;NEUT;SG
ασυνήθιστο	neobičajno	ασυνήθιστο	neobičajno	ADJ;NOM;NEUT;SG	ADV
ασυνήθιστο	nenavadne	ασυνήθιστο	nenavaden	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
ασυνήθιστο	občasno	ασυνήθιστο	občasno	ADJ;NOM;NEUT;SG	ADV
ασυνήθιστο	občasni	ασυνήθιστο	občasen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
έγκυος	noseče	έγκυος	noseč	N;NOM;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
έγκυος	noseča	έγκυος	noseča	N;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
κριμαία	krim	κριμαία	krim	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
λάνκαστερ	lancaster	λάνκαστερ	lancaster	V;PFV;IND;PL;2;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG
σύμμαχος	zaveznika	σύμμαχος	zaveznik	N;NOM;MASC;SG	N;ACC;MASC;SG
καθίσματα	sedeže	καθίσμα	sedež	N;NOM;NEUT;PL	N;ACC;MASC;PL
διανέμεται	razdeljen	διανέμω	razdeljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
διανέμεται	porazdeli	διανέμω	porazdel	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;SG;V.PTCP
διανέμεται	razdeljeni	διανέμω	razdeljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
διασποράς	gruča	διασπορά	gruča	N;GEN;FEM;SG	N;NOM;FEM;SG
διασποράς	kopica	διασπορά	kopica	N;GEN;FEM;SG	N;NOM;FEM;SG
διασποράς	sklop	διασπορά	sklop	N;GEN;FEM;SG	N;NOM;MASC;SG
άρνολντ	arnold	άρνολντ	arnold		N;NOM;MASC;SG
σπόρους	semen	σπόρος	seme	N;NOM;MASC;PL	N;GEN;NEUT;PL
σπόρους	seme	σπόρος	seme	N;NOM;MASC;PL	N;NOM;NEUT;SG
μπέιζμπολ	baseball	μπέιζμπολ	basebalel		N;NOM;MASC;SG
κατέθεσε	pričal	καταθέτω	pričati	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
κατέθεσε	pričali	καταθέτω	pričati	V;PFV;IND;SG;3;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
επεκτάσεις	podaljšanja	επέκταση	podaljšanje	N;NOM;FEM;PL	N;GEN;NEUT;SG
επεκτάσεις	razširitev	επέκταση	razširitev	N;NOM;FEM;PL	N;NOM;FEM;SG
πιστεύοντας	verovanje	πιστεύω	verovanje	V;IPFV;V.CVB;ACT	N;NOM;NEUT;SG
αντιτορπιλικό	uničevalec	αντιτορπιλικό	uničevalec		N;NOM;MASC;SG
αντιτορπιλικό	rušilec	αντιτορπιλικό	rušilec		N;NOM;MASC;SG
τζούνιορ	mlajši	τζούνιορ	mlad	PROPN;NOM;NEUT;PL	ADJ;NOM;DEF;CMPR;MASC;SG
τζούνιορ	junior	τζούνιορ	junior	PROPN;NOM;NEUT;PL	N;NOM;MASC;SG
φεγγάρι	moon	φεγγάρι	moon	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG
συνήθης	običajno	συνήθης	običajno	ADJ;NOM;FEM;SG	ADV
τηλεπικοινωνιών	telekomunikacije	τηλεπικοινωνία	telekomunikacija	N;GEN;FEM;PL	N;NOM;FEM;SG
δημιουργική	ustvarjalno	δημιουργικός	ustvarjalno	ADJ;NOM;FEM;SG	ADV
μπενφίκα	benfica	μπενφίκα	benfica		N;NOM;FEM;SG
κουν	kun	κλυ	kun		N;NOM;MASC;SG
κουν	kuhna	κλυ	kuhen		ADJ;NOM;FEM;SG
σκληρότητα	krutost	σκληρότητα	krutost	N;ACC;FEM;SG	N;NOM;FEM;SG
σκληρότητα	krutosti	σκληρότητα	krutost	N;ACC;FEM;SG	N;GEN;FEM;SG
σκληρότητα	trdnost	σκληρότητα	trdnost	N;ACC;FEM;SG	N;NOM;FEM;SG
ανοικοδόμηση	obnova	ανοικοδόμηση	obnova	N;ACC;FEM;SG	N;NOM;FEM;SG
μότσαρτ	mozart	μότσαρτ	mozart		N;NOM;MASC;SG
στρατηγούς	generali	στρατηγός	general	N;ACC;MASC;PL	N;NOM;MASC;PL
στρατηγούς	generalov	στρατηγός	general	N;ACC;MASC;PL	N;GEN;MASC;PL
εξηγήσεις	obrazložitev	εξήγηση	obrazložitev	N;NOM;FEM;PL	N;NOM;FEM;SG
αλμπέρτο	alberto	αλμπέρτος	alberta		N;NOM;MASC;SG
ξενοφών	ksenofont	ξενοφή	ksenofont	N;GEN;FEM;PL	N;NOM;FEM;SG
υπόσχεση	obljubi	υπόσχεση	obljuba	N;ACC;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
υπόσχεση	obljuba	υπόσχεση	obljuba	N;ACC;FEM;SG	N;NOM;FEM;SG
υπόσχεση	zaobljuba	υπόσχεση	zaobljuba	N;ACC;FEM;SG	N;NOM;FEM;SG
τουβαλού	tuvalu	τουβαλός	tuval	PROPN;NOM;MASC;SG	N;NOM;NEUT;SG
τόνγκα	tonga	τόνγκα	tongo		N;NOM;FEM;SG
θηλαστικών	sesalcev	θηλαστικός	sesalec	ADJ;GEN;NEUT;PL	N;GEN;MASC;PL
φόρου	davki	φόρος	davek	N;GEN;MASC;SG	N;NOM;MASC;PL
φόρου	davčna	φόρος	davčen	N;GEN;MASC;SG	ADJ;NOM;FEM;SG
φόρου	davek	φόρος	davek	N;GEN;MASC;SG	N;NOM;MASC;SG
βερόνα	verona	βερόνας	veron	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
πάρκερ	parker	πάρκερ	parker	PROPN;NOM;MASC;SG	N;NOM;MASC;SG
ενωμένη	združeni	ενώνω	združen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
ενωμένη	združena	ενώνω	združen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
ενωμένη	združene	ενώνω	združen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
ενωμένη	united	ενώνω	united	V;PFV;NOM;FEM;SG;V.PTCP;PASS	
ενωμένη	združeno	ενώνω	združen	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
κινητά	mobilna	κινητός	mobilen	N;NOM;NEUT;PL	ADJ;NOM;FEM;SG
κινητά	mobilni	κινητός	mobilen	N;NOM;NEUT;PL	ADJ;NOM;MASC;SG
κινητά	mobilnih	κινητός	mobilen	N;NOM;NEUT;PL	ADJ;GEN;MASC;PL
κινητά	mobilno	κινητός	mobilen	N;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
διάβασε	branje	διαβάζω	branje	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;NEUT;SG
διάβασε	preberite	διαβάζω	prebrati	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IMP;PL;2;FIN
διάβασε	preberi	διαβάζω	prebrr	V;PFV;IND;SG;3;PST;FIN;ACT	N;NOM;MASC;SG
στάλθηκαν	poslan	στάλλω	poslan	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
στάλθηκαν	poslana	στάλλω	poslan	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;NOM;FEM;SG;V.PTCP
στάλθηκαν	poslani	στάλλω	poslan	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;NOM;MASC;PL;V.PTCP
στάλθηκαν	poslano	στάλλω	poslan	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;NOM;NEUT;SG;V.PTCP
στάλθηκαν	poslane	στάλλω	poslan	V;PFV;IND;PL;3;PST;FIN;PASS	ADJ;NOM;FEM;PL;V.PTCP
αρχίζοντας	zagon	αρχίζω	zagon	V;IPFV;V.CVB;ACT	N;NOM;MASC;SG
ανάρτηση	opustitev	ανάρτηση	opustitev	N;ACC;FEM;SG	N;NOM;FEM;SG
ανάρτηση	suspenzija	ανάρτηση	suspenzija	N;ACC;FEM;SG	N;NOM;FEM;SG
ανάρτηση	prekinitev	ανάρτηση	prekinitev	N;ACC;FEM;SG	N;NOM;FEM;SG
μετράει	štetje	μετρώ	štetje	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;SG
ελπίδες	upe	ελπίδα	upa	N;NOM;FEM;PL	N;ACC;MASC;PL
ελπίδες	upa	ελπίδα	up	N;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
ελπίδες	upanja	ελπίδα	upanje	N;NOM;FEM;PL	N;GEN;NEUT;SG
φάλαγγα	falanga	φάλαγγα	falanga	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
φάλαγγα	konvoj	φάλαγγα	konvoj	N;ACC;FEM;SG	N;NOM;MASC;SG
λισαβόνας	lizbonska	λισσαβώνα	lizbonski	PROPN;GEN;FEM;SG	ADJ;NOM;FEM;SG
λισαβόνας	lizboni	λισσαβώνα	lizbon	PROPN;GEN;FEM;SG	PROPN;NOM;FEM;SG
λισαβόνας	lizbonske	λισσαβώνα	lizbonski	PROPN;GEN;FEM;SG	ADJ;NOM;FEM;PL
