של	shel	של	shel	PART;GEN	N;INDF;MASC;SG
הפתרון	solutie	הפתרון	solutie	PROPN	N;INDF;FEM;SG
הפתרון	soluția	הפתרון	soluție	PROPN	N;DEF;FEM;SG
נתפס	prinsă	נתפס	prinde	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;SG
נתפס	prins	נתפס	prinde	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נתפס	capturat	נתפס	capturat	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נתפס	capturată	נתפס	captura	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;SG
נתפס	capturate	נתפס	captura	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
אדולף	adolphe	באדולף	adolphe	PROPN	PROPN
אדולף	adolf	באדולף	adolf	PROPN	PROPN
המגן	scut	המגן	scut		N;INDF;MASC;SG
המגן	scutul	המגן	scut		N;DEF;MASC;SG
המגן	shield	המגן	shield		N;INDF;MASC;SG
אמא	mami	אמא	mami	N;FEM;SG	
הוגן	fair	הוגן	fair	ADJ;MASC;SG	N;INDF;MASC;SG
הוגן	corect	הוגן	corect	ADJ;MASC;SG	ADV
רוני	roni	רוני	ron	PROPN	
רוני	ronnie	רוני	ronnie	PROPN	N;INDF;MASC;SG
רוני	rooney	רוני	rooney	PROPN	PROPN
רוני	ronny	רוני	ronny	PROPN	PROPN
אוטו	auto	אוטו	auto	PROPN	
אוטו	otto	אוטו	otto	PROPN	PROPN
אוטו	automobile	אוטו	automobil	PROPN	N;INDF;FEM;PL
אוטו	automobil	אוטו	automobil	PROPN	N;INDF;MASC;SG
אוטו	automobilul	אוטו	automobil	PROPN	N;DEF;MASC;SG
התרגום	traducere	התרגום	traducere		N;INDF;FEM;SG
התרגום	traducerea	התרגום	traducere		N;DEF;FEM;SG
רש	rush	רש	rush		N;INDF;MASC;SG
קלאסית	clasică	קלאסי	clasic	ADV	ADJ;INDF;FEM;SG
קלאסית	clasica	קלאסי	clasică	ADV	ADJ;DEF;FEM;SG
קלאסית	clasică	קלאסי	clasic	ADV	ADJ;INDF;FEM;SG
קלאסית	clasica	קלאסי	clasică	ADV	ADJ;DEF;FEM;SG
קלאסית	classic	קלאסי	classic	ADV	PROPN
קיר	wall	קיר	wall	N;MASC;SG	PROPN
הנסיכה	prințesă	הנסיכה	prințesă	V;FEM;SG;3;PST;ACT	N;INDF;FEM;SG
הנסיכה	printesa	הנסיכה	printesă	V;FEM;SG;3;PST;ACT	N;DEF;FEM;SG
הנסיכה	prințesa	הנסיכה	prințesă	V;FEM;SG;3;PST;ACT	N;DEF;FEM;SG
סייע	ajutată	סייע	ajuta	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
סייע	ajutat	סייע	ajuta	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
סייע	asistată	סייע	asista	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
סייע	asistat	סייע	asista	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
שחורים	negrii	שחור	negru	ADJ;MASC;PL	
דומות	asemanator	דומה	asemanator	ADJ;FEM;PL	ADJ;INDF;MASC;SG
דומות	similar	דומה	similar	ADJ;FEM;PL	ADJ;INDF;MASC;SG
דומות	asemănător	דומה	asemănător	ADJ;FEM;PL	ADJ;INDF;MASC;SG
דומות	similară	דומה	similar	ADJ;FEM;PL	ADJ;INDF;FEM;SG
לחקור	explorarea	חקר	explorare	V;NFIN;ACT	N;DEF;FEM;SG
לחקור	explorare	חקר	explorare	V;NFIN;ACT	N;INDF;FEM;SG
יורי	iuri	יורי	iuri	PROPN	PROPN
יורי	yuri	יורי	yuri	PROPN	PROPN
פלסטינים	palestinieni	פלסטיני	palestinian	N;MASC;PL	ADJ;INDF;MASC;PL
פלסטינים	palestiniene	פלסטיני	palestinian	N;MASC;PL	ADJ;INDF;FEM;PL
פלסטינים	palestiniană	פלסטיני	palestinian	N;MASC;PL	ADJ;INDF;FEM;SG
פלסטינים	palestinieni	פלסטיני	palestinian	N;MASC;PL	ADJ;INDF;MASC;PL
פלסטינים	palestinian	פלסטיני	palestinian	N;MASC;PL	ADJ;INDF;MASC;SG
המכללה	facultate	המכללה	facultate		N;INDF;FEM;SG
המכללה	facultatea	המכללה	facultate		N;DEF;FEM;SG
המכללה	colegiul	המכללה	colegiu		N;DEF;MASC;SG
המכללה	colegiu	המכללה	colegiu		N;INDF;MASC;SG
מתכוון	medie	התכוון	medie	V;MASC;SG;V.PTCP	N;INDF;FEM;SG
מזג	temperat	מזג	temperat	N;MASC;SG	ADJ;INDF;MASC;SG
בודדים	singuratic	בודד	singuratic	N;MASC;PL	ADJ;INDF;MASC;SG
בודדים	singur	בודד	singur	N;MASC;PL	ADJ;INDF;MASC;SG
שמע	auzit	שמע	auzi		V;MASC;SG;V.PTCP
שמע	audio	שמע	audio		N;INDF;MASC;SG
מטבעות	monede	מטבע	monede		N;INDF;FEM;PL
מטבעות	monezi	מטבע	monedă		N;INDF;FEM;PL
מטבעות	monedele	מטבע	monede		N;DEF;FEM;PL
מייק	mike	מייק	euke	PROPN	PROPN
מתאימה	compatibile	התאים	compatibil	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
מתאימה	compatibilă	התאים	compatibil	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מתאימה	compatibil	התאים	compatibil	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מתאימה	adecvată	התאים	adecvat	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מתאימה	corespunzătoare	התאים	corespunzător	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM
מתאימה	corespunzător	התאים	corespunzător	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מתאימה	adecvat	התאים	adecvat	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
מתאימה	adecvată	התאים	adecvat	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מתאימה	adecvate	התאים	adecvat	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
מתאימה	adecvat	התאים	adecvat	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
חמור	severe	חמור	sever	N;MASC;SG	ADJ;INDF;FEM;PL
חמור	severă	חמור	sever	N;MASC;SG	ADJ;INDF;FEM;SG
חמור	severa	חמור	sever	N;MASC;SG	ADJ;DEF;FEM;SG
חמור	sever	חמור	sever	N;MASC;SG	ADJ;INDF;MASC;SG
שופט	judecă	שופט	judecă	N;MASC;SG	V;IND;SG;3;PST;FIN
שופט	judecătoare	שופט	judecător	N;MASC;SG	ADJ;INDF;FEM
לבד	singură	לבד	singur		ADJ;INDF;FEM;SG
לבד	singur	לבד	singur		ADJ;INDF;MASC;SG
לבד	singuri	לבד	singur		V;IND;PL;2;IPFV;FIN
מוגבלת	limited	הוגבל	limited	V;FEM;SG;V.PTCP;PASS	N;INDF;MASC;SG
מוגבלת	limitate	הוגבל	limitat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
מוגבלת	limitat	הוגבל	limita	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מוגבלת	limitată	הוגבל	limitat	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;SG
מוגבלת	restricționat	הוגבל	restricționa	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מקיף	cuprinzătoare	מקיף	cuprinzător		ADJ;INDF;FEM
מקיף	cuprinzător	מקיף	cuprinzător		ADJ;INDF;MASC;SG
אלכס	alex	אלכס	alex	PROPN	PROPN
עזרא	ezra	עזרא	ezră	PROPN	PROPN
שמח	fericita	שמח	fericita		ADJ;DEF;FEM;SG
שמח	fericită	שמח	fericit		ADJ;INDF;FEM;SG
שמח	fericit	שמח	fericit		ADJ;INDF;MASC;SG
לאה	lea	לאה	lea	PROPN	
לאה	leah	לאה	leah	PROPN	N;INDF;MASC;SG
גיוס	recrutări	גיוס	recrutare	N;MASC;SG	N;INDF;FEM;PL
גיוס	recrutări	גיוס	recrutare	N;MASC;SG	N;INDF;FEM;PL
בתוכו	interior	בתוך	interior		N;INDF;MASC;SG
וייטנאם	vietnam	וייטנאם	vietnam	PROPN	PROPN
וייטנאם	vietnamul	וייטנאם	vietnam	PROPN	N;DEF;MASC;SG
המשבר	criză	המשבר	criză	PROPN	N;INDF;FEM;SG
המשבר	criza	המשבר	criză	PROPN	N;DEF;FEM;SG
העין	ochiul	העין	ochi	V;MASC;SG;3;PST;ACT	N;DEF;MASC;SG
העין	ochi	העין	ochi	V;MASC;SG;3;PST;ACT	N;INDF;MASC
העין	eye	העין	ey	V;MASC;SG;3;PST;ACT	
מכילה	conţine	הכיל	conţine	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מכילה	conține	הכיל	conține	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מכילה	contine	הכיל	contin	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בלטינית	latine	בלטיני	latin	ADV	ADJ;INDF;FEM;PL
בלטינית	latin	בלטיני	latin	ADV	N;INDF;MASC;SG
בלטינית	latina	בלטיני	latină	ADV	N;DEF;FEM;SG
בלטינית	latină	בלטיני	latin	ADV	N;INDF;FEM;SG
הוראות	ordine	הוראה	ordine	N;FEM;PL	N;INDF;FEM;SG
המוכר	vânzător	המוכר	vânzător		N;INDF;MASC;SG
המוכר	vânzătorul	המוכר	vânzător		N;DEF;MASC;SG
סידני	sidney	סידני	sidney	PROPN	PROPN
סידני	sydney	סידני	sydney	PROPN	PROPN
מוסר	moral	מוסר	moral	N;MASC;SG	ADJ;INDF;MASC;SG
מוסר	morală	מוסר	moral	N;MASC;SG	ADJ;INDF;FEM;SG
מוסר	morală	מוסר	moral	N;MASC;SG	ADJ;INDF;FEM;SG
טיימס	timpuri	טיימס	timp	PROPN	N;INDF;FEM;PL
טיימס	timpurile	טיימס	timp	PROPN	N;DEF;FEM;PL
טיימס	vremuri	טיימס	vreme	PROPN	N;INDF;FEM;PL
טיימס	times	טיימס	times	PROPN	N;INDF;MASC;SG
ניתנת	acordate	ניתן	acordat	V;FEM;SG;V.PTCP;MID	ADJ;INDF;FEM;PL
ניתנת	acordată	ניתן	acordat	V;FEM;SG;V.PTCP;MID	ADJ;INDF;FEM;SG
ניתנת	acordat	ניתן	acordat	V;FEM;SG;V.PTCP;MID	ADJ;INDF;MASC;SG
היקום	univers	היקום	univers		N;INDF;MASC;SG
היקום	universul	היקום	univers		N;DEF;MASC;SG
התסריט	scenariul	התסריט	scenariu		N;DEF;MASC;SG
התסריט	scenariu	התסריט	scenariu		N;INDF;MASC;SG
התסריט	script	התסריט	script		N;INDF;MASC;SG
מיוחדות	specială	מיוחד	special	ADJ;FEM;PL	ADJ;INDF;FEM;SG
מיוחדות	speciala	מיוחד	special	ADJ;FEM;PL	ADJ;DEF;FEM;SG
מיוחדות	special	מיוחד	special	ADJ;FEM;PL	ADV
גבריאל	gabriel	גבריאל	gabriel	PROPN	PROPN
גבריאל	gabrielle	גבריאל	gabrie	PROPN	N;INDF;FEM;SG
איבר	membrelor	איבר	membră	N;MASC;SG	N;DEF;FEM;PL
איבר	organe	איבר	organ	N;MASC;SG	N;INDF;FEM;PL
איבר	organele	איבר	organ	N;MASC;SG	N;DEF;FEM;PL
איבר	organe	איבר	organ	N;MASC;SG	N;INDF;FEM;PL
להילחם	luptă	נלחם	luptă	V;NFIN;MID	N;INDF;FEM;SG
להילחם	lupta	נלחם	luptă	V;NFIN;MID	N;DEF;FEM;SG
טכנולוגיה	tehnologii	טכנולוגיה	tehnologie	N;FEM;SG	N;INDF;FEM;PL
דמוקרטית	democrată	דמוקרטי	democra	ADV	ADJ;INDF;FEM;SG
דמוקרטית	democratice	דמוקרטי	democratic	ADV	ADJ;INDF;FEM;PL
דמוקרטית	democratică	דמוקרטי	democratică	ADV	ADJ;INDF;FEM;SG
דמוקרטית	democrat	דמוקרטי	democrat	ADV	N;INDF;MASC;SG
דמוקרטית	democratic	דמוקרטי	democratic	ADV	ADJ;INDF;MASC;SG
במשקל	cântărire	במשקל	cântărire		N;INDF;FEM;SG
במשקל	cântărind	במשקל	cântări		V;V.MSDR
וילסון	wilson	וילסון	wilson	PROPN	PROPN
האנדרטה	monumentul	האנדרטה	monument	PROPN	N;DEF;MASC;SG
האנדרטה	monument	האנדרטה	monument	PROPN	N;INDF;MASC;SG
הובילו	led	הוביל	led	V;PL;3;PST;ACT	N;INDF;MASC;SG
מתקדם	progresive	התקדם	progresiv	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;PL
מתקדם	progresivă	התקדם	progresiv	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
מתקדם	progresiv	התקדם	progresiv	V;MASC;SG;V.PTCP	ADV
מתקדם	avansată	התקדם	avansa	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
מתקדם	avansate	התקדם	avansat	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;PL
מתקדם	avansat	התקדם	avansa	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
שכבות	stratificat	שכבה	stratificat	N;FEM;PL	ADJ;INDF;MASC;SG
חנוך	enoch	חנוך	enoch	PROPN	N;INDF;MASC;SG
ערוך	editare	ערך	editare	PROPN	N;INDF;FEM;SG
ערוך	editează	ערך	edita	PROPN	V;IND;3;PRS;FIN
ערוך	editat	ערך	edita	PROPN	ADJ;INDF;MASC;SG
ערוך	editată	ערך	edita	PROPN	ADJ;INDF;FEM;SG
פנחס	pinhas	פנחס	pinhas	PROPN	
פנחס	pinchas	פנחס	pinchas	PROPN	
מספקת	satisfăcător	סיפק	satisfăcător	V;FEM;SG;V.PTCP;ACT	ADV
מספקת	satisfăcătoare	סיפק	satisfăcător	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM
מספקת	satisfacerea	סיפק	satisfacere	V;FEM;SG;V.PTCP;ACT	N;DEF;FEM;SG
מספקת	suficiente	סיפק	suficient	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
מספקת	suficientă	סיפק	suficient	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
מספקת	prevede	סיפק	prevedea	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מספקת	furnizează	סיפק	furniza	V;FEM;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
קארל	karl	קארל	karl	PROPN	PROPN
קארל	carl	קארל	carl	PROPN	PROPN
מיעוט	minoritar	מיעוט	minoritar	N;MASC;SG	ADJ;INDF;MASC;SG
מיעוט	minorităților	מיעוט	minoritate	N;MASC;SG	N;DEF;FEM;PL
היינריך	heinrich	היינריך	heinrich	PROPN	PROPN
יחזקאל	ezekiel	יחזקאל	ezekiel	PROPN	PROPN
וולף	wolfe	וולף	wolfe	PROPN	PROPN
וולף	lup	וולף	lup	PROPN	N;INDF;MASC;SG
וולף	wolf	וולף	wolf	PROPN	PROPN
וולף	lupul	וולף	lup	PROPN	N;DEF;MASC;SG
דרומה	sud	דרומה	sud		N;INDF;MASC;SG
דרומה	south	דרומה	south		N;INDF;MASC;SG
דרומה	sudul	דרומה	sud		N;DEF;MASC;SG
נטען	încărcate	נטען	încărca	V;MASC;SG;3;PST;MID	ADJ;INDF;FEM;PL
נטען	încărcat	נטען	încărca	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
הסגנון	stil	הסגנון	stil	PROPN	N;INDF;MASC;SG
הסגנון	stilul	הסגנון	stil	PROPN	N;DEF;MASC;SG
שיניים	dentară	שן	denta	N;FEM;PL	N;INDF;FEM;SG
סנטה	santa	סנט	santă	PROPN	N
הפסקה	rupe	הפסקה	rupe	N;FEM;SG	V;IND;SG;3;PRS;FIN
הפסקה	sparge	הפסקה	sparge	N;FEM;SG	V;IND;SG;3;PRS;FIN
הקתדרלה	catedrala	הקתדרלה	catedrală	V;FEM;SG;3;PST	N;DEF;FEM;SG
הקתדרלה	catedrală	הקתדרלה	catedral	V;FEM;SG;3;PST	N;INDF;FEM;SG
החלטת	decisă	החלטה	decide	N;PSSD;FEM;SG	ADJ;INDF;FEM;SG
החלטת	decis	החלטה	decide	N;PSSD;FEM;SG	N;INDF;MASC;SG
החלטת	hotărât	החלטה	hotărî	N;PSSD;FEM;SG	ADJ;INDF;MASC;SG
המראה	oglinda	המראה	oglindă	PROPN	N;DEF;FEM;SG
המראה	oglindă	המראה	oglindă	PROPN	N;INDF;FEM;SG
מוכרת	familiar	מוכר	familiar	ADJ;FEM;SG	ADV
מוכרת	familiare	מוכר	familiar	ADJ;FEM;SG	ADJ;INDF;FEM;PL
מוכרת	vând	מוכר	vinde	ADJ;FEM;SG	V;IND;PL;3;PRS;FIN
מוכרת	vind	מוכר	vinde	ADJ;FEM;SG	
מוכרת	vand	מוכר	vand	ADJ;FEM;SG	
מוכרת	recunoscute	מוכר	recunoscut	ADJ;FEM;SG	ADJ;INDF;FEM;PL
חיו	trait	חי	trai	PROPN	V;MASC;SG;V.PTCP
חיו	trăia	חי	trăi	PROPN	V;IND;SG;3;IPFV;FIN
חיו	trăită	חי	trăi	PROPN	ADJ;INDF;FEM;SG
חיו	trăit	חי	trăi	PROPN	V;MASC;SG;V.PTCP
קבר	mormant	קבר	mormant	PROPN	N;INDF;MASC;SG
קבר	mormânt	קבר	mormânt	PROPN	N;INDF;MASC;SG
קבר	mormântul	קבר	mormânt	PROPN	N;DEF;MASC;SG
קבר	mormant	קבר	mormant	PROPN	N;INDF;MASC;SG
קבר	mormânt	קבר	mormânt	PROPN	N;INDF;MASC;SG
לברוח	evadarea	ברח	evadare	V;NFIN;ACT	N;DEF;FEM;SG
לברוח	evadare	ברח	evadare	V;NFIN;ACT	N;INDF;FEM;SG
המשמר	gardian	המשמר	gardian	PROPN	N;INDF;MASC;SG
המשמר	garda	המשמר	gardă	PROPN	N;DEF;FEM;SG
המשמר	paznic	המשמר	paznic	PROPN	N;INDF;MASC;SG
מסיבה	party	מסיבה	party		N;INDF;MASC;SG
מסיבה	petrecere	מסיבה	petrecere		N;INDF;FEM;SG
מסיבה	partid	מסיבה	partid		N;INDF;MASC;SG
תור	coadă	תור	coadă		N;INDF;FEM;SG
תור	coada	תור	coadă		N;DEF;FEM;SG
תור	thor	תור	thor		N;INDF;MASC;SG
הרקע	fundal	הרקע	fundal		N;INDF;MASC;SG
הרקע	fundalul	הרקע	fundal		N;DEF;MASC;SG
מעורבות	interacțiuni	מעורבות	interacțiune	N;FEM;SG	N;INDF;FEM;PL
גרעין	nuclear	גרעין	nuclear	N;MASC;SG	ADJ;INDF;MASC;SG
גרעין	nucleare	גרעין	nuclear	N;MASC;SG	ADJ;INDF;FEM;PL
גרעין	nucleară	גרעין	nuclear	N;MASC;SG	ADJ;INDF;FEM;SG
הירש	hirsch	הירש	hirsch	PROPN	PROPN
הזדמנות	șanse	הזדמנות	șansă	N;FEM;SG	N;INDF;FEM;PL
הזדמנות	sanse	הזדמנות	sansă	N;FEM;SG	
התקדמות	progresele	התקדמות	progres	N;FEM;SG	N;DEF;FEM;PL
התקדמות	progrese	התקדמות	progres	N;FEM;SG	N;INDF;FEM;PL
החזיק	ţinut	החזיק	ţinut	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הלטינית	latine	הלטיני	latin	ADV	ADJ;INDF;FEM;PL
הלטינית	latin	הלטיני	latin	ADV	N;INDF;MASC;SG
הלטינית	latina	הלטיני	latină	ADV	N;DEF;FEM;SG
הלטינית	latină	הלטיני	latin	ADV	N;INDF;FEM;SG
למלא	umple	מילא	umple	V;NFIN;ACT	
למלא	umplere	מילא	umplere	V;NFIN;ACT	N;INDF;FEM;SG
מקצועית	profesional	מקצועי	profesional	ADV	ADJ;INDF;MASC;SG
מקצועית	profesională	מקצועי	profesional	ADV	ADJ;INDF;FEM;SG
מקצועית	profesionale	מקצועי	profesional	ADV	ADJ;INDF;FEM;PL
מקצועית	profesionistă	מקצועי	profesionist	ADV	ADJ;INDF;FEM;SG
מקצועית	profesionist	מקצועי	profesionist	ADV	ADJ;INDF;MASC;SG
מקצועית	profesional	מקצועי	profesional	ADV	ADJ;INDF;MASC;SG
פליטים	refugiat	פליט	refugiat	N;MASC;PL	ADJ;INDF;MASC;SG
פליטים	refugiati	פליט	refugia	N;MASC;PL	ADJ;INDF;MASC;PL
פליטים	refugiați	פליט	refugia	N;MASC;PL	V;IND;PL;2;IPFV;FIN
הצבע	culoare	הצבע	culoare		N;INDF;FEM;SG
הצבע	color	הצבע	color		ADJ
הצבע	culoarea	הצבע	culoare		N;DEF;FEM;SG
רצוי	preferabil	None	preferabil	ADJ;MASC;SG	ADV
רצוי	dorita	None	dorita	ADJ;MASC;SG	
רצוי	dorite	None	dorit	ADJ;MASC;SG	ADJ;INDF;FEM;PL
רועי	roi	רועה	rou	PROPN	N;INDF;MASC;SG
רועי	roy	רועה	roy	PROPN	PROPN
כשל	eșec	כשל	eșec		N;INDF;MASC;SG
כשל	esec	כשל	esec		N;INDF;MASC;SG
ארכיון	arhive	ארכיון	arhivă	N;MASC;SG	N;INDF;FEM;PL
ארכיון	arhivele	ארכיון	arhivă	N;MASC;SG	N;DEF;FEM;PL
פנימי	internă	פנימי	intern		ADJ;INDF;FEM;SG
פנימי	intern	פנימי	intern		ADJ;INDF;MASC;SG
פנימי	interne	פנימי	intern		ADJ;INDF;FEM;PL
סטיב	steve	סטיב	stev	PROPN	PROPN
אקס	topor	אקס	topor	PROPN	N;INDF;MASC;SG
אקס	axe	אקס	ax	PROPN	N;INDF;FEM;PL
חלקה	netede	חלקה	neted	N;FEM;SG	ADJ;INDF;FEM;PL
חלקה	neted	חלקה	neted	N;FEM;SG	ADJ;INDF;MASC;SG
חלקה	lină	חלקה	lin	N;FEM;SG	ADJ;INDF;FEM;SG
חלקה	netedă	חלקה	neted	N;FEM;SG	ADJ;INDF;FEM;SG
גלעד	gilad	גלעד	gilad	PROPN	
מאתר	finder	מאתר	finder		N;INDF;MASC;SG
מאתר	mather	מאתר	mather		PROPN
קרלוס	carlos	קרלוס	carlos		PROPN
תוכנן	proiectat	תוכנן	proiecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
תוכנן	proiectată	תוכנן	proiecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;SG
תוכנן	conceput	תוכנן	conceput	V;MASC;SG;3;PST;PASS	ADJ;INDF;MASC;SG
תוכנן	proiectate	תוכנן	proiecta	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
תוכנן	concepute	תוכנן	conceput	V;MASC;SG;3;PST;PASS	ADJ;INDF;FEM;PL
רוטשילד	rothschild	רוטשילד	rothschild	PROPN	PROPN
רכס	ridge	רכס	ridge	PROPN	N;INDF;MASC;SG
רכס	creastă	רכס	creastă	PROPN	N;INDF;FEM;SG
רכס	culmea	רכס	culme	PROPN	N;DEF;FEM;SG
רכס	creasta	רכס	creast	PROPN	N;DEF;FEM;SG
רכס	culme	רכס	culme	PROPN	N;INDF;FEM;SG
מישל	michelle	מישל	michellă	PROPN	PROPN
מישל	michele	מישל	miche	PROPN	PROPN
מישל	michel	מישל	michel	PROPN	PROPN
הסכים	convenit	הסכים	convenit	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
הסכים	convenite	הסכים	conveni	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;PL
תעתיק	transcrierea	העתיק	transcriere	PROPN	N;DEF;FEM;SG
תעתיק	transcriere	העתיק	transcriere	PROPN	N;INDF;FEM;SG
חיובי	pozitive	חיובי	pozitiv	ADJ;MASC;SG	ADJ;INDF;FEM;PL
השלים	încheiat	השלים	încheia	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
השלים	finalizat	השלים	finaliza	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
השלים	completat	השלים	completa	V;MASC;SG;3;PST;ACT	ADJ;INDF;MASC;SG
השלים	finalizată	השלים	finaliza	V;MASC;SG;3;PST;ACT	ADJ;INDF;FEM;SG
מערכה	acționează	מערכה	acționa	N;FEM;SG	V;IND;3;PRS;FIN
שכתוב	suprascrie	שכתוב	suprascrie	PROPN	V;IND;SG;3;PRS;FIN
עדי	adi	עדי	adi	PROPN	PROPN
בוב	bob	בוב	bob	PROPN	
מפורסמים	celebră	מפורסם	celebră	ADJ;MASC;PL	ADJ;INDF;FEM;SG
מפורסמים	faimoasă	מפורסם	faimos	ADJ;MASC;PL	ADJ;INDF;FEM;SG
מפורסמים	faimos	מפורסם	faimos	ADJ;MASC;PL	ADJ;INDF;MASC;SG
מפורסמים	celebru	מפורסם	celebru	ADJ;MASC;PL	ADJ;INDF;MASC;SG
מפורסמים	vedete	מפורסם	vedet	ADJ;MASC;PL	N;INDF;FEM;PL
תפילה	rugăciuni	תפילה	rugăciune	N;FEM;SG	N;INDF;FEM;PL
תפילה	rugăciunile	תפילה	rugăciune	N;FEM;SG	N;DEF;FEM;PL
מוריס	morris	הוריס	morri	PROPN	PROPN
מוריס	maurice	הוריס	mauric	PROPN	N;INDF;MASC;SG
חקירה	anchete	חקירה	anchetă	N;FEM;SG	N;INDF;FEM;PL
פוליטיקה	politică	פוליטיקה	politic	N;FEM;SG	ADJ;INDF;FEM;SG
שעון	ceas	שעון	ceas	PROPN	N;INDF;MASC;SG
שעון	ceas	שעון	ceas	PROPN	N;INDF;MASC;SG
הפרשים	cavalerie	הפרש	cavalerie	N;MASC;PL	N;INDF;FEM;SG
הפרשים	cavaleria	הפרש	cavalerie	N;MASC;PL	N;DEF;FEM;SG
מרכזית	centrala	מרכזי	centrală	ADV	ADJ;DEF;FEM;SG
מרכזית	centrale	מרכזי	centrală	ADV	N;INDF;FEM;PL
מרכזית	centrală	מרכזי	central	ADV	ADJ;INDF;FEM;SG
מרכזית	central	מרכזי	central	ADV	ADJ;INDF;MASC;SG
בקר	controlor	בקר	contro		N;INDF;MASC;SG
בקר	becker	בקר	becker		PROPN
בקר	vită	בקר	vită		N;INDF;FEM;SG
בקר	vitele	בקר	vită		N;DEF;FEM;PL
בקר	vite	בקר	vită		N;INDF;FEM;PL
בקר	bovine	בקר	bovină		N;INDF;FEM;PL
דג	pește	דג	pește		N;INDF;MASC;SG
דג	pesti	דג	pesti		N;INDF;MASC;PL
דג	pești	דג	pești		N;INDF;MASC;PL
ארסנל	arsenalul	ארסנל	arsenal	PROPN	N;DEF;MASC;SG
ארסנל	arsenal	ארסנל	arsenal	PROPN	N;INDF;MASC;SG
פונה	evacuată	פנה	evacua	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;SG
פונה	evacuate	פנה	evacua	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;FEM;PL
פונה	evacuat	פנה	evacua	V;MASC;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
גדעון	gideon	גדעון	gideon	PROPN	N;INDF;MASC;SG
מדד	index	מדד	index	N;MASC;SG	
מדד	indice	מדד	indica	N;MASC;SG	
מדד	metrice	מדד	metric	N;MASC;SG	ADJ;INDF;FEM;PL
התפטר	demisionat	התפטר	demisiona	V;MASC;SG;3;PST	ADJ;INDF;MASC;SG
כריסטיאן	creștin	כריסטיאן	creștin	PROPN	ADJ;INDF;MASC;SG
כריסטיאן	creștină	כריסטיאן	creștină	PROPN	ADJ;INDF;FEM;SG
כריסטיאן	creştin	כריסטיאן	creştin	PROPN	N;INDF;MASC;SG
כריסטיאן	christian	כריסטיאן	christian	PROPN	PROPN
כריסטיאן	crestin	כריסטיאן	crestin	PROPN	N;INDF;MASC;SG
