το	на	ο	на	DET;NOM;DEF;NEUT;SG	ADP;ACC
συμπεριλαμβανομένου	зокрема	συμπεριλαμβανόμενος	зокрема	V;PFV;GEN;MASC;SG;V.PTCP;PASS	ADV
κίτρινο	жовте	κίτρινος	жовий	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
κίτρινο	жовтого	κίτρινος	жовтий	N;NOM;NEUT;SG	ADJ;GEN;MASC;SG
κίτρινο	жовті	κίτρινος	жовтий	N;NOM;NEUT;SG	ADJ;NOM;PL
κίτρινο	жовтий	κίτρινος	жовтий	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ρωμαίους	римляни	ρωμαίος	римлянин	PROPN;ACC;MASC;PL	N;ANIM;NOM;MASC;PL
ρωμαίους	роман	ρωμαίος	роман	PROPN;ACC;MASC;PL	N;INAN;NOM;MASC;SG
ρωμαίους	римлянам	ρωμαίος	римлянин	PROPN;ACC;MASC;PL	N;ANIM;DAT;MASC;PL
γραφεία	працевлаштування	γραφείο	працевлаштування	N;NOM;NEUT;PL	N;INAN;NOM;NEUT;SG
ουκρανία	україна	ουκρανία	україна	PROPN;ACC;FEM;SG	PROPN;INAN;NOM;FEM;SG
ουκρανία	україні	ουκρανία	україна	PROPN;ACC;FEM;SG	PROPN;INAN;DAT;FEM;SG
ισχυρό	потужно	ισχυρός	потужно	ADJ;NOM;NEUT;SG	ADV
στατιστική	статистика	στατιστικός	статистикий	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
στατιστική	статистикою	στατιστικός	статистика	ADJ;NOM;FEM;SG	N;INAN;INS;FEM;SG
στατιστική	статистику	στατιστικός	статистика	ADJ;NOM;FEM;SG	N;INAN;ACC;FEM;SG
στατιστική	статистики	στατιστικός	статистика	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;PL
συνθέτες	композиторів	συνθέτης	композитор	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
ηχογράφηση	запис	ηχογράφηση	запис	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
αντικειμένων	предмети	αντικειμένος	предмет	ADJ;GEN;NEUT;PL	N;INAN;NOM;MASC;PL
γιόχαν	йоганн	γίοχας	йоганн		PROPN;ANIM;NOM;MASC;SG
γιόχαν	йоган	γίοχας	йоган		PROPN;ANIM;NOM;MASC;SG
γιόχαν	йоган	γίοχας	йоган		PROPN;ANIM;NOM;MASC;SG
σύσταση	рекомендацію	σύσταση	рекомендація	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
θεσσαλίας	фессалія	θεσσαλία	фессалія	N;GEN;FEM;SG	N;INAN;NOM;FEM;SG
εξέταση	іспит	εξέταση	іспит	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
εξέταση	екзамен	εξέταση	екзамен	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
εξέταση	іспитів	εξέταση	іспит	N;ACC;FEM;SG	N;INAN;GEN;MASC;PL
εξέταση	експертизи	εξέταση	експертиза	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
δανία	данія	δανία	данія	PROPN;ACC;FEM;SG	ADJ;PFV;NOM;SG;V.PTCP;PASS
δανία	данії	δανία	данія	PROPN;ACC;FEM;SG	ADJ;PFV;GEN;FEM;SG;V.PTCP;PASS
δέντρο	ялинки	δέντρο	ялинка	N;NOM;NEUT;SG	N;INAN;NOM;FEM;PL
γουίλιαμ	вільям	γουίλιαμ	вільям		PROPN;ANIM;NOM;MASC;SG
μέγιστο	максимальний	μέγιστος	максимальний	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
μέγιστο	максимальне	μέγιστος	максимальний	N;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
μέγιστο	максимальна	μέγιστος	максимальний	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
ήρωα	герой	ήρωα	герой	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
ανώτατο	supreme	ανώτερος	supreme	ADJ;NOM;CMPR;NEUT;SG	
διαχειριστή	адміністратора	διαχειριστής	адміністратор	N;NOM;FEM;SG	N;ANIM;ACC;MASC;SG
διαχειριστή	адміністратором	διαχειριστής	адміністратор	N;NOM;FEM;SG	N;ANIM;INS;MASC;SG
χημικό	хімічні	χημικός	хімічний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
άκρα	ніжками	άκρα	ніжка	N;NOM;NEUT;PL	N;INAN;INS;FEM;PL
άκρα	кінцівок	άκρα	кінцівка	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
μονάχου	мюнхен	μονάχος	мюнхен	PROPN;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG
κοινωνικό	соціальні	κοινωνικός	соціальний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
κανένας	ніхто	κανένας	ніхто	N;NOM;MASC;SG	PRO;ANIM;NOM
κανένας	нікого	κανένας	ніхто	N;NOM;MASC;SG	PRO;ANIM;ACC
πεθάνει	die	πεθαίνω	die	V;PFV;NFIN;ACT	
απειλή	загроза	απειλή	загроза	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
απειλή	погроза	απειλή	погроза	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
πρωί	morning	πρωί	morning	N;ACC;NEUT;SG	
πρωί	ранку	πρωί	ранок	N;ACC;NEUT;SG	N;INAN;GEN;MASC;SG
πρωί	ранок	πρωί	ранок	N;ACC;NEUT;SG	N;INAN;NOM;MASC;SG
πρωί	утро	πρωί	утро	N;ACC;NEUT;SG	
ετήσια	щорічно	ετήσιος	щорічно	ADJ;NOM;FEM;SG	ADV
ετήσια	річну	ετήσιος	річний	ADJ;NOM;FEM;SG	ADJ;ACC;FEM;SG
ετήσια	щороку	ετήσιος	щороку	ADJ;NOM;FEM;SG	ADV
ετήσια	річні	ετήσιος	річний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
υποθέσεις	випадках	υπόθεση	випадок	N;NOM;FEM;PL	N;INAN;ESS;MASC;PL
υποθέσεις	випадків	υπόθεση	випадок	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
σκοτ	скотт	σκοτ	скотт		PROPN;ANIM;NOM;MASC;SG
βαθιά	глибока	βαθύς	глибока	ADV	ADJ;NOM;FEM;SG
βαθιά	deep	βαθύς	deep	ADV	
βαθιά	глибокий	βαθύς	глибокий	ADV	ADJ;NOM;MASC;SG
τσαρλς	шарль	τσαρλς	шарль	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
τσαρλς	чарльз	τσαρλς	чарльз	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
επιτυχημένη	успішно	επιτυχημένος	успішно	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADV
επιτυχημένη	успішне	επιτυχημένος	успішний	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG
επιτυχημένη	вдало	επιτυχημένος	вдало	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADV
επιτυχημένη	успішний	επιτυχημένος	успішний	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;NOM;MASC;SG
απαραίτητο	необхідно	απαραίτητος	необхідно	ADJ;NOM;NEUT;SG	ADV
απαραίτητο	необхідні	απαραίτητος	необхідний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
απαραίτητο	необхідним	απαραίτητος	необхідний	ADJ;NOM;NEUT;SG	ADJ;INS;NEUT;SG
απαραίτητο	необхідних	απαραίτητος	необхідний	ADJ;NOM;NEUT;SG	ADJ;GEN;PL
απαραίτητο	необхідного	απαραίτητος	необхідний	ADJ;NOM;NEUT;SG	ADJ;GEN;NEUT;SG
αδερφός	брата	αδερφός	брат	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
γιουγκοσλαβία	югославії	γιουγκοσλαβία	югославія	PROPN;ACC;FEM;SG	PROPN;INAN;DAT;FEM;SG
ελεύθερος	безкоштовно	ελεύθερος	безкоштовно	ADJ;NOM;MASC;SG	ADV
ελεύθερος	вільно	ελεύθερος	вільно	ADJ;NOM;MASC;SG	ADV
καβάλας	кавала	καβάλα	кавати	PROPN;GEN;FEM;SG	N;INAN;NOM;FEM;SG
βασισμένη	засновані	βασίζω	заснований	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
βασισμένη	заснований	βασίζω	заснований	V;PFV;NOM;FEM;SG;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
κυρία	пані	κυρία	пані	N;VOC;FEM;SG	N;ANIM;NOM;FEM;SG
κυρία	жіночі	κυρία	жіночий	N;VOC;FEM;SG	ADJ;NOM;PL
κυρία	леді	κυρία	леді	N;VOC;FEM;SG	N;ANIM;NOM;FEM;SG
κυρία	пані	κυρία	пані	N;VOC;FEM;SG	N;ANIM;NOM;FEM;SG
λόγιος	вченим	λόγιος	вчений	N;NOM;MASC;SG	ADJ;PFV;INS;MASC;SG;V.PTCP;PASS
κλίση	схилу	κλίση	схил	N;NOM;FEM;SG	N;INAN;GEN;MASC;SG
κλίση	орбіти	κλίση	орбіта	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
δημοφιλής	популярні	δημοφιλής	популярний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
αφγανιστάν	афганістану	αφγανιστάν	афганістан		N;INAN;GEN;MASC;SG
αφγανιστάν	афганістан	αφγανιστάν	афганістан		PROPN;INAN;NOM;MASC;SG
ενεργά	активна	ενεργά	активний	ADV	ADJ;NOM;FEM;SG
ενεργά	активні	ενεργά	активний	ADV	ADJ;NOM;PL
ενεργά	активне	ενεργά	активний	ADV	ADJ;NOM;NEUT;SG
ενεργά	активним	ενεργά	активний	ADV	ADJ;INS;NEUT;SG
ενεργά	активний	ενεργά	активний	ADV	ADJ;NOM;MASC;SG
τόνους	тонни	τόνος	тонний	N;ACC;MASC;PL	N;INAN;NOM;FEM;PL
τόνους	тонн	τόνος	тонн	N;ACC;MASC;PL	INTJ
προηγούμενες	попереднє	προηγούμενος	попередній	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
προηγούμενες	попередній	προηγούμενος	попередній	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
προηγούμενες	попередня	προηγούμενος	попередній	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
δημοκρατική	демократичні	δημοκρατικός	демократичний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
παίκτη	програвач	παίκτης	програвач	N;ACC;MASC;SG	N;INAN;NOM;MASC;SG
παίκτη	гравець	παίκτης	гравець	N;ACC;MASC;SG	N;ANIM;NOM;MASC;SG
αργεντινής	аргентині	αργεντινός	аргентина	ADJ;GEN;FEM;SG	N;INAN;DAT;FEM;SG
αργεντινής	аргентина	αργεντινός	аргентин	ADJ;GEN;FEM;SG	PROPN;INAN;NOM;FEM;SG
αργεντινής	аргентини	αργεντινός	аргентина	ADJ;GEN;FEM;SG	PROPN;INAN;NOM;FEM;SG
αργεντινής	аргентинський	αργεντινός	аргентинський	ADJ;GEN;FEM;SG	ADJ;NOM;MASC;SG
αργεντινής	аргентинське	αργεντινός	аргентинський	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG
αργεντινής	аргентини	αργεντινός	аргентина	ADJ;GEN;FEM;SG	PROPN;INAN;NOM;FEM;SG
γουινέα	гвінеї	γουινέα	гвіни	PROPN;NOM;FEM;SG	PROPN;INAN;GEN;FEM;SG
γουινέα	гвінея	γουινέα	гвінея	PROPN;NOM;FEM;SG	PROPN;INAN;NOM;FEM;SG
διαιρείται	розділена	διαιρώ	розділений	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
διαιρείται	розділив	διαιρώ	розділити	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;MASC;IND;SG;PST;FIN
ικανότητες	уміння	ικανότητα	уміння	N;NOM;FEM;PL	N;INAN;NOM;NEUT;SG
αντιπολίτευσης	протистояння	αντιπολίτευση	протистояння	N;GEN;FEM;SG	N;INAN;NOM;NEUT;SG
ελάχιστη	мінімум	λίγο	мінім	ADJ;NOM;CMPR;FEM;SG	N;INAN;NOM;MASC;SG
ελάχιστη	мінімально	λίγο	мінімально	ADJ;NOM;CMPR;FEM;SG	ADV
βιετνάμ	vietnamese	βιετνάμ	vietnamese		
παρούσα	сьогодення	παρών	сьогодення	ADJ;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
παρούσα	подарунок	παρών	подарунок	ADJ;NOM;FEM;SG	N;INAN;NOM;MASC;SG
παρούσα	теперішній	παρών	теперішній	ADJ;NOM;FEM;SG	ADJ;DAT;FEM;SG
παρούσα	присутні	παρών	присутній	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ντοκιμαντέρ	документальний	ντοκιμαντέρ	документальний	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
ντοκιμαντέρ	документальні	ντοκιμαντέρ	документальний	N;NOM;NEUT;SG	ADJ;NOM;PL
υψηλότερη	найвища	ψηλός	найвище	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;FEM;SG
υψηλότερη	вищу	ψηλός	вищий	ADJ;NOM;CMPR;FEM;SG	ADJ;ACC;RL;FEM;SG
υψηλότερη	вище	ψηλός	вище	ADJ;NOM;CMPR;FEM;SG	ADV;CMPR
υψηλότερη	вищі	ψηλός	вищий	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;PL
υψηλότερη	вища	ψηλός	вищий	ADJ;NOM;CMPR;FEM;SG	ADJ;NOM;RL;FEM;SG
συνθέσεις	творів	σύνθεση	твір	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
πωλ	пол	πωλ	поле	PROPN;NOM;MASC;SG	
πωλ	пауль	πωλ	пауль	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
πωλ	павло	πωλ	павий	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
άμστερνταμ	амстердам	άμστερνταμ	амстерд		PROPN;INAN;NOM;MASC;SG
επιθυμία	бажання	επιθυμία	бажання	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επιθυμία	бажання	επιθυμία	бажання	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
επιθυμία	бажаю	επιθυμία	бажати	N;ACC;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN
γεωγραφικό	географічні	γεωγραφικός	географічний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
γεωγραφικό	географічні	γεωγραφικός	географічний	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
προφορά	акценти	προφορά	акцент	N;NOM;FEM;SG	N;INAN;NOM;MASC;PL
ακολουθώντας	такі	ακολουθώ	такий	V;IPFV;V.CVB;ACT	DET;NOM;PL
ιούλιος	липень	ιούλιος	липень	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
ιούλιος	липні	ιούλιος	липень	PROPN;NOM;MASC;SG	ADV
ιούλιος	липня	ιούλιος	липень	PROPN;NOM;MASC;SG	N;INAN;GEN;MASC;SG
σκότωσε	припинення	σκοτώνω	припинення	V;PFV;IND;SG;3;PST;FIN;ACT	N;INAN;NOM;NEUT;SG
σκότωσε	kill	σκοτώνω	kill	V;PFV;IND;SG;3;PST;FIN;ACT	
σκότωσε	вбили	σκοτώνω	вбити	V;PFV;IND;SG;3;PST;FIN;ACT	V;PFV;IND;PL;PST;FIN
τζακ	джек	τζακ	джек		PROPN;ANIM;NOM;MASC;SG
συμπέρασμα	висновки	συμπέρασμα	висновок	N;NOM;NEUT;SG	N;INAN;NOM;MASC;PL
σταυρό	крос	σταυρό	крос	N;NOM;NEUT;SG	
χερσόνησο	півострів	χερσόνησος	півостр	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
μηχανές	автоматів	μηχανής	автомат	N;NOM;FEM;PL	N;INAN;GEN;MASC;PL
μηχανές	машинами	μηχανής	машина	N;NOM;FEM;PL	N;INAN;INS;FEM;PL
μηχανές	техніка	μηχανής	техніка	N;NOM;FEM;PL	N;INAN;NOM;FEM;SG
αγωνιστές	бійців	αγωνιστής	бійц	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
αγωνιστές	бойовиками	αγωνιστής	бойовик	N;NOM;MASC;PL	N;ANIM;INS;MASC;PL
αγωνιστές	бойовиків	αγωνιστής	бойовик	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
μεταβολή	change	μεταβολή	change	N;NOM;FEM;SG	
μεταβολή	змінити	μεταβολή	змінити	N;NOM;FEM;SG	V;PFV;NFIN
εκατό	сотня	εκατό	сотня	NUM;NOM;NEUT;PL	N;INAN;NOM;FEM;SG
εκατό	сотню	εκατό	сотня	NUM;NOM;NEUT;PL	N;INAN;ACC;FEM;SG
εκατό	сто	εκατό	сто	NUM;NOM;NEUT;PL	
μάρτιν	мартін	μάρτιν	мартін		PROPN;ANIM;NOM;MASC;SG
φορείς	голубів	φορέας	голуб	N;NOM;MASC;PL	N;ANIM;ACC;MASC;PL
σκάφος	судна	σκάφος	судно	N;NOM;NEUT;SG	N;INAN;NOM;NEUT;PL
ένταση	напруга	ένταση	напруга	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ένταση	інтенсивність	ένταση	інтенсивність	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
απουσία	відсутній	απουσία	відсутній	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
απουσία	відсутність	απουσία	відсутність	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
απουσία	відсутності	απουσία	відсутність	N;ACC;FEM;SG	N;INAN;GEN;FEM;SG
όροι	умовами	όρος	умова	N;NOM;MASC;PL	N;INAN;INS;FEM;PL
δίσκους	диски	δίσκος	диск	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
δίσκους	диски	δίσκος	диск	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
δέντρα	дерев	δέντρο	дерево	N;NOM;NEUT;PL	
μέγιστη	максимальний	μέγιστος	максимальний	N;ACC;FEM;SG	ADJ;NOM;MASC;SG
μέγιστη	максимальне	μέγιστος	максимальний	N;ACC;FEM;SG	ADJ;NOM;NEUT;SG
μέγιστη	максимальна	μέγιστος	максимальний	N;ACC;FEM;SG	ADJ;NOM;FEM;SG
μέγιστη	максимум	μέγιστος	максимум	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
εκλέγεται	обраний	εκλέγω	обраний	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
εκλέγεται	обрання	εκλέγω	обрання	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;INAN;NOM;NEUT;SG
μόναχο	мюнхен	μόναχος	мюнхен	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG
μόνιμα	постійний	μόνιμα	постійний	ADV	ADJ;NOM;MASC;SG
μόνιμα	назавжди	μόνιμα	назавжди	ADV	
σταυρός	крос	σταυρός	крос	N;NOM;MASC;SG	
δίκτυα	мережах	δίκτυο	мережа	N;NOM;NEUT;PL	N;INAN;ESS;FEM;PL
δίκτυα	мереж	δίκτυο	мереж	N;NOM;NEUT;PL	N;INAN;GEN;FEM;PL
δημιουργός	maker	δημιουργός	maker	N;NOM;MASC;SG	
δημιουργός	творця	δημιουργός	творець	N;NOM;MASC;SG	N;ANIM;ACC;MASC;SG
δημιουργός	створив	δημιουργός	створити	N;NOM;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN
μέσων	інструментами	μέσο	інструмент	N;GEN;NEUT;PL	N;INAN;INS;MASC;PL
φίλοι	друзями	φίλος	друг	N;VOC;MASC;PL	N;ANIM;INS;MASC;PL
φίλοι	друзів	φίλος	друг	N;VOC;MASC;PL	N;ANIM;ACC;MASC;PL
φίλοι	друзі	φίλος	друг	N;VOC;MASC;PL	N;ANIM;NOM;MASC;PL
όπλων	руки	όπλο	рука	N;GEN;NEUT;PL	N;INAN;NOM;FEM;PL
δείκτης	index	δείκτης	index	N;NOM;MASC;SG	
αναλογία	пропорція	αναλογία	пропорція	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
αναλογία	співвідношення	αναλογία	співвідношення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αναλογία	пропорції	αναλογία	пропорція	N;ACC;FEM;SG	N;INAN;NOM;FEM;PL
αναλογία	коефіцієнт	αναλογία	коефіцієнт	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
αναλογία	співвідношення	αναλογία	співвідношення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
άγνωστος	невідомо	άγνωστος	невідомо	ADJ;NOM;MASC;SG	ADV
άγνωστος	невідомі	άγνωστος	невідомий	ADJ;NOM;MASC;SG	ADJ;NOM;PL
δυνατότητες	потенціал	δυνατότητα	потенціал	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG
ουρά	черги	ουρώ	черга	N;NOM;FEM;SG	N;INAN;NOM;FEM;PL
ουρά	чергу	ουρώ	черга	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
ουρά	поставити	ουρώ	поставити	N;NOM;FEM;SG	V;PFV;NFIN
αυξάνεται	збільшення	αυξάνω	збільшення	V;IPFV;IND;SG;3;PRS;FIN;PASS	N;INAN;NOM;NEUT;SG
κορυφαία	вгорі	κορυφαία	вгорі	ADV	
κορυφαία	топ	κορυφαία	топ	ADV	
κορυφαία	верхній	κορυφαία	верхній	ADV	ADJ;NOM;MASC;SG
κορυφαία	найпопулярніші	κορυφαία	найпопулярніший	ADV	ADJ;NOM;RL;PL
μικρότερα	меншим	μικρός	менший	ADV;CMPR	ADJ;INS;RL;NEUT;SG
μικρότερα	менша	μικρός	менший	ADV;CMPR	ADJ;NOM;RL;FEM;SG
μικρότερα	менший	μικρός	менший	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
μικρότερα	менші	μικρός	менші	ADV;CMPR	ADJ;NOM;RL;PL
επιτρέπεται	дозволено	επιτρέπω	дозволити	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;0;FIN
επιτρέπεται	дозволені	επιτρέπω	дозволений	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;PFV;NOM;PL;V.PTCP;PASS
επιτρέπεται	дозволили	επιτρέπω	дозволити	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;PL;PST;FIN
επιτρέπεται	дозволено	επιτρέπω	дозволити	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;PFV;IND;0;FIN
αέριο	газова	αέριο	газовий	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
αέριο	газу	αέριο	газ	N;NOM;NEUT;SG	N;INAN;GEN;MASC;SG
συν	плюс	συν	плюс	N	
συν	plus	συν	plus	N	
νήσος	острів	νήσος	острів	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
νήσος	острів	νήσος	острів	PROPN;NOM;FEM;SG	N;INAN;NOM;MASC;SG
νήσος	іль	νήσος	іль	PROPN;NOM;FEM;SG	
μεραρχία	ділення	μεραρχία	ділення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
μεραρχία	дивізіон	μεραρχία	дивізіон	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
μεραρχία	поділ	μεραρχία	поділ	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ακολουθία	послідовності	ακολουθία	послідовність	N;NOM;FEM;SG	N;INAN;ACC;FEM;SG
οξυγόνο	киснем	οξυγόνο	кисень	N;NOM;NEUT;SG	N;INAN;INS;MASC;SG
ταξινόμηση	сортування	ταξινόμηση	сортування	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ταξινόμηση	впорядкування	ταξινόμηση	впорядкування	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
ταξινόμηση	класифікація	ταξινόμηση	класифікація	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ποινή	пенальті	ποινή	пенальтий	N;ACC;FEM;SG	N;INAN;NOM;MASC;PL
ποινή	штраф	ποινή	штраф	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
ποινή	речення	ποινή	речення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;PL
ποινή	вирок	ποινή	вирка	N;ACC;FEM;SG	N;INAN;NOM;MASC;SG
αναπαράσταση	представлення	αναπαράσταση	представлення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αναπαράσταση	реконструкція	αναπαράσταση	реконструкція	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
ματς	збіг	ματός	збігти		N;INAN;NOM;MASC;SG
ματς	відповідність	ματός	відповідність		N;INAN;NOM;FEM;SG
ματς	матч	ματός	матч		N;INAN;NOM;MASC;SG
ματς	двобій	ματός	двобія		N;INAN;NOM;MASC;SG
ματς	сірники	ματός	сірник		N;INAN;NOM;MASC;PL
έντουαρντ	едвард	έντουαρντ	едвард	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
έντουαρντ	едуард	έντουαρντ	едуард	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
αυτόματα	автоматична	αυτόματα	автоматичний	ADV	ADJ;NOM;FEM;SG
αυτόματα	автоматичний	αυτόματα	автоматичний	ADV	ADJ;NOM;MASC;SG
αυτόματα	автоматичне	αυτόματα	автоматичний	ADV	ADJ;NOM;NEUT;SG
αυτόματα	автоматичні	αυτόματα	автоматичний	ADV	ADJ;NOM;PL
λίμνες	озер	λίμνη	озер	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
πίστευε	повірила	πιστεύω	повірити	V;IPFV;IND;SG;3;PST;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
πίστευε	вірили	πιστεύω	вірити	V;IPFV;IND;SG;3;PST;FIN;ACT	V;IPFV;IND;PL;PST;FIN
χαν	хан	χαν	хан	N	PROPN;ANIM;NOM;MASC;SG
χαν	хан	χαν	хан	N	PROPN;ANIM;NOM;MASC;SG
χαν	хана	χαν	хана	N	PROPN;ANIM;NOM;MASC;SG
νόμους	законів	νόμος	закон	N;ACC;MASC;PL	N;INAN;GEN;MASC;PL
νόμους	закони	νόμος	закон	N;ACC;MASC;PL	N;INAN;NOM;MASC;PL
λήψη	візьму	λήψη	узяти	N;ACC;FEM;SG	V;PFV;IND;SG;1;FUT;FIN
λήψη	бери	λήψη	бера	N;ACC;FEM;SG	V;IPFV;IMP;SG;2;FIN
λήψη	візьми	λήψη	узяти	N;ACC;FEM;SG	V;PFV;IMP;SG;2;FIN
λήψη	взяти	λήψη	взяти	N;ACC;FEM;SG	V;PFV;NFIN
χριστιανοί	християнин	χριστιανός	християнин	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
χριστιανοί	крістіан	χριστιανός	крістіан	N;NOM;MASC;PL	N;ANIM;NOM;MASC;SG
χριστιανοί	християнський	χριστιανός	християнський	N;NOM;MASC;PL	ADJ;NOM;MASC;SG
χριστιανοί	християнська	χριστιανός	християнський	N;NOM;MASC;PL	ADJ;NOM;FEM;SG
εμφανίζει	дисплеї	εμφανίζω	дисплей	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
οπτική	візуальні	οπτικός	візуальний	ADJ;NOM;FEM;SG	ADJ;NOM;PL
οπτική	оптика	οπτικός	оптик	ADJ;NOM;FEM;SG	N;INAN;NOM;FEM;SG
ενίσχυση	допомоги	ενίσχυση	допомога	N;ACC;FEM;SG	N;INAN;GEN;FEM;SG
αποκατάσταση	відновлення	αποκατάσταση	відновлення	N;ACC;FEM;SG	N;INAN;NOM;NEUT;SG
αποκατάσταση	реставрація	αποκατάσταση	реставрація	N;ACC;FEM;SG	N;INAN;NOM;FEM;SG
