бретань	bretagne	бретання	bretagny	PROPN;INAN;NOM;MASC;SG	
фірм	firm	фірма	firma	N;INAN;GEN;FEM;PL	
співдружності	commonwealth	співдружність	commonwealt	N;INAN;GEN;FEM;SG	N;NOM;MASC;SG
співдружності	wspólnota	співдружність	wspólnota	N;INAN;GEN;FEM;SG	N;NOM;FEM;SG
незалежний	niezależnych	незалежний	niezależny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
незалежний	niezależni	незалежний	niezależni	ADJ;NOM;MASC;SG	N;NOM;MASC;PL
двадцяти	dwadzieścia	двадцять	dwadzieścia	NUM;GEN	NUM;ACC;MASC;PL
чернівців	czerniowce	чернівець	czerniowiec	N;INAN;GEN;MASC;PL	
подією	wydarzenie	подія	wydarzenie	N;INAN;INS;FEM;SG	N;NOM;NEUT;SG
подією	wydarzenia	подія	wydarzenie	N;INAN;INS;FEM;SG	N;NOM;NEUT;PL
подією	zdarzenie	подія	zdarzenie	N;INAN;INS;FEM;SG	N;NOM;NEUT;SG
рука	ręka	рука	ręka	N;INAN;NOM;FEM;SG	
рука	rękę	рука	ręka	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
рука	ręka	рука	ręka	N;INAN;NOM;FEM;SG	
стиснення	kompresji	стиснення	kompresja	N;INAN;NOM;NEUT;SG	
реальність	rzeczywistości	реальність	rzeczywistość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
реальність	reality	реальність	realit	N;INAN;NOM;FEM;SG	
тридцять	trzydzieści	тридцять	trzydzieści	NUM;NOM	
тридцять	thirty	тридцять	thirta	NUM;NOM	
подію	wydarzenie	подія	wydarzenie	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
подію	wydarzenia	подія	wydarzenie	N;INAN;ACC;FEM;SG	N;NOM;NEUT;PL
подію	zdarzenie	подія	zdarzenie	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
улюблений	ulubionych	улюблений	ulubić	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	ADJ;GEN;MASC;PL
іспанською	hiszpanie	іспанський	hiszpan	ADJ;INS;FEM;SG	N;NOM;MASC;PL
іспанською	hiszpańskie	іспанський	hiszpański	ADJ;INS;FEM;SG	ADJ;NOM;NEUT;SG
іспанською	hiszpańska	іспанський	hiszpański	ADJ;INS;FEM;SG	ADJ;NOM;FEM;SG
іспанською	hiszpański	іспанський	hiszpański	ADJ;INS;FEM;SG	ADJ;NOM;MASC;SG
доведено	udowodnione	довести	udowodnić	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ззаду	back	ззаду	back	ADV	
ззаду	wstecz	ззаду	wstecz	ADV	
ззаду	powrót	ззаду	powrót	ADV	
суперників	przeciwnicy	суперник	przeciwnik	N;ANIM;ACC;MASC;PL	N;NOM;MASC;PL
фернандо	fernando	фернандо	fernando	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шон	shawn	шон	shawny	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шон	shauna	шон	shauna	PROPN;ANIM;NOM;MASC;SG	
шон	shaun	шон	shauna	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шон	sean	шон	sean	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шон	seana	шон	seana	PROPN;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
янки	jankesi	янки	jankeś	PROPN;INAN;NOM;FEM;PL	N;NOM;MASC;PL
янки	yankee	янки	yankee	PROPN;INAN;NOM;FEM;PL	
статистичні	statystyczne	статистичний	statystyczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
статистичні	statystyczny	статистичний	statystyczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
фан	fana	фан	fana		
фан	wachlarz	фан	wachlarz		N;NOM;MASC;SG
фан	wiatrak	фан	wiatrak		N;NOM;MASC;SG
фан	fan	фан	fan		
фан	wentylator	фан	wentylator		N;NOM;MASC;SG
фан	fang	фан	fang		N;NOM;MASC;SG
трикутник	trójkąta	трикутник	trójkąty	N;INAN;NOM;MASC;SG	
трикутник	trójkąt	трикутник	trójkąt	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
муреш	mureș	мурешь	mureș	PROPN;INAN;NOM;FEM;SG	
клермон	clermont	клермон	clermont	PROPN;INAN;NOM;MASC;SG	N;NOM;MASC;SG
крива	krzywej	криво	krzywy	N;INAN;NOM;FEM;SG	
крива	krzywą	криво	krzywać	N;INAN;NOM;FEM;SG	N;INS;FEM;SG
дорошенко	doroszenko	дорошенко	doroszenko	PROPN;ANIM;NOM;MASC;SG	
радника	doradca	радник	doradca	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
радника	doradcą	радник	doradca	N;ANIM;ACC;MASC;SG	N;INS;MASC;SG
кіпру	cypr	кіпра	cypra	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
самець	męskie	самець	męski	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
самець	męska	самець	męski	N;ANIM;NOM;MASC;SG	
самець	męski	самець	męski	N;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
заново	odbudowa	заново	odbudowy	ADV	
заново	odbudować	заново	odbudować	ADV	V;PFV;NFIN;ACT
кримська	krymskiej	кримський	krymski	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
емілія	emilia	емілія	emilia	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
емілія	amelia	емілія	amelia	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
різновидів	smaki	різновид	smaki	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
гессен	hesse	гессний	hess	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
віл	wil	віл.	wila		
віл	hiv	віл.	hiv		
леопольд	leopold	леопольд	leopold	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
актуальні	najpopularniejsze	актуальний	popularny	ADJ;NOM;PL	ADJ;NOM;CMPR;NEUT;SG
актуальні	popularne	актуальний	popularny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
тяжіння	grawitację	тяжіння	grawitacja	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
індонезія	indonezja	індонезія	indonezja	N;INAN;NOM;FEM;SG	
прованс	provence	прованс	provenka		
вимова	wymowa	вимовий	wymować	N;INAN;NOM;FEM;SG	
наступником	następcę	наступник	następca	N;ANIM;INS;MASC;SG	N;ACC;MASC;SG
наступником	następca	наступник	następca	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
наступником	następcy	наступник	następca	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
серійний	serial	серійний	serial	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
францію	francji	франція	francja	N;INAN;ACC;FEM;SG	PROPN;GEN;FEM;SG
францію	francja	франція	francja	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
францію	france	франція	franka	N;INAN;ACC;FEM;SG	PROPN;NOM;MASC;SG
аверс	awers	аверс	awers		
автономний	autonomicznych	автономний	autonomiczny	ADJ;NOM;MASC;SG	ADJ;GEN;MASC;PL
автономний	offline	автономний	offliny	ADJ;NOM;MASC;SG	
включати	dołącz	включати	dołączyć	V;IPFV;NFIN	V;PFV;IMP;SG;2;FIN;ACT
арагон	aragón	арагон	aragón	PROPN;INAN;NOM;MASC;SG	
арагон	aragon	арагон	aragon	PROPN;INAN;NOM;MASC;SG	
тонкі	szczupła	тонкий	szczupło	ADJ;NOM;PL	ADJ;NOM;FEM;SG
тонкі	cienkie	тонкий	cienki	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
тонкі	cienka	тонкий	cienki	ADJ;NOM;PL	ADJ;NOM;FEM;SG
тонкі	chudy	тонкий	chudy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
тонкі	cienki	тонкий	cienki	ADJ;NOM;PL	ADJ;NOM;MASC;SG
митці	artystów	митка	artysta	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
сант	sant	сант	sant		V;IPFV;IND;SG;PRS;FIN;ACT
підлітків	teen	підліток	teen	N;ANIM;ACC;MASC;PL	
підлітків	nastolatka	підліток	nastolatka	N;ANIM;ACC;MASC;PL	N;NOM;FEM;SG
підлітків	nastolatek	підліток	nastolatka	N;ANIM;ACC;MASC;PL	N;GEN;FEM;PL
підлітків	młodzież	підліток	młodzież	N;ANIM;ACC;MASC;PL	N;NOM;FEM;SG
підлітків	młodzieży	підліток	młodzież	N;ANIM;ACC;MASC;PL	
закриті	zamknięty	закритий	zamknięty	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
закриті	nieczynne	закритий	nieczynny	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG
закриті	zamknięte	закритий	zamknąć	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
закриті	zamknięta	закритий	zamknąć	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
мідь	miedzi	мідь	miedzieć	N;INAN;NOM;MASC;SG	
мідь	miedź	мідь	miedzieć	N;INAN;NOM;MASC;SG	
ростислав	rostisław	ростислати	rostisław	V;PFV;MASC;IND;SG;PST;FIN	
воїн	wojownika	воїн	wojownik	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
уельс	walii	уельс	wala		
духовні	duchowy	духовний	duchowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
духовні	duchowego	духовний	duchowy	ADJ;NOM;PL	ADJ;ACC;MASC;SG
духовні	duchowym	духовний	duchowy	ADJ;NOM;PL	ADJ;INS;MASC;SG
духовні	duchowej	духовний	duchowy	ADJ;NOM;PL	ADJ;GEN;FEM;SG
духовні	duchowe	духовний	duchowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
розробник	twórcy	розробник	twórca	N;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
янг	młoda	янг	młody		ADJ;NOM;FEM;SG
янг	młody	янг	młody		ADJ;NOM;MASC;SG
янг	młode	янг	młody		ADJ;NOM;NEUT;SG
янг	młodzi	янг	młody		N;NOM;MASC;PL
янг	young	янг	young		
шостий	szóstej	шостий	szósty	ADJ;NOM;MASC;SG	ADJ;GEN;FEM;SG
шостий	szóste	шостий	szósty	ADJ;NOM;MASC;SG	
вісь	osi	вісь	oś	N;INAN;NOM;FEM;SG	
вісь	osie	вісь	osa	N;INAN;NOM;FEM;SG	
вісь	oś	вісь	oś	N;INAN;NOM;FEM;SG	
єврейська	żyd	єврейський	żyd	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
єврейська	żydem	єврейський	żyd	ADJ;NOM;FEM;SG	N;INS;MASC;SG
єврейська	żydzi	єврейський	żydzić	ADJ;NOM;FEM;SG	N;NOM;MASC;PL
колон	colón	колон	colón	N;INAN;GEN;FEM;PL	PROPN;NOM;MASC;SG
колон	okrężnicy	колон	okrężnik	N;INAN;GEN;FEM;PL	
податок	podatki	податок	podatek	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
податок	podatek	податок	podatek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
прокурора	adwokat	прокурор	adwokat	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
прокурора	prawnik	прокурор	prawnik	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
прокурора	oskarżyciel	прокурор	oskarżyciel	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
прокурора	prokurator	прокурор	prokurator	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
рядка	wiersz	рядок	wiersz	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
рядка	linia	рядок	linia	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
рядка	line	рядок	liny	N;INAN;GEN;MASC;SG	
гранд	grandes	гранд	grandes		
гранд	grande	гранд	grandy		
гранд	wielka	гранд	wielki		ADJ;NOM;FEM;SG
гранд	grand	гранд	grand		
сталін	stalina	сталін	stalina	N;ANIM;NOM;MASC;SG	
секція	sekcję	секція	sekcja	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
секція	sekcji	секція	sekcja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
латинська	łacińskiej	латинський	łaciński	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
шахтар	górnik	шахтар	górnik	N;INAN;NOM;FEM;SG	
адаптації	dostosowanie	адаптація	dostosowanie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
адаптації	dostosowania	адаптація	dostosowanie	N;INAN;NOM;FEM;PL	N;GEN;NEUT;SG
адаптації	przystosowanie	адаптація	przystosowanie	N;INAN;NOM;FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
позначені	oznaczone	позначений	oznaczyć	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
позначені	oznaczona	позначений	oznaczyć	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
позначені	oznaczono	позначений	oznaczyć	ADJ;PFV;NOM;PL;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
позначені	oznaczony	позначений	oznaczyć	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
колеги	współpracownika	колега	współpracownik	N;ANIM;NOM;MASC;PL	N;ACC;MASC;SG
колеги	współpracownik	колега	współpracownik	N;ANIM;NOM;MASC;PL	N;NOM;MASC;SG
підтримати	wsparcia	підтримати	wsparcie	V;PFV;NFIN	N;NOM;NEUT;SG
підтримати	wsparcie	підтримати	wesprzeć	V;PFV;NFIN	N;NOM;NEUT;SG
підтримати	wspieranie	підтримати	wspierać	V;PFV;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
дзеркала	lusterka	дзеркало	lusterka	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
штучні	sztuczna	штучний	sztuczny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
штучні	sztuczny	штучний	sztuczny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
штучні	sztuczne	штучний	sztuczny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
публікація	story	публікація	stora	N;INAN;NOM;FEM;SG	
публікація	publikacji	публікація	publikacja	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
публікація	publikacje	публікація	publikacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
публікація	publikacje	публікація	publikacja	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
публікація	publikowania	публікація	publikowanie	N;INAN;NOM;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
едмонтон	edmonton	едмонтон	edmonton	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
здійснюються	obsługiwany	здійснюватися	obsługiwać	V;IPFV;IND;PL;3;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
здійснюються	operował	здійснюватися	operować	V;IPFV;IND;PL;3;PRS;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
здійснюються	obsługiwane	здійснюватися	obsługiwać	V;IPFV;IND;PL;3;PRS;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
здійснюються	użytkowane	здійснюватися	użytkować	V;IPFV;IND;PL;3;PRS;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
адріан	adriaen	адріан	adriaen	PROPN;ANIM;NOM;MASC;SG	
адріан	adrián	адріан	adrisny	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
адріан	hadrian	адріан	hadrian	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
адріан	adrian	адріан	adrian	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
якесь	niektórzy	якийсь	niektóry	DET;NOM;NEUT;SG	DET;NOM;MASC;PL
якесь	trochę	якийсь	trochę	DET;NOM;NEUT;SG	ADV
італію	włochy	італія	włochy	PROPN;INAN;ACC;FEM;SG	
кора	cora	кора	cora	N;INAN;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
спалили	spalony	спалити	spalić	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
спалили	spalone	спалити	spalić	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
спалили	spalona	спалити	spalić	V;PFV;IND;PL;PST;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
спалили	spalił	спалити	spalić	V;PFV;IND;PL;PST;FIN	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ядер	jądra	ядер	jądro	N;INAN;GEN;NEUT;PL	
звіти	zgłoszenia	звіт	zgłosić	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
звіти	raportów	звіт	raport	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
спеціалізовані	wyspecjalizowane	спеціалізований	wyspecjalizować	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
спеціалізовані	specjalistyczne	спеціалізований	specjalistyczny	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG
надгробок	nagrobek	надгробок	nagrobek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
правосуддя	sprawiedliwości	правосуддя	sprawiedliwość	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
сміття	śmieci	сміття	śmieć	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
сміття	śmieci	сміття	śmieć	N;INAN;NOM;NEUT;SG	N;ACC;MASC;PL
сміття	bzdury	сміття	bzdura	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
пор	portu	пор.	port		N;GEN;MASC;SG
пор	port	пор.	port		
природним	naturalnie	природний	naturalnie	ADJ;INS;NEUT;SG	ADV
колесо	koła	колесо	koło	N;INAN;NOM;NEUT;SG	N;ACC;NEUT;SG
юлій	julius	юлій	julius	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
юлій	juliusz	юлій	juliusz	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
враховувати	rozważenie	враховувати	rozważenie	V;IPFV;NFIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
череп	czaszki	череп	czaszki	N;INAN;NOM;MASC;SG	N;ACC;FEM;PL
череп	czaszkę	череп	czaszka	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
захоплені	złapany	захоплений	złapać	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
захоплені	złapana	захоплений	złapać	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
захоплені	schwytany	захоплений	schwytać	ADJ;PFV;NOM;PL;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
вгорі	upper	вгорі	upper		
вгорі	górne	вгорі	górny		ADJ;NOM;NEUT;SG
вгорі	górny	вгорі	górny		
вгорі	górna	вгорі	górny		ADJ;NOM;FEM;SG
вгорі	top	вгорі	top		
вгорі	szczyt	вгорі	szczyt		N;NOM;MASC;SG
вгорі	góra	вгорі	góra		
коричневі	brązowa	коричнівий	brązowy	ADJ;NOM;PL	ADJ;NOM;FEM;SG
коричневі	brown	коричнівий	browna	ADJ;NOM;PL	
коричневі	brązowe	коричнівий	brązowy	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
коричневі	brąz	коричнівий	brąz	ADJ;NOM;PL	
коричневі	brązowy	коричнівий	brązowy	ADJ;NOM;PL	ADJ;NOM;MASC;SG
колона	kolumny	колоно	kolumna	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
колона	kolumnie	колоно	kolumna	N;INAN;NOM;FEM;SG	N;DAT;FEM;SG
колона	colonna	колоно	colonny	N;INAN;NOM;FEM;SG	PROPN;NOM;FEM;SG
рідкісний	rzadkość	рідкісний	rzadkość	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
рідкісний	rzadko	рідкісний	rzadko	ADJ;NOM;MASC;SG	ADV
купол	kopuły	купол	kopuła	N;INAN;NOM;MASC;SG	N;ACC;FEM;PL
купол	dome	купол	dom	N;INAN;NOM;MASC;SG	
передбачав	przewidywany	передбачати	przewidywać	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
передбачав	przewidział	передбачати	przewidzieć	V;IPFV;MASC;IND;SG;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN;ACT
передбачав	przewidywana	передбачати	przewidywać	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
передбачав	przewidywane	передбачати	przewidywać	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
лео	leo	лео	leo	PROPN;ANIM;NOM;MASC;SG	
жорстоко	okrutna	жорстоко	okrutny	ADV	ADJ;NOM;FEM;SG
жорстоко	okrutny	жорстоко	okrutny	ADV	ADJ;NOM;MASC;SG
жорстоко	okrucieństwo	жорстоко	okrucieństwo	ADV	N;NOM;NEUT;SG
жорстоко	okrutne	жорстоко	okrutny	ADV	ADJ;NOM;NEUT;SG
валя	valea	валя	valea	PROPN;ANIM;NOM;FEM;SG	
мандрівник	wanderer	мандрівник	wanderer	N;ANIM;NOM;MASC;SG	
барі	bari	бар	bari	N;INAN;DAT;MASC;SG	PROPN;NOM;MASC;SG
багатства	majątek	багатство	majątek	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
худ	hood	худ	hood		
худ	kaptur	худ	kaptura		N;ACC;MASC;SG
тренування	treningi	тренування	trening	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
тренування	ćwiczyć	тренування	ćwiczyć	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN;ACT
тренування	ćwiczy	тренування	ćwiczyć	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
мільйон	milion	мільйон	milion		
мільйон	mln	мільйон	mlna		
мільйон	miliony	мільйон	miliony		
сімейство	rodziny	сімейство	rodzina	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
сімейство	rodzinne	сімейство	rodzinny	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
сімейство	rodzinnie	сімейство	rodzinnie	N;INAN;NOM;NEUT;SG	ADV
аполлон	apollo	аполлон	apollo	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
рафаель	raphael	рафаель	raphael	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рафаель	rafał	рафаель	rafać	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рафаель	rafael	рафаель	rafael	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рафаель	rafał	рафаель	rafać	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
рафаель	raphaël	рафаель	raphasl	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
урану	uran	уран	uran	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
урану	uranu	уран	uran	N;INAN;GEN;MASC;SG	
дума	dumy	дума	duma	N;ANIM;NOM;FEM;SG	N;GEN;FEM;SG
перевагою	przewaga	перевага	przewaga	N;INAN;INS;FEM;SG	N;NOM;FEM;SG
перевагою	korzyść	перевага	korzyść	N;INAN;INS;FEM;SG	N;NOM;FEM;SG
перевагою	przewagę	перевага	przewaga	N;INAN;INS;FEM;SG	N;ACC;FEM;SG
зібрано	zbudowany	зібрати	zbudować	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
зібрано	wybudowany	зібрати	wybudować	V;PFV;IND;0;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
зібрано	zbudowane	зібрати	zbudować	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
зібрано	zbudowana	зібрати	zbudować	V;PFV;IND;0;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
зібрано	skompilowane	зібрати	skompilować	V;PFV;IND;0;FIN	ADJ;NOM;NEUT;SG
зібрано	zebrane	зібрати	zebrać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
зібрано	zgrupowane	зібрати	zgrupować	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
зібрано	zebrane	зібрати	zebrać	V;PFV;IND;0;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
зібрано	gromadzone	зібрати	gromadzić	V;PFV;IND;0;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
зібрано	pobrana	зібрати	pobrana	V;PFV;IND;0;FIN	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
зібрано	zbierane	зібрати	zbierać	V;PFV;IND;0;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
виключення	wykluczyć	виключення	wykluczyć	N;INAN;NOM;NEUT;SG	V;PFV;NFIN;ACT
виключення	wyjątku	виключення	wyjątek	N;INAN;NOM;NEUT;SG	N;GEN;MASC;SG
виключення	wyjątkiem	виключення	wyjątek	N;INAN;NOM;NEUT;SG	N;INS;MASC;SG
виключення	wyjątki	виключення	wyjątek	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
виключення	wyjątek	виключення	wyjątek	N;INAN;NOM;NEUT;SG	N;ACC;MASC;SG
пен	peng	пен	peng		PROPN;NOM;MASC;SG
пен	szpilki	пен	szpilki		
пен	pin	пен	pin		
сервера	cervera	сервер	cerver	N;INAN;NOM;NEUT;SG	
сервера	server	сервер	server	N;INAN;NOM;NEUT;SG	
сервера	serwera	сервер	serwer	N;INAN;NOM;NEUT;SG	
сервера	serwery	сервер	serwer	N;INAN;NOM;NEUT;SG	N;NOM;MASC;PL
люфтваффе	luftwaffe	люфтваффе	luftwaffe	N;INAN;NOM;MASC;SG	
штучно	fikcyjna	штучно	fikcyjny	ADV	ADJ;NOM;FEM;SG
фотограф	fotografa	фотограф	fotograf	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
фотограф	fotografem	фотограф	fotograf	N;ANIM;NOM;MASC;SG	N;INS;MASC;SG
корсунь	korsuń	корсунь	korsuń	N;INAN;NOM;MASC;SG	
стрічку	taśmy	стрічка	taśma	N;INAN;ACC;FEM;SG	
стрічку	taśma	стрічка	taśma	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
попит	popytu	попит	popyt	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
крайній	porno	крайній	porno	ADJ;NOM;MASC;SG	
винахід	wynalazek	винахід	wynalazek	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
змінилася	zmienione	змінитися	zmienić	V;PFV;FEM;IND;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
змінилася	zmieniony	змінитися	zmienić	V;PFV;FEM;IND;SG;PST;FIN	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
