در	drzwi	در	drzwi	ADP	N;NOM;NEUT;PL
ترسناک	straszne	None	straszny	N;SG	ADJ;NOM;NEUT;SG
ترسناک	straszna	None	straszny	N;SG	ADJ;NOM;FEM;SG
ترسناک	straszny	None	straszny	N;SG	ADJ;NOM;MASC;SG
ترسناک	grozy	None	gróz	N;SG	
رییس	szefie	رییس	szefa	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
سفارت	a	سفارت	a	N;SG	CONJ
کمونیست	komunistycznej	None	komunistyczny	N;SG	ADJ;GEN;FEM;SG
کمونیست	komunistyczna	None	komunistyczny	N;SG	ADJ;NOM;FEM;SG
کمونیست	komuniści	None	komunista	N;SG	N;NOM;MASC;PL
بهشت	paradise	بهشت	paradisa	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
جک	jacek	جک	jacek	N;SG	PROPN;NOM;MASC;SG
جک	jack	جک	jack	N;SG	PROPN;NOM;MASC;SG
دیجیتال	cyfrowa	None	cyfrowy	N;SG	
دیجیتال	cyfrowe	None	cyfrowy	N;SG	ADJ;NOM;NEUT;SG
دیجیتال	digital	None	digital	N;SG	
بیمار	cierpliwy	بیمار	cierpliwy	N;SG	ADJ;NOM;MASC;SG
بیمار	chore	بیمار	chory	N;SG	
بیمار	chora	بیمار	chory	N;SG	ADJ;NOM;FEM;SG
بیمار	chory	بیمار	chory	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
بیمار	chorzy	بیمار	chorzyć	N;SG	N;NOM;MASC;PL
بینی	nosy	بینی	nos	N;SG	N;NOM;MASC;PL
بینی	nosie	بینی	nos	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
حوالی	okolice	حوالی	okolica	N;PL	N;ACC;FEM;SG
حوالی	dookoła	حوالی	dookoła	N;PL	
هسته	jądro	هسته	jądro	N;SG	
هسته	jądro	هسته	jądro	N;SG	
هسته	nuklearne	هسته	nuklearny	N;SG	ADJ;NOM;NEUT;SG
هسته	jądrowa	هسته	jądrowa	N;SG	ADJ;NOM;FEM;SG
هسته	nuklearna	هسته	nuklearny	N;SG	ADJ;NOM;FEM;SG
هسته	jądrowe	هسته	jądrowy	N;SG	ADJ;NOM;NEUT;SG
هسته	nuklearny	هسته	nuklearny	N;SG	ADJ;NOM;MASC;SG
هسته	jądrowej	هسته	jądrowy	N;SG	ADJ;GEN;FEM;SG
هسته	jądra	هسته	jądro	N;SG	
هسته	jądro	هسته	jądro	N;SG	
نمایشگاه	targi	نمایشگاه	targa	N;SG	N;NOM;MASC;PL
یوسف	yusuf	یوسف	yusuf	N;SG	PROPN;NOM;MASC;SG
یوسف	joseph	یوسف	joseph	N;SG	PROPN;NOM;MASC;SG
یوسف	józef	یوسف	józef	N;SG	PROPN;NOM;MASC;SG
یوسف	józefa	یوسف	józef	N;SG	
یوسف	yousef	یوسف	yousef	N;SG	
حمام	łazienki	None	łazienka	N;SG	N;ACC;FEM;PL
حمام	kąpiele	None	kąpiel	N;SG	
حمام	łazienki	None	łazienka	N;SG	N;ACC;FEM;PL
حمام	kąpiel	None	kąpiel	N;SG	
عصبی	nerwowy	عصبی	nerwowy	N;SG	ADJ;NOM;MASC;SG
عصبی	zdenerwowana	عصبی	zdenerwować	N;SG	ADJ;NOM;FEM;SG
عصبی	zdenerwowany	عصبی	zdenerwowany	N;SG	ADJ;NOM;MASC;SG
عصبی	nerwowe	عصبی	nerwowy	N;SG	ADJ;NOM;NEUT;SG
حیوانات	zwierzak	حیوان	zwierzak	N;PL	N;NOM;MASC;SG
حیوانات	zwierzę	حیوان	zwierzę	N;PL	N;NOM;NEUT;SG
مایع	płyny	مایع	płyn	N;SG	N;NOM;MASC;PL
مایع	płynny	مایع	płynny	N;SG	ADJ;NOM;MASC;SG
مایع	płynne	مایع	płynny	N;SG	
اشکال	bug	شکل	bug	N;SG	
اشکال	wadliwy	شکل	wadliwy	N;SG	ADJ;NOM;MASC;SG
میز	tabeli	میز	tabel	N;SG	
میز	tabela	میز	tabel	N;SG	
مکانیک	mechaniczny	مکانیک	mechaniczny	N;SG	ADJ;NOM;MASC;SG
مکانیک	mechaniczne	مکانیک	mechaniczny	N;SG	ADJ;NOM;NEUT;SG
خواست	poszukiwana	خواست#خواه	poszukiwać	V;SG;3;PST	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
خواست	poszukiwany	خواست#خواه	poszukiwać	V;SG;3;PST	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
خواست	poszukiwani	خواست#خواه	poszukiwać	V;SG;3;PST	ADJ;IPFV;NOM;MASC;PL;POS;V.PTCP;PASS
بالغ	dorośli	بالغ	dorosły	ADJ	V;PFV;MASC;IND;PL;PST;FIN;ACT
بالغ	dorosły	بالغ	dorosnąć	ADJ	V;PFV;FEM;IND;PL;PST;FIN;ACT
بالغ	dorosła	بالغ	dorosnąć	ADJ	V;PFV;FEM;IND;SG;PST;FIN;ACT
بالغ	dojrzał	بالغ	dojrzeć	ADJ	V;PFV;MASC;IND;SG;PST;FIN;ACT
بالغ	dojrzała	بالغ	dojrzały	ADJ	V;PFV;FEM;IND;SG;PST;FIN;ACT
دانشمند	uczony	دانشمند	uczony	N;SG	ADJ;NOM;MASC;SG
جالب	ciekawie	جالب	ciekawie	ADJ	ADV
چوب	wood	چوب	wood	N;SG	
چوب	drewna	چوب	drewna	N;SG	
چوب	patyk	چوب	patyk	N;SG	
مالزی	malezja	مالزی	malezja	N;SG	
مالزی	malezji	مالزی	malezja	N;SG	
مجمع	montaż	مجمع	montaż	N;SG	
تکثیر	pomnożyć	تکثیر	pomnożyć	N;SG	V;PFV;NFIN;ACT
میانگین	średnio	میانگین	średnio	N;SG	
میانگین	średnie	میانگین	średnie	N;SG	
میانگین	średni	میانگین	średnia	N;SG	ADJ;NOM;MASC;SG
میانگین	przeciętny	میانگین	przeciętny	N;SG	ADJ;NOM;MASC;SG
میانگین	wredne	میانگین	wredny	N;SG	
ظهور	powstanie	ظهور	powstać	N;SG	
تابلوی	tableau	تابلو	tablea	N;SG	
حملات	atakuje	None	atakować	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
نرخ	stawki	نرخ	stawka	N;SG	
رمانتیک	romanse	رمانتیک	romans	N;SG	N;NOM;MASC;PL
رمانتیک	romantyczny	رمانتیک	romantyczny	N;SG	ADJ;NOM;MASC;SG
رمانتیک	romantyczne	رمانتیک	romantyczny	N;SG	ADJ;NOM;NEUT;SG
رمانتیک	romantyczna	رمانتیک	romantyczny	N;SG	ADJ;NOM;FEM;SG
اتمی	atomowa	اتمی	atomowy	ADJ	
مکمل	uzupełniać	None	uzupełniać	N;SG	V;IPFV;NFIN;ACT
مکمل	suplementy	None	suplement	N;SG	N;ACC;MASC;PL
مکمل	uzupełniające	None	uzupełniać	N;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
گرایش	tendencje	گرایش	tendencja	N;SG	N;NOM;FEM;PL
حداکثر	maksimum	حداکثر	maksimum	ADJ	
حداکثر	maksymalnie	حداکثر	maksymalnie	ADJ	ADV
پادشاهان	kings	پادشاه	kings	N;PL	
سوخت	paliwa	سوخت	paliwy	N;SG	
سوخت	płonie	سوخت	płonąć	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
سوخت	spalić	سوخت	spalić	N;SG	V;IPFV;NFIN;ACT
سوخت	spal	سوخت	spal	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
حلقه	ring	حلقه	ring	N;SG	
حلقه	obrączki	حلقه	obrączka	N;SG	N;NOM;FEM;PL
حلقه	pętli	حلقه	pętla	N;SG	
یوتا	utah	یوتا	utah	N;SG	PROPN;NOM;MASC;SG
جمعی	zbiorowego	جمع	zbiorowy	N;SG	ADJ;ACC;MASC;SG
جمعی	zbiorowe	جمع	zbiorowy	N;SG	ADJ;NOM;NEUT;SG
سیمرغ	feniks	سیمرغ	feniks	N;SG	
مربی	trenerów	مربی	trener	N;SG	N;ACC;MASC;PL
پیوسته	stale	پیوسته	stale	N;SG	ADV
پیوسته	nieustannie	پیوسته	nieustannie	N;SG	ADV
پیوسته	nieprzerwanie	پیوسته	nieprzerwanie	N;SG	ADV
پیوسته	ciągła	پیوسته	ciągły	N;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
پیوسته	ciągł	پیوسته	ciąg	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
پیوسته	ciągłego	پیوسته	ciągły	N;SG	ADJ;ACC;MASC;SG
اندکی	mał	اندکی	mała	ADJ	V;IPFV;IND;SG;3;PRS;FIN;ACT
اندکی	little	اندکی	littl	ADJ	
اندکی	mało	اندکی	mało	ADJ	ADV
اندکی	mała	اندکی	mały	ADJ	
الیور	olivera	الیور	oliver	N;SG	
مراحل	proces	مرحله	proces	N;PL	N;NOM;MASC;SG
حاجی	haji	حاجی	haja	N;SG	
اطلس	atlantyku	None	atlantyk		N;GEN;MASC;SG
اطلس	atlantycki	None	atlantycki		ADJ;NOM;MASC;SG
کردی	kurdyjskiej	None	kurdyjski	V;SG;2;PST	ADJ;GEN;FEM;SG
سوره	rozdział	سوره	rozdziać	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
سوره	sura	سوره	sura	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
سوره	rozdziałów	سوره	rozdział	N;SG	N;GEN;MASC;PL
سوره	rozdziały	سوره	rozdział	N;SG	N;NOM;MASC;PL
سوره	sura	سوره	sura	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
ابتدایی	podstawowy	ابتدایی	podstawowy	N;SG	ADJ;NOM;MASC;SG
ابتدایی	podstawowej	ابتدایی	podstawowy	N;SG	ADJ;GEN;FEM;SG
ابتدایی	podstawowy	ابتدایی	podstawowy	N;SG	ADJ;NOM;MASC;SG
ابتدایی	pierwotne	ابتدایی	pierwotny	N;SG	ADJ;NOM;NEUT;SG
ابتدایی	podstawowej	ابتدایی	podstawowy	N;SG	ADJ;GEN;FEM;SG
ابتدایی	podstawowe	ابتدایی	podstawowy	N;SG	ADJ;NOM;NEUT;SG
ابتدایی	podstawowa	ابتدایی	podstawowy	N;SG	
پیامبر	messenger	پیامبر	messenger	N;SG	
مجوز	licencje	مجوز	licencja	N;SG	N;NOM;FEM;PL
محتوای	treść	محتوا	treść	N;SG	
ستون	kolumny	ستون	kolumna	N;SG	N;NOM;FEM;PL
حافظ	hafez	حافظ	hafez	N;SG	
حافظ	hafiz	حافظ	hafiz	N;SG	
درگیری	udział	درگیری	udział	N;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
درگیری	konflikty	درگیری	konflikt	N;SG	N;NOM;MASC;PL
مایل	mile	مایل	mile	N;SG	
مایل	mila	مایل	mila	N;SG	
مایل	miles	مایل	miles	N;SG	
مایل	kilometrów	مایل	kilometr	N;SG	N;GEN;MASC;PL
مایل	mile	مایل	mile	N;SG	
مایل	kilometry	مایل	kilometra	N;SG	N;NOM;MASC;PL
مایل	mil	مایل	milć	N;SG	
مادرید	madryt	مادرید	madryt	N;SG	
جورج	jerzego	None	jerć	N;SG	PROPN;GEN;MASC;SG
جورج	jerzy	None	jerzy	N;SG	PROPN;NOM;MASC;SG
جورج	grzegorz	None	grzegorz	N;SG	PROPN;NOM;MASC;SG
جورج	george	None	george	N;SG	
کبیر	kabir	کبیر	kabir	N;SG	
نظری	teoretyczne	نظری	teoretyczny	N;SG	ADJ;NOM;NEUT;SG
مسیحیان	chrześcijan	مسیحی	chrześcijanin	N;PL	
ساری	surrey	None	surrea	N;SG	
ساری	sari	None	sarić	N;SG	
سربازان	wojska	سرباز	wojsko	N;PL	N;NOM;NEUT;SG
آشپزی	cook	آشپزی	cook	N;SG	PROPN;NOM;MASC;SG
آشپزی	gotować	آشپزی	gotować	N;SG	V;IPFV;NFIN;ACT
خواجه	eunuch	خواجه	eunuch	N;SG	
رفع	naprawić	رفع	naprawić	N;SG	V;PFV;NFIN;ACT
رفع	napraw	رفع	napraw	N;SG	
رفع	rozwiązać	رفع	rozwiązać	N;SG	V;PFV;NFIN;ACT
سوپر	super	سوپر	super	N;SG	
ایکس	aix	ایکس	aix	N;SG	
جوانی	młodzieży	جوانی	młodzież	N;SG	
خودشان	same	خودش	sam		V;IPFV;IND;SG;FIN;ACT
الکترونیکی	elektroniczne	None	elektroniczny	N;SG	ADJ;NOM;NEUT;SG
الکترونیکی	elektroniczna	None	elektroniczny	N;SG	ADJ;NOM;FEM;SG
الکترونیکی	elektroniczny	None	elektroniczny	N;SG	ADJ;NOM;MASC;SG
مصاحبه	wywiady	مصاحبه	wywiad	N;SG	N;NOM;MASC;PL
مصاحبه	wywiady	مصاحبه	wywiad	N;SG	N;NOM;MASC;PL
لوله	rurki	None	rurka	N;SG	
روزی	zapewnione	روز	zapewnić	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
روزی	dostarczone	روز	dostarczyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
روزی	rosie	روز	ros	N;SG	
روزی	dzien	روز	dzien	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
پایدار	zrównoważona	پایدار	zrównoważyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
پایدار	zrównoważonego	پایدار	zrównoważyć	N;SG	ADJ;PFV;ACC;MASC;SG;POS;V.PTCP;PASS
پایدار	zrównoważone	پایدار	zrównoważyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
پایدار	zrównoważony	پایدار	zrównoważyć	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
پایدار	stał	پایدار	stać	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
پایدار	stała	پایدار	stać	N;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
پایدار	trwał	پایدار	trwać	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
پایدار	stały	پایدار	stać	N;SG	V;IPFV;MASC;IND;PL;PST;FIN;ACT
پایدار	trwałego	پایدار	trwały	N;SG	ADJ;ACC;MASC;SG
پایدار	trwał	پایدار	trwać	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
پایدار	trwały	پایدار	trwać	N;SG	V;IPFV;FEM;IND;PL;PST;FIN;ACT
پایدار	stabilny	پایدار	stabilny	N;SG	ADJ;NOM;MASC;SG
پایدار	stabilna	پایدار	stabilny	N;SG	ADJ;NOM;FEM;SG
پایدار	stabilne	پایدار	stabilny	N;SG	ADJ;NOM;NEUT;SG
گرچه	chociaż	گرچه	chociaż	CONJ	PART
گرچه	aczkolwiek	گرچه	aczkolwiek	CONJ	
گرچه	choć	گرچه	choć	CONJ	
گرچه	chociaż	گرچه	chociaż	CONJ	PART
گرچه	choć	گرچه	choć	CONJ	
حوادث	katastrofy	حوادث	katastrofa	N;PL	N;GEN;FEM;SG
حوادث	zdarzenia	حوادث	zdarzenie	N;PL	N;NOM;NEUT;SG
حوادث	imprezy	حوادث	impreza	N;PL	
حوادث	imprez	حوادث	impreza	N;PL	
عهد	przymierze	عهد	przymierz	N;SG	
عهد	przymierza	عهد	przymierzać	N;SG	
ادعا	twierdził	ادعا	twierdzić	N;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
ادعا	twierdziło	ادعا	twierdzić	N;SG	V;IPFV;NEUT;IND;SG;PST;FIN;ACT
ادعا	twierdziły	ادعا	twierdzić	N;SG	V;IPFV;FEM;IND;PL;PST;FIN;ACT
ادعا	twierdziła	ادعا	twierdzić	N;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
ادعا	twierdzą	ادعا	twierdzić	N;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
ادعا	twierdząc	ادعا	twierdzić	N;SG	V;IPFV;PRS;V.CVB;ACT
ادعا	twierdzi	ادعا	twierdzić	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
ادعا	twierdzenia	ادعا	twierdzić	N;SG	N;NOM;NEUT;PL
دربار	court	دربار	court	N;SG	
ارزیابی	rating	ارزیابی	rating	N;SG	
ارزیابی	ocena	ارزیابی	ocenać	N;SG	V;IPFV;IND;SG;2;FIN;ACT
ارزیابی	ocena	ارزیابی	ocenać	N;SG	V;IPFV;IND;SG;2;FIN;ACT
ارزیابی	oceny	ارزیابی	ocena	N;SG	
ارزیابی	ocena	ارزیابی	ocenać	N;SG	V;IPFV;IND;SG;2;FIN;ACT
حمید	hamid	حمید	hamid	N;SG	PROPN;NOM;MASC;SG
زنی	kobiety	زن	kobieta	N;SG	N;NOM;FEM;PL
مسئولیت	obowiązki	مسئولیت	obowiązek	N;SG	N;NOM;MASC;PL
مسئولیت	odpowiedzialny	مسئولیت	odpowiedzialny	N;SG	ADJ;NOM;MASC;SG
مسئولیت	odpowiedzialna	مسئولیت	odpowiedzialny	N;SG	ADJ;NOM;FEM;SG
مسئولیت	odpowiedzialne	مسئولیت	odpowiedzialny	N;SG	ADJ;NOM;NEUT;SG
هاشمی	hashmi	هاشمی	hash	N;SG	
خواب	dream	خواب	drwać	N;SG	
خواب	marzenia	خواب	marzenie	N;SG	N;NOM;NEUT;PL
خواب	śpi	خواب	spać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
خواب	spać	خواب	spać	N;SG	V;IPFV;NFIN;ACT
خواب	spanie	خواب	spać	N;SG	
خواب	śpi	خواب	spać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
خواب	spać	خواب	spać	N;SG	V;IPFV;NFIN;ACT
قلم	pen	قلم	pen	N;SG	
قلم	długopis	قلم	długopis	N;SG	
قلم	pióro	قلم	pióro	N;SG	
قلم	czcionki	قلم	czcionka	N;SG	N;ACC;FEM;PL
مشاهیر	sławy	مشهور	sława	N;PL	
ثمر	samar	ثمر	samar	N;SG	PROPN;NOM;MASC;SG
قاضی	judge	قاضی	judga	N;SG	
دم	tamy	دم	tama	N;SG	
دم	zapora	دم	zaporać	N;SG	
دم	tama	دم	tama	N;SG	
دم	dam	دم	dać	N;SG	V;PFV;IND;SG;1;FUT;FIN;ACT
دم	ogon	دم	ogon	N;SG	
دم	tail	دم	tail	N;SG	
دم	ogonie	دم	ogoń	N;SG	V;PFV;IND;SG;3;FUT;FIN;ACT
دم	dem	دم	dem	N;SG	
بنیان	założone	None	założyć	N;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
بنیان	założony	None	założyć	N;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
بنیان	założona	None	założyć	N;SG	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
روغن	oleje	روغن	olej	N;SG	N;NOM;MASC;PL
روغن	oliwa	روغن	oliwa	N;SG	
نر	męskie	نر	męski	N;SG	ADJ;NOM;NEUT;SG
نر	męska	نر	męski	N;SG	
نر	męski	نر	męski	N;SG	ADJ;NOM;MASC;SG
برگ	berg	برگ	berg	N;SG	PROPN;NOM;MASC;SG
برگ	li	برگ	lić	N;SG	PROPN;NOM;MASC;SG
برگ	liść	برگ	liść	N;SG	
برگ	li	برگ	lić	N;SG	PROPN;NOM;MASC;SG
برگ	liście	برگ	liść	N;SG	
ملکه	queen	ملکه	queen	N;SG	
ملکه	królowo	ملکه	królowa	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
ملت	narodów	ملت	naród	N;SG	N;GEN;MASC;PL
ملت	narody	ملت	naród	N;SG	N;NOM;MASC;PL
احمدی	ahmadi	احمدی	ahmad	N;SG	
کابل	kabulu	کابل	kabul	N;SG	PROPN;GEN;MASC;SG
کابل	druty	کابل	drut	N;SG	N;NOM;MASC;PL
کابل	kable	کابل	kabeł	N;SG	N;NOM;MASC;PL
کابل	kable	کابل	kabeł	N;SG	N;NOM;MASC;PL
پذیرش	zaakceptować	پذیرش	zaakceptować	N;SG	V;PFV;NFIN;ACT
پذیرش	akceptuje	پذیرش	akceptować	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
پذیرش	akceptuję	پذیرش	akceptować	N;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
پذیرش	przyjmij	پذیرش	przyjmie	N;SG	V;PFV;IMP;SG;2;FIN;ACT
مد	moda	مد	moda	N;SG	
مد	fashion	مد	fashion	N;SG	
مد	mody	مد	moda	N;SG	
فینال	finale	فینال	finał	N;SG	
فینال	finały	فینال	finały	N;SG	N;NOM;MASC;PL
رویداد	wydarzenia	رویداد	wydarzenie	N;SG	N;NOM;NEUT;PL
کریم	karim	کریم	karia	N;SG	PROPN;NOM;MASC;SG
جواد	dżawad	جواد	dżawad	N;SG	
لینک	łącze	لینک	łączyć	N;SG	
لینک	link	لینک	link	N;SG	V;PFV;IND;SG;FIN;ACT
لینک	ogniwo	لینک	ogniwo	N;SG	
آرتور	arthur	آرتور	arthura	N;SG	PROPN;NOM;MASC;SG
آرتور	arturze	آرتور	artura	N;SG	
آرتور	artur	آرتور	artura	N;SG	PROPN;NOM;MASC;SG
گوش	uszy	گوش	ucho	N;SG	
شصت	sixty	شصت	sirta	NUM	
شصت	sześćdziesiąt	شصت	sześćdziesiąt	NUM	
پایانی	ostateczny	پایان	ostateczny	N;SG	ADJ;NOM;MASC;SG
پایانی	ostateczna	پایان	ostateczny	N;SG	ADJ;NOM;FEM;SG
پایانی	ostateczne	پایان	ostateczny	N;SG	ADJ;NOM;NEUT;SG
پایانی	końcowe	پایان	końcowy	N;SG	ADJ;NOM;NEUT;SG
چهره	twarze	چهره	twarz	N;SG	N;NOM;FEM;PL
چهره	face	چهره	faka	N;SG	
تکنولوژی	tech	None	ten	N;SG	
تکنولوژی	technologie	None	technologia	N;SG	N;NOM;FEM;PL
درگیر	zamieszany	درگیر	zamieszany	ADJ	V;PFV;IND;SG;PST;FIN;ACT
وسطی	środkowy	وسطی	środkowy	N;SG	ADJ;NOM;MASC;SG
وسطی	środkowa	وسطی	środkowy	N;SG	ADJ;NOM;FEM;SG
دارو	medycyna	دارو	medycyna	N;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
دارو	lekarstwa	دارو	lekarstwo	N;SG	N;NOM;NEUT;PL
دارو	lekarstwa	دارو	lekarstwo	N;SG	N;NOM;NEUT;PL
دارو	leki	دارو	lek	N;SG	N;NOM;MASC;PL
دارو	narkotyków	دارو	narkotyk	N;SG	N;GEN;MASC;PL
دارو	narkotyki	دارو	narkotyk	N;SG	N;NOM;MASC;PL
کوچکی	małych	کوچک	mały	N;SG	N;GEN;MASC;PL
کوچکی	mały	کوچک	mały	N;SG	ADJ;NOM;MASC;SG
کوچکی	mał	کوچک	mała	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
کوچکی	niewielkie	کوچک	niewielki	N;SG	ADJ;NOM;NEUT;SG
کوچکی	mała	کوچک	mały	N;SG	
کوچکی	male	کوچک	male	N;SG	
کوچکی	drobne	کوچک	drobny	N;SG	ADJ;NOM;NEUT;SG
مدارس	szkół	None	szkół	N;PL	
مدارس	szkoły	None	szkoła	N;PL	N;GEN;FEM;SG
عیسی	jezu	عیسی	jezus	N;SG	
ایوان	ivan	ایوان	ivan	N;SG	PROPN;NOM;MASC;SG
ایوان	iwan	ایوان	iwan	N;SG	PROPN;NOM;MASC;SG
ایوان	evana	ایوان	evan	N;SG	
ایوان	evan	ایوان	evan	N;SG	PROPN;NOM;MASC;SG
نوار	taśmy	None	taśma	N;SG	
سخنرانی	wykłady	سخنرانی	wykład	N;SG	N;NOM;MASC;PL
سخنرانی	mowa	سخنرانی	mowa	N;SG	
کربن	węgla	None	węgiel	N;SG	
نمای	zobacz	None	zobaczyć	N;SG	V;PFV;IMP;SG;2;FIN;ACT
مک	mac	مک	mac	N;SG	
مک	maca	مک	maca	N;SG	
گلستان	różaniec	گلستان	różaniec	N;SG	
ماری	maryjo	None	maryć	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
ماری	maria	None	maria	N;SG	PROPN;NOM;FEM;SG
ماری	maryja	None	maryj	N;SG	
ماری	mary	None	mary	N;SG	PROPN;NOM;FEM;SG
ماری	maryi	None	mary	N;SG	
کوچه	aleja	کوچه	aleja	N;SG	
دروازه	bramy	دروازه	brama	N;SG	
دروازه	gate	دروازه	gatek	N;SG	
بازرگانی	merchant	بازرگانی	merchant	N;SG	V;IPFV;IND;SG;PRS;FIN;ACT
نادر	nader	نادر	nader	N;SG	
نادر	rzadka	نادر	rzadka	N;SG	ADJ;NOM;FEM;SG
نادر	rzadkie	نادر	rzadki	N;SG	ADJ;NOM;NEUT;SG
نادر	rzadki	نادر	rzadka	N;SG	ADJ;NOM;MASC;SG
نادر	rzadko	نادر	rzadko	N;SG	ADV
تجزیه	składni	تجزیه	składnia	N;SG	
تهدید	pogróżki	تهدید	pogróżka	N;SG	N;NOM;FEM;PL
تهدید	groźby	تهدید	groźba	N;SG	
تهدید	gróźb	تهدید	gróźb	N;SG	
تهدید	grozi	تهدید	grozić	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
تهدید	grozić	تهدید	grozić	N;SG	V;IPFV;NFIN;ACT
تهدید	groźby	تهدید	groźba	N;SG	
مونتانا	montanie	مونتانا	montan	N;SG	
مونتانا	montana	مونتانا	montany	N;SG	
مونتانا	montany	مونتانا	montany	N;SG	
انتقاد	krytykować	انتقاد	krytykować	N;SG	V;IPFV;NFIN;ACT
ماهان	mahan	ماهان	mahan	N;PL	
کپی	skopiuj	None	skopiuj	N;SG	V;PFV;IMP;SG;2;FIN;ACT
کپی	kopiuj	None	kopiuj	N;SG	V;IPFV;IMP;SG;2;FIN;ACT
سلامت	peace	سلامت	peaka	N;SG	
طایفه	klan	None	klana	N;SG	
باران	rain	باران	raina	N;SG	
آید	przychodzi	آمد#آ	przychodzić	V;SBJV;SG;3;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
آید	przybywa	آمد#آ	przybywać	V;SBJV;SG;3;PRS	V;IPFV;IND;SG;3;PRS;FIN;ACT
صبح	rano	صبح	rano	N;SG	ADV
ذرات	cząstka	None	cząstka	N;PL	N;NOM;FEM;SG
شناخت	uznać	شناخت	uznać	N;SG	V;PFV;NFIN;ACT
شناخت	rozpoznają	شناخت	rozpoznawać	N;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
شناخت	uznają	شناخت	uznać	N;SG	V;PFV;IND;PL;3;FUT;FIN;ACT
شناخت	uznawać	شناخت	uznawać	N;SG	V;IPFV;NFIN;ACT
شناخت	poznaje	شناخت	poznawać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
شناخت	rozpoznają	شناخت	rozpoznawać	N;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
شناخت	rozpoznaje	شناخت	rozpoznawać	N;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
شناخت	rozpoznać	شناخت	rozpoznać	N;SG	V;PFV;NFIN;ACT
خداوند	boże	خداوند	boży	N;SG	
حروف	pisma	حرف	pismo	N;PL	N;NOM;NEUT;SG
حروف	listy	حرف	list	N;PL	
شاهد	świadkowie	شاهد	świadkowie	N;SG	N;NOM;MASC;PL
تور	tora	تور	tora	N;SG	
تور	tour	تور	tour	N;SG	
تور	wycieczki	تور	wycieczka	N;SG	N;NOM;FEM;PL
تور	net	تور	net	N;SG	
تور	netto	تور	netto	N;SG	
تور	thor	تور	thor	N;SG	
هفتاد	siedemdziesiąt	هفتاد	siedemdziesiąt	NUM	
کشتار	masakra	کشتار	masakier	N;SG	
کشتار	rzeź	کشتار	rzeź	N;SG	
کشتار	masakra	کشتار	masakier	N;SG	
کشتار	rzeź	کشتار	rzeź	N;SG	
خانوادگی	rodziny	خانوادگی	rodzina	N;SG	N;NOM;FEM;PL
