در	porta	در	porta	ADP	N;FEM;SG
مجاز	autorizado	مجاز	autorizar	ADJ	V;MASC;SG;V.PTCP
مجاز	autorizou	مجاز	autorizar	ADJ	V;IND;SG;3;PST;FIN
مجاز	autorizadas	مجاز	autorizar	ADJ	V;FEM;PL;V.PTCP
مجاز	autorizados	مجاز	autorizar	ADJ	V;MASC;PL;V.PTCP
مجاز	autorizada	مجاز	autorizar	ADJ	V;FEM;SG;V.PTCP
مجاز	jurídica	مجاز	jurídico	ADJ	N;FEM;SG
مجاز	permitido	مجاز	permitir	ADJ	V;MASC;SG;V.PTCP
مجاز	permitidos	مجاز	permitir	ADJ	V;MASC;PL;V.PTCP
مجاز	permitidas	مجاز	permitir	ADJ	V;FEM;PL;V.PTCP
مجاز	permitida	مجاز	permitir	ADJ	V;FEM;SG;V.PTCP
حسام	hossam	حسام	hossar	N;SG	V;IND;PL;3;PRS;FIN
موسوم	nee	موسوم	nee	ADJ	N;MASC;SG
گمان	chique	گمان	chique	N;SG	ADJ;MASC;SG
محاصره	cercados	محاصره	cercado	N;SG	V;MASC;PL;V.PTCP
محاصره	cercada	محاصره	cercar	N;SG	V;FEM;SG;V.PTCP
محاصره	rodeada	محاصره	rodear	N;SG	V;FEM;SG;V.PTCP
محاصره	rodeado	محاصره	rodear	N;SG	V;MASC;SG;V.PTCP
محاصره	cercado	محاصره	cercar	N;SG	V;MASC;SG;V.PTCP
محاصره	cercar	محاصره	cercar	N;SG	V;NFIN
محاصره	cercam	محاصره	cercar	N;SG	V;IND;PL;3;PRS;FIN
محاصره	rodear	محاصره	rodear	N;SG	V;NFIN
کف	andar	کف	andar	N;SG	V;NFIN
کنسرت	concertos	کنسرت	concerto	N;SG	N;MASC;PL
کنسرت	concertos	کنسرت	concerto	N;SG	N;MASC;PL
کنسرت	shows	کنسرت	show	N;SG	N;MASC;PL
بیمه	seguros	بیمه	seguro	N;SG	N;MASC;PL
اکسید	óxidos	اکسید#اکس	óxido	N;SG	N;MASC;PL
ونزوئلا	venezuelana	ونزوئلا	venezuelano	N;SG	ADJ;FEM;SG
سؤال	questões	سؤال	questão	N;SG	N;FEM;PL
سؤال	perguntas	سؤال	pergunta	N;SG	N;FEM;PL
برآورد	estimar	برآورد	estimar	N;SG	V;NFIN
برآورد	estimativas	برآورد	estimativa	N;SG	N;FEM;PL
امیدوارم	esperança	امتدوارم	esperança	V;SG;1;PRS	N;FEM;SG
امیدوارم	hope	امتدوارم	hope	V;SG;1;PRS	N;MASC;SG
امیدوارم	esperanças	امتدوارم	esperança	V;SG;1;PRS	N;FEM;PL
لیتوانی	lituana	لیتوانی	lituano	N;SG	ADJ;FEM;SG
لیتوانی	lituanos	لیتوانی	lituano	N;SG	N;MASC;PL
درونی	interior	درونی	interior	ADJ	N;MASC;SG
درونی	interiores	درونی	interior	ADJ	N;MASC;PL
درونی	internas	درونی	interno	ADJ	N;FEM;PL
درونی	internos	درونی	interno	ADJ	N;MASC;PL
درونی	interior	درونی	interior	ADJ	N;MASC;SG
درج	insira	درج	insirar	N;SG	V;SBJV;SG;3;PRS;FIN
درج	inserir	درج	inserir	N;SG	V;NFIN
درج	insere	درج	inserir	N;SG	V;IND;SG;3;PRS;FIN
سایه	sombras	سایه	sombra	N;SG	N;FEM;PL
مرور	navegar	مرور	navegar	N;SG	V;NFIN
مرور	navegue	مرور	navegue	N;SG	ADJ;FEM;SG
مرور	rever	مرور	rever	N;SG	V;NFIN
الهام	inspirado	None	inspirar	N;SG	V;MASC;SG;V.PTCP
الهام	inspirou	None	inspirar	N;SG	V;IND;SG;3;PST;FIN
الهام	inspirada	None	inspirar	N;SG	V;FEM;SG;V.PTCP
الهام	inspirados	None	inspirar	N;SG	V;MASC;PL;V.PTCP
الهام	inspirar	None	inspirar	N;SG	V;NFIN
الهام	inspira	None	inspirar	N;SG	V;IND;SG;3;PRS;FIN
الهام	inspire	None	inspirar	N;SG	V;SBJV;SG;3;PRS;FIN
محبوب	popular	محبوب	popular	N;SG	ADJ;MASC;SG
محبوب	populares	محبوب	popular	N;SG	ADJ;MASC;PL
محبوب	adorado	محبوب	adorar	N;SG	V;MASC;SG;V.PTCP
محبوب	adorada	محبوب	adorar	N;SG	V;FEM;SG;V.PTCP
محبوب	preferida	محبوب	preferir	N;SG	V;FEM;SG;V.PTCP
محبوب	preferido	محبوب	preferir	N;SG	V;MASC;SG;V.PTCP
محبوب	amados	محبوب	amado	N;SG	V;MASC;PL;V.PTCP
پروتکل	protocolos	پروتکل	protocolo	N;SG	N;MASC;PL
تحویل	entrego	تحویل	entrego	N;SG	V;IND;SG;1;PRS;FIN
تحویل	entregar	تحویل	entregar	N;SG	V;NFIN
حرارتی	térmicos	حرارتی	térmico	N;SG	N;MASC;PL
جلال	glórias	جلال	glória	N;SG	N;FEM;PL
مشتری	clientes	مشتری	cliente	N;SG	N;MASC;PL
مشتری	clientes	مشتری	cliente	N;SG	N;MASC;PL
مرده	morto	مرده	morrer	N;SG	V;MASC;SG;V.PTCP
مرده	mortos	مرده	morto	N;SG	N;MASC;PL
هواگرد	aviões	هواگرد	avião	N;SG	N;MASC;PL
هواگرد	aeronaves	هواگرد	aeronave	N;SG	N;FEM;PL
نویس	nevis	نویس	nevi	N;SG	N;MASC;PL
چوبی	madeiras	چوبی	madeira	N;SG	N;FEM;PL
سیم	fios	سیم	fio	N;SG	N;MASC;PL
اصطلاحات	terminologia	اصطلاح	terminologia	N;PL	N;FEM;SG
تخم	ovos	تخم	ovo	N;SG	N;MASC;PL
تخم	ovos	تخم	ovo	N;SG	N;MASC;PL
سالم	sãos	سالم	são	ADJ	N;MASC;PL
سالم	salem	سالم	saler	ADJ	N;MASC;SG
کامرون	camarões	کامرون	camarão	N;SG	N;MASC;PL
تحریک	provocador	تحریک	provocador	N;SG	ADJ;MASC;SG
تحریک	provocadora	تحریک	provocadora	N;SG	ADJ;FEM;SG
تحریک	provocante	تحریک	provocante	N;SG	ADJ;FEM;SG
تحریک	excitar	تحریک	excitar	N;SG	V;NFIN
تحریک	provocados	تحریک	provocar	N;SG	V;MASC;PL;V.PTCP
تحریک	provocado	تحریک	provocar	N;SG	V;MASC;SG;V.PTCP
تحریک	provocada	تحریک	provocar	N;SG	V;FEM;SG;V.PTCP
تحریک	provocou	تحریک	provocar	N;SG	V;IND;SG;3;PST;FIN
تحریک	estimular	تحریک	estimular	N;SG	V;NFIN
تحریک	estimulam	تحریک	estimular	N;SG	V;IND;PL;3;PRS;FIN
تحریک	incitar	تحریک	incitar	N;SG	V;NFIN
آیلند	ilhas	آیلند	ilha	N;SG	N;FEM;PL
نادرست	incorreta	نادرست	incorretar	N;SG	ADJ;FEM;SG
نادرست	incorretas	نادرست	incorreta	N;SG	ADJ;FEM;PL
نادرست	incorrecto	نادرست	incorrecto	N;SG	ADJ;MASC;SG
نادرست	incorreto	نادرست	incorreto	N;SG	ADJ;MASC;SG
نادرست	errado	نادرست	errar	N;SG	V;MASC;SG;V.PTCP
نادرست	errada	نادرست	errar	N;SG	V;FEM;SG;V.PTCP
نادرست	falsa	نادرست	falso	N;SG	ADJ;FEM;SG
نادرست	falsas	نادرست	falso	N;SG	ADJ;FEM;PL
نادرست	falsos	نادرست	falso	N;SG	N;MASC;PL
نادرست	falso	نادرست	falso	N;SG	ADJ;MASC;SG
اصلاحات	reformar	اصلاح	reformar	N;PL	V;NFIN
اصلاحات	reforma	اصلاح	reforma	N;PL	N;FEM;SG
اصلاحات	reformista	اصلاح	reformista	N;PL	ADJ;MASC;SG
اصلاحات	reforma	اصلاح	reforma	N;PL	N;FEM;SG
اصلاحات	melhorar	اصلاح	melhorar	N;PL	V;NFIN
اصلاحات	melhora	اصلاح	melhora	N;PL	N;FEM;SG
اصلاحات	melhore	اصلاح	melhore	N;PL	V;SBJV;SG;3;PRS;FIN
هزاران	milhares	هزار	milhar	NUM	N;MASC;PL
تظاهرات	demonstrar	تظاهرات	demonstrar	N;SG	V;NFIN
تظاهرات	demonstre	تظاهرات	demonstre	N;SG	V;SBJV;SG;3;PRS;FIN
تظاهرات	protestar	تظاهرات	protestar	N;SG	V;NFIN
تظاهرات	protestos	تظاهرات	protesto	N;SG	N;MASC;PL
تظاهرات	manifestações	تظاهرات	manifestação	N;SG	N;FEM;PL
تظاهرات	demonstrações	تظاهرات	demonstração	N;SG	N;FEM;PL
کارائیب	caraíbas	کارائیب	caraíba	N;SG	N;FEM;PL
تجاوز	agressões	None	agressão	N;SG	N;FEM;PL
تجاوز	violações	None	violação	N;SG	N;FEM;PL
فردا	amanha	فردا	amanha	ADV	INTJ
کمتری	menos	کم	menos	ADJ;CMPR	ADV
مرتب	ordenados	مرتب	ordenado	N;SG	V;MASC;PL;V.PTCP
مرتب	resolvido	مرتب	resolver	N;SG	V;MASC;SG;V.PTCP
مرتب	classificadas	مرتب	classificar	N;SG	V;FEM;PL;V.PTCP
ترس	temer	None	temer	N;SG	V;NFIN
استیو	steve	استیو	steve	N;SG	PROPN;MASC;SG
تل	tal	تل	tal	N;SG	DET;FEM;SG
تل	alto	تل	alto	N;SG	ADV
تل	altos	تل	alto	N;SG	N;MASC;PL
تل	altas	تل	alto	N;SG	ADJ;FEM;PL
رساله	panfletos	رساله	panfleto	N;SG	N;MASC;PL
توده	massas	None	massa	N;SG	N;FEM;PL
دموکراتیک	democrático	دموکراتیک	democrático	N;SG	ADJ;MASC;SG
سوخته	queimados	سوخته	queimar	ADJ	V;MASC;PL;V.PTCP
سوخته	queimado	سوخته	queimar	ADJ	V;MASC;SG;V.PTCP
سوخته	queimadas	سوخته	queimar	ADJ	V;FEM;PL;V.PTCP
سوخته	queimou	سوخته	queimar	ADJ	V;IND;SG;3;PST;FIN
سوخته	queimada	سوخته	queimar	ADJ	V;FEM;SG;V.PTCP
وحشی	selvagem	وحشی	selvagem	N;SG	ADJ;MASC;SG
وحشی	selvagens	وحشی	selvagem	N;SG	N;MASC;PL
وحشی	selvagem	وحشی	selvagem	N;SG	ADJ;MASC;SG
وحشی	selvagens	وحشی	selvagem	N;SG	N;MASC;PL
خبرنگار	correspondente	خبرنگار	correspondente	N;SG	ADJ;MASC;SG
جلسه	sessões	جلسه	sessão	N;SG	N;FEM;PL
فیلتر	filtro	فیلتر	filtro	ADJ;CMPR	N;MASC;SG
فیلتر	filtrar	فیلتر	filtrar	ADJ;CMPR	V;NFIN
فیلتر	filtros	فیلتر	filtro	ADJ;CMPR	N;MASC;PL
دخالت	interferências	دخالت	interferência	N;SG	N;FEM;PL
دخالت	intervenções	دخالت	intervenção	N;SG	N;FEM;PL
دخالت	interferir	دخالت	interferir	N;SG	V;NFIN
دخالت	interferindo	دخالت	interferir	N;SG	V;V.MSDR
دخالت	interferir	دخالت	interferir	N;SG	V;NFIN
دخالت	interfira	دخالت	interfiro	N;SG	V;SBJV;SG;3;PRS;FIN
ابی	abby	ابی	abby		N;FEM;SG
رسم	tradições	رسم	tradição	N;SG	N;FEM;PL
تشویق	incentivar	None	incentivar	N;SG	V;NFIN
تشویق	encorajar	None	encorajar	N;SG	V;NFIN
تشویق	encoraja	None	encorajar	N;SG	V;IND;SG;3;PRS;FIN
تشویق	aplausos	None	aplauso	N;SG	N;MASC;PL
مدعی	pretender	مدعی	pretender	N;SG	V;NFIN
سرکوب	suprimir	سرکوب	suprimir	N;SG	V;NFIN
سرکوب	reprimido	سرکوب	reprimir	N;SG	V;MASC;SG;V.PTCP
سرکوب	reprimida	سرکوب	reprimir	N;SG	V;FEM;SG;V.PTCP
سرکوب	suprimida	سرکوب	suprimir	N;SG	V;FEM;SG;V.PTCP
سرکوب	reprimido	سرکوب	reprimir	N;SG	V;MASC;SG;V.PTCP
سرکوب	suprimidos	سرکوب	suprimir	N;SG	V;MASC;PL;V.PTCP
سرکوب	suprimido	سرکوب	suprimir	N;SG	V;MASC;SG;V.PTCP
شاهین	falcões	شاهین	falcão	N;SG	N;MASC;PL
برود	passes	رفت#رو	passe	V;SBJV;SG;3;PRS	N;MASC;PL
برود	passa	رفت#رو	passar	V;SBJV;SG;3;PRS	V;IND;SG;3;PRS;FIN
سیب	maçãs	سیب	maçã	N;SG	N;FEM;PL
سیب	maçãs	سیب	maçã	N;SG	N;FEM;PL
ماهواره	satélites	ماهواره	satélite	N;SG	N;MASC;PL
برگشت	costas	بر#گشت#گرد	costa	V;SG;3;PST	N;FEM;PL
برگشت	volta	بر#گشت#گرد	volta	V;SG;3;PST	N;FEM;SG
بیس	baixo	بیس	baixo	N;SG	ADV
بل	belle	بل	belle		N;MASC;SG
بل	campainha	بل	campainha		N;FEM;SG
بل	bell	بل	bell		N;MASC;SG
بل	sininho	بل	sininho		N;FEM;SG
بل	sino	بل	sino		N;MASC;SG
ناخالص	nojento	None	nojento	N;SG	ADJ;MASC;SG
ناخالص	brutos	None	bruto	N;SG	N;MASC;PL
پورنو	pornográficos	پورنو	pornográfico		N;MASC;PL
پورنو	pornográfico	پورنو	pornográfico		ADJ;MASC;SG
پورنو	pornográfica	پورنو	pornográfico		ADJ;FEM;SG
داوری	julgar	داوری	julgar	N;SG	V;NFIN
نمایشی	realizando	نمایشی	realizar	N;SG	V;V.MSDR
نمایشی	manifestações	نمایشی	manifestação	N;SG	N;FEM;PL
نمایشی	demonstrações	نمایشی	demonstração	N;SG	N;FEM;PL
پراکنده	espalhado	پراکنده	espalhar	ADJ	V;MASC;SG;V.PTCP
پراکنده	espalhados	پراکنده	espalhar	ADJ	V;MASC;PL;V.PTCP
پراکنده	espalhadas	پراکنده	espalhar	ADJ	V;FEM;PL;V.PTCP
پراکنده	dispersos	پراکنده	dispersar	ADJ	V;MASC;PL;V.PTCP
بیگ	grande	بیگ	grande	N;SG	ADJ;MASC;SG
بیگ	grandes	بیگ	grande	N;SG	N;MASC;PL
اختلالات	perturbação	اختلال	perturbação	N;PL	N;FEM;SG
اختلالات	transtorno	اختلال	transtorno	N;PL	N;MASC;SG
اختلالات	desordem	اختلال	desorder	N;PL	N;FEM;SG
قطار	treinar	قطار	treinar	N;SG	V;NFIN
قطار	comboios	قطار	comboio	N;SG	N;MASC;PL
قطار	comboios	قطار	comboio	N;SG	N;MASC;PL
قطار	trens	قطار	trem	N;SG	N;MASC;PL
موافقم	concordar	مافقمه	concordar	N;SG	V;NFIN
موافقم	concorda	مافقمه	concordar	N;SG	V;IND;SG;3;PRS;FIN
موافقم	concordam	مافقمه	concordar	N;SG	V;IND;PL;3;PRS;FIN
موافقم	concordo	مافقمه	concordo	N;SG	V;IND;SG;1;PRS;FIN
متحرک	móveis	متحرک	móvel	N;SG	N;MASC;PL
کوهستان	montanhas	کوهستان	montanha	N;SG	N;FEM;PL
دوستی	amizades	دوستی	amizade	N;SG	N;FEM;PL
تقلید	imitar	None	imitar	N;SG	V;NFIN
تقلید	imitar	None	imitar	N;SG	V;NFIN
تقلید	imitações	None	imitação	N;SG	N;FEM;PL
نهضت	movimentos	نهضت	movimento	N;SG	N;MASC;PL
کهنه	antiga	کهنه	antigo	ADJ	N;FEM;SG
کهنه	velhos	کهنه	velho	ADJ	N;MASC;PL
اجباری	forçadas	اجباری	forçar	N;SG	V;FEM;PL;V.PTCP
اجباری	forçada	اجباری	forçar	N;SG	V;FEM;SG;V.PTCP
اجباری	forçado	اجباری	forçar	N;SG	V;MASC;SG;V.PTCP
اجباری	forçou	اجباری	forçar	N;SG	V;IND;SG;3;PST;FIN
اجباری	forçados	اجباری	forçar	N;SG	V;MASC;PL;V.PTCP
اجباری	forçar	اجباری	forçar	N;SG	V;NFIN
اجباری	obrigatório	اجباری	obrigatório	N;SG	ADJ;MASC;SG
اجباری	obrigatórias	اجباری	obrigatório	N;SG	ADJ;FEM;PL
اجباری	obrigatórios	اجباری	obrigatório	N;SG	ADJ;MASC;PL
اجباری	obrigatória	اجباری	obrigatório	N;SG	ADJ;FEM;SG
اجباری	obrigatório	اجباری	obrigatório	N;SG	ADJ;MASC;SG
اجباری	obrigatórias	اجباری	obrigatório	N;SG	ADJ;FEM;PL
اجباری	obrigatórios	اجباری	obrigatório	N;SG	ADJ;MASC;PL
اجباری	obrigatória	اجباری	obrigatório	N;SG	ADJ;FEM;SG
نان	pães	نان	pão	N;SG	N;MASC;PL
خورده	comi	خورد#خور	comi	V;SG;3;V.PTCP	V;IND;SG;1;PST;FIN
خورده	comeram	خورد#خور	comer	V;SG;3;V.PTCP	V;IND;PL;3;FIN
گرافیک	gráficos	گرافیک	gráfico	N;SG	N;MASC;PL
معمار	arquitetos	معمار	arquiteto	N;SG	N;MASC;PL
بخصوص	especialmente	بخصوص	especialmente	CONJ	ADV
مرکب	composto	None	compor	N;SG	V;MASC;SG;V.PTCP
مرکب	compósitos	None	compósito	N;SG	N;MASC;PL
مرکب	composto	None	compor	N;SG	V;MASC;SG;V.PTCP
مرکب	compostos	None	compor	N;SG	V;MASC;PL;V.PTCP
مرکب	tintas	None	tinta	N;SG	N;FEM;PL
ماندن	permanecendo	ماندن	permanecer	N;SG	V;V.MSDR
ماندن	ficar	ماندن	ficar	N;SG	V;NFIN
ماندن	ficando	ماندن	ficar	N;SG	V;V.MSDR
ماندن	ficar	ماندن	ficar	N;SG	V;NFIN
ماندن	fica	ماندن	ficar	N;SG	V;IND;SG;3;PRS;FIN
ماندن	fique	ماندن	ficar	N;SG	V;SBJV;SG;3;PRS;FIN
براون	castanhos	براون	castanho	N;SG	N;MASC;PL
براون	castanhas	براون	castanha	N;SG	N;FEM;PL
واسطه	intermediário	واسطه	intermediário	N;SG	ADJ;MASC;SG
واسطه	intermédios	واسطه	intermédio	N;SG	ADJ;MASC;PL
واسطه	intermediários	واسطه	intermediário	N;SG	N;MASC;PL
واسطه	intermediário	واسطه	intermediário	N;SG	ADJ;MASC;SG
واسطه	intermediários	واسطه	intermediário	N;SG	N;MASC;PL
فشرده	comprimido	فشرده	comprimir	N;SG	V;MASC;SG;V.PTCP
وسیع	ampla	وسیع	ampla	N;SG	ADJ;FEM;SG
وسیع	amplo	وسیع	amplo	N;SG	ADJ;MASC;SG
وسیع	extensa	وسیع	extenso	N;SG	ADJ;FEM;SG
وسیع	extenso	وسیع	extenso	N;SG	ADJ;MASC;SG
وسیع	extensas	وسیع	extenso	N;SG	ADJ;FEM;PL
وسیع	extensiva	وسیع	extensivo	N;SG	ADJ;FEM;SG
وسیع	espaçosas	وسیع	espaçoso	N;SG	ADJ;FEM;PL
وسیع	espaçosa	وسیع	espaçoso	N;SG	ADJ;FEM;SG
وسیع	amplo	وسیع	amplo	N;SG	ADJ;MASC;SG
وسیع	espaçoso	وسیع	espaçoso	N;SG	ADJ;MASC;SG
وسیع	espaçosos	وسیع	espaçoso	N;SG	ADJ;MASC;PL
وسیع	vasto	وسیع	vasto	N;SG	ADJ;MASC;SG
وسیع	vasta	وسیع	vasto	N;SG	ADJ;FEM;SG
وسیع	vastos	وسیع	vasto	N;SG	ADJ;MASC;PL
وسیع	vastas	وسیع	vasta	N;SG	N;FEM;PL
شکلی	figuras	شکل	figura	N;SG	N;FEM;PL
شکلی	números	شکل	número	N;SG	N;MASC;PL
عملیاتی	operacional	عملیاتی	operacional	N;PL	N;MASC;SG
سازهای	estrutural	ساز	estrutural	N;PL	ADJ;MASC;SG
راهنما	manuais	None	manual	N;SG	N;MASC;PL
دوستدار	carinhoso	None	carinhoso	N;SG	ADJ;MASC;SG
دوستدار	amando	None	amando	N;SG	V;V.MSDR
دوستدار	adorando	None	adorar	N;SG	V;V.MSDR
دوستدار	amar	None	amar	N;SG	V;NFIN
سران	chiefs	سر	chiefs	N;PL	N;MASC;SG
اپرا	opera	None	operar	N;SG	V;IND;SG;3;PRS;FIN
اپرا	óperas	None	óperas	N;SG	N;FEM;PL
اسلحه	pistola	اسلحه	pistola	N;PL	N;FEM;SG
اسلحه	gun	اسلحه	gun	N;PL	N;MASC;SG
اسلحه	arma	اسلحه	arma	N;PL	N;FEM;SG
امتداد	alongamentos	امتداد	alongamento	N;SG	N;MASC;PL
سهم	compartilhamentos	سهم	compartilhamento	N;SG	N;MASC;PL
سهم	acções	سهم	acção	N;SG	N;FEM;PL
سهم	ações	سهم	ação	N;SG	N;FEM;PL
سهم	partilhas	سهم	partilha	N;SG	N;FEM;PL
متمرکز	concentrado	متمرکز	concentrar	N;SG	V;MASC;SG;V.PTCP
متمرکز	concentrada	متمرکز	concentrar	N;SG	V;FEM;SG;V.PTCP
متمرکز	concentrados	متمرکز	concentrado	N;SG	V;MASC;PL;V.PTCP
متمرکز	focado	متمرکز	focado	N;SG	V;MASC;SG;V.PTCP
متمرکز	concentrado	متمرکز	concentrar	N;SG	V;MASC;SG;V.PTCP
متمرکز	concentrada	متمرکز	concentrar	N;SG	V;FEM;SG;V.PTCP
متمرکز	focada	متمرکز	focado	N;SG	V;FEM;SG;V.PTCP
ماجرای	aventuras	ماجرا	aventura	N;SG	N;FEM;PL
دایره	círculos	دایره	círculo	N;SG	N;MASC;PL
دایره	circulares	دایره	circular	N;SG	N;MASC;PL
مغزی	miolos	مغزی	miolo	N;SG	N;MASC;PL
سرپرستی	adoptando	سرپرستی	adoptar	N;SG	V;V.MSDR
سرپرستی	adotar	سرپرستی	adotar	N;SG	V;NFIN
خوراکی	comestíveis	None	comestível	N;SG	N;MASC;PL
دان	don	آن	don		PROPN;MASC;SG
خزندگان	réptil	خزنده	réptil	N;PL	N;MASC;SG
تحمل	tolerar	تحمل	tolerar	N;SG	V;NFIN
تحمل	tolera	تحمل	tolera	N;SG	V;IND;SG;3;PRS;FIN
تحمل	toleram	تحمل	tolerar	N;SG	V;IND;PL;3;PRS;FIN
تحمل	tolerada	تحمل	tolerada	N;SG	V;FEM;SG;V.PTCP
تحمل	tolerados	تحمل	tolerar	N;SG	V;MASC;PL;V.PTCP
تحمل	tolerado	تحمل	tolerar	N;SG	V;MASC;SG;V.PTCP
متخصص	especializado	متخصص	especializar	N;SG	V;MASC;SG;V.PTCP
عاشق	amo	عاشق	amo	N;SG	V;IND;SG;1;PRS;FIN
شباهت	semelhanças	شباهت	semelhança	N;SG	N;FEM;PL
شباهت	similaridades	شباهت	similaridade	N;SG	N;FEM;PL
تسلیم	render	تسلیم	render	N;SG	V;NFIN
تسلیم	submeter	تسلیم	submeter	N;SG	V;NFIN
تسلیم	enviar	تسلیم	enviar	N;SG	V;NFIN
تعادل	aparar	تعادل	aparar	N;SG	V;NFIN
کاغذ	papéis	کاغذ	papel	N;SG	N;MASC;PL
آماری	estatístico	آماری	estatístico	N;SG	ADJ;MASC;SG
سراسری	global	سراسری	global	N;SG	ADJ;MASC;SG
سراسری	globais	سراسری	global	N;SG	ADJ;MASC;PL
مالیات	tributação	مالیه	tributação	N;PL	N;FEM;SG
مالیات	fiscalidade	مالیه	fiscalidade	N;PL	N;FEM;SG
مالیات	imposto	مالیه	impor	N;PL	V;MASC;SG;V.PTCP
کشتن	mate	کشتن	mate	N;SG	V;SBJV;SG;3;PRS;FIN
کشتن	matem	کشتن	matar	N;SG	V;SBJV;PL;3;PRS;FIN
کشتن	matar	کشتن	matar	N;SG	V;NFIN
کشتن	matando	کشتن	matar	N;SG	V;V.MSDR
کشتن	matar	کشتن	matar	N;SG	V;NFIN
عبری	hebreus	عبری	hebreu	N;SG	N;MASC;PL
اثری	impressões	اثر	impressão	N;SG	N;FEM;PL
آغازین	init	None	init	ADJ	N;MASC;SG
آغازین	iniciais	None	inicial	ADJ	N;MASC;PL
سواحل	praia	ساحل	praia	N;PL	N;FEM;SG
یادگیری	aprender	یادگیری	aprender	N;SG	V;NFIN
یادگیری	aprendizado	یادگیری	aprendizar	N;SG	V;MASC;SG;V.PTCP
یادگیری	aprendendo	یادگیری	aprender	N;SG	V;V.MSDR
یادگیری	aprenda	یادگیری	aprender	N;SG	V;SBJV;SG;3;PRS;FIN
یادگیری	aprender	یادگیری	aprender	N;SG	V;NFIN
یادگیری	aprende	یادگیری	aprender	N;SG	V;IND;SG;3;PRS;FIN
مجازات	castigos	مجازات	castigo	N;SG	N;MASC;PL
مجازات	punições	مجازات	punição	N;SG	N;FEM;PL
سازمانی	organizacional	None	organizacional	N;SG	ADJ;MASC;SG
سکه	moedas	سکه	moeda	N;SG	N;FEM;PL
سکه	moedas	سکه	moeda	N;SG	N;FEM;PL
استون	pedras	استون	pedra	N;SG	N;FEM;PL
هلندی	holandeses	هلندی	holandês	N;SG	N;MASC;PL
روزه	rápido	روزه	rápido	N;SG	ADJ;MASC;SG
آگاه	informada	آگاه	informar	ADJ	V;FEM;SG;V.PTCP
آگاه	informados	آگاه	informar	ADJ	V;MASC;PL;V.PTCP
آگاه	informado	آگاه	informar	ADJ	V;MASC;SG;V.PTCP
آگاه	ciente	آگاه	ciente	ADJ	ADV
تفکیک	dissociar	تفکیک	dissociar	N;SG	V;NFIN
جامد	sólidos	جامد	sólido	N;SG	N;MASC;PL
جامد	sólido	جامد	sólido	N;SG	ADJ;MASC;SG
جامد	sólida	جامد	sólido	N;SG	ADJ;FEM;SG
اخراج	deportações	اخراج	deportação	N;SG	N;FEM;PL
اخراج	disparado	اخراج	disparar	N;SG	V;MASC;SG;V.PTCP
اخراج	despedido	اخراج	despedir	N;SG	V;MASC;SG;V.PTCP
اخراج	demitido	اخراج	demitir	N;SG	V;MASC;SG;V.PTCP
دژ	forte	دژ	forte	N;SG	ADJ;MASC;SG
جمعیتی	demográficas	جمعیتی	demográfico	N;SG	N;FEM;PL
کمترین	mínimos	کم	mínimo	ADJ;RL	N;MASC;PL
کمترین	mínimo	کم	pequeno	ADJ;RL	N;MASC;SG
کمترین	mínima	کم	pequeno	ADJ;RL	N;FEM;SG
کمترین	minimo	کم	minimo	ADJ;RL	N;MASC;SG
کمترین	mínimo	کم	pequeno	ADJ;RL	N;MASC;SG
کمترین	mínimos	کم	mínimo	ADJ;RL	N;MASC;PL
کمترین	mínima	کم	pequeno	ADJ;RL	N;FEM;SG
تدریج	gradualmente	تدریج	gradualmente	N;SG	ADV
شکسته	quebrada	شکسته	quebrar	ADJ;SG;3;V.PTCP	V;FEM;SG;V.PTCP
شکسته	quebrado	شکسته	quebrar	ADJ;SG;3;V.PTCP	V;MASC;SG;V.PTCP
شکسته	broken	شکسته	broken	ADJ;SG;3;V.PTCP	N;MASC;SG
شکسته	quebrou	شکسته	quebrar	ADJ;SG;3;V.PTCP	V;IND;SG;3;PST;FIN
شکسته	partiu	شکسته	partir	ADJ;SG;3;V.PTCP	V;IND;SG;3;PST;FIN
برتری	excelência	برتری	excelência	ADJ;CMPR	N;FEM;SG
برتری	vantagem	برتری	vantagem	ADJ;CMPR	N;FEM;SG
بارگذاری	carregar	بارگذاری	carregar	N;SG	V;NFIN
بارگذاری	carregadas	بارگذاری	carregar	N;SG	V;FEM;PL;V.PTCP
بارگذاری	carregada	بارگذاری	carregar	N;SG	V;FEM;SG;V.PTCP
بارگذاری	carregados	بارگذاری	carregar	N;SG	V;MASC;PL;V.PTCP
بارگذاری	carregado	بارگذاری	carregar	N;SG	V;MASC;SG;V.PTCP
بارگذاری	carregando	بارگذاری	carregar	N;SG	V;V.MSDR
بارگذاری	carregando	بارگذاری	carregar	N;SG	V;V.MSDR
بارگذاری	carregar	بارگذاری	carregar	N;SG	V;NFIN
بنگلادش	bangladesh	بنگلادش	bangladesh	N;SG	N;FEM;PL
شواهد	evidência	شاهد	evidência	N;PL	N;FEM;SG
شواهد	prova	شاهد	prova	N;PL	N;FEM;SG
دهان	bocas	دهان	boca	N;SG	N;FEM;PL
دهان	bocas	دهان	boca	N;SG	N;FEM;PL
مهاجمان	invasor	None	invasor	N;PL	N;MASC;SG
شک	duvido	شک	duvido	N;SG	V;IND;SG;1;PRS;FIN
شک	dúvidas	شک	dúvida	N;SG	N;FEM;PL
شک	duvidas	شک	duvida	N;SG	N;FEM;PL
