von	출신	von	출신	ADP	N
unterricht	교실	unterrichten	교실		N
victoria	빅토리아	victoria	빅토리아	PROPN;NOM;MASC;SG	
unklar	애매하다	unklar	애매+하+다	ADJ	
unklar	불분명하다	unklar	불분명+하+다	ADJ	V
unklar	불분명	unklar	불분명	ADJ	
erworben	습득	erwerben	습득	V;V.PTCP	N
erworben	획득	erwerben	획득	V;V.PTCP	N
erworben	구매	erwerben	구매	V;V.PTCP	N
erworben	획득	erwerben	획득	V;V.PTCP	N
fakten	팩트	fakten	팩트	V;NFIN	
fakten	사실	fakten	사실	V;NFIN	N
trennung	해체	trennung	해체	V;SG;FIN	N
trennung	분리	trennung	분리	V;SG;FIN	
budapest	부다페스트	budapest	부다페스트	PROPN;NOM;NEUT;SG	PROPN
unterstützte	지원	unterstützen	지원	V;IND;SG;3;PST;FIN	N
unterstützte	원호	unterstützen	원호	V;IND;SG;3;PST;FIN	
charlotte	샬럿	charlotte	샬럿	PROPN;NOM;SG	PROPN
charlotte	샬롯	charlotte	샬롯	PROPN;NOM;SG	
uss	uss	uss	uss	PROPN;NOM;MASC;SG	
kommando	커맨드	kommando	커맨드	N;NOM;NEUT;SG	
kommando	지휘	kommando	지휘	N;NOM;NEUT;SG	
little	리틀	little	리틀	PROPN	
vorteil	장점	vorteil	장점	ADV	
vorteil	혜택	vorteil	혜택	ADV	N
vorteil	장점	vorteil	장점	ADV	
schöne	아름다워	schön	아름답+어	ADJ;NOM;FEM;PL	
schöne	화려하다	schön	화려+하+다	ADJ;NOM;FEM;PL	V
schöne	이쁜	schön	이쁘+ㄴ	ADJ;NOM;FEM;PL	
schöne	화려한	schön	화려+하+ㄴ	ADJ;NOM;FEM;PL	V
schöne	사랑스러운	schön	사랑+스럽+ㄴ	ADJ;NOM;FEM;PL	V
schöne	러블리	schön	러블리	ADJ;NOM;FEM;PL	
schöne	나이스	schön	나이스	ADJ;NOM;FEM;PL	
güter	상품	gut	상품		N
güter	물품	gut	물품		N
expedition	탐험	expedition	탐험		N
expedition	원정	expedition	원정		N
oldenburg	올덴부르크	oldenburg	올덴부르크	PROPN;NOM;NEUT;SG	PROPN
näher	가까워	nah	가깝+어	ADJ	
gerät	기기	geraten	기기	V;V.PTCP	N
gerät	단말기	geraten	단말기	V;V.PTCP	N
gerät	장치	geraten	장치	V;V.PTCP	N
gerät	어플	geraten	어플	V;V.PTCP	N
berge	산악	bergen	산악		N
wilson	윌슨	wilson	윌슨	PROPN;NOM;SG	
einstellung	태도	einstellung	태도	N;NOM;FEM;SG	
einstellung	태도	einstellung	태도	N;NOM;FEM;SG	
varianten	변종	variant	변종	V;NFIN	N
varianten	에디션	variant	에디션	V;NFIN	
varianten	변수	variant	변수	V;NFIN	N
varianten	버전	variant	버전	V;NFIN	N
verbessert	향상	verbessern	향상	V;V.PTCP	N
tief	깊게	tief	깊+게	ADJ	
tief	깊게	tief	깊+게	ADJ	
runden	반올림	rund	반올림	ADJ	
runden	순환	rund	순환	ADJ	N
runden	원형	rund	원형	ADJ	
runden	라운드	rund	라운드	ADJ	
runden	라운드	rund	라운드	ADJ	
ortsteile	동네	ortsteilen	동네	N;NOM;PL	
california	캘리포니아	california	캘리포니아	PROPN;NOM;SG	PROPN
utc	utc	utc	utc		
utc	표준시	utc	표준시		
zeitschriften	잡지	zeitschreifen	잡지	V;NFIN	
zeitschriften	매거진	zeitschreifen	매거지+ㄴ	V;NFIN	
zeitschriften	잡지	zeitschreifen	잡지	V;NFIN	
illinois	일리노이	illinois	일리노이	PROPN;NOM;SG	PROPN
chronik	연대기	chronik	연대기		N
chronik	연대기	chronik	연대기		N
chronik	연대기	chronik	연대기		N
reformation	종교개혁	Reformation	종교+개혁	PROPN	N
identisch	동일한	identisch	동일+하+ㄴ	ADJ	V
identisch	동일	identisch	동일	ADJ	
identisch	동일함	identisch	동일+하+ㅁ	ADJ	V
aussehen	외모	aussehen	외모	V;NFIN	N
aussehen	모양	aussehen	모양	V;NFIN	N
aussehen	출연	aussehen	출연	V;NFIN	N
gefängnis	감금	gefängnis	감금	ADJ	N
gefängnis	교도소	gefängnis	교도소	ADJ	N
gefängnis	교도소	gefängnis	교도소	ADJ	N
gefängnis	감옥	gefängnis	감옥	ADJ	N
gefängnis	교도소	gefängnis	교도소	ADJ	N
gefängnis	감옥	gefängnis	감옥	ADJ	N
gefängnis	교도소	gefängnis	교도소	ADJ	N
gefängnis	감옥	gefängnis	감옥	ADJ	N
vorgestellt	상상	vorstellen	상상	V;V.PTCP	
vorgestellt	추천	vorstellen	추천	V;V.PTCP	
vorgestellt	대표	vorstellen	대표	V;V.PTCP	
drama	드라마	drama	드라마	ADJ	
marc	마르크	marcen	마르크	PROPN;NOM;SG	
marc	마크	marcen	마크	PROPN;NOM;SG	
maschine	머신	maschine	머신	ADJ	N
maschine	기계	maschine	기계	ADJ	N
maschine	엔진	maschine	엔진	ADJ	
maschine	기계	maschine	기계	ADJ	N
maschine	머신	maschine	머신	ADJ	N
maschine	기계	maschine	기계	ADJ	N
highway	고속도로	highway	고속도+로	PROPN	ADV
highway	하이웨이	highway	하이스+이	PROPN	
renaissance	르네상스	renaissanc	르네상스	PROPN;NOM;SG	
sturm	폭풍	sturm	폭풍		N
sturm	템페스트	sturm	템페스트		PROPN
sturm	폭풍	sturm	폭풍		N
umstritten	논란이	umstritten	논란+이	ADJ	N
umstritten	논란	umstritten	논란	ADJ	N
prinzessin	공주	prinzessin	공주	N;NOM;FEM;SG	
prinzessin	프린세스	prinzessin	프린세스	N;NOM;FEM;SG	
geschwindigkeit	속도	geschwindigkeit	속도	ADJ	
geschwindigkeit	템포	geschwindigkeit	템포	ADJ	
geschwindigkeit	속력	geschwindigkeit	속력	ADJ	N
geschwindigkeit	속도	geschwindigkeit	속도	ADJ	
geschwindigkeit	스피드	geschwindigkeit	스피드	ADJ	N
geschwindigkeit	속도	geschwindigkeit	속도	ADJ	
geschwindigkeit	페이스	geschwindigkeit	페이스	ADJ	
exemplare	복사	exemplar	복사	ADJ	N
exemplare	복사본	exemplar	복사본	ADJ	N
exemplare	사본	exemplar	사본	ADJ	N
jesu	예수	jesu	예수	PROPN;NOM;MASC;SG	PROPN
ungarischen	헝가리	ungarisch	헝가리	ADJ;PL	PROPN
ungarischen	헝가리어	ungarisch	헝가리어	ADJ;PL	PROPN
beschränkt	한정	beschränken	한정	ADJ;V.PTCP	
beschränkt	제한된	beschränken	제한+되+ㄴ	ADJ;V.PTCP	V
davis	데이비스	davis	데이비스	PROPN;NOM;MASC;SG	PROPN
bernard	베르나르드	bernerd	베르나르드	PROPN	
bernard	버나드	bernerd	버나드	PROPN	
bernard	베르나르	bernerd	베르나르	PROPN	PROPN
jerusalem	예루살렘	jerusal	예루살렘	ADJ;DAT;MASC;SG	PROPN
traditionellen	전통적	traditionell	전통+적	ADJ;NOM;MASC;PL	N
traditionellen	전통적인	traditionell	전통+적+이+ㄴ	ADJ;NOM;MASC;PL	V
traditionellen	전통	traditionell	전통	ADJ;NOM;MASC;PL	
erfolgreichen	성공적	erfolgreich	성공+적	ADJ	N
erfolgreichen	성공함	erfolgreich	성공함	ADJ	V
erfolgreichen	성공	erfolgreich	성공	ADJ	N
erfolgreichen	성공적인	erfolgreich	성공+적+이+ㄴ	ADJ	V
kino	시네마	kino	시네마	N;NOM;NEUT;SG	
übergang	전이	übergehen	전+이	ADV	
beteiligte	참가자	beteiligen	참가자	V;IND;SG;3;PST;FIN	N
lernen	학습	lernen	학습	V;NFIN	N
lernen	배운다	lernen	배우+ㄴ다	V;NFIN	
lernen	배워	lernen	배우+어	V;NFIN	
tunnel	터널	tunnel	터널		N
tunnel	터널	tunnel	터널		N
jüngere	어려	jung	어리+어	ADJ;NOM;FEM;PL	
schreibweise	철자	schreibweise	철자	ADJ	N
schreibweise	맞춤법	schreibweise	맞춤법	ADJ	N
schreibweise	철자법	schreibweise	철자법	ADJ	
schreibweise	표기법	schreibweise	표기법	ADJ	N
schreibweise	표기	schreibweise	표기	ADJ	
marcus	마커스	marcus	마커스	PROPN	PROPN
marcus	마르쿠스	marcus	마르쿠스	PROPN	PROPN
franzosen	프랑스	franzosen	프랑스	ADJ	PROPN
franzosen	프랑스어	franzosen	프랑스어	ADJ	PROPN
franzosen	프렌치	franzosen	프렌치	ADJ	
franzosen	프랑스인	franzosen	프랑스인	ADJ	N
minute	민아	minute	민+아		
minute	민지	minute	민지		
minute	민수	minute	민수		
umgesetzt	구현	umsetzen	구현	V;V.PTCP	N
verteilt	분산	verteilen	분산	V;V.PTCP	N
gefallen	좋아한	fallen|gefallen	좋아하+ㄴ	V;V.PTCP	
gefallen	타락	fallen|gefallen	타락	V;V.PTCP	
massachusetts	매사추세츠	massachusetts	매사+세리츠	PROPN;NOM;SG	N
griechisch	그리스어	griechisch	그리스어	ADJ	
griechisch	그리스	griechisch	그리스	ADJ	PROPN
stockholm	스톡홀름	stockholm	스톡홀름	PROPN	PROPN
jüngeren	어려	jung	어리+어	ADJ	
porträt	세로	porträt	세+로	N;SG	
porträt	portraits	porträt	portraits	N;SG	
systematik	분류학	systematik	분류학	ADJ	
systematik	명명법	systematik	명명법	ADJ	N
kantons	캔턴	kantons	캔턴	N;GEN;MASC;SG	
autobahn	고속도로	Autobahn	고속도+로	ADJ	ADV
autobahn	고속도로	Autobahn	고속도+로	ADJ	ADV
autobahn	하이웨이	Autobahn	하이스+이	ADJ	
chemiker	화학자	chemiker	화학자	ADJ	N
gestern	어제	gestern	어제		N
beider	둘다	beide	두+ㄴ다	PRO;NOM;INDF;PL	
bronzemedaille	청동기	bronzemedaille	청동기	ADJ	N
bronzemedaille	청동	bronzemedaille	청동	ADJ	
umfangreiche	포괄적	umfangreich	포괄+적	ADJ;NOM;FEM;PL	N
bereiche	범위	bereich	범위		N
bereiche	도메인	bereich	도메인		N
bereiche	영역	bereich	영역		N
abgeordneten	대의원	abgeordnet	대의원	ADJ;PL	N
taylor	테일러	taylor	테일러	PROPN;NOM;MASC;SG	
vorlagen	템플릿	vorliegen	템플릿	V;NFIN	N
vorlagen	스타일스	vorliegen	스타일스	V;NFIN	
vorlagen	스타일	vorliegen	스타일	V;NFIN	
vorlagen	템플릿	vorliegen	템플릿	V;NFIN	N
flagge	깃발	flagge	깃발		N
flagge	국기	flagge	국기		N
flagge	플래그	flagge	플래그		N
flagge	플래그	flagge	플래그		N
flagge	깃발	flagge	깃발		N
italienisch	이탈리아	italienisch	이탈리아	ADJ	PROPN
italienisch	이탈리아인	italienisch	이탈리아인	ADJ	V
italienisch	이탈리아어	italienisch	이탈리아지+어	ADJ	
schottland	애버딘	schottland	애버리+ㄴ	ADJ	
schottland	웨일스	schottland	웨일스	ADJ	PROPN
schottland	스코틀랜드	schottland	스코틀랜드	ADJ	PROPN
schottland	글래스고	schottland	글래스+고	ADJ	PROPN
relevanten	관련	relevant	관련	V;NFIN	N
relevanten	관련성	relevant	관련성	V;NFIN	N
verteidigung	방어	verteidigung	방어	N;NOM;FEM;SG	
verteidigung	방어	verteidigung	방어	N;NOM;FEM;SG	
geschäftsführer	ceo	geschäftsführer	ceo	ADJ	
geschäftsführer	최고경영자	geschäftsführer	최고+경영자	ADJ	N
geschäftsführer	관리자	geschäftsführer	관리자	ADJ	N
geschäftsführer	매니저	geschäftsführer	매니저	ADJ	
finnland	핀란드	finnlind	핀란드	PROPN;NOM;NEUT;SG	PROPN
finnland	헬싱키	finnlind	헬싱키	PROPN;NOM;NEUT;SG	PROPN
inschrift	비문	inschrefen	비문	ADJ	
inschrift	암호	inschrefen	암호	ADJ	N
etappe	스테이지	etapp	스테이+지	N;NOM;FEM;SG	
army	육군	army	육군		N
army	군대	army	군대		N
redaktion	에디터	redaktion	에디터	N;SG	
redaktion	에디터	redaktion	에디터	N;SG	
erfahren	경험	erfahren	경험	V;V.PTCP	N
erfahren	배운다	erfahren	배우+ㄴ다	V;V.PTCP	
erfahren	배워	erfahren	배우+어	V;V.PTCP	
strukturen	구조물	struktur	구조물	V;NFIN	N
strukturen	구조	struktur	구조	V;NFIN	N
strukturen	구조물	struktur	구조물	V;NFIN	N
strukturen	구조	struktur	구조	V;NFIN	N
überall	어디든	überall	어디든	ADV	
überall	아무데나	überall	아무데+나	ADV	
überall	어디든	überall	어디든	ADV	
überall	어디든지	überall	어디든지	ADV	
betroffenen	영향받음	betroffen	영향받+ㅁ	ADJ;PL	
betroffenen	영향권	betroffen	영향권	ADJ;PL	N
gelb	앰버	gelb	앰버	ADJ	
gelb	호박	gelb	호박	ADJ	N
gelb	황색	gelb	황색	ADJ	N
gelb	노랑색	gelb	노랑색	ADJ	N
gelb	노란색	gelb	노란색	ADJ	
gelb	노랑	gelb	노랑	ADJ	
nachfolge	후임	nachfolg	후임	ADJ	
absatz	문단	absatz	문단		N
absatz	단락	absatz	단락		N
üblicherweise	보통	üblicherweise	보통	ADV	N
überarbeitung	리비전	überarbeitung	리비전	N;NOM;FEM;SG	
feuerwehr	화재	feuerwehr	화재	ADJ	N
feuerwehr	불화	feuerwehr	불화	ADJ	N
feuerwehr	소방관	feuerwehr	소방관	ADJ	N
feuerwehr	소방관	feuerwehr	소방관	ADJ	N
größtenteils	대부분	größtenteils	대부분	ADV	N
bekannter	알려진	bekannter	알리+어+지+ㄴ	ADJ	V
leichtathletik	육상	leichtathletik	육상	ADJ	N
integriert	적분	integrieren	적분	V;V.PTCP	N
integriert	통합	integrieren	통합	V;V.PTCP	N
genaue	정확한	genau	정확+하+ㄴ	ADJ;NOM	V
genaue	정확도	genau	정확도	ADJ;NOM	N
spuren	트랙	spur	트랙	V;NFIN	N
spuren	자취	spur	자취	V;NFIN	N
spuren	흔적	spur	흔적	V;NFIN	N
spuren	발자국	spur	발자국	V;NFIN	
spuren	발자취	spur	발자취	V;NFIN	N
spuren	추적	spur	추적	V;NFIN	N
spuren	트레이스	spur	트레이스	V;NFIN	
spuren	흔적	spur	흔적	V;NFIN	N
schwierig	열심히	schwierig	열심히	ADJ	ADV
schwierig	하드	schwierig	하드	ADJ	
schwierig	어려워	schwierig	어렵+어	ADJ	
schwierig	힘든	schwierig	힘들+ㄴ	ADJ	V
schwierig	터프	schwierig	터프	ADJ	
schwierig	어려움	schwierig	어렵+ㅁ	ADJ	V
schwierig	어려워	schwierig	어렵+어	ADJ	
benjamin	벤저민	benjamin	벤저민	PROPN;NOM;MASC;SG	PROPN
benjamin	벤자민	benjamin	벤자민	PROPN;NOM;MASC;SG	PROPN
kaufte	샀다	kaufen	사+ㅆ+다	V;IND;SG;3;PST;FIN	
angeschlossen	제휴	anschließen	제휴	ADJ;V.PTCP	
angeschlossen	첨부	anschließen	첨부	ADJ;V.PTCP	
angeschlossen	첨부된	anschließen	첨부+되+ㄴ	ADJ;V.PTCP	V
angeschlossen	연결됨	anschließen	연결+되+ㄴ	ADJ;V.PTCP	V
angeschlossen	가입했습니다	anschließen	가입+하+었+습니다	ADJ;V.PTCP	V
hoffe	희망	hoffen	희망		N
konzert	협주곡	konzert	협주곡	ADJ	N
konzert	연주회	konzert	연주회	ADJ	N
konzert	콘서트	konzert	콘서트	ADJ	N
konzert	연주회	konzert	연주회	ADJ	N
konzert	콘서트	konzert	콘서트	ADJ	N
betrifft	주제	betreffen	주제	V;IND;SG;3;PRS;FIN	N
betrifft	제목	betreffen	제목	V;IND;SG;3;PRS;FIN	N
brach	생김	brechen	생김	V;IND;SG;3;PST;FIN	
brach	골절	brechen	골절	V;IND;SG;3;PST;FIN	N
verstorbenen	사망	verstorben	사망	V;IND;PL;3;PST;FIN	N
milliarden	십억	milliarden	십억	N;NOM;FEM;PL	
milliarden	수십억	milliarden	수십억	N;NOM;FEM;PL	
heer	육군	heer	육군		N
heer	군대	heer	군대		N
last	로딩	last	로딩		N
last	부담	last	부담		N
schneller	스위프트	schnell	스위프트	ADJ	
schneller	swift	schnell	swift	ADJ	
schneller	빨라	schnell	빠르+아	ADJ	
schneller	빠름	schnell	빠르+ㅁ	ADJ	
tirol	티롤	tirol	티롤		PROPN
tirol	인스브루크	tirol	인스토테크		PROPN
verhandlungen	협상	verhandlingen	협상	V	N
verhandlungen	협상	verhandlingen	협상	V	N
verhandlungen	협상	verhandlingen	협상	V	N
verhandlungen	토론	verhandlingen	토론	V	
verhandlungen	논쟁	verhandlingen	논쟁	V	N
tages	데이	tagen	데이	N;NOM;MASC;SG	
umfeld	환경	umfeld	환경	ADJ	N
beinhaltet	포함	beinhalten	포함	V;IND;SG;3;PRS;FIN	
beinhaltet	포함	beinhalten	포함	V;IND;SG;3;PRS;FIN	
claude	클로드	claude	클로드	PROPN;NOM;MASC;SG	PROPN
tony	토니	tony	토니	PROPN;NOM;MASC;SG	
schaden	부상	schaden	부상	V;NFIN	N
schaden	피해	schaden	피하+어	V;NFIN	
schaden	손상	schaden	손상	V;NFIN	N
schaden	손해	schaden	손해	V;NFIN	
schaden	손해배상	schaden	손해배상	V;NFIN	
zeitungen	신문	zeitungen	신문	V;NFIN	N
zeitungen	신문	zeitungen	신문	V;NFIN	N
zeitungen	종이	zeitungen	종이	V;NFIN	
zeitungen	신문	zeitungen	신문	V;NFIN	N
zeitungen	페이퍼	zeitungen	페이퍼	V;NFIN	
zeitungen	서류	zeitungen	서류	V;NFIN	
königlich	로열	königlich	로열	ADJ	
königlich	로얄	königlich	로얄	ADJ	
iran	이란	iran	이+란	PROPN;NOM;MASC;SG	
iran	이란어군	iran	이란어군	PROPN;NOM;MASC;SG	
iran	이란	iran	이+란	PROPN;NOM;MASC;SG	
seen	호수	sein	호수		N
feste	단색	fest	단색	ADJ;NOM;FEM;PL	
feste	고체	fest	고체	ADJ;NOM;FEM;PL	N
feste	입체	fest	입체	ADJ;NOM;FEM;PL	
feste	솔리드	fest	솔리드	ADJ;NOM;FEM;PL	
feste	고정	fest	고정	ADJ;NOM;FEM;PL	
kabinett	내각	kabinett	내각	PROPN	N
normalerweise	보통	normalerweise	보통	ADV	N
assistent	조교	assistent	조교	ADJ	N
assistent	조수	assistent	조수	ADJ	
assistent	보조	assistent	보조	ADJ	N
assistent	마법사	assistent	마법사	ADJ	
warten	기다림	warten	기다리+ㄹ	V;NFIN	
warten	기다린다	warten	기다리+ㄴ다	V;NFIN	
warten	기다림	warten	기다리+ㄹ	V;NFIN	
warten	기다렸다	warten	기다리+었+다	V;NFIN	
andrew	앤드류	andrew	앤드류	PROPN;NOM;SG	PROPN
andrew	앤드루	andrew	앤드루	PROPN;NOM;SG	PROPN
andrew	안드레아	andrew	안드레아	PROPN;NOM;SG	
register	레지스터	register	레지스터		N
register	등록	register	등록		N
register	레지스터	register	레지스터		N
register	레지스트리	register	레지스트리		N
douglas	더글러스	douglas	더글러스	PROPN;NOM;MASC;SG	PROPN
festgestellt	감지	feststellen	감+지	V;V.PTCP	N
beginnen	시작	beginnen	시작	V;NFIN	N
beginnen	시작	beginnen	시작	V;NFIN	N
becker	becker	becker	becker	PROPN;NOM;MASC;SG	
flotte	함대	flott	함대	ADJ;NOM;FEM;SG	N
flotte	플리트	flott	플리트	ADJ;NOM;FEM;SG	
flugzeug	비행기	flugzeug	비행기	ADJ	N
flugzeug	평면	flugzeug	평면	ADJ	
flugzeug	비행기	flugzeug	비행기	ADJ	N
flugzeug	비행기	flugzeug	비행기	ADJ	N
flugzeug	항공기	flugzeug	항공기	ADJ	N
server	서버	serv	서버		N
server	서버	serv	서버		N
kritisiert	평론	kritisieren	평론	V;V.PTCP	N
kritisiert	비판	kritisieren	비판	V;V.PTCP	N
kritisiert	비평	kritisieren	비평	V;V.PTCP	N
vermutet	의심	vermuten	의심	V;V.PTCP	
vermutet	용의자	vermuten	용의자	V;V.PTCP	N
vermutet	추측	vermuten	추측	V;V.PTCP	
angst	공포	angst	공포		N
angst	공포증	angst	공포증		N
angst	불안	angst	불안		N
innen	인사이드	innen	인사이드	ADV	
innen	내부	innen	내부	ADV	N
wesentliche	본질	wesentlich	본질	ADJ;NOM;FEM;PL	N
wesentliche	필수	wesentlich	필수	ADJ;NOM;FEM;PL	
unbeschränkt	무제한	unbeschränkt	무제+하+ㄴ	ADJ	V
unbeschränkt	무제한	unbeschränkt	무제+하+ㄴ	ADJ	V
konzerte	연주회	konzern	연주회		N
konzerte	콘서트	konzern	콘서트		N
konstruktion	디자인	konstruktion	디자+이+ㄴ	N;SG	
schlicht	평원	schlicht	평원	ADJ	N
schlicht	평범	schlicht	평범	ADJ	
schlicht	간단히	schlicht	간단+히	ADJ	ADV
schlicht	단순하게	schlicht	단순+하+게	ADJ	CONJ
schlicht	단순히	schlicht	단순+히	ADJ	ADV
auseinandersetzung	논란	auseinandersetzen	논란		N
auseinandersetzung	논쟁	auseinandersetzen	논쟁		N
erinnern	기억	erinnern	기억	V;NFIN	N
erinnern	알림	erinnern	알리+ㅁ	V;NFIN	N
erinnern	remember	erinnern	remember	V;NFIN	
erinnern	기억	erinnern	기억	V;NFIN	N
bochum	보훔	bochum	보훔	PROPN;NOM;SG	PROPN
bearbeiten	편집	bearbeiten	편집	V;NFIN	N
bearbeiten	수정	bearbeiten	수정	V;NFIN	N
bearbeiten	편집	bearbeiten	편집	V;NFIN	N
bearbeiten	수정	bearbeiten	수정	V;NFIN	N
ausdrücklich	명시적으로	ausdrücklich	명시+적+으로	ADJ	ADV
ausdrücklich	명시	ausdrücklich	명시	ADJ	
ausdrücklich	명시적	ausdrücklich	명시+적	ADJ	N
legende	전설	legend	전설	ADJ;NOM;FEM;PL	N
legende	레전드	legend	레전드	ADJ;NOM;FEM;PL	
legende	전설	legend	전설	ADJ;NOM;FEM;PL	N
legende	레전드	legend	레전드	ADJ;NOM;FEM;PL	
box	box	box	box		
box	상자	box	상자		N
promotion	프로모션	promotion	프로모션	ADJ	
promotion	홍보	promotion	홍보	ADJ	N
promotion	프로모션	promotion	프로모션	ADJ	
promotion	승진	promotion	승진	ADJ	N
promotion	박사	promotion	박사	ADJ	N
besatzung	크루	Besatzung	크루	ADJ	
besatzung	승무원	Besatzung	승무원	ADJ	N
vorstellung	소개	vorstellung	소개	ADJ;SG	N
vorstellung	도입	vorstellung	도입	ADJ;SG	N
vorstellung	소개팅	vorstellung	소개팅	ADJ;SG	N
vorstellung	아이디어	vorstellung	아이디어	ADJ;SG	
vorstellung	idea	vorstellung	idea	ADJ;SG	
vorstellung	프레젠테이션	vorstellung	프레젠테이션	ADJ;SG	PROPN
schwedische	스웨덴어	schwedisch	스웨덴어	ADJ;NOM;FEM;PL	
schwedische	스웨덴	schwedisch	스웨덴	ADJ;NOM;FEM;PL	PROPN
schwedische	스웨덴인	schwedisch	스웨붙이+ㄴ	ADJ;NOM;FEM;PL	
botschaft	대사관	botschaft	대사관	ADJ;NOM;FEM;SG	N
botschaft	메시지	botschaft	메시지	ADJ;NOM;FEM;SG	
botschaft	메세지	botschaft	메세지	ADJ;NOM;FEM;SG	
botschaft	대사관	botschaft	대사관	ADJ;NOM;FEM;SG	N
botschaft	영사관	botschaft	영사관	ADJ;NOM;FEM;SG	N
brunnen	분수	brunnen	분수	ADJ	
brunnen	웰스	brunnen	웰스	ADJ	
brunnen	분수	brunnen	분수	ADJ	
technisch	테크니컬	technisch	테크니+들	ADJ	
technisch	기술	technisch	기술	ADJ	N
technisch	기술적	technisch	기술+적	ADJ	N
typische	전형적	typisch	전형+적	ADJ;NOM;FEM;PL	N
typische	전형	typisch	전형	ADJ;NOM;FEM;PL	N
typische	전형적인	typisch	전형+적+이+ㄴ	ADJ;NOM;FEM;PL	V
flora	플로라	flora	플로라	PROPN;NOM;SG	
geklärt	해결되었습니다	klären	해결+되+었+습니다	V;V.PTCP	CONJ
sätze	문구	satzen	문구		N
sätze	문장	satzen	문장		N
direkten	직접	direkt	직접	ADJ	
direkten	직통	direkt	직통	ADJ	N
direkten	direct	direkt	direct	ADJ	
direkten	다이렉트	direkt	다이렉트	ADJ	N
bisschen	비트	bißchen	비트	ADV	
museen	박물관	museen	박물관	V;NFIN	N
museen	박물관과	museen	박물관+과	V;NFIN	CONJ
museen	박물관	museen	박물관	V;NFIN	N
indischen	인도인	indisch	인도+인	ADJ;MASC	V
indischen	인도	indisch	인도	ADJ;MASC	PROPN
indischen	인디언	indisch	인디언	ADJ;MASC	
symbol	기호	symbol	기호		N
symbol	상징	symbol	상징		N
symbol	아이콘	symbol	아이콘		N
übergeben	패스	übergeben	패스	V;V.PTCP	
eric	에리크	eric	에리크	PROPN;NOM;MASC;SG	PROPN
eric	에릭	eric	에릭	PROPN;NOM;MASC;SG	
neuseeland	퀸스타운	neuseeland	後스타+ㄴ	ADJ	PROPN
neuseeland	웰링턴	neuseeland	웰링턴	ADJ	PROPN
neuseeland	wellington	neuseeland	wellington	ADJ	
neuseeland	오클랜드	neuseeland	오클랜드	ADJ	PROPN
brüssel	브뤼셀	brüssel	브뤼셀	PROPN;NOM;NEUT;SG	PROPN
verlängerung	확장	verlängerung	확장	ADJ;NOM;FEM;SG	N
verlängerung	연장	verlängerung	연장	ADJ;NOM;FEM;SG	N
verlängerung	확장자	verlängerung	확장자	ADJ;NOM;FEM;SG	N
verlängerung	확대	verlängerung	확대	ADJ;NOM;FEM;SG	N
verlängerung	갱신	verlängerung	갱신	ADJ;NOM;FEM;SG	
ermordet	암살	ermorden	암살	V;V.PTCP	N
ermordet	살해	ermorden	살해	V;V.PTCP	N
ermordet	살인	ermorden	살인	V;V.PTCP	
parameter	파라미터	paramet	파라미터	ADJ	
parameter	매개변수	paramet	매개변수	ADJ	N
parameter	매개변수	paramet	매개변수	ADJ	N
getroffen	히트	treffen|triefen	히트	V;V.PTCP	
getroffen	hit	treffen|triefen	hit	V;V.PTCP	
reduziert	감소	reduzieren	감소	V;V.PTCP	N
gegenstand	항목	gegenstehen	항목	ADJ	N
gegenstand	품목	gegenstehen	품목	ADJ	N
gegenstand	아이템	gegenstehen	아이템	ADJ	N
gegenstand	객체	gegenstehen	객체	ADJ	N
gegenstand	개체	gegenstehen	개체	ADJ	N
gegenstand	대상	gegenstehen	대상	ADJ	N
gegenstand	천체	gegenstehen	천체	ADJ	N
gegenstand	주제	gegenstehen	주제	ADJ	N
gegenstand	제목	gegenstehen	제목	ADJ	N
unterschiede	차이점	unterscheiden	차이점	N;NOM	
unterschiede	차이와	unterscheiden	차이+와	N;NOM	CONJ
unterschiede	차이점	unterscheiden	차이점	N;NOM	
engel	천사	engel	천사		N
engel	천사들	engel	천사+들		N
engel	천사	engel	천사		N
holte	가져온	holen	가지+어+오+ㄴ	V;IND;SG;3;PST;FIN	V
lokomotiven	기관차	lokomotiv	기관차	ADJ;NOM;PL	N
stationen	스테이션	station	스테이션	N;NOM;FEM;PL	
auftritte	공연	auftritten	공연	V;IND;SG;3;PST;FIN	N
auftritte	외모	auftritten	외모	V;IND;SG;3;PST;FIN	N
auftritte	출연	auftritten	출연	V;IND;SG;3;PST;FIN	N
warschau	바르샤바	warschau	바르샤바	PROPN;NOM;MASC;SG	PROPN
arabischen	아랍인	arabisch	아랍인	ADJ;NOM;PL	
arabischen	아랍	arabisch	아랍	ADJ;NOM;PL	PROPN
arabischen	아라비아어	arabisch	아라비아어	ADJ;NOM;PL	
arabischen	아라비아	arabisch	아라비아	ADJ;NOM;PL	PROPN
arabischen	아랍어	arabisch	아랍어	ADJ;NOM;PL	
arabischen	아라비아어	arabisch	아라비아어	ADJ;NOM;PL	
arabischen	아라비아	arabisch	아라비아	ADJ;NOM;PL	PROPN
fertig	준비	fertig	준비	ADJ	
fertig	완료	fertig	완료	ADJ	N
fertig	완료되었습니다	fertig	완료+되+었+습니다	ADJ	V
fertig	완료	fertig	완료	ADJ	N
haltung	태도	haltung	태도	N;NOM;FEM;SG	
haltung	태도	haltung	태도	N;NOM;FEM;SG	
erfüllen	만나	erfüllen	만나+아	V;NFIN	
