hábito	o	hábito	o	N;MASC;SG	DET
premiado	recompensado	premiado	recompensar	ADJ;MASC;SG;V.PTCP	V
premiado	nobel	premiado	nobel	ADJ;MASC;SG;V.PTCP	N
premiado	pulitzer	premiado	pulitzer	ADJ;MASC;SG;V.PTCP	V
premiado	o	premiado	o	ADJ;MASC;SG;V.PTCP	DET
premiado	premio	premiado	premio	ADJ;MASC;SG;V.PTCP	N
reduciendo	redución	reducir	redución	V;V.MSDR	N
critica	crítica	criticar	crítica	V;IND;SG;3;PRS;FIN	N
revueltas	raciais	revuelta	racial	N;FEM;PL	ADJ
saco	da	saco	da	N;MASC;SG	V
saco	o	saco	o	N;MASC;SG	DET
escocesa	escoceses	escocesa	escocese	ADJ;FEM;SG	N
rasgo	a	rasgo	o	N;MASC;SG	DET
propagación	a	propagación	o	N;FEM;SG	DET
propagación	se	propagación	se	N;FEM;SG	CONJ
propagación	estendeu	propagación	estender	N;FEM;SG	V
carrocería	corpo	carrocería	corpo	V;COND;SG;3;FIN	N
carrocería	corporal	carrocería	corporal	V;COND;SG;3;FIN	ADJ
zimbabue	cimbabue	zimbabue	cimbabue	N;SG	PROPN
zimbabue	zimbabwe	zimbabue	zimbabwe	N;SG	PROPN
educado	educado	educar	educar	ADJ;MASC;SG;V.PTCP	V
educado	educados	educar	educar	ADJ;MASC;SG;V.PTCP	V
arreglar	a	arreglar	o	V;NFIN	DET
norton	norton	norten	norton	N;MASC;SG	PROPN
huésped	convidado	huésped	convidar	N;MASC;SG	V
huésped	invitado	huésped	invitado	N;MASC;SG	V
fly	e	fly	e	N	CONJ
fly	pilotar	fly	pilotar	N	V
fly	voar	fly	voar	N	V
fly	voan	fly	voar	N	V
fly	voarei	fly	voar	N	V
fly	voe	fly	voar	N	PROPN
trail	rastro	trail	rastro		N
trail	pista	trail	pistar		N
basic	básica	basic	básico	N;SG	ADJ
basic	básicos	basic	básico	N;SG	ADJ
basic	básico	basic	básico	N;SG	ADJ
basic	básicas	basic	básico	N;SG	ADJ
basic	as	basic	o	N;SG	DET
enfermera	enfermeira	enfermera	enfermeiro	N;FEM;SG	ADJ
conformación	a	conformación	o	N;FEM;SG	DET
conformación	modelando	conformación	modelar	N;FEM;SG	V
eterna	eterna	eterno	eterno	ADJ;FEM;SG	N
churchill	churchill	churchill	churchill	N;MASC;SG	PROPN
dinámico	dinámica	dinámico	dinámica	ADJ;MASC;SG	N
touch	tocar	touch	tocar	N	V
limited	limitado	limited	limitado	N	ADJ
limited	limitada	limited	limitado	N	ADJ
gerald	gerald	gerald	gerald	N;SG	PROPN
diabetes	diabetes	diabetes	diabete	N;FEM	PROPN
dong	dong	dong	dong	N;MASC;SG	PROPN
prefieren	gusto	preferir	gusto	V;IND;PL;3;PRS;FIN	N
prefieren	dos	preferir	dos	V;IND;PL;3;PRS;FIN	PROPN
funcionales	funcional	funcional	funcional	ADJ;PL	N
desempeñado	tocaba	desempeñado	tocar	ADJ;MASC;SG;V.PTCP	V
desempeñado	xogamos	desempeñado	xogar	ADJ;MASC;SG;V.PTCP	V
desempeñado	o	desempeñado	o	ADJ;MASC;SG;V.PTCP	DET
desempeñado	papel	desempeñado	papel	ADJ;MASC;SG;V.PTCP	N
sugerencias	unha	sugerencia	un	N;FEM;PL	DET
oreja	oído	oreja	oír	N;FEM;SG	V
desconocidas	descoñecido	desconocido	descoñecido	ADJ;FEM;PL;V.PTCP	N
audición	que	audición	que	N;FEM;SG	PRO
audición	oído	audición	oír	N;FEM;SG	V
audición	escoita	audición	escoita	N;FEM;SG	V
audición	escoito	audición	escoito	N;FEM;SG	V
propietaria	dono	propietario	dono	ADJ;FEM;SG	N
preparados	listos	preparado	listo	ADJ;MASC;PL;V.PTCP	V
preparados	lista	preparado	lista	ADJ;MASC;PL;V.PTCP	N
preparados	preparados	preparado	preparar	ADJ;MASC;PL;V.PTCP	N
preparados	listo	preparado	listo	ADJ;MASC;PL;V.PTCP	N
preparados	preparado	preparado	preparado	ADJ;MASC;PL;V.PTCP	N
preparados	preparar	preparado	preparar	ADJ;MASC;PL;V.PTCP	V
preparados	preparada	preparado	preparada	ADJ;MASC;PL;V.PTCP	V
preparados	listo	preparado	listo	ADJ;MASC;PL;V.PTCP	N
preparados	preparado	preparado	preparado	ADJ;MASC;PL;V.PTCP	N
gratis	libre	gratis	libre		ADJ
gratis	libres	gratis	libre		ADJ
gratis	balde	gratis	balde		N
kuwait	kuwait	kuwait	kuwait	N;SG	PROPN
medianoche	noite	medianoche	noite		N
medianoche	ano	medianoche	ano		N
medianoche	reloxo	medianoche	reloxo		N
medianoche	doce	medianoche	doce		N
medianoche	media	medianoche	media		N
medianoche	medianoite	medianoche	medianoite		PROPN
medianoche	da	medianoche	da		V
medianoche	á	medianoche	á		N
peace	a	peace	o	N	DET
filo	do	filo	do	N;MASC;SG	PROPN
administradores	encargados	administrador	encargar	N;MASC;PL	V
pelotón	317	pelotón	317	N;MASC;SG	NUM
manuales	manual	manual	manual	N;MASC;PL	ADJ
mick	mick	mick	mick	PROPN	PROPN
aceptan	aceptalo	aceptar	aceptalo	V;IND;PL;3;PRS;FIN	N
aceptan	acepto	aceptar	acepto	V;IND;PL;3;PRS;FIN	
leyendo	lectura	leer	lectura	V;V.MSDR	N
leyendo	a	leer	o	V;V.MSDR	DET
wendy	wendy	wendy	wendy	N;FEM;SG	PROPN
salvado	se	salvar	se	ADJ;MASC;SG;V.PTCP	CONJ
salvado	salvado	salvar	salvar	ADJ;MASC;SG;V.PTCP	V
salvado	a	salvar	o	ADJ;MASC;SG;V.PTCP	DET
salvado	salvou	salvar	salvar	ADJ;MASC;SG;V.PTCP	V
salvado	salvei	salvar	salvar	ADJ;MASC;SG;V.PTCP	PROPN
salvado	salvaches	salvar	salvache	ADJ;MASC;SG;V.PTCP	N
train	entreno	train	entreno	N	PROPN
fronteriza	fronteira	fronterizo	fronteira	ADJ;FEM;SG	N
fronteriza	fronteira	fronterizo	fronteira	ADJ;FEM;SG	N
rastro	a	rastro	o	N;MASC;SG	DET
votado	votou	votado	votar	ADJ;MASC;SG;V.PTCP	V
votado	votaron	votado	votar	ADJ;MASC;SG;V.PTCP	V
flexible	flexibilidade	flexible	flexibilidade	ADJ;SG	N
sufrimiento	de	sufrimiento	de	N;MASC;SG	ADP
sufrimiento	sofre	sufrimiento	sofrer	N;MASC;SG	V
creyó	que	creer	que	V;IND;SG;3;PST;FIN	PRO
opuestos	contrario	opuesto	contrario	ADJ;MASC;PL;V.PTCP	N
opuestos	oposta	opuesto	opostar	ADJ;MASC;PL;V.PTCP	V
opuestos	opostas	opuesto	oposta	ADJ;MASC;PL;V.PTCP	V
necesito	que	necesitar	que	V;IND;SG;1;PRS;FIN	PRO
necesito	preciso	necesitar	preciso	V;IND;SG;1;PRS;FIN	ADJ
aqui	aquí	aqui	aquí	INTJ	ADV
compartida	compartidos	compartido	compartir	ADJ;FEM;SG;V.PTCP	V
compartida	compartiron	compartido	compartir	ADJ;FEM;SG;V.PTCP	V
compartida	compartido	compartido	compartir	ADJ;FEM;SG;V.PTCP	V
compartida	compartida	compartido	compartir	ADJ;FEM;SG;V.PTCP	V
compartida	compartimos	compartido	compartir	ADJ;FEM;SG;V.PTCP	V
compartida	compartiu	compartido	compartir	ADJ;FEM;SG;V.PTCP	V
cry	chorar	cry	chorar	N	V
cry	chores	cry	chores	N	V
delgada	slim	delgada	slim	ADJ;FEM;SG	PROPN
delgada	no	delgada	no	ADJ;FEM;SG	V
doméstica	caseira	doméstico	caseira	ADJ;FEM;SG	N
montón	de	montón	de	N;MASC;SG	ADP
montón	da	montón	da	N;MASC;SG	V
pertenencia	de	pertenencia	de	N;FEM;SG	ADP
things	as	thing	o	N	DET
comunicarse	forma	comunicarse	forma	V;SBJV;SG;3;IPFV;FIN	N
comunicarse	comunicarse	comunicarse	comunicarse	V;SBJV;SG;3;IPFV;FIN	PROPN
comunicarse	comunicarnos	comunicarse	comunicarno	V;SBJV;SG;3;IPFV;FIN	N
comunicarse	comunicación	comunicarse	comunicación	V;SBJV;SG;3;IPFV;FIN	N
beyond	alén	beyond	alén	N	ADV
beyond	máis	beyond	máis	N	ADV
beyond	alá	beyond	alá	N	ADV
beyond	aló	beyond	aló	N	ADV
beyond	da	beyond	da	N	V
beyond	moi	beyond	moi	N	ADV
beyond	lonxe	beyond	lonxe	N	ADV
líquidos	líquida	líquido	líquida	N;MASC;PL	ADJ
cerrados	pechada	cerrado	pechada	ADJ;MASC;PL;V.PTCP	V
cerrados	pechado	cerrado	pechado	ADJ;MASC;PL;V.PTCP	N
cerrados	pechou	cerrado	pechar	ADJ;MASC;PL;V.PTCP	V
cerrados	pechados	cerrado	pechar	ADJ;MASC;PL;V.PTCP	V
cerrados	sondaxes	cerrado	sondaxe	ADJ;MASC;PL;V.PTCP	N
tonight	esta	tonight	este	N;SG	DET
tonight	hoxe	tonight	hoxe	N;SG	ADV
articulos	os	articulo	o	N;MASC;PL	DET
metálicos	de	metálico	de	ADJ;MASC;PL	ADP
metálicos	metal	metálico	metal	ADJ;MASC;PL	N
said	dixo	said	dicir	N	V
said	dixeron	said	dacer	N	V
said	dixen	said	dixir	N	V
said	que	said	que	N	PRO
rentas	os	renta	o	N;FEM;PL	DET
rentas	do	renta	do	N;FEM;PL	PROPN
grises	gris	gris	gris	N;PL	PROPN
grises	gris	gris	gris	N;PL	PROPN
grises	é	gris	ser	N;PL	V
corales	de	coral	de	N;MASC;PL	ADP
vendedor	máis	vendedor	máis	N;MASC;SG	ADV
vendedor	vendido	vendedor	vendido	N;MASC;SG	V
muriendo	morte	morir	morte	V;V.MSDR	N
muriendo	moribundos	morir	moribundo	V;V.MSDR	N
muriendo	por	morir	por	V;V.MSDR	ADP
regularidad	regularmente	regularidad	regular	N;FEM;SG	ADV
regularidad	normal	regularidad	normal	N;FEM;SG	ADJ
regularidad	típica	regularidad	típico	N;FEM;SG	ADJ
regularidad	de	regularidad	de	N;FEM;SG	ADP
regularidad	regular	regularidad	regular	N;FEM;SG	V
botas	as	bota	o	N;FEM;PL	DET
verdaderamente	verdade	verdaderamente	verdade	ADV	N
verdaderamente	global	verdaderamente	global	ADV	ADJ
verdaderamente	de	verdaderamente	de	ADV	ADP
experimentación	experimental	experimentación	experimental	N;FEM;SG	ADJ
traza	a	traza	o	V;IND;SG;3;PRS;FIN	DET
traza	rastro	traza	rastro	V;IND;SG;3;PRS;FIN	N
divididas	dividido	dividido	dividir	ADJ;FEM;PL;V.PTCP	V
dinosaurio	de	dinosaurio	de	N;MASC;SG	ADP
enfrente	contrario	enfrente	contrario	ADV	N
enfrente	oposta	enfrente	opostar	ADV	V
enfrente	opostas	enfrente	oposta	ADV	V
labios	os	labio	o	N;MASC;PL	DET
implicado	involucrado	implicado	involucrar	ADJ;MASC;SG;V.PTCP	V
implicado	que	implicado	que	ADJ;MASC;SG;V.PTCP	PRO
implicado	implicado	implicado	implicar	ADJ;MASC;SG;V.PTCP	V
implicado	involucrada	implicado	involucrar	ADJ;MASC;SG;V.PTCP	V
estrechos	estreito	estrecho	estreito	ADJ;MASC;PL	N
nothing	nada	nothing	nada	N	PRO
nothing	non	nothing	non	N	PART
violentos	violencia	violento	violencia	ADJ;MASC;PL	N
promesas	prometer	promesa	prometer	N;FEM;PL	V
promesas	prométolle	promesa	prométolle	N;FEM;PL	PROPN
promesas	prometo	promesa	prometo	N;FEM;PL	V
perfect	perfecto	perfect	perfecto	N	ADJ
perfect	perfecta	perfect	perfecto	N	ADJ
mcdonald	mcdonald	mcdonald	mcdonald	N;SG	ADJ
ordenar	orde	ordenar	orde	V;NFIN	N
ordenar	para	ordenar	para	V;NFIN	ADP
ordenar	xiro	ordenar	xiro	V;NFIN	N
ordenar	postal	ordenar	postal	V;NFIN	N
fight	loitar	fight	loitar	N	V
fight	contra	fight	contra	N	ADP
lot	moito	lot	moito		ADV
lot	moita	lot	moito		DET
lot	moitos	lot	moito		DET
lot	moitas	lot	moito		DET
pantalones	no	pantalón	no	N;MASC;PL	V
pantalones	os	pantalón	o	N;MASC;PL	DET
levantado	criados	levantado	criar	ADJ;MASC;SG;V.PTCP	V
levantado	a	levantado	o	ADJ;MASC;SG;V.PTCP	DET
levantado	crecín	levantado	crecín	ADJ;MASC;SG;V.PTCP	PROPN
levantado	criamos	levantado	criar	ADJ;MASC;SG;V.PTCP	V
faith	confiar	faith	confiar	N	V
funcionando	a	funcionar	o	V;V.MSDR	DET
funcionando	traballo	funcionar	traballo	V;V.MSDR	N
mundialmente	mundial	mundialmente	mundial	ADV	ADJ
mundialmente	mundo	mundialmente	mundo	ADV	N
mundialmente	no	mundialmente	no	ADV	V
inteligentes	listos	inteligente	listo	ADJ;PL	V
inteligentes	moi	inteligente	moi	ADJ;PL	ADV
inteligentes	listo	inteligente	listo	ADJ;PL	N
singer	cantante	singer	cantante	PROPN	N
mia	mia	mia	mia	INTJ	PROPN
financiamiento	finanzas	financiamiento	finanzas	N;MASC;SG	PROPN
independent	independente	independent	independente	N;SG	ADJ
perseguido	perseguidos	perseguir	perseguir	ADJ;MASC;SG;V.PTCP	V
transparente	transparentes	transparente	transparente	ADJ;SG	N
abriendo	apertura	abrir	apertura	V;V.MSDR	N
sufriendo	sufrimento	sufrir	sufrimento	V;V.MSDR	N
sufriendo	de	sufrir	de	V;V.MSDR	ADP
esperanzas	que	esperanza	que	N;FEM;PL	PRO
esperanzas	espero	esperanza	espero	N;FEM;PL	V
esperanzas	agardo	esperanza	agardo	N;FEM;PL	V
textiles	téxtil	textil	téxtil	N;PL	ADJ
angels	os	angels	o	N;MASC;PL	DET
decorados	condecorado	decorado	condecorar	ADJ;MASC;PL;V.PTCP	V
caídos	cae	caído	caer	ADJ;MASC;PL;V.PTCP	V
caídos	caeu	caído	caeu	ADJ;MASC;PL;V.PTCP	V
caídos	namorado	caído	namorar	ADJ;MASC;PL;V.PTCP	V
gustaba	lle	gustar	lle	V;IND;SG;3;IPFV;FIN	PRO
gustaba	me	gustar	me	V;IND;SG;3;IPFV;FIN	PRO
gustaba	gustáballe	gustar	gustáballe	V;IND;SG;3;IPFV;FIN	N
docena	de	docena	de	N;FEM;SG	ADP
enlazar	enlace	enlazar	enlace	V;NFIN	N
tranquilo	calma	tranquilo	calma	ADJ;MASC;SG	N
tranquilo	acouga	tranquilo	acougar	ADJ;MASC;SG	V
tranquilo	mar	tranquilo	mar	ADJ;MASC;SG	N
tranquilo	calmo	tranquilo	calmo	ADJ;MASC;SG	N
tranquilo	calme	tranquilo	calme	ADJ;MASC;SG	PROPN
tranquilo	silencio	tranquilo	silencio	ADJ;MASC;SG	N
tranquilo	calado	tranquilo	calado	ADJ;MASC;SG	N
thunder	os	thunder	o	N;MASC	DET
seat	sentar	seat	sentar	N;MASC;SG	V
seat	senta	seat	sentar	N;MASC;SG	V
seat	séntese	seat	séntese	N;MASC;SG	V
seat	sente	seat	sente	N;MASC;SG	V
limpia	limpar	limpio	limpar	ADJ;FEM;SG	V
starr	starr	starr	starr	N;SG	V
escondido	oculto	escondido	oculto	ADJ;MASC;SG;V.PTCP	N
escondido	oculta	escondido	oculto	ADJ;MASC;SG;V.PTCP	V
escondido	ocultas	escondido	oculto	ADJ;MASC;SG;V.PTCP	N
escondido	escondidos	escondido	esconder	ADJ;MASC;SG;V.PTCP	V
escondido	escondidas	escondido	esconder	ADJ;MASC;SG;V.PTCP	V
escondido	agochados	escondido	agochar	ADJ;MASC;SG;V.PTCP	V
escondido	escondida	escondido	esconder	ADJ;MASC;SG;V.PTCP	V
acantilados	cliff	acantilado	cliff	ADJ;MASC;PL;V.PTCP	PROPN
westminster	westminster	westminster	westminster	N;MASC;SG	PROPN
carencia	de	carencia	de	N;FEM;SG	ADP
carencia	carecen	carencia	carecer	N;FEM;SG	V
riquezas	coa	riqueza	coar	N;FEM;PL	V
dorados	de	dorado	de	ADJ;MASC;PL;V.PTCP	ADP
dorados	ouro	dorado	ouro	ADJ;MASC;PL;V.PTCP	N
ofertas	ofréceme	oferta	ofréceme	N;FEM;PL	PROPN
problemática	os	problemática	o	N;FEM;SG	DET
serios	serio	serio	serio	ADJ;MASC;PL	N
serios	en	serio	en	ADJ;MASC;PL	ADP
colectivas	colectivo	colectivo	colectivo	ADJ;FEM;PL	N
mussolini	mussolini	mussolini	mussolini	N;MASC;SG	PROPN
nutrientes	nutrientes	nutriente	nutriente	N;PL	ADJ
nutrientes	nutrintes	nutriente	nutrinte	N;PL	ADJ
depender	dos	depender	dos	V;NFIN	PROPN
clarinete	o	clarinete	o	N;MASC;SG	DET
plaga	peste	plaga	peste	N;FEM;SG	PROPN
vacas	as	vaca	o	N;FEM;PL	DET
marilyn	marilyn	marilyn	marilyn	N;FEM;SG	PROPN
calma	acouga	calma	acougar	N;FEM;SG	V
calma	tranquila	calma	tranquila	N;FEM;SG	ADJ
calma	tranquilo	calma	tranquilo	N;FEM;SG	ADJ
calma	calme	calma	calme	N;FEM;SG	PROPN
compras	mercar	compra	mercar	N;FEM;PL	V
ong	ngo	ong	ngo	N;FEM;SG	PROPN
goes	vai	goe	ir	N	V
retaguardia	última	retaguardia	último	N;FEM;SG	ADJ
better	mellor	better	mellor	N	ADJ
better	mellores	better	mellor	N	ADJ
afines	coa	afín	coar	ADJ;PL	V
traído	trouxen	traer	trouxar	ADJ;MASC;SG;V.PTCP	V
parecidos	parecido	parecido	parecer	ADJ;MASC;PL;V.PTCP	N
mare	égoa	mare	égoa	N;MASC;SG	PROPN
conectados	en	conectado	en	ADJ;MASC;PL;V.PTCP	ADP
conectados	liña	conectado	liña	ADJ;MASC;PL;V.PTCP	N
conectados	conectados	conectado	conectar	ADJ;MASC;PL;V.PTCP	V
conectados	conectada	conectado	conectar	ADJ;MASC;PL;V.PTCP	V
conectados	conectado	conectado	conectar	ADJ;MASC;PL;V.PTCP	V
conectados	con	conectado	con	ADJ;MASC;PL;V.PTCP	ADP
conectados	conectadas	conectado	conectar	ADJ;MASC;PL;V.PTCP	V
conectados	conectan	conectado	conectar	ADJ;MASC;PL;V.PTCP	V
forzada	obrigado	forzado	obrigar	ADJ;FEM;SG;V.PTCP	V
forzada	a	forzado	o	ADJ;FEM;SG;V.PTCP	DET
forzada	forzado	forzado	forzar	ADJ;FEM;SG;V.PTCP	V
forzada	todo	forzado	todo	ADJ;FEM;SG;V.PTCP	DET
forzada	obrigoume	forzado	obrigoume	ADJ;FEM;SG;V.PTCP	V
forzada	recrutado	forzado	recrutar	ADJ;FEM;SG;V.PTCP	V
risa	rir	risa	rir	N;FEM;SG	V
risa	rían	risa	rían	N;FEM;SG	V
crucial	cruciais	crucial	crucial	ADJ;SG	N
ampliada	a	ampliado	o	ADJ;FEM;SG;V.PTCP	DET
estrechas	estreito	estrecho	estreito	ADJ;FEM;PL	N
atacada	atacado	atacado	atacar	ADJ;FEM;SG;V.PTCP	V
mío	miña	mío	meu	PRO;MASC;SG;1	DET
mío	meus	mío	meu	PRO;MASC;SG;1	DET
mío	meu	mío	meu	PRO;MASC;SG;1	DET
date	cita	date	cita	V;IND;SG;2;PRS;FIN	N
date	a	date	o	V;IND;SG;2;PRS;FIN	DET
date	día	date	día	V;IND;SG;2;PRS;FIN	N
date	data	date	data	V;IND;SG;2;PRS;FIN	N
rodas	rhodes	roda	rhode	N;FEM;PL	PROPN
reparaciones	reparar	reparación	reparar	N;FEM;PL	V
why	por	why	por		ADP
why	que	why	que		PRO
why	iso	why	iso		PRO
columbus	columbus	columbus	columbus	N;MASC	PROPN
joy	ledicia	joy	ledicia	PROPN	N
joy	alegría	joy	alegríar	PROPN	N
joy	desfrute	joy	desfrute	PROPN	N
joy	da	joy	da	PROPN	V
golpear	a	golpear	o	V;NFIN	DET
golpear	éxito	golpear	éxito	V;NFIN	N
excusa	desculpe	excusa	desculpe	N;FEM;SG	PROPN
excusa	perdoe	excusa	perdoar	N;FEM;SG	PROPN
explicado	explicou	explicar	explicar	ADJ;MASC;SG;V.PTCP	V
comprometido	cometeu	comprometido	cometar	ADJ;MASC;SG;V.PTCP	V
comprometido	cometido	comprometido	cometer	ADJ;MASC;SG;V.PTCP	V
comprometido	cometiches	comprometido	cometiche	ADJ;MASC;SG;V.PTCP	N
comprometido	cometeses	comprometido	cometer	ADJ;MASC;SG;V.PTCP	N
comprometido	cometer	comprometido	cometer	ADJ;MASC;SG;V.PTCP	V
comprometido	compromiso	comprometido	compromiso	ADJ;MASC;SG;V.PTCP	N
comprometido	cometidos	comprometido	cometer	ADJ;MASC;SG;V.PTCP	V
comprometido	comprometido	comprometido	comprometer	ADJ;MASC;SG;V.PTCP	V
comprometido	coa	comprometido	coar	ADJ;MASC;SG;V.PTCP	V
firmada	asinado	firmado	asinar	ADJ;FEM;SG;V.PTCP	V
liberados	liberado	liberado	liberado	ADJ;MASC;PL;V.PTCP	V
liberados	liberados	liberado	liberar	ADJ;MASC;PL;V.PTCP	V
liberados	editaron	liberado	editar	ADJ;MASC;PL;V.PTCP	V
ever	nunca	ever	nunca	N	ADV
ever	que	ever	que	N	PRO
ever	algunha	ever	algún	N	DET
arista	do	aristar	do	N;FEM;SG	PROPN
limpio	limpar	limpio	limpar	ADJ;MASC;SG	V
trust	en	trust	en	N	ADP
trust	confiar	trust	confiar	N	V
trust	confío	trust	confío	N	V
seine	sena	seine	seno	PROPN	N
comportamientos	seu	comportamiento	seu	N;MASC;PL	DET
common	común	common	común	N	ADJ
common	comúns	common	común	N	ADJ
mecánicas	mecánica	mecánico	mecánica	ADJ;FEM;PL	N
mecánicas	mecánico	mecánico	mecánico	ADJ;FEM;PL	N
probado	intentei	probado	intenter	ADJ;MASC;SG;V.PTCP	V
probado	intentou	probado	intentar	ADJ;MASC;SG;V.PTCP	V
probado	tratamos	probado	tratar	ADJ;MASC;SG;V.PTCP	V
probado	tentei	probado	tenter	ADJ;MASC;SG;V.PTCP	V
probado	tentou	probado	tentar	ADJ;MASC;SG;V.PTCP	V
region	do	region	do	N;FEM;SG	PROPN
region	sudeste	region	sudeste	N;FEM;SG	PROPN
deberes	os	deber	o	N;MASC;PL	DET
deberes	deberes	deber	deber	N;MASC;PL	V
corps	de	corp	de	N	ADP
escribía	escribiume	escribir	escribiume	V;IND;SG;3;IPFV;FIN	PROPN
escribía	a	escribir	o	V;IND;SG;3;IPFV;FIN	DET
celos	celosa	celo	celosar	N;MASC;PL	ADJ
cargado	cargada	cargado	cargar	ADJ;MASC;SG;V.PTCP	V
plástica	plásticos	plástico	plástico	ADJ;FEM;SG	N
plástica	os	plástico	o	ADJ;FEM;SG	DET
plástica	de	plástico	de	ADJ;FEM;SG	ADP
plástica	plástico	plástico	plástico	ADJ;FEM;SG	N
excavación	extraer	excavación	extraer	N;FEM;SG	V
excavación	cavar	excavación	cavar	N;FEM;SG	V
excavación	píllalo	excavación	píllalo	N;FEM;SG	PROPN
excavación	cavando	excavación	cavar	N;FEM;SG	V
lavado	roupa	lavado	roupa	ADJ;MASC;SG;V.PTCP	N
lavado	lavar	lavado	lavar	ADJ;MASC;SG;V.PTCP	V
lavado	a	lavado	o	ADJ;MASC;SG;V.PTCP	DET
lavado	lavadora	lavado	lavador	ADJ;MASC;SG;V.PTCP	N
lavado	lavado	lavado	lavado	ADJ;MASC;SG;V.PTCP	N
lavado	lavadoras	lavado	lavador	ADJ;MASC;SG;V.PTCP	N
lavado	roupa	lavado	roupa	ADJ;MASC;SG;V.PTCP	N
lavado	lavado	lavado	lavado	ADJ;MASC;SG;V.PTCP	N
lavado	lavan	lavado	lavar	ADJ;MASC;SG;V.PTCP	V
lavado	lavar	lavado	lavar	ADJ;MASC;SG;V.PTCP	V
lavado	lava	lavado	lavar	ADJ;MASC;SG;V.PTCP	N
lavado	lavalo	lavado	lavalo	ADJ;MASC;SG;V.PTCP	PROPN
expreso	expresar	expreso	expresar	ADJ;MASC;SG	V
emoción	a	emoción	o	N;FEM;SG	DET
fijar	a	fijar	o	V;NFIN	DET
mentira	mentira	mentira	mentira	N;FEM;SG	ADJ
mentira	mentir	mentira	mentir	N;FEM;SG	V
feel	sinto	feel	sinto	N	V
feel	sentir	feel	sentir	N	V
feel	que	feel	que	N	PRO
feel	síntome	feel	síntome	N	V
inventado	inventou	inventado	inventar	ADJ;MASC;SG;V.PTCP	V
drew	drew	drew	drew	PROPN	PROPN
desnuda	espido	desnuda	espido	ADJ;FEM;SG;V.PTCP	N
ruina	a	ruina	o	N;FEM;SG	DET
gestionar	se	gestionar	se	V;NFIN	CONJ
gestionar	facelo	gestionar	facelo	V;NFIN	N
moleculares	molecular	molecular	molecular	ADJ;PL	N
moleculares	moleculares	molecular	molecular	ADJ;PL	N
source	de	source	de	N	ADP
hey	ei	hey	ei	INTJ	PROPN
hey	eh	hey	eh	INTJ	
hey	oe	hey	oe	INTJ	N
gruesa	groso	grueso	groso	ADJ;FEM;SG	N
costero	costeiras	costero	costeiro	ADJ;MASC;SG	N
costero	costa	costero	costa	ADJ;MASC;SG	N
tele	a	tele	o	N;FEM;SG	DET
tele	da	tele	da	N;FEM;SG	V
tele	tv	tele	tv	N;FEM;SG	PROPN
calientes	quente	caliente	quente	ADJ;PL	N
calientes	calor	caliente	calor	ADJ;PL	N
absurdo	absurdo	absurdo	absurdo	ADJ;MASC;SG	N
mail	envía	mail	enviar	N;MASC;SG	V
mail	envíe	mail	enviar	N;MASC;SG	V
regresando	volta	regresar	volta	V;V.MSDR	N
half	a	half	o	N	DET
esposas	as	esposa	o	N;FEM;PL	DET
esposas	súas	esposa	seu	N;FEM;PL	DET
reproducir	xogo	reproducir	xogo	V;NFIN	N
embarcación	bote	embarcación	bote	N;FEM;SG	PROPN
embarcación	chalana	embarcación	chalanar	N;FEM;SG	ADJ
exitosas	éxito	exitoso	éxito	ADJ;FEM;PL	N
gustos	gusta	gusto	gusto	N;MASC;PL	V
gustos	gústalle	gusto	gústalle	N;MASC;PL	ADJ
zoo	zoolóxico	zoo	zoolóxico	N;MASC;SG	ADJ
mosca	e	mosca	e	N;FEM;SG	CONJ
mosca	pilotar	mosca	pilotar	N;FEM;SG	V
mosca	voar	mosca	voar	N;FEM;SG	V
mosca	voan	mosca	voar	N;FEM;SG	V
mosca	voarei	mosca	voar	N;FEM;SG	V
mosca	voe	mosca	voar	N;FEM;SG	PROPN
volando	a	volar	o	V;V.MSDR	DET
fiscalía	fiscal	fiscalía	fiscal	N;FEM;SG	ADJ
casados	casou	casado	casar	ADJ;MASC;PL;V.PTCP	V
casados	casar	casado	casar	ADJ;MASC;PL;V.PTCP	V
casados	casado	casado	casado	ADJ;MASC;PL;V.PTCP	V
magistrados	os	magistrado	o	N;MASC;PL	DET
rainbow	da	rainbow	da	N;MASC;SG	V
autorizado	posúe	autorizado	posuír	ADJ;MASC;SG;V.PTCP	V
autorizado	estabelecido	autorizado	estabelecer	ADJ;MASC;SG;V.PTCP	V
falda	saia	falda	saia	N;FEM;SG	V
respiración	hálito	respiración	hálito	N;FEM;SG	ADJ
respiración	respirar	respiración	respirar	N;FEM;SG	V
blogspot	agarimosa	blogspot	agarimosar	N;MASC;SG	ADJ
diversión	ben	diversión	ben	N;FEM;SG	ADV
diversión	divertido	diversión	divertir	N;FEM;SG	V
diversión	divertida	diversión	diverter	N;FEM;SG	V
oye	ei	oír	ei	V;IND;SG;3;PRS;FIN	PROPN
oye	eh	oír	eh	V;IND;SG;3;PRS;FIN	
oye	oe	oír	oe	V;IND;SG;3;PRS;FIN	N
oye	oe	oír	oe	V;IND;SG;3;PRS;FIN	N
aisladas	illado	aislado	illar	ADJ;FEM;PL;V.PTCP	V
aisladas	illada	aislado	illado	ADJ;FEM;PL;V.PTCP	V
calzado	zapato	calzado	zapato	ADJ;MASC;SG;V.PTCP	N
