leningrad	lenjingrad	leningrad	lenjingrad		N;NOM;MASC;SG
dul	udovac	dul	udovac		N;NOM;MASC;SG
dul	udovica	dul	udovica		N;NOM;FEM;SG
xxx	xxx	xxx	xxx		NUM
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	N;NOM;MASC;SG
romen	rumunjski	romen	rumunjski		ADJ;NOM;MASC;SG
komplo	zavjeru	komplo	zavjera		N;ACC;FEM;SG
komplo	zavjera	komplo	zavjera		N;NOM;FEM;SG
komplo	zemljište	komplo	zemljište		N;NOM;NEUT;SG
komplo	parcela	komplo	parcela		N;NOM;FEM;SG
komplo	urota	komplo	urota		N;NOM;FEM;SG
komplo	zavjere	komplo	zavjera		N;NOM;FEM;PL
komplo	zavjera	komplo	zavjera		N;NOM;FEM;SG
césar	césar	césar	césar		N;NOM;MASC;SG
bizde	komen	biz	komen	PRO;ESS;PL;1	PROPN;NOM;MASC;SG
açıklamalar	naslovi	açıkla	naslov	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
açıklamalar	objašnjenja	açıkla	objašnjenje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;PL
açıklamalar	opise	açıkla	opis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;ACC;MASC;PL
açıklamalar	opisi	açıkla	opis	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;PL
store	radnja	store	radnja		N;NOM;FEM;SG
store	trgovina	store	trgovina		N;NOM;FEM;SG
store	prodavaonica	store	prodavaonica		N;NOM;FEM;SG
seine	seine	sein	seinuti	PROPN;NOM;SG;3	N;NOM;MASC;SG
galya	gal	gal	gal		PROPN;NOM;MASC;SG
galya	galiji	gal	galija		N;DAT;FEM;SG
iletim	prijenos	iletim	prijenos		N;NOM;MASC;SG
hawks	jastrebovi	hawks	jastreb	PROPN;NOM;SG;3	N;NOM;MASC;PL
beatles	beatlesi	beatles	beatles		N;NOM;MASC;PL
beatles	beatlesa	beatles	beatles		N;GEN;MASC;SG
başrolde	uloge	başrol	uloga	N;ESS;SG;3	N;NOM;FEM;PL
kumaş	tkanine	kumaş	tkanina		N;NOM;FEM;PL
kumaş	tkanina	kumaş	tkanina		N;NOM;FEM;SG
kumaş	tkanine	kumaş	tkanina		N;NOM;FEM;PL
kumaş	tkanina	kumaş	tkanina		N;NOM;FEM;SG
kumaş	tkanine	kumaş	tkanina		N;NOM;FEM;PL
reaksiyon	reakcije	reaksiyon	reakcija		N;NOM;FEM;PL
reaksiyon	reakcija	reaksiyon	reakcija		N;NOM;FEM;SG
odak	fokus	odak	fokus		N;NOM;MASC;SG
odak	žarišna	odak	žarišan		ADJ;NOM;DEF;FEM;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;SG;3	N;NOM;MASC;SG
sınav	ispiti	sınav	ispit	N;NOM;SG;3	N;NOM;MASC;PL
sınav	ispite	sınav	ispiti	N;NOM;SG;3	N;ACC;MASC;PL
tarama	skeniranje	tarama	skeniranje		N;NOM;NEUT;SG
tarama	skeniranja	tarama	skeniranje		N;NOM;NEUT;PL
tarama	pregledavanja	tarama	pregledavanje		N;NOM;NEUT;PL
tarama	skeniranje	tarama	skeniranje		N;NOM;NEUT;SG
tüyleri	pera	tüy	perati	ADJ;NOM;PL;3	N;NOM;MASC;SG
tüyleri	perje	tüy	perje	ADJ;NOM;PL;3	N;NOM;NEUT;SG
donetsk	donjeck	donetsk	donjeck	PROPN;NOM;SG;3	N;NOM;MASC;SG
evcil	ljubimca	evcil	ljubimac	N;NOM;SG;3	N;ANIM;ACC;MASC;SG
evcil	ukrotiti	evcil	ukrotiti	N;NOM;SG;3	V;NFIN
nathan	nathan	nathan	nathan	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
kenneth	kenneth	kenneth	kenneth		N;NOM;MASC;SG
fisher	fisher	fishe	fisher		PROPN;NOM;MASC;SG
satürn	saturn	satürn	saturn		N;NOM;MASC;SG
sorunlu	problematično	sorunlu	problematično		ADJ;NOM;DEF;NEUT;SG
karesi	trgu	kare	trg		N;DAT;MASC;SG
karesi	trg	kare	trg		N;NOM;MASC;SG
karesi	kvadrat	kare	kvadrat		N;NOM;MASC;SG
komisyon	provizije	komisyon	provizija		N;NOM;FEM;PL
komisyon	povjerenstvo	komisyon	povjerenstvo		N;NOM;NEUT;SG
komisyon	komisija	komisyon	komisija		N;NOM;FEM;SG
komisyon	komisije	komisyon	komisija		N;NOM;FEM;PL
komisyon	provizije	komisyon	provizija		N;NOM;FEM;PL
favori	omiljena	favori	omiljen		ADJ;NOM;DEF;FEM;SG
favori	najdraži	favori	drag		ADJ;NOM;DEF;RL;MASC;SG
favori	omiljeni	favori	omiljen		ADJ;NOM;DEF;MASC;SG
favori	omiljeno	favori	omiljeno		ADJ;NOM;DEF;NEUT;SG
favori	najdraže	favori	drag		ADJ;NOM;DEF;RL;FEM;SG
favori	omiljena	favori	omiljen		ADJ;NOM;DEF;FEM;SG
favori	najdraži	favori	drag		ADJ;NOM;DEF;RL;MASC;SG
favori	omiljeni	favori	omiljen		ADJ;NOM;DEF;MASC;SG
favori	omiljeno	favori	omiljeno		ADJ;NOM;DEF;NEUT;SG
şef	kuhar	şef	kuhar		N;NOM;MASC;SG
şef	chef	şef	chef		N;NOM;MASC;SG
şef	načelnik	şef	načelnik		N;NOM;MASC;SG
şef	šef	şef	šef		N;NOM;MASC;SG
vergisi	poreza	vergi	porez	N;NOM;SG;3	N;GEN;MASC;SG
telgraf	telegram	telgraf	telegram		N;NOM;MASC;SG
telgraf	brzojav	telgraf	brzojav		ADJ;NOM;DEF;FEM;SG
telgraf	telegraf	telgraf	telegraf		N;NOM;MASC;SG
leone	leone	leone	leone	PROPN;NOM;SG;3	N;NOM;MASC;SG
parsons	parsons	parsons	parsons		N;NOM;MASC;SG
herkül	herkul	herkül	herkul		N;NOM;MASC;SG
herkül	hercules	herkül	hercules		N;NOM;MASC;SG
herkül	herkula	herkül	herkul		N;ACC;MASC;SG
ilim	znanja	ilim	znanje		N;NOM;NEUT;PL
ilim	poznavanje	ilim	poznavanje		N;NOM;NEUT;SG
ilim	znanje	ilim	znanje		N;NOM;NEUT;SG
bond	obveznica	bond	obveznica		N;NOM;FEM;SG
bond	bond	bond	bond		N;NOM;MASC;SG
yuri	yuri	yuri	yuri		PROPN;NOM;MASC;SG
yuri	jurij	yuri	jurij		N;NOM;MASC;SG
gözde	najdraže	gözde	drag		ADJ;NOM;DEF;RL;FEM;SG
gözde	omiljena	gözde	omiljen		ADJ;NOM;DEF;FEM;SG
gözde	najdraži	gözde	drag		ADJ;NOM;DEF;RL;MASC;SG
gözde	omiljeni	gözde	omiljen		ADJ;NOM;DEF;MASC;SG
gözde	omiljeno	gözde	omiljeno		ADJ;NOM;DEF;NEUT;SG
tecrübe	iskustvo	tecrübe	iskustvo		N;NOM;NEUT;SG
tecrübe	iskustva	tecrübe	iskustvo		N;NOM;NEUT;PL
lahana	kupusa	lahana	kupus	N;NOM;SG;3	N;GEN;MASC;SG
andromeda	andromeda	androme	andromeda		N;NOM;FEM;SG
nokia	nokia	nokia	nokia		N;NOM;FEM;SG
çiçekler	cvijeće	çiçek	cvijeće	N;NOM;PL;3	N;NOM;NEUT;SG
gridcolor	gridcolor	gridco	gridcolor		N;NOM;MASC;SG
zoolog	zoolog	zoolog	zoolog		N;NOM;MASC;SG
dalları	grana	dal	grana	N;NOM;PL;3	N;NOM;FEM;SG
durak	staje	durak	stajati		V;IND;SG;3;PRS;FIN
durak	prestaje	durak	prestajati		V;IND;SG;3;PRS;FIN
durak	zaustavlja	durak	zaustavljati		V;IND;SG;3;PRS;FIN
stark	stark	stark	stark		N;NOM;MASC;SG
kızılötesi	infracrveno	kızılöte	infracrven	N;NOM;SG;3	ADV
soğutma	hlađenja	soğut	hlađenje		N;NOM;NEUT;PL
soğutma	hlađenje	soğut	hlađenje		N;NOM;NEUT;SG
nereye	gdje	nere	gdje	PRO;DAT;SG;3	ADV
step	korak	step	korak		N;NOM;MASC;SG
dale	dale	dale	dati		V;FEM;PL;PST;V.PTCP;ACT
inanılmaz	nevjerojatno	inan	nevjerojatno	V;IPFV;IND;NEG;V.PTCP;PASS	ADV
inanılmaz	nevjerojatno	inan	nevjerojatno	V;IPFV;IND;NEG;V.PTCP;PASS	ADV
damar	vene	damar	vena		N;NOM;FEM;PL
damar	žile	damar	žila		N;NOM;FEM;PL
damar	venu	damar	vena		N;ACC;FEM;SG
damar	žila	damar	žila		N;NOM;FEM;SG
damar	vena	damar	vena		N;NOM;FEM;SG
damar	vaskularne	damar	vaskularan		ADJ;NOM;DEF;FEM;PL
rumen	rumunjski	rumen	rumunjski		ADJ;NOM;MASC;SG
psv	psv	psv	psv		N
mürettebat	posadi	mürettebat	posada	N;NOM;SG;3	V;IND;SG;3;PRS;FIN
riley	riley	riley	riley		PROPN;NOM;MASC;SG
göreceli	rođak	gör	rođak		N;NOM;MASC;SG
göreceli	relativno	gör	relativno		ADV
göreceli	relativistički	gör	relativistički		ADV
mercan	coral	mercan	coral		N;NOM;MASC;SG
mercan	koral	mercan	koral		N;NOM;MASC;SG
arya	arya	arya	arya		PROPN;NOM;MASC;SG
lane	lane	la	lan	PROPN;NOM;SG;3	N;NOM;FEM;SG
lang	lang	lang	lang		N;NOM;MASC;SG
feminist	feministice	feminist	feministica		N;NOM;FEM;PL
feminist	feministički	feminist	feministički		ADV
organları	organe	organ	organ	N;NOM;PL;3	N;ACC;MASC;PL
organları	organa	organ	organ	N;NOM;PL;3	N;GEN;MASC;SG
doğumu	rođenja	doğum	rođenje	N;ACC;SG;3	N;NOM;NEUT;PL
doğumu	rođenje	doğum	rođenje	N;ACC;SG;3	N;NOM;NEUT;SG
mühimmat	municija	mühimmat	municija		N;NOM;FEM;SG
mühimmat	streljivo	mühimmat	streljivo		ADJ;NOM;NEUT;SG
mühimmat	municiju	mühimmat	municija		N;ACC;FEM;SG
louise	luiz	loui	luiz	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
louise	louise	loui	louise	PROPN;NOM;SG;3	N;NOM;FEM;SG
galiçya	galiciji	galiçya	galicija	N;NOM;SG;3	N;DAT;FEM;SG
myspace	myspace	myspace	myspac		N;NOM;MASC;SG
ikmal	opskrbiti	ikmal	opskrbiti		V;NFIN
izlenen	gledao	izle	gledati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP;ACT
izlenen	gledali	izle	gledati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP;ACT
izlenen	gledala	izle	gledati	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP;ACT
yugoslav	jugoslavije	yugoslav	jugoslavija		N;NOM;FEM;SG
yugoslav	jugoslaveni	yugoslav	jugoslaven		ADJ;NOM;DEF;MASC;PL
notları	note	not	note	N;ACC;PL;3	N;NOM;FEM;PL
notları	bilješke	not	bilješka	N;ACC;PL;3	N;NOM;FEM;PL
notları	ocjene	not	ocjena	N;ACC;PL;3	N;NOM;FEM;PL
ebru	ebru	ebru	ebra		N;NOM;FEM;SG
kavramları	koncepti	kavram	koncept	N;ACC;PL;3	N;NOM;MASC;PL
blake	blake	blake	blak		N;NOM;MASC;SG
çözmek	rješavanje	çöz	rješavanje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;SG
mad	mad	mad	mad		PROPN;NOM;MASC;SG
mad	ljuta	mad	ljut		N;NOM;FEM;SG
zıt	suprotnosti	zıt	suprotnost		N;NOM;FEM;PL
zıt	nasuprot	zıt	nasuprot		N;NOM;MASC;SG
zıt	suprotno	zıt	suprotno		ADV
gonzález	gonzález	gonzález	gonzález	PROPN;NOM;SG;3	N;NOM;MASC;SG
helikopter	helikoptera	helikopter	helikopter	N;NOM;SG;3	N;ACC;MASC;SG
helikopter	helikoptera	helikopter	helikopter	N;NOM;SG;3	N;ACC;MASC;SG
helikopter	helikopteri	helikopter	helikopter	N;NOM;SG;3	N;NOM;MASC;PL
helikopter	helikoptere	helikopter	helikopter	N;NOM;SG;3	N;ACC;MASC;PL
klaus	klaus	klaus	klaus		PROPN;NOM;MASC;SG
klaus	klausa	klaus	klausa		N;ACC;MASC;SG
koch	koch	koch	koch		PROPN;NOM;MASC;SG
yatılı	ukrcavanje	yatılı	ukrcavanje		N;NOM;NEUT;SG
yatılı	ukrcaj	yatılı	ukrcaj		N;NOM;MASC;SG
kılavuzu	vodič	kılavuz	vodič	N;ACC;SG;3	N;NOM;MASC;SG
mig	mig	mig	mig		N;NOM;MASC;SG
yetenekleri	talente	yetenek	talent	N;NOM;PL;3	N;ACC;MASC;PL
zaza	zaza	zaza	zaza		PROPN;NOM;MASC;SG
masal	bajka	masal	bajka		N;NOM;FEM;SG
masal	priča	masal	priča		N;NOM;FEM;SG
masal	prica	masal	prica		N;NOM;FEM;SG
dinlenme	rekreaciju	dinlen	rekreacija	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;ACC;FEM;SG
dinlenme	odmor	dinlen	odmor	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;NOM;MASC;SG
mhz	mhz	mhz	mhz		N
heinz	heinz	heinz	heinz	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
tatmin	zadovoljstvo	tatmin	zadovoljstvo		N;NOM;NEUT;SG
tatmin	zadovoljavajući	tatmin	zadovoljavati		ADV;PRS;V.CVB
tatmin	zadovoljavajuće	tatmin	zadovoljavajući		ADJ;NOM;DEF;NEUT;SG
tatmin	zadovoljan	tatmin	zadovoljan		ADJ;NOM;INDF;MASC;SG
tatmin	zadovoljna	tatmin	zadovoljan		ADJ;NOM;DEF;FEM;SG
tatmin	zadovoljno	tatmin	zadovoljno		ADV
tatmin	zadovoljni	tatmin	zadovoljan		ADJ;NOM;DEF;MASC;PL
britney	britney	britney	britney		ADJ;NOM;DEF;FEM;PL
porsche	porsche	porsche	porscha		N;NOM;MASC;SG
eğlenceli	zabavno	eğlenceli	zabavno	ADJ	ADV
eğlenceli	zabava	eğlenceli	zabava	ADJ	N;NOM;FEM;SG
malcolm	malcolm	malcolm	malcolm		N;NOM;MASC;SG
kentucky	kentucky	kentucky	kentucky		PROPN;NOM;MASC;SG
ekseni	osi	ekseni	os		N;NOM;FEM;SG
ekseni	osovine	ekseni	osovina		N;NOM;FEM;PL
ekseni	os	ekseni	os		N;NOM;MASC;SG
enzim	enzimi	enzi	enzim		N;NOM;MASC;PL
enzim	enzima	enzi	enz		N;GEN;MASC;SG
enzim	enzim	enzi	enzim		N;NOM;MASC;SG
haksız	nepravedno	haksız	nepravedno		ADV
haksız	nepošteno	haksız	nepošten		ADV
seti	postavi	set	postav		V;IND;SG;3;PRS;FIN
seti	set	set	set		N;NOM;MASC;SG
seti	komplet	set	komplet		N;NOM;MASC;SG
seti	seti	set	set		N;NOM;MASC;SG
makina	machine	makina	machina		PROPN;NOM;MASC;SG
makina	stroj	makina	stroj		N;NOM;MASC;SG
makina	mašina	makina	mašina		N;NOM;FEM;SG
makina	masina	makina	masina		N;NOM;FEM;SG
makina	strojeve	makina	stroj		N;ACC;MASC;PL
makina	mašine	makina	mašina		N;NOM;FEM;PL
makina	strojevi	makina	stroj		N;NOM;MASC;PL
tasarımcı	dizajner	tasarımcı	dizajner		N;NOM;MASC;SG
kaide	postolje	kaide	postolje		N;NOM;NEUT;SG
tolkien	tolkien	tolkien	tolkien		PROPN;NOM;MASC;SG
jesse	jesse	jesse	biti		PROPN;NOM;MASC;SG
sulak	močvare	sulak	močvar	N;NOM;SG;3	N;NOM;FEM;PL
sır	tajne	sır	tajan		N;NOM;FEM;PL
sır	tajni	sır	tajan		ADJ;NOM;DEF;MASC;SG
sır	tajno	sır	tajno		ADV
sır	tajni	sır	tajan		ADJ;NOM;DEF;MASC;SG
sır	tajna	sır	tajna		N;NOM;FEM;SG
boyutları	dimenzije	boyut	dimenzija	N;ACC;PL;3	N;NOM;FEM;PL
six	šest	six	šest		NUM
taşınan	preselio	taşı	preseliti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP;ACT
rush	rush	rush	rush		N;NOM;MASC;SG
rush	navala	rush	navasti		N;NOM;FEM;SG
rush	nalet	rush	nalet		N;NOM;MASC;SG
bilinçli	svjestan	bilinçli	svjestan		ADJ;NOM;INDF;MASC;SG
bilinçli	svjesno	bilinçli	svjesno		ADV
yasağı	prohibicije	yasak	prohibicija		N;NOM;FEM;PL
andre	andre	andre	andar		N;NOM;MASC;SG
andre	andre	andre	andar		N;NOM;MASC;SG
andre	andré	andre	andré		PROPN;NOM;MASC;SG
roller	roller	rol	roller		N;NOM;MASC;SG
roller	uloge	rol	uloga		N;NOM;FEM;PL
bull	bika	bull	bikati		N;ACC;MASC;SG
bull	bik	bull	bik		N;NOM;MASC;SG
bull	bull	bull	bull		N;NOM;MASC;SG
hani	hani	hani	han		PROPN;NOM;MASC;SG
edwards	edwards	edwar	edwards		PROPN;NOM;MASC;SG
odaklı	fokusiran	odaklı	fokusirati		ADJ;NOM;INDF;MASC;SG
odaklı	usredotočen	odaklı	usredotočiti		ADJ;NOM;MASC;SG;V.PTCP
odaklı	fokusirana	odaklı	fokusirati		ADJ;NOM;DEF;FEM;SG;V.PTCP
italia	italia	italia	italia	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
helena	helena	helen	helen	PROPN;NOM;SG;3	N;NOM;FEM;SG
tartışmaları	diskusije	tartış	diskusija	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;PL
tartışmaları	rasprave	tartış	rasprava	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;FEM;PL
katliam	masakr	katlia	masakr		N;NOM;MASC;SG
katliam	pokolj	katlia	pokolj		N;NOM;MASC;SG
katliam	klanje	katlia	klanje		N;NOM;NEUT;SG
katliam	pokolj	katlia	pokolj		N;NOM;MASC;SG
katliam	pokolj	katlia	pokolj		N;NOM;MASC;SG
varsayılan	uobičajeno	varsa	uobičajen		ADJ;NOM;DEF;NEUT;SG
varsayılan	zadani	varsa	zadan		ADJ;NOM;DEF;MASC;SG
lanka	lanke	lanka	lanka	PROPN;NOM;SG;3	N;NOM;FEM;SG
wade	wade	wade	wada		PROPN;NOM;MASC;SG
kodları	kodovi	kod	kod	N;ACC;PL;3	N;NOM;MASC;PL
kodları	šifre	kod	šifra	N;ACC;PL;3	N;NOM;FEM;PL
holmes	holmes	holmes	holmes		PROPN;NOM;MASC;SG
yapıcı	tvorac	yapıcı	tvorac		N;NOM;MASC;SG
yapıcı	stvoritelja	yapıcı	stvoritelj		N;ANIM;ACC;MASC;SG
yapıcı	konstruktivno	yapıcı	konstruktivno		ADV
iowa	iowi	iowa	iow	PROPN;NOM;SG;3	N;DAT;FEM;SG
çember	krug	çember	krug		N;NOM;MASC;SG
isfahan	isfahan	isfahan	isfahan		N;NOM;MASC;SG
karaciğer	jetra	karaciğer	jetar		N;NOM;FEM;SG
karaciğer	jetre	karaciğer	jetra		N;NOM;FEM;PL
atanmış	dodijeljen	atan	dodijeliti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
atanmış	dodijeljena	atan	dodijeliti	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
atanmış	imenovao	atan	imenovati	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
atanmış	imenovan	atan	imenovati	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
málaga	málaga	málaga	mćlag	PROPN;NOM;SG;3	N;NOM;FEM;SG
itici	odbojna	itici	odbojan		ADJ;NOM;DEF;FEM;SG
itici	potisnika	itici	potisnik		N;ACC;MASC;SG
tanımlanmış	definirana	tanımla	definirati	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
tanımlanmış	identificiran	tanımla	identificirati	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
tanımlanmış	identificirao	tanımla	identificirati	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
tanımlanmış	identificirana	tanımla	identificiran	V;PFV;NFH;IND;SG;3;POS;PST;PASS	ADJ;NOM;DEF;FEM;SG;V.PTCP
litre	litra	litre	litra		N;NOM;FEM;SG
litre	litri	litre	litra		N;DAT;FEM;SG
litre	litara	litre	litar		N;GEN;MASC;PL
litre	litra	litre	litra		N;NOM;FEM;SG
litre	litre	litre	litra		N;NOM;FEM;PL
litre	litara	litre	litar		N;GEN;MASC;PL
buca	buca	bu	buc	PROPN;NOM;SG;3	N;NOM;FEM;SG
çalışkan	marljiv	çalışkan	marljiv		ADJ;NOM;INDF;MASC;SG
meşru	legitimna	meşru	legitiman		ADJ;NOM;DEF;FEM;SG
meşru	legitimno	meşru	legitiman		ADJ;NOM;DEF;NEUT;SG
meşru	legalno	meşru	legalno		ADV
meşru	legitimno	meşru	legitiman		ADJ;NOM;DEF;NEUT;SG
bankacılık	bankarski	bankacılık	bankarski	N;NOM;SG;3	ADV
kaçmak	bijeg	kaç	bijeg	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;MASC;SG
asal	prime	asal	prima		V;IND;PL;3;PRS;FIN
radyoaktif	radioaktivni	radyoaktif	radioaktivan		ADJ;NOM;DEF;MASC;SG
yale	yaleu	yale	yaleu		PROPN;DAT;MASC;SG
yale	yale	yale	yale		PROPN;NOM;MASC;SG
iskandinav	nordijska	iskandinav	nordijski	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;DEF;FEM;SG
iskandinav	skandinavski	iskandinav	skandinavski	V;PFV;DAT;IND;POS;PST;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
kronik	kronična	kronik	kroničan		ADJ;NOM;DEF;FEM;SG
kronik	kronično	kronik	kronično		ADV
yarışmaları	natjecanja	yarış	natjecanje	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;NOM;NEUT;PL
facto	facto	facto	facto		N;NOM;MASC;SG
osetya	osetije	osetya	osetija	PROPN;NOM;SG;3	N;NOM;FEM;PL
çim	travnjaka	çim	travnjak		N;ACC;MASC;SG
çim	travnjak	çim	travnjak		N;NOM;MASC;SG
çim	travnjaku	çim	travnjak		N;DAT;MASC;SG
çim	trava	çim	travati		N;NOM;FEM;SG
çim	travu	çim	trava		N;ACC;FEM;SG
çim	travi	çim	traviti		N;DAT;FEM;SG
çim	trave	çim	trava		N;NOM;FEM;PL
taşınabilir	prijenosni	taşı	prijenosni	V;IPFV;IND;SG;3;POS;PASS	ADV
balıkçı	ribari	balıkçı	ribar		N;NOM;MASC;PL
balıkçı	ribara	balıkçı	ribar		N;ACC;MASC;SG
balıkçı	fisher	balıkçı	fisher		PROPN;NOM;MASC;SG
balıkçı	ribar	balıkçı	ribar		N;NOM;MASC;SG
balıkçı	ribara	balıkçı	ribar		N;ACC;MASC;SG
bitkileri	bilje	bitki	bilje	N;ACC;PL;3	N;NOM;NEUT;SG
bitkileri	biljke	bitki	biljka	N;ACC;PL;3	N;NOM;FEM;PL
niyet	namjera	niyet	namjera		N;NOM;FEM;SG
niyet	namjera	niyet	namjera		N;NOM;FEM;SG
niyet	namjere	niyet	namjera		N;NOM;FEM;PL
niyet	namjeravao	niyet	namjeravati		V;MASC;SG;PST;V.PTCP;ACT
niyet	namijenjen	niyet	namijeniti		ADJ;NOM;MASC;SG;V.PTCP
niyet	nakane	niyet	nakana		N;NOM;FEM;PL
niyet	namjera	niyet	namjera		N;NOM;FEM;SG
niyet	namjere	niyet	namjera		N;NOM;FEM;PL
mansur	mansur	mansur	mansur		N;NOM;MASC;SG
kaçış	bijeg	kaçış	bijeg		N;NOM;MASC;SG
kaçış	bijeg	kaçış	bijeg		N;NOM;MASC;SG
solomon	solomon	solomon	solomon	PROPN;NOM;SG;3	N;INS;MASC;SG
heyet	delegacija	heyet	delegacija		N;NOM;FEM;SG
heyet	izaslanstvo	heyet	izaslanstvo		N;NOM;NEUT;SG
heyet	odbor	heyet	odbor		N;NOM;MASC;SG
heyet	komitet	heyet	komitet		N;NOM;MASC;SG
heyet	izaslanstva	heyet	izaslanstvo		N;NOM;NEUT;PL
productions	produkcije	productions	produkcija	N;NOM;SG;3	N;NOM;FEM;PL
dresden	dresden	dre	dresditi	PROPN;AT+ABL;SG;3	N;NOM;MASC;SG
vancouver	vancouveru	vancouver	vancouver	PROPN;NOM;SG;3	N;DAT;MASC;SG
kampanya	kampanje	kampanya	kampanja	N;NOM;SG;3	N;NOM;FEM;PL
davud	david	davud	david		N;NOM;MASC;SG
hughes	hughes	hughes	hughes		PROPN;NOM;MASC;SG
kawasaki	kawasaki	kawasaki	kawasak		N;NOM;MASC;SG
eylemleri	postupci	eylem	postupak	N;ACC;PL;3	N;NOM;MASC;PL
eylemleri	radnje	eylem	radnja	N;ACC;PL;3	N;NOM;FEM;PL
eylemleri	akcije	eylem	akcija	N;ACC;PL;3	N;NOM;FEM;PL
eylemleri	djela	eylem	djelo	N;ACC;PL;3	N;NOM;NEUT;PL
rotterdam	rotterdam	rotter	rotterdam	PROPN;NOM;SG;3	PROPN;NOM;MASC;SG
pat	pat	pat	pat		PROPN;NOM;MASC;SG
uganda	ugandi	uga	uganda	PROPN;NOM;SG;3	PROPN;DAT;FEM;SG
württemberg	württemberg	württemberg	württemberg	PROPN;NOM;SG;3	N;NOM;MASC;SG
karikatür	stripove	karikat	strip		N;ACC;MASC;PL
karikatür	stripovi	karikat	strip		N;NOM;MASC;PL
karikatür	komičar	karikat	komičar		N;NOM;MASC;SG
karikatür	strip	karikat	strip		N;NOM;MASC;SG
karikatür	karikatura	karikat	karikaturo		N;NOM;FEM;SG
karikatür	crtić	karikat	crtić		N;NOM;MASC;SG
karikatür	crtani	karikat	crtan		ADJ;NOM;DEF;MASC;SG
karikatür	crtani	karikat	crtan		ADJ;NOM;DEF;MASC;SG
alpha	alpha	alpha	alpha		ADP
alpha	alfa	alpha	alfa		N;NOM;MASC;SG
zirve	summita	zirve	summit		N;GEN;MASC;SG
zirve	summit	zirve	summit		N;NOM;MASC;SG
armağan	dar	armağan	dar		N;NOM;MASC;SG
armağan	poklon	armağan	poklon		N;NOM;MASC;SG
müfettişliği	inspektorata	müfettişlik	inspektorat	N;NOM;SG;3	N;GEN;MASC;SG
avn	avn	avn	avn		N;NOM;MASC;SG
gelişmekte	razvoju	geliş	razvoj	V;PROG;IND;SG;3;POS;FORM;PRS	N;DAT;MASC;SG
gelişmekte	razvijanje	geliş	razvijanje	V;PROG;IND;SG;3;POS;FORM;PRS	N;NOM;NEUT;SG
werder	werder	werder	werder	PROPN;NOM;SG;3	N;NOM;MASC;SG
atlantis	atlantis	atlantis	atlantis		N;NOM;MASC;SG
atlantis	atlantide	atlantis	atlantida		N;NOM;FEM;PL
satıldı	prodan	sat	prodati	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;MASC;SG;V.PTCP;PASS
satıldı	prodao	sat	prodati	V;PFV;IND;SG;3;POS;PST;PASS	V;MASC;SG;PST;V.PTCP;ACT
satıldı	prodano	sat	prodano	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;NOM;NEUT;SG;V.PTCP;PASS
atölyesi	radionice	atölye	radionica	N;NOM;SG;3	N;NOM;FEM;PL
atölyesi	radionicu	atölye	radionica	N;NOM;SG;3	N;ACC;FEM;SG
