категорія	kategori	категорія	kategori	N;INAN;NOM;FEM;SG	
природний	dogal	природний	dogal	ADJ;NOM;MASC;SG	
становлення	olmak	становлення	ol	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
луїс	luiz	луїс	luiz	PROPN;ANIM;NOM;MASC;SG	
луїс	luis	луїс	luis	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
луїс	luís	луїс	luís	PROPN;ANIM;NOM;MASC;SG	
луїс	louis	луїс	louis	PROPN;ANIM;NOM;MASC;SG	
адміністраторів	yöneticiler	адміністратор	yönetici	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
адміністраторів	yöneticileri	адміністратор	yönetici	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
фінансування	finanse	фінансування	finanse	N;INAN;NOM;NEUT;SG	
фінансування	finans	фінансування	finans	N;INAN;NOM;NEUT;SG	
фінансування	finanse	фінансування	finanse	N;INAN;NOM;NEUT;SG	
фінансування	fon	фінансування	fon	N;INAN;NOM;NEUT;SG	
файлів	dosyalar	файл	dosya	N;INAN;GEN;MASC;PL	N;NOM;PL;3
файлів	dosyaları	файл	dosya	N;INAN;GEN;MASC;PL	N;NOM;PL;3
файлів	dosya	файл	dosya	N;INAN;GEN;MASC;PL	
журнали	dergi	журнал	dergi	N;INAN;NOM;MASC;PL	
журнали	magazin	журнал	magazin	N;INAN;NOM;MASC;PL	
журнали	günlükleri	журнал	günlük	N;INAN;NOM;MASC;PL	ADJ;ACC;PL;3
журнали	günlükler	журнал	günlük	N;INAN;NOM;MASC;PL	ADJ;NOM;PL;3
журнали	kütük	журнал	kütük	N;INAN;NOM;MASC;PL	
журнали	kayıtları	журнал	kayıt	N;INAN;NOM;MASC;PL	N;ACC;PL;3
фінал	final	фінал	final	N;INAN;NOM;MASC;SG	
фінал	final	фінал	final	N;INAN;NOM;MASC;SG	
двері	kapı	двері	kapı	N;INAN;NOM	N;NOM;SG;3
двері	kapi	двері	kapi	N;INAN;NOM	
двері	kapılar	двері	kapı	N;INAN;NOM	N;NOM;PL;3
двері	kapıları	двері	kapı	N;INAN;NOM	N;ACC;PL;3
двері	kapı	двері	kapı	N;INAN;NOM	N;NOM;SG;3
мері	meri	мера	meri	PROPN;ANIM;NOM;FEM;SG	
мері	meryem	мера	meryem	PROPN;ANIM;NOM;FEM;SG	N;NOM;SG;3
мері	mary	мера	mary	PROPN;ANIM;NOM;FEM;SG	
вузлів	düğüm	вузол	düğüm	N;INAN;GEN;MASC;PL	
вузлів	knot	вузол	knot	N;INAN;GEN;MASC;PL	
вузлів	akranları	вузол	akran	N;INAN;GEN;MASC;PL	N;ACC;PL;3
вузлів	düğümler	вузол	düğüm	N;INAN;GEN;MASC;PL	N;NOM;PL;3
книжки	kitapları	книжка	kitap	N;INAN;NOM;FEM;PL	N;ACC;PL;3
книжки	kitap	книжка	kitap	N;INAN;NOM;FEM;PL	N;NOM;SG;3
токіо	tokyo	токіо	tokyo	PROPN;INAN;NOM;NEUT;SG	PROPN;NOM;SG;3
пригоди	maceraları	пригода	macera	N;INAN;NOM;FEM;PL	N;ACC;PL;3
пригоди	macera	пригода	macera	N;INAN;NOM;FEM;PL	
пригоди	macera	пригода	macera	N;INAN;NOM;FEM;PL	
кабінет	kabin	кабінет	kabin	N;INAN;NOM;MASC;SG	
подорожі	yolculuk	подорож	yolculuk	N;INAN;NOM;FEM;PL	N;NOM;SG;3
подорожі	seyahat	подорож	seyahat	N;INAN;NOM;FEM;PL	N;NOM;SG;3
подорожі	yolculuk	подорож	yolculuk	N;INAN;NOM;FEM;PL	N;NOM;SG;3
подорожі	seyahat	подорож	seyahat	N;INAN;NOM;FEM;PL	N;NOM;SG;3
сторона	taraf	сторона	taraf	N;INAN;NOM;FEM;SG	
сторона	yan	сторона	yan	N;INAN;NOM;FEM;SG	
сторона	side	сторона	sid	N;INAN;NOM;FEM;SG	
сторона	yana	сторона	yan	N;INAN;NOM;FEM;SG	
вікторія	viktoria	вікторія	viktoria	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG;3
вікторія	victoria	вікторія	victor	N;ANIM;NOM;FEM;SG	
серце	kalp	серце	kalp	N;INAN;NOM;NEUT;SG	
серце	gönül	серце	gönül	N;INAN;NOM;NEUT;SG	
серце	kalbi	серце	kalbi	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG;3
серце	yürek	серце	yürek	N;INAN;NOM;NEUT;SG	
записи	girdileri	запис	gir	N;INAN;NOM;MASC;PL	V;PFV;IND;POS;PST;V.PTCP
записи	girdiler	запис	gir	N;INAN;NOM;MASC;PL	V;PFV;IND;PL;3;POS;PST
дон	don	дон	don		
спадщина	miras	спадщина	miras	N;INAN;NOM;FEM;SG	
спадщина	mirası	спадщина	mira	N;INAN;NOM;FEM;SG	
вбивство	cinayetten	вбивство	cinayet	N;INAN;NOM;NEUT;SG	N;AT+ABL;SG;3
вбивство	öldürmek	вбивство	öl	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
вбивство	öldürme	вбивство	öl	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
музична	müzikal	музичний	müzikal	ADJ;NOM;FEM;SG	
ансамбль	topluluğu	ансамбль	topluluk	N;INAN;NOM;MASC;SG	N;ACC;SG;3
ансамбль	topluluk	ансамбль	topluluk	N;INAN;NOM;MASC;SG	
включення	dahil	включення	dahil	N;INAN;NOM;NEUT;SG	
включення	içerir	включення	içeri	N;INAN;NOM;NEUT;SG	
включення	dahil	включення	dahil	N;INAN;NOM;NEUT;SG	
листи	mektup	лист	mektup	N;INAN;NOM;MASC;PL	N;NOM;SG;3
листи	harf	лист	harf	N;INAN;NOM;MASC;PL	
шар	tabaka	шар	tabaka	N;INAN;NOM;MASC;SG	
шар	katmanı	шар	kat	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
шар	katman	шар	kat	N;INAN;NOM;MASC;SG	
звісно	tabikide	звісно	tabiki	ADV	N;ESS;SG;3
душі	dus	душа	dus	N;INAN;NOM;FEM;PL	
душі	duş	душа	duş	N;INAN;NOM;FEM;PL	
душі	ruhları	душа	ruh	N;INAN;NOM;FEM;PL	N;ACC;PL;3
громадської	stk	громадський	stk	ADJ;GEN;FEM;SG	
збагачення	zenginleştirilmiş	збагачення	zenginleş	N;INAN;NOM;NEUT;SG	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
ноги	ayak	нога	ayak	N;INAN;NOM;FEM;PL	N;NOM;SG;3
ноги	bacak	нога	bacak	N;INAN;NOM;FEM;PL	
особисте	şahsi	особистий	şahsi	ADJ;NOM;NEUT;SG	
особисте	kişisel	особистий	kişisel	ADJ;NOM;NEUT;SG	
особисте	özele	особистий	özele	ADJ;NOM;NEUT;SG	
особисте	er	особистий	er	ADJ;NOM;NEUT;SG	
особисте	private	особистий	privat	ADJ;NOM;NEUT;SG	N;NOM;SG;3
побачив	testere	побачити	testere	V;PFV;MASC;IND;SG;PST;FIN	
напрямки	tarif	напрямок	tarif	N;INAN;NOM;MASC;PL	
поділля	podolya	поділля	podolya	N;INAN;NOM;NEUT;SG	
відновити	yenileme	відновити	yenilem	V;PFV;NFIN	
відновити	özgeçmiş	відновити	özgeç	V;PFV;NFIN	
автономна	özerk	автономний	özerk	ADJ;NOM;FEM;SG	
македонії	makedonya	македонія	makedonya	PROPN;INAN;GEN;FEM;SG	PROPN;NOM;SG;3
кампанія	campania	кампанія	campania	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
практика	antrenman	практика	antrenman	N;INAN;NOM;FEM;SG	
практика	pratik	практика	pratik	N;INAN;NOM;FEM;SG	
практика	alıştırma	практика	alış	N;INAN;NOM;FEM;SG	V;PFV;IMP;SG;2;NEG;PRS;CAUS
запитання	soru	запитання	soru	N;INAN;NOM;NEUT;SG	
запитання	sorum	запитання	sorum	N;INAN;NOM;NEUT;SG	
запитання	sorularınız	запитання	soru	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
запитання	soruları	запитання	soru	N;INAN;NOM;NEUT;SG	N;ACC;PL;3
запитання	sorular	запитання	soru	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
запитання	soru	запитання	soru	N;INAN;NOM;NEUT;SG	
розпочато	başladık	розпочати	başla	V;PFV;IND;0;FIN	V;PFV;IND;PL;1;POS;PST
розпочато	başladı	розпочати	başla	V;PFV;IND;0;FIN	V;PFV;IND;SG;3;POS;PST
розпочато	başladım	розпочати	başla	V;PFV;IND;0;FIN	V;PFV;IND;SG;1;POS;PST
марко	marko	марко	marko	PROPN;ANIM;NOM;MASC;SG	
марко	marco	марко	marco	PROPN;ANIM;NOM;MASC;SG	
намір	niyet	намір	niyet	N;INAN;NOM;MASC;SG	
курсу	nema	курс	nema	N;INAN;GEN;MASC;SG	
воротар	kaleci	воротар	kaleci	N;ANIM;NOM;MASC;SG	
краї	kenarları	край	kenar	N;INAN;NOM;MASC;PL	ADJ;NOM;PL;3
додаток	uygulama	додаток	uygulama	N;INAN;NOM;MASC;SG	
додаток	başvuru	додаток	başvuru	N;INAN;NOM;MASC;SG	
додаток	uygulama	додаток	uygulama	N;INAN;NOM;MASC;SG	
додаток	apandis	додаток	apandis	N;INAN;NOM;MASC;SG	
продаж	satıyor	продаж	sat	N;INAN;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
продаж	satmak	продаж	sat	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
продаж	satıyorum	продаж	sat	N;INAN;NOM;MASC;SG	V;PROG;IND;SG;1;POS;INFM;PRS
продаж	satış	продаж	satış	N;INAN;NOM;MASC;SG	
продаж	satış	продаж	satış	N;INAN;NOM;MASC;SG	
продаж	satışlar	продаж	satış	N;INAN;NOM;MASC;SG	N;NOM;PL;3
сонце	güneşe	сонце	güneş	N;INAN;NOM;NEUT;SG	N;DAT;SG;3
сонце	sun	сонце	sun	N;INAN;NOM;NEUT;SG	
сонце	güneş	сонце	güneş	N;INAN;NOM;NEUT;SG	
сонце	günes	сонце	günes	N;INAN;NOM;NEUT;SG	
сонце	sunshine	сонце	sunsh	N;INAN;NOM;NEUT;SG	N;DAT;SG;3
сонце	güneş	сонце	güneş	N;INAN;NOM;NEUT;SG	
сонце	günışığı	сонце	günışığı	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
дядько	amca	дядько	amca	N;ANIM;NOM;MASC;SG	
дядько	dayı	дядько	day	N;ANIM;NOM;MASC;SG	
оточення	kutu	оточення	kutu	N;INAN;NOM;NEUT;SG	
оточення	kutular	оточення	kutu	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
оточення	mahalle	оточення	mahal	N;INAN;NOM;NEUT;SG	
оточення	entourage	оточення	entourage	N;INAN;NOM;NEUT;SG	
бен	ben	бен	ben	PROPN;ANIM;NOM;MASC;SG	PRO;NOM;SG;1
реакція	tepki	реакція	tepki	N;INAN;NOM;FEM;SG	
реакція	reaksiyon	реакція	reaksiyon	N;INAN;NOM;FEM;SG	
моделювання	simülasyonu	моделювання	simülasyon	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
версій	sürümleri	версія	sürüm	N;INAN;GEN;FEM;PL	N;ACC;PL;3
алі	ali	алі	al	PROPN;ANIM;NOM;FEM;SG	PROPN;NOM;SG;3
редакція	baskı	редакція	baskı	N;INAN;NOM;FEM;SG	
самий	aynısından	самий	aynı	DET;NOM;MASC;SG;REFL	ADJ;AT+ABL;SG;3
самий	aynen	самий	aynen	DET;NOM;MASC;SG;REFL	
самий	ayni	самий	ayni	DET;NOM;MASC;SG;REFL	
самий	aynı	самий	aynı	DET;NOM;MASC;SG;REFL	ADJ
самий	aynısı	самий	aynı	DET;NOM;MASC;SG;REFL	N;NOM;SG;3
розміщено	yerleştirdi	розмістити	yerleş	V;PFV;IND;0;FIN	V;PFV;IND;SG;3;POS;PST;CAUS
зали	salon	зала	salon	N;INAN;NOM;FEM;PL	N;NOM;SG;3
зали	hall	зала	hall	N;INAN;NOM;FEM;PL	
зали	salonu	зала	salon	N;INAN;NOM;FEM;PL	N;ACC;SG;3
пристрої	aygıt	пристрій	aygıt	N;INAN;NOM;MASC;PL	
документ	doc	документ	doc	N;INAN;NOM;MASC;SG	
документ	doktor	документ	doktor	N;INAN;NOM;MASC;SG	
документ	belge	документ	belge	N;INAN;NOM;MASC;SG	
символи	sembolleri	символ	sembol	N;INAN;NOM;MASC;PL	N;ACC;PL;3
символи	karakter	символ	karak	N;INAN;NOM;MASC;PL	
крізь	aracılığıyla	крізь	aracılık		N;INS;SG;3
крізь	yoluyla	крізь	yol		N;INS;SG;3
крізь	geçerek	крізь	geç		V;PFV;IND;POS;PRS;V.CVB
індія	hindistan	індія	hindistan	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
індія	hint	індія	hint	PROPN;INAN;NOM;FEM;SG	
весілля	düğün	весілля	düğün	N;INAN;NOM;NEUT;SG	
весілля	nikah	весілля	nikah	N;INAN;NOM;NEUT;SG	
складова	içindekiler	складовий	içindeki	N;INAN;NOM;FEM;SG	ADJ;NOM;PL;3
складова	malzeme	складовий	malzem	N;INAN;NOM;FEM;SG	
конференція	konferans	конференція	konferans	N;INAN;NOM;FEM;SG	
стверджує	iddia	стверджувати	iddia	V;IPFV;IND;SG;3;PRS;FIN	
стверджує	iddialar	стверджувати	iddia	V;IPFV;IND;SG;3;PRS;FIN	N;NOM;PL;3
регіонах	bölgeler	регіон	bölge	N;INAN;ESS;MASC;PL	N;NOM;PL;3
регіонах	bölgeleri	регіон	bölge	N;INAN;ESS;MASC;PL	N;ACC;PL;3
королева	queen	королевий	yu	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG;3
королева	vezir	королевий	vez	N;ANIM;NOM;FEM;SG	
школах	okullar	школа	okul	N;INAN;ESS;FEM;PL	N;NOM;PL;3
школах	okulları	школа	okul	N;INAN;ESS;FEM;PL	N;NOM;PL;3
монета	sikke	монета	sikke	N;INAN;NOM;FEM;SG	
монета	para	монета	para	N;INAN;NOM;FEM;SG	
різновид	kibar	різновид	kibar	N;INAN;NOM;MASC;SG	
різновид	nazik	різновид	nazik	N;INAN;NOM;MASC;SG	ADJ
продукт	ürün	продукт	ürün	N;INAN;NOM;MASC;SG	
формули	formülleri	формула	formül	N;INAN;NOM;FEM;PL	N;ACC;PL;3
британська	britanya	британський	britanya	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
британська	ingiliz	британський	ingiliz	ADJ;NOM;FEM;SG	
британська	ingilizler	британський	ingiliz	ADJ;NOM;FEM;SG	ADJ;NOM;PL;3
дух	ruh	дух	ruh	N;ANIM;NOM;MASC;SG	
дух	candır	дух	candır	N;ANIM;NOM;MASC;SG	
єгипет	mısır	єгипет	mısır	PROPN;INAN;NOM;MASC;SG	
помилок	hatalar	помилок	hata	N;INAN;GEN;FEM;PL	N;NOM;PL;3
готель	otelde	готель	otel	N;INAN;NOM;MASC;SG	N;ESS;SG;3
сучасне	modern	сучасне	modern	ADJ;NOM;NEUT;SG	
сучасне	çağdaş	сучасне	çağdaş	ADJ;NOM;NEUT;SG	
сучасне	çağdaş	сучасне	çağdaş	ADJ;NOM;NEUT;SG	
новини	haber	новина	haber	N;INAN;NOM;FEM;PL	N;NOM;SG;3
мінськ	minsk	мінськ	minsk	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
космос	evren	космос	evren	N;INAN;NOM;MASC;SG	
космос	kainat	космос	kainat	N;INAN;NOM;MASC;SG	
космос	cosmos	космос	cosmos	N;INAN;NOM;MASC;SG	
кулі	balonu	куля	balon	N;INAN;NOM;FEM;PL	N;ACC;SG;3
кулі	balon	куля	balon	N;INAN;NOM;FEM;PL	
кулі	kurşunlar	куля	kurşun	N;INAN;NOM;FEM;PL	ADJ;NOM;PL;3
кулі	kurşun	куля	kurşun	N;INAN;NOM;FEM;PL	
кулі	mermi	куля	mermi	N;INAN;NOM;FEM;PL	
вчитель	öğretmen	вчитель	öğretmen	N;ANIM;NOM;MASC;SG	
вчитель	hoca	вчитель	hoca	N;ANIM;NOM;MASC;SG	
вадим	vadim	вадим	vadim	PROPN;ANIM;NOM;MASC;SG	
корисні	kullanışlı	корисний	kullanışlı	ADJ;NOM;PL	
корисні	faydalı	корисний	faydalı	ADJ;NOM;PL	
корисні	faydalı	корисний	faydalı	ADJ;NOM;PL	
свобода	özgürlüğü	свобода	özgürlük	N;INAN;NOM;FEM;SG	N;ACC;SG;3
свобода	özgür	свобода	özgür	N;INAN;NOM;FEM;SG	
свобода	liberty	свобода	liberty	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
внутрішні	dahili	внутрішній	dahil	ADJ;NOM;PL	
критиків	eleştiriler	критик	eleştiri	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
критиків	eleştirmenler	критик	eleştir	N;ANIM;ACC;MASC;PL	
коефіцієнт	gini	коефіцієнт	gin	N;INAN;NOM;MASC;SG	
коефіцієнт	oran	коефіцієнт	oran	N;INAN;NOM;MASC;SG	
коефіцієнт	striptiz	коефіцієнт	striptiz	N;INAN;NOM;MASC;SG	
коефіцієнт	etken	коефіцієнт	etken	N;INAN;NOM;MASC;SG	
коефіцієнт	faktör	коефіцієнт	faktör	N;INAN;NOM;MASC;SG	
коефіцієнт	faktörü	коефіцієнт	faktörü	N;INAN;NOM;MASC;SG	N;ACC;SG;3
вийти	istifa	вийти	istifa	V;PFV;NFIN	
вийти	çık	вийти	çık	V;PFV;NFIN	
вийти	çıkışı	вийти	çıkış	V;PFV;NFIN	N;ACC;SG;3
вийти	çıkış	вийти	çıkış	V;PFV;NFIN	
верхні	hautes	верхня	hautes	ADJ;NOM;PL	PROPN;NOM;SG;3
верхні	üst	верхня	üst	ADJ;NOM;PL	
конго	kongo	конго	kongo	PROPN;INAN;NOM;FEM;SG	
молода	genç	молодий	genç	ADJ;NOM;FEM;SG	
молода	young	молодий	young	ADJ;NOM;FEM;SG	
диск	disk	диск	disk	N;INAN;NOM;MASC;SG	
диск	disk	диск	disk	N;INAN;NOM;MASC;SG	
арденни	ardennes	арденн	ardennes	PROPN;INAN;NOM;MASC;SG	N;NOM;SG;3
сона	sona	сона	son		
місцевий	yerli	місцевий	yerli	ADJ;NOM;MASC;SG	
місцевий	lokal	місцевий	lokal	ADJ;NOM;MASC;SG	
місцевий	yöresel	місцевий	yöresel	ADJ;NOM;MASC;SG	
місцевий	yerel	місцевий	yerel	ADJ;NOM;MASC;SG	
хуан	juan	хуан	juan	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
хуан	huang	хуан	huang	PROPN;ANIM;NOM;MASC;SG	
зберегти	kaydet	зберегти	kaydet	V;PFV;NFIN	
зберегти	kurtar	зберегти	kurtar	V;PFV;NFIN	
душу	ruhu	душа	ruh	N;INAN;ACC;FEM;SG	
душу	ruh	душа	ruh	N;INAN;ACC;FEM;SG	
душу	soul	душа	soul	N;INAN;ACC;FEM;SG	
молодь	gençler	молодь	genç	N;INAN;NOM;FEM;SG	ADJ;NOM;PL;3
молодь	gençlik	молодь	gençlik	N;INAN;NOM;FEM;SG	
молодь	genç	молодь	genç	N;INAN;NOM;FEM;SG	
рівне	rivne	рівний	riv	ADJ;NOM;NEUT;SG	
рівне	eşit	рівний	eşit	ADJ;NOM;NEUT;SG	
рівне	eşittir	рівний	işi	ADJ;NOM;NEUT;SG	
міді	bakır	міди	bakır		
японська	japonlar	японський	japon	ADJ;NOM;FEM;SG	N;NOM;PL;3
японська	japon	японський	japon	ADJ;NOM;FEM;SG	
японська	japonca	японський	japonca	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
особливий	ozel	особливий	ozel	ADJ;NOM;MASC;SG	
особливий	özeldir	особливий	özel	ADJ;NOM;MASC;SG	
прага	prag	праго	prag	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
вікна	windows	вікно	windows	N;INAN;NOM;NEUT;PL	
вікна	pencere	вікно	pencere	N;INAN;NOM;NEUT;PL	
семен	sperm	семен	sper	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG;3
семен	meni	семен	meni	PROPN;ANIM;NOM;MASC;SG	
семен	semyon	семен	semyon	PROPN;ANIM;NOM;MASC;SG	
алгоритм	algoritma	алгоритм	algoritma	N;INAN;NOM;MASC;SG	
ріг	rog	ріг	rog	N;INAN;NOM;MASC;SG	
ріг	rih	ріг	rih	N;INAN;NOM;MASC;SG	
ріг	boynuz	ріг	boynuz	N;INAN;NOM;MASC;SG	
ріг	korna	ріг	korna	N;INAN;NOM;MASC;SG	
ріг	horn	ріг	horn	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
позицій	pozisyon	позиція	pozisyon	N;INAN;GEN;FEM;PL	
дем	demian	дем	demian	PROPN;ANIM;NOM;FEM;SG	
дем	dem	дем	de	PROPN;ANIM;NOM;FEM;SG	
норм	norm	норма	norm	N;INAN;GEN;FEM;PL	
поляків	polonyalılar	поляк	polonyalı	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
андерсон	anderson	андерсон	anderson		PROPN;NOM;SG;3
воював	dövüştü	воювати	dövüş	V;IPFV;MASC;IND;SG;PST;FIN	
воював	savaştı	воювати	savaş	V;IPFV;MASC;IND;SG;PST;FIN	
худоби	yönetilen	худоба	yönet	N;INAN;NOM;FEM;PL	V;PFV;IND;POS;PRS;V.PTCP;PASS
атмосфера	atmosfer	атмосфера	atmosfer	N;INAN;NOM;FEM;SG	
атмосфера	atmosferi	атмосфера	atmosferi	N;INAN;NOM;FEM;SG	
атмосфера	ortam	атмосфера	ortam	N;INAN;NOM;FEM;SG	
діяти	oyunculuk	діяти	oyunculuk	V;IPFV;NFIN	N;NOM;SG;3
діяти	oyunculuğu	діяти	oyunculuk	V;IPFV;NFIN	N;NOM;SG;3
щастя	mutluluklar	щастя	mutluluk	N;INAN;NOM;NEUT;SG	N;NOM;PL;3
щастя	mutluluğu	щастя	mutluluk	N;INAN;NOM;NEUT;SG	N;ACC;SG;3
землею	earth	земля	earth	N;INAN;INS;FEM;SG	
землею	toprak	земля	toprak	N;INAN;INS;FEM;SG	
землею	dünya	земля	dünya	N;INAN;INS;FEM;SG	
землею	yeryüzü	земля	yeryüzü	N;INAN;INS;FEM;SG	
землею	zemin	земля	zemin	N;INAN;INS;FEM;SG	
десяти	on	десять	on	NUM;NOM	
коротка	kisa	короткий	kisa	ADJ;NOM;FEM;SG	
намагалися	denedi	намагатися	dene	V;IPFV;IND;PL;PST;FIN	V;PFV;IND;SG;3;POS;PST
намагалися	denedim	намагатися	dene	V;IPFV;IND;PL;PST;FIN	V;PFV;IND;SG;1;POS;PST
намагалися	uğraş	намагатися	uğraş	V;IPFV;IND;PL;PST;FIN	
джо	joe	джо	joe	PROPN;ANIM;NOM;MASC;SG	
адам	adem	адам	adem	N;ANIM;NOM;MASC;SG	
берегах	kıyıları	берег	kıyı	N;INAN;ESS;MASC;PL	N;ACC;PL;3
стрільби	çekim	стрільба	çekim	N;INAN;NOM;FEM;PL	
стрільби	atış	стрільба	atış	N;INAN;NOM;FEM;PL	
шукати	ara	шукати	ara	V;IPFV;NFIN	
шукати	arayın	шукати	ara	V;IPFV;NFIN	V;PFV;IMP;PL;2;POS;PRS
шукати	arama	шукати	ara	V;IPFV;NFIN	
канадський	kanadalı	канадський	kanadalı	ADJ;NOM;MASC;SG	N;ESS;SG;3
провели	yürütülen	провести	yürü	V;PFV;IND;PL;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
зелені	yeşile	зелений	yeşil	ADJ;NOM;PL	
зелені	yeşillik	зелений	yeşillik	ADJ;NOM;PL	N;NOM;SG;3
зелені	green	зелений	gre	ADJ;NOM;PL	
зелені	yeşili	зелений	yeşil	ADJ;NOM;PL	ADJ;ACC;SG;3
зелені	yeşillik	зелений	yeşillik	ADJ;NOM;PL	N;NOM;SG;3
секції	bölüm	секція	bölüm	N;INAN;NOM;FEM;PL	
секції	kısım	секція	kısım	N;INAN;NOM;FEM;PL	
секції	bölümü	секція	bölüm	N;INAN;NOM;FEM;PL	N;NOM;SG;3
заповідник	rezerv	заповідник	rezerv	N;INAN;NOM;MASC;SG	
заповідник	yedek	заповідник	yedek	N;INAN;NOM;MASC;SG	
іль	adası	іль	ada		N;NOM;SG;3
іль	ada	іль	ada		
іль	isles	іль	isle		N;NOM;SG;3
туреччина	turkey	туреччина	turkey	N;INAN;NOM;FEM;SG	
туреччина	türkiye	туреччина	türkiye	N;INAN;NOM;FEM;SG	PROPN;NOM;SG;3
переїхала	taşınan	переїхати	taşı	V;PFV;FEM;IND;SG;PST;FIN	V;PFV;IND;POS;PRS;V.PTCP;PASS
прийняти	kabul	прийняти	kabul	V;PFV;NFIN	N;NOM;SG;3
розслідування	soruşturma	розслідування	soruşturma	N;INAN;NOM;NEUT;SG	
розслідування	soruşturma	розслідування	soruşturma	N;INAN;NOM;NEUT;SG	
розслідування	sorgu	розслідування	sorgu	N;INAN;NOM;NEUT;SG	
розслідування	sorgulama	розслідування	sorgulama	N;INAN;NOM;NEUT;SG	
розслідування	araştırma	розслідування	araştır	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
володимирівна	gelman	володимирівний	gelman	ADJ;NOM;FEM;SG	
ресурс	kaynak	ресурс	kaynak	N;INAN;NOM;MASC;SG	
удар	yumruk	удар	yumruk	N;INAN;NOM;MASC;SG	
удар	hit	удар	hit	N;INAN;NOM;MASC;SG	
удар	vur	удар	vur	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
удар	yumruk	удар	yumruk	N;INAN;NOM;MASC;SG	
удар	yumrukla	удар	yumruk	N;INAN;NOM;MASC;SG	ADJ;INS;SG;3
автобус	otobüsle	автобус	otobüsle	N;INAN;NOM;MASC;SG	N;INS;SG;3
переговори	müzakere	переговори	müzakere	N;INAN;NOM	N;NOM;SG;3
переговори	pazarlık	переговори	pazarlık	N;INAN;NOM	N;NOM;SG;3
переговори	müzakerelerin	переговори	müzakere	N;INAN;NOM	N;GEN;PL;3
переговори	pazarlık	переговори	pazarlık	N;INAN;NOM	N;NOM;SG;3
переговори	müzakereler	переговори	müzakere	N;INAN;NOM	N;NOM;PL;3
компоненти	bileşenleri	компонент	bileş	N;INAN;NOM;MASC;PL	N;ACC;PL;3
компоненти	bileşen	компонент	bileş	N;INAN;NOM;MASC;PL	
александр	alexandre	александр	alefandr	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
чернігів	çernigiv	черніг	çernig	PROPN;INAN;NOM;MASC;SG	
посилення	güçlendirme	посилення	güçlen	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
посилення	güçlendirmek	посилення	güçlen	N;INAN;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
призначена	atanmış	призначений	atan	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
призначена	atandı	призначений	atan	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	
призначена	atanan	призначений	ata	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS	
літери	mektup	літера	mektup	N;INAN;NOM;FEM;PL	N;NOM;SG;3
літери	harf	літера	harf	N;INAN;NOM;FEM;PL	
літери	karakter	літера	karak	N;INAN;NOM;FEM;PL	
сценарій	senaryo	сценарія	senaryo	N;INAN;NOM;MASC;SG	
сценарій	senaryo	сценарія	senaryo	N;INAN;NOM;MASC;SG	
сценарій	senaryo	сценарія	senaryo	N;INAN;NOM;MASC;SG	
