til	for	til	for	ADV	
slettet	törölt	slette	töröl	V;INDF;SG;PST;V.PTCP	
elektriske	elektromos	elektrisk	elektromos	ADJ;PL	
elektriske	villamos	elektrisk	villamos	ADJ;PL	N;NOM;SG
elektriske	villany	elektrisk	villany	ADJ;PL	N;NOM;SG
elektriske	elektromos	elektrisk	elektromos	ADJ;PL	
nederlandene	hollandia	nederland	hollandia	N;DEF;NEUT;PL	
nederlandene	holland	nederland	holland	N;DEF;NEUT;PL	
sent	későn	sent	későn	ADV	
sent	késő	sent	késő	ADV	
sent	késve	sent	késve	ADV	
sam	samu	sam	samu		
sam	sam	sam	sam		
udseende	tűnik	udseende	tűnik	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
chile	chilei	chile	chilei	PROPN	ADJ;NOM;SG
chile	chile	chile	chile	PROPN	
skuespil	játszik	skuespil	játszik	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
alternativ	alternatív	alternativ	alternatív	N;INDF;NEUT;SG	
alternativ	alternatív	alternativ	alternatív	N;INDF;NEUT;SG	
vælger	szavazó	vælge	szavazó	V;IND;PRS;FIN;ACT	
vælger	válasszon	vælge	válassz	V;IND;PRS;FIN;ACT	V;INDF;IMP;SG;3;PRS;FIN;ACT
vælger	választás	vælge	választás	V;IND;PRS;FIN;ACT	
anton	anton	anton	az	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
skyld	hibás	skyld	hibás	N;INDF;MASC+FEM;SG	
skyld	hibás	skyld	hibás	N;INDF;MASC+FEM;SG	
flemming	flemming	flemming	flemming		
flemming	fleming	flemming	fleming		
kongelig	királyi	kongelig	királyi	ADJ;INDF;MASC+FEM;SG	
kongelig	royal	kongelig	royal	ADJ;INDF;MASC+FEM;SG	
ære	megtiszteltetés	ære	megtiszteltetés	N;INDF;MASC+FEM;SG	
ære	megtiszteltetés	ære	megtiszteltetés	N;INDF;MASC+FEM;SG	
normale	szokásos	normal	szokásos	ADJ;PL	ADJ;NOM;SG
normale	normális	normal	normális	ADJ;PL	
normale	normál	normal	normál	ADJ;PL	
søger	keresések	søge	keresés	V;IND;PRS;FIN;ACT	N;NOM;PL
søger	keresés	søge	keresés	V;IND;PRS;FIN;ACT	
sea	tengeren	sea	tenger		
sea	tengeri	sea	tengeri		
sea	tenger	sea	tenger		N;NOM;SG
holstein	holstein	holstein	holstein	N;INDF;MASC+FEM;SG	
admiral	admirális	admiral	admirális	N;INDF;MASC+FEM;SG	
gunnar	gunnar	gunnar	gunnar		
fag	alanyok	fag	alanyok	N;INDF;NEUT;SG	N;NOM;PL
fag	témák	fag	téma	N;INDF;NEUT;SG	N;NOM;PL
tanker	gondolat	tanke	gondolat	N;INDF;MASC+FEM;PL	N;NOM;SG
finn	finn	finn	finn		
kvalificerede	minősített	kvalificere	minősít	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
kvalificerede	kötelezett	kvalificere	kötelezett	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
referencer	hivatkozás	reference	hivatkozás	N;INDF;MASC+FEM;PL	N;NOM;SG
edvard	edvard	edvard	edvard	N;INDF;MASC+FEM;SG	
edvard	edward	edvard	edward	N;INDF;MASC+FEM;SG	
bunden	alul	bund	alul	N;DEF;MASC+FEM;SG	
bunden	alsó	bund	alsó	N;DEF;MASC+FEM;SG	
victor	victor	victor	victor	N;INDF;MASC+FEM;SG	
victor	viktor	victor	viktor	N;INDF;MASC+FEM;SG	
indspillede	rögzítve	indspille	rögzítve	V;IND;PST;FIN;ACT	N;NOM;SG
lake	tavi	lake	tavi	N;INDF;MASC+FEM;SG	
skud	lövések	skud	lövés	N;INDF;NEUT;SG	N;NOM;PL
skud	lövéseket	skud	lövés	N;INDF;NEUT;SG	N;ACC;PL
skud	lőtt	skud	lőtt	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
skud	lelőtték	skud	lelőt	N;INDF;NEUT;SG	V;DEF;IND;PL;3;PST;FIN;ACT
skud	lövések	skud	lövés	N;INDF;NEUT;SG	N;NOM;PL
skud	lövések	skud	lövés	N;INDF;NEUT;SG	N;NOM;PL
skud	feles	skud	feles	N;INDF;NEUT;SG	
skud	lőtt	skud	lőtt	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
traktaten	szerződés	traktat	szerződés	N;DEF;MASC+FEM;SG	
trukket	húzta	trække	húz	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
trukket	kivont	trække	kivont	V;INDF;SG;PST;V.PTCP	
trukket	visszavont	trække	visszavont	V;INDF;SG;PST;V.PTCP	
trukket	visszavonják	trække	visszavon	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PRS;FIN;ACT
moltke	moltke	moltk	moltke		
dokumentarfilm	dokumentumfilmeket	dokumentarfilm	dokumentumfile	N;INDF;NEUT;SG	N;ACC;PL
ombygget	módosítva	ombygge	módosítva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
gennemføre	végrehajtása	gennemføre	végrehajtás	V;NFIN;ACT	N;NOM;SG
cross	kereszt	cross	kereszt		N;NOM;SG
cross	cross	cross	cross		
cross	keresztbe	cross	keresztbe		
kritisk	kritikus	kritisk	kritikus	ADJ;INDF;SG	
disney	disney	disney	disney		
regioner	régiói	region	régiói	N;INDF;MASC+FEM;PL	N;NOM;SG
omvendt	fordított	omvendt	fordított	ADJ;INDF;SG	V;INDF;IND;SG;3;PST;FIN;ACT
omvendt	fordítva	omvendt	fordítva	ADJ;INDF;SG	ADV;V.CVB
omvendt	fordított	omvendt	fordított	ADJ;INDF;SG	V;INDF;IND;SG;3;PST;FIN;ACT
freden	béke	fred	béke	N;DEF;MASC+FEM;SG	
tokyo	tokió	tokyo	tokió		
tokyo	tokiói	tokyo	tokiói		ADJ;NOM;SG
tokyo	tokyo	tokyo	tokyo		
bille	bogár	bille	bogár	N;INDF;MASC+FEM;SG	
fulgt	követte	følge	követ	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
ejendom	tulajdon	ejendom	tulajdon	N;INDF;MASC+FEM;SG	
ejendom	ingatlanok	ejendom	ingatlan	N;INDF;MASC+FEM;SG	N;NOM;PL
drives	működtetett	drive	működtetett	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
drives	üzemeltetett	drive	üzemeltet	V;IND;PRS;FIN;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
anti	anti	anti	anti		
prøve	mintavétel	prøve	mintavétel	V;NFIN;ACT	N;NOM;SG
prøve	minta	prøve	minta	V;NFIN;ACT	N;NOM;SG
prøve	vizsgálati	prøve	vizsgálati	V;NFIN;ACT	N;NOM;SG
prøve	vizsgálat	prøve	vizsgálat	V;NFIN;ACT	N;NOM;SG
prøve	próba	prøve	pró	V;NFIN;ACT	N;NOM;SG
prøve	teszt	prøve	tesz	V;NFIN;ACT	N;NOM;SG
årsager	okozza	årsag	okoz	N;INDF;MASC+FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
årsager	okoz	årsag	okoz	N;INDF;MASC+FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
jonas	jonas	jonas	jonas	N;INDF;MASC+FEM;SG	
spredt	szétszórt	spredt	szétszórt	V;INDF;SG;PST;V.PTCP	
metoder	módszer	metoder	módszer	N;INDF;MASC+FEM;PL	N;NOM;SG
bjerge	hegység	bjerg	hegység	N;INDF;NEUT;PL	N;NOM;SG
wilson	wilson	wilson	wilson		
afslutning	következtetések	afslutning	következtetés	N;INDF;MASC+FEM;SG	N;NOM;PL
ove	ove	ove	ove	PROPN	
kæreste	barátnőm	kær	barát	ADJ;DEF;RL	N;NOM;SG
kæreste	barátnő	kær	barátnő	ADJ;DEF;RL	N;NOM;SG
kæreste	barátnője	kær	barát	ADJ;DEF;RL	N;NOM;SG
kæreste	legdrágább	kær	fong	ADJ;DEF;RL	N;IN+ESS;SG
kæreste	barátja	kær	barát	ADJ;DEF;RL	N;NOM;SG
kæreste	barát	kær	bara	ADJ;DEF;RL	N;NOM;SG
markeret	kijelölt	markere	kijelölt	V;INDF;SG;PST;V.PTCP	
markeret	kiválasztva	markere	kiválasztva	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
markeret	ellenőrizve	markere	ellenőrizve	V;INDF;SG;PST;V.PTCP	N;NOM;SG
markeret	ellenőriztem	markere	ellenőriz	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
markeret	ellenőrizte	markere	ellenőrizte	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
markeret	jelölt	markere	jelöl	V;INDF;SG;PST;V.PTCP	
markeret	megjelöltek	markere	meg+jelöl	V;INDF;SG;PST;V.PTCP	V;INDF;IND;PL;3;PST;FIN;ACT
markeret	megjelölt	markere	megjelölt	V;INDF;SG;PST;V.PTCP	
markeret	megjelölve	markere	megjelölve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
øvre	felső	øvre	felső	ADJ	
afsluttet	kész	afslutte	kész	V;INDF;SG;PST;V.PTCP	
athen	athéni	athen	athéni	PROPN	ADJ;NOM;SG
lyder	hangok	lyde	hang	V;IND;PRS;FIN;ACT	N;NOM;PL
computer	komputer	compute	komputer	N;INDF;MASC+FEM;SG	
computer	computer	compute	computer	N;INDF;MASC+FEM;SG	
computer	asztali	compute	asztali	N;INDF;MASC+FEM;SG	
netværk	network	netværk	network	N;INDF;NEUT;SG	
netværk	hálózatok	netværk	hálózat	N;INDF;NEUT;SG	N;NOM;PL
deraf	ennélfogva	deraf	ennélfogva	ADV	
skudt	lelőtték	skyde	lelőt	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
skudt	lövés	skyde	lövés	V;INDF;SG;PST;V.PTCP	N;NOM;SG
charlie	charlie	charlie	charlie		
butikker	boltok	butik	bolt	N;INDF;MASC+FEM;PL	
butikker	boltok	butik	bolt	N;INDF;MASC+FEM;PL	
personligt	személyes	personligt	személyes	ADV	ADJ;NOM;SG
personligt	személyi	personligt	személyi	ADV	ADJ;NOM;SG
personligt	személyesen	personligt	személyes	ADV	ADJ;FRML;SG
passer	passer	passe	passer	V;IND;PRS;FIN;ACT	
passer	fit	passe	fi	V;IND;PRS;FIN;ACT	
passer	fitt	passe	fitt	V;IND;PRS;FIN;ACT	
nedenfor	alul	nedenfor	alul	ADV	
nedenfor	alatt	nedenfor	alatt	ADV	ADP
nedenfor	alatta	nedenfor	alat	ADV	
nedenfor	lent	nedenfor	lesz	ADV	
troede	hittem	tro	hit	V;IND;PST;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
troede	gondolat	tro	gondolat	V;IND;PST;FIN;ACT	N;NOM;SG
troede	hittem	tro	hit	V;IND;PST;FIN;ACT	V;DEF;IND;SG;1;PRS;FIN;ACT
troede	hitte	tro	hit	V;IND;PST;FIN;ACT	V;DEF;IND;SG;3;PRS;FIN;ACT
may	may	may	may		
may	május	may	május		N;NOM;SG
may	májusi	may	májusi		ADJ;NOM;SG
may	májusban	may	május		N;IN+ESS;SG
kommunistiske	kommunisták	kommunistisk	kommunista	ADJ;PL	N;NOM;PL
kommunistiske	kommunista	kommunistisk	kommunista	ADJ;PL	
nato	nato	nato	nato	PROPN	N;NOM;SG
desværre	sajnos	desværre	sajnos	ADV	
desværre	sajna	desværre	sajna	ADV	
desværre	sajnos	desværre	sajnos	ADV	
desværre	sajna	desværre	sajna	ADV	
handling	akció	handling	akció	N;INDF;MASC+FEM;SG	
handling	műveletek	handling	művelet	N;INDF;MASC+FEM;SG	N;NOM;PL
handling	fellépések	handling	fellépés	N;INDF;MASC+FEM;SG	N;NOM;PL
handling	akciók	handling	akció	N;INDF;MASC+FEM;SG	N;NOM;PL
handling	intézkedések	handling	intézkedés	N;INDF;MASC+FEM;SG	N;NOM;PL
handling	cselekvések	handling	cselekvés	N;INDF;MASC+FEM;SG	N;NOM;PL
tony	tony	tony	tony		
fulde	full	fuld	full	ADJ;DEF;SG	
fulde	teljes	fuld	teljes	ADJ;DEF;SG	
fulde	ittas	fuld	ittas	ADJ;DEF;SG	
fulde	részegen	fuld	részeg	ADJ;DEF;SG	
fulde	részeg	fuld	részeg	ADJ;DEF;SG	
eric	eric	eric	eric		
eric	erik	eric	erik		
eksamen	érettségi	eksamen	érettségi	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
repræsentant	reprezentatív	repræsentant	reprezentatív	N;INDF;MASC+FEM;SG	
manager	vezető	manager	vezető	N;INDF;MASC+FEM;SG	
manager	kezelő	manager	kezelő	N;INDF;MASC+FEM;SG	ADJ;NOM;SG
overvejende	túlnyomórészt	overveje	túlnyomórész	ADJ	
forbedre	javítása	forbedre	javítás	V;NFIN;ACT	N;NOM;SG
beskrev	leírt	beskrive	leírt	V;IND;PST;FIN;ACT	
vilde	wild	vild	wild	ADJ;PL	
vilde	vadon	vild	vad	ADJ;PL	
vilde	vadak	vild	vad	ADJ;PL	N;NOM;PL
vilde	vad	vild	vad	ADJ;PL	
vilde	vademberek	vild	vadember	ADJ;PL	N;NOM;PL
vilde	vadak	vild	vad	ADJ;PL	N;NOM;PL
vilde	barbárok	vild	barbár	ADJ;PL	N;NOM;PL
langsomt	lassú	langsomt	lassú	ADV	
langsomt	lassan	langsomt	lassú	ADV	ADJ;FRML;SG
langsomt	lassan	langsomt	lassú	ADV	ADJ;FRML;SG
rolling	rolling	rolling	rolling	N;INDF;MASC+FEM;SG	
rolling	forog	rolling	forog	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
rolling	gurul	rolling	gurul	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
offentligt	nyilvános	offentligt	nyilvános	ADV	ADJ;NOM;SG
offentligt	nyilvánosság	offentligt	nyilvánosság	ADV	N;NOM;SG
offentligt	nyilvánosan	offentligt	nyilvános	ADV	ADJ;FRML;SG
offentligt	publikus	offentligt	publikus	ADV	
offentligt	nyilvánosan	offentligt	nyilvános	ADV	ADJ;FRML;SG
bragt	hozták	bringe	hoz	V;INDF;SG;PST;V.PTCP	V;DEF;IND;PL;3;PST;FIN;ACT
bragt	hoztam	bringe	hoz	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
bragt	hozta	bringe	hoz	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
für	für	für	für		
skove	erdőben	skov	erdő	N;INDF;MASC+FEM;PL	N;IN+ESS;SG
skove	erdő	skov	erdő	N;INDF;MASC+FEM;PL	
skove	erdei	skov	erdei	N;INDF;MASC+FEM;PL	
skove	erdő	skov	erdő	N;INDF;MASC+FEM;PL	
navy	flotta	navy	flotta		N;NOM;SG
navy	haditengerészet	navy	haditengerészet		N;NOM;SG
navy	tengerészet	navy	tengerészet		N;NOM;SG
len	len	len	len		
tilladt	engedélyezve	tillade	engedélyezve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
tilladt	engedélyezve	tillade	engedélyezve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
tilladt	megengedhető	tillade	megengedhető	V;INDF;SG;PST;V.PTCP	ADJ;NOM;SG
tilladt	engedélyezve	tillade	engedélyezve	V;INDF;SG;PST;V.PTCP	ADV;V.CVB
milliarder	milliárd	milliard	milliárd	N;INDF;MASC+FEM;PL	NUM;NOM;SG
milliarder	egymilliárd	milliard	egymilliárd	N;INDF;MASC+FEM;PL	
milliarder	milliárd	milliard	milliárd	N;INDF;MASC+FEM;PL	NUM;NOM;SG
besat	megszállt	besætte	megszállt	V;INDF;SG;PST;V.PTCP	
besat	megszállt	besætte	megszállt	V;INDF;SG;PST;V.PTCP	
besat	foglalt	besætte	foglal	V;INDF;SG;PST;V.PTCP	
besat	elfoglalt	besætte	elfoglalt	V;INDF;SG;PST;V.PTCP	
stone	kő	stone	kő		N;NOM;SG
stone	stone	stone	stone		PROPN;NOM;SG
dårlig	bad	dårlig	bad	ADJ;INDF;MASC+FEM;SG	
dårlig	rosz	dårlig	rosz	ADJ;INDF;MASC+FEM;SG	
dårlig	rossz	dårlig	rossz	ADJ;INDF;MASC+FEM;SG	
steg	rózsa	stige	rózsa	V;IND;PST;FIN;ACT	
steg	rose	stige	rose	V;IND;PST;FIN;ACT	
musikalske	zenés	musikalsk	zenés	ADJ;PL	N;NOM;SG
musikalske	zenei	musikalsk	zenei	ADJ;PL	ADJ;NOM;SG
musikalske	musical	musikalsk	musical	ADJ;PL	N;NOM;SG
theodor	theodor	theodor	theodor	N;INDF;MASC+FEM;SG	
juridisk	jogilag	juridisk	jogilag	ADJ;INDF;SG	
juridisk	legális	juridisk	legális	ADJ;INDF;SG	
sports	sport	sports	sport		
sports	sportban	sports	sport		N;IN+ESS;SG
software	szoftverek	softwar	szoftver	N;INDF;MASC+FEM;SG	N;NOM;PL
kolde	hidegen	kold	hideg	ADJ;PL	N;ON+ESS;SG
kolde	hideg	kold	hideg	ADJ;PL	
deler	megosztás	dele	megosztás	V;IND;PRS;FIN;ACT	
deler	részesedése	dele	részesedés	V;IND;PRS;FIN;ACT	N;NOM;SG
deler	megosztás	dele	megosztás	V;IND;PRS;FIN;ACT	
deler	részesedés	dele	részesedés	V;IND;PRS;FIN;ACT	N;NOM;SG
halvt	fele	halv	fél	ADJ;INDF;NEUT;SG	N;NOM;SG
hessen	hessen	hesse	het		
hessen	hesse	hesse	hesse		
islam	iszlám	islam	iszlám	N;INDF;MASC+FEM;SG	
foreslået	javasolt	foreslå	javasolt	V;INDF;SG;PST;V.PTCP	
foreslået	javasolt	foreslå	javasolt	V;INDF;SG;PST;V.PTCP	
flora	flora	flora	flora	N;INDF;MASC+FEM;SG	
rigtigt	igaz	rigtigt	igaz	ADV	
rigtigt	igazi	rigtigt	igazi	ADV	
gram	gram	gram	gram	N;INDF;MASC+FEM;SG	
iran	iráni	iran	iráni	PROPN	
iran	irán	iran	irán	PROPN	PROPN;NOM;SG
bevarede	tartósított	bevare	tartósított	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
bevarede	megőrizte	bevare	megőriz	V;PL;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
bevarede	megtartott	bevare	megtartott	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
kristen	keresztény	kristen	keresztény	ADJ;INDF;MASC+FEM;SG	
kristen	christian	kristen	christian	ADJ;INDF;MASC+FEM;SG	
kristen	keresztények	kristen	keresztény	ADJ;INDF;MASC+FEM;SG	N;NOM;PL
kristen	kristen	kristen	kristen	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
drive	vezetni	drive	vezet	N;INDF;MASC+FEM;SG	V;NFIN;ACT
drive	vezess	drive	vezess	N;INDF;MASC+FEM;SG	V;DEF;IND;PL;3;PRS;FIN;ACT
junior	junior	junior	junior	N;INDF;MASC+FEM;SG	
fod	gyalog	fod	gyalog	N;INDF;MASC+FEM;SG	
fod	lábak	fod	láb	N;INDF;MASC+FEM;SG	N;NOM;PL
halv	fele	halv	fél	ADJ;INDF;MASC+FEM;SG	N;NOM;SG
længdekreds	meridian	længdekreds	meridian	N;INDF;MASC+FEM;SG	
herman	herman	herman	herman		
fyldt	betöltötte	fylde	betöltöt	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
jim	jim	jim	jim	PROPN	
voksende	növekvő	vokse	növekvő	V;PRS;V.PTCP	ADJ;NOM;SG
voksende	növekvő	vokse	növekvő	V;PRS;V.PTCP	ADJ;NOM;SG
forbinder	kapcsolódás	forbinder	kapcsolódás	V;IND;PRS;FIN;ACT	N;NOM;SG
forbinder	csatlakozás	forbinder	csatlakozás	V;IND;PRS;FIN;ACT	N;NOM;SG
romaner	regény	roman	regény	N;INDF;MASC+FEM;PL	N;NOM;SG
ægte	real	ægte	real	ADJ	
ægte	igazi	ægte	igazi	ADJ	
ægte	valódi	ægte	valódi	ADJ	
ægte	őszinte	ægte	őszinte	ADJ	
ægte	valódi	ægte	valódi	ADJ	
styret	rezsim	styre	rezsim	V;INDF;SG;PST;V.PTCP	N;NOM;SG
job	állások	job	állás	N;INDF;NEUT;SG	N;NOM;PL
job	munkahelyek	job	munkahely	N;INDF;NEUT;SG	N;NOM;PL
golden	golden	gold	golden	N;DEF;MASC+FEM;SG	
golden	arany	gold	arany	N;DEF;MASC+FEM;SG	
oplag	forgalomba	oplag	forgalom	N;INDF;NEUT;SG	
begyndt	kezdte	begynde	kezd	V;INDF;SG;PST;V.PTCP	V;DEF;IND;SG;3;PST;FIN;ACT
morgen	reggel	morgen	reggel	N;INDF;MASC+FEM;SG	
kevin	kevin	kevin	kév	PROPN	PROPN;NOM;SG
htm	htm	htm	htm		N;NOM;SG
frivillige	önkéntesek	frivillig	önkéntes	ADJ;PL	N;NOM;PL
frivillige	önkéntes	frivillig	önkéntes	ADJ;PL	
frivillige	önkéntes	frivillig	önkéntes	ADJ;PL	
frivillige	önként	frivillig	önkénik	ADJ;PL	
frivillige	önkéntesen	frivillig	önkéntes	ADJ;PL	N;ON+ESS;SG
sangerinde	énekesnő	sangerinde	énekesnő	N;INDF;MASC+FEM;SG	
sangerinde	singer	sangerinde	singer	N;INDF;MASC+FEM;SG	
ludwig	ludwig	ludwig	lud	N;INDF;MASC+FEM;SG	
christiansen	christiansen	christians	christians	N;DEF;MASC+FEM;SG	ADJ;FRML;SG
sekunder	másodperc	sekunder	másodperc	N;INDF;MASC+FEM;PL	
jane	jane	jane	jane	N;INDF;MASC+FEM;SG	
udbrud	kitörések	udbrud	kitörés	N;INDF;NEUT;SG	N;NOM;PL
berømt	híres	berømt	híres	ADJ;INDF;SG	
berømt	híresség	berømt	híresség	ADJ;INDF;SG	N;NOM;SG
mangel	hiány	mangel	hiány	N;INDF;MASC+FEM;SG	
mangel	hiány	mangel	hiány	N;INDF;MASC+FEM;SG	
mangel	hiány	mangel	hiány	N;INDF;MASC+FEM;SG	
nicolai	nicolai	nicolai	nicolai	PROPN	
nicolai	nyikolaj	nicolai	nyikolaj	PROPN	
hamborg	hamburg	hamborg	hamburg	PROPN	N;NOM;SG
heste	lovas	hest	lovas	N;INDF;MASC+FEM;PL	
heste	ló	hest	ló	N;INDF;MASC+FEM;PL	N;NOM;SG
florida	floridai	florida	floridai		
florida	floridában	florida	florida		N;IN+ESS;SG
florida	florida	florida	florida		
florida	floridába	florida	florida		N;IN+ALL;SG
klaus	klaus	klaus	klaus		
nærliggende	közelben	nærliggende	közel	ADJ	N;IN+ESS;SG
nærliggende	közeli	nærliggende	közeli	ADJ	
forbudt	tilos	forbudt	tilos	ADJ;INDF;SG	
forbudt	tiltott	forbudt	tilt	ADJ;INDF;SG	V;INDF;IND;SG;3;PST;FIN;ACT
forbudt	tilos	forbudt	tilos	ADJ;INDF;SG	
forbudt	tiltott	forbudt	tilt	ADJ;INDF;SG	V;INDF;IND;SG;3;PST;FIN;ACT
forbudt	tiltott	forbudt	tilt	ADJ;INDF;SG	V;INDF;IND;SG;3;PST;FIN;ACT
elsker	szeretettel	elske	szeretet	V;IND;PRS;FIN;ACT	N;INS;SG
elsker	love	elske	love	V;IND;PRS;FIN;ACT	
elsker	szeretet	elske	szeretet	V;IND;PRS;FIN;ACT	N;NOM;SG
elsker	szerelem	elske	szerelem	V;IND;PRS;FIN;ACT	N;NOM;SG
borgen	vár	borgen	vár	N;DEF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
borgen	castle	borgen	castle	N;DEF;MASC+FEM;SG	
dreng	kölyök	dreng	kölyök	N;INDF;MASC+FEM;SG	
hovedsagelig	főként	hovedsagelig	főként	ADV	
hovedsagelig	főleg	hovedsagelig	főleg	ADV	
ramte	ütés	ramme	ütés	V;IND;PST;FIN;ACT	N;NOM;SG
ramte	találat	ramme	találat	V;IND;PST;FIN;ACT	N;NOM;SG
hjælper	segéd	hjælpe	segéd	V;IND;PRS;FIN;ACT	
hjælper	segítő	hjælpe	segítő	V;IND;PRS;FIN;ACT	ADJ;NOM;SG
alex	alex	alex	alex		
stephen	stephen	steph	stephen	N;INDF;MASC+FEM;SG	
stephen	istván	steph	istván	N;INDF;MASC+FEM;SG	
png	png	png	png	N;INDF;MASC+FEM;SG	N;NOM;PL
udgiver	kiadó	udgive	kiadó	V;IND;PRS;FIN;ACT	N;NOM;SG
udgiver	kiadás	udgive	kiadás	V;IND;PRS;FIN;ACT	N;NOM;SG
udgiver	kiadó	udgive	kiadó	V;IND;PRS;FIN;ACT	N;NOM;SG
udgiver	közzététel	udgive	közzététel	V;IND;PRS;FIN;ACT	N;NOM;SG
firma	határozott	firma	határoz	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
jugoslavien	jugoszlávia	jugoslavie	jugoszlávia	PROPN	N;NOM;SG
tilbyder	ajánlatok	tilbyde	ajánlat	V;IND;PRS;FIN;ACT	N;NOM;PL
tilbyder	ajánlat	tilbyde	ajánlat	V;IND;PRS;FIN;ACT	N;NOM;SG
tilbyder	ajánlatokat	tilbyde	ajánlat	V;IND;PRS;FIN;ACT	N;ACC;PL
edition	kiadás	edition	kiadás		N;NOM;SG
sæt	szett	sætte	szett	V;IMP	N;NOM;SG
sæt	set	sætte	set	V;IMP	
sæt	beállítva	sætte	beállítva	V;IMP	ADV;V.CVB
sæt	forgatás	sætte	forgatás	V;IMP	N;NOM;SG
sæt	díszlet	sætte	díszlet	V;IMP	N;NOM;SG
sæt	készletek	sætte	készlet	V;IMP	N;NOM;PL
sæt	készlet	sætte	készlet	V;IMP	N;NOM;SG
minde	emlékek	minde	emlék	N;INDF;NEUT;SG	N;NOM;PL
contest	pályázat	contest	pályázat	ADJ	N;NOM;SG
contest	verseny	contest	verseny	ADJ	N;NOM;SG
inspiration	ihlet	inspiration	ihlet	N;INDF;MASC+FEM;SG	
drenge	fiuk	dreng	fiuk	N;INDF;MASC+FEM;PL	N;NOM;SG
bånd	felvételeket	bånd	felvétel	N;INDF;NEUT;SG	N;ACC;PL
bånd	szalagok	bånd	szalag	N;INDF;NEUT;SG	N;NOM;PL
eva	eva	eva	eva		
eva	éva	eva	év		N;NOM;SG
eva	éva	eva	év		N;NOM;SG
eva	eve	eva	eve		
lewis	lewis	lewis	lewis		
centre	központok	centre	központ	N;INDF;MASC+FEM;SG	N;NOM;PL
centre	központok	centre	központ	N;INDF;MASC+FEM;SG	N;NOM;PL
dans	dance	dans	dance	N;INDF;MASC+FEM;SG	
dans	táncolj	dans	táncol	N;INDF;MASC+FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
dans	táncolni	dans	táncol	N;INDF;MASC+FEM;SG	V;NFIN;ACT
dans	táncolni	dans	táncol	N;INDF;MASC+FEM;SG	V;NFIN;ACT
dans	táncol	dans	táncol	N;INDF;MASC+FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
sårede	sérült	såre	sérül	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sårede	megsérült	såre	meg+sérül	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sårede	sérült	såre	sérül	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
sårede	sebesült	såre	sebesül	V;PL;PST;V.PTCP	V;INDF;IND;SG;3;PST;FIN;ACT
irsk	írek	irsk	ír	N;INDF;NEUT;SG	N;NOM;PL
irsk	ír	irsk	ír	N;INDF;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
løse	lazán	løse	lazán	V;NFIN;ACT	
