kategória	kategorii	kategória	kategoria	N;NOM;FEM;SG	N;GEN;FEM;SG
mimoriadne	wyjątkowa	mimoriadne	wyjątkowy	ADV	ADJ;NOM;FEM;SG
mimoriadne	wyjątkowy	mimoriadne	wyjątkowy	ADV	ADJ;NOM;MASC;SG
mimoriadne	nadzwyczajne	mimoriadne	nadzwyczajny	ADV	ADJ;NOM;NEUT;SG
mimoriadne	niezwykła	mimoriadne	niezwykły	ADV	ADJ;NOM;FEM;SG
mimoriadne	nadzwyczajny	mimoriadne	nadzwyczajny	ADV	ADJ;NOM;MASC;SG
mimoriadne	niezwykłe	mimoriadne	niezwykłe	ADV	ADJ;NOM;NEUT;SG
kyseliny	kwasów	kyselina	kwas	N;NOM;FEM;PL	N;GEN;MASC;PL
kyseliny	kwas	kyselina	kwas	N;NOM;FEM;PL	N;NOM;MASC;SG
vydania	wydania	vydanie	wydać	N;NOM;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
vydania	wydania	vydanie	wydać	N;NOM;NEUT;PL	N;PFV;GEN;NEUT;SG;POS;V.MSDR
vydania	uwalnia	vydanie	uwalniać	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
tabuľka	tabeli	tabuľka	tabel	N;NOM;FEM;SG	
tabuľka	tabela	tabuľka	tabel	N;NOM;FEM;SG	
operácia	operacje	operácia	operacja	N;NOM;FEM;SG	N;NOM;FEM;PL
operácia	chirurgii	operácia	chirurgia	N;NOM;FEM;SG	N;GEN;FEM;SG
operácia	chirurgia	operácia	chirurgia	N;NOM;FEM;SG	
ázii	azja	ázii	azja	PROPN;NOM;FEM;SG	
básne	wierszy	báseň	wierszyć	N;NOM;FEM;PL	N;GEN;MASC;PL
austrálii	australii	austráliť	australia	N;DAT;FEM;SG	PROPN;GEN;FEM;SG
austrálii	australia	austráliť	australia	N;DAT;FEM;SG	PROPN;NOM;FEM;SG
linka	line	linko	liny	N;NOM;FEM;SG	
linka	linii	linko	linia	N;NOM;FEM;SG	N;GEN;FEM;SG
výbor	komitetu	výbor	komitet	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
opera	opera	oper	opera	N;NOM;FEM;SG	
opera	opery	oper	opera	N;NOM;FEM;SG	
opera	operę	oper	opera	N;NOM;FEM;SG	N;ACC;FEM;SG
opera	operze	oper	operz	N;NOM;FEM;SG	
použitím	używanie	použitie	używać	N;INS;NEUT;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
použitím	użycie	použitie	użyć	N;INS;NEUT;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
použitím	używając	použitie	używać	N;INS;NEUT;SG	V;IPFV;PRS;V.CVB;ACT
štvrtý	czwartego	štvrtý	czwarty	ADJ;ANIM;NOM;MASC;SG	ADJ;ACC;MASC;SG
štvrtý	czwarte	štvrtý	czwarty	ADJ;ANIM;NOM;MASC;SG	
štvrtý	czwarta	štvrtý	czwarty	ADJ;ANIM;NOM;MASC;SG	
konštrukcie	struktury	konštrukcia	struktura	N;NOM;FEM;PL	N;ACC;FEM;PL
konštrukcie	konstrukcji	konštrukcia	konstrukcja	N;NOM;FEM;PL	N;GEN;FEM;SG
stretnutí	zebrania	stretnutie	zebraniać	N;NOM;NEUT;PL	N;NOM;NEUT;SG
stretnutí	spotkań	stretnutie	spotkanie	N;NOM;NEUT;PL	N;GEN;NEUT;PL
stretnutí	posiedzenia	stretnutie	posiedzenie	N;NOM;NEUT;PL	N;NOM;NEUT;SG
nádrž	czołg	nádrž	czołg	N;NOM;FEM;SG	N;ACC;MASC;SG
nádrž	tank	nádrž	tank	N;NOM;FEM;SG	
vnútra	wnętrze	vnútro	wnętrze	N;NOM;NEUT;PL	N;NOM;NEUT;SG
vnútra	wnętrz	vnútro	wnętrz	N;NOM;NEUT;PL	
vnútra	wnętrza	vnútro	wnętrze	N;NOM;NEUT;PL	N;NOM;NEUT;SG
vnútra	wewnętrzne	vnútro	wewnętrzny	N;NOM;NEUT;PL	ADJ;NOM;NEUT;SG
miestne	miejscowa	miestne	miejscowy	ADV	ADJ;NOM;FEM;SG
miestne	lokalny	miestne	lokalny	ADV	ADJ;NOM;MASC;SG
miestne	lokalna	miestne	lokalny	ADV	ADJ;NOM;FEM;SG
miestne	lokalne	miestne	lokalny	ADV	ADJ;NOM;NEUT;SG
miestne	miejscowy	miestne	miejscowy	ADV	ADJ;NOM;MASC;SG
miestne	lokalnych	miestne	lokalny	ADV	ADJ;GEN;MASC;PL
madrid	madryt	madrid	madryt	PROPN;ANIM;NOM;MASC;SG	
režimu	reżim	režim	reżić	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
bývalé	były	bývalý	być	ADJ;NOM;NEUT;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bývalé	poprzednie	bývalý	poprzednie	ADJ;NOM;NEUT;SG	
arcibiskup	arcybiskupa	arcibiskup	arcybiskup	N;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
schmidt	schmidt	schmidt	schmidt	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
dôvod	powody	dôvod	powód	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
dôvod	powodu	dôvod	powodu	N;INAN;NOM;MASC;SG	ADP
lee	lee	lee	lee	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
chemické	chemikalia	chemický	chemikalia	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
dopravné	ruch	dopravný	ruch	ADJ;NOM;NEUT;SG	N;ACC;MASC;SG
dopravné	korki	dopravný	korka	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
dopravné	przewóz	dopravný	przewóz	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
dopravné	transportu	dopravný	transport	ADJ;NOM;NEUT;SG	N;GEN;MASC;SG
dopravné	transport	dopravný	transport	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
raketa	rakietę	raket	rakieta	N;NOM;FEM;SG	N;ACC;FEM;SG
raketa	rakiety	raket	rakieta	N;NOM;FEM;SG	N;ACC;FEM;PL
značky	marek	značka	marek	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
značky	marki	značka	marka	N;NOM;FEM;PL	N;ACC;FEM;SG
značky	brand	značka	brand	N;NOM;FEM;PL	
značky	marka	značka	marka	N;NOM;FEM;PL	
značky	markę	značka	marka	N;NOM;FEM;PL	N;ACC;FEM;SG
značky	marki	značka	marka	N;NOM;FEM;PL	N;ACC;FEM;SG
značky	marek	značka	marek	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
značky	marks	značka	marks	N;NOM;FEM;PL	PROPN;NOM;MASC;SG
značky	znaków	značka	znak	N;NOM;FEM;PL	N;GEN;MASC;PL
allium	allium	allium	allium	N;NOM;FEM;SG	
sankt	sankt	sankt	sankt	PROPN;INAN;NOM;MASC;SG	
viedlo	doprowadziło	viesť	doprowadzić	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;PFV;NEUT;IND;SG;PST;FIN;ACT
viedlo	led	viesť	led	V;IPFV;NEUT;SG;POS;PST;V.PTCP	
pokus	próbowano	pokus	próbować	N;INAN;NOM;MASC;SG	V;IPFV;IND;0;PST;FIN;ACT
pokus	eksperyment	pokus	eksperyment	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
objektu	przedmiot	objekt	przedmiot	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
objektu	obiekt	objekt	obiekt	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
objektu	obiekty	objekt	obiekt	N;INAN;GEN;MASC;SG	N;NOM;MASC;PL
jakub	jacob	jakub	jacob	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
jakub	jakuba	jakub	jakub	PROPN;ANIM;NOM;MASC;SG	
jakub	jakub	jakub	jakub	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jakub	james	jakub	james	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jakub	jakub	jakub	jakub	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jakub	jamesa	jakub	jamesa	PROPN;ANIM;NOM;MASC;SG	
jakub	jakuba	jakub	jakub	PROPN;ANIM;NOM;MASC;SG	
jakub	jakub	jakub	jakub	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
prehľad	przegląd	prehľad	przegląd	N;INAN;NOM;MASC;SG	
hall	hala	hall	hala	PROPN;ANIM;NOM;MASC;SG	
hall	sala	hall	sala	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
hall	holu	hall	hol	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
hall	hall	hall	hall	PROPN;ANIM;NOM;MASC;SG	
zvuk	dźwięki	zvuk	dźwięk	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
zvuk	sound	zvuk	sounda	N;INAN;NOM;MASC;SG	
zvuk	dźwięk	zvuk	dźwięk	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
zvuk	audio	zvuk	audio	N;INAN;NOM;MASC;SG	
zvuk	dźwięk	zvuk	dźwięk	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
mig	migi	mig	miga		
mig	mig	mig	mig		
royal	królewska	royať	królewski	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
royal	królewski	royať	królewski	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
royal	królewskie	royať	królewski	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
royal	royal	royať	royal	PROPN;ANIM;NOM;MASC;SG	
spolok	sabat	spolok	sabat	N;INAN;NOM;MASC;SG	
spolok	society	spolok	societa	N;INAN;NOM;MASC;SG	
spolok	społeczeństwa	spolok	społeczeństwo	N;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
spolok	gildii	spolok	gildia	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
foto	zdjęcia	foto	zdjęcie	N;NOM;NEUT;SG	N;NOM;NEUT;PL
foto	foto	foto	foto	N;NOM;NEUT;SG	
severné	północnej	severný	północny	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
severné	północ	severný	północ	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
severné	north	severný	north	ADJ;NOM;NEUT;SG	
severné	północ	severný	północ	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
severné	północna	severný	północny	ADJ;NOM;NEUT;SG	
severné	północnej	severný	północny	ADJ;NOM;NEUT;SG	ADJ;GEN;FEM;SG
severné	północny	severný	północny	ADJ;NOM;NEUT;SG	N;ACC;MASC;SG
hlasovania	głosów	hlasovanie	głos	N;NOM;NEUT;PL	N;GEN;MASC;PL
hlasovania	głosowania	hlasovanie	głosować	N;NOM;NEUT;PL	N;GEN;NEUT;SG
hlasovania	głosowanie	hlasovanie	głosować	N;NOM;NEUT;PL	N;NOM;NEUT;SG;POS;V.MSDR
hlasovania	głosuje	hlasovanie	głosować	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
hlasovania	głosujemy	hlasovanie	głosować	N;NOM;NEUT;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
hlasovania	głosowania	hlasovanie	głosować	N;NOM;NEUT;PL	N;GEN;NEUT;SG
parametra	parametry	parameter	parametra	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
živočíchy	zwierząt	živočíchy	zwierzę	N;INAN;NOM;MASC;PL	N;GEN;NEUT;PL
côtes	côtes	côtes	côtes	N;INAN;NOM;MASC;SG	
tok	tok	tok	tok	N;INAN;NOM;MASC;SG	
tok	przepływu	tok	przepływ	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
tok	przepływy	tok	przepływ	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
band	band	band	band	PROPN;ANIM;NOM;MASC;SG	
band	pasmo	band	pasmo	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
band	zespołu	band	zespół	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
band	zespół	band	zespół	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
samostatné	dyskretnych	samostatný	dyskretny	ADJ;NOM;NEUT;SG	ADJ;GEN;MASC;PL
stanicu	posterunek	stanica	posterunek	N;ACC;FEM;SG	N;NOM;MASC;SG
stanicu	stacji	stanica	stacja	N;ACC;FEM;SG	N;GEN;FEM;SG
stanicu	stacja	stanica	stacja	N;ACC;FEM;SG	N;NOM;FEM;SG
stanicu	dworzec	stanica	dworzec	N;ACC;FEM;SG	N;NOM;MASC;SG
vozidlá	pojazd	vozidlo	pojazd	N;NOM;NEUT;PL	N;NOM;MASC;SG
vozidlá	nośnik	vozidlo	nośnik	N;NOM;NEUT;PL	N;NOM;MASC;SG
vozidlá	pojazdu	vozidlo	pojazd	N;NOM;NEUT;PL	N;GEN;MASC;SG
právnik	prawnika	právnik	prawnika	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
modely	modeli	model	model	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
modely	modelki	model	modelka	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
združenie	skojarzenia	združenie	skojarzenie	N;NOM;NEUT;SG	N;NOM;NEUT;PL
združenie	association	združenie	association	N;NOM;NEUT;SG	
obchodné	biznes	obchodný	biznes	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
obchodné	interesy	obchodný	interes	ADJ;NOM;NEUT;SG	N;NOM;MASC;PL
obchodné	business	obchodný	business	ADJ;NOM;NEUT;SG	
obchodné	interes	obchodný	interes	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
song	piosenka	song	piosenka		N;NOM;FEM;SG
song	piosenki	song	piosenka		N;ACC;FEM;PL
song	utwór	song	utwór		N;ACC;MASC;SG
song	pieśń	song	pieśń		
song	song	song	song		
martine	martine	martiňa	martiny	N;DAT;FEM;SG	PROPN;NOM;FEM;SG
google	google	googľa	googl		
gard	gard	gard	gardy	PROPN;ANIM;NOM;MASC;SG	
harry	harrego	harry	harry	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
softvér	oprogramowania	softvéra	oprogramowanie	N;INAN;NOM;MASC;SG	N;GEN;NEUT;SG
softvér	software	softvéra	softwary	N;INAN;NOM;MASC;SG	
ľubomír	ľubomír	ľubomír	ľubomír	PROPN;ANIM;NOM;MASC;SG	
spôsobuje	powodujące	spôsobovať	powodować	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;ACT
spôsobuje	spowodowanie	spôsobovať	spowodować	V;IPFV;IND;SG;3;POS;PRS;FIN	N;PFV;NOM;NEUT;SG;POS;V.MSDR
spôsobuje	przyczyny	spôsobovať	przyczyna	V;IPFV;IND;SG;3;POS;PRS;FIN	N;ACC;FEM;PL
spôsobuje	przyczyn	spôsobovať	przyczyna	V;IPFV;IND;SG;3;POS;PRS;FIN	N;GEN;FEM;PL
tábor	obozy	tábor	obóz	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
tábor	obozu	tábor	obóz	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
tábor	camp	tábor	campa	N;INAN;NOM;MASC;SG	
vyplýva	łodygi	vyplývať	łodyg	V;IPFV;IND;SG;3;POS;PRS;FIN	N;ACC;FEM;PL
hot	gorąco	hot	gorąco		ADV
hot	hot	hot	hot		
hot	gorące	hot	gorący		ADJ;NOM;NEUT;SG
hot	gorąca	hot	gorący		ADJ;NOM;FEM;SG
hot	gorący	hot	gorący		ADJ;NOM;MASC;SG
zbierky	kolekcji	zbierka	kolekcja	N;NOM;FEM;PL	N;GEN;FEM;SG
oltár	ołtarzu	oltár	ołtarz	N;INAN;NOM;MASC;SG	N;INS;MASC;SG
oltár	ołtarza	oltár	ołtarz	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
krídlo	flankę	krídlo	flanka	N;NOM;NEUT;SG	N;ACC;FEM;SG
krídlo	wing	krídlo	wing	N;NOM;NEUT;SG	
min	min	min	mina		
stone	kamienia	stoňa	kamień	PROPN;ANIM;NOM;MASC;SG	N;GEN;MASC;SG
stone	stone	stoňa	stone	PROPN;ANIM;NOM;MASC;SG	
stone	kamienie	stoňa	kamień	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
stone	kamień	stoňa	kamień	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
ponúka	ofert	ponúkať	ofert	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;PL;FIN;ACT
ponúka	oferty	ponúkať	oferta	V;IPFV;IND;SG;3;POS;PRS;FIN	N;ACC;FEM;PL
ponúka	oferowanie	ponúkať	oferować	V;IPFV;IND;SG;3;POS;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
pamätník	pomnik	pamätník	pomnik	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
pamätník	pomnik	pamätník	pomnik	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
technológie	technologii	technológia	technologia	N;NOM;FEM;PL	N;GEN;FEM;SG
technológie	technologia	technológia	technologia	N;NOM;FEM;PL	N;NOM;FEM;SG
technológie	technologii	technológia	technologia	N;NOM;FEM;PL	N;GEN;FEM;SG
technológie	technika	technológia	technika	N;NOM;FEM;PL	N;NOM;FEM;SG
day	dnia	deň	dzień	INTJ	N;GEN;MASC;SG
day	dzień	deň	dzień	INTJ	N;NOM;MASC;SG
day	dzien	deň	dzien	INTJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žili	mieszkał	žiť	mieszkać	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žili	żyła	žiť	żyć	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;FEM;IND;SG;PST;FIN;ACT
žili	żył	žiť	żyć	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
žili	żył	žiť	żyć	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN;ACT
tradície	tradycja	tradícia	tradycja	N;NOM;FEM;PL	N;NOM;FEM;SG
tradície	tradycji	tradícia	tradycja	N;NOM;FEM;PL	N;GEN;FEM;SG
tradície	tradycję	tradícia	tradycja	N;NOM;FEM;PL	N;ACC;FEM;SG
tradície	tradycja	tradícia	tradycja	N;NOM;FEM;PL	N;NOM;FEM;SG
tradície	tradycji	tradícia	tradycja	N;NOM;FEM;PL	N;GEN;FEM;SG
krista	krista	kristus	kristać	N;ANIM;ACC;MASC;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
krista	chryste	kristus	chrysty	N;ANIM;ACC;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
krista	chrystus	kristus	chrystus	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
bridge	most	bridga	most	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
bridge	mostek	bridga	mostek	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
bridge	bridge	bridga	bridgy	PROPN;ANIM;NOM;MASC;SG	
vytvorený	utworzono	vytvorený	utworzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
vytvorený	stworzył	vytvorený	stworzyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
strávil	spędzony	stráviť	spędzić	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
kyselina	kwasy	kyselina	kwas	N;NOM;FEM;SG	N;NOM;MASC;PL
objem	objętości	objem	objętość	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
objem	wielkość	objem	wielkość	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
objem	pojemność	objem	pojemność	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
kanál	kanału	kanál	kanał	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
kanál	kanały	kanál	kanał	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
kanál	kanał	kanál	kanał	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
kanál	channel	kanál	channel	N;INAN;NOM;MASC;SG	
náklady	koszt	náklad	koszt	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
katarína	katarína	katarín	katarrny	N;NOM;FEM;SG	
katarína	katarina	katarín	katarin	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
paláca	pałac	palác	pałac	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
paláca	palace	palác	palak	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
buniek	ogniwa	bunka	ogniwy	N;GEN;FEM;PL	
buniek	komórki	bunka	komórka	N;GEN;FEM;PL	N;NOM;FEM;PL
sekúnd	sekund	sekunda	sekunda	N;GEN;FEM;PL	
sekúnd	sekundy	sekunda	sekunda	N;GEN;FEM;PL	N;ACC;FEM;SG
kontrolu	sprawdzamy	kontrola	sprawdzać	N;ACC;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
kontrolu	sprawdzam	kontrola	sprawdzać	N;ACC;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
kontrolu	sprawdzanie	kontrola	sprawdzać	N;ACC;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
kontrolu	sprawdzenie	kontrola	sprawdzenie	N;ACC;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
barcelona	barça	barcelon	barça	N;INAN;GEN;MASC;SG	
budapešť	budapeszcie	budapešť	budapeszyć	N;NOM;MASC;SG	PROPN;VOC;MASC;SG
deux	deux	deux	deux		
grécke	grecja	grécko	grecja	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
minerály	minerałów	minerál	minerał	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
arthur	arthur	arthur	arthura	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
arthur	arturze	arthur	artura	N;ANIM;NOM;MASC;SG	
arthur	artur	arthur	artura	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jeseň	jesień	jeseň	jesień	N;NOM;FEM;SG	
jeseň	jesieni	jeseň	jesień	N;NOM;FEM;SG	
jeseň	jesień	jeseň	jesień	N;NOM;FEM;SG	
údolí	doliny	údolie	dolina	N;NOM;NEUT;SG	
reakcie	reakcji	reakcia	reakcja	N;NOM;FEM;PL	N;GEN;FEM;SG
reakcie	odpowiedzi	reakcia	odpowiedź	N;NOM;FEM;PL	N;ACC;FEM;PL
reakcie	reakcja	reakcia	reakcja	N;NOM;FEM;PL	N;NOM;FEM;SG
reakcie	reakcji	reakcia	reakcja	N;NOM;FEM;PL	N;GEN;FEM;SG
knihu	książka	kniha	książka	N;ACC;FEM;SG	N;NOM;FEM;SG
knihu	książki	kniha	książka	N;ACC;FEM;SG	N;NOM;FEM;PL
knihu	księga	kniha	ksiągać	N;ACC;FEM;SG	
vytvorené	utworzono	vytvorený	utworzyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
vytvorené	stworzył	vytvorený	stworzyć	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
umiestnený	położony	umiestnený	położyć	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	
umiestnený	stacjonował	umiestnený	stacjonować	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;IPFV;MASC;IND;SG;PST;FIN;ACT
pravidiel	zasady	pravidlo	zasada	N;GEN;NEUT;PL	N;ACC;FEM;PL
pravidiel	reguły	pravidlo	reguła	N;GEN;NEUT;PL	
pravidiel	zasadami	pravidlo	zasada	N;GEN;NEUT;PL	N;INS;FEM;PL
častice	cząstek	častica	cząstka	N;NOM;FEM;PL	N;GEN;FEM;PL
častice	cząstek	častica	cząstka	N;NOM;FEM;PL	N;GEN;FEM;PL
častice	cząstka	častica	cząstka	N;NOM;FEM;PL	N;NOM;FEM;SG
dali	dali	dať	dal	V;ANIM;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;PL;PST;FIN;ACT
dali	dały	dať	dać	V;ANIM;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;IND;PL;PST;FIN;ACT
dali	dał	dať	dać	V;ANIM;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN;ACT
mestský	urban	mestský	urbany	ADJ;ANIM;NOM;MASC;SG	
mestský	miejskich	mestský	miejski	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;MASC;PL
rozhodnutie	decyzje	rozhodnutie	decyzja	N;NOM;NEUT;SG	N;NOM;FEM;PL
rozhodnutie	decyzji	rozhodnutie	decyzja	N;NOM;NEUT;SG	N;GEN;FEM;SG
scott	scotta	scott	scottać	PROPN;ANIM;NOM;MASC;SG	
scott	scott	scott	scott	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
bardejov	bardejów	bardej	bardej	N;ANIM;NOM;MASC;SG	N;ACC;MASC;PL
corse	corse	corsa	corsa	N;INAN;NOM;MASC;SG	
západná	zachodnia	západný	zachodni	ADJ;NOM;FEM;SG	
západná	west	západný	wysta	ADJ;NOM;FEM;SG	
západná	zachodni	západný	zachodni	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
západná	zachód	západný	zachód	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
západná	zachodnia	západný	zachodni	ADJ;NOM;FEM;SG	
západná	zachodni	západný	zachodni	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
západná	western	západný	western	ADJ;NOM;FEM;SG	
osobne	osobiscie	osobne	osobiscie	ADV	
obranca	obrońcę	obranca	obrońca	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
základný	podstawowego	základný	podstawowy	ADJ;INAN;NOM;MASC;SG	ADJ;ACC;MASC;SG
základný	podstawowa	základný	podstawowy	ADJ;INAN;NOM;MASC;SG	
višnjan	višnjan	višnjan	vimnjanin	N;NOM;MASC;SG	
back	back	back	back	PROPN;ANIM;VOC;MASC;SG	
back	wstecz	back	wstecz	PROPN;ANIM;VOC;MASC;SG	
back	powrót	back	powrót	PROPN;ANIM;VOC;MASC;SG	
olomouc	ołomuniec	olomouc	ołomuniec	PROPN;NOM;MASC;SG	
zvíťazil	wygrane	zvíťaziť	wygrany	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG
zvíťazil	won	zvíťaziť	won	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	
bývalá	były	bývalý	być	ADJ;NOM;FEM;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bývalá	poprzednie	bývalý	poprzednie	ADJ;NOM;FEM;SG	
kedysi	raz	kedysi	raz	ADV	N;ACC;MASC;SG
lès	lès	lès	lès	PROPN;ANIM;NOM;MASC;SG	
urobil	zrobione	urobiť	zrobić	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
robí	robienie	robiť	robić	V;IPFV;IND;SG;3;POS;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
robí	robię	robiť	robić	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
cyklus	cyklu	cyklus	cykl	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
inline	inline	inlina	inliny	N;INAN;NOM;MASC;SG	
