skapande	creación	skapande	creación	ADJ;NOM;PRS;V.PTCP	N
care	igual	care	igual	N;NOM;INDF;MASC+FEM;SG	ADV
care	me	care	me	N;NOM;INDF;MASC+FEM;SG	PRO
stängd	pechada	stänga	pechada	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
stängd	pechado	stänga	pechado	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
stängd	pechou	stänga	pechar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
stängd	pechados	stänga	pechar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
stängd	sondaxes	stänga	sondaxe	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
lunch	xantar	lunch	xantar	N;NOM;INDF;MASC+FEM;SG	V
lunch	o	lunch	o	N;NOM;INDF;MASC+FEM;SG	DET
lunch	comer	lunch	comer	N;NOM;INDF;MASC+FEM;SG	V
militärer	militares	militär	militar	N;NOM;INDF;MASC+FEM;PL	V
militärer	militar	militär	militar	N;NOM;INDF;MASC+FEM;PL	ADJ
congo	congo	congo	congo	N;NOM;INDF;NEUT;SG	PROPN
dold	oculto	dölja	oculto	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
dold	oculta	dölja	oculto	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
dold	ocultas	dölja	oculto	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
dold	escondidos	dölja	esconder	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
dold	escondidas	dölja	esconder	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
såvida	a	såvida	o	ADV	DET
såvida	non	såvida	non	ADV	PART
såvida	ser	såvida	ser	ADV	V
såvida	que	såvida	que	ADV	PRO
såvida	se	såvida	se	ADV	CONJ
såvida	agás	såvida	agás	ADV	ADP
såvida	salvo	såvida	salvo	ADV	ADP
hai	hai	hai	haber	N;NOM;INDF;NEUT;SG	V
stolt	de	stolt	de	ADJ;NOM;INDF;MASC+FEM;SG	ADP
forma	a	forma	o	V;IMP;FIN;ACT	DET
trent	trent	tren	trent	PROPN;NOM	PROPN
omgående	inmediatamente	omgående	inmediatamente	ADJ;NOM;PRS;V.PTCP	ADV
omgående	axiña	omgående	axiña	ADJ;NOM;PRS;V.PTCP	ADV
omgående	de	omgående	de	ADJ;NOM;PRS;V.PTCP	ADP
magen	o	mage	o	N;NOM;DEF;MASC+FEM;SG	DET
omdöme	xuízo	omdöme	xuízo	V;IMP;FIN;ACT	N
distinkta	entre	distinkt	entre	ADJ;NOM;PL	ADP
eftermiddagen	serán	eftermiddag	ser	N;NOM;DEF;MASC+FEM;SG	V
hängande	colgar	hänga	colgar	ADJ;NOM;PRS;V.PTCP	V
hängande	pendurada	hänga	pendurar	ADJ;NOM;PRS;V.PTCP	V
hängande	a	hänga	o	ADJ;NOM;PRS;V.PTCP	DET
hängande	colgar	hänga	colgar	ADJ;NOM;PRS;V.PTCP	V
nacken	deles	nacken	del	N;NOM;DEF;MASC+FEM;SG	PROPN
mentala	mentais	mental	mental	ADJ;NOM;PL	N
ifrågasätta	pregunta	ifrågasätta	pregunta	V;IMP;FIN;ACT	N
ifrågasätta	cuestión	ifrågasätta	cuestión	V;IMP;FIN;ACT	N
inse	que	inse	que	V;IMP;FIN;ACT	PRO
inse	conta	inse	conta	V;IMP;FIN;ACT	N
powers	poderes	pow	poder	PROPN;NOM	V
barack	barack	barack	barack	N;NOM;INDF;MASC+FEM;SG	PROPN
etiska	de	etisk	de	ADJ;NOM;PL	ADP
etiska	ética	etisk	ética	ADJ;NOM;PL	N
basis	a	basis	o	N;NOM;INDF;MASC+FEM;SG	DET
utsidan	do	utsida	do	N;NOM;DEF;MASC+FEM;SG	PROPN
utsidan	fóra	utsida	fóra	N;NOM;DEF;MASC+FEM;SG	ADV
utsidan	fora	utsida	ir	N;NOM;DEF;MASC+FEM;SG	V
laddade	cargada	laddad	cargar	ADJ;NOM;PL;PST;V.PTCP	V
beställde	que	beställa	que	V;IND;PST;FIN;ACT	PRO
beställde	atención	beställa	atención	V;IND;PST;FIN;ACT	N
simma	baño	simma	baño	V;IMP;FIN;ACT	N
simma	piscina	simma	piscina	V;IMP;FIN;ACT	N
simma	á	simma	á	V;IMP;FIN;ACT	N
simma	a	simma	o	V;IMP;FIN;ACT	DET
misslyckande	por	misslycka	por	ADJ;NOM;PRS;V.PTCP	ADP
misslyckande	imaxinación	misslycka	imaxinación	ADJ;NOM;PRS;V.PTCP	N
misslyckande	fracaso	misslycka	fracaso	ADJ;NOM;PRS;V.PTCP	N
misslyckande	fracasado	misslycka	fracasar	ADJ;NOM;PRS;V.PTCP	V
falskt	finxilo	falsk	finxilo	ADJ;NOM;INDF;NEUT;SG	N
anhöriga	parentes	anhörig	parente	ADJ;NOM;PL	N
rullar	rolling	rulla	rolling	V;IND;PRS;FIN;ACT	PROPN
rullar	e	rulla	e	V;IND;PRS;FIN;ACT	CONJ
användningsområden	usa	användningsområde	usar	N;NOM;INDF;NEUT;PL	V
kombinerad	combinados	kombinerad	combinar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
kombinerad	combinadas	kombinerad	combinar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
kombinerad	deben	kombinerad	deber	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
kombinerad	as	kombinerad	o	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	DET
byggande	construción	bygga	construción	ADJ;NOM;PRS;V.PTCP	N
byggande	construcción	bygga	construcción	ADJ;NOM;PRS;V.PTCP	N
byggande	construír	bygga	construír	ADJ;NOM;PRS;V.PTCP	V
byggande	construtora	bygga	construtor	ADJ;NOM;PRS;V.PTCP	N
priserna	os	pris	o	N;NOM;DEF;NEUT;PL	DET
trött	cansa	trött	cansar	ADJ;NOM;INDF;MASC+FEM;SG	V
trött	canso	trött	canso	ADJ;NOM;INDF;MASC+FEM;SG	ADV
ond	mal	ond	mal	ADJ;NOM;INDF;MASC+FEM;SG	ADV
ond	malo	ond	malo	ADJ;NOM;INDF;MASC+FEM;SG	PROPN
ond	maldade	ond	maldade	ADJ;NOM;INDF;MASC+FEM;SG	N
barndomen	da	barndom	da	N;NOM;DEF;MASC+FEM;SG	V
betonar	estrés	betona	estrés	V;IND;PRS;FIN;ACT	PROPN
logiska	lóxica	logisk	lóxica	ADJ;NOM;PL	N
körning	conducir	körning	conducir	N;NOM;INDF;MASC+FEM;SG	V
körning	conducindo	körning	conducir	N;NOM;INDF;MASC+FEM;SG	V
körning	a	körning	o	N;NOM;INDF;MASC+FEM;SG	DET
picasso	picasso	picasso	picasso	PROPN;NOM	N
tår	dos	tå	dos	N;NOM;INDF;MASC+FEM;PL	PROPN
koncentration	de	koncentration	de	N;NOM;INDF;MASC+FEM;SG	ADP
blinda	cegas	blind	cega	ADJ;NOM;PL	N
blinda	cega	blind	cega	ADJ;NOM;PL	N
blinda	cego	blind	cego	ADJ;NOM;PL	N
blinda	cegos	blind	cego	ADJ;NOM;PL	N
illusion	a	illusion	o	N;NOM;INDF;MASC+FEM;SG	DET
utvidgade	a	utvidga	o	ADJ;NOM;PL;PST;V.PTCP	DET
anordning	de	anordning	de	N;NOM;INDF;MASC+FEM;SG	ADP
parallell	paralelo	parallell	paralelo	N;NOM;INDF;MASC+FEM;SG	ADJ
reality	a	reality	o	N;NOM;INDF;MASC+FEM;SG	DET
blocket	bloquear	block	bloquear	N;NOM;DEF;NEUT;SG	V
övningar	dirixe	övning	dirixe	N;NOM;INDF;MASC+FEM;PL	V
övningar	un	övning	un	N;NOM;INDF;MASC+FEM;PL	DET
korsa	cruz	korsa	cruz	V;IMP;FIN;ACT	N
korsa	crosstree	korsa	crosstree	V;IMP;FIN;ACT	PROPN
grundval	a	grundval	o	N;NOM;INDF;NEUT;SG	DET
hiv	vih	hiv	vih	N;NOM;INDF;NEUT;SG	PROPN
hiv	o	hiv	o	N;NOM;INDF;NEUT;SG	DET
mönstret	de	mönster	de	N;NOM;DEF;NEUT;SG	ADP
påbörjad	comecei	påbörjad	comecer	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
påbörjad	a	påbörjad	o	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	DET
påbörjad	comezamos	påbörjad	comezar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
påbörjad	empecei	påbörjad	empecar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
påbörjad	comezou	påbörjad	comezar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
påbörjad	a	påbörjad	o	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	DET
påbörjad	comezaron	påbörjad	comezar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
lyckligt	e	lycklig	e	ADJ;NOM;INDF;NEUT;SG	CONJ
respons	de	respons	de	N;NOM;INDF;MASC+FEM;SG	ADP
ansluten	conectados	ansluta	conectar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
ansluten	conectada	ansluta	conectar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
ansluten	conectado	ansluta	conectar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
ansluten	con	ansluta	con	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADP
ansluten	conectadas	ansluta	conectar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
ansluten	conectan	ansluta	conectar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
associerad	asociados	associerad	asociar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
associerad	coa	associerad	coar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
associerad	asociado	associerad	asociar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
dramatiskt	forma	dramatisk	forma	ADV	N
dramatiskt	ao	dramatisk	ao	ADV	PROPN
dramatiskt	radical	dramatisk	radical	ADV	ADJ
vakt	de	vakt	de	N;NOM;INDF;MASC+FEM;SG	ADP
kathleen	kathleen	kathle	kathleen	PROPN;NOM	PROPN
domarna	os	dom	o	N;NOM;DEF;MASC+FEM;PL	DET
midnatt	medianoite	midnatt	medianoite	N;NOM;INDF;MASC+FEM;SG	PROPN
midnatt	da	midnatt	da	N;NOM;INDF;MASC+FEM;SG	V
afton	serán	afton	ser	N;NOM;INDF;MASC+FEM;SG	V
attackera	ataque	attackera	ataque	V;IMP;FIN;ACT	N
bota	cura	bota	curo	V;IMP;FIN;ACT	N
bota	curación	bota	curación	V;IMP;FIN;ACT	N
bota	interesábame	bota	interesábame	V;IMP;FIN;ACT	PROPN
tunt	no	tunt	no	ADJ;NOM;INDF;NEUT;SG	V
erfarna	experimentou	erfare	experimentar	ADJ;NOM;PL	V
erfarna	experiencia	erfare	experiencia	ADJ;NOM;PL	N
erfarna	experimentado	erfare	experimentar	ADJ;NOM;PL	V
erfarna	nisto	erfare	nisto	ADJ;NOM;PL	ADV
insamling	de	insamling	de	N;NOM;INDF;MASC+FEM;SG	ADP
våldtäkt	violación	våldtäkt	violación	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
våldtäkt	viólanme	våldtäkt	viólanme	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN
kollektiv	colectiva	kollektiv	colectivo	N;NOM;INDF;MASC+FEM;SG	ADJ
professionellt	profesionais	professionell	profesional	ADJ;NOM;INDF;NEUT;SG	N
professionellt	un	professionell	un	ADJ;NOM;INDF;NEUT;SG	DET
vardagliga	cotiá	vardaglig	cotián	ADJ;NOM;PL	N
eve	eva	eve	eve	N;NOM;INDF;MASC+FEM;SG	PROPN
eve	noitevella	eve	noitevella	N;NOM;INDF;MASC+FEM;SG	PROPN
farväl	deica	farväl	deica	N;NOM;INDF;NEUT;SG	ADV
farväl	adeus	farväl	adeus	N;NOM;INDF;NEUT;SG	PROPN
richie	richie	richie	richie	N;NOM;INDF;MASC+FEM;SG	PROPN
domenico	domenico	domenico	domenico	PROPN;NOM	N
mässa	masiva	mässa	masivo	N;NOM;INDF;MASC+FEM;SG	ADJ
mässa	de	mässa	de	N;NOM;INDF;MASC+FEM;SG	ADP
mässa	xusto	mässa	xusto	N;NOM;INDF;MASC+FEM;SG	ADV
inbjudan	convídovos	inbjuda	convídovo	N;NOM;INDF;MASC+FEM;SG	V
inbjudan	a	inbjuda	o	N;NOM;INDF;MASC+FEM;SG	DET
solar	solar	sola	solar	N;NOM;INDF;MASC+FEM;PL	V
solar	noso	sola	noso	N;NOM;INDF;MASC+FEM;PL	DET
grått	gris	gråda	gris	ADJ;NOM;INDF;NEUT;SG	PROPN
grått	gris	gråda	gris	ADJ;NOM;INDF;NEUT;SG	PROPN
grått	é	gråda	ser	ADJ;NOM;INDF;NEUT;SG	V
yokohama	yokohama	yokohama	colohamar	N;NOM;INDF;MASC+FEM;SG	PROPN
klan	clan	klan	clan	N;NOM;INDF;MASC+FEM;SG	PROPN
klan	do	klan	do	N;NOM;INDF;MASC+FEM;SG	PROPN
klan	dos	klan	dos	N;NOM;INDF;MASC+FEM;SG	PROPN
sök	procura	sök	procura	V;IMP;FIN;ACT	N
socialist	socialista	socialist	socialista	N;NOM;INDF;MASC+FEM;SG	ADJ
menat	que	mena	que	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PRO
menat	dicir	mena	dicir	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
menat	para	mena	para	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADP
menat	significa	mena	significar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
menat	quería	mena	querer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
holding	suxeitando	holding	suxeitar	N;NOM;INDF;MASC+FEM;SG	V
holding	a	holding	o	N;NOM;INDF;MASC+FEM;SG	DET
holding	aguante	holding	aguante	N;NOM;INDF;MASC+FEM;SG	ADV
upplevt	experimentou	uppleva	experimentar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
upplevt	experiencia	uppleva	experiencia	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
upplevt	experimentado	uppleva	experimentar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
upplevt	nisto	uppleva	nisto	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADV
gaser	de	gas	de	N;NOM;INDF;MASC+FEM;PL	ADP
fritid	libre	fritid	libre	N;NOM;INDF;MASC+FEM;SG	ADJ
medvetande	conciencia	medvetande	conciencia	ADJ;NOM;PRS;V.PTCP	N
medvetande	cognición	medvetande	cognición	ADJ;NOM;PRS;V.PTCP	N
medvetande	consciencia	medvetande	consciencia	ADJ;NOM;PRS;V.PTCP	N
medvetande	a	medvetande	o	ADJ;NOM;PRS;V.PTCP	DET
medvetande	conciencia	medvetande	conciencia	ADJ;NOM;PRS;V.PTCP	N
medvetande	da	medvetande	da	ADJ;NOM;PRS;V.PTCP	V
medvetande	consciencia	medvetande	consciencia	ADJ;NOM;PRS;V.PTCP	N
radikalt	radical	radikal	radical	ADV	ADJ
radikalt	radicais	radikal	radical	ADV	N
eureka	eureka	eureka	eureka	PROPN;NOM	PROPN
märka	conta	märka	conta	V;IMP;FIN;ACT	N
märka	que	märka	que	V;IMP;FIN;ACT	PRO
märka	aviso	märka	aviso	V;IMP;FIN;ACT	N
galleriet	de	galleri	de	N;NOM;DEF;NEUT;SG	ADP
tillfångatagen	capturado	tillfångatag	capturado	N;NOM;DEF;MASC+FEM;SG	V
tillfångatagen	capturados	tillfångatag	capturar	N;NOM;DEF;MASC+FEM;SG	V
involverade	involucrado	involvera	involucrar	ADJ;NOM;PL;PST;V.PTCP	V
involverade	que	involvera	que	ADJ;NOM;PL;PST;V.PTCP	PRO
involverade	implicado	involvera	implicar	ADJ;NOM;PL;PST;V.PTCP	V
involverade	involucrada	involvera	involucrar	ADJ;NOM;PL;PST;V.PTCP	V
dömda	condenados	döma	condenado	ADJ;NOM;PL;PST;V.PTCP	V
dömda	a	döma	o	ADJ;NOM;PL;PST;V.PTCP	DET
dömda	condenado	döma	condenar	ADJ;NOM;PL;PST;V.PTCP	V
intervall	de	intervall	de	N;NOM;INDF;NEUT;SG	ADP
intervall	montañosa	intervall	montañoso	N;NOM;INDF;NEUT;SG	ADJ
hiroshima	hiroshima	hiroshim	hiroshima	PROPN;NOM	N
skottlands	escocia	skottland	escocia	PROPN;GEN	PROPN
mussolini	mussolini	mussolini	mussolini	PROPN;NOM	PROPN
noterar	notas	notera	nota	V;IND;PRS;FIN;ACT	N
yen	iens	yen	ien	N;NOM;INDF;MASC+FEM;SG	PROPN
problematiskt	problema	problematisk	problema	ADJ;NOM;INDF;NEUT;SG	N
perfekta	perfectos	perfekta	perfecto	ADJ;NOM;PL	N
hooper	hooper	hooper	hooper	PROPN;NOM	PROPN
humphrey	humphrey	humphrey	humphrey	PROPN;NOM	PROPN
karibien	caribe	karibien	caribe	PROPN;NOM	N
lovat	prometeron	lova	prometer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
lovat	prometín	lova	prometín	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN
lovat	prometinlle	lova	prometinlle	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN
lovat	prometéronme	lova	prometéronme	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	PROPN
lovat	prometida	lova	prometer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
lovat	prometíchesme	lova	prometíchesme	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
lovat	prometo	lova	prometo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
lovat	prometera	lova	prometer	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
mean	dicir	mean	dicir	N;NOM;INDF;MASC+FEM;SG	V
odla	medra	odla	medra	V;IMP;FIN;ACT	N
fingrar	os	fingra	o	N;NOM;INDF;MASC+FEM;PL	DET
tjejer	as	tjeja	o	N;NOM;INDF;MASC+FEM;PL	DET
trevligt	bonito	trevlig	bonito	ADJ;NOM;INDF;NEUT;SG	N
trevligt	ben	trevlig	ben	ADJ;NOM;INDF;NEUT;SG	ADV
trevligt	bonita	trevlig	bonita	ADJ;NOM;INDF;NEUT;SG	N
dödligt	pecados	dödlig	pecar	ADJ;NOM;INDF;NEUT;SG	N
påminna	que	påminna	que	V;IMP;FIN;ACT	PRO
påminna	lémbrolle	påminna	lémbrolle	V;IMP;FIN;ACT	PROPN
påminna	lembrareille	påminna	lembrareille	V;IMP;FIN;ACT	N
påminna	lembrarlle	påminna	lembrarlle	V;IMP;FIN;ACT	N
påminna	lembrarlles	påminna	lembrarle	V;IMP;FIN;ACT	N
kniv	mackie	kniv	mackie	N;NOM;INDF;MASC+FEM;SG	PROPN
förebyggande	prevención	förebygga	prevención	ADJ;NOM;PRS;V.PTCP	N
gästerna	convidados	gäst	convidar	N;NOM;DEF;MASC+FEM;PL	V
våldsamt	violentamente	våldsam	violentamente	ADJ;NOM;INDF;NEUT;SG	ADV
våldsamt	violencia	våldsam	violencia	ADJ;NOM;INDF;NEUT;SG	N
frankie	frankie	frankie	frankie	PROPN;NOM	N
kombinationen	de	kombination	de	N;NOM;DEF;MASC+FEM;SG	ADP
pisa	pisa	pisa	pisar	PROPN;NOM	PROPN
kostym	para	kostym	para	N;NOM;INDF;MASC+FEM;SG	ADP
kostym	satisfacer	kostym	satisfacer	N;NOM;INDF;MASC+FEM;SG	V
sårad	feridos	såra	ferido	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
sårad	ferido	såra	ferido	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
sårad	dano	såra	dano	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
sårad	ferido	såra	ferido	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N
näsan	o	näsan	o	N;NOM;DEF;MASC+FEM;SG	DET
näsan	no	näsan	no	N;NOM;DEF;MASC+FEM;SG	V
kinesiskt	os	kinesisk	o	N;NOM;INDF;NEUT;SG	DET
kinesiskt	chinesas	kinesisk	chinés	N;NOM;INDF;NEUT;SG	ADJ
kinesiskt	chinesa	kinesisk	chinés	N;NOM;INDF;NEUT;SG	ADJ
attentat	ataca	attentad	ataca	N;NOM;INDF;NEUT;SG	V
attentat	atacar	attentad	atacar	N;NOM;INDF;NEUT;SG	V
popular	populares	popul	popular	N;NOM;INDF;MASC+FEM;SG	ADJ
popular	impopular	popul	impopular	N;NOM;INDF;MASC+FEM;SG	ADJ
stalins	stalin	stali	stalin	PROPN;GEN	PROPN
miljard	de	miljard	de	N;NOM;INDF;MASC+FEM;SG	ADP
kemiskt	químicas	kemisk	química	ADJ;NOM;INDF;NEUT;SG	N
modet	valente	modet	valente	N;NOM;DEF;NEUT;SG	ADJ
kommentera	comentario	kommentera	comentario	V;IMP;FIN;ACT	N
soldaten	soldado	soldat	soldar	N;NOM;DEF;MASC+FEM;SG	V
soldaten	soldados	soldat	soldar	N;NOM;DEF;MASC+FEM;SG	V
förväntade	se	förväntad	se	ADJ;NOM;PL;PST;V.PTCP	CONJ
förväntade	esperaba	förväntad	esperar	ADJ;NOM;PL;PST;V.PTCP	V
förväntade	que	förväntad	que	ADJ;NOM;PL;PST;V.PTCP	PRO
amerikanerna	os	amerikan	o	N;NOM;DEF;MASC+FEM;PL	DET
amerikanerna	estadounidenses	amerikan	estadounidenses	N;NOM;DEF;MASC+FEM;PL	ADJ
rida	pantalóns	rida	pantalón	V;IMP;FIN;ACT	N
rida	volta	rida	volta	V;IMP;FIN;ACT	N
nyfödda	neuronas	nyfödd	neurona	ADJ;NOM;PL;PST;V.PTCP	N
lyons	lyon	lyon	lyon	PROPN;NOM	PROPN
säkerligen	claro	säkerligen	claro	ADV	ADJ
säkerligen	que	säkerligen	que	ADV	PRO
säkerligen	certo	säkerligen	certo	ADV	DET
säkerligen	que	säkerligen	que	ADV	PRO
vild	salvaxe	vilja	salvaxe	ADJ;NOM;INDF;MASC+FEM;SG	N
vild	salvaxes	vilja	salvaxe	ADJ;NOM;INDF;MASC+FEM;SG	N
närstående	coa	närstående	coar	ADJ;NOM	V
gryningen	alborecer	gryning	alborecer	N;NOM;DEF;MASC+FEM;SG	V
konstgjorda	artifical	konstgjord	artifical	ADJ;NOM;PL;PST;V.PTCP	N
förhindrar	que	förhindra	que	V;IND;PRS;FIN;ACT	PRO
äpple	apple	äpple	apple	N;NOM;INDF;NEUT;SG	PROPN
långsamma	ou	långsam	ou	ADJ;NOM;PL	CONJ
långsamma	frean	långsam	frear	ADJ;NOM;PL	V
sorry	perdón	sorry	perdón	V;IMP;FIN;ACT	N
sorry	desculpe	sorry	desculpe	V;IMP;FIN;ACT	PROPN
underhålla	a	underhålla	o	V;IMP;FIN;ACT	DET
finaste	bos	fin	bo	ADJ;NOM;DEF;RL	N
nycklar	as	nyckla	o	N;NOM;INDF;MASC+FEM;PL	DET
nedsatt	con	nedsätta	con	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADP
hövding	o	hövding	o	N;NOM;INDF;MASC+FEM;SG	DET
lime	cal	lime	cal	N;NOM;INDF;MASC+FEM;SG	PRO
lime	lima	lime	lima	N;NOM;INDF;MASC+FEM;SG	PROPN
överlägsen	superior	överlägs	superior	N;NOM;DEF;MASC+FEM;SG	ADJ
överlägsen	superiores	överlägs	superior	N;NOM;DEF;MASC+FEM;SG	ADJ
pesten	peste	pest	peste	N;NOM;DEF;MASC+FEM;SG	PROPN
mittemot	oposta	mittemot	opostar	N;NOM;INDF;MASC+FEM;SG	V
mittemot	opostas	mittemot	oposta	N;NOM;INDF;MASC+FEM;SG	V
misstänkte	sospeitoso	misstänkt	sospeitoso	V;IND;PST;V.PTCP;ACT	ADJ
registrerad	rexistrado	registrerad	rexistrar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
tråkigt	tristes	tråkig	triste	ADJ;NOM;INDF;NEUT;SG	N
århundrade	xiii	århundrad	xiii	N;NOM;INDF;NEUT;SG	PROPN
tenn	metálico	tenn	metálico	N;NOM;INDF;NEUT;SG	ADJ
blixt	de	blixa	de	N;NOM;INDF;MASC+FEM;SG	ADP
dricker	auga	drick	auga	V;IND;PRS;FIN;ACT	N
dricker	café	drick	café	V;IND;PRS;FIN;ACT	N
dricker	bebe	drick	beber	V;IND;PRS;FIN;ACT	N
dricker	copa	drick	copa	V;IND;PRS;FIN;ACT	N
whiskey	güisqui	whiskey	güisqui	N;NOM;INDF;MASC+FEM;SG	PROPN
träff	a	träff	o	N;NOM;INDF;MASC+FEM;SG	DET
klanen	clan	klan	clan	N;NOM;DEF;MASC+FEM;SG	PROPN
klanen	do	klan	do	N;NOM;DEF;MASC+FEM;SG	PROPN
klanen	dos	klan	dos	N;NOM;DEF;MASC+FEM;SG	PROPN
bekräftat	confirmado	bekräftad	confirmar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
wendy	wendy	wendy	wendy	PROPN;NOM	PROPN
inkluderat	incluía	inkludera	incluír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
inkluderat	incluíndo	inkludera	incluír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
inkluderat	mesmo	inkludera	mesmo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	DET
inkluderat	incluído	inkludera	incluír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
inkluderat	incluídos	inkludera	incluír	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
inkluderat	a	inkludera	o	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	DET
pipe	con	pipe	con	N;NOM;INDF;MASC+FEM;SG	ADP
pipe	esta	pipe	este	N;NOM;INDF;MASC+FEM;SG	DET
edna	edna	edna	edna	PROPN;NOM	PROPN
hôtel	hotel	hôtel	hotel	N;NOM;INDF;NEUT;SG	PROPN
frälsning	de	frälsning	de	N;NOM;INDF;MASC+FEM;SG	ADP
uttrycks	se	uttrycka	se	V;IND;PRS;FIN;PASS	CONJ
dessvärre	por	dessvärre	por	ADV	ADP
dessvärre	desgraza	dessvärre	desgraza	ADV	N
komplicerat	complexo	komplicerad	complexo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
komplicerat	complexas	komplicerad	complexo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
komplicerat	complexos	komplicerad	complexo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
komplicerat	complicado	komplicerad	complicar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
komplicerat	complexas	komplicerad	complexo	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N
komplicerat	complicadas	komplicerad	complicar	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V
cartwright	cartwright	cartwright	cartwright	PROPN;NOM	PROPN
dai	dai	dai	dai	N;NOM;INDF;MASC+FEM;SG	PROPN
letade	cara	leta	cara	V;IND;PST;V.PTCP;ACT	N
tull	deber	tull	deber	N;NOM;INDF;MASC+FEM;SG	V
tull	obriga	tull	obrigar	N;NOM;INDF;MASC+FEM;SG	V
tull	de	tull	de	N;NOM;INDF;MASC+FEM;SG	ADP
tull	co	tull	co	N;NOM;INDF;MASC+FEM;SG	PROPN
relaterad	coa	relaterad	coar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V
