iranian	پشتو	iranian	پشتو	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
trick	چکرانا	trick	چکرانا	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
trick	ناقص	trick	ناقص	N;INDF;MASC;SG	ADJ
trick	بھونڈا	trick	بھونڈا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
învingător	فاتح	învingător	فاتح	N;INDF;MASC;SG	ADJ
învingător	جیتو	învingător	جیتو	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
comparative	ضمنی	comparativ	ضمنی	N;INDF;FEM;PL	ADJ
comparative	اضافی	comparativ	اضافی	N;INDF;FEM;PL	ADJ
comparative	مقابلے	comparativ	مقابلہ	N;INDF;FEM;PL	N;NOM;MASC;SG;3
comparative	قب:	comparativ	قب:	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
raja	تعلقدار	rajă	تعلقدار	N;DEF;FEM;SG	N;NOM;MASC;SG;3
raja	جاگیردار.	rajă	جاگیردار.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
raja	رئیس	rajă	رئیس	N;DEF;FEM;SG	N;NOM;MASC;SG;3
pulmonară	ریوی.	pulmonar	ریوی.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
exclusivă	(	exclusiv	(	ADJ;INDF;FEM;SG	
exclusivă	چیندہ.	exclusiv	چیندہ.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
plasmă	خون	plasmă	خون	N;INDF;FEM;SG	N;NOM;MASC;SG;3
păcatul	نامعقول	păcat	نامعقول	N;DEF;MASC;SG	ADJ
păcatul	گناہ	păcat	گناہ	N;DEF;MASC;SG	N;NOM;MASC;SG;3
păcatul	اثم	păcat	اثم	N;DEF;MASC;SG	
păcatul	نامعقول	păcat	نامعقول	N;DEF;MASC;SG	ADJ
păcatul	پاپ	păcat	پاپ	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
păcatul	گناہ	păcat	گناہ	N;DEF;MASC;SG	N;NOM;MASC;SG;3
păcatul	اثم	păcat	اثم	N;DEF;MASC;SG	
conversia	تبادل	conversie	تبادل	N;DEF;FEM;SG	
conversia	تقلیب.	conversie	تقلیب.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
custodie	تولیت-	custodie	تولیت-	N;INDF;FEM;SG	ADJ;NOM
custodie	حراست	custodie	حراست	N;INDF;FEM;SG	N;NOM;MASC;SG;3
custodie	قید	custodie	قید	N;INDF;FEM;SG	N;NOM;MASC;SG;3
absent	ناپید.	absent	ناپید.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
afiliat	اپنایا	afilia	اپنا	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
dig	سراہنا	dig	سراہ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
dig	چُبھونے	dig	چُبھونے	N;INDF;MASC;SG	V;NFIN
dig	سمجھنا	dig	سمجھ	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
dig	سُرنگ	dig	سُرنگ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
dig	سراہنا	dig	سراہ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
dig	چُبھونے	dig	چُبھونے	N;INDF;MASC;SG	V;NFIN
dig	کھودنا	dig	کھود	N;INDF;MASC;SG	V;SG;NFIN;ACT
dig	سمجھنا	dig	سمجھ	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
dig	سُرنگ	dig	سُرنگ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
complexitate	الجھائو	complexitate	الجھائو	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
complexitate	الجھن	complexitate	الجھن	N;INDF;FEM;SG	N;NOM;MASC;SG;3
complexitate	الجھائو	complexitate	الجھائو	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
complexitate	الجھن	complexitate	الجھن	N;INDF;FEM;SG	N;NOM;MASC;SG;3
complexitate	پیچیدگی	complexitate	پیچیدگی	N;INDF;FEM;SG	N;NOM;MASC;SG;3
pasivă	مجہول	pasivă	مجہول	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
vacă	بات	vacă	بات	N;INDF;FEM;SG	N;NOM;FEM;SG;3
sărăcia	کمی.	sărăcie	کمی.	N;DEF;FEM;SG	
sărăcia	کمتری	sărăcie	کمتری	N;DEF;FEM;SG	N;NOM;MASC;SG;3
sărăcia	کمینگی.	sărăcie	کمینگی.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
sărăcia	مفلسی	sărăcie	مفلسی	N;DEF;FEM;SG	ADJ
sărăcia	کمی.	sărăcie	کمی.	N;DEF;FEM;SG	
sărăcia	غریبی	sărăcie	غریبی	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
sărăcia	ناداری	sărăcie	ناداری	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
sărăcia	کمتری	sărăcie	کمتری	N;DEF;FEM;SG	N;NOM;MASC;SG;3
sărăcia	کمینگی.	sărăcie	کمینگی.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
sărăcia	مفلسی	sărăcie	مفلسی	N;DEF;FEM;SG	ADJ
acustice	صوتیات	acustic	صوتیات	ADJ;INDF;FEM;PL	N;NOM;MASC;PL;3
acustice	سمعی	acustic	سمعی	ADJ;INDF;FEM;PL	
acustice	صوتی.	acustic	صوتی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
acustice	سمعیات-	acustic	سمعیات-	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
caritabile	سخی	caritabil	سخی	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
cercetătorul	محقق	cercetător	محقق	N;DEF;MASC;SG	ADP
mainstream	خیال	mainstra	خیال	V;IND;1;IPFV;FIN	N;NOM;MASC;SG;3
levin	صاعقہ	levin	صاعقہ	PROPN	PROPN;NOM;MASC;SG;3
levin	بجلی.	levin	بجلی.	PROPN	
aport	بہانا	aport	بہا	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
aport	ٹکانا	aport	ٹکانا	N;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
aport	چوٹ	aport	چوٹ	N;INDF;MASC;SG	V;ACT
aport	اکسانا	aport	اکسانا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
aport	مثنیٰ	aport	مثنیٰ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
aport	بھڑکانا	aport	بھڑکانا	N;INDF;MASC;SG	V;MASC;SG;NFIN;ACT
aport	داؤ	aport	داؤ	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
aport	پینترا	aport	پینترا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
aport	(	aport	(	N;INDF;MASC;SG	
aport	لانے	aport	لا	N;INDF;MASC;SG	V;NFIN
plimbare	by	plimbare	by	N;INDF;FEM;SG	
plimbare	in	plimbare	in	N;INDF;FEM;SG	
plimbare	چھیڑنا.	plimbare	چھیڑنا.	N;INDF;FEM;SG	V;NFIN;ACT
plimbare	on	plimbare	on	N;INDF;FEM;SG	
plimbare	(	plimbare	(	N;INDF;FEM;SG	
plimbare	میلے	plimbare	میلے	N;INDF;FEM;SG	N;NOM;MASC;SG;3
plimbare	بیٹھنا	plimbare	بیٹھ	N;INDF;FEM;SG	V;MASC;SG;NFIN;ACT
avangarda	طلیعہ	avangarda	طلیعہ	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
ciuperca	اسفنجی	ciuperca	اسفنجی	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
ciuperca	خمیر	ciuperca	خمیر	N;DEF;FEM;SG	N;NOM;MASC;SG;3
ciuperca	فطر	ciuperca	فطر	N;DEF;FEM;SG	
ciuperca	ڈاڑھی.	ciuperca	ڈاڑھی.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
ciuperca	کھنبی	ciuperca	کھنبی	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
califica	زور	califica	زور	V;IND;SG;3;IPFV;FIN	N;NOM;MASC;SG;3
scorpion	بچھو	scorpion	بچھو	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
moss	کائی	moss	کائی	PROPN	PROPN;NOM;MASC;SG;3
generos	کثیر	generos	کثیر	ADJ;INDF;MASC;SG	
generos	مخیر	generos	مخیر	ADJ;INDF;MASC;SG	
asamblare	جوڑنا	asamblare	جوڑ	N;INDF;FEM;SG	V;MASC;SG;NFIN;ACT
rezervată	to	rezervat	to	ADJ;INDF;FEM;SG	
rezervată	بچاکر	rezervat	بچاکر	ADJ;INDF;FEM;SG	V;ACT
ionice	روانی.	ionic	روانی.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
excluderea	اخراج	excludere	اخراج	N;DEF;FEM;SG	N;NOM;MASC;SG;3
excluderea	استثنا.	excludere	استثنا.	N;DEF;FEM;SG	N;NOM;MASC;SG;3
peisajului	پھیلواں	peisaj	پھیلو	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
concord	معاہدہ.	concord	معاہدہ.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
iluminare	رخشندگی	iluminare	رخشندگی	N;INDF;FEM;SG	N;NOM;MASC;SG;3
iluminare	تنویر	iluminare	تنویر	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
iluminare	رخشندگی	iluminare	رخشندگی	N;INDF;FEM;SG	N;NOM;MASC;SG;3
blochează	انگھڑ	bloca	انگھڑ	V;IND;3;PRS;FIN	
blochează	سر	bloca	سر	V;IND;3;PRS;FIN	N;NOM;MASC;SG;3
blochează	ٹھس	bloca	ٹھس	V;IND;3;PRS;FIN	
blochează	ٹکڑا	bloca	ٹکڑا	V;IND;3;PRS;FIN	N;NOM;MASC;SG;3
blochează	منڈیا	bloca	منڈیا	V;IND;3;PRS;FIN	PROPN;NOM;MASC;SG;3
blochează	پچّر.	bloca	پچّر.	V;IND;3;PRS;FIN	PROPN;NOM;MASC;SG;3
hole	رستہ	hol	رستہ		PROPN;NOM;MASC;SG;3
hole	تکیہ	hol	تکیہ		PROPN;NOM;MASC;SG;3
hole	سوراخ.	hol	سوراخ.		PROPN;NOM;MASC;SG;3
hole	پیالی	hol	پیالی		N;NOM;FEM;SG;3
hole	سوراخ	hol	سوراخ		N;NOM;MASC;SG;3
hole	کٹھڑیا.	hol	کٹھڑیا.		PROPN;NOM;MASC;SG;3
hole	نالی	hol	نالی		N;NOM;FEM;SG;3
hole	رستہ	hol	رستہ		PROPN;NOM;MASC;SG;3
hole	تکیہ	hol	تکیہ		PROPN;NOM;MASC;SG;3
hole	سوراخ.	hol	سوراخ.		PROPN;NOM;MASC;SG;3
hole	پیالی	hol	پیالی		N;NOM;FEM;SG;3
hole	سوراخ	hol	سوراخ		N;NOM;MASC;SG;3
hole	کٹھڑیا.	hol	کٹھڑیا.		PROPN;NOM;MASC;SG;3
hole	نالی	hol	نالی		N;NOM;FEM;SG;3
sensibilă	(	sensibil	(	ADJ;INDF;FEM;SG	
inaugural	افتتاح	inaugural	افتتاح	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
butterfly	اڑانے	butterfly	اڑانہ	N;INDF;MASC;SG	V;NFIN
vocabularul	فرہنگ	vocabular	فرہنگ	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
vocabularul	لفظیات	vocabular	لفظیات	N;DEF;MASC;SG	N;NOM;MASC;PL;3
nemesis	مکافات	nemesis	مکاف	N;INDF;MASC;SG	N;NOM;MASC;PL;3
parfum	تاڑنا	parfum	تاڑنا	N;INDF;MASC;SG	V;SG;NFIN;ACT
parfum	سونگھنا	parfum	سونگھنا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
parfum	خوشبو.	parfum	خوشبو.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
parfum	مہک	parfum	مہک	N;INDF;MASC;SG	V;SG;ACT
parfum	خوشبو.	parfum	خوشبو.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
parfum	مہکانا.	parfum	مہکان	N;INDF;MASC;SG	PROPN;NOM;MASC;PL;3
parfum	خوشبو.	parfum	خوشبو.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
parfum	عطریات	parfum	عطریہ	N;INDF;MASC;SG	N;NOM;MASC;PL;3
sân	سہارنا	sân	سہار	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sân	جھیلنا	sân	جھیل	N;INDF;MASC;SG	V;SG;NFIN;ACT
sân	سہنا	sân	سہنا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sân	سہارنا	sân	سہار	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
sân	جھیلنا	sân	جھیل	N;INDF;MASC;SG	V;SG;NFIN;ACT
sân	سہنا	sân	سہنا	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
dickens	what	dickens	what	PROPN	PROPN;NOM;MASC;SG;3
drăguț	حسین	drăguț	حسین	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
drăguț	ہوشیار	drăguț	ہوشیار	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
drăguț	ذہین	drăguț	ذہین	N;INDF;MASC;SG	ADJ
drăguț	خوبصورت	drăguț	خوبصورت	N;INDF;MASC;SG	ADJ
cuprinzător	سمجھ	cuprinzător	سمجھ	ADJ;INDF;MASC;SG	V;ACT
cuprinzător	فہم	cuprinzător	فہم	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
scalar	غیرسمتی	scalar	غیرسمتی	N;INDF;MASC;SG	ADJ
scalar	میزانی	scalar	میزانی	N;INDF;MASC;SG	ADJ
scalar	عددی	scalar	عددی	N;INDF;MASC;SG	ADJ
mania	سودا	manie	سودا	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
mania	جنون	manie	جنون	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
neregulat	اصول	neregulat	اصول	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
neregulat	استثنائی	neregulat	استثنائی	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
tineretul	نوجوانی	tineret	نوجوانی	N;DEF;MASC;SG	ADJ
tineretul	جوش	tineret	جوش	N;DEF;MASC;SG	N;NOM;MASC;SG;3
tineretul	لڑکپن	tineret	لڑکپن	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;3
tineretul	توانائی	tineret	توانائی	N;DEF;MASC;SG	N;NOM;FEM;SG;3
tineretul	عنفوان	tineret	عنفوان	N;DEF;MASC;SG	
ciuma	بلا	ciumă	بلا	N;DEF;FEM;SG	
ciuma	آفت.	ciumă	آفت.	N;DEF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ciuma	کوسنا	ciumă	کوسنا	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
ciuma	بلا	ciumă	بلا	N;DEF;FEM;SG	
ciuma	آفت.	ciumă	آفت.	N;DEF;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
ciuma	کوسنا	ciumă	کوسنا	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
ciuma	وبال	ciumă	وبال	N;DEF;FEM;SG	N;NOM;MASC;SG;3
gradina	چمن.	gradină	چمن.	N;DEF;FEM;SG	
gradina	چمن.	gradină	چمن.	N;DEF;FEM;SG	
gradina	باغ	gradină	باغ	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
revizuirea	جائزہ.	revizuire	جائزہ.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
revizuirea	(	revizuire	(	N;DEF;FEM;SG	
revizuirea	اعادہ	revizuire	اعادہ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
revizuirea	کتاب	revizuire	کتاب	N;DEF;FEM;SG	N;NOM;MASC;SG;3
revizuirea	غور-	revizuire	غور-	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
revizuirea	اعادہ	revizuire	اعادہ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
ecartament	ناپنا.	ecartament	ناپنا.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ecartament	دبازت	ecartament	دبازت	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ecartament	پرکھنا	ecartament	پرکھ	N;INDF;MASC;SG	V;SG;NFIN;ACT
ecartament	ناپنے	ecartament	ناپنے	N;INDF;MASC;SG	ADJ
ecartament	ہموار	ecartament	ہموار	N;INDF;MASC;SG	ADJ
ecartament	مدوجزر	ecartament	مدوجزر	N;INDF;MASC;SG	ADJ
ecartament	مقیاس.	ecartament	مقیاس.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
ecartament	پہنائی	ecartament	پہنا	N;INDF;MASC;SG	ADJ;FEM
messenger	پیامی.	messenger	پیامی.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
messenger	پیامی.	messenger	پیامی.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
messenger	قاصد	messenger	قاصد	N;INDF;MASC;SG	
centrat	وسطی	centra	وسطی	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
rezervate	to	rezerva	to	ADJ;INDF;FEM;PL	
rezervate	بچاکر	rezerva	بچاکر	ADJ;INDF;FEM;PL	V;ACT
îndrumări	رہبری.	îndrumare	رہبری.	N;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
îndrumări	مشورہ	îndrumare	مشورہ	N;INDF;FEM;PL	N;NOM;MASC;SG;3
îndrumări	ہدایت	îndrumare	ہدایت	N;INDF;FEM;PL	N;NOM;FEM;SG;3
arterială	بڑی.	arterial	بڑی.	ADJ;INDF;FEM;SG	V;PFV;SG;V.PTCP;ACT
arterială	شریانی.	arterial	شریانی.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
recrutare	بھرتی	recrutare	بھر	N;INDF;FEM;SG	V;IPFV;FEM;SG;V.PTCP;ACT
dictatorul	زبردست	dictator	زبردست	N;DEF;MASC;SG	ADJ
slăbiciune	نقص.	slăbiciune	نقص.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
slăbiciune	ضعف.	slăbiciune	ضعف.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
slăbiciune	(	slăbiciune	(	N;INDF;FEM;SG	
slăbiciune	ہوکا-	slăbiciune	ہوکا-	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
slăbiciune	لاغری	slăbiciune	لاغری	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
slăbiciune	نقص.	slăbiciune	نقص.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
slăbiciune	ضعف.	slăbiciune	ضعف.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
slăbiciune	ناتوانی	slăbiciune	ناتوانی	N;INDF;FEM;SG	ADJ
slăbiciune	(	slăbiciune	(	N;INDF;FEM;SG	
slăbiciune	ہوکا-	slăbiciune	ہوکا-	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
meridian	اوج.	meridian	اوج.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
egali	مرتبے	egal	مرتبہ	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	خصوصیت	egal	خصوصیت	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	منصب	egal	منصب	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	خوبی	egal	خوبی	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	درجے	egal	درجہ	ADJ;INDF;MASC;PL	
egali	جسامت	egal	جسامت	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	ہمسر	egal	ہمسر	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	مرتبے	egal	مرتبہ	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	خصوصیت	egal	خصوصیت	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	منصب	egal	منصب	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	خوبی	egal	خوبی	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
egali	درجے	egal	درجہ	ADJ;INDF;MASC;PL	
egali	جسامت	egal	جسامت	ADJ;INDF;MASC;PL	N;NOM;MASC;SG;3
prosper	مبارک	prosper	مبارک	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
audiența	توجہ	audiență	توجہ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
audiența	کتاب	audiență	کتاب	N;DEF;FEM;SG	N;NOM;MASC;SG;3
audiența	پیشی	audiență	پیشی	N;DEF;FEM;SG	N;NOM;MASC;SG;3
audiența	شنوائی	audiență	شنوائی	N;DEF;FEM;SG	N;NOM;FEM;SG;3
audiența	حضوری	audiență	حضوری	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
audiența	سماعت	audiență	سماعت	N;DEF;FEM;SG	N;NOM;MASC;SG;3
audiența	باریابی.	audiență	باریابی.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
mediană	رگ	median	رگ	ADJ;INDF;FEM;SG	N;NOM;MASC;SG;3
mediană	درمیانی.	median	درمیانی.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mediană	وسطی	median	وسطی	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
mediană	۸	median	۸	ADJ;INDF;FEM;SG	
mediană	۴	median	۴	ADJ;INDF;FEM;SG	
mediană	۳	median	۳	ADJ;INDF;FEM;SG	
ridicare	off	ridicare	off	N;INDF;FEM;SG	
ridicare	(	ridicare	(	N;INDF;FEM;SG	
ridicare	اٹھنے	ridicare	اٹھ	N;INDF;FEM;SG	V;NFIN;ACT
ridicare	ابھرنے	ridicare	ابھر	N;INDF;FEM;SG	V;NFIN
ridicare	موافق	ridicare	موافق	N;INDF;FEM;SG	ADJ
ridicare	ابھرنا	ridicare	ابھر	N;INDF;FEM;SG	V;MASC;SG;NFIN;ACT
portocalie	صبغہ	portocalie	صبغہ	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
victorios	مظفر	victorios	مظفر	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
victorios	منصور.	victorios	منصور.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
spectaculoasă	وقیع	spectaculos	وقیع	ADJ;INDF;FEM;SG	
spectaculoasă	نمایاں.	spectaculos	نمایاں.	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
plăcerea	تفریح	plăcere	تفریح	N;DEF;FEM;SG	N;NOM;MASC;SG;3
plăcerea	اطمینان	plăcere	اطمینان	N;DEF;FEM;SG	N;NOM;MASC;SG;3
plăcerea	عشرت	plăcere	عشرت	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
plăcerea	عیش	plăcere	عیش	N;DEF;FEM;SG	
plăcerea	مزیداری.	plăcere	مزیداری.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
plăcerea	مدّعا	plăcere	مدّعا	N;DEF;FEM;SG	
plăcerea	ارادہ	plăcere	ارادہ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
plăcerea	تفریح	plăcere	تفریح	N;DEF;FEM;SG	N;NOM;MASC;SG;3
plăcerea	اطمینان	plăcere	اطمینان	N;DEF;FEM;SG	N;NOM;MASC;SG;3
plăcerea	عشرت	plăcere	عشرت	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
plăcerea	مرضی	plăcere	مرضی	N;DEF;FEM;SG	N;NOM;MASC;SG;3
plăcerea	عیش	plăcere	عیش	N;DEF;FEM;SG	
plăcerea	مزیداری.	plăcere	مزیداری.	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
plăcerea	مدّعا	plăcere	مدّعا	N;DEF;FEM;SG	
plăcerea	ارادہ	plăcere	ارادہ	N;DEF;FEM;SG	N;NOM;MASC;SG;3
stimă	ماننا	stimă	مان	N;INDF;FEM;SG	V;MASC;SG;NFIN
stimă	سمجھنا	stimă	سمجھ	N;INDF;FEM;SG	V;MASC;SG;NFIN;ACT
stimă	گرمجوشی	stimă	گرمجوشی	N;INDF;FEM;SG	ADJ
stimă	لطف	stimă	لطف	N;INDF;FEM;SG	ADJ
shepherd	راعی.	shepherd	راعی.	PROPN	PROPN;NOM;MASC;SG;3
shepherd	چرواہا	shepherd	چرواہا	PROPN	PROPN;NOM;MASC;SG;3
shepherd	گڈریا	shepherd	گڈریا	PROPN	PROPN;NOM;MASC;SG;3
shepherd	راعی.	shepherd	راعی.	PROPN	PROPN;NOM;MASC;SG;3
nulă	سپاٹ	nul	سپاٹ	ADJ;INDF;FEM;SG	
nulă	معرّیٰ	nul	معرّیٰ	ADJ;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
nulă	ہیچ	nul	ہیچ	ADJ;INDF;FEM;SG	
nulă	لاشے.	nul	لاشےؤ	ADJ;INDF;FEM;SG	
nulă	کورا.	nul	کورا.	ADJ;INDF;FEM;SG	
oferirea	نذر	oferire	نذر	N;DEF;FEM;SG	N;NOM;MASC;SG;3
oferirea	چڑھاوا.	oferire	چڑھاواؤ	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
vrăjitor	جادوگر.	vrăjitor	جادوگر.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
vrăjitor	ساحر	vrăjitor	ساحر	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
chat	(	chat	(	N;INDF;MASC;SG	
obligație	تمسک.	obligație	تمسک.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
obligație	اصول	obligație	اصول	N;INDF;FEM;SG	N;NOM;MASC;SG;3
obligație	قانون	obligație	قانون	N;INDF;FEM;SG	N;NOM;MASC;SG;3
obligație	تمسک.	obligație	تمسک.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
obligație	فرض	obligație	فرض	N;INDF;FEM;SG	N;NOM;MASC;SG;3
obligație	اصول	obligație	اصول	N;INDF;FEM;SG	N;NOM;MASC;SG;3
obligație	قانون	obligație	قانون	N;INDF;FEM;SG	N;NOM;MASC;SG;3
matur	مطالبہ	matur	مطالبہ	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
matur	رسیدہ	matur	رسیدہ	ADJ;INDF;MASC;SG	
matur	رسیدہ.	matur	رسیدہ.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
matur	مطالبہ	matur	مطالبہ	ADJ;INDF;MASC;SG	N;NOM;MASC;SG;3
matur	رسیدہ	matur	رسیدہ	ADJ;INDF;MASC;SG	
matur	رسیدہ.	matur	رسیدہ.	ADJ;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
râsul	قہقہہ	râs	قہقہہ	N;DEF;MASC;SG	N;NOM;MASC;SG;3
explozive	اشتعال	exploziv	اشتعال	ADJ;INDF;FEM;PL	N;NOM;MASC;SG;3
explozive	آتشگیر.	exploziv	آتشگیر.	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
explozive	انفجاری	exploziv	انفجاری	ADJ;INDF;FEM;PL	PROPN;NOM;MASC;SG;3
anxietate	تشویش.	anxietate	تشویش.	N;INDF;FEM;SG	PROPN;NOM;MASC;SG;3
anxietate	فکر	anxietate	فکر	N;INDF;FEM;SG	N;NOM;MASC;SG;3
dificultatea	دُشواری	dificultate	دُشواری	N;DEF;FEM;SG	PROPN;NOM;MASC;SG;3
shin	پنڈلی	shin	پنڈلی	N;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
shin	ساق.	shin	ساق.	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;3
