til	per	til	per	ADV	ADP
forbudt	proibiti	forbudt	proibire	ADJ;INDF;SG	ADJ;MASC;PL
forbudt	vietati	forbudt	vietare	ADJ;INDF;SG	V;MASC;PL;PST;V.PTCP
forbudt	vietato	forbudt	vietare	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
forbudt	proibito	forbudt	proibire	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
forbudt	vietata	forbudt	vietare	ADJ;INDF;SG	V;FEM;SG;PST;V.PTCP
forbudt	vietati	forbudt	vietare	ADJ;INDF;SG	V;MASC;PL;PST;V.PTCP
forbudt	vietata	forbudt	vietare	ADJ;INDF;SG	V;FEM;SG;PST;V.PTCP
forbudt	vietato	forbudt	vietare	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
forbudt	proibito	forbudt	proibire	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
baggrunden	antecedenti	baggrund	antecedente	N;DEF;MASC+FEM;SG	N;MASC;PL
baggrunden	background	baggrund	background	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
elsker	love	elske	love	V;IND;PRS;FIN;ACT	N
elsker	amore	elske	amore	V;IND;PRS;FIN;ACT	N;MASC;SG
elsker	amori	elske	amore	V;IND;PRS;FIN;ACT	N;MASC;PL
ramte	colpisci	ramme	colpire	V;IND;PST;FIN;ACT	V;IND;SG;2;PRS;FIN
ramte	hit	ramme	hit	V;IND;PST;FIN;ACT	N;FEM
hjælper	aiutante	hjælpe	aiutante	V;IND;PRS;FIN;ACT	N;SG
alex	alex	alex	alex		N;SG
stephen	stefano	steph	stefare	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
udgiver	editore	udgive	editore	V;IND;PRS;FIN;ACT	N;MASC;SG
udgiver	pubblicazione	udgive	pubblicazione	V;IND;PRS;FIN;ACT	N;FEM;SG
udgiver	editoria	udgive	editoria	V;IND;PRS;FIN;ACT	N;FEM;SG
jugoslavien	jugoslavia	jugoslavie	jugoslavia	PROPN	N;FEM;SG
jugoslavien	iugoslavia	jugoslavie	iugoslavia	PROPN	N;FEM;SG
tilbyder	offerte	tilbyde	offerta	V;IND;PRS;FIN;ACT	N;FEM;PL
edition	edizione	edition	edizione		N;FEM;SG
sæt	imposta	sætte	imposta	V;IMP	N;FEM;SG
sæt	set	sætte	set	V;IMP	N;MASC
sæt	insiemi	sætte	insiemo	V;IMP	N;MASC;PL
contest	concorso	contest	concorso	ADJ	N;MASC;SG
contest	contest	contest	contest	ADJ	N;MASC;SG
inspiration	ispirazioni	inspiration	ispirazione	N;INDF;MASC+FEM;SG	N;FEM;PL
bånd	nastri	bånd	nastro	N;INDF;NEUT;SG	N;MASC;PL
eva	eva	eva	evare		N;FEM;SG
eva	eva	eva	evare		N;FEM;SG
eva	vigilia	eva	vigilia		N;FEM;SG
eva	eve	eva	eve		N;MASC;SG
støttet	supportati	støtte	supportare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
støttet	supportate	støtte	supportare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
lewis	lewis	lewis	lewis		N
centre	centri	centre	centro	N;INDF;MASC+FEM;SG	N;MASC;PL
centre	centri	centre	centro	N;INDF;MASC+FEM;SG	N;MASC;PL
dans	danze	dans	danza	N;INDF;MASC+FEM;SG	N;FEM;PL
dans	ballare	dans	ballare	N;INDF;MASC+FEM;SG	V;NFIN
dans	ballate	dans	ballata	N;INDF;MASC+FEM;SG	N;FEM;PL
dans	ballare	dans	ballare	N;INDF;MASC+FEM;SG	V;NFIN
dans	danze	dans	danza	N;INDF;MASC+FEM;SG	N;FEM;PL
sårede	ferito	såre	ferire	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sårede	feriti	såre	ferito	V;PL;PST;V.PTCP	N;MASC;PL
sårede	ferito	såre	ferire	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sårede	feriti	såre	ferito	V;PL;PST;V.PTCP	N;MASC;PL
irsk	irlandese	irsk	irlandese	N;INDF;NEUT;SG	ADJ;SG
irsk	irlandesi	irsk	irlandese	N;INDF;NEUT;SG	N;PL
leipzig	lipsia	leipzig	lipsia		N;FEM;SG
udstilling	mostra	udstilling	mostrare	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
selvstændigt	independent	selvstændigt	independent	ADJ;INDF;NEUT;SG	N;MASC
selvstændigt	indipendenti	selvstændigt	indipendente	ADJ;INDF;NEUT;SG	ADJ;PL
selvstændigt	indipendentemente	selvstændigt	indipendentemente	ADJ;INDF;NEUT;SG	ADV
selvstændigt	standalone	selvstændigt	standalone	ADJ;INDF;NEUT;SG	N;MASC
testamente	testamento	testament	testamento	N;INDF;MASC+FEM;PL	N;MASC;SG
torben	torben	torb	torbendere		N;MASC;SG
permanent	permanenti	permanent	permanente	ADJ;INDF;SG	ADJ;PL
permanent	permanentemente	permanent	permanentemente	ADJ;INDF;SG	ADV
afstemning	vota	afstemning	votare	N;INDF;MASC+FEM;SG	V;IND;SG;2;PRS;FIN
afstemning	votate	afstemning	votare	N;INDF;MASC+FEM;SG	V;IND;PL;2;PST;FIN
afstemning	votazioni	afstemning	votazione	N;INDF;MASC+FEM;SG	N;FEM;PL
afstemning	voti	afstemning	voto	N;INDF;MASC+FEM;SG	N;MASC;PL
afstemning	votazioni	afstemning	votazione	N;INDF;MASC+FEM;SG	N;FEM;PL
afstemning	sondaggi	afstemning	sondaggio	N;INDF;MASC+FEM;SG	N;MASC;PL
mødtes	met	mødes	met	V;IND;PST;FIN;ACT	N;MASC;SG
fremtiden	futuro	fremtid	futuro	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
fremtiden	futura	fremtid	futuro	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
fremtiden	future	fremtid	futuro	N;DEF;MASC+FEM;SG	ADJ;FEM;PL
fremtiden	futuri	fremtid	futuro	N;DEF;MASC+FEM;SG	ADJ;MASC;PL
potter	potter	potte	pottere	N;INDF;MASC+FEM;PL	N;FEM;SG
tur	cavalca	tur	cavalca	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
tur	ride	tur	ridere	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
nødvendige	necessario	nødvendig	necessario	ADJ;PL	ADJ;MASC;SG
nødvendige	necessaria	nødvendig	necessario	ADJ;PL	ADJ;FEM;SG
down	down	down	down		N
down	giù	down	giù		ADJ;MASC;SG
reaktion	reazioni	reaktion	reazione	N;INDF;MASC+FEM;SG	N;FEM;PL
blandet	mista	blande	misto	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
blandet	misto	blande	misto	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
blandet	miscelati	blande	miscelato	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
fremmede	stranieri	fremmed	straniero	ADJ;PL	N;MASC;PL
fremmede	straniero	fremmed	straniero	ADJ;PL	ADJ;MASC;SG
fremmede	estraneo	fremmed	estraneo	ADJ;PL	ADJ;MASC;SG
death	death	death	death		N
death	decesso	death	decesso		N;MASC;SG
death	morte	death	morte		N;FEM;SG
udvidelse	prolunga	udvidelse	prolunga	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
test	prova	test	provare	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
test	prove	test	prova	N;INDF;MASC+FEM;SG	N;FEM;PL
test	prove	test	prova	N;INDF;MASC+FEM;SG	N;FEM;PL
uafhængige	independent	uafhængig	independent	ADJ;PL	N;MASC
uafhængige	indipendente	uafhængig	indipendente	ADJ;PL	ADJ;SG
hård	hard	hård	hard	ADJ;INDF;MASC+FEM;SG	N
hård	duri	hård	duro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
hård	dura	hård	durare	ADJ;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
hård	duri	hård	duro	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
hård	dura	hård	durare	ADJ;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
hård	dura	hård	durare	ADJ;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
indtryk	impressioni	indtryk	impressione	N;INDF;NEUT;SG	N;FEM;PL
indtryk	visualizzazioni	indtryk	visualizzazione	N;INDF;NEUT;SG	N;FEM;PL
indtryk	impressioni	indtryk	impressione	N;INDF;NEUT;SG	N;FEM;PL
relevant	pertinenza	relevant	pertinenza	ADJ;INDF;SG	N;FEM;SG
relevant	rilevanza	relevant	rilevanza	ADJ;INDF;SG	N;FEM;SG
relevant	pertinenti	relevant	pertinente	ADJ;INDF;SG	ADJ;PL
relevant	rilevanti	relevant	rilevante	ADJ;INDF;SG	ADJ;PL
relevant	applicabili	relevant	applicabile	ADJ;INDF;SG	ADJ;PL
sikker	safe	sikker	safa	ADJ;INDF;MASC+FEM;SG	N;MASC
sikker	cassaforte	sikker	cassaforte	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
sikker	certo	sikker	certo	ADJ;INDF;MASC+FEM;SG	ADV
mørke	scuro	mørke	scuro	N;INDF;NEUT;SG	ADJ;MASC;SG
mørke	tenebre	mørke	tenebra	N;INDF;NEUT;SG	N;FEM;PL
strøm	fluire	strøm	fluire	N;INDF;MASC+FEM;SG	V;NFIN
kors	croci	kors	croce	N;INDF;NEUT;SG	N;FEM;PL
ren	ren	ren	ren	ADJ;INDF;MASC+FEM;SG	N;SG
ren	pulite	ren	pulito	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
ren	puri	ren	pure	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
ren	pure	ren	pure	ADJ;INDF;MASC+FEM;SG	ADV
enige	concordare	enig	concordare	ADJ;PL	V;NFIN
lost	lost	lost	lost		N
lost	perduto	lost	perdere		V;MASC;SG;PST;V.PTCP
lost	perduti	lost	perduto		ADJ;MASC;PL
lost	persi	lost	perso		ADJ;MASC;PL
lost	perso	lost	perdere		V;MASC;SG;PST;V.PTCP
lost	persa	lost	perdere		V;FEM;SG;PST;V.PTCP
andrew	andrea	andrew	andrea		N;MASC;SG
andrew	andrew	andrew	andrew		N;MASC;SG
eventyr	avventure	eventyr	avventura	N;INDF;NEUT;SG	N;FEM;PL
eventyr	avventure	eventyr	avventura	N;INDF;NEUT;SG	N;FEM;PL
adskiller	separatore	adskille	separatore	V;IND;PRS;FIN;ACT	N;MASC;SG
adskiller	separatori	adskille	separatore	V;IND;PRS;FIN;ACT	N;MASC;PL
lyst	desideri	lyst	desiderio	N;INDF;MASC+FEM;SG	V;IND;SG;2;PRS;FIN
lyst	luminoso	lyst	luminoso	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
lyst	luminosi	lyst	luminoso	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
lyst	luminosa	lyst	luminoso	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
elektronisk	elettronico	elektronisk	elettronico	ADV	ADJ;MASC;SG
elektronisk	electronic	elektronisk	electronic	ADV	N
elektronisk	elettronica	elektronisk	elettronico	ADV	ADJ;FEM;SG
elektronisk	elettronici	elektronisk	elettronico	ADV	ADJ;MASC;PL
slutter	finale	slutte	finale	V;IND;PRS;FIN;ACT	ADJ;SG
omgivet	circondati	omgive	circondare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
forståelse	comprensiva	forståelse	comprensivo	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
forståelse	comprendere	forståelse	comprendere	N;INDF;MASC+FEM;SG	V;NFIN
forståelse	comprensivo	forståelse	comprensivo	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
dræbe	uccisione	dræbe	uccisione	V;NFIN;ACT	N;FEM;SG
dræbe	uccisioni	dræbe	uccisione	V;NFIN;ACT	N;FEM;PL
angiveligt	sedicente	angiveligt	sedicente	ADV	N;SG
people	gente	peopl	gente		N;FEM;SG
people	persone	peopl	persona		N;FEM;PL
dybt	profonda	dybt	profondo	ADV	ADJ;FEM;SG
dybt	profondo	dybt	profondo	ADV	ADJ;MASC;SG
dybt	deep	dybt	deep	ADV	N
udsigt	visualizza	udsigt	visualizzare	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
way	way	way	way		N;MASC
way	modo	way	modo		N;MASC;SG
malet	dipinti	male	dipinto	V;INDF;SG;PST;V.PTCP	N;MASC;PL
malet	verniciato	male	verniciare	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
malet	dipinto	male	dipinto	V;INDF;SG;PST;V.PTCP	N;MASC;SG
lokalt	locale	lokalt	locale	ADV	ADJ;SG
lokalt	local	lokalt	local	ADV	N
startet	iniziati	starte	iniziare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
nød	goduto	nød	godere	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
vesttyskland	rfg	vesttyskland	rfg	N;INDF;MASC+FEM;SG	ADJ;SG
alan	alan	alan	alan	PROPN	N;MASC
fru	signora	frue	signore		N;FEM;SG
løbende	correnti	løbende	corrente	ADJ	N;MASC;PL
løbende	continuamente	løbende	continuamente	ADJ	ADV
løbende	continua	løbende	continuare	ADJ	V;IND;SG;3;PRS;FIN
kørt	run	køre	run	V;INDF;SG;PST;V.PTCP	N
kørt	corri	køre	correre	V;INDF;SG;PST;V.PTCP	V;IMP;SG;2;PRS;FIN
kørt	esegui	køre	eseguire	V;INDF;SG;PST;V.PTCP	V;IND;SG;2;PRS;FIN
skat	piccola	skat	piccolo	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
skat	piccola	skat	piccolo	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
australske	australiana	australsk	australiano	ADJ;PL	ADJ;FEM;SG
australske	australiani	australsk	australiano	ADJ;PL	N;MASC;PL
australske	australiano	australsk	australiano	ADJ;PL	ADJ;MASC;SG
australske	australian	australsk	australiano	ADJ;PL	N;FEM
stop	fermo	stop	fermo	N;INDF;NEUT;SG	ADJ;MASC;SG
stop	ferma	stop	fermare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
blu	blu	blu	blu	N;INDF;MASC+FEM;SG	ADJ;SG
pro	pro	pro	pro		N;SG
anerkendte	riconosciuto	anerkende	riconoscere	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
anerkendte	riconosciuta	anerkende	riconoscere	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
belgiske	belgi	belgisk	belga	ADJ;PL	N;MASC;PL
belgiske	belga	belgisk	belga	ADJ;PL	N;FEM;SG
pludselig	improvvisa	pludselig	improvvisare	ADV	V;IND;SG;3;PRS;FIN
pludselig	improvviso	pludselig	improvviso	ADV	ADJ;MASC;SG
advokat	avvocati	advokat	avvocato	N;INDF;MASC+FEM;SG	N;MASC;PL
carsten	carsten	carsten	carsten	PROPN	N;MASC
mars	marte	mars	marte	N;INDF;MASC+FEM;SG	N;MASC;PL
rev	scogliere	rive	scogliere	V;IND;PST;FIN;ACT	N;FEM;PL
rev	scogli	rive	scogliere	V;IND;PST;FIN;ACT	N;MASC;PL
rev	riv	rive	riv	V;IND;PST;FIN;ACT	N;SG
rev	rev	rive	rev	V;IND;PST;FIN;ACT	N;MASC;SG
rev	scogliera	rive	scogliera	V;IND;PST;FIN;ACT	N;FEM;SG
rev	reef	rive	reef	V;IND;PST;FIN;ACT	N;MASC
rummet	spazi	rum	spazio	N;DEF;NEUT;SG	N;MASC;PL
rammer	cornici	ramme	cornico	V;IND;PRS;FIN;ACT	N;FEM;PL
rammer	montature	ramme	montatura	V;IND;PRS;FIN;ACT	N;FEM;PL
rammer	fotogrammi	ramme	fotogrammo	V;IND;PRS;FIN;ACT	N;MASC;PL
rammer	serramenti	ramme	serramento	V;IND;PRS;FIN;ACT	N;MASC;PL
rammer	framework	ramme	framework	V;IND;PRS;FIN;ACT	N;MASC
rammer	hits	ramme	hits	V;IND;PRS;FIN;ACT	N;MASC
rammer	hit	ramme	hit	V;IND;PRS;FIN;ACT	N;FEM
juan	juan	juan	juan		N;MASC;SG
free	libera	free	libero		ADJ;FEM;SG
free	gratis	free	gratis		N
free	liberi	free	libero		ADJ;MASC;PL
free	libero	free	libero		ADJ;MASC;SG
free	free	free	frendere		N
free	gratuito	free	gratuito		ADJ;MASC;SG
konflikt	conflitti	konflikt	conflitto	N;INDF;MASC+FEM;SG	N;MASC;PL
konflikt	conflitti	konflikt	conflitto	N;INDF;MASC+FEM;SG	N;MASC;PL
fine	bene	fin	bene	ADJ;PL	ADV
ansvarlig	responsabili	ansvarlig	responsabile	ADJ;INDF;MASC+FEM;SG	N;PL
ansvarlig	responsabile	ansvarlig	responsabile	ADJ;INDF;MASC+FEM;SG	N;SG
interesseret	interessata	interessere	interessato	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
interesseret	interessato	interessere	interessato	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
interesseret	interessati	interessere	interessato	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
dom	dom	dom	dom	N;INDF;MASC+FEM;SG	
forventes	attese	forvente	attesa	V;IND;PRS;FIN;PASS	N;FEM;PL
forventes	attesa	forvente	attesa	V;IND;PRS;FIN;PASS	N;FEM;SG
forventes	atteso	forvente	attendere	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
forventes	attesi	forvente	attendere	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
hvornår	when	hvornår	when	ADV	
sun	sun	sun	sun		N
sun	sole	sun	sole		N;MASC;SG
hår	capelli	hår	capello	N;INDF;NEUT;SG	N;MASC;PL
hår	peli	hår	pelo	N;INDF;NEUT;SG	N;MASC;PL
østrigsk	austriaci	østrigsk	austriaco	ADJ;INDF;SG	N;MASC;PL
østrigsk	austrian	østrigsk	austrian	ADJ;INDF;SG	N
forlænget	estesa	forlænge	esteso	V;INDF;SG;PST;V.PTCP	ADJ;FEM;SG
forlænget	esteso	forlænge	esteso	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
forlænget	prolungati	forlænge	prolungato	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
forlænget	prolungate	forlænge	prolungato	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
forlænget	prolungato	forlænge	prolungare	V;INDF;SG;PST;V.PTCP	ADJ;MASC;SG
allan	allan	allan	allan		N;MASC;SG
irske	irlandese	irsk	irlandese	ADJ;PL	ADJ;SG
irske	irish	irsk	irish	ADJ;PL	N
irske	irlandesi	irsk	irlandese	ADJ;PL	N;PL
sender	invio	sende	invio	V;IND;PRS;FIN;ACT	N;MASC;SG
sender	inviate	sende	inviare	V;IND;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
sender	invia	sende	invia	V;IND;PRS;FIN;ACT	V;IMP;SG;2;PRS;FIN
sender	invio	sende	invio	V;IND;PRS;FIN;ACT	N;MASC;SG
strid	disputa	strid	disputare	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
strid	polemiche	strid	polemica	N;INDF;MASC+FEM;SG	N;FEM;PL
strid	controversie	strid	controversia	N;INDF;MASC+FEM;SG	N;FEM;PL
delte	condivisi	dele	condividere	V;IND;PST;FIN;ACT	ADJ;MASC;PL
delte	condivisa	dele	condividere	V;IND;PST;FIN;ACT	ADJ;FEM;SG
organiseret	organizzati	organisere	organizzare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
organiseret	organizzate	organisere	organizzare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
organiseret	organizzati	organisere	organizzare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
organiseret	organizzate	organisere	organizzare	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
party	partito	party	partito		N;MASC;SG
party	party	party	party		N;MASC
party	festa	party	festa		N;FEM;SG
bemærk	nota	bemærke	nota	V;IMP	N;FEM;SG
bemærk	bando	bemærke	bando	V;IMP	N;MASC;SG
bemærk	avviso	bemærke	avviso	V;IMP	N;MASC;SG
america	america	america	americo		ADJ;FEM;SG
daglige	quotidiano	daglig	quotidiano	ADJ;PL	ADJ;MASC;SG
daglige	giornaliero	daglig	giornaliero	ADJ;PL	ADJ;MASC;SG
daglige	daily	daglig	daily	ADJ;PL	N;MASC
fox	volpe	fox	volpe	PROPN	N;FEM;SG
fox	fox	fox	fox	PROPN	N
fox	volpi	fox	volpo	PROPN	N;FEM;PL
næstformand	vice	næstformand	vice	N;INDF;MASC+FEM;SG	ADJ
dance	danze	dance	danza		N;FEM;PL
dance	danza	dance	danza		N;FEM;SG
dance	dance	dance	dance		N
dance	ballare	dance	ballare		V;NFIN
dance	ballate	dance	ballata		N;FEM;PL
dance	ballo	dance	ballo		N;MASC;SG
arts	arti	art	arte		N;FEM;PL
arts	artt	art	artt		N;MASC;PL
dahl	dahl	dahl	dahl		N;MASC
davis	davis	davis	davis		N;MASC;SG
gyldne	golden	gylden	golden	ADJ;PL	N;MASC;SG
gyldne	dorata	gylden	dorata	ADJ;PL	V;FEM;SG;PST;V.PTCP
gyldne	dorato	gylden	dorare	ADJ;PL	ADJ;MASC;SG
douglas	douglas	douglas	douglas		N;MASC;SG
fiskeri	pescare	fiskeri	pescare	N;INDF;NEUT;SG	V;NFIN
juel	juel	juel	juello		ADJ;SG
billy	billy	billy	billy		N;MASC
hermann	hermann	hermann	hermann		N;MASC;SG
hermann	ermanno	hermann	essere		N;MASC;SG
uafhængigt	independent	uafhængig	independent	ADV	N;MASC
uafhængigt	indipendente	uafhængig	indipendente	ADV	ADJ;SG
uafhængigt	indipendenti	uafhængig	indipendente	ADV	ADJ;PL
nyborg	nyborg	nyborg	nyborg		N;MASC;PL
islandske	islandese	islandsk	islandese	ADJ;PL	ADJ;SG
helle	santuario	helle	santuario		N;MASC;SG
helle	helle	helle	helle		N;MASC;SG
myrdet	uccisi	myrde	uccidere	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
myrdet	assassinati	myrde	assassinare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
myrdet	uccisi	myrde	uccidere	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
myrdet	uccise	myrde	uccidere	V;INDF;SG;PST;V.PTCP	V;PL;PST;V.PTCP
myrdet	abbattuti	myrde	abbattere	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
andy	andy	andy	andy	PROPN	N;MASC
rødt	red	rød	red	ADJ;INDF;NEUT;SG	N
forladt	abbandonati	forlade	abbandonare	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
forladt	abbandonate	forlade	abbandonato	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
indsætte	inserto	indsætte	inserto	V;NFIN;ACT	N;MASC;SG
hillerød	hillerød	hillerød	hillerød		
flydende	galleggiante	flydende	galleggiante	ADJ	N;SG
flydende	galleggianti	flydende	galleggiante	ADJ	N;PL
flydende	fluttuare	flydende	fluttuare	ADJ	V;NFIN
vind	venti	vind	venti	N;INDF;MASC+FEM;SG	NUM
vind	vincere	vind	vincere	N;INDF;MASC+FEM;SG	V;NFIN
vind	eolico	vind	eolico	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
slår	pugni	slå	pugno	V;IND;PRS;FIN;ACT	N;MASC;PL
slår	battiti	slå	battito	V;IND;PRS;FIN;ACT	N;MASC;PL
slår	percosse	slå	percosso	V;IND;PRS;FIN;ACT	N;FEM;PL
slår	pestaggio	slå	pestaggio	V;IND;PRS;FIN;ACT	N;MASC;SG
fremad	inoltra	fremad	inoltrare	ADV	V;IND;SG;3;PRS;FIN
fremad	forward	fremad	forward	ADV	N
fremad	inoltra	fremad	inoltrare	ADV	V;IND;SG;3;PRS;FIN
original	original	original	original	ADJ;INDF;MASC+FEM;SG	N;SG
original	originali	original	originale	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
daglig	quotidiano	daglig	quotidiano	ADV	ADJ;MASC;SG
daglig	giornaliero	daglig	giornaliero	ADV	ADJ;MASC;SG
daglig	daily	daglig	daily	ADV	N;MASC
leo	leone	leo	leone		N;MASC;SG
leo	leo	leo	leo		N;SG
slut	oltre	slut	oltre	N	ADV
finale	finale	finale	finale	N;INDF;MASC+FEM;SG	ADJ;SG
finale	finali	finale	finale	N;INDF;MASC+FEM;SG	ADJ;PL
arm	armare	arm	armare	N;INDF;MASC+FEM;SG	V;NFIN
jon	jon	jon	jon	PROPN	N
business	affari	business	affare	N;INDF;MASC+FEM;SG	N;MASC;PL
udsendte	emessa	udsende	emettere	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
udsendte	emesso	udsende	emettere	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
vold	violenze	vold	violenza	N;INDF;MASC+FEM;SG	N;FEM;PL
talt	parlata	tale	parlato	V;INDF;SG;PST;V.PTCP	N;FEM;SG
eksisterede	esisteva	eksistere	esistere	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
eksisterede	esistevano	eksistere	esistere	V;IND;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
bremen	brema	brem	brema	PROPN	N;FEM;SG
civil	civili	civil	civile		N;PL
civil	civile	civil	civile		ADJ;SG
civil	civili	civil	civile		N;PL
civil	civile	civil	civile		ADJ;SG
ivan	ivan	ivan	ivan		PROPN
generelle	generali	generel	generale	ADJ;PL	N;MASC;PL
generelle	general	generel	general	ADJ;PL	N;FEM;SG
generelle	generale	generel	generale	ADJ;PL	ADJ;SG
generelle	generalità	generel	generalità	ADJ;PL	N;FEM
erhverv	professioni	erhverv	professione	N;INDF;NEUT;SG	N;FEM;PL
erhverv	occupazioni	erhverv	occupazione	N;INDF;NEUT;SG	N;FEM;PL
erhverv	professioni	erhverv	professione	N;INDF;NEUT;SG	N;FEM;PL
microsoft	microsoft	microsoft	microsoft		N;MASC
jagt	cacciare	jagt	cacciare	N;INDF;MASC+FEM;SG	V;NFIN
jagt	cacciare	jagt	cacciare	N;INDF;MASC+FEM;SG	V;NFIN
tyrkiske	turco	tyrkisk	turco	ADJ;PL	ADJ;MASC;SG
tyrkiske	turca	tyrkisk	turca	ADJ;PL	ADJ;FEM;SG
tyrkiske	turchi	tyrkisk	turco	ADJ;PL	N;MASC;PL
tunge	heavy	tung	heavy	ADJ;PL	N
tunge	pesante	tung	pesante	ADJ;PL	ADJ;SG
håb	speranze	håb	speranza	N;INDF;NEUT;SG	N;FEM;PL
håb	spera	håb	sperare	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
håb	speranze	håb	speranza	N;INDF;NEUT;SG	N;FEM;PL
håb	speri	håb	spero	N;INDF;NEUT;SG	V;IND;SG;2;PRS;FIN
håb	auguro	håb	augurare	N;INDF;NEUT;SG	V;IND;SG;1;PRS;FIN
markant	significativamente	markant	significativamente	ADJ;INDF;SG	ADV
teknologi	tecnologie	teknologi	tecnologia	N;INDF;MASC+FEM;SG	N;FEM;PL
hannover	hannover	hannover	hannover		N;MASC;SG
hannover	hannover	hannover	hannover		N;MASC;SG
girl	girl	girl	girl		N
girl	ragazza	girl	ragazza		N;FEM;SG
oplevede	esperto	opleve	esperto	V;IND;PST;FIN;ACT	N;MASC;SG
luxembourg	lussemburgo	luxembourg	lussemburgo		N;MASC;SG
luxembourg	luxembourg	luxembourg	luxembourg		N;MASC
speciel	speciali	speciel	speciale	ADJ;INDF;MASC+FEM;SG	ADJ;PL
speciel	special	speciel	special	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
