और	dan	और	dan		CONJ
वयस्क	dewasa	वयस्क	dewasa		ADJ;SG
वयस्क	dewasa	वयस्क	dewasa		ADJ;SG
वयस्क	matang	वयस्क	matang		ADJ;SG
ब्लॉक	blokir	ब्लॉक	blokir	N;NOM;MASC;SG;3	PROPN;SG;ACT
ब्लॉक	block	ब्लॉक	block	N;NOM;MASC;SG;3	PROPN
ब्लॉक	blokir	ब्लॉक	blokir	N;NOM;MASC;SG;3	PROPN;SG;ACT
समुदायों	komunitas	समुदाय	komunitas	N;ACC;MASC;PL;3	N;SG
मुसलमान	muslim	मुसलमान	muslim	N;NOM;MASC;PL;3	N;SG
मुसलमान	muslim	मुसलमान	muslim	N;NOM;MASC;PL;3	N;SG
सम्पादन	menyunting	सम्पादन	menyunting	N;NOM;MASC;SG;3	V
संगठित	terorganisasi	संगठित	terorganisasi	ADJ	V;SG;PASS
संगठित	terorganisir	संगठित	terorganisir	ADJ	V;SG;PASS
संगठित	terorganisasi	संगठित	terorganisasi	ADJ	V;SG;PASS
संगठित	terorganisir	संगठित	terorganisir	ADJ	V;SG;PASS
भव्य	megah	भव्य	megah		PROPN;SG
प्रचलन	vogue	प्रचलन	vogue	N;NOM;MASC;SG;3	PROPN
स्वीकृति	swat	स्वीकृति	swat	N;NOM;FEM;SG;3	PROPN
स्वीकृति	setujui	स्वीकृति	setujui	N;NOM;FEM;SG;3	V;SG;ACT
स्वीकृति	menyetujui	स्वीकृति	mensetujui	N;NOM;FEM;SG;3	V;SG;ACT
पटेल	patel	पटेल	patel	PROPN;NOM;SG;3	PROPN
पीने	minum	पी	minum	V;NFIN;ACT	PROPN;SG;ACT
असली	real	असली	real	ADJ;NOM	PROPN
असली	ril	असली	ril	ADJ;NOM	PROPN
असली	riil	असली	riil	ADJ;NOM	PROPN;SG
असली	original	असली	original	ADJ;NOM	PROPN
पैसे	uang	पैसा	uang	N;NOM;MASC;PL;3	N;SG
शुष्क	dry	शुष्क	dry	N;NOM;MASC;SG;3	PROPN
शुष्क	mengeringkan	शुष्क	menkeringkan	N;NOM;MASC;SG;3	V;SG;ACT
शुष्क	kering	शुष्क	kering	N;NOM;MASC;SG;3	ADJ;SG
शुष्क	keringkan	शुष्क	keringkan	N;NOM;MASC;SG;3	PROPN;SG
शुष्क	serak	शुष्क	serak	N;NOM;MASC;SG;3	PROPN
शुरुआती	pemula	शुरुआती	pemula	ADJ	N;SG
मेट्रो	metro	मेट्रो	metro	PROPN;NOM;MASC;SG;3	PROPN
नव	nav	नव	nav		PROPN
गर्मियों	summer	गर्मी	summer	N;ACC;FEM;PL;3	PROPN
स्वीडन	swedia	स्वीडन	swedia	PROPN;NOM;MASC;SG;3	PROPN;SG
गाय	sapi	गाय	sapi		N;SG
गाय	cow	गाय	cow		PROPN
नरेश	naresh	नरेश	naresh	N;NOM;MASC;SG;3	PROPN
प्रशांत	prashant	प्रशांत	prashant	PROPN;NOM;MASC;SG;3	PROPN
प्रशांत	pacific	प्रशांत	pacific	PROPN;NOM;MASC;SG;3	PROPN
प्रशांत	pasifik	प्रशांत	pasifik	PROPN;NOM;MASC;SG;3	N;SG
महादेव	mahadev	महादेव	mahadev	PROPN;NOM;MASC;SG;3	PROPN
खाली	hampa	खाली	hampa	ADJ	PROPN;SG
खाली	kosongkan	खाली	kosongkan	ADJ	V;SG;ACT
खाली	blank	खाली	blank	ADJ	PROPN
वर्तनी	mengeja	वर्तनी	mengeja	N;NOM;FEM;SG;3	PROPN
वर्तनी	eja	वर्तनी	eja	N;NOM;FEM;SG;3	PROPN
वर्तनी	spell	वर्तनी	spell	N;NOM;FEM;SG;3	PROPN
वर्तनी	eja	वर्तनी	eja	N;NOM;FEM;SG;3	PROPN
किसानों	petani	किसान	petani	N;ACC;MASC;PL;3	N;SG
हार्ट	hart	हार्ट	hart	PROPN;NOM;MASC;SG;3	PROPN
मुद्दे	masalah	मुद्दा	masalah	N;NOM;MASC;PL;3	N;SG
मुद्दे	isu	मुद्दा	isu	N;NOM;MASC;PL;3	N;SG
चाय	tea	चाय	tea	N;NOM;FEM;SG;3	PROPN
छत	terrace	छत	terrace	N;NOM;FEM;SG;3	PROPN
छत	roof	छत	roof	N;NOM;FEM;SG;3	PROPN
अनुमानित	perkiraan	अनुमानित	perkiraan	ADJ	N;SG
अनुमानित	estimasi	अनुमानित	estimasi	ADJ	N
होली	holly	होली	holly	PROPN;NOM;FEM;SG;3	PROPN
साधना	sadhana	साध	sadhana	V;SG;FIN;ACT	N
गिरफ्तार	penangkapan	गिरफ्तार	pentangkapan	ADJ	N;SG
गिरफ्तार	tangkap	गिरफ्तार	tangkap	ADJ	N;SG;ACT
गिरफ्तार	ditahan	गिरफ्तार	ditahan	ADJ	V;SG;PASS
गिरफ्तार	ditangkap	गिरफ्तार	ditangkap	ADJ	V;SG;PASS
मारा	mara	मार	mara	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
माइक्रोसॉफ्ट	microsoft	माइक्रोसॉफ्ट	microsoft	PROPN;NOM;MASC;SG;3	N
आवाज़	vol	आवाज़	vol	N;NOM;FEM;SG;3	PROPN
आवाज़	jilid	आवाज़	jilid	N;NOM;FEM;SG;3	PROPN
आवाज़	volum	आवाज़	volum	N;NOM;FEM;SG;3	PROPN;SG
आवाज़	voice	आवाज़	voice	N;NOM;FEM;SG;3	PROPN
आवाज़	suara	आवाज़	suara	N;NOM;FEM;SG;3	PROPN;SG
चाल	trick	चाल	trick	N;NOM;FEM;SG;3	PROPN
चाल	move	चाल	move	N;NOM;FEM;SG;3	PROPN
चाल	pindah	चाल	pindah	N;NOM;FEM;SG;3	V;SG;ACT
चाल	pindahkan	चाल	pindahkan	N;NOM;FEM;SG;3	V;SG;ACT
चाल	bergerak	चाल	bergerak	N;NOM;FEM;SG;3	V;SG;ACT
चाल	moves	चाल	moves	N;NOM;FEM;SG;3	PROPN
गीता	gita	गीता	gita	PROPN;NOM;FEM;SG;3	PROPN
गीता	geeta	गीता	geeta	PROPN;NOM;FEM;SG;3	PROPN
कोलंबिया	columbia	कोलंबिया	columbia	PROPN;NOM;MASC;SG;3	PROPN
कोलंबिया	kolombia	कोलंबिया	kolombia	PROPN;NOM;MASC;SG;3	PROPN;SG
कोलंबिया	kolombia	कोलंबिया	kolombia	PROPN;NOM;MASC;SG;3	PROPN;SG
देशी	native	देशी	native		PROPN
दुर्गा	durga	दुर्गा	durga	PROPN;NOM;FEM;SG;3	N
नक्षत्र	constellation	नक्षत्र	constellation	N;NOM;MASC;SG;3	PROPN
मौखिक	oral	मौखिक	oral		PROPN
मौखिक	lisan	मौखिक	lisan		ADJ;SG
मौखिक	lisan	मौखिक	lisan		ADJ;SG
मौखिक	verbal	मौखिक	verbal		N
रथ	ratha	रथ	ratha	N;NOM;MASC;SG;3	PROPN
चलाया	eksekusi	चला	eksekusi	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
चलाया	dieksekusi	चला	dieksekusi	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
गर्भ	rahim	गर्भ	rahim	N;NOM;MASC;SG;3	PROPN;SG
रहें	tetap	रह	tetap	V;SBJV;PL;FIN;ACT	ADV;SG
रहें	tinggal	रह	tinggal	V;SBJV;PL;FIN;ACT	V;SG;ACT
रहें	stay	रह	stay	V;SBJV;PL;FIN;ACT	PROPN
ध्रुव	kutub	ध्रुव	kutub	PROPN;NOM;MASC;SG;3	N;SG
ध्रुव	pole	ध्रुव	pole	PROPN;NOM;MASC;SG;3	PROPN
ध्रुव	galah	ध्रुव	galah	PROPN;NOM;MASC;SG;3	N;SG
ध्रुव	tiang	ध्रुव	tiang	PROPN;NOM;MASC;SG;3	N;SG
ध्रुव	dhruv	ध्रुव	dhruv	PROPN;NOM;MASC;SG;3	PROPN
विनिमय	exchange	विनिमय	exchange	N;NOM;MASC;SG;3	PROPN
भोपाल	bhopal	भोपाल	bhopal	PROPN;NOM;MASC;SG;3	PROPN
कथित	dugaan	कथित	dugaan	ADJ;NOM	N;SG
कथित	diduga	कथित	diduga	ADJ;NOM	ADP;SG;PASS
ड्राइव	kandar	ड्राइव	kandar	N;NOM;MASC;SG;3	PROPN
ड्राइव	mengemudi	ड्राइव	menkemudi	N;NOM;MASC;SG;3	V;SG;ACT
ड्राइव	drive	ड्राइव	drive	N;NOM;MASC;SG;3	PROPN
ड्राइव	kandar	ड्राइव	kandar	N;NOM;MASC;SG;3	PROPN
ड्राइव	drive	ड्राइव	drive	N;NOM;MASC;SG;3	PROPN
कोर	choir	कोर	choir		PROPN
कोर	core	कोर	core		PROPN
कोर	inti	कोर	inti		PROPN;SG
बहती	arus	बह	arus	V;IPFV;FEM;SG;V.PTCP;ACT	N;SG
बहती	alur	बह	alur	V;IPFV;FEM;SG;V.PTCP;ACT	N;SG
खून	blood	खून	blood	N;NOM;MASC;SG;3	PROPN
उपयोगकर्ताओं	pemakai	उपयोगकर्ता	penpakai	N;ACC;MASC;PL;3	N;SG
उपयोगकर्ताओं	pengguna	उपयोगकर्ता	penguna	N;ACC;MASC;PL;3	N;SG
एड्स	aids	एड्स	aids	PROPN;NOM;MASC;SG;3	PROPN
बाग	bagh	बाग	bagh	N;NOM;MASC;SG;3	PROPN
बाग	masya	बाग	masya	N;NOM;MASC;SG;3	
बाग	garden	बाग	garden	N;NOM;MASC;SG;3	PROPN
बर्मा	burma	बर्मा	burma	PROPN;NOM;MASC;SG;3	PROPN
डच	belanda	डच	belanda		PROPN;SG
चौथी	keempat	चौथी	keempat	ADJ;NOM;FEM;SG	NUM
वंशज	turunannya	वंशज	turunan	N;NOM;MASC;PL;3	N;SG
वंशज	keturunan	वंशज	keturunan	N;NOM;MASC;PL;3	N;SG
गठबंधन	alliance	गठबंधन	alliance	N;NOM;MASC;SG;3	PROPN
उम्मीदवार	calon	उम्मीदवार	calon	N;NOM;MASC;PL;3	N;SG
उम्मीदवार	kandidat	उम्मीदवार	kandidat	N;NOM;MASC;PL;3	N;SG
उम्मीदवार	calon	उम्मीदवार	calon	N;NOM;MASC;PL;3	N;SG
उम्मीदवार	kandidat	उम्मीदवार	kandidat	N;NOM;MASC;PL;3	N;SG
रत्न	ratna	रत्न	ratna	PROPN;NOM;MASC;SG;3	PROPN
रत्न	gemstone	रत्न	gemstone	PROPN;NOM;MASC;SG;3	PROPN
ग्रहों	planet	ग्रह	planet	N;ACC;MASC;PL;3	N;SG
ग्रहों	planet	ग्रह	planet	N;ACC;MASC;PL;3	N;SG
रूपांतरण	mengubah	रूपांतरण	menubah	N;NOM;MASC;SG;3	V;SG;ACT
खन्ना	khanna	खन्ना	khanna	PROPN;NOM;MASC;SG;3	PROPN
मैसूर	mysore	मैसूर	mysore	PROPN;NOM;MASC;SG;3	PROPN
जनजाति	tribe	जनजाति	tribe	N;NOM;FEM;SG;3	PROPN
कन्नड़	kannada	कन्नड़	kannada	PROPN;NOM;MASC;SG;3	PROPN
सीता	sita	सीता	sita	PROPN;NOM;FEM;SG;3	PROPN;SG
चलचित्र	movie	चलचित्र	movie	N;NOM;MASC;SG;3	PROPN
नोकिया	nokia	नोकिया	nokia	N;NOM;MASC;SG;3	PROPN
चमक	shine	चमक	shine	N;NOM;FEM;SG;3	PROPN
चमक	bersinar	चमक	bersinar	N;NOM;FEM;SG;3	V;SG;ACT
चमक	bercahaya	चमक	bercahaya	N;NOM;FEM;SG;3	V;SG;ACT
चमक	glowing	चमक	glowing	N;NOM;FEM;SG;3	PROPN
चमक	bersinar	चमक	bersinar	N;NOM;FEM;SG;3	V;SG;ACT
हिल	bukit	हिल	bukit		PROPN;SG
हिल	hill	हिल	hill		PROPN
अद्भुत	menakjubkan	अद्भुत	mentakjubkan	PROPN;NOM;MASC;SG;3	V;SG;ACT
अद्भुत	amazing	अद्भुत	amazing	PROPN;NOM;MASC;SG;3	PROPN
अद्भुत	wonderful	अद्भुत	wonderful	PROPN;NOM;MASC;SG;3	PROPN
अद्भुत	indah	अद्भुत	indah	PROPN;NOM;MASC;SG;3	ADJ;SG
एकत्रित	dikumpulkan	एकत्रित	dikumpulkan	ADJ	V;SG;PASS
एकत्रित	mengumpulkan	एकत्रित	menkumpulkan	ADJ	V;SG;ACT
एकत्रित	berkumpul	एकत्रित	berkumpul	ADJ	V;SG;ACT
एकत्रित	kumpulkan	एकत्रित	kumpulkan	ADJ	V;SG;ACT
इकाइयों	satuan	इकाई	satuan	N;ACC;FEM;PL;3	N;SG
इकाइयों	unit	इकाई	unit	N;ACC;FEM;PL;3	N;SG
तोड़	smash	तोड़	smash	V;ACT	PROPN
शाखाओं	cabang	शाखा	cabang	N;ACC;FEM;PL;3	N;SG
शाखाओं	ranting	शाखा	ranting	N;ACC;FEM;PL;3	N;SG
शाखाओं	percabangan	शाखा	percabangan	N;ACC;FEM;PL;3	N;SG
शाखाओं	branch	शाखा	branch	N;ACC;FEM;PL;3	PROPN
शाखाओं	dahan	शाखा	dahan	N;ACC;FEM;PL;3	N;SG
दशकों	dekade	दशक	dekade	N;NOM;MASC;PL;3	N;SG
खतरे	danger	खतरा	danger	N;NOM;MASC;SG;3	PROPN
टूर	tour	टूर	tour	N;NOM;MASC;SG;3	PROPN
हमारा	our	हम	our	PRO;MASC;PL;1	PROPN
पाल	paulus	पाल	paulus		PROPN
पाल	paul	पाल	paul		PROPN
पाल	berlayar	पाल	berlayar		V;SG;ACT
पाल	sail	पाल	sail		PROPN
पाल	layar	पाल	layar		N;SG
पाल	pal	पाल	pal		PROPN
निर्दिष्ट	dispesifikasikan	निर्दिष्ट	dispesifikasikan	PROPN;NOM;MASC;SG;3	N
निर्दिष्ट	ditentukan	निर्दिष्ट	ditentukan	PROPN;NOM;MASC;SG;3	V;SG;PASS
निर्दिष्ट	dinyatakan	निर्दिष्ट	dinyatakan	PROPN;NOM;MASC;SG;3	V;SG;PASS
जोड़े	pasangan	जोड़	pasangan	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
निर्माताओं	produsen	निर्माता	produsen	N;ACC;MASC;PL;3	N;SG
घिरा	dilanda	घिर	dilanda	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
मौका	chance	मौका	chance	N;NOM;MASC;SG;3	PROPN
मौका	berpeluang	मौका	berpeluang	N;NOM;MASC;SG;3	V;SG;ACT
चौहान	chauhan	चौहान	chauhan	PROPN;NOM;SG;3	PROPN
समर्थक	pendukung	समर्थक	pendukung	N;NOM;MASC;PL;3	N;SG
समर्थक	pendukung	समर्थक	pendukung	N;NOM;MASC;PL;3	N;SG
पॉप	pop	पॉप	pop	PROPN;NOM;MASC;SG;3	PROPN
खबर	news	खबर	news	N;NOM;FEM;SG;3	
स्कूलों	sekolah	स्कूल	sekolah	N;ACC;MASC;PL;3	N;SG
प्रबल	dominan	प्रबल	dominan		N;SG
आलोचकों	kritikus	आलोचक	kritikus	N;ACC;MASC;PL;3	N;SG
तकनीकों	teknik	तकनीक	teknik	N;ACC;FEM;PL;3	N;SG
विभक्त	dibagi	विभक्त	dibagi	ADJ	V;SG;PASS
विभक्त	terbagi	विभक्त	terbagi	ADJ	V;SG;PASS
अवैध	terlarang	अवैध	terlarang	ADJ;NOM	PROPN;SG;PASS
अवैध	bandit	अवैध	bandit	ADJ;NOM	N;SG
अवैध	penjahat	अवैध	penjahat	ADJ;NOM	N;SG
हाँ	ya	हाँ	ya		PART
हाँ	yes	हाँ	yes		PROPN
हाँ	iya	हाँ	iya		PART
हाँ	ya	हाँ	ya		PART
हाँ	yeah	हाँ	yeah		PROPN
राहुल	rahul	राहुल	rahul	PROPN;NOM;MASC;SG;3	PROPN
प्राण	prana	प्राण	prana	PROPN;NOM;MASC;SG;3	PROPN
प्राण	pran	प्राण	pran	PROPN;NOM;MASC;SG;3	PROPN
राजीव	rajiv	राजीव	rajiv	PROPN;NOM;MASC;SG;3	PROPN
शिकागो	chicago	शिकागो	chicago	PROPN;NOM;MASC;SG;3	PROPN
विकी	wiki	विकी	wiki	PROPN;NOM;MASC;SG;3	PROPN
विकी	kueh	विकी	kueh	PROPN;NOM;MASC;SG;3	PROPN
इंग्लैण्ड	inggris	इंग्लैण्ड	inggris	PROPN;NOM;MASC;SG;3	PROPN;SG
दौड़	balapan	दौड	balapan		N;SG
दौड़	race	दौड	race		PROPN
दौड़	perlombaan	दौड	perlombaan		N;SG
दौड़	ras	दौड	ras		N;SG
दौड़	lomba	दौड	lomba		N;SG
दौड़	balapan	दौड	balapan		N;SG
दौड़	ras	दौड	ras		N;SG
दौड़	balapan	दौड	balapan		N;SG
दौड़	balap	दौड	balap		N;SG;ACT
दौड़	racing	दौड	racing		N
दौड़	membalap	दौड	menbalap		V;SG;ACT
जातीय	etnis	जातीय	etnis	V;MASC;SG;3;V.PTCP;ACT	N;SG
जातीय	etnik	जातीय	etnik	V;MASC;SG;3;V.PTCP;ACT	N;SG
छाया	shadows	छा	shadows	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
छाया	bayangan	छा	bayangan	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
छाया	bayang	छा	bayang	V;PFV;MASC;SG;V.PTCP;ACT	PROPN;SG
छाया	shading	छा	shading	V;PFV;MASC;SG;V.PTCP;ACT	N
छाया	berbayang	छा	berbayang	V;PFV;MASC;SG;V.PTCP;ACT	PROPN;SG;ACT
छाया	bayangan	छा	bayangan	V;PFV;MASC;SG;V.PTCP;ACT	N;SG
छाया	shadow	छा	shadow	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
छाया	bayang	छा	bayang	V;PFV;MASC;SG;V.PTCP;ACT	PROPN;SG
छाया	bayang	छा	bayang	V;PFV;MASC;SG;V.PTCP;ACT	PROPN;SG
छाया	berbayang	छा	berbayang	V;PFV;MASC;SG;V.PTCP;ACT	PROPN;SG;ACT
छाया	teduh	छा	teduh	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;SG
छाया	shade	छा	shade	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
मैरी	merry	मैरी	merry	PROPN;NOM;FEM;SG;3	PROPN
मैरी	mary	मैरी	mary	PROPN;NOM;FEM;SG;3	PROPN
मैरी	maria	मैरी	maria	PROPN;NOM;FEM;SG;3	PROPN
तैयारी	menyiapkan	तैयारी	mensiapkan	N;NOM;FEM;SG;3	V;SG;ACT
तैयारी	mempersiapkan	तैयारी	menpersiapkan	N;NOM;FEM;SG;3	V;SG;ACT
तैयारी	mempersiapkan	तैयारी	menpersiapkan	N;NOM;FEM;SG;3	V;SG;ACT
तैयारी	prepare	तैयारी	prepare	N;NOM;FEM;SG;3	PROPN
तैयारी	siapkan	तैयारी	siapkan	N;NOM;FEM;SG;3	V;SG;ACT
तैयारी	persiapkan	तैयारी	persiapkan	N;NOM;FEM;SG;3	V;SG;ACT
तैयारी	prep	तैयारी	prep	N;NOM;FEM;SG;3	PROPN
फाउंडेशन	foundation	फाउंडेशन	foundation	PROPN;NOM;MASC;SG;3	PROPN
फाउंडेशन	fondasi	फाउंडेशन	fondasi	PROPN;NOM;MASC;SG;3	N;SG
फाउंडेशन	yayasan	फाउंडेशन	yayasan	PROPN;NOM;MASC;SG;3	N;SG
फाउंडेशन	pondasi	फाउंडेशन	pondasi	PROPN;NOM;MASC;SG;3	N;SG
विक्टोरिया	victoria	विक्टोरिया	victoria	PROPN;NOM;MASC;SG;3	PROPN
कार्यकर्ता	pekerja	कार्यकर्ता	pekerja	N;NOM;MASC;PL;3	N;SG
निबंध	essay	निबंध	essay	N;NOM;MASC;SG;3	PROPN
पब्लिक	public	पब्लिक	public	N;NOM;MASC;SG;3	PROPN
बोल	bol	बोल	bol	V;ACT	PROPN
कान	kan	कान	kan	N;NOM;MASC;SG;3	PART
बनवाया	dibangun	बन	dibangun	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
बनवाया	built	बन	built	V;PFV;MASC;SG;V.PTCP;ACT	PROPN
महर्षि	maharishi	महर्षि	maharishi	PROPN;NOM;MASC;SG;3	PROPN
परिवारों	keluarga	परिवार	keluarga	N;ACC;MASC;PL;3	N;SG
फैल	disebarkan	फैल	disebarkan	V;ACT	V;SG;PASS
फैल	sebar	फैल	sebar	V;ACT	N;SG;ACT
फैल	penyebaran	फैल	pensebaran	V;ACT	N;SG
मेले	adil	मेला	adil	N;NOM;MASC;SG;3	ADJ;SG
मेले	fair	मेला	fair	N;NOM;MASC;SG;3	PROPN
शांत	sadar	शांत	sadar	ADJ	;SG
शांत	calm	शांत	calm	ADJ	PROPN
शांत	diam	शांत	diam	ADJ	;SG
शांत	pendiam	शांत	pendiam	ADJ	N;SG
शांत	sunyi	शांत	sunyi	ADJ	N
सौंदर्य	beauty	सौंदर्य	beauty	N;NOM;MASC;SG;3	PROPN
चीज़	cheese	चीज़	cheese	N;NOM;FEM;SG;3	PROPN
प्रोग्रामिंग	programming	प्रोग्रामिंग	programming	N;NOM;FEM;SG;3	PROPN
प्रिय	dear	प्रिय	dear		PROPN
प्रिय	sayang	प्रिय	sayang		N;SG
प्रिय	yth	प्रिय	yth		PROPN
रेड	rahmatullah	रेड	rahmatul	PROPN;NOM;MASC;SG;3	N
रेड	raid	रेड	raid	PROPN;NOM;MASC;SG;3	PROPN
रेड	serbuan	रेड	serbuan	PROPN;NOM;MASC;SG;3	
रेड	merah	रेड	merah	PROPN;NOM;MASC;SG;3	ADJ;SG
रेड	red	रेड	red	PROPN;NOM;MASC;SG;3	PROPN
स्व	diri	स्व	diri		N;SG
स्व	self	स्व	self		PROPN
सृजन	pembuatan	सृजन	penbuatan		N;SG
सृजन	ciptaan	सृजन	ciptaan		N;SG
सृजन	penciptaan	सृजन	penciptaan		N;SG
सृजन	kreasi	सृजन	kreasi		N;SG;ACT
सृजन	kreativitas	सृजन	kreativitas		N;SG
सृजन	kreatifitas	सृजन	kreatifitas		N;SG
वकील	pengacara	वकील	pengacara	N;NOM;MASC;PL;3	N;SG
वकील	pengacara	वकील	pengacara	N;NOM;MASC;PL;3	N;SG
करो	karo	कर	karo	V;SBJV;SG;FIN;ACT	PROPN
विलियम्स	doank	विलियम्स	doank	PROPN;NOM;MASC;SG;3	PROPN
विलियम्स	williams	विलियम्स	williams	PROPN;NOM;MASC;SG;3	PROPN
यूनियन	union	यूनियन	union	N;NOM;FEM;SG;3	PROPN
यूनियन	uni	यूनियन	uni	N;NOM;FEM;SG;3	PROPN;SG
यूनियन	serikat	यूनियन	serikat	N;NOM;FEM;SG;3	PROPN;SG
भावनाओं	emosi	भावना	emosi	N;ACC;FEM;PL;3	N;SG
बच	bach	बच	bach	V;ACT	PROPN
उर्जा	energy	उर्जा	energy	N;NOM;FEM;SG;3	PROPN
सोसायटी	society	सोसायटी	society	N;NOM;FEM;SG;3	PROPN
छोड़ने	pantura	छोड़	pantura	V;NFIN;ACT	N
छोड़ने	churn	छोड़	churn	V;NFIN;ACT	PROPN
यौगिकों	senyawa	यौगिक	senyawa	N;ACC;MASC;PL;3	N;SG
सेनानी	fighters	सेनानी	fighters	N;NOM;MASC;SG;3	PROPN
लेन	lane	लेन	lane	N;NOM;MASC;SG;3	PROPN
बुलाया	disebut	बुला	disebut	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
बुलाया	dipanggil	बुला	dipanggil	V;PFV;MASC;SG;V.PTCP;ACT	V;SG;PASS
बाढ़	banjir	बाढ़	banjir	N;NOM;FEM;SG;3	PROPN;SG
बाढ़	banjir	बाढ़	banjir	N;NOM;FEM;SG;3	PROPN;SG
शत्रु	enemy	शत्रु	enemy	N;NOM;MASC;SG;3	PROPN
शत्रु	bermusuhan	शत्रु	bermusuhan	N;NOM;MASC;SG;3	V;SG;ACT
शत्रु	memusuhi	शत्रु	menpusuhi	N;NOM;MASC;SG;3	V;SG;ACT
अनुच्छेद	paragraf	अनुच्छेद	paragraf	PROPN;NOM;MASC;SG;3	N;SG
अनुच्छेद	paragraf	अनुच्छेद	paragraf	PROPN;NOM;MASC;SG;3	N;SG
आयात	import	आयात	import	N;NOM;MASC;SG;3	PROPN;SG;ACT
आधा	separuh	आधा	separuh	NUM	ADJ;SG
आधा	setengahnya	आधा	setengah	NUM	N;SG
आधा	half	आधा	half	NUM	PROPN
आधा	setengah	आधा	setengah	NUM	ADJ;SG
धन्यवाद	trims	धन्यवाद	trims		PROPN
धन्यवाद	terimakasih	धन्यवाद	terimakasih		V;SG;PASS
धन्यवाद	makasih	धन्यवाद	makasih		N
बेल	belle	बेल	belle		PROPN
बेल	anggur	बेल	anggur		N;SG
बेल	lonceng	बेल	lonceng		N;SG
बेल	belle	बेल	belle		PROPN
बेल	bel	बेल	bel		PROPN;SG
बेल	bell	बेल	bell		PROPN
सेंट्रल	central	सेंट्रल	central	PROPN;NOM;MASC;SG;3	PROPN
सेंट्रल	tengah	सेंट्रल	tengah	PROPN;NOM;MASC;SG;3	PROPN;SG
सेंट्रल	pusat	सेंट्रल	pusat	PROPN;NOM;MASC;SG;3	N;SG
सेंट्रल	sentral	सेंट्रल	sentral	PROPN;NOM;MASC;SG;3	N;SG
सेंट्रल	upt	सेंट्रल	upt	PROPN;NOM;MASC;SG;3	PROPN
घातक	mematikan	घातक	menmatikan	ADJ	V;SG;ACT
घातक	deadly	घातक	deadly	ADJ	PROPN
मास्टर	master	मास्टर	master	N;NOM;MASC;SG;3	PROPN
तस्वीर	picture	तस्वीर	picture	N;NOM;FEM;SG;3	PROPN
पहल	inisiatif	पहल	inisiatif		N;SG
पहल	initiative	पहल	initiative		PROPN
परे	melampaui	परे	menlampaui		V;SG;ACT
परे	beyond	परे	beyond		PROPN
वाहनों	kendaraan	वाहन	kendaraan	N;ACC;MASC;PL;3	N;SG
राजपूत	rajput	राजपूत	rajput	PROPN;NOM;MASC;SG;3	PROPN
सच	benar	सच	benar	N;NOM;MASC;SG;3	ADJ;SG
सच	true	सच	true	N;NOM;MASC;SG;3	PROPN
सच	truth	सच	truth	N;NOM;MASC;SG;3	PROPN
पाउंड	pon	पाउंड	pon	N;NOM;MASC;SG;3	PROPN
पाउंड	lbs	पाउंड	lbs	N;NOM;MASC;SG;3	PROPN
पाउंड	pon	पाउंड	pon	N;NOM;MASC;SG;3	PROPN
पाउंड	pound	पाउंड	pound	N;NOM;MASC;SG;3	PROPN
पाउंड	pound	पाउंड	pound	N;NOM;MASC;SG;3	PROPN
पाउंड	pounds	पाउंड	pounds	N;NOM;MASC;SG;3	PROPN
पाउंड	pon	पाउंड	pon	N;NOM;MASC;SG;3	PROPN
इण्डिया	india	इण्डिया	india	PROPN;NOM;MASC;SG;3	PROPN
प्राधिकरण	berwenang	प्राधिकरण	berwenang	N;NOM;MASC;SG;3	V;SG;ACT
प्राधिकरण	authority	प्राधिकरण	authority	N;NOM;MASC;SG;3	PROPN
गाना	menyanyi	गाना	mennyanyi	N;NOM;MASC;SG;3	V;SG;ACT
गाना	bernyanyi	गाना	bernyanyi	N;NOM;MASC;SG;3	V;SG;ACT
गाना	song	गाना	song	N;NOM;MASC;SG;3	PROPN
धातुओं	logam	धातुा	logam	N;ACC;MASC;PL;3	N;SG
अतीत	past	अतीत	past		PROPN
समाजवादी	sosialis	समाजवादी	sosialis	PROPN;NOM;MASC;SG;3	N;SG
समाजवादी	sosialisme	समाजवादी	sosialisme	PROPN;NOM;MASC;SG;3	N;SG
वाणिज्य	commerce	वाणिज्य	commerce	N;NOM;MASC;SG;3	PROPN
वाणिज्य	dagang	वाणिज्य	dagang	N;NOM;MASC;SG;3	PROPN;SG;ACT
आखिरी	last	आखिरी	last	ADJ	PROPN
धूम्रपान	berasap	धूम्रपान	berrasap	N;NOM;MASC;SG;3	PROPN;SG;ACT
धूम्रपान	merokok	धूम्रपान	merokok	N;NOM;MASC;SG;3	PROPN;SG
शिवाजी	shivaji	शिवाजी	shivaji	PROPN;NOM;MASC;SG;3	PROPN
