sejler	voile	sejle	voile	V;IND;PRS;FIN;ACT	N;FEM;SG
størrelser	taille	størrelse	taille	N;INDF;MASC+FEM;PL	N;FEM;SG
øre	oreilles	øre	oreille	N;INDF;MASC+FEM;SG	N;FEM;PL
øre	oreilles	øre	oreille	N;INDF;MASC+FEM;SG	N;FEM;PL
øre	épis	øre	épi	N;INDF;MASC+FEM;SG	N;MASC;PL
walt	walt	walt	walt		PROPN
hudson	hudson	hudson	hudson		PROPN
schwerin	schwerin	schwerin	schwerin	N;INDF;MASC+FEM;SG	PROPN
løvfældende	feuillus	løvfældende	feuillus	ADJ	N;MASC;PL
susan	susan	susan	susan	N;INDF;MASC+FEM;SG	PROPN
susan	sylvie	susan	sylvie	N;INDF;MASC+FEM;SG	PROPN
elben	elbe	elben	elbe	PROPN	PROPN
karsten	karsten	karsten	karsten	N;DEF;MASC+FEM;SG	PROPN
triple	triples	triple	triple		ADJ;MASC;PL
triple	triplé	triple	triplé		V;MASC;SG;PST;V.PTCP
triple	tripler	triple	tripler		V;NFIN
triple	triple	triple	triple		ADJ;MASC;SG
klassificeret	classées	klassificere	classer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
klassificeret	classés	klassificere	classer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
sædvanlige	habituel	sædvanlig	habituel	ADJ;PL	ADJ;MASC;SG
sædvanlige	habituelle	sædvanlig	habituel	ADJ;PL	ADJ;FEM;SG
produktet	produit	produkt	produire	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP
produktet	produits	produkt	produire	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP
taber	loser	tabe	loser	V;IND;PRS;FIN;ACT	N;MASC;SG
taber	perdante	tabe	perdant	V;IND;PRS;FIN;ACT	ADJ;FEM;SG
taber	perdez	tabe	perdre	V;IND;PRS;FIN;ACT	V;IMP;PL;2;PRS;FIN
broadway	broadway	broadway	broadway	N;INDF;MASC+FEM;SG	PROPN
armenien	arménienne	armenie	arménien	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
armenien	arménien	armenie	arménien	N;DEF;MASC+FEM;SG	ADJ;MASC;SG
armenien	arméniens	armenie	arménien	N;DEF;MASC+FEM;SG	ADJ;MASC;PL
armenien	arménienne	armenie	arménien	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
armenien	arménie	armenie	arménie	N;DEF;MASC+FEM;SG	PROPN
tropiske	tropicale	tropisk	tropical	ADJ;PL	ADJ;FEM;SG
tropiske	tropical	tropisk	tropical	ADJ;PL	ADJ;MASC;SG
hand	main	hand	main		N;FEM;SG
hand	hand	hand	hand		PROPN
lød	semblait	lyde	sembler	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
lød	sonnait	lyde	sonner	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
munch	munch	munch	munch		N;MASC;SG
busk	busk	busk	busk	N;INDF;MASC+FEM;SG	PROPN
busk	bush	busk	bush	N;INDF;MASC+FEM;SG	PROPN
busk	buissons	busk	buisson	N;INDF;MASC+FEM;SG	N;MASC;PL
busk	arbustes	busk	arbuste	N;INDF;MASC+FEM;SG	N;MASC;PL
rapporter	signaler	rapport	signaler	N;INDF;MASC+FEM;PL	V;NFIN
rapporter	reportage	rapport	reportage	N;INDF;MASC+FEM;PL	N;MASC;SG
rapporter	rapport	rapport	rapport	N;INDF;MASC+FEM;PL	N;MASC;SG
kompleks	complexes	kompleks	complexe	ADJ;INDF;SG	ADJ;MASC;PL
lauritz	lauritz	lauritz	lauritz		PROPN
jespersen	jespersen	jespers	jespersen	N;DEF;MASC+FEM;SG	PROPN
fænomener	phénomène	fænomene	phénomène	N;INDF;NEUT;PL	N;MASC;SG
wallace	wallace	wallace	wallace	N;INDF;MASC+FEM;SG	PROPN
redigere	édition	redig	édition	V;NFIN;ACT	N;FEM;SG
glenn	glenn	glenn	glenn		PROPN
eksport	exportations	eksport	exportation	N;INDF;MASC+FEM;SG	N;FEM;PL
eksport	exportations	eksport	exportation	N;INDF;MASC+FEM;SG	N;FEM;PL
eksport	exporter	eksport	exporter	N;INDF;MASC+FEM;SG	V;NFIN
eksport	exportateurs	eksport	exportateur	N;INDF;MASC+FEM;SG	N;MASC;PL
eksport	exporter	eksport	exporter	N;INDF;MASC+FEM;SG	V;NFIN
lært	apprises	lære	apprise	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
lært	apprises	lære	apprise	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
elite	élitiste	elite	élitiste	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
elite	élites	elite	élite	N;INDF;MASC+FEM;SG	N;FEM;PL
jakobsen	jakobsen	jakobsen	jakobsen	N;DEF;MASC+FEM;SG	PROPN
nedsatte	réduit	nedsat	réduire	V;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
nedsatte	réduite	nedsat	réduire	V;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
kørsel	conduire	kørsel	conduire	N;INDF;MASC+FEM;SG	V;NFIN
kørsel	conduite	kørsel	conduire	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
ment	signifiait	mene	signifier	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
bloch	bloch	bloch	bloch	N;INDF;NEUT;SG	PROPN
legendariske	légendaire	legendarisk	légendaire	ADJ;PL	ADJ;MASC;SG
legendariske	mythique	legendarisk	mythique	ADJ;PL	ADJ;MASC;SG
memorial	commémoration	memorial	commémoration		N;FEM;SG
memorial	memorial	memorial	memorial		PROPN
memorial	mémorial	memorial	mémorial		N;MASC;SG
frugter	fruitières	frugte	fruitier	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
tunesien	tunisie	tunesien	tunisie	PROPN	N;FEM;SG
tunesien	tunisienne	tunesien	tunisien	PROPN	ADJ;FEM;SG
tunesien	tunisiens	tunesien	tunisien	PROPN	ADJ;MASC;PL
tunesien	tunisienne	tunesien	tunisien	PROPN	ADJ;FEM;SG
tunesien	tunisien	tunesien	tunisien	PROPN	ADJ;MASC;SG
hood	hood	hood	hood	N;INDF;MASC+FEM;SG	PROPN
tobias	tobias	tobias	tobia	N;INDF;MASC+FEM;SG	PROPN
indvandrere	immigrés	indvandrer	immigré	N;INDF;MASC+FEM;PL	V;MASC;PL;PST;V.PTCP
indvandrere	immigrés	indvandrer	immigré	N;INDF;MASC+FEM;PL	V;MASC;PL;PST;V.PTCP
indvandrere	immigrés	indvandrer	immigré	N;INDF;MASC+FEM;PL	V;MASC;PL;PST;V.PTCP
indvandrere	immigrant	indvandrer	immigrant	N;INDF;MASC+FEM;PL	N;MASC;SG
indvandrere	immigrée	indvandrer	immigré	N;INDF;MASC+FEM;PL	ADJ;FEM;SG
indvandrere	immigré	indvandrer	immigré	N;INDF;MASC+FEM;PL	V;MASC;SG;PST;V.PTCP
arbejdspladser	emploi	arbejdsplads	emploi	N;INDF;MASC+FEM;PL	N;MASC;SG
anklager	procureur	anklage	procureur	N;INDF;MASC+FEM;PL	N;MASC;SG
peters	peters	peters	peter		PROPN
konsulent	consultante	konsulent	consultant	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
venezuela	vénézuéliens	venezuela	vénézuélien		ADJ;MASC;PL
venezuela	vénézuélienne	venezuela	vénézuélien		ADJ;FEM;SG
venezuela	vénézuélien	venezuela	vénézuélien		ADJ;MASC;SG
venezuela	venezuela	venezuela	venezuela		PROPN
alexandria	alexandrie	alexandria	alexandrie		PROPN
ride	équitation	ride	équitation	V;NFIN;ACT	N;FEM;SG
ride	balade	ride	balade	V;NFIN;ACT	N;FEM;SG
ridge	dorsale	ridge	dorsal		ADJ;FEM;SG
ridge	ridge	ridge	ridge		PROPN
ridge	arête	ridge	arête		N;FEM;SG
ridge	crête	ridge	crête		N;FEM;SG
classic	classic	classic	classic		N;MASC;SG
classic	classique	classic	classique		ADJ;MASC;SG
classic	classiques	classic	classique		ADJ;MASC;PL
ritualer	rituel	ritual	rituel	N;INDF;NEUT;PL	N;MASC;SG
sekund	second	sekund	second	N;INDF;NEUT;SG	ADJ;MASC;SG
sekund	deuxième	sekund	deuxième	N;INDF;NEUT;SG	ADJ;MASC;SG
sekund	deuxieme	sekund	deuxieme	N;INDF;NEUT;SG	ADJ;MASC;SG
sekund	seconde	sekund	second	N;INDF;NEUT;SG	ADJ;FEM;SG
mændene	masculins	mand	masculin	N;DEF;MASC+FEM;PL	ADJ;MASC;PL
mændene	homme	mand	homme	N;DEF;MASC+FEM;PL	N;MASC;SG
ambassade	ambassades	ambassade	ambassade	N;INDF;MASC+FEM;SG	N;FEM;PL
statsborgerskab	nationalités	statsborgerskab	nationalité	N;INDF;NEUT;SG	N;FEM;PL
newcastle	newcastle	newcastel	newcastle		N;MASC;SG
fyldte	farcis	fylde	farcis	V;PST;V.PTCP	N;MASC;PL
fyldte	farci	fylde	farci	V;PST;V.PTCP	N;MASC;SG
fyldte	farcies	fylde	farcie	V;PST;V.PTCP	N;FEM;PL
fyldte	peluche	fylde	peluche	V;PST;V.PTCP	N;FEM;SG
runder	rondes	runde	rond	N;INDF;MASC+FEM;PL	ADJ;FEM;PL
ontario	ontario	ontario	ontario		N;MASC;SG
åndelige	spirituelle	åndelig	spirituel	ADJ;PL	ADJ;FEM;SG
åndelige	spirituel	åndelig	spirituel	ADJ;PL	ADJ;MASC;SG
panzer	panzer	panze	panzer	N;INDF;MASC+FEM;PL	N;MASC;SG
fiktion	fictions	fiktion	fiction	N;INDF;MASC+FEM;SG	N;FEM;PL
svendsen	svendsen	svends	svendsen	N;DEF;MASC+FEM;SG	PROPN
gottorp	gottorp	gottorp	gottorp	PROPN	PROPN
iversen	iversen	iversen	iversen		PROPN
særskilt	séparément	særskilt	séparément	ADJ;INDF;SG	ADV
særskilt	séparés	særskilt	séparer	ADJ;INDF;SG	V;MASC;PL;PST;V.PTCP
særskilt	séparé	særskilt	séparer	ADJ;INDF;SG	V;MASC;SG;PST;V.PTCP
særskilt	séparées	særskilt	séparer	ADJ;INDF;SG	V;FEM;PL;PST;V.PTCP
særskilt	séparer	særskilt	séparer	ADJ;INDF;SG	V;NFIN
højdepunkt	souligner	højdepunkt	souligner	N;INDF;NEUT;SG	V;NFIN
formodes	présumés	formode	présumer	V;PRS;NFIN;PASS	V;MASC;PL;PST;V.PTCP
formodes	présumé	formode	présumer	V;PRS;NFIN;PASS	V;MASC;SG;PST;V.PTCP
formodes	présumée	formode	présumer	V;PRS;NFIN;PASS	V;FEM;SG;PST;V.PTCP
kommunistisk	communisme	kommunistisk	communisme	ADV	N;MASC;SG
kommunistisk	communistes	kommunistisk	communiste	ADV	N;MASC;PL
kommunistisk	communiste	kommunistisk	communiste	ADV	ADJ;MASC;SG
sko	chaussure	sko	chaussure	N;INDF;MASC+FEM;PL	N;FEM;SG
sko	chaussure	sko	chaussure	N;INDF;MASC+FEM;PL	N;FEM;SG
sko	soulier	sko	soulier	N;INDF;MASC+FEM;PL	N;MASC;SG
bakken	hill	bakke	hill	N;DEF;MASC+FEM;SG	PROPN
gengivet	reproduits	gengive	reproduire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
gengivet	reproduites	gengive	reproduire	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
ikast	ikast	ikast	ikast		PROPN
færge	navettes	færge	navette	N;INDF;MASC+FEM;SG	N;FEM;PL
færge	traversiers	færge	traversier	N;INDF;MASC+FEM;SG	N;MASC;PL
track	piste	track	piste		N;FEM;SG
track	morceau	track	morceau		N;MASC;SG
eastwood	eastwood	eastwood	eastwood		PROPN
marcel	marcel	marcel	marcel		N;MASC;SG
leonard	léonard	leonard	léonard		PROPN
leonard	leonard	leonard	leonard		PROPN
birger	birger	birger	birger	N;INDF;MASC+FEM;PL	PROPN
seattle	seattle	seattle	seattle		PROPN
mozart	mozart	mozart	mozart		N;MASC;SG
adm	adm	adm	adm	N;INDF;MASC+FEM;SG	PROPN
korstog	croisades	korstog	croisade	N;INDF;NEUT;SG	N;FEM;PL
korstog	croisades	korstog	croisade	N;INDF;NEUT;SG	N;FEM;PL
evil	diaboliques	evil	diabolique		ADJ;MASC;PL
evil	mal	evil	mal		ADV
evil	evil	evil	evil		PROPN
evil	diabolique	evil	diabolique		ADJ;MASC;SG
dylan	dylan	dylan	dylan		PROPN
gæst	invité	gæst	inviter	N;INDF;MASC+FEM;SG	V;MASC;SG;PST;V.PTCP
gæst	invitée	gæst	inviter	N;INDF;MASC+FEM;SG	V;FEM;SG;PST;V.PTCP
gæst	invités	gæst	inviter	N;INDF;MASC+FEM;SG	V;MASC;PL;PST;V.PTCP
statsborger	citoyen	statsborger	citoyen	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
definerer	définis	definere	définir	V;IND;PRS;FIN;ACT	V;MASC;PL;PST;V.PTCP
definerer	définition	definere	définition	V;IND;PRS;FIN;ACT	N;FEM;SG
ugift	célibataire	ugift	célibataire	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
brasilianske	brésilien	brasiliansk	brésilien	ADJ;PL	ADJ;MASC;SG
brasilianske	brésilienne	brasiliansk	brésilien	ADJ;PL	ADJ;FEM;SG
vestindien	caraïbes	vestindie	caraïbe	N;DEF;MASC+FEM;SG	N;MASC;PL
vestindien	antilles	vestindie	antille	N;DEF;MASC+FEM;SG	N;FEM;PL
vestindien	caraïbe	vestindie	caraïbe	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
zulu	zoulou	zulu	zoulou		ADJ;MASC;SG
beat	beat	beat	beat	N;INDF;NEUT;SG	PROPN
beat	battez	beat	battre	N;INDF;NEUT;SG	V;IMP;PL;2;PRS;FIN
beat	battu	beat	battre	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP
beat	battre	beat	battre	N;INDF;NEUT;SG	V;NFIN
gradvis	progressif	gradvis	progressif	ADV	ADJ;MASC;SG
gradvis	graduelle	gradvis	graduel	ADV	ADJ;FEM;SG
gradvis	graduel	gradvis	graduel	ADV	ADJ;MASC;SG
gradvis	progressive	gradvis	progressif	ADV	ADJ;FEM;SG
gradvis	progressiste	gradvis	progressiste	ADV	ADJ;MASC;SG
gradvis	progressifs	gradvis	progressif	ADV	ADJ;MASC;PL
gradvis	progressif	gradvis	progressif	ADV	ADJ;MASC;SG
gradvis	graduel	gradvis	graduel	ADV	ADJ;MASC;SG
gradvis	progressive	gradvis	progressif	ADV	ADJ;FEM;SG
winter	hiver	winter	hiver		N;MASC;SG
winter	hivers	winter	hiver		N;MASC;PL
vinden	éolienne	vind	éolien	N;DEF;MASC+FEM;SG	ADJ;FEM;SG
vinden	vents	vind	vent	N;DEF;MASC+FEM;SG	N;MASC;PL
gert	gert	gern	gert		PROPN
peace	paix	peace	paix		N;FEM;SG
ralph	ralph	ralph	ralph		N;MASC;PL
percussion	percussions	percussion	percussion	N;INDF;MASC+FEM;SG	N;FEM;PL
matcher	matches	matcher	match	V;IND;PRS;FIN;ACT	N;MASC;PL
matcher	correspondances	matcher	correspondance	V;IND;PRS;FIN;ACT	N;FEM;PL
matcher	matchs	matcher	match	V;IND;PRS;FIN;ACT	N;MASC;PL
matcher	allumettes	matcher	allumette	V;IND;PRS;FIN;ACT	N;FEM;PL
matcher	appariement	matcher	appariement	V;IND;PRS;FIN;ACT	N;MASC;SG
matcher	adéquation	matcher	adéquation	V;IND;PRS;FIN;ACT	N;FEM;SG
matcher	correspondance	matcher	correspondance	V;IND;PRS;FIN;ACT	N;FEM;SG
matcher	correspondance	matcher	correspondance	V;IND;PRS;FIN;ACT	N;FEM;SG
matcher	allumette	matcher	allumette	V;IND;PRS;FIN;ACT	N;FEM;SG
matcher	match	matcher	match	V;IND;PRS;FIN;ACT	N;MASC;SG
grethe	grethe	grethe	grethe	N;INDF;MASC+FEM;SG	PROPN
vedrører	inquiétudes	vedrøre	inquiétude	V;IND;PRS;FIN;ACT	N;FEM;PL
vedrører	préoccupations	vedrøre	préoccupation	V;IND;PRS;FIN;ACT	N;FEM;PL
tilbyde	offrande	tilbyde	offrande	V;NFIN;ACT	N;FEM;SG
tilbyde	offre	tilbyde	offre	V;NFIN;ACT	N;FEM;SG
hope	espère	hope	espérer		V;IND;SG;3;PRS;FIN
hope	espoirs	hope	espoir		N;MASC;PL
hope	espérer	hope	espérer		V;NFIN
hope	espoir	hope	espoir		N;MASC;SG
hope	espérance	hope	espérance		N;FEM;SG
regelmæssigt	ordinaire	regelmæssigt	ordinaire	ADV	ADJ;MASC;SG
regelmæssigt	régulière	regelmæssigt	régulier	ADV	ADJ;FEM;SG
regelmæssigt	régulières	regelmæssigt	régulier	ADV	ADJ;FEM;PL
regelmæssigt	régulier	regelmæssigt	régulier	ADV	ADJ;MASC;SG
rigdom	richesses	rigdom	richesse	N;INDF;MASC+FEM;SG	N;FEM;PL
nævne	mention	nævne	mention	V;NFIN;ACT	N;FEM;SG
finansieret	financés	finansiere	financé	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
finansieret	financées	finansiere	financer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
finansieret	financées	finansiere	financer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
finansieret	financés	finansiere	financé	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
akt	agir	akt	agir	N;INDF;MASC+FEM;SG	V;NFIN
akt	act	akt	act	N;INDF;MASC+FEM;SG	PROPN
struensee	struensee	struense	struensee	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
personale	personnel	personal	personnel	ADJ;PL	N;MASC;SG
personale	personnel	personal	personnel	ADJ;PL	N;MASC;SG
kaster	coulées	kaste	coulée	V;IND;PRS;FIN;ACT	V;FEM;PL;PST;V.PTCP
happy	heureuses	happy	heureux		ADJ;FEM;PL
happy	joyeux	happy	joyeux		ADJ;MASC;SG
happy	heureux	happy	heureux		ADJ;MASC;SG
happy	heureuse	happy	heureux		ADJ;FEM;SG
happy	joyeuse	happy	joyeux		ADJ;FEM;SG
ansøgning	applications	ansøgning	application	N;INDF;MASC+FEM;SG	N;FEM;PL
ansøgning	demandes	ansøgning	demande	N;INDF;MASC+FEM;SG	N;FEM;PL
vagn	vagn	vagn	vagn		PROPN
command	commandement	command	commandement		N;MASC;SG
command	commande	command	commande		N;FEM;SG
joakim	joakim	joakim	joakim		PROPN
joakim	scrooge	joakim	scrooge		N;MASC;SG
genopbygget	reconstruits	genopbygget	reconstruire	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
hemmelig	secrets	hemmelig	secret	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
bue	arch	bue	arch	N;INDF;MASC+FEM;SG	PROPN
bue	bow	bue	bow	N;INDF;MASC+FEM;SG	PROPN
christoph	christoph	christoph	christoph	N;INDF;MASC+FEM;SG	PROPN
værksted	garages	værksted	garage	N;INDF;NEUT;SG	N;MASC;PL
værksted	ateliers	værksted	atelier	N;INDF;NEUT;SG	N;MASC;PL
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	PROPN
simpsons	simpson	simpsons	simpson	N;GEN;INDF;MASC+FEM;SG	PROPN
bryggeri	brewer	bryggeri	brewer	N;INDF;NEUT;SG	PROPN
madison	madison	madison	madison		PROPN
sørger	deuil	sørge	deuil	V;IND;PRS;FIN;ACT	N;MASC;SG
blom	blom	blom	blom	N;INDF;MASC+FEM;SG	PROPN
indtaget	prises	indtage	prendre	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
indtaget	taken	indtage	taken	V;INDF;SG;PST;V.PTCP	N;MASC;SG
indtaget	apport	indtage	apport	V;INDF;SG;PST;V.PTCP	N;MASC;SG
indtaget	consommées	indtage	consommer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
indtaget	consommés	indtage	consommer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
besidder	possesseur	besidde	possesseur	V;IND;PRS;FIN;ACT	N;MASC;SG
devil	démon	devil	démon		N;MASC;SG
devil	devil	devil	devil		PROPN
devil	diable	devil	diable		N;MASC;SG
ungdoms	jeunes	ungdom	jeune	N;GEN;INDF;MASC+FEM;SG	ADJ;MASC;PL
søgning	chercher	søgning	chercher	N;INDF;MASC+FEM;SG	V;NFIN
søgning	rechercher	søgning	rechercher	N;INDF;MASC+FEM;SG	V;NFIN
søgning	recherches	søgning	recherche	N;INDF;MASC+FEM;SG	N;FEM;PL
søgning	recherchez	søgning	rechercher	N;INDF;MASC+FEM;SG	V;IMP;PL;2;PRS;FIN
søgning	recherchant	søgning	rechercher	N;INDF;MASC+FEM;SG	V;PRS;V.PTCP
vidne	témoins	vidne	témoin	N;INDF;NEUT;SG	N;MASC;PL
ombord	bord	ombord	bord	ADV	N;MASC;SG
seksuel	sexuelles	seksuel	sexuel	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
foretrak	préférence	foretrak	préférence	V;IND;PST;FIN;ACT	N;FEM;SG
foretrak	préférés	foretrak	préféré	V;IND;PST;FIN;ACT	ADJ;MASC;PL
beskeden	message	beskeden	message	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
beskeden	modestes	beskeden	modeste	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
beskeden	modestement	beskeden	modestement	ADJ;INDF;MASC+FEM;SG	ADV
lead	plomb	lead	plomb		N;MASC;SG
vinderne	gagnants	vinde	gagnant	N;DEF;MASC+FEM;PL	ADJ;MASC;PL
montana	montana	montana	montana		PROPN
brock	brock	brock	brock	N;INDF;MASC+FEM;SG	PROPN
falsk	false	falsk	false	ADJ;INDF;SG	N;MASC;SG
falsk	fausses	falsk	faux	ADJ;INDF;SG	ADJ;FEM;PL
falsk	imposteur	falsk	imposteur	ADJ;INDF;SG	N;MASC;SG
falsk	simuler	falsk	simuler	ADJ;INDF;SG	V;NFIN
falsk	fake	falsk	fake	ADJ;INDF;SG	N;MASC;SG
observeret	observés	observere	observer	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
observeret	observées	observere	observer	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
nash	nash	nash	nash	N;INDF;MASC+FEM;SG	PROPN
pil	flèches	pil	flèche	V;IMP	N;FEM;PL
pil	arrow	pil	arrow	V;IMP	PROPN
pil	flèche	pil	flèche	V;IMP	N;FEM;SG
mhz	mhz	mhz	mhz	N;INDF;MASC+FEM;SG	N;MASC;PL
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
moral	morale	moral	moral	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
moral	moral	moral	moral	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
moral	moraux	moral	moral	N;INDF;MASC+FEM;SG	ADJ;MASC;PL
moral	morale	moral	moral	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
moral	morale	moral	moral	N;INDF;MASC+FEM;SG	ADJ;FEM;SG
sandsynlighed	probabilités	sandsynlighed	probabilité	N;INDF;MASC+FEM;SG	N;FEM;PL
håbede	espérant	håbe	espérer	V;IND;PST;FIN;ACT	V;PRS;V.PTCP
håbede	espéraient	håbe	espérer	V;IND;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
håbede	espérait	håbe	espérer	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
dokumenteret	documentés	dokumenteret	documenter	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
dokumenteret	documentées	dokumenteret	documenter	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
dokumenteret	prouvés	dokumenteret	prouver	V;INDF;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
dokumenteret	prouvées	dokumenteret	prouver	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
kosovo	kosovo	kosovo	kosovo	PROPN	N;MASC;SG
nacional	nacional	nacional	nacional		PROPN
afvikles	réglés	afvikle	réglé	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
afvikles	réglé	afvikle	régler	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
strengt	rigoureuse	strengt	rigoureux	ADV	ADJ;FEM;SG
strengt	strict	strengt	strict	ADV	ADJ;MASC;SG
strengt	rigoureux	strengt	rigoureux	ADV	ADJ;MASC;SG
strengt	strictes	strengt	strict	ADV	ADJ;FEM;PL
strengt	stricte	strengt	strict	ADV	ADJ;FEM;SG
torino	torino	torino	torino	PROPN	PROPN
torino	turin	torino	turin	PROPN	PROPN
torino	turin	torino	turin	PROPN	PROPN
akustisk	acoustiques	akustisk	acoustique	ADJ;INDF;SG	ADJ;MASC;PL
konference	conférences	konference	conférence	N;INDF;MASC+FEM;SG	N;FEM;PL
martha	martha	martha	martha	N;INDF;MASC+FEM;SG	PROPN
massive	massif	massive	massif	ADJ;PL	N;MASC;SG
massive	massive	massive	massif	ADJ;PL	ADJ;FEM;SG
leveres	livrés	levere	livrer	V;IND;PRS;FIN;PASS	V;MASC;PL;PST;V.PTCP
leveres	livrée	levere	livrer	V;IND;PRS;FIN;PASS	V;FEM;SG;PST;V.PTCP
leveres	délivré	levere	délivrer	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
leveres	livré	levere	livrer	V;IND;PRS;FIN;PASS	V;MASC;SG;PST;V.PTCP
kyster	côte	kyste	côte	N;INDF;MASC+FEM;PL	N;FEM;SG
frisk	fraîcheur	frisk	fraîcheur	ADJ;INDF;SG	N;FEM;SG
stabil	stabilité	stabil	stabilité	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
stabil	écurie	stabil	écurie	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
stabil	stables	stabil	stable	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
germain	germain	germain	germain	N;INDF;NEUT;SG	PROPN
seat	seat	seat	seat	N;INDF;MASC+FEM;SG	PROPN
tyndt	minces	tyndt	mince	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
anime	animé	anim	animer		V;MASC;SG;PST;V.PTCP
anime	anime	anim	anime		N;FEM;SG
ask	demander	ask	demander		V;NFIN
ask	demandez	ask	demander		V;IMP;PL;2;PRS;FIN
ask	demande	ask	demande		N;FEM;SG
ask	frêne	ask	frêne		N;MASC;SG
ask	cendres	ask	cendre		N;FEM;PL
ask	ash	ask	ash		
ask	cendre	ask	cendre		N;FEM;SG
freja	freya	freja	freya	N;INDF;MASC+FEM;SG	PROPN
limited	limitée	limited	limiter		V;FEM;SG;PST;V.PTCP
limited	limitées	limited	limiter		V;FEM;PL;PST;V.PTCP
limited	limité	limited	limiter		V;MASC;SG;PST;V.PTCP
limited	limités	limited	limiter		V;MASC;PL;PST;V.PTCP
murphy	murphy	murphy	murphy		PROPN
analyser	analyse	analyse	analyse	N;INDF;MASC+FEM;PL	N;FEM;SG
faxe	télécopie	faxe	télécopie		N;FEM;SG
faxe	fax	faxe	fax		N;MASC;SG
diamond	losange	diamond	losange		N;MASC;SG
diamond	diamond	diamond	diamond		PROPN
diamond	diamant	diamond	diamant		N;MASC;SG
diamond	diamants	diamond	diamant		N;MASC;PL
detaljeret	détaillées	detaljeret	détailler	V;INDF;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
edge	bord	edge	bord		N;MASC;SG
edge	bordure	edge	bordure		N;FEM;SG
edge	arête	edge	arête		N;FEM;SG
edge	edge	edge	edge		PROPN
jürgen	jürgen	jürg	jürgen	N;DEF;MASC+FEM;SG	PROPN
jürgen	jurgen	jürg	jurgen	N;DEF;MASC+FEM;SG	PROPN
