scandal	scandales	scandal	scandale	N;INDF;MASC;SG	N;MASC;PL
inconjurata	entourée	inconjurat	entourer	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
inconjurata	entouré	inconjurat	entourer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
viktor	viktor	viktor	viktor	PROPN	PROPN
babes	babes	babes	babe	N;INDF;MASC;SG	N;FEM;PL
babes	filles	babes	fille	N;INDF;MASC;SG	N;FEM;PL
babes	babes	babes	babe	N;INDF;MASC;SG	N;FEM;PL
babes	filles	babes	fille	N;INDF;MASC;SG	N;FEM;PL
adulti	adultes	adult	adulte		N;MASC;PL
adulti	adulte	adult	adulte		ADJ;MASC;SG
adulti	adulte	adult	adulte		ADJ;MASC;SG
adulti	adultes	adult	adulte		N;MASC;PL
adulti	adultes	adult	adulte		N;MASC;PL
adulti	adulte	adult	adulte		ADJ;MASC;SG
estadio	stade	estadio	stade	PROPN	N;MASC;SG
atribuita	attribuées	atribuit	attribuer	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
atribuita	attribué	atribuit	attribuer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
atribuita	attribués	atribuit	attribuer	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
atribuita	attribuée	atribuit	attribuer	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
atribuita	attribué	atribuit	attribuer	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
atribuita	assignée	atribuit	assigné	N;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
atribuita	assignés	atribuit	assigner	N;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
atribuita	affecté	atribuit	affecter	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
atribuita	assignées	atribuit	assigner	N;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
atribuita	assigné	atribuit	assigner	N;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
wood	bois	wood	bois	PROPN	N;MASC;SG
abc	abc	abc	abc	N;INDF;MASC;SG	PROPN
geo	geo	geo	geo	N;INDF;MASC;SG	
coordonatele	coordonnées	coordonată	coordonner	N;DEF;FEM;PL	V;FEM;PL;PST;V.PTCP
coordonatele	coordonnés	coordonată	coordonner	N;DEF;FEM;PL	V;MASC;PL;PST;V.PTCP
johan	johan	johan	johan	PROPN	PROPN
santos	santos	santos	santo	PROPN	PROPN
armament	armements	armament	armement	N;INDF;MASC;SG	N;MASC;PL
armament	armements	armament	armement	N;INDF;MASC;SG	N;MASC;PL
armament	armements	armament	armement	N;INDF;MASC;SG	N;MASC;PL
simfonia	symphonique	simfonie	symphonique	N;DEF;FEM;SG	ADJ;MASC;SG
marcand	marquer	marcand	marquer		V;NFIN
marcand	pointage	marcand	pointage		N;MASC;SG
marcand	notation	marcand	notation		N;FEM;SG
visul	rêves	vis	rêve	N;DEF;MASC;SG	N;MASC;PL
visul	dream	vis	dream	N;DEF;MASC;SG	PROPN
visul	rêver	vis	rêver	N;DEF;MASC;SG	V;NFIN
eddie	eddie	eddie	eddie	PROPN	PROPN
eddie	eddy	eddie	eddy	PROPN	PROPN
mir	mir	mir	mir		
pescuit	pêcheries	pescuit	pêcherie	N;INDF;MASC;SG	N;FEM;PL
pescuit	pêches	pescuit	pêche	N;INDF;MASC;SG	N;FEM;PL
pescuit	pêcher	pescuit	pêcher	N;INDF;MASC;SG	V;NFIN
proportie	proportions	proportie	proportion	N;INDF;FEM;SG	N;FEM;PL
jorge	jorge	jorge	jorge	PROPN	PROPN
atribuite	attribuées	atribuit	attribuer	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
atribuite	attribué	atribuit	attribuer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
atribuite	attribués	atribuit	attribuer	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
atribuite	attribuée	atribuit	attribuer	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
atribuite	attribué	atribuit	attribuer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
atribuite	assignée	atribuit	assigné	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
atribuite	assignés	atribuit	assigner	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
atribuite	affecté	atribuit	affecter	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
atribuite	assignées	atribuit	assigner	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
atribuite	assigné	atribuit	assigner	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
bursa	bursa	bursă	bursa	N;DEF;FEM;SG	PROPN
dragomir	dragomir	dragomir	dragomir	PROPN	PROPN
reciproc	mutuelle	reciproc	mutuel	ADV	ADJ;FEM;SG
reciproc	réciproque	reciproc	réciproque	ADV	ADJ;FEM;SG
reciproc	mutuel	reciproc	mutuel	ADV	ADJ;MASC;SG
reciproc	mutuelles	reciproc	mutuelles	ADV	ADJ;FEM;PL
extra	supplémentaires	extra	supplémentaire		ADJ;MASC;PL
extra	supplémentaire	extra	supplémentaire		ADJ;MASC;SG
extra	extra	extra	extra		N;MASC;SG
avansate	avancés	avansat	avancé	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
avansate	avancées	avansat	avancée	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
avansate	avancé	avansat	avancer	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
avansate	perfectionné	avansat	perfectionner	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
avansate	avancée	avansat	avancé	ADJ;INDF;FEM;PL	ADJ;FEM;SG
umbra	shadow	umbră	shadow	N;DEF;FEM;SG	PROPN
umbra	ombres	umbră	ombre	N;DEF;FEM;SG	N;FEM;PL
umbra	abat	umbră	abattre	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
umbra	shadow	umbră	shadow	N;DEF;FEM;SG	PROPN
umbra	ombres	umbră	ombre	N;DEF;FEM;SG	N;FEM;PL
umbra	abat	umbră	abattre	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
vocala	voyelles	vocală	voyelle	N;DEF;FEM;SG	N;FEM;PL
vocala	voyelles	vocală	voyelle	N;DEF;FEM;SG	N;FEM;PL
creuse	creuse	creus	creux	V;IND;SG;3;PST+PRF;FIN	ADJ;FEM;SG
omorat	assassiné	omora	assassiner	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
omorat	assassinés	omora	assassiner	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
omorat	tué	omora	tuer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
omorat	assassinée	omora	assassiner	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
omorat	tué	omora	tuer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
omorat	tuée	omora	tuer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
omorat	tués	omora	tuer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
marturii	témoignage	marturie	témoignage	N;INDF;FEM;PL	N;MASC;SG
aaron	aaron	aaron	aaron	PROPN	PROPN
falls	chutes	fall	chute	PROPN	N;FEM;PL
falls	tombe	fall	tomber	PROPN	V;IND;SG;3;PRS;FIN
falls	falls	fall	falls	PROPN	PROPN
paraná	paraná	paraná	paraná	PROPN	N;MASC;SG
academica	académiques	academică	académique	N;DEF;FEM;SG	ADJ;MASC;PL
academica	universitaire	academică	universitaire	N;DEF;FEM;SG	ADJ;MASC;SG
academica	universitaires	academică	universitaire	N;DEF;FEM;SG	ADJ;MASC;PL
academica	académique	academică	académique	N;DEF;FEM;SG	ADJ;MASC;SG
promoveaza	boost	promoveaza	boost	V;IND;SG;3;IPFV;FIN	N;MASC;SG
digitale	numérique	digital	numérique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
digitale	digital	digital	digital	ADJ;INDF;FEM;PL	ADJ;MASC;SG
abbas	abbas	abbas	abbas	N;INDF;MASC;SG	PROPN
hcm	hcm	hcm	hcm	N	
grafic	graphique	grafic	graphique	ADV	ADJ;MASC;SG
grafic	graphe	grafic	graphe	ADV	N;MASC;SG
grafic	graphiques	grafic	graphique	ADV	ADJ;MASC;PL
grafic	graphique	grafic	graphique	ADV	ADJ;MASC;SG
grafic	graphique	grafic	graphique	ADV	ADJ;MASC;SG
grafic	diagramme	grafic	diagramme	ADV	N;MASC;SG
pedeapsa	pénalités	pedeapsă	pénalité	N;DEF;FEM;SG	N;FEM;PL
pedeapsa	punitions	pedeapsă	punition	N;DEF;FEM;SG	N;FEM;PL
pedeapsa	pénalités	pedeapsă	pénalité	N;DEF;FEM;SG	N;FEM;PL
pedeapsa	punitions	pedeapsă	punition	N;DEF;FEM;SG	N;FEM;PL
mei	mei	meu	mei	DET;MASC;PL;1	
sevilla	séville	sevilla	séville	PROPN	PROPN
sevilla	sevilla	sevilla	sevilla	PROPN	PROPN
sevilla	séville	sevilla	séville	PROPN	PROPN
sevilla	seville	sevilla	seville	PROPN	PROPN
definite	définie	definit	définir	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
definite	définis	definit	définir	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
definite	définies	definit	définir	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
definite	défini	definit	définir	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
pauza	interrompre	pauză	interrompre	N;DEF;FEM;SG	V;NFIN
pauza	suspendre	pauză	suspendre	N;DEF;FEM;SG	V;NFIN
pauza	briser	pauză	briser	N;DEF;FEM;SG	V;NFIN
pauza	briser	pauză	briser	N;DEF;FEM;SG	V;NFIN
pauza	interrompre	pauză	interrompre	N;DEF;FEM;SG	V;NFIN
pauza	suspendre	pauză	suspendre	N;DEF;FEM;SG	V;NFIN
allan	allan	allan	allan	PROPN	PROPN
globala	mondiaux	globală	mondial	ADJ;DEF;FEM;SG	ADJ;MASC;PL
torre	torre	torre	torre	PROPN	PROPN
conan	conan	conan	conan	PROPN	N;MASC;SG
brescia	brescia	brescie	brescia	PROPN	PROPN
infrant	vaincu	infrant	vaincre		V;MASC;SG;PST;V.PTCP
infrant	défaite	infrant	défaite		N;FEM;SG
infrant	battu	infrant	battre		V;MASC;SG;PST;V.PTCP
infrant	vaincus	infrant	vaincre		V;MASC;PL;PST;V.PTCP
infrant	vaincue	infrant	vaincre		V;FEM;SG;PST;V.PTCP
roxana	roxana	roxana	roxana	N;DEF;FEM;SG	PROPN
ferrara	ferrara	ferrara	ferrarer	PROPN	PROPN
string	chaîne	stringe	chaîne		N;FEM;SG
string	ficelle	stringe	ficelle		N;FEM;SG
string	string	stringe	string		N;MASC;SG
string	cordes	stringe	corde		N;FEM;PL
julian	julian	julian	julian	N;INDF;MASC;SG	PROPN
julian	julien	julian	julien	N;INDF;MASC;SG	PROPN
collins	collins	collins	collin	PROPN	PROPN
ontario	ontario	ontario	ontario	PROPN	N;MASC;SG
valoroase	précieux	valoros	précieux	ADJ;INDF;FEM;PL	ADJ;MASC;SG
valoroase	précieuse	valoros	précieux	ADJ;INDF;FEM;PL	ADJ;FEM;SG
reclama	commercial	reclama	commercial	N;DEF;FEM;SG	ADJ;MASC;SG
reclama	commerciaux	reclama	commercial	N;DEF;FEM;SG	ADJ;MASC;PL
reclama	commerciales	reclama	commercial	N;DEF;FEM;SG	ADJ;FEM;PL
reclama	commerciale	reclama	commercial	N;DEF;FEM;SG	ADJ;FEM;SG
reclama	publicitaire	reclama	publicitaire	N;DEF;FEM;SG	ADJ;MASC;SG
reclama	publicités	reclama	publicité	N;DEF;FEM;SG	N;FEM;PL
maniu	maniu	maniu	maniu	PROPN	PROPN
merite	mérite	merit	mériter	N;INDF;FEM;PL	ADJ;MASC;SG
tong	tong	tong	tong	PROPN	N;MASC;SG
neagu	neagu	neagu	neagu	N;INDF;MASC;SG	PROPN
comunicatii	communications	comunicat	communication		N;FEM;PL
manga	manga	manga	manga		N;MASC;SG
manga	mangas	manga	manga		N;MASC;PL
electorala	électorale	electoral	électoral	N;DEF;FEM;SG	ADJ;FEM;SG
indo	indo	indo	indo		PROPN
montreal	montréal	montreal	montréal	PROPN	N;MASC;SG
montreal	montreal	montreal	montreal	PROPN	PROPN
scade	diminution	scădea	diminution	V;IND;SG;3;PRS;FIN	N;FEM;SG
scade	baisse	scădea	baisse	V;IND;SG;3;PRS;FIN	N;FEM;SG
ton	thons	ton	thon	N;INDF;MASC;SG	N;MASC;PL
cheia	clefs	cheie	clef	N;DEF;FEM;SG	N;MASC;PL
cheia	clés	cheie	clé	N;DEF;FEM;SG	N;FEM;PL
britannica	britannica	britannic	britannica	N;DEF;FEM;SG	PROPN
romanov	romanov	romanov	romanov	PROPN	N;MASC;SG
vidin	vidin	vidin	vidin	N;INDF;MASC;SG	PROPN
mecanice	mécanique	mecanic	mécanique	ADJ;INDF;FEM;PL	ADJ;MASC;SG
vrh	vrh	vrh	vrh	N;INDF;MASC;SG	PROPN
mobil	mobile	mobil	mobile	N;INDF;MASC;SG	ADJ;MASC;SG
mobil	portable	mobil	portable	N;INDF;MASC;SG	ADJ;MASC;SG
sean	sean	sean	sean	PROPN	PROPN
schi	skier	schi	skier	N;INDF;MASC;SG	V;NFIN
fondarea	fondatrice	fondare	fondatrice	N;DEF;FEM;SG	ADJ;FEM;SG
fictiv	fictifs	fictiv	fictif	ADJ;INDF;MASC;SG	ADJ;MASC;PL
aeroport	aéroports	aeroport	aéroport	N;INDF;MASC;SG	N;MASC;PL
talentul	talents	talent	talent	N;DEF;MASC;SG	N;MASC;PL
oklahoma	oklahoma	oklahoma	oklahoma	PROPN	PROPN
terestra	terrestre	terestră	terrestre	N;DEF;FEM;SG	ADJ;MASC;SG
terestra	terrestres	terestră	terrestre	N;DEF;FEM;SG	ADJ;MASC;PL
bernhard	bernhard	bernhard	bernhard	PROPN	PROPN
batut	vaincu	bate	vaincre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
batut	battues	bate	battre	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
batut	battue	bate	battre	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
batut	battu	bate	battre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
batut	battus	bate	battre	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
batut	vaincu	bate	vaincre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
batut	battues	bate	battre	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
batut	battue	bate	battre	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
batut	battu	bate	battre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
batut	battus	bate	battre	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
alpha	alpha	alpha	alpha		PROPN
atlético	atlético	atlético	atlético	PROPN	N;MASC;SG
liudmila	ludmila	liudmilă	ludmila	N;DEF;FEM;SG	PROPN
contrar	contraires	contrar	contraire	ADV	ADJ;MASC;PL
contrar	contraire	contrar	contraire	ADV	ADJ;MASC;SG
sprijina	supporte	sprijină	supporter	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
sprijina	soutient	sprijină	soutenir	V;IND;SG;3;IPFV;FIN	V;IND;SG;3;PRS;FIN
sprijina	soutiens	sprijină	soutien	V;IND;SG;3;IPFV;FIN	N;MASC;PL
sprijina	supports	sprijină	support	V;IND;SG;3;IPFV;FIN	N;MASC;PL
tiparita	imprimé	tiparită	imprimer	ADJ;DEF;FEM;SG	V;MASC;SG;PST;V.PTCP
tiparita	imprimée	tiparită	imprimer	ADJ;DEF;FEM;SG	V;FEM;SG;PST;V.PTCP
tiparita	imprimées	tiparită	imprimer	ADJ;DEF;FEM;SG	V;FEM;PL;PST;V.PTCP
tiparita	imprimés	tiparită	imprimer	ADJ;DEF;FEM;SG	V;MASC;PL;PST;V.PTCP
rica	rica	rica	rica	PROPN	PROPN
afecta	affectent	afecta	affecter	V;IND;SG;3;IPFV;FIN	V;IND;PL;3;PRS;FIN
madison	madison	madison	madison	N;INDF;MASC;SG	PROPN
icoana	icônes	icoană	icône	N;DEF;FEM;SG	N;FEM;PL
xinglong	xinglong	xinglong	xinglong		PROPN
amy	amy	amy	amy	PROPN	PROPN
klaus	klaus	klaus	klau	PROPN	PROPN
adriana	adriana	adriană	adriana	N;DEF;FEM;SG	PROPN
pasi	marches	pas	marche		N;FEM;PL
pasi	étapes	pas	étape		N;FEM;PL
pasi	marches	pas	marche		N;FEM;PL
pasi	étapes	pas	étape		N;FEM;PL
spatial	spatiale	spatial	spatial	N;INDF;MASC;SG	ADJ;FEM;SG
legislatia	législations	legislatie	législation	N;DEF;FEM;SG	N;FEM;PL
butler	butler	butler	butler	PROPN	PROPN
butler	majordome	butler	majordome	PROPN	N;MASC;SG
discutat	discuté	discuta	discuter	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
inutil	inutile	inutil	inutile	ADV	ADJ;MASC;SG
inutil	inutilisable	inutil	inutilisable	ADV	ADJ;MASC;SG
inutil	inutilité	inutil	inutilité	ADV	N;FEM;SG
inutil	inutiles	inutil	inutile	ADV	ADJ;MASC;PL
rolling	laminage	rolling	laminage	PROPN	N;MASC;SG
rolling	rouler	rolling	rouler	PROPN	V;NFIN
rolling	roulant	rolling	roulant	PROPN	V;PRS;V.PTCP
rolling	roulement	rolling	roulement	PROPN	N;MASC;SG
explicatie	explications	explicatie	explication	N;INDF;FEM;SG	N;FEM;PL
explicatie	explications	explicatie	explication	N;INDF;FEM;SG	N;FEM;PL
ritm	rythmique	ritm	rythmique	N;INDF;MASC;SG	ADJ;MASC;SG
hudson	hudson	hudson	hudson	PROPN	PROPN
edmund	edmund	edmunde	edmund	PROPN	PROPN
edmund	edmond	edmunde	edmond	PROPN	PROPN
mercedes	mercedes	mercedes	mercede	N;INDF;MASC;SG	N;FEM;PL
intelectuali	intellectuelle	intelectual	intellectuel	N;INDF;MASC;PL	ADJ;FEM;SG
intelectuali	intellectuel	intelectual	intellectuel	N;INDF;MASC;PL	ADJ;MASC;SG
protejat	protégées	protejat	protéger	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
protejat	protégés	protejat	protéger	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
protejat	protégée	protejat	protéger	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
protejat	protégé	protejat	protéger	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
ronald	ronald	ronald	ronald	PROPN	PROPN
alin	alin	alin	alin	PROPN	PROPN
colective	collective	colectiv	collectif	ADJ;INDF;FEM;PL	ADJ;FEM;SG
colective	collectif	colectiv	collectif	ADJ;INDF;FEM;PL	ADJ;MASC;SG
gandit	réfléchi	gandi	réfléchir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
gandit	pensais	gandi	penser	ADJ;INDF;MASC;SG	V;IND;SG;1;IPFV;FIN
gandit	pensé	gandi	pensé	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
gandit	pensée	gandi	pensée	ADJ;INDF;MASC;SG	N;FEM;SG
homo	homo	homo	homo	N;INDF;MASC;SG	PROPN
homo	homosexuel	homo	homosexuel	N;INDF;MASC;SG	ADJ;MASC;SG
droguri	drogue	drog	drogue	N;INDF;FEM;PL	N;FEM;SG
droguri	dope	drog	dope	N;INDF;FEM;PL	N;FEM;SG
droguri	drogue	drog	drogue	N;INDF;FEM;PL	N;FEM;SG
droguri	médicament	drog	médicament	N;INDF;FEM;PL	N;MASC;SG
willem	willem	willem	willem	PROPN	PROPN
jucand	jouer	juca	jouer	N;INDF;MASC;SG	V;NFIN
jucand	jouant	juca	jouer	N;INDF;MASC;SG	V;PRS;V.PTCP
intervenit	intervenue	interveni	intervenir	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
intervenit	intervenu	interveni	intervenir	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
generat	générés	genera	générer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
generat	générées	genera	générer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
generat	générée	genera	générer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
generat	généré	genera	générer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
succese	succès	succes	succès	N;INDF;FEM;PL	N;MASC;SG
succese	succes	succes	succe	N;INDF;FEM;PL	N;MASC;SG
succese	succès	succes	succès	N;INDF;FEM;PL	N;MASC;SG
succese	success	succes	success	N;INDF;FEM;PL	ADJ;FEM;SG
succese	réussite	succes	réussite	N;INDF;FEM;PL	N;FEM;SG
bratislava	bratislava	bratislavă	bratislava	N;DEF;FEM;SG	PROPN
damasc	damas	damasc	damas	N;INDF;MASC;SG	PROPN
nuvela	novella	nuvelă	noveller	N;DEF;FEM;SG	PROPN
nuvela	novella	nuvelă	noveller	N;DEF;FEM;SG	PROPN
reformei	réformer	reformă	réformer	N;DEF;FEM;SG	V;NFIN
reformei	réformes	reformă	réforme	N;DEF;FEM;SG	N;FEM;PL
necunoscute	inconnue	necunoscut	inconnu	ADJ;INDF;FEM;PL	ADJ;FEM;SG
necunoscute	inconnu	necunoscut	inconnu	ADJ;INDF;FEM;PL	ADJ;MASC;SG
filipine	philippines	filipine	philippine	N;INDF;FEM;SG	N;FEM;PL
filipine	philippins	filipine	philippin	N;INDF;FEM;SG	ADJ;MASC;PL
secundara	secondaires	secundar	secondaire	ADJ;DEF;FEM;SG	ADJ;MASC;PL
carabus	carabus	carabus	carabus	N;INDF;MASC;SG	PROPN
promis	promises	promite	promettre	V;MASC;SG;V.PTCP	V;FEM;PL;PST;V.PTCP
rin	rin	rin	rin	N;INDF;MASC;SG	
incident	incidents	incident	incident	N;INDF;MASC;SG	N;MASC;PL
plecare	départs	plecare	départ	N;INDF;FEM;SG	N;MASC;PL
gandire	réfléchir	gandire	réfléchir	N;INDF;FEM;SG	V;NFIN
gandire	pensant	gandire	penser	N;INDF;FEM;SG	V;PRS;V.PTCP
gandire	penser	gandire	penser	N;INDF;FEM;SG	V;NFIN
identificate	identifiée	identificat	identifier	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
identificate	identifié	identificat	identifier	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
identificate	identifiées	identificat	identifier	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
identificate	identifiés	identificat	identifier	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
vladimirescu	vladimirescu	vladimirescu	vladimirescu	PROPN	PROPN
biti	bits	biti	bit		N;MASC;PL
rightarm	rightarm	rightarm	rightarm	N;INDF;MASC;SG	PROPN
mexican	mexicaines	mexican	mexicain	ADJ;INDF;MASC;SG	ADJ;FEM;PL
mexican	mexicains	mexican	mexicain	ADJ;INDF;MASC;SG	ADJ;MASC;PL
five	five	fiv	five	N;INDF;MASC;SG	PROPN
five	cinq	fiv	cinq	N;INDF;MASC;SG	NUM
pictate	peintes	picta	peinte	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
pictate	peinte	picta	peinte	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
pictate	peint	picta	peindre	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
pictate	peints	picta	peindre	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
aleksandr	aleksandr	aleksandr	aleksandr	PROPN	PROPN
pozitiva	positives	pozitivă	positif	ADJ;DEF;FEM;SG	ADJ;FEM;PL
pozitiva	positifs	pozitivă	positif	ADJ;DEF;FEM;SG	ADJ;MASC;PL
tiparit	imprimé	tipari	imprimer	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
tiparit	imprimée	tipari	imprimer	ADJ;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP
tiparit	imprimées	tipari	imprimer	ADJ;INDF;MASC;SG	V;FEM;PL;PST;V.PTCP
tiparit	imprimés	tipari	imprimer	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
sangele	sanguin	sange	sanguin	N;DEF;MASC;SG	ADJ;MASC;SG
sangele	blood	sange	blood	N;DEF;MASC;SG	PROPN
yemen	yémen	yemen	yémen	PROPN	N;MASC;SG
cantand	chant	cantand	chant		N;MASC;SG
cantand	chanter	cantand	chanter		V;NFIN
cantand	chant	cantand	chant		N;MASC;SG
cantand	chanter	cantand	chanter		V;NFIN
protejarea	protéger	protejare	protéger	N;DEF;FEM;SG	V;NFIN
protejarea	protégeant	protejare	protéger	N;DEF;FEM;SG	V;PRS;V.PTCP
norvegian	norvégiens	norvegian	norvégien	ADJ;INDF;MASC;SG	ADJ;MASC;PL
impuscat	coup	impusca	coup	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	shot	impusca	shot	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	abattus	impusca	abattre	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
impuscat	tir	impusca	tir	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	abattu	impusca	abattre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
impuscat	coup	impusca	coup	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	shot	impusca	shot	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	abattus	impusca	abattre	ADJ;INDF;MASC;SG	V;MASC;PL;PST;V.PTCP
impuscat	tir	impusca	tir	ADJ;INDF;MASC;SG	N;MASC;SG
impuscat	abattu	impusca	abattre	ADJ;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP
salbatica	wild	salbatică	wild	N;DEF;FEM;SG	PROPN
salbatica	sauvage	salbatică	sauvage	N;DEF;FEM;SG	ADJ;MASC;SG
salbatica	sauvages	salbatică	sauvage	N;DEF;FEM;SG	ADJ;MASC;PL
teama	fear	teamă	fear	N;DEF;FEM;SG	PROPN
teama	craintes	teamă	crainte	N;DEF;FEM;SG	N;FEM;PL
teama	fear	teamă	fear	N;DEF;FEM;SG	PROPN
teama	craintes	teamă	crainte	N;DEF;FEM;SG	N;FEM;PL
sambata	saturday	sambata	saturday	N;DEF;FEM;SG	PROPN
sambata	saturday	sambata	saturday	N;DEF;FEM;SG	PROPN
sambata	samedis	sambata	samedi	N;DEF;FEM;SG	N;MASC;PL
sambata	saturday	sambata	saturday	N;DEF;FEM;SG	PROPN
sambata	saturday	sambata	saturday	N;DEF;FEM;SG	PROPN
lituaniei	lituanie	lituanie	lituanie	PROPN;DEF;FEM;SG	N;FEM;SG
limitate	limitée	limitat	limiter	ADJ;INDF;FEM;PL	V;FEM;SG;PST;V.PTCP
limitate	limitées	limitat	limiter	ADJ;INDF;FEM;PL	V;FEM;PL;PST;V.PTCP
limitate	limité	limitat	limiter	ADJ;INDF;FEM;PL	V;MASC;SG;PST;V.PTCP
limitate	limités	limitat	limiter	ADJ;INDF;FEM;PL	V;MASC;PL;PST;V.PTCP
sándor	sándor	sándor	sándor	PROPN	PROPN
cosmin	cosmin	cosmine	cosmin	PROPN	PROPN
perry	perry	perry	perry	PROPN	PROPN
sept	septum	sept	septum		N;MASC;SG
sept	sept	sept	sept		NUM
distinctie	distinguer	distinctie	distinguer	N;INDF;FEM;SG	V;NFIN
distinctie	distinctions	distinctie	distinction	N;INDF;FEM;SG	N;FEM;PL
rugaciune	prières	rugaciune	prière	N;INDF;FEM;SG	N;FEM;PL
