den	το	der	ο	DET;ACC;DEF;MASC;SG	DET;NOM;DEF;NEUT;SG
weiler	άμλετ	weil	άμλετ		N;NOM;FEM;SG
gezählt	μετρημένες	zählen	μετρημένος	V;V.PTCP	ADJ;NOM;FEM;PL
gezählt	μέτρημα	zählen	μέτρημα	V;V.PTCP	N;NOM;NEUT;SG
anlegen	δημιουργία	anlegen	δημιουργία	V;NFIN	N;ACC;FEM;SG
wächst	αυξανόμενη	wachsen	αυξανόμενος	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
wächst	μεγαλώνουν	wachsen	μεγαλώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
positionen	θέσεις	position	θέση	V;NFIN	N;NOM;FEM;PL
positionen	θεσεις	position	θεση	V;NFIN	N;NOM;FEM;PL
positionen	αντικείμενα	position	αντικείμενο	V;NFIN	N;NOM;NEUT;PL
chile	χιλής	chile	χιλός	PROPN;NOM;NEUT;SG	PROPN;GEN;FEM;SG
chile	χιλή	chile	χιλός	PROPN;NOM;NEUT;SG	PROPN;ACC;FEM;SG
lewis	λουις	lewis	λουις	PROPN;NOM;MASC;SG	N
lewis	le	lewis	le	PROPN;NOM;MASC;SG	
lewis	λούις	lewis	λούις	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
lewis	λιούις	lewis	λιούι	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
petersburg	πετρούπολη	petersburg	πετρούπολη	PROPN	PROPN;ACC;FEM;SG
out	έξω	out	έξω	PROPN	ADV
out	out	out	out	PROPN	
out	εξω	out	εξω	PROPN	ADV
synagoge	συναγωγή	synagoge	συναγωγή		N;NOM;FEM;SG
geographische	γεωγραφικό	geographisch	γεωγραφικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
geographische	γεωγραφικά	geographisch	γεωγραφικά	ADJ;NOM;FEM;PL	ADV
geographische	γεωγραφικό	geographisch	γεωγραφικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
geographische	γεωγραφική	geographisch	γεωγραφικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
geographische	γεωγραφικά	geographisch	γεωγραφικά	ADJ;NOM;FEM;PL	ADV
wild	αγρια	wild	αγρια		N
wild	άγρια	wild	άγρια		N;NOM;NEUT;PL
wild	άγριος	wild	άγριος		ADJ;NOM;MASC;SG
wild	άγριο	wild	άγριο		ADJ;NOM;NEUT;SG
wild	άγριες	wild	άγριος		ADJ;NOM;FEM;PL
wild	ελάφια	wild	ελάφιος		N;NOM;NEUT;PL
wild	ελάφι	wild	ελάφι		N;NOM;NEUT;SG
regionale	περιφερειακή	regional	περιφερειακός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
regionale	περιφερειακά	regional	περιφερειακός	ADJ;NOM;FEM;PL	ADV
jackson	jackson	jackson	jackson	PROPN;NOM;MASC;SG	
jackson	τζάκσον	jackson	τζάκσον	PROPN;NOM;MASC;SG	
unterteilt	υποδιαιρείται	unterteilen	υποδιαιρώ	ADJ;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
unterteilt	υποδιαιρούνται	unterteilen	υποδιαιρώ	ADJ;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
forschungen	έρευνα	forschungen	έρευνα	V;NFIN	N;NOM;FEM;SG
forschungen	ερευνα	forschungen	ερευνα	V;NFIN	N;NOM;FEM;SG
forschungen	έρευνες	forschungen	έρευνα	V;NFIN	N;NOM;FEM;PL
analog	αναλογικά	analog	αναλογικά	ADJ	ADV
analog	αναλογικά	analog	αναλογικά	ADJ	ADV
lokale	τοπικός	lokal	τοπικός	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
lokale	τοπική	lokal	τοπικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
lokale	τοπικά	lokal	τοπικά	ADJ;NOM;FEM;PL	ADV
lokale	τοπικό	lokal	τοπικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
long	μακρύς	long	μακρύς	PROPN	ADJ;NOM;MASC;SG
long	μακρύ	long	μακρύς	PROPN	N;NOM;NEUT;SG
long	λονγκ	long	λονγκ	PROPN	
long	long	long	long	PROPN	
kanadischen	καναδική	kanadisch	καναδικός	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;SG
kanadischen	καναδός	kanadisch	καναδός	ADJ;NOM;MASC;PL	N;NOM;MASC;SG
böhmen	βοημία	böhmen	βοημία	PROPN;NOM;NEUT;SG	PROPN;ACC;FEM;SG
islam	ισλάμ	islam	ισλάμ		N;NOM;NEUT;SG
untersucht	σπουδές	untersuchen	σπουδός	V;V.PTCP	N;NOM;FEM;PL
antiken	αντίκα	antik	αντίκα	ADJ;NOM	
antiken	αντίκες	antik	αντίκα	ADJ;NOM	N;NOM;FEM;PL
annahme	εικασία	annehmen	εικασία		N;NOM;FEM;SG
annahme	παραδοχή	annehmen	παραδοχή		N;NOM;FEM;SG
annahme	αποδοχή	annehmen	αποδοχή		N;ACC;FEM;SG
annahme	υιοθέτηση	annehmen	υιοθέτηση		N;ACC;FEM;SG
annahme	έγκριση	annehmen	έγκριση		N;ACC;FEM;SG
annahme	υιοθεσία	annehmen	υιοθεσία		N;NOM;FEM;SG
annahme	τεκμήριο	annehmen	τεκμήριο		N;NOM;NEUT;SG
oberst	συνταγματάρχη	oberst	συνταγματάρχης		N;NOM;MASC;SG
oberst	συνταγματάρχης	oberst	συνταγματάρχης		N;NOM;MASC;SG
oberst	col	oberst	col		
nation	έθνος	nation	έθνος		N;NOM;NEUT;SG
präsentiert	δώρα	präsentieren	δώρα	V;V.PTCP	N;NOM;NEUT;PL
haut	haut	haut	haut		
haut	δέρμα	haut	δέρμα		N;NOM;NEUT;SG
haut	πετσί	haut	πετσί		N;NOM;NEUT;SG
haut	δερμα	haut	δερμα		N;NOM;NEUT;SG
modern	μοντέρνο	modern	μοντέρνο	ADJ	N;NOM;NEUT;SG
modern	μοντέρνα	modern	μοντέρνα	ADJ	N;NOM;FEM;PL
modern	μοντέρνος	modern	μοντέρνος	ADJ	PROPN;NOM;MASC;SG
ray	ρέι	ray	ρέγω	PROPN;NOM;SG	
ray	ρει	ray	ρεις	PROPN;NOM;SG	
ray	ray	ray	ray	PROPN;NOM;SG	
schwierigkeiten	δυσχέρεια	schwierigkeit	δυσχέρεια	N;NOM;FEM;PL	N;NOM;FEM;SG
schwierigkeiten	δυσκολία	schwierigkeit	δυσκολία	N;NOM;FEM;PL	N;ACC;FEM;SG
schwierigkeiten	δυσκολίας	schwierigkeit	δυσκολία	N;NOM;FEM;PL	N;GEN;FEM;SG
schwierigkeiten	πρόβλημα	schwierigkeit	πρόβλημα	N;NOM;FEM;PL	N;NOM;NEUT;SG
schwierigkeiten	μπελάς	schwierigkeit	μπελάς	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
schwierigkeiten	προβλημα	schwierigkeit	προβλημα	N;NOM;FEM;PL	N;NOM;NEUT;SG
eigentümer	ιδιοκτήτη	eigentüm	ιδιοκτήτης	ADJ	N;ACC;MASC;SG
eigentümer	κάτοχος	eigentüm	κάτοχος	ADJ	N;NOM;MASC;SG
eigentümer	ιδιοκτήτρια	eigentüm	ιδιοκτήτρια	ADJ	N;NOM;FEM;SG
eigentümer	ιδιοκτήτης	eigentüm	ιδιοκτήτης	ADJ	N;NOM;MASC;SG
eigentümer	ιδιοκτήτες	eigentüm	ιδιοκτήτης	ADJ	N;NOM;MASC;PL
eigentümer	κάτοχοι	eigentüm	κάτοχος	ADJ	N;NOM;MASC;PL
eigentümer	κυριότητα	eigentüm	κυριότητα	ADJ	N;ACC;FEM;SG
eigentümer	ιδιοκτησία	eigentüm	ιδιοκτησία	ADJ	N;ACC;FEM;SG
eigentümer	ιδιοκτησίας	eigentüm	ιδιοκτησία	ADJ	N;GEN;FEM;SG
são	σάο	são	σάος	PROPN;NOM;MASC;SG	
são	σάο	são	σάος	PROPN;NOM;MASC;SG	
gefördert	χορηγός	fördern	χορηγός	V;V.PTCP	N;NOM;MASC;SG
gefördert	χορηγία	fördern	χορηγία	V;V.PTCP	N;NOM;FEM;SG
gefördert	χορηγούμενη	fördern	χορηγώ	V;V.PTCP	ADJ;NOM;FEM;SG
bestes	καλύτερα	gut	καλά	ADJ;NOM;NEUT;SG	ADV;CMPR
bestes	best	gut	best	ADJ;NOM;NEUT;SG	
gabriel	gabriel	gabriel	gabriel	PROPN;NOM;MASC;SG	
gabriel	γαβριήλ	gabriel	γαβριήλ	PROPN;NOM;MASC;SG	PROPN;NOM;MASC;SG
gabriel	γκάμπριελ	gabriel	γκάμπριελ	PROPN;NOM;MASC;SG	
gabriel	γκαμπριέλ	gabriel	γκαμπριέλ	PROPN;NOM;MASC;SG	
beschädigt	διεφθαρμένοι	beschädigen	διεφθαρμένος	V;V.PTCP	ADJ;NOM;MASC;PL
beschädigt	διεφθαρμένο	beschädigen	διεφθαρμένος	V;V.PTCP	ADJ;NOM;NEUT;SG
beschädigt	διεφθαρμένος	beschädigen	διεφθαρμένος	V;V.PTCP	ADJ;NOM;MASC;SG
beschädigt	βλάβη	beschädigen	βλάβη	V;V.PTCP	N;ACC;FEM;SG
beschädigt	ζημιά	beschädigen	ζημιά	V;V.PTCP	N;ACC;FEM;SG
durchsetzen	επιβολή	durchsetzen	επιβολή	V;NFIN	N;NOM;FEM;SG
neutral	ουδέτερο	neutral	ούδετερος	ADJ	N;NOM;NEUT;SG
pommern	πομερανία	pommern	πομερανία	PROPN	PROPN;ACC;FEM;SG
schwerin	schwerin	schwerin	schwerin	PROPN	
christen	χριστιανούς	christ	χριστιανός		N;ACC;MASC;PL
christen	χριστιανοί	christ	χριστιανός		N;NOM;MASC;PL
sektion	ενότητα	sektion	ενότητα	PROPN	N;NOM;FEM;SG
sektion	τμήμα	sektion	τμήμα	PROPN	N;NOM;NEUT;SG
sektion	τμημα	sektion	τμημα	PROPN	N;NOM;NEUT;SG
saale	saale	saalen	saale	PROPN;NOM;SG	
anfrage	ερώτηση	anfrage	ερώτηση	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
anfrage	ερώτημα	anfrage	ερώτημα	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
anfrage	παράκληση	anfrage	παράκληση	ADJ;NOM;FEM;SG	N;ACC;FEM;SG
anfrage	αίτηση	anfrage	αίτηση	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
anfrage	αίτημα	anfrage	αίτημα	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
anfrage	ερώτημα	anfrage	ερώτημα	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
gekennzeichnet	χαρακτηρίζεται	kennzeichnen	χαρακτηρίζω	ADJ;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
gekennzeichnet	σημαδεμένος	kennzeichnen	σημαδεμένος	ADJ;V.PTCP	V;PFV;NOM;MASC;SG;V.PTCP;PASS
gekennzeichnet	σηματοδότησε	kennzeichnen	σηματοδοτώ	ADJ;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
gekennzeichnet	επισημάνθηκε	kennzeichnen	επισημαίνω	ADJ;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
firmen	εταιρίες	farmen	εταιρία	V;NFIN	N;NOM;FEM;PL
firmen	εταιρείες	farmen	εταιρεία	V;NFIN	N;NOM;FEM;PL
firmen	εταιρείες	farmen	εταιρεία	V;NFIN	N;NOM;FEM;PL
hoffnung	ελπίδες	hoffnung	ελπίδα		N;NOM;FEM;PL
hoffnung	ελπιδοφόρο	hoffnung	ελπιδοφόρος		ADJ;NOM;NEUT;SG
hoffnung	ελπίζοντας	hoffnung	ελπίζω		V;IPFV;V.CVB;ACT
hoffnung	ελπίδα	hoffnung	ελπίδα		N;NOM;FEM;SG
hoffnung	χόουπ	hoffnung	χόουπ		PROPN;NOM;MASC;SG
hoffnung	ελπιδα	hoffnung	ελπιδα		N;NOM;FEM;SG
entwickelten	αναπτύχθηκε	entwickeln	αναπτύσσω	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
entwickelten	εξελίχθηκε	entwickeln	εκελίχνω	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;PASS
stephen	stephen	stephen	stephen	PROPN	
stephen	στήβεν	stephen	στέβω	PROPN	PROPN;NOM;MASC;SG
stephen	στίβεν	stephen	στίβω	PROPN	PROPN;NOM;MASC;SG
lösen	επίλυση	lösen	επίλυση	V;NFIN	N;ACC;FEM;SG
lösen	αποφασιστικότητα	lösen	αποφασιστικότητα	V;NFIN	N;ACC;FEM;SG
lösen	επίλυση	lösen	επίλυση	V;NFIN	N;ACC;FEM;SG
lösen	επίλυση	lösen	επίλυση	V;NFIN	N;ACC;FEM;SG
valign	valign	valign	valign		
dresdner	dresdner	dresdner	dresdner	PROPN	
erbe	κληρονόμο	erben	κληρονόμος	N;NOM;NEUT;SG	N;ACC;MASC;SG
ähnlichen	παρόμοιο	ähnlich	παρόμοιος	ADJ	N;NOM;NEUT;SG
ähnlichen	παρόμοια	ähnlich	παρόμοιος	ADJ	ADV
mittelpunkt	κέντρο	mittelpunkt	κέντρο	ADV	N;NOM;NEUT;SG
plötzlich	ξαφνικά	plötzlich	ξαφνικά	ADJ	ADV
plötzlich	αιφνίδια	plötzlich	αιφνίδιο	ADJ	N;NOM;FEM;SG
regional	περιφερειακά	regional	περιφερειακός	ADJ	ADV
elektrische	ηλεκτρικά	elektrisch	ηλεκτρικά	ADJ;NOM;FEM;PL	ADV
elektrische	ηλεκτρική	elektrisch	ηλεκτρικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
elektrische	ηλεκτρικός	elektrisch	ηλεκτρικός	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
elektrische	ηλεκτρικά	elektrisch	ηλεκτρικά	ADJ;NOM;FEM;PL	ADV
elektrische	ηλεκτρικό	elektrisch	ηλεκτρικός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
elektrische	ηλεκτρική	elektrisch	ηλεκτρικός	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
elektrische	ηλεκτρικός	elektrisch	ηλεκτρικός	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
nassau	νασάου	nassau	νασά	PROPN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
verleger	εκδότη	verleger	εκδότης	ADJ	N;VOC;MASC;SG
verleger	εκδότης	verleger	εκδότης	ADJ	N;NOM;MASC;SG
verleger	εκδότες	verleger	εκδότης	ADJ	N;NOM;MASC;PL
verleger	εκδοτών	verleger	εκδότης	ADJ	N;GEN;MASC;PL
ecke	γωνιακό	eck	γωνιακός	ADV	ADJ;NOM;NEUT;SG
ecke	γωνιά	eck	γωνιά	ADV	N;NOM;FEM;SG
ecke	γωνία	eck	γωνία	ADV	N;NOM;FEM;SG
ruhestand	συνταξιοδότησης	ruhestehen	συνταξιοδότηση		N;GEN;FEM;SG
ruhestand	συνταξιοδότηση	ruhestehen	συνταξιοδότηση		N;ACC;FEM;SG
ruhestand	συνταξιούχος	ruhestehen	συνταξιούχος		N;NOM;MASC;SG
ruhestand	αποσύρθηκε	ruhestehen	αποσύρω		V;PFV;IND;SG;3;PST;FIN;PASS
sophie	sophie	sophie	sophie	PROPN;NOM;FEM;SG	
sophie	σόφι	sophie	σόφι	PROPN;NOM;FEM;SG	
sophie	σοφί	sophie	σοφί	PROPN;NOM;FEM;SG	
ermittelt	αποφασισμένος	ermitteln	αποφασισμένος	V;V.PTCP	ADJ;NOM;MASC;SG
ermittelt	αποφασισμένοι	ermitteln	αποφασίζω	V;V.PTCP	ADJ;NOM;MASC;PL
buchstaben	γράμματα	buchstaben	γράμμα	V;NFIN	N;NOM;NEUT;PL
buchstaben	επιστολές	buchstaben	επιστολή	V;NFIN	N;NOM;FEM;PL
buchstaben	γραμματα	buchstaben	γράμμα	V;NFIN	N;NOM;NEUT;PL
buchstaben	επιστολή	buchstaben	επιστολή	V;NFIN	N;ACC;FEM;SG
buchstaben	γράμμα	buchstaben	γράμμα	V;NFIN	N;NOM;NEUT;SG
buchstaben	γραμμα	buchstaben	γραμμα	V;NFIN	N;NOM;NEUT;SG
buchstaben	χαρακτήρες	buchstaben	χαρακτήρας	V;NFIN	N;NOM;FEM;PL
bedeutenden	διαπρεπής	bedeutend	διαπρεπής	ADJ;PL	ADJ;NOM;MASC;SG
sachen	πραγματα	sachen	πράγμα	V;NFIN	N;NOM;NEUT;PL
sachen	πράγματα	sachen	πράγμα	V;NFIN	N;NOM;NEUT;PL
sachen	πράγματα	sachen	πράγμα	V;NFIN	N;NOM;NEUT;PL
voraus	προκαταβολή	voraus	προκαταβολή	ADV	N;ACC;FEM;SG
anstatt	αντ	anstatt	αντ		N
brauchen	αναγκη	brauchen	αναγκη	V;NFIN	N;ACC;FEM;SG
brauchen	ανάγκη	brauchen	ανάγκη	V;NFIN	N;ACC;FEM;SG
sonntag	κυριακές	sonntag	κυριακός	PROPN	ADJ;NOM;FEM;PL
sonntag	κυριακή	sonntag	κυριακή	PROPN	N;ACC;FEM;SG
arena	αρένα	arena	αρένας		N;ACC;FEM;SG
zufluss	παραπόταμος	zuflussen	παραπόταμος	V;IND;SG;FIN	N;NOM;MASC;SG
zufluss	εισροή	zuflussen	εισροή	V;IND;SG;FIN	N;ACC;FEM;SG
zufluss	εισροές	zuflussen	εισρός	V;IND;SG;FIN	N;NOM;FEM;PL
christus	χριστός	christus	χριστός		N;NOM;MASC;SG
christus	κρίστο	christus	κρίστος		
verlust	απώλειες	verlusen	απώλεια		N;NOM;FEM;PL
verlust	απώλεια	verlusen	απώλεια		N;ACC;FEM;SG
verlust	ζημία	verlusen	ζημία		N;ACC;FEM;SG
verlust	απώλειες	verlusen	απώλεια		N;NOM;FEM;PL
verlust	ήττες	verlusen	ήττα		N;NOM;FEM;PL
verlust	ζημίες	verlusen	ζημία		N;NOM;FEM;PL
gestorben	αποθανών	sterben	αποθανός	V;V.PTCP	N;NOM;MASC;SG
geburtsort	γενέτειρα	purtsoren	γενέτειρα	ADJ	N;NOM;FEM;SG
verlängert	εκτεταμένο	verlängern	εκτεταμένος	V;V.PTCP	ADJ;NOM;NEUT;SG
verlängert	παρατεταμένα	verlängern	παρατεταμένος	V;V.PTCP	ADV
streitkräfte	δυνάμεις	streitkraft	δύναμη	ADJ;NOM;FEM;SG	N;NOM;FEM;PL
heilbronn	heilbronn	heilbronn	heilbronn	PROPN;NOM;MASC;SG	
null	μηδενικό	null	μηδενικός		ADJ;NOM;NEUT;SG
null	μηδέν	null	μηδέν		N;NOM;NEUT;SG
null	null	null	null		
offene	άνοιξε	offen	ανοίγω	ADJ;NOM;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
offene	ανοιχτά	offen	ανοικτά	ADJ;NOM;FEM;PL	ADV
offene	ανοιχτό	offen	ανοιχτός	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
offene	άνοιγμα	offen	άνοιγμα	ADJ;NOM;FEM;PL	N;NOM;NEUT;SG
offene	ανοικτό	offen	ανοιχτός	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
zone	ζώνη	zon	ζώνη		N;NOM;FEM;SG
zone	ζωνη	zon	ζωνη		N;NOM;FEM;SG
bezeichnungen	ονομασιών	bezeichnungen	ονομασία	N;NOM;FEM;PL	N;GEN;FEM;PL
uefa	uefa	uefa	uefa	PROPN;NOM;SG	
gräfin	κοντέσα	gräfin	κοντέσα	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
gräfin	κόμισσα	gräfin	κόμισσα	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
duisburg	duisburg	duisburg	duisburg	PROPN;NOM;MASC;SG	
singles	singles	singles	singles	N;NOM;FEM;PL	
singles	μονά	singles	μονά	N;NOM;FEM;PL	
vorne	μπροστινό	vorne	μπροστινός	ADV	N;NOM;NEUT;SG
vorne	μέτωπο	vorne	μέτωπο	ADV	N;NOM;NEUT;SG
blut	blood	bluten	blood	N;NOM;NEUT;SG	
ersetzen	αντικατάσταση	ersetzen	αντικατάσταση	V;NFIN	N;ACC;FEM;SG
ersetzen	αντικατάσταση	ersetzen	αντικατάσταση	V;NFIN	N;ACC;FEM;SG
ersetzen	αντικαταστάτης	ersetzen	αντικαταστάτης	V;NFIN	N;NOM;MASC;SG
ersetzen	αντικατάσταση	ersetzen	αντικατάσταση	V;NFIN	N;ACC;FEM;SG
ersetzen	αναπληρωματικό	ersetzen	αναπληρωματικός	V;NFIN	N;NOM;NEUT;SG
ersetzen	υποκατάστατο	ersetzen	υποκατάστατος	V;NFIN	N;NOM;NEUT;SG
ersetzen	αντικατάσταση	ersetzen	αντικατάσταση	V;NFIN	N;ACC;FEM;SG
pseudonym	ψευδώνυμο	pseudonym	ψεύδωνυμος	ADJ	N;NOM;NEUT;SG
pseudonym	ψευδώνυμο	pseudonym	ψεύδωνυμος	ADJ	N;NOM;NEUT;SG
auswirkungen	αντίκτυπος	auswirkingen	αντίκτυπος	V;NFIN	N;NOM;MASC;SG
auswirkungen	επίπτωση	auswirkingen	επίπτωση	V;NFIN	N;ACC;FEM;SG
auswirkungen	σύγκρουση	auswirkingen	σύγκρουση	V;NFIN	N;NOM;FEM;SG
auswirkungen	πρόσκρουση	auswirkingen	πρόσκρουση	V;NFIN	N;NOM;FEM;SG
auswirkungen	επιπτώσεις	auswirkingen	επίπτωση	V;NFIN	N;NOM;FEM;PL
auswirkungen	επιπτώσεις	auswirkingen	επίπτωση	V;NFIN	N;NOM;FEM;PL
auswirkungen	συνέπειες	auswirkingen	συνέπεια	V;NFIN	N;NOM;FEM;PL
auswirkungen	επιπτώσεις	auswirkingen	επίπτωση	V;NFIN	N;NOM;FEM;PL
auswirkungen	επιδράσεις	auswirkingen	επίδραση	V;NFIN	N;NOM;FEM;PL
auswirkungen	εφέ	auswirkingen	εφέ	V;NFIN	
auswirkungen	επιπτώσεις	auswirkingen	επίπτωση	V;NFIN	N;NOM;FEM;PL
auswirkungen	εφέ	auswirkingen	εφέ	V;NFIN	
auswirkungen	αποτέλεσμα	auswirkingen	αποτέλεσμα	V;NFIN	N;ACC;NEUT;SG
auswirkungen	επίδραση	auswirkingen	επίδραση	V;NFIN	N;ACC;FEM;SG
lat	λατ	lat	λατ		
bremer	bremer	bremer	bremer	PROPN	
ausführung	εφαρμογή	ausführung	εφαρμογή		N;NOM;FEM;SG
ausführung	υλοποίηση	ausführung	υλοποίηση		N;ACC;FEM;SG
ausführung	εκτέλεση	ausführung	εκτέλεση		N;ACC;FEM;SG
ausführung	πραγματοποίηση	ausführung	πραγματοποίηση		N;ACC;FEM;SG
ausführung	συνειδητοποίηση	ausführung	συνειδητοποίηση		N;ACC;FEM;SG
mord	ανθρωποκτονίες	mord	ανθρωποκτονία		N;NOM;FEM;PL
mord	ανθρωποκτονία	mord	ανθρωποκτονία		N;NOM;FEM;SG
mord	ανθρωποκτονιών	mord	ανθρωποκτονία		N;GEN;FEM;PL
mord	δολοφονία	mord	δολοφονία		N;NOM;FEM;SG
mord	δολοφονία	mord	δολοφονία		N;NOM;FEM;SG
mord	φόνος	mord	φόνος		N;NOM;MASC;SG
mord	φόνο	mord	φόνο		N;ACC;MASC;SG
mord	φόνοι	mord	φόνος		N;NOM;MASC;PL
mord	φόνους	mord	φόνος		N;ACC;MASC;PL
mord	δολοφονίες	mord	δολοφονία		N;NOM;FEM;PL
jäger	κυνηγούς	jag	κυνηγός	ADJ	N;ACC;MASC;PL
jäger	κυνηγοί	jag	κυνηγός	ADJ	N;NOM;MASC;PL
jäger	χάντερ	jag	χάντερ	ADJ	
jäger	κυνηγός	jag	κυνηγός	ADJ	N;NOM;MASC;SG
jäger	hunter	jag	hunter	ADJ	
jäger	jäger	jag	jäger	ADJ	
betroffen	προσέκρουσε	betreffen	προσκρουσεύς	ADJ	V;IPFV;IND;SG;3;PST;FIN;ACT
betroffen	προβληματισμένος	betreffen	προβληματισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
betroffen	επηρεάστηκαν	betreffen	επηρεάζω	ADJ	V;PFV;IND;PL;3;PST;FIN;PASS
betroffen	επηρεάζεται	betreffen	επηρεάζω	ADJ	V;IPFV;IND;SG;3;PRS;FIN;PASS
betroffen	επηρέασε	betreffen	επηρίαζω	ADJ	V;PFV;IND;SG;3;PST;FIN;ACT
gaben	έδωσε	geben	δίνω	V;IND;PL;3;PST;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
berichte	έκθεση	bericht	έκθεση		N;ACC;FEM;SG
berichte	εκθεση	bericht	εκθεση		N;ACC;FEM;SG
berichte	αναφορα	bericht	αναφορά		N;ACC;FEM;SG
berichte	αναφορά	bericht	αναφορά		N;NOM;FEM;SG
berichte	αναφορές	bericht	αναφορά		N;NOM;FEM;PL
berichte	εκθέσεις	bericht	έκθεση		N;NOM;FEM;PL
spielfilm	δράμα	spielfilm	δράμα	PROPN	N;NOM;NEUT;SG
spielfilm	ταινία	spielfilm	ταινία	PROPN	N;NOM;FEM;SG
spielfilm	ταινια	spielfilm	ταινιά	PROPN	N;NOM;FEM;SG
spielfilm	μεμβράνη	spielfilm	μεμβράνη	PROPN	N;NOM;FEM;SG
spielfilm	ταινία	spielfilm	ταινία	PROPN	N;NOM;FEM;SG
spielfilm	ταινια	spielfilm	ταινιά	PROPN	N;NOM;FEM;SG
spielfilm	φιλμ	spielfilm	φιλμ	PROPN	N;NOM;NEUT;SG
ruhr	δυσεντερία	Ruhr	δυσεντερία	PROPN;NOM;SG	N;NOM;FEM;SG
ruhr	ρουρ	Ruhr	ρουρ	PROPN;NOM;SG	
davor	πρίν	davor	πρίν	ADV	N
carlo	κάρλο	carlo	κάρλος	PROPN;NOM;MASC;SG	
carlo	carlo	carlo	carlo	PROPN;NOM;MASC;SG	
oskar	όσκαρ	oskar	όσκαρ	PROPN;NOM;MASC;SG	
oskar	οσκαρ	oskar	οσκαρ	PROPN;NOM;MASC;SG	
oskar	όσκαρ	oskar	όσκαρ	PROPN;NOM;MASC;SG	
oskar	oscar	oskar	oscar	PROPN;NOM;MASC;SG	
oskar	οσκαρ	oskar	οσκαρ	PROPN;NOM;MASC;SG	
fahrt	βολτα	fahren	βολτα	V;SG;FIN	N;ACC;FEM;SG
fahrt	βόλτα	fahren	βόλτα	V;SG;FIN	N;NOM;FEM;SG
fahrt	καβάλα	fahren	καβάλος	V;SG;FIN	PROPN;ACC;FEM;SG
maß	μέτρο	messen	μέτρο	V;IND;SG;3;PST;FIN	N;NOM;NEUT;SG
tourismus	τουρισμός	tourismus	τουρισμός	ADV	N;NOM;MASC;SG
tourismus	τουρισμού	tourismus	τουρισμός	ADV	N;GEN;MASC;SG
tourismus	τουριστικό	tourismus	τουριστικός	ADV	ADJ;NOM;NEUT;SG
tourismus	τουρίστα	tourismus	τουρίστα	ADV	N;NOM;MASC;SG
tourismus	τουρίστας	tourismus	τουρίστας	ADV	N;NOM;MASC;SG
vogel	μπερντ	vogel	μπερντ		N
vogel	πουλί	vogel	πουλί		N;NOM;NEUT;SG
vogel	πτηνό	vogel	πτηνός		N;NOM;NEUT;SG
vogel	βόγκελ	vogel	βόγκελ		N
sprint	sprint	sprinten	sprint		
worte	λογια	wort	λογιο		N;NOM;NEUT;PL
worte	λόγια	wort	λόγος		N;NOM;NEUT;PL
worte	λέξεις	wort	λέξη		N;NOM;FEM;PL
norbert	νόρμπερτ	norbern	νόρμπερτ	PROPN	
franken	φράνκεν	franken	φράνκεν	N;NOM;FEM;PL	
franken	φράγκο	franken	φράγκο	N;NOM;FEM;PL	N;NOM;NEUT;SG
