ofiarą	áldozat	ofiara	áldozat	N;INS;FEM;SG	N;NOM;SG
partnerem	társa	partner	társ	N;INS;MASC;SG	N;NOM;SG
partnerem	társam	partner	társ	N;INS;MASC;SG	N;NOM;SG
przedstawiono	bemutatott	przedstawić	bemutatott	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
honoru	becsület	honor	becsület	N;GEN;MASC;SG	N;NOM;SG
honoru	megtiszteltetés	honor	megtiszteltetés	N;GEN;MASC;SG	
honoru	becsület	honor	becsület	N;GEN;MASC;SG	N;NOM;SG
honoru	megtiszteltetés	honor	megtiszteltetés	N;GEN;MASC;SG	
square	négyzetes	squary	négyzetes		ADJ;NOM;SG
square	tér	squary	tér		N;NOM;SG
odrębne	különálló	odrębny	különálló	ADJ;NOM;NEUT;SG	
odrębne	elkülönített	odrębny	elkülönít	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
odrębne	külön	odrębny	kül	ADJ;NOM;NEUT;SG	
obydwa	mindkettő	obydwa	mindkettő	V;IPFV;IND;SG;PST;FIN;ACT	
obydwa	mindketten	obydwa	mindkett	V;IPFV;IND;SG;PST;FIN;ACT	
czaszki	koponyák	czaszki	koponya	N;ACC;FEM;PL	N;NOM;PL
czaszki	koponya	czaszki	kopony	N;ACC;FEM;PL	N;NOM;SG
czaszki	koponyát	czaszki	koponya	N;ACC;FEM;PL	N;ACC;SG
białek	fehérje	białek	fehér		N;NOM;SG
białek	fehérjék	białek	fehér		N;NOM;PL
publiczny	nyilvánosság	publiczny	nyilvánosság	ADJ;NOM;MASC;SG	N;NOM;SG
publiczny	nyilvánosan	publiczny	nyilvános	ADJ;NOM;MASC;SG	ADJ;FRML;SG
publiczny	publikus	publiczny	publikus	ADJ;NOM;MASC;SG	
mail	levél	mail	levél		N;NOM;SG
mail	levelek	mail	levél		N;NOM;PL
nieznacznie	enyhén	nieznacznie	enyhén	ADV	
nieznacznie	kissé	nieznacznie	kissé	ADV	
nieznacznie	kevéssé	nieznacznie	kevéssé	ADV	
tronie	trón	trona	trón	N;DAT;MASC;SG	N;NOM;SG
tronie	trónt	trona	trónt	N;DAT;MASC;SG	N;ACC;SG
kogo	ki	kto	ki	PRO;ACC;MASC;SG	PRO;NOM;SG;3
kogo	aki	kto	aki	PRO;ACC;MASC;SG	PRO;NOM;SG;3
heaven	mennyben	heaven	menny		ADV
heaven	mennyország	heaven	mennyország		N;NOM;SG
rozkładu	bomlás	rozkład	bomlás	N;GEN;MASC;SG	N;NOM;SG
piła	iszik	pić	iszik		V;INDF;IND;SG;3;PRS;FIN;ACT
piła	ivás	pić	ivás		N;NOM;SG
piła	inni	pić	isz		V;NFIN;ACT
piła	iszom	pić	iszom		V;INDF;IND;SG;1;PRS;FIN;ACT
piła	ivott	pić	ivott		V;INDF;IND;SG;3;PST;FIN;ACT
piła	ittam	pić	it		V;INDF;IND;SG;1;PST;FIN;ACT
piła	láttam	pić	lát		V;DEF;IND;SG;1;PST;FIN;ACT
piła	látta	pić	lát		V;DEF;IND;SG;3;PST;FIN;ACT
piła	fűrész	pić	fűrész		N;NOM;SG
śniegu	hó	śnieg	hó	N;GEN;MASC;SG	N;NOM;SG
śniegu	hófehérke	śnieg	hófehérk	N;GEN;MASC;SG	N;NOM;SG
śniegu	havazás	śnieg	havazás	N;GEN;MASC;SG	N;NOM;SG
damian	damian	damian	damian	PROPN;NOM;MASC;SG	
istoty	lények	istota	lény	N;ACC;FEM;SG	N;NOM;PL
istoty	teremtmények	istota	teremtmény	N;ACC;FEM;SG	N;NOM;PL
istoty	lények	istota	lény	N;ACC;FEM;SG	N;NOM;PL
ołtarzu	oltár	ołtarz	oltár	N;INS;MASC;SG	N;NOM;SG
cannes	cannes	cannes	cannes		N;NOM;SG
informacyjny	tájékoztató	informacyjny	tájékoztató	ADJ;NOM;MASC;SG	
gospodarstwo	farm	gospodarstwo	farm	N;NOM;NEUT;SG	
czwartego	negyedszer	czwarty	negyedszer	ADJ;ACC;MASC;SG	
czwartego	negyedik	czwarty	negyed	ADJ;ACC;MASC;SG	
wiosce	település	wioska	település	N;DAT;FEM;SG	N;NOM;SG
wiosce	falusi	wioska	falusi	N;DAT;FEM;SG	ADJ;NOM;SG
wiosce	falu	wioska	falu	N;DAT;FEM;SG	N;NOM;SG
ograniczona	limited	ograniczony	limited	ADJ;NOM;FEM;SG	
ograniczona	limitált	ograniczony	limitál	ADJ;NOM;FEM;SG	
ograniczona	korlátozott	ograniczony	korlátozott	ADJ;NOM;FEM;SG	
ograniczona	korlátolt	ograniczony	korlátolt	ADJ;NOM;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
ograniczona	korlátozott	ograniczony	korlátozott	ADJ;NOM;FEM;SG	
ograniczona	korlátozottak	ograniczony	korlátozott	ADJ;NOM;FEM;SG	V;INDF;IND;PL;3;PST;FIN;ACT
kontynuować	folytatás	kontynuować	folytatás	V;IPFV;NFIN;ACT	N;NOM;SG
potwierdzenie	megerősítést	potwierdzenie	megerősítés	N;NOM;NEUT;SG	N;ACC;SG
management	menedzsment	management	menedzsment		N;NOM;SG
management	irányítás	management	irányítás		N;NOM;SG
management	vezetőség	management	vezetőség		N;NOM;SG
management	gazdálkodás	management	gazdálkodás		N;NOM;SG
management	irányítási	management	irányítási		ADJ;NOM;SG
split	osztott	split	osztott		V;INDF;IND;SG;3;PST;FIN;ACT
kenneth	kenneth	kenneth	kenneth	N;NOM;MASC;SG	
paragwaju	paraguay	paragwaj	paraguay	N;GEN;MASC;SG	
pete	pete	pete	pete	PROPN;NOM;MASC;SG	
ward	ward	warda	ward	PROPN;NOM;MASC;SG	
owłosione	szőrös	owłosić	szőrös	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;NOM;SG
eduardo	eduardo	eduardo	eduardo	PROPN;NOM;MASC;SG	
sweet	édesek	sweet	édes		ADJ;NOM;PL
skierowane	rendezte	skierować	rendez	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
skierowane	rendezett	skierować	rendezett	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
skierowane	irányított	skierować	irányított	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
kolorów	színek	kolor	szín	N;GEN;MASC;PL	N;NOM;PL
fernández	fernández	fernndez	fernández	PROPN;NOM;MASC;SG	
zapewnienia	biztosítja	zapewnić	biztosít	N;GEN;NEUT;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
wprowadzona	bevezetett	wprowadzić	bevezetett	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
wprowadzona	bemutatott	wprowadzić	bemutatott	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
zwrot	vissza	zwrot	vissza	N;NOM;MASC;SG	ADV
zwrot	visszatér	zwrot	visszatér	N;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
białoruś	fehéroroszország	białoruś	fehéroroszország		N;NOM;SG
socjalistyczna	szocialista	socjalistyczny	szocialista	ADJ;NOM;FEM;SG	
socjalistyczna	szocialisták	socjalistyczny	szocialista	ADJ;NOM;FEM;SG	N;NOM;PL
czołg	tartály	czołg	tartály	N;ACC;MASC;SG	N;NOM;SG
czołg	tank	czołg	tank	N;ACC;MASC;SG	
egzemplarze	másolatot	egzemplarz	másolat	N;NOM;MASC;PL	N;ACC;SG
zboczach	lejtő	zboczyć	lejtő	N;GEN;MASC;PL	N;NOM;SG
zboczach	lejtőkön	zboczyć	lejtő	N;GEN;MASC;PL	N;ON+ESS;PL
słowackiej	szlovák	słowacki	szlovák	ADJ;GEN;FEM;SG	ADJ;NOM;SG
widział	fűrész	widzieć	fűrész	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;SG
połączona	egyesített	połączyć	egyesített	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
patrol	járőrök	patrol	járőr	N;NOM;MASC;SG	N;NOM;PL
litera	levélben	liter	levél	N;NOM;FEM;SG	N;IN+ESS;SG
litera	levelet	liter	levél	N;NOM;FEM;SG	N;ACC;SG
oznaczony	megjelöltek	oznaczyć	meg+jelöl	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
oznaczony	megjelölt	oznaczyć	megjelölt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
oznaczony	jelölt	oznaczyć	jelöl	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
oznaczony	megjelöltek	oznaczyć	meg+jelöl	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;PL;3;PST;FIN;ACT
oznaczony	megjelölt	oznaczyć	megjelölt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
oznaczony	megjelölve	oznaczyć	megjelölve	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADV;V.CVB
control	kontroll	control	kontroll		N;NOM;SG
control	irányítás	control	irányítás		N;NOM;SG
control	vezérlő	control	vezérlő		ADJ;NOM;SG
control	ellenőrzési	control	ellenőrzési		ADJ;NOM;SG
control	ellenőrzés	control	ellenőrzés		N;NOM;SG
chóru	kórus	chór	kórus		N;NOM;SG
chóru	kórus	chór	kórus		N;NOM;SG
starcia	összecsapások	starcie	összecsapás	N;NOM;NEUT;SG	N;NOM;PL
stacjonował	állomásozik	stacjonować	állomásozik	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;INDF;IND;SG;3;PRS;FIN;ACT
maroka	marokkói	marok	marokkói	PROPN;GEN;MASC;SG	ADJ;NOM;SG
athletic	sportos	athletic	sportos		ADJ;NOM;SG
athletic	atlétikai	athletic	atlétikai		ADJ;NOM;SG
aresztowania	letartóztatások	aresztowanie	letartóztatás	N;GEN;NEUT;SG	N;NOM;PL
aresztowania	letartóztatás	aresztowanie	letartóztatás	N;GEN;NEUT;SG	N;NOM;SG
okien	windows	okno	windows		N;NOM;SG
okien	ablakok	okno	ablak		N;NOM;PL
karen	karen	karen	kar	PROPN;NOM;FEM;SG	
odpowiedni	megfelelő	odpowiedni	megfelelő	ADJ;NOM;MASC;SG	
odpowiedni	megfelelő	odpowiedni	megfelelő	ADJ;NOM;MASC;SG	
względnie	viszonylag	względnie	viszonylag	ADV	
ograniczony	limited	ograniczyć	limited	ADJ;NOM;MASC;SG	
ograniczony	limitált	ograniczyć	limitál	ADJ;NOM;MASC;SG	
ograniczony	korlátozott	ograniczyć	korlátozott	ADJ;NOM;MASC;SG	
ograniczony	korlátolt	ograniczyć	korlátolt	ADJ;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
ograniczony	korlátozott	ograniczyć	korlátozott	ADJ;NOM;MASC;SG	
ograniczony	korlátozottak	ograniczyć	korlátozott	ADJ;NOM;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
arabskie	arab	arabski	arab	ADJ;NOM;NEUT;SG	
arabskie	arab	arabski	arab	ADJ;NOM;NEUT;SG	
arabskie	arabul	arabski	arab	ADJ;NOM;NEUT;SG	
arabskie	arab	arabski	arab	ADJ;NOM;NEUT;SG	
dno	alja	dno	al		N;NOM;SG
dno	fenék	dno	fene		N;NOM;SG
kopenhadze	koppenhága	kopenhadz	koppenhág	PROPN;DAT;MASC;SG	N;NOM;SG
kopenhadze	koppenhágai	kopenhadz	koppenhág	PROPN;DAT;MASC;SG	N;NOM;SG
wyścigi	races	wyścig	races	N;NOM;MASC;PL	
wyścigi	racing	wyścig	racing	N;NOM;MASC;PL	
dotarły	megérkezett	dotrzeć	meg+érkezik	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
sumy	összeg	suma	összeg		N;NOM;SG
sumy	összegek	suma	összeg		N;NOM;PL
bractwa	testvériség	bractwo	testvériség	N;ACC;NEUT;SG	N;NOM;SG
bractwa	testvériség	bractwo	testvériség	N;ACC;NEUT;SG	N;NOM;SG
tajemnica	titokzatos	tajemnica	titokzatos	N;NOM;FEM;SG	
tajemnica	rejtélyes	tajemnica	rejtélyes	N;NOM;FEM;SG	
tajemnica	titkos	tajemnica	titkos	N;NOM;FEM;SG	
targ	piactéren	targa	piactér	N;NOM;MASC;SG	N;ON+ESS;SG
połączony	kapcsolódott	połączyć	kapcsolódott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
połączony	kapcsolt	połączyć	kapcsolt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
połączony	összekapcsolt	połączyć	összekapcsolt	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
połączony	kapcsolatban	połączyć	kapcsolat	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;IN+ESS;SG
kraina	földterületek	kraina	földterület	N;NOM;FEM;SG	N;NOM;PL
szeregi	ranglétrán	szereg	ranglétra	N;ACC;MASC;SG	N;SG
szeregi	sorozat	szereg	sorozat	N;ACC;MASC;SG	N;NOM;SG
potrzebny	kell	potrzebny	kell	ADJ;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
potrzebny	kellett	potrzebny	kell	ADJ;NOM;MASC;SG	V;INDF;IND;SG;3;PST;FIN;ACT
oryginalna	eredeti	oryginalny	eredeti	ADJ;NOM;FEM;SG	N;NOM;SG
kanały	csatorna	kanał	csator	N;NOM;MASC;PL	N;NOM;SG
inicjatorem	kezdeményező	inicjator	kezdeményező	N;INS;MASC;SG	
konklawe	konklávé	konklawy	konklávé	ADJ;NOM;NEUT;SG	N;NOM;SG
boczny	oldalsó	boczny	oldalsó	ADJ;NOM;MASC;SG	
zoo	állatkertek	zoo	állatker		N;NOM;PL
zoo	állatkert	zoo	állatker		N;NOM;SG
zoo	állatkertben	zoo	állatkert		N;IN+ESS;SG
pokryta	fedett	pokryć	fedett	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
pokryta	lefedett	pokryć	lefed	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
pokryta	fedezett	pokryć	fedezett	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
pokryta	borított	pokryć	borít	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ambasady	nagykövetségek	ambasada	nagykövetség	N;GEN;FEM;SG	N;NOM;PL
ambasady	nagykövetség	ambasada	nagykövetség	N;GEN;FEM;SG	N;NOM;SG
ambasady	követség	ambasada	követség	N;GEN;FEM;SG	N;NOM;SG
jefferson	jefferson	jefferson	jeffers	PROPN;NOM;MASC;SG	
transmisji	átvitel	transmisja	átvitel	N;GEN;FEM;SG	N;NOM;SG
transmisji	továbbítás	transmisja	továbbítás	N;GEN;FEM;SG	N;NOM;SG
transmisji	adás	transmisja	adás	N;GEN;FEM;SG	N;NOM;SG
transmisji	átviteli	transmisja	átviteli	N;GEN;FEM;SG	ADJ;NOM;SG
transmisji	közvetítés	transmisja	közvetítés	N;GEN;FEM;SG	N;NOM;SG
transmisji	adás	transmisja	adás	N;GEN;FEM;SG	N;NOM;SG
albrecht	albrecht	albrecht	albrecht	PROPN;NOM;MASC;SG	
kolonie	kolóniák	kolonie	kolónia	N;NOM;FEM;SG	N;NOM;PL
kolonie	telepek	kolonie	telep	N;NOM;FEM;SG	N;NOM;PL
joão	joão	joão	joão	PROPN;NOM;MASC;SG	
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	
wygrana	win	wygrać	win	N;NOM;FEM;SG	
wygrana	nyerni	wygrać	nyer	N;NOM;FEM;SG	V;NFIN;ACT
wygrana	nyerj	wygrać	nyerj	N;NOM;FEM;SG	V;DEF;IND;SG;3;PRS;FIN;ACT
wygrana	nyerő	wygrać	nyerő	N;NOM;FEM;SG	
regulamin	előírás	regulamin	előírás	N;ACC;MASC;SG	
regulamin	rendelet	regulamin	rendelet	N;ACC;MASC;SG	
regulamin	szabályozás	regulamin	szabályozás	N;ACC;MASC;SG	N;NOM;SG
rachel	rachel	rachel	rachel	PROPN;NOM;FEM;SG	N;NOM;SG
wenecja	velencei	wenecja	velencei	N;NOM;FEM;SG	
skarb	értékes	skarb	értékes	N;ACC;MASC;SG	
skarb	drága	skarb	drága	N;ACC;MASC;SG	
skarb	kincsek	skarb	kincs	N;ACC;MASC;SG	N;NOM;PL
skarb	kincs	skarb	kincs	N;ACC;MASC;SG	N;NOM;SG
skarb	kincsem	skarb	kincsem	N;ACC;MASC;SG	
piąta	ötödik	piąty	ötödik		ADJ;NOM;SG
pamiętnik	journal	pamiętnik	journal	N;ACC;MASC;SG	N;NOM;SG
pamiętnik	napló	pamiętnik	napló	N;ACC;MASC;SG	N;NOM;SG
pamiętnik	lap	pamiętnik	lap	N;ACC;MASC;SG	N;NOM;SG
pamiętnik	lapjában	pamiętnik	lap	N;ACC;MASC;SG	N;IN+ESS;SG
pamiętnik	napló	pamiętnik	napló	N;ACC;MASC;SG	N;NOM;SG
pamiętnik	naplója	pamiętnik	napló	N;ACC;MASC;SG	N;NOM;SG
stawu	tó	staw	tó	N;GEN;MASC;SG	N;NOM;SG
przewodnictwem	elnökség	przewodnictwo	elnökség	N;INS;NEUT;SG	N;NOM;SG
prawdopodobne	valószínű	prawdopodobny	valószínű	ADJ;NOM;NEUT;SG	
prawdopodobne	valószínűleg	prawdopodobny	valószínűleg	ADJ;NOM;NEUT;SG	
prawdopodobne	valószínű	prawdopodobny	valószínű	ADJ;NOM;NEUT;SG	
procedury	eljárás	procedura	eljárás	N;ACC;FEM;PL	N;NOM;SG
procedury	eljárások	procedura	eljárás	N;ACC;FEM;PL	N;NOM;PL
procedury	eljárás	procedura	eljárás	N;ACC;FEM;PL	N;NOM;SG
disco	diszkó	disco	diszkó		N;NOM;SG
barona	báró	barona	báró	N;ACC;MASC;SG	
sumę	összeg	suma	összeg	N;ACC;FEM;SG	N;NOM;SG
prawny	legális	prawny	legális	ADJ;NOM;MASC;SG	
cząsteczki	részecske	cząsteczka	részecske	N;NOM;FEM;PL	N;NOM;SG
cząsteczki	részecske	cząsteczka	részecske	N;NOM;FEM;PL	N;NOM;SG
fair	vásár	fair	vásár		N;NOM;SG
fair	tisztességes	fair	tisztességes		ADJ;NOM;SG
wstawić	beszúrása	wstawić	beszúrás	V;PFV;NFIN;ACT	N;NOM;SG
czysto	világos	czysto	világos		ADJ;NOM;SG
plemiona	törzsek	plemię	törzs	N;NOM;NEUT;SG	N;NOM;PL
linda	linda	linda	linda	PROPN;NOM;FEM;SG	
musical	zenei	musical	zenei	N;NOM;MASC;SG	ADJ;NOM;SG
zawodowo	szakmailag	zawodowo	szakmailag	ADV	
virginia	virginiában	virginia	virginia		N;IN+ESS;SG
virginia	virginiai	virginia	virginiai		ADJ;NOM;SG
mistrzowie	masters	mistrz	masters	N;NOM;MASC;PL	
drewno	fa	drewno	fa	N;NOM;NEUT;SG	
drewno	wood	drewno	wood	N;NOM;NEUT;SG	
drewno	erdő	drewno	erdő	N;NOM;NEUT;SG	
drewno	fát	drewno	fát	N;NOM;NEUT;SG	N;ACC;SG
salvador	salvador	salvador	salvador	PROPN;NOM;MASC;SG	
islam	iszlám	islam	iszlám	N;NOM;MASC;SG	
bloków	tömb	blok	tömb	N;GEN;MASC;PL	N;NOM;SG
wagner	wagner	wagner	wagner	PROPN;NOM;MASC;SG	
łańcuch	lánc	łańcuch	lánc	N;NOM;MASC;SG	
grubość	vastagságú	grubość	vastagságú	N;NOM;FEM;SG	ADJ;NOM;SG
stevens	stevens	stevens	stevens	PROPN;NOM;MASC;SG	
kapitał	főváros	kapitał	főváros	N;ACC;MASC;SG	N;NOM;SG
kapitał	tőke	kapitał	tőke	N;ACC;MASC;SG	N;NOM;SG
monica	monica	monica	monica	V;IPFV;IND;SG;1;PRS;FIN;ACT	
monica	mónika	monica	mónika	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;SG
galaktyki	galaxisok	galaktyk	galaxisok	N;ACC;FEM;PL	N;NOM;PL
galaktyki	galaxis	galaktyk	galaxis	N;ACC;FEM;PL	N;NOM;SG
galaktyki	galaxy	galaktyk	galaxy	N;ACC;FEM;PL	
aktualny	áramlat	aktualny	áramlat	ADJ;NOM;MASC;SG	N;NOM;SG
aktualny	jelenlegi	aktualny	jelenlegi	ADJ;NOM;MASC;SG	
kontrola	vezérlő	kontrola	vezérlő	N;NOM;FEM;SG	ADJ;NOM;SG
kontrola	ellenőrzési	kontrola	ellenőrzési	N;NOM;FEM;SG	ADJ;NOM;SG
kontrola	audit	kontrola	audi	N;NOM;FEM;SG	N;ACC;SG
kontrola	ellenőrzési	kontrola	ellenőrzési	N;NOM;FEM;SG	ADJ;NOM;SG
kontrola	ellenőrzési	kontrola	ellenőrzési	N;NOM;FEM;SG	ADJ;NOM;SG
mieszane	kevert	mieszany	kevert	ADJ;NOM;NEUT;SG	
mieszane	vegyes	mieszany	vegyes	ADJ;NOM;NEUT;SG	
mieszane	keverve	mieszany	keverve	ADJ;NOM;NEUT;SG	
mieszane	kevert	mieszany	kevert	ADJ;NOM;NEUT;SG	
typowo	jellemzően	typowo	jellemző		ADV
typowo	tipikusan	typowo	tipikus		ADJ;FRML;SG
typowo	jellemző	typowo	jellemző		ADJ;NOM;SG
warunek	állapota	warunek	állapot	N;ACC;MASC;SG	N;NOM;SG
warunek	feltétel	warunek	feltétel	N;ACC;MASC;SG	N;NOM;SG
warunek	állapot	warunek	állap	N;ACC;MASC;SG	N;NOM;SG
naftowej	nyers	naftowy	nyers	ADJ;GEN;FEM;SG	
koleje	vasutak	kolej	vasú	N;NOM;FEM;SG	N;NOM;PL
stowarzyszeń	szövetségek	stowarzyszenie	szövetség	N;GEN;NEUT;PL	N;NOM;PL
regina	regina	regina	regina	N;NOM;FEM;SG	
zagrożonych	veszélyeztetett	zagrożyć	veszélyeztet	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
sokół	sólyom	sokół	sólyom	N;NOM;MASC;SG	
rozwiązany	megoldott	rozwiązać	megoldott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
rozwiązany	megoldani	rozwiązać	meg+old	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;NFIN;ACT
rozwiązany	megoldódott	rozwiązać	megoldódik	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
rozwiązany	megoldva	rozwiązać	megoldva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
rozwiązany	feloszlott	rozwiązać	feloszlott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
rozwiązany	megoldott	rozwiązać	megoldott	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
rozwiązany	megoldotta	rozwiązać	megold	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;DEF;IND;SG;3;PST;FIN;ACT
rozwiązany	megoldva	rozwiązać	megoldva	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;SG
znaczny	jelentős	znaczny	jelentős	ADJ;NOM;MASC;SG	
znaczny	jelentős	znaczny	jelentős	ADJ;NOM;MASC;SG	
znaczny	szignifikáns	znaczny	szignifikáns	ADJ;NOM;MASC;SG	N;ON+ESS;SG
floryda	floridában	floryd	florida		N;IN+ESS;SG
floryda	floridába	floryd	florida		N;IN+ALL;SG
księżnej	hercegnő	księżny	hercegnő	ADJ;GEN;FEM;SG	N;NOM;SG
obniżenie	csökkentő	obniżyć	csökkentő	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;NOM;SG
autobus	busszal	autobus	busszú	N;NOM;MASC;SG	N;ON+ESS;SG
wirnika	rotor	wirnik	rotor	N;ACC;MASC;SG	N;NOM;SG
właścicielami	tulajdonosok	właściciel	tulajdonos	N;INS;MASC;PL	N;NOM;PL
właścicielami	tulajdonosai	właściciel	tulajdonos	N;INS;MASC;PL	N;NOM;PL
wewnętrzny	belső	wewnętrzny	belső	ADJ;NOM;MASC;SG	
wewnętrzny	belső	wewnętrzny	belső	ADJ;NOM;MASC;SG	
sex	szex	sex	szex		N;NOM;SG
sex	sex	sex	sex		N;NOM;SG
samców	hímek	samc	hím		N;NOM;PL
zbrodnie	bűncselekmények	zbrodnie	bűncselekmény	N;NOM;FEM;SG	N;NOM;PL
zbrodnie	bűnök	zbrodnie	bűnök	N;NOM;FEM;SG	N;NOM;PL
zbrodnie	bűncselekmények	zbrodnie	bűncselekmény	N;NOM;FEM;SG	N;NOM;PL
filharmonii	filharmonikusok	filharmonia	filharmonikus	N;GEN;MASC;SG	N;NOM;PL
bycie	lenni	bycie	lesz		V;NFIN;ACT
dar	dar	dar	dar	N;NOM;MASC;SG	
row	sort	row	sor		N;ACC;SG
wewnętrzna	belső	wewnętrzny	belső	ADJ;NOM;FEM;SG	
wewnętrzna	belső	wewnętrzny	belső	ADJ;NOM;FEM;SG	
podróże	utazás	podróż	utazás	N;ACC;FEM;PL	N;NOM;SG
podróże	utazások	podróż	utazás	N;ACC;FEM;PL	N;NOM;PL
podróże	utazási	podróż	utazási	N;ACC;FEM;PL	N;NOM;SG
podróże	utazás	podróż	utazás	N;ACC;FEM;PL	N;NOM;SG
podróże	utazó	podróż	utazó	N;ACC;FEM;PL	
podróże	utazni	podróż	utazik	N;ACC;FEM;PL	V;NFIN;ACT
podróże	utazás	podróż	utazás	N;ACC;FEM;PL	N;NOM;SG
podróże	utazik	podróż	utazik	N;ACC;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
podróże	utazó	podróż	utazó	N;ACC;FEM;PL	
pokrywy	borító	pokrywy	borító	N;ACC;FEM;PL	N;NOM;SG
pokrywy	takaró	pokrywy	takaró	N;ACC;FEM;PL	N;NOM;SG
lewandowski	lewandowski	lewandowski	lewandowski	ADJ;NOM;MASC;SG	N;NOM;SG
przekazano	továbbított	przekazać	továbbított	V;PFV;IND;0;PST;FIN;ACT	V;INDF;IND;SG;3;PST;FIN;ACT
aktów	cselekmények	aktów	cselekmény	N;GEN;MASC;PL	N;NOM;PL
aktów	aktusok	aktów	aktus	N;GEN;MASC;PL	N;NOM;PL
twierdzenia	követelés	twierdzić	követelés	N;NOM;NEUT;PL	N;NOM;SG
pokrewne	kapcsolódó	pokrewny	kapcsolódó		ADJ;NOM;SG
pokrewne	rokonok	pokrewny	rokon		N;NOM;PL
pokrewne	kapcsolatban	pokrewny	kapcsolat		N;IN+ESS;SG
orlando	orlando	orlando	orlando	N;NOM;NEUT;SG	
opinia	vélemény	opinia	vélemény	N;NOM;FEM;SG	
opinia	véleményt	opinia	vélemény	N;NOM;FEM;SG	N;ACC;SG
opinia	vélemények	opinia	vélemény	N;NOM;FEM;SG	N;NOM;PL
alessandro	alessandro	alessandro	alessand	PROPN;NOM;MASC;SG	
pogoń	törekvés	pogonić	törekvés		N;NOM;SG
pogoń	üldözés	pogonić	üldözés		N;NOM;SG
pogoń	hajsza	pogonić	hajszú		N;NOM;SG
