aus	aus	aus	aus		N;MASC;SG
venezuela	venezuela	venezuela	venezuela		N;FEM;SG
alexandria	alexandria	alexandria	alexandria		N;FEM;SG
ride	equitação	ride	equitação	V;NFIN;ACT	N;FEM;SG
ride	hipismo	ride	hipismo	V;NFIN;ACT	N;MASC;SG
ride	ride	ride	ride	V;NFIN;ACT	N;MASC;SG
ride	cavalgada	ride	cavalgar	V;NFIN;ACT	N;FEM;SG
ride	rolê	ride	rolê	V;NFIN;ACT	N;MASC;SG
ride	boleia	ride	boleia	V;NFIN;ACT	N;FEM;SG
ride	passeio	ride	passeio	V;NFIN;ACT	N;MASC;SG
arrangement	arranjos	arrangement	arranjo	N;INDF;NEUT;SG	N;MASC;PL
ridge	cume	ridge	cume		N;MASC;SG
ridge	ridge	ridge	ridge		N;MASC;SG
classic	clássica	classic	clássico		N;FEM;SG
classic	clássicos	classic	clássico		N;MASC;PL
classic	classic	classic	classic		N;MASC;SG
classic	clássico	classic	clássico		N;MASC;SG
ritualer	ritual	ritual	ritual	N;INDF;NEUT;PL	N;MASC;SG
sekund	segunda	sekund	segundo	N;INDF;NEUT;SG	ADJ;FEM;SG
sekund	segundo	sekund	segundo	N;INDF;NEUT;SG	ADV
mændene	men	mand	men	N;DEF;MASC+FEM;PL	N;MASC;SG
ambassade	embaixadas	ambassade	embaixada	N;INDF;MASC+FEM;SG	N;FEM;PL
newcastle	newcastle	newcastel	newcastle		N;MASC;SG
ontario	ontário	ontario	ontário		N;MASC;SG
åndelige	espiritual	åndelig	espiritual	ADJ;PL	ADJ;MASC;SG
panzer	panzer	panze	panzer	N;INDF;MASC+FEM;PL	N;MASC;SG
tropperne	tropa	trop	tropa	N;DEF;MASC+FEM;PL	N;FEM;SG
gottorp	gottorp	gottorp	gottorp	PROPN	N;MASC;SG
iversen	iversen	iversen	iversen		N;MASC;SG
særskilt	separadamente	særskilt	separadamente	ADJ;INDF;SG	ADV
særskilt	separado	særskilt	separar	ADJ;INDF;SG	V;MASC;SG;V.PTCP
særskilt	separe	særskilt	separe	ADJ;INDF;SG	V;SBJV;SG;3;PRS;FIN
særskilt	separado	særskilt	separar	ADJ;INDF;SG	V;MASC;SG;V.PTCP
særskilt	separados	særskilt	separar	ADJ;INDF;SG	V;MASC;PL;V.PTCP
særskilt	separar	særskilt	separar	ADJ;INDF;SG	V;NFIN
højdepunkt	realçar	højdepunkt	realçar	N;INDF;NEUT;SG	V;NFIN
højdepunkt	destacar	højdepunkt	destacar	N;INDF;NEUT;SG	V;NFIN
formodes	presumível	formode	presumível	V;PRS;NFIN;PASS	ADJ;MASC;SG
kommunistisk	comunistas	kommunistisk	comunista	ADV	N;MASC;PL
kommunistisk	comunista	kommunistisk	comunista	ADV	ADJ;MASC;SG
sko	calçado	sko	calçar	N;INDF;MASC+FEM;PL	N;MASC;SG
sko	sapato	sko	sapato	N;INDF;MASC+FEM;PL	N;MASC;SG
lider	sofra	lide	sofra	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
gengivet	reproduzidas	gengive	reproduzir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
simpelt	simple	simpel	simple	ADJ	N;MASC;SG
track	track	track	track		N;MASC;SG
track	trilha	track	trilha		N;FEM;SG
track	faixa	track	faixa		N;FEM;SG
eastwood	eastwood	eastwood	eastwood		N;MASC;SG
marcel	marcelo	marcel	marcelo		N;MASC;SG
marcel	marcel	marcel	marcel		N;MASC;SG
leonard	léonard	leonard	léonard		N;MASC;SG
leonard	leonardo	leonard	leonardo		N;MASC;SG
leonard	leonard	leonard	leonard		N;MASC;SG
birger	birger	birger	birger	N;INDF;MASC+FEM;PL	N;MASC;SG
seattle	seattle	seattle	seattle		N;MASC;SG
mozart	mozart	mozart	mozart		N;MASC;SG
korstog	cruzadas	korstog	cruzadas	N;INDF;NEUT;SG	N;FEM;PL
evil	malvado	evil	malvado		N;MASC;SG
evil	mal	evil	mal		ADV
evil	evil	evil	evil		N;MASC;SG
evil	maldade	evil	maldade		N;FEM;SG
dylan	dylan	dylan	dylan		N;MASC;SG
gæst	visitantes	gæst	visitante	N;INDF;MASC+FEM;SG	N;PL
gæst	convidado	gæst	convidar	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
gæst	convidados	gæst	convidado	N;INDF;MASC+FEM;SG	N;MASC;PL
gæst	convidada	gæst	convidar	N;INDF;MASC+FEM;SG	V;FEM;SG;V.PTCP
statsborger	cidadã	statsborger	cidadã	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
statsborger	cidadão	statsborger	cidadão	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
definerer	defina	definere	definar	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
brasilianske	brasileiros	brasiliansk	brasileiro	ADJ;PL	N;MASC;PL
brasilianske	brasileiras	brasiliansk	brasileira	ADJ;PL	N;FEM;PL
brasilianske	brasileiro	brasiliansk	brasileiro	ADJ;PL	N;MASC;SG
brasilianske	brasileira	brasiliansk	brasileira	ADJ;PL	N;FEM;SG
vestindien	caraíbas	vestindie	caraíba	N;DEF;MASC+FEM;SG	N;FEM;PL
zulu	zulu	zulu	zulu		N;MASC;SG
beat	batida	beat	bater	N;INDF;NEUT;SG	V;FEM;SG;V.PTCP
beat	bater	beat	bater	N;INDF;NEUT;SG	V;NFIN
gradvis	gradual	gradvis	gradual	ADV	ADJ;MASC;SG
gradvis	progressista	gradvis	progressista	ADV	ADJ;MASC;SG
gradvis	progressiva	gradvis	progressivo	ADV	N;FEM;SG
gradvis	progressivo	gradvis	progressivo	ADV	ADJ;MASC;SG
winter	inverno	winter	inverno		N;MASC;SG
gert	gert	gern	gert		N;MASC;SG
peace	paz	peace	paz		N;FEM;SG
ralph	ralph	ralph	ralph		N;MASC;SG
matcher	partidas	matcher	partida	V;IND;PRS;FIN;ACT	N;FEM;PL
matcher	correspondências	matcher	correspondência	V;IND;PRS;FIN;ACT	N;FEM;PL
matcher	fósforos	matcher	fósforo	V;IND;PRS;FIN;ACT	N;MASC;PL
matcher	correspondentes	matcher	correspondente	V;IND;PRS;FIN;ACT	ADJ;MASC;PL
matcher	correspondência	matcher	correspondência	V;IND;PRS;FIN;ACT	N;FEM;SG
matcher	match	matcher	match	V;IND;PRS;FIN;ACT	N;MASC;SG
vedrører	preocupações	vedrøre	preocupação	V;IND;PRS;FIN;ACT	N;FEM;PL
tilbyde	oferenda	tilbyde	oferenda	V;NFIN;ACT	N;FEM;SG
tilbyde	oferta	tilbyde	oferta	V;NFIN;ACT	N;FEM;SG
hope	esperança	hope	esperança		N;FEM;SG
hope	hope	hope	hope		N;MASC;SG
hope	esperanças	hope	esperança		N;FEM;PL
regelmæssigt	regulares	regelmæssigt	regular	ADV	ADJ;MASC;PL
regelmæssigt	regular	regelmæssigt	regular	ADV	ADJ;MASC;SG
rigdom	riquezas	rigdom	riqueza	N;INDF;MASC+FEM;SG	N;FEM;PL
nævne	menção	nævne	menção	V;NFIN;ACT	N;FEM;SG
renæssance	renascentista	renæssance	renascentista	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
finansieret	financiados	finansiere	financiar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
finansieret	financiadas	finansiere	financiar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
finansieret	financiados	finansiere	financiar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
akt	agir	akt	agir	N;INDF;MASC+FEM;SG	V;NFIN
personale	pessoal	personal	pessoal	ADJ;PL	N;MASC;SG
personale	pessoal	personal	pessoal	ADJ;PL	N;MASC;SG
kaster	moldes	kaste	molde	V;IND;PRS;FIN;ACT	N;MASC;PL
happy	feliz	happy	feliz		ADJ;MASC;SG
happy	happy	happy	happy		N;MASC;SG
happy	felizes	happy	feliz		ADJ;MASC;PL
ansøgning	aplicativos	ansøgning	aplicativo	N;INDF;MASC+FEM;SG	N;MASC;PL
ansøgning	aplicações	ansøgning	aplicação	N;INDF;MASC+FEM;SG	N;FEM;PL
ansøgning	pedidos	ansøgning	pedido	N;INDF;MASC+FEM;SG	N;MASC;PL
command	comando	command	comando		N;MASC;SG
command	comandar	command	comandar		V;NFIN
joakim	joakim	joakim	joakim		N;MASC;SG
joakim	patinhas	joakim	patinha		N;FEM;PL
joakim	scrooge	joakim	scrooge		N;MASC;SG
hemmelig	segredo	hemmelig	segredo	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
hemmelig	secret	hemmelig	secret	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
hemmelig	secreto	hemmelig	secreto	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
hemmelig	secreta	hemmelig	secreto	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
følges	seguida	følges	seguida	V;NFIN;PASS	N;FEM;SG
bue	arcos	bue	arco	N;INDF;MASC+FEM;SG	N;MASC;PL
bue	curvar	bue	curvar	N;INDF;MASC+FEM;SG	V;NFIN
simpsons	simpsons	simpsons	simpsons	N;GEN;INDF;MASC+FEM;SG	N;MASC;PL
madison	madison	madison	madison		N;MASC;SG
sørger	luto	sørge	luto	V;IND;PRS;FIN;ACT	N;MASC;SG
sørger	providencia	sørge	providenciar	V;IND;PRS;FIN;ACT	N;FEM;SG
indtaget	tomadas	indtage	tomar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
indtaget	tiradas	indtage	tirar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
indtaget	ingestão	indtage	ingestão	V;INDF;SG;PST;V.PTCP	N;FEM;SG
indtaget	consumidas	indtage	consumir	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
indtaget	consumidos	indtage	consumir	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
besidder	possuidor	besidde	possuidor	V;IND;PRS;FIN;ACT	N;MASC;SG
besidder	possua	besidde	poder	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
devil	diabo	devil	diabo		N;MASC;SG
devil	devil	devil	devil		N;MASC;SG
devil	demônio	devil	demônio		N;MASC;SG
ungdoms	jovens	ungdom	jovem	N;GEN;INDF;MASC+FEM;SG	N;MASC;PL
søgning	procurar	søgning	procurar	N;INDF;MASC+FEM;SG	V;NFIN
søgning	pesquisar	søgning	pesquisar	N;INDF;MASC+FEM;SG	V;NFIN
søgning	procurando	søgning	procurar	N;INDF;MASC+FEM;SG	V;V.MSDR
søgning	pesquisando	søgning	pesquisar	N;INDF;MASC+FEM;SG	V;V.MSDR
vidne	testemunhar	vidne	testemunhar	N;INDF;NEUT;SG	V;NFIN
seksuel	sexuais	seksuel	sexual	ADJ;INDF;MASC+FEM;SG	N;MASC;PL
seksuel	sexual	seksuel	sexual	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
foretrak	preferência	foretrak	preferência	V;IND;PST;FIN;ACT	N;FEM;SG
foretrak	preferencial	foretrak	preferencial	V;IND;PST;FIN;ACT	ADJ;MASC;SG
beskeden	recado	beskeden	recado	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
beskeden	mensagem	beskeden	mensagem	ADJ;INDF;MASC+FEM;SG	N;FEM;SG
beskeden	modestas	beskeden	modesto	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;PL
beskeden	modestos	beskeden	modesto	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
lead	chumbo	lead	chumbo		N;MASC;SG
lead	lead	lead	lead		N;MASC;SG
lead	liderar	lead	liderar		V;NFIN
montana	montana	montana	montana		N;FEM;SG
falsk	false	falsk	false	ADJ;INDF;SG	N;MASC;SG
falsk	falsas	falsk	falso	ADJ;INDF;SG	ADJ;FEM;PL
falsk	falsos	falsk	falso	ADJ;INDF;SG	N;MASC;PL
falsk	falsos	falsk	falso	ADJ;INDF;SG	N;MASC;PL
falsk	fake	falsk	fake	ADJ;INDF;SG	N;MASC;SG
observeret	observados	observere	observar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
observeret	observadas	observere	observar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
pil	flecha	pil	flecha	V;IMP	N;FEM;SG
pil	seta	pil	seta	V;IMP	N;FEM;SG
pil	arrow	pil	arrow	V;IMP	N;MASC;SG
mhz	mhz	mhz	mhz	N;INDF;MASC+FEM;SG	N;MASC;PL
moral	morais	moral	moral	N;INDF;MASC+FEM;SG	N;MASC;PL
sandsynlighed	probabilidades	sandsynlighed	probabilidade	N;INDF;MASC+FEM;SG	N;FEM;PL
håbede	esperava	håbe	esperar	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
dokumenteret	documentadas	dokumenteret	documentar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
dokumenteret	documentados	dokumenteret	documentar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
kosovo	kosovo	kosovo	kosovo	PROPN	N;MASC;SG
nacional	nacional	nacional	nacional		ADJ;MASC;SG
strengt	rigoroso	strengt	rigoroso	ADV	ADJ;MASC;SG
strengt	estrito	strengt	estrito	ADV	V;MASC;SG;V.PTCP
strengt	rigorosa	strengt	rigoroso	ADV	ADJ;FEM;SG
strengt	estrita	strengt	estrita	ADV	V;FEM;SG;V.PTCP
torino	torino	torino	torino	PROPN	N;MASC;SG
torino	turim	torino	turim	PROPN	N;MASC;SG
torino	turim	torino	turim	PROPN	N;MASC;SG
akustisk	acústica	akustisk	acústico	ADJ;INDF;SG	N;FEM;SG
akustisk	acústicos	akustisk	acústico	ADJ;INDF;SG	N;MASC;PL
akustisk	acústicas	akustisk	acústico	ADJ;INDF;SG	N;FEM;PL
akustisk	acústico	akustisk	acústico	ADJ;INDF;SG	N;MASC;SG
massive	enorme	massive	enorme	ADJ;PL	ADJ;MASC;SG
massive	maciço	massive	maciço	ADJ;PL	N;MASC;SG
massive	massivo	massive	massivo	ADJ;PL	ADJ;MASC;SG
massive	maciça	massive	maciço	ADJ;PL	N;FEM;SG
massive	massive	massive	massive	ADJ;PL	N;MASC;SG
leveres	entregou	levere	entregar	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
kyster	litoral	kyste	litoral	N;INDF;MASC+FEM;PL	N;MASC;SG
kyster	costa	kyste	costa	N;INDF;MASC+FEM;PL	N;FEM;SG
frisk	frescas	frisk	fresco	ADJ;INDF;SG	N;FEM;PL
frisk	fresh	frisk	fresh	ADJ;INDF;SG	N;MASC;SG
frisk	frescos	frisk	fresco	ADJ;INDF;SG	N;MASC;PL
frisk	fresco	frisk	fresco	ADJ;INDF;SG	N;MASC;SG
stabil	estáveis	stabil	estável	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;PL
stabil	estábulo	stabil	estábulo	ADJ;INDF;MASC+FEM;SG	N;MASC;SG
tyndt	finos	tyndt	fino	ADJ;INDF;NEUT;SG	N;MASC;PL
tyndt	magra	tyndt	magro	ADJ;INDF;NEUT;SG	N;FEM;SG
tyndt	escassamente	tyndt	escassamente	ADJ;INDF;NEUT;SG	ADV
anime	anime	anim	anime		N;MASC;SG
anime	animes	anim	anime		N;MASC;PL
ask	pergunte	ask	pergunte		V;SBJV;SG;3;PRS;FIN
ask	pedir	ask	pedir		V;NFIN
ask	pergunta	ask	pergunta		N;FEM;SG
ask	perguntar	ask	perguntar		V;NFIN
ask	ash	ask	ash		N;MASC;SG
ask	cinza	ask	cinza		N;FEM;SG
ask	cinzas	ask	cinza		N;FEM;PL
limited	limitado	limited	limitar		V;MASC;SG;V.PTCP
limited	limitados	limited	limitar		V;MASC;PL;V.PTCP
limited	limitadas	limited	limitar		V;FEM;PL;V.PTCP
limited	limited	limited	limited		N;MASC;SG
limited	limitada	limited	limitar		V;FEM;SG;V.PTCP
murphy	murphy	murphy	murphy		N;MASC;SG
tromsø	tromsø	tromsø	tromsø	N;INDF;NEUT;SG	PROPN;MASC;SG
analyser	análise	analyse	análise	N;INDF;MASC+FEM;PL	N;FEM;SG
analyser	analise	analyse	analisar	N;INDF;MASC+FEM;PL	N;FEM;SG
analyser	análise	analyse	análise	N;INDF;MASC+FEM;PL	N;FEM;SG
faxe	fax	faxe	fax		N;MASC;SG
diamond	diamond	diamond	diamond		N;MASC;SG
diamond	diamante	diamond	diamante		N;MASC;SG
diamond	diamantes	diamond	diamante		N;MASC;PL
detaljeret	pormenorizadas	detaljeret	pormenorizar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
detaljeret	detalhadas	detaljeret	detalhar	V;INDF;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
bekendte	conhecidos	bekendt	conhecido	N;INDF;MASC+FEM;PL	ADJ;MASC;PL
mærker	marks	mærke	mark	N;INDF;NEUT;PL	N;MASC;SG
mærker	tags	mærke	tags	N;INDF;NEUT;PL	N;MASC;SG
tråd	fios	tråd	fio	N;INDF;MASC+FEM;SG	N;MASC;PL
edge	borda	edge	borda		N;FEM;SG
edge	aresta	edge	aresta		N;FEM;SG
edge	edge	edge	edge		N;MASC;SG
knight	cavaleiros	knight	cavaleiro	N;INDF;MASC+FEM;SG	N;MASC;PL
tilgængeligt	disponíveis	tilgængeligt	disponível	ADJ;INDF;NEUT;SG	N;MASC;PL
tilgængeligt	acessíveis	tilgængeligt	acessível	ADJ;INDF;NEUT;SG	ADJ;MASC;PL
tungt	pesado	tungt	pesar	ADJ;INDF;NEUT;SG	V;MASC;SG;V.PTCP
tungt	heavy	tungt	heavy	ADJ;INDF;NEUT;SG	N;MASC;SG
tungt	pesadas	tungt	pesar	ADJ;INDF;NEUT;SG	V;FEM;PL;V.PTCP
tungt	pesados	tungt	pesar	ADJ;INDF;NEUT;SG	V;MASC;PL;V.PTCP
tungt	pesada	tungt	pesar	ADJ;INDF;NEUT;SG	V;FEM;SG;V.PTCP
viet	devoto	viet	devoto	V;INDF;SG;PST;V.PTCP	N;MASC;SG
viet	viet	viet	viet	V;INDF;SG;PST;V.PTCP	N;MASC;SG
hugh	hugo	hugh	hugo		N;MASC;SG
hugh	hugh	hugh	hugh		N;MASC;SG
grundstoffer	elementar	grundstof	elementar	N;INDF;NEUT;PL	N;MASC;SG
ryg	costas	ryg	costa	N;INDF;MASC+FEM;SG	N;FEM;PL
ryg	voltar	ryg	voltar	N;INDF;MASC+FEM;SG	V;NFIN
ryg	fumar	ryg	fumar	N;INDF;MASC+FEM;SG	V;NFIN
ryg	fumos	ryg	ser	N;INDF;MASC+FEM;SG	N;MASC;PL
ryg	fuma	ryg	fumar	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
faldende	descendente	falde	descendente	V;PRS;V.PTCP	N;MASC;SG
faldende	declínio	falde	declínio	V;PRS;V.PTCP	N;MASC;SG
niende	nona	nie	nona	ADJ	N;FEM;SG
forstad	subúrbios	forstad	subúrbio	N;INDF;MASC+FEM;SG	N;MASC;PL
mund	bocas	mund	boca	N;INDF;MASC+FEM;SG	N;FEM;PL
huskes	lembrou	huske	lembrar	V;IND;PRS;FIN;PASS	V;IND;SG;3;PST;FIN
huskes	lembrei	huske	lembrar	V;IND;PRS;FIN;PASS	V;IND;SG;1;PST;FIN
ram	ram	ram	ram		N;MASC;SG
ram	carneiro	ram	carneiro		N;MASC;SG
tna	tna	tna	tna	PROPN	N;MASC;SG
due	pombos	due	pombo	N;INDF;MASC+FEM;SG	N;MASC;PL
trusler	ameaça	trusel	ameaça	N;INDF;MASC+FEM;PL	N;FEM;SG
lau	lau	lau	lau		N;MASC;SG
willy	willy	willy	willy		N;MASC;SG
eminem	eminem	eminem	eminar		N;MASC;SG
coast	litoral	coast	litoral		N;MASC;SG
coast	costa	coast	costa		N;FEM;SG
fjernsyn	televisores	fjernsyn	televisor	N;INDF;NEUT;SG	N;MASC;PL
fjernsyn	televisões	fjernsyn	televisão	N;INDF;NEUT;SG	N;FEM;PL
leon	león	leon	león		N;MASC;SG
leon	léon	leon	léon		N;MASC;SG
leon	leon	leon	leon		N;MASC;SG
forstået	entende	forstå	entender	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
forstået	entenda	forstå	entender	V;INDF;SG;PST;V.PTCP	V;SBJV;SG;3;PRS;FIN
opfandt	invenção	opfinde	invenção	V;IND;PST;FIN;ACT	N;FEM;SG
tiende	tenth	tiende	tenth	ADJ	N;MASC;SG
denis	denis	denis	denis		N;MASC;SG
logik	lógico	logik	lógico	N;INDF;MASC+FEM;SG	ADJ;MASC;SG
latinsk	latim	latinsk	latim	ADJ;INDF;SG	N;MASC;SG
latinsk	latino	latinsk	latino	ADJ;INDF;SG	N;MASC;SG
latinsk	latinos	latinsk	latino	ADJ;INDF;SG	N;MASC;PL
latinsk	latina	latinsk	latino	ADJ;INDF;SG	N;FEM;SG
forbliver	restos	forblive	resto	V;IND;PRS;FIN;ACT	N;MASC;PL
forbliver	estadias	forblive	estadia	V;IND;PRS;FIN;ACT	N;FEM;PL
investeringer	investimento	investering	investimento	N;INDF;MASC+FEM;PL	N;MASC;SG
investeringer	investimento	investering	investimento	N;INDF;MASC+FEM;PL	N;MASC;SG
israelsk	israelita	israelsk	israelita	ADJ;INDF;SG	N;MASC;SG
israelsk	israelenses	israelsk	israelense	ADJ;INDF;SG	N;MASC;PL
israelsk	israelitas	israelsk	israelita	ADJ;INDF;SG	N;MASC;PL
israelsk	israel	israelsk	israel	ADJ;INDF;SG	N;MASC;SG
skåret	corta	skære	cortar	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
skåret	cut	skære	cut	V;INDF;SG;PST;V.PTCP	N;MASC;SG
skåret	corte	skære	corte	V;INDF;SG;PST;V.PTCP	N;MASC;SG
skåret	lasca	skære	lasco	V;INDF;SG;PST;V.PTCP	N;FEM;SG
skåret	caco	skære	caco	V;INDF;SG;PST;V.PTCP	N;MASC;SG
skåret	fragmento	skære	fragmento	V;INDF;SG;PST;V.PTCP	N;MASC;SG
lane	lane	lane	lane		N;MASC;SG
suðuroy	suðuroy	suðuroy	suðuroy		N;MASC;SG
koncerten	concertos	koncert	concerto	N;DEF;MASC+FEM;SG	N;MASC;PL
tusindvis	milhares	tusindvis	milhar	ADV	N;MASC;PL
ulykker	acidente	ulykke	acidente	N;INDF;MASC+FEM;PL	N;MASC;SG
pete	pete	pete	pete	PROPN	PROPN;MASC;SG
nicholas	nicolás	nicholas	nicolás		N;MASC;SG
nicholas	nicholas	nicholas	nichola		N;FEM;PL
nicholas	nicolau	nicholas	nicolar		N;MASC;SG
mann	mann	mann	mann	N;INDF;MASC+FEM;SG	PROPN;MASC;SG
beograd	belgrado	beograd	belgrado		N;MASC;SG
ost	queijos	ost	queijo	N;INDF;MASC+FEM;SG	N;MASC;PL
ost	queijos	ost	queijo	N;INDF;MASC+FEM;SG	N;MASC;PL
renoveret	redone	renovere	redone	V;INDF;SG;PST;V.PTCP	N;MASC;SG
renoveret	renovados	renovere	renovar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
playoff	playoffs	playoff	playofã	N;INDF;NEUT;SG	N;MASC;PL
troen	crenças	tro	crença	N;DEF;MASC+FEM;SG	N;FEM;PL
add	adicione	add	adicionar	N;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
add	adiciona	add	adicionar	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
add	adicionar	add	adicionar	N;INDF;NEUT;SG	V;NFIN
hyldest	tributos	hyldest	tributo	N;INDF;MASC+FEM;SG	N;MASC;PL
lettisk	letão	lettisk	letão	ADJ;INDF;SG	N;MASC;SG
lettisk	letónia	lettisk	letónia	ADJ;INDF;SG	N;FEM;SG
lettisk	letônia	lettisk	letônia	ADJ;INDF;SG	N;FEM;SG
svækket	depreciados	svæk	depreciar	V;INDF;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
svækket	enfraquecimento	svæk	enfraquecimento	V;INDF;SG;PST;V.PTCP	N;MASC;SG
est	est	est	est		N;MASC;SG
arkiver	arquivo	arkive	arquivo	N;INDF;NEUT;PL	N;MASC;SG
bekostning	gastos	bekostning	gasto	N;INDF;MASC+FEM;SG	N;MASC;PL
bekostning	gasto	bekostning	gastar	N;INDF;MASC+FEM;SG	V;MASC;SG;V.PTCP
banner	banners	banne	banner	N;INDF;MASC+FEM;SG	N;MASC;PL
opdagelse	descobertas	opdagelse	descobrir	N;INDF;MASC+FEM;SG	V;FEM;PL;V.PTCP
botaniske	botânica	botanisk	botânica	ADJ;PL	N;FEM;SG
botaniske	botânicos	botanisk	botânico	ADJ;PL	N;MASC;PL
botaniske	botânico	botanisk	botânico	ADJ;PL	N;MASC;SG
diskuteres	discutível	diskutere	discutível	V;NFIN;PASS	ADJ;MASC;SG
uffe	uffe	uffe	uffr	PROPN	N;MASC;SG
hogwarts	hogwarts	hogwarts	hogwarts	N;INDF;MASC+FEM;SG	N;MASC;PL
españa	españa	españa	espana		N;MASC;SG
child	criança	child	criança		N;FEM;SG
krim	crimeia	krim	crimeio	PROPN	N;FEM;SG
krim	crimeia	krim	crimeio	PROPN	N;FEM;SG
misbrug	abusos	misbrug	abuso	N;INDF;NEUT;SG	N;MASC;PL
misbrug	abusos	misbrug	abuso	N;INDF;NEUT;SG	N;MASC;PL
kulturelt	cultural	kulturelt	cultural	ADV	ADJ;MASC;SG
kulturelt	culturais	kulturelt	cultural	ADV	ADJ;MASC;PL
savage	selvagem	savage	selvagem		ADJ;MASC;SG
savage	savage	savage	savage		N;MASC;SG
savage	selvagens	savage	selvagem		N;MASC;PL
sub	sub	sub	sub		N;MASC;SG
fastsat	fixo	fastsætte	fixo	V;INDF;SG;PST;V.PTCP	N;MASC;SG
fastsat	fixas	fastsætte	fixo	V;INDF;SG;PST;V.PTCP	N;FEM;PL
fastsat	fixos	fastsætte	fixo	V;INDF;SG;PST;V.PTCP	ADJ;MASC;PL
fastsat	fixa	fastsætte	fixo	V;INDF;SG;PST;V.PTCP	N;FEM;SG
hercegovina	herzegovina	hercegovina	herzegovina		N;FEM;SG
foretrukne	preferência	foretrukne	preferência	ADJ;PL	N;FEM;SG
foretrukne	preferencial	foretrukne	preferencial	ADJ;PL	ADJ;MASC;SG
foretrukne	preferida	foretrukne	preferir	ADJ;PL	V;FEM;SG;V.PTCP
foretrukne	preferido	foretrukne	preferir	ADJ;PL	V;MASC;SG;V.PTCP
amerikaner	americanos	amerikaner	americano	N;INDF;MASC+FEM;SG	N;MASC;PL
erkendelse	reconhecer	erkendelse	reconhecer	N;INDF;MASC+FEM;SG	V;NFIN
erkendelse	reconhecendo	erkendelse	reconhecer	N;INDF;MASC+FEM;SG	V;V.MSDR
siddet	sab	sidde	sab	V;INDF;SG;PST;V.PTCP	N;MASC;SG
siddet	sáb	sidde	sábado	V;INDF;SG;PST;V.PTCP	N;MASC;SG
siddet	sat	sidde	sat	V;INDF;SG;PST;V.PTCP	N;MASC;SG
six	seis	six	seis		NUM
six	six	six	six		N;MASC;SG
adrian	adriano	adrian	adriano		N;MASC;SG
adrian	adrian	adrian	adrian		N;MASC;SG
svalbard	svalbard	svalbard	svalbard		N;FEM;SG
discovery	descobertas	discovery	descobrir		V;FEM;PL;V.PTCP
discovery	descoberta	discovery	descoberta		N;FEM;SG
discovery	discovery	discovery	discovery		N;MASC;SG
lukas	lucas	lukas	luca	N;INDF;MASC+FEM;SG	N;MASC;PL
avenue	avenida	avenue	avenida		N;FEM;SG
avenue	avenue	avenue	avenue		N;MASC;SG
born	born	born	born		N;MASC;SG
born	nascido	born	nascer		V;MASC;SG;V.PTCP
born	nascida	born	nascer		V;FEM;SG;V.PTCP
born	nasceu	born	nascer		V;IND;SG;3;PST;FIN
alberto	alberto	alberto	alberto		N;MASC;SG
