политехнический	politehnični	политехнический	politehničen	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
посвященный	namenski	посвятить	namenski	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;SG
посвященный	namenske	посвятить	namenski	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
посвященный	posvečena	посвятить	posvečen	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
посвященный	predan	посвятить	predan	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
посвященный	posvečeno	посвятить	posvečen	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
забыл	pozabljen	забыть	pozabljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG;V.PTCP
забыл	pozabljena	забыть	pozabljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
забыл	pozabljeno	забыть	pozabljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;NEUT;SG;V.PTCP
забыл	pozabljeni	забыть	pozabljen	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
полос	steze	полоса	steza	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
последовало	sledili	следовать	slediti	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;MASC;PL;V.PTCP
последовало	sledilo	следовать	slediti	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;NEUT;SG;V.PTCP
последовало	sledila	следовать	slediti	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;FEM;SG;V.PTCP
последовало	sledil	следовать	slediti	V;PFV;NEUT;IND;SG;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
методики	metodologij	методика	metodologija	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
тропических	tropske	тропический	tropski	ADJ;GEN;PL	ADJ;NOM;FEM;PL
тропических	tropski	тропический	tropski	ADJ;GEN;PL	ADJ;NOM;MASC;SG
изменилась	spremenjen	измениться	spremenjen	V;PFV;FEM;IND;SG;PST;FIN;MID	ADJ;NOM;INDF;MASC;SG;V.PTCP
изменилась	spremenjeno	измениться	spremenjen	V;PFV;FEM;IND;SG;PST;FIN;MID	ADJ;NOM;NEUT;SG;V.PTCP
долг	dajatev	долг	dajatev	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
долг	dolžnosti	долг	dolžnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
долг	dolga	долг	dolg	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
долг	dolg	долг	dolg	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
ален	allen	ален	allen	N;ANIM;NOM;MASC;SG	
колебаний	oklevanja	колебание	oklevanje	N;INAN;GEN;NEUT;PL	N;GEN;NEUT;SG
полезные	uporaben	полезный	uporaben	ADJ;NOM;PL	ADJ;NOM;INDF;MASC;SG
полезные	koristno	полезный	koristen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
полезные	uporabna	полезный	uporaben	ADJ;NOM;PL	ADJ;NOM;FEM;SG
полезные	uporabno	полезный	uporaben	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
полезные	koristna	полезный	koristen	ADJ;NOM;PL	ADJ;NOM;FEM;SG
полезные	koristno	полезный	koristen	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
совместное	joint	совместный	joint	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
лонг	dolge	лонг	dolg		ADJ;NOM;FEM;PL
лонг	dolg	лонг	dolg		ADJ;NOM;INDF;MASC;SG
лонг	dolgo	лонг	dolgo		ADV
лонг	dolgi	лонг	dolg		ADJ;NOM;MASC;SG
лонг	dolga	лонг	dolg		ADJ;NOM;FEM;SG
равнины	ravnicah	равнина	ravnica	N;INAN;NOM;FEM;PL	N;ESS;FEM;PL
санчес	sanchez	санчес	sanchez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
санчес	sánchez	санчес	sknchez	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
гэри	gary	гэри	gary	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
инфраструктура	infrastrukturo	инфраструктура	infrastruktura	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
металл	kovinska	металл	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
металл	kovine	металл	kovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
металл	kovinsko	металл	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
металл	kovinski	металл	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
металл	kovin	металл	kovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
уход	skrbna	уход	skrbno	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
ребята	druščina	ребята	druščina	N;ANIM;NOM;NEUT;PL	N;NOM;FEM;SG
скалы	kamenje	скала	kamenje	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
домашний	doma	домашний	doma	ADJ;NOM;MASC;SG	ADV
домашний	domov	домашний	domov	ADJ;NOM;MASC;SG	ADV
домашний	dom	домашний	dom	ADJ;NOM;MASC;SG	N;NOM;MASC;SG
домашний	domače	домашний	domače	ADJ;NOM;MASC;SG	ADV
комиссара	komisar	комиссар	komisar	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
комиссара	komisarka	комиссар	komisarka	N;ANIM;ACC;MASC;SG	N;NOM;FEM;SG
оскорбление	žaljivo	оскорбление	žaljiv	N;INAN;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
расти	rusty	расти	rusty	V;IPFV;NFIN;ACT	N;NOM;MASC;SG
расти	zrasti	расти	zrasti	V;IPFV;NFIN;ACT	V;PFV;NFIN
моды	fashion	мода	fashion	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
моды	modno	мода	moden	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
моды	modna	мода	moden	N;INAN;NOM;FEM;PL	ADJ;NOM;FEM;SG
моды	moda	мода	moda	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
моды	modo	мода	moda	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
преподавания	poučevanje	преподавание	poučevanje	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG
сервера	strežniki	сервер	strežnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
зарегистрировано	registrirana	регистрировать	registriran	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
зарегистрировано	registrirano	регистрировать	registrirano	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
зарегистрировано	registrirani	регистрировать	registriran	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
зарегистрировано	registriran	регистрировать	registriran	V;PFV;NEUT;SG;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
этнографии	etnografija	этнография	etnografija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
рекомендую	priporočamo	рекомендая	priporočati	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
рекомендую	priporoči	рекомендая	priporočiti	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
комбинации	kombinacij	комбинация	kombinacija	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
комбинации	kombinaciji	комбинация	kombinacija	N;INAN;NOM;FEM;PL	N;DAT;FEM;SG
комбинации	kombinacija	комбинация	kombinacija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
комбинации	kombinacijo	комбинация	kombinacija	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
указатель	kazalo	указатель	kazati	N;INAN;NOM;MASC;SG	V;IPFV;NEUT;SG;V.PTCP
рог	roga	рог	rog	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
рог	horn	рог	horen	N;INAN;NOM;MASC;SG	
различие	razliko	различие	razlika	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
различие	razlike	различие	razlika	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
зла	zlobna	зло	zloben	N;INAN;GEN;NEUT;SG	ADJ;NOM;FEM;SG
зла	zlo	зло	zlo	N;INAN;GEN;NEUT;SG	
зла	hudoben	зло	hudoben	N;INAN;GEN;NEUT;SG	ADJ;NOM;INDF;MASC;SG
зла	zloben	зло	zloben	N;INAN;GEN;NEUT;SG	ADJ;NOM;INDF;MASC;SG
зла	zlobno	зло	zlobno	N;INAN;GEN;NEUT;SG	ADJ;NOM;NEUT;SG
окружение	okolico	окружение	okolica	N;INAN;NOM;NEUT;SG	N;ACC;FEM;SG
порода	pasme	порода	pasma	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
альманах	almanah	альманах	alman	N;INAN;NOM;MASC;SG	N;ESS;FEM;PL
возможен	možne	возможный	možen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
жертву	žrtvovanja	жертва	žrtvovanje	N;INAN;ACC;FEM;SG	N;GEN;NEUT;PL
жертву	žrtvovanje	жертва	žrtvovanje	N;INAN;ACC;FEM;SG	N;NOM;NEUT;SG
коалиция	koalicijo	коалиция	koalicija	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
спорить	prepir	спорить	prepir	V;IPFV;NFIN;ACT	N;NOM;MASC;SG
документальных	dokumentarec	документальный	dokumentarec	ADJ;GEN;PL	N;NOM;MASC;SG
правильное	pravilno	правильный	pravilno	ADJ;NOM;NEUT;SG	ADV
правильное	pravilni	правильный	pravilen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
исследовал	raziskana	исследовать	raziskan	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
пропаганда	propagando	пропаганда	propaganda	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
зубы	zobe	зуб	zob	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
треки	sledi	трек	slediti	N;INAN;NOM;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
специализированных	specializiranih	специализировать	specializiran	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;GEN;MASC;PL;V.PTCP
специализированных	specializiran	специализировать	specializiran	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
специализированных	specializirana	специализировать	specializiran	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
специализированных	specializirani	специализировать	specializiran	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
специализированных	specializirano	специализировать	specializirano	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
специализированных	specializirane	специализировать	specializiran	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
специализированных	specializiran	специализировать	specializiran	V;PFV;GEN;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
кучу	kupček	куча	kupček	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
кучу	kupu	куча	kup	N;INAN;ACC;FEM;SG	N;DAT;MASC;SG
кучу	kup	куча	kup	N;INAN;ACC;FEM;SG	N;NOM;MASC;SG
ущелье	grape	ущелье	grapa	N;INAN;NOM;NEUT;SG	N;NOM;FEM;PL
доминик	dominic	доминик	dominica	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
доминик	dominique	доминик	dominique	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
шахматы	šah	шахматы	šah	N;INAN;NOM;FEM;PL	N;NOM;MASC;SG
шахматы	šaha	шахматы	šah	N;INAN;NOM;FEM;PL	N;GEN;MASC;SG
будапешт	budimpešti	будапешт	budimpešt	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
фактором	dejavnik	фактор	dejavnik	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
фактором	faktor	фактор	faktor	N;INAN;INS;MASC;SG	N;NOM;MASC;SG
животное	živalsko	животное	živalski	N;ANIM;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
животное	živalska	животное	živalski	N;ANIM;NOM;NEUT;SG	ADJ;NOM;FEM;SG
животное	živali	животное	žival	N;ANIM;NOM;NEUT;SG	N;NOM;FEM;PL
тюрингия	turingiji	тюрингия	turingija	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
дракона	zmajev	дракон	zmaj	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
дракона	zmaj	дракон	zmaj	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
углерода	ogljik	углерод	ogljik	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
углерода	ogljika	углерод	ogljika	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
свидетелей	priče	свидетель	prica	N;ANIM;GEN;MASC;PL	N;NOM;FEM;PL
кпм	pcf	кпм	pcf		N;NOM;MASC;SG
преодолеть	premagovanje	преодолеть	premagovanje	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
атаковали	napaden	атаковать	napaden	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;NOM;INDF;MASC;SG
атаковали	napadeni	атаковать	napaden	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;NOM;MASC;PL;V.PTCP
атаковали	napadel	атаковать	napadel	V;IPFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;SG;V.PTCP
атаковали	napadena	атаковать	napaden	V;IPFV;IND;PL;PST;FIN;ACT	ADJ;NOM;FEM;SG;V.PTCP
атаковали	napadli	атаковать	napasti	V;IPFV;IND;PL;PST;FIN;ACT	V;PFV;MASC;PL;V.PTCP
легион	legijo	легион	legati	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG
точная	natančno	точный	natančno	ADJ;NOM;FEM;SG	ADV
точная	natančni	точный	natančen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
точная	natančno	точный	natančno	ADJ;NOM;FEM;SG	ADV
гоголя	gogolj	гоголь	gogolj	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
богатства	bogastva	богатство	bogastvo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
богатства	bogastvo	богатство	bogastvo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
богатства	bogastva	богатство	bogastvo	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;SG
богатства	bogastvo	богатство	bogastvo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
богатства	premoženje	богатство	premoženje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
рейна	rena	рейн	rena	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
рейна	porenje	рейн	porenje	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
рейна	ren	рейн	ren	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
рейна	reina	рейн	reina	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
личинки	ličink	личинка	ličinka	N;ANIM;NOM;FEM;PL	N;GEN;FEM;PL
личинки	striker	личинка	striker	N;ANIM;NOM;FEM;PL	N;NOM;MASC;SG
сообщается	poročali	сообщать	poročati	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IPFV;MASC;PL;V.PTCP
сообщается	prijavljenih	сообщать	prijavljen	V;IPFV;IND;SG;3;PRS;FIN;PASS	ADJ;GEN;MASC;PL;V.PTCP
исключить	izbris	исключить	izbris	V;PFV;NFIN;ACT	N;NOM;MASC;SG
исключить	brisanje	исключить	brisanje	V;PFV;NFIN;ACT	N;NOM;NEUT;SG
монахи	menihov	монах	menih	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
монахи	meniha	монах	menih	N;ANIM;NOM;MASC;PL	N;ACC;MASC;SG
белок	beljakovin	белок	beljakovina	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL
белок	proteini	белок	protein	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
белок	beljakovine	белок	beljakovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
временный	začasno	временный	začasno	ADJ;NOM;MASC;SG	ADV
завершена	končano	завершить	končan	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
завершена	zaključene	завершить	zaključen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL;V.PTCP
завершена	izpolnjeno	завершить	izpolnjen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
завершена	končana	завершить	končan	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
завершена	zaključena	завершить	zaključen	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
завершена	končano	завершить	končan	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
завершена	končana	завершить	končan	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
матрицы	matrico	матрица	matrica	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
матрицы	matrica	матрица	matrica	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
матрицы	matrika	матрица	matrik	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
взрослые	odrasle	взрослый	odrasel	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
взрослые	odrasli	взрослый	odrasel	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
взрослые	odraslih	взрослый	odrasel	N;ANIM;NOM;MASC;PL	ADJ;GEN;MASC;PL;V.PTCP
взрослые	odrasel	взрослый	odrasel	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
взрослые	odrasli	взрослый	odrasel	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
арестованы	aretirani	арестовывать	aretiran	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;MASC;PL;V.PTCP
арестованы	aretirana	арестовывать	aretiran	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
арестованы	aretiran	арестовывать	aretiran	V;PFV;PL;PST;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
документальные	dokumentarci	документальный	dokumentarca	ADJ;NOM;PL	N;NOM;MASC;PL
медичи	medici	медич	medica	N;ANIM;NOM;FEM;SG	N;NOM;MASC;PL
ранний	zgodaj	ранний	zgodaj	ADJ;NOM;MASC;SG	ADV
исчезновения	izginotja	исчезновение	izginotje	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;PL
исчезновения	izginotje	исчезновение	izginotje	N;INAN;GEN;NEUT;SG	N;NOM;NEUT;SG
итальянские	italijanski	итальянский	italijanski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
итальянские	italijansko	итальянский	italijanski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
итальянские	italijanska	итальянский	italijanski	ADJ;NOM;PL	ADJ;NOM;FEM;SG
итальянские	italijan	итальянский	italijan	ADJ;NOM;PL	N;NOM;MASC;SG
вэй	wei	вэй	wei	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
спутники	satelitsko	спутник	satelitski	N;INAN;NOM;MASC;PL	ADJ;NOM;NEUT;SG
спутники	satelitska	спутник	satelitski	N;INAN;NOM;MASC;PL	ADJ;NOM;FEM;SG
спутники	satelit	спутник	satelit	N;INAN;NOM;MASC;PL	N;NOM;MASC;SG
спутники	luni	спутник	luniti	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
спутники	lun	спутник	lun	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
опытом	doživetja	опыт	doživetje	N;INAN;INS;MASC;SG	N;NOM;NEUT;PL
опытом	izkušnje	опыт	izkušnja	N;INAN;INS;MASC;SG	N;NOM;FEM;PL
рон	roan	рон	roan	N;ANIM;NOM;MASC;SG	
рон	ron	рон	ron	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
наблюдение	opazovanja	наблюдение	opazovanje	N;INAN;NOM;NEUT;SG	N;NOM;NEUT;PL
наблюдение	opazovati	наблюдение	opazovati	N;INAN;NOM;NEUT;SG	V;IPFV;NFIN
деда	dedi	дед	dedi	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	deda	дед	ded	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	ded	дед	ded	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	dedek	дед	dedek	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	deda	дед	ded	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	ded	дед	ded	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
деда	dedek	дед	dedek	N;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
черепа	lobanjo	череп	lobanja	N;INAN;NOM;MASC;PL	N;ACC;FEM;SG
черепа	lobanja	череп	lobanja	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
словакия	slovaška	словакия	slovaški	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;SG
интеграции	povezovanje	интеграция	povezovanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
интеграции	vključitev	интеграция	vključitev	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
интеграции	integracija	интеграция	integracija	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
интеграции	vključevanje	интеграция	vključevanje	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
женщину	ženska	женщина	ženska	N;ANIM;ACC;FEM;SG	N;NOM;FEM;SG
мальчиков	fantje	мальчик	fant	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
мальчиков	dečki	мальчик	deček	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
мальчиков	fanta	мальчик	fant	N;ANIM;GEN;MASC;PL	N;ACC;MASC;SG
марке	marke	марка	marka	N;INAN;DAT;FEM;SG	N;NOM;FEM;PL
успешного	uspešno	успешный	uspešno	ADJ;GEN;MASC;SG	ADV
успешного	uspešen	успешный	uspešen	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
успешного	uspešni	успешный	uspešen	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;PL
успешного	uspešna	успешный	uspešen	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
костей	bones	кость	bones	N;INAN;GEN;FEM;PL	N;NOM;MASC;SG
костей	kosti	кость	kost	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
костей	kosteh	кость	kost	N;INAN;GEN;FEM;PL	N;ESS;MASC;PL
парков	parke	парк	park	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
парков	parki	парк	park	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
сделки	trguje	сделка	trgovati	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
попробуйте	poizkusi	пробовать	poizkus	V;PFV;IMP;PL;2;FIN;ACT	V;PFV;IND;PL;2;FIN
попробуйте	poskusi	пробовать	poskus	V;PFV;IMP;PL;2;FIN;ACT	N;NOM;MASC;PL
избирательного	selektivna	избирательный	selektiven	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
избирательного	selektivni	избирательный	selektiven	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;PL
избирательного	selektiven	избирательный	selektiven	ADJ;GEN;MASC;SG	ADJ;NOM;INDF;MASC;SG
избирательного	selektivne	избирательный	selektiven	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
избирательного	selektivno	избирательный	selektiven	ADJ;GEN;MASC;SG	ADV
николо	nicolò	николо	nicolò	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
греческая	grk	греческий	grk	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
тысячелетия	tisočletje	тысячелетие	tisočletje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
земледелия	kmetovanje	земледелие	kmetovanje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
земледелия	kmetijstvo	земледелие	kmetijstvo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
земледелия	gojenje	земледелие	gojenje	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
лекарственных	zdravilne	лекарственный	zdravilen	ADJ;GEN;PL	ADJ;NOM;FEM;PL
частное	privat	частный	privati	ADJ;NOM;NEUT;SG	
частное	zasebnega	частный	zaseben	ADJ;NOM;NEUT;SG	ADJ;GEN;NEUT;SG
риска	tveganje	риск	tveganje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
риска	tveganja	риск	tveganje	N;INAN;GEN;MASC;SG	N;NOM;NEUT;PL
беседы	intervjuje	беседа	intervjevati	N;INAN;NOM;FEM;PL	N;ACC;MASC;PL
беседы	intervjujev	беседа	intervjujev	N;INAN;NOM;FEM;PL	N;GEN;MASC;PL
регулярный	redno	регулярный	redno	ADJ;NOM;MASC;SG	ADV
грей	sive	грей	siv	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;PL
грей	sivo	грей	siv	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
грей	sivi	грей	siv	N;INAN;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
грей	grey	грей	grey	N;INAN;NOM;MASC;SG	
грей	siva	грей	siv	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
райт	wright	райт	wright	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
мали	mali	маленький	mali	N;INAN;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
реакций	reakcije	реакция	reakcija	N;INAN;GEN;FEM;PL	N;NOM;FEM;PL
реакций	odzivi	реакция	odziv	N;INAN;GEN;FEM;PL	N;NOM;MASC;PL
независимая	samostojno	независимый	samostojen	ADJ;NOM;FEM;SG	ADV
независимая	neodvisni	независимый	neodvisen	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL
независимая	neodvisno	независимый	neodvisen	ADJ;NOM;FEM;SG	ADV
грузовых	tovorni	грузовой	tovoren	ADJ;GEN;PL	ADJ;NOM;DEF;MASC;SG
грузовых	tovor	грузовой	tovor	ADJ;GEN;PL	N;NOM;MASC;SG
украшения	nakit	украшение	nakit	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
украшения	nakit	украшение	nakit	N;INAN;NOM;NEUT;PL	N;NOM;MASC;SG
украшения	okraske	украшение	okrasek	N;INAN;NOM;NEUT;PL	N;ACC;MASC;PL
правду	resnice	правда	resnica	N;INAN;ACC;FEM;SG	N;NOM;FEM;PL
правду	resnica	правда	resnica	N;INAN;ACC;FEM;SG	N;NOM;FEM;SG
уровни	stopenj	уровень	stopnja	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
уровни	ravni	уровень	raven	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
организатором	organizator	организатор	organizator	N;ANIM;INS;MASC;SG	N;NOM;MASC;SG
священники	duhovnikov	священник	duhovnik	N;ANIM;NOM;MASC;PL	N;GEN;MASC;PL
