der	на	der	на	DET;NOM;DEF;MASC;SG	ADP;ACC
blieben	зупинилась	bleiben	зупинитися	V;IND;PL;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
blieben	залишився	bleiben	залишитися	V;IND;PL;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
blieben	залишилася	bleiben	залишитися	V;IND;PL;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
vertrat	представлено	vertreten	представити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
aachen	аахен	aachen	аахен	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
figuren	статуї	figur	статувати	V;NFIN	N;INAN;NOM;FEM;PL
figuren	фігури	figur	фігура	V;NFIN	N;INAN;NOM;FEM;PL
figuren	фігурки	figur	фігурка	V;NFIN	N;INAN;NOM;FEM;PL
figuren	показники	figur	показник	V;NFIN	N;INAN;NOM;MASC;PL
figuren	символів	figur	символ	V;NFIN	N;INAN;GEN;MASC;PL
figuren	персонажі	figur	персонаж	V;NFIN	N;ANIM;NOM;MASC;PL
figuren	ієрогліфи	figur	ієрогліф	V;NFIN	N;INAN;NOM;MASC;PL
figuren	літери	figur	літера	V;NFIN	N;INAN;NOM;FEM;PL
figuren	символи	figur	символ	V;NFIN	N;INAN;NOM;MASC;PL
sendung	трансляція	sendung	трансляція		N;INAN;NOM;FEM;SG
sendung	ефіри	sendung	ефір		N;INAN;NOM;MASC;PL
sendung	трансляція	sendung	трансляція		N;INAN;NOM;FEM;SG
italienische	італійською	italienisch	італійський	ADJ;NOM;FEM;PL	ADJ;INS;FEM;SG
italienische	італійський	italienisch	італійський	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
italienische	італієць	italienisch	італієць	ADJ;NOM;FEM;PL	N;ANIM;NOM;MASC;SG
italienische	італійська	italienisch	італійський	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
italienische	італійської	italienisch	італійський	ADJ;NOM;FEM;PL	ADJ;GEN;FEM;SG
argument	аргументом	argument	аргумент	ADV	N;INAN;INS;MASC;SG
argument	аргумент	argument	аргумент	ADV	N;INAN;NOM;MASC;SG
zentrale	central	zentral	central	ADJ;NOM;FEM;PL	
zentrale	центральний	zentral	центральний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
zentrale	центральна	zentral	центральний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
zentrale	штаб	zentral	штаб	ADJ;NOM;FEM;PL	N;INAN;NOM;MASC;SG
zentrale	централізована	zentral	централізований	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
erlaubt	дозволені	erlauben	дозволений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
läuft	виконання	laufen	виконання	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
läuft	біг	laufen	бігти	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;PST;FIN
aufnahmen	матеріал	aufnehmen	матеріал	V;IND;PL;3;PST;FIN	N;INAN;NOM;MASC;SG
aufnahmen	запис	aufnehmen	запис	V;IND;PL;3;PST;FIN	N;INAN;NOM;MASC;SG
aufnahmen	recordings	aufnehmen	recordings	V;IND;PL;3;PST;FIN	
aufnahmen	пострілів	aufnehmen	постріл	V;IND;PL;3;PST;FIN	N;INAN;GEN;MASC;PL
aufnahmen	постріли	aufnehmen	постріти	V;IND;PL;3;PST;FIN	N;INAN;NOM;MASC;PL
aussagen	умовних	aussagen	умовний	V;NFIN	ADJ;GEN;PL
aussagen	заяви	aussagen	заява	V;NFIN	N;INAN;NOM;FEM;PL
aussagen	судження	aussagen	судження	V;NFIN	N;INAN;NOM;NEUT;SG
aussagen	виписки	aussagen	виписка	V;NFIN	N;INAN;NOM;FEM;PL
aussagen	заяв	aussagen	заява	V;NFIN	N;INAN;GEN;FEM;PL
aussagen	свідчення	aussagen	свідчення	V;NFIN	N;INAN;NOM;NEUT;PL
aussagen	показання	aussagen	показання	V;NFIN	N;INAN;NOM;NEUT;SG
abgeschlossen	завершене	abschließen	завершений	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
abgeschlossen	повний	abschließen	повний	V;V.PTCP	ADJ;NOM;MASC;SG
abgeschlossen	завершення	abschließen	завершення	V;V.PTCP	N;INAN;NOM;NEUT;SG
abgeschlossen	завершений	abschließen	завершений	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
abgeschlossen	завершені	abschließen	завершений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
abgeschlossen	завершені	abschließen	завершений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
abgeschlossen	закрита	abschließen	закрита	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
abgeschlossen	закриті	abschließen	закритий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
wiesbaden	вісбаден	wiesbaden	вісбадений	PROPN;NOM;SG	PROPN;INAN;NOM;MASC;SG
besaß	одержима	besitzen	одержама	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;1;FUT;FIN
lauf	бочку	lauf	бочка	ADV	N;INAN;ACC;FEM;SG
lauf	бочка	lauf	бочка	ADV	N;INAN;NOM;FEM;SG
lauf	запускати	lauf	запускати	ADV	V;IPFV;NFIN
lauf	запустити	lauf	запустити	ADV	V;PFV;NFIN
lauf	run	lauf	run	ADV	
lauf	виконати	lauf	виконати	ADV	V;PFV;NFIN
verkehr	транспорт	verkehr	транспорт		N;INAN;NOM;MASC;SG
verkehr	транспортування	verkehr	транспортування		N;INAN;NOM;NEUT;SG
verkehr	перевезення	verkehr	перевезення		N;INAN;NOM;NEUT;SG
verkehr	навантаження	verkehr	навантаження		N;INAN;NOM;NEUT;SG
verkehr	пробки	verkehr	пробка		N;INAN;NOM;FEM;PL
verkehr	трафік	verkehr	трафік		N;INAN;NOM;MASC;SG
verkehr	рух	verkehr	рух		N;INAN;NOM;MASC;SG
verkehr	транспорт	verkehr	транспорт		N;INAN;NOM;MASC;SG
verkehr	пересилання	verkehr	пересилання		N;INAN;NOM;NEUT;SG
show	показати	show	показати	N	V;PFV;NFIN
show	показувати	show	показувати	N	V;IPFV;NFIN
show	show	show	show	N	
landschaft	краєвид	landschaft	краєвид		N;INAN;NOM;MASC;SG
landschaft	пейзажів	landschaft	пейзаж		N;INAN;GEN;MASC;PL
landschaft	пейзажі	landschaft	пейзаж		N;INAN;NOM;MASC;PL
landschaft	ландшафт	landschaft	ландшафт		N;INAN;NOM;MASC;SG
landschaft	краєвид	landschaft	краєвид		N;INAN;NOM;MASC;SG
landschaft	пейзаж	landschaft	пейзазати		N;INAN;NOM;MASC;SG
landschaft	ландшафтний	landschaft	ландшафтний		ADJ;NOM;MASC;SG
gegner	опонентами	gegner	опонент		N;ANIM;INS;MASC;PL
gegner	суперників	gegner	суперник		N;ANIM;ACC;MASC;PL
gegner	суперники	gegner	суперник		N;ANIM;NOM;MASC;PL
gegner	ворог	gegner	ворог		N;INAN;NOM;MASC;SG
gegner	ворогів	gegner	ворог		N;ANIM;ACC;MASC;PL
gegner	вороги	gegner	ворог		N;ANIM;NOM;MASC;PL
gegner	супротивник	gegner	супротивник		N;ANIM;NOM;MASC;SG
gegner	суперник	gegner	суперник		N;ANIM;NOM;MASC;SG
blau	blue	blau	blue	ADJ	
blau	блюз	blau	блюз	ADJ	N;INAN;NOM;MASC;SG
blau	blues	blau	blues	ADJ	
blau	блакить	blau	блакити	ADJ	V;IPFV;IND;SG;3;PRS;FIN
gemeinsamen	спільними	gemeinsam	спільний	ADJ;SG	ADJ;INS;PL
gemeinsamen	поширені	gemeinsam	поширений	ADJ;SG	ADJ;PFV;NOM;PL;V.PTCP;PASS
gemeinsamen	загальні	gemeinsam	загальний	ADJ;SG	ADJ;NOM;PL
gemeinsamen	common	gemeinsam	common	ADJ;SG	
persönliche	особисте	persönlich	особистий	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
persönliche	особистий	persönlich	особистий	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
persönliche	персональний	persönlich	персональний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
stern	зірочки	stern	зірочка		N;INAN;NOM;MASC;PL
stern	зірочка	stern	зірочка		N;INAN;NOM;FEM;SG
stern	зоря	stern	зоря		N;INAN;NOM;FEM;SG
stern	зірочки	stern	зірочка		N;INAN;NOM;MASC;PL
stern	зоряні	stern	зоряний		ADJ;NOM;PL
stern	зірка	stern	зірка		N;ANIM;NOM;FEM;SG
stern	зірки	stern	зірка		N;ANIM;NOM;FEM;PL
stern	корми	stern	корма		N;INAN;NOM;FEM;PL
abs	abs	abs	abs		
ausreichend	достатній	ausreichend	достатній	ADV	ADJ;DAT;FEM;SG
ausreichend	достатню	ausreichend	достатній	ADV	ADJ;ACC;FEM;SG
ausreichend	адекватна	ausreichend	адекватний	ADV	ADJ;NOM;FEM;SG
ausreichend	оснащені	ausreichend	оснащений	ADV	ADJ;PFV;NOM;PL;V.PTCP;PASS
ausreichend	забезпечувати	ausreichend	забезпечувати	ADV	V;IPFV;NFIN
hockey	хокей	hockey	хокей	PROPN;NOM;MASC;SG	N;INAN;NOM;MASC;SG
football	футбол	football	футбол	ADJ	N;INAN;NOM;MASC;SG
antonio	антоніу	antonio	антоніу	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
antonio	антоніо	antonio	антоніо	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
lee	лі	lee	лі	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
bestätigt	підтверджена	bestätigen	підтверджений	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
bestätigt	підтверджених	bestätigen	підтверджений	V;V.PTCP	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
israel	ізраїлі	israel	ізраїль	PROPN;NOM;NEUT;SG	PROPN;INAN;DAT;MASC;SG
israel	ізраїлю	israel	ізраїля	PROPN;NOM;NEUT;SG	PROPN;INAN;GEN;MASC;SG
israel	ізраїль	israel	ізраїль	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG
sperren	заборону	sperren	заборона	V;NFIN	N;INAN;ACC;FEM;SG
sperren	бан	sperren	бан	V;NFIN	
sperren	блокування	sperren	блокування	V;NFIN	N;INAN;NOM;NEUT;SG
sperren	блокування	sperren	блокування	V;NFIN	N;INAN;NOM;NEUT;SG
sperren	блок	sperren	блок	V;NFIN	N;INAN;NOM;MASC;SG
sperren	замки	sperren	замок	V;NFIN	N;INAN;NOM;MASC;PL
brasilien	бразилії	brasilien	бразилія	PROPN;NOM;NEUT;SG	PROPN;INAN;GEN;FEM;SG
brasilien	бразилія	brasilien	бразилія	PROPN;NOM;NEUT;SG	N;INAN;NOM;FEM;SG
brasilien	бразильська	brasilien	бразильський	PROPN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
brasilien	brasil	brasilien	brasil	PROPN;NOM;NEUT;SG	
klavier	piano	klavier	piano	N;NOM;NEUT;SG	
rand	ренд	rinden	ренд	ADV	PROPN;ANIM;NOM;FEM;SG
rand	ребро	rinden	ребро	ADV	N;INAN;NOM;NEUT;SG
rand	край	rinden	край	ADV	N;INAN;NOM;MASC;SG
rand	ребра	rinden	ребро	ADV	N;INAN;NOM;NEUT;PL
rand	edge	rinden	edge	ADV	
durchmesser	діаметр	durchmesser	діаметр	ADJ	N;INAN;NOM;MASC;SG
gericht	судові	ringen	судовий	N;NOM;SG	ADJ;NOM;PL
gericht	суди	ringen	судити	N;NOM;SG	N;INAN;NOM;MASC;PL
gericht	судів	ringen	суд	N;NOM;SG	N;INAN;GEN;MASC;PL
ältere	старший	alt	старший	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;MASC;SG
ältere	старша	alt	старша	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;FEM;SG
ältere	старих	alt	старий	ADJ;NOM;FEM;PL	ADJ;GEN;PL
ältere	старше	alt	старше	ADJ;NOM;FEM;PL	ADV;CMPR
ältere	старша	alt	старша	ADJ;NOM;FEM;PL	ADJ;NOM;CMPR;FEM;SG
helfen	допомогу	helfen	допомога	V;NFIN	N;INAN;ACC;FEM;SG
helfen	допомога	helfen	допомога	V;NFIN	N;INAN;NOM;FEM;SG
helfen	довідка	helfen	довідка	V;NFIN	N;INAN;NOM;FEM;SG
helfen	допомогу	helfen	допомога	V;NFIN	N;INAN;ACC;FEM;SG
bewohner	мешканці	bewohner	мешканець	ADJ	N;ANIM;NOM;MASC;PL
bewohner	мешканці	bewohner	мешканець	ADJ	N;ANIM;NOM;MASC;PL
bewohner	мешканців	bewohner	мешканець	ADJ	N;ANIM;ACC;MASC;PL
barbara	барбара	barbara	барбар	ADJ	N;ANIM;NOM;FEM;SG
orchester	orchestral	orchester	orchestral	ADJ	
orchester	оркестр	orchester	оркестр	ADJ	N;INAN;NOM;MASC;SG
orchester	orchestra	orchester	orchestra	ADJ	
orchester	оркестрів	orchester	оркестр	ADJ	N;INAN;GEN;MASC;PL
augsburg	augsburg	augsburg	augsburg	PROPN;NOM;NEUT;SG	
unsere	наше	unser	наш	PRO;NOM;FEM;SG	DET;NOM;NEUT;SG;1
unsere	наша	unser	наш	PRO;NOM;FEM;SG	DET;NOM;FEM;SG;1
unsere	наші	unser	наш	PRO;NOM;FEM;SG	DET;NOM;PL;1
unsere	наш	unser	наш	PRO;NOM;FEM;SG	DET;NOM;MASC;SG;1
unsere	наші	unser	наш	PRO;NOM;FEM;SG	DET;NOM;PL;1
solcher	такі	solch	такий	PRO;NOM;INDF;SG	DET;NOM;PL
abgeordneter	конгресмен	abgeordneter	конгресмен	ADJ	N;ANIM;NOM;MASC;SG
entstehung	джерело	Entstehung	джерело		N;INAN;NOM;NEUT;SG
entstehung	походження	Entstehung	походження		N;INAN;NOM;NEUT;SG
entstehung	спостерігали	Entstehung	спостерігати		V;IPFV;IND;PL;PST;FIN
entstehung	формування	Entstehung	формування		N;INAN;NOM;NEUT;SG
entstehung	зборі	Entstehung	збір		N;INAN;DAT;MASC;SG
entstehung	буття	Entstehung	буття		N;INAN;NOM;NEUT;SG
netz	web	netz	web		
netz	веб	netz	вебти		
netz	нетто	netz	нетто		
netz	net	netz	net		
netz	сітку	netz	сітка		N;INAN;ACC;FEM;SG
netz	сітка	netz	сітка		N;INAN;NOM;FEM;SG
netz	сітки	netz	сітка		N;INAN;NOM;FEM;PL
netz	grid	netz	grid		
netz	ґратка	netz	ґратка		N;INAN;NOM;FEM;SG
netz	мережа	netz	мережа		N;INAN;NOM;FEM;SG
netz	network	netz	network		
netz	мережі	netz	мережа		N;INAN;NOM;FEM;PL
netz	мережеві	netz	мережевий		ADJ;NOM;PL
netz	метеликів	netz	метелик		N;ANIM;ACC;MASC;PL
unbedingt	імператив	unbedingt	імператив	ADV	N;INAN;NOM;MASC;SG
vorwiegend	переважно	vorwiegend	переважно	ADJ	ADV
früh	рано	früh	рано	ADJ	ADV
nennen	дзвінок	nennen	дзвінка	V;NFIN	N;INAN;NOM;MASC;SG
nennen	виклик	nennen	виклик	V;NFIN	N;INAN;NOM;MASC;SG
nennen	покликання	nennen	покликання	V;NFIN	N;INAN;NOM;NEUT;SG
physik	фізика	physik	фізика		N;INAN;NOM;FEM;SG
einträge	списки	einträg	список	ADJ;SG	N;INAN;NOM;MASC;PL
einträge	записів	einträg	запис	ADJ;SG	N;INAN;GEN;MASC;PL
einträge	пункти	einträg	пункт	ADJ;SG	N;INAN;NOM;MASC;PL
einträge	записи	einträg	запис	ADJ;SG	N;INAN;NOM;MASC;PL
einträge	елементи	einträg	елемент	ADJ;SG	N;INAN;NOM;MASC;PL
metal	метали	metal	метати	PROPN	N;INAN;NOM;MASC;PL
metal	металевий	metal	металевий	PROPN	ADJ;NOM;MASC;SG
metal	метал	metal	метал	PROPN	N;INAN;NOM;MASC;SG
gouverneur	губернатора	gouverneur	губернатор		N;ANIM;NOM;MASC;SG
gouverneur	губернатор	gouverneur	губернатор		ADJ;NOM;MASC;SG
belgien	бельгії	belgelen	бельгія	PROPN;NOM;NEUT;SG	PROPN;INAN;GEN;FEM;SG
belgien	бельгія	belgelen	бельгія	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
treffer	збігається	treffer	збігатися		V;IPFV;IND;SG;3;PRS;FIN
treffer	матчів	treffer	матч		N;INAN;GEN;MASC;PL
treffer	відповідає	treffer	відповідати		V;IPFV;IND;SG;3;PRS;FIN
treffer	сірники	treffer	сірник		N;INAN;NOM;MASC;PL
treffer	hits	treffer	hits		
treffer	удар	treffer	удар		N;INAN;NOM;MASC;SG
treffer	хіт	treffer	хіт		N;INAN;NOM;MASC;SG
treffer	влучити	treffer	влучити		V;PFV;NFIN
treffer	зачепив	treffer	зачепити		V;PFV;MASC;IND;SG;PST;FIN
treffer	вдарив	treffer	вдарити		V;PFV;MASC;IND;SG;PST;FIN
treffer	збіг	treffer	збігти		N;INAN;NOM;MASC;SG
treffer	відповідність	treffer	відповідність		N;INAN;NOM;FEM;SG
treffer	матч	treffer	матч		N;INAN;NOM;MASC;SG
treffer	двобій	treffer	двобія		N;INAN;NOM;MASC;SG
treffer	сірники	treffer	сірник		N;INAN;NOM;MASC;PL
hinweise	нотаток	hinweisen	нотатка	N;NOM;FEM;PL	N;INAN;GEN;FEM;PL
hinweise	питань	hinweisen	питання	N;NOM;FEM;PL	N;INAN;GEN;NEUT;PL
ähnliche	подібна	ähnlich	подібний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
ähnliche	подібний	ähnlich	подібний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
cambridge	cambridge	cambridge	cambridge	PROPN;NOM;SG	
niedersachsen	бремен	niedersachsen	бремен	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG
niedersachsen	саксонія	niedersachsen	саксонія	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;FEM;SG
auto	автомобілем	auto	автомобіль	N;NOM;SG	N;INAN;INS;MASC;SG
auto	автоматичні	auto	автоматичний	N;NOM;SG	ADJ;NOM;PL
auto	автоматичний	auto	автоматичний	N;NOM;SG	ADJ;NOM;MASC;SG
auto	автоматично	auto	автоматично	N;NOM;SG	ADV
graz	грац	graz	грац		PROPN;INAN;NOM;MASC;SG
angenommen	прийняті	annehmen	прийнятий	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
angenommen	прийнятий	annehmen	прийнятий	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
magazin	журнал	magazin	журнал	ADJ	N;INAN;NOM;MASC;SG
magazin	magazine	magazin	magazine	ADJ	
magazin	часопис	magazin	часопис	ADJ	N;INAN;NOM;MASC;SG
magazin	журнали	magazin	журнал	ADJ	N;INAN;NOM;MASC;PL
magazin	magazin	magazin	magazin	ADJ	
francisco	франсіско	francisco	франсіско	ADJ	PROPN;ANIM;NOM;FEM;SG
francisco	франциско	francisco	франциско	ADJ	PROPN;ANIM;NOM;MASC;SG
starken	сильним	stark	сильний	ADJ;ACC;PL	ADJ;INS;NEUT;SG
starken	сильні	stark	сильний	ADJ;ACC;PL	ADJ;NOM;PL
starken	сильною	stark	сильний	ADJ;ACC;PL	ADJ;INS;FEM;SG
starken	сильний	stark	сильний	ADJ;ACC;PL	ADJ;NOM;MASC;SG
starken	сильна	stark	сильний	ADJ;ACC;PL	ADJ;NOM;FEM;SG
vergangenheit	журнал	vergangenheit	журнал	ADJ	N;INAN;NOM;MASC;SG
vergangenheit	історія	vergangenheit	історія	ADJ	N;INAN;NOM;FEM;SG
vergangenheit	історії	vergangenheit	історія	ADJ	N;INAN;NOM;FEM;PL
eigener	власне	eigen	власне	ADJ	PART
presse	преса	presse	преса		N;INAN;NOM;FEM;SG
presse	натиснути	presse	натиснути		V;PFV;NFIN
presse	прес	presse	пресовий		
presse	press	presse	press		
presse	presse	presse	presse		
gegenwart	сьогодення	gegenwart	сьогодення		N;INAN;NOM;NEUT;SG
gegenwart	подарунок	gegenwart	подарунок		N;INAN;NOM;MASC;SG
gegenwart	теперішній	gegenwart	теперішній		ADJ;DAT;FEM;SG
gegenwart	присутні	gegenwart	присутній		ADJ;NOM;PL
gegenwart	присутня	gegenwart	присутня		ADJ;NOM;FEM;SG
gegenwart	присутність	gegenwart	присутність		N;INAN;NOM;FEM;SG
weshalb	чому	weshalb	чому	CONJ	ADV
weshalb	нащо	weshalb	нащо	CONJ	INTJ
weshalb	навіщо	weshalb	навіщо	CONJ	
verhindern	запобігання	verhindern	запобігання	V;NFIN	N;INAN;NOM;NEUT;SG
wann	коли	wann	коли	ADV	ADV
definiert	визначений	definieren	визначений	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
definiert	визначена	definieren	визначений	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
definiert	визначені	definieren	визначений	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
religion	релігія	religion	релігія	PROPN	N;INAN;NOM;FEM;SG
religion	релігії	religion	релігія	PROPN	N;INAN;NOM;FEM;PL
jena	єна	jena	єно	PROPN;NOM;MASC;SG	
linien	лінія	Linie	лінія		N;INAN;NOM;FEM;SG
linien	рядок	Linie	рядок		N;INAN;NOM;MASC;SG
linien	рядка	Linie	рядок		N;INAN;GEN;MASC;SG
linien	пряма	Linie	пряма		ADJ;NOM;FEM;SG
linien	лінії	Linie	лінія		N;INAN;NOM;FEM;PL
linien	рядками	Linie	рядок		N;INAN;INS;MASC;PL
linien	рядків	Linie	рядок		N;INAN;GEN;MASC;PL
linien	лініями	Linie	лінія		N;INAN;INS;FEM;PL
linien	рядки	Linie	рядок		N;INAN;NOM;MASC;PL
sender	відправлено	sender	відправити		V;PFV;IND;0;FIN
sender	відправника	sender	відправник		N;ANIM;ACC;MASC;SG
sender	відправник	sender	відправник		N;ANIM;NOM;MASC;SG
sender	канал	sender	канал		N;INAN;NOM;MASC;SG
sender	каналом	sender	канал		N;INAN;INS;MASC;SG
sender	channel	sender	channel		
sender	каналу	sender	канал		N;INAN;GEN;MASC;SG
fallen	falling	fallen	falling	V;NFIN	
fallen	пастки	fallen	пастка	V;NFIN	N;INAN;NOM;FEM;PL
fallen	осінь	fallen	осінь	V;NFIN	N;INAN;NOM;FEM;SG
fallen	fall	fallen	fall	V;NFIN	
fallen	падіння	fallen	падіння	V;NFIN	N;INAN;NOM;NEUT;SG
besetzung	зіграла	Besetzung	зіграти	N;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN
besetzung	окупаційні	Besetzung	окупаційний	N;FEM;SG	ADJ;NOM;PL
besetzung	окупації	Besetzung	окупація	N;FEM;SG	N;INAN;NOM;FEM;PL
methode	метод	methode	метод		N;INAN;NOM;MASC;SG
hektar	гектар	hektar	гектар	ADV	N;INAN;NOM;MASC;SG
hektar	акр	hektar	акр	ADV	
hektar	акрі	hektar	акра	ADV	PROPN;INAN;NOM;MASC;SG
hektar	гектарів	hektar	гектар	ADV	N;INAN;GEN;MASC;PL
zweck	мета	zweck	мета		N;INAN;NOM;FEM;SG
gelesen	прочитані	lesen	прочитаний	V;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gelesen	читання	lesen	читання	V;V.PTCP	N;INAN;NOM;NEUT;SG
gründer	засновники	gründer	засновник		N;ANIM;NOM;MASC;PL
gründer	засновників	gründer	засновник		N;ANIM;ACC;MASC;PL
gründer	засновник	gründer	засновник		N;ANIM;NOM;MASC;SG
farben	кольорах	farben	колір	V;NFIN	N;INAN;ESS;MASC;PL
farben	кольори	farben	колір	V;NFIN	N;INAN;NOM;MASC;PL
farben	барви	farben	барва	V;NFIN	N;INAN;NOM;FEM;PL
farben	кольори	farben	колір	V;NFIN	N;INAN;NOM;MASC;PL
farben	кольорів	farben	колір	V;NFIN	N;INAN;GEN;MASC;PL
farben	колір	farben	колір	V;NFIN	N;INAN;NOM;MASC;SG
farben	кольорова	farben	кольоровий	V;NFIN	ADJ;NOM;FEM;SG
farben	колір	farben	колір	V;NFIN	N;INAN;NOM;MASC;SG
farben	кольорова	farben	кольоровий	V;NFIN	ADJ;NOM;FEM;SG
texas	техас	texas	техас	PROPN;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG
meyer	меєр	meyer	меяти	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG
meyer	маєр	meyer	мати	PROPN;NOM;MASC;SG	PROPN;ANIM;NOM;FEM;SG
soziale	соціальне	sozial	соціальний	ADJ;NOM;FEM;PL	ADJ;NOM;NEUT;SG
soziale	соціальна	sozial	соціальний	ADJ;NOM;FEM;PL	ADJ;NOM;FEM;SG
soziale	соціальний	sozial	соціальний	ADJ;NOM;FEM;PL	ADJ;NOM;MASC;SG
handel	комерційні	handel	комерційний	ADV	ADJ;NOM;PL
handel	комерційна	handel	комерційний	ADV	ADJ;NOM;FEM;SG
handel	комерційну	handel	комерційний	ADV	ADJ;ACC;FEM;SG
handel	торгова	handel	торговий	ADV	ADJ;NOM;FEM;SG
handel	торгівля	handel	торгівля	ADV	N;INAN;NOM;FEM;SG
handel	торгівлі	handel	торгівля	ADV	N;INAN;ACC;FEM;PL
handel	торгівля	handel	торгівля	ADV	N;INAN;NOM;FEM;SG
service	служби	Service	служба		N;INAN;NOM;FEM;PL
service	service	Service	service		
service	служба	Service	служба		N;INAN;NOM;FEM;SG
service	послуга	Service	послуга		N;INAN;NOM;FEM;SG
service	сервіс	Service	сервес		N;INAN;NOM;MASC;SG
ausland	закордоном	auslinden	закордон	N;NOM;NEUT;SG	N;INAN;INS;MASC;SG
ausland	закордон	auslinden	закордон	N;NOM;NEUT;SG	PROPN;INAN;NOM;MASC;SG
ausland	іноземних	auslinden	іноземний	N;NOM;NEUT;SG	ADJ;ACC;PL
ausland	іноземні	auslinden	іноземний	N;NOM;NEUT;SG	ADJ;NOM;PL
ausland	іноземний	auslinden	іноземний	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG
monat	місячного	monat	місячний	ADV	ADJ;GEN;MASC;SG
monat	місячний	monat	місячний	ADV	ADJ;NOM;MASC;SG
monat	місяця	monat	місяць	ADV	N;INAN;GEN;MASC;SG
monat	місяць	monat	місяць	ADV	N;INAN;NOM;MASC;SG
studenten	студенти	student	студент	ADJ	N;ANIM;NOM;MASC;PL
studenten	учням	student	учень	ADJ	N;ANIM;DAT;MASC;PL
studenten	студентів	student	студент	ADJ	N;ANIM;ACC;MASC;PL
studenten	студентам	student	студент	ADJ	N;ANIM;DAT;MASC;PL
studenten	учні	student	учень	ADJ	N;ANIM;NOM;MASC;PL
studenten	студентка	student	студентка	ADJ	N;ANIM;NOM;FEM;SG
studenten	студент	student	студент	ADJ	N;ANIM;NOM;MASC;SG
windows	вікон	windows	вікно	PROPN;NOM;SG	N;INAN;GEN;NEUT;PL
windows	windows	windows	windows	PROPN;NOM;SG	
windows	вікна	windows	вікно	PROPN;NOM;SG	N;INAN;NOM;NEUT;PL
funktionen	функції	funktionen	функція	V;NFIN	N;INAN;NOM;FEM;PL
funktionen	функціональності	funktionen	функціональність	V;NFIN	N;INAN;GEN;FEM;SG
funktionen	функціональність	funktionen	функціональність	V;NFIN	N;INAN;NOM;FEM;SG
funktionen	особливості	funktionen	особливість	V;NFIN	N;INAN;NOM;FEM;PL
funktionen	можливості	funktionen	можливість	V;NFIN	N;INAN;NOM;FEM;PL
funktionen	функціональність	funktionen	функціональність	V;NFIN	N;INAN;NOM;FEM;SG
funktionen	ролі	funktionen	роль	V;NFIN	N;INAN;NOM;FEM;PL
