של	shel	של	shel	PART;GEN	N
בריטית	britannico	בריטי	britannico	PROPN	ADJ;MASC;SG
בריטית	british	בריטי	british	PROPN	N;MASC
בריטית	inglesi	בריטי	inglese	PROPN	N;PL
בריטית	britannici	בריטי	britannico	PROPN	ADJ;MASC;PL
אפל	scuro	אפל	scuro		ADJ;MASC;SG
אפל	dark	אפל	dark		N
אפל	buio	אפל	buio		N;MASC;SG
אפל	oscurità	אפל	oscurità		N;FEM
אפל	mela	אפל	mela		N;FEM;SG
אפל	apple	אפל	appla		N;MASC
אפל	mele	אפל	mele		N;FEM;PL
יליד	nativi	יליד	nativo	PROPN	N;MASC;PL
יליד	native	יליד	nativo	PROPN	ADJ;FEM;PL
יליד	nativo	יליד	nativo	PROPN	ADJ;MASC;SG
יליד	indigeno	יליד	indigeno	PROPN	ADJ;MASC;SG
סוס	cavallo	סוס	cavallo		N;MASC;SG
שיער	hair	שיער	hair	PROPN	N
שיער	capelli	שיער	capello	PROPN	N;MASC;PL
שיער	peli	שיער	pelo	PROPN	N;MASC;PL
שיער	capello	שיער	capello	PROPN	N;MASC;SG
ביתן	padiglione	ביתן	padiglione		N;MASC;SG
ביתן	baita	ביתן	baita		N;FEM;SG
ביתן	cabina	ביתן	cabina		N;FEM;SG
תעלת	canal	תעלת	canal	PROPN	N;MASC;SG
תעלת	canale	תעלת	canale	PROPN	N;MASC;SG
נשמע	suoni	נשמע	suono	V;MASC;SG;MID	N;MASC;PL
נשמע	suona	נשמע	suonare	V;MASC;SG;MID	V;IND;SG;3;PRS;FIN
מאני	manny	מאני	manny		N;MASC
תלויה	dipendente	תלה	dipendente	V;FEM;SG;V.PTCP;ACT	N;SG
המכיל	contenenti	המכיל	contenere	V;MASC;SG;3;PST;ACT	V;PL;PRS;V.PTCP
המכיל	contenente	המכיל	contenere	V;MASC;SG;3;PST;ACT	V;SG;PRS;V.PTCP
ישירה	diretta	ישיר	diretta	ADV	N;FEM;SG
ישירה	direct	ישיר	direct	ADV	N
ישירה	diretto	ישיר	diretto	ADV	ADJ;MASC;SG
ירידה	rifiuta	ירידה	rifiutare	N;FEM;SG	V;IND;SG;3;PRS;FIN
שומר	guardian	שומר	guardian		N;MASC
שומר	custode	שומר	custode		N;MASC;SG
שומר	guardiano	שומר	guardiano		N;MASC;SG
שומר	tutore	שומר	tutore		N;MASC;SG
שומר	guardia	שומר	guardia		N;FEM;SG
שומר	finocchio	שומר	finocchio		N;MASC;SG
שומר	finocchi	שומר	finocco		N;MASC;PL
למטה	down	למטה	down		N
למטה	giù	למטה	giù		ADJ;MASC;SG
למטה	sotto	למטה	sotto		ADP
סולו	solo	סול	solo		ADV
סולו	assolo	סול	assolo		N;MASC;SG
סולו	sulu	סול	sulu		N;MASC;SG
אמנון	amnon	אמנון	amnon	PROPN	N;MASC;SG
ליאור	lior	ליאור	lior	PROPN	ADJ;SG
שמירה	custodito	שמירה	custodito	N;FEM;SG	V;MASC;SG;PST;V.PTCP
שמירה	sorvegliato	שמירה	sorvegliare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
מוגבל	limitato	מוגבל	limitato	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מוגבל	ristretto	מוגבל	ristretto	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מוגבל	limitato	מוגבל	limitato	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;SG
מוגבל	limited	מוגבל	limited	V;MASC;SG;V.PTCP;PASS	N;FEM
מוגבל	limitati	מוגבל	limitato	V;MASC;SG;V.PTCP;PASS	ADJ;MASC;PL
מוגבל	limitate	מוגבל	limitare	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מילא	riempita	מילא	riempire	N;MASC;SG	V;FEM;SG;PST;V.PTCP
מילא	riempite	מילא	riempire	N;MASC;SG	V;FEM;PL;PST;V.PTCP
מילא	riempiti	מילא	riempire	N;MASC;SG	V;MASC;PL;PST;V.PTCP
מילא	riempito	מילא	riempire	N;MASC;SG	V;MASC;SG;PST;V.PTCP
רישיון	licenze	רישיון	licenza	N;MASC;SG	N;FEM;PL
הכשרה	qualifiche	הכשרה	qualifica	N;FEM;SG	N;FEM;PL
הכשרה	qualificazioni	הכשרה	qualificazione	N;FEM;SG	N;FEM;PL
הכשרה	addestrati	הכשרה	addestrare	N;FEM;SG	V;MASC;PL;PST;V.PTCP
הכשרה	addestrato	הכשרה	addestrare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
הכשרה	allenato	הכשרה	allenato	N;FEM;SG	V;MASC;SG;PST;V.PTCP
גרין	greene	מה"גרין	greene	PROPN	N;MASC;SG
גרין	verde	מה"גרין	verde	PROPN	ADJ;SG
גרין	green	מה"גרין	green	PROPN	N
גרין	verdi	מה"גרין	verde	PROPN	N;MASC;PL
חיצוני	esterni	חיצוני	esterno	ADJ;MASC;SG	ADJ;MASC;PL
הפדרציה	federazione	הפדרציה	federazione	PROPN	N;FEM;SG
העבר	passati	העבר	passare		V;MASC;PL;PST;V.PTCP
העבר	passato	העבר	passato		N;MASC;SG
רומנים	romeno	רומני	romeno	N;MASC;PL	ADJ;MASC;SG
רומנים	rumena	רומני	rumeno	N;MASC;PL	ADJ;FEM;SG
רומנים	rumeno	רומני	rumeno	N;MASC;PL	ADJ;MASC;SG
נשלחו	spedito	נשלח	spedito	V;PL;3;PST;MID	V;MASC;SG;PST;V.PTCP
נשלחו	inviato	נשלח	inviato	V;PL;3;PST;MID	N;MASC;SG
נשלחו	inviato	נשלח	inviato	V;PL;3;PST;MID	N;MASC;SG
נשלחו	inviata	נשלח	inviare	V;PL;3;PST;MID	V;FEM;SG;PST;V.PTCP
יזם	imprenditore	יזם	imprenditore	PROPN	N;MASC;SG
יזם	iniziata	יזם	iniziare	PROPN	V;FEM;SG;PST;V.PTCP
יזם	avviato	יזם	avviare	PROPN	V;MASC;SG;PST;V.PTCP
יזם	iniziati	יזם	iniziare	PROPN	V;MASC;PL;PST;V.PTCP
יזם	sviluppatori	יזם	sviluppatore	PROPN	N;MASC;PL
יזם	sviluppatore	יזם	sviluppatore	PROPN	N;MASC;SG
תמך	supportati	תמך	supportare	PROPN	V;MASC;PL;PST;V.PTCP
תמך	supportato	תמך	supportare	PROPN	V;MASC;SG;PST;V.PTCP
תמך	supportata	תמך	supportare	PROPN	V;FEM;SG;PST;V.PTCP
תמך	supportate	תמך	supportare	PROPN	V;FEM;PL;PST;V.PTCP
ניצחונות	vince	ניצחון	vincere	N;MASC;PL	V;IND;SG;3;PRS;FIN
חומרי	materiali	חומרי	materiale	ADJ;MASC;PL	N;MASC;PL
הקובץ	file	הקובץ	fila	PROPN	N;MASC
אלפרד	alfredo	אלפרד	alfredo	PROPN	N;MASC;SG
אלפרד	alfred	אלפרד	alfred	PROPN	N;MASC;SG
אסירים	detenute	אסיר	detenuto	N;MASC;PL	V;FEM;PL;PST;V.PTCP
חכם	intelligenti	חכם	intelligente		ADJ;PL
חכם	intelligente	חכם	intelligente		ADJ;SG
חכם	astuto	חכם	astuto		ADJ;MASC;SG
חכם	intelligente	חכם	intelligente		ADJ;SG
חכם	furbo	חכם	furbo		ADJ;MASC;SG
חכם	wise	חכם	wise		N;MASC
חכם	saggia	חכם	saggia		ADJ;FEM;SG
חכם	saggio	חכם	saggio		N;MASC;SG
חכם	intelligenti	חכם	intelligente		ADJ;PL
חכם	intelligente	חכם	intelligente		ADJ;SG
חכם	furbo	חכם	furbo		ADJ;MASC;SG
חכם	smart	חכם	smart		N
אחוזים	percentuale	אחוז	percentuale	N;MASC;PL	N;FEM;SG
אחוזים	percentuale	אחוז	percentuale	N;MASC;PL	N;FEM;SG
מייצג	rappresenta	ייצג	rappresentare	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מורים	brughiera	מורה	brughiera	N;MASC;PL	N;FEM;SG
המושל	governatori	המושל	governatore	PROPN	N;MASC;PL
המושל	governatore	המושל	governatore	PROPN	N;MASC;SG
הארמון	palazzo	הארמון	palazzo	PROPN	N;MASC;SG
ההרים	montagne	ההרים	montagna	ADV	N;FEM;PL
ההרים	montagna	ההרים	montagna	ADV	N;FEM;SG
ההרים	monti	ההרים	monte	ADV	N;MASC;PL
אשדוד	ashdod	אשדוד	ashdod	PROPN	N;MASC
צפונה	north	צפון	north	ADV	N;MASC
צפונה	nord	צפון	nord	ADV	N;MASC;SG
מתחם	domini	מתחם	domini	PROPN	N;MASC;PL
מתחם	dominio	מתחם	dominio	PROPN	N;MASC;SG
מתחם	complessità	מתחם	complessità	PROPN	N;FEM
מתחם	complessi	מתחם	complesso	PROPN	N;MASC;PL
מתחם	complesso	מתחם	complesso	PROPN	ADJ;MASC;SG
מתחם	complessa	מתחם	complesso	PROPN	ADJ;FEM;SG
מתחם	complesse	מתחם	complesso	PROPN	ADJ;FEM;PL
מתחם	composto	מתחם	comporre	PROPN	V;MASC;SG;PST;V.PTCP
מתחם	composte	מתחם	comporre	PROPN	V;FEM;PL;PST;V.PTCP
מתחם	composti	מתחם	composto	PROPN	N;MASC;PL
עיון	esplora	עיון	esplorare	N;MASC;SG	V;IND;SG;2;PRS;FIN
עיון	naviga	עיון	navigo	N;MASC;SG	V;IND;SG;3;PRS;FIN
פירות	frutta	פרי	frutta	N;MASC;PL	N;FEM;SG
פירות	frutto	פרי	frutto	N;MASC;PL	N;MASC;SG
פירות	frutta	פרי	frutta	N;MASC;PL	N;FEM;SG
בסביבה	intorno	בסביבה	intorno		ADV
בסביבה	attorno	בסביבה	attorno		ADV
בסביבה	around	בסביבה	around		N
בקשה	applica	בקשה	applicare	N;FEM;SG	V;IMP;SG;2;PRS;FIN
בקשה	applicare	בקשה	applicare	N;FEM;SG	V;NFIN
בקשה	richiedi	בקשה	richiedere	N;FEM;SG	V;IMP;SG;2;PRS;FIN
בקשה	richiesto	בקשה	richiedere	N;FEM;SG	V;MASC;SG;PST;V.PTCP
בקשה	richiesti	בקשה	richiedere	N;FEM;SG	V;MASC;PL;PST;V.PTCP
הוכחה	prove	הוכחה	prova	N;FEM;SG	N;FEM;PL
התפתחה	sviluppati	התפתח	sviluppato	V;FEM;SG;3;PST	V;MASC;PL;PST;V.PTCP
התפתחה	sviluppate	התפתח	sviluppato	V;FEM;SG;3;PST	V;FEM;PL;PST;V.PTCP
התפתחה	evoluto	התפתח	evolvere	V;FEM;SG;3;PST	ADJ;MASC;SG
התפתחה	evoluti	התפתח	evolvere	V;FEM;SG;3;PST	ADJ;MASC;PL
התפתחה	evoluta	התפתח	evoluto	V;FEM;SG;3;PST	ADJ;FEM;SG
חסידי	chassidica	חסיד	chassidica	PROPN	ADJ;FEM;SG
קבורה	sepolte	קבורה	sepolto	N;FEM;SG	ADJ;FEM;PL
קבורה	sepolto	קבורה	sepolto	N;FEM;SG	ADJ;MASC;SG
קבורה	sepolta	קבורה	sepolto	N;FEM;SG	V;FEM;SG;PST;V.PTCP
קבורה	seppellito	קבורה	seppellito	N;FEM;SG	V;MASC;SG;PST;V.PTCP
קבורה	sepolti	קבורה	seppellire	N;FEM;SG	ADJ;MASC;PL
בז	falcon	בז	falcon		N;MASC;SG
בז	falco	בז	falco		N;MASC;SG
בז	beige	בז	beige		N;FEM;SG
ממשל	governance	ממשל	governance	N;MASC;SG	N;FEM;PL
הנס	hans	הנס	hans		N;MASC;SG
הכתר	chioma	הכתר	chioma		N;FEM;SG
הכתר	corona	הכתר	corona		N;FEM;SG
דגים	pesce	דג	pesce	N;MASC;PL	N;MASC;SG
תרומה	donazioni	תרומה	donazione	N;FEM;SG	N;FEM;PL
שרי	cherie	שר	cherie		N;FEM;SG
שרי	sherry	שר	sherry		N;MASC
שרי	sheri	שר	shero		N
שרי	sherrie	שר	sherria		N;FEM;SG
השראה	ispirate	השראה	ispirare	N;FEM;SG	V;FEM;PL;PST;V.PTCP
השראה	ispirato	השראה	ispirare	N;FEM;SG	V;MASC;SG;PST;V.PTCP
השראה	ispirata	השראה	ispirare	N;FEM;SG	V;FEM;SG;PST;V.PTCP
השראה	ispirati	השראה	ispirare	N;FEM;SG	V;MASC;PL;PST;V.PTCP
השראה	stimolante	השראה	stimolante	N;FEM;SG	ADJ;SG
השראה	ispirare	השראה	ispirare	N;FEM;SG	V;NFIN
השראה	ispirazioni	השראה	ispirazione	N;FEM;SG	N;FEM;PL
היתה	era	היה	essere	V;FEM;SG;3;POS;PST	V;IND;SG;3;IPFV;FIN
היתה	fu	היה	essere	V;FEM;SG;3;POS;PST	V;IND;SG;3;PST;FIN
שירותים	cessi	שירות	cesso	N;MASC;PL	V;IND;SG;2;PRS;FIN
שירותים	toilette	שירות	toilette	N;MASC;PL	N;FEM;SG
שירותים	bagno	שירות	bagno	N;MASC;PL	N;MASC;SG
שירותים	gabinetto	שירות	gabinetto	N;MASC;PL	N;MASC;SG
שירותים	toilette	שירות	toilette	N;MASC;PL	N;FEM;SG
כריס	chris	כריס	chris	PROPN	N
מארוול	meraviglia	מארוול	meraviglia	PROPN	N;FEM;SG
מארוול	marvel	מארוול	marvel	PROPN	N;MASC
נאמן	fedele	נאמן	fedele	PROPN	ADJ;SG
נאמן	leali	נאמן	leale	PROPN	N;PL
נאמן	fedeli	נאמן	fedele	PROPN	N;PL
נאמן	leale	נאמן	leale	PROPN	ADJ;SG
נאמן	fedele	נאמן	fedele	PROPN	ADJ;SG
נאמן	fedeli	נאמן	fedele	PROPN	N;PL
תשעה	nine	תשעה	nina	NUM;MASC;SG	N;MASC
רוז	rose	רוז	rosa	PROPN	N;FEM;PL
רוז	rosa	רוז	rosa	PROPN	N;FEM;SG
המורה	insegnante	המורה	insegnante		N;SG
המורה	docente	המורה	docente		N;SG
טובות	favori	טוב	favore	ADJ;FEM;PL	N;MASC;PL
טובות	favori	טוב	favore	ADJ;FEM;PL	N;MASC;PL
טובות	favorisca	טוב	favorire	ADJ;FEM;PL	V;SBJV;SG;3;PRS;FIN
שור	shore	שור	shore		N
שור	toro	שור	toro		N;MASC;SG
שור	bull	שור	bull		N;MASC
סחר	mestieri	סחר	mestiere	N;MASC;SG	N;MASC;PL
נרו	nerone	נרה	nerone	PROPN	N;MASC;SG
נרו	nero	נרה	nero	PROPN	ADJ;MASC;SG
חוות	fattorie	חווה	fattoria	N;FEM;SG	N;FEM;PL
מסביב	intorno	מסביב	intorno		ADV
מסביב	attorno	מסביב	attorno		ADV
מסביב	around	מסביב	around		N
יעיל	efficienti	יעיל	efficiente	ADJ;MASC;SG	ADJ;PL
יעיל	efficaci	יעיל	efficace	ADJ;MASC;SG	ADJ;PL
המושב	sedile	המושב	sedile		N;MASC;SG
המושב	seat	המושב	seat		N
אורן	oren	אורן	orendere	PROPN	N;MASC;SG
אורן	pino	אורן	pino	PROPN	N;MASC;SG
אורן	pine	אורן	pina	PROPN	N
רחוק	lontano	רחוק	lontano		ADV
רחוק	lontano	רחוק	lontano		ADV
רחוק	distanti	רחוק	distante		ADJ;PL
רחוק	distante	רחוק	distante		ADJ;SG
רחוק	lontani	רחוק	lontano		ADJ;MASC;PL
רחוק	lontana	רחוק	lontano		ADJ;FEM;SG
מתכת	metalli	מתכת	metallo	N;FEM;SG	N;MASC;PL
מתכת	metallico	מתכת	metallico	N;FEM;SG	ADJ;MASC;SG
מתכת	metallico	מתכת	metallico	N;FEM;SG	ADJ;MASC;SG
מתכת	metallica	מתכת	metallico	N;FEM;SG	ADJ;FEM;SG
חמישי	quinto	חמישי	quinto	PROPN	ADJ;MASC;SG
חמישי	quinta	חמישי	quinto	PROPN	ADJ;FEM;SG
חמישי	giovedi	חמישי	giovedere	PROPN	N;MASC;PL
חמישי	giovedì	חמישי	giovedì	PROPN	N;MASC
יאנג	yang	אנג	yang	PROPN	N;MASC;SG
יאנג	giovani	אנג	giovane	PROPN	N;PL
יאנג	giovane	אנג	giovane	PROPN	N;SG
יאנג	young	אנג	young	PROPN	N
היכן	where	היכן	where	ADV	
רצף	continuo	רצף	continuo		ADJ;MASC;SG
רצף	continuum	רצף	continuum		N;MASC
רצף	sequenza	רצף	sequenza		N;FEM;SG
דיווח	segnala	דיווח	segnalare	N;MASC;SG	V;IND;SG;3;PRS;FIN
דיווח	segnalato	דיווח	segnalare	N;MASC;SG	V;MASC;SG;PST;V.PTCP
דיווח	segnalati	דיווח	segnalare	N;MASC;SG	V;MASC;PL;PST;V.PTCP
דיווח	segnalate	דיווח	segnalare	N;MASC;SG	V;FEM;PL;PST;V.PTCP
דיווח	segnalata	דיווח	segnalare	N;MASC;SG	V;FEM;SG;PST;V.PTCP
אנטוניו	antonio	אנטוניו	antonio	PROPN	N;MASC;SG
דורית	dorrit	דורית	dorrit	PROPN	N;FEM;SG
הרמן	hermann	הרמן	hermann	PROPN	N;MASC;SG
הרמן	ermanno	הרמן	essere	PROPN	N;MASC;SG
הרמן	ermanno	הרמן	essere	PROPN	N;MASC;SG
הרמן	herman	הרמן	herman	PROPN	N;MASC;SG
הרמן	herrmann	הרמן	herrmann	PROPN	N;FEM;SG
המגדל	torre	המגדל	torre	PROPN	N;FEM;SG
שיח	bush	שיח	bush	PROPN	N;MASC
שיח	cespuglio	שיח	cespuglio	PROPN	N;MASC;SG
שיח	discorso	שיח	discorso	PROPN	N;MASC;SG
שיח	arbusto	שיח	arbusto	PROPN	N;MASC;SG
בדיקות	collaudo	בדיקה	collaudo	N;FEM;PL	N;MASC;SG
ולדימיר	vladimir	ולדימיר	vladimir	PROPN	N;MASC;SG
הליכוד	likud	הליכוד	likud		N;MASC
תימן	yemen	None	yemen	PROPN	N;MASC
אומרת	dice	אמר	dire	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
נתניה	netanya	נתניה	netanya	PROPN	N;FEM;SG
מתואר	descritti	תואר	descrivere	V;MASC;SG;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
מתואר	descritte	תואר	descrivere	V;MASC;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
בול	timbro	בול	timbro		N;MASC;SG
בול	francobollo	בול	francobollo		N;MASC;SG
בול	toro	בול	toro		N;MASC;SG
בול	bull	בול	bull		N;MASC
פעילה	active	פעיל	activo	ADJ;FEM;SG	N
פעילה	attivi	פעיל	attivo	ADJ;FEM;SG	ADJ;MASC;PL
פעילה	attive	פעיל	attivo	ADJ;FEM;SG	ADJ;FEM;PL
עתיקה	antico	עתיק	antico	N;FEM;SG	ADJ;MASC;SG
עתיקה	antiche	עתיק	antico	N;FEM;SG	ADJ;FEM;PL
עתיקה	antichi	עתיק	antico	N;FEM;SG	ADJ;MASC;PL
עתיקה	antica	עתיק	antico	N;FEM;SG	ADJ;FEM;SG
פרוסיה	prussia	פרוסיה	prussia		N;FEM;SG
פרוסיה	prussiano	פרוסיה	prussiano		ADJ;MASC;SG
פרוסיה	prussiana	פרוסיה	prussiano		ADJ;FEM;SG
מרצה	servire	הרצה	servire	N;MASC;SG	V;NFIN
החוקה	costituzione	החוקה	costituzione	ADV	N;FEM;SG
זר	straniera	זר	straniero	ADJ;MASC;SG	N;FEM;SG
זר	stranieri	זר	straniero	ADJ;MASC;SG	N;MASC;PL
זר	straniera	זר	straniero	ADJ;MASC;SG	N;FEM;SG
זר	stranieri	זר	straniero	ADJ;MASC;SG	N;MASC;PL
הביזנטית	bizantina	הביזנטית	bizantina	PROPN	ADJ;FEM;SG
הביזנטית	bizantino	הביזנטית	bizantino	PROPN	ADJ;MASC;SG
ציוני	sionista	ציוני	sionista	PROPN	N;SG
טיילור	taylor	טיילור	taylor	PROPN	N;MASC;SG
מאן	mann	מאן	mann	PROPN	N;MASC
נעים	piacevoli	נעים	piacevole		ADJ;PL
נעים	gradevole	נעים	gradevole		ADJ;SG
נעים	piacevole	נעים	piacevole		ADJ;SG
תרם	contribuito	תרם	contribuire	PROPN	V;MASC;SG;PST;V.PTCP
תרם	contribuì	תרם	contribuire	PROPN	V;IND;SG;3;PST;FIN
תרם	donato	תרם	donare	PROPN	V;MASC;SG;PST;V.PTCP
תרם	donata	תרם	donare	PROPN	V;FEM;SG;PST;V.PTCP
תרם	donati	תרם	donare	PROPN	V;MASC;PL;PST;V.PTCP
ניסויים	sperimentare	ניסוי	sperimentare	N;MASC;PL	V;NFIN
ניסויים	sperimentando	ניסוי	sperimentare	N;MASC;PL	V;V.MSDR
הפתרון	soluzione	הפתרון	soluzione	PROPN	N;FEM;SG
נתפס	catturati	נתפס	catturare	V;MASC;SG;3;PST;MID	V;MASC;PL;PST;V.PTCP
נתפס	catturate	נתפס	catturato	V;MASC;SG;3;PST;MID	V;FEM;PL;PST;V.PTCP
רגע	aspetta	רגע	aspettare	N;MASC;SG	V;IND;SG;3;PRS;FIN
רגע	attendere	רגע	attendere	N;MASC;SG	V;NFIN
אדולף	adolfo	באדולף	adolfo	PROPN	N;MASC;SG
אדולף	adolphe	באדולף	adolphe	PROPN	N;MASC;SG
אדולף	adolfo	באדולף	adolfo	PROPN	N;MASC;SG
אדולף	adolf	באדולף	adolf	PROPN	N;MASC;SG
המגן	scudo	המגן	scudo		N;MASC;SG
המגן	shield	המגן	shield		N;MASC
הוגן	fair	הוגן	fair	ADJ;MASC;SG	N;MASC
הוגן	fiera	הוגן	fiera	ADJ;MASC;SG	N;FEM;SG
רוני	roni	רוני	rono	PROPN	N
רוני	ronnie	רוני	ronnia	PROPN	N;SG
רוני	rooney	רוני	rooney	PROPN	N;MASC
רוני	ronny	רוני	ronny	PROPN	N;MASC;SG
אוטו	auto	אוטו	auto	PROPN	N;FEM
אוטו	ottone	אוטו	ottone	PROPN	N;MASC;SG
אוטו	otto	אוטו	otto	PROPN	NUM
אוטו	automobile	אוטו	automobile	PROPN	N;FEM;SG
התרגום	traduzioni	התרגום	traduzione		N;FEM;PL
התרגום	traduzione	התרגום	traduzione		N;FEM;SG
מצוין	ottime	מצוין	ottimo	ADJ;MASC;SG	ADJ;FEM;PL
מצוין	eccellenti	מצוין	eccellente	ADJ;MASC;SG	ADJ;PL
התוכן	contenuti	התוכן	contenuto	N;MASC;SG	N;MASC;PL
האצולה	aristocrazia	האצולה	aristocrazia	PROPN	N;FEM;SG
רש	fretta	רש	fretta		N;FEM;SG
רש	rush	רש	rush		N
קלאסית	classica	קלאסי	classico	ADV	ADJ;FEM;SG
קלאסית	classici	קלאסי	classico	ADV	ADJ;MASC;PL
קלאסית	classico	קלאסי	classico	ADV	ADJ;MASC;SG
קלאסית	classica	קלאסי	classico	ADV	ADJ;FEM;SG
קלאסית	classic	קלאסי	classic	ADV	N
קלאסית	classiche	קלאסי	classico	ADV	ADJ;FEM;PL
קלאסית	classici	קלאסי	classico	ADV	ADJ;MASC;PL
קלאסית	classico	קלאסי	classico	ADV	ADJ;MASC;SG
הנסיכה	principesse	הנסיכה	principesse	V;FEM;SG;3;PST;ACT	N;FEM;PL
הנסיכה	principessa	הנסיכה	principessa	V;FEM;SG;3;PST;ACT	N;FEM;SG
אבות	padri	אב	padre		N;MASC;PL
אבות	padri	אב	padre		N;MASC;PL
סייע	assistiti	סייע	assistere	V;MASC;SG;3;PST;ACT	V;MASC;PL;PST;V.PTCP
סייע	assistite	סייע	assistere	V;MASC;SG;3;PST;ACT	V;FEM;PL;PST;V.PTCP
שחורים	neri	שחור	nero	ADJ;MASC;PL	N;MASC;PL
דומות	simile	דומה	simile	ADJ;FEM;PL	ADJ;SG
דומות	analoga	דומה	analogo	ADJ;FEM;PL	ADJ;FEM;SG
לחקור	esplorazione	חקר	esplorazione	V;NFIN;ACT	N;FEM;SG
יורי	yuri	יורי	yuri	PROPN	N;MASC;SG
יורי	jurij	יורי	jurij	PROPN	N;MASC;SG
פלסטינים	palestinese	פלסטיני	palestinese	N;MASC;PL	ADJ;SG
המכללה	college	המכללה	college		N;MASC
מזג	temperato	מזג	temperare	N;MASC;SG	ADJ;MASC;SG
מזג	meteo	מזג	meteo	N;MASC;SG	ADJ;MASC;SG
להסיר	rimozione	הסיר	rimozione	V;NFIN;ACT	N;FEM;SG
נניח	supponiamo	הניח	supporre	V;PL;1;FUT;ACT	V;IND;PL;1;PRS;FIN
בודדים	solitario	בודד	solitario	N;MASC;PL	ADJ;MASC;SG
בודדים	solitudine	בודד	solitudine	N;MASC;PL	N;FEM;SG
שמע	sentito	שמע	sentire		V;MASC;SG;PST;V.PTCP
שמע	audio	שמע	audio		N;MASC
מטבעות	monete	מטבע	moneta		N;FEM;PL
מייק	mike	מייק	mike	PROPN	N
מתאימה	adatta	התאים	adattare	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מתאימה	fit	התאים	fit	V;FEM;SG;V.PTCP;ACT	N
מתאימה	compatibile	התאים	compatibile	V;FEM;SG;V.PTCP;ACT	ADJ;SG
מתאימה	compatibili	התאים	compatibile	V;FEM;SG;V.PTCP;ACT	ADJ;PL
מתאימה	appropriato	התאים	appropriato	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאימה	adeguato	התאים	adeguato	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאימה	appropriati	התאים	appropriato	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
מתאימה	appropriata	התאים	appropriato	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מתאימה	adatta	התאים	adattare	V;FEM;SG;V.PTCP;ACT	ADJ;FEM;SG
מתאימה	adatti	התאים	adatto	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;PL
מתאימה	adatto	התאים	adatto	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
מתאימה	idoneo	התאים	idoneo	V;FEM;SG;V.PTCP;ACT	ADJ;MASC;SG
חמור	severo	חמור	severo	N;MASC;SG	ADJ;MASC;SG
חמור	gravi	חמור	grave	N;MASC;SG	ADJ;PL
חמור	severa	חמור	severo	N;MASC;SG	ADJ;FEM;SG
חמור	grave	חמור	grave	N;MASC;SG	ADJ;SG
שופט	giudica	שופט	giudicare	N;MASC;SG	V;IND;SG;3;PRS;FIN
שופט	giudicare	שופט	giudicare	N;MASC;SG	V;NFIN
לבד	alone	לבד	alone		N;MASC
מוגבלת	limitato	הוגבל	limitato	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
מוגבלת	limited	הוגבל	limited	V;FEM;SG;V.PTCP;PASS	N;FEM
מוגבלת	limitati	הוגבל	limitato	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;PL
מוגבלת	limitate	הוגבל	limitare	V;FEM;SG;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
מוגבלת	limitato	הוגבל	limitato	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
מוגבלת	ristretto	הוגבל	ristretto	V;FEM;SG;V.PTCP;PASS	ADJ;MASC;SG
אלכס	alex	אלכס	alex	PROPN	N;SG
עזרא	ezra	עזרא	ezrare	PROPN	N;FEM;SG
שמח	contento	שמח	contento		ADJ;MASC;SG
שמח	felici	שמח	felice		ADJ;PL
שמח	felice	שמח	felice		ADJ;SG
שמח	happy	שמח	happy		N
לאה	lea	לאה	lea	PROPN	N;SG
לאה	leah	לאה	leah	PROPN	N;FEM;SG
לאה	lia	לאה	lia	PROPN	N;MASC;SG
גיוס	assunzioni	גיוס	assunzione	N;MASC;SG	N;FEM;PL
גיוס	reclutare	גיוס	reclutare	N;MASC;SG	V;NFIN
תלמיד	studenti	תלמיד	studente	N;MASC;SG	N;MASC;PL
בתוכו	dentro	בתוך	dentro		ADV
בתוכו	inside	בתוך	insido		N;MASC;SG
וייטנאם	vietnam	וייטנאם	vietnam	PROPN	N;MASC;SG
המשבר	crisi	המשבר	crisi	PROPN	N;FEM
העין	occhio	העין	occhio	V;MASC;SG;3;PST;ACT	N;MASC;SG
העין	eye	העין	eye	V;MASC;SG;3;PST;ACT	N
