basel	basel	basel	basel	PROPN	PROPN;NOM;SG
ascunde	piilota	ascunde	piilota	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
mobil	mobile	mobil	mobile	N;INDF;MASC;SG	
mobil	liikkuva	mobil	liikkua	N;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
mobil	liikkuvat	mobil	liikkua	N;INDF;MASC;SG	V;IND;PL;3;PRS;FIN;ACT
sean	sean	sean	seada	PROPN	
schi	ski	schi	ski	N;INDF;MASC;SG	PROPN;NOM;SG
schi	hiihtämään	schi	hiihtää	N;INDF;MASC;SG	V;IN+ALL;SG;NFIN;ACT
fondarea	perustaja	fondare	perustaja	N;DEF;FEM;SG	N;NOM;SG
talentul	lahjakkuus	talent	lahjakkuus	N;DEF;MASC;SG	N;NOM;SG
talentul	kyky	talent	kyky	N;DEF;MASC;SG	N;NOM;SG
oklahoma	oklahoma	oklahoma	okla#homa	PROPN	
terestră	maanpäällisen	terestră	maan#päällinen	ADJ;INDF;FEM;SG	ADJ;GEN;SG
permisiunea	lupa	permisiune	lupa	N;DEF;FEM;SG	N;NOM;SG
bernhard	bernhard	bernhard	bernhard	PROPN	PROPN;NOM;SG
nepoata	lapsenlapsi	nepoată	lapsen#lapsi	N;DEF;FEM;SG	N;NOM;SG
nepoata	veljentytär	nepoată	veljentytär	N;DEF;FEM;SG	N;NOM;SG
bătut	hakattu	bătut	hakata	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
bătut	lyöty	bătut	lyödä	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
pragul	kynnyksen	prag	kynnys	N;DEF;MASC;SG	N;GEN;SG
ușa	ovi	ușă	ovi	N;DEF;FEM;SG	N;NOM;SG
ușa	oven	ușă	ovi	N;DEF;FEM;SG	N;GEN;SG
alpha	alpha	alpha	alpha		N;NOM;SG
alpha	alfa	alpha	alfa		N;NOM;SG
firmă	luja	firmă	luja	N;INDF;FEM;SG	N;NOM;SG
atlético	atlético	atlético	atlético	PROPN	
tipărită	painetut	tipărit	painaa	ADJ;INDF;FEM;SG	V;NOM;PL;V.PTCP;PASS
tipărită	painettu	tipărit	painaa	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
rica	rica	rica	rica	PROPN	
imnul	hymni	imn	hymni	N;DEF;MASC;SG	N;NOM;SG
chirurgie	leikkaukset	chirurgie	leikkaus	N;INDF;FEM;SG	N;NOM;PL
chirurgie	leikkaus	chirurgie	leikkaus	N;INDF;FEM;SG	N;NOM;SG
chirurgie	leikkauksen	chirurgie	leikkaus	N;INDF;FEM;SG	N;GEN;SG
icoana	kuvake	icoană	kuvake	N;DEF;FEM;SG	N;NOM;SG
icoana	kuvaketta	icoană	kuvake	N;DEF;FEM;SG	N;PRT;SG
amy	amy	amy	amy	PROPN	PROPN;NOM;SG
amy	amyn	amy	amyn	PROPN	N;GEN;SG
klaus	klaus	klaus	klaus	PROPN	PROPN;NOM;SG
adriana	adriana	adriană	adria	N;DEF;FEM;SG	N;NOM;SG
legislația	lainsäädäntöä	legislație	lain#säädäntö	N;DEF;FEM;SG	N;PRT;SG
legislația	lainsäädännön	legislație	lain#säädäntö	N;DEF;FEM;SG	N;GEN;SG
legislația	lainsäädäntö	legislație	lain#säädäntö	N;DEF;FEM;SG	N;NOM;SG
butler	butler	butler	butler	PROPN	PROPN;NOM;SG
butler	hovimestari	butler	hovi#mestari	PROPN	N;NOM;SG
discutat	keskusteli	discuta	keskustella	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
discutat	keskustellut	discuta	keskustella	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
inutil	turhaa	inutil	turha	ADV	ADJ;PRT;SG
inutil	hyödytön	inutil	hyödytön	ADV	ADJ;NOM;SG
inutil	hyödytöntä	inutil	hyödytön	ADV	ADJ;PRT;SG
rolling	rolling	rolling	rolling	PROPN	
rolling	pyörii	rolling	pyöriä	PROPN	V;IND;SG;3;PRS;FIN;ACT
explicație	selitys	explicație	selitys	N;INDF;FEM;SG	N;NOM;SG
explicație	selitykset	explicație	selitys	N;INDF;FEM;SG	N;NOM;PL
hudson	hudson	hudson	hudson	PROPN	
placa	laatta	placă	laatta	N;DEF;FEM;SG	N;NOM;SG
bursa	bursa	bursă	bursa	N;DEF;FEM;SG	N;NOM;SG
bursa	stipendin	bursă	stipendi	N;DEF;FEM;SG	N;GEN;SG
nori	pilvistä	nor	pilvi	N;INDF;MASC;PL	N;IN+ABL;SG
edmund	edmund	edmunde	edmund	PROPN	N;NOM;SG
intelectuali	älymystön	intelectual	älymystö	N;INDF;MASC;PL	N;GEN;SG
intelectuali	henkisen	intelectual	henkinen	N;INDF;MASC;PL	ADJ;GEN;SG
împotrivă	vastoin	împotriva	vastoin		ADV
împotrivă	vastaan	împotriva	vastaan		ADV
protejat	suojeltu	protejat	suojella	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
protejat	suojattu	protejat	suojata	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
protejat	suojellut	protejat	suojella	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
ronald	ronald	ronald	ronald	PROPN	N;NOM;SG
colective	kollektiivinen	colectiv	kollektiivinen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
popularitate	suosittu	popularitate	suosittu	N;INDF;FEM;SG	ADJ;NOM;SG
popularitate	suosiota	popularitate	suosio	N;INDF;FEM;SG	N;PRT;SG
popularitate	suosio	popularitate	suosio	N;INDF;FEM;SG	N;NOM;SG
popularitate	suosion	popularitate	suosio	N;INDF;FEM;SG	N;GEN;SG
gândit	luulin	gândi	luulla	ADJ;INDF;MASC;SG	V;IND;SG;1;PST;FIN;ACT
gândit	ajatus	gândi	ajatus	ADJ;INDF;MASC;SG	N;NOM;SG
gândit	luuli	gândi	luulla	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
homo	homoja	homo	homo	N;INDF;MASC;SG	N;PRT;PL
droguri	huume	drog	huume	N;INDF;FEM;PL	N;NOM;SG
droguri	lääke	drog	lääke	N;INDF;FEM;PL	N;NOM;SG
willem	willem	willem	willem	PROPN	N;NOM;SG
execuție	toteuttaminen	execuție	toteuttaminen	N;INDF;FEM;SG	N;NOM;SG
execuție	teloitus	execuție	teloitus	N;INDF;FEM;SG	N;NOM;SG
execuție	suoritus	execuție	suoritus	N;INDF;FEM;SG	N;NOM;SG
execuție	toteutus	execuție	toteutus	N;INDF;FEM;SG	N;NOM;SG
execuție	täytäntöönpano	execuție	täytäntöönpano	N;INDF;FEM;SG	N;NOM;SG
generat	luotu	genera	luoda	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
generat	tuotettu	genera	tuottaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
succese	menestys	succes	menestys	N;INDF;FEM;PL	N;NOM;SG
succese	menestystä	succes	menestys	N;INDF;FEM;PL	N;PRT;SG
succese	onnistuminen	succes	onnistuminen	N;INDF;FEM;PL	N;NOM;SG
bratislava	bratislavan	bratislavă	bratislava	N;DEF;FEM;SG	N;GEN;SG
nuvelă	romaani	nuvelă	romaani	N;INDF;FEM;SG	N;NOM;SG
nuvelă	novella	nuvelă	novella	N;INDF;FEM;SG	
publica	julkaise	publica	julkaise	V;IND;SG;3;IPFV;FIN	V;IMP;SG;2;FIN;ACT
reformei	uudistaminen	reformă	uudistaminen	N;DEF;FEM;SG	N;NOM;SG
reformei	uudistukset	reformă	uudistus	N;DEF;FEM;SG	N;NOM;PL
reformei	uudistus	reformă	uudistus	N;DEF;FEM;SG	N;NOM;SG
reformei	uudistuksen	reformă	uudistus	N;DEF;FEM;SG	N;GEN;SG
necunoscute	tuntematon	necunoscut	tuntematon	ADJ;INDF;FEM;PL	ADJ;NOM;SG
filipine	filippiineillä	filipine	fili#ppiine	N;INDF;FEM;SG	N;AT+ESS
;PL
filipine	filippiinien	filipine	fili#ppiini	N;INDF;FEM;SG	N;GEN;PL
filipine	filippiinit	filipine	fili#ppiini	N;INDF;FEM;SG	N;NOM;PL
secundară	toissijainen	secundar	toissijainen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
promis	lupasivat	promite	luvata	V;MASC;SG;V.PTCP	V;IND;PL;3;PST;FIN;ACT
rin	rin	rin	rin	N;INDF;MASC;SG	
semnificația	merkitys	semnificație	merkitys	N;DEF;FEM;SG	N;NOM;SG
semnificația	merkityksen	semnificație	merkitys	N;DEF;FEM;SG	N;GEN;SG
semnificația	merkitystä	semnificație	merkitys	N;DEF;FEM;SG	N;PRT;SG
plecare	lähdön	plecare	lähtö	N;INDF;FEM;SG	N;GEN;SG
plecare	lähtö	plecare	lähtö	N;INDF;FEM;SG	N;NOM;SG
gândire	ajattelun	gândire	ajattelu	N;INDF;FEM;SG	N;GEN;SG
gândire	ajattelu	gândire	ajattelu	N;INDF;FEM;SG	N;NOM;SG
gândire	miettii	gândire	miettiä	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
gândire	ajattelua	gândire	ajattelu	N;INDF;FEM;SG	N;PRT;SG
identificate	tunnistettu	identificat	tunnistettu	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
identificate	yksilöity	identificat	yksilöidä	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
anatomia	anatomian	anatomie	anatomia	N;DEF;FEM;SG	N;GEN;SG
farmacie	apteekista	farmacie	apteekki	N;INDF;FEM;SG	N;IN+ABL;SG
farmacie	apteekki	farmacie	apteekki	N;INDF;FEM;SG	N;NOM;SG
mexican	meksikolaista	mexican	meksi#kolainen	ADJ;INDF;MASC;SG	N;PRT;SG
mexican	meksikon	mexican	meksikko	ADJ;INDF;MASC;SG	N;GEN;SG
five	viisi	fiv	viisi	N;INDF;MASC;SG	NUM;NOM;SG
pictate	maalasi	picta	maalata	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN;ACT
pictate	maalattu	picta	maalata	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
aleksandr	aleksandr	aleksandr	aleksandr	PROPN	N;NOM;SG
parcuri	puisto	parc	puisto	N;INDF;FEM;PL	N;NOM;SG
pozitivă	positiiviset	pozitiv	positiivinen	ADJ;INDF;FEM;SG	ADJ;NOM;PL
pozitivă	myönteinen	pozitiv	myönteinen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
pozitivă	positiivinen	pozitiv	positiivinen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
pozitivă	positiivista	pozitiv	positiivinen	ADJ;INDF;FEM;SG	ADJ;PRT;SG
tipărit	painetut	tipări	painaa	ADJ;INDF;MASC;SG	V;NOM;PL;V.PTCP;PASS
tipărit	painettu	tipări	painaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
sângele	veri	sânge	veri	N;DEF;MASC;SG	N;NOM;SG
sângele	blood	sânge	blood	N;DEF;MASC;SG	
sângele	verta	sânge	veri	N;DEF;MASC;SG	N;PRT;SG
yemen	jemenin	yemen	jemen	PROPN	N;GEN;SG
cântând	laulu	cânta	laulu	V;V.MSDR	N;NOM;SG
cântând	laulua	cânta	laulu	V;V.MSDR	N;PRT;SG
stiluri	styles	stil	styles	N;INDF;FEM;PL	
protejarea	suojelu	protejare	suojelu	N;DEF;FEM;SG	N;NOM;SG
protejarea	suojelee	protejare	suojella	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
protejarea	suojella	protejare	suojella	N;DEF;FEM;SG	V;SG;NFIN;ACT
protejarea	suojeleminen	protejare	suojeleminen	N;DEF;FEM;SG	N;NOM;SG
norvegian	norjaksi	norvegian	norja	ADJ;INDF;MASC;SG	N;TRANS;SG
norvegian	norjan	norvegian	norja	ADJ;INDF;MASC;SG	N;GEN;SG
norvegian	norja	norvegian	norja	ADJ;INDF;MASC;SG	PROPN;NOM;SG
împușcat	laukaus	împușca	laukaus	ADJ;INDF;MASC;SG	N;NOM;SG
împușcat	ammuttu	împușca	ampua	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
împușcat	ampui	împușca	ampua	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
sălbatică	wild	sălbatic	wild	ADJ;INDF;FEM;SG	
sălbatică	villiä	sălbatic	villi	ADJ;INDF;FEM;SG	ADJ;PRT;SG
sălbatică	hurja	sălbatic	hurja	ADJ;INDF;FEM;SG	ADJ;NOM;SG
sălbatică	villi	sălbatic	villi	ADJ;INDF;FEM;SG	ADJ;NOM;SG
teamă	pelkoa	teamă	pelko	N;INDF;FEM;SG	ADJ;PRT;SG
teamă	pelko	teamă	pelko	N;INDF;FEM;SG	N;NOM;SG
teamă	pelkää	teamă	pelätä	N;INDF;FEM;SG	V;IMP;SG;2;FIN;ACT
sâmbătă	lauantai	sâmbătă	lauantai	N;INDF;FEM;SG	N;NOM;SG
sâmbătă	lauantaina	sâmbătă	lauantai	N;INDF;FEM;SG	N;FRML;SG
profesioniști	ammattilaisille	profesionist	ammattilainen	ADJ;INDF;MASC;PL	N;AT+ALL;PL
profesioniști	ammattilaiset	profesionist	ammattilainen	ADJ;INDF;MASC;PL	N;NOM;PL
profesioniști	ammattilaisia	profesionist	ammattilainen	ADJ;INDF;MASC;PL	N;PRT;PL
irlandez	irlanti	irlandez	irlanti	ADJ;INDF;MASC;SG	N;NOM;SG
irlandez	irish	irlandez	irish	ADJ;INDF;MASC;SG	
irlandez	irlantilaiset	irlandez	irlanti#lainen	ADJ;INDF;MASC;SG	N;NOM;PL
irlandez	irlannin	irlandez	irlanti	ADJ;INDF;MASC;SG	N;GEN;SG
bunica	isoäiti	bunică	iso#äiti	N;DEF;FEM;SG	N;NOM;SG
bunica	mummo	bunică	mummo	N;DEF;FEM;SG	N;NOM;SG
bunica	isoäiti	bunică	iso#äiti	N;DEF;FEM;SG	N;NOM;SG
bunica	mummi	bunică	mummi	N;DEF;FEM;SG	N;NOM;SG
bunica	mummo	bunică	mummo	N;DEF;FEM;SG	N;NOM;SG
bunica	mummi	bunică	mummi	N;DEF;FEM;SG	N;NOM;SG
bunica	isoäiti	bunică	iso#äiti	N;DEF;FEM;SG	N;NOM;SG
bunica	mummo	bunică	mummo	N;DEF;FEM;SG	N;NOM;SG
lituaniei	liettuan	lituanie	liettu	PROPN;DEF;FEM;SG	N;GEN;SG
lituaniei	liettua	lituanie	liettua	PROPN;DEF;FEM;SG	N;NOM;SG
limitate	limited	limitat	limited	ADJ;INDF;FEM;PL	
limitate	rajattu	limitat	rajata	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
limitate	rajoitettu	limitat	rajoittaa	ADJ;INDF;FEM;PL	V;NOM;SG;V.PTCP;PASS
limitate	rajallinen	limitat	rajallinen	ADJ;INDF;FEM;PL	ADJ;NOM;SG
perry	perryn	perry	perry	PROPN	N;GEN;SG
perry	perry	perry	perry	PROPN	PROPN;NOM;SG
sept	väliseinä	sept	väline		ADJ;FRML;PL
distincție	ero	distincție	ero	N;INDF;FEM;SG	N;NOM;SG
distincție	erottelu	distincție	erottelu	N;INDF;FEM;SG	N;NOM;SG
platformă	alusta	platformă	alku	N;INDF;FEM;SG	N;IN+ABL;SG
platformă	foorumi	platformă	foorumi	N;INDF;FEM;SG	N;NOM;SG
platformă	alustan	platformă	alusta	N;INDF;FEM;SG	N;GEN;SG
platformă	laituri	platformă	laituri	N;INDF;FEM;SG	N;NOM;SG
cronici	chronicles	cronică	chronicles	N;INDF;FEM;PL	N;NOM;SG
rugăciune	rukouksen	rugăciune	rukous	N;INDF;FEM;SG	N;GEN;SG
rugăciune	rukous	rugăciune	rukous	N;INDF;FEM;SG	N;NOM;SG
luther	luther	luther	luther	PROPN	N;NOM;SG
personalitatea	persoonallisuus	personalitate	persoonallisuus	N;DEF;FEM;SG	N;NOM;SG
personalitatea	luonne	personalitate	luonne	N;DEF;FEM;SG	N;NOM;SG
personalitatea	persoona	personalitate	persoona	N;DEF;FEM;SG	N;NOM;SG
atelierul	työpaja	atelier	työ#paja	N;DEF;MASC;SG	N;NOM;SG
cook	cook	cook	cook	PROPN	PROPN;NOM;SG
cook	kokki	cook	kokki	PROPN	N;NOM;SG
tara	maa	tară	maa	N;DEF;FEM;SG	N;NOM;SG
tara	valtio	tară	valtio	N;DEF;FEM;SG	N;NOM;SG
tara	maata	tară	maa	N;DEF;FEM;SG	N;PRT;SG
tara	maan	tară	maa	N;DEF;FEM;SG	N;GEN;SG
tara	taran	tară	tara	N;DEF;FEM;SG	N;GEN;SG
tara	tara	tară	tara	N;DEF;FEM;SG	PROPN;NOM;SG
oleg	oleg	oleg	oleg	PROPN	PROPN;NOM;SG
respectarea	noudattaminen	respectare	noudattaminen	N;DEF;FEM;SG	N;NOM;SG
respectarea	noudattamista	respectare	noudattaminen	N;DEF;FEM;SG	N;PRT;SG
vama	tulli	vamă	tulli	N;DEF;FEM;SG	N;NOM;SG
interimar	väliaikaisen	interimar	väli#aikainen	N;INDF;MASC;SG	ADJ;GEN;SG
interimar	väliaikainen	interimar	väli#aikainen	N;INDF;MASC;SG	ADJ;NOM;SG
adult	aikuiset	adult	aikuinen	N;INDF;MASC;SG	N;NOM;PL
adult	aikuinen	adult	aikuinen	N;INDF;MASC;SG	ADJ;NOM;SG
adult	aikuista	adult	aiku	N;INDF;MASC;SG	N;IN+ABL;PL
adult	aikuisten	adult	aikuinen	N;INDF;MASC;SG	N;GEN;PL
împarte	jako	împărți	jako	V;IND;SG;3;PRS;FIN	N;NOM;SG
logica	looginen	logică	looginen	N;DEF;FEM;SG	ADJ;NOM;SG
logica	logiikkaa	logică	logiikka	N;DEF;FEM;SG	N;PRT;SG
logica	logiikan	logică	logiikka	N;DEF;FEM;SG	N;GEN;SG
logica	logiikka	logică	logiikka	N;DEF;FEM;SG	N;NOM;SG
helsinki	helsingissä	helsinki	helsinki	PROPN	PROPN;IN+ESS;SG
helsinki	helsinkiin	helsinki	helsin	PROPN	N;IN+ALL;SG
helsinki	helsingin	helsinki	helsinki	PROPN	PROPN;GEN;SG
helsinki	helsinki	helsinki	helsinki	PROPN	N;NOM;SG
julia	julia	julie	juli	N;DEF;FEM;SG	N;NOM;SG
mussolini	mussolini	mussolină	mussoli	N;INDF;MASC;PL	N;NOM;SG
faimos	kuuluisia	faimos	kuuluisa	ADJ;INDF;MASC;SG	ADJ;PRT;PL
faimos	kuuluisat	faimos	kuuluisa	ADJ;INDF;MASC;SG	ADJ;NOM;PL
nuntă	häät	nuntă	häät	N;INDF;FEM;SG	N;NOM;PL
nuntă	häitä	nuntă	häät	N;INDF;FEM;SG	N;PRT;PL
magdalena	magdalena	magdalenă	magdale	N;DEF;FEM;SG	N;NOM;SG
anastasia	anastasia	anastasie	anastanen	N;DEF;FEM;SG	PROPN;NOM;SG
studiourile	studios	studio	studios	N;DEF;FEM;PL	N;NOM;SG
bat	bat	bate	bat	V;IND;PL;3;PRS;FIN	N;NOM;SG
bat	maila	bate	maila	V;IND;PL;3;PRS;FIN	N;NOM;SG
bat	lepakko	bate	lepakko	V;IND;PL;3;PRS;FIN	N;NOM;SG
apr	huhtikuu	apr	huhtikuu		N;NOM;SG
apr	huhtikuuta	apr	huhtikuu		N;PRT;SG
apr	huhti	apr	huhti		N;NOM;SG
mintea	mielen	minte	mieli	N;DEF;FEM;SG	N;GEN;SG
mintea	mieli	minte	mieli	N;DEF;FEM;SG	N;NOM;SG
dmitri	dmitri	dmitru	dmitri	PROPN	PROPN;NOM;SG
dmitri	dmitri	dmitru	dmitri	PROPN	PROPN;NOM;SG
americanii	amerikkalaisia	american	amerikkalainen	N;DEF;MASC;PL	N;PRT;PL
americanii	amerikkalaiset	american	amerikkalainen	N;DEF;MASC;PL	N;NOM;PL
americanii	yhdysvaltalaiset	american	yhdys#valtalainen	N;DEF;MASC;PL	N;NOM;PL
alexei	aleksei	alexe	aleksei	PROPN;DEF;FEM;SG	N;NOM;SG
sârb	serbia	sârb	serbi	ADJ;INDF;MASC;SG	PROPN;NOM;SG
sârb	serbian	sârb	serbia	ADJ;INDF;MASC;SG	N;GEN;SG
documentul	asiakirjan	document	asia#kirja	N;DEF;MASC;SG	N;GEN;SG
documentul	dokumentti	document	dokumentti	N;DEF;MASC;SG	N;NOM;SG
documentul	asiakirja	document	asia#kirja	N;DEF;MASC;SG	N;NOM;SG
baba	baba	babă	baba	N;DEF;FEM;SG	N;NOM;SG
preocupat	huolestunut	preocupa	huolestua	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;ACT
brusc	äkillinen	brusc	äkillinen	ADV	ADJ;NOM;SG
japonezi	japanilaista	japonez	japanilainen	N;INDF;MASC;PL	N;PRT;SG
japonezi	japani	japonez	japani	N;INDF;MASC;PL	N;NOM;SG
japonezi	japanilainen	japonez	japanilainen	N;INDF;MASC;PL	ADJ;NOM;SG
japonezi	japanin	japonez	japani	N;INDF;MASC;PL	N;GEN;SG
inspirată	inspiroi	inspira	inspiroida	ADJ;INDF;FEM;SG	V;IND;SG;2;PRS;FIN;ACT
paraguay	paraguayn	paraguay	paragua	PROPN	N;GEN;SG
jennifer	jennifer	jennifer	jennifer	PROPN	PROPN;NOM;SG
facto	facto	facto	facto		N;NOM;SG
izolat	eristetty	izolat	eristää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
izolat	eristetty	izolat	eristää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
izolat	eristyksissä	izolat	eristys	ADJ;INDF;MASC;SG	N;IN+ESS;PL
berg	berg	berg	berg	PROPN	PROPN;NOM;SG
anulat	peruutettu	anula	peruuttaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
anulat	peruttu	anula	peruta	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
anulat	peruutettu	anula	peruuttaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
anulat	perui	anula	perua	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
anulat	peruttu	anula	peruta	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
precizează	määritä	preciza	määrittää	V;IND;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
precizează	määrittele	preciza	määritellä	V;IND;3;PRS;FIN	V;IMP;SG;2;FIN;ACT
evaluare	arvio	evaluare	arvio	N;INDF;FEM;SG	N;NOM;SG
evaluare	arvostelu	evaluare	arvostelu	N;INDF;FEM;SG	N;NOM;SG
evaluare	luokitus	evaluare	luokitus	N;INDF;FEM;SG	N;NOM;SG
evaluare	arviointi	evaluare	arviointi	N;INDF;FEM;SG	N;NOM;SG
evaluare	arvio	evaluare	arvio	N;INDF;FEM;SG	N;NOM;SG
evaluare	arviointi	evaluare	arviointi	N;INDF;FEM;SG	N;NOM;SG
evaluare	arvio	evaluare	arvio	N;INDF;FEM;SG	N;NOM;SG
evaluare	arvostus	evaluare	arvostus	N;INDF;FEM;SG	N;NOM;SG
divizat	jaettuna	diviza	jakaa	ADJ;INDF;MASC;SG	V;FRML;SG;V.PTCP;PASS
divizat	jaettu	diviza	jakaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
divizat	jako	diviza	jako	ADJ;INDF;MASC;SG	N;NOM;SG
divizat	jaettu	diviza	jakaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
bergamo	bergamon	bergamo	bergamo	PROPN	N;GEN;SG
încurajat	kannusti	încuraja	kannustaa	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
încurajat	kannustetaan	încuraja	kannustaa	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
enterprise	yritys	enterpri	yritys		N;NOM;SG
enterprise	yrittäjyys	enterpri	yrittäjyys		N;NOM;SG
enterprise	enterprise	enterpri	enterprise		
inamic	vihollisia	inamic	vihollinen	N;INDF;MASC;SG	N;PRT;PL
inamic	viholliset	inamic	vihollinen	N;INDF;MASC;SG	N;NOM;PL
botanică	botany	botanic	botany	ADJ;INDF;FEM;SG	N;NOM;SG
botanică	kasvitieteellinen	botanic	kasvi#tieteellinen	ADJ;INDF;FEM;SG	ADJ;NOM;SG
arma	ase	armă	ase	N;DEF;FEM;SG	N;NOM;SG
arma	tykki	armă	tykki	N;DEF;FEM;SG	N;NOM;SG
arma	pyssy	armă	pyssy	N;DEF;FEM;SG	N;NOM;SG
arma	ase	armă	ase	N;DEF;FEM;SG	N;NOM;SG
diferențele	erot	diferență	ero	N;DEF;FEM;PL	N;NOM;PL
diferențele	eroja	diferență	ero	N;DEF;FEM;PL	N;PRT;PL
diferențele	erimielisyydet	diferență	eri#mielisyys	N;DEF;FEM;PL	N;NOM;PL
servi	palvele	serv	palvele	V;IND;SG;3;PST;FIN	V;IMP;SG;2;FIN;ACT
hanul	majatalo	han	maja#talo	N;DEF;MASC;SG	N;NOM;SG
presupus	oletettu	presupune	olettaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
presupus	oletettiin	presupune	olettaa	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
presupus	oletettavasti	presupune	oletettavasti	ADJ;INDF;MASC;SG	ADV
presupus	oletettu	presupune	olettaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
presupus	väitti	presupune	väittää	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN;ACT
presupus	väitetty	presupune	väittää	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
presupus	oletettu	presupune	olettaa	ADJ;INDF;MASC;SG	V;NOM;SG;V.PTCP;PASS
presupus	oletetaan	presupune	olettaa	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
presupus	oletetun	presupune	olettaa	ADJ;INDF;MASC;SG	V;GEN;SG;V.PTCP;PASS
nagy	nagy	nagy	nagy	PROPN	PROPN;NOM;SG
musulmane	muslimi	musulman	muslimi	ADJ;INDF;FEM;PL	N;NOM;SG
musulmane	muslimien	musulman	muslimi	ADJ;INDF;FEM;PL	N;GEN;PL
musulmane	muslimit	musulman	muslimi	ADJ;INDF;FEM;PL	N;NOM;PL
modificată	muunnettu	modifica	muuntaa	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
modificată	muutettu	modifica	muuttaa	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
modificată	muokattu	modifica	muokata	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
modificată	muutettu	modifica	muuttaa	ADJ;INDF;FEM;SG	V;NOM;SG;V.PTCP;PASS
modificată	muutetut	modifica	muuttaa	ADJ;INDF;FEM;SG	V;NOM;PL;V.PTCP;PASS
definitivă	lopullisen	definitiv	lopullinen	ADJ;INDF;FEM;SG	ADJ;GEN;SG
rasa	rotua	rasă	rottu	N;DEF;FEM;SG	N;PRT;SG
rasa	rotu	rasă	rotu	N;DEF;FEM;SG	N;NOM;SG
rasa	kisa	rasă	kisa	N;DEF;FEM;SG	N;NOM;SG
rasa	rotu	rasă	rotu	N;DEF;FEM;SG	N;NOM;SG
rasa	kisaa	rasă	kisa	N;DEF;FEM;SG	N;PRT;SG
restaurarea	palauttamista	restaurare	palauttaminen	N;DEF;FEM;SG	N;PRT;SG
restaurarea	palauttaminen	restaurare	palauttaminen	N;DEF;FEM;SG	N;NOM;SG
cafenea	kahvila	cafene	kahvila	N;DEF;FEM;SG	N;NOM;SG
cafenea	cafe	cafene	cafe	N;DEF;FEM;SG	N;NOM;SG
cafenea	kahvilassa	cafene	kahvila	N;DEF;FEM;SG	N;IN+ESS;SG
