dynasti	dynastie	dynasti	dynastie	N;INDF;NEUT;SG	N;NOM;FEM;PL
kriminalitet	zločiny	kriminalitet	zločin	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
undervist	učili	undervist	učiť	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
batteri	batérie	batteri	batéria	N;INDF;NEUT;SG	N;NOM;FEM;PL
batteri	akumulátory	batteri	akumulátor	N;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
batteri	batérie	batteri	batéria	N;INDF;NEUT;SG	N;NOM;FEM;PL
batteri	batérií	batteri	batérium	N;INDF;NEUT;SG	N;GEN;FEM;PL
batteri	baterky	batteri	baterka	N;INDF;NEUT;SG	N;NOM;FEM;PL
mur	steny	mur	stena	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
mur	wall	mur	wall	N;INDF;MASC+FEM;SG	
motors	motors	motors	motors		N;INAN;NOM;MASC;SG
motors	motory	motors	motor		N;INAN;NOM;MASC;PL
passede	spôsobilý	passe	spôsobilý	V;IND;PST;FIN;ACT	ADJ;ANIM;NOM;MASC;SG
passede	fit	passe	fit	V;IND;PST;FIN;ACT	N;INAN;NOM;MASC;SG
cia	cia	cia	cia		PROPN;ANIM;NOM;MASC;SG
cia	cia	cia	cia		PROPN;ANIM;NOM;MASC;SG
forberede	príprava	forbere	príprava	V;NFIN;ACT	N;NOM;FEM;SG
lissabon	lisabon	lissabon	lisabon		N;INAN;NOM;MASC;SG
lissabon	lisabonská	lissabon	lisabonský		ADJ;NOM;FEM;SG
lissabon	lisabonskej	lissabon	lisabonský		ADJ;GEN;FEM;SG
lissabon	lisabonu	lissabon	lisabon		N;INAN;GEN;MASC;SG
grace	pôvab	grace	pôvab		N;INAN;NOM;MASC;SG
grace	grace	grace	grace		PROPN;NOM;FEM;SG
grace	milosti	grace	milosť		N;NOM;FEM;PL
grace	milosť	grace	milosť		N;NOM;FEM;SG
sct	sct	sct	sct	N;INDF;MASC+FEM;SG	
tusind	tisíc	tusind	tisíc	N;INDF;NEUT;SG	NUM;NOM;NEUT;SG
templet	temple	temple	templo	N;DEF;NEUT;SG	PROPN;NOM;FEM;SG
håbet	dúfajúc	håb	dúfať	N;DEF;NEUT;SG	V;IPFV;POS;V.CVB
håbet	dúfajú	håb	dúfať	N;DEF;NEUT;SG	V;IPFV;IND;PL;3;POS;PRS;FIN
håbet	dúfala	håb	dúfať	N;DEF;NEUT;SG	V;IPFV;FEM;SG;POS;PST;V.PTCP
håbet	dúfali	håb	dúfať	N;DEF;NEUT;SG	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
håbet	dúfal	håb	dúfať	N;DEF;NEUT;SG	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
indlagt	hospitalizovaný	indlægge	hospitalizovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
indlagt	hospitalizovaných	indlægge	hospitalizovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
indlagt	prijatý	indlægge	prijatý	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
indlagt	prijaté	indlægge	prijatý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
indlagt	prijatá	indlægge	prijatý	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
reform	reformovať	reform	reformovať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
reform	reformovať	reform	reformovať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
videnskabeligt	vedecký	videnskabelig	vedecký	ADV	ADJ;INAN;NOM;MASC;SG
videnskabeligt	vedecká	videnskabelig	vedecký	ADV	ADJ;NOM;FEM;SG
videnskabeligt	vedecké	videnskabelig	vedecký	ADV	ADJ;NOM;NEUT;SG
missioner	poslanie	mission	poslanie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
psykisk	médium	psykisk	médium	ADJ;INDF;SG	N;NOM;NEUT;SG
psykisk	mentálne	psykisk	mentálne	ADJ;INDF;SG	ADV
psykisk	duševne	psykisk	duševne	ADJ;INDF;SG	ADV
psykisk	mentálne	psykisk	mentálne	ADJ;INDF;SG	ADV
psykisk	duševne	psykisk	duševne	ADJ;INDF;SG	ADV
psykisk	psychicky	psykisk	psychicky	ADJ;INDF;SG	ADV
clara	clara	clara	clara		N;NOM;FEM;SG
clara	klára	clara	klár		N;NOM;FEM;SG
beskadiget	poškodený	beskadige	poškodený	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
beskadiget	poškodená	beskadige	poškodený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
beskadiget	poškodené	beskadige	poškodený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rudolph	rudolph	rudolph	rudol	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
ward	ward	ward	ward		PROPN;ANIM;NOM;MASC;SG
modtagelse	prijatí	modtagelse	prijatie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
modtagelse	užívajúcich	modtagelse	užívajúci	N;INDF;MASC+FEM;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
support	support	support	support	N;INDF;MASC+FEM;SG	INTJ
support	podporiť	support	podporiť	N;INDF;MASC+FEM;SG	V;PFV;POS;NFIN
support	podporovať	support	podporovať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
hævet	zvýšený	hæve	zvýšený	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
hævet	vznesené	hæve	vznesený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
hævet	vychovaný	hæve	vychovať	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
manuelt	manuál	manuel	manuál	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
manuelt	manuálne	manuel	manuálny	ADJ;INDF;SG	ADV
manuelt	príručka	manuel	príručka	ADJ;INDF;SG	N;NOM;FEM;SG
manuelt	príručke	manuel	príručka	ADJ;INDF;SG	N;DAT;FEM;SG
manuelt	manuálne	manuel	manuálny	ADJ;INDF;SG	ADV
manuelt	ručne	manuel	ručne	ADJ;INDF;SG	ADV
inn	inn	inn	inn		N;INAN;NOM;MASC;SG
atmosfæren	atmosféry	atmosfær	atmosféra	N;DEF;MASC+FEM;SG	N;NOM;FEM;PL
magic	magické	magic	magický		ADJ;NOM;NEUT;SG
magic	magic	magic	magic		PROPN;NOM;MASC;SG
magic	čary	magic	čary		N;NOM;FEM;PL
magic	mágia	magic	mágia		N;NOM;FEM;SG
magic	kúzlo	magic	kúzlo		N;NOM;NEUT;SG
betragtede	posudzované	betragte	posudzovaný	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
racer	pretekár	race	pretekár	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
boksning	box	boksning	box	N;INDF;MASC+FEM;SG	
iau	iau	iau	iau		N;NOM;MASC;SG
specialiseret	špecializovaných	specialisere	špecializovaný	V;INDF;SG;PST;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
specialiseret	špecializované	specialisere	špecializovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
specialiseret	špecializovaná	specialisere	špecializovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
specialiseret	špecializovaný	specialisere	špecializovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
specialiseret	špecializované	specialisere	špecializovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
specialiseret	špecializovaná	specialisere	špecializovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
specialiseret	špecializovaný	specialisere	špecializovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
voice	hlas	voice	hlas		N;INAN;NOM;MASC;SG
voice	hlasové	voice	hlasový		ADJ;NOM;NEUT;SG
cameron	cameron	cameron	cameron	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
fastholdt	udržiavané	fastholde	udržiavaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fastholdt	zachované	fastholde	zachovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fastholdt	udržiavaná	fastholde	udržiavaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
øre	ucha	øre	ucho	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
øre	uši	øre	ucho	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
øre	ušami	øre	ucho	N;INDF;MASC+FEM;SG	N;INS;NEUT;PL
øre	uší	øre	ucho	N;INDF;MASC+FEM;SG	N;GEN;NEUT;PL
walt	walt	walt	walt		PROPN;ANIM;NOM;MASC;SG
hudson	hudson	hudson	hudson		PROPN;ANIM;NOM;MASC;SG
schwerin	schwerin	schwerin	schwerin	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
rapporterede	nahlásené	rapportere	nahlásený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
rapporterede	hlásené	rapportere	hlásený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
susan	susan	susan	susan	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
elben	labe	elben	laba	PROPN	PROPN;NOM;FEM;SG
karsten	karsten	karsten	karsten	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
triple	trojnásobok	triple	trojnásobok		N;NOM;FEM;SG
triple	triple	triple	tripnúť		N;NOM;FEM;SG
klassificeret	klasifikovaný	klassificere	klasifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
klassificeret	utajované	klassificere	utajovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
klassificeret	klasifikované	klassificere	klasifikovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
sædvanlige	zvyčajný	sædvanlig	zvyčajný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
sædvanlige	obvyklé	sædvanlig	obvyklý	ADJ;PL	ADJ;NOM;NEUT;SG
sædvanlige	zvyčajne	sædvanlig	zvyčajne	ADJ;PL	ADV
taber	porazený	tabe	porazený	V;IND;PRS;FIN;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
broadway	broadway	broadway	broadwa	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
armenien	arménskej	armenie	arménsky	N;DEF;MASC+FEM;SG	ADJ;GEN;FEM;SG
armenien	arménska	armenie	arménsky	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
armenien	arménska	armenie	arménsky	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tropiske	tropické	tropisk	tropický	ADJ;PL	ADJ;NOM;NEUT;SG
tropiske	tropického	tropisk	tropický	ADJ;PL	ADJ;GEN;NEUT;SG
hand	ruka	hand	ruka		N;NOM;FEM;SG
hand	ručné	hand	ručný		ADJ;NOM;NEUT;SG
hand	rukou	hand	ruka		N;INS;FEM;SG
hand	ruku	hand	ruka		N;ACC;FEM;SG
munch	munch	munch	mun		N;ANIM;NOM;MASC;SG
busk	bush	busk	bush	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
rapporter	správa	rapport	správa	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
rapporter	hlásiť	rapport	hlásiť	N;INDF;MASC+FEM;PL	V;IPFV;POS;NFIN
rapporter	hlásenie	rapport	hlásenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
rapporter	nahlásiť	rapport	nahlásiť	N;INDF;MASC+FEM;PL	V;PFV;POS;NFIN
kompleks	komplex	kompleks	komplex	ADJ;INDF;SG	N;INAN;NOM;MASC;SG
fænomener	jav	fænomene	jav	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
fænomener	fenomén	fænomene	fenomén	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
koncept	koncepcie	koncept	koncepcia	N;INDF;NEUT;SG	N;NOM;FEM;PL
wallace	wallace	wallace	wallaci	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
glenn	glenn	glenn	glenn		PROPN;ANIM;NOM;MASC;SG
eksport	exportovať	eksport	exportovať	N;INDF;MASC+FEM;SG	V;IPFV;POS;NFIN
lært	učili	lære	učiť	V;INDF;SG;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
elite	elity	elite	elity	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
elite	elite	elite	elita	N;INDF;MASC+FEM;SG	
nedsatte	znížená	nedsat	znížený	V;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
nedsatte	znížené	nedsat	znížený	V;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
nedsatte	znížený	nedsat	znížený	V;PL;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
kørsel	jazdy	kørsel	jazda	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ment	myslené	mene	myslený	V;INDF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
jules	jules	jules	jules	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
bloch	bloch	bloch	byť	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
legendariske	legendárna	legendarisk	legendárny	ADJ;PL	ADJ;NOM;FEM;SG
legendariske	legendárny	legendarisk	legendárny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
memorial	pamätník	memorial	pamätník		N;INAN;NOM;MASC;SG
memorial	memorial	memorial	memoriať		PROPN;ANIM;NOM;MASC;SG
polo	polo	polo	polo	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
frugter	ovocia	frugte	ovoc	N;INDF;MASC+FEM;PL	N;GEN;NEUT;SG
frugter	ovocia	frugte	ovoc	N;INDF;MASC+FEM;PL	N;GEN;NEUT;SG
tunesien	tunisko	tunesien	tunisko	PROPN	N;NOM;NEUT;SG
tunesien	tunisku	tunesien	tunisko	PROPN	N;DAT;NEUT;SG
tunesien	tuniska	tunesien	tunisko	PROPN	N;NOM;NEUT;SG
tunesien	tuniský	tunesien	tuniský	PROPN	ADJ;ANIM;NOM;MASC;SG
hood	hood	hood	hood	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
tobias	tobias	tobias	tobias	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
anklager	žalobca	anklage	žalobec	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
anklager	prokurátora	anklage	prokurátor	N;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
anklager	prokurátor	anklage	prokurátor	N;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
peters	peters	peters	peters		PROPN;ANIM;NOM;MASC;SG
venezuela	venezuelskej	venezuela	venezuelský		ADJ;GEN;FEM;SG
venezuela	venezuela	venezuela	venezuiť		N;NOM;FEM;SG
alexandria	alexandrii	alexandria	alexandria		N;DAT;FEM;SG
ride	jazdenie	ride	jazdenie	V;NFIN;ACT	N;NOM;NEUT;SG
ride	jazda	ride	jazda	V;NFIN;ACT	N;NOM;FEM;SG
ride	odvoz	ride	odvoz	V;NFIN;ACT	N;INAN;NOM;MASC;SG
ride	jazdu	ride	jazda	V;NFIN;ACT	N;ACC;FEM;SG
ride	jazda	ride	jazda	V;NFIN;ACT	N;NOM;FEM;SG
forklarede	vysvetlené	forklare	vysvetlený	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
samtale	konverzácie	samtale	konverzácia	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
ridge	hrebeň	ridge	hrebeň		N;INAN;NOM;MASC;SG
ridge	ridge	ridge	ridga		PROPN;ANIM;NOM;MASC;SG
classic	klasika	classic	klasik		N;NOM;FEM;SG
classic	klasická	classic	klasický		ADJ;NOM;FEM;SG
classic	klasický	classic	klasický		ADJ;ANIM;NOM;MASC;SG
classic	klasické	classic	klasický		ADJ;NOM;NEUT;SG
ritualer	rituál	ritual	rituál	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
sekund	druhá	sekund	druhý	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
sekund	druhé	sekund	druhý	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
sekund	druhe	sekund	druh	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
sekund	druhý	sekund	druhý	N;INDF;NEUT;SG	ADJ;INAN;NOM;MASC;SG
mændene	men	mand	men	N;DEF;MASC+FEM;PL	
statsborgerskab	občianstva	statsborgerskab	občianstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
newcastle	newcastle	newcastel	newcastle		PROPN;NOM;NEUT;SG
fyldte	plnené	fylde	plnený	V;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fyldte	vyplnený	fylde	vyplnený	V;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
fyldte	naplnený	fylde	naplnený	V;PST;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
fyldte	naplnená	fylde	naplnený	V;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
fyldte	plnené	fylde	plnený	V;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
fyldte	vyplnené	fylde	vyplnený	V;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ontario	ontario	ontario	ontario		PROPN;ANIM;NOM;MASC;SG
åndelige	duchovný	åndelig	duchovný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
åndelige	duchovného	åndelig	duchovný	ADJ;PL	ADJ;ANIM;GEN;MASC;SG
åndelige	duchovné	åndelig	duchovný	ADJ;PL	ADJ;NOM;NEUT;SG
panzer	panzer	panze	panzer	N;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
tropperne	vojsko	trop	vojsko	N;DEF;MASC+FEM;PL	N;NOM;NEUT;SG
svendsen	svendsen	svends	svendsen	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
gottorp	gottorp	gottorp	gottorp	PROPN	N;INAN;NOM;MASC;SG
særskilt	oddelene	særskilt	oddelene	ADJ;INDF;SG	ADV
særskilt	samostatne	særskilt	samostatne	ADJ;INDF;SG	ADV
højdepunkt	zdôrazniť	højdepunkt	zdôrazniť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
højdepunkt	zvýrazniť	højdepunkt	zvýrazniť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
formodes	predpokladaná	formode	predpokladaný	V;PRS;NFIN;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
formodes	predpokladaný	formode	predpokladaný	V;PRS;NFIN;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
formodes	predpokladané	formode	predpokladaný	V;PRS;NFIN;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
kommunistisk	komunistická	kommunistisk	komunistický	ADV	ADJ;NOM;FEM;SG
kommunistisk	komunista	kommunistisk	komunista	ADV	N;ANIM;NOM;MASC;SG
sko	obuv	sko	obuv	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
sko	topánku	sko	topánka	N;INDF;MASC+FEM;PL	N;ACC;FEM;SG
sko	topánka	sko	topánka	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
bakken	hill	bakke	hill	N;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
simpelt	jednoduche	simpel	jednoduch	ADJ	
ikast	ikast	ikast	ikast		N;NOM;MASC;SG
opererer	prevádzkové	operere	prevádzkový	V;IND;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
opererer	prevádzková	operere	prevádzkový	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG
mælk	mlieka	mælk	mlieko	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
track	koľaj	track	koľať		N;NOM;FEM;SG
track	koľaje	track	koľať		N;NOM;FEM;PL
track	trať	track	trať		N;NOM;FEM;SG
track	sledovať	track	sledovať		V;IPFV;POS;NFIN
intelligens	inteligencia	intellig	inteligencia	N;GEN;INDF;MASC+FEM;SG	N;NOM;FEM;SG
intelligens	spravodajstvo	intellig	spravodajstvo	N;GEN;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
intelligens	inteligenciu	intellig	inteligencia	N;GEN;INDF;MASC+FEM;SG	N;ACC;FEM;SG
intelligens	spravodajská	intellig	spravodajský	N;GEN;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
eastwood	eastwood	eastwood	eastwood		PROPN;ANIM;NOM;MASC;SG
virus	vírusy	virus	vírus	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
virus	vírusov	virus	vírus	N;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
virus	vírusy	virus	vírus	N;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
marcel	marcela	marcel	marcieť		N;ANIM;NOM;MASC;SG
marcel	marcel	marcel	marcieť		N;ANIM;NOM;MASC;SG
leonard	leonard	leonard	leonard		N;ANIM;NOM;MASC;SG
halle	halle	halle	hallí	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
birger	birger	birger	birger	N;INDF;MASC+FEM;PL	N;NOM;FEM;SG
seattle	seattle	seattle	seattľa		PROPN;ANIM;NOM;MASC;SG
seattle	seattli	seattle	seattľnúť		PROPN;ANIM;NOM;MASC;SG
mozart	mozart	mozart	mozart		N;ANIM;NOM;MASC;SG
adm	adm	adm	adm	N;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
korstog	výpravy	korstog	výprava	N;INDF;NEUT;SG	N;NOM;FEM;PL
evil	zlo	evil	zlo		N;NOM;NEUT;SG
evil	zla	evil	zlo		N;GEN;NEUT;SG
evil	zlom	evil	zlom		N;INS;NEUT;SG
dylan	dylan	dylan	dylan		PROPN;ANIM;NOM;MASC;SG
vision	vízie	vision	víziať	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
vision	videnia	vision	videnie	N;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
statsborger	občan	statsborger	občan	ADJ;INDF;MASC+FEM;SG	N;ANIM;NOM;MASC;SG
statsborger	občana	statsborger	občan	ADJ;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
definerer	definovanie	definere	definovanie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
definerer	vymedzenie	definere	vymedzenie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
definerer	definovanie	definere	definovanie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
brasilianske	brazílsky	brasiliansk	brazílsky	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
siddepladser	sedenie	siddeplads	sedenie	N;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
zulu	zulu	zulu	zula		PROPN;ANIM;NOM;MASC;SG
beat	beat	beat	beat	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
beat	biť	beat	biť	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
beat	poraziť	beat	poraziť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
gradvis	postupné	gradvis	postupný	ADV	ADJ;NOM;NEUT;SG
gradvis	postupný	gradvis	postupný	ADV	ADJ;INAN;NOM;MASC;SG
winter	zime	winter	zimať		ADV
winter	zimný	winter	zimný		ADJ;INAN;NOM;MASC;SG
winter	zimná	winter	zimný		ADJ;NOM;FEM;SG
winter	zima	winter	zima		N;NOM;FEM;SG
winter	zimné	winter	zimný		ADJ;NOM;NEUT;SG
vinden	veterná	vind	veterný	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
peace	pokoj	peace	pokoj		N;INAN;NOM;MASC;SG
peace	mier	peace	mier		N;INAN;NOM;MASC;SG
peace	peace	peace	peace		INTJ
peace	mieru	peace	mier		N;ACC;FEM;SG
ralph	ralph	ralph	ralp		PROPN;ANIM;NOM;MASC;SG
matcher	zápasy	matcher	zápas	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
matcher	zhody	matcher	zhod	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
matcher	zhoda	matcher	zhoda	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
matcher	zápalky	matcher	zápalka	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
matcher	porovnávanie	matcher	porovnávanie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
matcher	zhodné	matcher	zhodný	V;IND;PRS;FIN;ACT	ADJ;NOM;NEUT;SG
matcher	zodpovedajúce	matcher	zodpovedajúci	V;IND;PRS;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
matcher	zodpovedajúca	matcher	zodpovedajúci	V;IND;PRS;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;ACT
matcher	zápas	matcher	zápas	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
matcher	zhoda	matcher	zhoda	V;IND;PRS;FIN;ACT	N;NOM;FEM;SG
matcher	zhody	matcher	zhod	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
vedrører	obavy	vedrøre	obava	V;IND;PRS;FIN;ACT	N;NOM;FEM;PL
vedrører	obáv	vedrøre	obávať	V;IND;PRS;FIN;ACT	N;GEN;FEM;PL
vedrører	znepokojenie	vedrøre	znepokojenie	V;IND;PRS;FIN;ACT	N;NOM;NEUT;SG
tilbyde	ponuka	tilbyde	ponuka	V;NFIN;ACT	N;NOM;FEM;SG
tilbyde	ponuku	tilbyde	ponuka	V;NFIN;ACT	N;ACC;FEM;SG
fejlagtigt	omylom	fejlagtigt	omyl	ADV	N;INAN;INS;MASC;SG
hope	nádej	hope	nádej		N;NOM;FEM;SG
regelmæssigt	pravidelné	regelmæssigt	pravidelný	ADV	ADJ;NOM;NEUT;SG
regelmæssigt	pravidelná	regelmæssigt	pravidelný	ADV	ADJ;NOM;FEM;SG
regelmæssigt	pravidelný	regelmæssigt	pravidelný	ADV	ADJ;ANIM;NOM;MASC;SG
nævne	zmienka	nævne	zmienka	V;NFIN;ACT	N;NOM;FEM;SG
renæssance	renesancie	renæssance	renesancie	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
finansieret	financovaný	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
finansieret	financovaná	finansiere	financovaný	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
