ve	وال	ve	وَال	CONJ	N;NOM;DEF;SG
bulut	الغيوم	bulut	غُيُوم		N;NOM;DEF;PL
bulut	سحب	bulut	سَحب		N;NOM;INDF;SG
bulut	السحاب	bulut	سَحَّاب		N;NOM;DEF;SG
bulut	سحاب	bulut	سَحَّاب		N;NOM;INDF;SG
bulut	غيمة	bulut	غِيمَة		N;NOM;INDF;SG
bulut	سحابة	bulut	سِحَابَة		N;NOM;INDF;SG
çoklu	متعدد	çoklu	مُتَعَدِّد		ADJ;NOM;INDF;MASC;SG
çoklu	المتعددة	çoklu	مُتَعَدِّد		ADJ;NOM;DEF;FEM;SG
çoklu	تعدد	çoklu	عَدَّد		N;NOM;INDF;SG
çoklu	متعدد	çoklu	مُتَعَدِّد		ADJ;NOM;INDF;MASC;SG
çoklu	متعددة	çoklu	مُتَعَدِّد		ADJ;NOM;INDF;FEM;SG
belirtir	يحدد	belir	حَدَّد	V;IPFV;IND;SG;3;POS;CAUS	V;IPFV;MASC;IND;SG;3;FIN;ACT
sürgün	المنفى	sürgün	مَنفَى		N;NOM;DEF;SG
sürgün	النفي	sürgün	نَفِيّ		N;NOM;DEF;SG
sürgün	الترحيل	sürgün	تَرحِيل		N;NOM;DEF;SG
sürgün	ترحيل	sürgün	تَرحِيل		N;NOM;INDF;SG
katılmış	انضمت	kat	اِنضَمّ	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;FEM;SG;3;ACT
ekmek	الخبز	ekmek	خُبز		N;NOM;DEF;SG
ekmek	خبز	ekmek	خَبز		N;NOM;INDF;SG
franz	فرانز	franz	فرانز	PROPN;NOM;SG;3	
allen	الين	allen	الين	PROPN;NOM;SG;3	
allen	الن	allen	الن	PROPN;NOM;SG;3	
yüzlerce	المئات	yüzlerce	مِئَة	NUM	N;NOM;DEF;SG
devamlı	مستمر	devamlı	مُستَمِرّ		ADJ;NOM;INDF;MASC;SG
devamlı	متواصل	devamlı	مُتَوَاصِل		ADJ;NOM;INDF;MASC;SG
devamlı	مستمرة	devamlı	مُستَمِرّ		ADJ;NOM;INDF;FEM;SG
devamlı	متواصلة	devamlı	مُتَوَاصِل		ADJ;NOM;INDF;FEM;SG
yayınlanmış	نشر	yayınla	نَشر	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;NOM;INDF;SG
yayınlanmış	منشور	yayınla	مَنشُور	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	N;NOM;INDF;SG
yayınlanmış	نشرت	yayınla	نَشَر	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS	V;PFV;FEM;SG;3;ACT
yazları	سامرز	yaz	سامرز	N;ACC;PL;3	
houston	هيوستن	hous	هِيُوستُن	PROPN;NOM;SG;3	
houston	هوستون	hous	هُوستُون	PROPN;NOM;SG;3	
houston	هيوستون	hous	هِيُوستُون	PROPN;NOM;SG;3	
personel	الموظفين	personel	مُوَظَّف		N;NOM;DEF;PL
personel	الموظفون	personel	مُوَظَّف		N;NOM;DEF;PL
personel	الافراد	personel	فَرد		N;NOM;DEF;PL
personel	الموظفون	personel	مُوَظَّف		N;NOM;DEF;PL
personel	موظفون	personel	مُوَظَّف		N;NOM;INDF;PL
personel	الموظفين	personel	مُوَظَّف		N;NOM;DEF;PL
tehlikeli	خطير	tehlikeli	خَطِير	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
tehlikeli	خطيرة	tehlikeli	خَطِير	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
tehlikeli	خطرة	tehlikeli	خَطِر	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
las	لاس	las	لَاسِي	PROPN;NOM;SG;3	
ortam	الجو	ortam	جَوّ		N;NOM;DEF;SG
ortam	الاجواء	ortam	جَوّ		N;NOM;DEF;PL
ortam	اجواء	ortam	جَوّ		N;NOM;INDF;PL
ortam	متوسط	ortam	مُتَوَسِّط		ADJ;NOM;INDF;MASC;SG
ortam	متوسطة	ortam	مُتَوَسِّط		ADJ;NOM;INDF;FEM;SG
ortam	المتوسط	ortam	مُتَوَسِّط		ADJ;NOM;DEF;MASC;SG
ortam	الاعلام	ortam	إِعلَام		N;NOM;DEF;SG
ortam	اعلام	ortam	إِعلَام		N;NOM;INDF;SG
ortam	البيئة	ortam	بِيئَة		N;NOM;DEF;SG
ortam	بيئة	ortam	بِيئَة		N;NOM;INDF;SG
saf	ساذجة	saf	سَاذِجَة		ADJ;NOM;INDF;FEM;SG
saf	ساذج	saf	سَاذِج		ADJ;NOM;INDF;MASC;SG
saf	خالص	saf	خالص		
saf	نقي	saf	نَقي		N;NOM;INDF;SG
saf	نقية	saf	نَقِيَّة		ADJ;NOM;INDF;FEM;SG
elemeleri	المؤهلات	eleme	مُؤَهِّل	N;ACC;PL;3	N;NOM;DEF;PL
elemeleri	مؤهل	eleme	مُؤَهَّل	N;ACC;PL;3	N;NOM;INDF;SG
elemeleri	المؤهل	eleme	مُؤَهَّل	N;ACC;PL;3	N;NOM;DEF;SG
elemeleri	التاهيل	eleme	تَاهِيل	N;ACC;PL;3	N;NOM;DEF;SG
kaza	حادث	kaza	حَادِث		N;NOM;INDF;SG
kaza	الحادث	kaza	حَادِث		N;NOM;DEF;SG
kaza	حادثة	kaza	حَادِث		N;NOM;INDF;SG
kaza	تحطم	kaza	تَحَطُّم		N;NOM;INDF;SG
kaza	كراش	kaza	كراش		
kaza	الحوادث	kaza	حَادِث		N;NOM;DEF;PL
kaza	حوادث	kaza	حَادِث		N;NOM;INDF;PL
kalıcı	دائم	kalıcı	دَائِم		ADJ;NOM;INDF;MASC;SG
kalıcı	الدائم	kalıcı	دَائِم		ADJ;NOM;DEF;MASC;SG
kalıcı	دائمة	kalıcı	دَائِم		ADJ;NOM;INDF;FEM;SG
kalıcı	دايم	kalıcı	دايم		
kalıcı	الدائمة	kalıcı	دَائِم		ADJ;NOM;DEF;FEM;SG
paulo	باولو	paulo	بَاولُو	PROPN;NOM;SG;3	
paulo	باولو	paulo	بَاولُو	PROPN;NOM;SG;3	
şube	الفرع	şube	فَرع		N;NOM;DEF;SG
şube	فرع	şube	فَرع		N;NOM;INDF;SG
şube	برانش	şube	برانش		
rap	الراب	rap	رَاب		N;NOM;DEF;SG
rap	راب	rap	رَاب		N;NOM;INDF;SG
isyanı	التمرد	isyan	تَمَرُّد		N;NOM;DEF;SG
isyanı	تمرد	isyan	تَمَرُّد		N;NOM;INDF;SG
eleştiriler	الانتقاد	eleştiri	اِنتِقَاد	N;NOM;PL;3	N;NOM;DEF;SG
eleştiriler	انتقاد	eleştiri	اِنتِقَاد	N;NOM;PL;3	N;NOM;INDF;SG
eleştiriler	نقد	eleştiri	نَقد	N;NOM;PL;3	N;NOM;INDF;SG
eleştiriler	النقد	eleştiri	نَقد	N;NOM;PL;3	N;NOM;DEF;SG
eleştiriler	النقاد	eleştiri	نُقَاد	N;NOM;PL;3	N;NOM;DEF;SG
phoenix	فينيكس	phoen	فينيكس	PROPN;NOM;SG;3	
phoenix	فينكس	phoen	فينكس	PROPN;NOM;SG;3	
ikincil	الثانوية	ikincil	ثَانَوِيّ		N;NOM;DEF;SG
ikincil	ثانوي	ikincil	ثَانَوِيّ		ADJ;NOM;INDF;MASC;SG
ikincil	ثانوية	ikincil	ثَانَوِيّ		ADJ;NOM;INDF;FEM;SG
ikincil	الثانوي	ikincil	ثَانَوِيّ		
bruce	بروس	bruce	بروس		
shakespeare	شيكسبير	shakespeare	شِيكسبِير		
shakespeare	شكسبير	shakespeare	شكسبير		
duvar	حائط	duvar	حَائِط		N;NOM;INDF;SG
duvar	الحائط	duvar	حَائِط		N;NOM;DEF;SG
duvar	وول	duvar	وُول		
duvar	الجدار	duvar	جِدَار		N;NOM;DEF;SG
duvar	جدار	duvar	جِدَار		N;NOM;INDF;SG
duvar	اسوار	duvar	سُور		
duvar	الحوائط	duvar	حَائِط		N;NOM;DEF;PL
duvar	الحيطان	duvar	حِيطَان		
duvar	جدران	duvar	جِدرَان		
duvar	الجدران	duvar	جِدَار		N;NOM;DEF;PL
libya	الليبية	libya	لِيبِيَّة	PROPN;NOM;SG;3	N;NOM;DEF;SG
libya	الليبي	libya	لِيبِيّ	PROPN;NOM;SG;3	N;NOM;DEF;SG
libya	ليبيا	libya	لِيبِيَا	PROPN;NOM;SG;3	
tuz	المالحة	tuz	مَالِح		N;NOM;DEF;SG
tuz	الملح	tuz	مِلح		N;NOM;DEF;SG
tuz	سولت	tuz	سُولت		
tuz	ملح	tuz	ملح		N;NOM;INDF;SG
açar	يفتح	aç	فَتَح		V;IPFV;MASC;IND;SG;3;FIN;ACT
ayrılmış	منفصل	ayrıl	مُنفَصِل		ADJ;NOM;INDF;MASC;SG
ayrılmış	محفوظة	ayrıl	مَحفُوظ		N;NOM;INDF;SG
ayrılmış	محجوز	ayrıl	محجوز		ADJ;NOM;INDF;MASC;SG
ayrılmış	محجوزة	ayrıl	مَحجُوز		ADJ;NOM;INDF;FEM;SG
kolombiya	كولومبيا	kolombiya	كُولُومبِيَا	PROPN;NOM;SG;3	
kolombiya	كولومبيا	kolombiya	كُولُومبِيَا	PROPN;NOM;SG;3	
formula	المعادلة	formula	مُعَادَلَة		N;NOM;DEF;SG
formula	الصيغة	formula	صِيغَة		N;NOM;DEF;SG
formula	صيغة	formula	صِيغَة		N;NOM;INDF;SG
sayılar	الاعداد	say	إِعدَاد	N;NOM;PL;3	N;NOM;DEF;SG
deprem	الزلازل	deprem	زَلِيل	N;NOM;SG;3	N;NOM;DEF;PL
kullanılmış	استعمل	kullan	اِستَعمَل	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
kullanılmış	استخدم	kullan	اِستَخدَم	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;PFV;MASC;SG;3;ACT
kullanılmış	مستخدم	kullan	مُستَخدَم	V;PFV;NFH;IND;SG;3;POS;PST;PASS	N;NOM;INDF;SG
filozof	الفيلسوف	filozof	فَيلَسُوف		N;NOM;DEF;SG
çekim	الجذب	çekim	جَذب		N;NOM;DEF;PL
çekim	جاذبية	çekim	جَاذِبِيَّة		N;NOM;INDF;SG
çekim	جذب	çekim	جَذب		N;NOM;INDF;SG
kavram	المفهوم	kavram	مَفهُوم		N;NOM;DEF;SG
davis	دايفس	davis	دايفس		
davis	ديفيس	davis	دِيفِيس		
jimmy	جيمى	jimmy	جِيمِيّ		
jimmy	جيمي	jimmy	جِيمِيّ		
köylü	قروي	köylü	قَروِيّ		
köylü	الفلاح	köylü	فِلَاح		N;NOM;DEF;SG
köylü	فلاح	köylü	فلاح		
köylü	الفلاحين	köylü	فَلَّاح		N;NOM;DEF;PL
party	حفلة	party	حَفلَة		N;NOM;INDF;SG
party	الطرف	party	طَرَف		N;NOM;DEF;SG
party	حزب	party	حِزب		N;NOM;INDF;SG
party	حفل	party	حَفل		N;NOM;INDF;SG
party	الحزب	party	حِزب		N;NOM;DEF;SG
yelken	الابحار	yelken	إِبحَار		N;NOM;DEF;SG
yelken	ابحر	yelken	بَحر		
yelken	الشراع	yelken	شِرَاع		N;NOM;DEF;SG
yelken	تبحر	yelken	بَحَر		V;IPFV;FEM;IND;SG;3;FIN;ACT
yelken	الابحار	yelken	إِبحَار		N;NOM;DEF;SG
yelken	ابحر	yelken	بَحر		
divan	ديوان	divan	ديوان		
gönderilen	مقدم	gönder	مُقَدَّم	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
gönderilen	المقدم	gönder	مُقَدَّم	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;NOM;DEF;SG
gönderilen	ارسل	gönder	أَرسَل	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;SG;3;ACT
zemin	الطوابق	zemin	طَابِق		N;NOM;DEF;PL
zemin	طوابق	zemin	طَابِق		N;NOM;INDF;PL
zemin	ارضية	zemin	أَرضِيّ		ADJ;NOM;INDF;FEM;SG
zemin	طابق	zemin	طَابِق		N;NOM;INDF;SG
zemin	الارضية	zemin	أَرضِيّ		
zemin	الطابق	zemin	طَابِق		N;NOM;DEF;SG
kurgusal	الخيال	kurgusal	خِيَال	ADJ	N;NOM;DEF;SG
kurgusal	خيال	kurgusal	خيال	ADJ	N;NOM;INDF;SG
önder	زعيم	önde	زَعِيم		N;NOM;INDF;SG
önder	قائد	önde	قَائِد		N;NOM;INDF;SG
değerleri	قيم	değer	قِيمَة	N;NOM;PL;3	N;NOM;INDF;SG
mektup	الرسائل	mektup	رِسَالَة	N;NOM;SG;3	N;NOM;DEF;PL
mektup	احرف	mektup	احرف	N;NOM;SG;3	N;NOM;INDF;PL
mektup	رسائل	mektup	رِسَالَة	N;NOM;SG;3	N;NOM;INDF;PL
mektup	حروف	mektup	حَرف	N;NOM;SG;3	N;NOM;INDF;PL
mektup	الحروف	mektup	حَرف	N;NOM;SG;3	N;NOM;DEF;PL
mektup	خطاب	mektup	خطاب	N;NOM;SG;3	
tim	تيم	tim	تِيم		
mil	ميل	mil	مِيل		
mil	الميل	mil	مِيل		N;NOM;DEF;SG
mil	مايل	mil	مَايِل		
mil	ميل	mil	مِيل		
mil	مايلز	mil	مايلز		
mil	اميال	mil	مِيل		N;NOM;INDF;PL
senin	ملكك	sen	ملكك	PRO;GEN;SG;2	
senin	لك	sen	لِكَ	PRO;GEN;SG;2	
senin	تك	sen	تك	PRO;GEN;SG;2	
kamera	كاميرا	kamera	كَامِيرَا	N;NOM;SG;3	
albay	عقيد	albay	عَقِيد		N;NOM;INDF;SG
albay	كولونيل	albay	كُولُونِيل		
albay	العقيد	albay	عَقِيد		N;NOM;DEF;SG
köln	كولونيا	köln	كُولُونِيَا	PROPN;NOM;SG;3	
uzman	اخصائي	uzman	اِخِّصَائِيّ		
uzman	متخصص	uzman	مُتَخَصِّص		ADJ;NOM;INDF;MASC;SG
uzman	المتخصصة	uzman	مُتَخَصِّص		ADJ;NOM;DEF;FEM;SG
uzman	متخصصة	uzman	مُتَخَصِّص		ADJ;NOM;INDF;FEM;SG
uzman	اختصاصي	uzman	اختصاصي		
uzman	خبراء	uzman	خَبِير		N;NOM;INDF;PL
uzman	الخبراء	uzman	خَبِير		N;NOM;DEF;PL
uzman	خبير	uzman	خَبِير		N;NOM;INDF;SG
uzman	الخبير	uzman	خَبِير		N;NOM;DEF;SG
uzman	خبيرة	uzman	خَبِيرَة		ADJ;NOM;INDF;FEM;SG
uzman	الخبيرة	uzman	خَبِيرَة		N;NOM;DEF;SG
anderson	اندرسون	anderson	أَندِرسُون	PROPN;NOM;SG;3	
doctor	الدكتور	doctor	دُكتُور		N;NOM;DEF;SG
doctor	طبيب	doctor	طبيب		N;NOM;INDF;SG
doctor	دكتور	doctor	دُكتُور		
doctor	الطبيب	doctor	طَبِيب		N;NOM;DEF;SG
doctor	دكتورة	doctor	دُكتُورَة		
das	داس	das	دَاس		
yazmaya	الكتابه	yaz	الكتابه	ADV	
yazmaya	كتابة	yaz	كِتَابَة	ADV	N;NOM;INDF;SG
yazmaya	اكتب	yaz	كِتَاب	ADV	
yazmaya	الكتابة	yaz	كِتَابَة	ADV	N;NOM;DEF;SG
imha	الابادة	imha	بَادّ		N;NOM;DEF;SG
imha	دمر	imha	دَمَّر		V;PFV;MASC;SG;3;ACT
imha	دمرت	imha	دَمَّر		V;PFV;FEM;SG;3;ACT
imha	الابادة	imha	بَادّ		N;NOM;DEF;SG
imha	دمار	imha	دَمَار		N;NOM;INDF;SG
imha	الدمار	imha	دَمَار		N;NOM;DEF;SG
imha	تدمير	imha	تَدمِير		N;NOM;INDF;SG
imha	التدمير	imha	تَدمِير		N;NOM;DEF;SG
muş	موس	i	موس		
donanma	البحرية	donan	بَحرِيَّة		N;NOM;DEF;SG
donanma	بحرية	donan	بَحرِيّ		ADJ;NOM;INDF;FEM;SG
donanma	اسطول	donan	أُسطُول		N;NOM;INDF;SG
but	فخذ	but	فَخذ		
but	الفخذ	but	فَخذ		N;NOM;DEF;SG
but	الردف	but	رَدَف		N;NOM;DEF;SG
mini	mini	mini	أَثَّث		
mini	مصغرة	mini	مُصَغَّر		ADJ;NOM;INDF;FEM;SG
mini	ميني	mini	ميني		
mini	مصغر	mini	مَصغَر		ADJ;NOM;INDF;MASC;SG
metro	مترو	metro	مترو		
metro	ميترو	metro	ميترو		
değişiklikleri	تغيرات	değişiklik	تَغَيُّر	N;ACC;PL;3	N;NOM;INDF;PL
değişiklikleri	تغييرات	değişiklik	تَغيِير	N;ACC;PL;3	N;NOM;INDF;PL
değişiklikleri	التغييرات	değişiklik	تَغيِير	N;ACC;PL;3	N;NOM;DEF;PL
değişiklikleri	التغيرات	değişiklik	تَغَيُّر	N;ACC;PL;3	N;NOM;DEF;PL
kaldırıldı	ازال	kal	أَزَال	V;PFV;IND;SG;3;POS;PST;PASS	
istatistik	احصاءات	istatistik	إِحصَاء		N;NOM;INDF;PL
istatistik	الاحصائيات	istatistik	إِحصَائِيّ		ADJ;NOM;DEF;FEM;PL
istatistik	الاحصاءات	istatistik	إِحصَاء		N;NOM;DEF;PL
istatistik	الاحصاء	istatistik	إِحصَاء		N;NOM;DEF;SG
istatistik	احصائيات	istatistik	إِحصَائِيّ		ADJ;NOM;INDF;FEM;PL
istatistik	احصائيات	istatistik	إِحصَائِيّ		ADJ;NOM;INDF;FEM;PL
istatistik	احصائية	istatistik	إِحصَائِيّ		ADJ;NOM;INDF;FEM;SG
bütçe	ميزانية	bütçe	مِيزَانِيَّة		N;NOM;INDF;SG
bütçe	الميزانية	bütçe	مِيزَانِيَّة		N;NOM;DEF;SG
baz	القاعدة	baz	قَاعِدَة		N;NOM;DEF;SG
baz	قاعدة	baz	قَاعِدَة		N;NOM;INDF;SG
sibirya	سيبيريا	sibirya	سِيبِيرِيَا		
sibirya	سيبيريا	sibirya	سِيبِيرِيَا		
cok	جدا	cok	جِدّ		N;ACC;INDF;SG
petersburg	بطرسبرج	petersburg	بطرسبرج	PROPN;NOM;SG;3	
fernando	فرناندو	fernando	فِرنَاندُو	PROPN;NOM;SG;3	
ayakta	واقف	ayak	وَاقِف	N;ESS;SG;3	
ayakta	واقفة	ayak	واقفة	N;ESS;SG;3	ADJ;NOM;INDF;FEM;SG
ayakta	الوقوف	ayak	وُقُوف	N;ESS;SG;3	N;NOM;DEF;SG
örnekleri	الامثلة	örnek	الامثلة	N;ACC;PL;3	N;NOM;DEF;PL
örnekleri	امثلة	örnek	امثلة	N;ACC;PL;3	N;NOM;INDF;PL
örnekleri	العينات	örnek	عِينَة	N;ACC;PL;3	N;NOM;DEF;PL
örnekleri	عينات	örnek	عينات	N;ACC;PL;3	N;NOM;INDF;PL
atılan	القيت	at	قَيت	V;PFV;IND;POS;PRS;V.PTCP;PASS	
cephe	واجهة	cephe	وَاجِهَة		N;NOM;INDF;SG
cephe	جبهة	cephe	جَبهَة		N;NOM;INDF;SG
cephe	الجبهة	cephe	جَبهَة		N;NOM;DEF;SG
sıkça	غالبا	sıkça	غَالِب		ADJ;ACC;INDF;MASC;SG
boks	الملاكمة	boks	مُلَاكَمَة		N;NOM;DEF;SG
boks	ملاكمة	boks	مُلَاكَمَة		N;NOM;INDF;SG
programlama	برمجة	programlama	برمجة		N;NOM;INDF;SG
programlama	البرمجة	programlama	بَرمَجَة		N;NOM;DEF;SG
tarımsal	زراعية	tarımsal	زِرَاعِيّ		ADJ;NOM;INDF;FEM;SG
tarımsal	الزراعة	tarımsal	زِرَاعَة		N;NOM;DEF;SG
tarımsal	زراعة	tarımsal	زِرَاعَة		N;NOM;INDF;SG
yaprak	الورقة	yaprak	وَرَقَة		N;NOM;DEF;SG
yaprak	ورقة	yaprak	وَرَقَة		N;NOM;INDF;SG
yaprak	يترك	yaprak	تَرَك		V;IPFV;MASC;IND;SG;3;FIN;ACT
yaprak	ورقة	yaprak	وَرَقَة		N;NOM;INDF;SG
kırsal	الريف	kırsal	رِيف		N;NOM;DEF;SG
kırsal	ريفية	kırsal	رِيفِيّ		ADJ;NOM;INDF;FEM;SG
kırsal	الريف	kırsal	رِيف		N;NOM;DEF;SG
kırsal	ريفي	kırsal	ريفي		
sevgili	الغالي	sevgili	الغالي		
sevgili	عزيزي	sevgili	عزيزي		
sevgili	عزيز	sevgili	عزيز		
sevgili	عزيزتي	sevgili	عزيزتي		
sevgili	عشاق	sevgili	عِشَاق		
sevgili	حبايب	sevgili	حبايب		
sevgili	العشاق	sevgili	عِشَاق		N;NOM;DEF;SG
sevgili	الحبيب	sevgili	الحبيب		N;NOM;DEF;SG
sevgili	المحبوب	sevgili	مَحبُوب		ADJ;NOM;DEF;MASC;SG
sevgili	حبيب	sevgili	حبيب		
sevgili	الحبيب	sevgili	الحبيب		N;NOM;DEF;SG
sevgili	عاشقة	sevgili	عَاشِق		N;NOM;INDF;SG
sevgili	عاشق	sevgili	عَاشِق		
sevgili	العاشق	sevgili	عَاشِق		N;NOM;DEF;SG
tahmini	تقديرات	tahmin	تَقدِير	N;NOM;SG;3	N;NOM;INDF;PL
tahmini	التقديرات	tahmin	تَقدِير	N;NOM;SG;3	N;NOM;DEF;PL
tahmini	توقع	tahmin	تَوَقَّع	N;NOM;SG;3	V;MASC;IMP;SG
twitter	تويتر	twit	تويتر		
twitter	twitt	twit	twitt		
diplomatik	دبلوماسية	diplomatik	دِبلُومَاسِيّ	N;NOM;SG;3	ADJ;NOM;INDF;FEM;SG
diplomatik	دبلوماسي	diplomatik	دِبلُومَاسِيّ	N;NOM;SG;3	ADJ;NOM;INDF;MASC;SG
üzüm	عنب	üz	عُنبَ		
üzüm	الكروم	üz	كُرُوم		N;NOM;DEF;SG
üzüm	فاينز	üz	فاينز		
üzüm	عنب	üz	عُنبَ		
üzüm	العنب	üz	عُنب		N;NOM;DEF;SG
maksimum	ماكس	maksi	مَاكس		
maksimum	الاقصى	maksi	أَقصَى		N;NOM;DEF;SG
terfi	الترويج	terfi	تَروِيج		N;NOM;DEF;SG
terfi	الترقية	terfi	تُرقِيّ		N;NOM;DEF;SG
terfi	الترقيات	terfi	تُرقِيّ		N;NOM;DEF;PL
terfi	ترويج	terfi	تَروِيج		N;NOM;INDF;SG
terfi	تعزيز	terfi	تَعزِيز		N;NOM;INDF;SG
terfi	ترقية	terfi	تَرقِيَة		N;NOM;INDF;SG
elektromanyetik	الكهرومغناطيسية	elektromanyetik	كَهرُومغَاطِيسِيَّة	N;NOM;SG;3	
analiz	التحليلات	analiz	تَحلِيل	N;NOM;SG;3	N;NOM;DEF;PL
analiz	تحليلات	analiz	تَحلِيل	N;NOM;SG;3	N;NOM;INDF;PL
analiz	تحليلات	analiz	تَحلِيل	N;NOM;SG;3	N;NOM;INDF;PL
portakal	اورانج	portakal	اورانج		
portakal	البرتقالي	portakal	بُرتُقَالِيّ		ADJ;NOM;DEF;MASC;SG
portakal	برتقالي	portakal	بُرتُقَالِيّ		
portakal	برتقال	portakal	بُرتُقَال		
portakal	برتقالية	portakal	بُرتُقَالِيّ		ADJ;NOM;INDF;FEM;SG
portakal	البرتقال	portakal	بُرتُقَال		N;NOM;DEF;SG
portakal	برتقال	portakal	بُرتُقَال		
izlanda	ايسلندا	izlan	ايسلندا		
guy	غاي	guy	غاي		
guy	الرجل	guy	رَجُل		N;NOM;DEF;SG
gövde	هيكل	gövde	هَيكَل		N;NOM;INDF;SG
gövde	الهيكل	gövde	هَيكَل		N;NOM;DEF;SG
gövde	الجذع	gövde	جِذَّة		N;NOM;DEF;SG
gövde	جذع	gövde	جَذع		N;NOM;INDF;SG
gövde	الصندوق	gövde	صُندُوق		N;NOM;DEF;SG
gövde	جذع	gövde	جَذع		N;NOM;INDF;SG
galler	ويلز	gal	ويلز		
biyolojik	البيولوجية	biyolojik	بِيُولُوجِيّ		
biyolojik	بيولوجية	biyolojik	بِيُولُوجِيّ		ADJ;NOM;INDF;FEM;SG
biyolojik	بيولوجي	biyolojik	بيولوجي		N;NOM;INDF;SG
ata	تعيين	ata	تَعيِين		N;NOM;INDF;SG
karbon	الكربون	karbon	الكربون		
karbon	كربون	karbon	كربون		
karbon	الكربوني	karbon	الكربوني		
biçim	ستايل	biçim	ستايل		
biçim	اسلوب	biçim	أُسلُوب		N;NOM;INDF;SG
biçim	النمط	biçim	نَمَط		N;NOM;DEF;SG
biçim	الاسلوب	biçim	أُسلُوب		N;NOM;DEF;SG
biçim	شكل	biçim	شَكل		N;NOM;INDF;SG
biçim	الشكل	biçim	شَكل		N;NOM;DEF;SG
biçim	استمارة	biçim	اِستِمَارَة		N;NOM;INDF;SG
biçim	النموذج	biçim	نَمُوذَج		N;NOM;DEF;SG
biçim	نسق	biçim	نَسَق		N;NOM;INDF;SG
biçim	الشكل	biçim	شَكل		N;NOM;DEF;SG
biçim	تنسيق	biçim	تَنسِيق		N;NOM;INDF;SG
biçim	شكل	biçim	شَكل		N;NOM;INDF;SG
biçim	الشكل	biçim	شَكل		N;NOM;DEF;SG
esc	e	esc	هُوَ		
baraj	دام	baraj	دَام		V;PFV;MASC;SG;3;ACT
baraj	السد	baraj	سُدّ		N;NOM;DEF;SG
baraj	سد	baraj	سَدّ		N;NOM;INDF;SG
baraj	سدا	baraj	سُدّ		N;ACC;INDF;SG
baraj	السدود	baraj	سُدّ		N;NOM;DEF;PL
mühendis	المهندس	mühendis	مُهَندِس		N;NOM;DEF;SG
mühendis	مهندس	mühendis	مُهَندِس		N;NOM;INDF;SG
gen	الجين	gen	جِين		N;NOM;DEF;SG
gen	جينات	gen	جَينَة		N;NOM;INDF;PL
gen	الجينات	gen	جَينَة		N;NOM;DEF;PL
parçacık	جسيمات	parçacık	جَسِيم	N;NOM;SG;3	N;NOM;INDF;PL
parçacık	الجسيمات	parçacık	جَسِيم	N;NOM;SG;3	N;NOM;DEF;PL
editör	محرر	editör	محرر		N;NOM;INDF;SG
editör	محررة	editör	محررة		ADJ;NOM;INDF;FEM;SG
editör	المحرر	editör	مُحَرَّر		N;NOM;DEF;SG
editör	افتتاحية	editör	اِفتِتَاحِيَّة		N;NOM;INDF;SG
editör	الافتتاحية	editör	اِفتِتَاحِيّ		ADJ;NOM;DEF;FEM;SG
editör	التحرير	editör	تَحرِير		N;NOM;DEF;SG
johnny	جوني	johnny	جُونِيّ		
johnny	جونى	johnny	جونى		
rakibi	منافس	rakip	مُنَافِس	N;NOM;SG;3	
rakibi	منافس	rakip	مُنَافِس	N;NOM;SG;3	
rakibi	خصم	rakip	خصم	N;NOM;SG;3	
malta	مالطة	malta	مَالِط	PROPN;NOM;SG;3	N;NOM;INDF;SG
malta	مالطة	malta	مَالِط	PROPN;NOM;SG;3	N;NOM;INDF;SG
open	مفتوح	open	مَفتُوح		ADJ;NOM;INDF;MASC;SG
open	مفتوحة	open	مَفتُوح		ADJ;ACC;INDF;FEM;SG
open	افتح	open	فَتَح		
open	فتح	open	فتح		
arif	عارف	arif	عارف		
moda	ازياء	moda	زِيّ		
moda	الازياء	moda	زِيّ		N;NOM;DEF;SG
moda	موضة	moda	مُوضَة		N;NOM;INDF;SG
moda	الموضة	moda	مُوضَة		N;NOM;DEF;SG
ikamet	مقيمة	ikamet	مُقَيَّمَة		ADJ;NOM;INDF;FEM;SG
ikamet	المقيم	ikamet	مُقِيم		N;NOM;DEF;SG
ikamet	مقيم	ikamet	مُقَيَّم		N;NOM;INDF;SG
ikamet	المقيمون	ikamet	مُقَيَّم		N;NOM;DEF;PL
ikamet	الاقامة	ikamet	إِقَامَة		N;NOM;DEF;SG
ikamet	اقامة	ikamet	إِقَامَة		N;NOM;INDF;SG
ikamet	سكني	ikamet	سَكَنِيّ		ADJ;NOM;INDF;MASC;SG
yangın	النار	yangın	نَار		N;NOM;DEF;SG
yangın	نار	yangın	نَار		N;NOM;INDF;SG
