úseky	раздели	úsek	разделя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;2;FIN
metoděje	методий	metoděj	методий	N;ANIM;NOM;MASC;PL;POS	N;INDF;MASC;SG
interní	вътрешно	interní	вътрешен	ADJ;NOM;MASC;SG;POS	ADV
interní	вътрешни	interní	вътрешен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
odstraněny	премахната	odstraněný	премахен	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odstraněny	премахнато	odstraněný	премахна	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odstraněny	премахнат	odstraněný	премахна	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
odstraněny	премахнати	odstraněný	премахна	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
odstraněny	отстранени	odstraněný	отстраня-(се)	ADJ;INAN;PL;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
tokio	токио	tokio	токио	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
váhy	тегло	váha	тегло	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
váhy	тежест	váha	тежест	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
závislá	зависими	závislý	зависим	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
závislá	зависимо	závislý	зависимо	ADJ;NOM;FEM;SG;POS	ADV
závislá	зависим	závislý	завися	ADJ;NOM;FEM;SG;POS	N;INDF;MASC;SG
závislá	пристрастена	závislý	пристрастя	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
marseille	марсилия	marseille	марсилия	PROPN;NEUT;POS	PROPN;INDF;FEM;SG
marseille	марсилия	marseille	марсилия	PROPN;NEUT;POS	PROPN;INDF;FEM;SG
hnědá	кафяви	hnědý	кафяв	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
hnědá	браун	hnědý	браун	ADJ;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
hnědá	кафяво	hnědý	кафяво	ADJ;NOM;FEM;SG;POS	ADV
charlotte	шарлот	charlott	шарлот	PROPN;FEM;SG;POS	N;INDF;FEM;SG
charlotte	шарлота	charlott	шарлота	PROPN;FEM;SG;POS	N;INDF;FEM;SG
charlotte	шарлът	charlott	шарл	PROPN;FEM;SG;POS	N;DEF;MASC;SG
roland	роланд	roland	роланд	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
těsné	стегнато	těsný	стегна-(се)	ADJ;NOM;NEUT;SG;POS	ADV
těsné	здраво	těsný	здраво	ADJ;NOM;NEUT;SG;POS	ADV
indianapolis	индианаполис	indianapolis	индианаполис	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
náhradní	резервни	náhradní	резервен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
náhradní	подмяна	náhradní	подмяна	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
náhradní	замяна	náhradní	замяна	ADJ;NOM;MASC;SG;POS	N;INDF;FEM;SG
náhradní	заместване	náhradní	заместване	ADJ;NOM;MASC;SG;POS	N;INDF;NEUT;SG
warner	уорнър	warner	уорнър	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
krk	нек	krk	нек	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;FEM;SG
edmund	едмънд	edmund	едмънд	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
klein	клайн	klein	клайн	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
automatické	автоматично	automatický	автоматично	ADJ;NOM;NEUT;SG;POS	ADV
automatické	авто	automatický	авто	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;PL
automatické	автоматични	automatický	автоматичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
automatické	автоматично	automatický	автоматично	ADJ;NOM;NEUT;SG;POS	ADV
oskar	оскар	oskar	оскар	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
oskar	оскар	oskar	оскар	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
živá	живи	živý	жив	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
živá	живей	živý	живей	ADJ;NOM;FEM;SG;POS	V;IPFV;IMP;SG;2;FIN
živá	оживено	živý	оживено	ADJ;NOM;FEM;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
živá	живи	živý	жив	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
spektrum	спектрите	spektrum	спектра	N;NOM;NEUT;SG;POS	N;DEF;FEM;PL
vyzval	предизвикан	vyzvat	предизвикам	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyzval	предизвикана	vyzvat	предизвикам	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
disciplíny	дисциплина	disciplína	дисциплина	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
robinson	робинсън	robinson	робинсън	N;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
sousedních	съседна	sousední	съседен	ADJ;GEN;MASC;PL;POS	ADJ;INDF;FEM;SG
arch	арка	arch	арка	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;FEM;SG
vražda	убийства	vražda	убийство	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
vražda	убийства	vražda	убийство	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
příjmy	приход	příjem	приход	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
příjmy	приход	příjem	приход	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
příjmy	доход	příjem	доход	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
argentiny	аржентина	argentina	аржентина	PROPN;NOM;FEM;SG;POS	N;INDF;FEM;SG
fyzicky	физически	fyzicky	физически	ADV;POS	ADJ;INDF;MASC;SG
sofie	софия	sofie	софия	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
sofie	софия	sofie	софия	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
bohatý	рич	bohatý	рич	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
bohatý	богато	bohatý	богат	ADJ;INAN;NOM;MASC;SG;POS	ADV
bohatý	богати	bohatý	богат	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
bohatý	заможни	bohatý	заможен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
konflikty	конфликт	konflikt	конфликт	N;INAN;NOM;MASC;PL;POS	N;INDF;MASC;SG
main	основни	main	основен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
main	основна	main	основен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
main	главна	main	главен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;FEM;SG
main	главен	main	главен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;MASC;SG
main	главни	main	главен	PROPN;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
růžové	розово	růžový	розово	ADJ;NOM;NEUT;SG;POS	ADV
růžové	розови	růžový	розов	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
růžové	розе	růžový	розе	ADJ;NOM;NEUT;SG;POS	N;INDF;NEUT;SG
creek	крийк	creek	крийк	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
saturn	сатурн	saturn	сатурн	N;INAN;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
šedé	сив	šedý	сив	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
šedé	сиво	šedý	сиво	ADJ;NOM;NEUT;SG;POS	ADV
šedé	сиви	šedý	сив	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
šedé	грей	šedý	грей	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
šedé	сив	šedý	сив	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
šedé	сиво	šedý	сиво	ADJ;NOM;NEUT;SG;POS	ADV
šedé	сиви	šedý	сив	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
šedé	грей	šedý	грей	ADJ;NOM;NEUT;SG;POS	PROPN;INDF;MASC;SG
graham	греъм	graham	греъм	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
podloží	недра	podloží	недър	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
nalezena	намерено	nalezený	намеря-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
nalezena	намерени	nalezený	намеря-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
nalezena	открит	nalezený	открия-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
nalezena	намерена	nalezený	намеря-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
nalezena	намерен	nalezený	намеря-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vánoce	рождество	vánoce	рождество	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
vánoce	коледа	vánoce	коледа	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
byliny	хърб	býlina	хърб	N;NOM;FEM;PL;POS	PROPN;INDF;MASC;SG
byliny	билка	býlina	билка	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
byliny	биле	býlina	съм	N;NOM;FEM;PL;POS	N;INDF;NEUT;SG
sériové	серийни	sériový	сериен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
sériové	сериен	sériový	сериен	ADJ;NOM;NEUT;SG;POS	N;INDF;MASC;SG
výrazy	изрази	výraz	изразя-(се)	N;INAN;NOM;MASC;PL;POS	V;PFV;IMP;SG;3;PST;FIN;ACT
výrazy	изразяване	výraz	изразяване	N;INAN;NOM;MASC;PL;POS	N;INDF;NEUT;SG
stewart	стюърт	stewart	стюърт	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
stewart	стюарт	stewart	стюарт	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
stewart	стюард	stewart	стюард	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
těžká	тежки	těžký	тежък	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
těžká	тежко	těžký	тежко	ADJ;NOM;FEM;SG;POS	ADV
předsednictva	бюрото	předsednictvo	бюро	N;NOM;NEUT;PL;POS	N;DEF;NEUT;SG
předsednictva	бюро	předsednictvo	бюро	N;NOM;NEUT;PL;POS	N;INDF;NEUT;SG
stoupá	изгряваща	stoupat	изгрявам	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
vyjednávání	преговори	vyjednávání	преговори	N;NOM;NEUT;SG;POS	N;INDF
vyjednávání	преговорите	vyjednávání	преговори	N;NOM;NEUT;SG;POS	N;DEF
vyjednávání	преговори	vyjednávání	преговори	N;NOM;NEUT;SG;POS	N;INDF
vyjednávání	преговори	vyjednávání	преговори	N;NOM;NEUT;SG;POS	N;INDF
vyjednávání	преговорите	vyjednávání	преговори	N;NOM;NEUT;SG;POS	N;DEF
vyjednávání	преговори	vyjednávání	преговори	N;NOM;NEUT;SG;POS	N;INDF
zachovat	запазване	zachovat	запазване	V;POS;NFIN	N;INDF;NEUT;SG
zachovat	запазване	zachovat	запазване	V;POS;NFIN	N;INDF;NEUT;SG
zachovat	поддържане	zachovat	поддържане	V;POS;NFIN	N;INDF;NEUT;SG
zaměstnance	работник	zaměstnanec	работник	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;SG
zaměstnance	служител	zaměstnanec	служител	N;ANIM;ACC;MASC;PL;POS	N;INDF;MASC;SG
zaměstnance	служителка	zaměstnanec	служителка	N;ANIM;ACC;MASC;PL;POS	N;INDF;FEM;SG
alberto	алберта	alberto	алберт	PROPN;ANIM;NOM;MASC;SG;POS	N;DEF;FEM;SG
alberto	алберто	alberto	алберто	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;MASC;SG
obtížně	труден	obtížně	труден	ADV;POS	ADJ;INDF;MASC;SG
obtížně	трудни	obtížně	труден	ADV;POS	ADJ;INDF;PL
obtížně	трудна	obtížně	труден	ADV;POS	ADJ;INDF;FEM;SG
lidský	човешко	lidský	човешки	ADJ;INAN;NOM;MASC;SG;POS	ADV
lidský	човек	lidský	човек	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;MASC;SG
thompson	томсън	thompson	томсън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
thompson	томпсън	thompson	томпсън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
ville	виле	ville	виле	PROPN;NOM;MASC;SG;POS	PROPN;SG
jam	джем	jam	джем	N;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
magnetické	магнитен	magnetický	магнитен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
norské	норвежки	norský	норвежки	ADJ;NOM;MASC;PL;POS	PROPN;INDF;MASC;SG
potlačení	репресии	potlačení	репресия	N;NOM;NEUT;SG;POS	N;INDF;FEM;PL
subjektivní	субективно	subjektivní	субективен	ADJ;NOM;MASC;SG;POS	ADV
lou	лу	lou	лу	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
omezit	намаляване	omezit	намаляване	V;PFV;POS;NFIN	N;INDF;NEUT;SG
omezit	лимит	omezit	лимит	V;PFV;POS;NFIN	N;INDF;MASC;SG
omezit	граница	omezit	граница	V;PFV;POS;NFIN	N;INDF;FEM;SG
omezit	ограничаване	omezit	ограничаване	V;PFV;POS;NFIN	N;INDF;NEUT;SG
omezit	ограничение	omezit	ограничение	V;PFV;POS;NFIN	N;INDF;NEUT;SG
hrobky	гроб	hrobka	гроб	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
hrobky	гробница	hrobka	гробница	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
hrobky	гробницата	hrobka	гробница	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
referendum	референдуми	referendum	референдум	N;NOM;NEUT;SG;POS	N;INDF;MASC;PL
určeno	предназначен	určený	предназнача	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
určeno	предвидена	určený	предвидя	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
určeno	предназначени	určený	предназнача	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
larvy	ларва	larva	ларвам	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
reklamy	рекламен	reklama	рекламен	N;NOM;FEM;PL;POS	ADJ;INDF;MASC;SG
reklamy	реклама	reklama	реклама	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
vyhnout	избягване	vyhnout	избягване	V;POS;NFIN	N;INDF;NEUT;SG
bakterií	бактерии	bakterie	бактерия	N;INS;FEM;SG;POS	N;INDF;FEM;PL
ahoj	ало	ahoj	ало	INTJ	N;INDF;MASC;SG
ahoj	здравейте	ahoj	здравейте	INTJ	N;INDF;MASC;SG
ann	анн	ann	анн	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
ann	ан	ann	ан	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
návštěva	посетете	návštěva	посетя	N;NOM;FEM;SG;POS	V;PFV;IMP;PL;2;FIN
pevný	твърдо	pevný	твърдо	ADJ;INAN;NOM;MASC;SG;POS	ADV
pevný	фирма	pevný	фирма	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
pevný	твърдо	pevný	твърдо	ADJ;INAN;NOM;MASC;SG;POS	ADV
magic	магии	magic	магия	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;PL
magic	вълшебство	magic	вълшебство	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;NEUT;SG
magic	магия	magic	магия	PROPN;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
přítomen	подарък	přítomný	подарък	ADJ;MASC;SG;POS	N;INDF;MASC;SG
přítomen	настояще	přítomný	настояще	ADJ;MASC;SG;POS	N;INDF;NEUT;SG
přítomen	присъстващи	přítomný	присъствам	ADJ;MASC;SG;POS	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
specifický	конкретни	specifický	конкретен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
specifický	специфично	specifický	специфично	ADJ;INAN;NOM;MASC;SG;POS	ADV
specifický	специфични	specifický	специфичен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
stáhnout	сваляне	stáhnout	сваляне	V;POS;NFIN	N;INDF;NEUT;SG
stáhnout	изтегляне	stáhnout	изтегляне	V;POS;NFIN	N;INDF;NEUT;SG
stáhnout	оттегляне	stáhnout	оттегляне	V;POS;NFIN	N;INDF;NEUT;SG
tennessee	тенеси	tennesse	тенес	PROPN;NEUT;SG;POS	PROPN;INDF;MASC;SG
hluboká	дълбоки	hluboký	дълбок	ADJ;NOM;FEM;SG;POS	ADJ;INDF;PL
hluboká	дълбоко	hluboký	дълбоко	ADJ;NOM;FEM;SG;POS	ADV
očekávání	очакванията	očekávání	очакване	N;NOM;NEUT;SG;POS	N;DEF;NEUT;PL
očekávání	очаквания	očekávání	очакване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
očekávání	очаквания	očekávání	очакване	N;NOM;NEUT;SG;POS	N;INDF;NEUT;PL
vyrobené	направена	vyrobený	направя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyrobené	направено	vyrobený	направя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vyrobené	направен	vyrobený	направя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyrobené	направени	vyrobený	направя-(се)	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
vyrobené	произведени	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
vyrobené	произведена	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyrobené	произведен	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyrobené	произведено	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
vyrobené	произведени	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
vyrobené	произведена	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
vyrobené	произведен	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
vyrobené	произведено	vyrobený	произведа	ADJ;NOM;NEUT;PL;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
catherine	катрин	catherine	катрин	PROPN;FEM;SG;POS	PROPN;INDF;FEM;SG
catherine	катерина	catherine	катерина	PROPN;FEM;SG;POS	N;INDF;FEM;SG
potřebují	необходимост	potřebovat	необходимост	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	N;INDF;FEM;SG
potřebují	нужда	potřebovat	нужда	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	N;INDF;FEM;SG
potřebují	потребност	potřebovat	потребност	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT	N;INDF;FEM;SG
překonat	преодоляване	překonat	преодоляване	V;PFV;POS;NFIN	N;INDF;NEUT;SG
víra	фейт	víra	фейт	N;NOM;FEM;SG;POS	PROPN;INDF;MASC;SG
harrison	харисън	harrison	харисън	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
swe	swe	swe	swe	PROPN;FEM;SG;POS	N;INDF;MASC;SG
joachim	йоахим	joachim	йоахим	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
spáchal	отдадена	spáchat	отдам-(се)	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
spáchal	извършено	spáchat	извърша	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
spáchal	извършени	spáchat	извърша	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;PL;V.PTCP;PASS
spáchal	обвързан	spáchat	обвържа	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
spáchal	ангажиран	spáchat	ангажирам	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
erupce	изригвания	erupce	изригване	N;NOM;FEM;SG;POS	N;INDF;NEUT;PL
nezávislá	независими	závislý	независим	ADJ;NOM;FEM;SG;NEG	ADJ;INDF;PL
bezprostřední	предстоящо	bezprostřední	предстоя	ADJ;NOM;MASC;SG;POS	ADV
bezprostřední	незабавно	bezprostřední	незабавно	ADJ;NOM;MASC;SG;POS	ADV
pozdě	закъснява	pozdě	закъснявам	ADV;POS	V;IPFV;IND;SG;3;PRS;FIN;ACT
bin	кошче	bin	кошче	PROPN;ANIM;NOM;MASC;SG;POS	N;INDF;NEUT;SG
bin	бин	bin	бин	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
oblíbený	популярно	oblíbený	популярен	ADJ;INAN;NOM;MASC;SG;POS	ADV
oblíbený	популярни	oblíbený	популярен	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
oblíbený	любимо	oblíbený	любимо	ADJ;INAN;NOM;MASC;SG;POS	ADV
oblíbený	любими	oblíbený	любим	ADJ;INAN;NOM;MASC;SG;POS	ADJ;INDF;PL
oblíbený	любимка	oblíbený	любимка	ADJ;INAN;NOM;MASC;SG;POS	N;INDF;FEM;SG
bavorsko	бавария	bavorský	бавария	PROPN;NOM;NEUT;SG;POS	PROPN;INDF;FEM;SG
encyklopedické	енциклопедични	encyklopedický	енциклопедичен	ADJ;NOM;NEUT;SG;POS	ADJ;INDF;PL
epidemie	епидемии	epidemie	епидемия	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
epidemie	епидемии	epidemie	епидемия	N;NOM;FEM;SG;POS	N;INDF;FEM;PL
satelitní	спътник	satelitní	спътник	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
satelitní	сателитно	satelitní	сателитен	ADJ;NOM;MASC;SG;POS	ADV
satelitní	сателит	satelitní	сателит	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
mimořádné	необикновено	mimořádný	необикновено	ADJ;NOM;MASC;PL;POS	ADV
mimořádné	необикновен	mimořádný	необикновен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
mimořádné	изключителна	mimořádný	изключителен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
mimořádné	изключителен	mimořádný	изключителен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;MASC;SG
mimořádné	изключителна	mimořádný	изключителен	ADJ;NOM;MASC;PL;POS	ADJ;INDF;FEM;SG
herečky	актриса	herečka	актриса	N;NOM;FEM;PL;POS	N;INDF;FEM;SG
herečky	актрисата	herečka	актриса	N;NOM;FEM;PL;POS	N;DEF;FEM;SG
auf	auf	auf	auf	PROPN;FEM;SG;POS	INTJ
morgan	морган	morgan	морган	PROPN;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
reprezentativní	представително	reprezentativní	представително	ADJ;NOM;MASC;SG;POS	ADV
reprezentativní	представителни	reprezentativní	представителен	ADJ;NOM;MASC;SG;POS	ADJ;INDF;PL
reprezentativní	представител	reprezentativní	представител	ADJ;NOM;MASC;SG;POS	N;INDF;MASC;SG
flotily	флотилия	flotila	флотилия	N;NOM;FEM;PL;POS	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
flotily	флота	flotila	флот	N;NOM;FEM;PL;POS	N;DEF;MASC;SG
flotily	флот	flotila	флот	N;NOM;FEM;PL;POS	N;INDF;MASC;SG
arábie	арабия	arábie	арабия	PROPN;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
ohrožené	застрашена	ohrožený	застраша	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ohrožené	застрашени	ohrožený	застраша	ADJ;NOM;MASC;PL;POS	V;PFV;INDF;PL;V.PTCP;PASS
klára	клара	klára	клар	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
klára	клара	klára	клар	N;NOM;FEM;SG;POS	PROPN;INDF;FEM;SG
kiss	кис	kiss	кис	PROPN;MASC;SG;POS	N;INDF;MASC;SG
kiss	целувка	kiss	целувка	PROPN;MASC;SG;POS	N;INDF;FEM;SG
terry	тери	terr	тера	N;ANIM;NOM;MASC;SG;POS	PROPN;INDF;MASC;SG
prodloužena	разширени	prodloužený	разширя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
prodloužena	разширена	prodloužený	разширя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
prodloužena	удължен	prodloužený	удължа	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
prodloužena	разширен	prodloužený	разширя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
prodloužena	разширено	prodloužený	разширя-(се)	ADJ;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
odmítli	отхвърлена	odmítnout	отхвърля	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odmítli	отказана	odmítnout	откажа-(се)	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
dáno	дадени	daný	дам-(се)	ADJ;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
dáno	дадено	daný	даден	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADV
specializované	специализирана	specializovaný	специализирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
specializované	специализирано	specializovaný	специализирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
specializované	специализиран	specializovaný	специализирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
specializované	специализирани	specializovaný	специализирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;PL;V.PTCP;PASS
specializované	специализирана	specializovaný	специализирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
specializované	специализиран	specializovaný	специализирам	ADJ;NOM;NEUT;SG;POS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
