nie	non	nie	non	PART;NEG	ADV
ranny	feriti	ranny	ferito	ADJ;NOM;MASC;SG	N;MASC;PL
ranny	ferito	ranny	ferire	ADJ;NOM;MASC;SG	V;MASC;SG;PST;V.PTCP
ranny	feriti	ranny	ferito	ADJ;NOM;MASC;SG	N;MASC;PL
rocznie	annuale	rocznie	annuale	ADV	ADJ;SG
rocznie	annuali	rocznie	annuale	ADV	ADJ;PL
rocznie	annuale	rocznie	annuale	ADV	ADJ;SG
kalifornia	california	kalifornia	california		N;FEM;SG
marco	marco	marco	marco	PROPN;NOM;MASC;SG	N;MASC;SG
należących	appartenenza	należeć	appartenenza	ADJ;IPFV;GEN;MASC;PL;POS;V.PTCP;ACT	N;FEM;SG
death	death	death	death		N
death	decesso	death	decesso		N;MASC;SG
death	morte	death	morte		N;FEM;SG
dostępny	disponibili	dostępny	disponibile	ADJ;NOM;MASC;SG	ADJ;PL
dostępny	accessibili	dostępny	accessibile	ADJ;NOM;MASC;SG	ADJ;PL
andrea	andrea	andrea	andrea	PROPN;NOM;MASC;SG	N;MASC;SG
krótkie	corti	krótki	corto	ADJ;NOM;NEUT;SG	N;MASC;PL
krótkie	short	krótki	short	ADJ;NOM;NEUT;SG	N
nauka	scienze	nauka	scienza	N;NOM;FEM;SG	N;FEM;PL
nauka	studia	nauka	studiare	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
nauka	studiare	nauka	studiare	N;NOM;FEM;SG	V;NFIN
nauka	apprendere	nauka	apprendere	N;NOM;FEM;SG	V;NFIN
nauka	le	nauka	il	N;NOM;FEM;SG	DET;DEF;FEM;PL
nauka	imparare	nauka	imparare	N;NOM;FEM;SG	V;NFIN
lądowania	atterrare	lądowanie	atterrare	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	V;NFIN
firm	aziende	firma	azienda		N;FEM;PL
cambridge	cambridge	cambridge	cambridge		N;FEM;SG
brytyjskie	british	brytyjski	british	ADJ;NOM;NEUT;SG	N;MASC
brytyjskie	inglesi	brytyjski	inglese	ADJ;NOM;NEUT;SG	N;PL
brytyjskie	britannici	brytyjski	britannico	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
licencji	licenze	licencja	licenza	N;GEN;FEM;SG	N;FEM;PL
licencji	licenze	licencja	licenza	N;GEN;FEM;SG	N;FEM;PL
ray	raggio	ray	raggio	PROPN;NOM;MASC;SG	N;MASC;SG
ray	ray	ray	ray	PROPN;NOM;MASC;SG	N;MASC
konrad	corrado	konrad	corrado	PROPN;NOM;MASC;SG	N;MASC;SG
konrad	conrad	konrad	conrad	PROPN;NOM;MASC;SG	N;MASC;SG
konrad	corrado	konrad	corrado	PROPN;NOM;MASC;SG	N;MASC;SG
dokument	documentare	dokument	documentare	N;ACC;MASC;SG	V;NFIN
dokument	documentari	dokument	documentare	N;ACC;MASC;SG	N;MASC;PL
plus	plus	plus	plus		N
zastępcy	sostituti	zastępca	sostituto	N;NOM;MASC;SG	N;MASC;PL
zastępcy	sostituti	zastępca	sostituto	N;NOM;MASC;SG	N;MASC;PL
zastępcy	supplenti	zastępca	supplente	N;NOM;MASC;SG	N;PL
bogdan	bogdan	bogdan	bogdan	PROPN;NOM;MASC;SG	N;MASC;SG
land	land	land	land		N;MASC
land	terreni	land	terreno		N;MASC;PL
land	terre	land	terra		N;FEM;PL
land	terra	land	terra		N;FEM;SG
jimmy	jimmy	jimmy	jimmy	V;IPFV;IND;SG;PRS;FIN;ACT	N
społecznego	social	społeczny	social	ADJ;ACC;MASC;SG	N
wiesław	wiesław	wiesław	wiesław	PROPN;NOM;MASC;SG	
wop	wop	wop	wop		N;MASC
usługi	servizio	usługa	servizio	N;NOM;FEM;PL	N;MASC;SG
back	schiena	back	schiena		N;FEM;SG
back	ritorno	back	ritorno		N;MASC;SG
back	back	back	back		N
back	indietro	back	indietro		ADV
stone	stone	stone	stone		N
stone	pietre	stone	pietra		N;FEM;PL
stone	pietra	stone	pietra		N;FEM;SG
rządy	regno	rząd	regno	N;NOM;MASC;PL	N;MASC;SG
przegląd	panoramica	przegląd	panoramico		ADJ;FEM;SG
przegląd	revisione	przegląd	revisione		N;FEM;SG
przegląd	rassegna	przegląd	rassegna		N;FEM;SG
przegląd	recensione	przegląd	recensione		N;FEM;SG
nominację	nomination	nominacja	nomination	N;ACC;FEM;SG	N;FEM;PL
azs	azs	azs	azs		ADJ;SG
siergiej	sergei	siergi	sergere	PROPN;NOM;MASC;SG	N;MASC;SG
siergiej	sergej	siergi	sergej	PROPN;NOM;MASC;SG	N;MASC;SG
siergiej	sergej	siergi	sergej	PROPN;NOM;MASC;SG	N;MASC;SG
pkp	pkp	pkpo	pkp		N
heart	cuore	heart	cuore		N;MASC;SG
heart	heart	heart	heart		N
styczeń	gennaio	styczenie	gennaio		N;MASC;SG
institute	istituto	institut	istituto		N;MASC;SG
potrzeb	bisogni	potrzeba	bisogno	V;IPFV;IND;SG;1;FIN;ACT	N;MASC;PL
potrzeb	esigenze	potrzeba	esigenza	V;IPFV;IND;SG;1;FIN;ACT	N;FEM;PL
anne	anna	anny	anna	PROPN;NOM;FEM;SG	N;FEM;SG
anne	anne	anny	anne	PROPN;NOM;FEM;SG	N;FEM;SG
central	central	centrala	central		N
central	centrale	centrala	centrale		N;MASC;SG
tłumacz	traduttore	tłumacz	traduttore	V;IPFV;IND;SG;PST;FIN;ACT	N;MASC;SG
tłumacz	interprete	tłumacz	interprete	V;IPFV;IND;SG;PST;FIN;ACT	N;SG
tłumacz	interpreti	tłumacz	interprete	V;IPFV;IND;SG;PST;FIN;ACT	N;MASC;PL
tłumacz	traduzioni	tłumacz	traduzione	V;IPFV;IND;SG;PST;FIN;ACT	N;FEM;PL
tłumacz	traduzione	tłumacz	traduzione	V;IPFV;IND;SG;PST;FIN;ACT	N;FEM;SG
tłumacz	traduci	tłumacz	tradurre	V;IPFV;IND;SG;PST;FIN;ACT	V;IMP;SG;2;PRS;FIN
león	león	león	león	PROPN;NOM;MASC;SG	N;SG
opera	opera	opera	opera		N;FEM;SG
wreszcie	infine	wreszcie	infine		ADV
wreszcie	finalmente	wreszcie	finalmente		ADV
portret	ritratto	portret	ritratto		N;MASC;SG
finansów	finanza	finanse	finanza		N;FEM;SG
finansów	finanze	finanse	finanza		N;FEM;PL
międzynarodowa	internazionali	międzynarodowy	internazionale	ADJ;NOM;FEM;SG	ADJ;PL
międzynarodowa	international	międzynarodowy	international	ADJ;NOM;FEM;SG	N;FEM
mario	mario	mario	mario		N;MASC;SG
mario	maria	mario	maria		N;FEM;SG
ludowa	folk	ludowy	folk	ADJ;NOM;FEM;SG	N;MASC
społeczna	social	społeczny	social	ADJ;NOM;FEM;SG	N
święto	festeggiamenti	święto	festeggiamento	N;NOM;NEUT;SG	N;MASC;PL
święto	celebrazioni	święto	celebrazione	N;NOM;NEUT;SG	N;FEM;PL
michaił	michail	michaić	michail	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;MASC;SG
socjalistycznej	socialisti	socjalistyczny	socialista	ADJ;GEN;FEM;SG	N;MASC;PL
wojen	guerre	wojen	guerra		N;FEM;PL
doświadczenia	esperienze	doświadczenie	esperienza	N;NOM;NEUT;SG	N;FEM;PL
doświadczenia	esperienze	doświadczenie	esperienza	N;NOM;NEUT;SG	N;FEM;PL
doświadczenia	experience	doświadczenie	experience	N;NOM;NEUT;SG	N;FEM;PL
matematyk	matematico	matematyk	matematico	N;NOM;MASC;SG	ADJ;MASC;SG
literackie	letterari	literacki	letterario	ADJ;NOM;NEUT;SG	N;MASC;PL
praga	praga	praga	praga		N;FEM;SG
tor	tor	tor	tor	N;NOM;MASC;SG	ADJ;SG
sala	sal	sala	sallare	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
czwarte	quarta	czwarty	quarto		ADJ;FEM;SG
czwarte	quarto	czwarty	quarto		ADJ;MASC;SG
honorowy	onorari	honorowy	onorario	ADJ;NOM;MASC;SG	N;MASC;PL
georg	georg	georg	georg	PROPN;NOM;MASC;SG	N;MASC;SG
oficjalny	funzionario	oficjalny	funzionario	ADJ;NOM;MASC;SG	N;MASC;SG
oficjalny	ufficiali	oficjalny	ufficiale	ADJ;NOM;MASC;SG	N;MASC;PL
oficjalny	official	oficjalny	official	ADJ;NOM;MASC;SG	N;FEM;SG
równolegle	parallelo	równolegle	parallelo	ADV	N;MASC;SG
równolegle	parallele	równolegle	parallelo	ADV	ADJ;FEM;PL
równolegle	parallelismo	równolegle	parallelismo	ADV	N;MASC;SG
równolegle	paralleli	równolegle	parallelo	ADV	ADJ;MASC;PL
równolegle	parallela	równolegle	parallela	ADV	ADJ;FEM;SG
marki	marche	marka	marca	N;ACC;FEM;SG	N;FEM;PL
marki	marchi	marka	marchio	N;ACC;FEM;SG	N;MASC;PL
billy	billy	billa	billy	PROPN;NOM;MASC;SG	N;MASC
potrzebne	necessari	potrzebny	necessario	ADJ;NOM;NEUT;SG	ADJ;MASC;PL
gdynia	gdynia	gdynia	gdynia		N;FEM;SG
bruce	bruce	bruc	bruce		N;SG
transfermarkt	transfermarkt	transfermarkt	transfermarkt	V;PFV;IND;SG;FIN;ACT	N;FEM;SG
gleby	suoli	gleba	suolo		N;MASC;PL
gleby	terreno	gleba	terreno		N;MASC;SG
gleby	suolo	gleba	suolo		N;MASC;SG
gleby	terreni	gleba	terreno		N;MASC;PL
gleby	suoli	gleba	suolo		N;MASC;PL
opowieści	tales	opowieść	tales		N;MASC
opowieści	favole	opowieść	favola		N;FEM;PL
opowieści	fiabe	opowieść	fiabe		N;FEM;PL
opowieści	racconti	opowieść	racconto		N;MASC;PL
opowieści	storie	opowieść	storia		N;FEM;PL
istniał	esisteva	istnieć	esistere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
istniał	esistiti	istnieć	esistere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
istniał	esistevano	istnieć	esistere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;IPFV;FIN
virtuti	krzyż	virtut	krzyż		ADJ;SG
bruno	bruno	bruno	bruno	PROPN;NOM;MASC;SG	N;MASC;SG
kalifornii	california	kalifornia	california		N;FEM;SG
wzniesiony	eretta	wznieść	erigere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
wzniesiony	eretto	wznieść	erigere	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
end	end	end	end		N;MASC
end	fine	end	fine		N;FEM;SG
wyznania	confessioni	wyznanie	confessione	N;NOM;NEUT;SG	N;FEM;PL
pełne	piena	pełny	pieno		ADJ;FEM;SG
pełne	full	pełny	full		N
pełne	pieno	pełny	pieno		ADJ;MASC;SG
wymiary	dimensione	wymiar	dimensione	N;NOM;MASC;PL	N;FEM;SG
mózgu	cerebrali	mózg	cerebrale	N;GEN;MASC;SG	ADJ;PL
mózgu	cerebrale	mózg	cerebrale	N;GEN;MASC;SG	ADJ;SG
ślady	traces	ślad	traces	N;NOM;MASC;PL	
news	novità	news	novità		N;FEM
news	news	news	news		N
news	attualità	news	attualità		N;FEM
news	notizie	news	notizia		N;FEM;PL
źle	errata	źle	errato	ADV	ADJ;FEM;SG
źle	sbagliata	źle	sbagliato	ADV	V;FEM;SG;PST;V.PTCP
źle	errato	źle	errato	ADV	ADJ;MASC;SG
źle	sbagliato	źle	sbagliare	ADV	V;MASC;SG;PST;V.PTCP
źle	cattiva	źle	cattivo	ADV	ADJ;FEM;SG
źle	bad	źle	bad	ADV	N;SG
źle	pessimo	źle	pessimo	ADV	ADJ;MASC;SG
źle	cattivi	źle	cattivo	ADV	ADJ;MASC;PL
źle	cattivo	źle	cattivo	ADV	ADJ;MASC;SG
opisane	descritti	opisać	descrivere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
opisane	descritta	opisać	descrivere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
opisane	descritte	opisać	descrivere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
opisane	descritto	opisać	descrivere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
palatynat	palatinato	palatynat	palatinare	N;NOM;MASC;SG	ADJ;MASC;SG
ostatnio	ultima	ostatnio	ultimo	ADV	ADJ;FEM;SG
ostatnio	ultimo	ostatnio	ultimo	ADV	ADJ;MASC;SG
ostatnio	ultimi	ostatnio	ultimo	ADV	ADJ;MASC;PL
ostatnio	ultime	ostatnio	ultimo	ADV	ADJ;FEM;PL
ostatnio	recente	ostatnio	recente	ADV	ADJ;SG
ostatnio	recenti	ostatnio	recente	ADV	ADJ;PL
napięcie	tensioni	napięcie	tensione	N;NOM;NEUT;SG	N;FEM;PL
diego	diego	diego	diego	PROPN;NOM;MASC;SG	N;MASC;SG
opery	opera	opera	opera		N;FEM;SG
poland	polonia	poland	polonia		N;FEM;SG
ofiary	vittima	ofiara	vittima	N;NOM;FEM;PL	N;FEM;SG
odkryto	scoperta	odkryć	scoperta	V;PFV;IND;0;PST;FIN;ACT	N;FEM;SG
odkryto	scoperte	odkryć	scoprire	V;PFV;IND;0;PST;FIN;ACT	N;FEM;PL
promieniowania	radiazioni	promieniować	radiazione	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	N;FEM;PL
chorób	malattie	chorób	malattia		N;FEM;PL
norweski	norvegesi	norweski	norvegese	ADJ;NOM;MASC;SG	N;PL
interwiki	interwiki	interwik	interwike		N;MASC
obecne	presenti	obecny	presente	ADJ;NOM;NEUT;SG	ADJ;PL
wodny	acquatici	wodny	acquatico	ADJ;NOM;MASC;SG	N;MASC;PL
wodny	acquatiche	wodny	acquatico	ADJ;NOM;MASC;SG	ADJ;FEM;PL
zwana	chiamato	zwać	chiamare	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zwana	chiamata	zwać	chiamare	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
pojazd	veicoli	pojazd	veicolo	N;NOM;MASC;SG	N;MASC;PL
edmund	edmund	edmund	edmund	PROPN;NOM;MASC;SG	N;MASC;SG
stworzenia	creature	stworzyć	creatura	N;PFV;GEN;NEUT;SG;POS;V.MSDR	N;FEM;PL
ryan	ryan	ryan	ryan	PROPN;NOM;MASC;SG	N;SG
wykonywania	esibirsi	wykonywać	esibirso	N;IPFV;GEN;NEUT;SG;POS;V.MSDR	V;IND;SG;3;PRS;FIN
sens	senso	sens	senso	V;IND;PRS;FIN	N;MASC;SG
poprawy	migliorie	poprawa	miglioria	N;GEN;FEM;SG	N;FEM;PL
poprawy	miglioramenti	poprawa	miglioramento	N;GEN;FEM;SG	N;MASC;PL
poprawy	migliorando	poprawa	migliorare	N;GEN;FEM;SG	V;V.MSDR
poprawy	migliorare	poprawa	migliorare	N;GEN;FEM;SG	V;NFIN
poprawy	migliorare	poprawa	migliorare	N;GEN;FEM;SG	V;NFIN
poprawy	migliorata	poprawa	migliorare	N;GEN;FEM;SG	V;FEM;SG;PST;V.PTCP
poprawy	migliorate	poprawa	migliorare	N;GEN;FEM;SG	V;FEM;PL;PST;V.PTCP
poprawy	migliorati	poprawa	migliorare	N;GEN;FEM;SG	V;MASC;PL;PST;V.PTCP
poprawy	migliorato	poprawa	migliorare	N;GEN;FEM;SG	V;MASC;SG;PST;V.PTCP
poprawy	miglioramenti	poprawa	miglioramento	N;GEN;FEM;SG	N;MASC;PL
istotne	pertinente	istotny	pertinente		ADJ;SG
istotne	rilevante	istotny	rilevante		ADJ;SG
istotne	pertinenti	istotny	pertinente		ADJ;PL
istotne	rilevanti	istotny	rilevante		ADJ;PL
america	america	america	americo	N;NOM;MASC;SG	ADJ;FEM;SG
manuel	manuel	manuel	manuel	PROPN;NOM;MASC;SG	N;MASC;SG
próbę	prove	próba	prova	N;ACC;FEM;SG	N;FEM;PL
wschodni	east	wschodni	east	ADJ;NOM;MASC;SG	N;MASC
wschodni	est	wschodni	est	ADJ;NOM;MASC;SG	N;MASC;SG
wschodni	orientali	wschodni	orientale	ADJ;NOM;MASC;SG	N;MASC;PL
wschodni	eastern	wschodni	eastern	ADJ;NOM;MASC;SG	N;SG
wrocławia	breslavia	wrocławiać	breslavia	PROPN;GEN;MASC;SG	N;FEM;SG
wstęp	ammissioni	wstęp	ammissione	N;NOM;MASC;SG	N;FEM;PL
mężczyzna	maschile	mężczyzna	maschile	N;NOM;MASC;SG	ADJ;SG
mężczyzna	maschi	mężczyzna	maschio	N;NOM;MASC;SG	N;MASC;PL
poitou	poitou	poito	poitou		N;MASC;SG
wenecji	venezia	wenecja	venezia	PROPN;NOM;FEM;SG	N;FEM;SG
bloku	bloccare	blok	bloccare	N;GEN;MASC;SG	V;NFIN
bloku	blocca	blok	bloccare	N;GEN;MASC;SG	V;IND;SG;3;PRS;FIN
wpisany	digitato	wpisać	digitato	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
młodego	sposo	młody	sposo	ADJ;ACC;MASC;SG	N;MASC;SG
nowak	novak	nowak	novak	PROPN;NOM;MASC;SG	N;MASC
nowak	nowak	nowak	nowak	PROPN;NOM;MASC;SG	N
like	come	lik	come		ADV
like	like	lik	like		
włoska	italiani	włoski	italiano	ADJ;NOM;FEM;SG	N;MASC;PL
emisja	emissioni	emisja	emissione	N;NOM;FEM;SG	N;FEM;PL
emisja	emissioni	emisja	emissione	N;NOM;FEM;SG	N;FEM;PL
poświęcona	dedicati	poświęcić	dedicare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
poświęcona	dedicata	poświęcić	dedicare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
poświęcona	dedicate	poświęcić	dedicare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
poświęcona	dedicato	poświęcić	dedicare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
poświęcona	consacrata	poświęcić	consacrare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
poświęcona	consacrato	poświęcić	consacrare	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
niemcami	germania	niemiec	germania	N;INS;MASC;PL	N;FEM;SG
pośmiertnie	postumo	pośmiertnie	postumo	ADV	N;MASC;SG
pośmiertnie	postumo	pośmiertnie	postumo	ADV	N;MASC;SG
legenda	leggende	legenda	leggenda	N;NOM;FEM;SG	N;FEM;PL
kopalni	mine	kopalnia	mina		N;FEM;PL
kopalni	miniere	kopalnia	miniera		N;FEM;PL
kat	boia	kat	boia		N;MASC;SG
kat	carnefice	kat	carnefice		N;MASC;SG
kat	impiccato	kat	impiccare		V;MASC;SG;PST;V.PTCP
kat	boia	kat	boia		N;MASC;SG
kat	kat	kat	kat		
założono	supposto	założyć	supposto	V;PFV;IND;0;PST;FIN;ACT	ADJ;MASC;SG
tvn	tvn	tvn	tvn	PROPN;NOM;MASC;SG	N
power	potere	power	potere		N;MASC;SG
power	potenza	power	potenza		N;FEM;SG
power	power	power	power		N
wiedza	conoscenze	wiedza	conoscenza	N;NOM;FEM;SG	N;FEM;PL
centralny	central	centralny	central	ADJ;NOM;MASC;SG	N
centralny	centrale	centralny	centrale	ADJ;NOM;MASC;SG	N;MASC;SG
litewski	lituani	litewski	lituano	ADJ;NOM;MASC;SG	N;MASC;PL
rzym	roma	rzym	roma	PROPN;NOM;MASC;SG	N;FEM;SG
trwały	resistente	trwać	resistente	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;SG
trwały	duratura	trwać	duraturo	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;FEM;SG
trwały	durevole	trwać	durevole	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;SG
trwały	duraturo	trwać	duraturo	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;MASC;SG
trwały	durevoli	trwać	durevole	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;PL
trwały	duratura	trwać	duraturo	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;FEM;SG
trwały	durevole	trwać	durevole	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;SG
trwały	duraturo	trwać	duraturo	V;IPFV;FEM;IND;PL;PST;FIN;ACT	ADJ;MASC;SG
sami	sami	sam	samio	ADJ;NOM;MASC;PL	N;MASC;PL
przekazał	donati	przekazać	donare	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
zawartość	contenuti	zawartość	contenuto	N;NOM;FEM;SG	N;MASC;PL
zawartość	contenuti	zawartość	contenuto	N;NOM;FEM;SG	N;MASC;PL
imo	omi	imo	omicolo		
imo	imo	imo	imo		N;MASC;SG
fox	volpe	fox	volpe		N;FEM;SG
fox	fox	fox	fox		N
fox	volpi	fox	volpo		N;FEM;PL
wysoki	alto	wysoki	alto		ADJ;MASC;SG
wysoki	alte	wysoki	alto		ADJ;FEM;PL
wysoki	alta	wysoki	alto		ADJ;FEM;SG
wysoki	high	wysoki	high		N
wysoki	elevata	wysoki	elevato		ADJ;FEM;SG
wysoki	elevato	wysoki	elevato		ADJ;MASC;SG
wysoki	alto	wysoki	alto		ADJ;MASC;SG
wysoki	alti	wysoki	alto		ADJ;MASC;PL
wysoki	alta	wysoki	alto		ADJ;FEM;SG
juliusz	julius	juliusz	julius	PROPN;NOM;MASC;SG	N;MASC
juliusz	giulio	juliusz	giulio	PROPN;NOM;MASC;SG	N;MASC;SG
lokalne	local	lokalny	local	ADJ;NOM;NEUT;SG	N
żywo	vivi	żywo	vivo		ADJ;MASC;PL
żywo	live	żywo	live		N;MASC
żywo	vivere	żywo	vivere		V;NFIN
serbii	serbia	serbia	serbia	PROPN;GEN;FEM;SG	N;FEM;SG
sesji	sedute	sesja	seduta	N;GEN;FEM;SG	N;FEM;PL
sesji	sessioni	sesja	sessione	N;GEN;FEM;SG	N;FEM;PL
robin	robin	robina	robin		N
zebrane	raccolti	zebrać	raccogliere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zebrane	raccolte	zebrać	raccogliere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zebrane	raccolto	zebrać	raccogliere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zebrane	raccolti	zebrać	raccogliere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
zebrane	raccolte	zebrać	raccogliere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;PL;PST;V.PTCP
zebrane	raccolto	zebrać	raccogliere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
zebrane	raccolti	zebrać	raccogliere	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;PST;V.PTCP
skrót	abbreviazioni	skrót	abbreviazione	N;NOM;MASC;SG	N;FEM;PL
skrót	scorciatoie	skrót	scorciatoia	N;NOM;MASC;SG	N;FEM;PL
henri	henri	henria	henre	PROPN;NOM;MASC;SG	N;MASC;SG
dance	danze	danka	danza		N;FEM;PL
dance	danza	danka	danza		N;FEM;SG
dance	dance	danka	dance		N
dance	ballare	danka	ballare		V;NFIN
dance	ballate	danka	ballata		N;FEM;PL
dance	ballo	danka	ballo		N;MASC;SG
iowa	iowa	iowa	iowa	V;IPFV;IND;SG;PRS;FIN;ACT	N;MASC
zdrój	zdrój	zdrój	zdrój		N;MASC
koncepcji	concetti	koncepcja	concetto	N;GEN;FEM;SG	N;MASC;PL
igor	igor	igor	igor	PROPN;NOM;MASC;SG	N;MASC;SG
naukowa	scientifico	naukowy	scientifico	N;NOM;FEM;SG	ADJ;MASC;SG
naukowa	scientifica	naukowy	scientifico	N;NOM;FEM;SG	ADJ;FEM;SG
pojedynczej	singolari	pojedynczy	singolare	ADJ;GEN;FEM;SG	ADJ;PL
nikołaj	nikolaj	nikołać	nikolaj	PROPN;NOM;MASC;SG	N;MASC;SG
nikołaj	nikolai	nikołać	nikolai	PROPN;NOM;MASC;SG	N;MASC;SG
nikołaj	nikolaj	nikołać	nikolaj	PROPN;NOM;MASC;SG	N;MASC;SG
zmuszony	obbligato	zmusić	obbligare	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
górski	montagna	górski	montagna	ADJ;NOM;MASC;SG	N;FEM;SG
microsoft	microsoft	microsoft	microsoft		N;MASC
ekonomista	economisti	ekonomista	economista	N;NOM;MASC;SG	N;MASC;PL
sprzedaż	vendere	sprzedaż	vendere		V;NFIN
sprzedaż	vendite	sprzedaż	vendita		N;FEM;PL
sprzedaż	vendita	sprzedaż	vendita		N;FEM;SG
sprzedaż	vendita	sprzedaż	vendita		N;FEM;SG
centre	centro	centry	centro		N;MASC;SG
oficjalne	funzionario	oficjalny	funzionario	ADJ;NOM;NEUT;SG	N;MASC;SG
oficjalne	ufficiali	oficjalny	ufficiale	ADJ;NOM;NEUT;SG	N;MASC;PL
oficjalne	official	oficjalny	official	ADJ;NOM;NEUT;SG	N;FEM;SG
bay	baia	bać	baia	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;FEM;SG
bay	bay	bać	bay	V;IPFV;IND;SG;2;PRS;FIN;ACT	N;MASC;SG
helena	helena	helen	helena	PROPN;NOM;FEM;SG	N;FEM;SG
helena	elena	helen	elena	PROPN;NOM;FEM;SG	N;FEM;SG
helena	helen	helen	helen	PROPN;NOM;FEM;SG	N;FEM;SG
helena	elena	helen	elena	PROPN;NOM;FEM;SG	N;FEM;SG
charentes	charentes	charentes	charentes		N;MASC;SG
wymiany	scambia	wymiana	scambia		V;IND;SG;3;PRS;FIN
wymiany	swap	wymiana	swap		N;MASC
wymiany	scambio	wymiana	scambio		N;MASC;SG
planety	pianeta	planet	pianeta	N;NOM;FEM;PL	N;MASC;SG
bramkarz	buttafuori	bramkarz	buttafuore	N;NOM;MASC;SG	N;MASC;PL
katolickiej	cattolici	katolicki	cattolico	ADJ;GEN;FEM;SG	N;MASC;PL
melbourne	melbourne	melbourne	melbourne	PROPN;NOM;MASC;SG	N;FEM;SG
rzek	rivers	rzeka	rivers		N
rzek	fiumi	rzeka	fiume		N;MASC;PL
ląd	terreni	ląd	terreno	N;NOM;MASC;SG	N;MASC;PL
ląd	terre	ląd	terra	N;NOM;MASC;SG	N;FEM;PL
współpraca	collaborazioni	współpracać	collaborazione	N;NOM;FEM;SG	N;FEM;PL
prowadzić	drive	prowadzić	drive	V;IPFV;NFIN;ACT	N
automatycznie	auto	automatycznie	auto	ADV	N;FEM
automatycznie	automatici	automatycznie	automatico	ADV	N;MASC;PL
automatycznie	automatico	automatycznie	automatico	ADV	ADJ;MASC;SG
automatycznie	automatiche	automatycznie	automatico	ADV	ADJ;FEM;PL
automatycznie	automatica	automatycznie	automatico	ADV	ADJ;FEM;SG
hip	hip	hip	hip		N;MASC
hip	anca	hip	ancare		N;FEM;SG
hip	fianchi	hip	fianco		N;MASC;PL
zjawiska	fenomeno	zjawisko	fenomeno	N;NOM;NEUT;PL	N;MASC;SG
