din	f	din	!	ADP;ACC	
tare	عال	tare	عَالِي	ADV	N;NOM;INDF;SG
aplica	تطبيق	aplica	تَطبِيق	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
aplica	تطبيق	aplica	تَطبِيق	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
imaginile	الصور	imagine	الصور	N;DEF;FEM;PL	N;NOM;DEF;PL
imaginile	صور	imagine	صُورَة	N;DEF;FEM;PL	N;NOM;INDF;PL
dark	مظلم	dark	مُظلِم	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG
dark	الظلام	dark	ظَلَام	N;INDF;MASC;SG	N;NOM;DEF;SG
dark	مظلمة	dark	مُظلِم	N;INDF;MASC;SG	ADJ;NOM;INDF;FEM;SG
individuale	فرد	individual	فَرد	ADJ;INDF;FEM;PL	N;NOM;INDF;SG
individuale	فردية	individual	فَردِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
individuale	فردي	individual	فَردِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
individuale	الفردية	individual	فَردِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
individuale	الفرد	individual	فَرد	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
conditia	حالة	conditie	حَالَة	N;DEF;FEM;SG	N;NOM;INDF;SG
conditia	شرط	conditie	شَرط	N;DEF;FEM;SG	N;NOM;INDF;SG
conditia	الحالة	conditie	حَالَة	N;DEF;FEM;SG	N;NOM;DEF;SG
conditia	الشرط	conditie	شَرط	N;DEF;FEM;SG	N;NOM;DEF;SG
secrete	الاسرار	secret	سُرر	N;INDF;FEM;PL	
secrete	سر	secret	سر	N;INDF;FEM;PL	
secrete	سري	secret	سري	N;INDF;FEM;PL	
secrete	السر	secret	سُرّ	N;INDF;FEM;PL	N;NOM;DEF;SG
secrete	سرية	secret	سِرِّيّ	N;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
plastice	البلاستيك	plastic	بلَاستِيك	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
similara	مشابهة	similar	مُشَابِه	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
similara	مماثل	similar	مُمَاثِل	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
similara	مماثلة	similar	مُمَاثِل	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
similara	مشابه	similar	مشابه	ADJ;DEF;FEM;SG	
purta	ارتدي	purta	اِرتَدَى	V;IND;SG;3;IPFV;FIN	V;PFV;MASC;SG;2;ACT
purta	لبس	purta	لَبس	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
purta	البس	purta	بَسّ	V;IND;SG;3;IPFV;FIN	
purta	ارتداء	purta	اِرتِدَاء	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
tobe	براميل	tobe	بَرمِيل	N;INDF;FEM;PL	
tobe	الطبول	tobe	طُبُول	N;INDF;FEM;PL	N;NOM;DEF;SG
century	قرن	century	قَرن	PROPN	N;NOM;INDF;SG
century	القرن	century	قَرن	PROPN	N;NOM;DEF;SG
inregistrari	السجلات	inregistrare	سِجِلّ	N;INDF;FEM;PL	N;NOM;DEF;PL
inregistrari	المحاضر	inregistrare	مُحَاضِر	N;INDF;FEM;PL	N;NOM;DEF;SG
inregistrari	التسجيلات	inregistrare	تَسجِيل	N;INDF;FEM;PL	N;NOM;DEF;PL
inregistrari	التسجيلات	inregistrare	تَسجِيل	N;INDF;FEM;PL	N;NOM;DEF;PL
canta	غن	cantă	غَن	V;IND;SG;3;IPFV;FIN	
canta	اغني	cantă	اغني	V;IND;SG;3;IPFV;FIN	
canta	غني	cantă	غَنِّيّ	V;IND;SG;3;IPFV;FIN	
canta	غن	cantă	غَن	V;IND;SG;3;IPFV;FIN	
canta	اغني	cantă	اغني	V;IND;SG;3;IPFV;FIN	
canta	غني	cantă	غَنِّيّ	V;IND;SG;3;IPFV;FIN	
canta	غن	cantă	غَن	V;IND;SG;3;IPFV;FIN	
canta	اغني	cantă	اغني	V;IND;SG;3;IPFV;FIN	
canta	غني	cantă	غَنِّيّ	V;IND;SG;3;IPFV;FIN	
parma	بارما	parmă	بَارِم	PROPN	
etape	المراحل	etapă	مَرحَلَة	N;INDF;FEM;PL	N;NOM;DEF;PL
muta	التحرك	muta	تَحَرُّك	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
muta	تحرك	muta	تَحَرُّك	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
invazia	اجتياح	invazie	اِجتِيَاح	N;DEF;FEM;SG	N;NOM;INDF;SG
invazia	الغزو	invazie	غَزو	N;DEF;FEM;SG	N;NOM;DEF;SG
invazia	غزو	invazie	غَزو	N;DEF;FEM;SG	N;NOM;INDF;SG
guy	غاي	guy	غاي	PROPN	
guy	الرجل	guy	رَجُل	PROPN	N;NOM;DEF;SG
dai	داي	da	داي	V;IND;SG;2;PRS;FIN	
sava	سافا	savă	سافا	N;DEF;FEM;SG	
interioara	الداخلية	interior	دَاخِلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
interioara	داخلي	interior	دَاخِلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
interioara	داخلية	interior	دَاخِلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
interioara	الداخلي	interior	دَاخِلِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
terenuri	الاراضي	teren	أَرض	N;INDF;FEM;PL	N;NOM;DEF;PL
terenuri	ارض	teren	ارض	N;INDF;FEM;PL	
terenuri	الارض	teren	أَرض	N;INDF;FEM;PL	N;NOM;DEF;SG
terenuri	الاراضي	teren	أَرض	N;INDF;FEM;PL	N;NOM;DEF;PL
profesori	اساتذة	profesor	اساتذة	N;INDF;MASC;PL	
profesori	الاساتذة	profesor	أُستَاذ	N;INDF;MASC;PL	N;NOM;DEF;PL
profesori	الاساتذة	profesor	أُستَاذ	N;INDF;MASC;PL	N;NOM;DEF;PL
profesori	المعلمين	profesor	مُعَلِّم	N;INDF;MASC;PL	N;NOM;DEF;PL
profesori	المعلمون	profesor	مُعَلِّم	N;INDF;MASC;PL	N;NOM;DEF;PL
profesori	المدرسون	profesor	مُدَرِّس	N;INDF;MASC;PL	N;NOM;DEF;PL
primare	الابتدائي	primar	اِبتِدَائِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;MASC;SG
primare	الابتدائية	primar	اِبتِدَائِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
primare	ابتدائي	primar	اِبتِدَائِيّ	ADJ;INDF;FEM;PL	N;ACC;INDF;SG
primare	عمدة	primar	عُمدَة	ADJ;INDF;FEM;PL	
primare	العمدة	primar	العمدة	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
provincii	المحافظات	provincie	مُحَافِظَة	N;INDF;FEM;PL	N;NOM;DEF;PL
provincii	الاقاليم	provincie	أَقلَام	N;INDF;FEM;PL	
provincii	المقاطعات	provincie	مُقَاطَعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
rurale	ريفية	rural	رِيفِيّ	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
rurale	الريف	rural	رِيف	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
rurale	ريفي	rural	ريفي	ADJ;INDF;FEM;PL	
cehoslovacia	تشيكوسلوفاكيا	cehoslovacia	تشيكوسلوفاكيا	PROPN	
drapelul	علم	drapel	عَلِم	N;DEF;MASC;SG	V;PFV;MASC;SG;3;ACT
drapelul	العلم	drapel	عِلم	N;DEF;MASC;SG	N;NOM;DEF;SG
societati	الشركات	societati	شَرِكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
societati	الشركات	societati	شَرِكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
societati	المجتمعات	societati	مُجتَمِع	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
societati	الجمعيات	societati	جَمعِيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
satelit	ساتل	satelit	سَاتِل	N;INDF;MASC;SG	
satelit	السواتل	satelit	سُوَاتِل	N;INDF;MASC;SG	N;NOM;DEF;PL
satelit	الساتل	satelit	سَاتِل	N;INDF;MASC;SG	N;NOM;DEF;SG
diferita	مختلف	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
diferita	مختلفة	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
diferita	مختلفا	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
diferita	مختلفين	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;ACC;INDF;MASC;PL
diferita	مختلف	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
diferita	مختلفة	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
diferita	مختلفا	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;ACC;INDF;MASC;SG
diferita	مختلفين	diferita	مُختَلِف	ADJ;DEF;FEM;SG	ADJ;ACC;INDF;MASC;PL
regat	المملكة	regat	مَملَكَة	N;INDF;MASC;SG	N;NOM;DEF;SG
atacant	المهاجم	atacant	مُهَاجِم	N;INDF;MASC;SG	N;NOM;DEF;SG
ponte	بونتي	ponte	بُونتِي	N;INDF;MASC;SG	
mario	ماريو	mario	ماريو	N;INDF;MASC;SG	
spectacole	يظهر	spectacol	ظَهَر	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
spectacole	العروض	spectacol	عَرض	N;INDF;FEM;PL	N;NOM;DEF;PL
hamburg	هامبورج	hamburg	هَامبُورج	PROPN	
hamburg	هامبورغ	hamburg	هامبورغ	PROPN	
milion	المليون	milion	مِليُون	NUM;INDF;MASC;SG	NUM;NOM;DEF;SG
massimo	ماسيمو	massimo	ماسيمو	PROPN	
transforma	تحويل	transforma	تَحوِيل	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
transforma	التحول	transforma	تَحَوُّل	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
transforma	تحويل	transforma	تَحوِيل	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;SG
transforma	التحول	transforma	تَحَوُّل	V;IND;SG;3;IPFV;FIN	N;NOM;DEF;SG
pregatire	اعداد	pregatire	إِعدَاد	N;INDF;FEM;SG	N;NOM;INDF;SG
pregatire	تحضير	pregatire	تَحضِير	N;INDF;FEM;SG	N;NOM;INDF;SG
pregatire	التحضير	pregatire	تَحضِير	N;INDF;FEM;SG	N;NOM;DEF;SG
pregatire	الاعداد	pregatire	إِعدَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
pregatire	التدريب	pregatire	تَدرِيب	N;INDF;FEM;SG	N;NOM;DEF;SG
pregatire	تدريب	pregatire	تَدرِيب	N;INDF;FEM;SG	N;NOM;INDF;SG
pregatire	اعداد	pregatire	إِعدَاد	N;INDF;FEM;SG	N;NOM;INDF;SG
pregatire	تحضير	pregatire	تَحضِير	N;INDF;FEM;SG	N;NOM;INDF;SG
pregatire	التحضير	pregatire	تَحضِير	N;INDF;FEM;SG	N;NOM;DEF;SG
pregatire	الاعداد	pregatire	إِعدَاد	N;INDF;FEM;SG	N;NOM;DEF;SG
spatiala	المكاني	spatial	مَكَانِي	N;DEF;FEM;SG	N;NOM;DEF;SG
argumente	الحجج	argument	حَجج	N;INDF;FEM;PL	N;NOM;DEF;PL
argumente	المرافعات	argument	مُرَافَعَة	N;INDF;FEM;PL	N;NOM;DEF;PL
argumente	حجج	argument	حَجج	N;INDF;FEM;PL	
nominalizari	الترشيحات	nominalizare	تَرشِيح	N;INDF;MASC;PL	N;NOM;DEF;PL
aplicarea	الطلب	aplicare	طَلَب	N;DEF;FEM;SG	N;NOM;DEF;SG
aplicarea	تطبيق	aplicare	تَطبِيق	N;DEF;FEM;SG	N;NOM;INDF;SG
aplicarea	التطبيق	aplicare	تَطبِيق	N;DEF;FEM;SG	N;NOM;DEF;SG
tibet	التبت	tibet	اَلتِّبِت	N;INDF;MASC;SG	
tibet	التبت	tibet	اَلتِّبِت	N;INDF;MASC;SG	
shakespeare	شيكسبير	shakespere	شِيكسبِير	N;INDF;MASC;SG	
shakespeare	شكسبير	shakespere	شكسبير	N;INDF;MASC;SG	
scrieri	الكتابات	scriere	الكتابات	N;INDF;FEM;PL	N;NOM;DEF;PL
arab	العرب	arab	عَرَب	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
arab	العربية	arab	عَرَبِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
arab	العربي	arab	عَرَبِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
arab	عرب	arab	عرب	ADJ;INDF;MASC;SG	
stabileste	ضبط	stabili	ضَبط	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
stabileste	تعيين	stabili	تَعيِين	V;IND;SG;3;PRS;FIN	N;NOM;INDF;SG
laura	لورا	laură	لورا	N;DEF;FEM;SG	
miscari	التحركات	miscar	تَحَرُّك	N;INDF;FEM;PL	N;NOM;DEF;PL
miscari	الحركات	miscar	حَرَكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
miscari	التحركات	miscar	تَحَرُّك	N;INDF;FEM;PL	N;NOM;DEF;PL
miscari	الحركات	miscar	حَرَكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
miscari	التحركات	miscar	تَحَرُّك	N;INDF;FEM;PL	N;NOM;DEF;PL
miscari	الحركات	miscar	حَرَكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
miscari	التحركات	miscar	تَحَرُّك	N;INDF;FEM;PL	N;NOM;DEF;PL
miscari	الحركات	miscar	حَرَكَة	N;INDF;FEM;PL	N;NOM;DEF;PL
tratament	العلاج	tratament	عِلَاج	N;INDF;MASC;SG	N;NOM;DEF;SG
tratament	المعاملة	tratament	مُعَامَلَة	N;INDF;MASC;SG	N;NOM;DEF;SG
tratament	المعالجة	tratament	مُعَالَجَة	N;INDF;MASC;SG	N;NOM;DEF;SG
franklin	فرانكلين	franklin	فرانكلين	PROPN	
capabil	قادرين	capabil	قَادِر	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;PL
capabil	قادرين	capabil	قَادِر	ADJ;INDF;MASC;SG	ADJ;NOM;INDF;MASC;PL
compozitie	التشكيل	compozitie	تَشكِيل	N;INDF;FEM;SG	N;NOM;DEF;SG
compozitie	تشكيل	compozitie	تَشكِيل	N;INDF;FEM;SG	N;NOM;INDF;SG
compozitie	تكوين	compozitie	تَكوِين	N;INDF;FEM;SG	N;NOM;INDF;SG
compozitie	التكوين	compozitie	تَكوِين	N;INDF;FEM;SG	N;NOM;DEF;SG
regie	الاخراج	regie	خَرَج	N;INDF;FEM;SG	N;NOM;DEF;SG
queen	qu	queen	مَثّ	N;INDF;MASC;SG	
queen	الملكة	queen	مَلِكَة	N;INDF;MASC;SG	N;NOM;DEF;SG
via	عبر	via	عَبرَ		ADP;ACC
via	فيا	via	فِيَا		
jane	جاين	jană	جاين	N;INDF;MASC;SG	
jane	جين	jană	جين	N;INDF;MASC;SG	
monaco	موناكو	monaco	مُونَاكُو	PROPN	
ruinele	الخراب	ruină	خَرَاب	N;DEF;FEM;PL	N;NOM;DEF;SG
ruinele	خراب	ruină	خراب	N;DEF;FEM;PL	N;NOM;INDF;SG
augustus	اغسطس	augustus	أَغُسطُس	PROPN	N;GEN;INDF;SG
gray	رمادية	gray	رَمَادِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
gray	الرمادي	gray	رَمَادِيّ	PROPN	
gray	جراي	gray	جراي	PROPN	
gray	رمادي	gray	رمادي	PROPN	
informatie	الاعلام	informatie	إِعلَام	N;INDF;FEM;SG	N;NOM;DEF;SG
informatie	المعلومات	informatie	مَعلُومَة	N;INDF;FEM;SG	N;NOM;DEF;PL
informatie	معلومات	informatie	مَعلُومَة	N;INDF;FEM;SG	N;NOM;INDF;PL
publicarea	النشر	publicare	نَشر	N;DEF;FEM;SG	N;NOM;DEF;SG
publicarea	نشر	publicare	نَشر	N;DEF;FEM;SG	N;NOM;INDF;SG
publicarea	النشر	publicare	نَشر	N;DEF;FEM;SG	N;NOM;DEF;SG
compuse	تتالف	compune	تَأَلَّف	ADJ;INDF;FEM;PL	V;IPFV;FEM;IND;SG;3;FIN;ACT
agricultura	الزراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
agricultura	زراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;INDF;SG
agricultura	الزراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
agricultura	زراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;INDF;SG
agricultura	الزراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
agricultura	زراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;INDF;SG
agricultura	الزراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;DEF;SG
agricultura	زراعة	agricultură	زِرَاعَة	N;DEF;FEM;SG	N;NOM;INDF;SG
tehnologie	تقنية	tehnologie	تَقنِيَّة	N;INDF;FEM;SG	N;NOM;INDF;SG
tehnologie	التقنية	tehnologie	تَقنِيَّة	N;INDF;FEM;SG	N;NOM;DEF;SG
tehnologie	التكنولوجيا	tehnologie	تِكنُولُوجِيَا	N;INDF;FEM;SG	N;NOM;DEF;SG
tehnologie	تكنولوجيا	tehnologie	تِكنُولُوجِيَا	N;INDF;FEM;SG	N;NOM;INDF;SG
computer	كمبيوتر	computer	كمبيوتر	N;INDF;MASC;SG	
computer	الحاسوب	computer	حَاسُوب	N;INDF;MASC;SG	N;NOM;DEF;SG
computer	الكمبيوتر	computer	كَمبيُوتِر	N;INDF;MASC;SG	N;NOM;DEF;SG
strict	صارم	strict	صَارِم	ADV	ADJ;NOM;INDF;MASC;SG
strict	صارمة	strict	صَارِم	ADV	ADJ;NOM;INDF;FEM;SG
celule	الخلايا	celulă	خَلِيَّة	N;INDF;FEM;PL	N;NOM;DEF;PL
celule	الزنزانات	celulă	زِنزَان	N;INDF;FEM;PL	N;NOM;DEF;PL
mecanica	الميكانيكا	mecanică	الميكانيكا	N;DEF;FEM;SG	N;NOM;DEF;PL
mecanica	ميكانيكي	mecanică	مِيكَانِيكِي	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
mecanica	ميكانيكية	mecanică	مِيكَانِيكِيَّة	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
mecanica	الميكانيكية	mecanică	مِيكَانِيكِيَّة	N;DEF;FEM;SG	N;NOM;DEF;SG
mecanica	الميكانيكا	mecanică	الميكانيكا	N;DEF;FEM;SG	N;NOM;DEF;PL
distrusa	دمر	distrus	دَمَّر	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
distrusa	دمرت	distrus	دَمَّر	ADJ;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
distrusa	دمر	distrus	دَمَّر	ADJ;DEF;FEM;SG	V;PFV;MASC;SG;3;ACT
distrusa	دمرت	distrus	دَمَّر	ADJ;DEF;FEM;SG	V;PFV;FEM;SG;3;ACT
legal	القانوني	legal	قَانُونِيّ	ADJ;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
active	نشطة	activ	نَشَاط	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;FEM;SG
active	النشطة	activ	نَشَاط	ADJ;INDF;FEM;PL	N;NOM;DEF;SG
active	نشط	activ	نَشِط	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC;SG
active	اصول	activ	أَصل	ADJ;INDF;FEM;PL	
active	الاصول	activ	أَصل	ADJ;INDF;FEM;PL	N;NOM;DEF;PL
active	الموجودات	activ	مَوجُود	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;FEM;PL
active	النشطاء	activ	نَشِيط	ADJ;INDF;FEM;PL	N;NOM;DEF;PL
active	نشطاء	activ	نَشِيط	ADJ;INDF;FEM;PL	N;NOM;INDF;PL
primarul	عمدة	primar	عُمدَة	N;DEF;MASC;SG	
primarul	العمدة	primar	العمدة	N;DEF;MASC;SG	N;NOM;DEF;SG
britanici	بريطاني	britanic	برِيطَانِيّ	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;MASC;SG
britanici	بريطانيا	britanic	برِيطَانِيَا	ADJ;INDF;MASC;PL	
britanici	بريطانية	britanic	برِيطَانِيّ	ADJ;INDF;MASC;PL	ADJ;NOM;INDF;FEM;SG
britanici	البريطاني	britanic	برِيطَانِيّ	ADJ;INDF;MASC;PL	N;NOM;DEF;SG
britanici	البريطانية	britanic	برِيطَانِيّ	ADJ;INDF;MASC;PL	ADJ;NOM;DEF;FEM;SG
minerale	المعادن	mineral	مَعدِن	N;INDF;FEM;PL	N;NOM;DEF;PL
minerale	معدن	mineral	مَعدِن	N;INDF;FEM;PL	N;NOM;INDF;SG
minerale	المعادن	mineral	مَعدِن	N;INDF;FEM;PL	N;NOM;DEF;PL
minerale	المعدنية	mineral	مَعدِنِيّ	N;INDF;FEM;PL	ADJ;NOM;DEF;FEM;SG
business	العمل	business	عَمَل	N;INDF;MASC;SG	N;NOM;DEF;SG
business	الاعمال	business	عَمَل	N;INDF;MASC;SG	N;NOM;DEF;PL
boston	بوسطن	boston	بُوسطُن	PROPN	
toulouse	تولوز	toulou	تَولَز	N;INDF;MASC;SG	
mijloace	الوسائل	mijloc	وَسِيلَة	N;INDF;FEM;PL	N;NOM;DEF;PL
mijloace	يعنى	mijloc	عَنَى	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
mijloace	يعني	mijloc	عَنَى	N;INDF;FEM;PL	V;IPFV;MASC;IND;SG;3;FIN;ACT
marco	ماركو	marco	ماركو	PROPN	
eroare	الخطا	eroare	خَطَا	N;INDF;FEM;SG	N;NOM;DEF;SG
eroare	خطا	eroare	خَطّ	N;INDF;FEM;SG	N;NOM;INDF;SG
arhiva	ارشيف	arhivă	ارشيف	N;DEF;FEM;SG	
arhiva	الارشيف	arhivă	اَلأَرشِيف	N;DEF;FEM;SG	N;NOM;DEF;SG
arhiva	المحفوظات	arhivă	مَحفُوظ	N;DEF;FEM;SG	N;NOM;DEF;PL
arhiva	محفوظات	arhivă	مَحفُوظ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;PL
arhiva	الارشيف	arhivă	اَلأَرشِيف	N;DEF;FEM;SG	N;NOM;DEF;SG
arhiva	ارشيف	arhivă	ارشيف	N;DEF;FEM;SG	
arhiva	الارشيف	arhivă	اَلأَرشِيف	N;DEF;FEM;SG	N;NOM;DEF;SG
arhiva	المحفوظات	arhivă	مَحفُوظ	N;DEF;FEM;SG	N;NOM;DEF;PL
arhiva	محفوظات	arhivă	مَحفُوظ	N;DEF;FEM;SG	ADJ;NOM;INDF;FEM;PL
arhiva	الارشيف	arhivă	اَلأَرشِيف	N;DEF;FEM;SG	N;NOM;DEF;SG
capturat	اسر	capturat	أُسرَة	ADJ;INDF;MASC;SG	
anuala	سنوي	anual	سَنَوِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
anuala	السنوي	anual	سَنَوِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
anuala	سنوية	anual	سَنَوِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
anuala	السنوي	anual	سَنَوِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;MASC;SG
anuala	السنوية	anual	سَنَوِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;DEF;FEM;SG
anuala	سنوي	anual	سَنَوِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC;SG
anuala	سنوية	anual	سَنَوِيّ	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;FEM;SG
rosso	روسو	rosso	رُوسُو	PROPN	
urme	المسارات	urmă	مَسَار	N;INDF;FEM;PL	N;NOM;DEF;PL
expresia	تعبير	expresie	تَعبِير	N;DEF;FEM;SG	N;NOM;INDF;SG
expresia	التعبير	expresie	تَعبِير	N;DEF;FEM;SG	N;NOM;DEF;SG
observator	المرصد	observator	مَرصَد	N;INDF;MASC;SG	N;NOM;DEF;SG
observator	المراقب	observator	مَرقِب	N;INDF;MASC;SG	N;NOM;DEF;SG
gard	السياج	gard	سِيَاج	N;INDF;MASC;SG	N;NOM;DEF;SG
gard	السور	gard	سُور	N;INDF;MASC;SG	N;NOM;DEF;SG
gard	سور	gard	سُور	N;INDF;MASC;SG	
administrarea	الادارة	administrare	إِدَارَة	N;DEF;FEM;SG	N;NOM;DEF;SG
baieti	اولاد	baiet	اولاد		
baieti	ولاد	baiet	وَلَد		
baieti	الاولاد	baiet	وَلَد		N;NOM;DEF;PL
baieti	فتيان	baiet	فتيان		N;NOM;INDF;PL
baieti	شباب	baiet	شَبّ		N;NOM;INDF;PL
baieti	رجال	baiet	رَجُل		N;NOM;INDF;PL
baieti	اولاد	baiet	اولاد		
baieti	ولاد	baiet	وَلَد		
baieti	الاولاد	baiet	وَلَد		N;NOM;DEF;PL
baieti	فتيان	baiet	فتيان		N;NOM;INDF;PL
baieti	شباب	baiet	شَبّ		N;NOM;INDF;PL
baieti	رجال	baiet	رَجُل		N;NOM;INDF;PL
antic	عتيق	antic	عتيق	ADJ;INDF;MASC;SG	
antic	العتيقة	antic	عِتِّيقَة	ADJ;INDF;MASC;SG	N;NOM;DEF;SG
antic	تحفة	antic	حَفَص	ADJ;INDF;MASC;SG	N;NOM;INDF;SG
antic	القدماء	antic	قَدِيم	ADJ;INDF;MASC;SG	N;NOM;DEF;PL
montana	مونتانا	montan	مُونتَانَا	N;DEF;FEM;SG	
beijing	بكين	beijing	بِكِين	N;INDF;MASC;SG	
beijing	بيجين	beijing	بِيجِين	N;INDF;MASC;SG	
geografie	الجغرافيا	geografie	جُغرَافِيَا	N;INDF;FEM;SG	
geografie	جغرافيا	geografie	جُغرَافِيّ	N;INDF;FEM;SG	ADJ;ACC;INDF;MASC;SG
geografie	الجغرافية	geografie	جُغرَافِيّ	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
geografie	جغرافية	geografie	جُغرَافِيَّة	N;INDF;FEM;SG	ADJ;NOM;INDF;FEM;SG
razboaie	حروب	razboi	حَرب	ADJ;INDF;FEM	N;NOM;INDF;PL
razboaie	الحروب	razboi	حَرب	ADJ;INDF;FEM	N;NOM;DEF;PL
razboaie	حروب	razboi	حَرب	ADJ;INDF;FEM	N;NOM;INDF;PL
razboaie	الحروب	razboi	حَرب	ADJ;INDF;FEM	N;NOM;DEF;PL
proiectat	صمم	proiecta	صَمَّم	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;3;ACT
proiectat	صممت	proiecta	صَمَّم	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;3;ACT
devreme	المبكر	devreme	مُبَكِّر	ADV	ADJ;NOM;DEF;MASC;SG
devreme	باكرا	devreme	بَاكِر	ADV	ADJ;ACC;INDF;MASC;SG
devreme	اوائل	devreme	أَوَّل	ADV	N;NOM;INDF;PL
devreme	مبكرة	devreme	مُبَكِّر	ADV	ADJ;NOM;INDF;FEM;SG
devreme	مبكر	devreme	مُبَكِّر	ADV	ADJ;NOM;INDF;MASC;SG
devreme	مبكرا	devreme	مُبَكِّر	ADV	ADJ;ACC;INDF;MASC;SG
