חנקן	nitróxeno	חנקן	nitróxeno	PROPN	N
הכרחית	é	הכרחית	ser	ADJ;FEM;SG	V
קוביות	dados	קובית	dar	N;FEM;PL	V
דמעות	chorar	דמעה	chorar	N;FEM;PL	V
חזירים	os	חזיר	o	N;MASC;PL	DET
הבזק	de	הבזק	de		ADP
עקומת	curva	עקומה	curvar	ADV	N
משקפיים	as	משקף	o	N;MASC;DU	DET
הופעלה	activa	הופעל	activo	V;FEM;SG;3;PST;PASS	N
נקמת	vinganza	נקמה	vinganza		N
נקמת	vingar	נקמה	vingar		V
מתעניין	me	התעניין	me	V;MASC;SG;V.PTCP	PRO
מתעניין	interesábame	התעניין	interesábame	V;MASC;SG;V.PTCP	PROPN
מתעניין	interesados	התעניין	interesado	V;MASC;SG;V.PTCP	N
מתעניין	interesado	התעניין	interesado	V;MASC;SG;V.PTCP	N
מתעניין	interese	התעניין	interese	V;MASC;SG;V.PTCP	N
מתעניין	interesada	התעניין	interesado	V;MASC;SG;V.PTCP	N
סופיות	derradeira	סופיות	derradeiro	N;FEM;PL	ADJ
סופיות	último	סופיות	último	N;FEM;PL	ADJ
סופיות	axuntémonos	סופיות	axuntémonos	N;FEM;PL	V
סופיות	todos	סופיות	todo	N;FEM;PL	DET
סופיות	definitivo	סופיות	definitivo	N;FEM;PL	ADJ
תנור	cociniña	תנור	cocinir	PROPN	PROPN
תנור	forno	תנור	forno	PROPN	N
סימפטומים	os	סימפטום	o	N	DET
שבחים	gábote	שבח	gábote	N;MASC;PL	PROPN
שבחים	teu	שבח	teu	N;MASC;PL	DET
הרמוני	harmonía	הרמוני	harmonía	PROPN	N
גולמי	cru	גולמי	cru	ADJ;MASC;SG	N
גולמי	groseiro	גולמי	groseiro	ADJ;MASC;SG	N
גולמי	materia	גולמי	materia	ADJ;MASC;SG	N
גולמי	materias	גולמי	materia	ADJ;MASC;SG	N
סינדרלה	cinsenta	סינדרלה	cinsento	PROPN	N
סינדרלה	cincenta	סינדרלה	cincentar	PROPN	N
קריקטורות	animados	קריקטורות	animar	N;FEM;PL	ADJ
אינטלקטואלים	intelectuais	אינטלקטואל	intelectual	N;MASC;PL	ADJ
פוצץ	a	פוצץ	o	PROPN	DET
מיסה	foxas	מיסה	foxa	PROPN	N
מיסה	masa	מיסה	masa	PROPN	N
מיסה	masiva	מיסה	masivo	PROPN	ADJ
מיסה	masas	מיסה	masa	PROPN	N
מיסה	de	מיסה	de	PROPN	ADP
מיסה	misa	מיסה	misa	PROPN	N
גלוריה	gloria	גלוריה	gloria	PROPN	N
תורות	resulta	תורה	resultar	N;FEM;PL	V
תורות	que	תורה	que	N;FEM;PL	PRO
מרילין	marilyn	מרילין	marilyn	PROPN	PROPN
תמנע	evitar	מנע	evitar	PROPN	V
תמנע	previr	מנע	previr	PROPN	V
תמנע	que	מנע	que	PROPN	PRO
תמנע	prever	מנע	prever	PROPN	V
משוער	estimouse	משוער	estimouse	PROPN	N
לבש	levar	לבש	levar	PROPN	V
לבש	levo	לבש	levo	PROPN	V
לבש	levas	לבש	leva	PROPN	N
לבש	non	לבש	non	PROPN	PART
לבש	as	לבש	o	PROPN	DET
בלימה	lima	בלימה	lima	PROPN	PROPN
עצמנו	nós	עצמו	nós	PRO;PL;1;REFL	ADV
עצמנו	mesmos	עצמו	mesmo	PRO;PL;1;REFL	DET
הראתה	mostrei	הראתה	mostrar	V;FEM;SG;3;PST;ACT	PROPN
הראתה	que	הראתה	que	V;FEM;SG;3;PST;ACT	PRO
נסיכה	princesa	נסיכה	princesar	PROPN	N
אשפה	do	אשפה	do	N;FEM;SG	PROPN
רולס	e	רולס	e	PROPN	CONJ
ישבה	eu	ישב	eu	V;FEM;SG;3;PST	PRO
ישבה	sentei	ישב	sentir	V;FEM;SG;3;PST	ADV
ישבה	senteime	ישב	senteime	V;FEM;SG;3;PST	PROPN
ישבה	onda	ישב	onda	V;FEM;SG;3;PST	N
לעזאזל	maldita	לעזאזל	maldita	ADV	N
לעזאזל	merda	לעזאזל	merda	ADV	N
רזה	delgado	רזה	delgar		N
רזה	fraca	רזה	fracar		N
רזה	no	רזה	no		V
ישוע	xesucristo	ישוע	xesucristo	PROPN	N
ישוע	xesús	ישוע	xesús	PROPN	N
ישוע	cristo	ישוע	cristo	PROPN	N
ישוע	hostia	ישוע	hostia	PROPN	N
ישוע	dios	ישוע	dio	PROPN	N
ישוע	por	ישוע	por	PROPN	ADP
ישוע	deus	ישוע	daus	PROPN	N
נעימות	agradábel	נעים	agradábel	N;FEM;PL	ADJ
האוורד	howard	האוורד	howard	PROPN	PROPN
תבואה	gran	תבואה	gran	PROPN	ADJ
פוגל	vogelöd	פוגל	vogelöd	PROPN	N
פוגל	vogel	פוגל	vogel	PROPN	PROPN
תחמוצת	nítrico	תחמוצת	nítrico	N;FEM;SG	ADJ
ההיפך	contrario	ההיפך	contrario	PROPN	N
ההיפך	oposta	ההיפך	opostar	PROPN	V
ההיפך	opostas	ההיפך	oposta	PROPN	V
מטורף	tolas	הוטרף	tola	V;MASC;SG;V.PTCP;PASS	N
מטורף	manicomio	הוטרף	manicomio	V;MASC;SG;V.PTCP;PASS	N
מטורף	tolo	הוטרף	tolo	V;MASC;SG;V.PTCP;PASS	N
מטורף	enfermo	הוטרף	enfermo	V;MASC;SG;V.PTCP;PASS	N
מטורף	tola	הוטרף	tola	V;MASC;SG;V.PTCP;PASS	PROPN
מטורף	tolos	הוטרף	tolo	V;MASC;SG;V.PTCP;PASS	N
מטורף	tolas	הוטרף	tola	V;MASC;SG;V.PTCP;PASS	N
מטורף	tolo	הוטרף	tolo	V;MASC;SG;V.PTCP;PASS	N
בהכרה	consciencia	בהכרה	consciencia		N
בהכרה	consciente	בהכרה	consciente		ADJ
אפורה	gris	אפורה	gris	ADJ;FEM;SG	PROPN
אפורה	gris	אפורה	gris	ADJ;FEM;SG	PROPN
אפורה	é	אפורה	ser	ADJ;FEM;SG	V
אצות	fuco	אצה	fuco	N;FEM;PL	PROPN
שמנים	o	שמן	o	N;MASC;PL	DET
פליט	de	פליט	de	PROPN	ADP
פליט	refuxiados	פליט	refuxiado	PROPN	N
חסין	inmunes	חסין	inmune		N
חסין	inmune	חסין	inmune		N
חסין	inmunitario	חסין	inmunitario		N
עייפות	cansa	עייפות	cansar	N;FEM;SG	V
עייפות	canso	עייפות	canso	N;FEM;SG	ADV
ברך	bendiga	ברך	bendiga		PROPN
ברך	xeonllo	ברך	xeonllo		N
אלוהית	divino	אלוהי	divino	ADV	N
אלוהית	divina	אלוהי	divina	ADV	ADJ
סולידריות	a	סולידריות	o	N;FEM;SG	DET
התאום	picos	התאום	pico		N
קובייה	dados	קובייה	dar	N;FEM;SG	V
מסתורית	misterioso	מסתורי	misterioso	PROPN	ADJ
מופשטת	abstracta	הופשט	abstractar	V;FEM;SG;V.PTCP;PASS	N
הדבקה	pegar	הדבקה	pegar	N;FEM;SG	V
בקפידה	con	בקפידה	con	ADV	ADP
בקפידה	coidado	בקפידה	coidado	ADV	N
גייטס	gates	גייטס	gate	PROPN	PROPN
ברד	“	ברד	“	PROPN	
ברד	sarabia	ברד	sarabia	PROPN	N
ברד	”	ברד	”	PROPN	PROPN
ברד	en	ברד	en	PROPN	ADP
ברד	galego	ברד	galego	PROPN	ADJ
ברד	saudamos	ברד	saudar	PROPN	V
מעדיפה	gusto	העדיף	gusto	V;FEM;SG;V.PTCP;ACT	N
מעדיפה	dos	העדיף	dos	V;FEM;SG;V.PTCP;ACT	PROPN
רוחניות	espiritual	רוחני	espiritual	N;FEM;PL	ADJ
קולון	perfume	קולון	perfumir	PROPN	N
קולון	colonia	קולון	colonia	PROPN	N
תכנית	de	תוכנית	de	N;FEM;SG	ADP
תכנית	programar	תוכנית	programar	N;FEM;SG	V
כרייה	mineiro	כרייה	mineiro	N;FEM;SG	ADJ
יתד	xogo	יתד	xogo		N
מתיר	permite	מתיר	permitir		V
האוזניים	oídos	האוזניים	oír	N;MASC;DU	V
קונים	mercar	קונה	mercar	N;MASC;PL	V
קונים	comprar	קונה	comprar	N;MASC;PL	V
אסייתי	asiática	אסייתי	asiático	PROPN	ADJ
אסייתי	asiático	אסייתי	asiático	PROPN	ADJ
אסייתי	asiáticos	אסייתי	asiático	PROPN	ADJ
סמן	mark	סמן	mark		PROPN
סמן	marca	סמן	marca		N
סמן	a	סמן	o		DET
סמן	marcos	סמן	marco		N
מכין	a	הכין	o	V;MASC;SG;V.PTCP;ACT	DET
מכין	de	הכין	de	V;MASC;SG;V.PTCP;ACT	ADP
מכין	para	הכין	para	V;MASC;SG;V.PTCP;ACT	ADP
מכין	a	הכין	o	V;MASC;SG;V.PTCP;ACT	DET
לוקס	lucas	לוקס	luca	PROPN	N
מזויף	finxilo	מזויף	finxilo	V;MASC;SG;V.PTCP;PASS	N
להתנצל	desculpas	התנצל	desculpa	V;NFIN	N
מפסיק	paradas	הפסיק	parado	V;MASC;SG;V.PTCP;ACT	N
מפסיק	se	הפסיק	se	V;MASC;SG;V.PTCP;ACT	CONJ
אנדרוז	andrews	אנדרוז	andrews	PROPN	PROPN
פוקר	póquer	פוקר	póquer	N;MASC;SG	PROPN
פוקר	ao	פוקר	ao	N;MASC;SG	PROPN
פוקר	de	פוקר	de	N;MASC;SG	ADP
מעונה	torturado	מעונה	torturar	PROPN	V
מעונה	torturada	מעונה	torturar	PROPN	V
בנגלדש	bangladesh	בנגלדש	bangladesh	PROPN	N
מאק	mac	מאק	mac	PROPN	PROPN
מאק	mackie	מאק	mackie	PROPN	PROPN
מאק	navalla	מאק	navalla	PROPN	N
מאק	mack	מאק	mack	PROPN	PROPN
פוטנציאלי	potencial	פוטנציאלי	potencial	ADJ;MASC;SG	N
שמורים	se	שמור	se	ADJ;MASC;PL	CONJ
שמורים	salvado	שמור	salvar	ADJ;MASC;PL	V
שמורים	a	שמור	o	ADJ;MASC;PL	DET
שמורים	salvou	שמור	salvar	ADJ;MASC;PL	V
שמורים	salvei	שמור	salvar	ADJ;MASC;PL	PROPN
שמורים	salvaches	שמור	salvache	ADJ;MASC;PL	N
גגות	nos	גג	nos	N;MASC;PL	PRO
גגות	tellados	גג	tellar	N;MASC;PL	V
המורחבת	a	המורחבת	o	PROPN	DET
חפש	buscar	חפש	buscar		V
חפש	procura	חפש	procura		N
חפש	busca	חפש	buscar		V
חפש	buscar	חפש	buscar		V
קידמה	progreso	קידם	progreso	V;FEM;SG;3;PST;ACT	N
קידמה	proceso	קידם	proceso	V;FEM;SG;3;PST;ACT	N
קידמה	progresos	קידם	progreso	V;FEM;SG;3;PST;ACT	N
מהפכני	revolucionario	None	revolucionario	ADJ	N
מרתק	fascinante	מרתק	fascinante		ADJ
חיידק	as	חיידק	o	N;MASC;SG	DET
מורד	rebelde	מורד	rebeldar		N
מורד	rebeldes	מורד	rebelde		N
מגוחך	ridícula	מגוחך	ridícula	ADJ;MASC;SG	N
מגוחך	ridículo	מגוחך	ridículo	ADJ;MASC;SG	N
מפלט	refuxio	מפלט	refuxio		N
מוחזק	reunión	מוחזק	reunión	V;MASC;SG;V.PTCP;PASS	N
מוחזק	mans	מוחזק	man	V;MASC;SG;V.PTCP;PASS	N
מוחזק	hoxe	מוחזק	hoxe	V;MASC;SG;V.PTCP;PASS	ADV
אביגיל	abigail	אביגיל	abigail	PROPN	ADJ
נעלה	superior	נעלה	superior		ADJ
נעלה	superiores	נעלה	superior		ADJ
שנאת	odiaban	שנאה	odiar	N;FEM;SG	V
איג	dos	איג	dos	PROPN	PROPN
איג	ig	איג	ig	PROPN	PROPN
סודה	soda	סודה	soda		N
טרגדיה	tráxico	טרגדיה	tráxico	N;FEM;SG	ADJ
טרגדיה	tráxica	טרגדיה	tráxica	N;FEM;SG	ADJ
המדים	uniforme	המדים	uniforme	V;MASC;SG;3;PST;ACT	N
חיוך	sorriso	חיוך	sorriso	PROPN	N
חיוך	sorrir	חיוך	sorrir	PROPN	V
חיוך	sorrí	חיוך	sorrí	PROPN	V
חיוך	sorrindo	חיוך	sorrir	PROPN	V
דנית	danés	דנית	danés	PROPN	N
דנית	daneses	דנית	danese	PROPN	V
מגניב	ben	הגניב	ben	ADJ;MASC;SG	ADV
מגניב	fresco	הגניב	fresco	ADJ;MASC;SG	N
סקיי	ceo	סקיי	ceo	PROPN	N
מעניינות	interesante	מעניין	interesante		ADJ
מעניינות	interesantes	מעניין	interesante		ADJ
להאשים	culpa	האשים	culpa	V;NFIN;ACT	N
להאשים	a	האשים	o	V;NFIN;ACT	DET
להאשים	non	האשים	non	V;NFIN;ACT	PART
קומנדר	comandante	קומנדר	comandante	PROPN	N
בדידות	fica	בדידות	ficar	N;FEM;SG	V
בדידות	illado	בדידות	illar	N;FEM;SG	V
מסרו	a	מסר	o	V;PL;3;PST;ACT	DET
ספיישל	especial	ספיישל	especial	PROPN	ADJ
ספיישל	especiais	ספיישל	especial	PROPN	ADJ
באגים	myers	באגים	myer	N;MASC;PL	PROPN
גניבה	un	גניבה	un	N;FEM;SG	DET
גניבה	roubar	גניבה	roubar	N;FEM;SG	V
גניבה	roubando	גניבה	roubar	N;FEM;SG	V
שרשראות	as	שרשרת	o	N;FEM;PL	DET
וין	wynn	וין	wynn	PROPN	PROPN
צף	flotante	צף	flotante		N
צף	aboiando	צף	aboiar		V
רבעון	cuarto	רבעון	cuarto	N;MASC;SG	ADJ
טופ	do	טופ	do		PROPN
טופ	enriba	טופ	enriba		ADV
טופ	20	טופ	20		NUM
טופ	cima	טופ	cima		N
טופ	superior	טופ	superior		ADJ
פיית	fe	פיית	fe		N
פיית	confiar	פיית	confiar		V
מבודדת	illado	מבודד	illar	ADJ;FEM;SG	V
מבודדת	illada	מבודד	illado	ADJ;FEM;SG	V
חושך	escuras	חושך	escura	N;MASC;SG	ADJ
חושך	escuro	חושך	escuro	N;MASC;SG	ADJ
חושך	escura	חושך	escurar	N;MASC;SG	ADJ
סטנדרט	estándar	None	estándar	PROPN	V
סטנדרט	de	None	de	PROPN	ADP
הפקיד	asistente	הפקיד	asistente	V;MASC;SG;3;PST;ACT	ADJ
הפקיד	do	הפקיד	do	V;MASC;SG;3;PST;ACT	PROPN
צעדי	pasos	צעד	paso	PROPN	N
סקוטית	escoceses	סקוטי	escocese	PROPN	N
גירושין	o	גירושין	o	N;MASC;PL	DET
גירושין	divorciar	גירושין	divorciar	N;MASC;PL	V
פולס	cae	פולס	caer	PROPN	V
משלמים	a	שילם	o	V;MASC;PL;V.PTCP;ACT	DET
משלמים	atención	שילם	atención	V;MASC;PL;V.PTCP;ACT	N
משלמים	pagalas	שילם	pagala	V;MASC;PL;V.PTCP;ACT	N
לבושה	de	לבוש	de	N;FEM;SG	ADP
לבושה	vestida	לבוש	vestida	N;FEM;SG	V
לבושה	vestidos	לבוש	vestido	N;FEM;SG	V
לבושה	vestidas	לבוש	vestida	N;FEM;SG	V
לבושה	vestir	לבוש	vestir	N;FEM;SG	V
מושכת	agradable	מושכה	agradable	V;FEM;SG;V.PTCP;ACT	ADJ
מושכת	á	מושכה	á	V;FEM;SG;V.PTCP;ACT	N
מושכת	atractiva	מושכה	atractivo	V;FEM;SG;V.PTCP;ACT	ADJ
מושכת	fermosa	מושכה	fermosa	V;FEM;SG;V.PTCP;ACT	ADJ
שכח	o	שכח	o	V;MASC;SG;3;PST;ACT	DET
מכנסיים	no	מכנסיים	no	N;MASC;PL	V
מכנסיים	os	מכנסיים	o	N;MASC;PL	DET
חתומה	asinado	חתומה	asinar	N;FEM;SG	V
איומי	ameazas	איום	ameaza	PROPN	N
חותמות	as	חותמות	o	N;FEM;PL	DET
קומץ	unha	קומץ	un		DET
זום	fixarnos	זום	fixarno		N
ריבה	session	ריבה	session	PROPN	PROPN
טין	estaño	טין	estaño	PROPN	N
טין	metálico	טין	metálico	PROPN	ADJ
אפלה	escuras	אפלה	escura	PROPN	ADJ
אפלה	escuro	אפלה	escuro	PROPN	ADJ
אפלה	escura	אפלה	escurar	PROPN	ADJ
אפלה	escuridade	אפלה	escuridade	PROPN	N
אפלה	noite	אפלה	noite	PROPN	N
אפלה	escuridade	אפלה	escuridade	PROPN	N
ערפל	néboa	ערפל	néboa	PROPN	N
ערפל	brétema	ערפל	brétema	PROPN	N
אכל	comemos	אכל	comer	PROPN	V
אכל	comín	אכל	comín	PROPN	V
אכל	comeu	אכל	comer	PROPN	V
אכל	comiches	אכל	comiche	PROPN	N
אכל	hoxe	אכל	hoxe	PROPN	ADV
אכל	comín	אכל	comín	PROPN	V
לימה	lima	לימה	lima	PROPN	PROPN
הצידה	á	הצידה	á	ADV	N
הלבלב	páncreas	הלבלב	páncreo	PROPN	N
ליברלי	liberais	ליברלי	liberal	N;MASC;SG	ADJ
ליברלי	liberal	ליברלי	liberal	N;MASC;SG	ADJ
ארנב	coello	ארנב	coello		N
שודדים	bandidos	שודד	bandido	N;MASC;PL	V
בילו	anos	בילו	ano	V;PL;3;PST;ACT	N
טוראי	privadas	טוראי	privado	PROPN	ADJ
טוראי	privado	טוראי	privado	PROPN	ADJ
טוראי	privada	טוראי	privado	PROPN	ADJ
טוראי	privados	טוראי	privado	PROPN	ADJ
טוראי	raso	טוראי	raso	PROPN	N
טוראי	soldado	טוראי	soldar	PROPN	V
בסינגפור	singapur	בסינגפור	singapur	PROPN	PROPN
פסיפיק	pacífico	פסיפיק	pacífico	PROPN	ADJ
אוקראיני	ucraniano	אוקראיני	ucraniano	PROPN	PROPN
תראו	mira	ראה	miro		V
זבוב	e	None	e	N;MASC;SG	CONJ
זבוב	pilotar	None	pilotar	N;MASC;SG	V
זבוב	voar	None	voar	N;MASC;SG	V
זבוב	voan	None	voar	N;MASC;SG	V
זבוב	voarei	None	voar	N;MASC;SG	V
זבוב	voe	None	voar	N;MASC;SG	PROPN
תקוע	atascado	תקע	atascar		V
תקוע	que	תקע	que		PRO
תקוע	quedar	תקע	quedar		V
תפוס	coller	None	coller		V
תפוס	pescar	None	pescar		V
תפוס	ocupada	None	ocupado		V
שקרים	xace	שקר	xacir	N;MASC;PL	V
שקרים	está	שקר	estar	N;MASC;PL	V
שקרים	reside	שקר	residir	N;MASC;PL	V
שקרים	mentira	שקר	mentira	N;MASC;PL	ADJ
שקרים	está	שקר	estar	N;MASC;PL	V
שקרים	mentindo	שקר	mentir	N;MASC;PL	V
מרגישה	se	הרגיש	se	V;FEM;SG;V.PTCP;ACT	CONJ
מרגישה	ben	הרגיש	ben	V;FEM;SG;V.PTCP;ACT	ADV
מרגישה	que	הרגיש	que	V;FEM;SG;V.PTCP;ACT	PRO
מרגישה	sensación	הרגיש	sensación	V;FEM;SG;V.PTCP;ACT	N
מרגישה	sentimento	הרגיש	sentimento	V;FEM;SG;V.PTCP;ACT	N
אינטלקטואלית	intelectual	אינטלקטואלי	intelectual	ADV	ADJ
לווייתנים	as	לווייתן	o	N;MASC;PL	DET
לבזבז	lixo	בזבז	lixo	V;NFIN;ACT	N
לבזבז	residuos	בזבז	residuo	V;NFIN;ACT	N
לבזבז	perda	בזבז	perda	V;NFIN;ACT	N
לבזבז	tempo	בזבז	tempo	V;NFIN;ACT	N
עבריינים	delincuentes	עבריין	delincuente	N;MASC;PL	ADJ
הכתף	ombro	הכתף	ombro	PROPN	N
הכתף	ombreiro	הכתף	ombreiro	PROPN	N
בכושר	para	בכושר	para		ADP
בכושר	encaixan	בכושר	encaixar		V
בכושר	ataque	בכושר	ataque		N
בכושר	encaixa	בכושר	encaixa		V
בכושר	ben	בכושר	ben		ADV
בכושר	axustan	בכושר	axustar		V
בכושר	de	בכושר	de		ADP
תיאוריה	teoría	תיאוריה	teoría	PROPN	N
רעם	canóns	רעם	canón		N
רעם	trono	רעם	trono		N
רעם	os	רעם	o		DET
רעם	tronos	רעם	trono		N
פאט	pat	פאט	pat	PROPN	PROPN
נעלמת	desaparición	נעלם	desaparición	V;FEM;SG;V.PTCP;MID	N
גראנט	bolsa	גראנט	bolsa	PROPN	N
גראנט	indultarme	גראנט	indultarme	PROPN	V
גראנט	srta	גראנט	srta	PROPN	N
גראנט	a	גראנט	o	PROPN	DET
גראנט	grant	גראנט	grant	PROPN	PROPN
ויזואלית	visuais	ויזואלית	visual	ADV	ADJ
ויזואלית	dificultades	ויזואלית	dificultade	ADV	N
בייבי	bebé	בייבי	bebé	PROPN	N
בייבי	nena	בייבי	nena	PROPN	N
בייבי	rapaz	בייבי	rapaz	PROPN	N
הגרון	gorxa	הגרון	gorxa	PROPN	N
מוסתרת	oculto	מוסתר	oculto	V;FEM;SG;V.PTCP;PASS	N
מוסתרת	ocultas	מוסתר	oculto	V;FEM;SG;V.PTCP;PASS	N
שופטת	xulgar	שופט	xulgar	N;FEM;SG	V
עונג	pracer	עונג	pracer	PROPN	V
עונג	encantado	עונג	encantar	PROPN	V
עונג	gusto	עונג	gusto	PROPN	N
עונג	placer	עונג	placer	PROPN	V
חלם	de	חלם	de	PROPN	ADP
חלם	ensueños	חלם	ensueño	PROPN	N
נורטון	norton	נורטון	norton	PROPN	PROPN
אווז	oca	אווז	oca		N
אווז	branca	אווז	branco		ADJ
פילדס	campos	פילדס	campo	PROPN	N
פילדס	campo	פילדס	campo	PROPN	N
פילדס	leiras	פילדס	leira	PROPN	N
ויסקי	whisky	ויסקי	whisky	PROPN	N
ויסקי	güisqui	ויסקי	güisqui	PROPN	PROPN
ויסקי	escocés	ויסקי	escocés	PROPN	N
ויסקי	dobre	ויסקי	dobre	PROPN	N
ויסקי	whisky	ויסקי	whisky	PROPN	N
ויסקי	botellas	ויסקי	botella	PROPN	N
הבטיחו	prometín	הבטיח	prometín	V;PL;3;PST;ACT	PROPN
הבטיחו	prometinlle	הבטיח	prometinlle	V;PL;3;PST;ACT	PROPN
הבטיחו	prometéronme	הבטיח	prometéronme	V;PL;3;PST;ACT	PROPN
הבטיחו	prometíchesme	הבטיח	prometíchesme	V;PL;3;PST;ACT	N
מרטן	martin	מרטן	martin	PROPN	PROPN
קיבה	o	קיבה	o	N;FEM;SG	DET
גראס	herba	גראס	herba	PROPN	N
גרטרוד	gertrude	גרטרוד	gertrude	PROPN	PROPN
יומיומי	cotiá	יומיומי	cotián	PROPN	N
התנסות	experimentar	התנסות	experimentar	N;FEM;SG	V
התנסות	experimentan	התנסות	experimentar	N;FEM;SG	V
מתכננת	planificación	תכנן	planificación	V;FEM;SG;V.PTCP;ACT	N
לנוח	resto	נח	resto	V;NFIN;ACT	N
לנוח	demais	נח	demais	V;NFIN;ACT	DET
לנוח	descanso	נח	descanso	V;NFIN;ACT	N
לירה	libra	לירה	libra	PROPN	N
מיושן	obsoleto	מיושן	obsoleto	V;MASC;SG;V.PTCP;PASS	ADJ
חיישן	sensor	חיישן	sensor	PROPN	N
קירבי	kirby	קירבי	kirby	PROPN	PROPN
החיסונית	inmunes	החיסונית	inmune	ADV	N
החיסונית	inmune	החיסונית	inmune	ADV	N
החיסונית	inmunitario	החיסונית	inmunitario	ADV	N
אלהים	deus	אלהים	daus	PROPN	N
גנטיקה	xenética	גנטיקה	xenético	N;FEM;SG	ADJ
גנטיקה	xenéticas	גנטיקה	xenético	N;FEM;SG	ADJ
גנטיקה	xenéticos	גנטיקה	xenético	N;FEM;SG	ADJ
גנטיקה	xenético	גנטיקה	xenético	N;FEM;SG	ADJ
גנטיקה	xenética	גנטיקה	xenético	N;FEM;SG	ADJ
מיק	mick	מיק	mick	PROPN	PROPN
התגלית	descubrimento	התגלית	descubrimento		N
מיקוד	centre	מיקוד	centrar		PROPN
מיקוד	centrarse	מיקוד	centrarse		PROPN
מיקוד	centramos	מיקוד	centrar		V
מיקוד	centrarme	מיקוד	centrarme		V
מיקוד	foco	מיקוד	foco		N
מיקוד	focalizar	מיקוד	focalizar		V
קוטב	polar	קוטב	polar	PROPN	N
קוטב	polares	קוטב	polar	PROPN	N
קוטב	polo	קוטב	polo	PROPN	N
קוטב	poste	קוטב	postar	PROPN	N
מרפאה	clínica	מרפאה	clínico	N;FEM;SG	ADJ
סידרה	de	סדרה	de	N;FEM;SG	ADP
מחזירה	volta	מחזיר	volta	V;FEM;SG;V.PTCP;ACT	N
סטוק	depósito	סטוק	depósito	PROPN	N
בידיעה	saber	בידיעה	saber		V
בידיעה	sabendo	בידיעה	saber		V
בידיעה	sabe	בידיעה	saber		V
מתעקש	en	התעקש	en	V;MASC;SG;V.PTCP	ADP
צבעוניות	de	צבעוניות	de	N;FEM;PL	ADP
הרעם	canóns	הרעם	canón	PROPN	N
הרעם	trono	הרעם	trono	PROPN	N
הרעם	os	הרעם	o	PROPN	DET
הרעם	tronos	הרעם	trono	PROPN	N
תפנית	xiro	תפנית	xiro		N
נואש	desesperado	נואש	desesperar		V
נואש	e	נואש	e		CONJ
וויליאמס	williams	וויליאמס	williams	PROPN	PROPN
מותרות	luxo	מותרות	luxo		N
ההרצאה	charla	ההרצאה	charlar	PROPN	N
פרקינסון	párkinson	פרקינסון	párkinson	PROPN	PROPN
פתק	nota	פתק	nota		N
פתק	a	פתק	o		DET
הייל	“	הייל	“	PROPN	
הייל	sarabia	הייל	sarabia	PROPN	N
הייל	”	הייל	”	PROPN	PROPN
הייל	en	הייל	en	PROPN	ADP
הייל	galego	הייל	galego	PROPN	ADJ
הייל	saudamos	הייל	saudar	PROPN	V
החזר	a	החזר	o	PROPN	DET
החזר	volvo	החזר	volvo	PROPN	V
החזר	regresar	החזר	regresar	PROPN	V
החזר	volva	החזר	volva	PROPN	V
החזר	cambio	החזר	cambio	PROPN	N
החזר	volver	החזר	volver	PROPN	V
החזר	retorno	החזר	retorno	PROPN	N
הנצחי	eterna	הנצחי	eterno	PROPN	N
עבות	groso	עבה	groso		N
פיות	boca	פיות	boca		N
פיות	bocas	פיות	boca		N
אטלנטיק	atlántico	אטלנטיק	atlántico	PROPN	ADJ
דייק	fada	דייק	fada	PROPN	N
דייק	das	דייק	das	PROPN	N
דייק	lesbiana	דייק	lesbianar	PROPN	N
פיזה	pisa	פיזה	pisar	PROPN	PROPN
איכר	campesiño	איכר	campesiño		ADJ
איכר	granxeiro	איכר	granxeiro		N
התחבר	conectarnos	התחבר	conectarno	V;MASC;SG;3;PST	ADJ
דרקולה	drácula	דרקולה	drácula	PROPN	N
החבילה	paquete	החביל	paquete	V;FEM;SG;3;PST;ACT	N
הלוך	etcétera	הלך	etcétera		N
הלוך	e	הלך	e		CONJ
פיתרון	solución	פיתרון	solución	PROPN	N
פיתרון	solucións	פיתרון	solución	PROPN	N
מרוחקת	afastado	מרוחק	afastar	ADJ;FEM;SG	V
תהנו	guste	הנו	guste	PROPN	V
תהנו	gozamos	הנו	gozar	PROPN	V
תהנו	a	הנו	o	PROPN	DET
תהנו	da	הנו	da	PROPN	V
תהנו	que	הנו	que	PROPN	PRO
תהנו	gozar	הנו	gozar	PROPN	V
תהנו	gusta	הנו	gusto	PROPN	V
מסתכל	a	הסתכל	o	V;MASC;SG;V.PTCP	DET
שיכור	bébedo	שיכור	bébedo		N
שיכור	emborrachar	שיכור	emborrachar		V
שיכור	bébeda	שיכור	bébeda		N
שיכור	un	שיכור	un		DET
שיכור	bébedos	שיכור	bébedo		V
שיכור	emborracheime	שיכור	emborracheime		N
טריים	fresco	טרי	fresco	ADJ;MASC;PL	N
טריים	fresca	טרי	frescar	ADJ;MASC;PL	N
טריים	frescos	טרי	fresco	ADJ;MASC;PL	N
טריים	descarado	טרי	descarar	ADJ;MASC;PL	V
טריים	descarados	טרי	descarar	ADJ;MASC;PL	V
טריים	frescas	טרי	fresca	ADJ;MASC;PL	N
טריים	cambiar	טרי	cambiar	ADJ;MASC;PL	V
ריאלי	realistas	ריאלי	realista	ADJ;MASC;SG	N
המחר	mañá	המחר	mañá		ADV
גייגר	geiger	גייגר	geiger	PROPN	N
אהבו	lle	אהב	lle	V;PL;3;PST;ACT	PRO
