категория	kategorien	категория	kategori	N;INDF;FEM;SG	N;DEF;MASC;SG
спортисти	utøvere	спортист	utøvere	N;INDF;MASC;PL	N;INDF;SG
спортисти	idrettsutøvere	спортист	idrettsutøvere	N;INDF;MASC;PL	N;INDF;NEUT;SG
търговска	reklamefilm	търговски	reklamefilm	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
евреите	jøder	евреин	jøde	N;DEF;MASC;PL	N;INDF;MASC;PL
киното	kino	кино	kino	N;DEF;NEUT;SG	N;INDF;MASC;SG
мнозинство	flertallet	мнозинство	flertall	N;INDF;NEUT;SG	N;DEF;NEUT;SG
изложба	utstillingen	изложба	utstilling	N;INDF;FEM;SG	N;DEF;MASC;SG
изложба	utstillingen	изложба	utstilling	N;INDF;FEM;SG	N;DEF;MASC;SG
никарагуа	nicaraguansk	никарагуа	nicaraguansk	PROPN;INDF;MASC;SG	ADJ;INDF;SG
никарагуа	nicaragua	никарагуа	nicaragua	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
стюарт	stuart	стюарт	stuar	PROPN;INDF;MASC;SG	ADJ;INDF;NEUT;SG
стюарт	stewart	стюарт	stewar	PROPN;INDF;MASC;SG	ADJ;INDF;NEUT;SG
конгреса	kongress	конгрес	kongress	N;DEF;MASC;SG	N;INDF;MASC;SG
плато	plateau	плато	plateau	N;INDF;NEUT;SG	N;DEF;FEM;SG
насекоми	insekter	насекомя	insekt	N;INDF;MASC;PL	N;INDF;NEUT;SG
насекоми	insekter	насекомя	insekt	N;INDF;MASC;PL	N;INDF;NEUT;SG
холщайн	holsten	холщайн	holst	N;INDF;MASC;SG	N;DEF;MASC;SG
социално	sosialt	социален	sosial	ADV	ADJ;INDF;NEUT;SG
социално	sosialt	социален	sosial	ADV	ADJ;INDF;NEUT;SG
социално	sosiale	социален	sosial	ADV	ADJ;PL
социално	sosial	социален	sosial	ADV	ADJ;INDF;SG
племето	stamme	племе	stam	N;DEF;NEUT;SG	N;INDF;FEM;SG
салвадор	salvador	салвадор	salvador	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
латвия	latvia	латвия	latvia	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
латвия	latvias	латвия	latvias	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
уругвай	uruguay	уругвам	uruguay	V;IPFV;IMP;SG;2;FIN	N;INDF;MASC;SG
доведе	brakt	доведа	bryke	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
доведе	bragt	доведа	bringe	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
доведе	ledet	доведа	lede	V;PFV;IND;SG;3;PST;FIN;ACT	N;DEF;NEUT;SG
доведе	led	доведа	led	V;PFV;IND;SG;3;PST;FIN;ACT	N;INDF;MASC;SG
доведе	ført	доведа	føre	V;PFV;IND;SG;3;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
посветена	dedikert	посветя-(се)	dedikere	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
азербайджан	aserbajdsjan	азербайджан	aserbajdsjan	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
азербайджан	aserbajdsjansk	азербайджан	aserbajdsjansk	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
азербайджан	aserbajdsjanere	азербайджан	aserbajdsjanere	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
вкус	smake	вкус	smake	N;INDF;MASC;SG	V;IMP;NFIN
принципи	prinsipper	принцип	prinsippe	N;INDF;MASC;PL	N;INDF;NEUT;SG
загубата	savn	загуба	savn	N;DEF;FEM;SG	N;INDF;MASC;SG
загубата	tap	загуба	tap	N;DEF;FEM;SG	N;INDF;NEUT;SG
богата	rike	богат	rik	ADJ;INDF;FEM;SG	ADJ;PL
богата	rich	богат	rich	ADJ;INDF;FEM;SG	N
богата	rike	богат	rik	ADJ;INDF;FEM;SG	ADJ;PL
богата	velstående	богат	velstående	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
съветска	sovjetiske	съветски	sovjetisk	ADJ;INDF;FEM;SG	ADJ;PL
властите	autoriteter	власт	autoritet	N;DEF;FEM;PL	N;INDF;MASC;PL
властите	myndigheter	власт	myndigheter	N;DEF;FEM;PL	N;INDF;FEM;PL
месеци	månedsvis	месец	månedsvis	N;INDF;MASC;PL	N;INDF;MASC;SG
джамия	moskeen	джам	moské	N;INDF;FEM;SG	N;DEF;MASC;SG
уганда	uganda	уганда	uganda	N;INDF;FEM;SG	N;DEF;NEUT;SG
сума	summen	сума	sum	N;INDF;FEM;SG	N;DEF;MASC;SG
поражение	nederlaget	поражение	nederlag	N;INDF;NEUT;SG	N;DEF;NEUT;SG
надолу	down	надолу	down	ADV	N;INDF;SG
надолу	ned	надолу	ned	ADV	ADP
надолу	nedover	надолу	nedover	ADV	ADP
надолу	nede	надолу	nede	ADV	ADP
богат	rike	богат	rik	ADJ;INDF;MASC;SG	ADJ;PL
богат	rich	богат	rich	ADJ;INDF;MASC;SG	N
богат	rike	богат	rik	ADJ;INDF;MASC;SG	ADJ;PL
богат	velstående	богат	velstående	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
чикаго	chicago	чикаго	chicago	PROPN;INDF;MASC;SG	N
константинов	konstantinov	константинов	konstantinov	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
бавно	slow	бавно	slow	ADV	N;INDF;SG
бавно	treg	бавно	treg	ADV	N;INDF;MASC;SG
бавно	tregt	бавно	treg	ADV	ADJ;INDF;NEUT;SG
бавно	langsom	бавно	langsom	ADV	N;INDF;MASC;SG
бавно	langsomt	бавно	langsom	ADV	ADJ;INDF;NEUT;SG
бавно	sakte	бавно	sakte	ADV	ADJ;INDF;NEUT;SG
тунис	tunisisk	тунис	tunisisk	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
минало	fortida	минало	fortid	N;INDF;NEUT;SG	N;DEF;FEM;SG
минало	fortiden	минало	fortid	N;INDF;NEUT;SG	N;DEF;MASC;SG
минало	forbi	минало	forbi	N;INDF;NEUT;SG	ADP
състоянието	betingelse	състояние	betingelse	N;DEF;NEUT;SG	N;INDF;MASC;SG
състоянието	tilstand	състояние	tilstand	N;DEF;NEUT;SG	N;INDF;MASC;SG
състоянието	stand	състояние	stand	N;DEF;NEUT;SG	N;INDF;MASC;SG
желанието	begjær	желание	begjær	N;DEF;NEUT;SG	N;INDF;MASC;SG
извори	springs	извор	springs	N;INDF;MASC;PL	N;INDF;NEUT;SG
основателите	grunnleggere	основател	grunnleggere	N;DEF;MASC;PL	N;INDF;MASC;SG
основателите	stifterne	основател	stiftern	N;DEF;MASC;PL	N;INDF;NEUT;SG
турско	tyrkisk	турски	tyrkisk	ADV	N;INDF;MASC;SG
проверка	sjekke	проверка	sjekke	N;INDF;FEM;SG	V;NFIN
проверка	kontroller	проверка	kontrollere	N;INDF;FEM;SG	N;INDF;FEM;PL
проверка	sjekk	проверка	sjekk	N;INDF;FEM;SG	V;IMP;FIN
кан	kahn	кан	kahn	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
кан	khan	кан	khan	PROPN;INDF;MASC;SG	N
кан	khanen	кан	khan	PROPN;INDF;MASC;SG	N;DEF;MASC;SG
кан	cannes	кан	cannes	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
апостол	apostelen	апостол	apostel	N;INDF;MASC;SG	N;DEF;MASC;SG
непрекъснато	kontinuerlig	непрекъснато	kontinuerlig	ADV	N;INDF;MASC;SG
сава	sava	сава	sava	N;INDF;MASC;SG	N;DEF;FEM;SG
канали	kanaler	канал	kanal	N;INDF;MASC;PL	N;INDF;NEUT;SG
канали	kanalene	канал	kanale	N;INDF;MASC;PL	N;DEF;FEM;PL
колони	søylene	колона	søyle	N;INDF;FEM;PL	N;DEF;FEM;PL
колони	kolonnene	колона	kolonne	N;INDF;FEM;PL	N;DEF;MASC;PL
крале	konger	крал	konge	N;INDF;MASC;PL	N;INDF;NEUT;SG
крале	kings	крал	kings	N;INDF;MASC;PL	N;INDF;NEUT;SG
ланка	lanka	ланка	lank	N;INDF;FEM;SG	PROPN
вътрешна	interiør	вътрешен	interiør	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
вътрешна	indre	вътрешен	indre	ADJ;INDF;FEM;SG	ADJ;CMPR
квалификациите	kvalifikasjoner	квалификация	kvalifikasjon	N;DEF;FEM;PL	N;INDF;MASC;SG
квалификациите	kvalifisering	квалификация	kvalifisering	N;DEF;FEM;PL	N;INDF;FEM;SG
липсва	manglende	липсвам	manglende	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;NEUT;SG
липсва	savnet	липсвам	savn	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
липсва	forsvunnet	липсвам	forsvinne	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;DEF;NEUT;SG
марки	markerer	марка	markere	N;INDF;FEM;PL	V;IND;PRS;FIN
марки	marks	марка	marks	N;INDF;FEM;PL	N;INDF;MASC;SG
маргарита	margherita	маргарит	margherit	N;INDF;FEM;SG	N;DEF;FEM;SG
направена	lagd	направя-(се)	leggje	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
направена	made	направя-(се)	made	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;INDF;SG
направена	laget	направя-(се)	lag	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;DEF;NEUT;SG
обединява	forener	обединявам-(се)	forene	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
серии	serie	серия	serie	N;INDF;FEM;PL	N;INDF;MASC;SG
серии	rekke	серия	rekke	N;INDF;FEM;PL	N;INDF;FEM;SG
редактиране	redigere	редактиране	redigere	N;INDF;NEUT;SG	V;NFIN
редактиране	rediger	редактиране	redig	N;INDF;NEUT;SG	N;INDF;MASC;PL
редактиране	redigerer	редактиране	redigere	N;INDF;NEUT;SG	V;IND;PRS;FIN
редактиране	redigere	редактиране	redigere	N;INDF;NEUT;SG	V;NFIN
комунисти	kommunister	комунист	kommunister	N;INDF;MASC;PL	N;INDF;MASC;SG
комунисти	kommunistene	комунист	kommunist	N;INDF;MASC;PL	N;DEF;FEM;PL
комунисти	kommunister	комунист	kommunister	N;INDF;MASC;PL	N;INDF;MASC;SG
ток	tok	ток	ta	N;INDF;MASC;SG	V;IND;PST;FIN
режисьори	filmskapere	режисьор	filmskapere	N;INDF;MASC;PL	N;INDF;MASC;SG
телевизията	tv	телевизия	tv	N;DEF;FEM;SG	N;INDF;MASC;SG
телевизията	fjernsyn	телевизия	fjernsyn	N;DEF;FEM;SG	N;INDF;NEUT;SG
ценни	verdifull	ценен	verdifull	ADJ;INDF;PL	ADJ;INDF;SG
ценни	verdifullt	ценен	verdifull	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
стокхолм	stockholm	стокхолм	stockholm	PROPN;INDF;MASC;SG	N;INDF;NEUT;SG
стокхолм	stockholms	стокхолм	stockholm	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
папата	pope	папа	pope	N;DEF;MASC;SG	N;INDF;MASC;SG
папата	pave	папа	pave	N;DEF;MASC;SG	N;INDF;MASC;SG
гласове	stemmene	глас	stemme	N;INDF;MASC;PL	N;DEF;FEM;PL
колона	kolonnen	колона	kolonn	N;INDF;FEM;SG	N;DEF;MASC;SG
гней	gnaeus	гней	gna	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
сара	sarah	сар	sarah	PROPN;INDF;FEM;SG	N;INDF;FEM;SG
сара	sara	сар	sare	PROPN;INDF;FEM;SG	N;FEM
обиколки	tours	обиколка	tours	N;INDF;FEM;PL	N;INDF;MASC;SG
легендата	legende	легенда	legende	N;DEF;FEM;SG	N;INDF;FEM;SG
легендата	legend	легенда	legend	N;DEF;FEM;SG	N;INDF;NEUT;SG
поток	flyt	поток	flyte	N;INDF;MASC;SG	V;IMP;PRS;FIN
поток	bekken	поток	bekk	N;INDF;MASC;SG	N;DEF;MASC;SG
брака	ekteskap	брак	ekteskap	N;DEF;MASC;SG	N;INDF;NEUT;SG
градуса	grader	градус	grad	N;DEF;MASC;SG	N;INDF;FEM;PL
регистър	registrer	регистър	registre	N;INDF;MASC;SG	N;INDF;MASC;PL
регистър	registrere	регистър	registrere	N;INDF;MASC;SG	V;NFIN
регистър	registeret	регистър	register	N;INDF;MASC;SG	N;DEF;NEUT;SG
лято	sommeren	лято	sommer	N;INDF;NEUT;SG	ADJ;INDF;SG
спорове	kontroverser	спор	kontrovers	N;INDF;MASC;PL	N;INDF;MASC;SG
крака	fot	крак	fot	N;INDF;MASC;PL	N;INDF;MASC;SG
крака	bena	крак	bene	N;INDF;MASC;PL	N;INDF;NEUT;SG
крака	bein	крак	bein	N;INDF;MASC;PL	N;INDF;NEUT;SG
крака	beina	крак	bein	N;INDF;MASC;PL	N;DEF;NEUT;PL
крака	benet	крак	ben	N;INDF;MASC;PL	N;DEF;NEUT;SG
крака	etappe	крак	etappe	N;INDF;MASC;PL	N;INDF;MASC;SG
крака	beinet	крак	bein	N;INDF;MASC;PL	N;DEF;NEUT;SG
мисли	tror	мисля	tror	V;IPFV;IMP;SG;2;FIN	
мисли	tankene	мисля	tanke	V;IPFV;IMP;SG;2;FIN	N;DEF;FEM;PL
мисли	tanker	мисля	tanke	V;IPFV;IMP;SG;2;FIN	N;INDF;FEM;PL
миг	øyeblikket	миг	øyeblikk	N;INDF;MASC;SG	N;DEF;NEUT;SG
саудитска	saudiske	саудитски	saudisk	ADJ;INDF;FEM;SG	ADJ;PL
саудитска	saudi	саудитски	saudi	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
къп	cupen	къп	cup	N;INDF;MASC;SG	N;DEF;MASC;SG
библиотеката	bibliotek	библиотека	bibliotek	N;DEF;FEM;SG	N;INDF;NEUT;SG
изкуствата	kunster	изкуство	kunster	N;DEF;NEUT;PL	N;INDF;FEM;PL
бсп	bsp	бсп	bsp	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
балкански	balkan	балкански	balkan	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
електронни	elektronisk	електронен	elektronisk	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
претор	pretor	претор	pretor	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
горите	skoger	гора	skoge	N;DEF;FEM;PL	N;INDF;FEM;PL
звук	lyden	звук	lyd	N;INDF;MASC;SG	N;DEF;MASC;SG
украински	ukrainsk	украински	ukrainsk	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
украински	ukrainske	украински	ukrainsk	ADJ;INDF;MASC;SG	ADJ;PL
съставен	komponert	съставя	komponere	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
съставен	composite	съставя	composité	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;INDF;MASC;SG
съставен	sammensatt	съставя	sammensatt	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
събота	lørdagen	събота	lørdag	N;INDF;FEM;SG	N;DEF;MASC;SG
увеличаване	øke	увеличаване	øken	N;INDF;NEUT;SG	V;IMP;FIN
използвано	brukt	използвам	bruke	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
използвано	brukes	използвам	brukes	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	
използвано	brukte	използвам	bruke	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;PL;V.PTCP
работници	arbeidere	работник	arbeidere	N;INDF;MASC;PL	N;INDF;FEM;SG
писане	skriver	писане	skrive	N;INDF;NEUT;SG	V;IND;PRS;FIN
колония	kolonien	колония	koloni	N;INDF;FEM;SG	N;DEF;MASC;SG
симон	simone	симон	simon	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
симон	simon	симон	simon	PROPN;INDF;MASC;SG	N;MASC
симон	simón	симон	simón	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
използвайки	bruker	използвам	bruke	V;IPFV;IMP;SG;2;FIN	V;IND;PRS;FIN
огромен	svær	огромен	svær	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
огромен	enorme	огромен	enorm	ADJ;INDF;MASC;SG	ADJ;PL
публично	offentleg	публично	offentleg	ADV	ADJ;INDF;NEUT;SG
публично	offentlige	публично	offentlige	ADV	ADJ;PL
публично	offentlig	публично	offentlig	ADV	ADJ;INDF;NEUT;SG
публично	offentlig	публично	offentlig	ADV	ADJ;INDF;NEUT;SG
гана	ghana	гана	ghan	N;INDF;FEM;SG	PROPN
гана	ghanas	гана	ghanas	N;INDF;FEM;SG	N;DEF;MASC;SG
редовно	regelmessig	редовно	regelmessig	ADV	ADJ;INDF;NEUT;SG
редовно	jevnlig	редовно	jevnlig	ADV	ADJ;INDF;NEUT;SG
редовно	regulært	редовно	regulær	ADV	ADJ;INDF;NEUT;SG
редовно	regelmessige	редовно	regelmessig	ADV	ADJ;PL
редовно	vanlig	редовно	vanlig	ADV	ADJ;INDF;NEUT;SG
промените	endringer	промяна	endring	N;DEF;FEM;PL	N;INDF;FEM;PL
промените	forandringer	промяна	forandring	N;DEF;FEM;PL	N;INDF;FEM;PL
истински	real	истински	real	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
записи	records	запис	record	N;INDF;MASC;PL	N;INDF;NEUT;SG
записи	rekorder	запис	rekord	N;INDF;MASC;PL	N;INDF;NEUT;SG
чад	tsjad	чад	tsjad	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
чад	chad	чад	chad	PROPN;INDF;MASC;SG	PROPN
чад	tsjads	чад	tsjads	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
резиденция	residens	резиденция	residens	N;INDF;FEM;SG	N;GEN;DEF;MASC;SG
разнообразни	mangfoldig	разнообразен	mangfoldig	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
разнообразни	variert	разнообразен	variere	ADJ;INDF;PL	ADJ;INDF;SG;V.PTCP
водещи	flaggskipet	водя	flaggskip	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;DEF;NEUT;SG
водещи	flaggskip	водя	flaggskip	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;INDF;MASC;SG
водещи	ledende	водя	ledende	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;INDF;MASC;SG
водещи	arrangører	водя	arrangøre	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;INDF;FEM;PL
водещи	verter	водя	verte	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT	N;INDF;FEM;PL
възраждане	renessansen	възраждане	renessanse	N;INDF;NEUT;SG	N;DEF;MASC;SG
възраждане	revival	възраждане	revival	N;INDF;NEUT;SG	ADJ;INDF;SG
завършен	komplett	завърша	komplett	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
завършен	fullført	завърша	fullføre	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
завършен	fullført	завърша	fullføre	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
завършен	gjennomført	завърша	gjennomføre	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
завършен	ferdige	завърша	ferdig	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;PL
завършен	avsluttet	завърша	avslutt	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
завършен	ferdig	завърша	ferdig	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
замбия	zambias	замбия	zambias	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
замбия	zambia	замбия	zambia	PROPN;INDF;FEM;SG	N;INDF;NEUT;SG
мишел	michelle	мишел	michelle	PROPN;INDF;MASC;SG	N;INDF;FEM;SG
мишел	michel	мишел	michel	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
възможни	mulig	възможен	mulig	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
сяр	serres	сяр	serres	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
шахмат	sjakkmatt	шахмат	sjakkmatt	N;INDF;MASC;SG	ADJ;INDF;NEUT;SG
планове	planlegger	план	planleggje	N;INDF;MASC;PL	V;IND;PRS;FIN
планове	planene	план	plan	N;INDF;MASC;PL	N;DEF;MASC;PL
запазена	reservert	запазя-(се)	reservert	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;INDF;MASC;SG
запазена	bevart	запазя-(се)	bevare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
запазена	bevarte	запазя-(се)	bevare	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;SG
запазена	bevares	запазя-(се)	bevares	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;INDF;MASC;SG
белгийски	belgiske	белгийски	belgisk	ADJ;INDF;MASC;SG	ADJ;PL
белгийски	belgias	белгийски	belgias	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
очевидно	tilsynelatende	очевидно	tilsynelatende	ADV	N;INDF;FEM;SG
очевидно	visstnok	очевидно	visstnok	ADV	N;INDF;MASC;SG
очевидно	åpenbart	очевидно	åpenbar	ADV	ADJ;INDF;NEUT;SG
класическа	klassiker	класически	klassiker	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
класическа	klassiske	класически	klassisk	ADJ;INDF;FEM;SG	ADJ;PL
класическа	classic	класически	classic	ADJ;INDF;FEM;SG	N
птиците	fugler	птица	fugle	N;DEF;MASC;PL	N;INDF;MASC;PL
медали	medaljene	медал	medalje	N;INDF;MASC;PL	N;DEF;FEM;PL
вила	vila	вила	vilje	N;INDF;FEM;SG	PROPN
чети	lest	чета	lese	N;INDF;FEM;PL	ADJ;INDF;NEUT;SG;V.PTCP
чети	lese	чета	lese	N;INDF;FEM;PL	V;V.PTCP
чети	les	чета	lese	N;INDF;FEM;PL	V;IMP;FIN
чети	read	чета	read	N;INDF;FEM;PL	N;INDF;NEUT;SG
редки	skjelden	редка	skjeld	N;INDF;FEM;PL	N;DEF;MASC;SG
редки	sjelden	редка	sjelden	N;INDF;FEM;PL	ADJ;INDF;SG
редки	sjeldent	редка	sjeldent	N;INDF;FEM;PL	N;INDF;MASC;SG
редки	sjeldne	редка	sjeldan	N;INDF;FEM;PL	ADJ;PL
параметри	parameteren	параметър	parameter	N;INDF;MASC;PL	N;DEF;MASC;SG
параметри	parameter	параметър	parameter	N;INDF;MASC;PL	N;INDF;MASC;SG
параметри	parametere	параметър	parametere	N;INDF;MASC;PL	ADJ;CMPR
параметри	parametre	параметър	parametre	N;INDF;MASC;PL	N;INDF;MASC;SG
маргарета	margareta	маргаре	margareta	N;INDF;FEM;SG	N;DEF;NEUT;SG
критично	kritisk	критично	kritisk	ADV	ADJ;INDF;NEUT;SG
критично	kritiske	критично	kritisk	ADV	ADJ;PL
бивша	tidligere	бивш	tidligere	ADJ;INDF;FEM;SG	N;INDF;FEM;SG
роби	robbie	роба	robbie	N;INDF;FEM;PL	N;INDF;MASC;SG
роби	slaver	роба	slave	N;INDF;FEM;PL	N;INDF;FEM;SG
роби	robby	роба	robby	N;INDF;FEM;PL	N;INDF;MASC;SG
будапеща	budapest	будапеща	budapest	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
дипломатически	diplomatiske	дипломатически	diplomatisk	ADJ;INDF;MASC;SG	ADJ;PL
вратар	keeperen	вратар	keeper	N;INDF;MASC;SG	N;DEF;MASC;SG
максимална	maksimum	максимален	maksimum	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
максимална	maks	максимален	maks	ADJ;INDF;FEM;SG	N;INDF;NEUT;SG
колежа	college	колеж	colleg	N;DEF;MASC;SG	N;INDF;NEUT;SG
колежа	høgskole	колеж	høgskole	N;DEF;MASC;SG	N;INDF;MASC;SG
колежа	høyskole	колеж	høyskole	N;DEF;MASC;SG	N;INDF;MASC;SG
анимационни	tegnefilmer	анимационен	tegnefilm	ADJ;INDF;PL	N;INDF;MASC;PL
анимационни	tegnefilm	анимационен	tegnefilm	ADJ;INDF;PL	N;INDF;MASC;SG
огромна	svær	огромен	svær	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
огромна	enorme	огромен	enorm	ADJ;INDF;FEM;SG	ADJ;PL
губят	tape	губя-(се)	tape	V;IPFV;IND;PL;3;PRS;FIN;ACT	N;INDF;MASC;SG
губят	miste	губя-(се)	miste	V;IPFV;IND;PL;3;PRS;FIN;ACT	ADJ;INDF;SG;V.PTCP
плочи	records	плоча-(се)	record	N;INDF;FEM;PL	N;INDF;NEUT;SG
плочи	rekorder	плоча-(се)	rekord	N;INDF;FEM;PL	N;INDF;NEUT;SG
плочи	skilter	плоча-(се)	skilter	N;INDF;FEM;PL	N;INDF;MASC;SG
милиарда	billion	милиард	billion	N;DEF;MASC;SG	N;INDF;NEUT;SG
милиарда	milliarder	милиард	milliard	N;DEF;MASC;SG	N;INDF;MASC;PL
милиарда	milliard	милиард	milliard	N;DEF;MASC;SG	N;INDF;MASC;SG
милиарда	mrd	милиард	mrd	N;DEF;MASC;SG	N;INDF;NEUT;SG
крайно	ekstrem	крайно	ekstrem	ADV	ADJ;INDF;SG
крайно	ekstremt	крайно	ekstrem	ADV	ADJ;INDF;NEUT;SG
крайно	ekstreme	крайно	ekstrem	ADV	ADJ;PL
крайно	extreme	крайно	extreme	ADV	N;INDF;MASC;SG
близко	nære	близък	nær	ADV	ADJ;PL
близко	lukk	близък	lukk	ADV	N;INDF;NEUT;SG
близко	lukke	близък	lukke	ADV	N;INDF;FEM;SG
близко	nær	близък	nær	ADV	ADJ;INDF;SG
близко	close	близък	close	ADV	N
близко	nært	близък	nær	ADV	ADJ;INDF;NEUT;SG
близко	near	близък	near	ADV	N;INDF;MASC;SG
близко	nær	близък	nær	ADV	ADJ;INDF;SG
животът	liv	живот	liv	N;DEF;MASC;SG	N;INDF;NEUT;SG
животът	life	живот	life	N;DEF;MASC;SG	N;INDF;MASC;SG
ювентус	juventus	ювентус	juventus	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
тейлър	taylor	тейлър	taylor	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
реално	real	реално	real	ADV	N;INDF;MASC;SG
реално	ekte	реално	ekte	ADV	ADJ;INDF;NEUT;SG
реално	reelt	реално	reell	ADV	ADJ;INDF;NEUT;SG
копие	spydet	копие	spyde	N;INDF;NEUT;SG	N;DEF;NEUT;SG
истината	sannhet	истина	sannhet	N;DEF;FEM;SG	N;INDF;MASC;SG
палестина	palestina	палестина	palestin	N;INDF;FEM;SG	N;DEF;FEM;SG
корпуса	hull	корпус	hull	N;DEF;MASC;SG	N;INDF;NEUT;SG
корпуса	skrog	корпус	skrog	N;DEF;MASC;SG	N;INDF;NEUT;SG
заменен	erstattet	заменя	erstatt	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;NEUT;SG
сталин	stalin	сталин	stalin	N;INDF;MASC;SG	PROPN
ефекти	effekter	ефект	effekt	N;INDF;MASC;PL	N;INDF;NEUT;SG
просветен	opplyste	просветен	opplyse	ADJ;INDF;MASC;SG	V;IND;PST;FIN
свободни	gratis	свободен	gratis	ADJ;INDF;PL	ADJ;INDF;NEUT;SG
свободни	fri	свободен	fri	ADJ;INDF;PL	ADJ;INDF;SG
свободни	free	свободен	free	ADJ;INDF;PL	N
свободни	ledig	свободен	ledig	ADJ;INDF;PL	ADJ;INDF;SG
