die	на	die	на	DET;DEF	ADP
gevoelens	чувства	gevoel	чувство	ADP	N;INDF;NEUT;PL
gevoelens	чуства	gevoel	чуствам	ADP	V;IPFV;IND;SG;3;PRS;FIN;ACT
aanbeveel	препоръчително	aanbeveel	препоръчително	V;PRS	ADV
aanbeveel	препоръча	aanbeveel	препоръчам-(се)	V;PRS	V;PFV;IND;SG;3;PST;FIN;ACT
tennis	тенис	tennis	тенис	N;PL	N;INDF;MASC;SG
visuele	визуално	visueel	визуален	ADJ;NOM	ADV
afghanistan	афганистан	afghanistan	афганистан	PROPN;SG	N;DEF;MASC;SG
klavier	пианото	klavier	пиано	N;SG	ADJ;DEF;NEUT;SG
klavier	пиано	klavier	пиано	N;SG	ADV
klavier	пияно	klavier	пиян	N;SG	ADV
howard	хауърд	howard	хауърд	PROPN;SG	PROPN;INDF;MASC;SG
geluk	честито	geluk	чести	N;SG	N;DEF;NEUT;PL
geluk	поздравления	geluk	поздравлен	N;SG	N;INDF;NEUT;PL
geluk	честито	geluk	чести	N;SG	N;DEF;NEUT;PL
verse	стих	vers	стих	V;PRS	N;INDF;MASC;SG
verse	стихове	vers	стих	V;PRS	N;INDF;MASC;PL
gasheer	водещ	gasheer	водя	N;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
dieet	диети	dieet	диета	N;SG	N;INDF;MASC;PL
robinson	робинсън	robinson	робинсън		PROPN;INDF;MASC;SG
aug	август	aug	август	PROPN;SG	N;INDF;MASC;SG
puerto	пуерто	puerto	пуерто	PROPN;SG	N;INDF;MASC;SG
voorgestelde	предложен	voorstel	предложа	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
voorgestelde	предложени	voorstel	предложа	ADJ;NOM	V;PFV;INDF;PL;V.PTCP;PASS
voorgestelde	предложено	voorstel	предложа	ADJ;NOM	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
debat	разисквания	debat	разискване	N;SG	N;INDF;NEUT;PL
debat	дебати	debat	дебат	N;SG	N;INDF;MASC;PL
graan	зърна	graan	зърна-(се)	N;SG	N;INDF;NEUT;PL
jimmy	джими	jimmy	джим		PROPN;INDF;MASC;SG
lenin	ленин	lenin	ленин	V;PRS	N;INDF;MASC;SG
sri	шри	sri	шри	PROPN;SG	PROPN;INDF;MASC;SG
franz	франц	franz	франц		PROPN;INDF;MASC;SG
vorentoe	напред	vorentoe	напред	V;PRS	ADV
boston	бостън	boston	бостън		N;INDF;MASC;SG
verteenwoordiger	представителна	verteenwoordiger	представителен	N;SG	ADJ;INDF;FEM;SG
verteenwoordiger	представителен	verteenwoordiger	представителен	N;SG	ADJ;INDF;MASC;SG
verteenwoordiger	представително	verteenwoordiger	представително	N;SG	ADV
verteenwoordiger	представителни	verteenwoordiger	представителен	N;SG	ADJ;INDF;PL
verbrand	бърнс	verbrand	бърнс		N;INDF;MASC;SG
verbrand	гори	verbrand	гора		N;INDF;FEM;PL
verbrand	изгаряния	verbrand	изгаряние		N;INDF;NEUT;PL
gereed	готови	gereed	готов		ADJ;INDF;PL
naval	военноморски	naval	военноморски		ADJ;INDF;MASC;SG
fries	картофки	fries	картофка	N;SG	N;INDF;FEM;PL
fries	фризийски	fries	фризийски	N;SG	ADJ;INDF;MASC;SG
sink	цинков	sink	цинков	V;PRS	N;INDF;MASC;SG
sink	цинк	sink	цинк	V;PRS	N;INDF;MASC;SG
gooi	хвърляне	gooi	хвърляне	V;PRS	N;INDF;NEUT;SG
veronderstel	предполагаемо	veronderstel	предполагаем	V;PRS	ADV
saamgestelde	съставен	saamstel	съставя	ADJ;NOM	V;PFV;INDF;MASC;SG;V.PTCP;PASS
saamgestelde	съединението	saamstel	съединение	ADJ;NOM	N;DEF;NEUT;SG
saamgestelde	съединение	saamstel	съединение	ADJ;NOM	N;INDF;NEUT;SG
myn	минни	myn	минен	N;SG	N;INDF;FEM;PL
mont	мон	mont	мон	N;SG	PROPN;INDF;NEUT;SG
daagliks	седмични	daagliks	седмичен	N;PL	ADJ;INDF;PL
daagliks	седмично	daagliks	седмичен	N;PL	ADV
daagliks	седмична	daagliks	седмичен	N;PL	ADJ;INDF;FEM;SG
daagliks	седмичен	daagliks	седмичен	N;PL	ADJ;INDF;MASC;SG
edmund	едмънд	edmund	едмънд	PROPN;SG	N;INDF;MASC;SG
pels	козина	pels	козина	N;PL	N;INDF;FEM;SG
pels	козината	pels	козина	N;PL	N;DEF;FEM;SG
oslo	осло	oslo	осло	PROPN;SG	PROPN;INDF;MASC;SG
klink	звуци	klink	звук	V;PRS	N;INDF;MASC;PL
bitter	горчиви	bitter	горчив	N;SG	ADJ;INDF;PL
bitter	горчива	bitter	горчив	N;SG	ADJ;INDF;FEM;SG
bitter	горчив	bitter	горчив	N;SG	ADJ;INDF;MASC;SG
bitter	горчиво	bitter	горчиво	N;SG	ADV
numberoffiles	numberoffiles	numberoffile	numberoffiles	N;PL	N;INDF;MASC;SG
numberofarticles	numberofarticles	numberofararticle	numberofarticles	N;PL	N;INDF;MASC;SG
numberofusers	numberofusers	numberofuser	numberofusers	N;PL	N;INDF;MASC;SG
numberofadmins	numberofadmins	numberofadmins	numberofadmins		N;INDF;MASC;SG
numberofactiveusers	numberofactiveusers	numberofactiveuser	numberofactiveusers	N;PL	N;INDF;MASC;SG
activeusers	activeusers	activeuser	activeusers	N;PL	N;INDF;MASC;SG
numberofedits	numberofedits	numberofedits	numberofedits		N;INDF;MASC;SG
zürich	цюрих	zürich	цюрих	PROPN;SG	PROPN;INDF;MASC;SG
numberofpages	numberofpages	numberofpage	numberofpages		N;INDF;MASC;SG
intellektuele	интелектуалец	intellektueel	интелектуалец	ADJ;NOM	N;INDF;MASC;SG
intellektuele	интелектуално	intellektueel	интелектуално	ADJ;NOM	ADV
bos	бос	bos	бос	V;PRS	N;INDF;MASC;SG
bos	форест	bos	форест	V;PRS	N;INDF;MASC;SG
bos	гора	bos	гора	V;PRS	N;INDF;FEM;SG
bos	горски	bos	горски	V;PRS	ADJ;INDF;MASC;SG
grafiese	графика	grafies	график	ADJ;NOM	N;DEF;MASC;SG
grafiese	графиката	grafies	графика	ADJ;NOM	N;DEF;FEM;SG
effekte	въздействие	effekte	въздействие	N;PL	N;INDF;NEUT;SG
effekte	ефект	effekte	ефект	N;PL	N;INDF;MASC;SG
alexandrië	александрия	alexandrië	александрия	N;SG	PROPN;INDF;FEM;SG
vermaak	развлечения	vermaak	развлекение	V;PRS	N;INDF;NEUT;PL
vermaak	забавления	vermaak	забавление	V;PRS	N;INDF;NEUT;PL
vermaak	забавление	vermaak	забавление	V;PRS	N;INDF;NEUT;SG
vermaak	развлечение	vermaak	развлечение	V;PRS	N;INDF;NEUT;SG
maleisië	малайзия	maleisië	малайзия	PROPN;SG	N;INDF;FEM;SG
permanent	постоянен	permanent	постоянен		ADJ;INDF;MASC;SG
permanent	постоянни	permanent	постоянен		ADJ;INDF;PL
permanent	постоянна	permanent	постоянен		ADJ;INDF;FEM;SG
permanent	трайно	permanent	траен		ADV
permanent	безвъзвратно	permanent	безвъзвратно		ADV
gesonde	здравословно	gesond	здравословен	ADJ;NOM	ADV
adams	адамс	adams	адамс		PROPN;INDF;MASC;SG
buenos	буенос	buenos	буенос		ADV
holstein	холщайн	holstein	холщайн		N;INDF;MASC;SG
aires	айрес	aires	айрес	N;SG	PROPN;INDF;MASC;SG
kwalifiseer	допустимо	kwalifiseer	допустим	V;PRS	ADV
kwalifiseer	допустим	kwalifiseer	допустя	V;PRS	N;INDF;MASC;SG
kwalifiseer	допустими	kwalifiseer	допустим	V;PRS	ADJ;INDF;PL
río	бени	río	бен	PROPN;SG	N;INDF;MASC;SG
río	магдалена	río	магдален	PROPN;SG	PROPN;INDF;FEM;SG
suur	кисели	suur	кисел	N;SG	N;INDF;FEM;PL
ontario	онтарио	ontario	онтарио		PROPN;INDF;MASC;SG
persoonlik	личен	persoonlik	личен	ADV	ADJ;INDF;MASC;SG
persoonlik	лична	persoonlik	личен	ADV	ADJ;INDF;FEM;SG
persoonlik	лични	persoonlik	личен	ADV	ADJ;INDF;PL
persoonlik	персонален	persoonlik	персонален	ADV	ADJ;INDF;MASC;SG
vrug	плодове	vrug	плод	N;SG	N;INDF;MASC;PL
kepler	кеплер	kepler	кеплер		PROPN;INDF;MASC;SG
raymond	реймънд	raymond	реймънд		PROPN;INDF;MASC;SG
moi	moi	moi	moi		N;INDF;MASC;SG
turke	турците	turk	турчин	ADJ;NOM	N;DEF;MASC;PL
turke	турци	turk	турчин	ADJ;NOM	N;INDF;MASC;PL
java	java	java	java		N;INDF;MASC;SG
regnum	regnum	regnum	regnum		N;INDF;NEUT;SG
onderhandelinge	преговорите	onderhandeling	преговори	N;PL	N;DEF
onderhandelinge	преговори	onderhandeling	преговори	N;PL	N;INDF
kragtige	мощно	kragtig	мощен	ADJ;NOM	ADV
vooraf	пре	vooraf	пре		ADV
vooraf	предварително	vooraf	предварително		ADV
herfs	есента	herfs	есен	V;PRS	N;DEF;FEM;SG
herfs	есен	herfs	есен	V;PRS	N;INDF;FEM;SG
herfs	есента	herfs	есен	V;PRS	N;DEF;FEM;SG
herfs	падане	herfs	падане	V;PRS	N;INDF;NEUT;SG
herfs	есен	herfs	есен	V;PRS	N;INDF;FEM;SG
nova	nova	nova	nova		N;INDF;MASC;SG
nova	нова	nova	нов		ADJ;INDF;FEM;SG
stil	тиха	stil	тих	V;PRS	ADJ;INDF;FEM;SG
stil	мълчание	stil	мълчание	V;PRS	N;INDF;NEUT;SG
stil	тих	stil	тих	V;PRS	ADJ;INDF;MASC;SG
stil	мълчалив	stil	мълчалив	V;PRS	N;INDF;MASC;SG
selfmoord	самоубийство	selfmoord	самоубийство	V;PRS	N;INDF;NEUT;SG
selfmoord	самоубийства	selfmoord	самоубийство	V;PRS	N;INDF;NEUT;PL
michail	михаил	michail	михаил	PROPN;SG	PROPN;INDF;MASC;SG
globale	световно	globaal	световен	ADJ;NOM	ADV
globale	глобално	globaal	глобален	ADJ;NOM	ADV
kopenhagen	копенхаген	kopenhagen	копенхаген		N;DEF;MASC;SG
beijing	пекин	beijing	пекин	PROPN;SG	PROPN;INDF;MASC;SG
melk	мляко	melk	мляко		N;INDF;NEUT;SG
werd	уърт	werd	уърт		N;INDF;FEM;SG
nuttig	полезна	nuttig	полезен	V;PRS	ADJ;INDF;FEM;SG
nuttig	полезно	nuttig	полезен	V;PRS	ADV
nuttig	полезни	nuttig	полезен	V;PRS	ADJ;INDF;PL
nuttig	полезен	nuttig	полезен	V;PRS	ADJ;INDF;MASC;SG
nuttig	полезна	nuttig	полезен	V;PRS	ADJ;INDF;FEM;SG
nuttig	полезно	nuttig	полезен	V;PRS	ADV
nuttig	полезни	nuttig	полезен	V;PRS	ADJ;INDF;PL
nuttig	полезен	nuttig	полезен	V;PRS	ADJ;INDF;MASC;SG
madagaskar	мадагаскар	madagaskar	мадагаскар	PROPN;SG	N;INDF;MASC;SG
xvi	xvi	xvi	xvi		ADJ;INDF;MASC;SG
britannica	британика	britannica	британик		N;DEF;MASC;SG
bedford	бедфорд	bedford	бедфорд		N;INDF;MASC;SG
konvensie	конвенция	konvensie	конвенция		N;INDF;FEM;SG
konvensie	конгрес	konvensie	конгрес		N;INDF;MASC;SG
madrid	мадрид	madrid	мадрид		PROPN;INDF;MASC;SG
mercedes	мерцедес	mercede	мерцедес		N;INDF;MASC;SG
mercedes	мерседес	mercede	мерседес		N;INDF;FEM;SG
toeneem	изгряваща	toeneem	изгрявам	V;PRS	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
illinois	илинойс	illinois	илинойс	PROPN;SG	N;INDF;MASC;SG
reise	пътува	reis	пътувам	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
teleskoop	телескопи	teleskoop	телескоп	N;SG	N;INDF;MASC;PL
müller	мюлер	müller	мюлер		PROPN;INDF;MASC;SG
sterrekunde	астрономия	sterrekund	астрономия		N;INDF;FEM;SG
sterrekunde	астрономията	sterrekund	астрономия		N;DEF;FEM;SG
marokko	мароко	marokko	мароко	PROPN;SG	N;INDF;MASC;SG
kritici	критик	kritici	критик	N;PL	N;INDF;MASC;SG
atoom	атом	atoom	атом	N;PL	N;INDF;MASC;SG
atoom	атома	atoom	атом	N;PL	N;DEF;MASC;SG
paulo	пауло	paulo	пауло	PROPN;SG	PROPN;INDF;MASC;SG
beswaar	възражение	beswaar	възражение		N;INDF;NEUT;SG
bas	лаят	bas	лаят	N;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
pedro	педро	pedro	педро		PROPN;INDF;MASC;SG
herman	хърман	herman	хърман		PROPN;INDF;MASC;SG
herman	херман	herman	херман		PROPN;INDF;MASC;SG
hurricanes	урагани	hurricane	ураганин		N;INDF;MASC;PL
roger	роджър	roger	роджър		N;INDF;MASC;SG
kompakte	компактен	kompak	компактен	N;SG	ADJ;INDF;MASC;SG
sleeswyk	шлезвиг	sleeswyk	шлезвиг	N;PL	N;INDF;MASC;SG
bonaparte	бонапарт	bonaparte	бонапарт	ADJ;NOM	N;DEF;MASC;SG
brisbane	бризбейн	brisbaan	бризбейн	PROPN;SG	N;INDF;MASC;SG
ope	отворено	ope	отворя	N;SG	ADV
ope	отвори	ope	отворя-(се)	N;SG	V;PFV;IND;SG;3;PST;FIN;ACT
redelike	разумно	redelik	разумно	ADJ;NOM	ADV
statistieke	статистика	statistiek	статистика	N;PL	N;INDF;FEM;SG
statistieke	статистиката	statistiek	статистика	N;PL	N;DEF;FEM;SG
statistieke	статистика	statistiek	статистика	N;PL	N;INDF;FEM;SG
statistieke	статистика	statistiek	статистика	N;PL	N;INDF;FEM;SG
location	местоположение	location	местоположение		N;INDF;NEUT;SG
location	място	location	място		N;INDF;NEUT;SG
location	местонахождение	location	местонахождение		N;INDF;NEUT;SG
location	локация	location	локация		N;INDF;FEM;SG
samoa	самоа	samoa	самоа	PROPN;SG	N;INDF;MASC;SG
neer	долу	neer	долу	V;PRS	ADV
neer	надолу	neer	надолу	V;PRS	ADV
philadelphia	филаделфия	philadelphia	филаделфия		N;INDF;FEM;SG
ray	рей	ray	рей		PROPN;INDF;MASC;SG
vat	буре	vat	буре	V;PRS	N;INDF;NEUT;SG
vat	бъчва	vat	бъчвам	V;PRS	N;INDF;FEM;SG
vat	цев	vat	цев	V;PRS	N;INDF;MASC;SG
vat	варел	vat	варел	V;PRS	N;INDF;MASC;SG
carolina	каролина	carolina	каролина	PROPN;SG	N;INDF;FEM;SG
skets	рисуване	skets	рисуване	V;PRS	N;INDF;NEUT;SG
skets	рисунка	skets	рисунка	V;PRS	N;INDF;FEM;SG
alan	алън	alan	алън		PROPN;INDF;MASC;SG
siviele	гражданско	siviel	граждански		ADV
siviele	граждански	siviel	граждански		ADJ;INDF;MASC;SG
siviele	гражданска	siviel	граждански		ADJ;INDF;FEM;SG
cecil	сесил	cecil	сесил	PROPN;SG	N;INDF;MASC;SG
strale	лъчи	straal	лъча		N;INDF;FEM;PL
jason	джейсън	jason	джейсън		PROPN;INDF;MASC;SG
jason	язон	jason	язон		N;INDF;MASC;SG
regstreekse	живи	regstreeks	жив	N;PL	ADJ;INDF;PL
regstreekse	жива	regstreeks	жив	N;PL	ADJ;INDF;FEM;SG
regstreekse	live	regstreeks	live	N;PL	ADJ
regstreekse	жив	regstreeks	жив	N;PL	ADJ;INDF;MASC;SG
regstreekse	живей	regstreeks	живей	N;PL	V;IPFV;IMP;SG;2;FIN
sam	сам	sam	сам	PROPN;SG	N;INDF;MASC;SG
seks	секс	seks	секс	PRO;NOM;SG;2	N;INDF;MASC;SG
seks	секса	seks	секс	PRO;NOM;SG;2	N;DEF;MASC;SG
seks	сексът	seks	секс	PRO;NOM;SG;2	N;DEF;MASC;SG
skaak	чес	skaak	чес	V;PRS	N;INDF;MASC;SG
skaak	шах	skaak	шах	V;PRS	N;INDF;MASC;SG
skaak	шахмат	skaak	шахмат	V;PRS	N;INDF;MASC;SG
christen	кристиан	christen	кристиан		N;INDF;MASC;SG
christen	кристиян	christen	кристиян		N;INDF;MASC;SG
christen	крисчън	christen	крисчън		PROPN;INDF;MASC;SG
christen	християнин	christen	християнин		N;INDF;MASC;SG
oorsake	причинява	oorsaak	причинявам	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
meubels	обзавеждане	meubel	обзавеждане	N;PL	N;INDF;NEUT;SG
meubels	мебел	meubel	мебел	N;PL	N;INDF;FEM;SG
thames	темза	thame	темза		N;DEF;MASC;SG
baker	бейкър	baker	бейкър		PROPN;INDF;MASC;SG
laai	натоварване	laai	натоварване	V;PRS	N;INDF;NEUT;SG
laai	зареждане	laai	зареждане	V;PRS	N;INDF;NEUT;SG
laai	товар	laai	товар	V;PRS	N;INDF;MASC;SG
laai	чекмедже	laai	чекмедже	V;PRS	N;INDF;NEUT;SG
laai	трей	laai	трей	V;PRS	N;INDF;MASC;SG
laai	табла	laai	табла	V;PRS	N;INDF;NEUT;PL
laai	поднос	laai	поднос	V;PRS	N;INDF;MASC;SG
finansies	финанси	finansies	финанси	N;SG	N;INDF
anale	анално	anaal	анално	ADJ;NOM	ADV
anale	анален	anaal	анален	ADJ;NOM	N;INDF;MASC;SG
barry	бари	barry	бара		PROPN;INDF;MASC;SG
barry	феята	barry	фея		N;DEF;FEM;SG
barry	фея	barry	фея		N;INDF;FEM;SG
elliot	елиът	elliot	ели	PROPN;SG	N;DEF;MASC;SG
argentynse	аржентина	argentyns	аржентина	ADJ;NOM	N;INDF;FEM;SG
brein	мозъчен	brein	мозъчен	N;SG	ADJ;INDF;MASC;SG
pdf	pdf	pdf	pdf		INTJ
verbod	забрана	verbod	забрана		N;INDF;FEM;SG
regent	регент	regent	регент		N;INDF;MASC;SG
meg	мег	meg	мег		V;PFV;IND;SG;3;PST;FIN;ACT
sosiaal	социален	sosiaal	социален	ADV	ADJ;INDF;MASC;SG
sosiaal	социални	sosiaal	социален	ADV	ADJ;INDF;PL
sosiaal	социална	sosiaal	социален	ADV	ADJ;INDF;FEM;SG
davis	дейвис	davis	дейвис		PROPN;INDF;MASC;SG
bethlehem	витлеем	bethlehem	витлея	ADV	PROPN;INDF;MASC;SG
colombia	колумбия	colombia	колумбия	PROPN;SG	PROPN;INDF;FEM;SG
kritiese	критично	krities	критично	ADJ;NOM	ADV
dramatiese	драматично	dramaties	драматично	ADJ;NOM	ADV
coates	коутс	coates	коутс		PROPN;INDF;MASC;SG
series	серия	series	серия		N;INDF;FEM;SG
series	поредица	series	поредица		N;INDF;FEM;SG
series	сериал	series	сериал		N;INDF;MASC;SG
series	серии	series	серия		N;INDF;FEM;PL
diesel	дизел	diesel	дизел		N;INDF;MASC;SG
diesel	дизелов	diesel	дизелов		N;INDF;MASC;SG
drank	пийте	drank	пийта	N;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
allen	алън	allen	алън		PROPN;INDF;MASC;SG
gestem	гласувахме	stem	гласувам	V;PST;V.PTCP	V;IPFV;IND;PL;1;IPFV;FIN;ACT
stirling	стърлинг	stirling	стърлинг		N;INDF;MASC;SG
teoretiese	теоретично	teoreties	теоретично	ADJ;NOM	ADV
strome	храни	strome	храна		N;INDF;FEM;PL
strome	потоци	strome	поток		N;INDF;MASC;PL
massachusetts	масачузетс	massachusetts	масачузетс	PROPN;SG	N;INDF;MASC;SG
abel	абел	abel	абел	N;SG	PROPN;INDF;MASC;SG
broek	панталони	broek	панталон	N;SG	N;INDF;MASC;PL
suidwestelike	югозападна	suidwestelik	югозападен	N;SG	ADJ;INDF;FEM;SG
way	начин	way	начин		N;INDF;MASC;SG
gereedskap	инструменти	gereedskap	инструмент	N;SG	N;INDF;MASC;PL
gereedskap	инструментите	gereedskap	инструмент	N;SG	N;DEF;MASC;PL
lief	обича	lief	обичам	ADV	V;IPFV;IND;SG;3;PRS;FIN;ACT
mynbou	минни	mynbou	минен	N;SG	N;INDF;FEM;PL
hms	hms	hms	тре		N;INDF;MASC;SG
cook	готви	cook	готвя	PROPN;SG	V;IPFV;IMP;SG;2;FIN
cook	кук	cook	кук	PROPN;SG	N;INDF;MASC;SG
cook	готвач	cook	готвач	PROPN;SG	N;INDF;MASC;SG
cook	готвене	cook	готвене	PROPN;SG	N;INDF;NEUT;SG
sisteem	системни	sisteem	системен	N;SG	ADJ;INDF;PL
marcus	маркус	marcus	маркус		PROPN;INDF;MASC;SG
marcus	маркъс	marcus	маркъс		N;INDF;MASC;SG
dawid	дейвид	dawid	дейвид		PROPN;INDF;MASC;SG
dawid	давид	dawid	давид		N;INDF;MASC;SG
bruto	гадно	bruto	гаден	ADJ;NOM	ADV
bruto	бруто	bruto	брут	ADJ;NOM	N;INDF;MASC;SG
geliefde	обичах	gelief	обичам	ADJ;NOM	V;IPFV;IND;SG;1;IPFV;FIN;ACT
geliefde	обичана	gelief	обичам	ADJ;NOM	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
geliefde	обичаше	gelief	обичам	ADJ;NOM	V;IPFV;IND;SG;3;IPFV;FIN;ACT
geliefde	обичан	gelief	обичам	ADJ;NOM	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
tokio	токио	tokio	токио		PROPN;INDF;MASC;SG
gay	обратен	gay	обратя		ADJ;INDF;MASC;SG
gay	гей	gay	гей		N;INDF;MASC;SG
gegewens	материал	gewewens	материал	N;PL	N;INDF;MASC;SG
gegewens	материално	gewewens	материален	N;PL	ADV
beplande	планирани	beplan	планирам	N;PL	V;PFV;INDF;PL;V.PTCP;PASS
beplande	планирана	beplan	планирам	N;PL	V;PFV;INDF;FEM;SG;V.PTCP;PASS
beplande	планирано	beplan	планирам	N;PL	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
beplande	планиран	beplan	планирам	N;PL	V;PFV;INDF;MASC;SG;V.PTCP;PASS
christopher	кристофър	christopher	кристофър		N;INDF;MASC;SG
tahiti	таити	tahiti	таита		N;INDF;MASC;SG
baba	мила	baba	мил	N;SG	ADJ;INDF;FEM;SG
baba	скъпа	baba	скъп	N;SG	ADJ;INDF;FEM;SG
felix	феликс	felix	феликс		N;INDF;MASC;SG
montgomery	монтгомъри	montgomery	монтгомър		N;INDF;MASC;SG
montgomery	монгомъри	montgomery	монгомър		N;INDF;MASC;SG
fonds	фондове	fonds	фонд	N;SG	N;INDF;MASC;PL
klop	ритъм	klop	ритъм	V;PRS	N;INDF;MASC;SG
klop	победи	klop	победа	V;PRS	N;INDF;FEM;PL
klop	почукване	klop	почукване	V;PRS	N;INDF;NEUT;SG
klop	чук	klop	чук	V;PRS	N;INDF;MASC;SG
tafel	масата	tafel	маса		N;DEF;FEM;SG
tafel	маса	tafel	маса		N;INDF;FEM;SG
tafel	масичка	tafel	масичка		N;INDF;FEM;SG
tafel	таблица	tafel	таблица		N;INDF;FEM;SG
gerard	джерард	rard	джерард	V;PRS	N;INDF;MASC;SG
gerard	жерар	rard	жерар	V;PRS	N;INDF;MASC;SG
bush	буш	bush	буш	PROPN;SG	PROPN;INDF;MASC;SG
bush	храст	bush	храст	PROPN;SG	N;INDF;MASC;SG
pyn	болки	pyn	болка	N;SG	N;INDF;FEM;PL
millennium	хилядолетие	millennium	хилядолетие	PROPN;SG	N;INDF;NEUT;SG
millennium	милениум	millennium	милениум	PROPN;SG	N;INDF;MASC;SG
senegal	сенегал	senegal	сенегал	PROPN;SG	N;INDF;MASC;SG
veilige	безопасно	veilig	безопасен		ADV
veilige	безопасен	veilig	безопасен		ADJ;INDF;MASC;SG
veilige	сейф	veilig	сейф		N;INDF;FEM;SG
sekonde	секунди	sekond	секунда	N;SG	N;INDF;FEM;PL
sekonde	второ	sekond	втори	N;SG	ADV
sekonde	втора	sekond	втори	N;SG	ADJ;INDF;FEM;SG
sekonde	втори	sekond	втори	N;SG	ADJ;INDF;MASC;SG
della	дела	della	дело		N;INDF;NEUT;PL
verwarring	объркване	verwarring	объркване		N;INDF;NEUT;SG
#aaa	#aaa	#aaa	#aaa		PROPN;INDF;MASC;SG
geslote	затворен	gesluit	затворен	N;SG	ADJ;INDF;MASC;SG
geslote	затворена	gesluit	затворя-(се)	N;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
geslote	затворено	gesluit	затворя-(се)	N;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
geslote	затворени	gesluit	затворя-(се)	N;SG	V;PFV;INDF;PL;V.PTCP;PASS
brabant	брабант	brabant	брабант		N;INDF;MASC;SG
betrokkenheid	ангажименти	betrokkenheid	ангажимент	N;SG	N;INDF;MASC;PL
elisabeth	елизабет	elisabeth	елизабет		N;INDF;FEM;SG
elisabeth	елизабет	elisabeth	елизабет		N;INDF;FEM;SG
sak	сак	sak	сак	V;PRS	N;INDF;MASC;SG
sak	чантата	sak	чанта	V;PRS	N;DEF;FEM;SG
sak	торбичка	sak	торбичка	V;PRS	N;INDF;FEM;SG
sak	чанта	sak	чанта	V;PRS	N;INDF;FEM;SG
sak	торба	sak	торба	V;PRS	N;INDF;FEM;SG
seine	сена	seine	сена		N;INDF;MASC;SG
vet	дръзки	vet	дръзка		N;INDF;FEM;PL
vet	смело	vet	смело		ADV
vet	дръзко	vet	дързък		ADV
vet	смели	vet	смял		ADJ;INDF;PL
vet	смел	vet	смел		ADJ;INDF;MASC;SG
vet	дебела	vet	дебел		ADJ;INDF;FEM;SG
vet	мазнина	vet	мазнина		N;INDF;FEM;SG
vet	мазнини	vet	мазнин		N;INDF;FEM;PL
vet	дебели	vet	дебел		ADJ;INDF;PL
vet	дебел	vet	дебел		ADJ;INDF;MASC;SG
lyon	лайън	lyon	лайън		N;INDF;MASC;SG
lyon	лион	lyon	лион		PROPN;INDF;MASC;SG
nul	нулева	nul	нулева		ADJ;INDF;FEM;SG
nul	нула	nul	нула		N;INDF;FEM;SG
nul	нулев	nul	нулев		ADJ;INDF;MASC;SG
ruil	суап	ruil	суап	V;PRS	N;INDF;MASC;SG
ruil	замяна	ruil	замяна	V;PRS	N;INDF;FEM;SG
ruil	размяна	ruil	размяна	V;PRS	N;INDF;FEM;SG
ruil	обмяна	ruil	обмяна	V;PRS	N;INDF;FEM;SG
ruil	замяна	ruil	замяна	V;PRS	N;INDF;FEM;SG
ruil	размяна	ruil	размяна	V;PRS	N;INDF;FEM;SG
ruil	обмен	ruil	обмен	V;PRS	N;INDF;MASC;SG
ruil	борса	ruil	борса	V;PRS	N;INDF;FEM;SG
joan	джоан	joan	джоан		N;INDF;FEM;SG
joan	джоун	joan	джоун		PROPN;INDF;MASC;SG
helsinki	хелзинки	helsinki	хелзинка		N;INDF;FEM;PL
hardloop	тичане	hardloop	тичане	V;PRS	N;INDF;NEUT;SG
hardloop	бягане	hardloop	бягане	V;PRS	N;INDF;NEUT;SG
rex	рекс	rex	рекс		N;INDF;MASC;SG
oordeel	преценка	oordeel	преценка	V;PRS	N;INDF;FEM;SG
niger	нигер	nig	нигер		PROPN;INDF;MASC;SG
palestina	палестина	palestina	палестина	PROPN;SG	N;INDF;FEM;SG
community	общност	community	общност		N;INDF;FEM;SG
community	общността	community	общност		N;DEF;FEM;SG
wonder	чудо	wonder	чудо		N;INDF;NEUT;SG
wonder	чудно	wonder	чудно		ADV
anthony	антъни	anthony	антъна		PROPN;INDF;MASC;SG
carlo	карло	carlo	карло		PROPN;INDF;MASC;SG
lanka	ланка	lanka	ланка	PROPN;SG	N;INDF;FEM;SG
omvattende	изчерпателно	omvat	изчерпателно	ADJ;NOM	ADV
omvattende	динамика	omvat	динамика	ADJ;NOM	N;INDF;FEM;SG
omvattende	динамично	omvat	динамично	ADJ;NOM	ADV
meisies	женските	meisie	женски	N;PL	ADJ;DEF;PL
meisies	женски	meisie	женски	N;PL	ADJ;INDF;MASC;SG
geheue	временна	heue	временен	N;SG	ADJ;INDF;FEM;SG
