категория	kategorin	категория	kategori	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
разделени	avskilda	разделя-(се)	avskild	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
разделени	uppdelad	разделя-(се)	uppdela	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разделени	uppdelat	разделя-(се)	uppdela	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разделени	delat	разделя-(се)	delad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разделени	delad	разделя-(се)	delad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разделени	separat	разделя-(се)	separat	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
разделени	separata	разделя-(се)	separat	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL
разделени	separera	разделя-(се)	separera	V;PFV;INDF;PL;V.PTCP;PASS	V;IMP;NFIN;ACT
пее	sjungande	пея	sjunga	V;IPFV;IND;SG;3;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
пее	sjunga	пея	sjung	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
пее	sång	пея	sång	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
киев	kiev	киев	kiev	PROPN;INDF;MASC;SG	PROPN;NOM
джоунс	jones	джоунс	jon	N;INDF;MASC;SG	PROPN;NOM
администратор	admin	администратор	admin	N;INDF;MASC;SG	V;IMP;FIN;ACT
администратор	förvaltaren	администратор	förvaltare	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
администратор	handläggare	администратор	handläggare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
топ	överst	топ	överst	N;INDF;MASC;SG	ADV;RL
топ	toppen	топ	topp	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
внук	barnbarn	внук	barnbarn	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
внук	barnbarnet	внук	barnbarn	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
треньори	tränare	треньор	tränare	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
прусия	preussen	прусий	preuss	N;INDF;FEM;SG	PROPN;NOM
шоу	shaw	шоу	shaw	N;INDF;NEUT;SG	PROPN;NOM
бреговете	kuster	бряг	kust	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
луиза	louisa	луиза	loums	N;INDF;FEM;SG	PROPN;NOM
болести	sjukdom	болест	sjukdom	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
болести	sjukdom	болест	sjukdom	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
конституция	grundlagen	конституция	grundlag	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
конституция	konstitutionen	конституция	konstitution	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
дипломат	diplomat	дипломат	diplom	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
букви	brev	буква	brev	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
пътува	resor	пътувам	resa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
пътува	resa	пътувам	resa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
пътува	resande	пътувам	resa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
реч	talet	реч	tal	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
популярни	populärt	популярен	populär	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
популярни	popular	популярен	popul	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
популярни	populär	популярен	populär	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
продава	sälja	продавам	sälja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
продава	sälj	продавам	sälj	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
продава	sälja	продавам	sälja	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
истории	stories	история	storium	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
половината	halvt	половина	halv	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
половината	half	половина	half	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
половината	halva	половина	halv	N;DEF;FEM;SG	ADJ;NOM;DEF;SG
половината	halv	половина	halv	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
сериозни	seriös	сериозен	seriös	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
сериозни	seriöst	сериозен	seriös	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
сериозни	allvarlig	сериозен	allvarlig	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
сериозни	allvarligt	сериозен	allvarlig	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
допълнение	komplettera	допълнение	komplettera	N;INDF;NEUT;SG	V;IMP;NFIN;ACT
допълнение	kompletterar	допълнение	komplettera	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
допълнение	komplettera	допълнение	komplettera	N;INDF;NEUT;SG	V;IMP;NFIN;ACT
чарлз	charles	чарлз	charles	N;INDF;MASC;SG	PROPN;NOM
чарлз	karl	чарлз	karl	N;INDF;MASC;SG	PROPN;NOM
класически	klassiska	класически	klassisk	ADV	ADJ;NOM;PL
класически	klassisk	класически	klassisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
класически	klassiskt	класически	klassisk	ADV	ADJ;NOM;INDF;NEUT;SG
класически	klassiker	класически	klassik	ADV	N;NOM;INDF;MASC+FEM;PL
класически	klassisk	класически	klassisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
класически	klassiskt	класически	klassisk	ADV	ADJ;NOM;INDF;NEUT;SG
класически	classic	класически	classic	ADV	N;NOM;INDF;MASC+FEM;SG
класически	klassiska	класически	klassisk	ADV	ADJ;NOM;PL
последна	senast	последен	senast	ADJ;INDF;FEM;SG	ADV;RL
последна	senaste	последен	sen	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;RL
последна	sista	последен	sista	ADJ;INDF;FEM;SG	ADJ;NOM;DEF;RL
последна	sist	последен	sist	ADJ;INDF;FEM;SG	ADV;RL
светлината	light	светлина	ligga	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
светлината	ljus	светлина	ljus	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
светлината	ljust	светлина	ljust	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
съветник	rådgivare	съветник	rådgivare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
съветник	rådgivare	съветник	rådgivare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
съветник	advokaten	съветник	advokat	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
съветник	fullmäktige	съветник	fullmäktige	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
съветник	rådgivare	съветник	rådgivare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
помпей	pompeius	помпей	pompeius	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
помпей	pompeji	помпей	pompeji	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
старт	börja	старт	börja	N;INDF;MASC;SG	V;IMP;FIN;ACT
старт	startar	старт	starta	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
старт	starta	старт	starta	N;INDF;MASC;SG	V;IMP;NFIN;ACT
инициатива	initiativet	инициатива	initiativ	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
някога	ever	някога	ever	ADV	N;NOM;INDF;MASC+FEM;SG
романът	novell	роман	novell	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
романът	roman	роман	roman	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
рика	rica	рика	ric	PROPN;INDF;FEM;SG	PROPN;NOM
публикувани	utgiven	публикувам	utge	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
публикувани	publicerade	публикувам	publicera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
публикувани	publicerat	публикувам	publicerad	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
публикувани	offentliggjord	публикувам	offentliggjord	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
публикувани	publicerad	публикувам	publicera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
конструкция	byggande	конструкция	bygga	N;INDF;FEM;SG	ADJ;NOM;PRS;V.PTCP
конструкция	strukturen	конструкция	struktur	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
конструкция	strukturera	конструкция	strukturera	N;INDF;FEM;SG	V;IMP;FIN;ACT
съвременен	moderna	съвременен	modern	ADJ;INDF;MASC;SG	ADJ;NOM;PL
съвременен	modern	съвременен	mor	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
съвременен	samtida	съвременен	samtida	ADJ;INDF;MASC;SG	N;NOM;INDF;NEUT;SG
варира	intervall	варир	intervall	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
варира	intervaller	варир	intervalla	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
варира	variera	варир	variera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
преговори	förhandlingar	преговори	förhandling	N;INDF	N;NOM;INDF;MASC+FEM;PL
преговори	förhandling	преговори	förhandling	N;INDF	N;NOM;INDF;MASC+FEM;SG
преговори	överläggning	преговори	överläggning	N;INDF	N;NOM;INDF;MASC+FEM;SG
преговори	förhandlar	преговори	förhandla	N;INDF	V;IND;PRS;FIN;ACT
преговори	förhandla	преговори	förhandla	N;INDF	V;IMP;FIN;ACT
преговори	förhandlingar	преговори	förhandling	N;INDF	N;NOM;INDF;MASC+FEM;PL
преговори	förhandling	преговори	förhandling	N;INDF	N;NOM;INDF;MASC+FEM;SG
преговори	förhandlingarna	преговори	förhandling	N;INDF	N;NOM;DEF;MASC+FEM;PL
преговори	förhandlingar	преговори	förhandling	N;INDF	N;NOM;INDF;MASC+FEM;PL
преговори	förhandling	преговори	förhandling	N;INDF	N;NOM;INDF;MASC+FEM;SG
икони	ikonen	икона	ikon	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
икони	ikon	икона	ikon	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
икони	ikonerna	икона	ikon	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
емилия	emilia	емилия	emili	PROPN;INDF;FEM;SG	PROPN;NOM
славата	berömmelse	слава	berömmelse	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
славата	fame	слава	fam	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
мозамбик	moçambique	мозамбик	moçambique	N;INDF;MASC;SG	PROPN;NOM
жак	jacques	жак	jacques	PROPN;INDF;MASC;SG	PROPN;NOM
кръв	blodet	кръв	blod	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
грижи	skötsel	грижа	skötsel	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
грижи	bryr	грижа	bryra	N;INDF;FEM;PL	V;IMP;FIN;ACT
грижи	omsorg	грижа	omsorg	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
грижи	vård	грижа	vård	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
грижи	care	грижа	care	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
форум	forumet	форум	forum	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
храмът	tempel	храм	tempel	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
храмът	temple	храм	temple	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
байтове	bytes	байт	byta	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
департамент	departement	департамент	departement	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
департамент	avdelningen	департамент	avdelning	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
департамент	departementet	департамент	departement	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
характеризира	karakteriseras	характеризирам	karakterisera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
характеризира	kännetecknas	характеризирам	känneteckna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;NFIN;PASS
участниците	deltagare	участник	deltagare	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
главни	main	главен	main	ADJ;INDF;PL	PROPN;NOM
главни	huvudsaklig	главен	huvudsaklig	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
главни	viktigaste	главен	viktig	ADJ;INDF;PL	ADJ;NOM;DEF;RL
традиции	tradition	традиция	tradition	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
традиции	traditionen	традиция	tradition	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
морета	hav	море	hav	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
шри	sri	шри	sri	PROPN;INDF;MASC;SG	PROPN;NOM
приложения	ansökan	приложение	ansökan	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
печат	trycka	печат	trycka	N;INDF;MASC;SG	V;IMP;FIN;ACT
служители	personal	служител	personal	N;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;SG
служители	personalen	служител	personal	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;SG
намаляване	förminska	намаляване	förminsk	N;INDF;NEUT;SG	V;IMP;NFIN;ACT
намаляване	minska	намаляване	minska	N;INDF;NEUT;SG	V;IMP;NFIN;ACT
намаляване	reducera	намаляване	reducera	N;INDF;NEUT;SG	V;IMP;FIN;ACT
намаляване	minska	намаляване	minska	N;INDF;NEUT;SG	V;IMP;NFIN;ACT
доказателства	bevis	доказателство	bevis	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
доказателства	bevis	доказателство	bevis	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
доказателства	belägg	доказателство	belägg	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
доказателства	bevisning	доказателство	bevisning	N;INDF;NEUT;PL	N;NOM;INDF;MASC+FEM;SG
доказателства	bevismaterial	доказателство	bevismaterial	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
качество	kvaliteten	качество	kvalitet	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
десетки	tiotal	десятка	tiotal	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
десетки	ten	десятка	ten	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
десетки	dussin	десятка	dussin	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
десетки	dussintal	десятка	dussintal	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
двадесет	twenty	двадесет	twenty	NUM;INDF;PL	N;NOM;INDF;NEUT;SG
сезони	seasons	сезон	seasons	N;INDF;MASC;PL	N;NOM;INDF;NEUT;SG
драматичен	dramatiskt	драматичен	dramatisk	ADJ;INDF;MASC;SG	ADV
драматичен	dramatik	драматичен	dramatik	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
драматичен	dramatiska	драматичен	dramatisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
григор	grigor	григор	griga	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
разделена	uppdelad	разделя-(се)	uppdela	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
разделена	uppdelat	разделя-(се)	uppdela	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разделена	delat	разделя-(се)	delad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
разделена	delad	разделя-(се)	delad	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
франсоа	francois	франсоа	francois	N;INDF;MASC;SG	PROPN;NOM
франсоа	françois	франсоа	françois	N;INDF;MASC;SG	PROPN;NOM
франсоа	francois	франсоа	francois	N;INDF;MASC;SG	PROPN;NOM
франсоа	françois	франсоа	françois	N;INDF;MASC;SG	PROPN;NOM
мили	millie	мил	millie	ADJ;INDF;PL	PROPN;NOM
мили	miles	мил	miles	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
мили	mil	мил	mil	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
диригент	konduktören	диригент	konduktör	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
личност	personen	личност	person	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
личност	personligheten	личност	personlighet	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
ера	eran	ера	eran	N;INDF;FEM;SG	PRO;DEF;MASC+FEM;SG
ера	era	ера	era	N;INDF;FEM;SG	PRO;DEF;PL
португалски	portugisiska	португалски	portugisisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
фестивала	festival	фестивал	festival	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
фестивала	festivalen	фестивал	festival	N;DEF;MASC;SG	N;NOM;DEF;NEUT;PL
кристиан	cristian	кристиан	cristian	N;INDF;MASC;SG	PROPN;NOM
кристиан	kristet	кристиан	kristen	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
кристиан	christian	кристиан	christian	N;INDF;MASC;SG	PROPN;NOM
кристиан	kristna	кристиан	kristen	N;INDF;MASC;SG	ADJ;NOM;PL
кристиан	kristen	кристиан	kristen	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
кристиан	kristian	кристиан	kristian	N;INDF;MASC;SG	PROPN;NOM
раждането	födelse	раждане	födelse	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
раждането	födsel	раждане	födsel	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
модул	modulen	модул	modul	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
джовани	giovanni	джован	giovanni	PROPN;INDF;MASC;SG	PROPN;NOM
добавя	add	добавям	add	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
добавя	addera	добавям	addera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
сърби	serberna	сърбин	serb	N;INDF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
картина	målar	картина	måla	N;INDF;FEM;SG	V;IND;PRS;FIN;ACT
неин	hennes	неин	hon	DET;INDF;MASC;SG;3	PRO;DEF
литва	litauen	литва	litauen	PROPN;INDF;FEM;SG	PROPN;NOM
джак	jack	джак	jack	PROPN;INDF;MASC;SG	PROPN;NOM
поглед	kika	поглед	kika	N;INDF;MASC;SG	V;IMP;FIN;ACT
валерий	valerius	валерий	valerius	PROPN;INDF;MASC;SG	PROPN;NOM
давид	david	давид	david	N;INDF;MASC;SG	PROPN;NOM
обича	likes	обичам	likes	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
изображение	bilden	изображение	bild	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
масово	massa	масово	massa	ADV	N;NOM;INDF;MASC+FEM;SG
масово	mässan	масово	mässa	ADV	N;NOM;DEF;MASC+FEM;SG
масово	mässa	масово	mässa	ADV	N;NOM;INDF;MASC+FEM;SG
масово	mass	масово	mass	ADV	N;NOM;INDF;NEUT;SG
ранени	skadade	раня	skada	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ранени	skadad	раня	skada	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ранени	sårad	раня	såra	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ранени	skadad	раня	skada	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ранени	skadade	раня	skada	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ранени	sårade	раня	såra	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
строителство	byggande	строителство	bygga	N;INDF;NEUT;SG	ADJ;NOM;PRS;V.PTCP
вюртемберг	württemberg	вюртемберг	württemberg	N;INDF;MASC;SG	PROPN;NOM
дълбоко	djup	дълбоко	djup	ADV	N;NOM;INDF;MASC+FEM;SG
дълбоко	djupa	дълбоко	djup	ADV	ADJ;NOM;PL
дълбоко	deep	дълбоко	deep	ADV	N;NOM;INDF;NEUT;SG
относително	relativ	относително	relativ	ADV	ADJ;NOM;INDF;MASC+FEM;SG
относително	relativa	относително	relativa	ADV	ADJ;NOM;PL
относително	släkting	относително	släkting	ADV	N;NOM;INDF;MASC+FEM;SG
различно	avvikande	различно	avvikande	ADV	ADJ;NOM;PRS;V.PTCP
различно	olika	различно	olik	ADV	ADJ;NOM;PL
афганистан	afghanska	афганистан	afghansk	N;DEF;MASC;SG	ADJ;NOM;PL
афганистан	afghansk	афганистан	afghansk	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
глави	krona	глава	krona	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
глави	kapitel	глава	kapitel	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
глави	kapitlen	глава	kapitel	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
юнеско	unesco	юнеско	unesco	ADV	PROPN;NOM
покрива	taket	покрив	taket	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
екипаж	besättningen	екипаж	besättning	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
века	sekel	век	sekel	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
века	århundrade	век	århundrad	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
партизанин	partipolitiskt	партизанин	partipolitisk	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
асистент	assisterande	асистент	assistera	N;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
пътуване	resor	пътуване	resa	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
пътуване	resan	пътуване	resa	N;INDF;NEUT;SG	N;NOM;DEF;MASC+FEM;SG
пътуване	reser	пътуване	resa	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
пътуване	reser	пътуване	resa	N;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
тайван	taiwan	тайван	taiwa	PROPN;INDF;MASC;SG	PROPN;NOM
тайван	taiwanesiska	тайван	taiwanesisk	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ангола	angola	ангола	angola	N;INDF;FEM;SG	PROPN;NOM
активна	aktiva	активна	aktiv	ADJ;INDF;FEM;SG	ADJ;NOM;PL
активна	aktivt	активна	aktiv	ADJ;INDF;FEM;SG	ADV
собствен	äga	собствен	äga	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
собствен	egna	собствен	egen	ADJ;INDF;MASC;SG	ADJ;NOM;PL
хаджи	haji	хаджи	haji	N;INDF;MASC;SG	PROPN;NOM
арабия	saudiarabien	арабия	saudiarabien	PROPN;INDF;FEM;SG	PROPN;NOM
арабия	arabien	арабия	arabien	PROPN;INDF;FEM;SG	PROPN;NOM
хърватски	kroatiska	хърватски	kroatisk	ADJ;INDF;MASC;SG	ADJ;NOM;PL
гръцко	grekiskt	гръцко	grekisk	ADV	ADJ;NOM;INDF;NEUT;SG
гръцко	grek	гръцко	grek	ADV	N;NOM;INDF;MASC+FEM;SG
гръцко	grekisk	гръцко	grekisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
гръцко	grekiska	гръцко	grekisk	ADV	ADJ;NOM;PL
камерун	kamerun	камерун	kamerun	PROPN;INDF;MASC;SG	PROPN;NOM
цена	price	цена	price	N;INDF;FEM;SG	PROPN;NOM
цена	priset	цена	pris	N;INDF;FEM;SG	N;NOM;DEF;NEUT;SG
цена	kostnader	цена	kostnad	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
цена	kosta	цена	kosta	N;INDF;FEM;SG	V;IMP;FIN;ACT
костов	kostov	костов	kostov	PROPN;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
правилно	höger	правилно	höger	ADV	N;NOM;INDF;MASC+FEM;SG
правилно	rätt	правилно	rätt	ADV	N;NOM;INDF;MASC+FEM;SG
правилно	korrigera	правилно	korrigera	ADV	V;IMP;FIN;ACT
правилно	rätta	правилно	rätta	ADV	N;MASC+FEM
правилно	korrekt	правилно	korrekt	ADV	ADJ;NOM;INDF;MASC+FEM;SG
правилно	rätt	правилно	rätt	ADV	N;NOM;INDF;MASC+FEM;SG
представени	presenterade	представя-(се)	presentera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
представени	framlagda	представя-(се)	framlagd	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
представени	presenterad	представя-(се)	presentera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
представени	presenterat	представя-(се)	presentera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
представени	inlämnade	представя-(се)	inlämna	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
представени	representerade	представя-(се)	representera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
представени	representerad	представя-(се)	representera	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
представени	företrätt	представя-(се)	företrätt	V;PFV;INDF;PL;V.PTCP;PASS	V;V.CVB;ACT
представени	företrädda	представя-(се)	företrädda	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
прилага	tillämpa	прилагам	tillämpa	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
прилага	applicera	прилагам	applicera	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IMP;FIN;ACT
иванова	ivanova	иванова	ivanova	PROPN;INDF;FEM;SG	PROPN;NOM
холмс	holmes	холмс	holmes	N;INDF;MASC;SG	PROPN;NOM
водач	guiden	водач	guid	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
водач	ledaren	водач	ledare	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
водач	ledare	водач	ledare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
