loại	digita	loại	digitare	N	V;IMP;SG;2;PRS;FIN
thật	veramente	thật	veramente	PART	ADV
thật	davvero	thật	davvero	PART	ADV
kéo	tiri	kéo	tiro	V	N;MASC;PL
kéo	trascinamento	kéo	trascinamento	V	N;MASC;SG
kéo	drag	kéo	drag	V	N
kéo	forbici	kéo	forbice	V	N;FEM;PL
kéo	puff	kéo	puff	V	N;MASC
đen	neri	đen	nero	ADJ	N;MASC;PL
đen	black	đen	black	ADJ	N
saint	santa	saint	santo		N;FEM;SG
ngắn	corti	ngắn	corto	ADJ	N;MASC;PL
ngắn	short	ngắn	short	ADJ	N
trả	pay	trả	pay	V	N
trả	pays	trả	pays	V	
niệm	souvenir	niệm	souvenir	V	N;MASC
lao	lao	lao	lao		N;MASC
luôn	always	luôn	always		
luôn	sempre	luôn	sempre		ADV
côn	still	côn	still	N	
côn	ancora	côn	ancora	N	ADV
thạch	shi	thạch	sapere	N	
phúc	contento	phúc	contento	N	ADJ;MASC;SG
phúc	felici	phúc	felice	N	ADJ;PL
phúc	felice	phúc	felice	N	ADJ;SG
sâu	deep	sâu	deep	ADJ	N
khó	hard	khó	hard	ADJ	N
khó	dura	khó	durare	ADJ	V;IND;SG;3;PRS;FIN
cục	bureau	cục	bureau		N;MASC;SG
cục	fbi	cục	fbi		N;MASC
cục	extra	cục	extra		N
kịch	drammatiche	kịch	drammatico	N	ADJ;FEM;PL
kịch	drammatica	kịch	drammatico	N	ADJ;FEM;SG
kịch	drammatici	kịch	drammatico	N	ADJ;MASC;PL
kịch	drammatico	kịch	drammatico	N	ADJ;MASC;SG
rút	tiri	rút	tiro	V	N;MASC;PL
club	club	club	club		N;MASC
top	top	top	top		N
tải	carica	tải	carica	V	N;FEM;SG
tải	carico	tải	carico	V	N;MASC;SG
tải	carico	tải	carico	V	N;MASC;SG
tải	caricamento	tải	caricamento	V	N;MASC;SG
wikipedia	wikipedia	wikipedia	wikipedia	V	N;FEM;SG
ngô	granoturco	ngô	granoturco	N	ADJ;MASC;SG
bốn	four	bốn	four	NUM	N;MASC;SG
phật	battere	phật	battere	N	V;NFIN
phật	battuto	phật	battere	N	V;MASC;SG;PST;V.PTCP
phật	batti	phật	batto	N	V;IMP;SG;2;PRS;FIN
nghi	sospettati	nghi	sospettare	V	N;MASC;PL
nghi	sospetti	nghi	sospetto	V	N;MASC;PL
nghi	sospetto	nghi	sospetto	V	N;MASC;SG
nghi	sospetti	nghi	sospetto	V	N;MASC;PL
nghi	dubbia	nghi	dubbiare	V	ADJ;FEM;SG
nghi	dubbio	nghi	dubbio	V	N;MASC;SG
nghi	dubbi	nghi	dubbio	V	N;MASC;PL
thừa	avanzi	thừa	avanzo	ADJ	N;MASC;PL
thừa	reno	thừa	reno	ADJ	N;MASC;SG
thừa	esubero	thừa	esubero	ADJ	N;MASC;SG
thừa	ereditato	thừa	ereditare	ADJ	V;MASC;SG;PST;V.PTCP
thừa	ereditata	thừa	ereditare	ADJ	V;FEM;SG;PST;V.PTCP
buộc	forza	buộc	forza	V	N;FEM;SG
buộc	force	buộc	force	V	N;FEM
sóng	onde	sóng	onda	N	ADJ;FEM;PL
caps	tappi	caps	tappo		N;MASC;PL
caps	berretti	caps	berretto		N;MASC;PL
đăng	post	đăng	post	V	N
đăng	pubblica	đăng	pubblico	V	ADJ;FEM;SG
đăng	inviato	đăng	inviato	V	N;MASC;SG
kiếm	spade	kiếm	spada	V	N;FEM;PL
kiếm	spada	kiếm	spada	V	N;FEM;SG
bụng	addome	bụng	addoma	ADJ	N;MASC;SG
bụng	addominali	bụng	addominale	ADJ	N;MASC;PL
bụng	pancia	bụng	pancia	ADJ	N;FEM;SG
bụng	stomaco	bụng	stomaco	ADJ	N;MASC;SG
bụng	pancia	bụng	pancia	ADJ	N;FEM;SG
bụng	ventre	bụng	ventre	ADJ	N;MASC;SG
bụng	belly	bụng	belly	ADJ	N
bụng	addome	bụng	addoma	ADJ	N;MASC;SG
nuôi	pet	nuôi	pet	V	N;MASC
đầy	full	đầy	full	ADJ	N
xóa	rimozione	xóa	rimozione	V	N;FEM;SG
vừa	media	vừa	media		N;FEM;SG
vừa	medium	vừa	medium		N
vừa	medio	vừa	medio		ADJ;MASC;SG
vừa	moderato	vừa	moderare		ADJ;MASC;SG
vừa	moderati	vừa	moderato		ADJ;MASC;PL
vừa	moderare	vừa	moderare		V;NFIN
vừa	moderata	vừa	moderato		ADJ;FEM;SG
thử	test	thử	test	V	N;MASC
paris	paris	paris	paris		
paris	parigi	paris	parigo		N;MASC;SG
tội	colpevoli	tội	colpevole	N	ADJ;PL
tội	innocente	tội	innocente	N	ADJ;SG
liệt	paralizzata	liệt	paralizzare	N	V;FEM;SG;PST;V.PTCP
liệt	paralizzato	liệt	paralizzare	N	V;MASC;SG;PST;V.PTCP
mua	acquisto	mua	acquisto	V	N;MASC;SG
mua	acquisto	mua	acquisto	V	N;MASC;SG
tái	ricostruire	tái	ricostruire		V;NFIN
tái	ricostruzione	tái	ricostruzione		N;FEM;SG
khối	bloccare	khối	bloccare	N	V;NFIN
khối	blocca	khối	bloccare	N	V;IND;SG;3;PRS;FIN
khối	troncato	khối	troncare	N	ADJ;MASC;SG
dấu	attraversato	dấu	attraversare	N	V;MASC;SG;PST;V.PTCP
dấu	attraversata	dấu	attraversare	N	V;FEM;SG;PST;V.PTCP
hiến	sacrificata	hiến	sacrificare	N	V;FEM;SG;PST;V.PTCP
hiến	sacrificati	hiến	sacrificare	N	V;MASC;PL;PST;V.PTCP
hiến	sacrificato	hiến	sacrificato	N	V;MASC;SG;PST;V.PTCP
chiếu	scacchiera	chiếu	scacchiera	V	N;FEM;SG
chiếu	scacchi	chiếu	scacco	V	N;MASC;PL
ist	tsi	ist	tsi		N;MASC
ist	ist	ist	ist		N;SG
york	york	york	york	N	ADJ;MASC
huấn	teorica	huấn	teorico	V	ADJ;FEM;SG
huấn	teorico	huấn	teorico	V	ADJ;MASC;SG
huấn	teoriche	huấn	teorico	V	ADJ;FEM;PL
group	gruppo	group	gruppo		N;MASC;SG
loạt	regione	loạt	regione		N;FEM;SG
loạt	zona	loạt	zona		N;FEM;SG
loạt	area	loạt	area		N;FEM;SG
team	squadra	team	squadra		N;FEM;SG
team	team	team	team		N;MASC
xanh	blu	xanh	blu	N	ADJ;SG
xanh	azzurro	xanh	azzurro	N	ADJ;MASC;SG
khóa	blocca	khóa	bloccare	N	V;IND;SG;3;PRS;FIN
khóa	bloccato	khóa	bloccare	N	V;MASC;SG;PST;V.PTCP
khánh	khánh	khánh	khánh	N	ADJ;SG
suy	pensieri	suy	pensiero	V	N;MASC;PL
thiệu	thieu	thiệu	thieu	V	ADJ;SG
thiệu	shao	thiệu	shao	V	N;MASC;SG
đích	destinazione	đích	destinazione		N;FEM;SG
đúng	destro	đúng	destro	ADJ	N;MASC;SG
đúng	right	đúng	right	ADJ	
đúng	destra	đúng	destra	ADJ	N;FEM;SG
đúng	true	đúng	trua	ADJ	N
đúng	correggere	đúng	correggere	ADJ	V;NFIN
siêu	super	siêu	super		ADJ
siêu	metadati	siêu	metadare		N;MASC;PL
trách	colpa	trách	colpa	V	N;FEM;SG
vây	pinne	vây	pinno	V	N;FEM;PL
vây	fin	vây	fino	V	ADJ;SG
vây	pinna	vây	pinna	V	N;FEM;SG
vây	resistenza	vây	resistenza	V	N;FEM;SG
vây	resistenze	vây	resistenza	V	N;FEM;PL
van	valvole	van	valvola	V	N;FEM;PL
van	valvola	van	valvolo	V	N;FEM;SG
van	van	van	van	V	PROPN
van	furgone	van	furgone	V	N;MASC;SG
van	valvole	van	valvola	V	N;FEM;PL
gray	grigio	gray	grigio		ADJ;MASC;SG
gray	grigi	gray	grigio		N;MASC;PL
gray	gray	gray	gray		N;MASC
đương	pilastri	đương	pilastro		N;MASC;PL
nghe	ascolto	nghe	ascolto	V	N;MASC;SG
clubnat	clubnat	clubnat	clubnat	N	ADJ;FEM;SG
vân	eppure	vân	eppure	N	ADV
tai	orecchie	tai	orecchia		N;FEM;PL
tai	orecchio	tai	orecchio		N;MASC;SG
tai	tai	tai	tai		N;MASC;SG
tai	orecchi	tai	orecchio		N;MASC;PL
tai	orecchie	tai	orecchia		N;FEM;PL
bước	step	bước	step		N;MASC
bước	passo	bước	passo		N;MASC;SG
bước	gradino	bước	gradino		N;MASC;SG
bước	gradini	bước	gradine		N;MASC;PL
bước	passi	bước	passo		N;MASC;PL
bước	scalini	bước	scalino		N;MASC;PL
bước	passaggi	bước	passaggio		N;MASC;PL
vinh	onorata	vinh	onorare	N	V;FEM;SG;PST;V.PTCP
vinh	onorato	vinh	onorare	N	V;MASC;SG;PST;V.PTCP
bác	zio	bác	zio		N;MASC;SG
tuyệt	fico	tuyệt	fico	ADJ	N;MASC;SG
tuyệt	cool	tuyệt	cool	ADJ	N
hôn	bacio	hôn	bacio	V	N;MASC;SG
hôn	baci	hôn	bace	V	N;MASC;PL
hôn	baci	hôn	bace	V	N;MASC;PL
hôn	bacio	hôn	bacio	V	N;MASC;SG
hôn	kiss	hôn	kiss	V	N
trừ	eccetto	trừ	eccetto	V	
trừ	tranne	trừ	tranne	V	
trừ	meno	trừ	meno	V	ADV
ship	nave	ship	nave	V	N;FEM;SG
california	california	california	california		N;FEM;SG
đẹp	nizza	đẹp	nizza	ADJ	N;FEM;SG
cai	sobria	cai	sobria	N	ADJ;FEM;SG
cai	sobrio	cai	sobrio	N	ADJ;MASC;SG
cai	sobri	cai	sobro	N	ADJ;MASC;PL
cai	pulita	cai	pulito	N	ADJ;FEM;SG
cai	pulito	cai	pulito	N	ADJ;MASC;SG
cai	pulite	cai	pulito	N	ADJ;FEM;PL
hơi	leggermente	hơi	leggermente		ADV
loạn	ammutinamento	loạn	ammutinamento	V	N;MASC;SG
loạn	sommossa	loạn	sommossa	V	N;FEM;SG
loạn	rivolta	loạn	rivolta	V	N;FEM;SG
loạn	riot	loạn	riot	V	N
loạn	ribellione	loạn	ribellione	V	N;FEM;SG
phí	via	phí	via	N	ADV
phí	sprecare	phí	sprecare	N	V;NFIN
phí	sprecando	phí	sprecare	N	V;V.MSDR
khủng	terrorista	khủng	terrorista	ADJ	N;SG
khủng	terroristi	khủng	terrorista	ADJ	N;MASC;PL
cấm	proibizione	cấm	proibizione	V	N;FEM;SG
cấm	ban	cấm	ban	V	N
cấm	divieto	cấm	divieto	V	N;MASC;SG
cấm	proibiti	cấm	proibire	V	ADJ;MASC;PL
cấm	proibita	cấm	proibire	V	ADJ;FEM;SG
cấm	proibiti	cấm	proibire	V	ADJ;MASC;PL
cấm	proibita	cấm	proibire	V	ADJ;FEM;SG
ủng	scarponi	ủng	scarpono	V	N;MASC;PL
ủng	boots	ủng	boots	V	N;MASC
ủng	stivali	ủng	stivale	V	N;MASC;PL
nâng	ascensore	nâng	ascensore	V	N;MASC;SG
nâng	lift	nâng	lift	V	N
nâng	portanza	nâng	portanza	V	N;FEM;SG
nâng	lifting	nâng	lifting	V	N;MASC
nâng	sollevamento	nâng	sollevamento	V	N;MASC;SG
hủy	cancellazione	hủy	cancellazione	V	N;FEM;SG
hủy	annullamento	hủy	annullamento	V	N;MASC;SG
hủy	cancellazioni	hủy	cancellazione	V	N;FEM;PL
hủy	disdetta	hủy	disdetta	V	N;FEM;SG
mai	mai	mai	mai		ADV
mai	mei	mai	meo		N;MASC;SG
mai	domani	mai	domani		ADV
mai	tomorrow	mai	tomorrow		N;MASC
tách	coppe	tách	coppa	V	N;FEM;PL
tách	tazze	tách	tazza	V	N;FEM;PL
tách	spalato	tách	spalato	V	ADJ;MASC;SG
tách	split	tách	split	V	N
tách	tazza	tách	tazza	V	N;FEM;SG
tách	coppa	tách	coppa	V	N;FEM;SG
tách	cup	tách	cup	V	N;MASC
bạch	bianca	bạch	bianco	N	ADJ;FEM;SG
bạch	bianco	bạch	bianco	N	ADJ;MASC;SG
bạch	bianche	bạch	bianco	N	ADJ;FEM;PL
phê	caffé	phê	caffè		N;MASC
phê	caffè	phê	caffè		N;MASC
phê	caffe	phê	caffa		N;MASC
phê	phe	phê	phe		N
hoá	digerito	hoá	digerire	N	V;MASC;SG;PST;V.PTCP
liền	storta	liền	storto		ADJ;FEM;SG
liền	storto	liền	storto		ADJ;MASC;SG
liền	capannone	liền	capannone		N;MASC;SG
liền	capanno	liền	capare		N;MASC;SG
liền	terraferma	liền	terraferma		N;FEM;SG
thọ	thọ	thọ	thọ	N	ADJ;SG
cắt	taglio	cắt	taglio	V	N;MASC;SG
cắt	cut	cắt	cut	V	N
cắt	taglia	cắt	taglia	V	N;FEM;SG
cắt	taglio	cắt	taglio	V	N;MASC;SG
cắt	coltura	cắt	coltura	V	N;FEM;SG
cắt	tagli	cắt	taglio	V	N;MASC;PL
chrysomelidae	chrysomelidae	chrysomelidae	chrysomelida	N	ADJ;SG
http	http	http	http		N;MASC
web	netto	web	netto	N	ADJ;MASC;SG
bào	premere	bào	premere	N	V;NFIN
chỉnh	regolare	chỉnh	regolare	V	ADJ;SG
chỉnh	tuning	chỉnh	tuning	V	N;MASC
sur	sur	sur	sur	NUM	N;SG
bày	schermo	bày	schermo	V	N;MASC;SG
bày	schermata	bày	schermare	V	N;FEM;SG
voi	elefanti	voi	elefante		N;MASC;PL
voi	elefante	voi	elefante		N;SG
voi	elefanti	voi	elefante		N;MASC;PL
nghĩ	pensiero	nghĩ	pensiero	V	N;MASC;SG
nghĩ	pensiero	nghĩ	pensiero	V	N;MASC;SG
nghĩ	think	nghĩ	think	V	N
nguy	pericoli	nguy	pericolo	V	N;MASC;PL
nguy	pericolo	nguy	pericolo	V	N;MASC;SG
quyển	taccuino	quyển	taccuino		N;MASC;SG
quyển	quaderno	quyển	quaderno		N;MASC;SG
quyển	notebook	quyển	notebook		N;MASC
thác	rapide	thác	rapido	N	ADJ;FEM;PL
thác	abbandonati	thác	abbandonare	N	V;MASC;PL;PST;V.PTCP
thác	abbandonato	thác	abbandonare	N	V;MASC;SG;PST;V.PTCP
thác	abbandonata	thác	abbandonare	N	V;FEM;SG;PST;V.PTCP
thác	abbandonate	thác	abbandonato	N	V;FEM;PL;PST;V.PTCP
thác	arresi	thác	arrendere	N	V;MASC;PL;PST;V.PTCP
thác	arreso	thác	arreso	N	V;MASC;SG;PST;V.PTCP
thác	arresa	thác	arrendere	N	V;FEM;SG;PST;V.PTCP
thác	cadute	thác	caduta	N	V;FEM;PL;PST;V.PTCP
von	von	von	von		PROPN
sung	sung	sung	sung	V	N
sung	estensione	sung	estensione	V	N;FEM;SG
sung	plugin	sung	plugin	V	N;MASC
thiến	castrato	thiến	castrato	V	ADJ;MASC;SG
gửi	invio	gửi	invio	V	N;MASC;SG
gửi	sottomissione	gửi	sottomissione	V	N;FEM;SG
gửi	invio	gửi	invio	V	N;MASC;SG
ngầm	implicito	ngầm	implicito	N	ADJ;MASC;SG
ngầm	impliciti	ngầm	implicito	N	ADJ;MASC;PL
ngầm	implicite	ngầm	implicito	N	ADJ;FEM;PL
ngầm	implicita	ngầm	implicire	N	ADJ;FEM;SG
thụ	energie	thụ	energia	V	N;FEM;PL
thụ	eccessi	thụ	eccesso	V	N;MASC;PL
thụ	eccesso	thụ	eccesso	V	N;MASC;SG
thụ	eccedenza	thụ	eccedenza	V	N;FEM;SG
cựu	ex	cựu	ex	N	ADJ
dọa	spavento	dọa	spavento	V	N;MASC;SG
nhớ	miss	nhớ	miss	V	N;FEM
nhớ	signorina	nhớ	signorino	V	N;FEM;SG
nhớ	ricordi	nhớ	ricordo	V	N;MASC;PL
nhớ	ricordati	nhớ	ricordare	V	ADJ;MASC;PL
thoát	uscite	thoát	uscire	V	N;FEM;PL
thoát	exit	thoát	exit	V	N
thoát	uscita	thoát	uscita	V	N;FEM;SG
thoát	uscite	thoát	uscire	V	N;FEM;PL
thoát	fuga	thoát	fuga	V	N;FEM;SG
thoát	evasione	thoát	evasione	V	N;FEM;SG
thoát	escape	thoát	escape	V	N
đẩy	push	đẩy	push	V	N
đẩy	spinta	đẩy	spinta	V	N;FEM;SG
đẩy	spinta	đẩy	spinta	V	N;FEM;SG
tùy	dipende	tùy	dipendere	PART	V;IND;SG;3;PRS;FIN
vạn	origine	vạn	origine	ADJ	N;FEM;SG
vạn	origini	vạn	origine	ADJ	N;FEM;PL
lượt	turn	lượt	turn		N
lượt	trip	lượt	trip		N
lượt	viaggio	lượt	viaggio		N;MASC;SG
tan	tan	tan	tan	V	
tan	abbronzatura	tan	abbronzatura	V	N;FEM;SG
vuông	quadrati	vuông	quadrato	ADJ	N;MASC;PL
vuông	square	vuông	square	ADJ	N;MASC
vuông	piazza	vuông	piazza	ADJ	N;FEM;SG
nửa	mezzo	nửa	mezzo	NUM	N;MASC;SG
nửa	metà	nửa	metà	NUM	N;FEM
nửa	mezza	nửa	mezzo	NUM	ADJ;FEM;SG
đan	shan	đan	shan		N;MASC
đan	maglieria	đan	maglieria		N;FEM;SG
đan	ottime	đan	ottimo		ADJ;FEM;PL
đan	eccellente	đan	eccellente		ADJ;SG
đan	ottimo	đan	ottimo		ADJ;MASC;SG
đan	eccellenti	đan	eccellente		ADJ;PL
united	uniti	united	unito	N	ADJ;MASC;PL
iii	iii	iii	iii	NUM	ADJ;SG
hung	impiccato	hung	impiccare	N	V;MASC;SG;PST;V.PTCP
hung	appeso	hung	appendere	N	V;MASC;SG;PST;V.PTCP
hung	ungherese	hung	ungherese	N	ADJ;SG
ngụy	wei	ngụy	wei	V	N;MASC
sài	chai	sài	chai	N	V;IND;SG;3;PRS;FIN
phan	knut	phan	knut		N;MASC;SG
phan	phan	phan	phan		N;MASC
thẳng	straight	thẳng	straight	ADJ	N
vịnh	stretto	vịnh	stretto	N	ADJ;MASC;SG
tiện	tornio	tiện	tornio	ADJ	N;MASC;SG
ngược	indietro	ngược	indietro	V	ADV
ngược	inverso	ngược	inverso	V	ADJ;MASC;SG
ngược	retromarcia	ngược	retromarcia	V	N;FEM;SG
ngược	reverse	ngược	reverse	V	N;MASC
ngược	opposto	ngược	opposto	V	ADJ;MASC;SG
ngược	opposti	ngược	opposto	V	ADJ;MASC;PL
london	londra	london	londra		N;FEM;SG
điền	tian	điền	tian	V	N;MASC;SG
điền	riempimento	điền	riempimento	V	N;MASC;SG
gắn	svitati	gắn	svitare	V	ADJ;MASC;PL
gắn	freak	gắn	freak	V	N
sáu	six	sáu	six	NUM	N
tặng	dono	tặng	dono	V	N;MASC;SG
tặng	regalo	tặng	regalo	V	N;MASC;SG
tắc	zecca	tắc	zecca	V	N;FEM;SG
tắc	tic	tắc	tic	V	N;MASC
dọc	verticalmente	dọc	verticalmente	N	ADV
dọc	verticale	dọc	verticale	N	ADJ;SG
dạy	didattica	dạy	didattico	V	N;FEM;SG
dạy	insegnamento	dạy	insegnamento	V	N;MASC;SG
sớm	early	sớm	early	ADJ	N
sớm	presto	sớm	presto	ADJ	ADV
sớm	presto	sớm	presto	ADJ	ADV
thù	nemica	thù	nemica	N	ADJ;FEM;SG
mười	ten	mười	ten	NUM	N
săn	cacciare	săn	cacciare	N	V;NFIN
săn	cacciare	săn	cacciare	N	V;NFIN
hungary	ungherese	hungary	ungherese	N	ADJ;SG
tắt	disabilitato	tắt	disabilitato		V;MASC;SG;PST;V.PTCP
tắt	disabili	tắt	disabili		ADJ;PL
tắt	disabile	tắt	disabile		N;SG
tắt	disabilitare	tắt	disabilitare		V;NFIN
tắt	disabilita	tắt	disabilita		V;IND;SG;3;PRS;FIN
tắt	disattiva	tắt	disattiva		V;IMP;SG;2;PRS;FIN
tắt	spento	tắt	spento		ADJ;MASC;SG
tắt	off	tắt	off		ADJ;SG
tắt	spenta	tắt	spengere		V;FEM;SG;PST;V.PTCP
tắt	muti	tắt	muto		N;MASC;PL
tắt	muta	tắt	mutare		V;IND;SG;3;PRS;FIN
tắt	muto	tắt	muto		N;MASC;SG
tắt	mute	tắt	mute		ADJ;FEM;PL
chấm	puntini	chấm	puntino	V	N;MASC;PL
chấm	punti	chấm	punto	V	N;MASC;PL
chấm	puntini	chấm	puntino	V	N;MASC;PL
chấm	dot	chấm	dot	V	N
chấm	point	chấm	point	V	N
chấm	punto	chấm	punto	V	N;MASC;SG
tĩnh	statica	tĩnh	statico	N	ADJ;FEM;SG
tĩnh	statico	tĩnh	statico	N	ADJ;MASC;SG
tĩnh	statiche	tĩnh	statico	N	ADJ;FEM;PL
tri	tri	tri	tri		N
tri	profeta	tri	profeto		N;MASC;SG
trích	copia	trích	copia	V	N;FEM;SG
body	body	body	body		N
body	corpo	body	corpo		N;MASC;SG
body	carrozzeria	body	carrozzeria		N;FEM;SG
cẩm	chiamare	cẩm	chiamare	N	V;NFIN
cẩm	chiama	cẩm	chiamare	N	V;IND;SG;3;PRS;FIN
cẩm	chiamata	cẩm	chiamare	N	V;FEM;SG;PST;V.PTCP
hài	divertenti	hài	divertente	N	ADJ;PL
hài	buffo	hài	buffo	N	ADJ;MASC;SG
hài	divertente	hài	divertente	N	ADJ;SG
hài	comico	hài	comico	N	ADJ;MASC;SG
trồng	pianta	trồng	pianta	V	N;FEM;SG
increment	incremento	increment	incremento	V	N;MASC;SG
increment	accrescimento	increment	accrescimento	V	N;MASC;SG
mexico	messico	mexico	messico	N	ADJ;MASC;SG
ngang	orizzontalmente	ngang	orizzontalmente	ADJ	ADV
ngang	orizzontalmente	ngang	orizzontalmente	ADJ	ADV
nhẹ	lieve	nhẹ	lieve		ADJ;SG
nhẹ	mite	nhẹ	mita		ADJ;SG
nhẹ	lievi	nhẹ	lieve		ADJ;PL
nhẹ	facile	nhẹ	facile		ADJ;SG
nhẹ	facilità	nhẹ	facilità		N;FEM
nhẹ	easy	nhẹ	easy		N
nhẹ	leggera	nhẹ	leggero		ADJ;FEM;SG
nhẹ	leggero	nhẹ	leggero		ADJ;MASC;SG
nhẹ	leggeri	nhẹ	leggero		ADJ;MASC;PL
nhẹ	smilzo	nhẹ	smilzo		ADJ;MASC;SG
nhẹ	magra	nhẹ	magro		ADJ;FEM;SG
nhẹ	magro	nhẹ	magro		ADJ;MASC;SG
lightgrey	lightgrey	lightgrey	lightgrey		V;IND;SG;3;PRS;FIN
đáp	land	đáp	land	V	N;MASC
đáp	terreni	đáp	terreno	V	N;MASC;PL
đáp	terre	đáp	terra	V	N;FEM;PL
đáp	terra	đáp	terra	V	N;FEM;SG
barra	barra	barra	barra		N;FEM;SG
khô	dry	khô	dry	V	N
khô	asciutto	khô	asciutto	V	ADJ;MASC;SG
khô	secchi	khô	secco	V	N;MASC;PL
khô	secca	khô	seccare	V	ADJ;FEM;SG
khô	secco	khô	secco	V	N;MASC;SG
gridcolor	gridcolor	gridcolor	gridcolor		N;MASC;SG
xúc	insulti	xúc	insulto	V	N;MASC;PL
xúc	insulto	xúc	insulto	V	N;MASC;SG
xúc	insulti	xúc	insulto	V	N;MASC;PL
rơi	cascate	rơi	cascata	V	N;FEM;PL
rơi	falls	rơi	falls	V	N;MASC;PL
rơi	fall	rơi	fall	V	N
kém	bad	kém	bad	ADJ	N;SG
kém	male	kém	male	ADJ	ADV
huyền	epica	huyền	epica	N	ADJ;FEM;SG
huyền	epico	huyền	epico	N	ADJ;MASC;SG
tổn	traumi	tổn	traume	V	N;MASC;PL
tổn	traumatologia	tổn	traumatologia	V	N;FEM;SG
tổn	trauma	tổn	trauma	V	N;MASC;SG
darkgrey	darkgrey	darkgrey	darkgrey		V;IND;SG;3;PST;FIN
mời	inviti	mời	invito	V	N;MASC;PL
mời	invito	mời	invito	V	N;MASC;SG
mời	invito	mời	invito	V	N;MASC;SG
mời	inviti	mời	invito	V	N;MASC;PL
chinh	croce	chinh	croce		N;FEM;SG
chinh	cross	chinh	cross		N;MASC
simon	simone	simon	simone		N;MASC;SG
simon	simon	simon	simon		N;MASC;SG
simon	simona	simon	simona		N;FEM;SG
hoà	neerlandese	hoà	neerlandese		ADJ;SG
hoà	olandesi	hoà	olandese		N;PL
hoà	olandese	hoà	olandese		ADJ;SG
hoà	dutch	hoà	dutch		N
pennsylvania	pennsylvania	pennsylvania	pennsylvania		N;FEM;SG
thiệt	real	thiệt	real	PART	N
thiệt	reali	thiệt	reale	PART	ADJ;PL
thiệt	reale	thiệt	reale	PART	ADJ;SG
thiệt	veri	thiệt	vero	PART	ADJ;MASC;PL
chữa	cure	chữa	cura	V	N;FEM;PL
chữa	cura	chữa	cura	V	N;FEM;SG
lỗi	errata	lỗi	errato	N	ADJ;FEM;SG
lỗi	sbagliata	lỗi	sbagliato	N	V;FEM;SG;PST;V.PTCP
lỗi	errato	lỗi	errato	N	ADJ;MASC;SG
lỗi	sbagliato	lỗi	sbagliare	N	V;MASC;SG;PST;V.PTCP
background	antecedenti	background	antecedente		N;MASC;PL
background	sfondo	background	sfondo		N;MASC;SG
background	background	background	background		ADJ;MASC;SG
lôi	lei	lôi	lei	V	PRO;SG;3
lôi	ilo	lôi	ilo	V	N;MASC;SG
lôi	trascinamento	lôi	trascinamento	V	N;MASC;SG
lôi	drag	lôi	drag	V	N
ngọt	dolci	ngọt	dolce	ADJ	N;PL
ngọt	sweet	ngọt	sweet	ADJ	N
ngọt	dolcezza	ngọt	dolcezza	ADJ	N;FEM;SG
ngọt	birrificio	ngọt	birrificio	ADJ	N;MASC;SG
ngọt	birreria	ngọt	birreria	ADJ	N;FEM;SG
thăm	visita	thăm	visita	V	N;FEM;SG
title	tittle	title	tittla		ADJ;SG
bảy	seven	bảy	seven	NUM	N
sóc	scoiattolo	sóc	scoiattolo	V	N;MASC;SG
sóc	scoiattoli	sóc	scoiattolo	V	N;MASC;PL
sóc	scoiattoli	sóc	scoiattolo	V	N;MASC;PL
chặn	blocchi	chặn	blocco	V	N;MASC;PL
chặn	blocco	chặn	blocco	V	N;MASC;SG
chặn	blocco	chặn	blocco	V	N;MASC;SG
chặn	block	chặn	block	V	N
thôi	cancella	thôi	cancellare	PART	V;IMP;SG;2;PRS;FIN
thôi	annulla	thôi	annullo	PART	V;IND;SG;3;PRS;FIN
thôi	annullare	thôi	annullare	PART	V;NFIN
ống	tocchi	ống	toccare	N	V;IND;SG;2;PRS;FIN
phước	beata	phước	beato	N	ADJ;FEM;SG
phước	beati	phước	beato	N	ADJ;MASC;PL
phước	benedetta	phước	benedetto	N	ADJ;FEM;SG
gió	venti	gió	venti	N	NUM
gió	eolico	gió	eolico	N	ADJ;MASC;SG
trống	drum	trống	drum	V	N
trống	tamburo	trống	tamburo	V	N;MASC;SG
trống	tamburi	trống	tamburo	V	N;MASC;PL
trống	vuoto	trống	vuoto	V	N;MASC;SG
trống	bianco	trống	bianco	V	ADJ;MASC;SG
trống	percussioni	trống	percussione	V	N;FEM;PL
trống	batteria	trống	batteria	V	N;FEM;SG
trống	tamburi	trống	tamburo	V	N;MASC;PL
trống	vuota	trống	vuoto	V	ADJ;FEM;SG
trống	vuoto	trống	vuoto	V	N;MASC;SG
trống	vuoti	trống	vuoto	V	N;MASC;PL
indonesia	indonesiana	indonesia	indonesiano	N	ADJ;FEM;SG
indonesia	indonesiano	indonesia	indonesiano	N	ADJ;MASC;SG
indonesia	indonesiani	indonesia	indonesiano	N	ADJ;MASC;PL
jpl	jpl	jpl	jpl		N;MASC
nhiễm	infetto	nhiễm	infetto	V	ADJ;MASC;SG
nhiễm	infetti	nhiễm	infetto	V	ADJ;MASC;PL
tàn	soffocare	tàn	soffocare	ADJ	V;NFIN
đuổi	inseguimento	đuổi	inseguimento	V	N;MASC;SG
đuổi	chase	đuổi	chasa	V	N;SG
mưa	piove	mưa	piovere	N	V;IND;SG;3;PRS;FIN
bách	serio	bách	serio	N	ADJ;MASC;SG
bách	grave	bách	grave	N	ADJ;SG
bách	seri	bách	serio	N	ADJ;MASC;PL
hút	fumo	hút	fumo	V	N;MASC;SG
