الليثيوم	litiu	الليثيوم	litiu		N;INDF;MASC;SG
المشروبات	bauturile	مَشرُوب	baut	N;NOM;DEF;PL	N;DEF;FEM;PL
المشروبات	bauturi	مَشرُوب	baut	N;NOM;DEF;PL	N;INDF;FEM;PL
المشروبات	bauturi	مَشرُوب	baut	N;NOM;DEF;PL	N;INDF;FEM;PL
فريمان	freeman	فرِيمَان	freeman		PROPN
ريانا	rihanna	رِيَان	rihanna		N;DEF;FEM;SG
تحلل	analizeaza	حَلَّل	analizează	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تحلل	descompunerea	حَلَّل	descompunere	N;NOM;INDF;SG	N;DEF;FEM;SG
تحلل	descompunere	حَلَّل	descompunere	N;NOM;INDF;SG	N;INDF;FEM;SG
وصفة	reteta	وصفة	retetă	N;NOM;INDF;SG	N;DEF;FEM;SG
وصفة	reteta	وصفة	retetă	N;NOM;INDF;SG	N;DEF;FEM;SG
وصفة	reteta	وصفة	retetă	N;NOM;INDF;SG	N;DEF;FEM;SG
كثيفة	dens	كَثِيف	dens	ADJ;NOM;INDF;FEM;SG	ADV
كثيفة	densa	كَثِيف	densa	ADJ;NOM;INDF;FEM;SG	
الجيولوجي	geolog	جِيُولُوجِيّ	geolog		N;INDF;MASC;SG
الجيولوجي	geologica	جِيُولُوجِيّ	geologică		N;DEF;FEM;SG
الجيولوجي	geologic	جِيُولُوجِيّ	geologic		ADJ;INDF;MASC;SG
الجيولوجي	geologice	جِيُولُوجِيّ	geologic		ADJ;INDF;FEM;PL
ببطء	incet	بَبَط	incet	N;NOM;INDF;SG	
ذكاء	inteligenta	ذَكَاء	inteligent		N;DEF;FEM;SG
ذكاء	inteligent	ذَكَاء	inteligent		ADJ;INDF;MASC;SG
ذكاء	inteligenta	ذَكَاء	inteligent		N;DEF;FEM;SG
ذكاء	inteligent	ذَكَاء	inteligent		ADJ;INDF;MASC;SG
ذكاء	destept	ذَكَاء	destept		
ذكاء	smart	ذَكَاء	smart		N;INDF;MASC;SG
ذكاء	inteligenta	ذَكَاء	inteligent		N;DEF;FEM;SG
مولى	molly	مولى	molly		PROPN
الباكستانية	pakistanez	بَاكِستَانِيّ	pakistanez	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;SG
الباكستانية	pakistanezi	بَاكِستَانِيّ	pakistanez	ADJ;NOM;DEF;FEM;SG	ADJ;INDF;MASC;PL
المثقفين	intelectuali	مُثَقَّف	intelectual	N;NOM;DEF;PL	N;INDF;MASC;PL
القبر	mormant	قَبر	mormant	N;NOM;DEF;SG	N;INDF;MASC;SG
القبر	mormant	قَبر	mormant	N;NOM;DEF;SG	N;INDF;MASC;SG
القبر	mormantul	قَبر	mormant	N;NOM;DEF;SG	N;DEF;MASC;SG
القبر	mormant	قَبر	mormant	N;NOM;DEF;SG	N;INDF;MASC;SG
القبر	mormant	قَبر	mormant	N;NOM;DEF;SG	N;INDF;MASC;SG
بيغ	peg	بَيغَ	peg		
دستورية	constitutionale	دُستُورِيّ	constitutional	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
اكبر	akbar	اكبر	akbar		N;INDF;MASC;SG
مؤامرة	intriga	مُؤَامَرَة	intriga	N;NOM;INDF;SG	N;DEF;FEM;SG
مؤامرة	intriga	مُؤَامَرَة	intriga	N;NOM;INDF;SG	N;DEF;FEM;SG
كريستي	christy	كرِيستِي	christy		PROPN
رقمي	digitala	رَقَمِيّ	digitală	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
رقمي	digitale	رَقَمِيّ	digital	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
رقمي	digital	رَقَمِيّ	digital	ADJ;NOM;INDF;MASC;SG	N;INDF;MASC;SG
هالة	hala	هالة	hală		N;DEF;FEM;SG
هالة	anomalii	هالة	anomalie		N;INDF;FEM;PL
هالة	anomalia	هالة	anomalie		N;DEF;FEM;SG
هالة	anomalie	هالة	anomalie		N;INDF;FEM;SG
هالة	aura	هالة	aură		N;DEF;FEM;SG
هالة	aura	هالة	aură		N;DEF;FEM;SG
هالة	halo	هالة	halo		N;INDF;MASC;SG
برهان	dovezi	بُرهَان	dovadă		N;INDF;FEM;PL
برهان	dovada	بُرهَان	dovadă		N;DEF;FEM;SG
برهان	dovada	بُرهَان	dovadă		N;DEF;FEM;SG
الحرائق	incendii	حَرِيق	incendiu	N;NOM;DEF;PL	N;INDF;FEM;PL
الحرائق	incendiile	حَرِيق	incendiu	N;NOM;DEF;PL	N;DEF;FEM;PL
الحرائق	focuri	حَرِيق	foc	N;NOM;DEF;PL	N;INDF;FEM;PL
الفتنة	razvratire	فِتنَة	razvratire	N;NOM;DEF;SG	N;INDF;FEM;SG
القراصنة	pirati	قُرصُنّ	pirat		N;INDF;MASC;PL
القراصنة	piratii	قُرصُنّ	pirată		N;DEF;MASC;PL
مزدوجة	dubla	مُزدَوِج	dublu	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
مزدوجة	dubla	مُزدَوِج	dublu	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
مزدوجة	duble	مُزدَوِج	dublu	ADJ;NOM;INDF;FEM;SG	N;INDF;FEM;PL
درهم	aed	دِرهَم	aed		
الاستراتيجي	strategica	إِسترَاتِيجِيّ	strategica	ADJ;NOM;DEF;MASC;SG	ADJ;DEF;FEM;SG
الاستراتيجي	strategice	إِسترَاتِيجِيّ	strategic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
الاستراتيجي	strategic	إِسترَاتِيجِيّ	strategic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الفواكه	fructul	فَاكِهَة	fruct	N;NOM;DEF;PL	N;DEF;MASC;SG
الفواكه	fructe	فَاكِهَة	fruct	N;NOM;DEF;PL	N;INDF;FEM;PL
الفواكه	fructele	فَاكِهَة	fruct	N;NOM;DEF;PL	N;DEF;FEM;PL
الفواكه	fruct	فَاكِهَة	fruct	N;NOM;DEF;PL	N;INDF;MASC;SG
الفواكه	fructe	فَاكِهَة	fruct	N;NOM;DEF;PL	N;INDF;FEM;PL
الفواكه	fructele	فَاكِهَة	fruct	N;NOM;DEF;PL	N;DEF;FEM;PL
مير	mir	مير	mir		
مير	mer	مير	mer		
تسوية	decontarea	تَسوِيَة	decontare	N;NOM;INDF;SG	N;DEF;FEM;SG
تسوية	decontare	تَسوِيَة	decontare	N;NOM;INDF;SG	N;INDF;FEM;SG
تسوية	asezare	تَسوِيَة	asezare	N;NOM;INDF;SG	N;INDF;FEM;SG
تسوية	compromisuri	تَسوِيَة	compromis	N;NOM;INDF;SG	N;INDF;FEM;PL
تسوية	compromisul	تَسوِيَة	compromis	N;NOM;INDF;SG	N;DEF;MASC;SG
الالكتروني	electronice	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
الالكتروني	electronica	إِلِكترُونِيّ	electronică	ADJ;NOM;DEF;MASC;SG	N;DEF;FEM;SG
الالكتروني	electronic	إِلِكترُونِيّ	electronic	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الطبري	tabari	طِبرِيّ	tabar		
الاتحادي	federal	اِتِّحَادِيّ	federal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
الاتحادي	federale	اِتِّحَادِيّ	federal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
الاتحادي	federala	اِتِّحَادِيّ	federală	ADJ;NOM;DEF;MASC;SG	N;DEF;FEM;SG
حراري	termice	حراري	termic	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
حراري	termica	حراري	termica	ADJ;NOM;INDF;MASC;SG	N;DEF;FEM;SG
الكسندر	alexandru	أَلِكسَندر	alexandru		PROPN
الكسندر	alexander	أَلِكسَندر	alexander		PROPN
نشرة	buletinul	نَشرَة	buletin	N;NOM;INDF;SG	N;DEF;MASC;SG
قزوين	caspica	قَزوِين	caspica	N;NOM;INDF;SG	N;DEF;FEM;SG
العملي	practice	عَمَلِيّ	practica		
العملي	practica	عَمَلِيّ	practică		N;DEF;FEM;SG
العملي	practic	عَمَلِيّ	practic		ADV
قادرين	capabil	قَادِر	capabil	ADJ;NOM;INDF;MASC;PL	ADJ;INDF;MASC;SG
قادرين	capabili	قَادِر	capabil	ADJ;NOM;INDF;MASC;PL	V;IND;PL;2;IPFV;FIN
قادرين	capabila	قَادِر	capabilă	ADJ;NOM;INDF;MASC;PL	ADJ;DEF;FEM;SG
قادرين	capabila	قَادِر	capabilă	ADJ;NOM;INDF;MASC;PL	ADJ;DEF;FEM;SG
قادرين	capabil	قَادِر	capabil	ADJ;NOM;INDF;MASC;PL	ADJ;INDF;MASC;SG
تجاهل	ignor	تَجَاهُل	ignor	N;NOM;INDF;SG	V;IND;SG;1;PRS;FIN
تجاهل	ignora	تَجَاهُل	ignora	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تجاهل	ignora	تَجَاهُل	ignora	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تجاهل	ignorate	تَجَاهُل	ignora	N;NOM;INDF;SG	ADJ;INDF;FEM;PL
تجاهل	ignorat	تَجَاهُل	ignora	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
تجاهل	ignorata	تَجَاهُل	ignorat	N;NOM;INDF;SG	ADJ;DEF;FEM;SG
هرتز	hertz	هرتز	hertz		N;INDF;MASC;SG
استقالة	demisia	اِستِقَالَة	demisie	N;NOM;INDF;SG	N;DEF;FEM;SG
استقالة	demisie	اِستِقَالَة	demisie	N;NOM;INDF;SG	N;INDF;FEM;SG
محامي	avocata	مُحَامِي	avocata	N;NOM;INDF;PL	N;DEF;FEM;SG
محامي	avocat	مُحَامِي	avocat	N;NOM;INDF;PL	N;INDF;MASC;SG
محامي	avocatul	مُحَامِي	avocat	N;NOM;INDF;PL	N;DEF;MASC;SG
كيفن	kevin	كِيفِن	kevin		PROPN
مارسيليا	marsilia	مارسيليا	marsilie		PROPN
المثالي	ideala	مِثَالِي	ideală	ADJ;NOM;DEF;MASC;SG	ADJ;DEF;FEM;SG
المثالي	ideal	مِثَالِي	ideal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;MASC;SG
المثالي	ideala	مِثَالِي	ideală	ADJ;NOM;DEF;MASC;SG	ADJ;DEF;FEM;SG
المثالي	ideale	مِثَالِي	ideal	ADJ;NOM;DEF;MASC;SG	ADJ;INDF;FEM;PL
القطعة	bucata	قُطعَة	bucată	N;NOM;DEF;SG	N;DEF;FEM;SG
القطعة	piesa	قُطعَة	piesă	N;NOM;DEF;SG	N;DEF;FEM;SG
القطعة	bucata	قُطعَة	bucată	N;NOM;DEF;SG	N;DEF;FEM;SG
القطعة	segmentul	قُطعَة	segment	N;NOM;DEF;SG	N;DEF;MASC;SG
القطعة	segment	قُطعَة	segment	N;NOM;DEF;SG	N;INDF;MASC;SG
المعارضين	adversari	مُعَارِض	adversar	N;NOM;DEF;PL	N;INDF;MASC;PL
المعارضين	adversarii	مُعَارِض	adversar	N;NOM;DEF;PL	N;DEF;MASC;PL
التسمم	otravirea	تَسَمُّم	otravire	N;NOM;DEF;SG	N;DEF;FEM;SG
التسمم	otravire	تَسَمُّم	otravire	N;NOM;DEF;SG	N;INDF;FEM;SG
حليب	laptele	حليب	lapte	N;NOM;INDF;SG	N;DEF;MASC;SG
حنبل	hanbal	حنبل	hanbal		N;INDF;MASC;SG
النظير	omologul	نَظِير	omolog	N;NOM;DEF;SG	N;DEF;MASC;SG
القاسمي	qasimi	القاسمي	gasimă		
مناهضة	anti	مُنَاهَضَة	an	N;NOM;INDF;SG	
بندقية	pusca	بُندُقِيَّة	puscă	N;NOM;INDF;SG	N;DEF;FEM;SG
بندقية	pusca	بُندُقِيَّة	puscă	N;NOM;INDF;SG	N;DEF;FEM;SG
بندقية	pusca	بُندُقِيَّة	puscă	N;NOM;INDF;SG	N;DEF;FEM;SG
المعيشة	living	مَعِيشَة	living	N;NOM;DEF;SG	N;INDF;MASC;SG
المعيشة	traind	مَعِيشَة	trai	N;NOM;DEF;SG	
الاكتشاف	descoperire	اِكتِشَاف	descoperire	N;NOM;DEF;SG	N;INDF;FEM;SG
الاكتشاف	descoperiri	اِكتِشَاف	descoperire	N;NOM;DEF;SG	N;INDF;FEM;PL
الاكتشاف	descoperirea	اِكتِشَاف	descoperire	N;NOM;DEF;SG	N;DEF;FEM;SG
الاكتشاف	discovery	اِكتِشَاف	discovery	N;NOM;DEF;SG	N;INDF;MASC;SG
العقاقير	droguri	عَقَّار	drog	N;NOM;DEF;PL	N;INDF;FEM;PL
العقاقير	drogurile	عَقَّار	drog	N;NOM;DEF;PL	N;DEF;FEM;PL
العقاقير	medicamente	عَقَّار	medicament	N;NOM;DEF;PL	N;INDF;FEM;PL
جنائية	infractor	جِنَائِيّ	infractor	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
جنائية	criminala	جِنَائِيّ	criminal	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
جنائية	criminal	جِنَائِيّ	criminal	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
جنائية	penal	جِنَائِيّ	penal	ADJ;NOM;INDF;FEM;SG	N;INDF;MASC;SG
السامي	sami	سَامِي	sami	N;NOM;DEF;SG	
منارة	farul	منارة	far	N;NOM;INDF;SG	N;DEF;MASC;SG
منارة	baliza	منارة	baliză	N;NOM;INDF;SG	N;DEF;FEM;SG
منارة	baliza	منارة	baliză	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	hole	حَفرَة	hol	N;NOM;INDF;SG	
حفرة	gaura	حَفرَة	gaură	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	gaura	حَفرَة	gaură	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	groapa	حَفرَة	groapă	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	groapa	حَفرَة	groapă	N;NOM;INDF;SG	N;DEF;FEM;SG
حفرة	pit	حَفرَة	pit	N;NOM;INDF;SG	
اسفل	jos	أَسفَل	jos		ADV
خلع	dislocat	خَلع	disloca	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
دوس	dos	دُوسَ	dos		
متطورة	sofisticate	مُتَطَوِّر	sofistica	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;PL
متطورة	sofisticata	مُتَطَوِّر	sofisticat	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
هوندا	honda	هوندا	hondă		PROPN
الجرحى	raniti	جَرِيح	ranit	N;NOM;DEF;PL	V;IND;PL;2;PRS;FIN
الجرحى	ranit	جَرِيح	ranit	N;NOM;DEF;PL	ADJ;INDF;MASC;SG
الجرحى	ranita	جَرِيح	ranită	N;NOM;DEF;PL	ADJ;DEF;FEM;SG
الجرحى	ranit	جَرِيح	ranit	N;NOM;DEF;PL	ADJ;INDF;MASC;SG
الكوميدي	comediant	كُومِيدِيّ	comediant		N;INDF;MASC;SG
كلير	claire	كلير	clair		PROPN
تراكم	acumularea	تَرَاكُم	acumulare	N;NOM;INDF;SG	N;DEF;FEM;SG
تراكم	acumulare	تَرَاكُم	acumulare	N;NOM;INDF;SG	N;INDF;FEM;SG
الناتو	nato	الناتو	nato		N
قاسية	aspra	قَاسِي	aspra	ADJ;NOM;INDF;FEM;SG	ADJ;DEF;FEM;SG
قاسية	aspru	قَاسِي	aspru	ADJ;NOM;INDF;FEM;SG	ADV
البنا	banna	البنا	banna	N;NOM;DEF;SG	
مؤشرات	indicatorii	مُؤَشِّر	indicatoriu	N;NOM;INDF;PL	N;DEF;MASC;PL
واجب	datorie	وَاجِب	datorie	N;NOM;INDF;SG	N;INDF;FEM;SG
واجب	datoria	وَاجِب	datorie	N;NOM;INDF;SG	N;DEF;FEM;SG
واجب	teme	وَاجِب	temă	N;NOM;INDF;SG	N;INDF;FEM;PL
الاستثمارات	investitii	اِستِثمَار	investitii	N;NOM;DEF;PL	N;INDF;FEM;PL
الاستثمارات	investitiile	اِستِثمَار	investitie	N;NOM;DEF;PL	N;DEF;FEM;PL
الاستثمارات	investitii	اِستِثمَار	investitii	N;NOM;DEF;PL	N;INDF;FEM;PL
الاستثمارات	investitii	اِستِثمَار	investitii	N;NOM;DEF;PL	N;INDF;FEM;PL
الاستثمارات	investitie	اِستِثمَار	investitie	N;NOM;DEF;PL	N;INDF;FEM;SG
الاستثمارات	investitie	اِستِثمَار	investitie	N;NOM;DEF;PL	N;INDF;FEM;SG
الاستثمارات	investitii	اِستِثمَار	investitii	N;NOM;DEF;PL	N;INDF;FEM;PL
المضيف	gazda	مُضِيف	gazdă	ADJ;NOM;DEF;MASC;SG	N;DEF;FEM;SG
المضيف	gazda	مُضِيف	gazdă	ADJ;NOM;DEF;MASC;SG	N;DEF;FEM;SG
تقليدي	traditionale	تَقلِيدِيّ	traditional	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;PL
تقليدي	traditionala	تَقلِيدِيّ	traditional	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
تقليدي	clasica	تَقلِيدِيّ	clasică	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
تقليدي	clasic	تَقلِيدِيّ	clasic	ADJ;NOM;INDF;MASC;SG	ADV
تقليدي	clasica	تَقلِيدِيّ	clasică	ADJ;NOM;INDF;MASC;SG	ADJ;DEF;FEM;SG
تقليدي	classic	تَقلِيدِيّ	classic	ADJ;NOM;INDF;MASC;SG	PROPN
غارسيا	garcia	غارسيا	garcia		PROPN
رويال	regal	رويال	regal		ADJ;INDF;MASC;SG
رويال	regala	رويال	regală		ADJ;DEF;FEM;SG
رويال	royal	رويال	royal		N;INDF;MASC;SG
شهيد	shahid	شَهِيد	shahid	N;NOM;INDF;SG	
العامية	argou	عَامِيَّة	argou	N;NOM;DEF;SG	N;INDF;MASC;SG
هدية	prezente	هَدِيَّة	prezent	N;NOM;INDF;SG	V;IND;PL;3;PRS;FIN
هدية	prezentul	هَدِيَّة	prezent	N;NOM;INDF;SG	N;DEF;MASC;SG
هدية	prezenta	هَدِيَّة	prezent	N;NOM;INDF;SG	ADJ;DEF;FEM;SG
هدية	cadoul	هَدِيَّة	cadou	N;NOM;INDF;SG	N;DEF;MASC;SG
انتقادات	critica	اِنتِقَاد	critică	N;NOM;INDF;PL	N;DEF;FEM;SG
انتقادات	critica	اِنتِقَاد	critică	N;NOM;INDF;PL	N;DEF;FEM;SG
انتقادات	criticile	اِنتِقَاد	critică	N;NOM;INDF;PL	N;DEF;FEM;PL
تشعر	simti	شَعَر	simti	V;IPFV;MASC;IND;SG;2;FIN;ACT	
تشعر	simte	شَعَر	simți	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IND;SG;3;PRS;FIN
تشعر	simtiti	شَعَر	simți	V;IPFV;MASC;IND;SG;2;FIN;ACT	
تشعر	simt	شَعَر	simți	V;IPFV;MASC;IND;SG;2;FIN;ACT	V;IND;PL;3;PRS;FIN
ملاك	inger	ملاك	inger		N;INDF;MASC;SG
ملاك	inger	ملاك	inger		N;INDF;MASC;SG
ملاك	angel	ملاك	angel		N;INDF;MASC;SG
حشرات	bugs	حَشَرَة	bugs	N;NOM;INDF;PL	PROPN
يضرب	hituri	ضَرَب	hitură	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;INDF;FEM;PL
تطالب	cerand	طَالَب	cerand	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;MASC;SG
الدخان	fum	دَخَّان	fum	N;NOM;DEF;SG	N;INDF;MASC;SG
الجزاء	penalty	جَزَاء	penalty	N;NOM;DEF;SG	N;INDF;MASC;SG
الجزاء	pedeapsa	جَزَاء	pedeapsă	N;NOM;DEF;SG	N;DEF;FEM;SG
الجزاء	pedeapsa	جَزَاء	pedeapsă	N;NOM;DEF;SG	N;DEF;FEM;SG
الجزاء	penalizare	جَزَاء	penalizare	N;NOM;DEF;SG	N;INDF;FEM;SG
الاعتقال	arestati	اِعتِقَال	aresta	N;NOM;DEF;SG	V;IND;PL;2;IPFV;FIN
الاعتقال	arest	اِعتِقَال	arest	N;NOM;DEF;SG	N;INDF;MASC;SG
الاعتقال	arestarea	اِعتِقَال	arestare	N;NOM;DEF;SG	N;DEF;FEM;SG
الاعتقال	arestare	اِعتِقَال	arestare	N;NOM;DEF;SG	N;INDF;FEM;SG
الاعتقال	detentie	اِعتِقَال	detentie	N;NOM;DEF;SG	N;INDF;FEM;SG
الزوايا	colturi	زَاوِيَة	colt	N;NOM;DEF;PL	N;INDF;FEM;PL
الزوايا	unghiuri	زَاوِيَة	unghi	N;NOM;DEF;PL	N;INDF;FEM;PL
الزوايا	unghiurile	زَاوِيَة	unghi	N;NOM;DEF;PL	N;DEF;FEM;PL
المستقيم	rect	مُستَقِيم	rect		N;INDF;MASC;SG
خلاصة	abstract	خُلَاصَة	abstract	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
خلاصة	abstracta	خُلَاصَة	abstracta	N;NOM;INDF;SG	ADJ;DEF;FEM;SG
الصوفي	mistic	صُوفِيّ	mistic		ADJ;INDF;MASC;SG
الصوفي	mystic	صُوفِيّ	mystic		N;INDF;MASC;SG
الوفاق	reconcilierea	وِفَاق	reconciliere	N;NOM;DEF;SG	N;DEF;FEM;SG
الوفاق	reconciliere	وِفَاق	reconciliere	N;NOM;DEF;SG	N;INDF;FEM;SG
الوفاق	impacare	وِفَاق	impacare	N;NOM;DEF;SG	N;INDF;FEM;SG
الوفاق	concord	وِفَاق	concord	N;NOM;DEF;SG	N;INDF;MASC;SG
متصفح	browserul	متصفح	browser	N;NOM;INDF;SG	N;DEF;MASC;SG
تسرب	scurgere	تَسَرُّب	scurgere	N;NOM;INDF;SG	N;INDF;FEM;SG
تسرب	scurgeri	تَسَرُّب	scurgere	N;NOM;INDF;SG	N;INDF;FEM;PL
تسرب	scurgeri	تَسَرُّب	scurgere	N;NOM;INDF;SG	N;INDF;FEM;PL
دعاء	rugaciune	دِعَاء	rugaciune	N;NOM;INDF;SG	N;INDF;FEM;SG
دعاء	rugaciunea	دِعَاء	rugaciune	N;NOM;INDF;SG	N;DEF;FEM;SG
دعاء	rugaciunea	دِعَاء	rugaciune	N;NOM;INDF;SG	N;DEF;FEM;SG
دعاء	rugaciune	دِعَاء	rugaciune	N;NOM;INDF;SG	N;INDF;FEM;SG
غرامي	grammy	غرامي	grammy		N;INDF;MASC;SG
تمدد	intinde	تَمَدُّد	intinde	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
تمدد	intinde	تَمَدُّد	intinde	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
تمدد	intindere	تَمَدُّد	intindere	N;NOM;INDF;SG	N;INDF;FEM;SG
سماء	cerul	سَمَاء	cer	N;NOM;INDF;SG	N;DEF;MASC;SG
سماء	cer	سَمَاء	cere	N;NOM;INDF;SG	V;IND;SG;3;PRS;FIN
سماء	ceruri	سَمَاء	cer	N;NOM;INDF;SG	N;INDF;FEM;PL
مهد	leaganul	مَهَّد	leagan	N;NOM;INDF;SG	N;DEF;MASC;SG
مساكن	cazare	مَسكَن	cazare	N;NOM;INDF;PL	N;INDF;FEM;SG
مساكن	carcasa	مَسكَن	carcasă	N;NOM;INDF;PL	N;DEF;FEM;SG
فو	foo	فو	foo		N;INDF;MASC;SG
فو	pho	فو	pho		
فو	phu	فو	phu		N;INDF;MASC;SG
بنيامين	benjamin	بِنيَامِين	benjamin		N;INDF;MASC;SG
نبيلة	noble	نَبِيل	noble		N;INDF;MASC;SG
نبيلة	nobil	نَبِيل	nobil		ADJ;INDF;MASC;SG
نبيلة	nobila	نَبِيل	nobil		ADJ;DEF;FEM;SG
نبيلة	nobili	نَبِيل	nobil		N;INDF;MASC;PL
نبيلة	nobile	نَبِيل	nobil		ADJ;INDF;FEM;PL
الزهري	sifilis	زِهرِيّ	sifilis		N;INDF;MASC;SG
ترمز	simbolizand	رَمَز	simboliza	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;INDF;MASC;SG
الميثاق	pact	مِيثَاق	pact	N;NOM;DEF;SG	N;INDF;MASC;SG
الميثاق	pactul	مِيثَاق	pact	N;NOM;DEF;SG	N;DEF;MASC;SG
الميثاق	pactului	مِيثَاق	pact	N;NOM;DEF;SG	N;DEF;MASC;SG
الميثاق	compact	مِيثَاق	compact	N;NOM;DEF;SG	ADV
الميثاق	carta	مِيثَاق	cartă	N;NOM;DEF;SG	N;DEF;FEM;SG
الميثاق	carta	مِيثَاق	cartă	N;NOM;DEF;SG	N;DEF;FEM;SG
الميثاق	charter	مِيثَاق	charter	N;NOM;DEF;SG	N;INDF;MASC;SG
الانتقادات	critica	اِنتِقَاد	critică	N;NOM;DEF;PL	N;DEF;FEM;SG
الانتقادات	critici	اِنتِقَاد	critică	N;NOM;DEF;PL	N;INDF;MASC;PL
الانتقادات	critica	اِنتِقَاد	critică	N;NOM;DEF;PL	N;DEF;FEM;SG
الانتقادات	criticile	اِنتِقَاد	critică	N;NOM;DEF;PL	N;DEF;FEM;PL
باز	buzz	بَاز	buzz		
خبز	paine	خَبز	pain	N;NOM;INDF;SG	
خبز	paine	خَبز	pain	N;NOM;INDF;SG	
خبز	painea	خَبز	paine	N;NOM;INDF;SG	N;DEF;FEM;SG
البيضاوي	oval	بَيضَاوِيّ	oval		ADJ;INDF;MASC;SG
هجر	abandon	هَجر	abandon		N;INDF;MASC;SG
هجر	abandonarea	هَجر	abandonare		N;DEF;FEM;SG
زيمبابوي	zimbabwe	زِيمبَابوِي	zimbabw		PROPN
تقوية	consolida	تَقوِيَة	consolida	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تقوية	consolideaza	تَقوِيَة	consolideaza	N;NOM;INDF;SG	V;IND;SG;3;IPFV;FIN
تقوية	intarirea	تَقوِيَة	intarire	N;NOM;INDF;SG	N;DEF;FEM;SG
تقوية	consolidare	تَقوِيَة	consolidare	N;NOM;INDF;SG	N;INDF;FEM;SG
تقوية	consolidarea	تَقوِيَة	consolidare	N;NOM;INDF;SG	N;DEF;FEM;SG
مدفعية	artileria	مِدفَعِيَّة	artilerie	N;NOM;INDF;SG	N;DEF;FEM;SG
مدفعية	artilerie	مِدفَعِيَّة	artilerie	N;NOM;INDF;SG	N;INDF;FEM;SG
ناس	oamenii	نَاسِي	om		N;DEF;MASC;PL
ناس	oameni	نَاسِي	om		N;INDF;MASC;PL
ناس	persoane	نَاسِي	persoană		N;INDF;FEM;PL
قزم	pitic	قَزَّم	pitic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
قزم	pitica	قَزَّم	pitică	N;NOM;INDF;SG	N;DEF;FEM;SG
قزم	pitic	قَزَّم	pitic	N;NOM;INDF;SG	ADJ;INDF;MASC;SG
تشارلي	charlie	تشَارلِي	charlie		PROPN
بدوي	badawi	بدوي	badak		
حشد	multimea	حَشد	multime	N;NOM;INDF;SG	N;DEF;FEM;SG
حشد	multime	حَشد	multime	N;NOM;INDF;SG	N;INDF;FEM;SG
حشد	multime	حَشد	multime	N;NOM;INDF;SG	N;INDF;FEM;SG
القيادات	conducerea	قِيَادَة	conducere	N;NOM;DEF;PL	N;DEF;FEM;SG
القيادات	conducere	قِيَادَة	conducere	N;NOM;DEF;PL	N;INDF;FEM;SG
فاتح	lumina	فاتح	lumină		N;DEF;FEM;SG
فاتح	light	فاتح	light		
فاتح	lumina	فاتح	lumină		N;DEF;FEM;SG
فاتح	fatih	فاتح	fatih		PROPN
جيرسي	jersey	جِيرسِي	jersey		PROPN
نيوكاسل	newcastle	نِيُوكَاسل	newcastlu		PROPN
ضرر	daune	ضَرَّر	daună	N;NOM;INDF;SG	N;INDF;FEM;PL
