especializada	špecializovaných	especializado	špecializovaný	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
decidido	rozhodol	decidido	rozhodnúť	ADJ;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
decidido	rozhodlo	decidido	rozhodnúť	ADJ;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP
baden	baden	bader	baden	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
falso	fake	falso	fak	ADJ;MASC;SG	INTJ
jesuitas	jezuita	jesuita	jezuita	N;PL	N;ANIM;NOM;MASC;SG
humedad	vlhkosti	humedad	vlhkosť	N;FEM;SG	N;NOM;FEM;PL
jurídico	právne	jurídico	právny	ADJ;MASC;SG	ADJ;NOM;NEUT;PL
jurídico	legálne	jurídico	legálny	ADJ;MASC;SG	ADV
destruida	zničili	destruido	zničiť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
destruida	zničení	destruido	zničenie	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;PL
seguida	nasledovala	seguido	nasledovať	ADJ;FEM;SG;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
seguida	sledovaní	seguido	sledovanie	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;PL
seguida	nasledovalo	seguido	nasledovať	ADJ;FEM;SG;V.PTCP	V;IPFV;NEUT;SG;POS;PST;V.PTCP
seguida	nasledovali	seguido	nasledovať	ADJ;FEM;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
seguida	sledoval	seguido	sledovať	ADJ;FEM;SG;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
bros	bros	bros	bros	N;MASC;SG	PROPN;NOM;FEM;SG
bros	bratia	bros	brat	N;MASC;SG	N;ANIM;NOM;MASC;PL
bobby	bobbyho	bobby	bobby	PROPN	N;ANIM;ACC;MASC;SG
bobby	bobby	bobby	bobba	PROPN	N;ANIM;NOM;MASC;SG
lugo	lugo	lugo	lugo	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
reptiles	plaz	reptil	plaz	N;MASC;PL	PROPN;INAN;NOM;MASC;SG
sustancia	látky	sustancia	látka	N;FEM;SG	N;NOM;FEM;PL
turística	turista	turístico	turista	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
holandés	holandská	holandés	holandský	N;MASC;SG	ADJ;NOM;FEM;SG
holandés	holandské	holandés	holandský	N;MASC;SG	ADJ;NOM;NEUT;SG
holandés	holandskej	holandés	holandský	N;MASC;SG	ADJ;GEN;FEM;SG
holandés	holandský	holandés	holandský	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
plus	navyše	plus	navyše	N	PART
plus	plus	plus	plus	N	
estocolmo	štokholmský	estocolmo	štokholmský	N;MASC;SG	ADJ;INAN;NOM;MASC;SG
estocolmo	štokholmského	estocolmo	štokholmský	N;MASC;SG	ADJ;GEN;NEUT;SG
nasa	nasa	nasa	nasa	N;FEM;SG	PROPN;NOM;FEM;SG
masiva	masívne	masivo	masívne	ADJ;FEM;SG	ADV
masiva	massive	masivo	massiva	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
gilbert	gilbert	gilbert	gilbert	PROPN	PROPN;ANIM;NOM;MASC;SG
escobar	escobar	escobar	escobar	PROPN	N;ANIM;NOM;MASC;SG
regulación	nariadenia	regulación	nariadenie	N;FEM;SG	N;NOM;NEUT;PL
regulación	regulácie	regulación	regulácia	N;FEM;SG	N;NOM;FEM;PL
regulación	regulačné	regulación	regulačný	N;FEM;SG	ADJ;NOM;NEUT;SG
regulación	regulačná	regulación	regulačný	N;FEM;SG	ADJ;NOM;FEM;SG
alturas	heights	altura	height	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
creencia	viery	creencia	viera	N;FEM;SG	N;NOM;FEM;PL
aterrizaje	pristátia	aterrizaje	pristátiť	N;MASC;SG	N;NOM;NEUT;PL
aterrizaje	pristáť	aterrizaje	pristáť	N;MASC;SG	V;PFV;POS;NFIN
campbell	campbell	campbell	campbell	N;SG	PROPN;ANIM;NOM;MASC;SG
danny	danny	danny	danny	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
danny	dannyho	danny	danny	N;MASC;SG	ADJ;ANIM;GEN;MASC;SG
ventajas	prospieva	ventaja	prospievať	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
ventajas	prínos	ventaja	prínos	N;FEM;PL	N;INAN;NOM;MASC;SG
requieren	vyžaduje	requerir	vyžadovať	V;IND;PL;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN
pretendía	určené	pretender	určený	V;IND;SG;3;IPFV;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
pretendía	zamýšľané	pretender	zamýšľaný	V;IND;SG;3;IPFV;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
pretendía	zamýšľaný	pretender	zamýšľaný	V;IND;SG;3;IPFV;FIN	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
arsenal	zbrojnice	arsenal	zbrojnica	N;MASC;SG	N;NOM;FEM;PL
nigeria	nigérijský	nigeria	nigérijský	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
nigeria	nigérii	nigeria	nigéria	N;FEM;SG	N;NOM;NEUT;PL
constantinopla	konštantinopolu	constantinopla	konštantinopol	ADJ;FEM;SG	N;INAN;ACC;MASC;SG
extrema	extrémne	extremo	extrémne	ADJ;FEM;SG	ADV
gibraltar	gibraltár	gibraltar	gibraltár	V;NFIN	N;NOM;MASC;SG
consola	konzoly	consola	konzol	N;FEM;SG	N;NOM;FEM;PL
cargas	obvinenie	carga	obvinenie	N;FEM;PL	N;NOM;NEUT;SG
cargas	zaťaženie	carga	zaťaženie	N;FEM;PL	N;NOM;NEUT;SG
trato	výhodné	trato	výhodný	N;MASC;SG	ADJ;NOM;NEUT;SG
trato	dohodneme	trato	dohodnúť	N;MASC;SG	V;PFV;IND;PL;1;POS;PRS;FIN
suficientes	stačí	suficiente	stačiť	ADJ;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
suficientes	dost	suficiente	dost	ADJ;PL	INTJ
suficientes	dosť	suficiente	dosť	ADJ;PL	ADV
suficientes	dostatočný	suficiente	dostatočný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
suficientes	dostatočná	suficiente	dostatočný	ADJ;PL	ADJ;NOM;FEM;SG
suficientes	dostatočné	suficiente	dostatočný	ADJ;PL	ADJ;NOM;NEUT;SG
suficientes	postačujúce	suficiente	postačujúci	ADJ;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
when	keď	when	keď	N	CONJ
when	ked	when	ked	N	PART
when	kedy	when	kedy	N	ADV
márquez	márquez	márquez	márquez	PROPN	N;ANIM;NOM;MASC;SG
proclamó	vyhlásená	proclamar	vyhlásený	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
proclamó	vyhlásené	proclamar	vyhlásený	V;IND;SG;3;PST;FIN	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
non	non	non	non	N	PROPN;ANIM;NOM;MASC;SG
reality	reality	reality	realita	N;MASC;SG	N;NOM;FEM;PL
fuga	fúgy	fuga	fúg	N;FEM;SG	N;INAN;NOM;MASC;PL
fuga	uniknúť	fuga	uniknúť	N;FEM;SG	V;PFV;POS;NFIN
fuga	ujsť	fuga	ujsť	N;FEM;SG	V;PFV;POS;NFIN
fuga	utiecť	fuga	utiecť	N;FEM;SG	V;PFV;POS;NFIN
dorada	golden	dorado	golden	ADJ;FEM;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG
dorada	zlato	dorado	zlato	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;SG
dorada	zlate	dorado	zlat	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;PL
dorada	gold	dorado	gold	ADJ;FEM;SG;V.PTCP	
dorada	zlata	dorado	zlato	ADJ;FEM;SG;V.PTCP	N;NOM;NEUT;PL
abuela	starka	abuela	starka	N;FEM;SG	PROPN;NOM;FEM;SG
frontal	front	frontal	front	ADJ;SG	N;INAN;NOM;MASC;SG
frontal	čelnej	frontal	čelný	ADJ;SG	N;GEN;FEM;SG
huevo	vajcia	huevo	vajce	N;MASC;SG	N;NOM;NEUT;PL
huevo	vajec	huevo	vajec	N;MASC;SG	N;GEN;NEUT;PL
huevo	vajíčka	huevo	vajíčko	N;MASC;SG	N;NOM;NEUT;PL
tragedia	tragický	tragedia	tragický	N;FEM;SG	ADJ;ANIM;NOM;MASC;SG
tragedia	tragická	tragedia	tragický	N;FEM;SG	ADJ;NOM;FEM;SG
tragedia	tragické	tragedia	tragický	N;FEM;SG	ADJ;NOM;NEUT;SG
tragedia	tragédie	tragedia	tragédia	N;FEM;SG	N;NOM;NEUT;PL
contaminación	kontaminácie	contaminación	kontaminácia	N;FEM;SG	N;NOM;FEM;PL
contaminación	znečistenia	contaminación	znečistenie	N;FEM;SG	N;NOM;NEUT;PL
costera	pobrežných	costera	pobrežný	ADJ;FEM;SG	ADJ;GEN;MASC;PL
costera	pobrežie	costera	pobrežie	ADJ;FEM;SG	N;NOM;NEUT;SG
charlotte	charlotte	charlotte	charlotie	N;MASC;SG	N;NOM;FEM;PL
azteca	aztécke	azteca	aztécka	N;SG	ADV
patrones	vzor	patrón	vzor	N;MASC;PL	N;INAN;NOM;MASC;SG
patrones	zamestnávateľom	patrón	zamestnávateľ	N;MASC;PL	N;ANIM;INS;MASC;SG
how	ako	how	ako	PROPN	ADV
how	jak	how	jak	PROPN	INTJ
transmisiones	vysiela	transmisión	vysieť	N;FEM;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
aliado	allied	aliado	allied	ADJ;MASC;SG;V.PTCP	PROPN;NOM;FEM;SG
aliado	spojenca	aliado	spojenec	ADJ;MASC;SG;V.PTCP	N;ANIM;ACC;MASC;SG
aliado	spojenec	aliado	spojenec	ADJ;MASC;SG;V.PTCP	N;ANIM;NOM;MASC;SG
aliado	spojencom	aliado	spojenec	ADJ;MASC;SG;V.PTCP	N;ANIM;INS;MASC;SG
ama	ama	amar	ama	V;IND;SG;3;PRS;FIN	PROPN;NOM;FEM;SG
ama	milenka	amar	milenka	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
ama	pani	amar	pani	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
ama	milenku	amar	milenka	V;IND;SG;3;PRS;FIN	N;ACC;FEM;SG
literarios	literárny	literario	literárny	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
luchó	bojovali	luchar	bojovať	V;IND;SG;3;PST;FIN	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
viejos	starý	viejo	starý	ADJ;MASC;PL	ADJ;ANIM;NOM;MASC;SG
viejos	staré	viejo	starý	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
viejos	stará	viejo	starý	ADJ;MASC;PL	ADJ;NOM;FEM;SG
viejos	stara	viejo	star	ADJ;MASC;PL	PROPN;NOM;FEM;SG
traducciones	preklad	traducción	preklad	N;FEM;PL	N;INAN;NOM;MASC;SG
pulgadas	palec	pulgado	palec	N;FEM;PL	N;INAN;NOM;MASC;SG
arnold	arnold	arnold	arnold	PROPN	PROPN;ANIM;NOM;MASC;SG
ladrillo	brick	ladrillo	brick	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
calvo	calvo	calvo	calvo	N;MASC;SG	ADV
creer	ver	creer	veriť	V;NFIN	INTJ
creer	presvedčený	creer	presvedčený	V;NFIN	ADJ;ANIM;NOM;MASC;SG
compartir	zdieľanie	compartir	zdieľanie	V;NFIN	N;NOM;NEUT;SG
compartir	zdieľania	compartir	zdieľanie	V;NFIN	N;NOM;NEUT;PL
compartir	zdieľanie	compartir	zdieľanie	V;NFIN	N;NOM;NEUT;SG
dependencia	závislosti	dependencia	závislosť	N;FEM;SG	N;NOM;FEM;PL
probar	skus	probar	skus	V;NFIN	INTJ
probar	test	probar	test	V;NFIN	N;INAN;NOM;MASC;SG
probar	skúška	probar	skúška	V;NFIN	N;NOM;FEM;SG
probar	skúške	probar	skúška	V;NFIN	N;DAT;FEM;SG
arroyos	brooks	arroyo	brooks	N;MASC;PL	PROPN;ANIM;NOM;MASC;SG
sabio	sage	sabio	sage	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
sabio	múdre	sabio	múdry	N;MASC;SG	ADJ;NOM;NEUT;SG
sabio	múdro	sabio	múdro	N;MASC;SG	ADV
sabio	múdry	sabio	múdry	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
sabio	múdri	sabio	múdry	N;MASC;SG	ADJ;ANIM;NOM;MASC;PL
sabio	múdra	sabio	múdry	N;MASC;SG	ADJ;NOM;FEM;SG
budapest	budapest	budapest	budapest	N;MASC;SG	
cráneo	lebky	cráneo	lebka	N;MASC;SG	N;NOM;FEM;PL
provocando	zapaľovacie	provocar	zapaľovací	V;V.MSDR	ADJ;NOM;NEUT;PL
madison	madison	madison	madison	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
caridad	charitatívne	caridad	charitatívny	N;FEM;SG	ADJ;NOM;NEUT;SG
caridad	charity	caridad	charita	N;FEM;SG	N;NOM;FEM;PL
caridad	charity	caridad	charita	N;FEM;SG	N;NOM;FEM;PL
llave	kľúčová	llave	kľúčový	N;FEM;SG	ADJ;NOM;FEM;SG
llave	kľúčové	llave	kľúčový	N;FEM;SG	ADJ;NOM;NEUT;SG
exclusiva	exkluzívne	exclusivo	exkluzívny	ADJ;FEM;SG	ADV
estero	estero	estero	estero	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
merced	merced	merced	merced		PROPN;ANIM;NOM;MASC;SG
armados	ozbrojená	armado	ozbrojený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
armados	ozbrojený	armado	ozbrojený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
armados	ozbrojené	armado	ozbrojený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
manuscritos	rukopis	manuscrito	rukopis	N;MASC;PL	N;INAN;NOM;MASC;SG
rivas	rivas	riva	rivas	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
major	hlavné	major	hlavný	N	ADJ;NOM;NEUT;SG
major	hlavná	major	hlavný	N	ADJ;NOM;FEM;SG
major	major	major	major	N	PROPN;ANIM;NOM;MASC;SG
emitida	emitovaných	emitido	emitovaný	ADJ;FEM;SG;V.PTCP	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
carrillo	carrillo	carrillo	carrillo	N;MASC;SG	PROPN;NOM;NEUT;SG
nazis	nacistické	nazi	nactistický	N;PL	ADJ;NOM;NEUT;SG
valdivia	valdivia	valdivia	valdivie	PROPN	N;NOM;NEUT;PL
luisiana	louisiane	luisiano	louisiane	ADJ;FEM;SG	N;INAN;NOM;MASC;PL
malo	zlá	malo	zlo	ADJ;MASC;SG	N;NOM;FEM;SG
malo	bad	malo	bad	ADJ;MASC;SG	PROPN;ANIM;NOM;MASC;SG
malo	blbo	malo	blbo	ADJ;MASC;SG	ADV
materias	materiál	materia	materiál	N;FEM;PL	N;INAN;NOM;MASC;SG
urbanas	urban	urbano	urban	ADJ;FEM;PL	PROPN;ANIM;NOM;MASC;SG
urbanas	mestský	urbano	mestský	ADJ;FEM;PL	ADJ;ANIM;NOM;MASC;SG
urbanas	mestské	urbano	mestský	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
urbanas	mestská	urbano	mestský	ADJ;FEM;PL	ADJ;NOM;FEM;SG
básicas	základný	básico	základný	ADJ;FEM;PL	ADJ;INAN;NOM;MASC;SG
básicas	základné	básico	základný	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
básicas	základného	básico	základný	ADJ;FEM;PL	ADJ;GEN;NEUT;SG
básicas	základná	básico	základný	ADJ;FEM;PL	ADJ;NOM;FEM;SG
gases	plynu	gas	plyn	N;MASC;PL	N;INAN;GEN;MASC;SG
gases	benzin	gas	benzin	N;MASC;PL	N;INAN;NOM;MASC;SG
gases	plyn	gas	plyn	N;MASC;PL	N;INAN;NOM;MASC;SG
ferroviario	železnice	ferroviario	železnica	ADJ;MASC;SG	N;NOM;FEM;PL
ferroviario	železnica	ferroviario	železnica	ADJ;MASC;SG	N;NOM;FEM;SG
boletín	newsletter	boletín	newsletter	N;MASC;SG	INTJ
boletín	bulletin	boletín	bulletina	N;MASC;SG	N;NOM;FEM;PL
ejemplar	kópia	ejemplar	kópia	V;NFIN	N;NOM;FEM;SG
ejemplar	príkladné	ejemplar	príkladný	V;NFIN	ADJ;NOM;NEUT;SG
separadas	rozdelili	separado	rozdeliť	ADJ;FEM;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
separadas	oddelený	separado	oddelený	ADJ;FEM;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
separadas	oddelená	separado	oddelený	ADJ;FEM;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
separadas	oddelené	separado	oddelený	ADJ;FEM;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
express	vyjadrite	express	vyjadriť	N;MASC	V;PFV;IMP;PL;2;POS;FIN
express	express	express	express	N;MASC	PROPN;ANIM;NOM;MASC;SG
express	vyjadriť	express	vyjadriť	N;MASC	V;PFV;POS;NFIN
portugueses	portugalskej	portugués	portugalský	N;MASC;PL	ADJ;GEN;FEM;SG
portugueses	portugalské	portugués	portugalský	N;MASC;PL	ADJ;NOM;NEUT;SG
portugueses	portugalská	portugués	portugalský	N;MASC;PL	ADJ;NOM;FEM;SG
portugueses	portugalský	portugués	portugalský	N;MASC;PL	ADJ;ANIM;NOM;MASC;SG
portugueses	portugalských	portugués	portugalský	N;MASC;PL	ADJ;GEN;MASC;PL
normales	normálna	normal	normálny	ADJ;PL	ADJ;NOM;FEM;SG
normales	normálne	normal	normálne	ADJ;PL	ADV
normales	normalne	normal	normalne	ADJ;PL	ADV
normales	normálny	normal	normálny	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
normales	bežný	normal	bežný	ADJ;PL	ADJ;ANIM;NOM;MASC;SG
estelar	hviezda	estelar	hviezda	ADJ;SG	N;NOM;FEM;SG
estelar	star	estelar	star	ADJ;SG	
estelar	hviezdička	estelar	hviezdička	ADJ;SG	N;NOM;FEM;SG
montaje	pripájam	montaje	pripájať	N;MASC;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
montaje	zhromaždenia	montaje	zhromaždenie	N;MASC;SG	N;NOM;NEUT;PL
demo	demo	demo	demo	N;FEM;SG	INTJ
considerando	vzhľadom	considerar	vzhľad	V;V.MSDR	N;INAN;INS;MASC;SG
enviados	odoslané	enviar	odoslaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
enviados	poslané	enviar	poslaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
enviados	odoslaná	enviar	odoslaný	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
enviados	poslali	enviar	poslať	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
enviados	poslovia	enviar	posloviť	ADJ;MASC;PL;V.PTCP	N;ANIM;NOM;MASC;PL
enviados	vyslancov	enviar	vyslanec	ADJ;MASC;PL;V.PTCP	N;ANIM;ACC;MASC;PL
kent	kent	kent	kent	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
larry	larry	larry	larra	PROPN	PROPN;ANIM;NOM;MASC;SG
larry	larryho	larry	larry	PROPN	N;ANIM;GEN;MASC;SG
asesinados	zavraždená	asesinado	zavraždený	ADJ;MASC;PL;V.PTCP	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
asesinados	zavraždený	asesinado	zavraždený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
asesinados	zavraždený	asesinado	zavraždený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
asesinados	zabitý	asesinado	zabitý	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
asesinados	zabil	asesinado	zabiť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
asesinados	zabili	asesinado	zabiť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
asesinados	zabila	asesinado	zabiť	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
prince	prince	prince	princť	N	PROPN;ANIM;NOM;MASC;SG
giuseppe	giuseppe	giuseppe	giuseppa	PROPN	PROPN;ANIM;NOM;MASC;SG
pura	čírou	puro	číry	ADJ;FEM;SG	N;INS;FEM;SG
pura	holá	puro	holý	ADJ;FEM;SG	N;NOM;FEM;SG
pura	čisto	puro	čisto	ADJ;FEM;SG	ADV
forestal	lesníctvo	forestal	lesníctvo	ADJ;SG	N;NOM;NEUT;SG
forestal	lesníctva	forestal	lesníctvo	ADJ;SG	N;NOM;NEUT;PL
forestal	les	forestal	les	ADJ;SG	N;INAN;NOM;MASC;SG
forestal	forest	forestal	forest	ADJ;SG	PROPN;ANIM;NOM;MASC;SG
viola	viola	violar	vila	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
track	koľaje	track	koľať	N;SG	N;NOM;FEM;PL
track	sledovať	track	sledovať	N;SG	V;IPFV;POS;NFIN
esfera	orb	esfera	orb	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
román	rímske	román	rímsky	N;MASC;SG	ADJ;NOM;NEUT;SG
román	roman	román	roman	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
román	rímsky	román	rímsky	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
román	rímska	román	rímsky	N;MASC;SG	ADJ;NOM;FEM;SG
intenso	intenzívne	intenso	intenzívne	ADJ;MASC;SG	ADV
intenso	intenzívne	intenso	intenzívne	ADJ;MASC;SG	ADV
vaya	wau	ir	wa	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
vaya	wow	ir	wow	V;SBJV;SG;3;PRS;FIN	INTJ
litros	galón	litro	galón	N;MASC;PL	N;INAN;NOM;MASC;SG
litros	litra	litro	litra	N;MASC;PL	N;INAN;NOM;MASC;SG
litros	liter	litro	liter	N;MASC;PL	N;INAN;NOM;MASC;SG
penales	trestné	penal	trestný	ADJ;PL	ADJ;NOM;NEUT;SG
penales	zločinec	penal	zločinec	ADJ;PL	N;ANIM;NOM;MASC;SG
penales	trestná	penal	trestný	ADJ;PL	ADJ;NOM;FEM;SG
penales	trestné	penal	trestný	ADJ;PL	ADJ;NOM;NEUT;SG
penales	trestný	penal	trestný	ADJ;PL	ADJ;INAN;NOM;MASC;SG
shows	ukáže	show	ukázať	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
shows	ukazuje	show	ukazovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
shows	zobrazí	show	zobraziť	N;MASC;PL	V;PFV;IND;SG;3;POS;PRS;FIN
shows	zobrazuje	show	zobrazovať	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
constituido	tvorili	constituido	tvoriť	ADJ;MASC;SG;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
consulado	konzuláty	consulado	konzulát	N;MASC;SG	N;INAN;NOM;MASC;PL
ingresar	prihlásenie	ingresar	prihlásenie	V;NFIN	N;NOM;NEUT;SG
autorización	oprávnenia	autorización	oprávnenie	N;FEM;SG	N;NOM;NEUT;PL
belén	betleheme	belén	betlehať	N;MASC;SG	N;ANIM;NOM;MASC;PL
próximos	nadchádzajúce	próximo	nadchádzajúci	ADJ;MASC;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
editada	upravil	editado	upraviť	ADJ;FEM;SG;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
editada	strih	editado	strih	ADJ;FEM;SG;V.PTCP	N;INAN;NOM;MASC;SG
rangers	rangers	rangers	rangers	N;MASC;PL	N;ANIM;NOM;MASC;SG
esquí	lyžovať	esquí	lyžovať	N;MASC;SG	V;IPFV;POS;NFIN
esquí	lyžiarske	esquí	lyžiarsky	N;MASC;SG	ADJ;NOM;NEUT;PL
esquí	lyžovať	esquí	lyžovať	N;MASC;SG	V;IPFV;POS;NFIN
disparo	strelné	disparo	strelný	N;MASC;SG	ADJ;NOM;NEUT;SG
disparo	strieľať	disparo	strieľať	N;MASC;SG	V;IPFV;POS;NFIN
disparo	strelený	disparo	strelený	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG
disparo	postrelený	disparo	postrelený	N;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
disparo	zastrelil	disparo	zastreliť	N;MASC;SG	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
extenso	rozsiahlych	extenso	rozsiahly	ADJ;MASC;SG	ADJ;GEN;MASC;PL
extenso	rozsiahla	extenso	rozsiahnuť	ADJ;MASC;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
extenso	rozsiahle	extenso	rozsiahle	ADJ;MASC;SG	N;NOM;NEUT;PL
golpes	fúka	golpe	fúk	N;MASC;PL	V;IPFV;IND;SG;3;POS;PRS;FIN
mega	mega	mega	mega	N;SG	INTJ
atacó	napadnutá	atacar	napadnutý	V;IND;SG;3;PST;FIN	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
atacó	napadnutý	atacar	napadnutý	V;IND;SG;3;PST;FIN	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
atacó	zaútočili	atacar	zaútočiť	V;IND;SG;3;PST;FIN	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
herbert	herbert	herbert	herbert	PROPN	N;ANIM;NOM;MASC;SG
dinosaurios	dinosaurov	dinosaurio	dinosaur	N;MASC;PL	N;INAN;GEN;MASC;SG
dinosaurios	dinosaurus	dinosaurio	dinosaurus	N;MASC;PL	N;ANIM;NOM;MASC;SG
extranjera	cudzinec	extranjero	cudzinec	ADJ;FEM;SG	N;ANIM;NOM;MASC;SG
extranjera	cudzích	extranjero	cudzí	ADJ;FEM;SG	ADJ;GEN;MASC;PL
caña	reed	caña	reed	N;FEM;SG	PROPN;ANIM;NOM;MASC;SG
caña	trstiny	caña	trstina	N;FEM;SG	N;NOM;FEM;PL
ética	etického	ética	etický	N;FEM;SG	ADJ;GEN;NEUT;SG
ética	etické	ética	etický	N;FEM;SG	ADJ;NOM;NEUT;SG
ética	etický	ética	etický	N;FEM;SG	ADJ;INAN;NOM;MASC;SG
ética	etických	ética	etický	N;FEM;SG	ADJ;GEN;MASC;PL
ética	etické	ética	etický	N;FEM;SG	ADJ;NOM;NEUT;SG
ética	etiky	ética	etika	N;FEM;SG	N;NOM;FEM;PL
encontrados	našiel	encontrado	nájsť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
encontrados	našli	encontrado	nájsť	ADJ;MASC;PL;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
encontrados	nájdený	encontrado	nájdený	ADJ;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
