den	на	den	на	PRO;DEF;MASC+FEM;SG	ADP;ACC
thomson	томсон	thomson	томсон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
enstaka	single	enstaka	single	ADJ;NOM	
ansvarig	підзвітні	ansvarig	підзвітний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
ansvarig	супровід	ansvarig	супровід	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
tillverkad	виготовлено	tillverkad	виготовити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
tillverkad	зробила	tillverkad	зробити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
tillverkad	made	tillverkad	made	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	
emma	емма	emma	емма	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
borgerliga	буржуа	borgerlig	буржуа	ADJ;NOM;PL	N;ANIM;NOM;MASC;PL
enheter	пристроями	enhet	пристрій	N;NOM;INDF;MASC+FEM;PL	N;INAN;INS;MASC;PL
enheter	пристроїв	enhet	пристрій	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
montenegro	чорногорія	montenegro	чорногорія	PROPN;NOM	N;INAN;NOM;FEM;SG
montenegro	чорногорії	montenegro	чорногорія	PROPN;NOM	PROPN;INAN;GEN;FEM;SG
utsträckning	міри	utsträckning	міра	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
dålig	bad	dålig	bad	ADJ;NOM;INDF;MASC+FEM;SG	
dålig	погано	dålig	погано	ADJ;NOM;INDF;MASC+FEM;SG	ADV
veckan	щотижня	vecka	щотижня	N;NOM;DEF;MASC+FEM;SG	ADV
burkina	буркіна	burkin	буркін	PROPN;NOM	N;INAN;NOM;FEM;SG
diameter	діаметр	diamet	діаметр	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
ola	ола	ola	оло	PROPN;NOM	
jiangsu	цзянсу	jiangsu	цзянс	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;MASC;SG
kritiker	критиків	kritik	критик	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
kritiker	критик	kritik	критик	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
motståndare	опонентами	motståndare	опонент	N;NOM;INDF;MASC+FEM;PL	N;ANIM;INS;MASC;PL
motståndare	суперників	motståndare	суперник	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
motståndare	суперник	motståndare	суперник	N;NOM;INDF;MASC+FEM;PL	N;ANIM;NOM;MASC;SG
grå	сірий	grå	сірий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
grå	сірі	grå	сіра	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
grå	сірий	grå	сірий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
grå	грей	grå	грей	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;FEM;SG
förstå	розумію	förstå	розуміти	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
förstå	розуміємо	förstå	розуміти	V;IMP;FIN;ACT	V;IPFV;IND;PL;1;PRS;FIN
förstå	зрозуміла	förstå	зрозуміти	V;IMP;FIN;ACT	V;PFV;FEM;IND;SG;PST;FIN
förstå	взаєморозуміння	förstå	взаєморозуміння	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
förstå	розуміння	förstå	розуміння	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
bolívar	болівар	boltva	болівар	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
racing	перегони	racing	перегона	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
racing	гонки	racing	гонка	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
racing	racing	racing	racing	N;NOM;INDF;MASC+FEM;SG	
carter	картер	cart	картер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
stiftelsen	foundation	stiftelse	foundation	N;NOM;DEF;MASC+FEM;SG	
stiftelsen	бази	stiftelse	база	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
mord	вбивств	mord	вбивство	N;NOM;INDF;NEUT;SG	N;INAN;GEN;NEUT;PL
naturen	природня	natur	природній	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
enkla	просту	enkel	простий	ADJ;NOM;PL	ADJ;ACC;FEM;SG
enkla	простий	enkel	простий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
enkla	проста	enkel	простий	ADJ;NOM;PL	ADJ;NOM;FEM;SG
enkla	просте	enkel	прости	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
dave	дейв	dav	дейти	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
singlar	розряд	singla	розряд	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
låga	flame	låg	flame	ADJ;NOM;PL	
låga	низький	låg	низький	ADJ;NOM;PL	ADJ;NOM;MASC;SG
låga	низька	låg	низький	ADJ;NOM;PL	ADJ;NOM;FEM;SG
låga	low	låg	low	ADJ;NOM;PL	
latinska	латинська	latinsk	латинський	ADJ;NOM;PL	ADJ;NOM;FEM;SG
latinska	латинської	latinsk	латинський	ADJ;NOM;PL	ADJ;GEN;FEM;SG
quercus	дубовий	quercus	дубовий	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
korrekt	точні	korrekt	точний	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;NOM;PL
korrekt	акуратно	korrekt	акуратно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
korrekt	виправте	korrekt	виправати	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN
korrekt	виправити	korrekt	виправити	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
korrekt	коректно	korrekt	коректно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
korrekt	правильно	korrekt	правильно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
ling	лін	ling	лін	N;NOM;INDF;NEUT;SG	
lane	вуличка	lane	вуличка	PROPN;NOM	N;INAN;NOM;FEM;SG
betala	платять	betala	платяти	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
betala	заплатить	betala	заплатити	V;IMP;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
gifta	одружуватися	gift	одружуватися	ADJ;NOM;PL;PST;V.PTCP	V;IPFV;NFIN
gifta	одружитися	gift	одружитися	ADJ;NOM;PL;PST;V.PTCP	V;PFV;NFIN
gifta	заміжня	gift	заміжній	ADJ;NOM;PL;PST;V.PTCP	N;ANIM;NOM;FEM;SG
gifta	одружена	gift	одружений	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
gifta	заміж	gift	заміж	ADJ;NOM;PL;PST;V.PTCP	N;ANIM;NOM;FEM;SG
gifta	одружений	gift	одружений	ADJ;NOM;PL;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
människa	людський	människa	людський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
scen	сцени	scen	сцена	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
bit	фігуру	bit	фігура	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
faso	фасо	faso	фасо	PROPN;NOM	
trea	третє	tre	третєпа	N;NOM;INDF;MASC+FEM;SG	NUM;NOM;NEUT
trea	третій	tre	третій	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
trea	третя	tre	третій	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
tusen	тисяча	tusen	тисяча	NUM;NOM	N;INAN;NOM;FEM;SG
roland	роланд	roland	роланд	PROPN;NOM	N;ANIM;NOM;MASC;SG
bredd	ширину	bredd	ширина	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
bredd	ширину	bredd	ширина	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
rothschild	ротшильд	rothschild	ротшильд	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;MASC;SG
nielsen	нільсен	nielsen	нільсен	N;NOM;DEF;MASC+FEM;SG	PROPN;ANIM;NOM;FEM;SG
bevis	докази	bevis	доказ	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
aragonien	арагон	aragonien	арагон	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
aragonien	арагон	aragonien	арагон	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
litterära	літературна	litterär	літературний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
litterära	літературний	litterär	літературний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
aedes	aedes	aede	aedes	V;FIN;PASS	
hardy	гарді	hardy	гарді	PROPN;NOM	
grundat	заснував	grunda	заснувати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
grundat	засновано	grunda	засновати	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;0;FIN
fokus	focus	fokus	focus	N;NOM;INDF;NEUT;SG	
moritz	моріц	moritz	моріц	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
wolfgang	вольфганг	wolfgang	вольфганг	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
watson	вотсон	watson	вотсон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
perspektiv	перспективу	perspektiv	перспектива	N;NOM;INDF;NEUT;SG	N;INAN;ACC;FEM;SG
perspektiv	перспективи	perspektiv	перспектива	N;NOM;INDF;NEUT;SG	N;INAN;NOM;FEM;PL
skador	ламати	skada	ламати	N;NOM;INDF;MASC+FEM;PL	V;IPFV;NFIN
skador	пошкодження	skada	пошкодження	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
skador	сутичка	skada	сутичка	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
skador	ушкоджень	skada	ушкодження	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;NEUT;PL
skador	ушкодження	skada	ушкодження	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
skador	травм	skada	травм	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
nigeria	нігерія	nigeri	нігерія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
nigeria	нігерії	nigeri	нігерія	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
mala	мала	mala	мати	V;IMP;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
elmer	елмер	elmer	елмер	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
drew	намалював	drew	намалювати	PROPN;NOM	V;PFV;MASC;IND;SG;PST;FIN
drew	дрю	drew	дря	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
sri	шрі	sri	шрі	PROPN;NOM	
klubbar	жир	klubb	жир	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;MASC;SG
klubbar	клубів	klubb	клуб	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;MASC;PL
bretagne	бретань	bretagne	бретання	N;NOM;INDF;NEUT;SG	PROPN;INAN;NOM;MASC;SG
bretagne	бріттані	bretagne	бріттань	N;NOM;INDF;NEUT;SG	N;ANIM;NOM;MASC;PL
åtgärder	дія	åtgärd	дія	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;FEM;SG
lima	ліма	lima	лім	N;NOM;INDF;MASC+FEM;SG	PROPN;INAN;NOM;FEM;SG
charlie	чарлі	charlie	чарлі	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
grader	градуси	grad	градус	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
grader	градусів	grad	градус	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;MASC;PL
passerar	перехресті	passera	перехресть	V;IND;PRS;FIN;ACT	N;INAN;DAT;FEM;SG
passerar	мине	passera	мине	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
passerar	завершилися	passera	завершитися	V;IND;PRS;FIN;ACT	V;PFV;IND;PL;PST;FIN
passerar	проходила	passera	проходити	V;IND;PRS;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
passerar	складе	passera	скласти	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
maryland	меріленд	maryland	меріленд	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
liverpool	ліверпуль	liverpool	ліверпуль	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
force	примусово	force	примусово	N;NOM;INDF;MASC+FEM;SG	ADV
force	примусити	force	примусити	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
force	force	force	force	N;NOM;INDF;MASC+FEM;SG	
salzburg	зальцбург	salzburg	зальцбург	PROPN;NOM	PROPN;INAN;NOM;MASC;SG
gods	товари	god	товар	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
gods	вантажний	god	вантажний	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
arkiv	архіви	arkiv	архів	N;NOM;INDF;NEUT;SG	N;INAN;NOM;MASC;PL
arkiv	архівувати	arkiv	архівувати	N;NOM;INDF;NEUT;SG	V;IPFV;NFIN
main	головний	main	головний	PROPN;NOM	ADJ;NOM;MASC;SG
main	основне	main	основний	PROPN;NOM	ADJ;NOM;NEUT;SG
main	головна	main	головний	PROPN;NOM	ADJ;NOM;FEM;SG
main	головні	main	головний	PROPN;NOM	ADJ;NOM;PL
main	головне	main	головне	PROPN;NOM	N;INAN;NOM;NEUT;SG
verkställande	виконання	verkställande	виконання	ADJ;NOM;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
verkställande	виконання	verkställande	виконання	ADJ;NOM;PRS;V.PTCP	N;INAN;NOM;NEUT;SG
sjunger	спів	sjunga	спіти	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
elisabet	єлизавета	elisabet	єлизавета	PROPN;NOM	N;ANIM;NOM;FEM;SG
elisabet	елізабет	elisabet	елізабет	PROPN;NOM	N;ANIM;NOM;FEM;SG
elisabet	єлизавета	elisabet	єлизавета	PROPN;NOM	N;ANIM;NOM;FEM;SG
fristående	відокремленим	fristående	відокремлений	ADJ;NOM;PRS;V.PTCP	ADJ;PFV;INS;MASC;SG;V.PTCP;PASS
fristående	автономному	fristående	автономний	ADJ;NOM;PRS;V.PTCP	ADJ;DAT;MASC;SG
minsta	мінімум	liten	мінім	ADJ;NOM;DEF;RL	N;INAN;NOM;MASC;SG
minsta	мінімально	liten	мінімально	ADJ;NOM;DEF;RL	ADV
minsta	найменший	liten	найменший	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
minsta	найменше	liten	найменше	ADJ;NOM;DEF;RL	ADV;RL
inspelad	записано	inspela	записати	N;NOM;INDF;MASC+FEM;SG	V;PFV;IND;0;FIN
inspelad	записав	inspela	записати	N;NOM;INDF;MASC+FEM;SG	V;PFV;MASC;IND;SG;PST;FIN
målningar	картин	målning	картина	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
behövde	потрібним	behöva	потрібний	V;IND;PST;FIN;ACT	ADJ;INS;NEUT;SG
behövde	потреби	behöva	потреба	V;IND;PST;FIN;ACT	N;INAN;NOM;FEM;PL
behövde	потрібен	behöva	потрібно	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG
behövde	потрібною	behöva	потрібний	V;IND;PST;FIN;ACT	ADJ;INS;FEM;SG
behövde	необхідний	behöva	необхідний	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG
mclaren	mclaren	mclar	mclaren	N;NOM;DEF;MASC+FEM;SG	
ungerska	угорська	ungerska	угорський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
ungerska	угорський	ungerska	угорський	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
forest	лісова	forest	лісовий	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
deep	глибока	deep	глибока	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
deep	deep	deep	deep	N;NOM;INDF;NEUT;SG	
deep	глибоко	deep	глибоко	N;NOM;INDF;NEUT;SG	ADV
deep	глибокий	deep	глибокий	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
administratör	адміністратора	administratör	адміністратор	N;NOM;INDF;MASC+FEM;SG	N;ANIM;ACC;MASC;SG
administratör	адміністратором	administratör	адміністратор	N;NOM;INDF;MASC+FEM;SG	N;ANIM;INS;MASC;SG
andrea	андреа	annan	андреа	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
aktuella	поточний	aktuell	поточний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
aktuella	поточна	aktuell	поточний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
aktuella	течія	aktuell	течія	ADJ;NOM;PL	N;INAN;NOM;FEM;SG
aktuella	струм	aktuell	струм	ADJ;NOM;PL	N;INAN;NOM;MASC;SG
cyperus	cyperus	cyperus	cyperus	N;NOM;INDF;MASC+FEM;SG	
awards	нагороди	acard	нагорода	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
påve	папи	påve	папа	PROPN;NOM	PROPN;ANIM;ACC;MASC;SG
påve	папа	påve	пап	PROPN;NOM	N;ANIM;NOM;MASC;SG
beskrev	описано	beskrev	описати	V;IMP;PST;FIN;ACT	V;PFV;IND;0;FIN
beskrev	описані	beskrev	описаний	V;IMP;PST;FIN;ACT	ADJ;PFV;NOM;PL;V.PTCP;PASS
kennedy	кеннеді	kennedy	кеннеда	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
ulla	улла	ull	улло	PROPN;NOM	
ingrid	інгрід	ingrid	інгрід	PROPN;NOM	PROPN;ANIM;NOM;FEM;SG
maritime	морський	maritime	морський	N;NOM;MASC+FEM;SG	ADJ;NOM;MASC;SG
hms	hms	hms	hms	N	
minister	міністру	minister	міністр	N;NOM;INDF;MASC+FEM;SG	N;ANIM;DAT;MASC;SG
marsh	марші	marsh	марший	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
skogen	лісі	skog	ліс	N;NOM;DEF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
skogen	лісова	skog	лісовий	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
gränser	обмеження	gräns	обмеження	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
gränser	зближення	gräns	зближення	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
framgångsrik	успішно	framgångsrik	успішно	ADJ;NOM;INDF;MASC+FEM;SG	ADV
framgångsrik	вдало	framgångsrik	вдало	ADJ;NOM;INDF;MASC+FEM;SG	ADV
framgångsrik	вдалась	framgångsrik	вдатися	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;FEM;IND;SG;PST;FIN
ökat	зросли	öka	зрости	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
ökat	збільшили	öka	збільшити	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
sälja	продаж	sälja	продаж	V;IMP;FIN;ACT	N;INAN;NOM;MASC;SG
provence	прованс	provence	прованс	N;NOM;INDF;MASC+FEM;SG	
sjöng	співав	sjöng	співати	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
sjöng	співали	sjöng	співати	V;IMP;FIN;ACT	V;IPFV;IND;PL;PST;FIN
sjöng	заспівав	sjöng	заспівати	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN
sjöng	співала	sjöng	співати	V;IMP;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN
sjöng	заспівали	sjöng	заспівати	V;IMP;FIN;ACT	V;IPFV;IND;PL;PST;FIN
medarbetare	служить	medarbetare	служити	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
medarbetare	приймав	medarbetare	приймати	N;NOM;INDF;MASC+FEM;PL	V;IPFV;MASC;IND;SG;PST;FIN
medarbetare	робітника	medarbetare	робітник	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;SG
medarbetare	співробітників	medarbetare	співробітник	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
medarbetare	працівників	medarbetare	працівник	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
medarbetare	службовців	medarbetare	службовець	N;NOM;INDF;MASC+FEM;PL	N;ANIM;ACC;MASC;PL
akut	надзвичайні	akut	надзвичайний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
akut	аварійні	akut	аварійний	ADJ;NOM;INDF;NEUT;SG	ADJ;NOM;PL
akut	терміново	akut	терміново	ADJ;NOM;INDF;NEUT;SG	ADV
akut	термінову	akut	терміновий	ADJ;NOM;INDF;NEUT;SG	ADJ;ACC;FEM;SG
cabo	кабо	cabo	кабо	PROPN;NOM	
halmstad	гальмстад	halmstad	гальмстад	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
visby	вісбю	visby	вісбя	PROPN;NOM	PROPN;INAN;NOM;NEUT;SG
augustus	август	augustus	август	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
julia	юлія	juli	юлія	N;NOM;INDF;MASC+FEM;SG	PROPN;ANIM;NOM;FEM;SG
tänker	роздуми	tänka	роздум	V;IND;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
tänker	мислення	tänka	мислення	V;IND;PRS;FIN;ACT	N;INAN;NOM;NEUT;SG
komplett	завершити	komplett	завершити	ADJ;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN
komplett	завершення	komplett	завершення	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;NEUT;SG
tänka	роздуми	tänka	роздум	V;IMP;FIN;ACT	N;INAN;NOM;MASC;PL
tänka	мислення	tänka	мислення	V;IMP;FIN;ACT	N;INAN;NOM;NEUT;SG
tänka	думаю	tänka	думати	V;IMP;FIN;ACT	V;IPFV;IND;SG;1;PRS;FIN
tänka	think	tänka	think	V;IMP;FIN;ACT	
sidorna	сторінок	sida	сторінка	N;NOM;DEF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
undersökningar	опитування	undersökning	опитування	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
undersökningar	розслідувань	undersökning	розслідування	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;NEUT;PL
undersökningar	опитування	undersökning	опитування	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
undersökningar	студій	undersökning	студія	N;NOM;INDF;MASC+FEM;PL	N;INAN;GEN;FEM;PL
undersökningar	вивчає	undersökning	вивчати	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
undersökningar	дослідження	undersökning	дослідження	N;NOM;INDF;MASC+FEM;PL	N;INAN;NOM;NEUT;SG
begränsad	обмежені	begränsad	обмежений	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
begränsad	обмежено	begränsad	обмежити	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;PFV;IND;0;FIN
aktivt	активна	aktiv	активний	ADV	ADJ;NOM;FEM;SG
aktivt	активні	aktiv	активний	ADV	ADJ;NOM;PL
aktivt	активне	aktiv	активний	ADV	ADJ;NOM;NEUT;SG
aktivt	активним	aktiv	активний	ADV	ADJ;INS;NEUT;SG
aktivt	активний	aktiv	активний	ADV	ADJ;NOM;MASC;SG
liberala	ліберальна	liberal	ліберальний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
rätta	виправте	rätta	виправати	N;MASC+FEM	V;PFV;IMP;SG;2;FIN
rätta	виправити	rätta	виправити	N;MASC+FEM	V;PFV;NFIN
rätta	правильна	rätta	правильний	N;MASC+FEM	ADJ;NOM;FEM;SG
rätta	правильний	rätta	правильний	N;MASC+FEM	ADJ;NOM;MASC;SG
djurart	виді	djur	вид	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;DAT;MASC;SG
djurart	вид	djur	вид	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;SG
djurart	види	djur	вид	ADJ;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;MASC;PL
napoleon	наполеона	napoleon	наполеона	PROPN;NOM	PROPN;INAN;NOM;FEM;SG
napoleon	наполеон	napoleon	наполеон	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
stuart	стюарт	stua	стюарт	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
dör	вмирає	dör	вмирати	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
dör	гине	dör	гинати	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
dör	помре	dör	помре	V;IMP;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
dör	помирає	dör	помирати	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
dör	помирають	dör	помирати	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
dör	вмирають	dör	вмирати	V;IMP;FIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
dör	загине	dör	загинути	V;IMP;FIN;ACT	V;PFV;IND;SG;3;FUT;FIN
dör	die	dör	die	V;IMP;FIN;ACT	
sullivan	салліван	sullivan	салліван	PROPN;NOM	N;INAN;NOM;NEUT;PL
tunga	heavy	tung	heavy	ADJ;NOM;PL	
tunga	важкий	tung	важкий	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tunga	сильний	tung	сильний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
tunga	язик	tung	язик	ADJ;NOM;PL	N;INAN;NOM;MASC;SG
tunga	язика	tung	язик	ADJ;NOM;PL	N;INAN;GEN;MASC;SG
producerade	ролик	producerad	ролик	V;IND;PST;V.PTCP;ACT	N;INAN;NOM;MASC;SG
individuella	окремих	individuell	окремий	ADJ;NOM;PL	ADJ;GEN;PL
individuella	індивідуальна	individuell	індивідуальний	ADJ;NOM;PL	ADJ;NOM;FEM;SG
individuella	індивідуальне	individuell	індивідуальний	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
individuella	індивідуальний	individuell	індивідуальний	ADJ;NOM;PL	ADJ;NOM;MASC;SG
hitler	гітлера	hitler	гітлер	PROPN;NOM	N;ANIM;NOM;MASC;SG
hitler	гітлер	hitler	гітлер	PROPN;NOM	N;INAN;NOM;MASC;SG
kronan	корону	krona	корона	N;NOM;DEF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
kronan	корони	krona	корона	N;NOM;DEF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
ragnar	рагнар	ragna	рагнар	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
part	партії	part	партія	N;NOM;INDF;MASC+FEM;SG	N;INAN;GEN;FEM;SG
part	вечірки	part	вечірка	N;NOM;INDF;MASC+FEM;SG	N;INAN;NOM;FEM;PL
part	party	part	party	N;NOM;INDF;MASC+FEM;SG	
arvid	арвід	arvid	арвід	PROPN;NOM	PROPN;ANIM;NOM;MASC;SG
inriktning	орієнтацію	inriktning	орієнтація	N;NOM;INDF;MASC+FEM;SG	N;INAN;ACC;FEM;SG
