diana	diana	dian	dian		N;INDF;FEM;SG
gözlemci	observer	gözlemci	observere		N;INDF;NEUT;SG
gerilla	gerilja	geril	gerilja		N;INDF;MASC;SG
gerilla	geriljaen	geril	gerilja		N;DEF;MASC;SG
gerilla	guerrilla	geril	guerrille		N;DEF;NEUT;PL
değişti	endret	değiş	endre	V;PFV;IND;SG;3;POS;PST	N;INDF;NEUT;SG
değişti	forandret	değiş	forandr	V;PFV;IND;SG;3;POS;PST	N;DEF;NEUT;SG
değişti	skiftet	değiş	skift	V;PFV;IND;SG;3;POS;PST	N;DEF;NEUT;SG
değişti	endra	değiş	endre	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;SG;V.PTCP
değişti	forandra	değiş	forandre	V;PFV;IND;SG;3;POS;PST	ADJ;INDF;NEUT;SG;V.PTCP
toplamak	innsamling	topla	innsamling	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
dolaşım	sirkulasjon	dolaşım	sirkulasjon		N;INDF;MASC;SG
dolaşım	omløp	dolaşım	omløp		N;INDF;NEUT;SG
dolaşım	blodsirkulasjonen	dolaşım	blodsirkulasjon		N;DEF;MASC;SG
dolaşım	opplag	dolaşım	opplag		N;INDF;NEUT;SG
dolaşım	sirkulerer	dolaşım	sirkulere		V;IND;PRS;FIN
dolaşım	streifer	dolaşım	streife		N;INDF;FEM;PL
dolaşım	roaming	dolaşım	roaming		N;INDF;FEM;SG
anlamsız	meningsløse	anlamsız	meningsløse	ADJ	N;INDF;FEM;SG
anlamsız	meningsløs	anlamsız	meningsløs	ADJ	N;INDF;MASC;SG
anlamsız	meningsløst	anlamsız	meningsløst	ADJ	N;INDF;FEM;SG
anlamsız	meningsløse	anlamsız	meningsløse	ADJ	N;INDF;FEM;SG
anlamsız	meningsløs	anlamsız	meningsløs	ADJ	N;INDF;MASC;SG
anlamsız	meningsløst	anlamsız	meningsløst	ADJ	N;INDF;FEM;SG
bataklık	sumpene	bataklık	sumpe	N;NOM;SG;3	N;DEF;FEM;PL
katılacak	deltar	kat	delta	V;PFV;IND;SG;3;POS;FUT;PASS	V;IND;PRS;FIN
palermo	palermo	palermo	palermo	PROPN;NOM;SG;3	N;INDF;MASC;SG
blackburn	blackburn	blackburn	blackburn	PROPN;NOM;SG;3	N;INDF;NEUT;SG
çar	tsar	çar	tsar		N;INDF;MASC;SG
asi	rebell	asi	rebell		N;INDF;MASC;SG
asi	opprører	asi	opprøre		N;INDF;FEM;PL
asi	rebel	asi	rebel		N;INDF;MASC;SG
greg	greg	greg	greg		N;INDF;MASC;SG
tyler	tyler	iy	tyle		N;INDF;MASC;SG
ilaçlar	medisiner	ilaç	medisin	N;NOM;PL;3	N;INDF;MASC;SG
ilaçlar	medisin	ilaç	medisin	N;NOM;PL;3	N;INDF;MASC;SG
nielsen	nielsen	niel	nielse		N;DEF;MASC;SG
yasadışı	ulovlige	yasa	ulovlig		ADJ;PL
yasadışı	ulovlig	yasa	ulovlig		ADJ;INDF;NEUT;SG
viking	viking	viking	viking		N;INDF;NEUT;SG
medeni	siviliserte	meden	sivilisere		ADJ;PL;V.PTCP
medeni	sivilisert	meden	sivilisere		ADJ;INDF;SG;V.PTCP
medeni	siviliserte	meden	sivilisere		ADJ;PL;V.PTCP
medeni	sivilisert	meden	sivilisere		ADJ;INDF;SG;V.PTCP
fiziki	fysikalsk	fizik	fysikalsk		ADJ;INDF;NEUT;SG
fiziki	fysisk	fizik	fysisk		ADJ;INDF;NEUT;SG
riski	risiko	riski	risiko		N;INDF;MASC;SG
riski	risikere	riski	risikere		V;NFIN
quebec	québec	quebec	québec	PROPN;NOM;SG;3	N;INDF;MASC;SG
quebec	quebec	quebec	quebec	PROPN;NOM;SG;3	N
teşhis	diagnostisk	teşhis	diagnostisk	N;NOM;SG;3	ADJ;INDF;NEUT;SG
teşhis	identifisere	teşhis	identifisere	N;NOM;SG;3	V;NFIN
tavşan	hare	tavşan	hare		N;INDF;MASC;SG
tavşan	bunny	tavşan	bunny		N;INDF;MASC;SG
tavşan	kaninen	tavşan	kanin		N;DEF;MASC;SG
tavşan	kanin	tavşan	kanin		N;INDF;MASC;SG
tavşan	hare	tavşan	hare		N;INDF;MASC;SG
tavşan	rabbit	tavşan	rabbit		N;INDF;MASC;SG
thunder	thunder	thunder	thund		N;INDF;NEUT;SG
thunder	torden	thunder	tord		N;DEF;MASC;SG
yaklaşan	kommende	yaklaş	kommende	V;PFV;IND;POS;PRS;V.PTCP	ADJ;PL
hayvanat	dyrepark	hayvanat	dyrepark	ADJ;NOM;SG;3	N;INDF;NEUT;SG
hayvanat	zoo	hayvanat	zoo	ADJ;NOM;SG;3	N;INDF;MASC;SG
hayvanat	dyreparken	hayvanat	dyrepark	ADJ;NOM;SG;3	N;DEF;MASC;SG
hayvanat	dyrehage	hayvanat	dyrehage	ADJ;NOM;SG;3	N;INDF;MASC;SG
luigi	luigi	luigi	luigi		N;INDF;MASC;SG
başlatıldı	påbegynte	başla	påbegynte	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;PL
başlatıldı	påbegynt	başla	påbegynt	V;PFV;IND;SG;3;POS;PST;PASS	ADJ;INDF;NEUT;SG;V.PTCP
başlatıldı	innviet	başla	innvi	V;PFV;IND;SG;3;POS;PST;PASS	N;INDF;NEUT;SG
iğne	nåler	iğne	nåle	N;NOM;SG;3	N;INDF;FEM;PL
dokuma	vevd	dokum	vevd		N;INDF;NEUT;SG
dokuma	veve	dokum	veve		N;INDF;MASC;SG
eşsiz	uerstattelig	eşsiz	uerstattelig	ADJ	N;INDF;MASC;SG
nicole	nicole	nicol	nicole		N;INDF;SG
todd	todd	todd	todd		N;INDF;MASC;SG
katılımcılar	deltakere	katılımcı	deltakere	N;NOM;PL;3	N;INDF;NEUT;SG
katılımcılar	deltakerne	katılımcı	deltakerne	N;NOM;PL;3	N;INDF;MASC;SG
katılımcılar	deltagere	katılımcı	deltagere	N;NOM;PL;3	N;INDF;MASC;SG
katılımcılar	deltakere	katılımcı	deltakere	N;NOM;PL;3	N;INDF;NEUT;SG
ellen	ellen	el	ellen		N;INDF;FEM;SG
deve	kameler	deve	kamele		N;INDF;MASC;SG
deve	camel	deve	camel		N
deve	kamelen	deve	kamel		N;DEF;MASC;SG
deve	kamel	deve	kamel		N;INDF;MASC;SG
deve	camel	deve	camel		N
granada	granada	grana	granad	PROPN;ESS;SG;3	N;INDF;MASC;SG
vokalist	vokalisten	vokalist	vokalist		N;DEF;MASC;SG
wesley	wesley	wesley	wesley		N;INDF;MASC;SG
selahaddin	saladin	selahaddi	saladin		N;INDF;MASC;SG
mercury	kvikksølv	mercury	kvikksølv	PROPN;NOM;SG;3	N;INDF;NEUT;SG
mercury	mercury	mercury	mercury	PROPN;NOM;SG;3	N;INDF;MASC;SG
pearl	perle	pearl	perle		N;INDF;MASC;SG
pearl	pearl	pearl	pearl		N;INDF;MASC;SG
beckett	beckett	beckett	becke		N;DEF;NEUT;SG
kaplar	bestikk	kap	bestikk	N;NOM;PL;3	N;INDF;NEUT;SG
kaplar	containere	kap	containere	N;NOM;PL;3	N;INDF;MASC;SG
harfler	brev	harf	brev	N;NOM;PL;3	N;INDF;NEUT;SG
taşlar	stones	taş	stone	ADJ;NOM;PL;3	N;INDF;MASC;SG
taşlar	steiner	taş	stein	ADJ;NOM;PL;3	N;INDF;FEM;PL
taşlar	steiner	taş	stein	ADJ;NOM;PL;3	N;INDF;FEM;PL
taşlar	bergart	taş	bergar	ADJ;NOM;PL;3	N;INDF;MASC;SG
taşlar	rocks	taş	rocks	ADJ;NOM;PL;3	N;INDF;SG
hesaplama	computational	hesaplama	computational	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
hesaplama	computing	hesaplama	computing	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
hesaplama	informatikk	hesaplama	informatikk	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
hesaplama	beregning	hesaplama	beregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
hesaplama	beregninger	hesaplama	beregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
hesaplama	beregningene	hesaplama	beregning	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;DEF;FEM;PL
madagaskar	madagaskar	madagaskar	madagask	N;NOM;SG;3	N;INDF;MASC;PL
cohen	cohen	cohen	cohe		N;INDF;MASC;SG
ekvator	ekvator	ekvator	ekvator		N;INDF;MASC;SG
ekvator	ecuador	ekvator	ecuador		N;INDF;SG
jonas	jonas	jonas	jonas		N;INDF;MASC;SG
ekler	legger	ek	legg		V;IND;PRS;FIN
ekler	tilføyelser	ek	tilføyelser		N;INDF;FEM;SG
karen	karen	karen	kar		N;DEF;MASC;SG
pascal	pascal	pascal	pascal		N;INDF;NEUT;SG
çarpan	multiplikator	çarp	multiplikator		N;INDF;MASC;SG
esp	esp	esp	esp		N;INDF;MASC;SG
laurent	laurent	laurent	laurent	PROPN;NOM;SG;3	N;INDF;MASC;SG
motorları	motorer	motor	motore	N;ACC;PL;3	N;INDF;FEM;SG
touch	touch	touch	touch		N;INDF;MASC;SG
touch	rør	touch	rør		N;INDF;NEUT;SG
touch	berøring	touch	berøring		N;INDF;FEM;SG
kürek	roing	kürek	roing		N;INDF;MASC;SG
kürek	spade	kürek	spade		N;INDF;MASC;SG
kürek	padle	kürek	padle		N;INDF;MASC;SG
kürek	rad	kürek	rad		N;INDF;FEM;SG
çıkarken	avslutter	çık	avslutte	V;IPFV;IND;SG;3;POS;V.CVB	V;IND;PRS;FIN
simpsonlar	simpsons	simpson	simpsons	N;NOM;PL;3	N;INDF;MASC;SG
bilbao	bilbao	bilbao	bilbao	PROPN;NOM;SG;3	N;INDF;NEUT;SG
bahçeleri	haver	bahçe	haver	N;ACC;PL;3	N;INDF;MASC;SG
bahçeleri	gardens	bahçe	gard	N;ACC;PL;3	N;GEN;DEF;MASC;SG
takas	byttehandel	takas	byttehandel		N;INDF;MASC;SG
takas	bytte	takas	byte		ADJ;PL;V.PTCP
takas	handel	takas	handel		N;INDF;MASC;SG
takas	trading	takas	trading		N;INDF;FEM;SG
takas	bytt	takas	by		ADJ;INDF;NEUT;SG;V.PTCP
takas	swap	takas	swap		N
takas	bytte	takas	byte		ADJ;PL;V.PTCP
takas	byttehandel	takas	byttehandel		N;INDF;MASC;SG
takas	utveksling	takas	utveksling		N;INDF;FEM;SG
takas	bytte	takas	byte		ADJ;PL;V.PTCP
takas	exchange	takas	exchange		N
cola	coke	cola	coke		N;INDF;MASC;SG
cola	cola	cola	cola		N;INDF;MASC;SG
cola	cola	cola	cola		N;INDF;MASC;SG
yalancı	løgner	yalancı	løgne		N;INDF;FEM;PL
dul	enke	dul	enke		N;INDF;FEM;SG
dul	enkemann	dul	enkemann		N;INDF;MASC;SG
dul	enkemann	dul	enkemann		N;INDF;MASC;SG
dul	enke	dul	enke		N;INDF;FEM;SG
dul	enken	dul	enken		N;INDF;MASC;SG
xxx	xxx	xxx	xxx		N;INDF;NEUT;SG
bolton	bolton	bolton	bolton	PROPN;NOM;SG;3	N;INDF;MASC;SG
romen	rumensk	romen	rumensk		N;INDF;MASC;SG
komplo	plott	komplo	plott		N;INDF;NEUT;SG
komplo	sammensvergelse	komplo	sammensvergelse		N;INDF;MASC;SG
komplo	konspirasjon	komplo	konspirasjon		N;INDF;MASC;SG
komplo	innramming	komplo	innramming		N;INDF;FEM;SG
césar	césar	césar	cés		N;INDF;MASC;SG
bizde	komen	biz	kome	PRO;ESS;PL;1	ADJ;INDF;SG;V.PTCP
açıklamalar	bildetekster	açıkla	bildetekst	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
açıklamalar	captions	açıkla	captions	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;SG
açıklamalar	undertekster	açıkla	undertekst	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
açıklamalar	teksting	açıkla	teksting	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;SG
açıklamalar	forklaringer	açıkla	forklaring	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
açıklamalar	beskrivelser	açıkla	beskrivelser	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
store	butikk	store	butikk		N;INDF;MASC;SG
seine	seine	sein	sein	PROPN;NOM;SG;3	ADJ;PL
galya	gallia	gal	gallia		PROPN
iletim	overføring	iletim	overføring		N;INDF;FEM;SG
iletim	sending	iletim	sending		N;INDF;FEM;SG
hawks	hawks	hawks	hawks	PROPN;NOM;SG;3	N;INDF;NEUT;SG
hamit	hamit	hamit	hamit		N;INDF;MASC;SG
beatles	beatles	beatles	beatles		N;INDF;MASC;SG
kumaş	duken	kumaş	duken		N;DEF;MASC;SG
kumaş	klede	kumaş	klede		N;INDF;NEUT;SG
kumaş	klut	kumaş	klut		N;INDF;MASC;SG
kumaş	tøy	kumaş	tøy		N;INDF;NEUT;SG
reaksiyon	reaksjon	reaksiyon	reaksjon		N;INDF;MASC;SG
odak	fokus	odak	fokus		N;INDF;NEUT;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	PROPN;NOM;SG;3	N;INDF;MASC;SG
verlag	verlag	verlag	verlag		N;INDF;NEUT;SG
sınav	eksamener	sınav	eksamener	N;NOM;SG;3	N;INDF;MASC;PL
tarama	skanne	tarama	skane		N;INDF;FEM;SG
tarama	surfing	tarama	surfing		N;INDF;FEM;SG
tarama	skanning	tarama	skanning		N;INDF;FEM;SG
tarama	skanne	tarama	skane		N;INDF;FEM;SG
tarama	scan	tarama	scan		N;INDF;MASC;SG
tüyleri	fjær	tüy	fjær	ADJ;NOM;PL;3	N;INDF;NEUT;SG
tüyleri	fjærdrakt	tüy	fjærdrakt	ADJ;NOM;PL;3	N;INDF;FEM;SG
donetsk	donetsk	donetsk	donetsk	PROPN;NOM;SG;3	N;GEN;DEF;NEUT;SG
evcil	tamme	evcil	tamme	N;NOM;SG;3	ADJ;PL
nathan	nathan	nathan	nathan	PROPN;NOM;SG;3	N;INDF;MASC;SG
kenneth	kenneth	kenneth	kenneth		N;INDF;NEUT;SG
fisher	fisher	fishe	fisher		PROPN
satürn	saturn	satürn	saturn		N;INDF;MASC;SG
sorunlu	problematisk	sorunlu	problematisk		ADJ;INDF;NEUT;SG
sorunlu	bekymret	sorunlu	bekymre		N;DEF;NEUT;SG
sorunlu	urolig	sorunlu	urolig		ADJ;INDF;NEUT;SG
sorunlu	plaget	sorunlu	plag		N;DEF;NEUT;SG
karesi	firkantet	kare	firkant		N;DEF;NEUT;SG
karesi	kvm	kare	kvm		N;INDF;NEUT;SG
karesi	kvadratisk	kare	kvadratisk		ADJ;INDF;NEUT;SG
karesi	kvadrat	kare	kvadrat		N;INDF;NEUT;SG
komisyon	kommisjonene	komisyon	kommisjon		N;DEF;FEM;PL
komisyon	commission	komisyon	commission		N;INDF;MASC;SG
komisyon	provisjon	komisyon	provisjon		N;INDF;MASC;SG
komisyon	kommisjon	komisyon	kommisjon		N;INDF;MASC;SG
favori	favourite	favori	favourit		N;INDF;MASC;SG
favori	favoritt	favori	favori		ADJ;INDF;SG
favori	favoritt	favori	favori		ADJ;INDF;SG
şef	chef	şef	chef		N;INDF;SG
şef	kjøkkensjef	şef	kjøkkensjef		N;INDF;MASC;SG
şef	kokk	şef	kokk		N;INDF;MASC;SG
şef	kokken	şef	kokk		N;INDF;MASC;SG
şef	høvding	şef	høvding		N;INDF;FEM;SG
telgraf	telegram	telgraf	telegram		N;INDF;MASC;SG
telgraf	telegraf	telgraf	telegraf		N;INDF;MASC;SG
leone	leone	leone	leone	PROPN;NOM;SG;3	N;INDF;SG
parsons	parsons	parsons	parsons		N;INDF;MASC;SG
herkül	hercules	herkül	hercules		N;INDF;SG
herkül	herkules	herkül	herkules		N;INDF;MASC;SG
ilim	kunnskap	ilim	kunnskap		N;INDF;MASC;SG
bond	binding	bond	binding		N;INDF;FEM;SG
bond	obligasjon	bond	obligasjon		N;INDF;MASC;SG
bond	bond	bond	bond		N;INDF;MASC;SG
yuri	yuri	yuri	yuri		N;INDF;MASC;SG
yuri	jurij	yuri	jurij		N;INDF;MASC;SG
gözde	favoritt	gözde	favori		ADJ;INDF;SG
tecrübe	opplevelse	tecrübe	opplevelse		N;INDF;MASC;SG
tecrübe	erfaring	tecrübe	erfaring		N;INDF;FEM;SG
tecrübe	opplev	tecrübe	opplev		N;INDF;MASC;SG
andromeda	andromeda	androme	andromed		N;DEF;NEUT;SG
nokia	nokia	nokia	nokium		N
çiçekler	blomster	çiçek	blomster	N;NOM;PL;3	N;INDF;NEUT;SG
çiçekler	flowers	çiçek	flowers	N;NOM;PL;3	N;INDF;SG
stargate	stargate	stargate	starg		N;INDF;MASC;SG
gridcolor	gridcolor	gridco	gridcolor		N;INDF;MASC;SG
zoolog	zoolog	zoolog	zoolog		N;INDF;MASC;SG
durak	stopper	durak	stoppe		N;INDF;FEM;PL
durak	stanser	durak	stanse		N;INDF;MASC;PL
stark	stark	stark	stark		N;INDF;MASC;SG
kızılötesi	infrarødt	kızılöte	infrarød	N;NOM;SG;3	ADJ;INDF;NEUT;SG
soğutma	kjøling	soğut	kjøling		N;INDF;FEM;SG
nereye	hvor	nere	hvor	PRO;DAT;SG;3	
step	skritt	step	skritt		N;INDF;NEUT;SG
step	steg	step	steg		N;INDF;NEUT;SG
step	trinn	step	trinn		N;INDF;NEUT;SG
dale	dale	dale	dale		N;INDF;MASC;SG
inanılmaz	utrolig	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
inanılmaz	amazing	inan	amazing	V;IPFV;IND;NEG;V.PTCP;PASS	N;INDF;FEM;SG
inanılmaz	utrolig	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
inanılmaz	ufattelig	inan	ufattelig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
inanılmaz	utrolig	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;INDF;NEUT;SG
inanılmaz	utrolige	inan	utrolig	V;IPFV;IND;NEG;V.PTCP;PASS	ADJ;PL
damar	årer	damar	år		N;INDF;FEM;PL
damar	vene	damar	vene		N;INDF;MASC;SG
damar	åre	damar	år		N;INDF;FEM;SG
damar	blodåre	damar	blodår		N;INDF;NEUT;SG
damar	vaskulær	damar	vaskulær		N;INDF;MASC;SG
rumen	rumensk	rumen	rumensk		N;INDF;MASC;SG
erbil	erbil	erbil	erbil		N;INDF;MASC;SG
psv	psv	psv	psv		N
riley	riley	riley	riley		N;INDF;NEUT;SG
göreceli	relativ	gör	relativ		ADJ;INDF;NEUT;SG
göreceli	relativt	gör	relativ		ADJ;INDF;NEUT;SG
göreceli	relative	gör	relativ		ADJ;PL
göreceli	slektning	gör	slektning		N;INDF;MASC;SG
göreceli	relativistisk	gör	relativistisk		ADJ;INDF;NEUT;SG
mercan	coral	mercan	coral		N
arya	arya	arya	ary		N;INDF;NEUT;SG
lane	lane	la	lane	PROPN;NOM;SG;3	N;INDF;MASC;SG
lang	lang	lang	lang		ADJ;INDF;SG
feminist	feminister	feminist	feminister		N;INDF;MASC;SG
feminist	feministisk	feminist	feministisk		ADJ;INDF;NEUT;SG
feminist	feminist	feminist	feminist		N;INDF;MASC;SG
organları	organer	organ	organer	N;NOM;PL;3	N;INDF;NEUT;SG
mühimmat	ammunisjon	mühimmat	ammunisjon		N;INDF;MASC;SG
louise	louise	loui	louis	PROPN;NOM;SG;3	N;INDF;FEM;SG
myspace	myspace	myspace	myspace		N;INDF;MASC;SG
izlenen	sett	izle	setje	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
izlenen	overvåket	izle	overvåk	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;DEF;NEUT;SG
izlenen	overvåkes	izle	overvåkes	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;INDF;MASC;SG
stand	stå	stand	stå		V;NFIN
stand	stand	stand	stand		N;INDF;MASC;SG
notları	notat	not	notat	N;ACC;PL;3	N;INDF;NEUT;SG
notları	notater	not	notat	N;ACC;PL;3	N;INDF;MASC;SG
notları	karakterer	not	karaktere	N;ACC;PL;3	V;IND;PRS;FIN
kavramları	konsepter	kavram	konsepter	N;ACC;PL;3	N;INDF;NEUT;SG
kavramları	begreper	kavram	begrepe	N;ACC;PL;3	N;INDF;NEUT;SG
blake	blake	blake	blake		N;INDF;NEUT;SG
çözmek	løs	çöz	løs	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
çözmek	oppklare	çöz	oppklare	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;MASC;SG
çözmek	løser	çöz	løs	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;FEM;PL
mad	sint	mad	sint		ADJ;INDF;SG
mad	mad	mad	mad		N;INDF;MASC;SG
ece	ece	ece	ece		N;INDF;MASC;SG
zıt	motsetninger	zıt	motsetning		N;INDF;FEM;PL
zıt	motsatte	zıt	motsatte		ADJ;PL
zıt	motsatt	zıt	motsatt		ADJ;INDF;NEUT;SG
gonzález	gonzález	gonzález	gonzález	PROPN;NOM;SG;3	N;INDF;MASC;SG
helikopter	chopper	helikopter	chopper	N;NOM;SG;3	N;INDF;FEM;PL
klaus	klaus	klaus	klaus		N;INDF;MASC;SG
koch	koch	koch	koch		N;INDF;MASC;SG
yatılı	boarding	yatılı	boarding		N;INDF;FEM;SG
yatılı	ombordstigning	yatılı	ombordstigning		N;INDF;FEM;SG
mig	mig	mig	mig		N;INDF;MASC;SG
yetenekleri	talenter	yetenek	talenter	N;NOM;PL;3	N;INDF;FEM;SG
zaza	zaza	zaza	zaza		N;INDF;MASC;SG
atı	ati	at	ati		N;INDF;NEUT;SG
masal	eventyr	masal	eventyr		N;INDF;NEUT;SG
masal	hendelse	masal	hendelse		N;INDF;MASC;SG
masal	story	masal	story		N;INDF;MASC;SG
masal	historie	masal	historie		N;INDF;FEM;SG
luk	luk	lik	luk		N
dinlenme	rekreasjon	dinlen	rekreasjon	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;MASC;SG
dinlenme	hvil	dinlen	hvil	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;MASC;SG
dinlenme	rest	dinlen	rest	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;MASC;SG
dinlenme	hvile	dinlen	hvile	V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS	N;INDF;MASC;SG
mhz	mhz	mhz	mhz		N
heinz	heinz	heinz	heinz	PROPN;NOM;SG;3	N;INDF;MASC;SG
tatmin	tilfredshet	tatmin	tilfredshet		N;INDF;MASC;SG
tatmin	tilfredsstillelse	tatmin	tilfredsstillelse		N;INDF;MASC;SG
tatmin	oppreisning	tatmin	oppreisning		N;INDF;FEM;SG
tatmin	tilfredsstillende	tatmin	tilfredsstillende		N;INDF;MASC;SG
tatmin	fornøyde	tatmin	fornøyd		ADJ;PL
tatmin	fornøyd	tatmin	fornøyd		ADJ;INDF;SG
tatmin	tilfredsstilt	tatmin	tilfredsstille		ADJ;INDF;SG;V.PTCP
tatmin	tilfredse	tatmin	tilfreds		N;INDF;MASC;SG
britney	britney	britney	britney		ADJ;PL
porsche	porsche	porsche	porsche		N;INDF;MASC;SG
eğlenceli	moro	eğlenceli	moro	ADJ	N;INDF;MASC;SG
malcolm	malcolm	malcolm	malcolm		N;INDF;MASC;SG
kentucky	kentucky	kentucky	kentucky		N;INDF;MASC;SG
ekseni	akse	ekseni	akse		N;INDF;MASC;SG
enzim	enzymer	enzi	enzyme		N;INDF;NEUT;SG
enzim	enzym	enzi	enzym		N;INDF;NEUT;PL
haksız	urettferdig	haksız	urettferdig		ADJ;INDF;NEUT;SG
seti	set	set	setje		V;IMP;FIN
seti	satt	set	sitje		ADJ;INDF;NEUT;SG;V.PTCP
seti	angi	set	angi		V;IMP;FIN
seti	sett	set	setje		ADJ;INDF;NEUT;SG;V.PTCP
seti	angitt	set	angitt		N;INDF;MASC;SG
seti	seti	set	seti		N;INDF;MASC;SG
makina	maskin	makina	maskin		N;INDF;FEM;SG
makina	maskineri	makina	maskineri		N;INDF;FEM;SG
makina	automater	makina	automater		N;INDF;MASC;SG
makina	maskiner	makina	maskin		N;INDF;FEM;PL
tasarımcı	designer	tasarımcı	designer		N;INDF;MASC;SG
kaide	qaida	kaide	qaid		N;DEF;FEM;SG
kaide	pidestall	kaide	pidestall		N;INDF;MASC;SG
tolkien	tolkien	tolkien	tolki		N;DEF;MASC;SG
jesse	jesse	jesse	jesse		N;INDF;MASC;SG
sır	hemmeligheter	sır	hemmeligheter		N;INDF;FEM;PL
sır	hemmelige	sır	hemmelig		ADJ;PL
sır	hemmelighet	sır	hemmelighet		N;INDF;MASC;SG
sır	secret	sır	secre		N;DEF;NEUT;SG
sır	hemmelig	sır	hemmelig		N;INDF;MASC;SG
boyutları	dimensjoner	boyut	dimensjon	N;ACC;PL;3	N;INDF;MASC;SG
aman	aman	aman	aman		N;INDF;MASC;SG
deneyler	eksperiment	deney	eksperiment	N;NOM;PL;3	N;INDF;NEUT;SG
six	sekser	six	sekse		N;INDF;MASC;SG
six	seks	six	seks		NUM;PL
six	six	six	six		N
taşınan	beveget	taşı	beveg	V;PFV;IND;POS;PRS;V.PTCP;PASS	N;DEF;NEUT;SG
taşınan	flytta	taşı	flytte	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
taşınan	flyttet	taşı	flytt	V;PFV;IND;POS;PRS;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
rush	rush	rush	rush		N;INDF;SG
bilinçli	bevisst	bilinçli	bevisst		ADJ;INDF;NEUT;SG
bilinçli	bevisste	bilinçli	bevisst		ADJ;PL
yasağı	forbudstiden	yasak	forbudstid		N;DEF;MASC;SG
andre	andre	andre	annan		DET;PL
andre	andré	andre	annan		N;INDF;MASC;SG
andre	andré	andre	annan		N;INDF;MASC;SG
roller	rollene	rol	rolle		N;DEF;FEM;PL
roller	roller	rol	roller		N;INDF;FEM;PL
bull	okse	bull	okse		N;INDF;MASC;SG
bull	bull	bull	bull		N;INDF;NEUT;SG
hani	hani	hani	hani		PROPN
edwards	edwards	edwar	edwards		N;INDF;MASC;SG
odaklı	konsentrert	odaklı	konsentrere		ADJ;INDF;SG;V.PTCP
odaklı	fokusert	odaklı	fokusere		ADJ;INDF;NEUT;SG;V.PTCP
italia	italia	italia	italie	PROPN;NOM;SG;3	PROPN
helena	helena	helen	helena	PROPN;NOM;SG;3	N;DEF;FEM;SG
tartışmaları	diskusjoner	tartış	diskusjon	V;PFV;NOM;IND;POS;PRS;V.MSDR	N;INDF;NEUT;SG
katliam	massakre	katlia	massakre		N;INDF;MASC;SG
katliam	massakren	katlia	massakre		N;DEF;MASC;SG
katliam	slakting	katlia	slakting		N;INDF;FEM;SG
katliam	slakt	katlia	slakt		N;INDF;MASC;SG
katliam	slakter	katlia	slakter		N;INDF;MASC;SG
katliam	slakte	katlia	slakke		N;INDF;MASC;SG
katliam	blodbadet	katlia	blodbad		N;DEF;NEUT;SG
katliam	blodbad	katlia	blodbad		N;INDF;NEUT;SG
varsayılan	standard	varsa	standard		N;INDF;MASC;SG
lanka	lanka	lanka	lank	PROPN;NOM;SG;3	PROPN
wade	wade	wade	wade		N;INDF;MASC;SG
kodları	koder	kod	kode	N;ACC;PL;3	N;INDF;MASC;SG
