strasbourg	strasbourg	strasbourg	strasbourg	N;INDF;MASC;SG	PROPN;NOM
metale	metal	metal	metal	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
bush	bush	bush	bush	PROPN	PROPN;NOM
bush	buske	bush	buske	PROPN	N;NOM;INDF;MASC+FEM;SG
standardele	standarder	standard	standard	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
standardele	normer	standard	norm	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
standardele	standards	standard	standard	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
daneza	danskt	daneza	danskt	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
daneza	dansk	daneza	dansk	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
daneza	danska	daneza	dansk	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verticala	vertikala	verticală	vertikal	N;DEF;FEM;SG	ADJ;NOM;PL
verticala	lodrätt	verticală	lodrätt	N;DEF;FEM;SG	ADV
verticala	vertikal	verticală	vertikal	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
verticala	vertikalt	verticală	vertikal	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
renunta	avbryta	renunta	avbryta	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
renunta	annullera	renunta	annullera	V;IND;SG;3;IPFV;FIN	V;IMP;NFIN;ACT
azerbaidjan	azerbajdzjan	azerbaidjan	azerbajdzjan	N;INDF;MASC;SG	PROPN;NOM
niveluri	nivåerna	nivel	nivå	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
mitchell	mitchell	mitchell	mitchell	PROPN	PROPN;NOM
mantova	mantova	mantova	mantova	PROPN	PROPN;NOM
notat	noterade	nota	notera	ADJ;INDF;MASC;SG	V;IND;PST;V.PTCP;ACT
notat	noterades	nota	notera	ADJ;INDF;MASC;SG	V;IND;PST;FIN;PASS
notat	konstaterade	nota	konstatera	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
notat	noteras	nota	notera	ADJ;INDF;MASC;SG	V;NFIN;PASS
strategica	strategiska	strategica	strategisk	ADJ;DEF;FEM;SG	ADJ;NOM;PL
strategica	strategisk	strategica	strategisk	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
strategica	strategiskt	strategica	strategisk	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
cambodgia	kambodjanska	cambodgie	kambodjansk	PROPN	ADJ;NOM;PL
cambodgia	kambodja	cambodgie	kambodja	PROPN	PROPN;NOM
pablo	pablo	pablo	pablo	PROPN	PROPN;NOM
morris	morris	morri	morris	PROPN	PROPN;NOM
lent	slow	lent	slow	ADV	N;NOM;INDF;MASC+FEM;SG
lent	långsam	lent	långsam	ADV	ADJ;NOM;INDF;MASC+FEM;SG
lent	sakta	lent	sakta	ADV	V;IMP;FIN;ACT
lent	långsamma	lent	långsam	ADV	ADJ;NOM;PL
cosma	cosma	cosm	cosma	PROPN	N;NOM;INDF;MASC+FEM;SG
prevazuta	förutsett	prevazut	förutse	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
academice	akademisk	academic	akademisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
academice	akademiker	academic	akademik	ADJ;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
academice	akademiskt	academic	akademisk	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
ice	is	ice	is		N;NOM;INDF;MASC+FEM;SG
ice	ice	ice	ice		N;NOM;INDF;MASC+FEM;SG
kate	kajsa	kate	kajsa		PROPN;NOM
kate	kate	kate	kate		PROPN;NOM
aurora	aurora	aurora	auror	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
maría	maría	marga	marga	PROPN	PROPN;NOM
oregon	oregon	oregon	oregon	PROPN	PROPN;NOM
banci	banks	bancă	banks	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
banci	bankerna	bancă	bank	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
banci	banks	bancă	banks	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
banci	bankerna	bancă	bank	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
restaurant	restaurangen	restaurant	restaurang	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
afectate	påverkad	afectat	påverka	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectate	berörd	afectat	berörd	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectate	drabbad	afectat	drabba	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
afectate	påverkat	afectat	påverka	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
afectate	påverkas	afectat	påverka	ADJ;INDF;FEM;PL	V;IND;PRS;FIN;PASS
pavia	pavia	pavia	pavia	N;DEF;FEM;SG	PROPN;NOM
structurile	strukturerna	structură	struktur	N;DEF;FEM;PL	N;NOM;DEF;MASC+FEM;PL
structurile	konstruktioner	structură	konstruktion	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
structurile	strukturer	structură	struktur	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
impuse	påtvingade	impune	påtvinga	V;IND;PL;3;PST;FIN	ADJ;NOM;PL;PST;V.PTCP
impuse	påtvingat	impune	påtvinga	V;IND;PL;3;PST;FIN	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
silezia	schlesiska	silezie	schlesisk	N;DEF;FEM;SG	ADJ;NOM;PL
silezia	schlesien	silezie	schlesien	N;DEF;FEM;SG	PROPN;NOM
urias	jätte	urias	jätte	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
tabere	lägren	tabără	lägr	N;INDF;FEM;PL	N;NOM;DEF;NEUT;PL
alma	alma	alm	alm	PROPN	PROPN;NOM
atribuie	tilldela	atribui	tilldela	V;IND;3;PRS;FIN	V;IMP;FIN;ACT
kentucky	kentucky	kentucky	kentucky	PROPN	PROPN;NOM
indicat	indikerade	indica	indikera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
marfuri	frakt	marfă	frakt	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
marfuri	last	marfă	last	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
marfuri	gods	marfă	god	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
marfuri	gods	marfă	god	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
marfuri	gods	marfă	god	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
grau	vete	grau	vete		N;NOM;INDF;NEUT;SG
grau	vete	grau	vete		N;NOM;INDF;NEUT;SG
cuantica	quantum	cuantică	quantum	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
vazute	sett	vazut	se	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vazute	sedd	vazut	sedd	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
vazute	visade	vazut	visa	ADJ;INDF;FEM;PL	V;IND;PST;FIN;ACT
vazute	visad	vazut	visa	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vazute	visat	vazut	visa	ADJ;INDF;FEM;PL	V;V.CVB;ACT
walt	walt	walt	walt	PROPN	PROPN;NOM
dublin	kungälv	dublin	kungälv	PROPN	PROPN;NOM
dublin	dublin	dublin	dublin	PROPN	PROPN;NOM
ball	bal	ball	bal	PROPN	N;NOM;INDF;MASC+FEM;SG
ball	ball	ball	ball	PROPN	N;NOM;INDF;MASC+FEM;SG
ball	boll	ball	boll	PROPN	N;NOM;INDF;MASC+FEM;SG
rusesc	ryss	rusesc	ryss	ADV	N;NOM;INDF;MASC+FEM;SG
rusesc	ryskt	rusesc	rysk	ADV	ADJ;NOM;INDF;NEUT;SG
rusesc	rysk	rusesc	rysk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
rusesc	ryska	rusesc	rysk	ADV	N;NOM;INDF;MASC+FEM;SG
concepte	koncept	concept	koncept	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
padova	padua	padova	padua	PROPN	PROPN;NOM
echivalentul	motsvarande	echivalent	motsvarande	N;DEF;MASC;SG	ADJ;NOM;PRS;V.PTCP
echivalentul	likvärdigt	echivalent	likvärdig	N;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
echivalentul	likvärdiga	echivalent	likvärdig	N;DEF;MASC;SG	ADJ;NOM;PL
echivalentul	likvärdig	echivalent	likvärdig	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
echivalentul	ekvivalent	echivalent	ekvivalent	N;DEF;MASC;SG	N;NOM;INDF;NEUT;PL
plovdiv	plovdiv	plovdiv	plovdiv	PROPN	PROPN;NOM
participantii	deltagare	participant	deltagare	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
participantii	deltagarna	participant	deltagare	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
mandate	mandat	manda	manda	N;INDF;FEM;PL	N;NOM;INDF;NEUT;SG
mandate	mandaten	manda	mandat	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
morminte	graves	mormânt	grav	N;INDF;FEM;PL	PROPN;NOM
potentialul	potentiella	potential	potentiell	N;DEF;MASC;SG	ADJ;NOM;PL
potentialul	potential	potential	potential	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
potentialul	potentiell	potential	potentiell	N;DEF;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
potentialul	potentiellt	potential	potentiell	N;DEF;MASC;SG	ADJ;NOM;INDF;NEUT;SG
exacta	exakta	exacta	exakt	ADJ;DEF;FEM;SG	ADJ;NOM;PL
exacta	exakt	exacta	exakt	ADJ;DEF;FEM;SG	ADV
exacta	exakta	exacta	exakt	ADJ;DEF;FEM;SG	ADJ;NOM;PL
exacta	exakt	exacta	exakt	ADJ;DEF;FEM;SG	ADV
horror	fasa	horror	fasa	N;INDF;MASC;SG	V;IMP;FIN;ACT
vizibile	synlig	vizibil	synlig	ADJ;INDF;FEM;PL	ADJ;NOM;DEF;SG
vizibile	synligt	vizibil	synlig	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;NEUT;SG
uss	uss	uss	uss	PROPN	PROPN;NOM
srl	llc	srl	llc		PROPN;NOM
srl	ltd	srl	ltd		PROPN;NOM
impiedicat	hindrade	impiedica	hindra	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
impiedicat	förhindrade	impiedica	förhindrad	ADJ;INDF;MASC;SG	V;IND;PST;V.PTCP;ACT
impiedicat	förhindras	impiedica	förhindra	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
materia	materia	materie	materi	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
persia	persien	persie	persien	N;DEF;FEM;SG	PROPN;NOM
elementare	elementär	elementar	elementär	ADJ;INDF;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
christina	christina	christina	christin	N;DEF;FEM;SG	PROPN;NOM
arhipelagul	skärgården	arhipelag	skärgård	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
arhipelagul	skärgård	arhipelag	skärgård	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
succesiunea	följd	succesiune	följd	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
protocol	protokollet	protocol	protokoll	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
update	uppdatera	upda	uppdatera	N;INDF;FEM;PL	V;IMP;FIN;ACT
update	uppdatering	upda	uppdatering	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
executa	kör	executa	köra	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
executa	utför	executa	utföra	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
executa	avrätta	executa	avrätta	V;IND;SG;3;IPFV;FIN	V;IMP;NFIN;ACT
ecuador	ecuador	ecuador	ecuador	PROPN	PROPN;NOM
kenya	kenya	kenya	kenya	PROPN	PROPN;NOM
ingropat	begravda	ingropa	begravd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
ingropat	begravt	ingropa	begravd	ADJ;INDF;MASC;SG	V;V.CVB;ACT
ingropat	begraven	ingropa	begraven	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ingropat	begravde	ingropa	begravd	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
ingropat	begravda	ingropa	begravd	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
ingropat	begravt	ingropa	begravd	ADJ;INDF;MASC;SG	V;V.CVB;ACT
ingropat	begraven	ingropa	begraven	ADJ;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
ingropat	begravde	ingropa	begravd	ADJ;INDF;MASC;SG	V;IND;PST;FIN;ACT
biblie	bibel	biblie	bibel	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
biblie	bibeln	biblie	bibel	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
fabricat	tillverkas	fabrica	tillverka	ADJ;INDF;MASC;SG	V;IND;PRS;FIN;PASS
fabricat	tillverkade	fabrica	tillverkad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
durere	smärta	durere	smärta	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
durere	pain	durere	pain	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
durere	smärtor	durere	smärtor	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;PL
durere	värk	durere	värk	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
intalniri	dejtar	intalnire	dejta	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
intalniri	dejta	intalnire	dejta	N;INDF;FEM;PL	V;IMP;FIN;ACT
intalniri	dating	intalnire	dating	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
recomandat	rekommenderas	recomandat	rekommendera	ADJ;INDF;MASC;SG	V;IND;NFIN;PASS
recomandat	rekommenderade	recomandat	rekommenderad	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
lucrand	jobbar	lucrand	jobba	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
lucrand	arbeta	lucrand	arbeta	N;INDF;MASC;SG	V;IMP;FIN;ACT
lucrand	fungerar	lucrand	fungera	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
lucrand	fungerande	lucrand	fungerande	N;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
lucrand	arbetar	lucrand	arbeta	N;INDF;MASC;SG	V;IND;PRS;FIN;ACT
taiwan	taiwan	taiwan	taiwa	PROPN	PROPN;NOM
taiwan	taiwanesiska	taiwan	taiwanesisk	PROPN	N;NOM;INDF;MASC+FEM;SG
dramatica	dramatiskt	dramatică	dramatisk	ADJ;DEF;FEM;SG	ADV
dramatica	dramatik	dramatică	dramatik	ADJ;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
dramatica	dramatisk	dramatică	dramatisk	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
dramatica	dramatiska	dramatică	dramatisk	ADJ;DEF;FEM;SG	ADJ;NOM;PL
populata	befolkade	populat	befolka	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
tereza	teresa	tereza	teresa	N;DEF;FEM;SG	PROPN;NOM
tereza	theresa	tereza	theresa	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
culex	culex	culex	culex		N;NOM;INDF;MASC+FEM;SG
semifinale	semifinalen	semifinal	semifinal	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
semifinale	semifinalen	semifinal	semifinal	N;INDF;FEM;PL	N;NOM;DEF;MASC+FEM;SG
semifinale	semifinal	semifinal	semifinal	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
semnata	undertecknad	semnată	undertecknad	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
semnata	undertecknade	semnată	undertecknad	N;DEF;FEM;SG	V;NOM;PL;PST;V.PTCP
semnata	signerad	semnată	signerad	N;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
semnata	undertecknat	semnată	undertecknat	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
semnata	signerat	semnată	signera	N;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
baptiste	baptiste	baptiste	baptiste	N;INDF;FEM;PL	PROPN;NOM
stelele	stjärnor	stea	stjärna	N;DEF;FEM;PL	N;NOM;INDF;MASC+FEM;PL
stelele	stars	stea	star	N;DEF;FEM;PL	N;NOM;INDF;NEUT;SG
emisa	utfärdat	emis	utfärda	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
emisa	utfärdad	emis	utfärda	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
emisa	utfärdade	emis	utfärda	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
emisa	utgivna	emis	utge	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
emisa	utsläppt	emis	utsläppa	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
emisa	avgivna	emis	avge	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
sovieticii	sovjet	sovietică	sovjet	N;DEF;MASC;PL	PROPN;NOM
haga	haag	hagă	haag	PROPN	PROPN;NOM
animat	toon	anima	toon	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
animat	animerade	anima	animera	ADJ;INDF;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
locuita	bebodda	locuita	bebodd	ADJ;DEF;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
semnal	signalera	semnal	signalera	N;INDF;MASC;SG	V;IMP;FIN;ACT
ceas	titta	ceas	titta	N;INDF;MASC;SG	V;IMP;FIN;ACT
ceas	klockan	ceas	klocka	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
democratie	demokratin	democratie	demokrati	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
democratie	demokrati	democratie	demokrati	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
democratie	demokratin	democratie	demokrati	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
democratie	demokrati	democratie	demokrati	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
alfa	alpha	alfa	alpha	N;INDF;MASC	PROPN;NOM
alfa	alfa	alfa	alfa	N;INDF;MASC	PROPN;NOM
alfa	alfa	alfa	alfa	N;INDF;MASC	PROPN;NOM
expune	exponera	expune	exponera	V;IND;SG;3;PRS;FIN	V;IMP;FIN;ACT
expune	avslöja	expune	avslöja	V;IND;SG;3;PRS;FIN	V;IMP;NFIN;ACT
fantastica	fantastisk	fantastică	fantastisk	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG
fantastica	fantastiskt	fantastică	fantastisk	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG
fantastica	fantastiska	fantastică	fantastisk	ADJ;DEF;FEM;SG	ADJ;NOM;PL
partener	delägare	partener	delägare	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
cerintele	krav	cerint	krav	N;DEF;FEM;PL	N;NOM;INDF;NEUT;PL
occidentali	västerlänningar	occidental	västerlänning	ADJ;INDF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
amenintare	hot	amenintare	hot	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
amenintare	hot	amenintare	hot	N;INDF;FEM;SG	N;NOM;INDF;NEUT;SG
bolta	valvet	boltă	valv	N;DEF;FEM;SG	N;NOM;DEF;NEUT;SG
bolta	valv	boltă	valv	N;DEF;FEM;SG	N;NOM;INDF;NEUT;SG
lovituri	sparkar	lovitură	spark	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
lovituri	smäller	lovitură	smälla	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
lovituri	blåser	lovitură	blåsa	N;INDF;FEM;PL	V;IND;PRS;FIN;ACT
viziteaza	besöker	vizitează	besöka	V;IND;SG;3;IPFV;FIN	V;IND;PRS;FIN;ACT
viziteaza	besöka	vizitează	besöka	V;IND;SG;3;IPFV;FIN	V;IMP;FIN;ACT
viziteaza	besök	vizitează	besök	V;IND;SG;3;IPFV;FIN	N;NOM;INDF;NEUT;SG
vizibil	synlig	vizibil	synlig	ADV	ADJ;NOM;DEF;SG
vizibil	synligt	vizibil	synlig	ADV	ADJ;NOM;INDF;NEUT;SG
vizibil	synliga	vizibil	synlig	ADV	ADJ;NOM;PL
sporturi	sport	sport	sport	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
sporturi	idrott	sport	idrott	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
sporturi	sports	sport	sport	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
observatie	anmärkning	observatie	anmärkning	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
observatie	iakttagelse	observatie	iakttagelse	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
observatie	observation	observatie	observation	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
parker	parker	parker	park	PROPN	N;NOM;INDF;MASC+FEM;PL
zeilor	gudar	zeu	gud	N;DEF;MASC;PL	N;NOM;INDF;MASC+FEM;PL
zeilor	gudars	zeu	gud	N;DEF;MASC;PL	N;NOM;INDF;NEUT;SG
zeilor	gudarna	zeu	gud	N;DEF;MASC;PL	N;NOM;DEF;MASC+FEM;PL
liechtenstein	liechtenstein	liechtenstein	liechtenstein	PROPN	PROPN;NOM
discovery	upptäckt	discovery	upptäcka	N;INDF;MASC;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
discovery	upptäckter	discovery	upptäckt	N;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;PL
discovery	upptäckten	discovery	upptäckt	N;INDF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
gasiti	finna	gasit	finna		V;IMP;FIN;ACT
gasiti	hitta	gasit	hitta		V;IMP;FIN;ACT
dur	tuffa	dur	tuffa	ADJ;INDF;MASC;SG	ADJ;NOM;PL
taiat	skär	taia	skära	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
taiat	cut	taia	cut	ADJ;INDF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
taiat	skära	taia	skära	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
taiat	klippa	taia	klippa	ADJ;INDF;MASC;SG	V;IMP;FIN;ACT
etajul	våningen	etaj	våning	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
etajul	våning	etaj	våning	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
etajul	golv	etaj	golv	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
etajul	golvet	etaj	golv	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	PROPN;NOM
chapelle	chapelle	chapellă	chapelle	N;INDF;FEM;PL	PROPN;NOM
strategie	strategin	strategie	strategi	N;INDF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
strategie	strategi	strategie	strategi	N;INDF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
peisaj	liggande	peisaj	ligga	N;INDF;MASC;SG	ADJ;NOM;PRS;V.PTCP
attila	attila	attila	attila	PROPN	PROPN;NOM
experiment	experimentet	experiment	experiment	N;INDF;MASC;SG	N;NOM;DEF;NEUT;SG
experiment	experiment	experiment	experiment	N;INDF;MASC;SG	N;NOM;INDF;NEUT;PL
experiment	experimentera	experiment	experimentera	N;INDF;MASC;SG	V;IMP;FIN;ACT
finalizata	slutfört	finalizat	slutföra	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
finalizata	avslutad	finalizat	avsluta	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
finalizata	avslutade	finalizat	avsluta	ADJ;DEF;FEM;SG	V;IND;PST;FIN;ACT
finalizata	slutförd	finalizat	slutföra	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
finalizata	avslutat	finalizat	avsluta	ADJ;DEF;FEM;SG	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vinci	vinci	vinci	vinci	PROPN	PROPN;NOM
reptile	reptil	reptă	reptil	N;INDF;FEM;PL	N;NOM;INDF;MASC+FEM;SG
convinge	övertyga	convinge	övertyga	V;IND;SG;3;PRS;FIN	V;IMP;NFIN;ACT
convinge	övertyga	convinge	övertyga	V;IND;SG;3;PRS;FIN	V;IMP;NFIN;ACT
convinge	övertala	convinge	övertala	V;IND;SG;3;PRS;FIN	V;IMP;NFIN;ACT
sportul	sporten	sport	sport	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
sportul	sport	sport	sport	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sportul	idrott	sport	idrott	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
sportul	idrotten	sport	idrott	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
leul	lejonet	leu	lejon	N;DEF;MASC;SG	N;NOM;DEF;NEUT;SG
leul	lion	leu	lion	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
leul	lejon	leu	lejon	N;DEF;MASC;SG	N;NOM;INDF;NEUT;SG
personalul	personal	personal	personal	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
personalul	personalen	personal	personal	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
personalul	personal	personal	personal	N;DEF;MASC;SG	N;NOM;INDF;MASC+FEM;SG
personalul	personalen	personal	personal	N;DEF;MASC;SG	N;NOM;DEF;MASC+FEM;SG
aron	aron	aron	aro	PROPN	PROPN;NOM
preveni	förebygga	preveni	förebygga		V;IMP;NFIN;ACT
preveni	förebygger	preveni	förebygga		V;IND;PRS;FIN;ACT
preveni	förhindrar	preveni	förhindra		V;IND;PRS;FIN;ACT
preveni	förhindra	preveni	förhindra		V;IMP;FIN;ACT
won	vunna	won	vunna	PROPN	ADJ;NOM;PL
won	won	won	won	PROPN	N;NOM;INDF;NEUT;SG
won	vunnit	won	vinna	PROPN	V;V.CVB;ACT
won	vann	won	vann	PROPN	V;IND;PST;FIN;ACT
integrarea	integrering	integrare	integrering	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
integrarea	integration	integrare	integration	N;DEF;FEM;SG	N;NOM;INDF;MASC+FEM;SG
integrarea	integrationen	integrare	integration	N;DEF;FEM;SG	N;NOM;DEF;MASC+FEM;SG
reci	kallt	rece	kallt	ADJ;INDF;PL	ADJ;NOM;INDF;NEUT;SG
reci	förkylning	rece	förkylning	ADJ;INDF;PL	N;NOM;INDF;MASC+FEM;SG
reci	kall	rece	kall	ADJ;INDF;PL	ADJ;NOM;INDF;MASC+FEM;SG
