분류	מיון	분류	מיון	N	
위험	מסוכן	위험	מסוכן	N	ADJ;MASC;SG
레인	ליין	레인	ליין		PROPN
웨인	ויין	웨인	ויין		PROPN
웨인	ווין	웨인	ווין		PROPN
웨인	וויין	웨인	מוויין		PROPN
얼음	קרח	얼+음	קרח	N	
계곡	ואלי	계곡	ואלי		PROPN
터치	לגעת	터치	נגעה	N	V;NFIN;MID
아스팔트	אספלט	아스팔트	אספלט	N	PROPN
명인	אנשים	명인	איש		N;MASC;PL
주권	הריבונות	주권	הריבונות	N	PROPN
주권	שליט	주권	שליט	N	PROPN
주권	ריבונית	주권	ריבוני	N	ADV
전통적	מסורתית	전통+적	מסורתי	N	ADV
전통적	מסורתי	전통+적	מסורתי	N	ADJ;MASC;SG
전통적	מסורתיים	전통+적	מסורתי	N	ADJ;MASC;PL
다비드	דויד	다비드	דויד	PROPN	PROPN
다비드	דיוויד	다비드	דיוויד	PROPN	PROPN
다비드	דיויד	다비드	דיויד	PROPN	PROPN
다비드	דייוויד	다비드	דייוויד	PROPN	PROPN
다비드	דוד	다비드	דוד	PROPN	PROPN
다비드	דייויד	다비드	דייויד	PROPN	PROPN
라트비아	לטביה	라트비아	לטביה	PROPN	PROPN
라트비아	לטביה	라트비아	לטביה	PROPN	PROPN
나루토	נארוטו	나루토	נארוטו		PROPN
임신	הרה	임신	הרה	N	
임신	בהריון	임신	בהריון	N	PROPN
임신	בהיריון	임신	בהיריון	N	PROPN
버튼	כפתורים	버튼	כפתור		N;MASC;PL
버튼	כפתורי	버튼	כפתור		PROPN
버튼	ברטון	버튼	ברטון		PROPN
버튼	בורטון	버튼	בורטון		PROPN
버튼	כפתור	버튼	כפתור		N;MASC;SG
버튼	לחצן	버튼	חיצן		PROPN
집중	התרכז	집중	התרכז	N	V;MASC;SG;3;PST
집중	להתרכז	집중	התרכז	N	V;NFIN
집중	להתרכז	집중	התרכז	N	V;NFIN
집중	מיקוד	집중	מיקוד	N	
집중	פוקוס	집중	פוקוס	N	PROPN
아라비아	הסעודית	아라비아	הסעודית	PROPN	ADV
아라비아	ערבית	아라비아	ערבי	PROPN	PROPN
견해	תצוגות	견해	תצוגה		N;FEM;PL
견해	צפיות	견해	צפית		N;FEM;PL
돕기	עוזרת	돕+기	עוזר		ADJ;FEM;SG
돕기	עוזר	돕+기	עוזר		N;MASC;SG
오세아니아	ofc	오세아니아	ofc	PROPN	
오세아니아	אוקיאניה	오세아니아	אוקיאניה	PROPN	PROPN
추적	איתור	추적	איתור	N	
추적	עוקב	추적	עקב	N	V;MASC;SG;V.PTCP;ACT
추적	טרייס	추적	טרייס	N	PROPN
기어	הילוך	기+어	הילוך		PROPN
기어	ציוד	기+어	ציוד		N;MASC;SG
기어	הילוכים	기+어	הילוך		N;MASC;PL
거짓말	משקרת	거짓말	שיקר		V;FEM;SG;V.PTCP;ACT
거짓말	שקרים	거짓말	שקר		N;MASC;PL
거짓말	משקר	거짓말	משקר		V;MASC;SG;V.PTCP;ACT
거짓말	שקרים	거짓말	שקר		N;MASC;PL
데이브	דייב	데이브	דייב	PROPN	PROPN
인류	אנושות	인류	אנושה	N	
생존	שורדים	생존	שרד	N	V;MASC;PL;V.PTCP;ACT
생존	ניצולי	생존	ניצול	N	PROPN
생존	שורדים	생존	שרד	N	V;MASC;PL;V.PTCP;ACT
생존	לשרוד	생존	שרד	N	V;NFIN;ACT
생존	שורד	생존	שורד	N	PROPN
생존	שורדת	생존	שרד	N	V;FEM;SG;V.PTCP;ACT
생존	שורד	생존	שורד	N	PROPN
생존	שורדים	생존	שרד	N	V;MASC;PL;V.PTCP;ACT
모듈	מודול	모듈	מודול	N	PROPN
플라스틱	פלסטיק	플라스틱	פלסטיק		PROPN
플라스틱	ניילון	플라스틱	ניילון		N;MASC;SG
플라스틱	פלסטיק	플라스틱	פלסטיק		PROPN
패키지	חבילות	패키+지	חבילות		N;FEM;PL
패키지	חבילה	패키+지	חבילה		N;FEM;SG
패키지	החבילה	패키+지	החביל		V;FEM;SG;3;PST;ACT
분산	הופץ	분산	הופץ	N	V;MASC;SG;3;PST;PASS
분산	מופץ	분산	הופץ	N	V;MASC;SG;V.PTCP;PASS
분산	לפזר	분산	פיזר	N	V;NFIN;ACT
분산	להתפזר	분산	התפזר	N	V;NFIN
분산	השונות	분산	השונה	N	
전략적	אסטרטגית	전략+적	אסטרטגי	N	ADV
전략적	אסטרטגי	전략+적	אסטרטגי	N	ADJ;MASC;SG
고스트	גוסט	고스트	גסט		PROPN
모나코	מונקו	모나코	מונק		PROPN
작센	סקסוניה	작세+ㄴ	סקסוניה	PROPN	PROPN
니콜라스	ניקולאס	니콜라스	ניקולאס	PROPN	PROPN
니콜라스	ניקולס	니콜라스	ניקולס	PROPN	PROPN
유령	ghost	유령	ghost	N	
유령	גוסט	유령	גסט	N	PROPN
양키스	היאנקיז	양키스	היאנקיז	N	PROPN
쓰시마	צושימה	쓰시마	צושים		PROPN
혼합	מעורב	혼합	מעורב		ADJ;MASC;SG
혼합	מעורבים	혼합	מעורב		ADJ;MASC;PL
혼합	מעורבב	혼합	מעורבב		ADJ;MASC;SG
혼합	לערבב	혼합	עירבב		V;NFIN;ACT
혼합	מערבבים	혼합	מערבב		V;MASC;PL;V.PTCP;ACT
혼합	ערבב	혼합	ערבב		PROPN
혼합	תערובת	혼합	תערובת		N;FEM;SG
혼합	תערובת	혼합	תערובת		N;FEM;SG
밖에서	בחוץ	밖+에서	בחוץ	ADV	
밖에서	מחוץ	밖+에서	מחוץ	ADV	
무함마드	מוחמד	무함마드	מוחמד	PROPN	PROPN
무함마드	מוחמד	무함마드	מוחמד	PROPN	PROPN
어도비	אדובי	어도비	אדובי		PROPN
합의	מסכימה	합의	הסכים	N	V;FEM;SG;V.PTCP;ACT
합의	מוסכם	합의	מוסכם	N	V;MASC;SG;V.PTCP;PASS
합의	הסכים	합의	הסכים	N	V;MASC;SG;3;PST;ACT
합의	מסכים	합의	הסכים	N	V;MASC;SG;V.PTCP;ACT
공개적으로	ציבורי	공개+적+으로	ציבורי	ADV	ADJ;MASC;SG
차가운	קולד	차갑+ㄴ	קולד	ADJ	PROPN
차가운	קרים	차갑+ㄴ	קרים	ADJ	PROPN
차가운	קור	차갑+ㄴ	קור	ADJ	
차가운	קר	차갑+ㄴ	קר	ADJ	
손님	אורחים	손님	אורח		N;MASC;PL
손님	אורחת	손님	אורחה		N;FEM;SG
손님	אורח	손님	אורח		N;MASC;SG
이거	זה	이거	זה		PRO;MASC;SG;3
인지	קוגניטיבי	인지	קוגניטיבי		N;MASC;SG
의상	התחפושת	의상	התחפושת	N	
시몬	סימון	시몬	סימון		PROPN
시몬	שמעון	시몬	שמעון		PROPN
시몬	סימון	시몬	סימון		PROPN
시몬	סיימון	시몬	סיימון		PROPN
네팔	נפאל	네팔	נפאל		PROPN
네팔	נפאלי	네팔	None		PROPN
타케시	טקאשי	타케시	טקאשי		PROPN
아이폰	אייפון	아이폰	אייפון	N	PROPN
아이폰	iphone	아이폰	iphone	N	
워드	וורד	워드	ורד		PROPN
워드	מלה	워드	מילה		N;FEM;SG
워드	מילה	워드	מילה		N;FEM;SG
감소	להפחית	감소	הפחית	N	V;NFIN;ACT
프린스	נסיך	프린스	נסיך		PROPN
프린스	פרינס	프린스	פרינס		PROPN
프린스	הנסיך	프린스	הנסיך		PROPN
전반적으로	הכוללת	전반+적+으로	הכולל	ADV	PROPN
컨테이너	מכולה	컨테이너	מכולה		N;FEM;SG
컨테이너	מכולות	컨테이너	מכולה		N;FEM;PL
컨테이너	מיכלים	컨테이너	מיכל		N;MASC;PL
빅터	ויקטור	빅터	ויקטור		PROPN
더빙	דיבוב	더빙	דיבוב	N	PROPN
더빙	דאב	더빙	דאב	N	PROPN
초콜릿	שוקולד	초콜릿	שוקולד		PROPN
초콜릿	שוקולדים	초콜릿	שוקולד		N;MASC;PL
초콜릿	שוקולד	초콜릿	שוקולד		PROPN
이메일	אימייל	이메일	אימייל		N;MASC;SG
이메일	מיילים	이메일	יילה		V;MASC;PL;V.PTCP;ACT
술탄	הסולטן	술탄	הסולטן	PROPN	PROPN
술탄	סולטאן	술탄	סולטאן	PROPN	PROPN
술탄	סולטן	술탄	סולטן	PROPN	PROPN
무라카미	מורקמי	무라카미	מורקם		V;MASC;PL;V.PTCP;PASS
네오	ניו	네오	ניו		PROPN
네오	נאו	네오	נאו		PROPN
루카	לוקה	루카	לקה		V;MASC;SG;V.PTCP;ACT
루카	לוקה	루카	לקה		V;MASC;SG;V.PTCP;ACT
멸종	נכחדו	멸종	נכחד	N	V;PL;3;PST;MID
멸종	נכחד	멸종	נכחד	N	V;MASC;SG;3;PST;MID
레이스	מרוץ	레이스	מרוץ		N;MASC;SG
레이스	גזע	레이스	גזע		N;MASC;SG
레이스	מירוץ	레이스	מירוץ		N;MASC;SG
레이스	הגזע	레이스	הגזע		PROPN
레이스	תחרה	레이스	תחרה		PROPN
레이스	לייס	레이스	לייס		PROPN
슬픈	עצוב	슬프+ㄴ	עצוב		ADJ;MASC;SG
슬픈	עצובה	슬프+ㄴ	עצוב		ADJ;FEM;SG
슈투트가르트	שטוטגרט	슈투트가르트	שטוטגרט	PROPN	PROPN
테이블	השולחן	테이블	השולחן		PROPN
테이블	שולחן	테이블	שולחן		N;MASC;SG
테이블	טבלה	테이블	טבלה		N;FEM;SG
테이블	שולחנות	테이블	שולחנות		N;MASC;PL
지혜	חכמה	지혜	חכמה		N;FEM;SG
지혜	נבון	지혜	נבון		PROPN
지혜	חכמה	지혜	חכמה		N;FEM;SG
지혜	חוכמה	지혜	חוכמה		N;FEM;SG
지혜	תבונה	지혜	תבונה		N;FEM;SG
카를로	קרלו	카를+로	קרלו	ADV	PROPN
조셉	יוסף	조셉	יוסף		PROPN
밀러	מילר	밀+러	מילר		PROPN
볼프강	וולפגנג	볼프강	וולפגנג	PROPN	PROPN
승자	זוכה	승자	זכה	N	V;MASC;SG;V.PTCP;ACT
승자	המנצח	승자	המנצח	N	PROPN
승자	הזוכה	승자	הזוך	N	ADV
승자	זוכים	승자	זכה	N	V;MASC;PL;V.PTCP;ACT
발발	פוט	발발	פוט	N	PROPN
발발	רגל	발발	רגל	N	
발발	רגל	발발	רגל	N	
발발	מטר	발발	מטר	N	PROPN
색상	צבע	색상	צבע		N;MASC;SG
색상	צבעים	색상	צבע		N;MASC;PL
색상	צבע	색상	צבע		N;MASC;SG
색상	צבעים	색상	צבע		N;MASC;PL
색상	הצבעים	색상	הצבע		N;MASC;PL
라오스	לאו	라오스	None	PROPN	
라오스	לאוס	라오스	לאוס	PROPN	PROPN
태그	מתויגים	태그	מתויג	N	V;MASC;PL;V.PTCP;PASS
태그	מתויג	태그	התויג	N	V;MASC;SG;V.PTCP;PASS
태그	תג	태그	תג	N	
태그	תייגו	태그	תייגו	N	PROPN
태그	תייג	태그	תייג	N	V;MASC;SG;3;FUT;ACT
태그	תגים	태그	הג	N	
육지	אדמה	육지	אדמה		N;FEM;SG
육지	ארץ	육지	ארץ		N;FEM;SG
육지	קרקע	육지	קרקע		N;FEM;SG
전반	הכוללת	전반	הכולל	N	PROPN
아저씨	דוד	아저씨	דוד	N	PROPN
아저씨	הדוד	아저씨	הדוד	N	
프레임	המסגרת	프레임	המסגרת	N	PROPN
그리스도	ישו	그리스도	ישו	PROPN	
그리스도	המשיח	그리스도	המשיח	PROPN	V;MASC;SG;3;PST;ACT
키프로스	בקפריסין	키프로스	בקפריסין	PROPN	PROPN
키프로스	קפריסין	키프로스	קפריסין	PROPN	PROPN
재생	שחק	재생	שחק	N	
재생	נגן	재생	נגן	N	
재생	שחקי	재생	שחק	N	PROPN
재생	פלייבק	재생	פלייבק	N	PROPN
재생	החוזר	재생	החוזר	N	ADV
얼굴이	פניה	얼굴+이	פניה	N	
얼굴이	פייס	얼굴+이	פייס	N	PROPN
캐스팅	הגבס	캐스팅	הגבס	N	PROPN
캐스팅	הליהוק	캐스팅	הליהוק	N	PROPN
바위	אבנים	바위	אבן		N;FEM;PL
바위	סלעים	바위	סלע		N;MASC;PL
바위	רוק	바위	רוק		PROPN
기적	ניסים	기적	ניסה		PROPN
기적	נסים	기적	נסים		PROPN
기적	מופלאה	기적	הופלא		N;FEM;SG
희망	מקווה	희망	קיווה	N	V;MASC;SG;V.PTCP;ACT
희망	הופ	희망	הופ	N	
희망	תקוה	희망	תקוה	N	PROPN
터보	טורבו	터보	טורבו	N	PROPN
나눈	מחולק	나누+ㄴ	חולק		V;MASC;SG;V.PTCP;PASS
나눈	מחולקת	나누+ㄴ	חולק		V;FEM;SG;V.PTCP;PASS
공휴일	חגי	공휴+이+ㄹ	חגי	N	PROPN
즐겨	אהובים	즐기+어	אהוב	CONJ	N;MASC;PL
즐겨	מועדפת	즐기+어	הועדף	CONJ	V;FEM;SG;V.PTCP;PASS
즐겨	מועדף	즐기+어	הועדף	CONJ	V;MASC;SG;V.PTCP;PASS
즐겨	אהוב	즐기+어	אהוב	CONJ	
경험	מנוסים	경험	מנוסה	N	ADJ;MASC;PL
경험	מנוסה	경험	מנוסה	N	ADJ;MASC;SG
즉각	מיידי	즉각	מיידי	ADV	ADJ;MASC;SG
즉각	מוטבע	즉각	הוטבע	ADV	V;MASC;SG;V.PTCP;PASS
필수	דרושה	필수	דרש		V;FEM;SG;V.PTCP;ACT
필수	נדרשת	필수	נדרש		V;FEM;SG;V.PTCP;MID
필수	דרושים	필수	דרוש		ADJ;MASC;PL
필수	חובה	필수	חובה		N;FEM;SG
필수	נדרש	필수	נדרש		V;MASC;SG;MID
필수	דרוש	필수	דרש		PROPN
필수	חובה	필수	חובה		N;FEM;SG
필수	הכרחי	필수	הכרחי		ADJ;MASC;SG
필수	חיוניות	필수	חיוניות		N;FEM;SG
필수	חיונית	필수	חיוני		ADJ;FEM;SG
필수	חיוני	필수	חיוני		ADJ;MASC;SG
베이	מפרץ	베이	מפרץ		N;MASC;SG
살아남은	שורדת	살아남+ㄴ	שרד	V	V;FEM;SG;V.PTCP;ACT
살아남은	שורד	살아남+ㄴ	שורד	V	PROPN
살아남은	הישרדות	살아남+ㄴ	הישרדות	V	N;FEM;SG
살아남은	שורדים	살아남+ㄴ	שרד	V	V;MASC;PL;V.PTCP;ACT
블레이드	בלייד	블레이드	בלייד		PROPN
구체적	ספציפית	구체+적	ספציפית	N	ADV
구체적	ספציפי	구체+적	ספציפי	N	ADJ;MASC;SG
구체적	ספציפיות	구체+적	ספציפי	N	ADJ;FEM;PL
구체적	ספציפיים	구체+적	ספציפיים	N	ADJ;MASC;PL
레오나르도	לאונרדו	레오나르+도	לאונרדו	PROPN	PROPN
재난	קטסטרופה	재난	קטסטרופה	N	PROPN
파동	גל	파동	גל	N	PROPN
절대로	מעולם	절대로	מעולם		ADV
절대로	לעולם	절대로	לעולם		ADV
철저한	ממצה	철저+하+ㄴ	מיצה	V	
철저한	יסודית	철저+하+ㄴ	יסודי	V	ADV
철저한	יסודי	철저+하+ㄴ	יסודי	V	N;MASC;SG
악마	שטן	악마	שטן	N	
악마	השטן	악마	השטן	N	
악마	שד	악마	שד	N	
누군가	מישהי	누구+이+ㄴ가	מישהי		PROPN
누군가	מישהו	누구+이+ㄴ가	מישהו		N;MASC;SG
누군가	מישהו	누구+이+ㄴ가	מישהו		N;MASC;SG
공산주의자	קומוניסטית	공산주의자	קומוניסטי	N	ADV
누르면	סטפס	누르+면	סטפס		PROPN
누르면	הקש	누르+면	הקש		PROPN
파라과이	פרגוואי	파라과+이	פרגוואי	PROPN	PROPN
히틀러	היטלר	히틀러	היטלר		PROPN
볼로냐	נקניק	볼+로+이+냐	נקניק		N;MASC;SG
슬램	סלאם	슬램	סלאם	N	PROPN
거울	מראות	거울	מראה		N;FEM;PL
거울	מראה	거울	מראה		N;MASC;SG
거울	המראה	거울	המראה		PROPN
추천	הצעות	추천	הצעה		N;FEM;PL
추천	הצעת	추천	הצעה		N;PSSD;FEM;SG
추천	הציע	추천	הציע		V;MASC;SG;3;PST;ACT
추천	הצעה	추천	הצעה		N;FEM;SG
추천	הוצע	추천	הוצע		V;MASC;SG;3;PST;PASS
추천	ממליצים	추천	המליץ		V;MASC;PL;V.PTCP;ACT
추천	ממליץ	추천	המליץ		V;MASC;SG;V.PTCP;ACT
추천	ממליצה	추천	המליץ		V;FEM;SG;V.PTCP;ACT
추천	הצעות	추천	הצעה		N;FEM;PL
추천	בהשתתפות	추천	בהשתתפות		ADV
추천	נבחרים	추천	נבחר		N;MASC;PL
추천	המלצת	추천	המלצה		N;FEM;SG
추천	המלצה	추천	המלצה		N;FEM;SG
추천	מומלץ	추천	מומלץ		ADJ;MASC;SG
추천	המלצות	추천	המלצה		N;FEM;PL
남극	האנטארקטי	남극	האנטארקטי	N	PROPN
업체	הסוחר	업체	הסוחר	N	
뒤늦게	באיחור	뒤늦+게	באיחור		PROPN
뱀파이어	ערפד	뱀파+이+어	ערפד		PROPN
모하메드	מוחמד	모하메드	מוחמד	PROPN	PROPN
모하메드	מוחמד	모하메드	מוחמד	PROPN	PROPN
행렬	מטריקס	행렬	מטריקס	N	PROPN
행렬	מטריצה	행렬	הטריץ	N	PROPN
행렬	התהלוכה	행렬	התהלוך	N	V;FEM;SG;3;PST
파충류	זוחל	파충류	זוחל	N	PROPN
스파이	ריגול	스파+이	ריגול		N;MASC;SG
스파이	מרגל	스파+이	מרגל		N;MASC;SG
스파이	מרגלת	스파+이	מרגלה		N;FEM;SG
스파이	ריגול	스파+이	ריגול		N;MASC;SG
바이마르	ויימאר	바이마르	ויימאר	PROPN	PROPN
매월	חודשי	매월	חודש		PROPN
매월	חודשיים	매월	חודש		N;MASC;DU
매월	חודשית	매월	חודשי		ADV
석탄	פחם	석탄	פחם	N	PROPN
리뷰	ביקורות	리뷰	ביקורת		N;FEM;PL
리뷰	ביקורת	리뷰	ביקורת		N;FEM;SG
리뷰	סקירה	리뷰	סקירה		N;FEM;SG
직통	ישיר	직통	ישיר	N	
직통	ישירות	직통	ישירות	N	
직통	ישירה	직통	ישיר	N	ADV
스펙트럼	הספקטרום	스펙트럼	הספקטרום		PROPN
스펙트럼	ספקטרום	스펙트럼	ספקטרום		N;MASC;SG
앤더슨	אנדרסון	앤더슨	אנדרסון		PROPN
센서	חיישני	세+어서	חיישני	N	PROPN
센서	חיישן	세+어서	חיישן	N	PROPN
포터	פוטר	포터	פוטר	N	PROPN
포터	פורטר	포터	פורטר	N	PROPN
원자로	כור	원자+로	כור	ADV	
유벤투스	יובנטוס	유벤투스	יובנטוס	PROPN	PROPN
무사히	בטוחה	무사+히	בטוח	ADV	ADJ;FEM;SG
무사히	כספת	무사+히	כסף	ADV	PROPN
무사히	בטוחים	무사+히	בטוח	ADV	V;V.PTCP
무사히	בטוח	무사+히	None	ADV	
이베리아	איבריה	이베리아	איבריה	PROPN	PROPN
이베리아	האיברי	이베리아	האיברי	PROPN	PROPN
불꽃	להבה	불꽃	להבה		N;FEM;SG
불꽃	הלהבה	불꽃	הלהבה		PROPN
불꽃	להבה	불꽃	להבה		N;FEM;SG
불꽃	להבות	불꽃	הבה		PROPN
스트라이크	סטרייק	스트라이크	סטרייק		PROPN
스트라이크	שביתה	스트라이크	שביתה		N;FEM;SG
스트라이크	פסילה	스트라이크	פסילה		N;FEM;SG
스핀	ספין	스핀	ספין		PROPN
스핀	מסתובב	스핀	מסתובב		V;MASC;SG;V.PTCP
싸움	הילחם	싸움	הילחם		PROPN
싸움	להילחם	싸움	נלחם		V;NFIN;MID
연습	מתאמן	연습	התאמן	N	V;MASC;SG;V.PTCP
연습	מתאמנת	연습	התאמן	N	V;FEM;SG;V.PTCP
연습	מתרגלת	연습	מתרגלת	N	V;FEM;SG;V.PTCP
연습	מתאמנים	연습	התאמן	N	V;MASC;PL;V.PTCP
연습	להתאמן	연습	התאמן	N	V;NFIN
깊게	עמוקות	깊+게	עמוק		ADJ;FEM;PL
깊게	עמוקים	깊+게	עמוק		ADJ;MASC;PL
깊게	עמוקה	깊+게	עמוק		ADV
레온	לאונה	레온	לאונה		PROPN
레온	ליאונה	레온	ליאונה		PROPN
레온	לאון	레온	לאון		PROPN
레온	לאון	레온	לאון		PROPN
레온	ליאון	레온	ליאון		PROPN
바이어	באייר	바이어	באייר		PROPN
펠리페	פליפה	펠리페	פליפה	PROPN	PROPN
펠리페	פיליפ	펠리페	פיליפ	PROPN	PROPN
다양체	סעפת	다양체	סעף	N	PROPN
다양체	מגוון	다양체	מגוון	N	
퍼센트	אחוז	퍼센트	אחוז		N;MASC;SG
퍼센트	אחוזים	퍼센트	אחוז		N;MASC;PL
퍼센트	אחוז	퍼센트	אחוז		N;MASC;SG
퍼센트	אחוזים	퍼센트	אחוז		N;MASC;PL
법원	משפט	법원	משפט		N;MASC;SG
포럼	בפורומים	포럼	בפורום		N
포럼	פורום	포럼	פורום		ADV
앵커	עוגן	앵커	עוגן		N;MASC;SG
앵커	העוגן	앵커	העוגן		PROPN
앵커	עוגנים	앵커	עוגן		N;MASC;PL
페르난도	פרננדו	페르난도	פרננדו	PROPN	PROPN
베이비	תינוקת	베이비	תינוק		N;FEM;SG
베이비	בייבי	베이비	בייבי		PROPN
베이비	בובה	베이비	בובה		N;FEM;SG
베이비	תינוק	베이비	תינוק		N;MASC;SG
공국	נסיכות	공국	נסיכה	N	PROPN
공국	דוכסות	공국	דוכסות	N	PROPN
로컬	מקומיים	로컬	מקומי		ADJ;MASC;PL
로컬	מקומי	로컬	מקומי		PROPN
로컬	מקומית	로컬	מקומית		ADV
요시노	יושינו	요시노	הושין		PROPN
케이트	קייט	케이트	קייט		PROPN
리오	בריו	리오	בריו		PROPN
리오	ריו	리오	ריו		PROPN
리오	ליאו	리오	ליאו		PROPN
위안부	נחמה	위안부	נחמה	N	
늦은	איחור	늦+ㄴ	איחור		N;MASC;SG
늦은	באיחור	늦+ㄴ	באיחור		PROPN
늦은	מאוחר	늦+ㄴ	מאוחר		ADV
다들	כולם	다+들	None		N;MASC;PL
거래	דיל	거래	דיל	N	PROPN
미분	נגזרת	미분	נגזר	N	V;FEM;SG;V.PTCP;MID
강력하게	בחוזקה	강력+하+게	בחוזקה	CONJ	PROPN
성운	ערפילית	성운	ערפילי	N	PROPN
사무라이	סמוראי	사무라이	סמוראי		PROPN
사무라이	הסמוראי	사무라이	הסמוראי		PROPN
안테나	אנטנה	안테나	אנטנה		N;FEM;SG
안테나	אנטנה	안테나	אנטנה		N;FEM;SG
헤드	ראש	헤드	ראש		N;MASC;SG
헤드	ראשי	헤드	ראש		N;PSSD;MASC;PL
인기가요	פופולרי	인기+가요	פופולרי		ADJ;MASC;SG
인기가요	אהוד	인기+가요	אהוד		PROPN
인기가요	פופולרית	인기+가요	פופולרית		ADJ;FEM;SG
인기가요	פופולריים	인기+가요	פופולרי		ADJ;MASC;PL
인기가요	פופולריות	인기+가요	פופולריות		N;FEM;SG
문의	מגע	문+의	מגע		N;MASC;SG
문의	קשר	문+의	קשר		N;MASC;SG
문의	חקירה	문+의	חקירה		N;FEM;SG
문의	חקירות	문+의	חקירה		N;FEM;PL
문의	חקירה	문+의	חקירה		N;FEM;SG
유클리드	אוקלידי	유클리드	אוקלידי	PROPN	N;MASC;SG
청색	כחולה	청색	כחול	N	ADV
청색	בלו	청색	בלו	N	PROPN
청색	כחול	청색	כחול	N	
후원	תומך	후원	תמך	N	V;MASC;SG;V.PTCP;ACT
후원	התמיכה	후원	התמיך	N	V;FEM;SG;3;PST;ACT
후원	מממנים	후원	מימן	N	V;MASC;PL;V.PTCP;ACT
후원	הספונסר	후원	הספונסר	N	PROPN
후원	מממן	후원	מימן	N	V;MASC;SG;V.PTCP;ACT
후원	בחסות	후원	בחסות	N	
후원	ממומן	후원	מומן	N	V;MASC;SG;V.PTCP;PASS
후원	ממומנים	후원	מומן	N	V;MASC;PL;V.PTCP;PASS
철수	גמילה	철수	גמילה	N	PROPN
쇼트	קצר	쇼트	קצר		ADJ;MASC;SG
쇼트	קיצור	쇼트	קיצור		N;MASC;SG
쇼트	קצרה	쇼트	קצר		ADV
브레이크	לשבור	브레이크	שבר		V;NFIN;ACT
브레이크	הפסקה	브레이크	הפסקה		N;FEM;SG
브레이크	מעצור	브레이크	מעצור		N;MASC;SG
브레이크	בלם	브레이크	בלם		PROPN
브레이크	בלמים	브레이크	בלם		N;MASC;PL
브레이크	מעצורים	브레이크	מעצור		N;MASC;PL
브레이크	הבלמים	브레이크	הבלם		N;MASC;PL
스탠리	סטאן	스탠리	סטאן	PROPN	PROPN
스탠리	סטן	스탠리	סטן	PROPN	PROPN
스탠리	סטנלי	스탠리	סטנלי	PROPN	PROPN
이스트	מזרחה	이스트	מזרחה		ADV
이스트	המזרח	이스트	המזרח		PROPN
이스트	איסט	이스트	איסט		PROPN
이스트	מזרח	이스트	מזרח		N;MASC;SG
루트	שורש	루트	שורש		PROPN
루트	רוט	루트	רוט		PROPN
러시아인	רוסייה	러시아인	רוסייה	N	PROPN
러시아인	רוסית	러시아인	רוסית	N	PROPN
환자	חולי	환자	חולי	N	PROPN
환자	חולים	환자	חלה	N	V;MASC;PL;V.PTCP;ACT
환자	המטופל	환자	המטופל	N	PROPN
환자	חולה	환자	חלה	N	PROPN
환자	מטופלת	환자	טופל	N	V;FEM;SG;V.PTCP;PASS
환자	מטופל	환자	טופל	N	PROPN
임베디드	משובצת	임베디드	שובץ	N	V;FEM;SG;V.PTCP;PASS
임베디드	מוטבע	임베디드	הוטבע	N	V;MASC;SG;V.PTCP;PASS
임베디드	משובץ	임베디드	משובץ	N	V;MASC;SG;V.PTCP;PASS
발달	התפתחותית	발달	התפתחותית	N	PROPN
가이드	המדריך	가이드	המדריך	N	PROPN
가이드	מדריך	가이드	מדריך	N	
가이드	מדריכי	가이드	מדריך	N	PROPN
가이드	מנחה	가이드	מנחה	N	
장난	שובבים	장난	שבב		V;MASC;PL;V.PTCP;ACT
장난	שובבה	장난	שובבה		V;FEM;SG;V.PTCP;PASS
장난	שובב	장난	שובב		PROPN
장난	שובבים	장난	שבב		V;MASC;PL;V.PTCP;ACT
장난	שובבה	장난	שובבה		V;FEM;SG;V.PTCP;PASS
장난	שובב	장난	שובב		PROPN
장난	מתיחה	장난	התיחה		N;FEM;SG
원격	מרוחק	원격	מרוחק	N	V;MASC;SG;V.PTCP;PASS
원격	מרוחקת	원격	מרוחק	N	ADJ;FEM;SG
중립	הנייטרליות	중립	הנייטרליות		N;FEM;SG
중립	נייטרלי	중립	נייטרלי		ADJ;MASC;SG
개인용	אישית	개인용	אישית		ADV
개인용	אישי	개인용	אישי		ADJ;MASC;SG
튀니지	תוניסיה	튀니지	תוניסיה	PROPN	PROPN
히로유키	הירויוקי	히로유키	הירויוקי		PROPN
에바	אווה	에바	אווה		PROPN
에바	אווה	에바	אווה		PROPN
에바	חוה	에바	חוה		PROPN
평면	מישור	평면	מישור		N;MASC;SG
평면	מטוס	평면	מטוס		N;MASC;SG
타이거	טייגר	타이거	טייגר		PROPN
타이거	טיגריס	타이거	טיגריס		PROPN
사양	המפרט	사양	המפרט	N	PROPN
복수	ברבים	복수	ברבי	N	
복수	רבים	복수	רב	N	V;MASC;PL;V.PTCP;ACT
복수	נקם	복수	נקם	N	
복수	נקמת	복수	נקמה	N	
비스타	ויסטה	비스타	ויסטה		PROPN
끝내기	היציאה	끝내+기	היציא	V	N;FEM;SG
끝내기	יציאה	끝내+기	יציאה	V	N;FEM;SG
끝내기	סיום	끝내+기	סיום	V	N;MASC;SG
끝내기	סוף	끝내+기	None	V	ADV
끝내기	סופו	끝내+기	סופה	V	
끝내기	קץ	끝내+기	קץ	V	
두근두근	נרגשת	두근두근	נרגש		V;FEM;SG;V.PTCP;MID
두근두근	נרגש	두근두근	נרגש		V;MASC;SG;3;PST;MID
