של	شيل	של	شيل	PART;GEN	
מסביר	يوضح	הסביר	أَوضَح	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
מסביר	يفسر	הסביר	فَسَّر	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
הבנה	فهم	הבנה	فَهِم	N;FEM;SG	V;PFV;MASC;SG;3;ACT
לוק	لوقا	לוק	لوقا	PROPN	
לוק	لوك	לוק	لُوك	PROPN	
גוסטב	غوستاف	גוסטב	غوستاف	PROPN	
אולימפי	الاولمبية	אולימפי	أُولِمبِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
הפלייאוף	التصفيات	הפלייאוף	تَصفِيَة	PROPN	N;NOM;DEF;PL
מו	مو	מו	مو		
קודש	المقدس	קודש	مُقَدَّس		N;NOM;DEF;SG
קודש	المقدسة	קודש	مُقَدَّس		ADJ;NOM;DEF;FEM;SG
קודש	مقدس	קודש	مَقدَس		ADJ;NOM;INDF;MASC;SG
קבועים	ثوابت	קבוע	ثَابِتَة	ADJ;MASC;PL	N;NOM;INDF;PL
ניקולאי	نيكولاي	ניקולאי	نيكولاي	PROPN	
טיפוס	التيفوس	טיפוס	التيفوس	N;MASC;SG	
אפור	رمادية	אפור	رَمَادِيّ		ADJ;NOM;INDF;FEM;SG
אפור	الرمادي	אפור	رَمَادِيّ		
אפור	جراي	אפור	جراي		
אפור	رمادي	אפור	رمادي		
אפור	غراي	אפור	غِرَاي		
אפור	رمادي	אפור	رمادي		
הכרזת	اعلان	הכרזה	إِعلَان	N;PSSD;FEM;SG	N;NOM;INDF;SG
גג	السقف	גג	سَقف	PROPN	N;NOM;DEF;SG
גג	سقف	גג	سَقف	PROPN	N;NOM;INDF;SG
גג	سطح	גג	سَطح	PROPN	
גג	السطح	גג	سَطح	PROPN	N;NOM;DEF;SG
ספרדית	الاسبانية	ספרדית	إِسبَانِيَّة	PROPN	N;NOM;DEF;SG
ספרדית	اسبانية	ספרדית	إِسبَانِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
ספרדית	اسباني	ספרדית	إِسبَانِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
ספרדית	اسبانيا	ספרדית	إِسبَانِيَا	PROPN	
הקלטות	الاشرطة	הקלטה	الاشرطة	N;FEM;PL	N;NOM;DEF;SG
ייחודית	فريدون	ייחודי	فريدون	ADV	
ייחודית	فريدة	ייחודי	فَرِيد	ADV	ADJ;NOM;INDF;FEM;SG
ייחודית	فريد	ייחודי	فريد	ADV	
מצעד	موكب	מצעד	مَوكِب		N;NOM;INDF;SG
רשתות	الشباك	רשת	الشباك	N;FEM;PL	N;NOM;DEF;SG
רשתות	شباك	רשת	شِبَاك	N;FEM;PL	N;NOM;INDF;SG
מזוהה	المعترف	זוהה	مُعتَرَف	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;DEF;MASC;SG
מזוהה	معترف	זוהה	مُعتَرَف	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
הפדרלי	فيدرالي	הפדרלי	فِيدِرَالِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
הפדרלי	الاتحادية	הפדרלי	اِتِّحَادِيّ	PROPN	
הפדרלי	اتحادية	הפדרלי	اِتِّحَادِيَّة	PROPN	ADJ;NOM;INDF;FEM;SG
הפדרלי	الاتحادي	הפדרלי	اِتِّحَادِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
הפדרלי	اتحادي	הפדרלי	اِتِّحَادِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
הפדרלי	فيدرالية	הפדרלי	فِيدِرَالِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
המהדורה	الطبعة	המהדורה	طَبعَة	PROPN	N;NOM;DEF;SG
המהדורה	اصدار	המהדורה	إِصدَار	PROPN	N;NOM;INDF;SG
המהדורה	طبعة	המהדורה	طبعة	PROPN	N;NOM;INDF;SG
המהדורה	الاصدار	המהדורה	إِصدَار	PROPN	N;NOM;DEF;SG
סגור	قريب	סגור	قَرِيب		ADJ;NOM;INDF;MASC;SG
סגור	الوثيق	סגור	وَثِيق		ADJ;NOM;DEF;MASC;SG
סגור	مقرب	סגור	مقرب		ADJ;NOM;INDF;MASC;SG
סגור	اغلاق	סגור	إِغلَاق		N;NOM;INDF;SG
סגור	اغلق	סגור	أَغلَق		V;PFV;MASC;SG;3;ACT
סגור	معمول	סגור	مَعمُول		ADJ;NOM;INDF;MASC;SG
סגור	فعلت	סגור	فَعَل		V;PFV;FEM;SG;3;ACT
סגור	تمت	סגור	تَمّ		V;PFV;FEM;SG;3;ACT
סגור	تم	סגור	تَمّ		V;PFV;MASC;SG;3;ACT
סגור	انتهيت	סגור	اِنتَهَى		V;PFV;FEM;SG;3;ACT
סגור	مغلقة	סגור	مُغلَق		ADJ;NOM;INDF;FEM;SG
סגור	مغلق	סגור	مُغلَق		ADJ;NOM;INDF;MASC;SG
האחראי	مسؤول	האחראי	مَسؤُول	PROPN	N;NOM;INDF;SG
האחראי	المسؤول	האחראי	مَسؤُول	PROPN	N;NOM;DEF;SG
סוחר	مروج	סוחר	مُرُوج	N;MASC;SG	
מלח	الملح	מלח	مِلح		N;NOM;DEF;SG
מלח	سولت	מלח	سُولت		
מלח	ملح	מלח	ملح		N;NOM;INDF;SG
שבר	كسرت	שבר	كَسَر	N;MASC;SG	V;PFV;FEM;SG;3;ACT
שבר	انكسر	שבר	انكسر	N;MASC;SG	
הפיגוע	التفجير	הפיגוע	تَفجِير	PROPN	N;NOM;DEF;SG
הפיגוע	قصف	הפיגוע	قَصف	PROPN	N;NOM;INDF;SG
הפיגוע	القصف	הפיגוע	قَصف	PROPN	N;NOM;DEF;SG
הפיגוע	تفجير	הפיגוע	تَفجِير	PROPN	N;NOM;INDF;SG
מבצר	قلعة	מבצר	قلعة	PROPN	N;NOM;INDF;SG
מבצר	قلعة	מבצר	قلعة	PROPN	N;NOM;INDF;SG
מבצר	القلعة	מבצר	قَلعَة	PROPN	N;NOM;DEF;SG
מבצר	حصن	מבצר	حَصَّن	PROPN	
מבצר	الحصن	מבצר	حَصن	PROPN	N;NOM;DEF;SG
מבצר	حصن	מבצר	حَصَّن	PROPN	
מבצר	الحصن	מבצר	حَصن	PROPN	N;NOM;DEF;SG
מבצר	فورت	מבצר	فورت	PROPN	
בארי	باري	בארי	باري	PROPN	
דנה	دانا	דן	دَان	PROPN	
נוספו	اضاف	נוסף	أَضَاف	V;PL;3;PST;MID	V;PFV;MASC;SG;3;ACT
נוספו	اضيف	נוסף	أَضِيف	V;PL;3;PST;MID	
נוספו	اضيفت	נוסף	أَضَاف	V;PL;3;PST;MID	V;PFV;FEM;SG;3;PASS
פן	قلم	פן	قَلَم		N;NOM;INDF;SG
פן	القلم	פן	قَلَم		N;NOM;DEF;SG
פן	بان	פן	بان		
פן	عموم	פן	عُمُوم		N;NOM;INDF;SG
כריסטופר	كرستوفر	כריסטופר	كرستوفر	PROPN	
כריסטופר	كريستوفر	כריסטופר	كرِيستُوفِر	PROPN	
גאון	عبقرية	גאון	عَبقَرِيّ		N;NOM;INDF;SG
גאון	العبقري	גאון	العبقري		N;NOM;DEF;SG
גאון	عبقري	גאון	عبقري		
מכירות	البيع	מכירה	بَيع	N;FEM;PL	N;NOM;DEF;SG
חשמלית	كهربائي	חשמלי	كَهرَبَائِيّ	ADV	N;NOM;INDF;SG
חשמלית	كهربائية	חשמלי	كَهرَبَائِيَّة	ADV	
חשמלית	كهربائي	חשמלי	كَهرَبَائِيّ	ADV	N;NOM;INDF;SG
חשמלית	كهربائية	חשמלי	كَهرَبَائِيَّة	ADV	
ישעיהו	اشعياء	השעיה	اشعياء	PROPN	
נפגשו	قابلت	נפגש	قَابَل	V;PL;3;PST;MID	V;PFV;FEM;SG;3;ACT
נפגשו	اجتمعت	נפגש	اِجتَمَع	V;PL;3;PST;MID	V;PFV;FEM;SG;3;ACT
נפגשו	اجتمع	נפגש	اِجتَمَع	V;PL;3;PST;MID	V;PFV;MASC;SG;3;ACT
נפגשו	التقى	נפגש	اِلتَقَى	V;PL;3;PST;MID	V;PFV;MASC;SG;3;ACT
דאגלס	دوجلاس	דאגלס	دوجلاس	PROPN	
דאגלס	دوغلاس	דאגלס	دوغلاس	PROPN	
העשירי	عاشرا	העשיר	عَاشِر	PROPN	N;ACC;INDF;SG
העשירי	العاشر	העשיר	عَاشِر	PROPN	ADJ;NOM;DEF;MASC;SG
העשירי	العاشرة	העשיר	عَاشِر	PROPN	ADJ;NOM;DEF;FEM;SG
טבעת	خاتم	טבעת	خاتم	N;FEM;SG	
נווה	نيف	נווה	نيف	PROPN	
באך	باخ	באך	بَاخ	PROPN	
שביט	المذنب	שביט	مَذنَب	PROPN	N;NOM;DEF;SG
שביט	كوميت	שביט	كُومِيت	PROPN	
שביט	المذنبات	שביט	مُذَنِّب	PROPN	N;NOM;DEF;PL
סואץ	السويس	סואץ	سُوَيس	PROPN	N;NOM;DEF;SG
קואורדינטות	الاحداثيات	קואורדינטה	حَدَثِيَّة	N;FEM;SG	ADJ;NOM;DEF;FEM;PL
קואורדינטות	احداثيات	קואורדינטה	حَدَثِيَّة	N;FEM;SG	ADJ;NOM;INDF;FEM;PL
אמסטרדם	امستردام	אמסטרדם	اِمسِترَام	PROPN	
בילי	بيلي	בילי	بِيلِيّ	PROPN	
בילי	بيلى	בילי	بَيلِيّ	PROPN	
מחצית	نصف	None	نِصف	DET;PSSD	N;NOM;INDF;SG
מחצית	النصف	None	نِصف	DET;PSSD	N;NOM;DEF;SG
השמינית	الثامن	השמיני	ثَامِن		ADJ;NOM;DEF;MASC;SG
השמינית	ثامنا	השמיני	ثامنا		ADJ;ACC;INDF;MASC;SG
השמינית	الثامنة	השמיני	ثَامِن		ADJ;NOM;DEF;FEM;SG
פלסטיני	فلسطينية	פלסטיני	فِلَسطِينِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
הדוקטורט	الدكتوراه	הדוקטורט	الدكتوراه	N;MASC;SG	
הדוקטורט	دكتوراه	הדוקטורט	دكتوراه	N;MASC;SG	
הדוקטורט	الدكتوراه	הדוקטורט	الدكتوراه	N;MASC;SG	
נט	نات	נט	نَات		
נוצרי	المسيحية	נוצרי	مَسِيحِيَّة	PROPN	N;NOM;DEF;SG
נוצרי	مسيحية	נוצרי	مَسِيحِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
נוצרי	مسيحي	נוצרי	مَسِيحِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
נוצרי	كريستيان	נוצרי	كُرَيستِيّ	PROPN	
ואלה	فالا	ואלה	فَال	PROPN	
סובייטי	السوفييتية	סובייטי	سُوفيِيتِيّ	PROPN	ADJ;NOM;DEF;FEM;SG
סובייטי	السوفييتي	סובייטי	سُوفيِيتِيّ	PROPN	
סובייטי	السوفيتية	סובייטי	سُوفِيّ	PROPN	
סובייטי	السوفييت	סובייטי	سُوفيِيت	PROPN	N;NOM;DEF;PL
סובייטי	السوفياتي	סובייטי	سُوفيَاتِيّ	PROPN	ADJ;NOM;DEF;MASC;SG
מתנדבים	المتطوعين	מתנדב	مُتَطَوِّع	N;MASC;PL	ADJ;NOM;DEF;MASC;PL
רץ	عداء	רץ	عَدَاء		N;NOM;INDF;SG
רץ	تشغيل	רץ	تَشغِيل		N;NOM;INDF;SG
רץ	الركض	רץ	رُكض		N;NOM;DEF;SG
רץ	الجري	רץ	الجري		N;NOM;DEF;SG
רץ	ركض	רץ	ركض		
לשחזר	اعادة	שחזר	إِعَادَة	V;NFIN;ACT	N;NOM;INDF;SG
לשחזר	استعادة	שחזר	اِستِعَادَة	V;NFIN;ACT	N;NOM;INDF;SG
אחמד	ahm	אחמד	٤َيَّف	PROPN	
אחמד	احمد	אחמד	احمد	PROPN	
אחמד	احمد	אחמד	احمد	PROPN	
לנצל	استغلال	ניצל	اِستِغلَال	V;NFIN;ACT	N;NOM;INDF;SG
טיפוסי	نموذجية	טיפוסי	نَمُوذَجِيّ	N;MASC	ADJ;NOM;INDF;FEM;SG
טיפוסי	نموذجي	טיפוסי	نَمُوذَجِيّ	N;MASC	ADJ;NOM;INDF;MASC;SG
מצליחה	ناجحة	הצליח	نَاجِح	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;FEM;SG
מצליחה	الناجحة	הצליח	نَاجِح	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;DEF;FEM;SG
מצליחה	ناجح	הצליח	نَاجِح	V;FEM;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
למדו	يتعلم	למד	تَعَلَّم	V;PL;3;PST	V;IPFV;MASC;IND;SG;3;FIN;ACT
למדו	تعلم	למד	عَلِم	V;PL;3;PST	V;IPFV;MASC;IND;SG;3;FIN;ACT
למדו	تتعلم	למד	تَعَلَّم	V;PL;3;PST	V;IPFV;MASC;IND;SG;2;FIN;ACT
למדו	التعلم	למד	تَعَلُّم	V;PL;3;PST	N;NOM;DEF;SG
שטרן	ستيرن	שטרן	ستِيرن	PROPN	
מוזיקאי	موسيقي	מוזיקני	مُوسِيقِيّ	PROPN	N;NOM;INDF;SG
מוזיקאי	موسيقية	מוזיקני	مُوسِيقِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
מנחה	مشرف	מנחה	مشرف		N;NOM;INDF;SG
מנחה	المشرف	מנחה	مُشرِف		N;NOM;DEF;SG
מנחה	مقدم	מנחה	مُقَدَّم		ADJ;NOM;INDF;MASC;SG
מנחה	المضيف	מנחה	مُضِيف		ADJ;NOM;DEF;MASC;SG
מנחה	مضيف	מנחה	مُضِيف		N;NOM;INDF;SG
מנחה	المضيفة	מנחה	مُضِيف		ADJ;NOM;DEF;FEM;SG
יצור	مخلوق	יצור	مَخلُوق	PROPN	ADJ;NOM;INDF;MASC;SG
יצור	المخلوق	יצור	مَخلُوق	PROPN	N;NOM;DEF;SG
פשע	الجرائم	פשע	جَرِيمَة	N;MASC;SG	N;NOM;DEF;PL
בתשובה	التوبة	בתשובה	تَوبَة	ADV	N;NOM;DEF;SG
הכבד	كب	הכבד	كب		
הכבד	الكبد	הכבד	الكبد		N;NOM;DEF;SG
הכבד	كبد	הכבד	كبد		
אישר	كد	אישר	كَدّ	V;MASC;SG;3;PST;ACT	
ראייה	رؤيا	ראייה	رؤيا	N;FEM;SG	
ראייה	ادلة	ראייה	دَلِيل	N;FEM;SG	N;NOM;INDF;PL
פירוט	انهيار	פירוט	اِنهِيَار		N;NOM;INDF;SG
פירוט	الانهيار	פירוט	اِنهِيَار		N;NOM;DEF;SG
טבעית	الطبيعية	טבעי	طَبِيعِيّ	ADV	ADJ;NOM;DEF;FEM;SG
טבעית	الطبيعي	טבעי	طَبِيعِيّ	ADV	ADJ;NOM;DEF;MASC;SG
טבעית	طبيعي	טבעי	طَبِيعِيّ	ADV	ADJ;NOM;INDF;MASC;SG
טבעית	طبيعية	טבעי	طَبِيعِيّ	ADV	ADJ;NOM;INDF;FEM;SG
אמרה	قالت	אמרה	قَال	N;FEM;SG	V;PFV;FEM;SG;3;ACT
אמרה	قال	אמרה	قَال	N;FEM;SG	V;PFV;MASC;SG;3;ACT
אמרה	قالو	אמרה	قَالُو	N;FEM;SG	V;PFV;MASC;SG;3;ACT
אמרה	امره	אמרה	امره	N;FEM;SG	
קרינה	الاشعاعات	קרינה	إِشعَاع	N;FEM;SG	N;NOM;DEF;PL
קרינה	كارينا	קרינה	كارينا	N;FEM;SG	
הגיש	مقدم	הגיש	مُقَدَّم	V;MASC;SG;3;PST;ACT	ADJ;NOM;INDF;MASC;SG
הגיש	المقدم	הגיש	مُقَدَّم	V;MASC;SG;3;PST;ACT	N;NOM;DEF;SG
בונה	البناء	בנה	بِنَاء		N;NOM;DEF;SG
בונה	المبنى	בנה	مَبنَى		N;NOM;DEF;SG
בונה	بناء	בנה	بِنَاء		N;ACC;INDF;SG
בונה	مبنى	בנה	مَبنَى		N;NOM;INDF;SG
בונה	البناية	בנה	بِنَايَة		N;NOM;DEF;SG
בונה	بيفر	בנה	بَيفِر		
בונה	قندس	בנה	قُندُس		
בונה	البناء	בנה	بِنَاء		N;NOM;DEF;SG
בונה	منشئ	בנה	مَنشَأ		N;NOM;INDF;SG
בונה	بناء	בנה	بِنَاء		N;ACC;INDF;SG
בונה	بناءة	בנה	بَنَّاء		ADJ;NOM;INDF;FEM;SG
רמון	رامون	רמון	رامون	PROPN	
שורש	روت	שורש	رَوت	PROPN	
שורש	جذور	שורש	جذور	PROPN	N;NOM;INDF;PL
שורש	الجذر	שורש	جِذر	PROPN	N;NOM;DEF;SG
שורש	جذر	שורש	جِذر	PROPN	N;NOM;INDF;SG
ארי	اري	ארי	اري	PROPN	
הצדק	العدل	הצדק	عَدل		N;NOM;DEF;SG
הצדק	عدالة	הצדק	عَدَالَة		N;NOM;INDF;SG
הצדק	العدالة	הצדק	عَدَالَة		N;NOM;DEF;SG
חכמי	حكماء	חכם	حَكِيم	PROPN	N;NOM;INDF;PL
רשום	مسجل	רשם	مُسَجَّل	PROPN	ADJ;NOM;INDF;MASC;SG
רשום	مسجلة	רשם	مُسَجَّل	PROPN	ADJ;NOM;INDF;FEM;SG
רשום	سجل	רשם	سَجَّل	PROPN	V;PFV;MASC;SG;3;ACT
רשום	تسجيل	רשם	تَسجِيل	PROPN	N;NOM;INDF;SG
רשום	السجل	רשם	سِجِلّ	PROPN	N;NOM;DEF;SG
רשום	التسجيل	רשם	تَسجِيل	PROPN	N;NOM;DEF;SG
רשום	مدرجة	רשם	مَدرَجَة	PROPN	N;NOM;INDF;SG
רשום	مدرج	רשם	مُدَرِّج	PROPN	N;NOM;INDF;SG
פורט	ميناء	פורט	مِينَاء	PROPN	N;NOM;INDF;SG
פורט	الميناء	פורט	مِينَاء	PROPN	N;NOM;DEF;SG
פורט	منفذ	פורט	مَنفَذ	PROPN	N;NOM;INDF;SG
פורט	بورت	פורט	بُورت	PROPN	
פורט	المنفذ	פורט	مَنفَذ	PROPN	N;NOM;DEF;SG
פורט	حصن	פורט	حَصَّن	PROPN	
פורט	الحصن	פורט	حَصن	PROPN	N;NOM;DEF;SG
פורט	فورت	פורט	فورت	PROPN	
שלל	نهب	שלל	نَهب		
שלל	الغنيمة	שלל	غَنِيم		N;NOM;DEF;SG
שלל	الغنائم	שלל	غَنِيمَة		N;NOM;DEF;PL
שלל	غنيمة	שלל	غنيمة		
שלל	غنيمة	שלל	غنيمة		
פורמט	نسق	פורמט	نَسَق	PROPN	N;NOM;INDF;SG
פורמט	الشكل	פורמט	شَكل	PROPN	N;NOM;DEF;SG
פורמט	تنسيق	פורמט	تَنسِيق	PROPN	N;NOM;INDF;SG
נחשף	كشفت	נחשף	كَشَف	V;MASC;SG;3;PST;MID	V;PFV;FEM;SG;3;ACT
נחשף	مكشوف	נחשף	مكشوف	V;MASC;SG;3;PST;MID	ADJ;NOM;INDF;MASC;SG
מודעות	التوعية	מודעה	تَوعِيَة	N;FEM;PL	N;NOM;DEF;SG
מודעות	وعي	מודעה	وَعي	N;FEM;PL	N;NOM;INDF;SG
מודעות	الوعي	מודעה	وَعي	N;FEM;PL	N;NOM;DEF;SG
פיל	فيل	פיל	فِيل	PROPN	
פיל	الفيل	פיל	فِيل	PROPN	N;NOM;DEF;SG
פיל	فيلا	פיל	فِيلَّا	PROPN	N;NOM;INDF;SG
איסוף	جمع	איסוף	جَمَع	N;MASC;SG	V;PFV;MASC;SG;3;ACT
איטלקית	ايطالي	איטלקית	إِيطَالِيّ	PROPN	ADJ;NOM;INDF;MASC;SG
איטלקית	الايطالية	איטלקית	إِيطَالِيَّة	PROPN	N;NOM;DEF;SG
איטלקית	ايطالية	איטלקית	إِيطَالِيّ	PROPN	ADJ;NOM;INDF;FEM;SG
איטלקית	ايطاليا	איטלקית	إِيطَالِيَا	PROPN	
איטלקית	الايطالي	איטלקית	إِيطَالِيّ	PROPN	N;NOM;DEF;SG
מכונת	الة	מכונה	آلَة	N;FEM;SG	
מכונת	ماكنة	מכונה	مَاكِن	N;FEM;SG	
דורון	دورون	דורון	دُورُون	PROPN	
חיובית	ايجابي	חיובי	إِيجَابِيّ	ADV	ADJ;NOM;INDF;MASC;SG
חיובית	الايجابي	חיובי	إِيجَابِيّ	ADV	ADJ;NOM;DEF;MASC;SG
חיובית	ايجابية	חיובי	إِيجَابِيّ	ADV	ADJ;NOM;INDF;FEM;SG
חיובית	الايجابية	חיובי	إِيجَابِيّ	ADV	ADJ;NOM;DEF;FEM;SG
חיובית	موجب	חיובי	مُوجِب	ADV	N;NOM;INDF;SG
מיקי	ميكي	מיקי	ميكي	PROPN	
לפרק	تفكيك	פירק	تَفكِيك	V;NFIN;ACT	N;NOM;INDF;SG
לפרק	تفكيكها	פירק	تفكيكها	V;NFIN;ACT	PRO;ACC;FEM;SG;3
לפרק	تفكيك	פירק	تَفكِيك	V;NFIN;ACT	N;NOM;INDF;SG
גולני	الجول	גולני	جَول	PROPN	N;NOM;DEF;SG
לקנות	اشتري	קנה	أَشتَر	V;NFIN;ACT	
לקנות	شراء	קנה	شِرَاء	V;NFIN;ACT	N;NOM;INDF;SG
הורים	الاهل	הורה	أَهل	N;MASC;PL	N;NOM;DEF;SG
קודמים	سابق	קדם	سَابِق	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
קודמים	سابقة	קדם	سَابِقَة	V;MASC;PL;V.PTCP;ACT	N;NOM;INDF;SG
קודמים	السابق	קדם	سَابِق	V;MASC;PL;V.PTCP;ACT	N;NOM;DEF;SG
קודמים	السابقة	קדם	سَابِق	V;MASC;PL;V.PTCP;ACT	ADJ;NOM;DEF;FEM;SG
הרווארד	هارفارد	הרווארד	هارفارد	PROPN	
הרווארד	هارفرد	הרווארד	هارفرد	PROPN	
תיעוד	التوثيق	תיעוד	تَوثِيق		N;NOM;DEF;SG
תיעוד	الوثائق	תיעוד	وَثِيقَة		N;NOM;DEF;PL
תיעוד	وثائق	תיעוד	وَثِيقَة		N;NOM;INDF;PL
תיעוד	المستندات	תיעוד	مُستَنَد		N;NOM;DEF;PL
עיתונים	الجريدة	עיתון	جَرِيد	N;MASC;PL	N;NOM;DEF;SG
עיתונים	الصحيفة	עיתון	صَحِيفَة	N;MASC;PL	N;NOM;DEF;SG
עיתונים	صحيفة	עיתון	صَحِيفَة	N;MASC;PL	N;NOM;INDF;SG
עיתונים	جريدة	עיתון	جَرِيدَة	N;MASC;PL	N;NOM;INDF;SG
מקלט	الملاذ	מקלט	مَلَاذ		N;NOM;DEF;SG
מקלט	ملاذ	מקלט	مَلَاذ		N;NOM;INDF;SG
מקלט	لجوء	מקלט	لُجُوء		N;NOM;INDF;SG
מקלט	اللجوء	מקלט	لُجُوء		N;NOM;DEF;SG
מצביע	التصويت	הצביע	تَصوِيت	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מצביע	تصويت	הצביע	تَصوِيت	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
מצביע	مؤشر	הצביע	مُؤَشِّر	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
מצביע	المؤشر	הצביע	مُؤَشِّر	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
מצביע	يشير	הצביע	أَشَار	V;MASC;SG;V.PTCP;ACT	V;IPFV;MASC;IND;SG;3;FIN;ACT
מצביע	مشيرا	הצביע	مُشِير	V;MASC;SG;V.PTCP;ACT	ADJ;ACC;INDF;MASC;SG
מחולק	انقسام	חולק	اِنقِسَام	V;MASC;SG;V.PTCP;PASS	N;NOM;INDF;SG
מחולק	مقسم	חולק	مَقسِم	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG
מחולק	مقسمة	חולק	مُقَسَّم	V;MASC;SG;V.PTCP;PASS	ADJ;NOM;INDF;FEM;SG
טועה	الخطا	טעה	خَطَا	V;MASC;SG;V.PTCP;ACT	N;NOM;DEF;SG
טועה	غلط	טעה	غَلط	V;MASC;SG;V.PTCP;ACT	
טועה	خطا	טעה	خَطّ	V;MASC;SG;V.PTCP;ACT	N;NOM;INDF;SG
טועה	خاطئ	טעה	خَاطِئ	V;MASC;SG;V.PTCP;ACT	ADJ;NOM;INDF;MASC;SG
היער	الغابات	היער	غَابَة		N;NOM;DEF;PL
היער	الغابة	היער	غَابَة		N;NOM;DEF;SG
היער	غابة	היער	غَابَة		N;NOM;INDF;SG
היער	غابات	היער	غَابَة		N;NOM;INDF;PL
הרגיל	المعتاد	הרגיל	مُعتَاد	ADV	ADJ;NOM;DEF;MASC;SG
טייס	التجريبية	טייס	تَجرِيبِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
קר	البرد	קר	بُرد		N;NOM;DEF;SG
קר	بارد	קר	بَارِد		
קר	الباردة	קר	بَارِد		N;NOM;DEF;SG
קר	باردة	קר	بَارِد		ADJ;NOM;INDF;FEM;SG
קר	برد	קר	برد		
שרידים	مخلفات	שריד	مُخَلَّف	N;MASC;PL	ADJ;NOM;INDF;FEM;PL
יוליוס	جوليوس	יוליוס	جُولِيُوس	PROPN	
הווארד	هوارد	הווארד	هوارد	PROPN	
הווארד	هاوارد	הווארד	هاوارد	PROPN	
הווארד	هاورد	הווארד	هاورد	PROPN	
נערה	بنت	נערה	بَنَى	N;FEM;SG	V;PFV;FEM;SG;3;ACT
נעמי	ناعومي	נעמים	ناعومي	PROPN	
נעמי	نعومي	נעמים	نعومي	PROPN	
שים	ضع	None	ضَعّ		
שים	حط	None	حَطّ		V;PFV;MASC;SG;3;ACT
יסודי	ابتدائية	יסודי	اِبتِدَائِيّ	N;MASC;SG	ADJ;NOM;INDF;FEM;SG
יסודי	الابتدائية	יסודי	اِبتِدَائِيّ	N;MASC;SG	ADJ;NOM;DEF;FEM;SG
קייב	كييف	קייב	كييف	PROPN	
קייב	كييف	קייב	كييف	PROPN	
טנק	تانك	טנק	تَانك	N;MASC;SG	
שרשרת	عقد	שרשרת	عَقَد	N;FEM;SG	V;PFV;MASC;SG;3;ACT
התחום	النطاق	התחום	نِطَاق		N;NOM;DEF;SG
התחום	مجال	התחום	مَجَال		N;NOM;INDF;SG
התחום	المجال	התחום	مَجَال		N;NOM;DEF;SG
מומחים	متخصصين	מומחה	مُتَخَصِّص	N;MASC;PL	ADJ;ACC;INDF;MASC;PL
מומחים	متخصصون	מומחה	مُتَخَصِّص	N;MASC;PL	ADJ;NOM;INDF;MASC;PL
עוצמה	قوى	עוצמה	قُوَّة	N;FEM;SG	N;NOM;INDF;PL
עוצמה	قوي	עוצמה	قَوِيّ	N;FEM;SG	ADJ;NOM;INDF;MASC;SG
עוצמה	قوية	עוצמה	قَوِيّ	N;FEM;SG	ADJ;NOM;INDF;FEM;SG
נדרשת	المطلوبة	נדרש	مَطلُوب	V;FEM;SG;V.PTCP;MID	ADJ;NOM;DEF;FEM;SG
נדרשת	مطلوب	נדרש	مَطلُوب	V;FEM;SG;V.PTCP;MID	ADJ;NOM;INDF;MASC;SG
נדרשת	مطلوبة	נדרש	مطلوبة	V;FEM;SG;V.PTCP;MID	ADJ;NOM;INDF;FEM;SG
נדרשת	المطلوب	נדרש	مَطلُوب	V;FEM;SG;V.PTCP;MID	ADJ;NOM;DEF;MASC;SG
האיסור	بحظر	האיסור	بحظر	PROPN	
האיסור	الحظر	האיסור	حَظر	PROPN	N;NOM;DEF;SG
האיסור	حظر	האיסור	حَظر	PROPN	N;NOM;INDF;SG
האוסקר	الاوسكار	האוסקר	وِسكَار	N;MASC;SG	
זרות	اجنبي	זרות	أَجنَبِيّ		ADJ;NOM;INDF;MASC;SG
זרות	الاجنبي	זרות	أَجنَبِيّ		ADJ;NOM;DEF;MASC;SG
