periferia	predmestja	periferia	predmestje	N;FEM;SG	N;NOM;NEUT;PL
organizzati	organizirane	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
organizzati	organizirani	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
organizzati	organizirano	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
organizzati	organiziran	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
organizzati	organizirana	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
organizzati	organizirane	organizzare	organiziran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
giuridico	zakonito	giuridico	zakonit	ADJ;MASC;SG	ADV
giuridico	pravne	giuridico	praven	ADJ;MASC;SG	ADJ;NOM;FEM;PL
ambientali	okoljsko	ambientale	okoljski	ADJ;PL	ADJ;NOM;NEUT;SG
ambientali	okoljski	ambientale	okoljski	ADJ;PL	ADJ;NOM;MASC;SG
sentimento	občutki	sentimento	občutek	N;MASC;SG	N;NOM;MASC;PL
sentimento	občutki	sentimento	občutek	N;MASC;SG	N;NOM;MASC;PL
sentimento	čustev	sentimento	čustvo	N;MASC;SG	N;GEN;NEUT;PL
sentimento	čustva	sentimento	čustvo	N;MASC;SG	N;NOM;NEUT;PL
sentimento	občutke	sentimento	občutek	N;MASC;SG	N;ACC;MASC;PL
positivi	pozitiven	positivo	pozitiven	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG
positivi	pozitivni	positivo	pozitiven	ADJ;MASC;PL	ADJ;NOM;MASC;SG
positivi	pozitivna	positivo	pozitiven	ADJ;MASC;PL	ADJ;NOM;FEM;SG
positivi	pozitivno	positivo	pozitiven	ADJ;MASC;PL	ADV
sopravvivere	preživetje	sopravvivere	preživetje	V;NFIN	N;NOM;NEUT;SG
ricercatori	raziskovalca	ricercatore	raziskovalec	N;MASC;PL	N;ANIM;ACC;MASC;SG
cifre	števki	cifra	števka	N;FEM;PL	N;NOM;FEM;DU
mensile	mesečno	mensile	mesečno	ADJ;SG	ADV
stili	styles	stile	styles	N;MASC;PL	
costanza	constance	costanza	constanec	N;FEM;SG	PROPN;NOM;MASC;SG
fibre	vlakno	fibra	vlakno	N;FEM;PL	N;NOM;NEUT;SG
fibre	vlakno	fibra	vlakno	N;FEM;PL	N;NOM;NEUT;SG
espresse	izražena	esprimere	izražen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
espresse	izraženo	esprimere	izražen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
espresse	izraženi	esprimere	izražen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
espresse	izražen	esprimere	izražen	V;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
avellino	avellino	avellino	avellina	N;MASC;SG	PROPN;NOM;NEUT;SG
ettari	hektar	ettaro	hektar	N;MASC;PL	N;NOM;MASC;SG
aggiunti	dodana	aggiunto	dodan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
aggiunti	dodane	aggiunto	dodan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
aggiunti	dodanih	aggiunto	dodan	V;MASC;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
aggiunti	dodan	aggiunto	dodan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
aggiunti	dodani	aggiunto	dodan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
aggiunti	dodano	aggiunto	dodan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
españa	españa	espanare	españa	N;FEM;SG	PROPN;NOM;FEM;SG
beck	beck	beck	beck	N;MASC;SG	
veloci	hitro	veloce	hitro	ADJ;PL	ADV
veloci	hitri	veloce	hiter	ADJ;PL	ADJ;NOM;DEF;MASC;SG
veloci	hiter	veloce	hiter	ADJ;PL	ADJ;NOM;INDF;MASC;SG
veloci	hitra	veloce	hiter	ADJ;PL	ADJ;NOM;FEM;SG
veloci	hitro	veloce	hitro	ADJ;PL	ADV
xxx	xxx	xxx	xxx	NUM	N;NOM;MASC;SG
annualmente	letna	annualmente	leten	ADV	ADJ;NOM;FEM;SG
caduto	padle	cadere	pasti	V;MASC;SG;PST;V.PTCP	V;PFV;FEM;PL;V.PTCP
caduto	padli	cadere	pasti	V;MASC;SG;PST;V.PTCP	V;PFV;MASC;PL;V.PTCP
contenute	vseboval	contenere	vsebovati	V;FEM;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
contenute	vsebovala	contenere	vsebovati	V;FEM;PL;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
leslie	leslie	leslia	leslet	N;FEM;SG	PROPN;NOM;MASC;SG
animato	animirani	animare	animiran	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
bizantina	bizantinski	bizantina	bizantinski	ADJ;FEM;SG	ADJ;NOM;MASC;PL
clara	clara	clara	clar	N;FEM;SG	PROPN;NOM;FEM;SG
competenze	usposobljenost	competenza	usposobljenost	N;FEM;PL	N;NOM;FEM;SG
competenze	pristojnost	competenza	pristojnost	N;FEM;PL	N;NOM;FEM;SG
competenze	usposobljenost	competenza	usposobljenost	N;FEM;PL	N;NOM;FEM;SG
competenze	strokovnost	competenza	strokovnost	N;FEM;PL	N;NOM;FEM;SG
funzionario	uradna	funzionario	uraden	N;MASC;SG	ADJ;NOM;FEM;SG
funzionario	uradno	funzionario	uradno	N;MASC;SG	ADV
funzionario	uradni	funzionario	uraden	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
prezzi	cen	prezzo	cena	N;MASC;PL	N;NOM;FEM;SG
rinuncia	opustitev	rinunciare	opustitev	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
sacri	sveta	sacro	svet	ADJ;MASC;PL	N;NOM;MASC;SG
sacri	sveto	sacro	svet	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
scelti	izbrano	scegliere	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
scelti	izbrani	scegliere	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
scelti	izbrana	scegliere	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
scelti	izbran	scegliere	izbran	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
lana	volna	lana	volna	N;FEM;SG	ADJ;NOM;FEM;SG
lana	volne	lana	volna	N;FEM;SG	ADJ;NOM;FEM;SG
lana	volno	lana	volna	N;FEM;SG	ADV
adiacenti	sosednji	adiacente	sosednji	ADJ;PL	ADJ;NOM;DEF;MASC;SG
adiacenti	sosednja	adiacente	sosednji	ADJ;PL	ADJ;NOM;FEM;SG
disastro	katastrofe	disastro	katastrofa	N;MASC;SG	N;NOM;FEM;PL
costanzo	costanzo	costanzo	costanz	N;MASC;SG	
testimoni	priča	testimonio	priča	N;MASC;PL	N;NOM;FEM;SG
diffusi	razpršenih	diffondere	razpršen	V;MASC;PL;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
magnus	magnus	magnus	magnus	N;MASC;SG	
straordinario	izredno	straordinario	izredno	ADJ;MASC;SG	ADV
straordinario	podaljšek	straordinario	podaljšek	ADJ;MASC;SG	N;NOM;MASC;SG
straordinario	nadure	straordinario	nadura	ADJ;MASC;SG	N;NOM;FEM;PL
camere	sob	camera	sob	N;FEM;PL	N;ACC;MASC;SG
qualifiche	kvalificiranih	qualifica	kvalificiran	N;FEM;PL	ADJ;GEN;MASC;PL;V.PTCP
qualifiche	kvalificiran	qualifica	kvalificiran	N;FEM;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
qualifiche	usposobljenost	qualifica	usposobljenost	N;FEM;PL	N;NOM;FEM;SG
consecutivi	zaporedna	consecutivo	zaporeden	ADJ;MASC;PL	ADJ;NOM;FEM;SG
consecutivi	zaporedoma	consecutivo	zaporedoma	ADJ;MASC;PL	ADV
consecutivi	zaporedno	consecutivo	zaporeden	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
consecutivi	zaporedni	consecutivo	zaporeden	ADJ;MASC;PL	ADJ;NOM;MASC;SG
apprezzato	cenjeni	apprezzare	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
apprezzato	cenjena	apprezzare	cenjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
solido	trdni	solido	trden	ADJ;MASC;SG	ADJ;NOM;MASC;PL
solido	trdne	solido	trden	ADJ;MASC;SG	ADJ;NOM;FEM;PL
solido	trdno	solido	trdno	ADJ;MASC;SG	ADV
straniera	tuje	straniero	tuj	N;FEM;SG	ADJ;NOM;FEM;PL
straniera	tuja	straniero	tuj	N;FEM;SG	ADJ;NOM;FEM;SG
straniera	tuji	straniero	tuj	N;FEM;SG	ADJ;NOM;MASC;PL
muri	obzidje	muro	obzidje	N;MASC;PL	N;NOM;NEUT;SG
owen	owen	owen	owen	PROPN	N;NOM;MASC;SG
controllato	nadzorovano	controllare	nadzorovan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
controllato	nadzorovanih	controllare	nadzorovan	V;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
controllato	nadzorovana	controllare	nadzorovan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
controllato	nadzorovan	controllare	nadzorovan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
controllato	nadzorovani	controllare	nadzorovan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
controllato	preverjeno	controllare	preverjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
controllato	preverjena	controllare	preverjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
architettonico	arhitekturne	architettonico	arhitekturen	ADJ;MASC;SG	ADJ;NOM;FEM;PL
short	kratki	short	kratek	N	ADJ;NOM;DEF;MASC;SG
short	kratko	short	kratko	N	ADV
short	kratek	short	kratek	N	ADJ;NOM;INDF;MASC;SG
short	kratka	short	kratek	N	ADJ;NOM;FEM;SG
short	kratke	short	kratek	N	ADJ;NOM;FEM;PL
oslo	oslo	oslo	oslo	N;MASC	PROPN;NOM;MASC;SG
abbigliamento	oblačila	abbigliamento	oblačilo	N;MASC;SG	N;NOM;NEUT;PL
abbigliamento	obleke	abbigliamento	obleka	N;MASC;SG	N;NOM;FEM;PL
abbigliamento	oblačil	abbigliamento	oblačilo	N;MASC;SG	N;GEN;NEUT;PL
abbigliamento	oblačila	abbigliamento	oblačilo	N;MASC;SG	N;NOM;NEUT;PL
abbigliamento	obleke	abbigliamento	obleka	N;MASC;SG	N;NOM;FEM;PL
abbigliamento	oblačila	abbigliamento	oblačilo	N;MASC;SG	N;NOM;NEUT;PL
where	kjer	where	kjer		CONJ
where	kje	where	kje		ADV
serpente	kače	serpente	kača	N;MASC;SG	N;NOM;FEM;PL
illustrato	prikazano	illustrare	prikazan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
illustrato	prikazan	illustrare	prikazan	V;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
most	večina	most	večina		N;NOM;FEM;SG
most	večini	most	večina		N;DAT;FEM;SG
most	največ	most	največ		DET
most	najbolj	most	najbolj		ADV;RL
straordinaria	izredno	straordinario	izredno	ADJ;FEM;SG	ADV
interessati	zaskrbljena	interessato	zaskrbljen	ADJ;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
interessati	zaskrbljen	interessato	zaskrbljen	ADJ;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
interessati	zanima	interessato	zanimati	ADJ;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
interessati	zainteresirana	interessato	zainteresiran	ADJ;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
vincente	zmagovalec	vincente	zmagovalec	ADJ;SG	N;NOM;MASC;SG
vincente	zmagovalka	vincente	zmagovalka	ADJ;SG	N;NOM;FEM;SG
peggio	najslabša	peggio	slab	ADV	ADJ;NOM;RL;FEM;SG
peggio	najhujši	peggio	hud	ADV	ADJ;NOM;DEF;RL;MASC;SG
peggio	najslabši	peggio	slab	ADV	ADJ;NOM;DEF;RL;MASC;SG
peggio	najhujše	peggio	hud	ADV	ADJ;NOM;RL;NEUT;SG
peggio	slabše	peggio	slab	ADV	ADJ;NOM;CMPR;NEUT;SG
peggio	hujše	peggio	hud	ADV	ADJ;NOM;CMPR;NEUT;SG
rare	redko	raro	redko	ADJ;FEM;PL	ADV
trasmessi	posredovana	trasmettere	posredovan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
trasmessi	posredovane	trasmettere	posredovan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
trasmessi	posredovani	trasmettere	posredovan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
bosnia	bosna	bosnia	bosen	N;FEM;SG	ADJ;NOM;FEM;SG
artistiche	umetniška	artistico	umetniški	ADJ;FEM;PL	ADJ;NOM;FEM;SG
artistiche	umetniško	artistico	umetniški	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
artistiche	umetniški	artistico	umetniški	ADJ;FEM;PL	ADJ;NOM;MASC;SG
rivolte	upor	rivolgere	upor	V;FEM;PL;PST;V.PTCP	N;NOM;MASC;SG
rivolte	nemiri	rivolgere	nemira	V;FEM;PL;PST;V.PTCP	N;NOM;MASC;PL
rivolte	upirajo	rivolgere	upirati	V;FEM;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
rivolte	nemiri	rivolgere	nemira	V;FEM;PL;PST;V.PTCP	N;NOM;MASC;PL
rivolte	nemirov	rivolgere	nemir	V;FEM;PL;PST;V.PTCP	N;GEN;MASC;PL
rivolte	uporov	rivolgere	upor	V;FEM;PL;PST;V.PTCP	N;GEN;MASC;PL
vivente	živeti	vivente	živeti	ADJ;SG	V;IPFV;NFIN
vivente	živel	vivente	živeti	ADJ;SG	V;IPFV;MASC;SG;V.PTCP
vivente	živela	vivente	živeti	ADJ;SG	V;IPFV;FEM;SG;V.PTCP
nona	nona	nono	nona	ADJ;FEM;SG	N;NOM;FEM;SG
urss	zssr	urss	zssra	N;FEM	PROPN;NOM;MASC;SG
celebrato	praznovali	celebrare	praznovati	V;MASC;SG;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
territoriali	teritorialno	territoriale	teritorialno	ADJ;PL	ADJ;NOM;NEUT;SG
territoriali	ozemeljsko	territoriale	ozemeljski	ADJ;PL	ADJ;NOM;NEUT;SG
sapienza	modrosti	sapienza	modrost	N;FEM;SG	N;GEN;FEM;PL
offerto	ponujena	offrire	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
offerto	ponujenih	offrire	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;GEN;MASC;PL;V.PTCP
offerto	ponujene	offrire	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
offerto	ponujeni	offrire	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
offerto	ponujeno	offrire	ponujen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vampiro	vampirji	vampiro	vampir	N;MASC;SG	N;NOM;MASC;PL
vampiro	vampirski	vampiro	vampirski	N;MASC;SG	ADJ;NOM;MASC;SG
drive	vozi	drive	voziti	N	V;IPFV;IND;SG;3;PRS;FIN
corda	vrvi	corda	vrv	N;FEM;SG	N;NOM;FEM;PL
ninja	ninja	ninja	nime	N	
incinta	noseče	incinto	noseč	N;FEM;SG	ADJ;NOM;FEM;PL;V.PTCP
incinta	noseča	incinto	noseča	N;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
feltrinelli	feltrinelli	feltrinello	feltrinell	N;FEM;PL	N;NOM;MASC;SG
confermata	potrjen	confermare	potrjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
confermata	potrjeno	confermare	potrjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
confermata	potrjeni	confermare	potrjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
confermata	potrjena	confermare	potrjen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
cittadella	citadele	cittadella	citadel	N;FEM;SG	N;NOM;FEM;PL
fortunato	srečko	fortunato	srečka	ADJ;MASC;SG	N;NOM;MASC;SG
fortunato	lucky	fortunato	lucky	ADJ;MASC;SG	N;NOM;MASC;SG
fortunato	sreča	fortunato	sreča	ADJ;MASC;SG	N;NOM;FEM;SG
fortunato	fortunato	fortunato	fortunat	ADJ;MASC;SG	ADV
human	človeško	human	človeški	N	ADJ;NOM;NEUT;SG
human	človeška	human	človeški	N	ADJ;NOM;FEM;SG
human	človeški	human	človeški	N	ADJ;NOM;MASC;SG
inviati	poslan	inviare	poslan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
inviati	poslana	inviare	poslan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
inviati	poslani	inviare	poslan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
inviati	poslano	inviare	poslan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
inviati	poslane	inviare	poslan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
lucy	lucy	lucy	lucy	N;FEM;SG	PROPN;NOM;FEM;SG
asiatico	azijske	asiatico	azijski	ADJ;MASC;SG	ADJ;NOM;FEM;PL
asiatico	azijskih	asiatico	azijski	ADJ;MASC;SG	ADJ;GEN;MASC;PL
lars	lars	lars	lars	N;MASC;SG	PROPN;NOM;MASC;SG
wikipediani	wikipedians	wikipediani	wikipedians	N;MASC;PL	N;NOM;MASC;SG
latini	latino	latino	latina	N;MASC;PL	N;NOM;FEM;SG
latini	latinsko	latino	latinsko	N;MASC;PL	ADJ;NOM;NEUT;SG
urbino	urbino	urbino	urbina	N;MASC;SG	ADV
powell	powell	powell	powelati	N;MASC;SG	
ricognizione	izvidniški	ricognizione	izvidniški	N;FEM;SG	ADJ;NOM;DEF;MASC;SG
ricognizione	izvidniška	ricognizione	izvidniški	N;FEM;SG	ADJ;NOM;FEM;SG
lento	počasi	lento	počasi	ADJ;MASC;SG	ADV
pacific	pacific	pacifico	pacifica	N;MASC	
venduta	prodani	vendere	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
venduta	prodano	vendere	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
venduta	prodana	vendere	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
venduta	prodan	vendere	prodan	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
public	javna	public	javen	N	ADJ;NOM;FEM;SG
public	javno	public	javno	N	ADV
thailandia	tajska	thailandia	tajski	N;FEM;SG	ADJ;NOM;FEM;SG
thailandia	tajsko	thailandia	tajski	N;FEM;SG	ADJ;NOM;NEUT;SG
thailandia	tajske	thailandia	tajski	N;FEM;SG	ADJ;NOM;FEM;PL
radiazione	sevanja	radiazione	sevanji	N;FEM;SG	N;NOM;NEUT;PL
veda	veda	vedere	veda	V;SBJV;SG;3;PRS;FIN	N;NOM;FEM;SG
vario	raznolike	vario	raznolik	ADJ;MASC;SG	ADJ;NOM;FEM;PL
vario	razno	vario	razno	ADJ;MASC;SG	
vario	razni	vario	razen	ADJ;MASC;SG	ADJ;NOM;MASC;PL
visitatori	obiskovalec	visitatore	obiskovalec	N;MASC;PL	N;NOM;MASC;SG
saltare	preskok	saltare	preskok	V;NFIN	N;NOM;MASC;SG
saltare	skok	saltare	skok	V;NFIN	N;NOM;MASC;SG
saltare	skoči	saltare	skočiti	V;NFIN	
saltare	skip	saltare	skip	V;NFIN	N;NOM;MASC;SG
saltare	skakanje	saltare	skakanje	V;NFIN	N;NOM;NEUT;SG
saltare	skoki	saltare	skok	V;NFIN	N;NOM;MASC;PL
laguna	lagune	laguna	laguna	N;FEM;SG	N;NOM;FEM;PL
rappresentati	zastopane	rappresentare	zastopan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
rappresentati	zastopani	rappresentare	zastopan	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
rappresentati	predstavljal	rappresentare	predstavljati	V;MASC;PL;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
nestor	nestor	nestor	nestor	N;MASC;SG	PROPN;NOM;MASC;SG
stoccarda	stuttgart	stoccardare	stuttgart	N;FEM;SG	
castiglione	castiglione	castiglione	castiglion	N;FEM;SG	PROPN;NOM;MASC;SG
galli	tiči	galle	tičati	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
galli	tiče	galle	tikati	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
ricostruito	obnovljene	ricostruire	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
ricostruito	rekonstruirani	ricostruire	rekonstruiran	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;PL
ricostruito	obnovljena	ricostruire	obnovljen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
secondari	sekundarno	secondario	sekundaren	ADJ;MASC;PL	ADV
secondari	sekundarni	secondario	sekundaren	ADJ;MASC;PL	ADJ;NOM;MASC;SG
secondari	sekundarna	secondario	sekundarn	ADJ;MASC;PL	ADJ;NOM;FEM;SG
nominata	nominiran	nominare	nominiran	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
sospeso	prekinjeno	sospendere	prekinjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
sospeso	prekinjena	sospendere	prekinjen	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vendute	prodani	vendere	prodan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
vendute	prodano	vendere	prodan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
vendute	prodana	vendere	prodan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
vendute	prodan	vendere	prodan	V;FEM;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
verlag	verlag	verlag	verlag	N;MASC	
mississippi	mississippi	mississippio	mississippa	N;MASC;SG	N;NOM;MASC;PL
miniere	rudarstvo	miniera	rudarstvo	N;FEM;PL	N;NOM;NEUT;SG
miniere	mine	miniera	miniti	N;FEM;PL	V;PFV;IND;SG;3;PRS;FIN
rilascio	izpusti	rilascio	izpustiti	N;MASC;SG	V;PFV;IND;SG;3;PRS;FIN
uniche	edinstveno	unico	edinstven	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
uniche	edinstven	unico	edinstven	ADJ;FEM;PL	ADJ;NOM;INDF;MASC;SG
uniche	edinstvena	unico	edinstven	ADJ;FEM;PL	ADJ;NOM;FEM;SG
uniche	enkratna	unico	enkraten	ADJ;FEM;PL	ADJ;NOM;FEM;SG
ashley	ashley	ashley	ashley	N;FEM	PROPN;NOM;FEM;SG
attilio	attilio	attilio	attilio	N;MASC;SG	PROPN;NOM;MASC;SG
missile	raketni	missile	raketen	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
liegi	liège	liegio	limga	N;MASC;PL	PROPN;NOM;MASC;SG
pensione	pokojnine	pensione	pokojnina	N;FEM;SG	N;NOM;FEM;PL
saudita	saudova	saudire	saudov	ADJ;FEM;SG	N;NOM;FEM;SG
masse	mas	massa	masa	N;FEM;PL	
mila	mila	mila	mila	NUM	N;NOM;FEM;SG
illuminazione	osvetlitve	illuminazione	osvetlitev	N;FEM;SG	N;NOM;FEM;PL
minacce	grožnja	minaccia	grožnja	N;FEM;PL	N;NOM;FEM;SG
dovere	dolžnosti	dovere	dolžnost	N;MASC;SG	N;NOM;FEM;PL
mezzogiorno	opoldne	mezzogiorno	opoldne	N;MASC;SG	ADV
mezzogiorno	poldne	mezzogiorno	polden	N;MASC;SG	ADV
mangiare	jej	mangiare	jesti	V;NFIN	
mangiare	jest	mangiare	jest	V;NFIN	
bucarest	bukarešti	bucarest	bukarešti	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
karen	karen	karen	karen	N;FEM;SG	PROPN;NOM;FEM;SG
cortina	cortini	cortina	cortina	N;FEM;SG	PROPN;NOM;FEM;SG
esposta	izpostavljen	esporre	izpostavljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
esposta	izpostavljeni	esporre	izpostavljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
esposta	izpostavljena	esporre	izpostavljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
esposta	izpostavljeno	esporre	izpostavljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP
esposta	izpostavljene	esporre	izpostavljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
fattoria	kmetiji	fattoria	kmetija	N;FEM;SG	N;NOM;FEM;DU
petrolio	olja	petrolio	olje	N;MASC;SG	N;NOM;NEUT;PL
petrolio	nafte	petrolio	nafta	N;MASC;SG	N;NOM;FEM;PL
mas	mas	mas	masa	N;SG	
protestante	protestantske	protestante	protestantski	ADJ;SG	ADJ;NOM;FEM;PL
manifesta	manifest	manifestare	manifest	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
primario	primarno	primario	primaren	ADJ;MASC;SG	ADV
primario	primarne	primario	primaren	ADJ;MASC;SG	ADJ;NOM;FEM;PL
bin	bin	bine	bin	N	
amata	ljubljena	amato	ljubljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
amata	ljubljeni	amato	ljubljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
amata	ljubljena	amato	ljubljen	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
arancione	oranžno	arancione	oranžen	N;MASC;SG	ADV
arancione	oranžni	arancione	oranžen	N;MASC;SG	ADJ;NOM;DEF;MASC;SG
arancione	oranžne	arancione	oranžen	N;MASC;SG	ADJ;NOM;FEM;PL
arancione	oranžna	arancione	oranžen	N;MASC;SG	ADJ;NOM;FEM;SG
legnano	legnano	legnare	legnano	N;MASC;SG	ADV
lipsia	leipzig	lipsia	leipzig	N;FEM;SG	PROPN;NOM;MASC;SG
joel	joel	joel	joel	N	PROPN;NOM;MASC;SG
combinata	kombinirano	combinata	kombiniran	N;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
