शोधकर्ता	výskumník	शोधकर्ता	výskumník	N;NOM;MASC;PL;3	N;ANIM;NOM;MASC;SG
बिज़नेस	obchodné	बिज़नेस	obchodný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
बिज़नेस	obchody	बिज़नेस	obchod	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
प्रतिबद्ध	zaviazala	प्रतिबद्ध	zaviazať	ADJ	V;PFV;FEM;SG;POS;PST;V.PTCP
प्रतिबद्ध	spáchal	प्रतिबद्ध	spáchať	ADJ	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
कॉलोनी	kolónie	कॉलोनी	kolónia	N;NOM;FEM;SG;3	N;NOM;FEM;PL
कॉलोनी	kolóniu	कॉलोनी	kolónia	N;NOM;FEM;SG;3	N;ACC;FEM;SG
कॉलोनी	kolónii	कॉलोनी	kolónia	N;NOM;FEM;SG;3	N;DAT;FEM;SG
आवंटन	prideľovania	आवंटन	prideľovanie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
बाला	bala	बाला	bať	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
कार्लोस	carlosa	कार्लोस	carlos	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
कार्लोस	carlos	कार्लोस	carlos	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
अनीता	alica	अनीता	alica	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
अनीता	alenka	अनीता	alenka	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
अनीता	alice	अनीता	alice	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
अनीता	anita	अनीता	anita	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
अनोखा	román	अनोखा	román	ADJ;NOM;MASC;SG	N;INAN;NOM;MASC;SG
अनोखा	novela	अनोखा	novieť	ADJ;NOM;MASC;SG	N;NOM;FEM;SG
रिएक्टर	reaktora	रिएक्टर	reaktor	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
करीना	karina	करी	karina	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
कपाल	lebku	कपाल	lebka	N;NOM;MASC;SG;3	N;ACC;FEM;SG
कपाल	lebky	कपाल	lebka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
श्रोता	poslucháčov	श्रोता	poslucháč	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
श्रोता	diváci	श्रोता	divák	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
कॉमन	časté	कॉमन	častý		ADJ;NOM;NEUT;SG
आपेक्षिकता	relativity	आपेक्षिकता	relativita	N;NOM;FEM;SG;3	N;NOM;FEM;PL
लेम्बोर्गिनी	lamborghini	लेम्बोर्गिनी	lamborghiňa	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
प्याज	cibule	प्याज	cibula	N;NOM;MASC;SG;3	N;NOM;FEM;PL
प्याज	cibuľu	प्याज	cibuľa	N;NOM;MASC;SG;3	N;ACC;FEM;SG
प्याज	cibule	प्याज	cibula	N;NOM;MASC;SG;3	N;NOM;FEM;PL
प्याज	cibuľu	प्याज	cibuľa	N;NOM;MASC;SG;3	N;ACC;FEM;SG
असीमित	nekonečnej	असीमित	konečný	ADJ;NOM	ADJ;GEN;FEM;SG
असीमित	nekonečne	असीमित	nekonečne	ADJ;NOM	ADV
बग	chrobák	बग	chrobák		N;ANIM;NOM;MASC;SG
बग	chyby	बग	chyba		N;NOM;FEM;PL
बग	chýb	बग	chýb		N;GEN;FEM;PL
बग	chrobákov	बग	chrobák		N;ANIM;GEN;MASC;PL
बग	chrobáky	बग	chrobák		N;INAN;NOM;MASC;PL
मॉस्को	moskve	मॉस्को	moskva	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
मॉस्को	moskvy	मॉस्को	moskva	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
मॉस्को	moskva	मॉस्को	moskvo	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
बूटी	korisť	बूटी	korisť		N;NOM;FEM;SG
सोम	soma	सोम	soma	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
सोम	mon	सोम	mon	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
चन्द्रशेखर	chandrasekhar	चन्द्रशेखर	chandrasekhar	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
टर्नर	turner	टर्नर	turner	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
हिमानी	ľadovec	हिमानी	ľadovec	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
हिमानी	himalájach	हिमानी	himaláj	PROPN;NOM;MASC;SG;3	N;ESS;FEM;PL
ट्रांस	trans	ट्रांस	trans		PROPN;ANIM;NOM;MASC;SG
मेहमान	hostí	मेहमान	hostiť	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;PL
मेहमान	hosťom	मेहमान	hosť	N;NOM;MASC;SG;3	N;ANIM;DAT;MASC;PL
मेहमान	hostia	मेहमान	hosť	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
मेहमान	hosťa	मेहमान	hosť	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
नियमन	nariadenia	नियमन	nariadenie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
नियमन	regulácie	नियमन	regulácia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
जहर	jedom	जहर	jes		N;INAN;INS;MASC;SG
जहर	otráviť	जहर	otráviť		V;PFV;POS;NFIN
जहर	jedu	जहर	jed		N;INAN;GEN;MASC;SG
जहर	jed	जहर	jed		N;INAN;NOM;MASC;SG
गतिज	kinetické	गतिज	kinetický	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
तन	tan	तन	tan		PROPN;NOM;FEM;SG
यूटीसी	utc	यूटीसी	utc	PROPN;NOM;MASC;SG;3	
वेनिस	benátkach	वेनिस	benátka	PROPN;NOM;MASC;SG;3	N;INS;FEM;PL
वेनिस	venice	वेनिस	venica	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
आईएसओ	iso	आईएसओ	iso	PROPN;NOM;MASC;SG;3	
पिंडों	ingoty	पिंड	ingot	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
युगांडा	ugande	युगांडा	ugande	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सुगंध	vonných	सुगंध	vonný	N;NOM;FEM;SG;3	ADJ;GEN;MASC;PL
सुगंध	vône	सुगंध	vôňa	N;NOM;FEM;SG;3	N;NOM;FEM;PL
सुगंध	arómu	सुगंध	aróm	N;NOM;FEM;SG;3	N;ACC;FEM;SG
जस्टिन	justin	जस्टिन	justin	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
जस्टिन	justina	जस्टिन	justina	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
सरकारें	vlád	सरकार	vlád	N;NOM;FEM;PL;3	N;GEN;FEM;PL
सरकारें	vládam	सरकार	vládam	N;NOM;FEM;PL;3	N;DAT;FEM;PL
अहंकार	ega	अहंकार	ega	N;NOM;MASC;SG;3	N;GEN;NEUT;SG
अहंकार	ego	अहंकार	ego	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
ज़ाहिर	prezradiť	जाहिर	prezradiť		V;PFV;POS;NFIN
ठेठ	typický	ठेठ	typický		ADJ;ANIM;NOM;MASC;SG
ठेठ	typická	ठेठ	typický		ADJ;NOM;FEM;SG
ठेठ	typické	ठेठ	typický		ADJ;NOM;NEUT;SG
ठेठ	typicky	ठेठ	typicky		ADV
फ़ोर्स	nútiť	फानर्स	nútiť	N;NOM;FEM;SG;3	V;IPFV;POS;NFIN
फ़ोर्स	prinútiť	फानर्स	prinútiť	N;NOM;FEM;SG;3	V;PFV;POS;NFIN
उलट	obrátenej	उलट	obrátený		ADJ;GEN;FEM;SG;POS;V.PTCP;PASS
मोरक्को	maroko	मोरक्को	maroko	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
सुमात्रा	sumatra	सुमात्रा	sumatra	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
छड़ी	palica	छड़	palica	V;PFV;FEM;SG;V.PTCP;ACT	N;NOM;FEM;SG
छड़ी	palicu	छड़	palica	V;PFV;FEM;SG;V.PTCP;ACT	N;ACC;FEM;SG
दाम	price	दाम	prica	N;NOM;MASC;PL;3	PROPN;ANIM;NOM;MASC;SG
दाम	cena	दाम	cena	N;NOM;MASC;PL;3	N;NOM;FEM;SG
दाम	cene	दाम	cena	N;NOM;MASC;PL;3	N;DAT;FEM;SG
नहरें	kanála	नहर	kanál	N;NOM;FEM;PL;3	N;INAN;GEN;MASC;SG
नहरें	riek	नहर	rieka	N;NOM;FEM;PL;3	N;GEN;FEM;PL
हमलावर	útočníkov	हमलावर	útočník	N;NOM;MASC;PL;3	N;ANIM;ACC;MASC;PL
नॉर्मन	norman	नॉर्मन	norman	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
सराहा	ocenené	सराह	ocenený	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
सराहा	cení	सराह	ceniť	V;PFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;POS;PRS;FIN
लैंडिंग	pristátia	लैंडिंग	pristátiť	N;NOM;FEM;SG;3	N;NOM;NEUT;PL
लैंडिंग	pristáť	लैंडिंग	pristáť	N;NOM;FEM;SG;3	V;PFV;POS;NFIN
माँगा	manga	माँग	manga	V;MASC;SG;V.PTCP;ACT	N;NOM;FEM;SG
स्थायित्व	výdrž	स्थायित्व	výdrž		N;NOM;FEM;SG
स्थायित्व	trvanlivosť	स्थायित्व	trvanlivosť		N;NOM;FEM;SG
स्थायित्व	vytrvalosť	स्थायित्व	vytrvalosť		N;NOM;FEM;SG
हावर्ड	howarda	हावर्ड	howard	PROPN;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
हावर्ड	howard	हावर्ड	howard	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
साम्यवाद	komunizmus	साम्यवाद	komunizmus	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
पैमाना	pôsobnosti	पैमाना	pôsobnosť	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पैमाना	rozsahu	पैमाना	rozsah	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
तंबाकू	tabaku	तंबाकू	tabak	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
चिड़िया	vtáčik	चिड़िया	vtáčik	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
चिड़िया	bird	चिड़िया	bird	PROPN;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
चिड़िया	vták	चिड़िया	vták	PROPN;NOM;FEM;SG;3	N;ANIM;NOM;MASC;SG
चिड़िया	vtáka	चिड़िया	vták	PROPN;NOM;FEM;SG;3	N;ANIM;ACC;MASC;SG
पराग	peľ	पराग	peľ		N;INAN;NOM;MASC;SG
सूर	sur	सूर	sur	PROPN;NOM;MASC;SG;3	
उमा	uma	उमा	uma	PROPN;NOM;FEM;SG;3	PROPN;NOM;FEM;SG
प्री	pred	प्री	pred	N;NOM;MASC;SG;3	ADP;INS
मैथुन	pohlavia	मैथुन	pohlavie	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
ग्राफिक्स	grafiku	ग्राफिक्स	grafik	N;NOM;MASC;SG;3	N;ACC;FEM;SG
ग्राफिक्स	grafické	ग्राफिक्स	grafický	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
संचारित	zasielať	संचारित	zasielať	ADJ	V;IPFV;POS;NFIN
संचारित	prenášať	संचारित	prenášať	ADJ	V;IPFV;POS;NFIN
पराबैंगनी	ultrafialové	पराबैंगनी	ultrafialový	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
ताम्र	meď	ताम्र	meď		N;NOM;MASC;SG
ताम्र	medi	ताम्र	med		N;NOM;FEM;SG
योजनाएं	schém	योजना	schém	N;NOM;FEM;PL;3	N;GEN;FEM;PL
अनुपस्थित	chýbajúci	अनुपस्थित	chýbajúci	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
अनुपस्थित	chýbajúce	अनुपस्थित	chýbajúci	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
अनुपस्थित	nezvestný	अनुपस्थित	nezvestný	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
अनुपस्थित	chýba	अनुपस्थित	chýbať	N;NOM;MASC;SG;3	V;IPFV;IND;SG;3;POS;PRS;FIN
अनुपस्थित	chýbajú	अनुपस्थित	chýbať	N;NOM;MASC;SG;3	V;IPFV;IND;PL;3;POS;PRS;FIN
फाई	phi	फाई	pho	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
मर्सिडीज	mercedes	मर्सिडीज	mercedes	PROPN;NOM;FEM;SG;3	N;INAN;NOM;MASC;SG
कीटनाशक	pesticídy	कीटनाशक	pesticída	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कीटनाशक	pesticídov	कीटनाशक	pesticíd	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;PL
लार	sliny	लार	slina	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
सुनहरे	blondína	सुनहरा	blondín	ADJ;NOM;MASC;PL	N;NOM;FEM;SG
सुनहरे	blond	सुनहरा	blond	ADJ;NOM;MASC;PL	N;NOM;FEM;SG
सुनहरे	blondínka	सुनहरा	blondínka	ADJ;NOM;MASC;PL	N;NOM;FEM;SG
फ़ॉर्मूला	vzorca	फ़ॉर्मूला	vzorca	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
चीज़ें	všeličo	चीज़	všeličo	N;NOM;FEM;PL;3	PRO;NOM;NEUT;SG
चीज़ें	vecí	चीज़	vec	N;NOM;FEM;PL;3	N;GEN;FEM;PL
ग्राफिक	grafické	ग्राफिक	grafický	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
ग्राफिक	grafický	ग्राफिक	grafický	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
लूप	slučky	लूप	slučka	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पेरी	peri	पेरी	peri	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
पेरी	perry	पेरी	perry	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
फिल्माया	natočené	फिल्मा	natočený	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
चम्मच	lyžičku	चम्मच	lyžička	N;NOM;MASC;SG;3	N;ACC;FEM;SG
चम्मच	lyžice	चम्मच	lyžica	N;NOM;MASC;SG;3	N;NOM;FEM;PL
ग्रा	gras	ग्रा	gras	N;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
दुकानें	obchodov	दुकान	obchod	N;NOM;FEM;PL;3	N;INAN;GEN;MASC;PL
दुकानें	uloží	दुकान	uložiť	N;NOM;FEM;PL;3	V;PFV;IND;SG;3;POS;PRS;FIN
जैम	zam	जैम	zam		
जैम	jam	जैम	jam		PROPN;ANIM;NOM;MASC;SG
चेयरमैन	predsedu	चेयरमैन	predsedu	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
रिश्तेदार	relatívne	रिश्तेदार	relatívny	N;NOM;MASC;SG;3	ADV
रिश्तेदार	relatívny	रिश्तेदार	relatívny	N;NOM;MASC;SG;3	ADJ;INAN;NOM;MASC;SG
रिश्तेदार	relatívna	रिश्तेदार	relatívny	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG
रिश्तेदार	príbuzní	रिश्तेदार	príbuzný	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
रिश्तेदार	príbuzných	रिश्तेदार	príbuzný	N;NOM;MASC;SG;3	N;ANIM;GEN;MASC;PL
रिश्तेदार	príbuzné	रिश्तेदार	príbuzný	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;PL
कचरा	odpadky	कचरा	odpadok	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
कचरा	odpadky	कचरा	odpadok	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
प्रतियोगियों	konkurenti	प्रतियोगी	konkurent	N;ACC;MASC;PL;3	N;ANIM;NOM;MASC;PL
प्रतियोगियों	konkurentov	प्रतियोगी	konkurent	N;ACC;MASC;PL;3	N;ANIM;GEN;MASC;PL
प्रतियोगियों	súťažiaci	प्रतियोगी	súťažiaci	N;ACC;MASC;PL;3	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
असिमोव	asimov	असिमोव	asimov		N;ANIM;NOM;MASC;SG
स्प्रिंग	jarná	स्प्रिंग	jarný	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
स्प्रिंग	jaro	स्प्रिंग	jaro	N;NOM;FEM;SG;3	PROPN;ANIM;NOM;MASC;SG
स्प्रिंग	jarné	स्प्रिंग	jarný	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
पिज़्ज़ा	pizzu	पिज़्ज़ा	pizza	N;NOM;MASC;SG;3	N;ACC;FEM;SG
दैवी	oracle	दैवी	oracl		PROPN;ANIM;NOM;MASC;SG
दैवी	božská	दैवी	božský		ADJ;NOM;FEM;SG
दैवी	božské	दैवी	božský		ADJ;NOM;NEUT;SG
ग़रीब	chudobných	ग़रीब	chudobný	N;NOM;FEM;SG;3	ADJ;GEN;MASC;PL
ग़रीब	chudobní	ग़रीब	chudobniť	N;NOM;FEM;SG;3	ADJ;ANIM;NOM;MASC;PL
विषैले	jedovatý	विषैला	jedovatý	N;NOM;MASC;PL;3	ADJ;ANIM;NOM;MASC;SG
विषैले	jedovaté	विषैला	jedovatý	N;NOM;MASC;PL;3	ADJ;NOM;NEUT;SG
लिखें	píšte	लिख	písiť	V;SBJV;PL;FIN;ACT	V;IPFV;IMP;PL;2;POS;FIN
लिखें	napíšte	लिख	napísiť	V;SBJV;PL;FIN;ACT	V;PFV;IMP;PL;2;POS;FIN
लिखें	píš	लिख	pís	V;SBJV;PL;FIN;ACT	V;IPFV;IMP;SG;2;POS;FIN
लिखें	napíš	लिख	napísať	V;SBJV;PL;FIN;ACT	V;PFV;IMP;SG;2;POS;FIN
देवों	devon	देव	devon	N;ACC;MASC;PL;3	PROPN;ANIM;NOM;MASC;SG
हुकूमत	nadvládu	हुकूमत	nadvláda	N;NOM;FEM;SG;3	N;ACC;FEM;SG
डॉक्टरेट	doktorandské	डॉक्टरेट	doktorandský	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
विला	vily	विला	vila	PROPN;NOM;MASC;SG;3	N;NOM;FEM;PL
विला	vila	विला	vila	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
विला	villa	विला	villa	PROPN;NOM;MASC;SG;3	N;NOM;MASC;SG
कोला	colombo	कोला	colombo	PROPN;NOM;MASC;SG;3	N;INAN;NOM;MASC;SG
कोला	cola	कोला	cola	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
धमनियों	tepny	धमनी	tepny	N;ACC;FEM;PL;3	N;NOM;FEM;PL
धमनियों	artérie	धमनी	artéria	N;ACC;FEM;PL;3	N;NOM;NEUT;PL
प्रतिजन	antigénu	प्रतिजन	antigén	N;NOM;MASC;SG;3	N;INAN;DAT;MASC;SG
अदालतों	súdy	अदालत	súd	N;ACC;FEM;PL;3	N;INAN;NOM;MASC;PL
अदालतों	súdov	अदालत	súd	N;ACC;FEM;PL;3	N;INAN;GEN;MASC;PL
ग्राहम	graham	ग्राहम	graham	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
सर्वोपरि	prvoradé	सर्वोपरि	prvoradý	PROPN;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सर्वोपरि	prvoradá	सर्वोपरि	prvoradý	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
प्लेटों	dosky	प्लेट	doska	N;ACC;MASC;PL;3	N;NOM;FEM;PL
प्लेटों	taniere	प्लेट	tanier	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
प्लेटों	platne	प्लेट	platňa	N;ACC;MASC;PL;3	N;NOM;FEM;PL
प्रमाणन	certifikácie	प्रमाणन	certifikácia	N;NOM;MASC;SG;3	N;NOM;FEM;PL
खरीदी	zakúpené	खरीद	zakúpený	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
खरीदी	kúpené	खरीद	kúpený	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
खरीदी	zakúpené	खरीद	zakúpený	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
खरीदी	kúpené	खरीद	kúpený	V;PFV;FEM;SG;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
दुखी	nešťastný	दुखी	nešťastný	ADP	ADJ;ANIM;NOM;MASC;SG
दुखी	nešťastná	दुखी	nešťastný	ADP	ADJ;NOM;FEM;SG
दुखी	smutno	दुखी	smutno	ADP	ADV
दुखी	smutné	दुखी	smutný	ADP	ADJ;NOM;NEUT;SG
दुखी	smutne	दुखी	smutne	ADP	ADV
दुखी	smutná	दुखी	smutný	ADP	ADJ;NOM;FEM;SG
दुखी	sad	दुखी	sad	ADP	N;INAN;NOM;MASC;SG
न्यूट्रॉन	neutrónov	न्यूट्रॉन	neutrón	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
हारे	voľnejšie	हार	voľne	V;PFV;MASC;SG;V.PTCP;ACT	ADV;CMPR
इमरान	imran	इमरान	imran	PROPN;NOM;MASC;SG;3	N;ANIM;NOM;MASC;SG
निरीक्षक	nadriadený	निरीक्षक	nadriadený	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
निरीक्षक	pozorovateľa	निरीक्षक	pozorovateľ	N;NOM;MASC;SG;3	N;ANIM;ACC;MASC;SG
अल्फ़ा	alpha	अल्फ़ा	alpha	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
अल्फ़ा	alfa	अल्फ़ा	alfo	PROPN;NOM;MASC;SG;3	
हैरिस	harris	हैरिस	harris	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
सावधान	diskrétny	सावधान	diskrétny	ADP	ADJ;ANIM;NOM;MASC;SG
सावधान	diskrétne	सावधान	diskrétny	ADP	ADV
गियर	výstroja	गियर	výstroj	N;NOM;MASC;SG;3	N;INAN;GEN;MASC;SG
अल्बानिया	albánsko	अल्बानिया	albánsko	PROPN;NOM;MASC;SG;3	ADV
अल्बानिया	albánska	अल्बानिया	albánsky	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
बादाम	mandle	बादाम	mandľa	N;NOM;MASC;SG;3	N;NOM;FEM;PL
बादाम	mandle	बादाम	mandľa	N;NOM;MASC;SG;3	N;NOM;FEM;PL
कगार	rímsu	कगार	rímsa		N;ACC;FEM;SG
निष्कर्षों	zistenia	निष्कर्ष	zistenie	N;ACC;MASC;PL;3	N;NOM;NEUT;PL
निष्कर्षों	nálezy	निष्कर्ष	nález	N;ACC;MASC;PL;3	N;INAN;NOM;MASC;PL
नागा	naga	नागा	naga	PROPN;NOM;MASC;SG;3	PROPN;NOM;FEM;SG
कामकाज	fungujúce	कामकाज	fungujúci	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
मिनेसोटा	minnesote	मिनेसोटा	minnesot	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
एलर्जी	alergiu	एलर्जी	alergia	N;NOM;FEM;SG;3	N;ACC;FEM;SG
एलर्जी	alergie	एलर्जी	alergia	N;NOM;FEM;SG;3	N;NOM;FEM;PL
वर्दी	uniformy	वर्दी	uniforma	N;NOM;FEM;SG;3	N;NOM;FEM;PL
वर्दी	uniformy	वर्दी	uniforma	N;NOM;FEM;SG;3	N;NOM;FEM;PL
वर्दी	jednotná	वर्दी	jednotný	N;NOM;FEM;SG;3	ADJ;NOM;FEM;SG
वर्दी	jednotné	वर्दी	jednotný	N;NOM;FEM;SG;3	ADJ;NOM;NEUT;SG
वर्दी	jednotný	वर्दी	jednotný	N;NOM;FEM;SG;3	ADJ;INAN;NOM;MASC;SG
सूर्यास्त	sunset	सूर्यास्त	sunset	N;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
ऐश	popol	ऐश	popol		N;INAN;NOM;MASC;SG
ऐश	ash	ऐश	ash		PROPN;ANIM;NOM;MASC;SG
कैलोरी	kalórií	कैलोरी	kalórium	N;NOM;FEM;SG;3	N;GEN;FEM;PL
कैलोरी	kalórií	कैलोरी	kalórium	N;NOM;FEM;SG;3	N;GEN;FEM;PL
कैलोरी	cal	कैलोरी	cať	N;NOM;FEM;SG;3	INTJ
वृत्ताकार	kruhové	वृत्ताकार	kruhový	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
सरस	šťavnaté	सरस	šťavnatý		ADJ;NOM;NEUT;SG
स्ट्रिंग	reťazce	स्ट्रिंग	reťazec	N;NOM;FEM;SG;3	N;INAN;NOM;MASC;PL
स्फटिक	kremeňa	स्फटिक	kremeňa	N;NOM;FEM;SG;3	N;INAN;GEN;MASC;SG
बुनाई	tkanie	बुना	tkanie		N;NOM;NEUT;SG
बुनाई	pletenie	बुना	pletenie		N;NOM;NEUT;SG
विवाहित	manželia	विवाहित	manželiť	N;NOM;MASC;SG;3	N;ANIM;NOM;MASC;PL
विवाहित	vydatá	विवाहित	vyda	N;NOM;MASC;SG;3	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
विवाहित	ženatý	विवाहित	ženatý	N;NOM;MASC;SG;3	ADJ;ANIM;NOM;MASC;SG
आभा	aura	आभा	auro	PROPN;NOM;FEM;SG;3	N;NOM;FEM;SG
मांसाहारी	mäsožravé	मांसाहारी	mäsožravý	N;NOM;MASC;SG;3	ADJ;NOM;NEUT;SG
बॉन	bonne	बॉन	bonne	PROPN;NOM;MASC;SG;3	PROPN;NOM;MASC;SG
बॉन	bon	बॉन	bon	PROPN;NOM;MASC;SG;3	PROPN;ANIM;NOM;MASC;SG
पाँव	nohy	पाँव	noha	N;NOM;MASC;SG;3	N;NOM;FEM;PL
पाँव	chodidlá	पाँव	chodidlo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
पाँव	stôp	पाँव	stôp	N;NOM;MASC;SG;3	N;GEN;FEM;PL
पाँव	chodidiel	पाँव	chodidlo	N;NOM;MASC;SG;3	N;NOM;NEUT;PL
द्वेष	nenávisť	द्वेष	nenávisť	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
द्वेष	zloba	द्वेष	zloba	PROPN;NOM;MASC;SG;3	N;NOM;FEM;SG
रेखांकित	zdôraznila	रेखांकित	zdôrazniť	ADJ	V;PFV;FEM;SG;POS;PST;V.PTCP
रेखांकित	zdôraznenie	रेखांकित	zdôraznenie	ADJ	N;NOM;NEUT;SG
रेखांकित	zdôrazniť	रेखांकित	zdôrazniť	ADJ	V;PFV;POS;NFIN
कॉलम	stĺpce	कॉलम	stĺpec	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
कॉलम	stĺpy	कॉलम	stĺp	N;NOM;MASC;SG;3	N;INAN;NOM;MASC;PL
