krans	آرائشی	krans	آرائشی	N;MASC+FEM;SG	ADJ
gelijkaardig	جوڑ.	gelijkaardig	جوڑ.	ADJ	
gelijkaardig	جواب	gelijkaardig	جواب	ADJ	N;NOM;MASC;SG;3
gelijkaardig	نقل	gelijkaardig	نقل	ADJ	N;NOM;MASC;SG;3
plundering	فائدہ.	plundering	فائدہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
plundering	تاراجی.	plundering	تاراجی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
steil	اچانک	steil	اچانک	ADJ	ADV
steil	نشیب.	steil	نشیب.	ADJ	PROPN;NOM;MASC;SG;3
steil	ڈھالو	steil	ڈھالو	ADJ	
steil	اتار	steil	اتار	ADJ	V;ACT
steil	(	steil	(	ADJ	
steil	ڈھلان	steil	ڈھلان	ADJ	N;NOM;MASC;SG;3
eenzaam	مہجور	eenzaam	مہجور	ADJ	N;NOM;MASC;SG;3
eenzaam	سونی	eenzaam	سو	ADJ	PROPN;NOM;MASC;SG;3
eenzaam	غمگین.	eenzaam	غمگین.	ADJ	PROPN;NOM;MASC;SG;3
eenzaam	مہجور	eenzaam	مہجور	ADJ	N;NOM;MASC;SG;3
eenzaam	اکیلا	eenzaam	اکیلا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
eenzaam	سونی	eenzaam	سو	ADJ	PROPN;NOM;MASC;SG;3
eenzaam	غمگین.	eenzaam	غمگین.	ADJ	PROPN;NOM;MASC;SG;3
illustreren	مثال	illustreren	مثال	V;NFIN	N;NOM;MASC;SG;3
meel	آرد	meel	آرد	N;NEUT;SG	
meel	آٹا	meel	آٹا	N;NEUT;SG	PROPN;NOM;MASC;SG;3
filologie	لسانیات	filologie	لسانیات	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dynastieke	دودمانی	dynastiek	دودمانی	ADJ	PROPN;NOM;MASC;SG;3
strijdende	مخاصمانہ	strijden	مخاصمانہ	V;V.PTCP	ADJ
strijdende	متصادم.	strijden	متصادم.	V;V.PTCP	ADJ
strijdende	حریفانہ	strijden	حریفانہ	V;V.PTCP	ADJ
credit	ماننا	credit	مان	N;MASC+FEM;SG	V;MASC;SG;NFIN
credit	ساکھ.	credit	ساکھ.	N;MASC+FEM;SG	
observaties	مشاہدہ	observatie	مشاہدہ	N;PL	N;NOM;MASC;SG;3
observaties	تبصرہ	observatie	تبصرہ	N;PL	N;NOM;MASC;SG;3
observaties	ادراک	observatie	ادراک	N;PL	N;NOM;MASC;SG;3
bale	ابتلا	bale	ابتلا	N;MASC+FEM;SG	
bale	نحوست	bale	نحوست	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bale	ابتلا	bale	ابتلا	N;MASC+FEM;SG	
bale	نحوست	bale	نحوست	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bale	گانٹھ	bale	گانٹھ	N;MASC+FEM;SG	
krom	ٹیڑھا	krom	ٹیڑھا	ADJ	V;PFV;MASC;SG;V.PTCP;ACT
krom	سعد	krom	سعد	ADJ	PROPN;NOM;MASC;SG;3
krom	رجحان	krom	رجحان	ADJ	N;NOM;MASC;SG;3
krom	میلان.	krom	میلان.	ADJ	PROPN;NOM;MASC;SG;3
eenzaamheid	تنہائی.	eenzaamheid	تنہائی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eenzaamheid	سونی	eenzaamheid	سو	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eenzaamheid	غمگین.	eenzaamheid	غمگین.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eenzaamheid	اکیلا	eenzaamheid	اکیلا	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
eenzaamheid	سونی	eenzaamheid	سو	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eenzaamheid	غمگین.	eenzaamheid	غمگین.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
whisky	پالا.	whisky	پالا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
whisky	کچوکنا.	whisky	کچوکن	N;MASC+FEM;SG	
whisky	چرکا.	whisky	چرکا.	N;MASC+FEM;SG	
whisky	اڑنگا.	whisky	اڑنگا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
whisky	گھائو	whisky	گھائو	N;MASC+FEM;SG	
cult	مذہب.	cult	مذہب.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
saldo	ٹھہرا	saldo	ٹھہر	N;NEUT;SG	V;PFV;MASC;SG;V.PTCP;ACT
neushoorn	کرگدن	neushoorn	کرگدن	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
neushoorn	گینڈا	neushoorn	گینڈا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
neushoorn	کرگدن	neushoorn	کرگدن	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
host	چلانے	host	چلا	N;MASC+FEM;SG	V;ACC;NFIN
host	میزبان.	host	میزبان.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
host	فوج.	host	فوج.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bindende	عائد.	binden	عائد.	V;V.PTCP	
bindende	لازمی	binden	لازمی	V;V.PTCP	ADJ
bindende	ناگزیر	binden	ناگزیر	V;V.PTCP	ADJ
verslaving	علّت.	verslaving	علّت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verslaving	لت	verslaving	لت	N;MASC+FEM;SG	V;ACT
verslaving	علّت.	verslaving	علّت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afmaken	مکمل	afmaken	مکمل	V;NFIN	ADJ
afmaken	لکڑی	afmaken	لکڑی	V;NFIN	N;NOM;MASC;SG;3
afmaken	تہذیب	afmaken	تہذیب	V;NFIN	N;NOM;MASC;SG;3
vette	شحیم.	vet	شحیم.	ADJ	PROPN;NOM;MASC;SG;3
vette	چربیلا	vet	چربیلا	ADJ	PROPN;NOM;MASC;SG;3
vette	چکنا.	vet	چکنا.	ADJ	
vette	تربتر.	vet	تربتر.	ADJ	PROPN;NOM;MASC;SG;3
parachute	چھتری.	parachute	چھتری.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
parachute	جھرنا	parachute	جھر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
façade	اگیت.	façade	اگیت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
leugen	into	leugen	into	N;MASC+FEM;SG	
leugen	ڈھونگ	leugen	ڈھونگ	N;MASC+FEM;SG	V;SG;ACT
leugen	مضمر	leugen	مضمر	N;MASC+FEM;SG	ADJ
leugen	مکر	leugen	مکر	N;MASC+FEM;SG	V;ACT
leugen	(	leugen	(	N;MASC+FEM;SG	
leugen	مبنی	leugen	مبنی	N;MASC+FEM;SG	ADJ
leugen	جھوٹ	leugen	جھوٹ	N;MASC+FEM;SG	;NOM;MASC;SG;3
fay	اپسرا.	fay	اپسرا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
fay	پری	fay	پری	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
tussentijds	وقتی	tussentijds	وقتی	ADJ	N;NOM;MASC;SG;3
gezonken	(	zinken	(	V;V.PTCP	
reparatie	پہنچ.	reparatie	پہنچ	N;MASC+FEM;SG	
reparatie	چرچا.	reparatie	چرچا.	N;MASC+FEM;SG	
reparatie	سدھارنا	reparatie	سدھار	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
kloon	قلمہ	kloon	قلمہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
transmissie	ایصال.	transmissie	ایصال.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
transmissie	ایصال.	transmissie	ایصال.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
spoelen	through	spoel	through	V;NFIN	PROPN;NOM;MASC;SG;3
spoelen	(	spoel	(	V;NFIN	
spoelen	out	spoel	out	V;NFIN	
onderkoning	وائسرائے	onderkoning	وائسرائے	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schermer	پھکیت	schermer	پھکیت	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schermer	پھکیت	schermer	پھکیت	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schermer	تلوریا	schermer	تلوریا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
aflossing	چھڑانے	aflossing	چھڑا	N;MASC+FEM;SG	V;ACC;NFIN
aflossing	انفکاک	aflossing	انفکاک	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bolvormige	گول.	bolvormig	گول.	ADJ	PROPN;NOM;MASC;SG;3
regenboog	نارنجی	regenboog	نارنجی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
regenboog	نیلا	regenboog	نیلا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
regenboog	زرد	regenboog	زرد	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
regenboog	سبز	regenboog	سبز	N;MASC+FEM;SG	ADJ
regenboog	نارنجی	regenboog	نارنجی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
regenboog	نیلا	regenboog	نیلا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
regenboog	زرد	regenboog	زرد	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
regenboog	سبز	regenboog	سبز	N;MASC+FEM;SG	ADJ
fang	کیلا	fang	کیلا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
loterij	ردّی.	loterij	ردّی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
quote	(	quot	(	N;MASC+FEM;SG	
specificatie	تصریح.	specificatie	تصریح.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
smaken	مذاق-	smaken	مذاق-	N;PL	
smaken	مزا	smaken	مزا	N;PL	;NOM;MASC
smaken	مذاق-	smaken	مذاق-	N;PL	
smaken	چکھنا	smaken	چکھ	N;PL	V;MASC;SG;NFIN;ACT
estse	ایسٹونیائی.	ests	ایسٹونیائی.	ADJ	PROPN;NOM;MASC;SG;3
tendens	جھکائو	tendens	جھکائو	N;MASC+FEM;SG	
tendens	جھکنا	tendens	جھک	N;MASC+FEM;SG	V;SG;NFIN;ACT
makelaar	بچولیا-	makelaar	بچولی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
makelaar	دلال	makelaar	دلال	N;MASC+FEM;SG	
makelaar	گماشتہ	makelaar	گماشتہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verpakking	بھرتی	verpakking	بھر	N;MASC+FEM;SG	V;IPFV;FEM;SG;V.PTCP;ACT
verpakking	خصوصاً	verpakking	خصوصاً	N;MASC+FEM;SG	ADV
verpakking	(	verpakking	(	N;MASC+FEM;SG	
verpakking	گلّہ	verpakking	گلّہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verpakking	لپیٹنا.	verpakking	لپیٹنا.	N;MASC+FEM;SG	V;SG;NFIN;ACT
verpakking	بنڈل	verpakking	بنڈل	N;MASC+FEM;SG	
verpakking	مٹّھا	verpakking	مٹّھ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verpakking	ٹکڑی	verpakking	ٹکڑی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verpakking	غول	verpakking	غول	N;MASC+FEM;SG	
verpakking	ٹولا	verpakking	ٹولا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verpakking	گروہ.	verpakking	گروہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
verpakking	پیکٹ	verpakking	پیکٹ	N;MASC+FEM;SG	
vest	فتوحی	vest	فتوحی	N;NEUT;SG	ADJ
vest	واسکٹ.	vest	واسکٹ.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
vest	بنیان.	vest	بنیان.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
vest	صدری	vest	صدری	N;NEUT;SG	PROPN;NOM;MASC;SG;3
vest	واسکٹ	vest	واسکٹ	N;NEUT;SG	PROPN;NOM;MASC;SG;3
kluizenaar	سنیاسی	kluizenaar	سنیاسی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kluizenaar	تنہا.	kluizenaar	تنہا.	N;MASC+FEM;SG	
afwerking	مکمل	afwerking	مکمل	N;MASC+FEM;SG	ADJ
sober	متین.	sober	متین.	ADJ	PROPN;NOM;MASC;SG;3
sober	محترز	sober	محترز	ADJ	PROPN;NOM;MASC;SG;3
sober	متین.	sober	متین.	ADJ	PROPN;NOM;MASC;SG;3
sober	محترز	sober	محترز	ADJ	PROPN;NOM;MASC;SG;3
sober	ّکٹر.	sober	ّکٹر.	ADJ	N;NOM;MASC;SG;3
pace	گت	pace	گت	N;MASC+FEM;SG	
assemblage	جوڑنا	assemblage	جوڑ	N;MASC+FEM;SG	V;MASC;SG;NFIN;ACT
ongewone	نرالا.	ongewoon	نرالاؤ	ADJ	PROPN;NOM;MASC;SG;3
ongewone	امتیازی.	ongewoon	امتیازی.	ADJ	PROPN;NOM;MASC;SG;3
ongewone	استثنائی	ongewoon	استثنائی	ADJ	N;NOM;MASC;SG;3
elegante	اعلٰی	elegant	اعلٰی	ADJ	N;NOM;MASC;SG;3
elegante	شائستہ	elegant	شائستہ	ADJ	PROPN;NOM;MASC;SG;3
elegante	اعلٰی	elegant	اعلٰی	ADJ	N;NOM;MASC;SG;3
elegante	شائستہ	elegant	شائستہ	ADJ	PROPN;NOM;MASC;SG;3
elegante	لطیف	elegant	لطیف	ADJ	PROPN;NOM;MASC;SG;3
false	موہوم	fals	موہوم		PROPN;NOM;MASC;SG;3
false	غیرقانونی	fals	غیرقانونی		ADJ
false	باطل	fals	باطل		
false	جعلی	fals	جعلی		ADJ
false	ناجائز	fals	ناجائز		ADJ
false	غلط	fals	غلط		ADJ
false	نادرست	fals	نادرست		PROPN;NOM;MASC;SG;3
false	موہوم	fals	موہوم		PROPN;NOM;MASC;SG;3
false	غیرقانونی	fals	غیرقانونی		ADJ
false	باطل	fals	باطل		
false	نقلی	fals	نقلی		ADJ
false	جعلی	fals	جعلی		ADJ
false	ناجائز	fals	ناجائز		ADJ
maandelijkse	حیض.	maandelijks	حیض.	ADJ	PROPN;NOM;MASC;SG;3
maandelijkse	حیض.	maandelijks	حیض.	ADJ	PROPN;NOM;MASC;SG;3
maandelijkse	ماہوار	maandelijks	ماہوار	ADJ	
lesgeven	مُعلّمی.	lesgeven	مُعلّمی.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
kleurstof	وسمہ	kleurstof	وسمہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kleurstof	صبغہ.	kleurstof	صبغہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kleurstof	کپڑوں	kleurstof	کپڑا	N;MASC+FEM;SG	N;ACC;MASC;PL;3
medley	مخلوط	medley	مخلوط	N;MASC+FEM;SG	ADJ
medley	آمیزہ	medley	آمیزہ	N;MASC+FEM;SG	ADJ
medley	ملغوبہ	medley	ملغوبہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
medley	مخلوط	medley	مخلوط	N;MASC+FEM;SG	ADJ
medley	آمیزہ	medley	آمیزہ	N;MASC+FEM;SG	ADJ
roest	مختل	roesten	مختل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
roest	ماؤف	roesten	ماؤف	N;MASC+FEM;SG	
roest	زنج.	roesten	زنج.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
roest	کسیاؤ	roesten	کسیاؤ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
roest	زنگار	roesten	زنگار	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
rationele	عاقل.	rationeel	عاقل.	ADJ	
rationele	عاقل.	rationeel	عاقل.	ADJ	
wond	گھاؤ.	wond	گھاؤ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
wond	گھاؤ.	wond	گھاؤ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
deksel	پپوٹا.	deksel	پپوٹا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
deksel	ٹوپی.	deksel	ٹوپی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
deksel	پپوٹا.	deksel	پپوٹا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
deksel	ٹوپی.	deksel	ٹوپی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
deksel	ڈھکنا	deksel	ڈھک	N;MASC+FEM;SG	V;SG;ACT
mascotte	مُبارک	mascotte	مُبارک	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
acceptatie	(	acceptatie	(	N;MASC+FEM;SG	
acceptatie	ہامی	acceptatie	ہامی	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bankbiljetten	ہنڈی.	bankbiljet	ہنڈی.	N;PL	PROPN;NOM;MASC;SG;3
diaken	شمّاس.	diaak	شمّاس.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
beuken	زان	beuken	زان	V;NFIN	
beuken	تبولا	beuken	تبولا	V;NFIN	PROPN;NOM;MASC;SG;3
zenuwen	مچھلی.	zenuw	مچھلی.	N;PL	PROPN;NOM;MASC;SG;3
zenuwen	عضلہ	zenuw	عضلہ	N;PL	
zenuwen	بہادری	zenuw	بہادری	N;PL	N;NOM;FEM;SG;3
zenuwen	رگ	zenuw	رگ	N;PL	N;NOM;MASC;SG;3
zenuwen	مچھلی.	zenuw	مچھلی.	N;PL	PROPN;NOM;MASC;SG;3
zenuwen	عضلہ	zenuw	عضلہ	N;PL	
zenuwen	بہادری	zenuw	بہادری	N;PL	N;NOM;FEM;SG;3
exploiteren	کارنامہ.	exploiteren	کارنامہ.	V;NFIN	PROPN;NOM;MASC;SG;3
sample	مثال.	sample	مثال.	N;MASC+FEM;SG	
sample	آزمانا.	sample	آزمانا.	N;MASC+FEM;SG	V;PL;FIN;ACT
sample	نظیر	sample	نظیر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
kwak	بنکارنا	kwak	بنکار	N;MASC+FEM;SG	V;NFIN
schijnbare	بظاہر.	schijnbaar	بظاہر.	ADJ	
schijnbare	بیّن	schijnbaar	بیّن	ADJ	
schijnbare	نمایاں.	schijnbaar	نمایاں.	ADJ	PROPN;NOM;MASC;SG;3
muiterij	غدر	muiterij	غدر	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
rijbewijs	رضا	rijbewijs	رضا	N;NEUT;SG	PROPN;NOM;MASC;SG;3
trauma	دہاکا	trauma	دہاکا	N;NEUT;SG	PROPN;NOM;MASC;SG;3
trauma	بپتا.	trauma	بپتا.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
verkenning	تفتیش.	verkenning	تفتیش.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
overgeven	جذبے	overgeven	جذبہ	V;NFIN	N;NOM;MASC;SG;3
overgeven	تسلیم.	overgeven	تسلیم.	V;NFIN	PROPN;NOM;MASC;SG;3
afhankelijkheid	تکیہ	afhankelijkheid	تکیہ	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afhankelijkheid	بھروسا	afhankelijkheid	بھروسا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
afhankelijkheid	محتاجی.	afhankelijkheid	محتاجی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
alcoholische	شرابی.	alcoholisch	شرابی.	ADJ	PROPN;NOM;MASC;SG;3
vrijgezel	مجرد	vrijgezel	مجرد	N;MASC+FEM;SG	ADJ
vrijgezel	مجرد	vrijgezel	مجرد	N;MASC+FEM;SG	ADJ
vrijgezel	چھڑا	vrijgezel	چھڑ	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
vrijgezel	اکیلا	vrijgezel	اکیلا	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
vrijgezel	مخلص.	vrijgezel	مخلص.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
vrijgezel	سیدھا	vrijgezel	سیدھا	N;MASC+FEM;SG	V;ACT
vrijgezel	سچّا	vrijgezel	سچّا	N;MASC+FEM;SG	
vrijgezel	متحد	vrijgezel	متحد	N;MASC+FEM;SG	ADJ
vrijgezel	اکیلا	vrijgezel	اکیلا	N;MASC+FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
vrijgezel	ایک	vrijgezel	ایک	N;MASC+FEM;SG	NUM
vrijgezel	مخلص.	vrijgezel	مخلص.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
vrijgezel	سیدھا	vrijgezel	سیدھا	N;MASC+FEM;SG	V;ACT
vrijgezel	تنہا	vrijgezel	تنہا	N;MASC+FEM;SG	
vrijgezel	سچّا	vrijgezel	سچّا	N;MASC+FEM;SG	
vrijgezel	متحد	vrijgezel	متحد	N;MASC+FEM;SG	ADJ
provider	دینے	provider	دے	N;MASC+FEM;SG	V;NFIN;ACT
provider	کفیل.	provider	کفیل.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
offeren	نیاز.	offeren	نیاز.	V;NFIN	PROPN;NOM;MASC;SG;3
offeren	وارنا.	offeren	وارنا.	V;NFIN	
offeren	بلیدان	offeren	بلیدان	V;NFIN	PROPN;NOM;MASC;SG;3
offeren	نیاز.	offeren	نیاز.	V;NFIN	PROPN;NOM;MASC;SG;3
offeren	وارنا.	offeren	وارنا.	V;NFIN	
atmosferische	سماوی	atmosferisch	سماوی	ADJ	
mest	گوبر	mest	گوبر	N;MASC+FEM;SG	
verloving	منگنی.	verloving	منگنی.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
dent	گہرا	denten	گہرا	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
dent	پچکن	denten	پچکن	N;MASC+FEM;SG	
dent	دندانہ.	denten	دندانہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
bovengronds	اتھلا	bovengronds	اتھلا	ADJ	PROPN;NOM;MASC;SG;3
bovengronds	جاگنا.	bovengronds	جاگنا	ADJ	PROPN;NOM;MASC;SG;3
bovengronds	ابھارنا.	bovengronds	ابھارن	ADJ	PROPN;NOM;MASC;SG;3
levendig	لرزاں	levendig	لرزاں	ADJ	
levendig	دشوار.	levendig	دشوار.	ADJ	PROPN;NOM;MASC;SG;3
levendig	قوی.	levendig	قوی.	ADJ	
levendig	پھرتیلا	levendig	پھرتیلا	ADJ	PROPN;NOM;MASC;SG;3
levendig	شوخ	levendig	شوخ	ADJ	N;NOM;MASC;SG;3
levendig	ڈہڈہا	levendig	ڈہڈہا	ADJ	PROPN;NOM;MASC;SG;3
levendig	براّق	levendig	براّق	ADJ	ADP
aantrekkingskracht	مثلًا:	aantrekkingskracht	مثلًا:	N;MASC+FEM;SG	
aantrekkingskracht	(	aantrekkingskracht	(	N;MASC+FEM;SG	
troep	ڈلا	troep	ڈل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
troep	نمکین	troep	نمکین	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
troep	ٹکڑا.	troep	ٹکڑا.	N;MASC+FEM;SG	
troep	ڈلا	troep	ڈل	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
troep	نمکین	troep	نمکین	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
troep	ٹکڑا.	troep	ٹکڑا.	N;MASC+FEM;SG	
troep	جمگھٹا	troep	جمگھٹا	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
troep	گروہ.	troep	گروہ.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
troep	out	troep	out	N;MASC+FEM;SG	
beloven	اقرار.	beloven	اقرارؤ	V;NFIN	PROPN;NOM;MASC;SG;3
beloven	قول	beloven	قول	V;NFIN	N;NOM;MASC;SG;3
beloven	عہد	beloven	عہد	V;NFIN	N;NOM;MASC;SG;3
beloven	اقرار.	beloven	اقرارؤ	V;NFIN	PROPN;NOM;MASC;SG;3
beloven	قول	beloven	قول	V;NFIN	N;NOM;MASC;SG;3
beloven	وعدہ	beloven	وعدہ	V;NFIN	N;NOM;MASC;SG;3
junction	چوراہا.	junction	چوراہا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
junction	جوڑنے	junction	جوڑ	N;MASC+FEM;SG	V;ACC;NFIN
junction	سنگم.	junction	سنگم.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eindeloze	(	eindeloos	(	ADJ	
eindeloze	مسلسل	eindeloos	مسلسل	ADJ	ADV
eindeloze	مال	eindeloos	مال	ADJ	N;NOM;MASC;SG;3
eindeloze	دوامی	eindeloos	دوامی	ADJ	PROPN;NOM;MASC;SG;3
ontwijken	behind	ontwijken	behind	V;NFIN	PROPN;NOM;MASC;SG;3
ontwijken	جھپکی.	ontwijken	جھپکی.	V;NFIN	PROPN;NOM;MASC;SG;3
ontwijken	زبردستی	ontwijken	زبردستی	V;NFIN	N;NOM;MASC;SG;3
uitoefening	بجالانا.	uitoefening	بجالاناؤ	N;MASC+FEM;SG	PROPN;ACC;MASC;SG;3
uitoefening	ورزش.	uitoefening	ورزش.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
eclectische	تفضیلت	eclectisch	تفضیلت	ADJ	PROPN;NOM;MASC;SG;3
eclectische	اصطفائیت	eclectisch	اصطفائیت	ADJ	N;NOM;MASC;SG;3
ontlasting	اسٹول	ontlasting	اسٹول	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
ontlasting	مونڈھا.	ontlasting	مونڈھا.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
twenty	xx	twenty	xx	N;MASC+FEM;SG	NUM
twenty	کثیر.	twenty	کثیر.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
twenty	بہت	twenty	بہت	N;MASC+FEM;SG	DET
twenty	xx	twenty	xx	N;MASC+FEM;SG	
vorderingen	ترقی	vordering	ترقی	N;PL	N;NOM;FEM;SG;3
poëtische	موزوں.	povtisch	موزوں	ADJ	
krokodillen	مگرمچھ	krokodil	مگرمچھ	N;PL	N;NOM;MASC;SG;3
ontspanning	آرام	ontspanning	آرام	N;MASC+FEM;SG	ADJ
ontspanning	آرام	ontspanning	آرام	N;MASC+FEM;SG	ADJ
ontspanning	کمی.	ontspanning	کمی.	N;MASC+FEM;SG	
ontspanning	آرام	ontspanning	آرام	N;MASC+FEM;SG	ADJ
ontspanning	ڈھیل	ontspanning	ڈھیل	N;MASC+FEM;SG	V;SG;ACT
ontspanning	سکون.	ontspanning	سکون.	N;MASC+FEM;SG	
gewas	پارچہ.	gewas	پارچہ.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
gewas	کاٹنا	gewas	کاٹنا	N;NEUT;SG	V;MASC;SG;NFIN;ACT
gewas	پارچہ.	gewas	پارچہ.	N;NEUT;SG	PROPN;NOM;MASC;SG;3
gewas	کاٹنا	gewas	کاٹنا	N;NEUT;SG	V;MASC;SG;NFIN;ACT
safe	معتبر	safe	معتبر	N;MASC+FEM;SG	ADJ
safe	یقینی	safe	یقینی	N;MASC+FEM;SG	ADJ
assistente	مددگار.	assistent	مددگار.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
assistente	ماتحت.	assistent	ماتحت.	N;MASC+FEM;SG	PROPN;NOM;MASC;SG;3
schenden	معاہدے	schend	معاہدہ	V;NFIN	N;NOM;MASC;SG;3
onbedoeld	غیرارادی.	onbedoeld	غیرارادی.	ADJ	PROPN;NOM;MASC;SG;3
taboe	مردود	taboe	مردود	N;NEUT;SG	PROPN;NOM;MASC;SG;3
taboe	بندش	taboe	بندش	N;NEUT;SG	PROPN;NOM;MASC;SG;3
