кратеров	kraattereita	кратер	kraatteri	N;INAN;GEN;MASC;PL	N;PRT;PL
регулярный	säännöllisesti	регулярный	säännöllisesti	ADJ;NOM;MASC;SG	ADV
регулярный	säännölliset	регулярный	säännöllinen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
грей	harmaita	грей	harmaa	N;INAN;NOM;MASC;SG	ADJ;PRT;PL
грей	harmaata	грей	harmaa	N;INAN;NOM;MASC;SG	ADJ;PRT;SG
грей	harmaa	грей	harmaa	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
грей	grey	грей	grey	N;INAN;NOM;MASC;SG	
райт	wright	райт	wright	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
вертолёт	helikopterit	вертолет	helikopteri	N;INAN;NOM;MASC;SG	N;NOM;PL
вертолёт	helikopteria	вертолет	helikopteri	N;INAN;NOM;MASC;SG	N;PRT;SG
мали	malin	маленький	mali	N;INAN;NOM;FEM;SG	N;GEN;SG
реакций	reaktioita	реакция	reaktio	N;INAN;GEN;FEM;PL	N;PRT;PL
реакций	reaktiot	реакция	reaktio	N;INAN;GEN;FEM;PL	N;NOM;PL
независимая	itsenäiset	независимый	itsenäinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
грузовых	rahdin	грузовой	rahti	ADJ;GEN;PL	N;GEN;SG
грузовых	tavaraliikenteen	грузовой	tavara#liikenne	ADJ;GEN;PL	N;GEN;SG
грузовых	rahti	грузовой	rahti	ADJ;GEN;PL	N;NOM;SG
грузовых	rahtia	грузовой	rahti	ADJ;GEN;PL	N;PRT;SG
украшения	koruja	украшение	koru	N;INAN;NOM;NEUT;PL	N;PRT;PL
украшения	koru	украшение	koru	N;INAN;NOM;NEUT;PL	N;NOM;SG
украшения	koruja	украшение	koru	N;INAN;NOM;NEUT;PL	N;PRT;PL
украшения	koru	украшение	koru	N;INAN;NOM;NEUT;PL	N;NOM;SG
правду	totuuden	правда	totuus	N;INAN;ACC;FEM;SG	N;GEN;SG
правду	totuutta	правда	totuus	N;INAN;ACC;FEM;SG	N;PRT;SG
правду	totuus	правда	totuus	N;INAN;ACC;FEM;SG	N;NOM;SG
уровни	tasoja	уровень	taso	N;INAN;NOM;MASC;PL	N;PRT;PL
организатором	järjestäjä	организатор	järjestäjä	N;ANIM;INS;MASC;SG	N;NOM;SG
священники	pappeja	священник	pappi	N;ANIM;NOM;MASC;PL	N;PRT;PL
влиятельных	vaikutusvaltainen	влиятельный	vaikutus#valtainen	ADJ;GEN;PL	ADJ;NOM;SG
разнообразие	monimuotoisuutta	разнообразие	monimuotoisuus	N;INAN;NOM;NEUT;SG	N;PRT;SG
разнообразие	lajikkeen	разнообразие	lajike	N;INAN;NOM;NEUT;SG	N;GEN;SG
хирург	kirurgin	хирург	kirurgi	N;ANIM;NOM;MASC;SG	N;GEN;SG
признано	tunnustetaan	признать	tunnustaa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;PRS;FIN;PASS
признано	myönsi	признать	myöntää	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
признано	tunnistin	признать	tunnistaa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;1;PST;FIN;ACT
признано	tunnisti	признать	tunnistaa	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
зомби	zombie	зомби	zombie	N;INAN;NOM;FEM;PL	N;NOM;SG
зомби	zombi	зомби	zombi	N;INAN;NOM;FEM;PL	N;NOM;SG
зомби	zombeja	зомби	zombija	N;INAN;NOM;FEM;PL	N;PRT;PL
поворот	twist	поворот	twist	N;INAN;NOM;MASC;SG	
поворот	vääntää	поворот	vääntää	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
поворот	käänny	поворот	kääntyä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
поворот	käännä	поворот	kääntää	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
поворот	kierrä	поворот	kierrä	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
гражданства	kansalaisuus	гражданство	kansalaisuus	N;INAN;GEN;NEUT;SG	N;NOM;SG
гражданства	kansallisuus	гражданство	kansallisuus	N;INAN;GEN;NEUT;SG	N;NOM;SG
босния	bosnia	босние	bosni	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
конечной	äärimmäinen	конечный	äärimmäinen	ADJ;INS;FEM;SG	ADJ;NOM;SG
дэйв	daven	дэйв	davi	N;ANIM;NOM;MASC;SG	N;GEN;SG
дэйв	dave	дэйв	dave	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
алжир	algerin	алжир	algeri	N;INAN;NOM;MASC;SG	N;GEN;SG
алжир	algeriassa	алжир	algeria	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
алжир	algerian	алжир	algeria	N;INAN;NOM;MASC;SG	N;GEN;SG
алжир	algeria	алжир	algeri	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
коричневые	ruskea	коричневый	ruskea	ADJ;NOM;PL	ADJ;NOM;SG
коричневые	brownin	коричневый	brown	ADJ;NOM;PL	N;GEN;SG
коричневые	brown	коричневый	brown	ADJ;NOM;PL	PROPN;NOM;SG
саймон	simon	саймон	simo	N;ANIM;NOM;MASC;SG	N;GEN;SG
саймон	simo	саймон	simo	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
нила	neilin	нило	neili	N;INAN;GEN;MASC;SG	PROPN;GEN;SG
нила	neil	нило	neil	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
саид	sanoi	саид	sanoa	N;ANIM;NOM;MASC;SG	V;IND;SG;3;PST;FIN;ACT
декан	dean	декан	dea	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
низким	matala	низкий	matala	ADJ;INS;NEUT;SG	ADJ;NOM;SG
низким	matalalla	низкий	matala	ADJ;INS;NEUT;SG	ADJ;AT+ESS
;SG
низким	vähä	низкий	vähän	ADJ;INS;NEUT;SG	ADV
низким	alhainen	низкий	alhainen	ADJ;INS;NEUT;SG	ADJ;NOM;SG
феномен	ilmiötä	феномен	ilmiö	N;INAN;NOM;MASC;SG	N;PRT;SG
феномен	ilmiöiden	феномен	ilmiö	N;INAN;NOM;MASC;SG	N;GEN;PL
феномен	ilmiöt	феномен	ilmiö	N;INAN;NOM;MASC;SG	N;NOM;PL
феномен	ilmiöitä	феномен	ilmiö	N;INAN;NOM;MASC;SG	N;PRT;PL
феномен	ilmiötä	феномен	ilmiö	N;INAN;NOM;MASC;SG	N;PRT;SG
феномен	ilmiön	феномен	ilmiö	N;INAN;NOM;MASC;SG	N;GEN;SG
руды	malmin	руда	malmi	N;INAN;NOM;FEM;PL	N;GEN;SG
руды	malmien	руда	malmi	N;INAN;NOM;FEM;PL	N;GEN;PL
исправления	korjauksia	исправление	korjaus	N;INAN;NOM;NEUT;PL	N;PRT;PL
электрических	sähkö	электрический	sähkö	ADJ;GEN;PL	N;NOM;SG
электрических	sähköinen	электрический	sähköinen	ADJ;GEN;PL	ADJ;NOM;SG
электрических	sähköiset	электрический	sähköinen	ADJ;GEN;PL	ADJ;NOM;PL
истины	totuuksia	истина	totuus	N;INAN;NOM;FEM;PL	N;PRT;PL
джеффри	geoffrey	джеффри	geoffrey	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
джеффри	jeffrey	джеффри	jeffrey	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
ценные	arvokkaita	ценный	arvokas	ADJ;NOM;PL	ADJ;PRT;PL
ценные	arvokas	ценный	arvokas	ADJ;NOM;PL	ADJ;NOM;SG
ценные	arvokasta	ценный	arvokas	ADJ;NOM;PL	ADJ;PRT;SG
эмблемы	tunnus	эмблем	tunnus	N;INAN;NOM;FEM;PL	N;NOM;SG
нефть	öljyn	нефть	öljy	N;INAN;NOM;FEM;SG	N;GEN;SG
нефть	öljyä	нефть	öljy	N;INAN;NOM;FEM;SG	N;PRT;SG
нефть	öljyt	нефть	öljy	N;INAN;NOM;FEM;SG	N;NOM;PL
существенное	merkittävät	существенный	merkittävä	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
существенное	merkittäviä	существенный	merkittävä	ADJ;NOM;NEUT;SG	ADJ;PRT;PL
существенное	merkittävää	существенный	merkittävä	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
снег	lunta	снег	lumi	N;INAN;NOM;MASC;SG	N;PRT;SG
снег	lunta	снег	lumi	N;INAN;NOM;MASC;SG	N;PRT;SG
виа	kautta	виа	kautta	N;INAN;NOM;MASC;SG	ADV
детройт	detroitin	детройт	detroittaa	N;INAN;NOM;MASC;SG	N;GEN;SG
детройт	detroitissa	детройт	detroitti	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
показывать	show	показывать	show	V;IPFV;NFIN;ACT	N;NOM;SG
целые	kokonainen	целый	kokonainen	ADJ;NOM;PL	ADJ;NOM;SG
целые	kokonaisena	целый	kokonainen	ADJ;NOM;PL	ADJ;FRML;SG
целые	kokonainen	целый	kokonainen	ADJ;NOM;PL	ADJ;NOM;SG
преступников	lainsuojattomia	преступник	lain#suojaton	N;ANIM;GEN;MASC;PL	ADJ;PRT;PL
преступников	rikolliset	преступник	rikollinen	N;ANIM;GEN;MASC;PL	ADJ;NOM;PL
преступников	rikollisia	преступник	rikollinen	N;ANIM;GEN;MASC;PL	ADJ;PRT;PL
воля	will	воля	will	N;INAN;NOM;FEM;SG	
теннесси	tennessee	теннесси	tennessee	N;INAN;NOM;MASC;SG	INTJ
дженнифер	jennifer	дженнифер	jennifer	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
форд	fordin	форд	fordi	INTJ	N;GEN;SG
форд	ford	форд	ford	INTJ	PROPN;NOM;SG
шар	pallon	шар	pallo	N;INAN;NOM;MASC;SG	N;GEN;SG
шар	tanssiaiset	шар	tanssiainen	N;INAN;NOM;MASC;SG	N;NOM;PL
подарок	paikalla	подарок	paikka	N;INAN;NOM;MASC;SG	N;AT+ESS
;SG
подарок	läsnä	подарок	läsnä	N;INAN;NOM;MASC;SG	ADV
подарок	nykyinen	подарок	nykyinen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
подарок	lahjaa	подарок	lahja	N;INAN;NOM;MASC;SG	N;PRT;SG
подарок	lahjan	подарок	lahja	N;INAN;NOM;MASC;SG	N;GEN;SG
очко	pisteet	очко	piste	N;INAN;NOM;NEUT;SG	N;NOM;PL
очко	pisteen	очко	piste	N;INAN;NOM;NEUT;SG	N;GEN;SG
очко	pistettä	очко	piste	N;INAN;NOM;NEUT;SG	N;PRT;SG
стрелка	ampujan	стрелка	ampuja	N;INAN;NOM;FEM;SG	N;GEN;SG
жидкость	nestettä	жидкость	neste	N;INAN;NOM;FEM;SG	N;PRT;SG
жидкость	neste	жидкость	neste	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
жидкость	nesteen	жидкость	neste	N;INAN;NOM;FEM;SG	N;GEN;SG
жидкость	nesteen	жидкость	neste	N;INAN;NOM;FEM;SG	N;GEN;SG
жидкость	nestettä	жидкость	neste	N;INAN;NOM;FEM;SG	N;PRT;SG
жидкость	neste	жидкость	neste	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
жидкость	nestemäinen	жидкость	nestemäinen	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
свойство	omaisuutta	свойство	omaisuus	N;INAN;NOM;NEUT;SG	N;PRT;SG
свойство	kiinteistöt	свойство	kiinteistö	N;INAN;NOM;NEUT;SG	N;NOM;PL
выполнено	täyttänyt	выполнить	täyttää	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
тяжести	vakavuus	тяжесть	vakavuus	N;INAN;NOM;FEM;PL	N;NOM;SG
луга	meadows	луг	meadows	N;INAN;NOM;MASC;PL	
люксембурга	luxemburgin	люксембург	luxemburgi	N;INAN;GEN;MASC;SG	PROPN;GEN;SG
люксембурга	luxemburgissa	люксембург	luxemburgi	N;INAN;GEN;MASC;SG	PROPN;IN+ESS;SG
люксембурга	luxemburg	люксембург	luxemburg	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
леона	leona	леон	leona	N;ANIM;ACC;MASC;SG	N;NOM;SG
закончить	loppuun	закончить	loppu	V;PFV;NFIN;ACT	N;IN+ALL;SG
мирное	rauhallista	мирный	rauhallinen	ADJ;NOM;NEUT;SG	ADJ;PRT;SG
присоединение	liittymistä	присоединение	liittyminen	N;INAN;NOM;NEUT;SG	N;PRT;SG
присоединение	liittymässä	присоединение	liittyä	N;INAN;NOM;NEUT;SG	V;IN+ESS;SG;NFIN;ACT
нож	veistä	нож	viesi	N;INAN;NOM;MASC;SG	N;PRT;SG
трудах	kirjoitukset	труд	kirjoitus	N;INAN;ESS;MASC;PL	N;NOM;PL
трудах	kirjoituksia	труд	kirjoitus	N;INAN;ESS;MASC;PL	N;PRT;PL
тянет	vetäminen	тянуть	vetäminen	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;SG
акция	toimintaa	акция	toiminta	N;INAN;NOM;FEM;SG	N;PRT;SG
акция	toimi	акция	toimia	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
акция	toimia	акция	toimia	N;INAN;NOM;FEM;SG	V;SG;NFIN;ACT
навыки	taitoja	навык	taito	N;INAN;NOM;MASC;PL	N;PRT;PL
навыки	osaaminen	навык	osaaminen	N;INAN;NOM;MASC;PL	N;NOM;SG
навыки	ammattitaito	навык	ammatti#taito	N;INAN;NOM;MASC;PL	N;NOM;SG
навыки	taito	навык	taito	N;INAN;NOM;MASC;PL	N;NOM;SG
навыки	taitoa	навык	taito	N;INAN;NOM;MASC;PL	N;PRT;SG
грубо	tyly	грубо	tyly	ADV	N;NOM;SG
грубо	epäkohteliasta	грубо	epä#kohdelia	ADV	N;IN+ABL;SG
грубо	töykeä	грубо	töykeä	ADV	ADJ;NOM;SG
бранденбург	brandenburgin	бранденбург	brandenburg	N;INAN;NOM;MASC;SG	N;GEN;SG
уменьшение	vähentää	уменьшение	vähentää	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
уменьшение	vähentynyt	уменьшение	vähentyä	N;INAN;NOM;NEUT;SG	V;NOM;SG;V.PTCP;ACT
санкции	seuraamuksia	санкция	seuraamus	N;INAN;NOM;FEM;PL	N;PRT;PL
санкции	seuraamuksia	санкция	seuraamus	N;INAN;NOM;FEM;PL	N;PRT;PL
физическая	fyysiset	физический	fyysinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
физическая	fyysistä	физический	fyysinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
рей	rey	рей	rey		
рей	rae	рей	rae		N;NOM;SG
рей	rei	рей	rei		N;NOM;SG
рей	ray	рей	ray		PROPN;NOM;SG
индивидуальные	yksilö	индивидуальный	yksilö	ADJ;NOM;PL	N;NOM;SG
индивидуальные	yksittäisten	индивидуальный	yksittäinen	ADJ;NOM;PL	ADJ;GEN;PL
индивидуальные	yksilöllinen	индивидуальный	yksilöllinen	ADJ;NOM;PL	ADJ;NOM;SG
индивидуальные	yksittäinen	индивидуальный	yksittäinen	ADJ;NOM;PL	ADJ;NOM;SG
спасение	säästöt	спасение	säästö	N;INAN;NOM;NEUT;SG	N;NOM;PL
спасение	pelastaa	спасение	pelastaa	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
спасение	säästää	спасение	säästää	N;INAN;NOM;NEUT;SG	V;SG;FIN;ACT
спасение	tallennetaan	спасение	tallentaa	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN;PASS
спасение	pelastaa	спасение	pelastaa	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN;ACT
спасение	pelastusta	спасение	pelastus	N;INAN;NOM;NEUT;SG	N;PRT;SG
спасение	pelastuksen	спасение	pelastus	N;INAN;NOM;NEUT;SG	N;GEN;SG
мичиган	michigan	мичиган	michiga	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
кросс	ylitä	кросс	ylittää	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
кросс	ristiin	кросс	risti	N;INAN;NOM;MASC;SG	ADV
нельсон	nelson	нельсон	nelson	N;ANIM;NOM;MASC;SG	
западное	western	западный	western	ADJ;NOM;NEUT;SG	
западное	länsi	западный	länteä	ADJ;NOM;NEUT;SG	N;NOM;SG
фильтр	suodattimen	фильтр	suodatin	N;INAN;NOM;MASC;SG	N;GEN;SG
закончилось	loppui	закончиться	loppua	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN;ACT
закончилось	päättyi	закончиться	päättyä	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN;ACT
закончилось	päättynyt	закончиться	päättyä	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;ACT
квебек	quebec	квебек	quebec	N;INAN;NOM;MASC;SG	
колеса	pyörän	колесо	pyörä	N;INAN;NOM;NEUT;PL	N;GEN;SG
колеса	pyörä	колесо	pyörä	N;INAN;NOM;NEUT;PL	N;NOM;SG
колеса	pyöriä	колесо	pyöriä	N;INAN;NOM;NEUT;PL	V;SG;NFIN;ACT
колеса	pyörien	колесо	pyörä	N;INAN;NOM;NEUT;PL	N;GEN;PL
аудио	ääntä	аудио	ääni	N;INAN;NOM;MASC;SG	N;PRT;SG
лукас	lucas	лукас	lucas	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
пал	pal	пасть	pal	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;SG
пал	langennut	пасть	langennut	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;SG
мужские	mies	мужской	mies	ADJ;NOM;PL	N;NOM;SG
мужские	uros	мужской	uros	ADJ;NOM;PL	N;NOM;SG
компакт	compact	компакт	compact	N;INAN;NOM;MASC;SG	
компакт	tiivis	компакт	tiivis	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
вычисления	laskenta	вычисление	laskentaa	N;INAN;NOM;NEUT;PL	N;NOM;SG
вычисления	laskeminen	вычисление	laskeminen	N;INAN;NOM;NEUT;PL	N;NOM;SG
продал	myyty	продать	myydä	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;NOM;SG;V.PTCP;PASS
продал	myydään	продать	myydä	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PRS;FIN;PASS
акул	haita	акул	haita	N;ANIM;GEN;MASC;PL	N;PRT;SG
акул	hait	акул	hait	N;ANIM;GEN;MASC;PL	N;NOM;PL
реализм	realismia	реализм	realismi	N;INAN;NOM;MASC;SG	N;PRT;SG
химическая	kemikaali	химический	kemikaali	ADJ;NOM;FEM;SG	N;NOM;SG
химическая	kemialliset	химический	kemiallinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
правильный	korjaa	правильный	korjata	ADJ;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
правильный	oikein	правильный	oikein	ADJ;NOM;MASC;SG	ADV
операторов	operaattorit	оператор	operaattori	N;ANIM;GEN;MASC;PL	N;NOM;PL
операторов	toimijat	оператор	toimija	N;ANIM;GEN;MASC;PL	N;NOM;PL
поляки	puolalaisia	поляк	puolalainen	N;ANIM;NOM;MASC;PL	N;PRT;PL
тереза	therese	терез	therese	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
приобрести	osto	приобрести	osto	V;PFV;NFIN;ACT	N;NOM;SG
приобрести	hankinta	приобрести	hankkinta	V;PFV;NFIN;ACT	N;NOM;SG
приобрести	ostaminen	приобрести	ostaminen	V;PFV;NFIN;ACT	N;NOM;SG
приобрести	hankittava	приобрести	hankkia	V;PFV;NFIN;ACT	V;NOM;SG;V.PTCP;PASS
повысить	mainosta	повысить	maino	V;PFV;NFIN;ACT	N;PRT;SG
повысить	mainostaminen	повысить	mainostaminen	V;PFV;NFIN;ACT	N;NOM;SG
защищает	suojellaan	защищать	suojella	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
особая	erityiset	особый	erityinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
особая	erityistä	особый	erityinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
особая	special	особый	special	ADJ;NOM;FEM;SG	N;NOM;SG
ген	gene	ген	gene	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
смешанные	sekoitettuna	смешанный	sekoittaa	ADJ;NOM;PL	V;FRML;SG;V.PTCP;PASS
смешанные	sekoitettu	смешанный	sekoittaa	ADJ;NOM;PL	V;NOM;SG;V.PTCP;PASS
призы	palkintoja	приз	palkinta	N;INAN;NOM;MASC;PL	N;PRT;PL
призы	palkintoja	приз	palkinta	N;INAN;NOM;MASC;PL	N;PRT;PL
мятеж	kapinaa	мятеж	kapina	N;INAN;NOM;MASC;SG	N;PRT;SG
мятеж	kapinan	мятеж	kapina	N;INAN;NOM;MASC;SG	N;GEN;SG
мятеж	kapinaa	мятеж	kapina	N;INAN;NOM;MASC;SG	N;PRT;SG
социальное	sosiaaliset	социальный	sosiaalinen	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
социальное	sosiaalisen	социальный	sosiaalinen	ADJ;NOM;NEUT;SG	ADJ;GEN;SG
просмотр	selaa	просмотр	selaa	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
просмотр	näytä	просмотр	näyttää	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
просмотр	mieltä	просмотр	mieli	N;INAN;NOM;MASC;SG	N;PRT;SG
подъёма	vokaali	подъем	vokaali	N;INAN;GEN;MASC;SG	N;NOM;SG
максимальное	enintään	максимальный	enintään	ADJ;NOM;NEUT;SG	ADV
максимальное	maksimi	максимальный	maksi#mi	ADJ;NOM;NEUT;SG	N;NOM;SG
максимальное	suurin	максимальный	suuri	ADJ;NOM;NEUT;SG	ADJ;NOM;RL;SG
максимальное	enimmäismäärä	максимальный	enimmäis#määrä	ADJ;NOM;NEUT;SG	N;NOM;SG
рика	rick	рик	rick	N;ANIM;NOM;FEM;SG	PROPN;NOM;SG
рика	rica	рик	rica	N;ANIM;NOM;FEM;SG	
телефоны	puhelimia	телефон	puhelin	N;INAN;NOM;MASC;PL	N;PRT;PL
социалистов	sosialistit	социалист	sosialisti	N;ANIM;GEN;MASC;PL	N;NOM;PL
шарлотта	charlotte	шарлотт	charlotte	N;ANIM;NOM;FEM;SG	
буш	bushin	буш	bush	N;ANIM;NOM;MASC;SG	N;GEN;SG
буш	bush	буш	bush	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
тайвань	taiwanin	тайвань	taiwan	N;INAN;NOM;MASC;SG	N;GEN;SG
тайвань	taiwanissa	тайвань	taiwan	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
убежище	suojaa	убежище	suoja	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
убежище	turvapaikan	убежище	turva#paikka	N;INAN;NOM;NEUT;SG	N;GEN;SG
мышь	hiirtä	мышь	hiirtää	N;INAN;NOM;FEM;SG	N;PRT;SG
мышь	hiiren	мышь	hiire	N;INAN;NOM;FEM;SG	N;GEN;SG
тенденция	taipumusta	тенденция	taipumus	N;INAN;NOM;FEM;SG	N;PRT;SG
биг	iso	биг	iso		ADJ;NOM;SG
биг	isot	биг	iso		ADJ;NOM;PL
биг	suuri	биг	suuri		ADJ;NOM;SG
потребности	tarvitsee	потребность	tarvita	N;INAN;NOM;FEM;PL	V;IND;SG;3;PRS;FIN;ACT
потребности	kaipaa	потребность	kaivata	N;INAN;NOM;FEM;PL	V;IMP;SG;2;FIN;ACT
потребности	vaatimuksia	потребность	vaatimus	N;INAN;NOM;FEM;PL	N;PRT;PL
катера	veneitä	катер	vene	N;INAN;NOM;MASC;PL	N;PRT;PL
дольше	pidempi	долго	pitkä	ADV;CMPR	ADJ;NOM;CMPR;SG
дольше	pitempi	долго	pitkä	ADV;CMPR	ADJ;NOM;CMPR;SG
подтверждена	vahvistetut	подтвердить	vahvistaa	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
подтверждена	vahvistanut	подтвердить	vahvistaa	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
координации	koordinoida	координация	koordinoida	N;INAN;NOM;FEM;PL	V;SG;NFIN;ACT
координации	koordinoi	координация	koordinoida	N;INAN;NOM;FEM;PL	N;NOM;SG
рождество	joulua	рождество	joulu	N;INAN;NOM;NEUT;SG	N;PRT;SG
рождество	joulun	рождество	joulu	N;INAN;NOM;NEUT;SG	N;GEN;SG
рождество	jouluna	рождество	joulu	N;INAN;NOM;NEUT;SG	N;FRML;SG
ральф	ralf	ральф	ralf	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
ральф	ralph	ральф	ralph	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
стандартный	standardin	стандартный	standardi	ADJ;NOM;MASC;SG	N;GEN;SG
стандартный	normi	стандартный	normi	ADJ;NOM;MASC;SG	N;NOM;SG
стандартный	standard	стандартный	standard	ADJ;NOM;MASC;SG	N;NOM;SG
стандартный	standardi	стандартный	standardi	ADJ;NOM;MASC;SG	N;NOM;SG
стандартный	vakio	стандартный	vakio	ADJ;NOM;MASC;SG	N;NOM;SG
отделений	toimistot	отделение	toimisto	N;INAN;GEN;NEUT;PL	N;NOM;PL
отделений	toimistoja	отделение	toimisto	N;INAN;GEN;NEUT;PL	N;PRT;PL
отделений	oksat	отделение	oksa	N;INAN;GEN;NEUT;PL	N;NOM;PL
сул	sul	сул	sinä	PART	INTJ
поло	polo	поло	polo	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
чистый	puhdistettu	чистый	puhdistaa	ADJ;NOM;MASC;SG	V;NOM;SG;V.PTCP;PASS
чистый	net	чистый	net	ADJ;NOM;MASC;SG	N;NOM;SG
чистый	verkon	чистый	verkko	ADJ;NOM;MASC;SG	N;GEN;SG
чистый	verkko	чистый	verkko	ADJ;NOM;MASC;SG	N;NOM;SG
чистый	netto	чистый	netto	ADJ;NOM;MASC;SG	N;NOM;SG
чистый	puhdasta	чистый	puhdas	ADJ;NOM;MASC;SG	ADJ;PRT;SG
чистый	puhtaat	чистый	puhdas	ADJ;NOM;MASC;SG	ADJ;NOM;PL
чистый	puhdasta	чистый	puhdas	ADJ;NOM;MASC;SG	ADJ;PRT;SG
чистый	puhtaana	чистый	puhdas	ADJ;NOM;MASC;SG	ADJ;FRML;SG
чистый	puhtaat	чистый	puhdas	ADJ;NOM;MASC;SG	ADJ;NOM;PL
тепло	lämpöä	теплый	lämpö	ADJ;NEUT;SG	N;PRT;SG
тепло	kuumuus	теплый	kuumuus	ADJ;NEUT;SG	N;NOM;SG
тепло	lämpö	теплый	lämpö	ADJ;NEUT;SG	N;NOM;SG
тепло	helle	теплый	hälle	ADJ;NEUT;SG	N;NOM;SG
тепло	lämpimät	теплый	lämmin	ADJ;NEUT;SG	ADJ;NOM;PL
тепло	lämpöä	теплый	lämpö	ADJ;NEUT;SG	N;PRT;SG
мартинес	martínez	мартинес	martínez	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
таджикистан	tadžikistanin	таджикистан	tadži#kistan	N;INAN;NOM;MASC;SG	N;GEN;SG
удаляется	poistetut	удалять	poistaa	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;NOM;PL;V.PTCP;PASS
удаляется	poistettiin	удалять	poistaa	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;PST;FIN;PASS
суды	tuomioistuinten	суд	tuomio#istuin	N;INAN;NOM;MASC;PL	N;GEN;PL
