月	maandenlang	月	maandenlang	N	ADJ
發動	engine	發動	engine	V	N;MASC+FEM;SG
發動	motor	發動	motor	V	N;MASC+FEM;SG
發動	motoren	發動	motor	V	N;PL
發動	motorische	發動	motorisch	V	ADJ
發動	motor	發動	motor	V	N;MASC+FEM;SG
完美	perfectie	完美	perfectie	ADJ	N;MASC+FEM;SG
借	leende	借	lenen	ADP	V;SG;PST;FIN
借	geleende	借	lenen	ADP	V;V.PTCP
借	geleend	借	lenen	ADP	V;V.PTCP
借	lenen	借	lenen	ADP	V;NFIN
借	leen	借	leen	ADP	N;MASC+FEM;SG
借	lenen	借	lenen	ADP	V;NFIN
借	leen	借	leen	ADP	N;MASC+FEM;SG
立陶宛	litouwen	立陶宛	litouw	PROPN	PROPN;NEUT;SG
縮寫	afkorting	縮寫	afkorting	V	N;MASC+FEM;SG
縮寫	initialen	縮寫	initiaal	V	N;PL
田中	tanaka	田中	tanaka	PROPN	N;MASC+FEM;SG
期刊	journal	期刊	journal	N	
期刊	periodiek	期刊	periodiek	N	ADJ
大	massief	大	massief	PART	ADJ
大	enorme	大	enorm	PART	ADJ
大	massive	大	massive	PART	N;MASC+FEM;SG
大	massaal	大	massaal	PART	ADJ
大	massale	大	massaal	PART	ADJ
遊行	optocht	遊行	optocht	V	N;MASC+FEM;SG
遊行	parade	遊行	parade	V	N;MASC+FEM;SG
遊行	processie	遊行	processie	V	N;MASC+FEM;SG
遊行	optocht	遊行	optocht	V	N;MASC+FEM;SG
楠	nan	楠	nan	PROPN	N;MASC+FEM;SG
人氣	populaire	人氣	populair	N	ADJ
人氣	populair	人氣	populair	N	ADJ
順利	soepel	順利	soepel	ADV	ADJ
順利	gladde	順利	glad	ADV	ADJ
順利	glad	順利	glad	ADV	ADJ
光明	lichte	光明	licht	N	ADJ
平安	veilig	平安	veilig	PROPN	ADJ
平安	kluis	平安	kluis	PROPN	N;MASC+FEM;SG
平安	safe	平安	safe	PROPN	N;MASC+FEM;SG
平安	veilige	平安	veilig	PROPN	ADJ
平安	vrede	平安	vrede	PROPN	N;MASC+FEM;SG
平安	peace	平安	peace	PROPN	
哈利	harry	哈利	harry	PROPN	PROPN;MASC+FEM;SG
垂直	verticaal	垂直	verticaal	N	ADJ
垂直	loodrecht	垂直	loodrecht	N	ADJ
垂直	loodrechte	垂直	loodrecht	N	ADJ
垂直	verticaal	垂直	verticaal	N	ADJ
垂直	verticale	垂直	verticaal	N	ADJ
網上	online	網上	online	N	ADJ
主辦	hosting	主辦	hosting	V	N;MASC+FEM;SG
帆	varen	帆	varen	PROPN	V;NFIN
雅典	athene	雅典	athene	PROPN	PROPN;NEUT;SG
豐富	rijken	豐富	rijken	ADJ	N;PL
豐富	rich	豐富	rich	ADJ	N;MASC+FEM;SG
上方	boven	上方	boven	N	ADP
梨	peer	梨	peer	PROPN	N;MASC+FEM;SG
梨	peren	梨	peer	PROPN	N;PL
梨	peren	梨	peer	PROPN	N;PL
加速	versnelling	加速	versnelling	V	N;MASC+FEM;SG
加速	acceleratie	加速	acceleratie	V	N;MASC+FEM;SG
重複	dubbele	重複	dubbel	V	ADJ
重複	duplicaat	重複	duplicaat	V	N;NEUT;SG
自殺	zelfmoord	自殺	zelfmoord	V	N;MASC+FEM;SG
自殺	zelfdoding	自殺	zelfdoding	V	N;MASC+FEM;SG
利物浦	liverpool	利物浦	liverpool	PROPN	N;NEUT;SG
比利	belgie	比利	belgie	PROPN	PROPN;NEUT;SG
比利	belgië	比利	belgiën	PROPN	PROPN;NEUT;SG
嫁	trouw	嫁	trouw	V	ADJ
信徒	gelovigen	信徒	gelovigen	N	ADJ
逆	inverse	逆	invers		N;MASC+FEM;SG
逆	achteruit	逆	achteruit		ADV
逆	omgekeerde	逆	omkeerd		V;V.PTCP
逆	omkeren	逆	omkeren		V;NFIN
逆	omgekeerd	逆	omkeren		V;V.PTCP
鐘	jong	鐘	jong	N	ADJ
分享	gedeelde	分享	delen	V	ADJ
分享	deel	分享	deel	V	N;NEUT;SG
分享	aandelen	分享	aandeel	V	N;PL
入圍	finalist	入圍	finalist	V	N;MASC+FEM;SG
入圍	finalisten	入圍	finalist	V	N;PL
擴大	expansie	擴大	expansie	V	N;MASC+FEM;SG
擴大	uitbreiding	擴大	uitbreiding	V	N;MASC+FEM;SG
擴大	uitbreiding	擴大	uitbreiding	V	N;MASC+FEM;SG
擴大	vergrote	擴大	vergroot	V	ADJ
有	beroemde	有	beroemd	V	ADJ
有	beroemd	有	beroemd	V	ADJ
指數	indexeren	指數	indexeren	N	V;NFIN
指數	exponentieel	指數	exponentieel	N	ADJ
指數	exponentiële	指數	exponentiel	N	ADJ
帝王	keizerlijk	帝王	keizerlijk	N	ADJ
帝王	keizerlijke	帝王	keizerlijk	N	ADJ
撰寫	schriftelijke	撰寫	schriftelijk	V	ADJ
就	zoals	就	zoals	ADV	CONJ
就	like	就	lik	ADV	
絕對	absoluut	絕對	absoluut	ADV	ADJ
絕對	absolute	絕對	absoluut	ADV	ADJ
重點	focussen	重點	focus	N	V;NFIN
重點	concentreren	重點	concentreren	N	V;NFIN
感覺	feel	感覺	feel	N	
感覺	voelen	感覺	voelen	N	V;NFIN
感覺	voel	感覺	voelen	N	V;SG;PRS;FIN
感覺	voelt	感覺	voelen	N	V;SG;PRS;FIN
感覺	voelen	感覺	voelen	N	V;NFIN
左翼	linkse	左翼	links	N	ADJ
左翼	linker	左翼	linker	N	ADJ
左翼	links	左翼	links	N	ADJ
九州	kyushu	九州	kyushu	PROPN	N;NEUT;SG
限	limited	限	limited	N	
限	beperkt	限	beperken	N	V;V.PTCP
限	gelimiteerd	限	limiteren	N	V;V.PTCP
限	beperkte	限	beperken	N	V;SG;PST;FIN
限	beperken	限	beperken	N	V;NFIN
總	ceo	總	ceo	ADJ	N;MASC+FEM;SG
休息	break	休息	break	V	N;MASC+FEM;SG
休息	pauze	休息	pauze	V	N;MASC+FEM;SG
休息	rust	休息	rust	V	N;MASC+FEM;SG
休息	rest	休息	rest	V	N;MASC+FEM;SG
休息	rust	休息	rust	V	N;MASC+FEM;SG
曆	agenda	曆	agenda		N;MASC+FEM;SG
曆	kalender	曆	kalender		ADJ;CMPR
定期	regelmatige	定期	regelmatig	N	ADJ
定期	regulier	定期	regulier	N	ADJ
定期	reguliere	定期	regulier	N	ADJ
定期	regelmatig	定期	regelmatig	N	ADJ
定期	periodiek	定期	periodiek	N	ADJ
反抗	opstand	反抗	opstand	V	N;MASC+FEM;SG
殺害	moorden	殺害	moord	V	N;PL
穿越	oversteek	穿越	oversteek	V	N;MASC+FEM;SG
管制	controles	管制	controle	V	N;PL
眼睛	eye	眼睛	eye	N	
亂	rommelig	亂	rommelig	N	ADJ
亂	slordig	亂	slordig	N	ADJ
亂	mess	亂	mess	N	
否則	anders	否則	anders	ADP	ADV
貴族	edele	貴族	edeel	N	ADJ
貴族	edel	貴族	edel	N	ADJ
貴族	nobele	貴族	nobel	N	ADJ
貴族	nobel	貴族	nobel	N	ADJ
殺死	doden	殺死	dood	V	ADJ
浪漫	romantische	浪漫	romantisch	N	ADJ
浪漫	romantisch	浪漫	romantisch	N	ADJ
探索	exploratie	探索	exploratie	V	N;MASC+FEM;SG
探索	verkenning	探索	verkenning	V	N;MASC+FEM;SG
探索	ontdekking	探索	ontdekking	V	N;MASC+FEM;SG
探索	ontdekkingen	探索	ontdekking	V	N;PL
探索	discovery	探索	discovery	V	N;MASC+FEM;SG
簽約	ondertekening	簽約	ondertekening	V	N;MASC+FEM;SG
參賽	deelnemer	參賽	deelnemer	V	N;MASC+FEM;SG
參賽	deelnemers	參賽	deelnemer	V	N;PL
望遠	verrekijker	望遠	verrekijker	V	N;MASC+FEM;SG
望遠	telescoop	望遠	telescoop	V	N;MASC+FEM;SG
望遠	telescopen	望遠	telescoop	V	N;PL
月份	maandenlang	月份	maandenlang	N	ADJ
軸	assen	軸	ass	N	PROPN;NEUT;SG
軸	as	軸	zijn	N	
軸	as	軸	zijn	N	
緊急	dringend	緊急	dringend	N	ADJ
緊急	urgent	緊急	urgent	N	ADJ
適合	geschikt	適合	geschikt	V	ADJ
適合	geschikte	適合	geschikt	V	ADJ
適合	fit	適合	fit	V	ADJ
精選	uitgelicht	精選	uitlichten	N	V;V.PTCP
精選	uitgelichte	精選	uitlichten	N	V;V.PTCP
精選	aanbevolen	精選	aanbevelen	N	V;V.PTCP
銅	bronzen	銅	bronzen	N	V;NFIN
銅	bronze	銅	bronze	N	
單	mono	單	mono	NUM	N;MASC+FEM;SG
單	pfeiffer	單	pfeiffer	NUM	N;MASC+FEM;SG
單	alleenstaande	單	alleenstaande	NUM	V;V.PTCP
單	single	單	single	NUM	N;MASC+FEM;SG
單	alleenstaand	單	alleenstaand	NUM	ADJ
單	vrijgezel	單	vrijgezel	NUM	N;MASC+FEM;SG
象徵	symbool	象徵	symbool	V	N;NEUT;SG
象徵	symbolische	象徵	symbolisch	V	ADJ
象徵	symbolisch	象徵	symbolisch	V	ADJ
精靈	elf	精靈	elf	N	NUM
事實	truth	事實	truth	N	
巨人	reuze	巨人	reuze	N	ADJ
梓	azusa	梓	azusa	PROPN	N;MASC+FEM;SG
無限	oneindig	無限	oneindig	N	ADJ
無限	oneindige	無限	oneindig	N	ADJ
無限	oneindig	無限	oneindig	N	ADJ
無限	onbeperkte	無限	onbeperkt	N	ADJ
無限	grenzeloos	無限	grenzeloos	N	ADJ
無限	onbegrensd	無限	onbegrensd	N	ADJ
無限	onbegrensd	無限	onbegrensd	N	ADJ
無限	onbeperkte	無限	onbeperkt	N	ADJ
無限	onbeperkt	無限	onbeperken	N	ADJ
永遠	altijd	永遠	altijd	N	ADV
充分	volledig	充分	volledig		ADJ
福岡	fukuoka	福岡	fukuoka	PROPN	N;NEUT;SG
難	moeilijk	難	moeilijk	N	ADJ
難	hard	難	hard	N	ADJ
難	harde	難	hard	N	ADJ
難	lastig	難	lastig	N	ADJ
難	moeilijk	難	moeilijk	N	ADJ
難	moeilijke	難	moeilijk	N	ADJ
戰術	tactisch	戰術	tactisch	N	ADJ
戰術	tactische	戰術	tactisch	N	ADJ
追求	zoektocht	追求	zoektocht	V	N;MASC+FEM;SG
追求	quest	追求	quest	V	N;MASC+FEM;SG
追求	queeste	追求	queest	V	N;MASC+FEM;SG
追求	achtervolging	追求	achtervolging	V	N;MASC+FEM;SG
衛生	hygiënisch	衛生	hygiënisch	N	ADJ
衛生	hygiënische	衛生	hygiënisch	N	ADJ
衛生	hygiënisch	衛生	hygiënisch	N	ADJ
衛生	sanitaire	衛生	sanitair	N	ADJ
衛生	sanitaire	衛生	sanitair	N	ADJ
南斯拉夫	joegoslavische	南斯拉夫	joegoslavisch	PROPN	ADJ
南斯拉夫	joegoslavië	南斯拉夫	joegoslavië	PROPN	PROPN;NEUT;SG
誕生	born	誕生	born	V	N;MASC+FEM;SG
郝	hao	郝	hao	PROPN	N;MASC+FEM;SG
緬甸	birma	緬甸	birma	PROPN	PROPN;NEUT;SG
緬甸	myanmar	緬甸	myanmar	PROPN	PROPN;NEUT;SG
七十	seventy	七十	seventy	NUM	
昆明	kunming	昆明	kunming	PROPN	N;MASC+FEM;SG
規範	normatieve	規範	normatief	N	ADJ
環球	universal	環球	universal	PROPN	N;MASC+FEM;SG
環球	universeel	環球	universeel	PROPN	ADJ
環球	universele	環球	universeel	PROPN	ADJ
環球	aardbol	環球	aardbol	PROPN	N;MASC+FEM;SG
環球	globe	環球	globe	PROPN	N;MASC+FEM;SG
彬	bin	彬	bin	PROPN	N;MASC+FEM;SG
燈	lichten	燈	lichten	N	V;NFIN
交換	ruil	交換	ruil	V	N;MASC+FEM;SG
交換	swap	交換	swap	V	N;MASC+FEM;SG
交換	ruil	交換	ruil	V	N;MASC+FEM;SG
交換	uitwisseling	交換	uitwisseling	V	N;MASC+FEM;SG
交易	uitwisseling	交易	uitwisseling	V	N;MASC+FEM;SG
交易	uitwisselingen	交易	uitwisseling	V	N;PL
交易	ruil	交易	ruil	V	N;MASC+FEM;SG
交易	uitwisseling	交易	uitwisseling	V	N;MASC+FEM;SG
提前	early	提前	early	V	
提前	vroeg	提前	vroeg	V	ADJ
提前	vroege	提前	vroeg	V	ADJ
神奇	amazing	神奇	amazing	ADJ	
神奇	magie	神奇	magie	ADJ	N;MASC+FEM;SG
神奇	magic	神奇	magic	ADJ	N;MASC+FEM;SG
週刊	wekelijks	週刊	wekelijks	N	ADJ
週刊	wekelijkse	週刊	wekelijks	N	ADJ
週刊	weekly	週刊	weekly	N	
示威	betoging	示威	betoging	V	N;MASC+FEM;SG
示威	demonstratie	示威	demonstratie	V	N;MASC+FEM;SG
示威	manifestaties	示威	manifestatie	V	N;PL
示威	demonstraties	示威	demonstratie	V	N;PL
示威	betogingen	示威	betoging	V	N;PL
撞擊	impact	撞擊	impact	V	N;MASC+FEM;SG
撞擊	inslag	撞擊	inslag	V	N;MASC+FEM;SG
撞擊	effect	撞擊	effect	V	N;NEUT;SG
撞擊	botsing	撞擊	botsing	V	N;MASC+FEM;SG
撞擊	aanvaring	撞擊	aanvaring	V	N;MASC+FEM;SG
撞擊	botsing	撞擊	botsing	V	N;MASC+FEM;SG
撞擊	aanrijding	撞擊	aanrijding	V	N;MASC+FEM;SG
傑出	uitstaande	傑出	uitstaande	ADJ	V;V.PTCP
傑出	uitmuntend	傑出	uitmuntend	ADJ	V;V.PTCP
外圍	perifeer	外圍	perifeer	N	ADJ
排行	rangschikking	排行	rangschikking	V	N;MASC+FEM;SG
排行	ranglijst	排行	ranglijst	V	N;MASC+FEM;SG
標本	specimen	標本	specim	N	V;V.PTCP
標本	specimen	標本	specim	N	V;V.PTCP
瀑布	vallen	瀑布	vallen	N	V;NFIN
瀑布	valt	瀑布	vallen	N	V;SG;PRS;FIN
萍	ping	萍	ping	PROPN	
搜尋	zoeken	搜尋	zoeken	N	V;NFIN
搜尋	doorzoeken	搜尋	doorzoeken	N	V;NFIN
搜尋	zoek	搜尋	zoek	N	ADJ
搜尋	zoekende	搜尋	zoeken	N	V;V.PTCP
米蘭	milaan	米蘭	milaan	PROPN	PROPN;NEUT;SG
德州	texaanse	德州	texaans	PROPN	ADJ
德州	texas	德州	texas	PROPN	N;NEUT;SG
威尼斯	venetie	威尼斯	venetie	PROPN	N;MASC+FEM;SG
威尼斯	venetië	威尼斯	venetië	PROPN	N;NEUT;SG
答	beantwoorden	答	beantwoorden	N	V;NFIN
折	vouwen	折	vouw	PROPN	V;NFIN
折	vouw	折	vouw	PROPN	V;SG;PRS;FIN
折	plooi	折	plooi	PROPN	N;MASC+FEM;SG
鼓勵	aanmoediging	鼓勵	aanmoediging	V	N;MASC+FEM;SG
柬埔寨	cambodja	柬埔寨	cambodja	PROPN	N;NEUT;SG
希特勒	hitler	希特勒	hitler	PROPN	PROPN;MASC+FEM;SG
輸入	input	輸入	input	V	N;MASC+FEM;SG
輸入	invoer	輸入	invoer	V	N;MASC+FEM;SG
輸入	enter	輸入	enter	V	N;NEUT;SG
處理	verwerker	處理	verwerker	V	N;MASC+FEM;SG
處理	processor	處理	processor	V	N;MASC+FEM;SG
處理	verwerker	處理	verwerker	V	N;MASC+FEM;SG
無	null	無	null	V	N;MASC+FEM;SG
無	ongeldig	無	ongeldig	V	ADJ
無	ongeldige	無	ongeldig	V	ADJ
贊助	sponsor	贊助	sponsor	V	N;MASC+FEM;SG
贊助	sponsoring	贊助	sponsoring	V	N;MASC+FEM;SG
幫忙	hulp	幫忙	hulp	V	N;MASC+FEM;SG
幫忙	help	幫忙	help	V	N;MASC+FEM;SG
股票	stock	股票	stock	N	
實現	realisatie	實現	realisatie	V	N;MASC+FEM;SG
八十	eighty	八十	eighty	NUM	N;MASC+FEM;SG
出局	eruit	出局	eruit	V	ADV
出局	uit	出局	uit	V	ADP
出局	out	出局	out	V	
瑪麗	mary	瑪麗	mary	PROPN	N;MASC+FEM;SG
瑪麗	maria	瑪麗	maria	PROPN	N;MASC+FEM;SG
平等	gelijk	平等	gelijk	N	ADJ
平等	equal	平等	equal	N	
平等	gelijke	平等	gelijk	N	ADJ
聽	luister	聽	luister	ADP	V;SG;PRS;FIN
聽	luisteren	聽	luisteren	ADP	V;NFIN
困難	lastig	困難	lastig	N	ADJ
困難	moeilijk	困難	moeilijk	N	ADJ
困難	moeilijke	困難	moeilijk	N	ADJ
危險	gevaarlijke	危險	gevaarlijk	N	ADJ
危險	gevaarlijk	危險	gevaarlijk	N	ADJ
強大	sterk	強大	sterk	N	ADJ
強大	sterke	強大	sterk	N	ADJ
強大	sterken	強大	sterken	N	V;NFIN
強大	machtig	強大	machtig	N	ADJ
強大	krachtig	強大	krachtig	N	ADJ
強大	krachtige	強大	krachtig	N	ADJ
外國	buitenlands	外國	buitenlands	N	ADJ
瓦爾	val	瓦爾	vallen	PROPN	V;SG;PRS;FIN
公寓	plat	公寓	plat	N	ADJ
接管	overname	接管	overname	V	N;MASC+FEM;SG
一	kant	一	kant	NUM	N;MASC+FEM;SG
一	zijde	一	zijde	NUM	N;MASC+FEM;SG
一	side	一	side	NUM	
一	zijkant	一	zijkant	NUM	N;MASC+FEM;SG
奧運	olympische	奧運	Olympisch	PROPN	ADJ
聯絡	liaison	聯絡	liaison	V	N;MASC+FEM;SG
聯絡	contact	聯絡	contact	V	N;NEUT;SG
聯絡	contactpersoon	聯絡	contactpersoon	V	N;MASC+FEM;SG
漢	chinezen	漢	chinees	PROPN	N;PL
漢	chinees	漢	chinees	PROPN	ADJ
漢	chinese	漢	chinees	PROPN	ADJ
下載	downloads	下載	downloads	V	N;PL
裡面	binnen	裡面	binnen	N	ADP
修道	klooster	修道	klooster	V	N;NEUT;SG
修道	klooster	修道	klooster	V	N;NEUT;SG
修道	abdij	修道	abdij	V	N;MASC+FEM;SG
修道	abbey	修道	abbey	V	N;NEUT;SG
總	hoofdinspecteur	總	hoofdinspecteur	PART	N;MASC+FEM;SG
總	hoofdagent	總	hoofdagent	PART	N;MASC+FEM;SG
地中	mediterrane	地中	mediterrane	PROPN	ADJ
釋放	release	釋放	release	V	N;MASC+FEM;SG
釋放	vrijlating	釋放	vrijlating	V	N;MASC+FEM;SG
釋放	vrijgave	釋放	vrijgave	V	N;MASC+FEM;SG
登記	register	登記	register	V	N;NEUT;SG
登記	inschrijving	登記	inschrijving	V	N;MASC+FEM;SG
登記	registratie	登記	registratie	V	N;MASC+FEM;SG
黃色	gele	黃色	geel	N	ADJ
黃色	geel	黃色	geel	N	ADJ
批判	kritische	批判	kritisch	N	ADJ
批判	kritisch	批判	kritisch	N	ADJ
聖經	bijbel	聖經	bijbel	PROPN	N;MASC+FEM;SG
聖經	bijbels	聖經	bijbel	PROPN	ADJ
聖經	bijbelse	聖經	bijbels	PROPN	ADJ
威爾斯	wales	威爾斯	wale	PROPN	PROPN;NEUT;SG
招生	toelating	招生	toelating	V	N;MASC+FEM;SG
招生	inschrijving	招生	inschrijving	V	N;MASC+FEM;SG
招生	inschrijving	招生	inschrijving	V	N;MASC+FEM;SG
銀河	galactische	銀河	galactisch	PROPN	ADJ
銀河	sterrenstelsel	銀河	sterrenstelsel	PROPN	N;NEUT;SG
銀河	melkwegstelsel	銀河	melkwegstelsel	PROPN	N;NEUT;SG
銀河	galaxy	銀河	galaxy	PROPN	N;MASC+FEM;SG
銀河	melkweg	銀河	melkweg	PROPN	N;MASC+FEM;SG
創辦	stichter	創辦	stichter	V	N;MASC+FEM;SG
創辦	oprichter	創辦	oprichter	V	N;MASC+FEM;SG
地質	geologisch	地質	geologisch	N	ADJ
多倫多	toronto	多倫多	toronto	PROPN	N;NEUT;SG
桓	huan	桓	huan	PROPN	N;MASC+FEM;SG
桓	hwan	桓	hwan	PROPN	N;MASC+FEM;SG
初步	voorlopige	初步	voorlopig	ADV	ADJ
營業	open	營業	open	V	ADJ
閱讀	lezen	閱讀	lezen	N	V;NFIN
閱讀	gelezen	閱讀	lezen	N	V;V.PTCP
閱讀	lees	閱讀	lezen	N	V;SG;PRS;FIN
閱讀	lezen	閱讀	lezen	N	V;NFIN
增強	verbeteringen	增強	verbetering	V	N;PL
增強	verbetering	增強	verbetering	V	N;MASC+FEM;SG
法拉	fara	法拉	fara	PROPN	N;MASC+FEM;SG
法拉	farah	法拉	farah	PROPN	N;MASC+FEM;SG
法拉	farra	法拉	farra	PROPN	N;MASC+FEM;SG
恐	terror	恐	terror	N	
橫濱	yokohama	橫濱	yokohama	PROPN	N;MASC+FEM;SG
棠	tong	棠	tong	PROPN	N;MASC+FEM;SG
小孩	kid	小孩	kid	N	
多	meerdere	多	meerdere	NUM	PRO
多	meervoudige	多	meervoudig	NUM	ADJ
多	veelvoud	多	veelvoud	NUM	N;NEUT;SG
多	meervoudig	多	meervoudig	NUM	ADJ
沖繩	okinawa	沖繩	okinawa	PROPN	N;NEUT;SG
一旦	eens	一旦	eens	ADP	ADV
慢	langzame	慢	langzaam		ADJ
慢	traag	慢	traag		ADJ
慢	langzaam	慢	langzaam		ADJ
親自	persoonlijk	親自	persoonlijk	ADV	ADJ
賽車	racen	賽車	racen	N	V;NFIN
模仿	imitatie	模仿	imitatie	V	N;MASC+FEM;SG
模仿	parodie	模仿	parodie	V	N;MASC+FEM;SG
一	opwekking	一	opwekking	NUM	N;MASC+FEM;SG
一	generation	一	generation	NUM	N;MASC+FEM;SG
一	generatie	一	generatie	NUM	N;MASC+FEM;SG
一	generaties	一	generatie	NUM	N;PL
祖先	voorouderlijke	祖先	voorouderlijk	N	ADJ
廣島	hiroshima	廣島	hiroshima	PROPN	N;NEUT;SG
庚	geng	庚	geng	PROPN	N;MASC+FEM;SG
複雜	complexiteit	複雜	complexiteit	ADJ	N;MASC+FEM;SG
複雜	complex	複雜	complex	ADJ	N;NEUT;SG
複雜	ingewikkelde	複雜	inwikkelen	ADJ	V;FIN
三	samsung	三	samsung	NUM	N;MASC+FEM;SG
包圍	belegering	包圍	belegering	V	N;MASC+FEM;SG
包圍	beleg	包圍	beleg	V	N;NEUT;SG
平行	parallel	平行	parallel		ADJ
平行	parallelle	平行	parallel		ADJ
平行	parallellisme	平行	parallellisme		N;NEUT;SG
自主	autonoom	自主	autonoom	N	ADJ
自主	autonome	自主	autonome	N	ADJ
金星	venus	金星	venus	PROPN	N;MASC+FEM;SG
寄生	parasitaire	寄生	parasitair	V	ADJ
寄生	parasiet	寄生	parasiet	V	N;MASC+FEM;SG
拯救	verlossing	拯救	verlossing	V	N;MASC+FEM;SG
拯救	redding	拯救	redding	V	N;MASC+FEM;SG
拯救	zaligheid	拯救	zaligheid	V	N;MASC+FEM;SG
拯救	redding	拯救	redding	V	N;MASC+FEM;SG
拯救	reddingsteam	拯救	reddingsteam	V	N;NEUT;SG
拯救	rescue	拯救	rescue	V	N;MASC+FEM;SG
型態	typ	型態	typ	N	V;SG;PRS;FIN
病人	geduldig	病人	geduldig	N	ADJ
消防	vuren	消防	vuren	N	V;NFIN
優惠	bieden	優惠	bieden	N	V;NFIN
優惠	aanbieden	優惠	aanbieden	N	V;NFIN
優惠	biedt	優惠	bieden	N	V;SG;PRS;FIN
搖滾	schommelen	搖滾	schommelen	N	V;NFIN
圭	kyu	圭	kyu	PROPN	N;MASC+FEM;SG
修訂	revisie	修訂	revisie	V	N;MASC+FEM;SG
修訂	herziening	修訂	herziening	V	N;MASC+FEM;SG
前面	front	前面	front	N	
囊	capsule	囊	capsule	PROPN	N;MASC+FEM;SG
執政	uitspraak	執政	uitspraak	V	N;MASC+FEM;SG
對外	extern	對外	extern		ADJ
對外	uitwendig	對外	uitwendig		ADJ
織田	oda	織田	oda	PROPN	N;MASC+FEM;SG
未	onbekende	未	onbekend	ADV;NEG	ADJ
未	onbekend	未	onbekend	ADV;NEG	ADJ
偵探	detective	偵探	detective	V	N;MASC+FEM;SG
偵探	rechercheur	偵探	rechercheur	V	N;MASC+FEM;SG
里昂	lyon	里昂	lyon	PROPN	N;MASC+FEM;SG
里昂	lyon	里昂	lyon	PROPN	N;MASC+FEM;SG
里昂	lyons	里昂	lyon	PROPN	N;MASC+FEM;SG
提醒	waarschuwingen	提醒	waarschuwing	V	N;PL
提醒	signalering	提醒	signalering	V	N;MASC+FEM;SG
提醒	herinneringen	提醒	herinnering	V	N;PL
提醒	alarm	提醒	alarm	V	N;NEUT;SG
提醒	waarschuwing	提醒	waarschuwing	V	N;MASC+FEM;SG
提醒	signalering	提醒	signalering	V	N;MASC+FEM;SG
提醒	alert	提醒	aleren	V	ADJ
提醒	herinnering	提醒	herinnering	V	N;MASC+FEM;SG
友好	vriendschappelijk	友好	vriendschappelijk	N	ADJ
友好	vriendelijke	友好	vriendelijk	N	ADJ
友好	vriendelijk	友好	vriendelijk	N	ADJ
割	cut	割	cut	V	N;MASC+FEM;SG
諮詢	consulteren	諮詢	consulteren	N	V;NFIN
諮詢	raadplegen	諮詢	raadplegen	N	V;NFIN
岑	cen	岑	cen	PROPN	N;MASC+FEM;SG
分離	afscheiding	分離	afscheiding	V	N;MASC+FEM;SG
分離	scheiding	分離	scheiding	V	N;MASC+FEM;SG
分離	afscheiding	分離	afscheiding	V	N;MASC+FEM;SG
分離	aparte	分離	apart	V	ADJ
分離	apart	分離	apart	V	ADJ
可	zichtbaar	可	zichtbaar	V	ADJ
可	zichtbare	可	zichtbaar	V	ADJ
液	vloeibaar	液	vloeibaar	N	ADJ
液	vloeibare	液	vloeibaar	N	ADJ
詩人	dichter	詩人	dichter	N	ADJ;CMPR
騰	teng	騰	teng		N;MASC+FEM;SG
紀錄	documentaire	紀錄	documentaire	N	ADJ
停車	parkeerplaats	停車	parkeerplaats	V	N;MASC+FEM;SG
停車	parking	停車	parking	V	N;MASC+FEM;SG
停車	parkeergelegenheid	停車	parkeergelegenheid	V	N;NEUT;SG
羅伯特	robert	羅伯特	robert	PROPN	N;MASC+FEM;SG
孟加拉	bengalen	孟加拉	bengalen	PROPN	N;PL
孟加拉	bengaalse	孟加拉	bengaals	PROPN	ADJ
夢想	dromen	夢想	dromen	N	V;NFIN
夢想	dromen	夢想	dromen	N	V;NFIN
覆蓋	cover	覆蓋	cover	V	N;MASC+FEM;SG
覆蓋	dekking	覆蓋	dekking	V	N;MASC+FEM;SG
覆蓋	omslag	覆蓋	omslag	V	N;MASC+FEM;SG
寫作	schrijven	寫作	schrijven	N	V;NFIN
寫作	schrijf	寫作	schrijf	N	V;SG;PRS;FIN
寫作	schrijven	寫作	schrijven	N	V;NFIN
青海	qinghai	青海	qinghai	PROPN	N;MASC+FEM;SG
溝通	communicatie	溝通	communicatie	V	N;MASC+FEM;SG
溝通	mededeling	溝通	mededeling	V	N;MASC+FEM;SG
日記	journal	日記	journal	N	
珠海	zhuhai	珠海	zhuhai	PROPN	N;MASC+FEM;SG
即時	instant	即時	instant	ADV	N;MASC+FEM;SG
即時	onmiddellijk	即時	onmiddellijk	ADV	ADJ
即時	onmiddellijke	即時	onmiddellijk	ADV	ADJ
航空	vervoerder	航空	vervoerd	N	ADJ;CMPR
移植	transplantatie	移植	transplantatie	V	N;MASC+FEM;SG
移植	transplantatie	移植	transplantatie	V	N;MASC+FEM;SG
四	seizoenen	四	seizoen	NUM	N;PL
考古	archeologisch	考古	archeologisch	V	ADJ
考古	archeologische	考古	archeologisch	V	ADJ
考古	archeologie	考古	archeologie	V	N;MASC+FEM;SG
考古	archeologisch	考古	archeologisch	V	ADJ
考古	archeologische	考古	archeologisch	V	ADJ
考古	archeologie	考古	archeologie	V	N;MASC+FEM;SG
發音	uitspraak	發音	uitspraak	V	N;MASC+FEM;SG
試驗	experimenteren	試驗	experimenteren	N	V;NFIN
試驗	testen	試驗	testen	N	V;NFIN
試驗	proeven	試驗	proeven	N	V;NFIN
試驗	testen	試驗	testen	N	V;NFIN
