die	на	die	на	DET;DEF	ADP;ACC
geregistreer	зареєстрований	registreer	зареєстрований	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
geregistreer	підписані	registreer	підписаний	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
hesse	гессе	hesse	гессе	N;PL	
hesse	гессен	hesse	гессний	N;PL	PROPN;INAN;NOM;MASC;SG
taylor	тейлор	taylor	тейлор		PROPN;ANIM;NOM;FEM;SG
kol	kol	kol	kol	N;SG	
door	вивіз	door	вивіз		N;INAN;NOM;MASC;SG
door	двері	door	двері		N;INAN;NOM
indonesië	індонезії	indonesië	індонезія	N;SG	PROPN;INAN;NOM;FEM;SG
ras	перегони	ras	перегона	N;SG	N;INAN;NOM;MASC;PL
spreek	треш	spreek	треш	V;PRS	N;INAN;NOM;MASC;SG
spreek	турботу	spreek	турбота	V;PRS	N;INAN;ACC;FEM;SG
spreek	занепокоєння	spreek	занепокоєння	V;PRS	N;INAN;NOM;NEUT;SG
rotse	каміння	rots	каміння	N;PL	N;INAN;NOM;NEUT;SG
lawrence	лоуренс	lawrenc	лоуренс		PROPN;ANIM;NOM;MASC;SG
front	front	front	front		
front	спереду	front	спереду		ADV
front	передні	front	передній		ADJ;NOM;PL
front	фронт	front	фронт		N;INAN;NOM;MASC;SG
front	передній	front	передній		ADJ;NOM;MASC;SG
ryn	рейн	ryn	рейн		
belfast	белфаст	belfast	белфаст		PROPN;INAN;NOM;MASC;SG
monargie	фракції	monargie	фракція	N;SG	N;INAN;NOM;FEM;PL
robertson	робертсон	robertson	робертсон	N;SG	PROPN;ANIM;NOM;MASC;SG
stadig	повільно	stadig	повільно		ADV
stadig	повільні	stadig	повільний		ADJ;NOM;PL
stadig	повільний	stadig	повільний		ADJ;NOM;MASC;SG
stadig	повільно	stadig	повільно		ADV
meyer	меєр	meyer	меяти		PROPN;ANIM;NOM;MASC;SG
meyer	маєр	meyer	мати		PROPN;ANIM;NOM;FEM;SG
besetting	окупаційні	besetting	окупаційний	N;SG	ADJ;NOM;PL
besetting	окупації	besetting	окупація	N;SG	N;INAN;NOM;FEM;PL
crusaders	фундаменталізм	crusader	фундаменталізм	N;PL	N;INAN;NOM;MASC;SG
evangelie	євангеліє	evangelie	євангеліє	N;SG	PROPN;INAN;NOM;NEUT;SG
ernst	ернст	ernst	ернст		PROPN;ANIM;NOM;MASC;SG
romantiese	романтик	romanties	романтик	ADJ;NOM	N;ANIM;NOM;MASC;SG
invloede	впливає	invloede	впливати		V;IPFV;IND;SG;3;PRS;FIN
kenmerk	можливість	kenmerk	можливість	V;PRS	N;INAN;NOM;FEM;SG
welkom	запрошуємо	welkom	запрошувати		V;IPFV;IND;PL;1;PRS;FIN
handhaaf	підтримання	handhaaf	підтримання	V;PRS	N;INAN;NOM;NEUT;SG
utrecht	утрехт	utrecht	утрехт		PROPN;INAN;NOM;MASC;SG
oortuig	переконані	oortuig	переконаний	V;PRS	ADJ;PFV;NOM;PL;V.PTCP;PASS
oortuig	переконали	oortuig	переконати	V;PRS	V;PFV;IND;PL;PST;FIN
williams	вільямс	williams	вільямс		PROPN;ANIM;NOM;FEM;SG
take	завдання	taak	завдання	N;PL	N;INAN;NOM;NEUT;SG
blues	блюз	blues	блюз		N;INAN;NOM;MASC;SG
blues	blues	blues	blues		
blues	блакить	blues	блакити		V;IPFV;IND;SG;3;PRS;FIN
blues	сині	blues	синій		ADJ;NOM;PL
navorsers	вчені	navorser	вченя	N;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
lewis	льюїс	lewis	льюїс		PROPN;ANIM;NOM;FEM;SG
lewis	льюіс	lewis	льюіс		PROPN;ANIM;NOM;MASC;SG
carlos	карлос	carlos	карлос		PROPN;ANIM;NOM;MASC;SG
oorsaak	спричинити	oorsaak	спричинити	N;SG	V;PFV;NFIN
mike	майк	mike	майк	PRO;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
mike	майка	mike	майка	PRO;NOM;SG;3	N;ANIM;NOM;FEM;SG
willie	віллі	willie	віллі	PROPN;SG	PROPN;ANIM;NOM;FEM;SG
vin	vin	vin	vin	N;SG	
ekstra	додатковий	ekstra	додатковий		ADJ;NOM;MASC;SG
ekstra	зайві	ekstra	зайвий		ADJ;NOM;PL
ekstra	додаткова	ekstra	додатковий		ADJ;NOM;FEM;SG
ekstra	додаткові	ekstra	додатковий		ADJ;NOM;PL
grieke	греки	griek	грек	ADJ;NOM	N;ANIM;NOM;MASC;PL
ding	фішка	ding	фішка	V;PRS	N;INAN;NOM;FEM;SG
ding	річ	ding	річ	V;PRS	N;INAN;NOM;FEM;SG
ding	затори	ding	затор	V;PRS	N;INAN;NOM;MASC;PL
donderdag	четвер	donderdag	четвер		N;INAN;NOM;MASC;SG
geroep	називається	roep	називатися	V;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
breed	широкі	breed	широкий		ADJ;NOM;PL
breed	широке	breed	широке		ADJ;NOM;NEUT;SG
gevang	зловили	gevang	зловити	V;PRS	V;PFV;IND;PL;PST;FIN
gevang	спіймав	gevang	спіймати	V;PRS	V;PFV;MASC;IND;SG;PST;FIN
toegerus	обладнаний	toerus	обладнаний	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
deelname	участі	deelname	участь	N;SG	N;INAN;ACC;FEM;PL
kantoor	office	kantoor	office	N;SG	
oorweeg	вважалося	oorweeg	вважатися	V;PRS	V;IPFV;NEUT;IND;SG;PST;FIN
uitgesaai	трансляція	uitsaai	трансляція	V;PST;V.PTCP	N;INAN;NOM;FEM;SG
brandstof	пальне	brandstof	пальний	N;SG	ADJ;NOM;NEUT;SG
aangrensende	сусіднього	aangrens	сусідній	ADJ;NOM	ADJ;GEN;MASC;SG
aangrensende	сусідню	aangrens	сусідній	ADJ;NOM	ADJ;ACC;FEM;SG
gelees	прочитані	gelees	прочитаний	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gelees	читання	gelees	читання	V;PST;V.PTCP	N;INAN;NOM;NEUT;SG
mane	mane	mane	mane	N;PL	
sitplekke	сидіння	sitplek	сидіння	N;PL	N;INAN;NOM;NEUT;SG
sitplekke	місце	sitplek	місце	N;PL	N;INAN;NOM;NEUT;SG
sitplekke	seat	sitplek	seat	N;PL	
kompleks	комплекс	kompleks	комплекс	V;PRS	N;INAN;NOM;MASC;SG
kompleks	складні	kompleks	складний	V;PRS	ADJ;NOM;PL
anoniem	анонімний	anoniem	анонімний	ADV	ADJ;NOM;MASC;SG
anoniem	наркомани	anoniem	наркоман	ADV	N;ANIM;NOM;MASC;PL
brei	плетіння	brei	плетіння	V;PRS	N;INAN;NOM;NEUT;SG
reign	править	reign	правити		V;IPFV;IND;SG;3;PRS;FIN
veg	бій	veg	бій	V;PRS	N;INAN;NOM;MASC;SG
veg	бійка	veg	бійка	V;PRS	N;INAN;NOM;FEM;SG
veg	fight	veg	fight	V;PRS	
aansoek	програми	aansoek	програма	N;SG	N;INAN;NOM;FEM;PL
country	країни	country	країна		N;INAN;NOM;FEM;PL
country	країна	country	країна		N;INAN;NOM;FEM;SG
country	кантрі	country	кантрі		N;INAN;NOM;FEM;PL
free	вільна	free	вільний		ADJ;NOM;FEM;SG
free	безкоштовне	free	безкоштовний		ADJ;NOM;NEUT;SG
free	вільний	free	вільний		ADJ;NOM;MASC;SG
free	безкоштовно	free	безкоштовно		ADV
free	вільно	free	вільно		ADV
bremen	бремен	bremen	бремен		PROPN;INAN;NOM;MASC;SG
opera	opera	opera	opera	N;SG	
true	істина	true	істина		N;INAN;NOM;FEM;SG
true	правда	true	правда		N;INAN;NOM;FEM;SG
toegestaan	розуміється	toestaan	розумітися	V;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
oostenrykse	австрійська	oostenryks	австрійський	N;PL	ADJ;NOM;FEM;SG
oostenrykse	австрійський	oostenryks	австрійський	N;PL	ADJ;NOM;MASC;SG
geskuif	зворушений	skuif	зворушений	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
stat	stat	stat	stat	N;SG	
outomaties	автоматичні	outomaties	автоматичний	CONJ	ADJ;NOM;PL
outomaties	автоматичний	outomaties	автоматичний	CONJ	ADJ;NOM;MASC;SG
outomaties	авто	outomaties	авто	CONJ	N;INAN;NOM;NEUT;SG
outomaties	автоматично	outomaties	автоматично	CONJ	ADV
outomaties	автоматична	outomaties	автоматичний	CONJ	ADJ;NOM;FEM;SG
outomaties	автоматичний	outomaties	автоматичний	CONJ	ADJ;NOM;MASC;SG
outomaties	автоматичне	outomaties	автоматичний	CONJ	ADJ;NOM;NEUT;SG
outomaties	автоматичні	outomaties	автоматичний	CONJ	ADJ;NOM;PL
leonardo	леонардо	leonardo	леонардо		PROPN;ANIM;NOM;MASC;SG
verdedig	захисти	verdedig	захисти	V;PRS	N;INAN;NOM;MASC;PL
max	макс	max	макс	N;SG	PROPN;ANIM;NOM;MASC;SG
groote	розмір	groot	розмір		N;INAN;NOM;MASC;SG
florence	флоренції	florenc	флоренція	N;SG	PROPN;INAN;GEN;FEM;SG
las	навантаження	las	навантаження		N;INAN;NOM;NEUT;SG
las	завантажити	las	завантажити		V;PFV;NFIN
las	завантаження	las	завантаження		N;INAN;NOM;NEUT;SG
stefanus	стівен	stefanus	стівний		PROPN;ANIM;NOM;MASC;SG
stefanus	степан	stefanus	степан		PROPN;ANIM;NOM;MASC;SG
besluite	рішення	besluit	рішення	N;PL	N;INAN;NOM;NEUT;SG
uitgewer	видавець	uitwer	видавець		N;ANIM;NOM;MASC;SG
geskikte	відповідну	geskik	відповідний	ADJ;NOM	ADJ;ACC;FEM;SG
tanzanië	танзанії	tanzanië	танзанія	PROPN;SG	PROPN;INAN;GEN;FEM;SG
colin	колін	colin	коліно		N;INAN;NOM;NEUT;PL
vlaamse	фламандські	vlaams	фламандський		ADJ;NOM;PL
leon	леон	leon	леон		PROPN;ANIM;NOM;MASC;SG
verwar	неприємні	verwar	неприємний	V;PRS	ADJ;NOM;PL
hollywood	голлівуд	hollywood	голлівуд	N;SG	PROPN;INAN;NOM;MASC;SG
hollywood	hollywood	hollywood	hollywood	N;SG	
georg	георг	georg	георг		PROPN;ANIM;NOM;MASC;SG
spring	стрибати	spring	стрибати		V;IPFV;NFIN
spring	перехід	spring	перехід		N;INAN;NOM;MASC;SG
spring	стрибок	spring	стрибок		N;INAN;NOM;MASC;SG
spring	перейти	spring	перейти		V;PFV;NFIN
spring	скаче	spring	скачати		V;IPFV;IND;SG;3;PRS;FIN
perd	кінь	perd	кінь		N;ANIM;NOM;MASC;SG
jansen	jansen	jansen	jansen		
moeite	зусилля	moeite	зусилля	N;SG	N;INAN;NOM;NEUT;PL
siek	хворим	siek	хворий	ADV	ADJ;INS;MASC;SG
siek	хворі	siek	хвір	ADV	N;ANIM;NOM;MASC;PL
siek	хвора	siek	хвора	ADV	N;ANIM;NOM;FEM;SG
siek	хворий	siek	хворий	ADV	ADJ;NOM;MASC;SG
siek	захворіла	siek	захворіти	ADV	V;PFV;FEM;IND;SG;PST;FIN
wolf	вовк	wolf	вовк		N;ANIM;NOM;MASC;SG
vermont	вермонт	vermont	вермонт	N;SG	PROPN;INAN;NOM;MASC;SG
gewysig	змінені	wysig	змінений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gewysig	змінений	wysig	змінений	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gewysig	оновлений	wysig	оновлений	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gewysig	оновлені	wysig	оновлений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gewysig	змінений	wysig	змінений	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gewysig	змінені	wysig	змінений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gewysig	змінений	wysig	змінений	V;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
gewysig	змінене	wysig	змінений	V;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
gewysig	змінені	wysig	змінений	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gewysig	асортимент	wysig	асортимент	V;PST;V.PTCP	N;INAN;NOM;MASC;SG
gewysig	діапазон	wysig	діапазон	V;PST;V.PTCP	N;INAN;NOM;MASC;SG
gewysig	хребет	wysig	хребет	V;PST;V.PTCP	N;INAN;NOM;MASC;SG
gewysig	апельсин	wysig	апельсина	V;PST;V.PTCP	N;INAN;NOM;MASC;SG
gewysig	помаранчевий	wysig	помаранчевий	V;PST;V.PTCP	ADJ;NOM;MASC;SG
verdien	заробив	verdien	заробити		V;PFV;MASC;IND;SG;PST;FIN
statistiek	статистики	statistiek	статистика	N;SG	N;INAN;NOM;FEM;PL
statistiek	статистики	statistiek	статистика	N;SG	N;INAN;NOM;FEM;PL
eer	честь	eer	честь	V;PRS	N;INAN;ACC;FEM;SG
eer	пошани	eer	пошана	V;PRS	N;INAN;NOM;FEM;PL
gov	gov	gov	gov		
geproduseer	ролик	produseer	ролик	V;PST;V.PTCP	N;INAN;NOM;MASC;SG
antarktika	антарктиди	antarktika	антарктид	N;SG	N;INAN;NOM;FEM;PL
malawi	малаві	malawi	малава	PROPN;SG	PROPN;INAN;NOM;FEM;SG
estland	естонія	estland	естонія		PROPN;INAN;NOM;FEM;SG
estland	естонії	estland	естонія		PROPN;INAN;NOM;FEM;SG
generasie	generation	generasie	generation	N;SG	
dertig	тридцять	dertig	тридцять	ADP	NUM;NOM
verhoudings	взаємини	verhouding	взаємини	N;PL	N;INAN;NOM
risiko	ризик	risiko	ризик		N;INAN;NOM;MASC;SG
dryf	запас	dryf	запас	V;PRS	N;INAN;NOM;MASC;SG
dryf	резерв	dryf	резерв	V;PRS	N;INAN;NOM;MASC;SG
kiëf	київ	kiëf	Київ		PROPN;INAN;NOM;MASC;SG
mongoolse	монгольська	mongools	монгольський	N;SG	ADJ;NOM;FEM;SG
thailand	таїланд	thailand	таїланда	PROPN;SG	PROPN;INAN;NOM;FEM;SG
caps	кінчики	caps	кінчик		N;INAN;NOM;MASC;PL
caps	кубків	caps	кубок		N;INAN;GEN;MASC;PL
toyota	toyota	toyota	toyota		
youtube	youtube	youtube	youtube		
dreyer	дреєр	dreyer	дреєр		
wene	відень	wene	відень		PROPN;INAN;NOM;MASC;SG
texas	техас	texas	техас		PROPN;INAN;NOM;MASC;SG
aanlyn	онлайн	aanlyn	онлайн		
aanlyn	online	aanlyn	online		
denke	мислення	denke	мислення	N;PL	N;INAN;NOM;NEUT;SG
bulls	бики	bulls	бик		N;ANIM;NOM;MASC;PL
geteken	намальовані	teken	намальований	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
hamilton	гамільтон	hamilton	гамільтон		PROPN;ANIM;NOM;MASC;SG
makliker	легше	makliker	легше		ADV;CMPR
makliker	простіше	makliker	простіше		ADV;CMPR
ekspedisie	мкс	ekspedisie	мкс	N;SG	INTJ
hektaar	гектарів	hektaar	гектар	N;SG	N;INAN;GEN;MASC;PL
cornelius	корнелій	cornelius	корнелій		PROPN;ANIM;NOM;MASC;SG
blom	квітки	blom	квітка	N;SG	N;INAN;NOM;FEM;PL
aktiwiteit	дії	aktiwiteit	дія	N;SG	N;INAN;NOM;FEM;PL
corporation	корпорація	corporation	корпорація		N;INAN;NOM;FEM;SG
progressiewe	прогресивна	progressief	прогресивний		ADJ;NOM;FEM;SG
progressiewe	прогресивний	progressief	прогресивний		ADJ;NOM;MASC;SG
progressiewe	прогресивні	progressief	прогресивний		ADJ;NOM;PL
progressiewe	тривалий	progressief	тривалий		ADJ;NOM;MASC;SG
wolk	хмара	wolk	хмара	V;PRS	N;INAN;NOM;FEM;SG
worcester	вустер	worcester	вустра	N;SG	
bewus	уважні	bewus	уважний	V;PRS	ADJ;NOM;PL
bewus	відомо	bewus	відомо	V;PRS	ADV
roos	роуз	roos	роуз		PROPN;ANIM;NOM;FEM;SG
roos	роза	roos	роза		PROPN;ANIM;NOM;FEM;SG
roos	розі	roos	роз		
roos	троянда	roos	троянда		N;INAN;NOM;FEM;SG
moll	молл	moll	молл		
gedink	здалося	dink	здатися		V;PFV;NEUT;IND;SG;PST;FIN
gedink	подумав	dink	подумати		V;PFV;MASC;IND;SG;PST;FIN
gedink	думав	dink	думати		V;IPFV;MASC;IND;SG;PST;FIN
gedink	думала	dink	думати		V;IPFV;FEM;IND;SG;PST;FIN
gedink	гадали	dink	гадати		V;IPFV;IND;PL;PST;FIN
daaglikse	щоденно	daagliks	щоденно	ADJ;NOM	ADV
daaglikse	щодня	daagliks	щодня	ADJ;NOM	ADV
toerusting	gear	toerusting	gear	N;SG	
apollo	аполлон	apollo	аполлон		N;ANIM;NOM;MASC;SG
letland	латвії	letland	латвія	N;SG	PROPN;INAN;GEN;FEM;SG
letland	латвія	letland	латвія	N;SG	PROPN;INAN;NOM;FEM;SG
hemel	heaven	hemel	heaven	N;SG	
hemel	небеса	hemel	небес	N;SG	N;INAN;NOM;MASC;PL
hemel	небес	hemel	небий	N;SG	
hemel	небесне	hemel	небесний	N;SG	ADJ;NOM;NEUT;SG
hemel	небеса	hemel	небес	N;SG	N;INAN;NOM;MASC;PL
island	острів	island	острів		N;INAN;NOM;MASC;SG
gevangenes	затримані	gevangene	затриманий	N;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
gevangenes	полонених	gevangene	полонений	N;PL	ADJ;ANIM;PFV;ACC;PL;V.PTCP;PASS
alice	аліса	alice	аліс		N;ANIM;NOM;FEM;SG
alice	еліс	alice	еліс		PROPN;ANIM;NOM;FEM;SG
neef	кузен	neef	кузен		N;ANIM;NOM;MASC;SG
neef	племінник	neef	племінник		N;ANIM;NOM;MASC;SG
uitstekende	відмінно	uitstek	відмінно	ADJ;NOM	ADV
gesing	унісон	gesing	унісон	N;SG	ADV
swem	плавання	swem	плавання	N;PL	N;INAN;NOM;NEUT;SG
meet	вимірювання	meet	вимірювання		N;INAN;NOM;NEUT;SG
meet	міру	meet	міра		N;INAN;ACC;FEM;SG
meet	міра	meet	міра		PROPN;ANIM;NOM;FEM;SG
uitgestorwe	вимерли	uitstorwe	вимерти	ADJ;NOM	V;PFV;IND;PL;PST;FIN
siberië	сибір	siberië	сибір		PROPN;INAN;NOM;FEM;SG
onmoontlik	неможлива	onmoontlik	неможливий	ADV	ADJ;NOM;FEM;SG
onmoontlik	неможливе	onmoontlik	неможливий	ADV	ADJ;NOM;NEUT;SG
perth	perth	perth	perth		
dennis	деніс	dennis	деніс		PROPN;ANIM;NOM;MASC;SG
dennis	денис	dennis	денис		PROPN;ANIM;NOM;MASC;SG
dennis	денніс	dennis	деннися		ADJ;NOM;PL
argipel	архіпелаг	argipel	архіпелаг		N;INAN;NOM;MASC;SG
geïdentifiseer	визначена	identifiseer	визначений	V;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
pakistan	пакистану	pakistan	пакистаний	PROPN;SG	PROPN;INAN;GEN;MASC;SG
pakistan	пакистан	pakistan	пакистан	PROPN;SG	PROPN;INAN;NOM;MASC;SG
misluk	невдало	misluk	невдало	V;PRS	ADV
misluk	невдача	misluk	невдача	V;PRS	N;INAN;NOM;FEM;SG
misluk	збій	misluk	збій	V;PRS	N;INAN;NOM;MASC;SG
misluk	помилка	misluk	помилка	V;PRS	N;INAN;NOM;FEM;SG
roemenië	румунії	roemenië	румунія	ADJ;NOM	PROPN;INAN;GEN;FEM;SG
roemenië	румунія	roemenië	румунія	ADJ;NOM	PROPN;INAN;NOM;FEM;SG
geneig	тенденцію	geneig	тенденція	ADV	N;INAN;ACC;FEM;SG
jackson	джексон	jackson	джексон		PROPN;ANIM;NOM;MASC;SG
moslems	мусульманин	moslem	мусульманин	N;PL	N;ANIM;NOM;MASC;SG
airbus	airbus	airbus	airbus	N;SG	
duim	дюйм	duim	дювм	N;PL	N;INAN;NOM;MASC;SG
duim	палець	duim	палець	N;PL	N;INAN;NOM;MASC;SG
duim	дюйми	duim	дювма	N;PL	N;INAN;NOM;FEM;SG
mej	міс	mej	мости		
microsoft	microsoft	microsoft	microsoft		
metriek	метрика	metriek	метрик		N;INAN;NOM;FEM;SG
klip	stone	klip	stone	N;SG	
klip	стоун	klip	стоуна	N;SG	PROPN;ANIM;NOM;MASC;SG
dinsdag	вівторок	dinsdag	вівторок	PROPN;SG	N;INAN;NOM;MASC;SG
konstantyn	костянтин	konstantyn	костянтина		N;ANIM;NOM;MASC;SG
konstantyn	костянтин	konstantyn	костянтина		N;ANIM;NOM;MASC;SG
rond	around	rond	around		
rond	довкола	rond	довкола		ADV
rond	навколо	rond	навколо		
rond	раунди	rond	раунда		N;INAN;NOM;MASC;PL
rond	раундів	rond	раунд		N;INAN;GEN;MASC;PL
oomblik	момент	oomblik	момент		N;INAN;NOM;MASC;SG
oomblik	мить	oomblik	мить		N;INAN;ACC;FEM;SG
vars	свіжі	vars	свіжий		ADJ;NOM;PL
vars	свіже	vars	свіжий		ADJ;NOM;NEUT;SG
vars	свіжа	vars	свіжий		ADJ;NOM;FEM;SG
vars	свіжий	vars	свіжий		ADJ;NOM;MASC;SG
heuwel	хілл	heuwel	хілл	N;SG	
heuwel	hill	heuwel	hill	N;SG	
heuwel	гілл	heuwel	гілл	N;SG	
limburg	лімбург	limburg	лімбург	PROPN;SG	PROPN;INAN;NOM;FEM;SG
ian	яном	ian	яний	PROPN;SG	PROPN;ANIM;INS;MASC;SG
ian	ієн	ian	ієна	PROPN;SG	
oupa	дідусь	oupa	дитися	PRO;ACC;SG;3	N;ANIM;NOM;MASC;SG
oupa	дід	oupa	дід	PRO;ACC;SG;3	N;ANIM;NOM;MASC;SG
oupa	дідуся	oupa	дідитися	PRO;ACC;SG;3	N;ANIM;ACC;MASC;SG
tekort	дефіцит	tekort	дефіцит		N;INAN;NOM;MASC;SG
skuldig	винним	skuldig	винний	N;SG	ADJ;INS;MASC;SG
skuldig	винний	skuldig	винний	N;SG	ADJ;NOM;MASC;SG
miljoene	мільйонами	miljoen	мільйон	DET	N;INAN;INS;MASC;PL
miljoene	мільйони	miljoen	мільйон	DET	N;INAN;NOM;MASC;PL
sagte	soft	sagte	soft	ADJ;NOM	
korter	коротше	korter	коротше	V;PRS	ADV;CMPR
korter	виступи	korter	виступ	V;PRS	N;INAN;NOM;MASC;PL
biologiese	біологічних	biologies	біологічний	ADJ;NOM	ADJ;ACC;PL
lisensie	ліцензії	lisensie	ліцензія	N;SG	N;INAN;NOM;FEM;PL
fyn	файно	fyn	файно	PRO	
fyn	добре	fyn	добре	PRO	ADV
marius	маріус	marius	маріус		PROPN;ANIM;NOM;MASC;SG
limited	foods	limited	foods		
regter	суддя	regter	суддя		N;ANIM;NOM;MASC;SG
regter	судді	regter	суддя		N;ANIM;NOM;MASC;PL
regter	суддю	regter	суддя		N;ANIM;ACC;FEM;SG
teenoorgestelde	протилежність	teenoorgesteld	протилежність	ADJ;NOM	N;INAN;NOM;FEM;SG
teenoorgestelde	відміну	teenoorgesteld	відміна	ADJ;NOM	N;INAN;ACC;FEM;SG
teenoorgestelde	навпаки	teenoorgesteld	навпаки	ADJ;NOM	ADV
antonio	антоніо	antonio	антоніо		PROPN;ANIM;NOM;MASC;SG
openbaar	публічний	openbaar	публічний	V;PRS	ADJ;NOM;MASC;SG
openbaar	громадське	openbaar	громадський	V;PRS	ADJ;NOM;NEUT;SG
openbaar	паблік	openbaar	паблік	V;PRS	
openbaar	відкритий	openbaar	відкритий	V;PRS	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
openbaar	публічна	openbaar	публічний	V;PRS	ADJ;NOM;FEM;SG
openbaar	громадського	openbaar	громадський	V;PRS	ADJ;GEN;MASC;SG
openbaar	публічно	openbaar	публічно	V;PRS	ADV
facebook	фейсбук	facebook	фейсбук		N;INAN;NOM;MASC;SG
facebook	facebook	facebook	facebook		
ietwat	дещо	ietwat	дещо	PART	ADV
normaalweg	зазвичай	normaalweg	зазвичай		ADV
woensdag	середа	woensdag	середа	N;SG	PROPN;INAN;NOM;MASC;SG
afloop	увімкнення	afloop	увімкнення		N;INAN;NOM;NEUT;SG
iwan	іван	iwan	іван		PROPN;ANIM;NOM;MASC;SG
iwan	іванко	iwan	іванка		PROPN;ANIM;NOM;FEM;SG
aansig	показати	aansig	показати	N;SG	V;PFV;NFIN
aansig	показувати	aansig	показувати	N;SG	V;IPFV;NFIN
aansig	view	aansig	view	N;SG	
aansig	переглянути	aansig	переглянути	N;SG	V;PFV;NFIN
afgeleë	віддалений	afleë	віддалений	N;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
afgeleë	віддалене	afleë	віддалений	N;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
glasgow	glasgow	glasgow	glasgow		
klanke	звучить	klank	звучати	N;PL	V;IPFV;IND;SG;3;PRS;FIN
zeus	зевс	zeus	зевс	PRO;NOM;SG;3	PROPN;ANIM;NOM;MASC;SG
gustav	густав	gustav	густати		PROPN;ANIM;NOM;MASC;SG
mis	mis	mis	mis	N;SG	
das	краватка	das	краватка		N;INAN;NOM;FEM;SG
das	краватку	das	краватка		N;INAN;ACC;FEM;SG
nikolaas	миколай	nikolaas	миколай		N;ANIM;NOM;MASC;SG
nikolaas	ніколас	nikolaas	ніколас		PROPN;ANIM;NOM;MASC;SG
nikolaas	миколая	nikolaas	микола		N;ANIM;NOM;MASC;SG
konstante	постійна	konstant	постійний	V;PRS	ADJ;NOM;FEM;SG
konstante	стала	konstant	стати	V;PRS	V;PFV;FEM;IND;SG;PST;FIN
konstante	постійний	konstant	постійний	V;PRS	ADJ;NOM;MASC;SG
bbc	bbc	bbc	bbc		
laagste	найнижчі	laag	найнижчий		ADJ;NOM;RL;PL
bereid	бажаючих	bereid	бажаючий		ADJ;IPFV;ACC;PL;PRS;V.PTCP;ACT
bereid	дасть	bereid	дати		V;PFV;IND;SG;3;FUT;FIN
bereid	підготувала	bereid	підготувати		V;PFV;FEM;IND;SG;PST;FIN
bereid	суспільно	bereid	суспільно		ADV
bereid	підготовлено	bereid	підготовити		V;PFV;IND;0;FIN
bereid	підготував	bereid	підготувати		V;PFV;MASC;IND;SG;PST;FIN
nico	ніко	nico	ніко		N;ANIM;NOM;MASC;SG
sub	sub	sub	sub		
georganiseer	організована	organiseer	організований	V;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
georganiseer	організовані	organiseer	організований	V;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
houding	attitude	houding	attitude	N;SG	
tuisblad	домашній	tuisblad	домашній	N;SG	ADJ;NOM;MASC;SG
tuisblad	додому	tuisblad	додому	N;SG	ADV
gelyke	декларацій	gelyk	декларація	N;SG	N;INAN;GEN;FEM;PL
gelyke	дорівнює	gelyk	дорівнювати	N;SG	V;IPFV;IND;SG;3;PRS;FIN
gelyke	рівне	gelyk	рівний	N;SG	ADJ;NOM;NEUT;SG
toesig	нагляду	toesig	нагляд		N;INAN;GEN;MASC;SG
toesig	опіки	toesig	опіка		N;INAN;NOM;FEM;PL
toesig	нагляд	toesig	нагляд		N;INAN;NOM;MASC;SG
bymekaar	зібрати	bymekaar	зібрати		V;PFV;NFIN
bymekaar	збирати	bymekaar	збирати		V;IPFV;NFIN
hubble	габбл	hubble	Габбл	PRO;NOM;SG;3	N;INAN;NOM;MASC;SG
merk	мітка	merk	мітка	V;PRS	N;INAN;NOM;FEM;SG
merk	позначка	merk	позначка	V;PRS	N;INAN;NOM;FEM;SG
