kategória	kategorien	kategória	kategorien	N;NOM;FEM;SG	N;NOM;FEM;PL
nasadený	eingesetzt	nasadený	einsetzen	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
kyseliny	acid	kyselina	acid	N;NOM;FEM;PL	
kyseliny	säure	kyselina	säuer	N;NOM;FEM;PL	
vydania	ausgaben	vydanie	ausgeben	N;NOM;NEUT;PL	V;FIN
vydania	ausgabe	vydanie	ausgeben	N;NOM;NEUT;PL	N;NOM;FEM;SG
vydania	auflagen	vydanie	auflagen	N;NOM;NEUT;PL	V;NFIN
tabuľka	tisch	tabuľka	tischen	N;NOM;FEM;SG	ADJ
operácia	betrieb	operácia	betreiben	N;NOM;FEM;SG	V;IND;SG;3;PST;FIN
operácia	arbeitsweise	operácia	arbeitsweise	N;NOM;FEM;SG	ADV
operácia	operation	operácia	operation	N;NOM;FEM;SG	
operácia	operationen	operácia	operation	N;NOM;FEM;SG	V;NFIN
operácia	operation	operácia	operation	N;NOM;FEM;SG	
operácia	chirurgie	operácia	chirurgie	N;NOM;FEM;SG	
operácia	op	operácia	op	N;NOM;FEM;SG	
ázii	asien	ázii	asie	PROPN;NOM;FEM;SG	
básne	gedichten	báseň	gedicht	N;NOM;FEM;PL	V;NFIN
austrálii	australien	austráliť	australien	N;DAT;FEM;SG	PROPN;NOM;NEUT;SG
osobné	persönlichen	osobný	persönlich	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
osobné	persönliche	osobný	persönlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
linka	linien	linko	Linie	N;NOM;FEM;SG	
linka	zeile	linko	zeilen	N;NOM;FEM;SG	
výbor	ausschüsse	výbor	ausschüssen	N;INAN;NOM;MASC;SG	
výbor	komitee	výbor	komit	N;INAN;NOM;MASC;SG	
opera	opera	oper	opera	N;NOM;FEM;SG	PROPN;NOM;SG
opera	opernhaus	oper	opernhaus	N;NOM;FEM;SG	PROPN;NOM;SG
opera	opern	oper	opern	N;NOM;FEM;SG	
použitím	mit	použitie	mit	N;INS;NEUT;SG	ADP
použitím	benutzen	použitie	benutzen	N;INS;NEUT;SG	V;NFIN
použitím	verwenden	použitie	verwenden	N;INS;NEUT;SG	V;NFIN
štvrtý	viertens	štvrtý	viertens	ADJ;ANIM;NOM;MASC;SG	ADV
štvrtý	vierten	štvrtý	viert	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL
konštrukcie	konstruktionen	konštrukcia	konstruktion	N;NOM;FEM;PL	V;NFIN
konštrukcie	bauwerke	konštrukcia	bauwerk	N;NOM;FEM;PL	
konštrukcie	strukturen	konštrukcia	struktur	N;NOM;FEM;PL	V;NFIN
konštrukcie	bauwerke	konštrukcia	bauwerk	N;NOM;FEM;PL	
stretnutí	treffen	stretnutie	treffen	N;NOM;NEUT;PL	V;NFIN
stretnutí	sitzungen	stretnutie	sitzung	N;NOM;NEUT;PL	V;NFIN
nádrž	behälter	nádrž	behälter	N;NOM;FEM;SG	ADJ
nádrž	tank	nádrž	tank	N;NOM;FEM;SG	PROPN;NOM;SG
nádrž	panzer	nádrž	panzer	N;NOM;FEM;SG	ADJ
nádrž	tanks	nádrž	tanks	N;NOM;FEM;SG	
vnútra	inneneinrichtung	vnútro	inneneinrichtung	N;NOM;NEUT;PL	ADJ
vnútra	innenräume	vnútro	innenraum	N;NOM;NEUT;PL	ADJ;NOM;FEM;PL
vnútra	innenausstattung	vnútro	innenausstattung	N;NOM;NEUT;PL	ADJ
vnútra	innenraum	vnútro	innenraum	N;NOM;NEUT;PL	ADJ
vnútra	inneren	vnútro	inner	N;NOM;NEUT;PL	ADJ
vnútra	interieur	vnútro	interieur	N;NOM;NEUT;PL	PROPN
miestne	lokal	miestne	lokal	ADV	ADJ
miestne	örtlich	miestne	örtlich	ADV	ADJ
miestne	lokale	miestne	lokal	ADV	ADJ;NOM;FEM;PL
miestne	lokalen	miestne	lokal	ADV	ADJ;NOM;PL
miestne	lokal	miestne	lokal	ADV	ADJ
miestne	lokales	miestne	lokal	ADV	ADJ;NOM;NEUT;SG
madrid	madrid	madrid	madrid	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
režimu	regelung	režim	Regelung	N;INAN;GEN;MASC;SG	ADJ
režimu	regime	režim	regim	N;INAN;GEN;MASC;SG	
bývalé	ehemaligen	bývalý	ehemalig	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
bývalé	ehemalige	bývalý	ehemalig	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
bývalé	frühere	bývalý	früh	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
arcibiskup	erzbischof	arcibiskup	erzbischof	N;ANIM;NOM;MASC;SG	ADJ
schmidt	schmidt	schmidt	schmeden	PROPN;ANIM;NOM;MASC;SG	PROPN
dôvod	grund	dôvod	grund	N;INAN;NOM;MASC;SG	ADV
dôvod	vernunft	dôvod	vernunft	N;INAN;NOM;MASC;SG	
lee	lee	lee	lee	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
chemické	chemische	chemický	chemisch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
chemické	chemikalien	chemický	chemikalien	ADJ;NOM;NEUT;SG	V;NFIN
chemické	chemikalie	chemický	chemikalie	ADJ;NOM;NEUT;SG	PROPN;SG
chemické	chemie	chemický	chemie	ADJ;NOM;NEUT;SG	N;NOM;FEM
dopravné	verkehrs	dopravný	verkehrs	ADJ;NOM;NEUT;SG	
dopravné	verkehr	dopravný	verkehr	ADJ;NOM;NEUT;SG	
dopravné	traffic	dopravný	traffic	ADJ;NOM;NEUT;SG	PROPN
dopravné	transportwesen	dopravný	transportwesen	ADJ;NOM;NEUT;SG	N;PL
dopravné	verkehr	dopravný	verkehr	ADJ;NOM;NEUT;SG	
raketa	rakete	raket	raken	N;NOM;FEM;SG	ADJ;NOM;SG
raketa	raketen	raket	raket	N;NOM;FEM;SG	N;PL
raketa	rocket	raket	rocket	N;NOM;FEM;SG	PROPN
raketa	rakete	raket	raken	N;NOM;FEM;SG	ADJ;NOM;SG
raketa	flugkörper	raket	flugkörper	N;NOM;FEM;SG	ADJ
značky	marke	značka	marken	N;NOM;FEM;PL	N;NOM;FEM;SG
značky	marken	značka	marken	N;NOM;FEM;PL	V;NFIN
značky	marke	značka	marken	N;NOM;FEM;PL	N;NOM;FEM;SG
značky	brand	značka	brend	N;NOM;FEM;PL	
značky	marken	značka	marken	N;NOM;FEM;PL	V;NFIN
značky	markenname	značka	markennam	N;NOM;FEM;PL	ADJ;NOM;FEM;PL
značky	marks	značka	marks	N;NOM;FEM;PL	PROPN
značky	zeichen	značka	zeichen	N;NOM;FEM;PL	V;NFIN
značky	schilder	značka	schild	N;NOM;FEM;PL	ADJ
značky	beschilderung	značka	Beschilderung	N;NOM;FEM;PL	ADJ
značky	anzeichen	značka	anzeichen	N;NOM;FEM;PL	V;NFIN
značky	kennzeichen	značka	kennzeichen	N;NOM;FEM;PL	
značky	stichwörter	značka	stichwort	N;NOM;FEM;PL	ADJ
značky	stichworte	značka	stichworen	N;NOM;FEM;PL	
značky	tags	značka	tags	N;NOM;FEM;PL	
allium	allium	allium	allium	N;NOM;FEM;SG	PROPN
sankt	sankt	sankt	sanken	PROPN;INAN;NOM;MASC;SG	
sankt	st	sankt	st	PROPN;INAN;NOM;MASC;SG	;SG
viedlo	led	viesť	led	V;IPFV;NEUT;SG;POS;PST;V.PTCP	
pokus	versuchte	pokus	versuchen	N;INAN;NOM;MASC;SG	V;IND;SG;3;PST;FIN
pokus	versucht	pokus	versuchen	N;INAN;NOM;MASC;SG	V;V.PTCP
pokus	versuchten	pokus	versuchen	N;INAN;NOM;MASC;SG	V;IND;PL;3;PST;FIN
pokus	experimentiert	pokus	experimentieren	N;INAN;NOM;MASC;SG	V;V.PTCP
pokus	experiment	pokus	experiment	N;INAN;NOM;MASC;SG	ADJ
pokus	experimente	pokus	experiment	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
pokus	experimentieren	pokus	experimentieren	N;INAN;NOM;MASC;SG	V;NFIN
pokus	versuch	pokus	versuchen	N;INAN;NOM;MASC;SG	V;IND;SG;3;FIN
pokus	versuch	pokus	versuchen	N;INAN;NOM;MASC;SG	V;IND;SG;3;FIN
pokus	versuchen	pokus	versuchen	N;INAN;NOM;MASC;SG	V;NFIN
objektu	gegenstand	objekt	gegenstehen	N;INAN;GEN;MASC;SG	ADJ
objektu	objekt	objekt	objekt	N;INAN;GEN;MASC;SG	
objektu	objekte	objekt	objeken	N;INAN;GEN;MASC;SG	N;NOM;NEUT;PL
jakub	jacob	jakub	jacob	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
jakub	jakob	jakub	jakob	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jakub	jacobs	jakub	jacobs	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jakub	jakob	jakub	jakob	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jakub	james	jakub	james	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jakub	jakub	jakub	jakub	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
prehľad	überblick	prehľad	überblick	N;INAN;NOM;MASC;SG	PROPN
prehľad	handlung	prehľad	handlung	N;INAN;NOM;MASC;SG	
hall	halle	hall	hallen	PROPN;ANIM;NOM;MASC;SG	
hall	eingangshalle	hall	eingangshall	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
hall	flur	hall	flur	PROPN;ANIM;NOM;MASC;SG	
hall	hall	hall	hall	PROPN;ANIM;NOM;MASC;SG	
hall	saal	hall	saalen	PROPN;ANIM;NOM;MASC;SG	ADV
zvuk	sound	zvuk	sound	N;INAN;NOM;MASC;SG	
zvuk	geräusche	zvuk	geräusch	N;INAN;NOM;MASC;SG	ADJ;NOM
zvuk	ton	zvuk	ton	N;INAN;NOM;MASC;SG	
zvuk	klang	zvuk	klingen	N;INAN;NOM;MASC;SG	
zvuk	geräusch	zvuk	geräusch	N;INAN;NOM;MASC;SG	ADJ
zvuk	audiodateien	zvuk	audiodatei	N;INAN;NOM;MASC;SG	V;NFIN
zvuk	audio	zvuk	audio	N;INAN;NOM;MASC;SG	
zvuk	ton	zvuk	ton	N;INAN;NOM;MASC;SG	
mig	mig	mig	mig		;SG
royal	königliches	royať	königlich	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
royal	königliche	royať	königlich	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL
royal	royal	royať	royal	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
royal	königlichen	royať	königlich	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;PL
royal	königlich	royať	königlich	PROPN;ANIM;NOM;MASC;SG	ADJ
dostatočne	hinreichend	dostatočne	hinreichend	ADV	ADJ
spolok	zirkel	spolok	zirkel	N;INAN;NOM;MASC;SG	
spolok	gesellschaft	spolok	gesellschaft	N;INAN;NOM;MASC;SG	ADJ
spolok	gilde	spolok	gelden	N;INAN;NOM;MASC;SG	
spolok	guild	spolok	guild	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
foto	foto	foto	foto	N;NOM;NEUT;SG	
foto	fotoalbum	foto	fotoalbum	N;NOM;NEUT;SG	ADJ
severné	nordsee	severný	nordsee	ADJ;NOM;NEUT;SG	PROPN;NOM;SG
severné	norden	severný	norden	ADJ;NOM;NEUT;SG	V;NFIN
severné	nordosten	severný	nordosten	ADJ;NOM;NEUT;SG	V;FIN
severné	northern	severný	northern	ADJ;NOM;NEUT;SG	PROPN
severné	nördliche	severný	nördlich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
severné	nordirland	severný	nordirland	ADJ;NOM;NEUT;SG	PROPN
severné	norden	severný	norden	ADJ;NOM;NEUT;SG	V;NFIN
hlasovania	abstimmung	hlasovanie	abstimmung	N;NOM;NEUT;PL	N;NOM;FEM;SG
hlasovania	stimmen	hlasovanie	stimmen	N;NOM;NEUT;PL	V;NFIN
hlasovania	abstimmung	hlasovanie	abstimmung	N;NOM;NEUT;PL	N;NOM;FEM;SG
hlasovania	stimmrecht	hlasovanie	stimmrecht	N;NOM;NEUT;PL	ADJ
hlasovania	abstimmen	hlasovanie	abstimmen	N;NOM;NEUT;PL	V;NFIN
hlasovania	stimmen	hlasovanie	stimmen	N;NOM;NEUT;PL	V;NFIN
parametra	parametern	parameter	parametern	N;INAN;NOM;MASC;SG	V;NFIN
parametra	parameter	parameter	paramet	N;INAN;NOM;MASC;SG	ADJ
živočíchy	tieren	živočíchy	tier	N;INAN;NOM;MASC;PL	V;NFIN
côtes	côtes	côtes	côtes	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
tok	tok	tok	tok	N;INAN;NOM;MASC;SG	
tok	flow	tok	flow	N;INAN;NOM;MASC;SG	PROPN
tok	fließen	tok	fließen	N;INAN;NOM;MASC;SG	V;NFIN
tok	strömung	tok	strömung	N;INAN;NOM;MASC;SG	ADJ
band	band	band	binden	PROPN;ANIM;NOM;MASC;SG	
samostatné	diskrete	samostatný	diskret	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
samostatné	selbstständige	samostatný	selbständig	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
samostatné	standalone	samostatný	standalon	ADJ;NOM;NEUT;SG	N;NOM;FEM;SG
samostatné	eigenständige	samostatný	eigenständig	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
samostatné	getrennt	samostatný	trennen	ADJ;NOM;NEUT;SG	V;V.PTCP
samostatné	trennen	samostatný	trennen	ADJ;NOM;NEUT;SG	V;NFIN
samostatné	separat	samostatný	separat	ADJ;NOM;NEUT;SG	ADV
samostatné	separate	samostatný	separat	ADJ;NOM;NEUT;SG	PROPN;NOM
samostatné	getrennte	samostatný	getrennt	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
stanicu	station	stanica	station	N;ACC;FEM;SG	
stanicu	bahnhof	stanica	bahnhof	N;ACC;FEM;SG	N;NOM;MASC;SG
stanicu	tankstelle	stanica	tankstelle	N;ACC;FEM;SG	
vozidlá	kraftfahrzeuge	vozidlo	kraftfahrzeuge	N;NOM;NEUT;PL	ADJ;NOM
vozidlá	nutzfahrzeuge	vozidlo	nutzfahrzeuge	N;NOM;NEUT;PL	ADJ
vozidlá	fahrzeugen	vozidlo	fahrzeugen	N;NOM;NEUT;PL	V;NFIN
vozidlá	fahrzeug	vozidlo	fahrzeug	N;NOM;NEUT;PL	ADJ
právnik	rechtsanwalt	právnik	rechtsanwalt	N;ANIM;NOM;MASC;SG	ADJ
právnik	juristen	právnik	juristen	N;ANIM;NOM;MASC;SG	N;NOM;PL
právnik	anwältin	právnik	anwältin	N;ANIM;NOM;MASC;SG	ADJ
modely	vorbilder	model	vorbild	N;INAN;NOM;MASC;PL	ADJ
modely	modell	model	modell	N;INAN;NOM;MASC;PL	ADJ
združenie	konsortium	združenie	konsortium	N;NOM;NEUT;SG	PROPN
združenie	konsortien	združenie	konsortie	N;NOM;NEUT;SG	N;NOM;PL
združenie	arbeitsgemeinschaft	združenie	arbeitsgemeinschaft	N;NOM;NEUT;SG	ADJ
združenie	verein	združenie	verein	N;NOM;NEUT;SG	
združenie	verband	združenie	verbinden	N;NOM;NEUT;SG	
združenie	association	združenie	association	N;NOM;NEUT;SG	PROPN;NOM;FEM;SG
obchodné	kommerzielle	obchodný	kommerziell	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
obchodné	gewerbliche	obchodný	gewerblich	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
obchodné	geschäft	obchodný	schäfen	ADJ;NOM;NEUT;SG	N;NOM;NEUT;SG
obchodné	wirtschaft	obchodný	wirtschaft	ADJ;NOM;NEUT;SG	
obchodné	unternehmen	obchodný	unternehmen	ADJ;NOM;NEUT;SG	N;NOM;NEUT;PL
obchodné	geschäfte	obchodný	geschäft	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
song	gesang	song	gesingen		ADJ
song	lied	song	lied		N;NOM;NEUT;SG
song	song	song	singen		PROPN;NOM;MASC;SG
martine	martine	martiňa	martin	N;DAT;FEM;SG	PROPN;NOM;FEM;SG
google	google	googľa	google		PROPN;NOM;MASC;SG
gard	gard	gard	gard	PROPN;ANIM;NOM;MASC;SG	PROPN
harry	harry	harry	harry	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
vyhlásené	verkündet	vyhlásený	verkünden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
vyhlásené	proklamiert	vyhlásený	proklamieren	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
vyhlásené	verkündet	vyhlásený	verkünden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
vyhlásené	erklärte	vyhlásený	erklären	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vyhlásené	verkündete	vyhlásený	verkünden	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vyhlásené	ausgerufen	vyhlásený	ausrufen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;V.PTCP
softvér	softwareentwicklung	softvéra	softwareentwicklung	N;INAN;NOM;MASC;SG	ADJ
softvér	software	softvéra	software	N;INAN;NOM;MASC;SG	
ľubomír	ľubomír	ľubomír	ľubomír	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
filozofické	philosophische	filozofický	philosophisch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
filozofické	philosophischen	filozofický	philosophisch	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
spôsobuje	gründe	spôsobovať	gründen	V;IPFV;IND;SG;3;POS;PRS;FIN	
spôsobuje	ursache	spôsobovať	ursache	V;IPFV;IND;SG;3;POS;PRS;FIN	
tábor	lager	tábor	lager	N;INAN;NOM;MASC;SG	ADJ
tábor	ferienlager	tábor	ferienlager	N;INAN;NOM;MASC;SG	ADJ
tábor	camp	tábor	camp	N;INAN;NOM;MASC;SG	
tábor	campingplatz	tábor	campingplatz	N;INAN;NOM;MASC;SG	
tábor	campingplätze	tábor	campingplatz	N;INAN;NOM;MASC;SG	
vyhlásená	erklärt	vyhlásený	erklären	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
vyhlásená	deklariert	vyhlásený	deklarieren	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
vyhlásená	erklärte	vyhlásený	erklären	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vyhlásená	proklamiert	vyhlásený	proklamieren	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
vyhlásená	verkündet	vyhlásený	verkünden	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
vyhlásená	erklärte	vyhlásený	erklären	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vyhlásená	verkündete	vyhlásený	verkünden	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
vyhlásená	ausgerufen	vyhlásený	ausrufen	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;V.PTCP
mexiko	mexico	mexiko	mexico	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
mexiko	mexiko	mexiko	mexiko	N;INAN;NOM;MASC;SG	PROPN;NOM;NEUT;SG
hot	heiß	hot	heiß		ADJ
hot	hot	hot	hot		
hot	warm	hot	warm		ADJ
hot	heiss	hot	heiß		ADJ
zbierky	sammlerstücke	zbierka	sammlerstück	N;NOM;FEM;PL	ADJ
zbierky	sammlung	zbierka	sammlung	N;NOM;FEM;PL	N;NOM;FEM;SG
zbierky	kollektion	zbierka	kollektion	N;NOM;FEM;PL	PROPN
oltár	altar	oltár	altar	N;INAN;NOM;MASC;SG	ADV
krídlo	flanke	krídlo	flank	N;NOM;NEUT;SG	ADJ
krídlo	flanken	krídlo	flank	N;NOM;NEUT;SG	V;NFIN
krídlo	flügel	krídlo	flügeln	N;NOM;NEUT;SG	ADJ
krídlo	wing	krídlo	wingen	N;NOM;NEUT;SG	PROPN;NOM;SG
min	minuten	min	minuten		V;NFIN
min	mind	min	mind		
min	minute	min	minute		
min	min	min	min		
stone	steine	stoňa	stein	PROPN;ANIM;NOM;MASC;SG	N
stone	gestein	stoňa	gestein	PROPN;ANIM;NOM;MASC;SG	
stone	stone	stoňa	stone	PROPN;ANIM;NOM;MASC;SG	PROPN;SG
stone	stein	stoňa	stein	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
ponúka	angebot	ponúkať	anpieten	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;NEUT;SG
ponúka	angebote	ponúkať	angebit	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;PL
pamätník	memorial	pamätník	memorial	N;INAN;NOM;MASC;SG	
pamätník	gedenkstätte	pamätník	gedenkstätte	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
pamätník	denkmalschutz	pamätník	denkmalschutz	N;INAN;NOM;MASC;SG	ADJ
pamätník	monument	pamätník	monument	N;INAN;NOM;MASC;SG	
technológie	technologien	technológia	technologien	N;NOM;FEM;PL	V;NFIN
technológie	technologie	technológia	technologie	N;NOM;FEM;PL	PROPN;SG
technológie	technik	technológia	technik	N;NOM;FEM;PL	N;SG
technológie	technologien	technológia	technologien	N;NOM;FEM;PL	V;NFIN
day	tage	deň	tagen	INTJ	N;NOM;MASC;PL
day	tag	deň	tagen	INTJ	N;NOM;MASC;SG
day	tages	deň	tagen	INTJ	N;NOM;MASC;SG
žili	gewohnt	žiť	gewohnt	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	ADJ
žili	lebte	žiť	leben	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;IND;SG;3;PST;FIN
tradície	tradition	tradícia	tradition	N;NOM;FEM;PL	ADJ
tradície	traditionen	tradícia	tradition	N;NOM;FEM;PL	V;NFIN
tradície	überlieferung	tradícia	überlieferung	N;NOM;FEM;PL	ADJ;SG
tradície	tradition	tradícia	tradition	N;NOM;FEM;PL	ADJ
tradície	traditionen	tradícia	tradition	N;NOM;FEM;PL	V;NFIN
pleso	pleso	pleso	pleso	N;NOM;MASC;SG	PROPN;SG
krista	krista	kristus	krista	N;ANIM;ACC;MASC;SG	PROPN;NOM;SG
krista	christ	kristus	christ	N;ANIM;ACC;MASC;SG	PROPN
krista	christus	kristus	christus	N;ANIM;ACC;MASC;SG	
bridge	brücken	bridga	brücken	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
bridge	bridge	bridga	bridgen	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
bridge	brücke	bridga	brücken	PROPN;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
bridge	steg	bridga	steg	PROPN;ANIM;NOM;MASC;SG	
vytvorený	geschaffen	vytvorený	schaffen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
vytvorený	erzeugt	vytvorený	erzeugen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
vytvorený	erstellt	vytvorený	erstellen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
vytvorený	erschaffen	vytvorený	erschaffen	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;V.PTCP
vytvorený	erstellte	vytvorený	erstellt	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;IND;SG;3;PST;FIN
prospech	benet	prospech	benen	N;INAN;NOM;MASC;SG	PROPN;SG
strávil	verbrauchte	stráviť	verbrauchen	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;SG
kyselina	acid	kyselina	acid	N;NOM;FEM;SG	
kyselina	säuren	kyselina	säuer	N;NOM;FEM;SG	N;NOM;PL
kyselina	säure	kyselina	säuer	N;NOM;FEM;SG	
objem	lautstärke	objem	lautstärk	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
objem	volumen	objem	volum	N;INAN;NOM;MASC;SG	V;NFIN
objem	umfang	objem	umfingen	N;INAN;NOM;MASC;SG	
kanál	kanal	kanál	kanal	N;INAN;NOM;MASC;SG	ADV
kanál	kanäle	kanál	kanal	N;INAN;NOM;MASC;SG	
kanál	sender	kanál	sender	N;INAN;NOM;MASC;SG	
kanál	channel	kanál	channel	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
náklady	kosten	náklad	kosten	N;INAN;NOM;MASC;PL	V;NFIN
náklady	cost	náklad	cost	N;INAN;NOM;MASC;PL	ADJ
náklady	kosten	náklad	kosten	N;INAN;NOM;MASC;PL	V;NFIN
katarína	catherine	katarín	catherine	N;NOM;FEM;SG	PROPN;NOM;SG
katarína	katharina	katarín	katharina	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
katarína	katarina	katarín	katarina	N;NOM;FEM;SG	PROPN;NOM;FEM;SG
paláca	schloss	palác	schließen	N;INAN;GEN;MASC;SG	V;SG
paláca	palais	palác	palais	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
paláca	palast	palác	palast	N;INAN;GEN;MASC;SG	PROPN;SG
buniek	zelle	bunka	zellen	N;GEN;FEM;PL	
buniek	zellen	bunka	zellen	N;GEN;FEM;PL	V;NFIN
sekúnd	sekunde	sekunda	sekunde	N;GEN;FEM;PL	
sekúnd	sekunden	sekunda	sekunden	N;GEN;FEM;PL	V;NFIN
kontrolu	überprüfen	kontrola	überprüfen	N;ACC;FEM;SG	V;NFIN
barcelona	barça	barcelon	barça	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
barcelona	barcelona	barcelon	barcelona	N;INAN;GEN;MASC;SG	PROPN
budapešť	budapest	budapešť	budapest	N;NOM;MASC;SG	PROPN;NOM;NEUT;SG
budapešť	ungarn	budapešť	ungarn	N;NOM;MASC;SG	PROPN;NOM;SG
deux	deux	deux	deux		
grécke	griechischen	grécko	griechisch	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
grécke	griechen	grécko	griechen	ADJ;NOM;NEUT;SG	
grécke	grieche	grécko	griech	ADJ;NOM;NEUT;SG	
grécke	griechische	grécko	griechisch	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
minerály	mineral	minerál	mineral	N;INAN;NOM;MASC;PL	PROPN
minerály	mineralstoffe	minerál	mineralstoffe	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
minerály	bodenschätze	minerál	bodenschätzen	N;INAN;NOM;MASC;PL	ADJ;NOM
arthur	arthur	arthur	arthur	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
arthur	artus	arthur	artus	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
arthur	artur	arthur	artur	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
jeseň	herbst	jeseň	herbst	N;NOM;FEM;SG	ADV
jeseň	falle	jeseň	fallen	N;NOM;FEM;SG	ADV
jeseň	sturz	jeseň	sturz	N;NOM;FEM;SG	
jeseň	fallen	jeseň	fallen	N;NOM;FEM;SG	V;NFIN
jeseň	herbst	jeseň	herbst	N;NOM;FEM;SG	ADV
jeseň	fall	jeseň	fall	N;NOM;FEM;SG	ADV
údolí	tälern	údolie	tälern	N;NOM;NEUT;SG	V;NFIN
údolí	täler	údolie	tal	N;NOM;NEUT;SG	
