kategória	kategória	kategória	kategória	N;NOM;FEM;SG	
západná	nyugat	západný	nyugat	ADJ;NOM;FEM;SG	
západná	western	západný	western	ADJ;NOM;FEM;SG	
osobne	személyesen	osobne	személyes	ADV	ADJ;FRML;SG
obranca	védő	obranca	védő	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
obranca	védelmező	obranca	védelmező	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
základný	alap	základný	alap	ADJ;INAN;NOM;MASC;SG	
základný	alapvető	základný	alapvető	ADJ;INAN;NOM;MASC;SG	
back	vissza	back	vissza	PROPN;ANIM;VOC;MASC;SG	ADV
olomouc	olomouc	olomouc	olomouc	PROPN;NOM;MASC;SG	PROPN;NOM;SG
bývalá	korábbi	bývalý	korábbi	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;SG
lès	lès	lès	lès	PROPN;ANIM;NOM;MASC;SG	
urobil	kész	urobiť	kész	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	
juhovýchodnej	délkelet	juhovýchodný	délkelet	ADJ;GEN;FEM;SG	N;NOM;SG
cyklus	ciklusban	cyklus	ciklus	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
prenos	átviteli	prenos	átviteli	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
prenos	áthelyezés	prenos	áthelyezés	N;INAN;NOM;MASC;SG	
červené	vörösek	červený	vörös	ADJ;NOM;NEUT;SG	N;NOM;PL
červené	vörösök	červený	vörös	ADJ;NOM;NEUT;SG	N;NOM;PL
červené	piros	červený	piros	ADJ;NOM;NEUT;SG	
červené	piroska	červený	piroska	ADJ;NOM;NEUT;SG	
červené	vörös	červený	vörös	ADJ;NOM;NEUT;SG	
silné	erőteljes	silný	erőteljes	ADJ;NOM;NEUT;SG	
silné	erős	silný	erős	ADJ;NOM;NEUT;SG	
silné	erős	silný	erős	ADJ;NOM;NEUT;SG	
silné	erősek	silný	erős	ADJ;NOM;NEUT;SG	N;NOM;PL
materiálov	alapanyagok	materiál	alapanyag	N;INAN;GEN;MASC;PL	N;NOM;PL
materiálov	anyagok	materiál	anyag	N;INAN;GEN;MASC;PL	N;NOM;PL
boris	boris	boris	boris	PROPN;ANIM;NOM;MASC;SG	
boris	borisz	boris	borisz	PROPN;ANIM;NOM;MASC;SG	
dohody	foglalkozik	dohoda	foglalkozik	N;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
domáce	otthon	domáci	otthon	ADJ;NOM;NEUT;SG	
domáce	itthon	domáci	itthon	ADJ;NOM;NEUT;SG	
domáce	haza	domáci	haza	ADJ;NOM;NEUT;SG	
domáce	belföldi	domáci	belföldi	ADJ;NOM;NEUT;SG	
domáce	házi	domáci	házi	ADJ;NOM;NEUT;SG	
otvorené	nyitva	otvorený	nyitva	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADV;V.CVB
otvorené	megnyitott	otvorený	megnyitott	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
otvorené	megnyílt	otvorený	megnyílt	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
franz	franz	franz	franz	PROPN;ANIM;NOM;MASC;SG	
river	folyami	river	folyami	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
river	folyó	river	folyó	PROPN;ANIM;NOM;MASC;SG	
záznam	rekord	záznam	rekord	N;INAN;NOM;MASC;SG	
róbert	robert	róbert	rober	N;ANIM;NOM;MASC;SG	
rodné	hajadon	rodný	hajad	ADJ;NOM;NEUT;SG	N;NOM;SG
rodné	leány	rodný	leány	ADJ;NOM;NEUT;SG	N;NOM;SG
rodné	leánykori	rodný	leánykori	ADJ;NOM;NEUT;SG	N;NOM;SG
berlín	berlin	berlina	berlin	N;NOM;MASC;SG	PROPN;NOM;SG
berlín	berlinben	berlina	berlin	N;NOM;MASC;SG	
berlín	berlini	berlina	berlini	N;NOM;MASC;SG	
dej	dej	dej	dej	N;INAN;NOM;MASC;SG	
chodník	utat	chodník	út	N;INAN;NOM;MASC;SG	N;ACC;SG
chodník	járdán	chodník	járda	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
chodník	járdán	chodník	járda	N;INAN;NOM;MASC;SG	N;ON+ESS;SG
bývalí	korábbi	bývalý	korábbi	ADJ;ANIM;NOM;MASC;PL	ADJ;NOM;CMPR;SG
jacques	jacques	jacques	jacques	PROPN;ANIM;NOM;MASC;SG	
japonska	japán	japonsko	japán	N;NOM;FEM;SG	
prúdu	mainstream	prúd	mainstream	N;INAN;GEN;MASC;SG	N;ON+ALL;SG
bob	bob	bob	bob	PROPN;ANIM;NOM;MASC;SG	
rozsiahle	kiterjedt	rozsiahle	kiterjedik	N;NOM;NEUT;PL	V;INDF;IND;SG;3;PST;FIN;ACT
písať	írj	písať	írj	V;IPFV;POS;NFIN	
písať	írással	písať	írás	V;IPFV;POS;NFIN	N;INS;SG
písať	írás	písať	írás	V;IPFV;POS;NFIN	N;NOM;SG
písať	írása	písať	írás	V;IPFV;POS;NFIN	N;NOM;SG
will	will	will	will		
will	fog	will	fog		V;INDF;IND;SG;3;PRS;ACT
will	akarat	will	akarat		N;NOM;SG
podpora	támogatást	podpora	támogatás	N;NOM;FEM;SG	N;ACC;SG
hraníc	határok	hranica	határ	N;GEN;FEM;PL	N;NOM;PL
hraníc	határokon	hranica	határ	N;GEN;FEM;PL	N;ON+ESS;PL
hraníc	határ	hranica	határ	N;GEN;FEM;PL	N;NOM;SG
hraníc	határon	hranica	határ	N;GEN;FEM;PL	N;ON+ESS;SG
hraníc	határokon	hranica	határ	N;GEN;FEM;PL	N;ON+ESS;PL
populácie	populáció	populácia	populáció	N;NOM;FEM;PL	N;NOM;SG
populácie	népesség	populácia	népesség	N;NOM;FEM;PL	N;NOM;SG
populácie	lakosság	populácia	lakosság	N;NOM;FEM;PL	N;NOM;SG
znakov	karakterek	znak	karakter	N;INAN;GEN;MASC;PL	N;NOM;PL
znakov	szereplők	znak	szereplő	N;INAN;GEN;MASC;PL	N;NOM;PL
scenár	forgatókönyv	scenár	forgatókönyv	N;INAN;NOM;MASC;SG	N;NOM;PL
scenár	forgatókönyvet	scenár	forgatókönyv	N;INAN;NOM;MASC;SG	N;NOM;PL
scenár	forgatókönyv	scenár	forgatókönyv	N;INAN;NOM;MASC;SG	N;NOM;PL
scenár	forgatókönyv	scenár	forgatókönyv	N;INAN;NOM;MASC;SG	N;NOM;PL
scenár	forgatókönyvet	scenár	forgatókönyv	N;INAN;NOM;MASC;SG	N;NOM;PL
útoky	támad	útok	támad	N;INAN;NOM;MASC;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
útoky	támadásokat	útok	támadás	N;INAN;NOM;MASC;PL	N;ACC;PL
prostriedky	erőforrás	prostriedok	erőforrás	N;INAN;NOM;MASC;PL	
can	tud	can	tud		V;INDF;IND;SG;3;PRS;FIN;ACT
can	can	can	can		
can	lehet	can	lesz		V;INDF;POT;SG;3;PRS;FIN;ACT
nedostatok	hiány	nedostatok	hiány	N;INAN;NOM;MASC;SG	
nedostatok	hiány	nedostatok	hiány	N;INAN;NOM;MASC;SG	
nedostatok	hiány	nedostatok	hiány	N;INAN;NOM;MASC;SG	
drôme	drôme	drom	dreme	N;NOM;FEM;SG	PROPN;NOM;SG
stredné	középre	stredný	közép	ADJ;NOM;NEUT;SG	N;ON+ALL;SG
stredné	közép	stredný	közép	ADJ;NOM;NEUT;SG	
stredné	középső	stredný	középső	ADJ;NOM;NEUT;SG	
stredné	mérsékelt	stredný	mérsékel	ADJ;NOM;NEUT;SG	V;INDF;IND;SG;3;PST;FIN;ACT
stredné	aljas	stredný	aljas	ADJ;NOM;NEUT;SG	
brazília	brazília	brazíliť	brazília	N;NOM;FEM;SG	
kozmické	kozmikus	kozmický	kozmikus	ADJ;NOM;NEUT;SG	N;NOM;SG
príklady	példákat	príklad	példa	N;INAN;NOM;MASC;PL	N;ACC;PL
príklady	példa	príklad	példa	N;INAN;NOM;MASC;PL	N;NOM;SG
vedenia	vezetés	vedenie	vezetés	N;NOM;NEUT;PL	N;NOM;SG
vedenia	ólom	vedenie	ólom	N;NOM;NEUT;PL	N;NOM;SG
vedenia	vezet	vedenie	vezet	N;NOM;NEUT;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
ccd	ccd	ccd	ccd		N;NOM;SG
konštrukcia	építési	konštrukcia	építési	N;NOM;FEM;SG	ADJ;NOM;SG
konštrukcia	tervezési	konštrukcia	tervezési	N;NOM;FEM;SG	ADJ;NOM;SG
konštrukcia	design	konštrukcia	design	N;NOM;FEM;SG	
lokalita	helyén	lokalita	hely	N;NOM;FEM;SG	N;ON+ESS;SG
požiadavky	kéri	požiadavka	kéri	N;NOM;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
požiadavky	követelmény	požiadavka	követelmény	N;NOM;FEM;PL	N;NOM;SG
požiadavky	követel	požiadavka	követel	N;NOM;FEM;PL	V;INDF;IND;SG;3;PRS;FIN;ACT
požiadavky	követelés	požiadavka	követelés	N;NOM;FEM;PL	N;NOM;SG
road	út	road	út	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
road	uton	road	ut	PROPN;ANIM;NOM;MASC;SG	
road	közúti	road	közúti	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
voľný	ingyenes	voľný	ingyenes	ADJ;ANIM;NOM;MASC;SG	
voľný	ingyen	voľný	ingyen	ADJ;ANIM;NOM;MASC;SG	
voľný	free	voľný	free	ADJ;ANIM;NOM;MASC;SG	
voľný	szabad	voľný	szabad	ADJ;ANIM;NOM;MASC;SG	
vilaine	vilaine	vilaine	vilaine	N;NOM;FEM;SG	
rúk	kéz	ruka	kéz	N;GEN;FEM;PL	N;NOM;SG
rúk	kezek	ruka	kéz	N;GEN;FEM;PL	N;NOM;PL
zmien	módosítások	zmena	módosítás	N;GEN;FEM;PL	N;NOM;PL
zmien	változtatások	zmena	változtatás	N;GEN;FEM;PL	N;NOM;PL
zmien	változás	zmena	változás	N;GEN;FEM;PL	N;NOM;SG
zmien	változások	zmena	változás	N;GEN;FEM;PL	N;NOM;PL
zmien	változtatás	zmena	változtatás	N;GEN;FEM;PL	N;NOM;SG
ľudských	ember	ľudský	ember	ADJ;GEN;MASC;PL	N;NOM;SG
ľudských	emberi	ľudský	emberi	ADJ;GEN;MASC;PL	
alžbeta	elizabeth	alžbeta	elizabeth	N;NOM;FEM;SG	
alžbeta	elisabeth	alžbeta	elisabeth	N;NOM;FEM;SG	
textov	szövegek	text	szöveg	N;INAN;GEN;MASC;PL	N;NOM;PL
textov	szöveget	text	szöveg	N;INAN;GEN;MASC;PL	N;ACC;SG
textov	szöveg	text	szöveg	N;INAN;GEN;MASC;PL	N;NOM;SG
textov	szövegek	text	szöveg	N;INAN;GEN;MASC;PL	N;NOM;PL
krvi	vér	krv	vér	N;NOM;FEM;PL	N;NOM;SG
krvi	véres	krv	véres	N;NOM;FEM;PL	
krvi	blood	krv	blood	N;NOM;FEM;PL	
praxi	gyakorlás	prax	gyakorlás	N;DAT;FEM;SG	N;NOM;SG
praxi	edzés	prax	edzés	N;DAT;FEM;SG	N;NOM;SG
praxi	gyakorlat	prax	gyakorlat	N;DAT;FEM;SG	N;NOM;SG
orgánov	szervei	orgán	szervei	N;INAN;GEN;MASC;PL	N;NOM;PL
orgánov	szervek	orgán	szerv	N;INAN;GEN;MASC;PL	N;NOM;PL
letectva	repüléstechnikai	letectvo	repüléstechnikai	N;NOM;NEUT;PL	N;NOM;SG
áno	igen	áno	igen	PART	
áno	igen	áno	igen	PART	
katolíckej	katolikus	katolícky	katolikus	ADJ;GEN;FEM;SG	
katolíckej	katolikusok	katolícky	katolikus	ADJ;GEN;FEM;SG	N;NOM;PL
žiadosť	kérelem	žiadosť	kérel	N;NOM;FEM;SG	
žiadosť	kérésére	žiadosť	kérés	N;NOM;FEM;SG	N;ON+ALL;SG
žiadosť	kérésre	žiadosť	kérés	N;NOM;FEM;SG	N;ON+ALL;SG
žiadosť	kérelem	žiadosť	kérel	N;NOM;FEM;SG	
hlasovanie	szavazz	hlasovanie	szavazz	N;NOM;NEUT;SG	
hlasovanie	szavazat	hlasovanie	szavazat	N;NOM;NEUT;SG	
hlasovanie	szavazzatok	hlasovanie	szavazont	N;NOM;NEUT;SG	V;INDF;IND;PL;3;PRS;FIN;ACT
hlasovanie	szavazó	hlasovanie	szavazó	N;NOM;NEUT;SG	
sestra	ápoló	sestra	ápoló	N;NOM;FEM;SG	ADJ;NOM;SG
berlíne	berlin	berlín	berlin	ADV	PROPN;NOM;SG
berlíne	berlinben	berlín	berlin	ADV	
berlíne	berlini	berlín	berlini	ADV	
trest	büntető	trest	büntető	N;INAN;NOM;MASC;SG	
front	front	front	front	N;INAN;NOM;MASC;SG	
front	sorba	front	sor	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
front	sor	front	sor	N;INAN;NOM;MASC;SG	
front	sorban	front	sor	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
hradec	hradec	hradec	hradec	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
allier	allier	allier	allier	PROPN;NOM;FEM;SG	
andré	andre	andrý	andre	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
andré	andré	andrý	andré	PROPN;ANIM;NOM;MASC;SG	
gróf	gróf	gróf	gróf	N;ANIM;NOM;MASC;SG	
vodný	víz	vodný	víz	ADJ;ANIM;NOM;MASC;SG	N;NOM;SG
vodný	vizet	vodný	víz	ADJ;ANIM;NOM;MASC;SG	N;ACC;SG
vodný	vízi	vodný	vízi	ADJ;ANIM;NOM;MASC;SG	
predstavujú	képviseli	predstavovať	képviseli	V;IPFV;IND;PL;3;POS;PRS;FIN	V;DEF;IND;SG;3;PRS;FIN;ACT
predstavujú	póz	predstavovať	póz	V;IPFV;IND;PL;3;POS;PRS;FIN	N;NOM;SG
predstavujú	pózt	predstavovať	póz	V;IPFV;IND;PL;3;POS;PRS;FIN	N;ACC;SG
predstavujú	pózol	predstavovať	pózol	V;IPFV;IND;PL;3;POS;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
walter	walter	walter	walter	PROPN;ANIM;NOM;MASC;SG	
end	befejezés	end	befejezés	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
end	vége	end	vég	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
end	vég	end	vég	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
plne	teljesen	plný	teljes		ADJ;FRML;SG
letov	járatok	let	járat	N;INAN;GEN;MASC;PL	N;NOM;PL
írska	írek	írsko	ír	N;NOM;FEM;SG	N;NOM;PL
írska	ír	írsko	ír	N;NOM;FEM;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
vodná	víz	vodný	víz	ADJ;NOM;FEM;SG	N;NOM;SG
vodná	vizet	vodný	víz	ADJ;NOM;FEM;SG	N;ACC;SG
vodná	vízi	vodný	vízi	ADJ;NOM;FEM;SG	
alfa	alpha	alfo	alpha		
alfa	alfa	alfo	alfa		
alfa	alfa	alfo	alfa		
atlét	jock	atlét	jock	N;ANIM;NOM;MASC;SG	
gemini	gemini	gemin	gemini	PROPN;ANIM;NOM;MASC;SG	
gemini	ikrek	gemin	ik	PROPN;ANIM;NOM;MASC;SG	N;NOM;PL
myšlienky	gondolat	myšlienka	gondolat	N;NOM;FEM;PL	N;NOM;SG
doc	doki	doc	doki		N;NOM;SG
rue	rue	rue	rue	PROPN;INAN;NOM;MASC;SG	
použitá	használt	použitý	használt	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
použitá	felhasznált	použitý	felhasznált	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
matej	matej	matej	matej	PROPN;ANIM;NOM;MASC;SG	
matej	mátyás	matej	mátyás	PROPN;ANIM;NOM;MASC;SG	
matej	matthias	matej	matthias	PROPN;ANIM;NOM;MASC;SG	
zaznamenal	megjegyzendő	zaznamenať	megjegyzendő	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;SG
zaznamenal	megjegyeztem	zaznamenať	megjegyez	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;DEF;IND;SG;1;PRS;FIN;ACT
hérault	hérault	hérault	héraul	N;NOM;FEM;SG	V;DEF;IND;SG;3;PST;FIN;ACT
voľne	wild	voľne	wild	ADV	
voľne	vadon	voľne	vad	ADV	
voľne	vadak	voľne	vad	ADV	N;NOM;PL
voľne	vad	voľne	vad	ADV	
voľne	szabadon	voľne	szabad	ADV	ADJ;FRML;SG
olej	olajjal	olej	olajjal	N;INAN;NOM;MASC;SG	N;INS;SG
olej	olajat	olej	olajat	N;INAN;NOM;MASC;SG	N;ACC;SG
ríši	birodalom	ríš	birodalom	N;DAT;FEM;SG	N;NOM;SG
ríši	empire	ríš	empi	N;DAT;FEM;SG	
loiret	loiret	loiret	loiret	PROPN;NOM;FEM;SG	PROPN;NOM;SG
vozidla	járművel	vozidnúť	jármű	N;NOM;NEUT;SG	N;INS;SG
vozidla	járművek	vozidnúť	jármű	N;NOM;NEUT;SG	N;NOM;PL
vie	vie	vedieť	vie	V;IPFV;IND;SG;3;POS;PRS;FIN	
floyd	floyd	floyd	floyd		N;NOM;SG
vojvoda	duke	vojvoda	duke	N;ANIM;NOM;MASC;SG	
texas	texasi	texas	texasi	PROPN;ANIM;NOM;MASC;SG	
texas	texas	texas	texas	PROPN;ANIM;NOM;MASC;SG	
texas	texasban	texas	texas	PROPN;ANIM;NOM;MASC;SG	
všetkým	mindenki	všetok	mindenki	DET;ANIM;DAT;MASC;PL	
všetkým	mindenkinek	všetok	mindenki	DET;ANIM;DAT;MASC;PL	
historicky	történelmileg	historicky	történelmi	ADV	
historicky	történelmi	historicky	történelmi	ADV	ADJ;NOM;SG
historicky	történeti	historicky	történeti	ADV	N;NOM;SG
beh	fut	beh	fut	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
beh	futó	beh	futó	N;INAN;NOM;MASC;SG	
beh	futok	beh	fut	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;1;PRS;FIN;ACT
vozidlo	járművel	vozidnúť	jármű	N;NOM;NEUT;SG	N;INS;SG
vozidlo	járművek	vozidnúť	jármű	N;NOM;NEUT;SG	N;NOM;PL
tretie	harmadik	tretí	harmadik	ADJ;NOM;NEUT;SG	
tretie	harmadszor	tretí	harmadszor	ADJ;NOM;NEUT;SG	
marcel	marcel	marcieť	marcel	N;ANIM;NOM;MASC;SG	
zmysel	értelme	zmysel	értelem	N;INAN;NOM;MASC;SG	
východné	keletre	východný	keletr	ADJ;NOM;NEUT;SG	N;ON+ALL;SG
východné	keleti	východný	keleti	ADJ;NOM;NEUT;SG	
východné	kelet	východný	kelet	ADJ;NOM;NEUT;SG	
východné	kelet	východný	kelet	ADJ;NOM;NEUT;SG	
východné	keleti	východný	keleti	ADJ;NOM;NEUT;SG	
ukrajina	ukrajna	ukrajina	ukrajna	N;NOM;FEM;SG	PROPN;NOM;SG
prítomnosť	jelen	prítomnosť	jelen	N;NOM;FEM;SG	
landes	landes	landes	landes	PROPN;NOM;FEM;SG	
východná	keletre	východný	keletr	ADJ;NOM;FEM;SG	N;ON+ALL;SG
východná	keleti	východný	keleti	ADJ;NOM;FEM;SG	
východná	kelet	východný	kelet	ADJ;NOM;FEM;SG	
východná	kelet	východný	kelet	ADJ;NOM;FEM;SG	
východná	keleti	východný	keleti	ADJ;NOM;FEM;SG	
pán	miszter	pán	miszter	N;ANIM;NOM;MASC;SG	
prehry	elveszíteni	prehra	elveszít	N;INAN;NOM;MASC;PL	V;NFIN;ACT
prehry	veszíteni	prehra	veszít	N;INAN;NOM;MASC;PL	V;NFIN;ACT
prehry	veszteség	prehra	veszteség	N;INAN;NOM;MASC;PL	N;NOM;SG
prehry	veszteségeket	prehra	veszteség	N;INAN;NOM;MASC;PL	N;ACC;PL
green	zöld	green	zöld	PROPN;ANIM;NOM;MASC;SG	
net	nettó	net	nettó	N;INAN;NOM;MASC;SG	
fifa	fifa	fif	fifa		N;NOM;PL
kapacita	kapacitások	kapacita	kapacitás	N;NOM;FEM;SG	N;NOM;PL
asistent	segéd	asistent	segéd	N;ANIM;NOM;MASC;SG	
nemecky	németül	nemecky	németül	ADV	
nemecky	német	nemecky	német	ADV	ADJ;NOM;SG
jaskyne	barlang	jaskyňa	barlang	N;NOM;FEM;PL	N;NOM;SG
jaskyne	barlangot	jaskyňa	barlangot	N;NOM;FEM;PL	N;ACC;SG
indie	indie	india	indie	N;NOM;MASC;SG	
indie	india	india	india	N;NOM;MASC;SG	
okruh	körzetben	okruh	körzet	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
umiestnená	elhelyezett	umiestnený	elhelyezett	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
umiestnená	elhelyezve	umiestnený	elhelyezve	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	ADV;V.CVB
umiestnená	helyezett	umiestnený	helyez	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
umiestnená	elhelyezett	umiestnený	elhelyezett	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
ústave	alkotmány	ústav	alkotmány	N;INAN;DAT;MASC;SG	N;NOM;SG
bojové	martial	bojový	martial	ADJ;NOM;NEUT;SG	N;NOM;SG
bojové	harci	bojový	harci	ADJ;NOM;NEUT;SG	
bojové	küzdelem	bojový	küzdelem	ADJ;NOM;NEUT;SG	N;NOM;SG
bojové	harc	bojový	harc	ADJ;NOM;NEUT;SG	N;NOM;SG
odmietol	elutasítva	odmietnuť	elutasítva	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADV;V.CVB
väčšia	nagyobbak	veľký	nagy	ADJ;NOM;CMPR;FEM;SG	ADV
väčšia	nagyobbak	veľký	nagy	ADJ;NOM;CMPR;FEM;SG	ADV
vnútorné	belső	vnútorný	belső	ADJ;NOM;NEUT;SG	
vnútorné	beltéri	vnútorný	beltéri	ADJ;NOM;NEUT;SG	N;NOM;SG
vnútorné	fedett	vnútorný	fedett	ADJ;NOM;NEUT;SG	
vnútorné	benti	vnútorný	bent	ADJ;NOM;NEUT;SG	
vnútorné	belső	vnútorný	belső	ADJ;NOM;NEUT;SG	
funkcií	funkciók	funkcia	funkció	N;GEN;FEM;PL	N;NOM;PL
funkcií	feladatok	funkcia	feladat	N;GEN;FEM;PL	N;NOM;PL
súboru	fájl	súbor	fájl	N;INAN;GEN;MASC;SG	N;NOM;SG
súboru	file	súbor	file	N;INAN;GEN;MASC;SG	N;NOM;SG
súboru	akta	súbor	akta	N;INAN;GEN;MASC;SG	N;NOM;SG
mosty	hidakat	most	híd	N;INAN;NOM;MASC;PL	N;ACC;PL
zriedkavo	ritkán	zriedkavo	ritkán	ADV	
young	fiatalok	young	fiatal	PROPN;ANIM;NOM;MASC;SG	N;NOM;PL
young	fiatal	young	fiatal	PROPN;ANIM;NOM;MASC;SG	
young	fiatalos	young	fiatalos	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;SG
jednoduché	szimpla	jednoduchý	szimpla	ADJ;NOM;NEUT;SG	
jednoduché	könnyű	jednoduchý	könnyű	ADJ;NOM;NEUT;SG	
chorvátsku	horvátország	chorvátsky	horvátország	N;ACC;FEM;SG	N;NOM;SG
trasa	utat	triasť	út	N;NOM;FEM;SG	N;ACC;SG
trasa	útvonalon	triasť	útvonal	N;NOM;FEM;SG	N;ON+ESS;SG
obsahom	tartalma	obsah	tartalom	N;INAN;INS;MASC;SG	N;NOM;SG
obsahom	tartalmát	obsah	tartalom	N;INAN;INS;MASC;SG	N;ACC;SG
obsahom	tartalom	obsah	tartalom	N;INAN;INS;MASC;SG	N;NOM;SG
kalibru	kaliber	kalibra	kaliber	N;INAN;GEN;MASC;SG	N;NOM;SG
kalibru	kaliberű	kalibra	kaliberű	N;INAN;GEN;MASC;SG	
kalibru	kaliberű	kalibra	kaliberű	N;INAN;GEN;MASC;SG	
železničnej	sín	železničný	sín	ADJ;GEN;FEM;SG	N;NOM;SG
železničnej	vasút	železničný	vasút	ADJ;GEN;FEM;SG	N;NOM;SG
železničnej	vasúti	železničný	vasúti	ADJ;GEN;FEM;SG	N;NOM;SG
únia	union	únia	union	N;NOM;FEM;SG	
únia	unió	únia	unió	N;NOM;FEM;SG	PROPN;NOM;SG
únia	unión	únia	unió	N;NOM;FEM;SG	
únia	uniós	únia	uniós	N;NOM;FEM;SG	ADJ;NOM;SG
stála	áll	stáť	áll	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;INDF;IND;SG;3;PRS;FIN;ACT
stála	állva	stáť	állva	V;IPFV;FEM;SG;POS;PST;V.PTCP	
stanley	stanley	stanley	stanley	PROPN;ANIM;NOM;MASC;SG	
death	halál	death	halál	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
štatistika	statisztikák	štatistika	statisztika	N;NOM;FEM;SG	N;NOM;PL
fyziku	fizika	fyzika	fizika	N;ACC;FEM;SG	N;NOM;SG
formálne	formális	formálne	formális	ADV	
inde	máshol	inde	máshol	ADV	
inde	másutt	inde	másut	ADV	
inde	máshová	inde	máshova	ADV	
občanov	állampolgárok	občan	állampolgár	N;ANIM;ACC;MASC;PL	N;NOM;PL
občanov	polgárok	občan	polgár	N;ANIM;ACC;MASC;PL	N;NOM;PL
afrika	afrikai	afrika	afrikai	N;NOM;FEM;SG	
afrika	afrika	afrika	afrika	N;NOM;FEM;SG	
plynu	benzin	plyn	benzin	N;INAN;GEN;MASC;SG	N;NOM;SG
plynu	gáz	plyn	gáz	N;INAN;GEN;MASC;SG	N;NOM;SG
menší	kisebbet	malý	kis	ADJ;ANIM;NOM;CMPR;MASC;SG	N;ACC;SG
menší	kisebbek	malý	kis	ADJ;ANIM;NOM;CMPR;MASC;SG	PRO;NOM;PL;3
pomenované	megnevezett	pomenovaný	megnevezett	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
podnikateľ	üzletember	podnikateľ	üzletember	N;ANIM;NOM;MASC;SG	
nutné	szükségesek	nutný	szükséges	ADJ;NOM;NEUT;SG	ADJ;NOM;PL
spracovanie	kezelésre	spracovanie	kezelés	N;NOM;NEUT;SG	N;ON+ALL;SG
používanie	használatával	používanie	használat	N;NOM;NEUT;SG	N;INS;SG
používanie	felhasználva	používanie	felhasználva	N;NOM;NEUT;SG	ADV;V.CVB
používanie	használni	používanie	használ	N;NOM;NEUT;SG	V;NFIN;ACT
atlas	atlas	atlas	atlas	N;INAN;NOM;MASC;SG	
giovanni	giovanni	giovanňa	giovan	PROPN;ANIM;NOM;MASC;SG	
schopné	képes	schopný	képes	ADJ;NOM;NEUT;SG	
schopné	képes	schopný	képes	ADJ;NOM;NEUT;SG	
menovaný	kijelölt	menovaný	kijelölt	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	
menovaný	kinevezett	menovaný	kinevezett	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
menovaný	jelöltek	menovaný	jelöl	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	N;NOM;PL
menovaný	jelölt	menovaný	jelöl	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	
rgb	rgb	rgba	rgb		N;NOM;SG
adolf	adolf	adolf	adolf	N;ANIM;NOM;MASC;SG	
