категория	kategorien	категория	kategorien	N;INDF;FEM;SG	N;NOM;FEM;PL
условията	voraussetzungen	условие	voraussetzehen	N;DEF;NEUT;PL	V;NFIN
условията	konditionen	условие	kondition	N;DEF;NEUT;PL	V;NFIN
условията	bedingungen	условие	bedingung	N;DEF;NEUT;PL	V;NFIN
двор	hof	двор	hof	N;INDF;MASC;SG	
двор	innenhof	двор	innenhof	N;INDF;MASC;SG	ADV
двор	hinterhof	двор	hinterhof	N;INDF;MASC;SG	ADJ
двор	hof	двор	hof	N;INDF;MASC;SG	
двор	yard	двор	yard	N;INDF;MASC;SG	
двор	terrasse	двор	terrassen	N;INDF;MASC;SG	
двор	innenhof	двор	innenhof	N;INDF;MASC;SG	ADV
интереси	interesse	интерес	interesse	N;INDF;MASC;PL	
чисто	pur	чисто	pur	ADV	
чисто	reine	чисто	rein	ADV	ADJ;NOM
чисто	rein	чисто	rein	ADV	ADJ
чисто	pure	чисто	pur	ADV	
чисто	aufräumen	чисто	aufräumen	ADV	V;NFIN
чисто	sauber	чисто	sauber	ADV	ADJ
чисто	reinigen	чисто	reinig	ADV	V;NFIN
чисто	säubern	чисто	säubern	ADV	V;NFIN
чисто	sauberkeit	чисто	sauberkeit	ADV	N
диаметър	durchmesser	диаметър	durchmesser	N;INDF;MASC;SG	ADJ
водещ	moderator	водя	moderator	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
водещ	moderatoren	водя	moderator	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	N;NOM;PL
водещ	host	водя	hosen	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
водещ	rechner	водя	rechner	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
водещ	wirt	водя	wernen	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
картини	gemälde	картина	gemälde	N;INDF;FEM;PL	
картини	malerei	картина	malerei	N;INDF;FEM;PL	ADJ;NOM;FEM;SG
картини	abbildungen	картина	abbildung	N;INDF;FEM;PL	V;NFIN
картини	bildmaterial	картина	bildmaterial	N;INDF;FEM;PL	ADJ
картини	bildern	картина	bildern	N;INDF;FEM;PL	V;NFIN
картини	kunstwerk	картина	kunstwerk	N;INDF;FEM;PL	N;NOM;NEUT;SG
картини	artwork	картина	artwork	N;INDF;FEM;PL	PROPN
спортни	sportveranstaltungen	спортен	sportveranstaltung	ADJ;INDF;PL	N;NOM;FEM;PL
спортни	freizeit	спортен	freizeit	ADJ;INDF;PL	
спортни	sportarten	спортен	sportarten	ADJ;INDF;PL	V;NFIN
спортни	sport	спортен	sporen	ADJ;INDF;PL	PROPN;SG
плоча	tablette	плоча-(се)	tablett	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
плоча	tablett	плоча-(се)	tablett	N;INDF;FEM;SG	
плоча	tabletten	плоча-(се)	tablett	N;INDF;FEM;SG	N;NOM;NEUT;PL
плоча	tablet	плоча-(се)	tablen	N;INDF;FEM;SG	
плоча	kennzeichen	плоча-(се)	kennzeichen	N;INDF;FEM;SG	
плоча	platte	плоча-(се)	platen	N;INDF;FEM;SG	
плоча	teller	плоча-(се)	teller	N;INDF;FEM;SG	
тежка	heavy	тежък	heavy	ADJ;INDF;FEM;SG	PROPN
тежка	schwere	тежък	schwer	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
тежка	schwere	тежък	schwer	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
щат	bundesland	щат	bundesland	N;INDF;MASC;SG	
щат	zustand	щат	zustand	N;INDF;MASC;SG	
щат	mitgliedstaat	щат	mitgliedstaat	N;INDF;MASC;SG	ADJ
щат	bundesstaat	щат	bundesstaat	N;INDF;MASC;SG	ADJ
поддръжка	förderung	поддръжка	förderung	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
поддръжка	unterstützung	поддръжка	unterstützung	N;INDF;FEM;SG	ADJ
поддръжка	unterstützen	поддръжка	unterstützen	N;INDF;FEM;SG	V;NFIN
поддръжка	betreuer	поддръжка	betreuer	N;INDF;FEM;SG	ADJ
поддръжка	unterhalt	поддръжка	unterhalt	N;INDF;FEM;SG	
поддръжка	instandhaltung	поддръжка	instandhaltung	N;INDF;FEM;SG	ADJ
поддръжка	pflege	поддръжка	pfleg	N;INDF;FEM;SG	
последователно	beständig	последователно	beständig	ADV	ADJ
последователно	konsistent	последователно	konsistent	ADV	ADJ
последователно	durchgehend	последователно	durchgehend	ADV	ADJ
последователно	konsequent	последователно	konsequent	ADV	ADJ
последователно	sequentielle	последователно	sequentielle	ADV	ADJ;NOM;FEM;PL
последователно	aufeinanderfolgende	последователно	aufeinanderfolgend	ADV	ADJ;NOM;FEM;PL
последователно	aufeinanderfolgenden	последователно	aufeinanderfolgend	ADV	ADJ
алън	allen	алън	alle	PROPN;INDF;MASC;SG	PRO;ACC;INDF;PL
алън	allan	алън	allan	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
алън	alan	алън	alan	PROPN;INDF;MASC;SG	PROPN
турне	tour	турне	tour	N;INDF;NEUT;SG	
турне	rundgang	турне	rundgang	N;INDF;NEUT;SG	
турне	tournee	турне	tournen	N;INDF;NEUT;SG	
турне	touring	турне	touring	N;INDF;NEUT;SG	
турне	touren	турне	touer	N;INDF;NEUT;SG	V;NFIN
римляните	römer	римлян	rom	N;DEF;MASC;PL	
римляните	römern	римлян	römern	N;DEF;MASC;PL	
международно	international	международно	international	ADV	ADJ
международно	internationalen	международно	international	ADV	ADJ;NOM;MASC;PL
международно	internationaler	международно	international	ADV	ADJ
международно	internationale	международно	international	ADV	ADJ;NOM;FEM;PL
закони	gesetze	закон	gesetzen	N;INDF;MASC;PL	
закони	gesetzen	закон	gesetzen	N;INDF;MASC;PL	V;NFIN
завод	pflanzen	завод	pflanz	N;INDF;MASC;SG	V;NFIN
завод	pflanze	завод	pflanz	N;INDF;MASC;SG	
завод	fabrik	завод	fabrik	N;INDF;MASC;SG	
свързано	verwandten	свържа	verwandt	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	V;PL;FIN
свързано	verwandte	свържа	verwenden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	
свързано	verwandt	свържа	verwandt	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ
свързано	verbundene	свържа	verbunden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
свързано	verbunden	свържа	verbinden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;V.PTCP
свързано	angeschlossen	свържа	anschließen	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;V.PTCP
свързано	verbundene	свържа	verbunden	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
колеж	kollegium	колеж	kollegium	N;INDF;MASC;SG	
колеж	college	колеж	college	N;INDF;MASC;SG	
бой	boi	бой	boi	N;INDF;MASC;SG	
бой	bekämpfen	бой	bekämpfen	N;INDF;MASC;SG	V;NFIN
бой	kämpfen	бой	kämpfen	N;INDF;MASC;SG	V;NFIN
бой	streit	бой	streit	N;INDF;MASC;SG	ADJ
бой	kämpfe	бой	kämpfen	N;INDF;MASC;SG	
живопис	gemälde	живопис	gemälde	N;INDF;FEM;SG	
живопис	malen	живопис	malen	N;INDF;FEM;SG	V;NFIN
живопис	malerei	живопис	malerei	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
бей	bey	бей	bey	N;INDF;MASC;SG	
бей	bucht	бей	buchen	N;INDF;MASC;SG	ADJ
бей	bay	бей	bay	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
кандидат	kläger	кандидат	kläg	N;INDF;MASC;SG	ADJ
кандидат	klägerin	кандидат	klägerin	N;INDF;MASC;SG	ADJ
кандидат	antragstellerin	кандидат	antragstellerin	N;INDF;MASC;SG	ADJ
кандидат	bewerber	кандидат	bewerber	N;INDF;MASC;SG	
кандидат	antragsteller	кандидат	antragsteller	N;INDF;MASC;SG	ADJ
кандидат	freier	кандидат	frei	N;INDF;MASC;SG	ADJ
кандидат	verehrer	кандидат	verehrer	N;INDF;MASC;SG	ADJ
кандидат	kandidaten	кандидат	kandidat	N;INDF;MASC;SG	N;NOM;PL
кандидат	bewerber	кандидат	bewerber	N;INDF;MASC;SG	
кандидат	anwärter	кандидат	anwärter	N;INDF;MASC;SG	ADJ
устието	mündung	устие	mündung	N;DEF;NEUT;SG	ADJ
автомобили	autos	автомобил	autos	N;INDF;MASC;PL	
автомобили	kraftfahrzeuge	автомобил	kraftfahrzeuge	N;INDF;MASC;PL	ADJ;NOM
автомобили	pkw	автомобил	pkw	N;INDF;MASC;PL	
автомобили	pkws	автомобил	pkws	N;INDF;MASC;PL	
автомобили	kraftfahrzeuge	автомобил	kraftfahrzeuge	N;INDF;MASC;PL	ADJ;NOM
автомобили	nutzfahrzeuge	автомобил	nutzfahrzeuge	N;INDF;MASC;PL	ADJ
автомобили	fahrzeugen	автомобил	fahrzeugen	N;INDF;MASC;PL	V;NFIN
дизайн	planung	дизайн	planung	N;INDF;MASC;SG	ADJ
бранденбург	brandenburger	бранденбург	brandenburger	N;INDF;MASC;SG	PROPN
бранденбург	brandenburg	бранденбург	brandenburg	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
словакия	slowakei	словакие	slowakei	PROPN;INDF;FEM;SG	PROPN;NOM;SG
медицински	medizinische	медицински	medizinisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
медицински	arzt	медицински	arzen	ADJ;INDF;MASC;SG	N;SG
медицински	medizin	медицински	medizin	ADJ;INDF;MASC;SG	N;NOM;SG
чичо	onkel	чичо	onkel	N;INDF;MASC;SG	
чичо	onkels	чичо	onkels	N;INDF;MASC;SG	
рио	rio	рио	rio	PROPN;INDF;NEUT;SG	PROPN;NOM;SG
турска	türkischen	турски	türkisch	ADJ;INDF;FEM;SG	ADJ;NOM;PL
турска	türkische	турски	türkisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
мин	minuten	минута	minuten	N;INDF;FEM;PL	V;NFIN
мин	mind	минута	mind	N;INDF;FEM;PL	
мин	minute	минута	minute	N;INDF;FEM;PL	
мин	min	минута	min	N;INDF;FEM;PL	
историци	historiker	историк	historik	N;INDF;MASC;PL	ADJ
болница	krankenhäuser	болница	krankenhaus	N;INDF;FEM;SG	ADJ
болница	lazarett	болница	lazarett	N;INDF;FEM;SG	ADJ
болница	krankenhaus	болница	krankenhaus	N;INDF;FEM;SG	ADJ
болница	spital	болница	spital	N;INDF;FEM;SG	PROPN;SG
гориво	heizöl	гориво	heizöl	N;INDF;NEUT;SG	
гориво	brennstoff	гориво	brennstoff	N;INDF;NEUT;SG	ADJ
гориво	kraftstoff	гориво	kraftstoff	N;INDF;NEUT;SG	ADJ
гориво	treibstoff	гориво	treibstoff	N;INDF;NEUT;SG	ADJ
гориво	brennstoffe	гориво	brennstoff	N;INDF;NEUT;SG	
понастоящем	aktuell	понастоящем	aktuell	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADJ
понастоящем	derzeit	понастоящем	derzeit	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADV
понастоящем	zurzeit	понастоящем	zurzeit	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADV
понастоящем	gegenwärtig	понастоящем	gegenwärtig	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADJ
понастоящем	momentan	понастоящем	momentan	V;IPFV;IND;PL;1;PRS;FIN;ACT	ADJ
задачи	zuweisungen	задача	zuweisung	N;INDF;FEM;PL	V;NFIN
задачи	aufgabenstellung	задача	aufgabenstellung	N;INDF;FEM;PL	N;NOM;FEM;SG
задачи	aufgabenbereich	задача	aufgabenbereich	N;INDF;FEM;PL	ADJ
задачи	aufgaben	задача	aufgeben	N;INDF;FEM;PL	V;NFIN
свободна	kostenlose	свободен	kostenlos	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
свободна	free	свободен	free	ADJ;INDF;FEM;SG	PROPN
свободна	freien	свободен	frei	ADJ;INDF;FEM;SG	ADJ;NOM;PL
нощ	übernachtung	нощ	übernachtung	N;INDF;FEM;SG	ADJ
нощ	nächte	нощ	nah	N;INDF;FEM;SG	ADJ
нощ	nachtleben	нощ	nachtleben	N;INDF;FEM;SG	V;NFIN
нощ	nachts	нощ	nachts	N;INDF;FEM;SG	ADV
временно	vorübergehend	временно	vorübergehend	ADV	ADJ
временно	zeitweilig	временно	zeitweilig	ADV	ADJ
временно	vorläufig	временно	vorläufig	ADV	ADJ
временно	temporär	временно	temporär	ADV	ADJ
временно	temporäre	временно	temporär	ADV	ADJ;NOM;FEM;PL
временно	zeitweilig	временно	zeitweilig	ADV	ADJ
временно	temporär	временно	temporär	ADV	ADJ
временно	vorübergehend	временно	vorübergehend	ADV	ADJ
временно	befristet	временно	befristen	ADV	ADJ
временно	vorübergehende	временно	vorübergehend	ADV	ADJ;NOM;FEM;PL
млад	junge	млад	jung	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
преподаватели	hochschullehrer	преподавател	hochschullehrer	N;INDF;MASC;PL	ADJ
преподаватели	pädagogen	преподавател	pädagogen	N;INDF;MASC;PL	
преподаватели	erzieher	преподавател	erzieher	N;INDF;MASC;PL	ADJ
преподаватели	lehrer	преподавател	lehr	N;INDF;MASC;PL	ADJ
преподаватели	lehrkräfte	преподавател	lehrkraft	N;INDF;MASC;PL	;NOM
преподаватели	fachbereich	преподавател	fachbereich	N;INDF;MASC;PL	
благодаря	danke	благодаря	danken	V;IPFV;IND;SG;1;PRS;FIN;ACT	
благодаря	dankes	благодаря	dankes	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;NEUT;SG
благодаря	dank	благодаря	dank	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADV
благодаря	dankeschön	благодаря	dankeschön	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADJ
характерни	charakteristik	характерен	charakteristik	ADJ;INDF;PL	ADJ;SG
решението	beschluß	решение	beschlaßen	N;DEF;NEUT;SG	
подобен	ähnliche	подобен	ähnlich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
шведски	schwedische	шведски	schwedisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
шведски	schwedens	шведски	schwedens	ADJ;INDF;MASC;SG	ADV
религиозни	religionen	религиозен	religion	ADJ;INDF;PL	N;NOM;PL
предварително	pre	предварително	pre	ADV	
предварително	vor	предварително	vor	ADV	ADP
предварително	advance	предварително	advance	ADV	PROPN
предварително	vorauszahlung	предварително	vorauszahlung	ADV	ADJ
огън	feuer	огън	feuer	N;INDF;MASC;SG	
огън	brandschutz	огън	brandschutz	N;INDF;MASC;SG	ADJ
огън	fire	огън	fein	N;INDF;MASC;SG	
огън	feuerwehr	огън	feuerwehr	N;INDF;MASC;SG	ADJ
огън	brände	огън	brinden	N;INDF;MASC;SG	N;NOM;PL
избор	selektion	избор	selektion	N;INDF;MASC;SG	
избор	auswählen	избор	auswählen	N;INDF;MASC;SG	V;NFIN
избор	wählen	избор	wählen	N;INDF;MASC;SG	V;NFIN
избор	wähle	избор	wählen	N;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
избор	wahlmöglichkeit	избор	wahlmöglichkeit	N;INDF;MASC;SG	ADJ
избор	wahlmöglichkeiten	избор	wahlmöglichkeiten	N;INDF;MASC;SG	V;NFIN
избор	wahl	избор	wahl	N;INDF;MASC;SG	
избор	selektieren	избор	selektieren	N;INDF;MASC;SG	V;NFIN
избор	auswählen	избор	auswählen	N;INDF;MASC;SG	V;NFIN
избор	wählen	избор	wählen	N;INDF;MASC;SG	V;NFIN
избор	wähle	избор	wählen	N;INDF;MASC;SG	V;SBJV;SG;3;PRS;FIN
дълъг	lange	дълъг	lange	ADJ;INDF;MASC;SG	ADV
дълъг	long	дълъг	long	ADJ;INDF;MASC;SG	PROPN
камъни	steinen	камък	stein	N;INDF;MASC;PL	V;NFIN
камъни	rockt	камък	rocken	N;INDF;MASC;PL	V;IND;SG;3;PRS;FIN
камъни	gestein	камък	gestein	N;INDF;MASC;PL	
камъни	felsen	камък	felsen	N;INDF;MASC;PL	V;NFIN
мъжки	männer	мъжки	männer	ADJ;INDF;PL	N;NOM;MASC;PL
мъжки	männchen	мъжки	männchen	ADJ;INDF;PL	N;NOM;PL
мъжки	männer	мъжки	männer	ADJ;INDF;PL	N;NOM;MASC;PL
мъжки	männchen	мъжки	männchen	ADJ;INDF;PL	N;NOM;PL
обиколка	tour	обиколка	tour	N;INDF;FEM;SG	
обиколка	rundgang	обиколка	rundgang	N;INDF;FEM;SG	
обиколка	schoss	обиколка	schießen	N;INDF;FEM;SG	V;V.PTCP
обиколка	runde	обиколка	runde	N;INDF;FEM;SG	ADV
обиколка	schoß	обиколка	schoßen	N;INDF;FEM;SG	ADV
победител	sieger	победител	sieger	N;INDF;MASC;SG	
победител	preisträger	победител	preisträg	N;INDF;MASC;SG	ADJ
победител	gewinner	победител	gewinner	N;INDF;MASC;SG	
победител	gewinnerin	победител	gewinnerin	N;INDF;MASC;SG	ADJ
силна	starke	силен	stark	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
силна	strong	силен	strong	ADJ;INDF;FEM;SG	PROPN
силна	starken	силен	stark	ADJ;INDF;FEM;SG	ADJ;ACC;PL
примери	vorbilder	пример	vorbild	N;INDF;MASC;PL	ADJ
примери	beispielen	пример	beispielen	N;INDF;MASC;PL	V;NFIN
примери	beispiel	пример	beispiel	N;INDF;MASC;PL	ADV
румънски	rumänische	румънски	rumänisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
студенти	schüler	студент	schüler	N;INDF;MASC;PL	ADJ
студенти	schülerinnen	студент	schülerin	N;INDF;MASC;PL	ADJ;PL
студенти	studenten	студент	student	N;INDF;MASC;PL	ADJ
студенти	kursteilnehmer	студент	kursteilnehmer	N;INDF;MASC;PL	ADJ
студенти	studierende	студент	studierend	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
свойства	eigenschaften	свойство	eigenschaft	N;INDF;NEUT;PL	V;NFIN
свойства	immobilien	свойство	immobilie	N;INDF;NEUT;PL	
свойства	immobilie	свойство	immobilie	N;INDF;NEUT;PL	ADJ
пълно	voll	пълен	voll	ADV	ADJ
пълно	voller	пълен	voll	ADV	
пълно	vollständig	пълен	vollständig	ADV	ADJ
пълно	vollen	пълен	voll	ADV	
пълно	volle	пълен	voll	ADV	N;NOM;FEM;PL
пълно	komplette	пълен	komplett	ADV	ADJ;NOM;FEM;PL
пълно	vollständig	пълен	vollständig	ADV	ADJ
пълно	komplett	пълен	komplett	ADV	ADJ
пълно	abgeschlossen	пълен	abschließen	ADV	V;V.PTCP
пълно	vollständige	пълен	vollständig	ADV	ADJ;NOM;FEM;PL
заглавие	schlagzeilen	заглавие	schlagzeilen	N;INDF;NEUT;SG	V;NFIN
заглавие	schlagzeile	заглавие	schlagzeile	N;INDF;NEUT;SG	ADJ
заглавие	überschrift	заглавие	überschreifen	N;INDF;NEUT;SG	
заглавие	überschrift	заглавие	überschreifen	N;INDF;NEUT;SG	
заглавие	bildunterschrift	заглавие	bildunterschrift	N;INDF;NEUT;SG	ADJ
заглавие	beschriftung	заглавие	Beschriftung	N;INDF;NEUT;SG	ADJ
заглавие	überschrift	заглавие	überschreifen	N;INDF;NEUT;SG	
заглавие	titel	заглавие	titel	N;INDF;NEUT;SG	
заглавие	anrede	заглавие	anred	N;INDF;NEUT;SG	
европейска	europäische	европейски	europäisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
предмети	objekten	предмет	objekt	N;INDF;MASC;PL	V;NFIN
предмети	artikel	предмет	artikel	N;INDF;MASC;PL	ADJ
предмети	positionen	предмет	position	N;INDF;MASC;PL	V;NFIN
писателка	schriftsteller	писателка	schriftsteller	N;INDF;FEM;SG	ADJ
писателка	verfasser	писателка	verfasser	N;INDF;FEM;SG	
писателка	autorin	писателка	autorin	N;INDF;FEM;SG	PROPN
писателка	schriftstellerin	писателка	schriftstellerin	N;INDF;FEM;SG	ADJ;NOM;FEM
хари	harry	харя-(се)	harry	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
произведен	erzeugte	произведа	erzeugen	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;SG
произведен	hergestellte	произведа	hergestellt	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG
императора	imperator	император	imperator	N;DEF;MASC;SG	PROPN
императора	kaiser	император	kaiser	N;DEF;MASC;SG	
императора	herrscher	император	herrscher	N;DEF;MASC;SG	
императора	kaisers	император	kaisers	N;DEF;MASC;SG	
копия	reproduktionen	копие	reproduktionen	N;INDF;NEUT;PL	V;NFIN
копия	exemplare	копие	exemplar	N;INDF;NEUT;PL	ADJ
копия	kopie	копие	kopie	N;INDF;NEUT;PL	
близки	close	близък	close	ADJ;INDF;PL	
близки	nahe	близък	nahe	ADJ;INDF;PL	
близки	schließen	близък	schließen	ADJ;INDF;PL	V;NFIN
близки	nähe	близък	nähe	ADJ;INDF;PL	N;NOM;FEM;SG
туристически	touristische	туристически	touristisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
туристически	tourist	туристически	tourist	ADJ;INDF;MASC;SG	
туристически	touristen	туристически	tourist	ADJ;INDF;MASC;SG	
туристически	tourismus	туристически	tourismus	ADJ;INDF;MASC;SG	ADV
гвиана	guayana	гвиана	guayana	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
гвиана	guyana	гвиана	guyana	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
продължи	weiter	продължа	weiter	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
продължи	weiter	продължа	weiter	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
продължи	fortsetzung	продължа	fortsetzung	V;PFV;IND;SG;3;PST;FIN;ACT	
продължи	weiterhin	продължа	weiterhin	V;PFV;IND;SG;3;PST;FIN;ACT	ADV
букурещ	bukarest	букурещ	bukarest	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
цветове	farbe	цвят	farben	N;INDF;MASC;PL	
цветове	farbstoffe	цвят	farbstoff	N;INDF;MASC;PL	PROPN;NOM
цветове	farben	цвят	farben	N;INDF;MASC;PL	V;NFIN
цветове	farbig	цвят	farbig	N;INDF;MASC;PL	ADJ
цветове	farbe	цвят	farben	N;INDF;MASC;PL	
цветове	färben	цвят	färben	N;INDF;MASC;PL	V;NFIN
цветове	farben	цвят	farben	N;INDF;MASC;PL	V;NFIN
цветове	farbig	цвят	farbig	N;INDF;MASC;PL	ADJ
цветове	farbe	цвят	farben	N;INDF;MASC;PL	
цветове	farben	цвят	farben	N;INDF;MASC;PL	V;NFIN
цветове	farbe	цвят	farben	N;INDF;MASC;PL	
цветове	farben	цвят	farben	N;INDF;MASC;PL	V;NFIN
цветове	farbig	цвят	farbig	N;INDF;MASC;PL	ADJ
цветове	farbton	цвят	farbton	N;INDF;MASC;PL	ADJ
корнелий	cornelius	корнелий	cornelius	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
корнелий	cornelis	корнелий	cornelis	N;INDF;MASC;SG	PROPN;NOM;SG
водите	wasser	вода	wasser	N;DEF;FEM;PL	N;NOM;NEUT;SG
водите	waters	вода	waters	N;DEF;FEM;PL	PROPN;NOM;SG
водите	gewässern	вода	gewäßtern	N;DEF;FEM;PL	V;NFIN
водите	gewässer	вода	gewässer	N;DEF;FEM;PL	
концерти	konzert	концерт	konzert	N;INDF;MASC;PL	ADJ
концерти	konzerte	концерт	konzern	N;INDF;MASC;PL	
концерти	konzerten	концерт	konzern	N;INDF;MASC;PL	V;FIN
далеч	away	далеч	away	ADV	PROPN
водни	wassersport	воден	wassersporen	ADJ;INDF;PL	
водни	gewässer	воден	gewässer	ADJ;INDF;PL	
сценарист	schriftsteller	сценарист	schriftsteller	N;INDF;MASC;SG	ADJ
сценарист	verfasser	сценарист	verfasser	N;INDF;MASC;SG	
сценарист	autorin	сценарист	autorin	N;INDF;MASC;SG	PROPN
сценарист	schriftstellerin	сценарист	schriftstellerin	N;INDF;MASC;SG	ADJ;NOM;FEM
сценарист	drehbuchautor	сценарист	drehbuchautor	N;INDF;MASC;SG	ADJ
особености	eigenheiten	особеност	eigenheiten	N;INDF;FEM;PL	V;NFIN
особености	besonderheiten	особеност	besonderheiten	N;INDF;FEM;PL	V;NFIN
особености	merkmale	особеност	merkmal	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
особености	eigenschaften	особеност	eigenschaft	N;INDF;FEM;PL	V;NFIN
особености	funktionen	особеност	funktionen	N;INDF;FEM;PL	V;NFIN
особености	leistungsmerkmale	особеност	leistungsmerkmale	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
ранг	dienstgrad	ранг	dienstgrad	N;INDF;MASC;SG	ADJ
ранг	rangfolge	ранг	rangfolge	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
дадено	gegeben	даден	geben	ADV	V;V.PTCP
самостоятелно	selbständig	самостоятелно	selbständig	ADV	ADJ
самостоятелно	selbstständig	самостоятелно	selbständig	ADV	ADJ
самостоятелно	unabhängig	самостоятелно	unabhängig	ADV	ADJ
оценка	bewertung	оценка	bewertung	N;INDF;FEM;SG	ADJ
оценка	bewertung	оценка	bewertung	N;INDF;FEM;SG	ADJ
оценка	assessment	оценка	assessment	N;INDF;FEM;SG	PROPN
оценка	beurteilung	оценка	beurteilung	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
оценка	bewertung	оценка	bewertung	N;INDF;FEM;SG	ADJ
оценка	beurteilung	оценка	beurteilung	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
правило	vorschrift	правило	vorschreifen	N;INDF;NEUT;SG	
правило	regel	правило	regel	N;INDF;NEUT;SG	ADV
правило	rule	правило	rulen	N;INDF;NEUT;SG	PROPN
али	allie	али	allie	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
али	verbündeten	али	verbünden	PROPN;INDF;MASC;SG	V;IND;PL;3;PST;FIN
али	verbündeter	али	verbündeter	PROPN;INDF;MASC;SG	ADJ
али	verbündete	али	verbünden	PROPN;INDF;MASC;SG	V;IND;SG;3;PST;FIN
али	ali	али	ali	PROPN;INDF;MASC;SG	PROPN;NOM;MASC;SG
очите	blicke	око	blick	N;DEF;NEUT;PL	ADJ;NOM;PL
очите	eyes	око	eyes	N;DEF;NEUT;PL	PROPN;NOM;SG
кучета	hunden	куче	hunden	N;INDF;NEUT;PL	
кучета	hund	куче	hund	N;INDF;NEUT;PL	N;NOM;MASC;SG
кучета	hunde	куче	hund	N;INDF;NEUT;PL	
ски	ski	ска	ski	N;INDF;NEUT;PL	
ски	skischule	ска	skischul	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
ски	ski	ска	ski	N;INDF;NEUT;PL	
ски	skigebiete	ска	skigebiet	N;INDF;NEUT;PL	N;NOM;SG
ски	skifahren	ска	skifahren	N;INDF;NEUT;PL	V;NFIN
ски	skigebiete	ска	skigebiet	N;INDF;NEUT;PL	N;NOM;SG
ски	skifahren	ска	skifahren	N;INDF;NEUT;PL	V;NFIN
написана	schriftlich	напиша	schriftlich	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ
написана	schriftliche	напиша	schriftlich	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL
написана	geschriebene	напиша	geschrieben	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;FEM;PL
монети	münzen	монета	münzen	N;INDF;MASC;PL	V;NFIN
монети	münze	монета	münze	N;INDF;MASC;PL	
монети	münzen	монета	münzen	N;INDF;MASC;PL	V;NFIN
монети	münze	монета	münze	N;INDF;MASC;PL	
