przez	דרך	przez	דרך	ADP	
kompleks	מתחם	kompleks	מתחם	N;ACC;MASC;SG	PROPN
kompleks	תסביך	kompleks	תסביך	N;ACC;MASC;SG	PROPN
samuel	סמואל	samuel	סמואל	PROPN;NOM;MASC;SG	PROPN
samuel	שמואל	samuel	שמואל	PROPN;NOM;MASC;SG	PROPN
założone	נוסדה	założyć	נוסד	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;MID
założone	נוסד	założyć	נוסד	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;MID
założone	ייסד	założyć	ייסד	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;MASC;SG
umieszczony	הונח	umieścić	הונח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
umieszczony	ממוקם	umieścić	מוקם	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
ranking	מדורג	ranking	דורג	N;NOM;MASC;SG	V;MASC;SG;V.PTCP;PASS
utworzenie	היצירה	utworzenie	היצירה	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADV
kostiumy	תלבושת	kostium	תלבושת	N;ACC;MASC;PL	N;FEM;SG
kostiumy	התחפושת	kostium	התחפושת	N;ACC;MASC;PL	
kostiumy	תחפושת	kostium	תחפושת	N;ACC;MASC;PL	N;FEM;SG
uprawnienia	פאוורס	uprawnić	פאוורס	N;NOM;NEUT;PL	PROPN
dave	דייב	dave	דייב	PROPN;NOM;MASC;SG	PROPN
środki	אמצעי	środek	אמצע	N;NOM;MASC;PL	N;MASC;SG
środki	אמצעי	środek	אמצע	N;NOM;MASC;PL	N;MASC;SG
uczęszczał	השתתפו	uczęszczać	השתתף	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST
okolice	סביב	okolica	סביב	N;ACC;FEM;SG	ADV
okolice	בסביבה	okolica	בסביבה	N;ACC;FEM;SG	
okolice	מסביב	okolica	מסביב	N;ACC;FEM;SG	
wspomnienia	הזיכרון	wspomnienie	הזיכרון	N;NOM;NEUT;PL	PROPN
wspomnienia	זיכרון	wspomnienie	זיכרון	N;NOM;NEUT;PL	N;MASC;SG
wspomnienia	זכרון	wspomnienie	זיכרון	N;NOM;NEUT;PL	PROPN
andreas	אנדריאס	andreas	אנדריאס	PROPN;NOM;MASC;SG	PROPN
andreas	אנדראס	andreas	אנדראס	PROPN;NOM;MASC;SG	PROPN
starcie	סטארטאפ	starcie	סטארטאפ	N;NOM;NEUT;SG	PROPN
eric	אריק	eric	אריק	PROPN;NOM;MASC;SG	PROPN
association	האגודה	association	האגודה		PROPN
association	העמותה	association	העמותה		N;FEM;SG
association	איגוד	association	איגוד		N;MASC;SG
association	עמותה	association	עמותה		N;FEM;SG
drewna	עץ	drewna	עץ		N;MASC;SG
drewna	ווד	drewna	ווד		PROPN
wiersze	שירה	wiersz	שירה	N;NOM;MASC;PL	
kandydata	המועמד	kandydat	המועמד	N;ACC;MASC;SG	PROPN
specjalnie	ובפרט	specjalnie	ובפרט	ADV	PROPN
meksyk	מקסיקו	meksyk	מקסיקו	N;NOM;MASC;SG	PROPN
programy	תכנית	program	תוכנית	N;NOM;MASC;PL	N;FEM;SG
programy	תוכנה	program	תוכנה	N;NOM;MASC;PL	N;FEM;SG
programy	תוכנית	program	תוכנית	N;NOM;MASC;PL	N;FEM;SG
konfederacji	הקונפדרציה	konfederacja	הקונפדרציה	N;GEN;FEM;SG	PROPN
daty	תאריכים	data	תאריך	N;ACC;FEM;SG	N;MASC;PL
zakończenie	מסתיים	zakończyć	הסתיים	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;MASC;SG;V.PTCP
das	דאס	das	דאס		PROPN
doktorat	דוקטורט	doktorat	דוקטורט	N;ACC;MASC;SG	PROPN
doktorat	דוקטורט	doktorat	דוקטורט	N;ACC;MASC;SG	PROPN
wnętrze	פנים	wnętrze	פנים	N;NOM;NEUT;SG	N;MASC;PL
rosyjskie	רוסייה	rosyjski	רוסייה	ADJ;NOM;NEUT;SG	PROPN
rosyjskie	רוסית	rosyjski	רוסית	ADJ;NOM;NEUT;SG	PROPN
rosyjskie	רוסי	rosyjski	רוסי	ADJ;NOM;NEUT;SG	N;MASC;SG
opisał	מתואר	opisać	תואר	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP;PASS
opisał	תאר	opisać	תאר	V;PFV;MASC;IND;SG;PST;FIN;ACT	
band	הלהקה	band	הלהקה		PROPN
band	להקה	band	להקה		N;FEM;SG
ogólne	כללי	ogólny	כלל	ADJ;NOM;NEUT;SG	N;MASC;PL
ogólne	כללי	ogólny	כלל	ADJ;NOM;NEUT;SG	N;MASC;PL
ogólne	גנרל	ogólny	גנרל	ADJ;NOM;NEUT;SG	N;MASC;SG
polonia	פולוניה	polonia	פולוניה		PROPN
polonia	מוטות	polonia	מוט		N;MASC;PL
polonia	פולנים	polonia	פולני		N;MASC;PL
premiery	הבכורה	premier	הבכורה		PROPN
premiery	בכורה	premier	בכורה		N;FEM;SG
pokój	שלום	pokój	שלום	N;NOM;MASC;SG	PROPN
pokój	השלום	pokój	השלום	N;NOM;MASC;SG	
pokój	שלווה	pokój	שלווה	N;NOM;MASC;SG	
pokój	החדר	pokój	החדר	N;NOM;MASC;SG	
pokój	חדרה	pokój	חדרה	N;NOM;MASC;SG	PROPN
oceny	הרייטינג	ocena	הרייטינג		PROPN
oceny	רייטינג	ocena	רייטינג		PROPN
oceny	הערכות	ocena	הערכה		N;FEM;PL
oceny	הערכה	ocena	הערכה		N;FEM;SG
zabytki	כוונת	zabytek	כוונה	N;NOM;MASC;PL	N;FEM;SG
używana	משומש	używać	משומש	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
używana	בשימוש	używać	בשימוש	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	PROPN
teresa	טרסה	teresa	טרסה	PROPN;NOM;FEM;SG	N;FEM;SG
teresa	תרזה	teresa	תרזה	PROPN;NOM;FEM;SG	PROPN
teresa	תרזה	teresa	תרזה	PROPN;NOM;FEM;SG	PROPN
zatoki	הסינוסים	zatok	הסינוס		N
zatoki	מפרץ	zatok	מפרץ		N;MASC;SG
otwarty	לפתוח	otworzyć	פתח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;NFIN;ACT
otwarty	פתח	otworzyć	פתח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	PROPN
otwarty	פתוחים	otworzyć	פתוח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;MASC;PL
otwarty	פתחי	otworzyć	פתח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	N;PSSD;MASC;PL
otwarty	נפתח	otworzyć	נפתח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;PST;MID
otwarty	פתחתי	otworzyć	פתח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;SG;1;PST
otwarty	נפתחה	otworzyć	נפתח	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST;MID
rozmowy	שיחה	rozmowa	שיחה	N;ACC;FEM;PL	N;FEM;SG
rozmowy	השיחה	rozmowa	השיח	N;ACC;FEM;PL	N;FEM;SG
rozmowy	שיחת	rozmowa	שיחה	N;ACC;FEM;PL	ADV
julia	יוליה	julia	יוליה	PROPN;NOM;FEM;SG	PROPN
julia	חוליה	julia	חוליה	PROPN;NOM;FEM;SG	N;FEM;SG
julia	יוליה	julia	יוליה	PROPN;NOM;FEM;SG	PROPN
petersburgu	פטרסבורג	petersburg	פטרסבורג	N;ACC;MASC;SG	PROPN
petersburgu	פטרבורג	petersburg	פטרבורג	N;ACC;MASC;SG	PROPN
umowy	חוזים	umowa	חוזה		N;MASC;PL
umowy	חוזה	umowa	חוזה		N;MASC;SG
umowy	הסכמים	umowa	הסכם		N;MASC;PL
pytania	השאלה	pytanie	השאלה	N;NOM;NEUT;PL	PROPN
pytania	שאלה	pytanie	שאלה	N;NOM;NEUT;PL	N;FEM;SG
skierowany	ביים	skierować	ביים	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	PROPN
śląsk	שלזיה	śląsk	שלזיה	PROPN;NOM;MASC;SG	PROPN
wilson	ווילסון	wilson	וילססון		PROPN
wilson	וילסון	wilson	וילסון		PROPN
kryterium	קריטריונים	kryterium	קריטריון	N;NOM;NEUT;SG	N;MASC;PL
fabryki	מפעלים	fabryka	מפעל	N;GEN;FEM;SG	N;MASC;PL
fabryki	המפעל	fabryka	המפעל	N;GEN;FEM;SG	PROPN
wzięła	לקח	wziąć	לקח	V;PFV;FEM;IND;SG;PST;FIN;ACT	N;MASC;SG
wzięła	צילם	wziąć	צילם	V;PFV;FEM;IND;SG;PST;FIN;ACT	PROPN
wkład	קלט	wkład	קלט	N;NOM;MASC;SG	
wkład	הקלט	wkład	הקלט	N;NOM;MASC;SG	
galaktyce	גלקסי	galaktyka	גלקסי	N;DAT;FEM;SG	PROPN
galaktyce	הגלקסיה	galaktyka	הגלקסיה	N;DAT;FEM;SG	PROPN
alan	אלן	alan	אלן	PROPN;NOM;MASC;SG	PROPN
fundacja	הקרן	fundacja	הקרן	N;NOM;FEM;SG	
baron	הברון	baron	הברון	PROPN;NOM;MASC;SG	PROPN
baron	ברון	baron	ברון	PROPN;NOM;MASC;SG	PROPN
tłum	המאפיה	tłum	המאפיה	N;NOM;MASC;SG	PROPN
tłum	הקהל	tłum	הקהל	N;NOM;MASC;SG	PROPN
partie	מסיבות	partia	מסיבה	N;NOM;FEM;PL	
lewis	לואיס	lewis	לואיס		PROPN
regularnie	בקביעות	regularnie	בקביעות	ADV	
regularnie	רגילה	regularnie	רגיל	ADV	ADJ;FEM;SG
regularnie	סדיר	regularnie	סדיר	ADV	
regularnie	רגיל	regularnie	רגיל	ADV	ADJ;MASC;SG
regularnie	קבוע	regularnie	קבוע	ADV	ADJ;MASC;SG
santiago	סנטיאגו	santia	סנטיאגו	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN
calais	קאלה	calais	קאלה		PROPN
wykaz	הרשימה	wykaz	הרשים	N;NOM;MASC;SG	V;FEM;SG;3;PST;ACT
adolf	אדולף	adolf	באדולף	PROPN;NOM;MASC;SG	PROPN
połączone	מקושר	połączyć	מקושר	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN
połączone	מקושרת	połączyć	קושר	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
połączone	מקושר	połączyć	מקושר	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN
połączone	מחוברים	połączyć	מחובר	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
połączone	מחובר	połączyć	חובר	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
połączone	מחוברת	połączyć	מחובר	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN
połączone	משולבים	połączyć	שולב	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;PL;V.PTCP;PASS
połączone	משולב	połączyć	משולב	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN
połączone	בשילוב	połączyć	בשילוב	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN
połączone	הצטרף	połączyć	הצטרף	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST
połączone	הצטרפתי	połączyć	הצטרפתי	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;1;PST
połączone	הצטרפה	połączyć	הצטרף	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;FEM;SG;3;PST
szczegóły	לפרטים	szczegół	לפרטים	N;NOM;MASC;PL	ADV
choroba	מחלות	choroba	מחלה	N;NOM;FEM;SG	N;FEM;PL
choroba	חולי	choroba	חולי	N;NOM;FEM;SG	PROPN
unia	האיחוד	unia	האיחוד		PROPN
unia	איגוד	unia	איגוד		N;MASC;SG
unia	איחוד	unia	None		N;MASC;SG
spadł	נפלה	spaść	נפל	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;FEM;SG
spadł	נפלו	spaść	נפל	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PL;3;PST
spadł	פל	spaść	פל	V;PFV;MASC;IND;SG;PST;FIN;ACT	
ohio	אוהיו	ohio	אהו	PROPN;NOM;MASC;SG	PROPN
davis	דייוויס	davis	דייוויס	PROPN;NOM;MASC;SG	PROPN
davis	דיוויס	davis	דיוויס	PROPN;NOM;MASC;SG	PROPN
davis	דייויס	davis	דייויס	PROPN;NOM;MASC;SG	PROPN
oslo	אוסלו	oslo	None	PROPN;NOM;NEUT;SG	PROPN
paula	פאולה	paula	פאולה	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
paula	פולה	paula	פולה	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN
andré	אנדרה	andra	אנדרה	PROPN;NOM;MASC;SG	PROPN
andré	אנדרי	andra	אנדרי	PROPN;NOM;MASC;SG	PROPN
andré	אנדרה	andra	אנדרה	PROPN;NOM;MASC;SG	PROPN
andré	אנדרי	andra	אנדרי	PROPN;NOM;MASC;SG	PROPN
obóz	קאמפ	obóz	קאמפ	N;NOM;MASC;SG	PROPN
światło	אור	światło	אור	N;NOM;NEUT;SG	
charakterystyczne	המאפיין	charakterystyczny	המאפיין	ADJ;NOM;NEUT;SG	N;MASC;SG
toronto	טורונטו	toronto	טורונטו	PROPN;NOM;MASC;SG	PROPN
przechodzi	עובר	przechodzić	עבר	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
spotyka	פוגש	spotykać	פגש	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
techniczny	טכניים	techniczny	טכני	ADJ;NOM;MASC;SG	ADJ;MASC;PL
techniczny	טכני	techniczny	טכני	ADJ;NOM;MASC;SG	N;MASC;SG
techniczny	טכניות	techniczny	טכני	ADJ;NOM;MASC;SG	N;FEM;PL
piąty	החמישי	piąty	החמיש	ADJ;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
piąty	חמישית	piąty	חמישית	ADJ;NOM;MASC;SG	NUM;FEM;SG
piąty	חמישי	piąty	חמישי	ADJ;NOM;MASC;SG	PROPN
brian	בריאן	brian	בריאן	PROPN;NOM;MASC;SG	PROPN
brian	בראיין	brian	בראיין	PROPN;NOM;MASC;SG	PROPN
skoki	קופץ	skok	קופץ	N;NOM;MASC;PL	PROPN
skoki	קופצת	skok	קפץ	N;NOM;MASC;PL	V;FEM;SG;V.PTCP;ACT
skoki	קפיצה	skok	קפיצה	N;NOM;MASC;PL	N;FEM;SG
grafik	תזמון	grafik	תזמון		N;MASC;SG
trwała	עמיד	trwać	עמיד	V;IPFV;FEM;IND;SG;PST;FIN;ACT	ADJ;MASC;SG
trwała	סלסול	trwać	סלסול	V;IPFV;FEM;IND;SG;PST;FIN;ACT	PROPN
funkcjonuje	מתפקדת	funkcjonować	התפקד	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;FEM;SG;V.PTCP
funkcjonuje	מתפקד	funkcjonować	התפקד	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP
ali	עלי	ali	עלי	PROPN;NOM;MASC;SG	PROPN
ali	אלי	ali	אלי	PROPN;NOM;MASC;SG	PROPN
młode	צעירה	młody	צעיר	ADJ;NOM;NEUT;SG	N;FEM;SG
młode	צעירות	młody	צעיר	ADJ;NOM;NEUT;SG	N;FEM;PL
młode	צעירים	młody	צעיר	ADJ;NOM;NEUT;SG	N;MASC;PL
młode	יאנג	młody	אנג	ADJ;NOM;NEUT;SG	PROPN
młode	צעיר	młody	צעיר	ADJ;NOM;NEUT;SG	N;MASC;SG
młode	הגורים	młody	הגור	ADJ;NOM;NEUT;SG	N;MASC;PL
młode	גורים	młody	גורה	ADJ;NOM;NEUT;SG	N;MASC;PL
patrz	ראי	patrzeć	ראי	V;IPFV;IMP;SG;2;FIN;ACT	
patrz	רואה	patrzeć	ראה	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;V.PTCP;ACT
patrz	ראה	patrzeć	ראה	V;IPFV;IMP;SG;2;FIN;ACT	V;MASC;SG;3;PST;ACT
hugo	הוגו	hugo	הוגו		PROPN
pedro	פדרו	pedro	פדר	PROPN;NOM;MASC;SG	PROPN
ciężko	קשיח	ciężko	קשיח	ADV	
uznany	זוהה	uznać	זוהה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;PASS
uznany	מזוהה	uznać	זוהה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
uznany	מוכר	uznać	מוכר	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
uznany	מזוהה	uznać	זוהה	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
przyjmuje	מקבל	przyjmować	קיבל	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;MASC;SG;V.PTCP;ACT
dziesięć	עשר	dziesięć	עשר		NUM;FEM;SG
dziesięć	עשרה	dziesięć	עשרה		NUM;MASC;SG
więzieniu	כלא	więzienie	כלא	N;DAT;NEUT;SG	
karty	כרטיסים	karta	כרטיס	N;ACC;FEM;SG	N;MASC;PL
karty	קלפים	karta	קלף	N;ACC;FEM;SG	N;MASC;PL
karty	קארד	karta	קארד	N;ACC;FEM;SG	PROPN
karty	קלף	karta	קלף	N;ACC;FEM;SG	PROPN
monte	מונטי	monty	מונטי		PROPN
monte	מונטה	monty	מונטה		PROPN
wyposażony	מצויד	wyposażyć	צוייד	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;V.PTCP;PASS
wyposażony	מצוידת	wyposażyć	צויד	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;FEM;SG;V.PTCP;PASS
illinois	אילינוי	illinois	אילינוי		PROPN
wydano	הוציא	wydać	הוציא	V;PFV;IND;0;PST;FIN;ACT	V;MASC;SG;3;PST;ACT
zwane	נקרא	zwać	נקרא	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;MASC;SG;3;PST;MID
zamian	החזר	zamian	החזר		PROPN
lekko	במעט	lekko	במעט	ADV	
lekko	במקצת	lekko	במקצת	ADV	
lekko	קלות	lekko	קל	ADV	
lekko	בקלילות	lekko	בקלילות	ADV	
nick	ניק	nick	ניק	N;NOM;MASC;SG	
hot	חמה	hot	חם		PROPN
hot	שווה	hot	שווה		PROPN
księstwo	נסיכות	księstwo	נסיכה	N;NOM;NEUT;SG	PROPN
księstwo	דוכסות	księstwo	דוכסות	N;NOM;NEUT;SG	PROPN
blues	בלוז	blues	בלוז		PROPN
zwierzęta	בהמות	zwierzę	בהמות	N;NOM;NEUT;PL	
zwierzęta	בהמה	zwierzę	בהמה	N;NOM;NEUT;PL	N;FEM;SG
zwierzęta	חיה	zwierzę	None	N;NOM;NEUT;PL	V;FEM;SG;V.PTCP;ACT
zwierzęta	מחמד	zwierzę	מחמד	N;NOM;NEUT;PL	
heinrich	היינריך	heźnrich	היינריך	PROPN;NOM;MASC;SG	PROPN
mateusz	מתיו	mateusz	מתיו	PROPN;NOM;MASC;SG	PROPN
spadek	לסרב	spadka	סירב	N;NOM;MASC;SG	V;NFIN;ACT
spadek	סרב	spadka	סרב	N;NOM;MASC;SG	
spadek	דחה	spadka	דחה	N;NOM;MASC;SG	V;MASC;SG;3;PST;ACT
spadek	להפחית	spadka	הפחית	N;NOM;MASC;SG	V;NFIN;ACT
spadek	הירושה	spadka	הירושה	N;NOM;MASC;SG	
pracownik	העובד	pracownik	העובד	N;NOM;MASC;SG	PROPN
pracownik	עובד	pracownik	עובד	N;NOM;MASC;SG	PROPN
pracownik	עובד	pracownik	עובד	N;NOM;MASC;SG	PROPN
napęd	דרייב	napęd	דרייב	N;NOM;MASC;SG	PROPN
napęd	כונן	napęd	כונן	N;NOM;MASC;SG	PROPN
chemii	כימיה	chemia	כימיה		N;FEM;SG
australijski	אוסטרלי	australijski	אוסטרלי	ADJ;NOM;MASC;SG	PROPN
australijski	האוסטרלי	australijski	האוסטרלי	ADJ;NOM;MASC;SG	PROPN
real	ריאל	real	ריאל		PROPN
real	אמיתי	real	אמיתי		ADJ;MASC;SG
real	אמיתית	real	אמיתי		ADV
real	אמיתיים	real	אמיתי		ADJ;MASC;PL
real	אמיתיות	real	אמיתי		ADJ;FEM;PL
williama	ויליאם	williem	ויליאם	N;NOM;FEM;SG	PROPN
williama	וויליאם	williem	ויליאם	N;NOM;FEM;SG	PROPN
zachodni	המערב	zachodni	המערב	N;NOM;MASC;SG	PROPN
zachodni	ווסט	zachodni	וסט	N;NOM;MASC;SG	PROPN
zachodni	מערבה	zachodni	מערבה	N;NOM;MASC;SG	ADV
zachodni	וסט	zachodni	וסט	N;NOM;MASC;SG	PROPN
zachodni	המערבי	zachodni	המערבי	N;NOM;MASC;SG	PROPN
zachodni	מערבי	zachodni	מערבי	N;NOM;MASC;SG	PROPN
pisać	תכתבי	pisać	תכתב	V;IPFV;NFIN;ACT	PROPN
pisać	כתוב	pisać	כתב	V;IPFV;NFIN;ACT	
pisać	כתבי	pisać	כתב	V;IPFV;NFIN;ACT	N;PSSD;MASC;PL
pisać	הקלדה	pisać	הקלדה	V;IPFV;NFIN;ACT	N;FEM;SG
pisać	כתיבה	pisać	כתיבה	V;IPFV;NFIN;ACT	N;FEM;SG
zbiorów	הקציר	zbiór	הקציר	N;GEN;MASC;PL	V;MASC;SG;3;PST;ACT
zbiorów	קציר	zbiór	קציר	N;GEN;MASC;PL	
zbiorów	קצירת	zbiór	קצירה	N;GEN;MASC;PL	N;FEM;SG
kalibru	קליבר	kaliber	קליבר	N;GEN;MASC;SG	PROPN
wschodnie	מזרחה	wschodni	מזרחה	ADJ;NOM;NEUT;SG	ADV
wschodnie	המזרח	wschodni	המזרח	ADJ;NOM;NEUT;SG	PROPN
wschodnie	איסט	wschodni	איסט	ADJ;NOM;NEUT;SG	PROPN
wschodnie	מזרח	wschodni	מזרח	ADJ;NOM;NEUT;SG	N;MASC;SG
wschodnie	המזרחי	wschodni	המזרח	ADJ;NOM;NEUT;SG	PROPN
wschodnie	מזרח	wschodni	מזרח	ADJ;NOM;NEUT;SG	N;MASC;SG
franz	פרנץ	franz	פרנץ	PROPN;NOM;MASC;SG	PROPN
singiel	יחיד	singiel	יחיד	N;ACC;MASC;SG	ADJ;MASC;SG
singiel	סינגל	singiel	סינגל	N;ACC;MASC;SG	PROPN
singiel	רווקה	singiel	רווק	N;ACC;MASC;SG	PROPN
singiel	רווק	singiel	רווק	N;ACC;MASC;SG	PROPN
nato	נאטו	nato	נאט		PROPN
atp	atp	atp	atp		PROPN
twierdzy	מעוז	twierdza	מעוז	N;GEN;FEM;SG	PROPN
ogólnie	הכוללת	ogólnie	הכולל	ADV	PROPN
ogólnie	כללי	ogólnie	כלל	ADV	N;MASC;PL
ogólnie	גנרל	ogólnie	גנרל	ADV	N;MASC;SG
japonia	יפן	japonie	יפן		PROPN
przekierowania	הפניות	przekierowanie	הפניה	N;NOM;NEUT;SG	N;FEM;PL
entertainment	בידור	entertainment	בידור		N;MASC;SG
kandydat	המועמד	kandydat	המועמד	N;NOM;MASC;SG	PROPN
wzgórza	הגבעות	wzgórzać	הגבעה	N;NOM;NEUT;SG	N;FEM;PL
wzgórza	הילס	wzgórzać	הילס	N;NOM;NEUT;SG	PROPN
wzgórza	גבעות	wzgórzać	גבעות	N;NOM;NEUT;SG	N;FEM;PL
wzgórza	היל	wzgórzać	היל	N;NOM;NEUT;SG	PROPN
wzgórza	גבעת	wzgórzać	גבעה	N;NOM;NEUT;SG	PROPN
pisz	תכתבי	pisać	תכתב	V;IPFV;IMP;SG;2;FIN;ACT	PROPN
pisz	כתוב	pisać	כתב	V;IPFV;IMP;SG;2;FIN;ACT	
pisz	כתבי	pisać	כתב	V;IPFV;IMP;SG;2;FIN;ACT	N;PSSD;MASC;PL
wyprawy	משלחת	wyprawa	משלחת	N;ACC;FEM;PL	N;FEM;SG
rodzice	הורה	rodzic	הורה	N;NOM;MASC;PL	V;MASC;SG;3;PST;ACT
francis	פראנסיס	francis	פראנסיס	PROPN;NOM;MASC;SG	PROPN
francis	פרנסיס	francis	פרנסיס	PROPN;NOM;MASC;SG	PROPN
próba	החזרות	próba	החזרה	N;NOM;FEM;SG	N;FEM;PL
próba	חזרה	próba	None	N;NOM;FEM;SG	ADV
próba	חזרות	próba	חזרות	N;NOM;FEM;SG	N;FEM;PL
próba	בדיקות	próba	בדיקה	N;NOM;FEM;SG	N;FEM;PL
próba	דוגמית	próba	דוגמי	N;NOM;FEM;SG	ADV
próba	טסט	próba	טסט	N;NOM;FEM;SG	PROPN
moskwy	מוסקבה	moskwy	מוסקבה	PROPN;GEN;FEM;SG	PROPN
pojedyncze	סינגל	pojedynczy	סינגל	ADJ;NOM;NEUT;SG	PROPN
pojedyncze	רווקה	pojedynczy	רווק	ADJ;NOM;NEUT;SG	PROPN
pojedyncze	רווק	pojedynczy	רווק	ADJ;NOM;NEUT;SG	PROPN
dokumenty	מסמך	dokument	מסמך	N;NOM;MASC;PL	N;MASC;SG
dokumenty	המסמך	dokument	המסמך	N;NOM;MASC;PL	PROPN
kandydatów	מועמדות	kandydat	הועמד	N;ACC;MASC;PL	
song	שיר	song	שיר		N;MASC;SG
song	השיר	song	השיר		ADV
pozostała	נותר	pozostać	נותר	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;MASC;SG;V.PTCP;MID
pozostała	נותרה	pozostać	נותר	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;FEM;SG;3;PST;MID
pozostała	נותרו	pozostać	נותר	V;PFV;FEM;IND;SG;PST;FIN;ACT	V;PL;3;PST;MID
pozostała	שנותרו	pozostać	שנותר	V;PFV;FEM;IND;SG;PST;FIN;ACT	
long	ארוך	long	ארוך		ADJ;MASC;SG
long	ארוכה	long	ארוך		ADJ;FEM;SG
long	לונג	long	לונג		PROPN
litwy	ליטא	litwa	ליטא	PROPN;GEN;FEM;SG	PROPN
górny	עליון	górny	עליון		ADJ;MASC;SG
górny	העליונה	górny	העליונה		PROPN
indian	אינדיאנים	indian	אינדיאני		N;MASC;PL
indian	הודים	indian	הודים		N;MASC;PL
indian	האינדיאנים	indian	האינדיאני		N;MASC;PL
indian	הודית	indian	הודי		ADV
indian	אינדיאני	indian	אינדיאני		PROPN
stosowana	מועמדות	stosować	הועמד	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS	
xxi	xxi	xxi	xxi		NUM
zajęcia	רמה	zajęcia	רמה	N;NOM;NEUT;PL	N;FEM;SG
zajęcia	כיתה	zajęcia	כיתה	N;NOM;NEUT;PL	N;FEM;SG
zajęcia	מעמד	zajęcia	מעמד	N;NOM;NEUT;PL	N;MASC;SG
pozostałości	שארית	pozostałość	שארית	N;ACC;FEM;PL	ADV
pozostałości	משקע	pozostałość	משקע	N;ACC;FEM;PL	
zainteresowania	ריבית	zainteresowanie	ריבית	N;NOM;NEUT;PL	N;FEM;SG
