kategória	kategorii	kategória	kategorie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
červenej	červeně	červený	červen	ADJ;GEN;FEM;SG	ADV;POS
červenej	červené	červený	červený	ADJ;GEN;FEM;SG	ADJ;NOM;NEUT;SG;POS
červenej	červená	červený	červený	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG;POS
červenej	rudá	červený	rudý	ADJ;GEN;FEM;SG	ADJ;NOM;FEM;SG;POS
červenej	červený	červený	červený	ADJ;GEN;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
sainte	sainte	saint	sainte	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
poli	poli	pole	pole	N;NOM;NEUT;SG	N;DAT;NEUT;SG;POS
vládol	vládl	vládnuť	vládnout	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
paris	paříž	paris	paříž		PROPN;NOM;FEM;SG;POS
použitia	používá	použitie	používat	N;NOM;NEUT;PL	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
sav	sav	sav	sav		PROPN;NOM;MASC;SG;POS
každoročne	každoroční	každoročne	každoroční	ADV	ADJ;NOM;MASC;SG;POS
každoročne	roční	každoročne	roční	ADV	ADJ;NOM;MASC;SG;POS
vzťahov	vztahy	vzťah	vztah	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
zuzana	zuzana	zuzan	zuzan	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
zuzana	zuzana	zuzan	zuzan	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
schopnosti	schopnost	schopný	schopnost	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
plzeň	plzeň	plzeň	plzeň	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
viliam	william	vila	william	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
žijúci	bydlení	žijúci	bydlení	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;ACT	N;NOM;NEUT;SG;POS
zahraničí	zahraniční	zahraničie	zahraniční	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
ruské	rusky	ruský	rusky	ADJ;NOM;NEUT;SG	ADV;POS
ruské	rus	ruský	rus	ADJ;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
stretol	splněno	stretnúť	splněný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
stretol	met	stretnúť	meta	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	PROPN;NOM;MASC;SG;POS
úpravy	modifikace	úprava	modifikace	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
úpravy	přizpůsobení	úprava	přizpůsobení	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
úpravy	adaptace	úprava	adaptace	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
úpravy	úprav	úprava	úprava	N;NOM;FEM;PL	N;GEN;FEM;PL;POS
sobota	sobotu	sobota	sobota	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
sobota	sobotní	sobota	sobotní	N;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
rovnaké	rovni	rovnaký	rovný	ADJ;NOM;NEUT;SG	ADJ;ANIM;MASC;PL;POS
rovnaké	totéž	rovnaký	tentýž	ADJ;NOM;NEUT;SG	DET;NOM;NEUT;SG
areál	kampusu	areál	kampus	N;INAN;NOM;MASC;SG	N;INAN;DAT;MASC;SG;POS
dance	taneční	daňca	taneční	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
sezónu	sezóna	sezón	sezóna	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
sezónu	sezona	sezón	sezóna	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
návrhu	návrh	návrh	návrh	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
návrhu	pohyb	návrh	pohyb	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
premiéra	premiéru	premiéra	premiéra	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
premiéra	premiéry	premiéra	premiéra	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
high	vysoko	higho	vysoko	N;ACC;FEM;SG	ADV;POS
high	vysoký	higho	vysoký	N;ACC;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
high	vysoké	higho	vysoký	N;ACC;FEM;SG	ADJ;NOM;MASC;PL;POS
high	vysoká	higho	vysoký	N;ACC;FEM;SG	ADJ;NOM;FEM;SG;POS
lewis	lewis	lewis	lewis	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
lewis	lewisová	lewis	lewisová	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
lewis	lewise	lewis	lewis	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
wilhelm	wilhelm	wilhelm	wilhelm	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
otto	otto	otto	otto	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
internet	internetu	internet	internet	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
postavené	postavena	postavený	postavený	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;POS;V.PTCP;PASS
postavené	postavil	postavený	postavit	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
gray	šedé	gras	šedý	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
gray	gray	gras	gray	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
gray	šedý	gras	šedý	PROPN;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
gray	šedivý	gras	šedivý	PROPN;ANIM;NOM;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
gray	šedá	gras	šedý	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
matematika	matematiku	matematika	matematika	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
matematika	matematiky	matematika	matematika	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
matematika	matematiku	matematika	matematika	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
matematika	matematiky	matematika	matematika	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
php	php	php	php		PROPN;NOM;MASC;SG;POS
verziu	verze	verzia	verze	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
vojaci	vojáky	vojaci	voják	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
vojaci	vojáků	vojaci	voják	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
mladá	mladé	mladý	mladý	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
mladá	young	mladý	young	ADJ;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
mladá	mladí	mladý	mladý	ADJ;NOM;FEM;SG	ADJ;ANIM;NOM;MASC;PL;POS
sociálne	společensky	sociálny	společensky	ADJ;NOM;NEUT;SG	ADV;POS
sociálne	sociálně	sociálny	sociálně	ADJ;NOM;NEUT;SG	ADV;POS
zdeněk	zdeněk	zdeněk	zdeněk	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
hranica	hraniční	hranica	hraniční	N;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
hranica	hranici	hranica	hranice	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
hranica	hranici	hranica	hranice	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
pevnosť	sílu	pevnosť	síla	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
pevnosť	síly	pevnosť	síla	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
pevnosť	fort	pevnosť	fort	N;NOM;FEM;SG	PROPN;NOM;MASC;SG;POS
haut	haut	haut	haut		PROPN;INAN;NOM;MASC;SG;POS
heinrich	heinrich	heinrich	heinrich	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
palube	palubě	paluba	paluba	N;NOM;FEM;SG	N;DAT;FEM;SG;POS
palube	tabule	paluba	tabule	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
palube	palubě	paluba	paluba	N;NOM;FEM;SG	N;DAT;FEM;SG;POS
palube	palubu	paluba	paluba	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
palube	paluby	paluba	paluba	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
obaja	obojí	oba	obojí	NUM;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;SG
podpísal	podepsána	podpísať	podepsaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
podpísal	podepsáno	podpísať	podepsaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
podpísal	podepsaná	podpísať	podepsaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
podpísal	podepsán	podpísať	podepsaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
podpísal	podepsané	podpísať	podepsaný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
pojmy	podmínkami	pojem	podmínka	N;INAN;NOM;MASC;PL	N;INS;FEM;PL;POS
pojmy	koncepce	pojem	koncepce	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
moskve	moskvy	moskva	moskva	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
moskve	moskvě	moskva	moskva	N;INAN;NOM;MASC;SG	PROPN;DAT;FEM;SG;POS
moskve	moskva	moskva	moskva	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
šiestich	šest	šesť	šest	NUM;GEN;MASC;PL	NUM;NOM;SG
šiestich	šestka	šesť	šestka	NUM;GEN;MASC;PL	N;NOM;FEM;SG;POS
columbia	kolumbie	columbí	kolumbie	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
columbia	kolumbijské	columbí	kolumbijský	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
columbia	columbia	columbí	columbium	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
zoznamu	seznam	zoznam	seznam	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
hans	hans	hans	hans	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
hans	hansi	hans	hans	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;DAT;MASC;SG;POS
hans	hanse	hans	hans	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
použitý	použité	použitý	použitý	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;MASC;PL;POS
zboru	sbor	zbor	sbor	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
zboru	corps	zbor	corps	N;INAN;GEN;MASC;SG	PROPN;MASC;SG;POS
naozaj	opravdu	naozaj	opravdu	PART	ADV
naozaj	fakt	naozaj	fakt	PART	N;INAN;NOM;MASC;SG;POS
národa	národ	národ	národ	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
predstavitelia	představitele	predstaviteľ	představitel	N;ANIM;NOM;MASC;PL	N;ANIM;ACC;MASC;PL;POS
predstavitelia	zástupců	predstaviteľ	zástupce	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
dostupné	dostupné	dostupný	dostupný	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
viii	viii	viii	viii	NUM	PROPN;NOM;MASC;SG;POS
ľudské	člověk	ľudský	člověk	ADJ;NOM;NEUT;SG	N;ANIM;NOM;MASC;SG;POS
otvorený	otevřel	otvorený	otevřít	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS	V;MASC;SG;POS;PST;V.PTCP;ACT
sama	samotná	sám	samotný	DET;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
sama	same	sám	sám	DET;NOM;FEM;SG	N;NOM;MASC;SG;POS
sama	sam	sám	sam	DET;NOM;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
skúsenosti	zkušený	skúsenosť	zkušený	N;NOM;FEM;PL	N;ANIM;NOM;MASC;SG;POS
skúsenosti	zažil	skúsenosť	zažít	N;NOM;FEM;PL	V;MASC;SG;POS;PST;V.PTCP;ACT
skúsenosti	zkušenost	skúsenosť	zkušenost	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
skúsenosti	zážitek	skúsenosť	zážitek	N;NOM;FEM;PL	N;INAN;NOM;MASC;SG;POS
automobil	automobilové	automobiť	automobilový	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
východne	východ	východne	východ	ADV	N;INAN;NOM;MASC;SG;POS
východne	východní	východne	východní	ADV	ADJ;NOM;FEM;SG;POS
tma	temnoty	tma	temnota	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
tma	temnotu	tma	temnota	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
emil	emile	emiť	emile	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
emil	emil	emiť	emil	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
žiarenie	radiační	žiarenie	radiační	N;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
častíc	částečky	častica	částečka	N;GEN;FEM;PL	N;NOM;FEM;PL;POS
častíc	částice	častica	částice	N;GEN;FEM;PL	N;NOM;FEM;SG;POS
častíc	částice	častica	částice	N;GEN;FEM;PL	N;NOM;FEM;SG;POS
noc	noční	noc	noční	N;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
anglicka	england	anglicko	england	N;NOM;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
anglicka	anglie	anglicko	anglie	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
carl	carl	carl	carl	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
joe	pepa	joe	pepa	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
joe	joe	joe	být	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
tatra	tatra	tater	Tatra	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG;POS
lodi	loď	lodi	loď	N;DAT;FEM;SG	N;NOM;FEM;SG;POS
lodi	člun	lodi	člun	N;DAT;FEM;SG	N;INAN;NOM;MASC;SG;POS
todor	todor	todor	todor	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
trvalo	natrvalo	trvať	natrvalo	V;IPFV;NEUT;SG;POS;PST;V.PTCP	ADV
trvalo	trvale	trvať	trvale	V;IPFV;NEUT;SG;POS;PST;V.PTCP	ADV;POS
zlato	zlatá	zlato	zlatý	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
zlato	zlatý	zlato	zlatý	N;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
zlato	gold	zlato	gold	N;NOM;NEUT;SG	PROPN;NOM;MASC;SG;POS
zlato	zlaté	zlato	zlatý	N;NOM;NEUT;SG	ADJ;NOM;NEUT;PL;POS
karpaty	karpat	karpat	karpat	N;NOM;FEM;PL	N;GEN;FEM;PL;POS
váha	váhy	váha	váha	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
týždeň	týden	týždeň	týden	N;INAN;ACC;MASC;SG	N;INAN;NOM;MASC;SG;POS
týždeň	tyden	týždeň	tyden	N;INAN;ACC;MASC;SG	N;NOM;MASC;SG;POS
port	přístavu	port	přístav	N;INAN;NOM;MASC;SG	N;INAN;GEN;MASC;SG;POS
absolventi	absolventů	absolvent	absolvent	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
absolventi	absolventů	absolvent	absolvent	N;ANIM;NOM;MASC;PL	N;ANIM;GEN;MASC;PL;POS
zmenil	změněna	zmeniť	změněný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
zmenil	změněné	zmeniť	změněný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
zmenil	změněno	zmeniť	změněný	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
ton	tuny	ton	tuna	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
ton	tun	ton	tuna	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL;POS
ton	tuny	ton	tuna	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
ton	tun	ton	tuna	N;INAN;NOM;MASC;SG	N;GEN;FEM;PL;POS
ton	tunu	ton	tuna	N;INAN;NOM;MASC;SG	N;ACC;FEM;SG;POS
steve	steve	steve	stev	PROPN;ANIM;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
steve	steva	steve	steva	PROPN;ANIM;NOM;MASC;SG	N;ANIM;ACC;MASC;SG;POS
kláštora	klášter	kláštor	klášter	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
postavili	postavena	postaviť	postavený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
postavili	postavil	postaviť	postavit	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
postavili	postavená	postaviť	postavený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;POS
postavili	postaven	postaviť	postavený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
postavili	postavené	postaviť	postavený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;NEUT;SG;POS
postavili	postaveno	postaviť	postavený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
rozsahu	rozsah	rozsah	rozsah	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
rozsahu	stupnice	rozsah	stupnice	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG;POS
rozsahu	měřítko	rozsah	měřítko	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
rozsahu	dosah	rozsah	dosah	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
rozsahu	rozsah	rozsah	rozsah	N;INAN;GEN;MASC;SG	N;INAN;NOM;MASC;SG;POS
rozsahu	rozmezí	rozsah	rozmezí	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG;POS
sarthe	sarthe	sarth	sarthe		PROPN;NOM;MASC;SG;POS
krátke	stručné	krátky	stručný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;PL;POS
našli	nalezeno	nájsť	nalezený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
našli	nalezeny	nájsť	nalezený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;INAN;PL;POS;V.PTCP;PASS
našli	nalezen	nájsť	nalezený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;MASC;SG;POS;V.PTCP;PASS
našli	nalezené	nájsť	nalezený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;MASC;PL;POS
našli	nalezena	nájsť	nalezený	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;POS;V.PTCP;PASS
gól	branky	gól	branka	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL;POS
steny	stěna	stena	stěna	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
steny	zeď	stena	zeď	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
fyziky	fyzikální	fyzika	fyzikální	N;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
fyziky	fyziku	fyzika	fyzika	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
fyziky	fyzika	fyzika	fyzika	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
okamžite	instantní	okamžite	instantní	ADV	ADJ;NOM;MASC;SG;POS
okamžite	okamžité	okamžite	okamžitý	ADV	ADJ;NOM;NEUT;SG;POS
okamžite	okamžitá	okamžite	okamžitý	ADV	ADJ;NOM;FEM;SG;POS
okamžite	okamžitý	okamžite	okamžitý	ADV	ADJ;INAN;NOM;MASC;SG;POS
okamžite	okamžité	okamžite	okamžitý	ADV	ADJ;NOM;NEUT;SG;POS
okamžite	bezprostřední	okamžite	bezprostřední	ADV	ADJ;NOM;MASC;SG;POS
okamžite	okamžitá	okamžite	okamžitý	ADV	ADJ;NOM;FEM;SG;POS
okamžite	okamžitý	okamžite	okamžitý	ADV	ADJ;INAN;NOM;MASC;SG;POS
celkový	celkem	celkový	celkem	ADJ;INAN;NOM;MASC;SG	ADV
celkový	celkově	celkový	celkově	ADJ;INAN;NOM;MASC;SG	ADV;POS
azur	azur	azur	azur	PROPN;ANIM;NOM;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
európa	europe	európa	europe	N;NOM;FEM;SG	PROPN;MASC;SG;POS
európa	evropě	európa	evropa	N;NOM;FEM;SG	PROPN;DAT;FEM;SG;POS
európa	evropa	európa	evropa	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
európa	evropy	európa	evropa	N;NOM;FEM;SG	PROPN;NOM;FEM;SG;POS
európa	evropu	európa	evropa	N;NOM;FEM;SG	PROPN;ACC;FEM;SG;POS
koní	koně	konieň	kůň	N;GEN;MASC;SG	N;ANIM;ACC;MASC;PL;POS
koní	koní	konieň	kůň	N;GEN;MASC;SG	N;ANIM;GEN;MASC;PL;POS
ondrej	ondřej	ondrej	ondřej	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
ondrej	ondrej	ondrej	ondrej	PROPN;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
redaktorov	redakce	redaktor	redakce	N;ANIM;ACC;MASC;PL	N;NOM;FEM;SG;POS
redaktorov	editoři	redaktor	editoř	N;ANIM;ACC;MASC;PL	N;ANIM;NOM;MASC;PL;POS
žiadny	žádný	žiaden	žádný	N;ANIM;NOM;MASC;SG	DET;NOM;MASC;SG
žiadny	žádná	žiaden	žádný	N;ANIM;NOM;MASC;SG	DET;NOM;FEM;SG
žiadny	žádné	žiaden	žádný	N;ANIM;NOM;MASC;SG	DET;NOM;FEM;PL
sin	hříchu	sin	hřích		N;INAN;GEN;MASC;SG;POS
sin	sin	sin	sin		PROPN;NOM;MASC;SG;POS
sin	hřích	sin	hřích		N;INAN;NOM;MASC;SG;POS
sochy	socha	socha	socha	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
sochy	soch	socha	socha	N;NOM;FEM;PL	N;GEN;FEM;PL;POS
jaskyňa	jeskyni	jaskyňa	jeskyně	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
jaskyňa	jeskyní	jaskyňa	jeskyně	N;NOM;FEM;SG	N;INS;FEM;SG;POS
technika	techniky	technika	technika	N;NOM;FEM;SG	N;NOM;FEM;PL;POS
technika	techniku	technika	technika	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
technika	technologii	technika	technologie	N;NOM;FEM;SG	N;ACC;FEM;SG;POS
out	ven	out	ven		ADV
out	venku	out	venku		ADV
out	out	out	out		N;INAN;NOM;MASC;SG;POS
egypta	egypt	egypta	egypt	N;INAN;GEN;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
egypta	egyptský	egypta	egyptský	N;INAN;GEN;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
egypta	egyptě	egypta	egypt	N;INAN;GEN;MASC;SG	PROPN;INAN;DAT;MASC;SG;POS
literatúru	literatura	literatúra	literatura	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
spoločné	kloub	spoločný	kloub	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
spoločné	joint	spoločný	joint	ADJ;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
uefa	uefa	uefa	uefa		PROPN;FEM;POS
energiu	energetická	energia	energetický	N;ACC;FEM;SG	ADJ;NOM;FEM;SG;POS
energiu	energie	energia	energie	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
energiu	energetika	energia	energetika	N;ACC;FEM;SG	N;NOM;FEM;SG;POS
biele	white	biely	white	ADJ;NOM;NEUT;SG	PROPN;ANIM;NOM;MASC;SG;POS
biele	bílé	biely	bílý	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL;POS
zvierat	zvířata	zviera	zvíře	N;GEN;NEUT;PL	N;NOM;NEUT;PL;POS
zvierat	živočichové	zviera	živočich	N;GEN;NEUT;PL	N;ANIM;NOM;MASC;PL;POS
zvierat	zvířecí	zviera	zvířecí	N;GEN;NEUT;PL	ADJ;NOM;MASC;SG;POS
zvierat	zvíře	zviera	zvíře	N;GEN;NEUT;PL	N;NOM;NEUT;SG;POS
galaxie	galaxie	galaxí	galaxie	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
galaxie	galaxií	galaxí	galaxie	N;NOM;FEM;PL	N;INS;FEM;SG;POS
galaxie	galaxií	galaxí	galaxie	N;NOM;FEM;PL	N;INS;FEM;SG;POS
galaxie	galaxie	galaxí	galaxie	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
galaxie	galaxii	galaxí	galaxie	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
akcie	akce	akcia	akce	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
akcie	akční	akcia	akční	N;NOM;FEM;PL	ADJ;NOM;MASC;SG;POS
akcie	akci	akcia	akce	N;NOM;FEM;PL	N;ACC;FEM;SG;POS
akcie	propagace	akcia	propagace	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
akcie	povýšení	akcia	povýšení	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
akcie	sdílení	akcia	sdílení	N;NOM;FEM;PL	N;NOM;NEUT;SG;POS
akcie	akce	akcia	akce	N;NOM;FEM;PL	N;NOM;FEM;SG;POS
základy	essentials	základ	essentials	N;INAN;NOM;MASC;PL	N;INAN;NOM;MASC;SG;POS
základy	báze	základ	báze	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG;POS
motorom	motoru	motor	motor	N;INAN;INS;MASC;SG	N;INAN;GEN;MASC;SG;POS
motorom	motor	motor	motor	N;INAN;INS;MASC;SG	N;INAN;NOM;MASC;SG;POS
politický	politický	politický	politický	ADJ;ANIM;NOM;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
významná	významné	významný	významný	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;PL;POS
christian	křesťanské	christian	křesťanský	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
christian	christian	christian	christian	N;ANIM;NOM;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
christian	křesťanská	christian	křesťanský	N;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;POS
typov	typy	typ	typ	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
typov	druhy	typ	druh	N;INAN;GEN;MASC;PL	N;INAN;NOM;MASC;PL;POS
