צפייה	гледам	צפייה	гледам	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
מחוברים	свързана	מחובר	свържа	V;MASC;PL;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
פופולריים	популярно	פופולרי	популярен	ADJ;MASC;PL	ADV
פופולריים	популярен	פופולרי	популярен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
פופולריים	популярна	פופולרי	популярен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
פופולריים	актуално	פופולרי	актуален	ADJ;MASC;PL	ADV
מתוקים	сладък	מתוק	сладък	ADJ;MASC;PL	ADJ;INDF;MASC;SG
מתוקים	мило	מתוק	мило	ADJ;MASC;PL	ADV
מתוקים	сладко	מתוק	сладко	ADJ;MASC;PL	ADV
מתוקים	сладки	מתוק	сладък	ADJ;MASC;PL	N;INDF;FEM;PL
מתוקים	сладка	מתוק	сладка	ADJ;MASC;PL	ADJ;INDF;FEM;SG
מתוקים	сладкиши	מתוק	сладкиша	ADJ;MASC;PL	N;INDF;FEM;PL
מתוקים	сладки	מתוק	сладък	ADJ;MASC;PL	N;INDF;FEM;PL
לוקחים	желаещи	לקח	желая	V;MASC;PL;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
מכני	механична	מכאני	механичен	PROPN	ADJ;INDF;FEM;SG
מכני	механично	מכאני	механично	PROPN	ADV
מכני	механични	מכאני	механичен	PROPN	ADJ;INDF;PL
מכני	механичен	מכאני	механичен	PROPN	ADJ;INDF;MASC;SG
חבורות	клики	חבורה	клика	N;FEM;PL	N;INDF;FEM;SG
פוסק	арбитър	פוסק	арбитър		N;INDF;MASC;SG
ייחודיות	уникално	ייחודי	уникално	ADJ;FEM;PL	ADV
ייחודיות	уникален	ייחודי	уникален	ADJ;FEM;PL	ADJ;INDF;MASC;SG
ייחודיות	уникална	ייחודי	уникален	ADJ;FEM;PL	ADJ;INDF;FEM;SG
דוגמא	примерна	דוגמה	примерна-(се)		ADJ;INDF;FEM;SG
דוגמא	пример	דוגמה	пример		N;INDF;MASC;SG
המאפיין	характерен	המאפיין	характерен	N;MASC;SG	ADJ;INDF;MASC;SG
המאפיין	характерни	המאפיין	характерен	N;MASC;SG	ADJ;INDF;PL
מתמשך	непрекъсната	התמשך	непрекъсен	V;MASC;SG;V.PTCP	ADJ;INDF;FEM;SG
מתמשך	непрекъснати	התמשך	непрекъснат	V;MASC;SG;V.PTCP	ADJ;INDF;PL
מתמשך	непрекъснат	התמשך	непрекъснат	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
מתמשך	текущо	התמשך	текущо	V;MASC;SG;V.PTCP	ADV
מתמשך	трайно	התמשך	траен	V;MASC;SG;V.PTCP	ADV
מתמשך	траен	התמשך	траен	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
מתמשך	дълготраен	התמשך	дълготраен	V;MASC;SG;V.PTCP	ADJ;INDF;MASC;SG
מתמשך	трайни	התמשך	траен	V;MASC;SG;V.PTCP	ADJ;INDF;PL
מתמשך	дълготрайно	התמשך	дълготрайно	V;MASC;SG;V.PTCP	ADV
משערים	спекулират	משער	спекулирам	N;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN;ACT
ממציא	изобретател	ממציא	изобретател	PROPN	N;INDF;MASC;SG
שוות	равно	שווה	равен	ADJ	ADV
שמיני	осма	שמיני	осми	PROPN	ADJ;INDF;FEM;SG
שמיני	осми	שמיני	осми	PROPN	ADJ;INDF;MASC;SG
שמיני	осмо	שמיני	осмо	PROPN	ADJ;INDF;NEUT;SG
נקי	ясно	נקי	ясно	ADJ;MASC;SG	ADV
נקי	изчистване	נקי	изчистване	ADJ;MASC;SG	N;INDF;NEUT;SG
נקי	чисто	נקי	чисто	ADJ;MASC;SG	ADV
נקי	чисти	נקי	чистя	ADJ;MASC;SG	ADJ;INDF;PL
מקנה	маккена	הקנה	маккен	V;FEM;SG;V.PTCP;ACT	PROPN;INDF;FEM;SG
מיקרו	микро	היקר	микро	PROPN	N;INDF;MASC;SG
גורדי	горди	גורדי	горд	PROPN	ADJ;INDF;PL
גורדי	горди	גורדי	горд	PROPN	ADJ;INDF;PL
שפל	долно	שפל	долен	N;MASC;SG	ADV
שפל	ниско	שפל	ниско	N;MASC;SG	ADV
שפל	ниски	שפל	нисък	N;MASC;SG	ADJ;INDF;PL
שפל	нисък	שפל	нисък	N;MASC;SG	ADJ;INDF;MASC;SG
שפל	ниска	שפל	нисък	N;MASC;SG	ADJ;INDF;FEM;SG
ורה	вера	ורה	вера	PROPN	N;INDF;FEM;SG
פריץ	фриц	פריץ	фриц	PROPN	PROPN;INDF;MASC;SG
בניתוח	хирургически	בניתוח	хирургически		ADJ;INDF;MASC;SG
פלין	флин	פלין	флин	PROPN	PROPN;INDF;MASC;SG
ספירס	спиърс	ספירס	спиърс	PROPN	N;INDF;MASC;SG
מעריכים	оценявам	העריך	оценявам	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;1;PRS;FIN;ACT
מעריכים	оцени	העריך	оценя	V;MASC;PL;V.PTCP;ACT	V;PFV;IMP;SG;2;FIN
סטנפורד	станфорд	סטנפורד	станфорд	PROPN	N;INDF;MASC;SG
הכספי	каспийско	הכסף	каспийски	PROPN	ADV
הוואי	хаваи	הוואי	хавая	PROPN	N;INDF;MASC;SG
הוואי	хавай	הוואי	хавам-(се)	PROPN	N;INDF;MASC;SG
הוואי	хаваите	הוואי	хавая-(се)	PROPN	N;DEF;MASC;PL
חסום	блокиране	חסום	блокиране	ADJ;MASC;SG	N;INDF;NEUT;SG
חסום	блок	חסום	блок	ADJ;MASC;SG	N;INDF;MASC;SG
חסום	блокирани	חסום	блокирам	ADJ;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
חסום	блокирано	חסום	блокирам	ADJ;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
חסום	блокиран	חסום	блокирам	ADJ;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
חסום	блокирана	חסום	блокирам	ADJ;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
יעדים	мишени	יעד	мишен	N;MASC;PL	V;IPFV;INDF;PL;V.PTCP;PASS
וימבלדון	уимбълдън	וימבלדון	уимбълдън	PROPN	N;INDF;MASC;SG
ורד	роуз	ורד	роуз	PROPN	PROPN;INDF;FEM;SG
ורד	роза	ורד	роза	PROPN	N;INDF;FEM;SG
ורד	розата	ורד	роза	PROPN	N;DEF;FEM;SG
תפוצה	достигнат	תפוצה	достигна	N;FEM;SG	V;PFV;IND;PL;3;PRS;FIN;ACT
תפוצה	достигне	תפוצה	достигна	N;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
תפוח	епъл	פפח	епъл		N;INDF;MASC;SG
תפוח	ябълков	פפח	ябълков		N;INDF;MASC;SG
תפוח	ябълка	פפח	ябълка		N;INDF;FEM;SG
תפוח	apple	פפח	apple		PROPN
מצרית	египетски	מצרי	египетски	ADV	ADJ;INDF;MASC;SG
להתאמן	тренировка	התאמן	тренировка	V;NFIN	N;INDF;FEM;SG
להתאמן	практика	התאמן	практика	V;NFIN	N;INDF;FEM;SG
לאפס	анулиране	איפס	анулиране	ADV	N;INDF;NEUT;SG
לאפס	рестартира	איפס	рестартирам	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
להעיד	свидетелства	העיד	свидетелство	V;NFIN;ACT	N;INDF;NEUT;PL
מפרש	плават	מפרש	плавам	N;MASC;SG	V;IPFV;IND;PL;3;PRS;FIN;ACT
מפרש	платна	מפרש	платно	N;MASC;SG	N;INDF;NEUT;PL
למרגלות	подножието	למרגל	подножие	ADV	N;DEF;NEUT;SG
פוטבול	футбол	None	футбол	PROPN	N;INDF;MASC;SG
פוטבול	футболен	None	футболен	PROPN	ADJ;INDF;MASC;SG
מועדפת	любимо	הועדף	любимо	V;FEM;SG;V.PTCP;PASS	ADV
מועדפת	любими	הועדף	любим	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;PL
מועדפת	любим	הועדף	любим	V;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
מועדפת	любимка	הועדף	любимка	V;FEM;SG;V.PTCP;PASS	N;INDF;FEM;SG
אחראים	отговорни	אחראי	отговорен	N;MASC;PL	ADJ;INDF;PL
אחראים	отговорно	אחראי	отговорно	N;MASC;PL	ADV
אחראים	отговорен	אחראי	отговорен	N;MASC;PL	ADJ;INDF;MASC;SG
אחראים	отговорна	אחראי	отговорен	N;MASC;PL	ADJ;INDF;FEM;SG
יעקובסון	джейкъбсън	יעקובסון	джейкъбсън	PROPN	N;INDF;MASC;SG
הגשת	подаване	הגשה	подаване	N;PSSD;FEM;SG	N;INDF;NEUT;SG
רוזנטל	розентал	רוזנטל	розентая	PROPN	N;DEF;MASC;SG
נגזרת	деривати	נגזר	дериват	V;FEM;SG;V.PTCP;MID	N;INDF;MASC;PL
מצריים	египет	מצרי	египет	N;MASC;PL	PROPN;INDF;MASC;SG
מחסה	подслон	מחסה	подслон		N;INDF;MASC;SG
מחסה	приют	מחסה	приюм		N;INDF;MASC;SG
ריבר	ривър	ריבר	ривър	PROPN	N;INDF;MASC;SG
ריבר	река	ריבר	река	PROPN	N;INDF;FEM;SG
ריבר	реката	ריבר	река	PROPN	N;DEF;FEM;SG
קמפבל	кембъл	קמפבל	кембъл	PROPN	N;INDF;MASC;SG
אלבניה	албания	אלבניה	албания	PROPN	N;INDF;FEM;SG
נצפה	разглеждан	צפה	разглеждам	V;PL;1;PST	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
נוזלים	течност	נוזל	течност	N;MASC;PL	N;INDF;FEM;SG
אדריאן	адриен	אדריאן	адриен	PROPN	PROPN;INDF;MASC;SG
אדריאן	адриан	אדריאן	адриан	PROPN	PROPN;INDF;MASC;SG
אדריאן	ейдриън	אדריאן	ейдриън	PROPN	PROPN;INDF;MASC;SG
אדריאן	ейдриан	אדריאן	ейдриан	PROPN	N;INDF;MASC;SG
אדריאן	адриан	אדריאן	адриан	PROPN	PROPN;INDF;MASC;SG
הפסחא	великденски	הפסחא	великденски	PROPN	ADJ;INDF;MASC;SG
הפסחא	великден	הפסחא	великден	PROPN	N;INDF;MASC;SG
המכפלה	патриарси	המכפל	патриарх	N;FEM;SG	N;INDF;MASC;PL
רוברטו	роберто	רוברטו	роберто	PROPN	PROPN;INDF;MASC;SG
איסטנבול	истанбул	איסטנבול	истанбул	PROPN	N;INDF;MASC;SG
איתור	следене	איתור	следене		N;INDF;NEUT;SG
איתור	проследяване	איתור	проследяване		N;INDF;NEUT;SG
וליאן	джулиън	וליאן	джулиън	PROPN	N;INDF;MASC;SG
וליאן	хулиан	וליאן	хулиан	PROPN	PROPN;INDF;MASC;SG
וליאן	джулиан	וליאן	джулиан	PROPN	N;INDF;MASC;SG
גאולה	избавление	גאולה	избавление	PROPN	N;INDF;NEUT;SG
גאולה	спасението	גאולה	спасение	PROPN	N;DEF;NEUT;SG
גאולה	спасение	גאולה	спасение	PROPN	N;INDF;NEUT;SG
גאולה	изкупление	גאולה	изкупление	PROPN	N;INDF;NEUT;SG
גאולה	изкуплението	גאולה	изкупление	PROPN	N;DEF;NEUT;SG
רעה	лоша	רע	лош		ADJ;INDF;FEM;SG
רעה	зле	רע	зле		ADV
רעה	лошо	רע	лошо		ADV
רעה	лош	רע	лош		ADJ;INDF;MASC;SG
רעה	кофти	רע	кофта		ADV
המסגרת	кадър	המסגרת	кадър	PROPN	N;INDF;MASC;SG
המסגרת	рамка	המסגרת	рамка	PROPN	N;INDF;FEM;SG
נמרוד	нимрод	נמרוד	нимрод	PROPN	N;INDF;MASC;SG
רוכב	язди	רכב	язда	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
רוכב	райдър	רכב	райдър	PROPN	PROPN;INDF;MASC;SG
רוכב	конник	רכב	конник	PROPN	N;INDF;MASC;SG
רוכב	ездач	רכב	ездач	PROPN	N;INDF;MASC;SG
רוחו	рохо	רוחו	рохо		PROPN;INDF;FEM;SG
יושבת	седящ	ישב	седя	V;FEM;SG;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
יושבת	седи	ישב	седя	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
עודף	излишък	עודף	излишък		N;INDF;MASC;SG
עודף	промени	עודף	промяна		N;INDF;FEM;PL
עודף	смяна	עודף	смяна		N;INDF;FEM;SG
עודף	промяна	עודף	промяна		N;INDF;FEM;SG
עודף	излишък	עודף	излишък		N;INDF;MASC;SG
העצב	нахалство	העצב	нахалство		N;INDF;NEUT;SG
העצב	нерв	העצב	нерв		N;INDF;MASC;SG
העצב	нерви	העצב	морви		N;INDF;FEM;PL
פוסטר	приемен	פוסטר	приемен	PROPN	ADJ;INDF;MASC;SG
פוסטר	фостър	פוסטר	фостър	PROPN	N;INDF;MASC;SG
פוסטר	приемни	פוסטר	приемен	PROPN	ADJ;INDF;PL
האבל	хъбъл	האבל	хъбъл	PROPN	N;INDF;MASC;SG
האבל	траур	האבל	траур	PROPN	N;INDF;MASC;SG
בלייק	блейк	בלייק	блейк	PROPN	N;INDF;MASC;SG
אסר	забранено	אסר	забраня	V;MASC;SG;3;PST;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
אסר	забранени	אסר	забраня	V;MASC;SG;3;PST;ACT	V;PFV;INDF;PL;V.PTCP;PASS
אסר	забранен	אסר	забраня	V;MASC;SG;3;PST;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
אסר	забранена	אסר	забраня	V;MASC;SG;3;PST;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
מאבד	губи	מאבד	губя-(се)	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
קינן	кенан	קינן	кенан	PROPN	N;INDF;MASC;SG
התקדם	аванс	התקדם	аванс	V;MASC;SG;3;PST	N;INDF;MASC;SG
התקדם	предварително	התקדם	предварително	V;MASC;SG;3;PST	ADV
השדות	фийлдс	השדה	фийлдс	N;MASC;PL	N;INDF;MASC;SG
השתנתה	променени	השתנה	променя-(се)	V;FEM;SG;3;PST	V;PFV;INDF;PL;V.PTCP;PASS
בלעדי	изключително	בלעדי	изключително	PROPN	ADV
בלעדי	ексклузивно	בלעדי	ексклузивно	PROPN	ADV
בלעדי	изключителни	בלעדי	изключителен	PROPN	ADJ;INDF;PL
בלעדי	изключителна	בלעדי	изключителен	PROPN	ADJ;INDF;FEM;SG
נשבר	счупен	נשבר	счупя-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;MASC;SG;V.PTCP;PASS
נשבר	счупена	נשבר	счупя-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;FEM;SG;V.PTCP;PASS
נשבר	счупено	נשבר	счупя-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נשבר	разбито	נשבר	разбия-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
נשבר	разбити	נשבר	разбия-(се)	V;MASC;SG;3;PST;MID	V;PFV;INDF;PL;V.PTCP;PASS
נשבר	разорен	נשבר	разорен	V;MASC;SG;3;PST;MID	ADJ;INDF;MASC;SG
נשבר	разорени	נשבר	разоря-(се)	V;MASC;SG;3;PST;MID	ADJ;INDF;PL
סיציליה	сицилия	סיציליה	сицилия	PROPN	N;INDF;FEM;SG
איליה	илия	איליה	илия	PROPN	PROPN;INDF;MASC;SG
איליה	иля	איליה	иля	PROPN	PROPN;INDF;MASC;SG
איליה	илия	איליה	илия	PROPN	PROPN;INDF;MASC;SG
איליה	елия	איליה	ялия	PROPN	N;INDF;FEM;SG
נעלמו	изчезнал	נעלם	изчезна	V;PL;3;PST;MID	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
נעלמו	изчезнала	נעלם	изчезна	V;PL;3;PST;MID	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
אוילר	ойлер	אוילר	ойлер	PROPN	N;INDF;MASC;SG
טיטוס	тит	טיטוס	тит	PROPN	PROPN;INDF;MASC;SG
לואיז	луиз	לואיז	луиз	PROPN	N;INDF;FEM;SG
לואיז	луиз	לואיז	луиз	PROPN	N;INDF;FEM;SG
פסולת	отломки	פסולת	отломка	N;FEM;SG	N;INDF;FEM;PL
פסולת	отпадъци	פסולת	отпадък	N;FEM;SG	N;INDF;MASC;PL
רגלי	крака	רגל	крак		N;INDF;MASC;PL
רגלי	краката	רגל	крак		N;DEF;MASC;PL
רגלי	крачета	רגל	краче		N;INDF;NEUT;PL
רגלי	пешка	רגל	пешка		N;INDF;FEM;SG
רגלי	пионка	רגל	пионка		N;INDF;FEM;SG
בארט	барт	בארט	барт	PROPN	N;INDF;MASC;SG
בארט	барет	בארט	барет	PROPN	N;INDF;MASC;SG
אימוץ	приета	אימוץ	приема	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
אימוץ	приет	אימוץ	приема	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
אימוץ	осиновен	אימוץ	осиновя-(се)	N;MASC;SG	ADJ;INDF;MASC;SG
אימוץ	осиновена	אימוץ	осиновя-(се)	N;MASC;SG	ADJ;INDF;FEM;SG
מופעל	активирани	הופעל	активирам	V;MASC;SG;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
רווחים	интервали	רווח	интервам	N;MASC;PL	V;IPFV;INDF;PL;PST;V.PTCP;ACT
רווחים	печалба	רווח	печалба	N;MASC;PL	N;INDF;FEM;SG
ויל	уил	ויל	ухл	PROPN	PROPN;INDF;MASC;SG
אוהל	палатките	אוהל	палатка	PROPN	N;DEF;FEM;PL
אוהל	палатки	אוהל	палатка	PROPN	N;INDF;FEM;PL
אוהל	шатра	אוהל	шатра	PROPN	N;INDF;FEM;SG
אוהל	палатката	אוהל	палатка	PROPN	N;DEF;FEM;SG
אוהל	шатрата	אוהל	шатра	PROPN	N;DEF;FEM;SG
אוהל	палатка	אוהל	палатка	PROPN	N;INDF;FEM;SG
אפריקאית	африканска	אפריקני	африкански	PROPN	ADJ;INDF;FEM;SG
אפריקאית	африкански	אפריקני	африкански	PROPN	ADJ;INDF;MASC;SG
דיזל	дизел	דיזל	дизел	PROPN	N;INDF;MASC;SG
דיזל	дизелов	דיזל	дизелов	PROPN	N;INDF;MASC;SG
אוסטרלי	ози	אוסטרלי	ози	PROPN	PROPN;INDF;MASC;SG
אוסטרלי	австралийски	אוסטרלי	австралийски	PROPN	ADJ;INDF;MASC;SG
לוסי	люси	לוסי	люс	PROPN	N;INDF;MASC;SG
לוסי	луси	לוסי	лус	PROPN	N;INDF;FEM;SG
ליאון	лион	ליאון	лион	PROPN	PROPN;INDF;MASC;SG
ליאון	леон	ליאון	леон	PROPN	PROPN;INDF;MASC;SG
יביא	донеси	הביא	донеса	V;MASC;SG;3;FUT;ACT	V;PFV;IMP;SG;2;FIN
נוגע	докосва	נגע	докосвам	V;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
עצמאיות	независима	עצמאי	независим	ADJ;FEM;PL	ADJ;INDF;FEM;SG
עצמאיות	независим	עצמאי	независим	ADJ;FEM;PL	ADJ;INDF;MASC;SG
בריא	здрави	בריא	здрав	PROPN	ADJ;INDF;PL
בריא	здрав	בריא	здрав	PROPN	ADJ;INDF;MASC;SG
בריא	здрава	בריא	здрав	PROPN	ADJ;INDF;FEM;SG
בריא	здравословни	בריא	здравословен	PROPN	ADJ;INDF;PL
בריא	здравословно	בריא	здравословен	PROPN	ADV
תאודור	теодор	תאודור	теодор	PROPN	PROPN;INDF;MASC;SG
תאודור	тиодор	תאודור	тиодор	PROPN	N;INDF;MASC;SG
תאודור	теодор	תאודור	теодор	PROPN	PROPN;INDF;MASC;SG
ניקסון	никсън	ניקסון	никсън	PROPN	PROPN;INDF;MASC;SG
סלים	селим	סל	селям-се	PROPN	N;INDF;MASC;SG
סלים	слим	סל	слим	PROPN	PROPN;INDF;MASC;SG
סלים	кошници	סל	кошница	PROPN	N;INDF;MASC;PL
סלים	салим	סל	саля	PROPN	N;INDF;MASC;SG
חוקיות	правно	חוקיות	правен	N;FEM;SG	ADV
חוקיות	правни	חוקיות	правен	N;FEM;SG	ADJ;INDF;PL
חוקיות	правна	חוקיות	правен	N;FEM;SG	ADJ;INDF;FEM;SG
חוקיות	юридически	חוקיות	юридически	N;FEM;SG	ADJ;INDF;MASC;SG
חוקיות	правен	חוקיות	правя-(се)	N;FEM;SG	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
חוקיות	законно	חוקיות	законен	N;FEM;SG	ADV
פיוס	помирение	פיוס	помирение	PROPN	N;INDF;NEUT;SG
עפולה	афула	עפולה	афул	PROPN	N;INDF;FEM;SG
פיליפס	филипс	פיליפס	филипс	PROPN	PROPN;INDF;MASC;SG
פיליפס	филипс	פיליפס	филипс	PROPN	PROPN;INDF;MASC;SG
מסובך	сложно	מסובך	сложен	ADJ;MASC;SG	ADV
מסובך	сложни	מסובך	сложен	ADJ;MASC;SG	ADJ;INDF;PL
ויימאר	ваймар	ויימאר	ваймар	PROPN	N;INDF;MASC;SG
תיעודי	документален	תעודי	документален	PROPN	ADJ;INDF;MASC;SG
להרים	повдигане	הרים	повдигане	V;NFIN;ACT	N;INDF;NEUT;SG
צאצא	потомство	צאצא	потомство		N;INDF;NEUT;SG
צאצא	потомък	צאצא	потомък		N;INDF;MASC;SG
אסיר	затворничка	אסיר	затворничка	PROPN	N;INDF;FEM;SG
אסיר	затворник	אסיר	затворник	PROPN	N;INDF;MASC;SG
אסיר	затворничка	אסיר	затворничка	PROPN	N;INDF;FEM;SG
אסיר	затворник	אסיר	затворник	PROPN	N;INDF;MASC;SG
קתולי	католическа	קתולי	католически	PROPN	ADJ;INDF;FEM;SG
קתולי	католическо	קתולי	католически	PROPN	ADV
קתולי	католик	קתולי	католик	PROPN	N;INDF;MASC;SG
קתולי	католици	קתולי	католик	PROPN	N;INDF;MASC;PL
קתולי	католичка	קתולי	католичка	PROPN	N;INDF;FEM;SG
במול	плоски	במול	плоска	PROPN	ADJ;INDF;PL
במול	апартамент	במול	апартамент	PROPN	N;INDF;MASC;SG
במול	плоско	במול	плоско	PROPN	ADV
במול	плоска	במול	плоска	PROPN	N;INDF;FEM;SG
במול	плосък	במול	плосък	PROPN	ADJ;INDF;MASC;SG
לית	лий	לית	лий		PROPN;INDF;MASC;SG
כוס	чашка	כוס	чашки		N;INDF;FEM;SG
כוס	чаша	כוס	чаша		N;INDF;FEM;SG
כוס	купа	כוס	купа		N;INDF;FEM;SG
כוס	къп	כוס	къп		N;INDF;MASC;SG
מדידת	измерване	מדידה	измерване	N;PSSD;FEM;SG	N;INDF;NEUT;SG
סינגפור	сингапур	סינגפור	сингапур	PROPN	N;INDF;MASC;SG
יושבים	седнала	ישב	седна	V;MASC;PL;V.PTCP;ACT	V;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
יושבים	седнал	ישב	седна	V;MASC;PL;V.PTCP;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
יושבים	седящ	ישב	седя	V;MASC;PL;V.PTCP;ACT	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
יושבים	седи	ישב	седя	V;MASC;PL;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
התעללות	малтретирани	התעללות	малтретирам	N;FEM;SG	V;PFV;INDF;PL;V.PTCP;PASS
התעללות	злоупотреби	התעללות	злоупотреба	N;FEM;SG	N;INDF;FEM;PL
רגש	емоции	רגש	емоция	N;MASC;SG	N;INDF;FEM;PL
רגש	емоционална	רגש	емоционален	N;MASC;SG	ADJ;INDF;FEM;SG
רגש	емоционални	רגש	емоционален	N;MASC;SG	ADJ;INDF;PL
רגש	емоционален	רגש	емоционален	N;MASC;SG	ADJ;INDF;MASC;SG
רגש	емоционално	רגש	емоционално	N;MASC;SG	ADV
מראות	огледалата	מראה	огледам-(се)	N;FEM;PL	N;DEF;FEM;SG
תרגיל	упражнения	תרגיל	упражнение	N;MASC;SG	N;INDF;NEUT;PL
הוסר	премахнат	הוסר	премахна	V;MASC;SG;3;PST;PASS	V;PFV;IND;PL;3;PRS;FIN;ACT
הוסר	премахнати	הוסר	премахна	V;MASC;SG;3;PST;PASS	V;PFV;INDF;PL;V.PTCP;PASS
הוסר	отстранени	הוסר	отстраня-(се)	V;MASC;SG;3;PST;PASS	V;PFV;INDF;PL;V.PTCP;PASS
מחמוד	махмуд	מחמוד	махмуд	PROPN	N;INDF;MASC;SG
מחמוד	махмуд	מחמוד	махмуд	PROPN	N;INDF;MASC;SG
הנבחר	избрана	הנבחר	избера	PROPN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
הנבחר	избрано	הנבחר	избера	PROPN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
הנבחר	избрани	הנבחר	избера	PROPN	V;PFV;INDF;PL;V.PTCP;PASS
הנבחר	избран	הנבחר	избера	PROPN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
גרי	гери	גרי	гера	PROPN	N;INDF;FEM;SG
גרי	гари	גרי	гара	PROPN	PROPN;INDF;MASC;SG
המתמחה	стажант	המתמח	стажант	V;FEM;SG;3;PST	N;INDF;MASC;SG
המתמחה	стажантка	המתמח	стажантка	V;FEM;SG;3;PST	N;INDF;FEM;SG
נבל	злодей	נבל	злодей		N;INDF;MASC;SG
נבל	арфа	נבל	арфа		N;INDF;MASC;SG
מרתון	маратон	מרתון	маратон		N;INDF;MASC;SG
המפקח	инспекторе	המפקח	инспекторе	PROPN	N;INDF;MASC;SG
המפקח	инспектор	המפקח	инспектор	PROPN	N;INDF;MASC;SG
דרבי	дарби	דרבי	дарба	N;MASC;SG	N;INDF;FEM;PL
ארליך	ерлих	ארליך	ерлих	PROPN	PROPN;INDF;MASC;SG
משפיעה	влиятелен	השפיע	влиятелен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;MASC;SG
משפיעה	влиятелни	השפיע	влиятелен	V;FEM;SG;V.PTCP;ACT	ADJ;INDF;PL
משפיעה	засягат	השפיע	засягам-(се)	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
משפיעה	засяга	השפיע	засягам-(се)	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
משפיעה	въздейства	השפיע	въздейство	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
משפיעה	влияе	השפיע	влия-(се)	V;FEM;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
משפיעה	засягащи	השפיע	засягам-(се)	V;FEM;SG;V.PTCP;ACT	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
בורוסיה	борусия	בורוסיה	борусия	PROPN	N;DEF;FEM;SG
מונרו	монро	מונר	монро	PROPN	PROPN;INDF;FEM;SG
מחסום	блокада	None	блокада		N;INDF;FEM;SG
מחסום	прегради	None	преградя		N;INDF;FEM;PL
מחסום	бариери	None	бариера		N;INDF;FEM;PL
מחסום	пречки	None	пречка		N;INDF;FEM;PL
מחסום	преграда	None	преграда		N;INDF;FEM;SG
מחסום	бариера	None	бариера		N;INDF;FEM;SG
השרת	сървър	השרה	сървър	PROPN	N;INDF;MASC;SG
אוסבורן	озбърн	אוסבורן	озбърн	PROPN	PROPN;INDF;MASC;SG
אוסבורן	осборн	אוסבורן	осборн	PROPN	N;INDF;MASC;SG
גרוסמן	гросман	גרוסמן	гросман	PROPN	N;INDF;MASC;SG
