med	med	med	med	ADP	
kritiker	krytyków	kritik	krytyk	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
kritiker	krytyk	kritik	krytyk	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
kritiker	krytyka	kritik	krytyka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
motståndare	przeciwników	motståndare	przeciwnik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
motståndare	przeciwnika	motståndare	przeciwnik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
motståndare	przeciwnikiem	motståndare	przeciwnik	N;NOM;INDF;MASC+FEM;PL	N;INS;MASC;SG
motståndare	przeciwnik	motståndare	przeciwnik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
häst	konia	häst	koń	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
häst	horse	häst	horse	N;NOM;INDF;MASC+FEM;SG	
häst	konie	häst	koń	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
häst	koniu	häst	koń	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
grå	gray	grå	grać	N;NOM;INDF;MASC+FEM;SG	
grå	szary	grå	szary	N;NOM;INDF;MASC+FEM;SG	
grå	szara	grå	szara	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
grå	szare	grå	szary	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
grå	szary	grå	szary	N;NOM;INDF;MASC+FEM;SG	
grå	szara	grå	szara	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
grå	szare	grå	szary	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
grå	grey	grå	grać	N;NOM;INDF;MASC+FEM;SG	
tyckte	myśl	tycka	myśleć	V;IND;PST;FIN;ACT	V;IPFV;IMP;SG;2;FIN;ACT
förstå	zrozumienie	förstå	zrozumienie	V;IMP;FIN;ACT	N;NOM;NEUT;SG
förstå	rozumienie	förstå	rozumienie	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
förstå	zrozumienia	förstå	zrozumienie	V;IMP;FIN;ACT	N;GEN;NEUT;SG
bolívar	bolívar	boltva	bolívar	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
strider	bitwy	strid	bitwa	N;NOM;INDF;MASC+FEM;PL	
racing	racing	racing	racing	N;NOM;INDF;MASC+FEM;SG	
racing	wyścigi	racing	wyścig	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
flandern	flanders	flander	flanders	PROPN;NOM	
herr	herr	herr	herr	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
carter	carter	cart	carter	PROPN;NOM	
stiftelsen	fundacji	stiftelse	fundacja	N;NOM;DEF;MASC+FEM;SG	N;GEN;FEM;SG
stiftelsen	foundation	stiftelse	foundation	N;NOM;DEF;MASC+FEM;SG	
thecla	tekli	thecla	teklić	N;NOM;INDF;MASC+FEM;SG	
mord	zabójstwa	mord	zabójstwo	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;SG
mord	zabójstw	mord	zabójstwo	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;PL
mord	zabójstwa	mord	zabójstwo	N;NOM;INDF;NEUT;SG	N;GEN;NEUT;SG
mord	morderstw	mord	morderstwo	N;NOM;INDF;NEUT;SG	
naturen	natura	natur	natura	N;NOM;DEF;MASC+FEM;SG	
naturen	natury	natur	natura	N;NOM;DEF;MASC+FEM;SG	
enkla	prosty	enkel	prosty	ADJ;NOM;PL	ADJ;NOM;MASC;SG
enkla	prosta	enkel	prosty	ADJ;NOM;PL	
enkla	proste	enkel	prosty	ADJ;NOM;PL	
dave	dave	dav	dave	PROPN;NOM	PROPN;NOM;MASC;SG
singlar	singles	singla	singles	N;NOM;INDF;MASC+FEM;PL	
singlar	single	singla	singło	N;NOM;INDF;MASC+FEM;PL	
singlar	jedynki	singla	jedynki	N;NOM;INDF;MASC+FEM;PL	
låga	płomienie	låg	płomić	ADJ;NOM;PL	N;NOM;MASC;PL
låga	płomień	låg	płomień	ADJ;NOM;PL	N;NOM;MASC;SG
låga	niska	låg	niska	ADJ;NOM;PL	
låga	niskie	låg	niski	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
låga	niski	låg	niski	ADJ;NOM;PL	ADJ;NOM;MASC;SG
låga	low	låg	low	ADJ;NOM;PL	
låga	nisko	låg	nisko	ADJ;NOM;PL	ADV
latinska	łacińskiej	latinsk	łaciński	ADJ;NOM;PL	ADJ;GEN;FEM;SG
quercus	quercus	quercus	quercus	N;NOM;INDF;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
quercus	dąb	quercus	dąb	N;NOM;INDF;MASC+FEM;SG	
korrekt	prawidłowo	korrekt	prawidłowo	ADJ;NOM;INDF;MASC+FEM;SG	ADV
korrekt	poprawnie	korrekt	poprawnie	ADJ;NOM;INDF;MASC+FEM;SG	ADV
korrekt	prawidłowo	korrekt	prawidłowo	ADJ;NOM;INDF;MASC+FEM;SG	ADV
ling	ling	ling	ling	N;NOM;INDF;NEUT;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
lane	lane	lane	lany	PROPN;NOM	
law	prawa	law	prawo	N;NOM;INDF;MASC+FEM;SG	
stjärnor	gwiazd	stjärna	gwiazd	N;NOM;INDF;MASC+FEM;PL	
stjärnor	gwiazdki	stjärna	gwiazdka	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
stjärnor	gwiazdy	stjärna	gwiazda	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;PL
stjärnor	gwiazdek	stjärna	gwiazdek	N;NOM;INDF;MASC+FEM;PL	N;ACC;FEM;SG
gifta	zamężna	gift	zamężny	ADJ;NOM;PL;PST;V.PTCP	N;NOM;FEM;SG
gifta	żonaty	gift	żonaty	ADJ;NOM;PL;PST;V.PTCP	ADJ;NOM;MASC;SG
åre	åre	åre	ór	PROPN;NOM	PROPN;NOM;MASC;SG
människa	ludzkie	människa	ludzki	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
människa	ludzka	människa	ludzki	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
människa	ludzki	människa	ludzki	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
människa	human	människa	human	N;NOM;INDF;MASC+FEM;SG	
människa	człowieka	människa	człowiek	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
scen	etapie	scen	etap	N;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
bit	gryźć	bit	gryźć	N;NOM;INDF;MASC+FEM;SG	V;IPFV;NFIN;ACT
bit	ugryźć	bit	ugryźć	N;NOM;INDF;MASC+FEM;SG	V;PFV;NFIN;ACT
bit	kawałek	bit	kawałek	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
bit	kawałku	bit	kawałek	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
faso	faso	faso	faso	PROPN;NOM	PROPN;NOM;MASC;SG
trea	trzecia	tre	trzeci	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
trea	trzeci	tre	trzeci	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
trea	trzecie	tre	trzeci	N;NOM;INDF;MASC+FEM;SG	
tusen	tysiąc	tusen	tysiąc	NUM;NOM	
tusen	tysięcy	tusen	tysiąc	NUM;NOM	N;ACC;MASC;PL
tusen	tys	tusen	tys	NUM;NOM	
roland	roland	roland	roland	PROPN;NOM	N;NOM;MASC;SG
bredd	szerokości	bredd	szerokość	N;NOM;INDF;MASC+FEM;SG	N;GEN;FEM;SG
nielsen	nielsen	nielsen	nielsen	N;NOM;DEF;MASC+FEM;SG	PROPN;NOM;MASC;SG
bevis	dowód	bevis	dowód	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
bevis	dowody	bevis	dowód	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
bevis	dowód	bevis	dowód	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
bevis	dowody	bevis	dowód	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
aragonien	aragón	aragonien	aragón	PROPN;NOM	
aragonien	aragon	aragonien	aragon	PROPN;NOM	
skådespelerska	aktorki	skådespelersk	aktorka	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
skådespelerska	aktorką	skådespelersk	aktorka	N;NOM;INDF;MASC+FEM;SG	N;INS;FEM;SG
solna	solna	solna	solny	PROPN;NOM	
litterära	literackie	litterär	literacki	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
aedes	aedes	aede	aedes	V;FIN;PASS	
hardy	hardy	hardy	harda	PROPN;NOM	PROPN;NOM;MASC;SG
riksdag	parlamentowi	riksdag	parlament	N;NOM;INDF;MASC+FEM;SG	N;DAT;MASC;SG
riksdag	parlamentu	riksdag	parlament	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
einar	einar	einar	einar	PROPN;NOM	PROPN;NOM;MASC;SG
fokus	skupić	fokus	skupić	N;NOM;INDF;NEUT;SG	V;PFV;NFIN;ACT
moritz	moritz	moritz	moritz	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
wolfgang	wolfgang	wolfgang	wolfgang	PROPN;NOM	N;NOM;MASC;SG
watson	watson	watson	watson	PROPN;NOM	
perspektiv	perspektyw	perspektiv	perspektywa	N;NOM;INDF;NEUT;SG	N;GEN;FEM;PL
perspektiv	perspektywy	perspektiv	perspektywa	N;NOM;INDF;NEUT;SG	N;ACC;FEM;PL
perspektiv	perspektywę	perspektiv	perspektywa	N;NOM;INDF;NEUT;SG	N;ACC;FEM;SG
perspektiv	perspektywy	perspektiv	perspektywa	N;NOM;INDF;NEUT;SG	N;ACC;FEM;PL
skador	zniszczenia	skada	zniszczyć	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
skador	uszkodzenie	skada	uszkodzić	N;NOM;INDF;MASC+FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
skador	szkody	skada	szkoda	N;NOM;INDF;MASC+FEM;PL	
skador	uszkodzenia	skada	uszkodzenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
skador	szkody	skada	szkoda	N;NOM;INDF;MASC+FEM;PL	
skador	odszkodowanie	skada	odszkodowanie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
skador	szkody	skada	szkoda	N;NOM;INDF;MASC+FEM;PL	
skador	urazy	skada	uraz	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
skador	uraz	skada	uraz	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
skador	uszkodzenie	skada	uszkodzić	N;NOM;INDF;MASC+FEM;PL	N;PFV;NOM;NEUT;SG;POS;V.MSDR
skador	urazy	skada	uraz	N;NOM;INDF;MASC+FEM;PL	V;IPFV;IND;SG;PRS;FIN;ACT
velika	velika	velik	velika	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
nigeria	nigerii	nigeri	nigeria	PROPN;NOM	
mala	szlifowania	mala	szlifować	V;IMP;FIN;ACT	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
mala	mala	mala	mala	V;IMP;FIN;ACT	V;IPFV;IND;SG;PRS;FIN;ACT
elmer	elmer	elmer	elmer	PROPN;NOM	PROPN;NOM;MASC;SG
handlingar	dokumentów	handling	dokument	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
drew	narysował	drew	narysować	PROPN;NOM	V;PFV;MASC;IND;SG;PST;FIN;ACT
drew	drew	drew	drwa	PROPN;NOM	
sri	sri	sri	srać	PROPN;NOM	PROPN;NOM;MASC;SG
klubbar	trefl	klubb	trefl	N;NOM;INDF;MASC+FEM;PL	
klubbar	klubów	klubb	klub	N;NOM;INDF;MASC+FEM;PL	N;GEN;MASC;PL
uppfattning	poczęcia	uppfattning	począć	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;SG
bretagne	bretagne	bretagne	bretagny	N;NOM;INDF;NEUT;SG	
bretagne	brittany	bretagne	brittan	N;NOM;INDF;NEUT;SG	
åtgärder	działania	åtgärd	działanie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
åtgärder	czynność	åtgärd	czynność	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
åtgärder	działanie	åtgärd	działać	N;NOM;INDF;MASC+FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
åtgärder	akcja	åtgärd	akcja	N;NOM;INDF;MASC+FEM;PL	N;NOM;FEM;SG
åtgärder	miary	åtgärd	miara	N;NOM;INDF;MASC+FEM;PL	
åtgärder	działania	åtgärd	działanie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
lima	lima	lima	lima	N;NOM;INDF;MASC+FEM;SG	
charlie	charlie	charlie	charlie	PROPN;NOM	
charlie	charliego	charlie	charlić	PROPN;NOM	
grader	stopnie	grad	stopień	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
grader	stopni	grad	stopień	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
passerar	przekraczania	passera	przekraczać	V;IND;PRS;FIN;ACT	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
passerar	przepustki	passera	przepustka	V;IND;PRS;FIN;ACT	N;ACC;FEM;PL
passerar	wejściówki	passera	wejściówka	V;IND;PRS;FIN;ACT	N;ACC;FEM;PL
passerar	mijania	passera	mijanie	V;IND;PRS;FIN;ACT	
maryland	maryland	maryland	maryland	PROPN;NOM	N;NOM;MASC;SG
liverpool	liverpoolu	liverpool	liverpool	PROPN;NOM	N;GEN;MASC;SG
liverpool	liverpool	liverpool	liverpool	PROPN;NOM	N;NOM;MASC;SG
force	siły	force	siła	N;NOM;INDF;MASC+FEM;SG	N;ACC;FEM;SG
force	force	force	forka	N;NOM;INDF;MASC+FEM;SG	
salzburg	salzburg	salzburg	salzburg	PROPN;NOM	N;NOM;MASC;SG
gods	cargo	god	cargo	N;NOM;INDF;NEUT;SG	
gods	ładunek	god	ładunek	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
gods	towarów	god	towar	N;NOM;INDF;NEUT;SG	N;GEN;MASC;PL
gods	towary	god	towar	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
gods	towarowy	god	towarowy	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
arkiv	repozytorium	arkiv	repozytorium	N;NOM;INDF;NEUT;SG	N;ACC;NEUT;SG
arkiv	archiwa	arkiv	archiwa	N;NOM;INDF;NEUT;SG	
arkiv	plik	arkiv	plik	N;NOM;INDF;NEUT;SG	N;ACC;MASC;SG
arkiv	pliku	arkiv	plik	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
arkiv	archiwa	arkiv	archiwa	N;NOM;INDF;NEUT;SG	
main	główne	main	główny	PROPN;NOM	ADJ;NOM;NEUT;SG
main	główna	main	główna	PROPN;NOM	
main	main	main	main	PROPN;NOM	
main	główny	main	główny	PROPN;NOM	ADJ;NOM;MASC;SG
knappt	ledwo	knappt	ledwo	ADV	
knappt	ledwie	knappt	ledwie	ADV	
verkställande	egzekwowanie	verkställande	egzekwować	ADJ;NOM;PRS;V.PTCP	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
verkställande	egzekwowania	verkställande	egzekwowanie	ADJ;NOM;PRS;V.PTCP	N;GEN;NEUT;SG
verkställande	realizacja	verkställande	realizacja	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG
verkställande	egzekucja	verkställande	egzekucja	ADJ;NOM;PRS;V.PTCP	N;NOM;FEM;SG
verkställande	wykonanie	verkställande	wykonać	ADJ;NOM;PRS;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
verkställande	executive	verkställande	executiv	ADJ;NOM;PRS;V.PTCP	
verkställande	wykonawczy	verkställande	wykonawczy	ADJ;NOM;PRS;V.PTCP	ADJ;ACC;MASC;SG
verkställande	wykonującego	verkställande	wykonywać	ADJ;NOM;PRS;V.PTCP	ADJ;IPFV;ACC;MASC;SG;POS;V.PTCP;ACT
sjunger	śpiewanie	sjunga	śpiewać	V;IND;PRS;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sjunger	śpiew	sjunga	śpiew	V;IND;PRS;FIN;ACT	N;NOM;MASC;SG
svea	svea	svea	svea	PROPN;NOM	
ström	potok	ström	potok	N;NOM;INDF;MASC+FEM;SG	
ström	stream	ström	stream	N;NOM;INDF;MASC+FEM;SG	
bengtsson	bengtsson	bengtsson	bengtsson	PROPN;NOM	
elisabet	elżbieta	elisabet	elżbieta	PROPN;NOM	PROPN;NOM;FEM;SG
elisabet	elizabeth	elisabet	elizabeth	PROPN;NOM	V;IPFV;IND;SG;PRS;FIN;ACT
elisabet	elżbieta	elisabet	elżbieta	PROPN;NOM	PROPN;NOM;FEM;SG
elisabet	elisabeth	elisabet	elisabeth	PROPN;NOM	N;NOM;FEM;SG
fristående	niezależnych	fristående	niezależny	ADJ;NOM;PRS;V.PTCP	ADJ;GEN;MASC;PL
fristående	niezależni	fristående	niezależni	ADJ;NOM;PRS;V.PTCP	N;NOM;MASC;PL
minsta	minimalna	liten	minimalny	ADJ;NOM;DEF;RL	ADJ;NOM;FEM;SG
minsta	minimum	liten	minimum	ADJ;NOM;DEF;RL	
minsta	minimalny	liten	minimalny	ADJ;NOM;DEF;RL	ADJ;NOM;MASC;SG
minsta	najmniejszej	liten	many	ADJ;NOM;DEF;RL	ADJ;GEN;CMPR;FEM;SG
minsta	najmniejsze	liten	mało	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;NEUT;SG
minsta	najmniejszy	liten	mały	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;MASC;SG
minsta	najmniejszych	liten	mały	ADJ;NOM;DEF;RL	ADJ;ACC;CMPR;MASC;PL
minsta	najmniejsza	liten	mały	ADJ;NOM;DEF;RL	ADJ;NOM;CMPR;FEM;SG
inspelad	zarejestrowany	inspela	zarejestrować	N;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
inspelad	rejestrowane	inspela	rejestrować	N;NOM;INDF;MASC+FEM;SG	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inspelad	zapisane	inspela	zapisać	N;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inspelad	zarejestrowane	inspela	zarejestrować	N;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
inspelad	nagrane	inspela	nagrać	N;NOM;INDF;MASC+FEM;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
behövde	potrzebny	behöva	potrzebny	V;IND;PST;FIN;ACT	ADJ;NOM;MASC;SG
behövde	potrzebna	behöva	potrzebny	V;IND;PST;FIN;ACT	ADJ;NOM;FEM;SG
behövde	potrzebne	behöva	potrzebny	V;IND;PST;FIN;ACT	ADJ;NOM;NEUT;SG
ungerska	węgierskiej	ungerska	węgierski	N;NOM;INDF;MASC+FEM;SG	ADJ;GEN;FEM;SG
ungerska	węgierskie	ungerska	węgierski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
ungerska	węgierski	ungerska	węgierski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
ungerska	węgier	ungerska	węgier	N;NOM;INDF;MASC+FEM;SG	
ungerska	węgierska	ungerska	węgierski	N;NOM;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
forest	lasy	forest	las	N;NOM;INDF;NEUT;SG	N;NOM;MASC;PL
forest	leśne	forest	leśny	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
forest	lasu	forest	las	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
forest	leśny	forest	leśny	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
deep	głęboka	deep	głęboki	N;NOM;INDF;NEUT;SG	ADJ;NOM;FEM;SG
deep	głęboki	deep	głęboki	N;NOM;INDF;NEUT;SG	ADJ;NOM;MASC;SG
deep	głęboko	deep	głęboko	N;NOM;INDF;NEUT;SG	ADV
deep	głębokie	deep	głęboki	N;NOM;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
deep	deep	deep	deep	N;NOM;INDF;NEUT;SG	
administratör	administratora	administratör	administrator	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
administratör	administratorem	administratör	administrator	N;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
administratör	administratora	administratör	administrator	N;NOM;INDF;MASC+FEM;SG	N;ACC;MASC;SG
administratör	administratorem	administratör	administrator	N;NOM;INDF;MASC+FEM;SG	N;INS;MASC;SG
andrea	andrei	annan	andrej	PROPN;NOM	
andrea	andrea	annan	andrea	PROPN;NOM	PROPN;NOM;MASC;SG
bahr	bahr	bahr	bahr	PROPN;NOM	PROPN;NOM;MASC;SG
kvinnan	kobiety	kvinna	kobieta	N;NOM;DEF;MASC+FEM;SG	N;NOM;FEM;PL
aktuella	prąd	aktuell	prąd	ADJ;NOM;PL	N;NOM;MASC;SG
aktuella	bieżące	aktuell	bieżący	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
aktuella	aktualne	aktuell	aktualny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
aktuella	bieżący	aktuell	bieżący	ADJ;NOM;PL	ADJ;NOM;MASC;SG
aktuella	aktualny	aktuell	aktualny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
upptäckte	odkryte	upptäcka	odkryć	V;IND;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
konflikt	konflikty	konflikt	konflikt	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
konflikt	konfliktu	konflikt	konflikt	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
awards	nagród	acard	nagroda	N;NOM;INDF;MASC+FEM;SG	
awards	nagrody	acard	nagroda	N;NOM;INDF;MASC+FEM;SG	N;NOM;FEM;PL
påve	papież	påve	papież	PROPN;NOM	N;NOM;MASC;SG
påve	pope	påve	pope	PROPN;NOM	
påve	papieża	påve	papież	PROPN;NOM	N;GEN;MASC;SG
beskrev	opisano	beskrev	opisać	V;IMP;PST;FIN;ACT	V;PFV;IND;0;PST;FIN;ACT
beskrev	opisane	beskrev	opisać	V;IMP;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
beskrev	opisał	beskrev	opisać	V;IMP;PST;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
beskrev	opisana	beskrev	opisać	V;IMP;PST;FIN;ACT	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
kennedy	kennedy	kennedy	kenned	PROPN;NOM	
ulla	ulla	ull	ulla	PROPN;NOM	
ingrid	ingrid	ingrid	ingrid	PROPN;NOM	PROPN;NOM;FEM;SG
maritime	morska	maritime	morski	N;NOM;MASC+FEM;SG	ADJ;NOM;FEM;SG
maritime	morski	maritime	morski	N;NOM;MASC+FEM;SG	ADJ;NOM;MASC;SG
maritime	morskie	maritime	morski	N;NOM;MASC+FEM;SG	ADJ;NOM;NEUT;SG
maritime	morskiego	maritime	morski	N;NOM;MASC+FEM;SG	ADJ;ACC;MASC;SG
hms	hms	hms	hmsieć	N	
minister	ministrze	minister	minister	N;NOM;INDF;MASC+FEM;SG	
minister	ministrowie	minister	minister	N;NOM;INDF;MASC+FEM;SG	N;NOM;MASC;PL
marsh	bagna	marsh	bagny	N;NOM;INDF;MASC+FEM;SG	
marsh	marsh	marsh	marsh	N;NOM;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
skogen	lasu	skog	las	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
skogen	lasy	skog	las	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;PL
skogen	lesie	skog	las	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
skogen	woods	skog	woods	N;NOM;DEF;MASC+FEM;SG	
skogen	lasy	skog	las	N;NOM;DEF;MASC+FEM;SG	N;NOM;MASC;PL
skogen	leśne	skog	leśny	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
skogen	lasu	skog	las	N;NOM;DEF;MASC+FEM;SG	N;GEN;MASC;SG
skogen	leśny	skog	leśny	N;NOM;DEF;MASC+FEM;SG	ADJ;NOM;MASC;SG
gränser	ograniczenia	gräns	ograniczenie	N;NOM;INDF;MASC+FEM;PL	N;NOM;NEUT;SG
gränser	granic	gräns	granica	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL
gränser	granic	gräns	granica	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL
gränser	granic	gräns	granica	N;NOM;INDF;MASC+FEM;PL	N;GEN;FEM;PL
framgångsrik	udanych	framgångsrik	udać	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;GEN;MASC;PL
framgångsrik	udany	framgångsrik	udany	ADJ;NOM;INDF;MASC+FEM;SG	
comté	comté	comté	comt	N;NOM;INDF;MASC+FEM;SG	
ökat	zwiększenie	öka	zwiększyć	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;PFV;NOM;NEUT;SG;POS;V.MSDR
sälja	sprzedawanie	sälja	sprzedawać	V;IMP;FIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
sälja	sprzedaży	sälja	sprzedaż	V;IMP;FIN;ACT	
sälja	sprzedaż	sälja	sprzedaż	V;IMP;FIN;ACT	
sälja	sprzedaje	sälja	sprzedawać	V;IMP;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
institute	instytutu	institute	instytut	N;NOM;INDF;NEUT;SG	N;GEN;MASC;SG
institute	institute	institute	institut	N;NOM;INDF;NEUT;SG	
provence	provence	provence	provenka	N;NOM;INDF;MASC+FEM;SG	
sjöng	śpiewała	sjöng	śpiewać	V;IMP;FIN;ACT	V;IPFV;FEM;IND;SG;PST;FIN;ACT
sjöng	sang	sjöng	sang	V;IMP;FIN;ACT	
sjöng	śpiewał	sjöng	śpiewać	V;IMP;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
symbol	symbolu	symbol	symbol	N;NOM;INDF;MASC+FEM;SG	N;GEN;MASC;SG
livsmiljö	siedlisk	livsmiljö	siedlisk	N;NOM;INDF;MASC+FEM;SG	N;GEN;NEUT;PL
livsmiljö	siedliska	livsmiljö	siedlisko	N;NOM;INDF;MASC+FEM;SG	N;NOM;NEUT;PL
eagle	orła	eagle	orzeł	N;NOM;INDF;NEUT;SG	
eagle	eagle	eagle	eagle	N;NOM;INDF;NEUT;SG	
medarbetare	pracownik	medarbetare	pracownik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
medarbetare	pracownika	medarbetare	pracownik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
medarbetare	pracowników	medarbetare	pracownik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
medarbetare	współpracownika	medarbetare	współpracownik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;SG
medarbetare	współpracownik	medarbetare	współpracownik	N;NOM;INDF;MASC+FEM;PL	N;NOM;MASC;SG
medarbetare	współpracowników	medarbetare	współpracownik	N;NOM;INDF;MASC+FEM;PL	N;ACC;MASC;PL
akut	ostre	akut	ostry	ADJ;NOM;INDF;NEUT;SG	
