tlenu	oksijen	tlen	oksij	N;GEN;MASC;SG	
wprowadzona	tanıştırdı	wprowadzić	tanış	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;CAUS
zwrot	iade	zwrot	iade	N;NOM;MASC;SG	
zwrot	dönüş	zwrot	dönüş	N;NOM;MASC;SG	
zwrot	iade	zwrot	iade	N;NOM;MASC;SG	
funkcjonowanie	işlem	funkcjonowanie	işlem	N;NOM;NEUT;SG	
funkcjonowanie	operasyonu	funkcjonowanie	operasyon	N;NOM;NEUT;SG	N;ACC;SG;3
funkcjonowanie	operasyon	funkcjonowanie	operasyon	N;NOM;NEUT;SG	
funkcjonowanie	işleyen	funkcjonowanie	işle	N;NOM;NEUT;SG	V;PFV;IND;POS;PRS;V.PTCP
białoruś	rusya	białoruś	rusya		PROPN;NOM;SG;3
białoruś	belarus	białoruś	belarus		PROPN;NOM;SG;3
socjalistyczna	sosyalist	socjalistyczny	sosyalist	ADJ;NOM;FEM;SG	
czołg	tankı	czołg	tankı	N;ACC;MASC;SG	N;NOM;SG;3
czołg	tank	czołg	tank	N;ACC;MASC;SG	
egzemplarze	kopyaları	egzemplarz	kopya	N;NOM;MASC;PL	N;ACC;PL;3
zboczach	yamaçlarında	zboczyć	yamaç	N;GEN;MASC;PL	N;ESS;PL;3
słowackiej	slovak	słowacki	slovak	ADJ;GEN;FEM;SG	
widział	testere	widzieć	testere	V;IPFV;MASC;IND;SG;PST;FIN;ACT	
połączona	birleşti	połączyć	birleş	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
patrol	devriyeler	patrol	devriye	N;NOM;MASC;SG	N;NOM;PL;3
litera	harf	liter	harf	N;NOM;FEM;SG	
oznaczony	etiketlenen	oznaczyć	etiketle	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
oznaczony	etiketli	oznaczyć	etiketli	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
oznaczony	işaretlenmiş	oznaczyć	işaretle	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
control	kumanda	control	kumanda		N;NOM;SG;3
chóru	korosu	chór	koro		N;NOM;SG;3
chóru	korosu	chór	koro		N;NOM;SG;3
starcia	çatışmalar	starcie	çatış	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
maroka	fas	marok	fas	PROPN;GEN;MASC;SG	PROPN;NOM;SG;3
maroka	faslı	marok	faslı	PROPN;GEN;MASC;SG	
athletic	atletik	athletic	atletik		N;NOM;SG;3
aresztowania	tutuklamalar	aresztowanie	tutukla	N;GEN;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
aresztowania	tutuklama	aresztowanie	tutukla	N;GEN;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
okien	pencereler	okno	pencere		N;NOM;PL;3
okien	pencereleri	okno	pencere		N;NOM;PL;3
karen	karen	karen	karen	PROPN;NOM;FEM;SG	
odpowiedni	uygundur	odpowiedni	uygun	ADJ;NOM;MASC;SG	
śledztwo	soruşturma	śledztwo	soruşturma	N;NOM;NEUT;SG	
względnie	nispeten	względnie	nispet	ADV	
praktyczny	pratik	praktyczny	pratik	ADJ;NOM;MASC;SG	
ograniczony	sınırlı	ograniczyć	sınırlı	ADJ;NOM;MASC;SG	
ograniczony	kısıtlı	ograniczyć	kısıtlı	ADJ;NOM;MASC;SG	
ograniczony	sınırlıdır	ograniczyć	sınırlı	ADJ;NOM;MASC;SG	
ograniczony	kısıtlı	ograniczyć	kısıtlı	ADJ;NOM;MASC;SG	
arabskie	arap	arabski	arap	ADJ;NOM;NEUT;SG	
arabskie	arapça	arabski	arapça	ADJ;NOM;NEUT;SG	
arabskie	arap	arabski	arap	ADJ;NOM;NEUT;SG	
arabskie	arap	arabski	arap	ADJ;NOM;NEUT;SG	
lewo	soldan	lewo	sol		ADJ;AT+ABL;SG;3
kopenhadze	kopenhag	kopenhadz	kopenhag	PROPN;DAT;MASC;SG	PROPN;NOM;SG;3
wyścigi	yarışmak	wyścig	yarış	N;NOM;MASC;PL	V;PFV;NOM;IND;POS;PRS;V.MSDR
wyścigi	yarış	wyścig	yarış	N;NOM;MASC;PL	
dotarły	vardım	dotrzeć	var	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;PFV;IND;SG;1;POS;PST
dotarły	geldi	dotrzeć	gel	V;PFV;FEM;IND;PL;PST;FIN;ACT	V;PFV;IND;SG;3;POS;PST
sumy	meblağlar	suma	meblağ		N;NOM;PL;3
bractwa	dernek	bractwo	dernek	N;ACC;NEUT;SG	
bractwa	kardeşlik	bractwo	kardeşlik	N;ACC;NEUT;SG	N;NOM;SG;3
bractwa	kardeşliği	bractwo	kardeşlik	N;ACC;NEUT;SG	N;NOM;SG;3
bractwa	kardeşlik	bractwo	kardeşlik	N;ACC;NEUT;SG	N;NOM;SG;3
tajemnica	gizemli	tajemnica	gizemli	N;NOM;FEM;SG	
tajemnica	gizem	tajemnica	gizem	N;NOM;FEM;SG	
tajemnica	sır	tajemnica	sır	N;NOM;FEM;SG	
tajemnica	secret	tajemnica	secret	N;NOM;FEM;SG	
tajemnica	gizli	tajemnica	gizli	N;NOM;FEM;SG	
targ	pazarı	targa	pazar	N;NOM;MASC;SG	N;ACC;SG;3
targ	pazar	targa	pazar	N;NOM;MASC;SG	
targ	piyasa	targa	piyas	N;NOM;MASC;SG	
targ	market	targa	market	N;NOM;MASC;SG	
połączony	bağlantılı	połączyć	bağlantılı	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
połączony	bağlı	połączyć	bağlı	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	
połączony	bağlandı	połączyć	bağla	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
połączony	bağlanmış	połączyć	bağla	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
kraina	toprak	kraina	toprak	N;NOM;FEM;SG	
kraina	arazi	kraina	arazi	N;NOM;FEM;SG	
kraina	kara	kraina	kara	N;NOM;FEM;SG	
kraina	land	kraina	la	N;NOM;FEM;SG	PROPN;NOM;SG;3
szeregi	serisi	szereg	seri	N;ACC;MASC;SG	PROPN;NOM;SG;3
szeregi	dizi	szereg	dizi	N;ACC;MASC;SG	N;NOM;SG;3
szeregi	seri	szereg	seri	N;ACC;MASC;SG	
potrzebny	ihtiyaç	potrzebny	ihtiyaç	ADJ;NOM;MASC;SG	
potrzebny	lazım	potrzebny	lazım	ADJ;NOM;MASC;SG	
potrzebny	ihtiyacım	potrzebny	ihtiyaç	ADJ;NOM;MASC;SG	N;NOM;SG;3
potrzebny	gerek	potrzebny	gerek	ADJ;NOM;MASC;SG	
potrzebny	ihtiyaç	potrzebny	ihtiyaç	ADJ;NOM;MASC;SG	
potrzebny	gerekliydi	potrzebny	gerekli	ADJ;NOM;MASC;SG	V;PFV;IND;SG;3;POS;PST
potrzebny	lazımdı	potrzebny	lazım	ADJ;NOM;MASC;SG	
oryginalna	orijinal	oryginalny	orijinal	ADJ;NOM;FEM;SG	
oryginalna	özgün	oryginalny	özgün	ADJ;NOM;FEM;SG	
oryginalna	orjinal	oryginalny	orjinal	ADJ;NOM;FEM;SG	
oryginalna	aslı	oryginalny	aslı	ADJ;NOM;FEM;SG	
kanały	kanal	kanał	kanal	N;NOM;MASC;PL	
kanały	kanalları	kanał	kanal	N;NOM;MASC;PL	N;ACC;PL;3
kanały	kanal	kanał	kanal	N;NOM;MASC;PL	
kanały	kanalı	kanał	kanalı	N;NOM;MASC;PL	N;ACC;SG;3
kanały	channel	kanał	channel	N;NOM;MASC;PL	
inicjatorem	başlatan	inicjator	başla	N;INS;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP;CAUS
zoo	hayvanat	zoo	hayvanat		ADJ;NOM;SG;3
pokryta	kaplı	pokryć	kaplı	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	
pokryta	örtülü	pokryć	örtül	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	N;NOM;SG;3
ambasady	büyükelçilikleri	ambasada	büyükelçilik	N;GEN;FEM;SG	N;ACC;PL;3
ambasady	büyükelçiliği	ambasada	büyükelçilik	N;GEN;FEM;SG	N;NOM;SG;3
ambasady	elçilik	ambasada	elçilik	N;GEN;FEM;SG	
jefferson	jefferson	jefferson	jefferson	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
partner	ortak	partner	ortak	N;NOM;MASC;SG	ADJ
transmisji	iletim	transmisja	iletim	N;GEN;FEM;SG	
transmisji	yayın	transmisja	yayın	N;GEN;FEM;SG	
teodora	theodora	teodor	theodora		N;NOM;SG;3
właściciele	sahipleri	właściciel	sahip	N;NOM;MASC;PL	N;ACC;PL;3
albrecht	albrecht	albrecht	albrecht	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
kolonie	koloniler	kolonie	koloni	N;NOM;FEM;SG	N;NOM;PL;3
joão	joão	joão	joão	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
heinz	heinz	heinz	heinz	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
wygrana	kazanın	wygrać	kaza	N;NOM;FEM;SG	N;GEN;SG;3
wygrana	kazanmak	wygrać	kazan	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
wygrana	kazan	wygrać	kazan	N;NOM;FEM;SG	
wygrana	kazanma	wygrać	kazan	N;NOM;FEM;SG	
wygrana	kazanmak	wygrać	kazan	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
wygrana	kazanıyor	wygrać	kazan	N;NOM;FEM;SG	V;PROG;IND;SG;3;POS;INFM;PRS
rachel	rachel	rachel	rachel	PROPN;NOM;FEM;SG	
flotylli	filo	flotylla	filo	N;GEN;FEM;SG	
wenecja	venedik	wenecja	vene	N;NOM;FEM;SG	
sierżant	çavuş	sierżant	çavuş	N;NOM;MASC;SG	
sierżant	çavuş	sierżant	çavuş	N;NOM;MASC;SG	
wynalazca	mucit	wynalazca	mucit	N;NOM;MASC;SG	
skarb	degerli	skarb	degerli	N;ACC;MASC;SG	
skarb	değerli	skarb	değerli	N;ACC;MASC;SG	
skarb	kıymetli	skarb	kıymetli	N;ACC;MASC;SG	
skarb	hazine	skarb	hazin	N;ACC;MASC;SG	N;NOM;SG;3
skarb	define	skarb	def	N;ACC;MASC;SG	N;NOM;SG;3
ogrody	bahçeleri	ogród	bahçe	N;NOM;MASC;PL	N;ACC;PL;3
ogrody	gardens	ogród	gardens	N;NOM;MASC;PL	N;NOM;SG;3
prokurator	davacı	prokurator	davacı	N;NOM;MASC;SG	
prokurator	savcı	prokurator	savcı	N;NOM;MASC;SG	
potwierdza	doğruluyor	potwierdzać	doğrul	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
pamiętnik	günlük	pamiętnik	günlük	N;ACC;MASC;SG	
pamiętnik	günlüğü	pamiętnik	günlük	N;ACC;MASC;SG	ADJ;ACC;SG;3
pamiętnik	journal	pamiętnik	journal	N;ACC;MASC;SG	
pamiętnik	günlük	pamiętnik	günlük	N;ACC;MASC;SG	
pamiętnik	günlüğü	pamiętnik	günlük	N;ACC;MASC;SG	ADJ;ACC;SG;3
stawu	pond	staw	pond	N;GEN;MASC;SG	N;NOM;SG;3
przewodnictwem	başkanlığı	przewodnictwo	başkanlık	N;INS;NEUT;SG	N;NOM;SG;3
prawdopodobne	muhtemel	prawdopodobny	muhtemel	ADJ;NOM;NEUT;SG	
prawdopodobne	olası	prawdopodobny	olası	ADJ;NOM;NEUT;SG	
prawdopodobne	muhtemel	prawdopodobny	muhtemel	ADJ;NOM;NEUT;SG	
procedury	prosedürleri	procedura	prosedür	N;ACC;FEM;PL	N;NOM;PL;3
procedury	prosedür	procedura	prosedür	N;ACC;FEM;PL	
barona	baron	barona	baron	N;ACC;MASC;SG	
sumę	toplam	suma	toplam	N;ACC;FEM;SG	
sumę	sum	suma	sum	N;ACC;FEM;SG	
sumę	toplamı	suma	toplam	N;ACC;FEM;SG	
dostaje	döndürür	dostawać	dön	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;SG;3;POS;CAUS
prawny	yasal	prawny	yasal	ADJ;NOM;MASC;SG	
prawny	kanuni	prawny	kanun	ADJ;NOM;MASC;SG	
prawny	hukuki	prawny	hukuki	ADJ;NOM;MASC;SG	
cząsteczki	parçacıkların	cząsteczka	parçacık	N;NOM;FEM;PL	N;GEN;PL;3
cząsteczki	molekül	cząsteczka	molekül	N;NOM;FEM;PL	N;NOM;SG;3
cząsteczki	parçacık	cząsteczka	parçacık	N;NOM;FEM;PL	N;NOM;SG;3
wstawić	ekle	wstawić	ekil	V;PFV;NFIN;ACT	
czysto	açık	czysto	açık		ADJ
czysto	temizle	czysto	temiz		V;PFV;IMP;SG;2;POS;PRS
urzędy	ofisleri	urząd	ofis	N;NOM;MASC;PL	N;ACC;PL;3
urzędy	ofis	urząd	ofis	N;NOM;MASC;PL	
plemiona	kabileler	plemię	kabile	N;NOM;NEUT;SG	N;NOM;PL;3
nadzwyczajny	sıradışı	nadzwyczajny	sıra	ADJ;NOM;MASC;SG	
nadzwyczajny	olağandışı	nadzwyczajny	olağan	ADJ;NOM;MASC;SG	
linda	linda	linda	linda	PROPN;NOM;FEM;SG	
musical	müzikal	musical	müzikal	N;NOM;MASC;SG	
mistrzowie	masters	mistrz	masters	N;NOM;MASC;PL	
mistrzowie	şampiyon	mistrz	şampiyon	N;NOM;MASC;PL	
drewno	odun	drewno	odun	N;NOM;NEUT;SG	
drewno	ağaç	drewno	ağaç	N;NOM;NEUT;SG	
drewno	tahta	drewno	tahta	N;NOM;NEUT;SG	
drewno	kereste	drewno	keres	N;NOM;NEUT;SG	
salvador	salvador	salvador	salvador	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
islam	islam	islam	islam	N;NOM;MASC;SG	
bloków	engeller	blok	engel	N;GEN;MASC;PL	
bloków	blok	blok	blok	N;GEN;MASC;PL	
wagner	wagner	wagner	wagner	PROPN;NOM;MASC;SG	PROPN;NOM;SG;3
prasa	press	prasa	press	N;NOM;FEM;SG	
prasa	basın	prasa	basın	N;NOM;FEM;SG	
prasa	basin	prasa	basin	N;NOM;FEM;SG	
prasa	basında	prasa	bas	N;NOM;FEM;SG	N;ESS;SG;3
prasa	bas	prasa	bas	N;NOM;FEM;SG	
łańcuch	string	łańcuch	string	N;NOM;MASC;SG	
łańcuch	telli	łańcuch	telli	N;NOM;MASC;SG	
łańcuch	dizge	łańcuch	dizge	N;NOM;MASC;SG	
łańcuch	ip	łańcuch	ip	N;NOM;MASC;SG	
łańcuch	dize	łańcuch	dize	N;NOM;MASC;SG	
eso	eso	eso	eso	PROPN;NOM;MASC;SG	
grubość	kalınlığı	grubość	kalınlık	N;NOM;FEM;SG	N;ACC;SG;3
stevens	stevens	stevens	stevens	PROPN;NOM;MASC;SG	
kapitał	başkent	kapitał	başkent	N;ACC;MASC;SG	
kapitał	sermaye	kapitał	sermaye	N;ACC;MASC;SG	
kapitał	başkenti	kapitał	başkent	N;ACC;MASC;SG	N;NOM;SG;3
monica	monica	monica	monica	V;IPFV;IND;SG;1;PRS;FIN;ACT	PROPN;NOM;SG;3
galaktyki	galaksiler	galaktyk	galaksi	N;ACC;FEM;PL	N;NOM;PL;3
galaktyki	galaksi	galaktyk	galaksi	N;ACC;FEM;PL	
galaktyki	galaxy	galaktyk	galaxy	N;ACC;FEM;PL	
galaktyki	galaksi	galaktyk	galaksi	N;ACC;FEM;PL	
aktualny	güncel	aktualny	güncel	ADJ;NOM;MASC;SG	
aktualny	akım	aktualny	akım	ADJ;NOM;MASC;SG	
aktualny	şimdiki	aktualny	şimdiki	ADJ;NOM;MASC;SG	
aktualny	mevcut	aktualny	mevcut	ADJ;NOM;MASC;SG	
aktualny	akıntı	aktualny	akıntı	ADJ;NOM;MASC;SG	N;NOM;SG;3
kontrola	kontrol	kontrola	kontrol	N;NOM;FEM;SG	
kontrola	control	kontrola	control	N;NOM;FEM;SG	
kontrola	denetim	kontrola	denetim	N;NOM;FEM;SG	
kontrola	denetleme	kontrola	denetle	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kontrola	denetim	kontrola	denetim	N;NOM;FEM;SG	
kontrola	denetleme	kontrola	denetle	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kontrola	teftiş	kontrola	teftiş	N;NOM;FEM;SG	
kontrola	inceleme	kontrola	incele	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
kontrola	denetim	kontrola	denetim	N;NOM;FEM;SG	
mieszane	karışık	mieszany	karışık	ADJ;NOM;NEUT;SG	
mieszane	karıştırılmış	mieszany	karış	ADJ;NOM;NEUT;SG	V;PFV;NFH;IND;POS;PST;PASS
mieszane	harmanlanmış	mieszany	harmanla	ADJ;NOM;NEUT;SG	V;PFV;NFH;IND;POS;PST;V.PTCP
dodaje	ekler	dodawać	ek	V;IPFV;IND;SG;3;PRS;FIN;ACT	
dodaje	ekleme	dodawać	ekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	
dodaje	ekliyor	dodawać	ekle	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
warunek	durum	warunek	durum	N;ACC;MASC;SG	N;NOM;SG;3
warunek	condition	warunek	condition	N;ACC;MASC;SG	
warunek	şart	warunek	şart	N;ACC;MASC;SG	
warunek	durumu	warunek	durum	N;ACC;MASC;SG	N;NOM;SG;3
warunek	koşul	warunek	koşul	N;ACC;MASC;SG	
zawieszenia	uzaklaştırma	zawiesić	uzaklaş	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
zawieszenia	uzaklaştırma	zawiesić	uzaklaş	N;NOM;NEUT;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
koleje	demiryolları	kolej	demiryol	N;NOM;FEM;SG	N;NOM;PL;3
koleje	demiryolları	kolej	demiryol	N;NOM;FEM;SG	N;NOM;PL;3
stowarzyszeń	dernekleri	stowarzyszenie	dernek	N;GEN;NEUT;PL	N;NOM;PL;3
regina	regina	regina	regin	N;NOM;FEM;SG	N;DAT;SG;3
sokół	falcon	sokół	falcon	N;NOM;MASC;SG	
sokół	doğan	sokół	doğ	N;NOM;MASC;SG	
sokół	şahin	sokół	şahin	N;NOM;MASC;SG	PROPN;NOM;SG;3
działka	komplo	działko	komplo	N;NOM;FEM;SG	
rozwiązany	çözüldü	rozwiązać	çözül	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
rozwiązany	çözülmüş	rozwiązać	çöz	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
rozwiązany	çözüldü	rozwiązać	çözül	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
rozwiązany	çözülmüş	rozwiązać	çöz	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
znaczny	önemli	znaczny	önemli	ADJ;NOM;MASC;SG	
floryda	florida	floryd	flori		PROPN;NOM;SG;3
księżnej	düşes	księżny	düşes	ADJ;GEN;FEM;SG	
geograficzny	coğrafi	geograficzny	coğrafi	ADJ;NOM;MASC;SG	
geograficzny	coğrafi	geograficzny	coğrafi	ADJ;NOM;MASC;SG	
autobus	otobüsle	autobus	otobüsle	N;NOM;MASC;SG	N;INS;SG;3
wirnika	rotor	wirnik	rotor	N;ACC;MASC;SG	
wirnika	pervane	wirnik	pervane	N;ACC;MASC;SG	
właścicielami	sahipler	właściciel	sahip	N;INS;MASC;PL	N;NOM;PL;3
właścicielami	sahipleri	właściciel	sahip	N;INS;MASC;PL	N;ACC;PL;3
wewnętrzny	dahili	wewnętrzny	dahil	ADJ;NOM;MASC;SG	
wewnętrzny	içsel	wewnętrzny	içsel	ADJ;NOM;MASC;SG	
sex	cinsellik	sex	cinsellik		N;NOM;SG;3
samców	erkekler	samc	erkek		ADJ;NOM;PL;3
zbrodnie	suçları	zbrodnie	suç	N;NOM;FEM;SG	N;ACC;PL;3
zbrodnie	suçlar	zbrodnie	suç	N;NOM;FEM;SG	N;NOM;PL;3
zbrodnie	suç	zbrodnie	suç	N;NOM;FEM;SG	
zbrodnie	suçlar	zbrodnie	suç	N;NOM;FEM;SG	N;NOM;PL;3
filharmonii	filarmoni	filharmonia	filarmon	N;GEN;MASC;SG	N;ACC;PL;3
bycie	olmak	bycie	ol		V;PFV;NOM;IND;POS;PRS;V.MSDR
dar	dar	dar	dar	N;NOM;MASC;SG	
dar	armağan	dar	armağan	N;NOM;MASC;SG	
row	sıra	row	sıra		N;NOM;SG;3
wewnętrzna	dahili	wewnętrzny	dahil	ADJ;NOM;FEM;SG	
wewnętrzna	içsel	wewnętrzny	içsel	ADJ;NOM;FEM;SG	
podróże	yolculuk	podróż	yolculuk	N;ACC;FEM;PL	N;NOM;SG;3
podróże	seyahat	podróż	seyahat	N;ACC;FEM;PL	N;NOM;SG;3
podróże	seyahat	podróż	seyahat	N;ACC;FEM;PL	N;NOM;SG;3
podróże	seyahatte	podróż	seyahat	N;ACC;FEM;PL	N;ESS;SG;3
podróże	yolculuk	podróż	yolculuk	N;ACC;FEM;PL	N;NOM;SG;3
podróże	seyahat	podróż	seyahat	N;ACC;FEM;PL	N;NOM;SG;3
pokrywy	örtüler	pokrywy	örtü	N;ACC;FEM;PL	N;NOM;PL;3
pokrywy	kapsıyor	pokrywy	kapsa	N;ACC;FEM;PL	V;PROG;IND;SG;3;POS;INFM;PRS
lewandowski	lewandowski	lewandowski	lewandowski	ADJ;NOM;MASC;SG	PROPN;NOM;SG;3
umieszczenie	yerleştirme	umieszczenie	yerleş	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;IMP;SG;2;NEG;PRS;CAUS
umieszczenie	koymak	umieszczenie	koy	N;PFV;NOM;NEUT;SG;POS;V.MSDR	V;PFV;NOM;IND;POS;PRS;V.MSDR
grabowski	grabowski	grabowski	grabowski	ADJ;NOM;MASC;SG	
kapłan	papaz	kapłan	papaz	N;NOM;MASC;SG	
kapłan	rahip	kapłan	rahip	N;NOM;MASC;SG	
twierdzenia	iddia	twierdzić	iddia	N;NOM;NEUT;PL	
pokrewne	ilgili	pokrewny	ilgili		ADJ
artystyczna	artistik	artystyczny	artistik	ADJ;NOM;FEM;SG	
orlando	orlando	orlando	orlando	N;NOM;NEUT;SG	PROPN;NOM;SG;3
opinia	görüşler	opinia	görüş	N;NOM;FEM;SG	N;NOM;PL;3
opinia	görüşleriniz	opinia	görüş	N;NOM;FEM;SG	N;NOM;PL;3
alessandro	alessandro	alessandro	alessandro	PROPN;NOM;MASC;SG	
pogoń	chase	pogonić	chase		PROPN;NOM;SG;3
bycia	olmak	być	ol		V;PFV;NOM;IND;POS;PRS;V.MSDR
postawy	tutum	postawa	tutum	N;GEN;FEM;SG	
postawy	tavır	postawa	tavır	N;GEN;FEM;SG	
postawy	davranış	postawa	davranış	N;GEN;FEM;SG	N;NOM;SG;3
postawy	duruş	postawa	duruş	N;GEN;FEM;SG	
postawy	tutum	postawa	tutum	N;GEN;FEM;SG	
postawy	tavırlar	postawa	tavır	N;GEN;FEM;SG	N;NOM;PL;3
postawy	duruş	postawa	duruş	N;GEN;FEM;SG	
postawy	duruşu	postawa	duruş	N;GEN;FEM;SG	N;NOM;SG;3
kasy	para	kasa	para	N;ACC;FEM;SG	
kasy	nakit	kasa	nakit	N;ACC;FEM;SG	
klaus	klaus	klaus	klaus	PROPN;NOM;MASC;SG	
studenci	öğrenci	student	öğrenci	N;NOM;MASC;PL	N;NOM;SG;3
zęby	dişli	ząb	dişli	N;NOM;MASC;PL	
duszy	ruhu	dusza	ruh	N;GEN;FEM;SG	
duszy	ruh	dusza	ruh	N;GEN;FEM;SG	
duszy	soul	dusza	soul	N;GEN;FEM;SG	
przeznaczeniem	kader	przeznaczenie	kader	N;INS;NEUT;SG	
przeznaczeniem	destiny	przeznaczenie	dest	N;INS;NEUT;SG	
finały	final	finały	final	N;NOM;MASC;PL	
obywatel	yurttaş	obywatel	yurttaş	N;NOM;MASC;SG	
obywatel	vatandaş	obywatel	vatandaş	N;NOM;MASC;SG	
irlandia	irlanda	irlandia	irlan	N;NOM;FEM;SG	PROPN;NOM;SG;3
zeszyt	defter	zeszyt	defter	V;IPFV;IND;SG;PRS;FIN;ACT	
zeszyt	defteri	zeszyt	defteri	V;IPFV;IND;SG;PRS;FIN;ACT	N;NOM;SG;3
zeszyt	dizüstü	zeszyt	dizüstü	V;IPFV;IND;SG;PRS;FIN;ACT	
ferdinand	ferdinand	ferdinand	ferdinand	N;NOM;MASC;SG	N;AT+ABL;SG;3
nationale	nationale	nationale	nation		PROPN;DAT;SG;3
skała	taş	skała	taş	N;NOM;FEM;SG	
skała	kaya	skała	kay	N;NOM;FEM;SG	
skała	rock	skała	rock	N;NOM;FEM;SG	
łaski	mercy	łaska	mercy	N;ACC;FEM;SG	
łaski	rahmet	łaska	rahmet	N;ACC;FEM;SG	
łaski	merhamet	łaska	merhamet	N;ACC;FEM;SG	N;NOM;SG;3
łaski	zarafet	łaska	zarafet	N;ACC;FEM;SG	
łaski	grace	łaska	grace	N;ACC;FEM;SG	
wykorzystane	kullanılan	wykorzystać	kullan	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
wykorzystane	kullanılmış	wykorzystać	kullan	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
wykorzystane	kullanıldı	wykorzystać	kullan	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
wykorzystane	kullanılır	wykorzystać	kullan	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
nieliczne	seyrek	nieliczny	seyrek	ADJ;NOM;NEUT;SG	
nina	nina	nina	nina	PROPN;NOM;FEM;SG	
zachowań	davranışlar	zachowanie	davranış	N;GEN;NEUT;PL	N;NOM;PL;3
zachowań	davranışları	zachowanie	davranış	N;GEN;NEUT;PL	N;NOM;PL;3
zachowań	davranışlar	zachowanie	davranış	N;GEN;NEUT;PL	N;NOM;PL;3
zachowań	davranışları	zachowanie	davranış	N;GEN;NEUT;PL	N;NOM;PL;3
narciarstwo	kaymak	narciarstwo	kay	N;NOM;NEUT;SG	
eyes	göz	eyes	göz		N;NOM;SG;3
eyes	gözler	eyes	göz		N;NOM;PL;3
eyes	gözleri	eyes	göz		N;NOM;PL;3
ochotników	gönüllü	ochotnik	gönüllü	N;ACC;MASC;PL	
ochotników	gönüllüler	ochotnik	gönüllü	N;ACC;MASC;PL	ADJ;NOM;PL;3
pojęć	kavramları	pojęć	kavram	N;GEN;NEUT;PL	N;ACC;PL;3
circle	daire	circle	daire		N;NOM;SG;3
otoczone	çevrili	otoczyć	çevrili	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	
absolwentów	mezun	absolwent	mezun	N;ACC;MASC;PL	
